Leading.proteins.Positions.within.proteins;log2 eat2_d15_01;log2 eat2_d15_02;log2 eat2_d15_03;log2 eat2_d15_04;log2 eat2_d1_01;log2 eat2_d1_02;log2 eat2_d1_03;log2 eat2_d1_04; -Log Student's T-test p-value eat2_d15_eat2_d1;Student's T-test q-value eat2_d15_eat2_d1; Student's T-test Difference eat2_d15_eat2_d1;Student's T-test Test statistic eat2_d15_eat2_d1;Sign p-val: 0.05 
P34383(54);20,5376;20,7814;21,6582;19,5459;20,8285;21,4818;21,8499;20,4529;0,434535;0,336622;-0,522478;-0,973992;
P34383(68);23,7824;25,2668;25,1784;25,3839;19,9686;21,3568;20,9394;20,7126;3,90854;0,00243386;4,15851;8,74891;+
P34383(47);23,4241;21,2688;23,2291;21,9747;20,2092;20,4961;20,444;20,7135;2,06152;0,0136076;2,00844;3,82801;+
P34419(93);24,5843;22,6581;24,133;23,2547;23,7473;22,5374;22,0577;23,179;0,65605;0,205126;0,777161;1,3665;
P34419(95);25,5565;24,5859;25,3215;23,476;19,5815;21,6818;20,9826;21,155;3,01401;0,00322846;3,88473;5,9956;+
P34453(79);24,0833;21,4867;20,8168;23,8075;19,9632;20,7806;20,4225;21,0854;1,22774;0,0630115;1,98566;2,32316;
P34453(57);21,001;21,4672;21,0917;21,044;20,508;21,0344;21,7605;20,9529;0,115195;0,743744;0,0870023;0,31004;
P34466(1014);21,2575;20,0593;19,9239;20,9539;20,5737;21,2635;21,0697;20,183;0,218644;0,571133;-0,223814;-0,546485;
P34477(99);21,0732;20,0953;21,4549;21,1653;19,5617;21,312;20,7487;20,6198;0,354611;0,408033;0,386636;0,823031;
P34477(9);24,9685;25,5723;24,5636;23,9881;23,7412;24,1453;24,2802;23,5841;1,18142;0,069591;0,835426;2,24544;
P34477(71);24,4114;25,4107;24,9448;24,6507;25,1105;25,822;25,2604;24,6175;0,481984;0,302106;-0,348228;-1,06076;
P34496(110);19,9571;21,5188;21,2315;21,6897;20,0017;21,1112;21,5966;20,3423;0,258157;0,514922;0,336329;0,630063;
P34500(38);20,7641;19,6956;20,8483;19,3792;20,6092;21,3109;21,6521;21,1913;1,25227;0,0596059;-1,01905;-2,36448;
P34501(1307);26,2556;25,5166;26,5088;25,1925;24,2551;26,192;26,9474;25,3082;0,108406;0,757152;0,192723;0,293399;
P34501(1294);24,8459;23,7222;25,2838;24,7183;26,3152;26,9833;27,1597;25,6835;2,15402;0,0117089;-1,89288;-4,01302;+
P34501(1286);26,3713;24,3318;23,973;23,6708;24,7956;23,487;22,1172;23,4927;0,651885;0,206097;1,11361;1,35936;
P34544(1114);29,7555;30,4008;30,587;30,5346;27,3477;29,6011;30,0382;29,2374;1,05122;0,0901799;1,26335;2,02829;
P34552(577);24,2012;26,7782;26,0636;25,3559;21,0498;20,7796;20,6085;21,3956;3,71135;0,00221138;4,64137;8,06609;+
P34556(148);22,0575;21,3503;20,2024;21,4806;21,0606;21,2946;20,8276;20,9953;0,229606;0,556771;0,228159;0,569983;
P34556(219);23,0457;24,8714;23,8812;24,2439;19,7207;20,1542;20,3922;21,0022;3,67152;0,00208429;3,69323;7,93387;+
P34556(114);21,791;21,5217;21,6989;20,8011;20,6502;20,2636;21,3873;20,4763;1,20701;0,0654845;0,758843;2,28833;
P34560(18);20,2286;18,8794;21,0504;20,6288;20,613;21,2936;21,4286;21,067;0,911969;0,118662;-0,903783;-1,79694;
P34561(278);24,5398;25,6653;26,1243;26,0117;19,6961;20,2495;21,4468;21,1317;4,02187;0,00243373;4,95424;9,16371;+
P34574(841);20,0519;21,1981;20,7818;21,6276;19,5085;21,9215;20,018;21,0214;0,183884;0,624046;0,297493;0,470208;
P34575(339);21,6376;17,5236;21,7765;20,6929;20,1207;21,5749;21,8365;19,621;0,126316;0,721217;-0,380614;-0,336954;
P34595(538);23,6176;25,3594;24,4311;25,8771;23,6834;24,8418;24,3777;24,3575;0,401919;0,364455;0,50623;0,913193;
P34595(681);21,4927;20,1861;20,7358;21,3032;20,5131;21,4992;19,7108;20,3325;0,382666;0,381879;0,415572;0,8768;
P34595(662);28,6023;24,0042;22,9325;23,1349;28,0284;28,3325;28,6415;26,8497;1,25757;0,0589309;-3,29457;-2,37341;
P34624(18);21,8866;21,1083;20,1474;20,2824;18,3248;20,7826;21,4687;20,8546;0,253448;0,520251;0,498513;0,62026;
P34629(349);21,3545;21,3152;21,0327;19,9219;19,1427;19,6386;21,3492;20,3643;0,638676;0,21185;0,782316;1,33665;
P34629(326);20,5174;19,8947;19,9233;21,3471;19,5892;21,6806;21,845;21,2451;0,494104;0,293965;-0,669364;-1,08263;
P34647(700);22,9367;22,7566;24,4536;23,9201;20,8456;21,7;21,3093;21,2137;2,65818;0,0050226;2,24957;5,11128;+
P34654(26);20,222;20,5503;21,0744;20,9431;20,2742;21,6208;19,6809;21,0329;0,0333894;0,920673;0,0452518;0,0968506;
P34661(79);21,3817;21,1217;21,684;21,1701;20,1294;20,4212;20,1296;20,23;3,58463;0,0020636;1,11179;7,6518;+
P34662(77);23,0251;23,9898;23,9411;23,3809;20,8298;21,3409;20,3572;21,1534;3,81403;0,00234742;2,66391;8,41566;+
P34662(79);24,1157;24,3912;24,2631;24,1408;22,8159;25,508;25,0783;23,7857;0,038851;0,909213;-0,0692334;-0,112065;
P34662(25);25,4614;24,5131;26,321;24,5234;25,0958;26,537;26,5985;25,1795;0,493604;0,294337;-0,647934;-1,08173;
P34662(66);23,8373;19,8375;19,9322;22,273;21,3704;23,9041;23,1314;24,2909;0,711832;0,181737;-1,70419;-1,46159;
P34685(45);21,8892;21,336;20,8546;21,4118;21,0539;20,5523;20,4899;20,1381;1,54723;0,0335653;0,814339;2,8717;+
P34686(92);21,7804;19,7735;21,2839;19,7105;20,114;21,9347;21,7696;19,9538;0,157609;0,667008;-0,305913;-0,410566;
P34692(59);21,9962;20,1855;20,9875;19,6165;19,2111;20,8083;21,7739;20,6034;0,0459578;0,89168;0,0972595;0,131623;
P34696(142);26,851;22,1439;23,4525;24,2202;24,3074;23,9915;23,8519;23,6457;0,0782606;0,822973;0,217779;0,217399;
P34697(118);21,4658;21,4061;20,9213;21,3574;18,8622;21,3922;21,0738;19,9133;0,825799;0,141665;0,977275;1,65333;
P34697(120);22,0557;19,9476;21,4032;21,1603;20,2982;21,1134;20,9415;19,4187;0,557661;0,254027;0,698774;1,19573;
P34712(538);21,4831;21,5218;20,3887;21,1464;25,5865;26,7035;27,5084;25,8007;4,29705;0,00203571;-5,26479;-10,2444;+
P34712(1311);21,1195;21,3955;21,4116;18,9078;23,4916;22,5457;22,2323;22,3912;1,58236;0,0316507;-1,95661;-2,93372;+
P34712(1315);19,6405;19,1808;20,1359;20,5786;21,4639;23,6896;23,2486;23,3417;2,70547;0,00487262;-3,05196;-5,22309;+
P34712(727);21,1894;18,6069;21,6877;21,3407;25,4298;24,0276;23,8485;23,945;2,3897;0,00764855;-3,60651;-4,50628;+
P34712(535);19,916;21,5249;21,5416;19,5595;23,992;24,5126;24,804;23,5402;3,02543;0,00327757;-3,57669;-6,02571;+
P34712(714);20,8775;21,0447;21,4146;21,0576;25,9306;27,2386;27,4862;26,692;5,39306;0,0034;-5,73824;-15,8207;+
P34712(30);21,0679;20,7654;20,9716;20,2349;25,4696;26,9089;26,9466;25,8632;4,94906;0,00161905;-5,53712;-13,2853;+
P34712(47);19,1494;19,9225;20,1536;21,4228;24,3856;23,6201;24,5607;22,3487;2,68289;0,00490598;-3,5667;-5,1695;+
P34712(26);25,4185;21,6874;21,8515;22,515;26,3939;28,3522;27,4513;27,6562;2,51992;0,00577722;-4,59532;-4,79359;+
P34713(5);24,6288;25,7945;24,0803;24,4362;22,3633;23,7578;23,7721;23,2831;1,56341;0,0325908;1,44086;2,90021;+
P34713(16);21,4021;21,2943;20,9957;19,2595;22,2419;23,1017;22,933;23,6879;2,08334;0,0133824;-2,25323;-3,87126;+
P35129(144);23,908;23,2629;22,9532;22,6362;25,6581;26,9204;27,8806;25,5996;2,79448;0,00468837;-3,32462;-5,43814;+
P35129(8);27,3931;25,96;26,5781;26,1882;25,8608;25,7669;25,3249;24,3878;1,3862;0,0460602;1,19475;2,59209;+
P35603(229);20,5701;20,3091;18,8271;20,7997;22,0377;26,6214;25,2269;25,8076;2,32637;0,0083426;-4,79693;-4,37048;+
P36573(7);23,7283;20,7986;22,2859;23,1549;21,6059;23,0691;23,7822;23,2595;0,22195;0,566604;-0,43723;-0,553599;
P36609(189);20,9621;20,3533;20,1409;21,3282;20,0153;21,5454;20,167;20,6796;0,0770568;0,824685;0,0943332;0,214288;
P36609(190);24,3839;24,9678;26,1185;26,3398;18,703;21,4833;21,1046;19,6428;3,21747;0,00304895;5,21907;6,54958;+
P36609(140);21,2663;19,9956;20,7629;21,5219;22,5316;23,9033;24,0015;23,971;2,83312;0,00463328;-2,71517;-5,53341;+
P36609(121);23,9238;26,3342;24,0242;23,404;19,6608;21,4898;21,0265;20,3117;2,59381;0,00534914;3,79933;4,96168;+
P37165(107);31,1743;29,201;28,6089;29,2861;28,7312;30,4888;30,8669;30,5241;0,340351;0,421809;-0,58517;-0,795337;
P37165(101);19,0126;19,3915;21,4036;21,586;21,4526;23,8029;23,6325;23,8118;1,73435;0,0241312;-2,82648;-3,20706;+
P37806(397);21,606;21,4143;20,9188;20,1343;21,5165;24,6004;23,4443;23,7669;1,71294;0,0254456;-2,31367;-3,16804;+
P37806(250);28,9518;23,2504;24,8773;23,0816;26,1716;28,7767;28,4826;27,1814;0,884058;0,125717;-2,61282;-1,7505;
P37806(392);19,7641;19,35;21,3555;21,7064;20,7051;20,9532;21,071;20,6718;0,206629;0,588949;-0,306276;-0,520434;
P37806(531);21,7589;19,9346;21,1189;20,9837;21,7343;23,2203;22,523;22,5682;1,7416;0,0238172;-1,56242;-3,2203;+
P37806(346);26,4885;19,2126;19,8407;20,1059;25,8883;26,1152;26,9204;24,6757;1,35762;0,0492963;-4,48796;-2,54319;+
P37806(351);20,2801;18,9392;20,4135;18,7611;22,5564;23,4362;23,5598;22,9921;3,44216;0,00187683;-3,53765;-7,20742;+
P37806(293);22,456;24,2595;22,9661;20,8813;24,9107;23,0175;22,9888;21,0754;0,127839;0,718688;-0,357386;-0,340607;
P37806(245);28,9927;27,3442;25,7185;26,587;26,731;28,0771;28,4777;27,2003;0,231977;0,552518;-0,460923;-0,575033;
P37806(330);25,2075;23,2504;23,7948;23,6735;23,2624;23,1528;23,587;22,7848;0,86632;0,129979;0,784812;1,72096;
P37806(266);26,4831;24,7512;24,9678;23,5647;20,883;23,7745;22,3919;21,4405;1,74974;0,0235097;2,81919;3,23522;+
P37806(525);25,7376;26,3302;26,3445;25,1074;26,7743;25,9697;26,1497;25,2489;0,136903;0,701621;-0,155696;-0,362196;
P39745(274);21,5852;21,1471;21,0238;19,0632;21,9343;22,7204;22,3418;23,768;1,56429;0,0324967;-1,98632;-2,90176;+
P41877(616);27,6531;30,068;26,7428;29,2315;20,1945;20,3806;21,8216;18,8888;3,81679;0,00236967;8,10245;8,42525;+
P41931(12);21,2928;19,7194;21,1549;20,9075;20,5984;19,8354;21,7221;21,1318;0,034196;0,919333;-0,0533228;-0,0991079;
P41932(148);23,6484;23,1494;22,9219;21,3132;20,1884;21,9127;20,6282;21,1683;1,53232;0,0346035;1,7838;2,84548;+
P41932(13);20,1888;20,9611;20,3961;20,6765;23,5265;25,3619;23,7858;23,4289;3,43975;0,00187135;-3,47014;-7,20009;+
P41932(160);26,0188;24,1266;23,9585;23,7429;23,7935;26,5745;27,2025;25,5795;0,708611;0,183128;-1,32578;-1,45613;
P41932(30);25,9863;25,0973;25,6745;24,6582;21,2191;23,8188;25,1289;23,0112;1,25416;0,0593454;2,05957;2,36766;
P41932(124);28,2627;28,7194;28,9672;28,7657;27,7938;27,8318;28,653;26,7176;1,15048;0,0745766;0,929695;2,19368;
P41932(51);28,3586;25,3033;24,7429;26,8519;25,4656;27,4462;28,2048;27,0679;0,308821;0,452849;-0,731942;-0,733144;
P41932(70);26,8548;27,7671;29,1331;27,7595;24,61;25,2092;24,6905;24,2609;3,11266;0,00303734;3,18598;6,2595;+
P41932(29);21,8657;20,1292;21,7167;20,9969;22,3296;23,9565;23,836;23,0223;2,06416;0,0136724;-2,10893;-3,83323;+
P41937(336);22,1014;21,3038;21,3753;21,2078;20,0393;20,4894;21,021;20,2591;1,92329;0,0166877;1,04485;3,55968;+
P41988(190);22,3418;24,1105;22,4833;21,1416;20,009;21,7243;19,8328;19,6853;1,53722;0,0343212;2,20641;2,8541;+
P42168(8);24,9887;22,4917;24,9364;22,5999;21,6669;23,2961;24,2781;23,1438;0,315375;0,44512;0,657943;0,746186;
P42168(224);24,4064;19,3757;20,5672;19,5375;20,6065;20,4854;21,1913;21,3084;0,0210514;0,948019;0,0737896;0,06186;
P42168(61);23,4024;19,5072;20,7685;21,9704;19,44;21,3181;19,6001;18,7749;0,817727;0,144563;1,62884;1,63983;
P42168(301);23,0396;23,1126;23,1765;22,2222;20,9116;21,3621;21,4388;21,185;3,23225;0,00268246;1,66338;6,59133;+
P42170(34);23,6872;25,894;26,2489;25,9412;20,4098;21,1065;21,4361;20,9749;3,40767;0,00192222;4,46098;7,10312;+
P42170(30);22,0808;19,2957;20,3584;19,7313;20,6656;21,9189;21,6008;21,0406;0,673882;0,197522;-0,939917;-1,39701;
P42170(356);23,2026;21,9816;22,342;22,5031;20,4703;21,6287;19,55;20,2682;2,16975;0,0115823;2,02801;4,04494;+
P46502(213);21,8197;21,396;20,7862;21,4677;20,2126;20,1861;21,7418;20,9579;0,66945;0,19913;0,592802;1,38944;
P46550(534);25,7426;25,7657;27,2248;27,3822;23,7454;25,2528;25,2383;24,9618;1,62782;0,0296519;1,72925;3,01461;+
P46550(41);20,1392;20,7063;21,6216;19,4899;20,3548;22,8809;22,6478;21,0805;0,822085;0,142959;-1,25175;-1,64712;
P46561(268);23,377;21,9655;21,8825;20,4635;20,2774;20,7793;20,3568;21,0656;1,0885;0,0838715;1,30236;2,09031;
P46561(62);23,4489;22,5448;23,7454;22,8565;20,5507;20,8602;21,3816;20,8937;3,33987;0,00205714;2,22734;6,90165;+
P46562(120);27,3831;24,1921;24,1639;25,3283;27,5533;27,2468;27,9642;26,4255;1,31314;0,0532565;-2,03057;-2,46745;
P46563(315);18,9457;20,2631;20,0919;21,2704;20,5812;20,713;20,6553;20,2343;0,356113;0,407104;-0,403203;-0,825934;
P46563(320);20,7541;20,8314;20,0965;21,0862;20,3068;19,4729;19,4244;20,6826;0,982703;0,102812;0,720416;1,91445;
P46563(103);21,984;26,4665;25,3649;22,9718;20,2379;21,4392;19,9577;19,2499;1,8963;0,017534;3,97562;3,50833;+
P46563(46);23,2163;26,3732;26,1225;24,8924;22,6028;23,8021;24,0117;24,222;0,942089;0,112158;1,49148;1,847;
P46563(32);23,5679;23,2524;24,9652;23,2412;22,5496;23,9786;24,4881;23,8903;0,0174786;0,956286;0,0300336;0,0515598;
P46563(133);21,2835;23,3141;24,8913;26,5118;29,0748;33,1939;32,8811;31,6163;2,7286;0,00480477;-7,69137;-5,27839;+
P46563(300);20,5192;21,4916;21,4454;19,6023;25,307;26,4412;23,9411;26,2774;3,19725;0,0030069;-4,72704;-6,49282;+
P46563(363);21,9689;20,7742;21,4257;20,0031;24,0537;24,3626;22,8854;21,009;1,23739;0,0617425;-2,03469;-2,3394;
P46769(17);21,2514;20,4467;21,5884;20,7895;20,6544;21,5999;20,3699;19,7984;0,402105;0,364578;0,413329;0,913542;
P46822(531);21,2206;19,3783;21,2284;21,1703;20,3381;20,8972;21,1386;20,1622;0,0814115;0,817285;0,115403;0,225514;
P46975(631);19,72;20,8584;20,8282;21,1551;20,6151;23,2251;23,1469;22,0046;1,23524;0,0617724;-1,6075;-2,33579;
P46975(438);23,6246;24,1787;24,6955;24,5442;23,6442;23,6767;24,212;23,7057;0,822894;0,142623;0,451083;1,64848;
P47207(8);21,4257;20,9811;20,3497;19,0205;19,4549;20,8787;19,4382;21,4007;0,074927;0,827882;0,151151;0,208768;
P47207(516);23,673;20,5021;20,417;20,4508;22,1785;24,6833;24,8386;24,7028;1,48356;0,037849;-2,84007;-2,76026;+
P47991(63);21,0022;20,9724;21,0417;20,8073;22,3432;22,8876;22,1897;21,9478;3,28305;0,00216749;-1,38622;-6,73638;+
P47991(208);21,8237;21,343;22,394;21,5674;23,6487;25,0144;25,8716;24,9478;3,03119;0,00330268;-3,08856;-6,04094;+
P47991(214);25,0171;24,6673;24,8623;25,2538;26,2633;27,0368;26,3139;27,0307;3,33448;0,00204124;-1,71105;-6,88584;+
P47991(156);21,5325;20,9509;21,1839;20,053;20,0961;19,7086;21,7666;20,6582;0,282524;0,483414;0,372668;0,680163;
P47991(135);23,167;21,6478;23,251;23,5458;20,331;20,6037;19,8978;21,3624;2,37684;0,00762929;2,35418;4,4785;+
P48150(107);20,4722;19,8905;20,6203;21,6989;20,9882;21,6809;23,7968;22,3425;1,13224;0,0770296;-1,53162;-2,16321;
P48152(9);25,857;24,2863;24,7571;23,3086;22,9254;23,0877;22,9233;22,9019;1,61923;0,0300532;1,59268;2,99927;+
P48152(232);26,5099;22,4355;24,7479;25,3069;27,1106;29,0606;28,9884;27,8773;1,94426;0,0164464;-3,5092;-3,59978;+
P48152(233);26,5099;24,3015;23,198;26,0597;26,9775;28,3131;28,1471;27,5399;1,77879;0,0221895;-2,72714;-3,28863;+
P48152(77);21,7785;19,9654;21,6888;20,9527;24,4362;25,468;25,1497;24,8701;3,75219;0,00214592;-3,88463;-8,2036;+
P48152(69);20,381;21,2259;20,823;20,1979;22,8757;23,2991;24,3654;22,5195;2,87945;0,00423295;-2,60798;-5,64921;+
P48152(110);21,4162;20,0172;20,4415;19,8139;20,7046;23,3651;23,403;23,4503;1,63233;0,0294058;-2,30855;-3,02267;+
P48154(185);22,0206;18,7283;21,222;19,9073;23,2801;24,6224;22,9429;24,1857;2,14349;0,0121071;-3,28825;-3,99174;+
P48154(61);20,1845;20,6883;21,3271;19,8185;21,3139;23,7868;24,0815;23,8651;2,03643;0,0142446;-2,75722;-3,77861;+
P48154(44);21,377;19,2838;19,3609;19,0504;25,253;24,6486;24,4554;23,7063;3,55804;0,00195973;-4,74782;-7,56718;+
P48154(54);21,3673;21,5367;21,8305;21,3463;21,1021;22,6867;23,1518;22,9757;1,02764;0,0946217;-0,958858;-1,9891;
P48156(140);21,0287;20,1379;20,9839;19,1715;20,284;21,4968;20,9724;21,2514;0,626519;0,216923;-0,670689;-1,3157;
P48156(128);26,2123;24,1861;24,4146;24,3801;23,4861;23,9334;23,6511;23,4013;1,28343;0,0563901;1,18029;2,41711;
P48158(113);21,6085;19,1542;20,835;20,6615;20,8981;21,3237;21,5943;20,2522;0,325166;0,435548;-0,452269;-0,765555;
P48158(13);21,4986;20,8357;21,5566;19,6783;22,6599;26,3657;26,3935;24,97;2,28802;0,00918567;-4,20496;-4,28943;+
P49029(120);26,1838;23,6298;22,7606;23,1371;24,4422;24,6784;24,2207;24,4608;0,278312;0,488089;-0,522747;-0,671575;
P49029(88);21,9236;20,1259;21,1896;20,7385;19,5993;21,5347;21,6457;21,3953;0,0275093;0,934045;-0,0493526;-0,0802846;
P49029(7);24,8719;23,0469;21,4821;22,3527;23,8603;23,5621;23,1375;23,1392;0,270942;0,497326;-0,48637;-0,656476;
P49029(47);24,9425;22,2076;21,8781;21,8911;24,2727;24,1605;23,5419;23,4847;0,720177;0,178708;-1,13516;-1,47574;
P49180(58);21,9735;19,0555;20,7309;19,7621;26,162;25,2924;24,6593;25,0378;3,34894;0,00206789;-4,90735;-6,92832;+
P49180(49);21,1729;20,6185;21,5429;20,9184;23,657;23,8497;24,386;23,2332;3,92064;0,00217204;-2,71832;-8,79241;+
P49181(25);21,2537;19,5663;20,2202;20,6736;19,9957;20,3611;20,8155;20,5814;0,0083855;0,978461;-0,00992203;-0,0249854;
P49196(139);26,9178;25,6088;23,6096;24,6881;25,4218;26,2217;26,358;25,0466;0,303538;0,458725;-0,555952;-0,722585;
P49197(76);21,2327;20,7287;21,3106;21,0358;22,8127;25,8251;26,4001;24,7232;2,5344;0,00578003;-3,86334;-4,82624;+
P49405(187);25,2205;25,3929;26,5283;26,0601;22,4754;24,8002;24,9666;23,849;1,47689;0,0385235;1,77766;2,74866;+
P49405(241);23,2447;24,6839;23,8695;22,8004;20,8272;21,7861;19,4513;20,5104;2,50575;0,00590547;3,00587;4,76177;+
P49405(58);20,8332;19,839;20,5412;20,8868;21,1985;22,4384;23,2188;22,2378;1,96315;0,0156929;-1,74835;-3,6361;+
Q3HKC4(273);21,4157;19,1979;21,0924;20,9335;20,5577;21,1133;21,1843;21,1727;0,276439;0,49027;-0,347113;-0,667746;
Q3HKC4(248);25,0623;21,059;22,3035;21,0267;22,5877;22,9048;24,3873;22,6121;0,307812;0,45414;-0,760085;-0,731131;
Q3HKC4(259);23,9527;23,8019;22,1562;23,2776;26,5341;26,6476;26,6048;26,0847;3,51245;0,00203822;-3,17072;-7,42391;+
Q3HKC4(241);20,2926;20,5075;21,8037;19,9676;20,5597;21,8625;19,9243;21,0882;0,142495;0,692873;-0,21584;-0,375385;
Q8MNS3(306);21,2825;20,3379;21,5597;21,4661;20,5849;20,3331;21,6861;21,2452;0,187245;0,619806;0,199197;0,477708;
P49596(11);20,3157;20,0199;20,3;21,1633;20,7156;21,662;20,7806;21,0391;0,929623;0,114936;-0,59957;-1,82629;
P50140(360);20,4342;20,2591;19,8868;19,3827;22,3913;23,6169;25,0928;22,4449;2,61907;0,00519621;-3,39579;-5,02003;+
P50432(305);21,8012;19,6843;21,7382;20,2493;20,5959;21,8008;21,4123;20,4391;0,115228;0,743818;-0,193787;-0,31012;
P50432(466);21,9697;21,2589;20,4283;21,1495;26,0915;25,7994;26,1222;24,3826;3,83132;0,00221154;-4,39732;-8,47581;+
Q8I4H9(279);25,4323;25,3115;25,3233;24,885;20,7762;21,6997;21,0424;20,5711;5,32544;0,00283333;4,21568;15,4068;+
P50880(400);24,1826;24,0312;24,8952;22,7089;24,3258;22,061;22,0647;22,7091;0,828629;0,140706;1,16432;1,65806;
P50880(382);21,5179;20,6619;21,4148;19,603;22,9958;22,5832;23,6201;22,9499;2,41062;0,00734742;-2,23787;-4,55169;+
P50880(289);21,1518;21,5168;21,36;20,7414;24,1356;23,107;23,9089;23,4955;3,90405;0,00239583;-2,46928;-8,73286;+
P50880(297);20,8304;20,7296;20,6321;20,3324;21,1658;23,708;22,9941;23,458;2,02907;0,0142602;-2,20038;-3,76416;+
P50880(353);20,6072;21,2449;20,4121;19,4978;25,489;23,3618;24,0299;24,6294;3,30704;0,00201015;-3,93699;-6,80579;+
P50880(283);24,9002;23,4968;22,7526;22,0025;24,1133;27,5657;27,6401;26,3077;1,63619;0,0291284;-3,11865;-3,02957;+
P50880(169);21,3476;21,4119;20,1159;20,4233;20,4003;19,9082;19,5848;21,187;0,537732;0,266552;0,554559;1,16054;
P50880(370);18,4335;20,1703;21,3165;21,7202;21,1536;23,8355;22,7857;21,6353;1,06041;0,0883825;-1,94239;-2,04356;
P51403(259);25,291;24,0625;24,7556;23,4862;22,5437;25,7511;24,5836;25,9324;0,130881;0,712311;-0,303873;-0,347882;
P51403(62);26,4375;24,986;24,3867;25,4911;26,3079;28,0322;27,8435;26,4916;1,59606;0,0309287;-1,84349;-2,95802;+
P51403(155);22,8031;26,1738;26,5598;26,43;21,8495;22,44;24,1925;22,0862;1,46484;0,0393437;2,84967;2,72772;+
P51403(53);27,0773;27,5378;26,4009;26,5391;24,312;25,7855;25,8123;23,8286;1,84839;0,0193659;1,95417;3,41805;+
P51403(234);20,0398;19,704;19,9548;20,6523;20,6656;21,3232;21,87;21,1535;1,9677;0,0157271;-1,16534;-3,64486;+
P51403(110);25,2392;22,7417;24,4291;23,419;24,2938;26,5322;26,4299;25,2398;1,14129;0,0759876;-1,66666;-2,17831;
P51403(253);21,3631;21,2185;20,6872;21,4512;23,0517;23,5171;23,7496;22,7127;3,43885;0,00186589;-2,07782;-7,19736;+
P51404(39);21,4973;19,5637;21,6326;20,7926;20,5234;21,9342;20,8075;20,5834;0,0553336;0,867095;-0,0905724;-0,15703;
P51404(27);21,1693;19,3364;20,784;19,1329;25,1718;23,8255;23,1982;23,9879;3,01732;0,0032467;-3,94021;-6,00431;+
P52011(96);28,1618;27,3396;27,495;27,3859;21,0293;22,7864;24,6542;21,6077;3,07982;0,00318219;5,07616;6,17067;+
P52011(89);23,9651;22,7218;21,763;23,0744;21,0334;21,4896;21,3279;21,3995;1,82068;0,0203336;1,56844;3,36627;+
P52011(31);23,4117;26,1636;26,1522;25,8487;18,8062;21,2457;21,8237;21,3971;2,52521;0,00575094;4,57589;4,8055;+
P52011(132);21,6134;20,8438;21,8149;21,0499;22,9677;24,204;24,874;24,8125;2,93479;0,00398589;-2,88402;-5,78982;+
P52011(147);21,8195;25,2083;26,3348;24,7468;19,6908;21,0928;21,024;20,3187;2,11156;0,012811;3,99576;3,92753;+
P52015(48);21,0476;17,9152;21,4944;20,7126;18,2552;21,1488;20,2688;21,2161;0,022512;0,944584;0,0702114;0,0660489;
P52015(31);26,6827;26,5453;25,0923;26,2659;26,4457;25,3143;24,9007;24,3828;0,768702;0,160955;0,885653;1,55762;
P52015(132);28,4589;25,6246;25,7477;26,6289;24,1609;22,3313;26,3384;21,4768;1,27957;0,0567128;3,03818;2,41057;
P52015(148);25,1685;24,3041;24,5409;26,5234;20,9141;20,5544;21,7643;20,8185;3,48187;0,00198758;4,12141;7,32908;+
P52017(47);20,6685;19,7029;21,6662;20,3429;24,8001;22,8673;24,7943;24,7062;2,97434;0,00378261;-3,69681;-5,89188;+
P52018(6);20,6019;20,3991;21,3314;20,8003;20,4403;21,3743;20,9944;20,0617;0,0660439;0,843949;0,0655103;0,18553;
P52275(37);24,7522;25,9142;25,7;25,0092;21,0374;20,828;21,1;20,6396;5,26527;0,00251852;4,44264;15,0473;+
P52275(276);23,8971;22,3523;23,052;26,5274;18,7366;20,5716;20,0573;19,6901;2,25864;0,00954401;4,1933;4,22794;+
P52478(71);21,2474;21,0836;21,4571;19,5797;20,3522;21,3698;20,934;21,376;0,126758;0,720168;-0,166063;-0,338015;
P52554(6);19,8786;21,2534;21,0649;20,7939;18,6831;21,0246;20,5127;20,4863;0,425369;0,343885;0,571029;0,957008;
P52554(13);20,2184;20,918;21,0234;20,5938;20,8312;21,4638;21,6498;20,9754;1,0558;0,0891115;-0,541699;-2,0359;
P52652(151);23,3761;24,5192;23,9368;25,0022;20,3547;21,5286;20,8994;21,2229;3,50753;0,00203175;3,2072;7,40859;+
Q86D21(313);20,6901;21,3009;20,107;19,9859;20,7312;21,7272;19,8352;21,0904;0,269619;0,49904;-0,325005;-0,653756;
Q86D21(54);22,667;20,8222;21,5055;20,7162;29,3267;29,881;30,5136;29,9881;5,52438;0,00425;-8,49962;-16,6551;+
P52717(180);25,0681;24,5784;23,7628;23,0515;19,225;21,0827;21,344;20,6404;2,80264;0,0045625;3,54218;5,45817;+
P52819(48);24,6923;25,5302;25,9333;25,251;23,0273;24,5219;24,982;23,9779;1,31841;0,0528747;1,22446;2,47641;
P52819(50);19,6351;21,0667;21,2464;20,8765;19,6632;21,2242;21,5907;21,4301;0,184273;0,624594;-0,270862;-0,471077;
P52819(71);21,3713;20,1546;20,4192;21,6044;19,9469;22,5371;23,0272;22,6006;0,705228;0,184891;-1,14058;-1,45039;
P52819(82);20,9602;21,0745;20,9272;21,1438;21,0001;21,1935;20,4944;21,1832;0,12834;0,717664;0,0586119;0,341809;
P52819(64);22,0083;21,2259;19,2376;20,9177;23,4474;22,1933;20,5655;21,1943;0,542242;0,263446;-1,00275;-1,16852;
