ProteinAccessions;log2 eat2_d5_01;log2 eat2_d5_02;log2 eat2_d5_03;log2 eat2_d5_04;log2 N2_d5_01;log2 N2_d5_02;log2 N2_d5_03;log2 N2_d5_04; -Log Student's T-test p-value eat2_d5_N2_d5;Student's T-test q-value eat2_d5_N2_d5; Student's T-test Difference eat2_d5_N2_d5;Student's T-test Test statistic eat2_d5_N2_d5;Sign p-val: 0.05 
A8XJ46;11,9571;11,982;11,6044;11,7946;14,0756;13,7817;14,1696;13,957;5,70699;0,000586667;-2,16145;-17,8862;+
A9CZN9;13,8986;14,3004;14,115;14,4558;12,6138;14,1934;12,6726;12,5219;1,54137;0,0123362;1,19202;2,86138;+
A9D0C6;14,7109;14,7223;14,6918;14,6643;13,975;13,7147;13,8629;14,0815;4,21657;0,000112821;0,788805;9,91711;+
A9D2X7;16,0928;15,8344;15,4486;15,3572;16,4862;15,1082;14,6326;15,4832;0,241784;0,431889;0,255675;0,5958;
A9D4S6;14,0585;13,6087;13,714;13,8667;13,8431;14,0846;13,4157;12,6564;0,4219;0,248012;0,312023;0,950561;
A9QY28;11,9712;11,9564;11,8647;11,6653;14,0504;14,5195;14,2264;13,4726;4,11432;0,000100228;-2,20283;-9,51482;+
A9UJN4;15,0902;14,6783;14,6458;14,6199;14,9798;14,4007;14,3091;14,0341;0,697986;0,113996;0,327618;1,43808;
A9UJN7;16,143;15,3811;15,2568;15,9234;16,305;15,8908;15,7928;16,4358;0,812136;0,0833023;-0,430038;-1,63048;
A9UJP1;14,3218;14,6248;14,1772;14,5382;12,2552;12,8451;12,5611;12,0781;4,24395;0,000115789;1,98062;10,0274;+
A9Z1J8;13,5602;13,8117;14,2773;14,3017;15,59;15,0902;14,845;15,0644;2,53328;0,00147468;-1,15973;-4,8237;+
A9Z1L6;14,0318;14,0303;14,0805;13,9875;13,7357;12,6212;13,1505;13,6813;1,51124;0,0131458;0,735326;2,80855;+
B0M0L9;14,1555;14,0812;14,3297;14,2761;13,8795;14,3428;14,2842;14,3652;0,0194522;0,93206;-0,00728965;-0,0572593;
B0M0N9;15,4211;14,4159;14,1459;14,1257;11,4708;11,0175;11,2093;11,6717;4,09455;9,87E-05;3,18481;9,43878;+
B1GRJ8;11,9736;14,1109;13,107;12,4325;13,5688;12,7531;13,5933;14,3852;0,543634;0,174838;-0,669102;-1,17099;
B1GRK5;13,4433;13,2559;13,1863;13,2767;12,5618;11,7534;12,5495;12,7107;2,15501;0,00296248;0,896714;4,01503;+
B1GRL0;14,671;13,8562;14,2327;13,9572;15,2928;12,8713;13,0416;16,0681;0,0598181;0,806798;-0,139158;-0,169029;
B1GRL5;11,9988;11,9847;11,8618;11,6257;11,3641;11,1781;11,2525;11,5066;2,53998;0,00148068;0,542455;4,83885;+
B1Q241;11,5724;11,9757;11,8623;11,8363;12,3055;12,4856;12,4437;13,6292;1,52903;0,0127186;-0,904345;-2,83971;+
B1Q250;17,1543;17,1762;17,0734;17,2;16,4473;16,645;16,5788;16,9456;2,41368;0,00186198;0,496818;4,55835;+
B1Q254;14,7489;14,6143;14,6491;14,5112;13,8898;13,7291;13,4312;13,423;3,71874;0,000555205;1,0126;8,09081;+
B1Q273;19,1658;19,0757;19,298;19,1183;19,3954;19,0315;18,9308;18,6272;0,457402;0,223922;0,168205;1,01604;
B1V898;14,2787;14,2731;14,2929;14,3547;14,3338;14,2494;13,8992;15,5383;0,231657;0,445886;-0,20532;-0,574353;
B1V8A0;15,9245;15,8795;15,7757;15,8044;16,209;16,0865;16,051;16,4387;2,00963;0,00414696;-0,350305;-3,72617;+
B2D6L4;14,0703;13,1425;14,4363;14,4823;16,6646;15,8838;15,7374;15,7368;2,67992;0,00100149;-1,97277;-5,16248;+
B2D6L8;11,9412;11,9504;11,6794;11,8052;11,3308;10,9042;11,2195;11,4486;2,44876;0,00169814;0,618253;4,63521;+
B2D6L9;11,606;11,93;11,8337;11,8601;11,3141;11,1449;12,3911;11,3731;0,376032;0,286196;0,251631;0,864167;
B2D6P1;17,5095;17,2275;17,2661;17,0657;16,0437;16,0568;16,1528;16,1071;4,77163;0,00019469;1,17711;12,384;+
B2FDA8;14,5261;14,5001;14,4458;14,7379;14,6819;15,0386;15,1898;14,7674;1,46878;0,0144697;-0,366943;-2,73456;+
B2MZA9;14,4823;14,215;14,622;14,463;14,1789;14,4401;14,5377;14,1725;0,396579;0,268128;0,113285;0,903138;
B3CJ34;16,9191;16,7214;16,7089;16,6994;15,752;15,9117;15,9622;15,5573;4,02622;9,05E-05;0,966391;9,17996;+
B3CKG1;17,5134;17,5942;17,4573;17,4538;17,8233;18,1964;17,9227;18,313;2,47485;0,00164522;-0,5592;-4,69289;+
B3GWA1;15,6522;15,6497;15,3708;15,5637;15,3171;15,5952;15,4526;15,4454;0,573098;0,161256;0,106532;1,22283;
B3GWA6;12,0592;11,6421;11,8857;11,8206;10,2368;11,6118;11,8959;10,9052;0,916454;0,0632;0,689449;1,8044;
B3GWB9;15,1388;15,0842;14,7662;14,8535;15,0507;15,1223;15,1306;15,18;0,862388;0,0732185;-0,160225;-1,71441;
B3GWC0;14,8026;13,7556;13,762;14,3679;15,5459;15,4328;15,3957;15,3698;2,57088;0,00136835;-1,26404;-4,9091;+
B3WFT8;16,7639;16,7119;16,7007;16,6954;16,5888;16,4148;16,4312;16,3339;2,59433;0,00115574;0,275797;4,96289;+
B3WFV9;15,2848;15,4407;15,0253;15,1531;14,6455;14,5903;14,3627;14,1869;2,8731;0,000840851;0,77963;5,63324;+
B3WFW5;15,9892;15,7392;15,8044;15,8304;14,978;14,4906;14,3168;14,3482;3,71429;0,000554331;1,30737;8,07592;+
B3WFW9;17,7286;17,8963;17,6788;17,8288;17,5717;16,7591;19,1556;17,2968;0,0597353;0,806669;0,0873327;0,168808;
B3WFX4;14,3357;14,1475;13,6711;13,4067;14,8645;14,6701;14,8594;14,9565;2,28019;0,00239107;-0,94734;-4,27299;+
B3WFY7;13,1192;13,4799;13,8366;13,5099;11,3932;9,55992;11,2762;11,5651;2,69069;0,00100904;2,53782;5,18797;+
B3WFZ3;14,5786;14,2188;14,3934;14,3756;11,4013;11,1343;11,1502;11,6101;6,32031;0;3,06765;22,7023;+
B4DCT1;13,1145;12,7423;12,9276;13,4448;16,4887;16,4969;16,4243;16,1475;5,92783;0,000698413;-3,33206;-19,4929;+
B4E3X6;16,2033;15,7788;16,384;15,5748;14,4535;15,1165;16,4215;14,6654;0,861873;0,0732849;0,820997;1,71355;
B5BM32;15,2021;15,3723;14,8895;15,0364;14,6199;14,8511;14,5977;14,8824;1,62935;0,00985579;0,387288;3,01734;+
B5BM45;15,5084;14,8211;14,8371;15,2232;11,3654;11,9056;11,2762;11,553;5,50205;0,000444444;3,57237;16,5102;+
B5BM47;14,6119;14,5514;14,5963;14,3425;14,8574;14,4961;14,7442;14,9609;1,05307;0,0443144;-0,239123;-2,03136;+
B5U8N2;16,794;16,4523;16,724;16,7871;17,0221;16,6113;16,354;16,939;0,0882997;0,726797;-0,0422473;-0,243109;
B5U8P0;16,5751;14,7759;14,7471;15,0082;15,021;15,9267;15,9276;15,2951;0,215383;0,469186;-0,26602;-0,539445;
B5WWL2;12,7404;13,5468;13,9611;13,9331;14,1678;14,6427;14,1178;14,2776;1,30487;0,0229768;-0,756138;-2,45342;+
B5WWM0;13,4158;13,6806;12,6321;13,1169;14,4998;14,0117;14,5913;15,8046;1,85212;0,00607332;-1,5155;-3,42503;+
B6EU63;17,6498;17,2595;17,1701;17,3171;18,7703;18,6688;17,8268;18,6663;2,45667;0,00167418;-1,13391;-4,65265;+
B6VQ41;14,5209;14,2993;14,496;14,0834;14,0791;14,1075;14,2702;14,5037;0,332303;0,326058;0,109805;0,77959;
B6VQ55;15,4629;16,4512;16,341;16,3425;16,106;16,4935;16,4503;15,2753;0,0666115;0,785347;0,0681345;0,187025;
B6VQ59;13,5874;13,9264;15,2209;13,6923;13,2549;13,0517;12,9927;14,924;0,408662;0,258686;0,550943;0,925848;
B7FAR9;17,7249;17,976;18,1973;17,8196;18,637;18,5232;18,8916;19,0915;2,70213;0,00101362;-0,856387;-5,21514;+
B7FAS6;12,7483;13,254;12,888;12,6761;15,0923;16,0562;14,8501;14,5637;3,18405;0,000599581;-2,24897;-6,45598;+
B7WN63;19,2854;18,1001;18,8418;18,0055;20,2252;20,0375;19,8693;19,7644;2,33701;0,00205576;-1,4159;-4,39312;+
B7WN66;13,6454;12,5409;12,5556;12,3182;11,5395;10,7791;12,6507;11,1341;1,30863;0,0225589;1,23919;2,45981;+
B7WN71;13,7105;13,2104;14,7102;12,7757;15,8117;16,2801;15,8871;14,0024;1,5541;0,0121015;-1,89362;-2,88379;+
B7WN91;15,8471;15,9103;15,8764;15,7764;15,9978;16,0272;16,0805;16,0999;2,77092;0,000938583;-0,198832;-5,38063;+
B7WN92;14,7175;14,1174;14,6755;14,2301;13,7307;13,8963;14,0126;14,2818;1,25552;0,025935;0,454727;2,36995;+
B7WN95;18,7956;18,7595;18,9379;18,8961;19,3172;19,3598;19,8177;19,4186;2,67728;0,00099851;-0,631045;-5,15625;+
B7WNA1;14,6056;14,0712;14,1397;14,8763;13,6714;13,2556;13,1719;12,6058;2,28255;0,00239529;1,24706;4,27795;+
B7WNB3;14,965;14,2793;15,2098;14,8038;13,7563;13,9413;14,1263;14,3478;1,78236;0,00715488;0,771535;3,29521;+
B9WRS6;15,9467;15,5132;15,5642;15,3732;16,6635;16,1828;16,3124;16,5355;2,62789;0,00118326;-0,824215;-5,04051;+
B9WRT9;13,1269;13,2678;13,1013;13,2727;13,7421;13,3203;12,9912;13,7728;0,663081;0,12561;-0,264399;-1,37854;
B9WRU1;12,8373;12,4413;12,7039;13,2272;13,595;13,1477;13,9873;13,3873;1,623;0,0100362;-0,72689;-3,006;+
C0KDV0;14,176;14,4414;14,4773;12,0315;13,8177;13,827;13,918;14,1821;0,0952299;0,708275;-0,154635;-0,260618;
C0P274;14,1153;14,2428;14,0783;15,3812;14,0239;13,8928;14,5212;13,792;0,521941;0,185668;0,396922;1,13249;
C0P278;14,8044;15,0879;14,8674;15,0173;14,8777;14,8453;15,0041;15,2278;0,157175;0,570698;-0,0445101;-0,409565;
C0P283;12,65;12,9321;12,9717;12,8347;13,752;12,654;12,7119;13,3435;0,439083;0,236248;-0,26825;-0,982391;
C0VXV6;14,2658;15,2795;15,0645;15,1756;15,7284;15,5221;15,2468;14,9413;0,698118;0,113983;-0,413273;-1,43831;
C0Z1Y6;14,2378;14,1272;14,2086;14,3004;12,1324;12,5133;13,0437;13,8124;1,98201;0,00445324;1,34306;3,67252;+
C0Z1Y9;14,6424;14,9723;14,7765;14,8952;14,9622;15,1769;14,38;13,3603;0,369816;0,291035;0,35172;0,852286;
C0Z3L6;13,7111;13,266;13,3009;13,5431;13,1901;13,784;13,5532;14,3971;0,451491;0,227794;-0,275818;-1,00521;
C1P622;17,2605;17,1823;17,5792;17,3614;17,0774;16,9506;17,4799;16,7233;0,791749;0,0878833;0,288035;1,59632;
C1P627;17,9715;15,8858;16,646;16,9745;14,3745;14,7776;14,766;14,8344;2,56755;0,00136646;2,18136;4,90152;+
C1P629;14,6719;14,5511;14,1675;14,0939;14,8777;15,3765;15,0308;15,0555;2,17268;0,00287789;-0,714058;-4,0509;+
C1P633;15,9363;16,3424;17,0841;16,8551;15,402;15,4287;16,7742;14,5838;0,992442;0,0514182;1,00732;1,93063;
C1P648;14,6737;12,2823;12,911;13,1237;11,4504;11,2232;11,275;11,6811;1,91885;0,00509631;1,84024;3,5512;+
C2BR91;15,1427;15,2744;14,9165;14,5922;15,1944;14,6267;14,9421;15,2778;0,0482097;0,839582;-0,02881;-0,137766;
C2BR94;13,6282;15,9214;13,4285;12,9876;13,974;12,5789;15,5809;13,8949;0,00584053;0,978567;-0,0157003;-0,0174522;
C2BR97;14,6856;14,391;14,656;14,5563;16,5958;14,0011;14,102;14,8185;0,201181;0,491652;-0,307158;-0,508514;
C3JXE2;14,2167;14,2935;14,1046;14,4887;14,1506;15,4177;14,5521;15,6718;0,933073;0,0603752;-0,672205;-1,83202;
C5NU64;12,0574;11,8511;11,8539;11,695;11,303;11,2284;10,7509;11,281;2,5259;0,00146676;0,723516;4,80704;+
C5VUK2;14,2817;14,747;14,6551;14,1695;14,5852;15,0057;14,3809;14,3183;0,20717;0,4824;-0,109175;-0,521613;
C6KRG1;15,5866;15,7553;15,7875;15,7618;15,7532;15,2481;15,6792;15,9284;0,181742;0,524529;0,07057;0,465415;
C6KRI7;16,598;16,8051;16,4955;16,6106;16,8976;16,7446;15,7425;16,9328;0,0585562;0,809595;0,0479169;0,165662;
C6KRI9;14,9293;15,4033;14,8465;15,4711;15,6556;14,9138;14,965;15,3995;0,109634;0,672963;-0,070945;-0,29642;
C6KRJ5;14,9783;15,1369;14,97;15,016;15,2274;14,4608;14,129;15,0165;0,585012;0,156694;0,31687;1,24366;
C6KRK8;17,1077;17,2108;17,0221;17,0059;17,451;17,1979;17,5262;17,7424;1,74426;0,00770136;-0,392756;-3,22517;+
C6KRN1;14,5251;14,4702;14,4371;14,4944;15,9227;15,543;15,4522;16,4398;3,02499;0,000632173;-1,35771;-6,02453;+
C6KRN4;18,4738;18,3159;18,2383;18,1997;18,622;18,5574;17,7402;18,7787;0,192347;0,505585;-0,117655;-0,48904;
C6KRP5;15,3627;14,9893;14,8511;14,8781;13,7139;13,885;14,0756;15,123;1,2908;0,0237881;0,82094;2,42957;+
C7FZU3;16,0893;16,0769;15,9943;16,031;16,0706;15,871;15,8757;16,5361;0,0935237;0,71327;-0,0404572;-0,256325;
C7FZU5;16,4394;16,543;16,113;16,4341;15,5969;16,8779;15,6894;15,1826;0,705978;0,11178;0,545658;1,45166;
C7IVR4;12,5746;12,7543;12,1297;12,7701;14,9177;14,6776;14,2293;14,4;4,08174;9,67E-05;-1,99899;-9,38977;+
C7IVS4;14,9685;14,0463;13,629;14,9122;14,7239;14,0621;13,7241;14,0542;0,260333;0,407047;0,247937;0,634579;
C9IY22;17,4655;17,1557;17,1443;17,2266;16,1507;15,927;15,8313;16,3313;3,92161;0,000366355;1,18794;8,7959;+
D0G915;12,0545;12,0138;11,7843;11,7295;11,478;10,925;11,1753;11,6939;1,66603;0,00886869;0,577481;3,08314;+
D0IMZ5;19,3339;19,4734;19,2324;19,3472;19,2338;19,137;19,3141;19,076;1,13629;0,0348861;0,156472;2,16996;+
D0PV95;16,926;16,5995;16,4888;16,7279;15,8389;16,0583;16,2254;15,9582;2,75596;0,000929797;0,665355;5,34432;+
D0VWM4;14,0327;14,4165;13,7336;14,0079;12,1685;12,4048;12,3153;12,6833;4,06635;9,44E-05;1,65472;9,33118;+
D0VWM8;14,6511;14,4428;14,4756;14,5592;14,3051;14,4932;13,4939;14,7354;0,452874;0,22681;0,275275;1,00775;
D0Z5N1;17,1568;17,1589;16,8069;16,7188;15,2881;15,2682;15,0522;14,6471;4,25395;0,000117021;1,89644;10,068;+
D0Z5P0;13,7251;13,6727;13,7336;13,7838;13,0455;13,5098;13,5693;13,815;0,736422;0,102974;0,243907;1,50321;
D1MN75;21,0976;21,4186;20,998;21,0993;20,7017;21,0667;19,6593;19,9031;1,26809;0,0252855;0,82066;2,39117;+
D1MN80;14,827;14,833;14,7662;14,8029;14,0483;14,2745;14,2729;14,7051;1,8861;0,00549008;0,48206;3,48903;+
D3NQ92;12,0592;11,7512;11,6916;10,8412;11,4472;8,57458;8,44721;11,657;0,850461;0,0753519;1,55429;1,69451;
D3NQA9;17,0978;16,4495;15,805;15,7292;16,5522;15,7694;16,5891;16,6749;0,123075;0,642109;-0,125993;-0,329154;
D3YT13;14,981;14,3008;14,0216;14,9978;14,4182;13,9485;14,4049;14,3594;0,49422;0,200927;0,29257;1,08284;
D3YT36;15,9032;15,2591;15,7208;16,0818;15,8335;16,423;16,2058;16,3756;1,10166;0,0386456;-0,468217;-2,11221;+
D3YT46;14,6587;13,9587;14,1642;14,2557;11,3992;11,1208;11,2757;11,6722;5,32801;0,000376068;2,89234;15,4223;+
D3YT50;11,6416;12,0311;11,8715;11,7698;11,4546;10,9697;11,1414;11,7052;1,50019;0,0134967;0,510761;2,78925;+
D3YT56;18,0621;18,2257;18,0448;18,0209;18,2404;18,0832;18,0581;17,9692;0,00290575;0,989401;0,000637531;0,00871169;
D3YT78;14,0745;14,5852;13,557;14,3494;12,9762;13,6454;13,1947;13,4631;1,67196;0,00878243;0,821674;3,09383;+
D4YW53;18,5999;17,5284;17,423;16,9971;15,139;15,5275;15,078;15,6824;3,06887;0,000654333;2,28041;6,1413;+
D4YWC3;21,886;21,9501;21,8024;21,9105;22,2245;22,2696;21,8571;21,7496;0,464844;0,219343;-0,137928;-1,02963;
D5MCN2;17,9914;17,9253;17,6968;17,7783;17,8739;18,0205;18,4294;18,1395;1,01909;0,0479721;-0,267867;-1,9749;+
D5MCQ1;14,259;14,1319;14,106;13,7188;16,0074;15,752;15,4459;16,6378;3,31903;0,000612529;-1,90682;-6,84067;+
D5MCQ2;15,7495;16,1242;15,9725;15,876;17,1103;16,6926;17,1907;17,4872;3,2125;0,000609808;-1,18964;-6,53559;+
D5SGZ9;11,8851;11,1252;11,128;11,7664;12,6737;13,1473;13,0397;12,9526;3,20094;0,000605291;-1,47715;-6,50316;+
D6R8W5;14,5705;14,5425;14,3332;14,3222;14,2619;14,4534;13,7646;14,6272;0,361379;0,298606;0,16536;0,836087;
D6R8W9;14,0871;13,528;14,0233;14,0087;14,4517;12,2413;12,957;11,7867;0,891566;0,0672657;1,05261;1,763;
D6RYD3;15,9171;16,1132;15,9448;15,9819;14,7465;14,5619;14,6254;15,0062;4,62548;0,000164794;1,25422;11,6848;+
D7SFI3;17,1048;17,2625;17,4316;17,4358;17,199;17,7476;17,6889;16,9416;0,156342;0,572228;-0,08564;-0,407641;
D7SFQ5;14,4705;14,2208;14,3691;14,313;14,1008;14,2334;13,9228;11,523;0,670222;0,123065;0,898335;1,39076;
D7UU24;13,2466;13,2718;13,3037;13,0781;12,9228;13,1718;12,9047;12,7746;1,56417;0,0118345;0,281554;2,90155;+
D9N122;15,0788;14,9952;15,0051;14,9628;14,9538;14,9274;14,8788;15,1906;0,115285;0,659269;0,0228324;0,31026;
D9PTP5;15,5201;15,5523;15,2395;15,4802;15,5828;15,681;15,758;15,7353;1,6065;0,0105238;-0,241268;-2,97659;+
E0AHA7;15,9814;15,9013;15,8708;15,8843;14,7754;14,6742;14,4177;14,4488;5,20993;0,000330827;1,33047;14,7237;+
E0R7L2;15,8715;16,3245;15,872;16,045;15,0969;15,182;15,1448;15,0893;3,76674;0,000379085;0,899992;8,25309;+
E1B6Q6;14,0812;14,1255;13,6659;13,2446;15,2776;15,1875;14,7827;15,5512;2,80155;0,000841767;-1,42044;-5,45547;+
E1B6Q7;14,166;13,2518;13,7594;14,35;13,8423;13,8078;14,1318;13,1162;0,189955;0,509329;0,157278;0,483736;
E1B6R3;15,7551;14,4652;14,1149;14,2767;14,4545;14,5505;14,228;15,1196;0,0544162;0,820461;0,0648499;0,154563;
E1B6S4;12,6802;12,265;12,3004;12,4491;11,3955;10,8505;9,79134;11,5305;2,03186;0,00391011;1,53172;3,76963;+
E1B6T7;15,817;15,755;16,5298;16,6929;16,0468;16,563;16,7836;16,9033;0,574527;0,160657;-0,37549;-1,22534;
E1B6V1;17,854;17,7126;17,5339;17,6205;17,2615;16,3085;17,5594;16,4692;1,34038;0,0205604;0,780596;2,51379;+
E1B6W2;13,3585;13,2267;13,0913;12,2406;11,9838;12,2407;9,71898;11,395;1,4203;0,016311;1,64463;2,65071;+
E2JKY9;11,9269;11,8924;11,8353;11,8419;8,99125;11,3343;11,246;8,4966;1,333;0,0209595;1,85709;2,50123;+
E2JKZ0;16,5585;16,2764;16,3548;16,4554;15,143;15,1846;14,8973;14,6152;4,24197;0,000115486;1,45128;10,0194;+
E2JL03;13,6981;14,4856;14,2766;15,0022;15,3895;14,4923;14,6568;14,7051;0,635048;0,136174;-0,445298;-1,33041;
E3CTH1;11,9713;11,9025;11,6658;11,7733;11,3285;10,7864;11,1817;11,3155;2,47733;0,00164736;0,675219;4,69839;+
E3W741;16,6559;15,923;16,4109;16,6977;16,0422;16,1523;16,1839;16,7064;0,268131;0,397275;0,150672;0,650693;
E3W759;16,4413;17,3925;17,4742;16,7141;16,4356;15,4201;16,5513;16,6728;0,985261;0,0523521;0,735583;1,9187;
E3WIS3;18,1709;18,1807;18,4035;18,3155;17,5052;17,3089;17,5841;18,3997;1,21457;0,028331;0,5682;2,30103;+
E5QCE7;14,576;14,6232;14,3048;14,4139;14,2649;14,4406;14,7252;15,0153;0,308373;0,352018;-0,132022;-0,732251;
E5QCF6;14,9143;14,5745;14,4171;14,2181;13,6677;13,9152;13,6895;13,6931;2,60648;0,00116726;0,78962;4,9909;+
E5QCI8;11,9296;11,7644;11,8843;11,8665;12,24;12,1624;12,0843;11,5713;0,442364;0,233875;-0,153289;-0,98844;
E5QCJ3;11,8978;11,8696;11,5873;11,8226;13,3427;13,1531;12,736;13,6003;3,45211;0,000680412;-1,41368;-7,23775;+
E8MDW0;15,5331;15,6904;15,5234;15,5842;17,28;16,7078;15,4271;16,71;1,27848;0,0245081;-0,94845;-2,40874;+
E9P8A3;14,6887;14,8493;14,938;15,0576;15,7701;14,8125;14,7101;13,8731;0,0840591;0,737703;0,0919626;0,2323;
E9RKC7;14,9533;15,7968;15,4113;14,9199;14,7139;14,5311;13,9125;14,3626;1,78471;0,00717093;0,890267;3,29956;+
F0IWV1;11,97;12,0635;11,4358;12,569;11,4719;11,1808;11,25;11,3425;1,565;0,0118279;0,698272;2,90301;+
F1LIM6;16,3995;16,3707;16,2438;16,3612;12,7132;13,6823;13,592;14,85;3,01151;0,000677151;2,63446;5,98902;+
F3Y5P3;17,5781;17,555;17,406;17,427;17,1695;17,4927;17,3626;17,5887;0,381765;0,281206;0,0881305;0,875087;
F5GU60;13,9999;14,455;13,8259;14,3225;14,5827;12,9216;12,9766;13,3856;0,829566;0,079577;0,68422;1,65963;
F5GU86;15,7017;15,7076;15,5333;15,6657;14,9136;14,9733;14,751;15,0276;4,27893;0,000120879;0,735722;10,1699;+
F5GU98;14,2897;14,4266;14,252;14,4109;14,1062;13,1305;13,7054;13,7182;1,78785;0,0071195;0,679715;3,30536;+
F5GUF6;14,2288;16,2303;15,1772;15,5575;13,7633;13,1825;12,758;16,0353;0,8068;0,0844644;1,36369;1,62155;
F5GUG4;16,0697;15,7039;14,4244;15,2275;14,7108;14,2057;15,4577;13,9329;0,791884;0,0878555;0,779576;1,59655;
F5GUG6;15,8476;15,6988;15,4153;15,7688;16,079;15,0214;15,4537;15,7983;0,145813;0,592951;0,094552;0,383167;
F5GUH5;14,0938;13,8965;13,9373;14,0107;14,4229;14,676;13,3475;13,9377;0,142969;0,59829;-0,111435;-0,3765;
F5GUI0;16,2803;16,1141;16,0098;15,918;15,2421;15,1017;15,2964;15,3818;3,82928;0,000406305;0,825013;8,46869;+
G1K0V8;18,9026;18,972;18,1874;18,8754;19,416;19,2736;19,218;19,2227;1,56207;0,0119427;-0,54822;-2,89784;+
G1K0V9;11,8436;11,8132;11,7454;11,3579;11,109;11,2243;11,161;11,3042;2,18687;0,00277008;0,490412;4,07985;+
G1K0X0;16,1243;16,1435;15,9916;15,9796;15,975;16,0513;16,0002;16,041;0,405629;0,261033;0,0428803;0,92016;
G1K108;12,1134;13,3892;13,1004;12,5076;19,1703;13,7847;13,1926;13,654;0,73893;0,102469;-2,17275;-1,50745;
G2HK02;14,392;14,5927;14,4721;14,6043;14,8517;14,4944;14,5082;14,4787;0,272232;0,392686;-0,0679379;-0,659126;
G2HK16;11,9935;11,985;11,5116;11,6874;14,4004;13,6484;13,8426;14,4554;4,19318;0,000109726;-2,29237;-9,82378;+
G3MTX2;11,8407;11,906;11,7739;11,8562;14,7361;14,1295;14,2223;15,4589;4,01157;8,94E-05;-2,79249;-9,1253;+
G3MU08;11,9959;11,9583;11,5261;11,4322;14,6713;14,1471;14,0788;14,3723;4,91787;0,000234043;-2,58927;-13,1226;+
G3MU11;13,9324;14,1035;13,9632;13,8876;10,1875;8,29641;8,06384;11,7372;2,64599;0,00115582;4,40043;5,08271;+
G3MU14;16,9014;16,2724;16,0794;15,9719;16,2487;16,2224;15,8207;16,0352;0,435113;0,238521;0,224565;0,97506;
G3MU28;14,513;14,3628;14,3778;14,4035;14,1388;14,3798;14,4177;14,1367;0,889528;0,0678685;0,146062;1,75961;
G3MU38;16,2031;16,3629;16,1361;15,8742;14,4141;15,2407;14,8559;14,8845;3,22054;0,000614393;1,29529;6,55823;+
G3MU79;16,4652;16,2024;16,2059;16,3116;15,6582;15,5276;15,8196;16,0396;2,26028;0,00241667;0,535035;4,23137;+
G3MU88;18,1797;18,3345;18,2276;18,3275;18,0994;18,0653;17,964;18,2927;1,0712;0,0420058;0,161995;2,06151;+
G4RT11;14,3334;14,5268;14,4941;14,5876;13,2428;16,3252;15,7753;16,3899;0,601394;0,149118;-0,947835;-1,27219;
G4RYA5;15,5621;15,5283;15,2923;15,4165;14,7487;14,8742;14,496;15,1576;2,24117;0,00256768;0,630677;4,19162;+
G4S034;17,5537;17,3559;17,379;17,4738;16,7934;16,7175;16,6821;16,8247;4,73475;0,000189655;0,686168;12,204;+
G4S035;12,0452;11,9145;11,6678;11,8278;11,4717;10,7661;11,261;11,7419;1,33544;0,0208628;0,553678;2,50538;+
G4S185;13,1511;12,4172;12,929;12,7274;11,0499;11,5806;11,3095;11,7299;3,16877;0,000594595;1,38867;6,41353;+
G4S428;12,0523;11,9831;11,8378;11,8105;11,398;10,9548;10,8909;11,6289;2,03029;0,00390612;0,70276;3,76657;+
G4S708;14,406;14,2885;14,3041;14,7868;13,0851;13,0319;13,2873;12,4883;3,41629;0,000658354;1,4732;7,12908;+
G4S7A1;16,3251;16,4009;16,363;16,3671;16,5225;16,3479;16,6669;17,0714;0,949317;0,0580984;-0,28812;-1,85901;
G4SF15;14,4817;14,4777;14,4932;14,4362;15,2247;15,6816;15,6471;15,6346;4,21141;0,000111675;-1,07477;-9,89647;+
G4SF79;18,4134;18,1304;18,0108;18,1346;17,4752;17,1391;17,2152;17,7272;2,58344;0,00134731;0,783115;4,93786;+
G4SGU1;14,4371;14,7738;14,7867;14,9139;14,4227;13,7152;13,8063;14,3433;1,70512;0,00822108;0,656045;3,15383;+
G4SI07;16,7314;16,8749;16,7722;16,7728;17,7721;17,7729;17,6556;17,851;5,89978;0,000676923;-0,97504;-19,2814;+
G4SJZ3;14,7789;14,9729;14,6047;14,7654;15,0062;15,6518;15,8709;15,4368;1,92775;0,00491627;-0,710897;-3,56819;+
G4SL51;15,7232;15,9805;15,8689;15,8957;16,1725;16,057;15,9164;16,2398;1,38011;0,0184642;-0,229362;-2,58166;+
G4SLH0;18,3512;18,3616;18,1806;18,2221;17,794;17,5707;17,3016;17,8415;2,58987;0,0011986;0,651915;4,95264;+
G4SLU9;12,1049;11,9278;11,8913;11,8318;13,1714;11,8787;12,7776;14,1131;1,17871;0,0310498;-1,04622;-2,24089;+
G4SNB8;13,3153;13,7136;12,9222;14,7278;11,3732;10,7254;11,1468;11,6911;2,84484;0,000820598;2,43561;5,56255;+
G4SP89;15,3005;15,3221;15,2544;15,355;15,9819;14,4755;14,2605;15,1635;0,378173;0,284275;0,337632;0,868249;
G4SPY0;15,9932;15,9141;15,7947;15,8301;14,9725;14,6203;14,6959;14,7922;4,82188;0,000208531;1,11281;12,6332;+
G4SQY7;14,5853;14,1978;14,3332;14,2595;14,2288;14,0264;13,9949;14,9961;0,0453995;0,848821;0,0323901;0,130096;
G4SRS5;15,943;15,7771;15,4751;15,5515;14,7561;14,8831;15,0128;14,717;3,26936;0,000641975;0,8444;6,69704;+
