ProteinAccessions;log2 eat2_d15_01;log2 eat2_d15_02;log2 eat2_d15_03;log2 eat2_d15_04;log2 eat2_d10_01;log2 eat2_d10_02;log2 eat2_d10_03;log2 eat2_d10_04; -Log Student's T-test p-value eat2_d15_eat2_d10;Student's T-test q-value eat2_d15_eat2_d10; Student's T-test Difference eat2_d15_eat2_d10;Student's T-test Test statistic eat2_d15_eat2_d10;Sign p-val: 0.05 
Q9NAA7;14,7017;14,4625;14,4775;15,2947;13,1467;13,3385;12,7689;13,2155;3,38131;0,000436709;1,61669;7,02422;+
Q9NAB0;16,0242;16,4206;15,0806;16,0512;16,0668;15,9372;15,7616;16,1537;0,105839;0,589889;-0,0856318;-0,287062;
Q9NAB1;14,7547;15,0486;14,3752;15,268;13,2908;13,3141;12,8859;13,2074;3,62191;0,000319696;1,68708;7,77176;+
Q9NAB2;14,4907;15,1116;14,4974;15,2921;17,8893;17,4336;17,9467;17,829;4,75467;0;-2,92672;-12,3009;+
Q9NAB3;16,883;18,1857;16,9726;18,6321;17,3146;17,4696;17,2344;17,7572;0,195444;0,392399;0,224375;0,495889;
Q9NAB4;16,8572;16,8243;16,31;16,6813;16,9388;16,4151;16,4252;16,3954;0,28478;0,274651;0,124592;0,684751;
Q9NAB7;18,5326;19,2924;18,7613;18,9813;16,7241;16,4716;13,0055;16,6403;1,87462;0,00541863;3,18152;3,46735;+
Q9NAC5;14,8142;15,1071;14,3142;14,6096;13,2648;12,9959;12,8333;13,1084;3,9018;0,000104608;1,66067;8,7248;+
Q9NAD6;14,9104;15,1732;14,9625;15,397;14,1864;13,9044;13,3285;14,8744;1,64903;0,00843396;1,03733;3,05258;+
Q9NAE2;17,8998;17,7718;17,2997;17,6747;16,8364;17,2907;16,7289;16,4746;2,08561;0,0036132;0,828842;3,87576;+
Q9NAF9;14,7911;15,316;13,7423;15,1343;17,0182;16,7059;16,5617;17,0666;2,86756;0,00106504;-2,09218;-5,61933;+
Q9NAG2;13,6167;14,4975;13,8371;15,2977;14,3391;14,02;13,5745;13,3016;0,524466;0,124067;0,503466;1,13698;
Q9NAG4;14,8216;15,5472;14,588;15,0719;15,0656;15,6227;13,4064;12,7357;0,518173;0,126586;0,799556;1,12577;
Q9NAG5;15,855;15,5166;15,6108;15,9915;14,9427;15,4358;15,3518;15,047;1,84419;0,00571528;0,549145;3,41018;+
Q9NAH3;17,4421;17,5048;17,5668;17,7877;17,0009;17,1569;16,2406;16,3172;1,97133;0,00458854;0,896431;3,65187;+
Q9NAH4;17,597;17,3508;17,4369;17,6418;15,3342;15,0516;14,9203;14,4091;4,80815;0;2,57783;12,5647;+
Q9NAH6;17,7812;18,2323;18,1117;18,4102;15,7795;15,5969;15,389;15,615;5,48391;0;2,53878;16,3935;+
Q9NAH7;14,8656;14,4569;14,5928;15,0293;14,1493;16,5709;15,598;15,8465;0,755986;0,0647984;-0,805029;-1,53622;
Q9NAI5;16,8333;17,2031;16,8222;16,8918;16,7004;16,6777;16,7399;18,0764;0,116496;0,559603;-0,111004;-0,31321;
Q9NAI7;14,903;14,7419;15,0539;14,2621;15,8249;15,9839;15,7402;15,3533;2,39861;0,00206446;-0,985326;-4,52558;+
Q9NAJ4;19,4962;20,3452;20,0841;20,404;19,9206;18,1949;20,974;21,0766;0,0198374;0,908296;0,040864;0,0583688;
Q9NAK5;14,9232;15,4087;13,9648;13,8099;13,1744;13,1645;12,4917;12,9338;2,05573;0,00389541;1,58553;3,81659;+
Q9NAM7;16,7989;17,2103;15,6274;17,0187;15,2016;14,639;12,0476;14,3596;1,80496;0,0061677;2,60189;3,33706;+
Q9NAN1;17,5984;18,7165;18,0772;18,4915;17,1297;17,2652;16,5773;17,2831;2,09745;0,00351581;1,15707;3,89934;+
Q9NAN2;15,7413;16,8355;15,9765;16,7419;15,4658;15,9763;15,316;15,5971;1,26648;0,0187209;0,734995;2,38845;+
Q9NAP9;14,9507;14,3095;13,9678;15,4739;13,0984;13,1315;12,9991;13,3455;2,37107;0,00207503;1,53183;4,46607;+
Q9NAQ2;16,3053;16,8258;16,4889;17,2744;14,7423;15,3303;14,4075;13,8803;2,91908;0,000980392;2,13349;5,74964;+
Q9NAQ9;14,9979;15,5098;14,2502;15,3514;12,9225;13,1204;12,9789;13,2114;3,31852;0,000529101;1,96901;6,83919;+
Q9NAR3;20,4325;21,1768;20,7964;21,3445;16,3391;16,0515;17,4504;17,5224;4,1231;0;4,09672;9,5488;+
Q9NDC9;14,4589;15,272;15,0485;14,3242;16,7268;16,3821;16,4845;16,8384;3,46832;0,000436179;-1,83209;-7,28739;+
Q9NEI6;14,9939;15,4546;15,0174;14,9479;15,2384;15,015;15,3469;14,5455;0,116885;0,558528;0,0669854;0,314157;
Q9NEL2;14,6653;15,0282;14,4243;14,8518;12,8944;13,0282;12,7619;13,0793;4,73344;0;1,80145;12,1976;+
Q9NEM5;14,8692;14,4508;14,9521;15,1868;13,2395;13,9982;12,2601;13,3561;2,25969;0,00247423;1,65125;4,23013;+
Q9NEN6;19,8211;20,3156;19,95;20,3194;18,8673;18,8544;19,3152;19,1407;3,10354;0,000677966;1,05713;6,23472;+
Q9NEQ0;14,4067;14,9329;15,052;15,2254;12,8502;13,1484;12,929;13,357;3,90123;0,000104478;1,83311;8,72275;+
Q9NEQ5;15,7802;16,647;15,8534;17,135;15,5609;15,7006;14,6486;14,5493;1,50463;0,0108388;1,23904;2,79699;+
Q9NEQ8;14,6901;14,7441;14,7828;15,4928;14,8676;15,3761;14,8864;13,8833;0,186461;0,407563;0,174122;0,475962;
Q9NES7;14,9185;15,2852;14,1517;14,7792;13,7373;14,0142;13,3911;13,4183;2,20073;0,00276601;1,14345;4,1082;+
Q9NES8;17,2802;18,2837;17,4276;18,4177;15,4268;15,6525;14,7996;15,5698;3,41825;0,000447689;2,49012;7,135;+
Q9NET2;14,7573;15,2411;13,9839;14,5733;12,8698;13,3049;12,7515;13,0733;2,9054;0,00100742;1,63902;5,71482;+
Q9NET7;14,8246;14,6075;14,9763;15,3529;15,3956;13,7599;11,9744;14,8105;0,585961;0,103736;0,955199;1,24532;
Q9NEU2;14,9809;15,322;14,5958;14,5931;15,0032;14,9288;14,6695;14,568;0,151305;0,476181;0,0805862;0,395974;
Q9NEU3;14,7095;14,2139;14,4952;15,4667;13,1178;12,677;12,9804;13,1729;3,00501;0,000851376;1,73435;5,97196;+
Q9NEU5;14,6397;15,5142;14,8888;14,4148;14,639;14,9066;13,902;14,4505;0,573659;0,107793;0,389833;1,22382;
Q9NEW5;14,7262;13,7055;14,5536;14,7101;15,5618;15,2509;15,3796;16,193;1,97692;0,00456913;-1,17248;-3,66267;+
Q9NEW6;20,0906;20,5149;19,9884;20,3972;19,3737;19,068;18,9894;19,4146;3,13316;0,000664894;1,03636;6,31544;+
Q9NEW7;16,3996;15,5833;15,9659;16,1725;13,7364;11,7876;14,3143;13,98;2,31027;0,00226986;2,57574;4,33635;+
Q9NEY7;14,81;14,4555;14,3191;14,3991;13,2465;12,9376;12,3852;13,1092;3,45104;0,000430718;1,57628;7,23449;+
Q9NEZ5;18,0628;18,4248;18,2841;18,7128;17,2152;16,9082;16,3497;16,7862;3,34333;0,000538876;1,55631;6,91181;+
Q9NEZ8;16,4825;17,4335;16,3134;17,6359;16,688;16,4918;16,1039;15,3986;0,924821;0,0408714;0,795759;1,8183;+
Q9NF11;20,5231;21,9406;21,4946;22,1301;19,3414;19,291;18,4798;19,3958;2,90559;0,001008;2,39512;5,71531;+
Q9NF22;14,3355;15,0558;14,8286;14,0348;15,3947;15,6853;15,6142;15,2013;1,91792;0,0050179;-0,910182;-3,54943;+
Q9NGT3;15,0373;14,8718;14,4661;14,6888;11,7801;13,3028;12,1111;12,1948;3,32369;0,000530705;2,41879;6,85427;+
Q9NHC3;14,7994;15,0652;14,542;14,8182;13,339;12,9571;12,9798;13,2604;4,60349;0;1,67214;11,5828;+
Q9NHZ6;14,9058;14,7462;13,1786;15,2776;13,3358;10,266;10,2788;13,3273;1,46781;0,0118009;2,7251;2,73288;+
Q9NLD1;18,9375;19,7982;19,216;19,6067;17,455;16,9081;16,7057;17,251;3,98113;0,000112299;2,30968;9,01265;+
Q9TVW5;14,3308;15,1721;14,7283;15,0485;17,5561;19,0202;18,8647;18,0285;3,97385;0,000111111;-3,54745;-8,98588;+
Q9TW45;14,9192;15,0312;15,4026;15,5339;15,1881;15,9633;15,5059;14,8016;0,196946;0,390018;-0,142986;-0,499201;
Q9TW65;13,9383;15,3535;13,5296;14,7541;12,9213;13,2252;12,9925;13,1859;1,70868;0,00747004;1,31267;3,1603;+
Q9TW67;14,8761;15,47;14,2485;14,9927;12,3354;13,3046;12,9342;13,3563;2,84337;0,00104929;1,91423;5,55887;+
Q9TXH9;18,2876;18,6858;18,4161;18,903;18,5013;18,1654;18,018;18,2512;1,02444;0,0326745;0,339174;1,98378;+
Q9TXI3;18,272;19,603;18,3843;19,5226;17,6376;17,3809;17,5287;17,7638;2,0117;0,0043316;1,36774;3,73021;+
Q9TXI4;16,4832;17,6509;16,5973;17,6383;17,8295;17,9956;17,6987;17,8867;1,23475;0,0200208;-0,760203;-2,33496;+
Q9TXI7;14,4086;14,3535;14,9574;15,3396;13,3112;13,2594;12,9091;13,3216;3,06869;0,000766011;1,56446;6,1408;+
Q9TXK1;15,8975;15,8912;16,0397;15,5717;17,6733;17,8977;17,2637;17,6568;4,41984;0;-1,77288;-10,7628;+
Q9TXN6;15,0459;14,6593;14,9161;14,6712;15,69;15,2249;14,4113;15,9577;0,684122;0,0787381;-0,497847;-1,41448;
Q9TXP0;17,4784;18,5251;18,1833;18,6944;18,3582;18,0962;18,3859;18,7168;0,228531;0,341744;-0,169015;-0,56769;
Q9TXQ1;14,339;14,6305;13,4612;14,9613;12,707;13,3548;12,8998;13,2807;1,94837;0,00479392;1,28748;3,60767;+
Q9TXQ6;18,9015;19,2854;19,4181;19,4874;15,8794;16,7428;15,5311;15,7211;4,49497;0;3,30451;11,0916;+
Q9TXQ7;14,0149;15,3733;13,8483;15,1523;8,76103;13,0169;8,69433;13,0388;1,54025;0,0101171;3,71945;2,85942;+
Q9TXR4;14,462;16,0413;15,7957;16,1235;16,4501;16,6017;14,9448;15,7345;0,245164;0,319765;-0,327125;-0,602916;
Q9TXR7;15,9098;15,8275;15,567;15,7344;16,579;16,8045;15,8455;16,5775;1,68847;0,00781854;-0,691965;-3,12365;+
Q9TXT9;15,1004;14,3269;15,7678;14,1606;15,3381;15,2228;15,3696;15,5056;0,666401;0,0828796;-0,520106;-1,38422;
Q9TXU7;16,9157;17,0945;16,2516;17,2544;16,9572;16,741;16,4701;16,4574;0,388577;0,190483;0,222628;0,888015;
Q9TXV8;14,5643;14,8501;14,9146;15,3998;13,2785;12,5141;12,8182;12,7602;3,94121;0,000107969;2,08947;8,86677;+
Q9TXY8;21,2311;20,7933;20,0728;20,7414;19,2517;19,2036;18,6059;19,0113;3,02691;0,000822291;1,69152;6,02961;+
Q9TXZ6;14,7977;14,1144;14,078;14,6508;14,0663;14,0553;15,1847;14,8587;0,147032;0,485493;-0,131022;-0,386017;
Q9TXZ9;17,5776;15,912;17,9697;18,7877;17,0833;16,646;15,8896;16,9366;0,673694;0,0811201;0,92287;1,39669;
Q9TY03;16,7228;16,7001;16,3827;16,9031;15,1866;14,5581;15,1409;15,2171;3,88815;0,000102314;1,65153;8,67608;+
Q9TYJ7;19,5487;20,4622;19,4127;19,8433;17,585;17,2469;17,3765;18,0314;3,6276;0,000320305;2,25676;7,79021;+
Q9TYJ8;14,6069;13,8762;14,6161;13,7423;15,1836;14,9511;15,1333;14,8893;1,83983;0,00573853;-0,828965;-3,40201;+
Q9TYK1;14,4641;15,3358;14,4153;13,9929;17,6255;16,8618;15,7006;16,1915;2,17346;0,00297567;-2,04282;-4,05249;+
Q9TYL2;17,8423;18,4696;17,7048;17,3573;16,8717;16,982;16,9898;17,0579;1,98919;0,00445979;0,868115;3,68643;+
Q9TYL9;17,1684;17,2284;17,4808;17,5162;16,9025;16,5061;16,4993;16,8414;2,50848;0,00179254;0,661143;4,76788;+
Q9TYM6;17,1486;17,4072;17,1739;17,5873;17,9687;17,9984;17,158;16,455;0,0607781;0,737502;-0,0657578;-0,171585;
Q9TYN2;14,5779;13,6409;15,0349;13,6567;15,4374;14,9979;15,1428;15,6087;1,54165;0,0100988;-1,06909;-2,86188;+
Q9TYN4;13,9979;13,8574;14,8577;14,4918;13,2138;12,89;12,7659;13,2236;2,59474;0,00154894;1,2779;4,96383;+
Q9TYP9;17,9292;18,4056;18,3949;18,3613;17,0886;17,6437;16,9899;16,8053;2,75159;0,00118611;1,14088;5,33377;+
Q9TYQ5;14,8622;15,1761;14,8362;15,0614;15,5063;15,5354;13,5215;14,7438;0,122676;0,544519;0,157226;0,328192;
Q9TYR0;14,952;15,4754;14,6151;14,804;12,7662;13,1561;12,4196;13,2666;3,6007;0,000313433;2,05949;7,7033;+
Q9TYS3;17,8654;18,5985;18,1374;17,4769;17,7652;17,3533;17,9039;18,0086;0,420584;0,171806;0,26184;0,94811;
Q9TYS8;14,7994;15,5209;14,9238;15,1159;14,8859;14,1476;13,7739;13,1796;1,50638;0,0108377;1,09323;2,80005;+
Q9TYT7;14,6826;14,5692;14,73;15,0061;13,3002;12,7727;12,9665;13,3545;4,21137;0;1,64848;9,89629;+
Q9TYT8;17,3619;17,4872;17,6597;16,9051;15,8355;16,6735;15,7866;15,6711;2,54391;0,00175081;1,36178;4,84775;+
Q9TYU4;14,8243;14,8787;14,6057;15,1859;13,3443;12,6538;12,8307;12,4337;3,98537;0,000112752;2,05805;9,02827;+
Q9TYV3;14,5895;14,8043;14,7546;14,4131;14,2922;15,6613;14,8477;15,1331;0,530733;0,122071;-0,343193;-1,14813;
Q9TYV5;18,1705;18,9546;18,3883;19,1241;16,3488;15,9045;16,1645;16,5569;4,00411;0,000116992;2,41571;9,0976;+
Q9TYW1;14,8625;15,3361;14,9851;15,4324;16,8864;17,1029;16,6818;17,2609;4,19359;0;-1,82901;-9,8254;+
Q9TYW7;14,542;15,332;14,9744;15,5006;15,3768;15,8684;15,1507;15,2679;0,58457;0,10425;-0,328703;-1,24289;
Q9TYX1;19,5663;19,5554;19,2227;18,6178;18,4925;17,3387;17,5741;18,0161;2,19564;0,00278135;1,38518;4,09778;+
Q9TYY0;17,8643;18,8255;18,3346;18,4022;17,4058;17,3824;17,2548;17,3861;2,61097;0,00149809;0,999367;5,00128;+
Q9TYY5;13,9827;14,1421;14,8608;15,2015;14,4515;14,2848;12,8842;13,8551;0,727256;0,0697479;0,677893;1,48772;
Q9TYY8;15,4768;15,6467;15,3031;15,6305;16,2534;15,5906;15,7198;15,5563;0,718573;0,0714349;-0,265759;-1,47302;
Q9TYZ2;14,6739;15,4502;14,2462;15,3979;16,043;16,6733;16,0047;15,7762;1,82968;0,00592305;-1,18229;-3,38306;+
Q9TYZ4;14,5498;15,3543;14,8864;15,4764;13,2001;13,6049;13,21;13,2539;3,51975;0,000295255;1,74949;7,44671;+
Q9TZ33;17,7978;17,9174;17,6918;18,095;16,5017;16,9375;16,3245;16,3711;3,74112;0,000174093;1,3418;8,16612;+
Q9TZ51;14,3371;15,3869;14,6556;14,7966;15,2955;15,213;13,6264;15,4038;0,0680286;0,712716;-0,090626;-0,190752;
Q9TZ58;14,5627;15,0964;14,7597;15,4074;14,035;14,1138;14,1897;14,0438;2,40358;0,00199389;0,860953;4,53638;+
Q9TZ68;18,1554;17,6468;17,7685;17,5707;19,0023;17,2328;16,1963;15,7124;0,45586;0,152788;0,7494;1,01322;
Q9TZ69;18,2115;19,1031;18,0751;18,4169;16,6894;16,7218;16,2347;16,5521;3,53452;0,000299199;1,90217;7,49297;+
Q9TZ88;14,944;15,2448;14,6675;14,6669;12,931;11,6639;12,9966;13,2843;2,86359;0,0010615;2,16188;5,60937;+
Q9TZ90;17,6472;18,1339;17,2114;17,4787;16,1513;15,3511;15,2377;15,1875;3,4318;0,000422951;2,13588;7,17597;+
Q9TZC4;17,4974;17,2015;17,5082;16,7419;17,2735;17,1929;17,6679;17,5227;0,363421;0,207943;-0,176975;-0,840014;
Q9TZD9;21,2631;22,7998;20,585;22,0105;19,4538;19,1173;19,2871;18,9631;2,62284;0,00148533;2,45929;5,02878;+
Q9TZE0;14,6939;15,2972;14,3962;15,5008;14,8657;14,1179;15,4397;15,433;0,00659544;0,969024;0,00797033;0,0196912;
Q9TZE4;16,1607;16,6338;15,5157;16,716;15,6823;15,9672;15,484;15,4758;1,04775;0,0308146;0,604227;2,02252;+
Q9TZH6;17,4482;17,7094;17,0742;17,7081;15,9774;15,6782;15,9153;16,2029;3,79259;9,31E-05;1,54153;8,34162;+
Q9TZH8;14,3672;15,3114;13,9341;14,7043;13,2258;13,0088;12,8239;12,9389;2,70462;0,00138042;1,57986;5,22107;+
Q9TZI1;14,637;15,1458;15,0357;14,25;15,0545;15,5154;14,595;14,5024;0,189666;0,401896;-0,149717;-0,483093;
Q9TZI2;17,2727;17,2232;17,7087;18,067;15,755;15,0978;14,7426;15,9426;3,14647;0,000671141;2,18343;6,35195;+
Q9TZL8;17,9557;18,9219;18,1859;19,148;17,9396;17,9693;18,3104;18,3601;0,635153;0,0906033;0,40801;1,33059;
Q9TZL9;14,7428;14,4534;14,8488;14,016;15,9564;15,2149;16,1519;16,0728;2,47246;0,00183842;-1,33377;-4,68758;+
Q9TZN1;14,9821;15,0917;13,8861;15,2064;15,6672;14,9129;15,6957;15,7481;1,01141;0,033711;-0,714401;-1,96214;+
Q9TZS5;19,3234;19,6949;19,505;19,8287;18,2999;18,5098;18,3298;18,4018;4,24545;0;1,20267;10,0335;+
Q9U1P7;14,9764;13,129;14,936;14,5632;13,3002;13,2902;12,915;13,2717;1,45921;0,0121189;1,20685;2,71796;+
Q9U1P9;14,1168;14,6311;14,6673;15,3019;16,4059;16,5715;16,065;16,26;3,09141;0,000670968;-1,64635;-6,20192;+
Q9U1Q1;14,7828;14,8171;14,7695;15,3032;16,7255;16,8441;16,8348;16,9787;5,06159;0;-1,92764;-13,8887;+
Q9U1Q2;14,8438;15,0599;14,7576;14,1451;16,0464;15,9653;16,5187;16,7547;2,99481;0,000843636;-1,61965;-5,94522;+
Q9U1Q3;17,4146;16,5446;16,3603;14,727;15,8761;16,0837;15,9921;16,121;0,166946;0,443783;0,24341;0,431973;
Q9U1Q4;19,6844;19,9075;19,8038;19,9892;18,5627;18,6341;18,4007;18,5493;5,41269;0;1,30953;15,9428;+
Q9U1Q7;15,7022;17,3661;16,8835;17,0345;16,0254;16,3407;15,0689;15,5745;1,14234;0,0241827;0,9942;2,18007;+
Q9U1Q8;14,7728;15,3891;15,0569;14,7586;13,1621;12,8461;12,5085;13,1006;4,22484;0;2,09002;9,95031;+
Q9U1R7;14,9396;15,3656;15,0674;15,0137;17,1586;17,5245;17,1536;17,4127;5,54719;0;-2,21577;-16,8043;+
Q9U1S8;17,284;17,2017;16,3665;17,2604;13,2539;13,2901;12,6896;12,835;5,25698;0;4,01102;14,9984;+
Q9U1T1;14,7807;14,2624;13,4147;15,1678;13,1641;12,78;12,7891;12,4438;2,13022;0,00335874;1,61215;3,96499;+
Q9U1T5;14,85;15,1214;14,9419;15,0439;13,2791;13,2946;13,1633;12,6435;4,59035;0;1,89419;11,5223;+
Q9U1T6;17,178;17,0407;16,7638;17,1276;16,2518;16,1502;16,2924;15,8476;3,21206;0,000658228;0,892003;6,53437;+
Q9U1V9;16,1207;16,8546;16,7453;16,9018;16,5604;17,3589;16,2712;16,6165;0,0552707;0,758065;-0,0461521;-0,156861;
Q9U1W1;18,4256;19,0869;18,6403;19,3803;16,9192;16,9543;16,8064;17,0192;3,95084;0,000108949;1,95848;8,90178;+
Q9U1W8;15,0435;15,5568;14,6232;15,0254;16,7293;16,8386;14,5064;16,1867;0,886367;0,0454672;-1,00305;-1,75435;+
Q9U1X0;14,2504;14,4797;14,6899;14,7061;12,1762;13,2864;12,9786;12,9532;3,19339;0,000648649;1,6829;6,48202;+
Q9U1X6;15,4225;15,6346;15,1283;16,0889;15,1008;15,5811;15,2631;15,6012;0,327239;0,236218;0,182014;0,76964;
Q9U1X9;19,8737;21,1623;20,4071;21,1178;20,7537;20,1813;19,602;21,1744;0,179681;0,419955;0,212365;0,46079;
Q9U1Y6;14,652;14,7617;14,9016;15,4509;15,686;15,5851;15,4078;16,1394;1,74761;0,00711892;-0,763009;-3,23131;+
Q9U1Y9;16,1595;16,507;17,204;16,175;16,3336;16,0508;15,722;15,9799;0,903106;0,0435401;0,489803;1,7822;+
Q9U1Z4;18,069;18,0441;18,3252;17,9167;18,0689;17,6004;17,6392;17,9774;0,932784;0,0402568;0,267283;1,83154;+
Q9U202;14,5036;16,7049;14,8478;16,2635;13,243;13,1246;12,8808;13,2674;2,39827;0,00206356;2,45101;4,52485;+
Q9U210;14,8949;13,6856;14,8096;15,3934;13,1783;13,3124;14,108;14,5079;0,980397;0,0361043;0,919234;1,91062;+
Q9U213;14,9817;15,08;14,7767;15,4525;15,2632;14,7982;15,0248;15,693;0,203223;0,379719;-0,122047;-0,512989;
Q9U222;16,1734;17,6071;16,7684;16,7489;15,4208;15,8774;15,2748;14,8616;2,17201;0,00300837;1,46583;4,04953;+
Q9U225;14,6064;14,6003;14,6053;14,8948;13,3362;13,2483;12,994;13,3303;4,96727;0;1,44949;13,3813;+
Q9U228;13,928;14,7353;14,4569;15,3745;18,5206;17,0021;18,2632;18,009;3,50921;0,000448306;-3,32503;-7,41381;+
Q9U229;18,5552;18,9434;18,8211;19,1313;17,8846;18,1099;17,9321;17,8204;3,3119;0,000527108;0,925985;6,81991;+
Q9U238;20,1387;21,0081;20,7265;20,7537;19,3216;18,6431;17,4801;19,6332;1,99208;0,00443938;1,88726;3,69205;+
Q9U239;13,8029;13,7581;14,8025;15,483;13,2213;13,2247;12,7415;12,7585;1,81764;0,00607878;1,47513;3,36061;+
Q9U241;17,1632;18,5496;17,9674;18,1245;18,4476;18,2038;17,9524;18,0713;0,294638;0,264806;-0,217638;-0,704703;
Q9U256;17,4325;17,9991;17,5015;17,5763;16,2657;16,2832;16,4326;16,603;3,76007;0,000177966;1,23118;8,23038;+
Q9U263;16,4868;16,8207;18,2614;16,7987;15,088;14,8001;15,4206;14,9927;2,53426;0,00179253;2,01655;4,82591;+
Q9U266;17,1643;18,2556;17,2678;18,1156;14,9474;14,8488;16,0639;14,7351;3,05675;0,000760705;2,55202;6,10888;+
Q9U275;13,7317;14,5832;14,8758;15,1092;14,6934;13,8548;13,093;13,7146;0,823509;0,0542529;0,736051;1,64951;
Q9U280;16,6575;16,7737;16,0582;16,373;14,731;13,4112;15,2234;13,9435;2,57943;0,00158986;2,13833;4,92868;+
Q9U283;17,948;17,9455;17,7459;18,6647;15,8583;14,0134;16,182;16,0622;2,45411;0,0018245;2,54705;4,64699;+
Q9U287;14,701;15,4781;15,0157;15,1567;14,8673;15,0018;14,438;14,7771;0,779249;0,0610333;0,316802;1,57534;
Q9U290;15,0202;14,9535;14,2553;13,8327;14,463;15,953;14,7624;14,039;0,233152;0,335712;-0,288954;-0,577531;
Q9U294;16,8322;15,8381;16,2831;16,6611;15,7626;15,6065;14,6935;15,0582;1,83403;0,00587361;1,12346;3,39117;+
Q9U296;18,4082;18,6643;18,7884;19,2835;17,9173;17,8798;17,8876;17,7945;2,58303;0,00156767;0,916303;4,93692;+
Q9U299;16,1843;17,028;16,4826;16,4632;15,0445;14,9851;14,6012;14,7817;3,77759;0,000181622;1,68639;8,29016;+
Q9U2A6;17,0308;17,265;16,8242;18,0715;15,5176;15,3814;15,7021;15,6871;3,04843;0,000796493;1,72584;6,08668;+
Q9U2A8;14,9928;14,7202;14,7755;14,9529;18,771;15,365;17,3702;16,6675;1,65387;0,00834691;-2,1831;-3,06127;+
Q9U2A9;16,936;17,3787;17,3355;17,6026;15,6521;16,2056;15,9498;16,292;3,18022;0,000684463;1,28833;6,44531;+
Q9U2C8;14,5277;15,4379;14,9177;15,4664;14,0428;14,9526;13,7881;13,8104;1,41786;0,0132591;0,938972;2,64651;+
Q9U2D2;16,2494;15,8356;15,8106;16,2404;13,0991;13,1767;13,317;13,1379;6,21541;0;2,85133;21,7972;+
Q9U2D6;14,2283;15,1995;14,7026;15,0449;15,15;14,664;14,5473;14,2954;0,180568;0,418475;0,129618;0,462781;
Q9U2D9;18,5179;18,9821;18,7761;18,8193;17,5435;17,1651;17,9264;18,0512;2,59278;0,0015482;1,1023;4,95931;+
Q9U2F2;19,1749;19,2703;19,0505;19,142;17,3074;17,072;17,5522;17,1505;5,4847;0;1,88889;16,3986;+
Q9U2F5;14,4934;15,3561;13,9986;14,2139;13,6368;13,8638;13,4078;13,5312;1,55816;0,0098069;0,905602;2,89095;+
Q9U2F6;15,8791;16,1653;16,3607;16,935;17,1302;16,7185;16,0342;16,5083;0,354936;0,214245;-0,262731;-0,823658;
Q9U2G0;16,5746;16,6737;16,6784;16,8408;16,2968;16,1775;15,7681;15,9528;2,5888;0,00157358;0,643055;4,95017;+
Q9U2G1;13,0441;15,5449;13,8931;14,9105;16,3424;15,5616;15,5996;16,1996;1,44007;0,0125641;-1,57767;-2,68482;+
Q9U2G5;16,3915;17,8664;16,977;17,6065;16,7595;16,9282;14,5088;15,2078;1,0374;0,0317433;1,35926;2,0053;+
Q9U2H9;20,8298;21,6934;21,5108;21,7108;18,6364;18,4146;18,7458;18,4636;4,89365;0;2,87112;12,9975;+
Q9U2I4;14,8044;15,4071;14,8657;15,2093;12,9072;13,1862;12,516;13,2414;4,14379;0;2,1089;9,62927;+
Q9U2J0;14,6428;15,0877;14,7232;15,1387;16,7859;15,0041;19,0796;17,015;1,30713;0,0171529;-2,07306;-2,45725;+
Q9U2J2;14,9108;15,475;14,6142;14,2622;13,235;13,2094;12,9869;13,1534;3,14777;0,000671592;1,66942;6,35554;+
Q9U2K0;15,0241;14,1592;14,2;14,4722;13,1626;13,2005;12,8429;12,8178;3,20557;0,000656381;1,45793;6,51612;+
Q9U2K8;17,8551;18,68;18,1385;18,6632;17,7129;17,6686;17,6238;17,658;1,77163;0,0066644;0,668398;3,27544;+
Q9U2L2;13,9763;15,5199;14,4175;14,7626;14,3518;13,9557;13,4851;14,3727;0,806654;0,0564758;0,627724;1,6213;
Q9U2M1;13,7789;14,7714;14,8674;14,5647;12,9893;13,2237;12,7952;13,0179;2,89125;0,00103503;1,48906;5,67899;+
Q9U2M4;18,9485;19,296;19,0465;19,4845;17,0756;16,8615;17,4098;17,1812;4,7709;0;2,06187;12,3804;+
Q9U2M7;16,3624;17,8366;17,2372;18,1403;17,3856;17,0729;16,4331;16,9625;0,438192;0,161804;0,430592;0,980747;
Q9U2M8;14,0738;15,5265;14,1551;14,4432;14,1787;15,7465;14,641;14,6513;0,215308;0,360728;-0,254696;-0,539284;
Q9U2P3;14,7319;15,2277;14,9797;14,9679;13,2864;13,2978;12,8857;13,2475;4,84043;0;1,79742;12,7264;+
Q9U2Q8;16,5689;17,853;16,3483;17,282;18,0759;17,6945;17,085;17,705;0,774076;0,061937;-0,627038;-1,56665;
Q9U2Q9;17,6583;18,8383;17,7295;18,4108;17,1622;17,1485;17,6459;17,7406;1,19818;0,0214132;0,73493;2,27352;+
Q9U2R0;14,8552;15,4237;14,7304;15,2101;17,0939;15,7008;15,6201;15,9079;1,45526;0,0122499;-1,02586;-2,71111;+
Q9U2R3;14,8735;15,3784;14,7974;15,2044;15,934;16,1469;16,07;15,9282;3,19718;0,000651811;-0,956339;-6,49261;+
Q9U2S4;13,6399;14,7072;14,9628;15,226;16,6249;16,2041;16,4776;16,5939;2,65465;0,00151224;-1,84113;-5,10298;+
