ProteinAccessions;log2 daf2_d15_01;log2 daf2_d15_02;log2 daf2_d15_03;log2 daf2_d15_04;log2 daf2_d1_01;log2 daf2_d1_02;log2 daf2_d1_03;log2 daf2_d1_04; -Log Student's T-test p-value daf2_d15_daf2_d1;Student's T-test q-value daf2_d15_daf2_d1; Student's T-test Difference daf2_d15_daf2_d1;Student's T-test Test statistic daf2_d15_daf2_d1;Sign p-val: 0.05 
P91177;17,4944;17,6905;16,9437;17,3771;16,181;16,0755;16,1175;15,6018;3,27131;0,000344344;1,38248;6,70265;+
P91180;16,5984;16,4769;16,7535;16,8799;17,1688;17,0967;16,7657;16,4676;0,48873;0,187894;-0,197518;-1,07295;
P91189;15,5257;14,4923;15,3921;14,5421;14,9201;14,6911;14,5519;14,7162;0,41913;0,234549;0,268247;0,945402;
P91194;15,5698;15,8986;15,4778;15,8792;15,4234;15,112;15,4734;15,403;1,40456;0,0139546;0,353415;2,62362;+
P91198;15,6623;14,9284;15,2822;14,9539;14,3172;14,1683;14,2859;14,4165;2,64152;0,000741617;0,909746;5,07228;+
P91207;16,3846;16,6577;16,3881;16,6917;16,6651;15,9837;16,344;15,7722;0,784739;0,0799467;0,339307;1,58456;
P91223;16,1732;16,1545;14,8094;14,7239;15,0841;14,9262;14,93;14,9366;0,573221;0,144454;0,496003;1,22305;
P91230;16,5458;16,5528;16,5357;17,1919;14,1317;11,8538;12,5805;14,4965;2,74113;0,000689368;3,44094;5,30853;+
P91237;14,1275;14,0163;13,1202;10,8748;12,7162;12,981;12,5478;12,7149;0,147851;0,561819;0,294725;0,387929;
P91240;16,5076;15,8975;16,1405;16,8249;15,909;15,7663;15,5121;15,8176;1,43564;0,0128346;0,591375;2,67717;+
P91243;14,7564;15,1226;14,237;15,2296;14,148;14,105;13,5839;14,2369;1,64767;0,00778217;0,817987;3,05015;+
P91249;11,7019;11,8212;11,6999;11,9509;12,3104;12,3155;12,2746;12,4131;3,70073;0,000200542;-0,534952;-8,03065;+
P91250;15,894;14,8656;15,1884;15,7293;14,9207;15,7256;15,3629;15,4826;0,0560732;0,793265;0,0464149;0,159015;
P91252;17,3061;14,4744;16,5756;14,1481;14,7849;14,4134;14,9111;14,6308;0,560358;0,150307;0,940963;1,20047;
P91253;17,7666;17,6393;17,8494;17,9371;17,5934;17,705;17,6585;17,4645;1,2424;0,0220453;0,192775;2,34785;+
P91268;14,3058;14,0654;13,9506;14,1897;14,3096;14,4473;14,1154;14,2059;0,647433;0,117572;-0,141655;-1,35171;
P91270;12,321;12,0492;11,5304;11,8387;13,2641;11,1853;11,1612;11,0149;0,19502;0,477429;0,278466;0,494952;
P91276;16,0105;15,9172;15,9572;16,394;16,0347;16,0979;16,1495;16,1671;0,141928;0,57409;-0,0425427;-0,374054;
P91277;16,4956;18,4605;16,6064;17,0994;17,2203;16,9463;17,5873;17,0429;0,0243393;0,905827;-0,0336952;-0,0712713;
P91280;12,0823;12,0533;11,772;11,5698;12,2547;12,0992;11,8343;12,5429;0,814052;0,0736642;-0,313421;-1,63369;
P91283;19,2812;18,955;19,5212;19,5679;19,8668;19,756;19,6871;19,6884;1,53735;0,0101672;-0,418232;-2,85432;+
P91284;16,0392;15,3587;15,5002;16,0657;15,457;15,2615;15,1287;14,8879;1,36586;0,0151655;0,55719;2,55727;+
P91302;15,4869;15,7367;15,485;16,6197;16,545;16,52;16,5383;15,4579;0,525136;0,167823;-0,43323;-1,13818;
P91303;19,8936;20,6349;19,48;19,87;19,7339;19,503;19,4728;19,2912;0,926644;0,0530543;0,469388;1,82134;
P91306;17,297;17,3067;17,0947;17,5524;18,5881;18,3967;18,3657;18,4592;4,42246;0;-1,13974;-10,774;+
P91318;14,2246;15,1873;14,3997;14,6414;13,9151;13,8482;13,8816;14,0796;1,70927;0,00665836;0,682128;3,16137;+
P91321;15,8697;16,5842;13,2356;14,9213;14,3509;15,0099;14,0819;13,5904;0,52808;0,165981;0,894428;1,14341;
P91340;12,9668;13,3425;13,0374;13,598;13,4413;12,9208;13,1764;13,2845;0,0590307;0,784867;0,0304024;0,166929;
P91341;12,5795;12,7893;12,9313;12,9799;13,4052;13,3684;13,3242;12,9906;1,86698;0,00471333;-0,452063;-3,45296;+
P91343;15,0402;14,9134;13,2883;14,6962;14,7005;13,6858;13,8134;13,5993;0,514156;0,173524;0,534807;1,1186;
P91344;16,3022;16,4324;15,9104;15,9895;15,0744;15,1598;15,2501;15,2734;3,47763;0,00028103;0,96923;7,31599;+
P91349;14,7711;14,8303;14,7313;14,9215;14,7971;14,8879;14,7114;14,654;0,330488;0,310231;0,050987;0,776029;
P91350;14,4709;14,617;14,0697;14,2421;12,6054;13,2972;12,8857;14,7002;1,05542;0,0370441;0,97781;2,03526;+
P91352;16,3738;16,7981;16,5007;17,3357;14,2506;13,9062;13,8123;13,3704;4,33578;9,32E-05;2,91723;10,4054;+
P91353;15,8218;16,1426;15,7058;15,9951;15,5001;15,2667;15,3948;15,745;1,70207;0,00680331;0,439682;3,1483;+
P91354;14,7609;13,7267;15,1193;14,9121;14,0609;13,8637;13,8673;14,0366;1,11806;0,0310227;0,672615;2,13956;+
P91372;17,9931;17,9317;18,1003;18,1361;17,5862;17,5088;17,5407;17,0755;2,52326;0,00102343;0,612542;4,80111;+
P91373;15,6074;15,6023;15,3835;15,792;16,4853;15,4439;15,4357;15,9665;0,392853;0,255034;-0,236557;-0,896105;
P91374;17,5876;17,4177;17,7785;17,6734;18,4179;18,5874;18,5514;18,4494;4,30619;9,03E-05;-0,887203;-10,2822;+
P91375;15,6784;15,0001;15,286;16,2154;15,039;14,8539;15,2779;15,1166;0,856697;0,0652843;0,473149;1,70492;
P91390;15,276;15,6065;16,0475;15,7371;16,5373;16,5075;16,5075;16,4975;2,73178;0,000751381;-0,84571;-5,28603;+
P91398;15,8392;16,6519;16,0656;16,6577;17,4659;17,2845;17,6113;17,3941;2,68957;0,000737627;-1,13537;-5,18532;+
P91401;12,125;11,7993;11,7432;12,0212;14,5897;14,6277;15,0729;14,2926;5,21579;0;-2,72357;-14,7576;+
P91408;12,4568;11,8133;11,7355;11,4364;14,5343;14,3993;14,499;14,4253;4,69201;0;-2,60396;-11,9984;+
P91409;15,0644;15,2971;15,304;12,8938;13,65;13,7339;13,5801;13,7035;0,830636;0,0704984;0,97298;1,66142;
P91416;15,2328;15,3016;14,9449;15,8449;14,7404;14,6213;15,0074;14,9211;1,30586;0,0182684;0,508532;2,4551;+
P91423;17,6956;17,5372;17,9268;17,7334;18,1323;18,4254;18,2142;18,0914;2,3904;0,0012881;-0,492597;-4,50779;+
P91427;17,9673;17,9317;18,2871;18,2879;19,0777;18,8097;18,8017;18,766;3,06736;0,000457438;-0,745283;-6,13723;+
P91430;16,3367;16,2913;16,1486;15,9177;15,4759;15,3266;15,2678;15,4069;3,59434;0,000253485;0,804272;7,68288;+
P91442;15,023;15,1112;15,5417;15,4635;14,1138;14,2451;13,9521;14,0082;3,81161;0,000153846;1,20502;8,4073;+
P91453;14,4651;15,409;14,724;14,9236;13,7899;13,3723;13,8601;13,9061;2,56912;0,000857862;1,14835;4,90508;+
P91454;15,4141;15,4581;15,2683;16,0603;15,3596;15,4326;15,2062;15,8102;0,175888;0,50791;0,0980673;0,452251;
P91455;15,7867;16,2085;15,9259;16,0663;16,046;15,6408;16,1362;15,383;0,440709;0,21873;0,195345;0,985389;
P91457;15,5321;15,7494;15,6801;16,0787;15,3338;15,2387;15,236;14,8463;2,03114;0,00327028;0,596357;3,76824;+
P91477;16,3067;16,2321;16,5107;17,2573;17,3363;17,2491;17,3482;17,2028;1,61131;0,00862857;-0,707415;-2,98515;+
P91478;13,6643;13,6311;14,4549;14,4486;18,6266;17,9623;18,2759;16,8535;3,88202;0,0001625;-3,87985;-8,65427;+
P91482;15,4743;15,5072;15,153;15,5156;13,1867;13,4563;13,6104;14,1712;3,69828;0,000199461;1,80635;8,0225;+
P91491;19,6113;20,0183;19,0797;19,2948;17,6936;17,2858;17,632;17,6109;3,89402;0,000164297;1,94545;8,697;+
P91494;12,8008;13,1651;12,7936;12,5255;13,3339;12,3063;12,517;12,4333;0,267546;0,376703;0,173605;0,649488;
P91495;15,3185;15,7893;15,3328;15,3018;14,58;14,7365;14,8969;14,3753;2,54848;0,000995644;0,788432;4,85811;+
P91499;16,6799;16,7591;16,9421;16,935;17,8417;16,5134;16,52;16,3919;0,0118739;0,953421;0,0123024;0,0352424;
P91500;14,7381;14,595;12,5373;14,1496;14,5447;12,6624;12,6402;13,1386;0,517128;0,171897;0,75856;1,1239;
P91502;16,1259;16,5241;16,2627;16,9055;16,2493;15,8458;15,9571;15,8788;1,28782;0,0191484;0,471774;2,42453;+
P91522;13,5497;13,7377;13,6543;13,3536;11,8008;12,7909;13,2056;12,7632;1,63274;0,00823086;0,933724;3,0234;+
P91529;13,129;13,793;14,3166;14,2735;14,3138;13,953;13,674;13,7436;0,048403;0,818199;-0,0430851;-0,138292;
P91544;14,9602;14,4066;16,1859;15,0012;15,2488;15,2849;15,5468;15,6525;0,322883;0,317735;-0,294788;-0,761052;
P91821;12,3122;11,9726;11,7645;12,1098;12,2521;12,0949;11,1655;12,6629;0,00402709;0,983191;-0,00405955;-0,0120582;
P91844;18,9355;19,0069;18,8039;19,2652;18,2772;18,0836;18,0632;17,8326;3,39207;0,000262295;0,938706;7,05636;+
P91856;16,6157;16,5385;16,5441;16,4389;16,8886;16,4914;16,5211;16,3708;0,10556;0,655594;-0,0336428;-0,286372;
P91857;16,2537;16,6993;16,1512;16,3654;15,3935;15,4553;15,1936;14,9295;3,26926;0,000343656;1,12442;6,69677;+
P91859;17,6563;18,1447;17,3374;17,6734;17,3541;17,4154;17,453;17,3785;0,916898;0,0547472;0,302725;1,80514;
P91871;15,1934;15,8342;14,9767;14,9242;16,6573;16,2562;16,2318;16,1077;2,38398;0,00130132;-1,08111;-4,49391;+
P91910;16,1041;16,2351;15,658;16,3187;16,5296;16,2398;16,3532;16,3151;0,889395;0,0589676;-0,280487;-1,75939;
P91913;20,0256;20,5868;20,1853;20,528;21,3689;20,7978;21,1109;20,5267;1,46067;0,0120474;-0,619637;-2,7205;+
P91914;16,7619;16,1861;16,9069;17,1995;18,1542;17,8386;17,8599;17,5155;2,30152;0,0016663;-1,07843;-4,31786;+
P91917;17,4096;17,1944;17,5968;17,725;17,8052;17,5021;17,2098;17,1903;0,108855;0,647215;0,0545721;0,294503;
P91918;17,3936;17,2319;16,773;16,8816;17,4043;17,016;17,1917;16,1404;0,162101;0,533093;0,131912;0,420894;
P91982;11,7765;11,7666;11,599;12,1044;10,9243;10,7435;10,7594;10,7549;3,95016;6,57E-05;1,01613;8,8993;+
P91988;16,1115;15,4769;15,8903;16,3147;14,797;14,5423;14,4473;13,9958;3,06384;0,000456261;1,50276;6,1278;+
P91991;14,3536;15,012;13,5847;12,5719;13,6715;13,61;13,6615;14,0612;0,087903;0,702745;0,12952;0,242101;
P91997;16,0046;16,1397;15,9554;15,885;15,8013;15,89;15,9944;15,5813;0,878853;0,0611262;0,17942;1,74184;
P91998;13,6764;14,0647;13,8745;13,8366;14,1901;13,6138;14,0044;13,6687;0,0131687;0,947792;-0,00620246;-0,0390297;
P92005;17,7649;18,2917;17,4805;17,6115;17,2036;16,9171;17,2358;17,2912;1,71952;0,00645333;0,62521;3,18;+
P92016;12,298;11,8859;11,7101;11,5192;11,0532;10,6822;10,6911;10,7843;2,86337;0,000530947;1,05063;5,60882;+
P92020;16,1549;16,1262;16,0366;16,2277;14,9733;14,7806;14,7271;14,9858;5,49816;0;1,26964;16,4852;+
P92186;13,7605;15,3473;14,8317;14,2618;15,1325;15,3435;15,306;14,7156;0,757572;0,0861089;-0,574028;-1,53889;
P92199;13,5905;13,8141;15,087;14,0574;12,929;13,081;12,7227;13,174;1,81939;0,005391;1,1606;3,36388;+
P98060;14,7927;15,3312;14,6019;14,993;13,9496;14,3385;14,1517;13,803;2,36811;0,00139683;0,868987;4,4597;+
P98080;19,735;19,8314;19,9085;19,9389;20,2661;20,4481;20,214;19,9204;1,63432;0,0082134;-0,35869;-3,02622;+
Q01630;15,8759;16,1461;14,987;15,2292;14,5088;14,3567;14,295;14,4697;2,23675;0,00203917;1,15201;4,18246;+
Q02328;14,7034;13,3272;15,005;14,1359;13,8932;13,9842;14,0021;13,9491;0,399245;0,249694;0,335708;0,908161;
Q02331;12,3037;11,8662;11,6769;12,0894;13,9971;13,4463;13,3921;13,4042;3,6601;0,000263158;-1,57584;-7,89629;+
Q02332;15,9165;14,7232;15,8716;15,1557;13,3364;13,5754;13,8865;14,1203;2,61419;0,000768932;1,68709;5,00873;+
Q02335;15,0798;16,2159;14,7463;14,791;15,4975;15,4644;15,5109;15,2611;0,265693;0,378221;-0,225223;-0,645667;
Q03206;16,456;16,4975;16,1744;16,6234;15,4932;14,9354;15,3834;15,5215;3,25802;0,00034127;1,10446;6,66461;+
Q03560;12,1642;12,054;11,3987;12,0377;12,3536;12,9526;11,9203;12,0972;0,714078;0,0973333;-0,417316;-1,4654;
Q03564;15,299;16,0204;15,0906;16,2862;13,2623;12,8372;14,6049;12,6952;2,37102;0,00139841;2,32414;4,46595;+
Q03565;19,0447;18,5358;18,9216;19,2365;17,6219;17,1552;17,7183;17,0143;3,32305;0,000301965;1,5572;6,85239;+
Q03567;15,4003;15,4501;16,1084;15,8198;15,019;14,8621;15,0484;14,566;2,19911;0,00221343;0,820742;4,10488;+
Q03569;12,2831;12,0336;11,46;11,7726;11,7709;11,7492;11,0099;12,3578;0,199465;0,470156;0,16538;0,504745;
Q03575;19,6827;19,3447;19,6084;19,7845;17,6194;17,3912;17,4834;17,4152;5,97757;0;2,12778;19,8738;+
Q03577;17,1118;17,3091;17,336;17,3823;17,1057;16,8563;17,0381;16,7273;1,8222;0,00537478;0,352975;3,3691;+
Q03598;14,698;14,3976;14,787;14,7211;14,759;14,729;14,9671;15,2594;0,946089;0,0502429;-0,277725;-1,85364;
Q03604;16,79;17,0884;16,6803;17,0371;16,2008;16,0545;16,2444;16,2857;3,16045;0,000373383;0,702605;6,39049;+
Q03606;16,182;3,74108;14,7663;15,6305;14,6422;13,7638;14,4904;13,8728;0,217077;0,443391;-1,61235;-0,543104;
Q04457;16,2015;16,0197;15,8472;15,2157;16,3635;16,1612;15,6457;16,4785;0,564105;0,148618;-0,341173;-1,20706;
Q04833;14,4524;14,7569;14,4058;14,9042;14,4275;14,1901;14,3414;14,2761;1,31234;0,0179179;0,32106;2,46609;+
Q04907;14,2726;14,7314;14,4909;14,3292;14,1592;14,2523;13,7694;13,9967;1,50103;0,0109098;0,411642;2,79072;+
Q04908;16,7191;16,6892;16,5905;16,49;16,3104;16,1545;16,0828;16,0836;3,09984;0,000430715;0,464387;6,22471;+
Q05036;17,25;17,4849;17,9486;17,7013;17,6246;17,5882;17,6036;17,504;0,036658;0,859406;0,0160699;0,105976;
Q05062;16,2206;16,2254;16,0964;16,1584;15,7011;15,7912;15,3545;15,7861;2,52265;0,0010228;0,51695;4,79973;+
Q06561;15,915;15,5317;15,7646;16,1478;16,234;16,13;16,1943;16,1158;1,32236;0,0173029;-0,328737;-2,48313;+
Q067X2;21,441;21,3576;21,3747;21,5683;17,4623;17,3137;17,4273;17,3948;9,25414;0;4,03587;70,3089;+
Q07085;13,0509;13,82;12,7651;12,8433;14,8685;14,289;14,0577;14,0853;2,11782;0,00259579;-1,20531;-3,94007;+
Q07749;17,7698;17,7027;17,5418;17,7631;17,2176;17,081;17,2915;16,7724;2,51303;0,00101778;0,603752;4,7781;+
Q07750;18,3176;17,9852;17,9829;18,5717;18,1541;17,7242;18,1208;17,9094;0,652425;0,115978;0,237222;1,36028;
Q09165;17,543;17,6322;17,6971;17,8703;16,6375;16,5233;16,6153;16,2498;4,34788;9,46E-05;1,17918;10,4562;+
Q09214;14,991;15,0947;15,566;15,5311;14,1204;13,923;14,09;14,2142;3,55931;0,000246914;1,2088;7,5712;+
Q09215;14,2718;13,6036;14,2163;15,6946;13,3785;13,338;13,4157;12,1834;1,36765;0,0150855;1,36765;2,56033;+
Q09216;19,8708;18,9354;19,7838;20,3407;18,6319;18,518;18,5291;16,4636;1,52068;0,0103808;1,69701;2,82508;+
Q09217;14,722;15,2369;14,3766;14,9155;14,3629;14,1068;14,3865;14,1693;1,55316;0,00987935;0,55634;2,88213;+
Q09218;14,1179;16,3509;13,4214;14,0547;15,5924;15,3278;15,1882;15,9947;0,771717;0,0829328;-1,03952;-1,56269;
Q09221;14,3137;14,2463;14,0979;14,5264;14,2135;14,4806;14,5419;14,4488;0,500148;0,181447;-0,125118;-1,0935;
Q09225;11,8443;11,5564;11,0987;11,6416;14,0167;14,0638;14,2027;14,4006;5,20225;0;-2,63571;-14,6793;+
Q09227;16,5475;16,3105;16,9248;16,9904;16,4778;16,1447;16,1422;16,1551;1,37033;0,0149586;0,46332;2,56491;+
Q09231;14,032;14,204;13,985;14,2081;12,1226;11,2067;11,3146;14,2241;1,44477;0,0125242;1,89027;2,69295;+
Q09236;15,8627;15,66;15,8809;16,8416;15,9235;15,7029;15,7406;15,6154;0,536162;0,161964;0,31572;1,15776;
Q09237;16,9572;16,8949;17,045;17,1548;16,6539;16,5292;16,7654;16,598;2,60882;0,000766452;0,376358;4,99631;+
Q09238;16,7171;16,9767;16,7514;17,1909;16,0181;15,9411;16,2376;15,7791;3,12088;0,000408969;0,915035;6,28187;+
Q09248;17,2586;17,1609;17,1988;17,7131;16,1063;16,1218;16,1225;15,6736;3,63774;0,00025974;1,32679;7,82317;+
Q09249;14,5646;13,8409;14,353;13,2415;14,3758;13,5807;12,723;13,1561;0,547477;0,156465;0,541103;1,17778;
Q09250;17,0073;17,0121;17,3771;17,2143;16,7017;16,454;16,7029;16,5137;2,65316;0,000746032;0,559655;5,0995;+
Q09251;12,2989;12,0188;11,7682;11,9352;11,0357;10,7019;10,6978;10,6126;3,85875;0,000158779;1,24331;8,57195;+
Q09253;16,8878;16,6478;16,4563;16,4587;16,2592;15,6712;15,3712;15,7895;2,1392;0,00259574;0,83986;3,98308;+
Q09254;15,781;15,7958;15,1797;16,1449;15,325;15,4817;15,1316;14,5927;1,11006;0,0318889;0,592612;2,12622;+
Q09261;13,8104;15,3652;15,5928;13,9916;14,5322;13,9509;15,0414;14,2247;0,192899;0,480993;0,252707;0,490263;
Q09263;13,3917;12,9113;12,6181;13,2357;12,9205;12,5796;11,2954;9,87458;0,987304;0,0449018;1,3717;1,92209;+
Q09268;12,1834;12,0966;11,4942;11,977;10,9299;10,7142;10,7748;10,7881;3,40037;0,000263736;1,13604;7,0812;+
Q09278;14,3235;13,5236;14,9233;14,3449;14,2919;14,2538;14,1821;14,4168;0,00841954;0,965978;-0,00731754;-0,0250858;
Q09279;15,9746;15,814;15,5615;15,5597;14,8111;15,0917;14,8686;14,8646;3,32525;0,000302277;0,818433;6,85883;+
Q09285;15,6811;16,3666;15,7751;16,3772;15,5042;17,5086;15,3854;15,142;0,105291;0,656113;0,164985;0,285708;
Q09289;17,5289;17,9608;17,3515;17,4347;17,4555;17,3273;17,4198;17,2639;0,688056;0,104497;0,20234;1,42119;
Q09293;15,1052;15,7133;15,1484;15,5489;15,165;14,9962;14,8352;15,0947;1,12301;0,0306363;0,356167;2,1478;+
Q09294;12,3017;11,9177;11,7662;11,9923;12,687;10,9303;10,0386;10,8241;0,754549;0,0869094;0,874468;1,53379;
Q09297;15,5363;15,352;14,1418;14,8567;15,4489;14,8268;15,6257;14,6372;0,159715;0,538198;-0,162995;-0,415414;
Q09299;12,2699;12,0261;11,3552;12,0539;12,7659;13,0527;12,2749;12,0461;1,04113;0,0384332;-0,608601;-2,01151;+
Q09309;11,9008;12,0118;11,4675;11,3775;10,9371;9,66682;10,2075;10,0613;2,51033;0,00101591;1,47123;4,77204;+
Q09313;12,2261;11,7097;11,3208;11,9548;11,1603;11,2365;9,9121;11,9526;0,784855;0,0799331;0,737477;1,58476;
Q09318;13,1169;12,7032;13,4617;12,8355;14,6704;13,9125;14,0068;13,9878;2,42188;0,00127188;-1,11505;-4,57624;+
Q09320;12,8851;13,7011;13,7631;12,6357;13,5549;11,4709;12,5742;12,5714;0,659472;0,113478;0,703385;1,37236;
Q09321;15,5186;16,2664;16,0138;15,8377;15,6683;15,6414;15,7402;15,7711;0,602589;0,133449;0,20389;1,27427;
Q09345;11,9314;12,0414;11,5495;12,1056;12,9606;12,7289;12,9248;12,8685;3,42858;0,000273038;-0,963703;-7,1662;+
Q09347;12,0656;12,0574;11,6937;12,0354;11,9154;12,2585;12,8434;12,9032;1,05425;0,0371446;-0,517133;-2,03331;+
Q09349;13,863;11,324;13,1795;13,4619;14,2913;14,0121;13,8151;14,2764;1,02836;0,0397734;-1,14163;-1,99028;+
Q09350;14,3714;14,4275;14,5849;14,3624;13,8006;13,7176;13,6878;13,4331;3,75683;0,000146893;0,776792;8,21937;+
Q09353;13,5101;12,547;13,2071;14,2592;11,7513;12,3291;12,2035;12,6195;1,56261;0,00970074;1,155;2,8988;+
Q09359;16,7153;17,3355;16,6236;16,7224;17,2703;17,1046;17,4342;17,115;1,09918;0,0328226;-0,381817;-2,10808;+
Q09364;16,0616;16,2172;16,1178;16,0813;15,515;15,3156;15,7755;15,6462;2,75718;0,000652143;0,556383;5,34728;+
Q09365;16,3079;16,0448;16,7158;16,1528;16,8576;16,8323;17,4712;16,8334;1,73891;0,00625253;-0,693275;-3,21539;+
Q09372;15,2757;15,3112;14,9847;15,5076;15,1558;14,4515;14,1974;14,1417;1,64755;0,0077759;0,78316;3,04993;+
Q09373;14,7614;11,7758;13,1098;15,1988;14,4805;13,782;13,6159;14,6472;0,200968;0,467711;-0,419945;-0,508047;
Q09374;12,2429;11,6349;11,4174;11,7325;14,6163;13,8899;14,0681;13,338;3,38143;0,000260022;-2,22117;-7,0246;+
Q09385;15,5188;15,987;16,0593;15,8549;13,4216;13,0752;13,1962;13,5181;5,46234;0;2,55223;16,2557;+
Q09390;16,5245;16,1494;16,0184;16,5811;15,9758;15,9853;15,725;15,7589;1,59303;0,00902713;0,457097;2,95265;+
Q09393;14,4145;14,9449;14,5346;15,0522;14,6588;14,1635;14,0249;14,317;1,13017;0,0299736;0,44548;2,15975;+
Q09395;12,2901;12,0693;11,7563;12,0979;10,7932;11,3306;10,7797;10,3014;2,72573;0,000747253;1,25219;5,27152;+
Q09409;9,452;11,5072;11,3084;11,9944;13,4572;12,8549;13,0938;13,2187;1,977;0,00375763;-2,09068;-3,66283;+
Q09411;14,9638;15,1531;14,9374;15,1132;13,0168;12,4191;12,617;13,4953;3,9336;6,50E-05;2,15483;8,8392;+
Q09412;14,9453;14,2964;14,7499;14,9781;13,7229;13,6173;14,4611;13,9767;1,76217;0,00596679;0,797902;3,25804;+
Q09422;16,7383;16,2888;17,2037;16,5087;16,6018;16,6303;16,5962;16,1275;0,369608;0,27401;0,195928;0,851887;
Q09436;14,8047;15,04;14,2603;13,9689;13,4609;13,7077;13,3817;13,8598;1,84113;0,00511307;0,915931;3,40444;+
Q09438;14,5928;14,5527;15,0676;15,335;14,7683;14,7317;14,932;15,0545;0,0257879;0,900329;0,0153749;0,0753972;
Q09441;12,2296;11,9713;11,5988;12,0153;12,6562;12,3344;11,8541;12,5143;0,893928;0,0583981;-0,385994;-1,76693;
Q09442;17,0906;17,194;16,081;17,9352;15,4104;15,01;15,3789;15,4013;2,39349;0,00129181;1,77501;4,51448;+
Q09444;17,3428;17,1124;17,447;17,762;16,9599;16,7402;16,732;16,4516;2,18687;0,0022866;0,695115;4,07985;+
Q09450;16,3058;16,1926;16,0653;16,2146;16,6981;16,638;16,6302;16,5961;3,77252;0,000148784;-0,446022;-8,27283;+
Q09451;15,4028;15,6658;14,6306;15,2401;13,4956;12,9609;13,5133;13,6928;3,27841;0,000345035;1,81921;6,72304;+
Q09454;12,2073;12,089;11,7466;12,0855;14,0073;14,0068;13,9836;14,4073;5,17521;0;-2,06915;-14,5241;+
Q09455;12,6499;13,1316;13,2174;13,0724;11,0131;9,8622;10,6372;10,8379;3,86015;0,000159265;2,43026;8,57691;+
Q09456;12,1323;11,9723;11,3918;11,6629;11,288;11,3786;11,6206;12,3145;0,192724;0,481217;0,139431;0,489875;
Q09462;13,4076;14,0188;13,0086;13,3357;14,1317;13,4883;13,6459;13,8816;0,651677;0,116225;-0,344235;-1,359;
Q09464;14,8682;15,3764;14,8008;15,0312;13,7647;13,7088;13,8671;13,6092;4,03086;7,04E-05;1,28174;9,19735;+
Q09474;14,0789;15,0847;15,1286;15,1348;15,2629;14,9612;14,9865;14,9201;0,267371;0,376908;-0,175908;-0,649128;
Q09475;16,8498;16,9743;16,24;16,7854;15,9014;15,7409;15,8869;15,9403;2,62299;0,000774951;0,84502;5,02913;+
Q09476;16,8501;16,3176;15,886;16,3803;15,7338;14,7439;15,3618;14,7678;2,08514;0,00286447;1,2067;3,87483;+
Q09477;12,2142;11,9853;11,6783;12,0128;12,1688;12,6001;12,6183;12,5449;1,80295;0,00557776;-0,510349;-3,33331;+
Q09486;15,9741;16,6137;15,9701;16,0671;16,2079;16,242;16,2618;16,2914;0,248177;0,39948;-0,0944898;-0,609239;
Q09489;18,0201;17,9408;18,5389;18,8284;17,1128;16,9485;16,8135;16,6183;3,07888;0,000463011;1,45879;6,16816;+
Q09490;15,7775;15,5933;14,8261;14,9329;15,3437;14,7896;15,1174;14,0014;0,585866;0,139541;0,469445;1,24516;
Q09496;13,7048;14,9102;13,5231;14,3994;14,2576;14,1164;14,3755;15,0198;0,351106;0,291057;-0,308;-0,816247;
Q09497;15,9896;15,8853;15,7063;15,8611;15,5034;15,3852;15,1218;15,0726;2,59321;0,000848408;0,589845;4,9603;+
Q09499;13,0502;13,8413;13,0097;11,7379;14,8179;13,435;14,2575;12,9885;0,802742;0,0760924;-0,964965;-1,61475;
Q09500;15,8918;15,5825;16,05;16,2184;15,1234;14,771;14,7264;15,0166;3,0881;0,000426573;1,02634;6,19297;+
Q09501;14,2406;15,0852;14,2994;14,3207;12,74;12,993;13,3077;13,6925;2,40505;0,00129855;1,30315;4,53958;+
Q09508;17,8302;17,9009;17,8639;18,2311;18,6967;18,2828;18,3979;18,188;1,62865;0,00825899;-0,434839;-3,01608;+
Q09509;12,9868;13,3412;12,3221;12,2612;13,4666;13,1357;12,8915;13,3263;0,819781;0,0724444;-0,477197;-1,64327;
Q09510;18,3507;18,8285;18,5171;18,6038;17,2573;17,1028;17,194;17,2001;4,94608;0;1,38649;13,2697;+
Q09511;15,1164;15,0676;14,3211;14,2269;14,6863;14,936;14,9462;15,2672;0,470477;0,199001;-0,275898;-1,03988;
Q09512;14,9965;15,5912;15,6171;15,6476;15,0146;14,6672;14,6977;14,8162;2,04815;0,00310939;0,66418;3,80165;+
Q09522;14,4636;14,404;14,7303;13,655;15,1459;15,9037;15,0702;14,2807;1,00282;0,0428738;-0,786882;-1,94787;+
Q09527;15,0988;15,3595;15,3828;16,5805;14,707;14,8897;15,5626;14,6897;0,82398;0,0717435;0,643172;1,65029;
Q09530;12,2106;11,9102;12,0879;11,8217;13,6939;13,2156;13,4671;13,8997;4,00969;6,94E-05;-1,56147;-9,11834;+
Q09531;15,3659;14,9391;15,0601;15,167;15,449;15,3849;15,3805;14,8958;0,406177;0,244673;-0,144565;-0,921189;
Q09533;18,7382;18,9859;19,0053;18,9377;20,6655;20,5966;20,6462;20,446;6,14473;0;-1,6718;-21,2074;+
Q09541;16,2162;16,4918;16,1947;16,5075;15,9977;15,9064;16,1811;16,2328;1,26411;0,0206399;0,273055;2,38445;+
Q09543;16,5991;16,4199;17,0002;17,1261;16,679;16,7101;16,5446;16,4887;0,469171;0,199829;0,180738;1,03751;
