Leading.proteins.Positions.within.proteins;log2 daf2_d15_01;log2 daf2_d15_02;log2 daf2_d15_03;log2 daf2_d15_04;log2 daf2_d1_01;log2 daf2_d1_02;log2 daf2_d1_03;log2 daf2_d1_04; -Log Student's T-test p-value daf2_d15_daf2_d1;Student's T-test q-value daf2_d15_daf2_d1; Student's T-test Difference daf2_d15_daf2_d1;Student's T-test Test statistic daf2_d15_daf2_d1;Sign p-val: 0.05 
P91269(2);25,1093;24,8398;25,9249;23,6941;24,3143;25,0286;21,9054;24,7988;0,466064;0,248323;0,880263;1,03185;
P91277(19);20,2868;16,9105;19,5113;20,8517;19,7332;17,7933;20,0876;18,0662;0,17461;0,562821;0,469983;0,449365;
P91280(26);19,3317;20,0263;19,8621;19,1722;18,5965;18,063;15,9203;15,6118;1,77237;0,0150296;2,55015;3,2768;+
P91297(280);21,4459;19,5521;20,4416;18,5775;18,6942;17,0513;16,758;17,1905;1,85928;0,0132634;2,58078;3,43847;+
P91303(66);19,7381;19,0984;18,4105;17,7516;16,4589;16,9146;16,8469;15,149;2,17464;0,00692784;2,4073;4,0549;+
P91303(16);23,8534;23,9059;23,7846;24,0065;19,0326;15,5805;18,2013;16,1663;3,72138;0,000821192;6,64239;8,09969;+
P91303(56);20,6364;20,333;21,0833;19,4475;18,8985;18,4365;20,0888;18,5259;1,44888;0,0274935;1,38763;2,70006;+
P91303(37);20,6859;20,1344;20,3193;20,6709;19,3926;17,3725;18,0721;19,8195;1,65179;0,0190723;1,78842;3,05755;+
P91303(46);21,8767;22,575;22,3871;21,8155;19,6415;17,7636;17,6883;19,8422;2,85779;0,00245997;3,42968;5,59486;+
P91306(245);17,85;21,2126;19,8704;19,2443;18,9677;15,9301;17,7554;18,5821;0,905768;0,085226;1,73552;1,78663;
P91306(28);17,3914;17,3031;19,83;20,797;15,1413;20,2783;19,3884;19,7522;0,0451167;0,860454;0,19033;0,129322;
P91306(37);20,1549;20,0331;20,742;20,5304;16,8732;17,0316;18,7979;19,4235;1,9173;0,0121427;2,33353;3,54824;+
P91354(156);18,7193;19,3581;21,1882;19,9447;17,6965;19,5157;15,0496;20,6797;0,545655;0,201421;1,56722;1,17456;
P91359(989);20,4072;18,4589;20,7427;17,947;15,7676;19,5935;18,0883;19,4163;0,472244;0,244183;1,17252;1,04309;
P91374(56);19,0648;19,376;18,8736;17,9171;15,5118;17,859;19,1182;21,8044;0,0616781;0,812718;0,234531;0,173977;
P91374(140);22,5705;24,3909;23,5589;24,2272;18,2222;18,9896;17,1875;17,9427;4,25435;0,000309392;5,60135;10,0696;+
P91374(5);17,7659;21,6714;21,7084;20,1346;17,4739;19,1195;17,1342;17,1831;1,32894;0,0358895;2,59239;2,4943;+
P91374(85);19,166;19,5156;20,7679;20,5788;16,7028;16,5353;16,4011;16,7387;3,84211;0,000717949;3,41258;8,51353;+
P91374(93);19,8399;19,5676;21,1406;19,7895;17,4669;17,0347;17,4711;17,8769;3,24127;0,00116071;2,62197;6,61689;+
P91374(153);20,5471;18,3324;18,3921;19,6449;24,0784;23,6481;24,9746;23,5553;3,61386;0,000975309;-4,83502;-7,74571;+
P91374(157);19,3302;20,6903;19,0856;21,1971;17,011;17,7839;18,2791;21,1774;0,703739;0,135505;1,51291;1,44786;
P91374(96);20,8573;21,4981;17,7998;21,3688;16,5062;17,3858;16,2466;18,4831;1,73165;0,0163255;3,22556;3,20213;+
P91398(243);20,9154;19,9918;19,2551;20,1117;17,761;18,5567;16,7335;18,84;1,94585;0,0113267;2,0957;3,60284;+
P91423(57);18,4586;20,264;18,7688;19,2177;23,6563;24,0207;23,2644;24,8629;4,02036;0,00025;-4,77377;-9,15807;+
P91482(107);15,88;18,0782;17,8865;18,891;13,774;18,3372;18,5451;16,7045;0,273763;0,416099;0,84369;0,662267;
P91482(323);23,1866;23,4475;23,0337;22,9582;26,5791;26,3453;25,4314;27,713;3,36621;0,00115136;-3,36069;-6,97937;+
P91491(5);31,3859;30,9326;29,9649;30,7017;27,7115;28,2866;25,1915;27,8245;2,43377;0,00463434;3,49276;4,60228;+
P91502(400);17,6389;18,6065;20,5389;18,041;17,5159;16,5369;19,21;15,8505;0,716686;0,131866;1,42799;1,46982;
P91502(414);28,2419;26,9061;28,0871;28,6028;26,3246;28,5925;25,8305;26,8874;0,729233;0,127815;1,05071;1,49106;
P91502(549);24,7576;23,5913;23,5334;23,9617;17,289;18,4805;16,8327;17,9081;5,05583;0,000903226;6,33346;13,8572;+
P91502(550);22,501;23,1681;22,0967;21,6174;23,7874;23,6799;24,4088;22,3142;1,14516;0,0526821;-1,20176;-2,18478;
P91502(428);18,6588;21,9049;21,8796;19,5965;18,4883;17,5206;19,3451;17,1133;1,32588;0,0361841;2,39314;2,48911;+
P91502(571);19,1555;19,2932;19,0099;18,4734;17,3581;17,7468;16,2822;17,0784;2,70052;0,00326493;1,86662;5,21131;+
P91502(518);19,8582;18,2143;19,3609;20,8128;17,9125;18,503;17,2185;17,5623;1,56737;0,0215931;1,76247;2,9072;+
P91502(445);18,858;17,9355;19,7053;19,2761;23,3653;21,3359;22,1042;22,8289;3,00214;0,00204842;-3,46487;-5,96442;+
P91502(447);19,6766;19,8619;21,8784;21,0777;15,782;16,6068;19,0169;16,7307;2,21503;0,00629837;3,58954;4,13759;+
P91821(61);22,7259;23,1397;22,7927;23,4221;18,6;17,1906;18,5388;20,2336;3,30758;0,00109434;4,37931;6,80735;+
P91856(332);18,973;21,3739;21,5705;20,2616;18,3689;20,6017;17,8064;20,1723;0,701866;0,136141;1,3074;1,44468;
P91857(115);19,4941;19,5486;20,6308;19,9047;18,6797;17,9812;19,0145;17,5009;2,00832;0,00958996;1,60047;3,72363;+
P91913(49);24,8615;24,5642;26,9347;24,9216;17,7049;17,9639;18,6154;16,1878;4,30975;0,000341463;7,70253;10,297;+
P91913(33);24,7146;24,4792;24,2369;25,2002;16,6217;18,6857;20,5711;19,4483;3,30382;0,00109176;5,82601;6,79643;+
P91913(92);25,0497;26,0666;27,9234;26,5935;22,5952;24,1292;23,673;23,9246;2,19974;0,00643056;2,82781;4,10619;+
P91913(93);25,0497;26,0666;27,9234;26,5935;23,3541;24,1292;23,673;23,9246;2,26832;0,00594934;2,63808;4,24814;+
P91914(115);19,921;18,1518;21,6054;19,4174;17,4268;16,919;17,5851;18,2178;1,58014;0,0212425;2,23674;2,9298;+
P91914(27);18,1356;19,6682;19,8481;18,8257;18,7268;17,5801;19,5494;17,4595;0,584741;0,181948;0,790425;1,24319;
P91914(93);20,9267;18,9173;18,8158;19,3034;15,5465;18,8194;18,8954;17,4888;1,00505;0,0698806;1,80324;1,95157;
P91917(281);20,7748;18,3019;20,3263;18,4195;16,9494;16,9695;16,9954;16,0714;2,14636;0,0073544;2,70918;3,99753;+
P91918(97);17,8319;19,312;20,6955;17,7942;18,0473;20,1642;18,8894;19,6969;0,131259;0,644519;-0,291092;-0,348785;
P91918(8);19,0035;19,8542;20,3067;20,9815;17,5906;17,7867;18,4571;18,6865;2,0893;0,00796966;1,90623;3,88309;+
Q02335(259);21,6327;19,746;21,0055;19,483;22,2802;22,9403;24,2953;23,5946;2,24386;0,00601425;-2,8108;-4,1972;+
Q02335(184);18,317;19,9482;20,6327;20,2432;18,0844;17,8839;18,9381;16,8242;1,48806;0,0254043;1,85264;2,7681;+
Q03206(166);19,796;19,0378;19,2508;21,288;19,2488;19,5021;19,4576;17,8139;0,614534;0,169261;0,837531;1,29498;
Q03562(244);19,4551;21,2152;18,8892;20,3067;18,4604;20,2544;17,9356;17,4367;0,921391;0,0829829;1,44477;1,8126;
Q03564(315);15,3349;18,6825;20,3717;21,0715;18,237;17,7979;18,2542;18,5492;0,201319;0,518468;0,655583;0,508816;
Q03567(241);19,6461;20,0269;21,4319;18,4047;18,1427;19,1224;18,2809;19,8871;0,658439;0,151389;1,01912;1,37059;
Q03567(7);23,7116;24,4818;23,7413;23,4801;24,725;24,8104;24,2326;25,1591;1,63873;0,0193669;-0,87806;-3,03412;+
Q03601(834);22,5854;22,2582;22,4915;23,2412;16,7971;18,6548;18,0045;18,9105;3,92583;0,000223108;4,55238;8,81114;+
Q04833(4605);19,1302;21,5913;20,2348;20,0301;18,0108;19,9394;17,3163;15,9359;1,33581;0,0351597;2,44597;2,50601;+
Q05036(533);19,7818;20,5638;20,0485;20,4361;16,8615;19,6948;16,8288;18,4388;1,70589;0,0169379;2,25158;3,15522;+
Q05036(479);20,2254;20,4119;18,391;19,5793;18,1226;16,5252;18,8609;16,2355;1,53262;0,0229458;2,21582;2,84601;+
Q05062(133);23,5783;23,8022;24,2012;24,198;17,1576;18,3003;20,1765;17,8192;3,8032;0,000695035;5,58151;8,37819;+
Q05062(144);18,424;20,5279;19,1896;19,0023;17,1637;17,8366;20,6865;17,2131;0,51592;0,217486;1,061;1,12175;
Q05062(184);19,2649;21,0256;20,8645;18,8132;18,4958;18,5431;19,8564;18,1788;0,927755;0,0818774;1,22351;1,82318;
Q05062(185);16,84;20,1407;19,3925;20,5959;20,0501;19,3691;17,7574;18,7641;0,0970886;0,719981;0,257097;0,265282;
Q067X2(125);20,6361;18,9143;20,9245;21,5424;18,5084;16,0957;18,2764;19,4754;1,42475;0,028863;2,41534;2,65837;+
Q07750(118);20,384;19,6732;18,2782;17,8051;16,9402;15,3167;19,6978;17,9354;0,690856;0,139808;1,56257;1,42595;
Q07750(31);19,5223;20,2477;19,3497;21,0414;16,1637;20,1913;16,4024;19,116;0,995072;0,0712874;2,07191;1,935;
Q09217(112);21,0812;21,8127;20,7258;21,7087;17,8986;17,0835;16,3784;18,5445;3,42578;0,00121785;3,85585;7,15774;+
Q09236(39);20,2665;20,6054;21,5944;20,2633;20,1009;18,1695;17,4263;18,8816;1,69426;0,0175884;2,03781;3,13414;+
Q09236(45);19,2407;18,5954;20,9847;19,1029;19,3244;19,6456;17,5557;16,0026;0,651518;0,154187;1,3488;1,35872;
Q09236(14);18,1918;20,0705;20,0925;20,648;18,107;20,9656;15,408;20,3724;0,320539;0,365452;1,03744;0,756418;
Q09237(795);20,3509;21,0781;18,7145;21,478;16,998;17,4826;18,6213;20,7123;0,974325;0,0739127;1,95184;1,90054;
Q09237(832);21,3919;19,7731;19,9306;18,7332;20,7002;15,2838;18,5754;20,1603;0,424978;0,278954;1,2773;0,956283;
Q09248(67);18,6865;20,7554;18,9941;19,608;19,5039;20,9609;18,3575;19,3662;0,0173851;0,942529;-0,0361252;-0,0512891;
Q09250(74);18,6325;20,6631;19,9847;19,3786;17,3083;17,8851;16,0802;17,8155;2,13688;0,00753415;2,39243;3,97839;+
Q09269(83);23,7097;23,2132;24,6805;23,5073;18,0539;15,4347;19,8754;16,3429;3,07692;0,00180039;6,35096;6,16289;+
Q09289(347);26,5493;27,1558;25,9486;26,9802;18,6503;14,2707;19,5553;18,6086;3,47299;0,00102981;8,88729;7,30174;+
Q09289(362);24,4828;25,6662;24,7993;24,9579;18,2055;17,3618;20,9914;19,7384;3,36998;0,00115423;5,90228;6,99054;+
Q09289(338);25,9683;26,1378;27,177;26,9775;23,0748;25,0939;21,5891;22,9464;2,30848;0,00560591;3,38911;4,33256;+
Q09289(242);19,8788;19,2877;19,6396;20,4658;13,7765;18,758;17,7043;16,3852;1,54331;0,0227883;3,16198;2,8648;+
Q09289(130);23,1925;23,7389;23,8807;23,8133;24,4608;23,5983;23,877;22,8547;0,0388865;0,877683;-0,0413637;-0,112164;
Q09289(122);19,5762;19,3111;19,7605;20,5221;19,3798;19,8461;17,1205;16,7072;0,937622;0,0799862;1,5291;1,83958;
Q09289(105);19,4843;21,9355;17,9319;20,5251;18,0498;20,1362;16,7463;17,4695;0,838653;0,0992286;1,86873;1,67481;
Q09289(241);20,9148;21,8667;19,6763;18,8547;19,6775;21,5822;18,8425;17,8472;0,349357;0,339781;0,840751;0,812857;
Q09350(297);19,6789;20,1308;18,448;19,539;23,3664;23,6138;22,6455;23,5131;4,02112;0,000251121;-3,83556;-9,16091;+
Q09407(34);16,31;20,201;20,0464;20,5964;17,08;13,7538;19,6181;19,1681;0,519641;0,215132;1,88345;1,12839;
Q09422(156);25,3379;26,1664;25,9322;24,7796;17,7552;18,3705;16,735;19,842;4,29575;0,000331361;7,37837;10,2391;+
Q09422(127);19,8542;20,2056;19,5116;19,626;19,6853;18,2951;20,9099;17,3805;0,408497;0,291507;0,731681;0,925538;
Q09422(76);19,2193;19,2148;20,7635;17,9743;18,1327;17,5944;19,2094;17,5977;0,847734;0,0970129;1,15943;1,68997;
Q09436(302);23,8127;25,4392;24,8017;23,7179;21,7692;18,5391;17,2265;15,6332;2,38769;0,00497573;6,15088;4,50192;+
Q09444(259);20,2026;21,484;19,1918;19,4244;17,057;19,9265;14,8459;17,2577;1,28187;0,0389391;2,80392;2,41447;+
Q09444(303);24,387;24,5151;24,9001;25,2317;24,5597;25,7598;25,2238;24,2572;0,194691;0,52907;-0,191634;-0,494225;
Q09444(305);25,2723;26,1759;26,1531;25,6647;16,7606;18,1282;19,2332;16,7271;4,8255;0,000658824;8,10421;12,6514;+
Q09444(307);24,5524;24,451;24,3144;24,1886;18,1033;19,2672;20,811;19,7859;3,86375;0,000745247;4,88477;8,5896;+
Q09489(98);18,2263;19,817;18,4087;20,9787;16,552;19,9123;17,2387;17,235;0,821992;0,102498;1,62318;1,64697;
Q09489(8);20,3119;18,6773;20,5638;19,2301;18,222;17,2099;19,3015;17,5846;1,34917;0,0339733;1,61625;2,52877;+
Q09490(38);20,0694;21,0161;19,364;20,3976;17,3889;17,2341;17,4109;19,2038;2,21851;0,00625234;2,40232;4,14477;+
Q09490(40);23,1132;23,5012;23,2213;22,4843;22,552;23,1858;22,3964;24,1476;0,00707377;0,97609;0,0095377;0,021108;
Q09533(208);21,1004;19,2094;20,8306;19,9423;17,6508;17,6572;18,8455;19,423;1,63802;0,0194069;1,87653;3,03286;+
Q09533(121);19,3891;20,3564;19,4852;21,1586;21,0003;22,0424;21,4492;20,4924;1,13425;0,0539702;-1,14876;-2,16657;
Q09533(30);18,0404;20,3476;21,2238;20,0768;15,9305;16,5122;18,8816;18,1645;1,41619;0,0293211;2,54994;2,64362;+
Q09533(39);20,7739;20,4644;18,4328;17,5774;16,0662;16,341;20,0525;14,3729;0,928796;0,0815572;2,60395;1,82491;
Q09560(840);18,4318;19,2489;18,6316;21,7216;18,1566;18,4223;21,3561;18,1754;0,171598;0,567949;0,480844;0,442548;
Q09568(563);24,2825;24,265;22,3212;22,7669;17,8008;20,8158;18,1478;17,417;2,72389;0,00311664;4,8636;5,26709;+
Q09581(5);20,2263;20,1164;19,4445;20,2574;17,7455;18,9397;18,871;18,146;2,42046;0,00477807;1,58561;4,57315;+
Q09581(232);20,8874;20,8213;18,4637;19,454;19,7305;18,7442;15,7216;18,4042;0,850295;0,0963289;1,75646;1,69424;
Q09581(200);19,7166;20,3473;20,214;18,1541;18,7491;16,6451;18,5256;18,9062;0,988822;0,071798;1,40148;1,92462;
Q09581(74);20,4982;21,1333;21,2684;21,369;23,1123;24,7992;23,49;23,6426;3,20844;0,00141432;-2,69379;-6,52417;+
Q09581(185);19,7014;20,9715;20,0666;20,307;16,7096;19,7838;17,3652;18,0783;1,72546;0,0164188;2,2774;3,19083;+
Q09614(846);20,3675;19,9747;21,607;21,4366;18,4981;20,2081;19,4536;15,912;1,20619;0,0451646;2,32851;2,28697;+
Q09665(57);17,4613;19,9521;21,8558;19,9597;18,0536;17,7117;17,3385;18,7907;0,988918;0,0718351;1,8336;1,92478;
Q09934(851);17,8089;19,9228;19,4586;18,1123;19,2068;20,7309;18,0197;16,7803;0,0502021;0,844898;0,14123;0,143179;
Q09934(443);23,7696;24,3995;22,3852;24,2358;23,2358;22,6201;23,6569;22,9545;0,52872;0,209936;0,580693;1,14455;
Q09934(356);19,0254;20,0658;19,2315;19,2038;22,0977;23,7373;22,8262;22,8673;3,85994;0,000742424;-3,50051;-8,57616;+
Q09936(37);18,9195;20,1838;19,252;20,7966;18,3799;19,5838;19,2013;18,5894;0,830926;0,100846;0,849427;1,6619;
Q09936(217);18,2051;19,9381;21,6023;20,7349;20,9899;16,7256;19,3605;18,9239;0,440062;0,267262;1,12012;0,984197;
Q09936(121);18,5704;19,8477;20,2015;19,0712;16,4246;20,3074;18,3783;17,1933;0,710774;0,133442;1,34679;1,4598;
Q09936(263);23,8109;23,3339;21,2848;24,4972;17,9548;17,1898;17,5459;18,7006;3,38953;0,00117468;5,38394;7,04877;+
Q09936(23);18,0066;19,3239;21,0716;20,5008;18,1934;18,8901;19,775;20,5093;0,176313;0,559843;0,383729;0,45321;
Q09967(32);19,1309;20,3087;20,6979;20,4715;19,3255;15,1086;18,2876;19,3857;1,03276;0,0666874;2,12539;1,99761;
Q09967(23);26,25;26,5168;25,8103;26,0617;25,694;28,2259;25,8128;25,9543;0,1623;0,584057;-0,262044;-0,42135;
Q09EE6(179);23,9678;24,2124;24,088;23,6643;16,1433;17,2338;17,9057;15,9548;5,26801;0,00112;7,1737;15,0635;+
Q09EE6(19);19,8153;19,7545;20,0979;18,1366;18,7039;20,7825;17,0159;17,2708;0,469148;0,246211;1,00779;1,03747;
Q09EE6(20);17,9044;21,1964;19,0514;18,8125;18,4974;20,4273;19,7192;16,0577;0,186989;0,542788;0,565772;0,477139;
Q0G831(125);18,088;19,7629;17,4324;20,1831;16,4374;19,0813;18,8183;20,2754;0,0736626;0,782286;0,213473;0,205482;
Q0KHC0(68);21,5693;20,24;20,5102;18,3673;17,6628;19,6916;20,6852;18,0702;0,54836;0,199743;1,14425;1,17934;
Q10010(101);19,7094;19,0108;20,1554;19,6955;24,6104;23,1339;22,4975;23,6926;3,56348;0,000923977;-3,84086;-7,58441;+
Q10020(77);19,087;19,2914;19,4381;21,0114;17,2996;19,2205;18,1107;19,1231;1,03568;0,066348;1,26851;2,00246;
Q10020(57);18,9047;20,3085;17,5927;20,7184;19,1283;16,1404;18,5144;20,5515;0,285373;0,403263;0,797435;0,685955;
Q10020(107);18,0308;19,2013;17,1911;18,087;16,9978;16,8416;20,0898;18,2057;0,0379586;0,880151;0,0938072;0,10959;
Q10020(108);19,3243;18,4149;20,3635;19,3762;17,1238;18,9113;17,6879;20,6194;0,395487;0,301674;0,78411;0,901079;
Q10033(254);19,4442;20,6752;20,571;19,9383;18,7418;17,9924;18,6062;17,6227;2,57355;0,00346099;1,91639;4,91522;+
Q10043(105);20,8962;20,5508;18,7499;21,0682;21,255;19,8165;20,9747;18,0654;0,119548;0,670966;0,288393;0,320624;
Q10046(29);17,289;19,6832;20,453;18,8327;17,4743;18,0114;18,599;15,9962;0,889317;0,0884609;1,54428;1,75926;
Q10121(170);20,998;20,7767;20,4146;20,5042;23,2677;23,7485;23,6174;22,6651;4,13651;0,000281407;-2,65132;-9,60088;+
Q10121(101);18,3703;19,2399;20,7138;21,1909;20,4738;21,0387;18,6988;17,5766;0,161222;0,586115;0,43175;0,418877;
Q10121(28);22,9718;22,4779;21,8188;22,3522;18,0796;17,1241;19,1348;18,0106;4,00382;0,000245614;4,31791;9,0965;+
Q10121(31);19,5536;20,1305;21,1271;19,7536;19,6961;16,3986;19,0476;15,2981;1,20621;0,0451918;2,53112;2,28699;+
Q10130(368);18,5921;19,8257;18,7688;18,1708;17,2282;18,0779;17,4104;18,8111;0,975895;0,0738778;0,957477;1,90315;
Q10130(369);19,7705;20,0516;19,6512;18,9496;16,755;17,0454;19,669;19,4528;0,856892;0,0948725;1,37513;1,70524;
Q10454(207);20,5099;19,5361;20,5346;20,8057;17,4971;17,0712;18,6296;19,3406;2,02383;0,00922492;2,21194;3,75391;+
Q10454(230);22,8773;23,9296;22,6911;23,298;16,9587;20,8546;19,53;18,1693;2,55636;0,00373853;4,32084;4,876;+
Q10454(224);20,3993;19,7051;20,4538;17,3678;17,0379;16,0506;20,1935;13,84;0,910237;0,0847313;2,70098;1,79406;
Q10454(368);26,3996;24,7223;25,6462;25,5566;26,4543;26,4794;22,7748;26,5439;0,00609838;0,979031;0,0180516;0,0182174;
Q10454(334);18,4332;21,0005;18,621;19,5026;16,8668;18,2072;20,9688;17,7353;0,38943;0,305817;0,944761;0,88963;
Q10454(136);19,861;19,2302;21,5426;21,6378;19,9815;18,2809;17,6083;17,8516;1,41819;0,0290804;2,13728;2,64706;+
Q10454(296);17,9674;19,0868;17,6211;18,822;18,1687;17,7006;17,2568;19,0387;0,266206;0,425573;0,33311;0,646724;
Q10454(158);18,5917;19,3557;19,9903;20,9368;18,5008;19,7106;19,4895;18,8584;0,457351;0,253866;0,5788;1,01595;
Q10454(71);17,6404;19,3956;19,7168;21,3855;16,2793;21,5159;20,5877;18,3337;0,0923073;0,731268;0,355422;0,253257;
Q10457(410);21,2946;19,4417;17,8785;20,5087;17,4304;19,3885;20,1252;19,0503;0,362742;0,3288;0,782243;0,838709;
Q10578(837);18,2211;20,3765;20,8937;19,0023;17,3104;16,5197;18,4901;18,5726;1,27912;0,0391235;1,90019;2,40981;+
Q10578(650);18,8449;19,0818;19,8566;16,6307;16,7182;19,3321;17,0033;21,049;0,021439;0,930543;0,0778747;0,0629728;
Q10578(999);18,7747;19,5547;20,3608;21,0616;17,8478;18,241;17,2785;18,3712;1,9576;0,0107758;2,00331;3,6254;+
Q10578(762);16,8592;21,104;17,5406;19,2311;15,6182;16,5917;14,657;18,5786;0,934905;0,080297;2,32236;1,83506;
Q10651(685);24,2153;24,6693;23,5063;23,8208;21,4028;24,2575;22,4819;22,0427;1,20046;0,0460072;1,50668;2,27734;+
Q10655(49);20,0789;18,1533;19,6923;17,9978;20,1877;18,6711;17,6246;18,378;0,132339;0,641958;0,265201;0,35136;
Q10657(67);27,6017;26,6858;24,9685;26,4722;22,6602;23,8645;21,0646;23,2199;2,43412;0,00464042;3,72975;4,60304;+
Q10901(485);26,4374;26,5917;25,3554;26,1619;23,9158;24,4868;22,1869;21,8542;2,3033;0,00572973;3,02571;4,32162;+
Q10943(142);20,0261;19,7658;20,5221;17,9382;17,5531;19,9096;16,5776;17,9217;0,883697;0,0893995;1,57255;1,7499;
Q11080(31);23,4203;22,3095;23,7743;24,3298;18,0851;19,2035;15,7357;18,0345;3,28715;0,00106912;5,69378;6,74821;+
Q11101(141);17,4636;19,1253;19,4767;20,4291;17,6301;17,1952;17,6995;17,1545;1,44091;0,0279828;1,70387;2,68627;+
Q11176(325);24,0342;24,1617;24,7636;24,5124;18,939;16,9029;18,4122;17,8258;5,00795;0,000823529;6,348;13,5979;+
Q17334(277);19,5045;20,5014;20,8747;20,2024;18,6181;20,1347;17,7299;19,5697;1,0833;0,0593943;1,25765;2,08165;
Q17334(316);21,6337;22,3635;22,8675;22,5906;23,7182;25,1079;25,1918;24,6769;2,77263;0,002791;-2,30987;-5,38478;+
Q17334(90);19,491;18,3314;17,9993;18,5816;25,5965;25,212;25,0178;26,4258;5,35556;0;-6,96219;-15,5899;+
Q17339(313);20,6994;19,4233;21,1145;20,8851;19,3593;15,6881;17,3697;19,765;1,29867;0,0381781;2,48507;2,44291;+
Q17348(85);20,6948;20,2213;18,5236;20,1568;18,8686;18,3831;16,4316;20,9335;0,559161;0,193846;1,2449;1,19837;
Q17361(345);22,9852;24,1211;24,2403;22,9515;18,6848;15,1935;17,4094;19,8949;2,79084;0,00267103;5,77885;5,42923;+
Q17361(129);17,7816;20,4393;16,3061;19,6767;15,6795;19,4184;18,0441;18,6356;0,193577;0,531074;0,606531;0,491763;
Q17361(461);21,5271;19,0786;20,4983;19,5657;18,7646;20,0485;17,6979;19,6207;0,742895;0,123294;1,13451;1,51414;
Q17361(283);22,532;22,7645;22,6599;23,9856;16,1152;18,6147;17,8832;20,6292;2,48167;0,00440323;4,67493;4,70804;+
Q17389(773);20,172;19,6638;19,8802;20,8367;15,4534;16,2878;17,7083;17,4043;2,98497;0,00213284;3,42476;5,91955;+
Q17405(42);22,2276;23,0367;23,8906;21,6443;23,8777;24,5839;25,6607;24,9159;1,8165;0,013963;-2,05977;-3,3585;+
Q17405(59);18,0126;20,2498;19,6378;20,4022;17,9317;17,512;18,7465;19,2905;0,901931;0,0859674;1,20544;1,78025;
Q17405(62);17,0406;18,6711;20,1332;20,3872;17,5552;18,0386;19,0638;17,0417;0,60731;0,171705;1,13322;1,28246;
Q17405(8);22,7754;23,1467;21,9059;22,152;18,9318;17,8268;19,7742;19,2601;3,40234;0,00119588;3,54674;7,0871;+
Q17405(39);24,8302;25,4354;25,1051;24,6789;25,1409;25,7259;26,7757;25,3891;0,96241;0,076;-0,745508;-1,88075;
Q17410(258);19,1784;19,9567;21,1608;19,4655;19,2192;19,5972;18,19;14,4554;0,826796;0,101556;2,07488;1,655;
Q17413(37);18,8393;19,4434;19,5907;20,2085;17,4593;18,1416;16,0427;15,2822;2,11318;0,00788521;2,78901;3,93078;+
Q17430(84);20,5963;21,8571;19,9098;19,7115;18,0844;21,296;19,507;17,6376;0,705519;0,134669;1,38747;1,45088;
Q17435(17);18,1354;20,6581;19,642;21,7883;17,9512;18,6192;18,6629;18,7377;1,01101;0,0693776;1,56319;1,96147;
Q17446(260);17,8858;21,8331;21,0022;17,9508;19,0193;18,9849;19,3321;16,7908;0,428556;0,275696;1,1362;0,962923;
Q17455(301);18,5634;17,857;19,8195;19,3331;24,1814;23,5727;24,1821;24,224;4,52312;0,000440945;-5,14678;-11,2171;+
Q17489(247);21,5991;17,4978;17,7679;21,6547;17,5286;20,5539;17,6228;18,5397;0,338072;0,35066;1,06863;0,790886;
Q17542(583);24,0582;27,4798;27,0076;26,8906;24,7313;25,8426;25,8645;25,3986;0,501172;0,226406;0,899811;1,09534;
Q17543(260);19,7894;19,6808;17,9374;19,984;16,4786;21,9729;17,9311;16,9957;0,318516;0,367621;1,00331;0,752414;
Q17561(129);19,8953;19,4199;17,906;18,6564;17,3792;17,1387;19,8389;19,5958;0,232199;0,471638;0,481246;0,575506;
Q17569(299);25,16;24,2265;24,2516;25,0833;17,2743;18,5085;19,2936;17,8578;4,85538;0,0007;6,44677;12,802;+
Q17569(136);23,3767;23,2197;24,2205;21,9589;18,3316;20,1198;19,6766;19,0177;3,17151;0,0017119;3,90752;6,42111;+
Q17569(218);23,6347;24,1273;24,8264;24,3631;20,7334;17,6653;14,4976;15,746;2,66563;0,00327273;7,0773;5,12878;+
Q17569(130);22,3428;23,8477;23,9278;24,8334;17,2773;19,9496;18,4122;17,6307;3,33689;0,00112349;5,42047;6,89292;+
Q17569(203);24,9865;26,0323;23,5669;24,3237;17,6382;18,9118;18,2105;18,4284;4,46946;0,000421053;6,43011;10,9789;+
Q17571(277);24,0489;26,4203;23,2987;26,4098;24,2656;25,1352;24,0533;24,6653;0,249594;0,449072;0,514573;0,612206;
Q17571(282);19,7306;20,4217;18,2949;19,5266;16,8715;17,7843;18,8615;18,6656;1,20002;0,0460492;1,4477;2,2766;+
Q17606(61);20,2896;20,4115;20,0688;19,1832;18,7705;18,2679;18,2873;14,7877;1,36601;0,0327978;2,45997;2,55753;+
Q17624(62);26,2562;24,6261;24,7038;26,037;26,7744;27,5486;24,6867;26,1077;0,545322;0,201598;-0,873559;-1,17397;
Q17624(63);25,1882;23,6325;23,3619;24,6906;26,5295;26,3955;27,7003;26,5621;2,56006;0,00368156;-2,57855;-4,88444;+
Q17624(343);24,6813;25,3426;23,5638;25,3052;15,933;19,3125;19,3111;16,6035;3,39498;0,00118367;6,93317;7,06506;+
Q17624(363);18,946;21,232;18,4192;21,6626;19,1617;20,1702;17,1399;17,6932;0,694101;0,138905;1,52372;1,43148;
Q17624(254);19,8584;20,7482;18,5249;20,6918;17,3434;19,3451;18,1347;18,0258;1,40379;0,0302278;1,74358;2,6223;+
Q17624(365);20,4665;20,0004;18,9724;19,8876;16,424;20,3258;19,667;18,0131;0,627283;0,164428;1,22426;1,31702;
