ProteinAccessions;log2 N2_d15_01;log2 N2_d15_02;log2 N2_d15_03;log2 N2_d15_04;log2 N2_d1_01;log2 N2_d1_02;log2 N2_d1_03;log2 N2_d1_04; -Log Student's T-test p-value N2_d15_N2_d1;Student's T-test q-value N2_d15_N2_d1; Student's T-test Difference N2_d15_N2_d1;Student's T-test Test statistic N2_d15_N2_d1;Sign p-val: 0.05 
Q03606;15,7343;14,9442;14,5521;15,9842;14,5618;13,7453;12,3678;14,082;1,50272;0,0145049;1,61446;2,79367;+
Q04457;14,6994;15,2008;14,5204;14,9381;16,1996;16,416;15,6631;16,2867;2,96519;0,000833479;-1,3017;-5,86815;+
Q04833;15,6763;15,1026;15,6913;15,618;14,3053;14,3369;14,3241;14,6534;3,31787;0,00043352;1,11716;6,8373;+
Q04907;12,5023;14,784;13,1787;14,3207;15,0101;15,0223;14,8792;14,833;1,25349;0,0269368;-1,23973;-2,36653;+
Q04908;17,666;16,9945;16,9785;17,2604;16,7635;16,2393;16,4803;16,4797;2,048;0,00467011;0,734139;3,80135;+
Q05036;18,0477;18,177;17,9466;18,5363;17,6388;17,7601;17,8209;18,0228;1,28176;0,0249021;0,366207;2,41429;+
Q05062;17,9137;17,3139;17,0878;17,6582;15,8681;15,502;15,705;15,7918;3,95767;6,58E-05;1,77669;8,92668;+
Q06561;16,5391;16,3747;16,3695;16,7489;15,7666;15,6953;15,754;15,8121;3,72454;0,0001051;0,751013;8,11027;+
Q067X2;20,59;20,6743;20,8935;20,9027;17,5034;17,667;17,5307;17,7901;7,08771;0;3,14232;30,5457;+
Q07085;16,6227;15,6243;13,6372;15,8702;14,4831;14,9599;14,9548;14,6718;0,468726;0,204877;0,671184;1,0367;
Q07749;17,2738;16,6571;16,7009;17,414;16,9785;16,599;16,6911;16,8302;0,515421;0,179821;0,23675;1,12086;
Q07750;17,9809;18,0857;18,009;18,3951;16,7969;18,0862;16,4428;18,073;0,885734;0,0671995;0,76794;1,75329;
Q09165;17,5512;17,5523;17,5259;17,7048;15,8449;15,9746;16,0189;16,0487;6,72281;0;1,61176;26,5301;+
Q09214;15,0111;14,7532;14,2961;15,6656;14,013;13,7294;14,0454;14,0888;1,75094;0,00866784;0,962355;3,23741;+
Q09215;12,5731;12,0851;12,2719;12,7144;12,9271;13,5694;13,3652;12,3317;1,07259;0,0423451;-0,637215;-2,06382;+
Q09216;19,2694;19,5779;19,1175;18,8128;18,949;18,3567;18,6083;18,7757;1,37299;0,0199284;0,521962;2,56946;+
Q09217;14,9751;14,1935;14,444;15,4035;14,3805;13,0317;13,6344;13,8661;1,41092;0,0175867;1,02583;2,63455;+
Q09218;14,2111;16,142;15,3063;12,7358;15,1643;15,7892;15,7677;15,0914;0,517352;0,178869;-0,85436;-1,1243;
Q09221;14,2412;13,6186;13,6383;14,9082;14,1679;13,8242;13,5393;14,6058;0,0624877;0,778607;0,0672927;0,176126;
Q09225;16,0233;15,0743;15,1544;15,0453;14,8107;14,5443;14,5942;14,7554;1,43244;0,0168496;0,648188;2,67165;+
Q09227;16,0037;16,3342;16,3895;17,0133;15,6708;15,9102;15,901;15,9256;1,4261;0,0170811;0,58328;2,66071;+
Q09231;12,5039;12,1148;12,2457;12,4465;10,6971;10,9;10,836;11,8041;2,4971;0,00176647;1,2684;4,74242;+
Q09236;16,3065;16,1936;16,4458;16,8532;16,1782;15,9562;16,0238;15,9588;1,47547;0,0153746;0,42056;2,74619;+
Q09237;16,8726;16,6781;16,7677;17,3339;17,0812;16,1379;16,1837;16,2215;0,966105;0,0551214;0,50701;1,88689;
Q09238;16,8795;16,8225;16,8094;17,0662;16,0554;15,8997;15,9768;16,0682;4,81484;0;0,894377;12,5981;+
Q09248;16,7444;16,5828;16,5001;16,8327;16,1322;15,9607;16,0875;16,1682;3,22326;0,000573222;0,577844;6,56591;+
Q09249;14,6735;15,0499;14,6703;13,2444;14,1866;14,1996;13,9848;14,4943;0,183309;0,500278;0,193215;0,468921;
Q09250;16,7059;16,8349;16,1828;16,4814;16,074;15,5229;15,3644;16,5516;1,15189;0,0344048;0,673012;2,19603;+
Q09251;12,4565;12,1881;12,2455;12,49;10,3823;11,3121;10,978;11,1506;3,17051;0,000684211;1,38929;6,41835;+
Q09253;15,5874;15,4241;15,9854;16,6696;14,8304;14,2416;14,6153;14,8993;2,16768;0,00354008;1,26999;4,04075;+
Q09254;17,2275;17,1179;16,7338;17,344;13,6445;14,6768;14,2046;14,2162;4,6324;0;2,92025;11,7171;+
Q09261;16,0518;15,1325;13,4752;13,338;15,8899;15,26;15,4652;15,8732;0,828893;0,078689;-1,12271;-1,6585;
Q09263;13,1999;13,5033;12,7342;13,8559;12,7864;11,1001;11,68;11,6337;1,92943;0,00607637;1,5233;3,57139;+
Q09268;12,4677;12,1952;12,2724;12,7377;13,3166;13,8926;13,8705;13,8266;3,42288;0,000346764;-1,30832;-7,14896;+
Q09278;15,1005;14,6939;14,1323;15,1548;14,0039;14,1071;14,2344;14,0924;1,47348;0,0154341;0,66093;2,74273;+
Q09279;12,4454;12,1761;11,7292;12,6544;14,3732;14,4247;15,3238;15,6597;3,40474;0,000342581;-2,69405;-7,09432;+
Q09285;17,3046;16,3765;16,62;16,4715;16,3123;16,4543;17,8202;16,7463;0,131735;0,598499;-0,140158;-0,34992;
Q09289;17,6988;17,0527;17,264;17,3486;17,3127;17,0611;17,2258;17,3044;0,334764;0,306684;0,115018;0,784414;
Q09293;16,4491;17,7416;15,8235;16,544;15,5706;15,6716;15,6753;16,3341;0,96804;0,0548545;0,826622;1,8901;
Q09294;12,4663;11,873;12,1406;12,7827;10,4293;10,7985;10,7051;10,8731;3,48524;0,000242268;1,61411;7,33949;+
Q09297;14,9931;14,4185;14,2731;14,6671;14,7583;14,7822;14,9205;14,7906;0,66968;0,118124;-0,224912;-1,38983;
Q09299;12,4829;12,1321;10,7081;12,7029;12,9701;13,0575;12,7503;13,8063;1,19143;0,0314626;-1,13952;-2,26221;+
Q09309;12,5348;11,7477;11,6457;12,3404;9,03659;9,55041;9,55691;9,09572;4,38101;0;2,75724;10,5963;+
Q09313;12,5169;11,9766;11,9353;12,6571;13,1751;12,3449;12,3081;12,9155;0,713979;0,105473;-0,414428;-1,46523;
Q09318;14,8401;13,96;14,719;13,4996;14,0998;14,5092;14,8346;14,7259;0,345516;0,296733;-0,2877;-0,805397;
Q09320;13,1723;12,1906;12,8135;13,0186;14,0899;12,9575;12,4551;12,7263;0,251794;0,39812;-0,258423;-0,616807;
Q09321;14,5176;14,8914;15,0581;15,2121;14,9075;14,6749;15,0228;14,8732;0,112212;0,643947;0,0501997;0,302747;
Q09345;12,5175;11,4059;14,1187;12,7087;13,1923;12,6968;11,582;12,369;0,131567;0,598666;0,227674;0,349519;
Q09347;12,5281;12,1533;12,3137;12,1338;11,6295;12,4198;12,7527;12,0631;0,0933644;0,69094;0,0659549;0,255923;
Q09349;14,2538;13,8458;14,2818;14,7684;14,1366;14,1225;14,0343;13,9428;0,547218;0,164491;0,228405;1,17732;
Q09350;14,1468;13,8637;14,2471;13,8942;13,6751;13,9739;13,9756;14,0484;0,423686;0,233506;0,119735;0,953881;
Q09353;14,1406;13,4121;13,4187;14,6002;12,1652;11,4117;12,3219;12,0486;2,77793;0,00120186;1,90603;5,3977;+
Q09359;16,404;15,5695;15,3844;16,3693;17,1791;17,6345;17,4538;17,3867;2,72199;0,0012093;-1,48173;-5,26254;+
Q09364;14,9289;15,0999;15,3401;15,2601;15,3081;14,8843;14,9867;14,5533;0,585253;0,147885;0,224143;1,24409;
Q09365;16,8054;17,3739;17,3785;17,2566;16,4703;16,9935;17,0916;16,2707;1,07154;0,0424728;0,49708;2,06207;+
Q09372;14,4548;14,818;13,889;14,4926;14,4642;13,126;13,9124;15,3359;0,155198;0,548854;0,203929;0,404999;
Q09373;12,6904;13,2092;14,1007;14,2826;14,3196;12,2374;13,9257;11,9671;0,269795;0,375716;0,458256;0,654117;
Q09374;13,2493;13,9578;13,588;14,3316;13,5207;13,5088;13,4458;14,3644;0,0809048;0,724819;0,0717449;0,224211;
Q09385;13,9102;13,4677;14,2257;13,614;14,1667;13,4994;13,5509;13,8055;0,077323;0,734521;0,048758;0,214976;
Q09390;15,8597;15,3947;15,2157;16,341;15,7616;15,4518;15,4184;15,2187;0,378951;0,267721;0,24017;0,869732;
Q09393;15,1879;15,0348;15,1255;15,4438;14,7006;14,7893;14,727;14,7477;2,64992;0,0013;0,45685;5,09192;+
Q09395;12,4629;11,9912;10,838;12,6932;12,0819;10,9371;11,6317;12,0301;0,275292;0,369506;0,326149;0,665399;
Q09409;15,1859;13,1461;14,5511;13,1352;14,3593;14,1779;14,3661;14,0267;0,169091;0,523941;-0,227915;-0,436855;
Q09411;15,0561;13,9641;14,7191;14,9054;13,8924;12,3945;12,3539;13,2627;2,05075;0,0045883;1,68531;3,80677;+
Q09412;13,3094;13,8684;13,8714;14,4487;13,5437;13,6408;13,1433;13,0486;0,993107;0,0514428;0,530384;1,93173;
Q09422;16,6515;16,9148;17,291;15,9735;17,0456;17,2664;17,5105;17,1222;0,905365;0,0639477;-0,528477;-1,78596;
Q09436;14,7609;14,3449;14,3881;14,8756;13,8515;13,474;13,6349;14,1106;2,29591;0,00280328;0,824638;4,30603;+
Q09438;14,9637;15,6905;16,2443;15,3769;14,6423;15,2466;15,2648;15,1563;0,793159;0,0856379;0,491328;1,59869;
Q09441;12,5538;12,1908;12,3039;12,3331;12,4053;15,8215;15,2525;11,533;0,63774;0,128975;-1,40768;-1,33504;
Q09442;15,9706;16,0259;16,3031;16,6752;17,0627;16,6103;16,5763;16,0623;0,607775;0,139687;-0,334162;-1,28327;
Q09444;17,0448;17,1658;16,6642;17,2451;16,9158;16,7326;16,8973;17,0593;0,388256;0,261029;0,128688;0,887407;
Q09450;16,5612;16,3157;15,8582;16,5325;16,7794;16,6684;16,7563;16,8759;1,44764;0,0162724;-0,45306;-2,69792;+
Q09451;12,652;13,7538;13,6324;14,4627;13,6995;13,3035;13,4517;13,6851;0,0850255;0,712911;0,0902989;0,234769;
Q09454;14,6474;15,1129;14,5821;14,0249;14,5986;14,2961;14,274;14,6034;0,252251;0,397616;0,148799;0,617761;
Q09455;13,6127;14,0775;14,8599;13,8378;11,6942;11,004;10,4364;12,107;3,04453;0,000734317;2,78659;6,07631;+
Q09456;12,5653;11,704;12,297;12,4861;12,721;12,5868;12,5004;12,6447;0,88323;0,0676679;-0,350123;-1,74913;
Q09462;13,6054;13,0388;13,5426;13,5097;13,8862;13,4467;13,7118;13,7814;0,891177;0,0663908;-0,282405;-1,76235;
Q09464;15,0319;14,415;14,2308;15,5137;14,9325;14,3002;14,227;15,0386;0,18816;0,491522;0,17324;0,479746;
Q09474;15,4678;15,2288;15,1162;15,5154;15,9107;15,8637;15,8051;16,1077;2,65008;0,00130093;-0,589733;-5,09229;+
Q09475;17,3474;16,7437;17,1467;17,2275;16,331;16,1619;16,3849;16,5428;2,60502;0,00138085;0,761222;4,98751;+
Q09476;15,6688;15,5666;15,3942;16,5244;14,9075;13,8732;13,5564;14,6918;2,017;0,00507778;1,53128;3,74057;+
Q09477;13,2467;13,941;13,0167;13,9585;12,5116;11,9179;12,1157;12,249;2,5889;0,00139959;1,34215;4,95041;+
Q09486;13,2124;14,1533;12,9974;14,423;14,4446;14,9342;14,8658;14,545;1,45731;0,0159042;-1,00086;-2,71467;+
Q09489;16,7739;17,3155;17,0351;16,712;16,8565;16,5743;16,6453;16,9313;0,606588;0,140028;0,207283;1,28121;
Q09490;14,7654;15,6867;15,0549;15,8089;14,2467;14,4751;14,5603;15,0433;1,32205;0,0223915;0,747612;2,48259;+
Q09496;14,2497;14,513;15,3622;15,7552;14,2414;14,4873;14,2462;14,5961;0,78476;0,0876424;0,577287;1,5846;
Q09497;17,1505;16,176;16,1367;16,42;15,7488;15,3601;15,7408;15,5841;1,84987;0,00736774;0,862365;3,42082;+
Q09499;13,6474;13,1883;14,0362;13,4832;12,6219;14,6949;13,6044;13,4404;0,00115187;0,995341;-0,00159693;-0,00346035;
Q09500;17,2249;17,0903;16,9588;16,7325;14,434;14,5501;14,7767;14,7797;5,64445;0;2,3665;17,455;+
Q09501;13,2139;13,3212;13,0945;13,0147;14,249;13,4922;13,6205;14,0756;1,95838;0,00564809;-0,698233;-3,62691;+
Q09508;17,6202;17,4093;17,7197;17,6626;17,9148;17,9959;18,1361;18,0652;2,67241;0,00128;-0,425072;-5,14475;+
Q09509;13,6361;14,211;12,9282;14,9266;13,789;12,8723;13,2644;13,0794;0,700099;0,109466;0,674221;1,44167;
Q09510;19,1202;18,4502;18,5937;18,9956;17,6918;17,7018;17,7031;17,7857;3,25021;0,000518757;1,06932;6,64232;+
Q09511;15,0209;14,7156;15,6314;15,6529;14,706;15,1707;14,7955;14,6095;0,827618;0,078962;0,434765;1,65637;
Q09512;15,647;15,446;15,2929;15,9755;15,9274;14,9891;15,2903;15,4086;0,323133;0,317537;0,186538;0,761545;
Q09522;14,0482;14,7971;15,4976;13,6002;13,9666;14,0258;13,8501;13,5122;0,730345;0,100831;0,647102;1,49294;
Q09527;15,4647;15,4414;15,3032;15,8528;14,7886;14,9639;15,1459;15,0107;2,08228;0,00430021;0,53827;3,86915;+
Q09530;13,164;13,0005;13,0543;12,3815;13,5196;12,9979;13,0717;12,8949;0,442217;0,221288;-0,220968;-0,988168;
Q09531;15,5437;15,3153;15,2374;15,6053;16,0299;14,9724;15,013;15,6351;0,0160253;0,938791;0,0128057;0,0473475;
Q09533;19,0774;19,1226;19,0733;19,0252;21,0183;21,2088;21,0563;21,0459;7,94115;0;-2,0077;-42,4402;+
Q09541;16,8069;16,6424;16,844;16,58;16,0363;16,0349;15,9679;16,0784;4,2855;0;0,68893;10,1969;+
Q09543;16,8582;17,1946;17,3988;17,489;16,8058;17,106;17,0925;17,2302;0,482615;0,197514;0,17655;1,0619;
Q09544;21,0134;21,168;21,1112;21,7054;20,7976;21,0207;20,4347;20,1929;1,41734;0,0173056;0,638048;2,64561;+
Q09545;17,618;17,6103;17,6817;17,8058;18,158;18,0979;18,1134;17,9894;3,41484;0,000345499;-0,410723;-7,12471;+
Q09551;12,4416;12,1609;12,3125;12,7309;11,9065;12,0059;11,6184;12,11;1,68635;0,00968079;0,501269;3,11983;+
Q09556;14,5958;13,8198;13,5315;13,4821;14,2204;13,6553;13,6016;13,6267;0,100511;0,672203;0,0813274;0,273836;
Q09567;16,5695;17,0323;17,2613;17,2676;16,0147;16,1621;15,8505;16,2207;2,73297;0,00121844;0,970683;5,28889;+
Q09568;14,3354;14,0322;13,6519;12,8552;12,9464;13,4404;13,2097;13,4713;0,628702;0,13276;0,451733;1,31947;
Q09580;16,4704;16,6428;16,628;16,5723;16,4856;16,9974;16,6802;16,5505;0,35913;0,285145;-0,100028;-0,831754;
Q09582;15,1515;14,7232;14,6796;15,1851;14,5913;14,42;14,4399;14,0562;1,70848;0,00948295;0,557995;3,15993;+
Q09583;17,1895;16,978;16,9258;17,4323;17,1422;17,0321;17,1682;17,344;0,112807;0,642271;-0,0402203;-0,304205;
Q09584;17,6959;15,6919;15,4327;16,4316;16,4934;16,4224;15,2088;15,679;0,248548;0,402322;0,362105;0,610015;
Q09590;15,7618;15,6649;14,7356;15,3414;15,6655;15,5716;15,2776;15,3211;0,124162;0,615803;-0,0829926;-0,331774;
Q09591;14,4736;14,0718;14,2781;14,8491;13,0312;12,4827;13,3094;13,074;3,01464;0,000872263;1,44383;5,99727;+
Q09596;16,141;16,0943;16,1029;15,7093;16,3582;16,9775;17,1191;16,7759;2,19644;0,00336451;-0,795795;-4,09942;+
Q09599;16,1771;16,256;16,3833;16,7281;14,8817;14,4529;14,752;15,0131;4,09349;0;1,61121;9,4347;+
Q09600;12,4946;11,9935;12,2193;12,5805;11,1961;10,9471;11,2766;11,4647;3,17009;0,000683519;1,10087;6,41718;+
Q09601;15,713;15,027;15,1543;15,5017;14,9855;15,1295;14,957;14,9033;1,12835;0,0367438;0,35518;2,15671;+
Q09603;15,6108;16,35;15,5335;16,3724;16,2785;15,6319;15,7741;15,5207;0,236283;0,418536;0,165378;0,584176;
Q09607;17,6741;17,4432;17,6878;17,4213;17,021;16,9698;17,0022;17,0931;3,3693;0,000392065;0,535105;6,98854;+
Q09610;18,9907;18,6515;19,0145;18,7862;18,9102;18,9695;18,7871;18,5777;0,155335;0,54891;0,0496202;0,405315;
Q09614;12,4786;12,1302;11,9959;12,5552;12,5245;10,4636;11,2113;11,6266;0,944422;0,0579469;0,833473;1,85087;
Q09622;16,4052;15,9646;15,9753;15,9693;16,4343;17,5206;16,344;16,5891;1,15622;0,0341759;-0,643402;-2,20326;+
Q09629;15,8099;16,2985;16,3177;16,734;16,4437;16,6297;16,7546;16,8292;0,919318;0,0617732;-0,374315;-1,80916;
Q09643;12,543;12,0273;12,2609;12,6744;13,0793;11,5174;12,0621;11,9162;0,263737;0,382312;0,232649;0,641626;
Q09644;15,2533;14,1354;13,7228;14,6026;13,4351;13,7132;13,6801;13,6235;1,29686;0,0240992;0,815547;2,43985;+
Q09646;13,4073;13,0887;13,2093;13,5178;12,6628;12,1833;11,8398;12,0658;2,87124;0,00107984;1,11782;5,62856;+
Q09652;14,8887;14,9157;14,4716;14,9463;15,4236;15,4261;15,3199;15,3861;2,64837;0,00129722;-0,58335;-5,08829;+
Q09657;15,7415;17,0455;16,3783;16,2135;17,2624;16,8549;16,77;16,9405;1,09906;0,0397589;-0,6122;-2,10788;+
Q09665;17,5614;17,4833;17,6583;17,6806;17,9702;18,0076;18,0277;18,1864;3,32438;0,00043449;-0,4521;-6,85627;+
Q09936;17,1775;16,958;16,7731;17,3847;17,4957;17,2942;17,3695;17,7166;1,30119;0,0238787;-0,395653;-2,44719;+
Q09958;14,8425;16,2146;16,3985;15,3467;15,8877;15,9889;16,1544;15,9531;0,340906;0,300892;-0,29546;-0,796419;
Q09967;16,5187;15,6465;15,5858;16,9131;14,2097;13,996;14,058;14,8076;2,62802;0,00131924;1,89823;5,04082;+
Q09972;13,3328;12,6076;12,0906;12,8034;12,925;12,0335;12,0897;12,7394;0,325058;0,315488;0,261734;0,765343;
Q09973;13,9918;13,5058;13,904;15,0649;14,0254;13,3619;13,6009;13,9477;0,471354;0,203414;0,382648;1,04148;
Q09974;14,8856;14,3897;14,5191;15,3136;14,352;14,0638;14,0691;14,3047;1,40414;0,0179864;0,579612;2,62289;+
Q09975;15,6741;15,4987;15,979;16,059;15,2034;15,8347;15,6848;15,9685;0,249603;0,400836;0,129853;0,612224;
Q09979;16,9181;16,9875;17,1585;17,5324;16,8239;17,0145;16,8188;17,0134;0,771188;0,0907073;0,23147;1,5618;
Q09984;12,5433;11,9561;12,1588;12,4016;13,5599;14,13;12,9414;14,3112;2,33211;0,00264205;-1,47071;-4,38268;+
Q09985;13,8239;14,2527;13,9916;13,3143;13,8846;13,5969;14,0298;14,0425;0,068392;0,759833;-0,0428143;-0,191706;
Q09991;12,9548;14,3479;14,4866;13,7125;14,8678;15,3339;15,0979;14,934;1,75209;0,00859833;-1,18297;-3,23952;+
Q09996;16,9481;17,0909;16,995;17,3218;16,8487;16,7135;16,7335;16,9845;1,38372;0,0190995;0,26892;2,58784;+
Q09EE7;16,1282;16,0021;15,9383;16,2789;15,8012;15,6883;15,5962;15,7785;2,23865;0,00308987;0,370827;4,18639;+
Q09EF7;17,2928;18,9816;17,3387;17,9989;17,8636;18,5126;17,3726;18,0149;0,0283386;0,892067;-0,0379024;-0,0826327;
Q0G819;16,0858;15,9028;15,9671;16,413;16,48;16,2057;16,1852;16,3019;0,74858;0,0961945;-0,200971;-1,52373;
Q0G820;16,8306;16,8831;16,7939;17,2441;14,227;14,2143;13,1791;13,7305;4,5919;0;3,1002;11,5294;+
Q0G839;17,6062;15,7657;18,3051;16,6068;16,9971;16,9263;17,126;17,0501;0,0282426;0,892279;0,0460427;0,082361;
Q0KHC0;17,2321;16,1798;16,5261;17,8722;15,6401;15,3233;15,4701;15,6358;2,01412;0,00512893;1,43522;3,73493;+
Q10009;16,6762;15,7511;16,1926;16,0521;16,1059;15,0271;15,1892;15,4298;1,26526;0,0260263;0,730035;2,3864;+
Q10010;12,5512;12,1127;12,8118;11,7007;13,7046;13,3465;13,1957;13,7044;2,30027;0,00281151;-1,19373;-4,31522;+
Q10011;15,506;15,9599;16,0532;16,1314;13,1049;13,7234;13,7837;13,2555;4,50866;0;2,44571;11,1525;+
Q10013;15,9015;16,9538;17,0644;17,3382;16,289;17,0031;16,9935;17,0901;0,0276088;0,893843;-0,0294728;-0,0805665;
Q10014;12,4257;12,1872;12,2973;12,7857;9,93025;9,87983;9,88689;9,8619;5,91096;0;2,53425;19,3655;+
Q10020;17,3866;17,0079;16,7642;18,2051;16,6786;15,7718;15,9486;16,5822;1,52027;0,0139175;1,09565;2,82437;+
Q10033;17,3564;17,6308;17,5698;17,6068;16,7724;16,9647;17,0251;16,7929;3,48986;0,000242894;0,652177;7,35374;+
Q10043;15,1937;16,7826;15,2498;16,2907;12,7246;11,1118;11,3016;11,5798;3,65153;0,000174165;4,19973;7,86821;+
Q10045;14,097;13,9062;13,4857;15,1506;13,6283;12,1986;13,5695;14,2855;0,624428;0,134297;0,739419;1,31209;
Q10050;14,1641;14,8701;15,6799;15,3487;14,3341;14,9088;15,1299;14,8803;0,218978;0,442847;0,202415;0,547204;
Q10051;16,0003;16,3516;16,2281;16,2649;16,2334;16,4581;16,4438;16,406;0,980729;0,053117;-0,174115;-1,91118;
Q10121;17,7342;17,4705;17,6103;17,4683;17,5878;17,5231;17,6131;17,4695;0,116977;0,632223;0,0224929;0,314381;
Q10123;12,2038;13,0414;12,8232;12,916;13,4104;13,0026;13,1393;12,6838;0,62028;0,135592;-0,312901;-1,30492;
Q10129;15,6959;14,5891;14,3459;15,3639;15,5275;15,1315;15,3937;15,1363;0,393442;0,257303;-0,298587;-0,897218;
Q10131;14,9466;15,3294;15,1281;16,0229;13,7612;12,6897;12,7215;13,3842;3,1263;0,000659512;2,2176;6,29667;+
Q10453;18,7906;20,8166;20,0178;20,7817;18,7988;19,2279;19,3794;19,3079;0,960104;0,0558854;0,92318;1,87692;
Q10454;20,0657;20,3405;20,3373;20,5337;21,0856;21,0641;21,0064;21,027;3,51307;0,000248021;-0,726465;-7,42583;+
Q10457;14,9883;14,946;14,9078;14,7255;16,0121;15,9833;15,9618;16,077;5,68269;0;-1,11664;-17,7174;+
Q10462;9,94183;12,8893;13,774;10,1591;13,3341;13,8833;13,6863;13,5639;1,02284;0,0475026;-1,92585;-1,98112;+
Q10576;15,8033;15,6783;15,8052;15,8798;16,7844;16,8666;16,9354;17,134;4,95373;0;-1,13846;-13,3099;+
Q10578;16,1765;15,4843;15,5347;16,0623;14,6832;14,4618;14,2245;14,6212;3,16993;0,000682828;1,31679;6,41674;+
Q10653;14,1727;14,4031;14,8292;13,9091;13,9142;12,9624;13,2051;13,3251;1,8803;0,00685418;0,976833;3,47807;+
Q10657;19,3531;19,1227;19,2254;19,2594;19,485;19,4989;19,4409;19,2541;1,29095;0,024421;-0,179598;-2,42983;+
Q10661;18,3327;18,0816;18,4867;18,5002;17,3511;17,0438;17,0014;17,2698;4,01962;0;1,18378;9,15533;+
Q10663;19,0111;19,1216;19,0247;19,4839;19,3985;19,3556;19,4007;19,6831;1,17557;0,0326551;-0,299113;-2,23564;+
Q10664;14,9916;15,2151;14,999;15,531;14,9328;15,2871;15,0819;15,2188;0,137011;0,588118;0,0540075;0,362452;
Q10667;12,5759;11,8887;12,2742;12,2595;14,1339;13,9104;14,2416;15,1536;3,32672;0,000435955;-2,1103;-6,86313;+
Q10901;17,3816;17,7529;17,2777;17,3684;16,0277;16,9719;16,308;16,3746;2,41459;0,00225859;1,0246;4,56034;+
Q10920;15,8203;15,6357;15,9384;16,103;14,9357;14,8681;14,9675;14,5013;3,45328;0,000275;1,05622;7,24133;+
Q10925;14,5562;15,9349;15,8296;15,5394;14,6105;14,8785;15,4888;14,666;0,725722;0,102213;0,554078;1,48512;
Q10929;14,2716;13,7378;14,0346;13,867;13,9339;13,499;13,57;13,8115;0,903299;0,0643925;0,274125;1,78252;
Q10931;12,4853;12,0967;12,0263;12,5016;14,4055;13,3005;13,2822;14,371;2,42596;0,0021873;-1,56232;-4,58517;+
Q10937;12,5275;11,218;11,7238;12,4481;12,4517;11,6169;11,2334;12,0496;0,130241;0,601455;0,141437;0,346356;
Q10941;18,5366;18,2094;18,9249;19,5384;19,3806;19,4942;19,4636;19,4659;1,192;0,0314073;-0,648793;-2,26316;+
Q10943;17,6172;17,3506;17,6041;17,5933;17,6158;18,3737;17,8912;17,9308;1,29201;0,0244111;-0,411575;-2,43163;+
Q10944;13,1844;11,6316;12,9966;12,796;11,6885;10,9762;12,2723;12,4184;0,852214;0,0734349;0,813275;1,69744;
Q10949;14,9349;15,027;15,1341;16,0439;14,1608;14,6676;15,0061;13,9265;1,26613;0,0259865;0,844723;2,38786;+
Q10950;15,5034;15,8688;15,986;15,9237;14,2029;14,5244;14,7969;14,6168;3,62758;0,000171674;1,28522;7,79014;+
Q10954;14,2973;14,3181;14,4597;14,1124;14,6995;14,5536;14,5553;14,2304;0,879194;0,0684629;-0,212832;-1,7424;
Q11067;16,5009;18,3719;17,0575;17,0532;17,4261;17,4257;17,2465;17,3476;0,106701;0,657303;-0,115598;-0,289192;
Q11077;16,6099;15,5248;14,8697;16,7083;11,8439;11,547;11,2809;12,9198;3,39425;0,000339713;4,03026;7,06287;+
Q11101;15,4856;15,8731;14,8739;16,3397;13,2067;13,3762;14,1974;14,0413;2,57261;0,00138336;1,93769;4,91308;+
Q11117;20,2657;20,3674;20,2323;19,6507;19,0024;19,1804;19,2195;19,0407;3,00694;0,000865942;1,01825;5,97702;+
Q11124;12,4949;11,9503;12,0246;12,6981;13,7319;12,8576;13,7493;13,8041;2,28656;0,00291482;-1,24372;-4,28636;+
Q11174;17,7533;18,0506;17,9444;17,7891;15,5503;15,895;15,8076;15,567;5,95329;0;2,1794;19,687;+
Q11176;17,1513;16,7469;16,571;17,0108;16,4217;15,8758;16,0118;16,3999;1,97285;0,00541362;0,692678;3,65481;+
Q11182;12,5727;12,1629;11,9034;12,4106;9,82457;12,6496;12,3798;10,6637;0,600101;0,142429;0,882974;1,26995;
Q11183;13,48;12,7248;13,7258;12,68;13,7469;14,2449;13,4967;13,0873;0,657533;0,122402;-0,491281;-1,36904;
Q11185;12,5046;12,0151;12,2952;12,6713;14,9108;14,1138;14,0084;14,9002;3,52708;0,000251337;-2,11176;-7,46963;+
Q11189;15,0523;14,4599;14,9892;14,9657;15,4295;15,5648;15,5117;15,7898;2,38718;0,00233026;-0,707153;-4,50083;+
Q11190;16,8764;16,328;15,9638;16,8076;15,4261;15,6294;15,4818;15,9499;1,92521;0,00608301;0,872137;3,56333;+
Q17334;17,8238;18,1338;17,9903;18,3896;19,6538;20,4209;19,6226;19,5861;3,51556;0,000248677;-1,73647;-7,4336;+
Q17335;16,448;16,9435;17,0835;16,9078;16,7721;16,9007;16,8705;17,0165;0,111722;0,644997;-0,0442629;-0,301547;
Q17336;14,0786;15,7603;15,0378;16,3764;14,504;14,4852;14,6751;15,6564;0,369422;0,275578;0,48312;0,851531;
Q17339;15,7006;15,6068;15,7773;16,3119;16,8764;16,8526;16,8811;17,0251;3,20088;0,000627049;-1,05963;-6,50297;+
Q17345;14,6993;14,4689;15,0736;15,8071;13,9617;14,059;14,2015;13,9221;1,76384;0,00855526;0,97615;3,2611;+
Q17348;13,9522;15,4734;14,6229;14,2424;16,7672;16,9864;16,6225;17,1273;3,23685;0,000544304;-2,30311;-6,60436;+
