Leading.proteins.Positions.within.proteins;log2 daf2_d15_01;log2 daf2_d15_02;log2 daf2_d15_03;log2 daf2_d15_04;log2 N2_d15_01;log2 N2_d15_02;log2 N2_d15_03;log2 N2_d15_04; -Log Student's T-test p-value daf2_d15_N2_d15;Student's T-test q-value  daf2_d15_N2_d15; Student's T-test Difference  daf2_d15_N2_d15;Student's T-test Test statistic  daf2_d15_N2_d15;Sign p-val: 0.05 
Q95QN6(378);29,1562;29,5111;28,7697;28,9974;29,5179;29,5445;28,6876;28,7314;0,0139416;0,976945;-0,0117254;-0,0412853;
Q95X11(109);20,2272;19,7388;20,0032;18,7198;18,6248;19,8712;19,5011;20,4197;0,0472933;0,915326;0,0680308;0,135269;
Q95X44(10);23,0894;22,2989;22,9571;23,5365;25,6163;24,5282;24,407;25,2525;2,6629;0,00890511;-1,98054;-5,12236;+
Q95X44(26);20,9586;19,7255;21,1894;18,5135;20,9542;20,2793;21,4118;20,9957;0,577803;0,353747;-0,813502;-1,23107;
Q95X44(191);20,049;20,0617;19,1402;21,5783;18,3047;17,5905;20,4789;17,5877;1,04556;0,154162;1,71686;2,01887;
Q95XC1(82);24,9639;25,3632;22,8984;24,271;21,1853;21,4777;21,0371;20,5962;2,92875;0,00499775;3,30003;5,77435;+
Q95XH1(218);19,8598;19,5099;18,8787;20,2985;25,375;24,8495;23,7822;26,1254;4,07447;0,00184173;-5,39631;-9,36206;+
Q95XN2(43);18,322;17,4094;19,7085;19,8785;19,5316;19,8294;19,1719;20,7687;0,713364;0,282906;-0,9958;-1,46419;
Q95XN7(77);18,5015;19,5744;21,0942;18,0685;19,6986;20,3695;16,0485;19,5916;0,120472;0,780714;0,382606;0,322863;
Q95XN7(4);20,9613;18,3111;19,5046;19,369;20,8957;18,95;20,4052;20,5859;0,431188;0,452614;-0,672703;-0,967799;
Q95XR1(78);20,336;20,5069;18,6599;20,3881;20,6503;18,1795;20,718;20,5972;0,0286933;0,953156;-0,0635004;-0,083636;
Q95XR1(23);23,114;23,8768;22,6282;22,6015;20,6126;18,3922;19,4814;20,3628;2,9081;0,00520524;3,34288;5,7217;+
Q95XR1(9);20,7684;19,644;19,8472;19,8718;19,8385;20,6337;20,8525;18,3832;0,0612733;0,888177;0,105879;0,172902;
Q95XR4(386);23,6866;23,7822;23,4553;23,92;23,5326;24,3848;25,286;24,8658;1,07843;0,145615;-0,806255;-2,07354;
Q95XU3(332);26,1174;25,8286;25,9162;26,1316;25,2498;25,601;24,382;26,1832;0,84007;0,224701;0,644455;1,67717;
Q95XU3(388);26,4578;26,4992;26,5257;27,0721;25,1582;25,4965;25,5791;25,0576;3,31375;0,00302469;1,31589;6,82527;+
Q95XU3(134);24,9061;24,8826;24,6676;25,9162;26,4973;25,8715;25,5759;24,5155;0,473438;0,42355;-0,521974;-1,04526;
Q95XU3(399);19,4592;20,2448;19,2892;16,9273;21,8289;21,2563;21,1411;18,7552;0,906847;0,202277;-1,76522;-1,78842;
Q95XU3(750);17,7839;19,395;18,8955;19,368;19,5493;20,2217;17,4178;20,3173;0,276305;0,59008;-0,51592;-0,667472;
Q95XU3(243);24,7947;24,9391;25,9079;25,9566;18,6191;20,75;20,4901;20,1826;4,10176;0,0018963;5,38909;9,46643;+
Q95XU6(15);19,878;20,2064;19,7624;18,6199;20,0618;21,3126;20,0374;21,6672;1,10307;0,140124;-1,1531;-2,11456;
Q95XV3(378);22,5159;22,3443;24,5317;24,2691;24,4732;22,8949;23,3537;24,1161;0,168631;0,715962;-0,29424;-0,43581;
Q95XX0(95);24,5667;23,5942;22,8372;25,4023;24,4653;24,6362;24,6197;23,3826;0,10168;0,808799;-0,175869;-0,276747;
Q95XX0(75);25,5771;26,3359;25,3165;25,7856;26,8871;26,6729;24,9387;27,1606;0,565238;0,36013;-0,661018;-1,20905;
Q95XX0(83);26,4663;26,3646;26,4808;26,1075;27,2794;28,2089;27,1397;26,9178;1,87842;0,0347131;-1,03169;-3,47452;+
Q95XX0(93);26,1725;26,8872;26,9099;25,7751;27,4516;26,4841;25,0039;25,7652;0,170263;0,714831;0,259998;0,439518;
Q95XX0(11);21,4495;19,6344;20,2649;19,7111;19,2764;19,7427;19,7938;20,6603;0,332306;0,538457;0,396641;0,779597;
Q95XX0(69);20,2867;19,1563;18,8702;17,6733;20,6168;20,4034;20,6022;20,2683;1,45874;0,0735095;-1,47603;-2,71715;
Q95XX0(139);21,2358;19,5849;19,4283;19,5611;20,6572;21,901;19,1618;17,5563;0,0450871;0,918141;0,133476;0,129241;
Q95Y04(3);19,9887;21,0808;19,8769;19,1318;19,9876;19,2844;20,866;18,8805;0,173662;0,709423;0,264902;0,447223;
U4PC73(180);18,5282;20,7308;19,8638;19,0567;24,1037;23,6272;22,676;24,5372;3,27117;0,00321176;-4,19117;-6,70225;+
Q95Y68(35);18,4529;19,9178;18,4127;19,309;21,1556;20,118;19,693;21,1115;1,56738;0,0604289;-1,4964;-2,90722;
Q95Y72(11);18,2867;19,8853;19,6283;18,1484;21,2826;19,1228;19,4658;17,3152;0,124798;0,775765;-0,309409;-0,333305;
Q95Y88(355);22,9985;21,9232;21,7727;22,5023;23,6398;22,7417;23,1965;24,5647;1,37707;0,08261;-1,2365;-2,57645;
Q95Y90(166);21,5573;20,2277;20,046;18,7968;20,8077;17,446;19,4292;21,0162;0,189808;0,684638;0,48218;0,48341;
Q95Y90(21);20,8565;19,0972;19,2574;19,5502;20,2111;20,6891;20,0958;20,172;0,690957;0,290858;-0,601696;-1,42613;
Q95Y90(119);23,0965;24,7018;24,8496;25,3029;28,2098;27,9185;27,4336;28,3816;3,2626;0,00346667;-3,49816;-6,6777;+
Q95Y90(80);19,6958;20,0622;19,8066;19,7859;20,5069;20,9381;18,7462;21,5439;0,439342;0,447512;-0,596118;-0,982869;
Q95Y97(215);24,7197;24,3855;23,7899;24,8477;17,731;20,7526;20,5853;19,4761;3,21224;0,00359551;4,79944;6,53488;+
Q95YC6(37);20,7679;20,5335;18,8238;18,8925;19,7956;21,3421;19,3723;20,8006;0,359411;0,516113;-0,573199;-0,832296;
Q95YD1(285);19,1717;19,9425;18,2292;19,2898;20,2604;18,8203;20,7428;20,6952;0,853087;0,218896;-0,971351;-1,6989;
Q95YD9(30);17,7942;20,837;20,1792;21,4336;18,8772;20,2395;19,3755;20,6482;0,114647;0,789631;0,275855;0,308701;
Q95YF3(28);20,314;20,7009;20,3173;19,881;21,1464;19,1436;19,1028;19,9309;0,412177;0,468158;0,472383;0,932425;
Q95YF3(33);20,7005;20,586;18,2849;21,1181;21,1805;18,9992;18,5216;18,5708;0,422511;0,460911;0,854314;0,951697;
Q95YF3(178);18,6044;18,4283;21,0273;19,9783;19,3355;20,4664;20,2892;19,1539;0,167341;0,716853;-0,301662;-0,432873;
Q95YF3(110);19,7766;19,8434;20,0886;19,4448;19,5632;20,0707;19,8825;20,2511;0,330104;0,540257;-0,153515;-0,775275;
Q95ZI6(139);18,1111;20,3248;19,7361;19,6691;21,7457;19,5762;18,9479;18,878;0,152033;0,736141;-0,326686;-0,397664;
Q95ZJ9(148);17,8867;19,4767;19,7571;18,197;20,0658;19,9523;18,8528;20,2058;0,846488;0,222158;-0,9398;-1,68789;
Q95ZL1(18);24,8023;25,7806;25,0406;25,9602;25,8029;25,6465;24,0742;28,221;0,24369;0,621199;-0,540227;-0,599816;
Q95ZL1(7);19,8902;17,4624;19,8789;20,3602;18,4602;19,6656;18,352;18,602;0,379297;0,49552;0,627994;0,870391;
Q95ZW1(172);21,1643;19,5466;20,3374;18,7276;19,9288;21,5627;20,0428;21,371;0,534964;0,380149;-0,782347;-1,15563;
Q95ZW2(123);27,4138;28,0401;26,8594;27,5337;19,7936;17,9658;19,6337;18,8635;5,63047;0;8,39758;17,36;+
Q960A1(230);18,733;19,0399;20,9228;17,84;18,6191;20,0168;18,5633;18,7477;0,0716965;0,868744;0,147194;0,200357;
Q965K0(158);20,1642;19,5351;18,6626;19,6413;24,5479;23,924;23,4888;25,538;3,9722;0,00158025;-4,87388;-8,97983;+
Q965K0(62);19,3175;19,0236;20,6149;20,5681;22,5229;21,0384;21,3801;22,1216;1,9022;0,0333617;-1,88471;-3,51953;+
Q965Q1(43);20,4602;20,052;20,4787;19,3756;20,1194;20,4569;19,7852;19,0233;0,249586;0,614153;0,245407;0,61219;
Q965Q1(35);19,6317;20,3223;16,7795;17,9849;19,6887;20,5727;20,554;19,8412;0,90173;0,203673;-1,4845;-1,77991;
Q965R9(174);25,4557;26,1088;25,0518;25,2629;19,0512;20,2089;21,1658;21,3156;3,93074;0,00149708;5,03441;8,82885;+
Q965R9(336);20,5265;19,3507;19,2162;20,0157;21,3317;21,7822;19,296;19,9539;0,583022;0,351687;-0,813674;-1,24019;
Q965S8(212);17,6087;19,227;20,9434;21,7686;21,1403;20,6916;19,4237;19,1983;0,0784152;0,854218;-0,226555;-0,217798;
Q965S8(117);18,0223;19,2981;20,9012;19,889;21,8787;18,3575;20,4982;17,9618;0,0464714;0,916544;-0,146433;-0,133027;
Q965V4(891);18,3496;19,862;19,1636;20,3465;19,633;20,3291;16,911;21,9369;0,0870015;0,836919;-0,27208;-0,239808;
Q965V9(6);27,9539;26,1729;25,991;27,3859;21,0031;19,5345;20,5227;18,4024;4,08411;0,00186861;7,01025;9,3988;+
Q965W8(52);17,2234;19,676;18,8889;21,656;19,7152;21,316;19,1431;20,4679;0,329167;0,541196;-0,799468;-0,773432;
Q965X7(46);19,8903;20,7995;19,7725;21,2176;21,1304;20,8553;21,5406;20,6788;0,785163;0,245852;-0,63128;-1,58527;
Q966A5(166);17,7992;20,7704;19,3453;17,6385;21,2913;18,0837;21,3719;18,8179;0,392183;0,484784;-1,00283;-0,894839;
Q966A5(458);18,2579;20,7524;20,4322;20,8266;25,864;26,4329;26,0352;24,8909;3,77978;0,00158824;-5,73848;-8,29764;+
Q966A5(216);18,3579;18,4715;19,6445;21,5646;20,2605;19,2329;19,5748;19,3719;0,044999;0,918077;-0,100399;-0,129;
Q966A5(644);22,5735;24,0016;24,5465;23,6416;26,4708;25,0667;23,4425;26,573;1,0412;0,155365;-1,69743;-2,01162;
Q966C6(26);19,3402;19,6629;19,8957;21,1641;24,2083;22,4935;22,2686;22,6415;2,544;0,0114499;-2,88725;-4,84795;+
Q966C6(213);19,6022;20,1423;19,6554;19,534;22,5541;23,9355;23,3965;23,5073;4,53622;0,000906667;-3,61486;-11,276;+
Q966C6(218);20,8469;19,9263;18,4047;19,4386;22,0927;23,1925;24,0796;23,844;2,77882;0,00764981;-3,6481;-5,39987;+
Q966C7(313);20,5013;18,847;20,8339;19,2259;20,3974;20,6114;19,9006;19,7286;0,237278;0,628117;-0,307509;-0,586282;
Q966C7(281);20,1076;19,1002;20,4668;20,7946;19,9659;21,6635;20,0528;20,1922;0,266;0,598436;-0,351295;-0,6463;
Q966C7(296);21,7065;22,9013;22,7884;22,252;18,8477;20,8412;19,8671;17,9005;2,34206;0,0157872;3,04798;4,4039;+
Q966I8(180);19,1045;19,933;21,4417;19,9475;17,8111;20,5092;20,5462;19,773;0,222542;0,64819;0,446781;0,55487;
Q966K5(4);18,4031;20,1831;18,5691;19,3581;17,9833;19,0485;18,1521;20,9426;0,0424944;0,924188;0,0967302;0,122125;
Q966L5(413);18,188;21,0983;18,7306;16,3562;21,0772;19,8107;20,5648;20,9856;1,02125;0,161561;-2,01631;-1,97848;
Q966M4(251);18,8784;18,731;17,296;20,5574;18,9947;19,6504;19,4227;19,5048;0,329117;0,541002;-0,527459;-0,773334;
Q966M6(380);20,8393;19,0122;19,0677;16,702;20,4909;21,0384;18,1977;20,4177;0,487859;0,411262;-1,13086;-1,07137;
Q9BI62(91);18,9458;19,5731;21,4411;18,1296;19,6438;19,8508;18,3672;21,3061;0,107385;0,800547;-0,269547;-0,290881;
Q9BI71(127);25,9989;26,4906;24,4078;26,1282;27,5674;26,2938;26,5625;27,4194;1,12933;0,133584;-1,2044;-2,15835;
Q9BI71(107);20,2117;19,6982;20,8027;18,0767;23,654;23,8806;22,422;22,0083;2,35442;0,0151939;-3,2939;-4,43032;+
Q9BI71(154);26,5436;27,2204;26,2237;26,429;28,2644;27,0775;26,4244;28,3475;0,908863;0,201875;-0,924319;-1,79178;
Q9BI71(231);15,9941;19,3702;21,0453;20,1681;21,8221;19,7254;19,8664;19,9068;0,436953;0,449062;-1,18574;-0,97846;
Q9BI71(23);26,8467;26,8197;25,5711;26,8688;26,8313;26,065;26,0948;23,2754;0,522945;0,387602;0,95994;1,13428;
Q9BI71(11);20,2517;20,8738;21,6567;21,2709;18,4359;18,5429;19,7236;20,7211;1,43778;0,0756897;1,65737;2,68086;
Q9BKR9(569);19,8477;19,697;20,8627;19,4061;25,4892;25,0279;24,8271;26,0357;4,89049;0,00154545;-5,39157;-12,9812;+
Q9BKR9(310);19,1448;20,73;20,2744;19,5431;23,2484;24,5019;23,7117;25,6708;3,31418;0,00303406;-4,36014;-6,82654;+
Q9BKU3(39);19,8064;20,6872;20,0732;20,2629;20,6866;19,0376;20,1156;21,7429;0,117985;0,784874;-0,188208;-0,316833;
Q9BKU5(122);19,9664;20,0881;19,3688;20,9041;22,7431;21,8688;21,3852;22,7421;2,41147;0,0134843;-2,10295;-4,55354;+
Q9BKU8(60);19,379;19,1268;19,6398;20,0209;20,0483;21,7586;18,9805;19,9043;0,467981;0,426215;-0,631306;-1,03534;
Q9BL19(76);22,4894;22,9293;20,7023;22,3763;24,5704;25,5576;24,6925;23,4723;2,03227;0,0263858;-2,4489;-3,77045;+
Q9BL19(54);19,761;19,7769;19,1416;21,2339;19,1623;19,3603;19,183;20,0928;0,486149;0,413445;0,528739;1,06829;
Q9BL19(57);25,3894;23,9867;26,428;24,6267;24,9879;24,6949;24,2002;25,1484;0,252918;0,611168;0,349824;0,619154;
Q9BL19(161);18,1946;19,5604;21,7612;20,2361;18,6262;21,2283;19,71;19,317;0,0854401;0,839869;0,217729;0,235828;
Q9BL19(169);17,6858;21,8923;20,0382;19,1991;21,2583;23,188;23,8415;24,0094;1,68654;0,0491785;-3,37042;-3,12016;+
Q9BL19(107);18,3038;18,5737;19,0009;18,9614;19,9895;20,7838;18,6589;19,5861;1,16177;0,125833;-1,0446;-2,21255;
Q9BL19(98);24,1925;23,9181;24,1702;24,5324;19,2482;20,3129;20,0521;21,6107;3,59874;0,00233469;3,89731;7,69701;+
Q9BL19(29);21,173;19,0889;20,1967;20,4215;19,8;18,7761;21,1815;20,3374;0,10949;0,797489;0,196285;0,296066;
Q9BL28(171);18,9485;20,0362;18,492;21,5973;19,3637;19,1455;20,9963;21,5297;0,215329;0,656864;-0,490316;-0,539329;
Q9BL39(223);19,4668;20,2077;19,9363;20,2235;20,0214;19,7055;21,4868;17,0228;0,16252;0,722783;0,399443;0,421854;
Q9BL59(6);19,4004;20,5612;20,1776;19,1292;21,4599;20,9513;19,416;23,9762;0,810132;0,236413;-1,63377;-1,62713;
Q9BL83(131);23,8881;22,7428;23,2153;23,1961;24,8053;23,6707;23,1937;19,8876;0,128858;0,769869;0,371232;0,343049;
Q9GRY9(59);18,6784;19,046;19,4169;19,0326;19,3139;19,0591;20,8759;21,7035;0,93649;0,191234;-1,19464;-1,8377;
Q9GRY9(151);18,5469;20,8768;19,1742;20,8248;19,2499;20,2498;18,1313;21,5776;0,0193411;0,967806;0,0535364;0,0569391;
Q9GRZ9(427);15,317;20,6759;20,3519;21,7434;20,6863;17,314;19,0756;20,3545;0,0349666;0,940771;0,164456;0,101261;
Q9GRZ9(428);20,1191;20,3964;20,4793;20,6704;20,7454;20,3187;19,226;20,724;0,168235;0,715922;0,16276;0,434909;
Q9GRZ9(394);21,5027;20,5881;18,7776;20,1626;21,852;19,2801;20,9029;21,7401;0,361116;0,514409;-0,685969;-0,835579;
Q9GUE9(56);20,1011;16,227;20,0006;18,3015;18,1425;19,1698;19,7173;20,2033;0,264662;0,598889;-0,650689;-0,643538;
Q9GUM7(30);19,2656;19,0814;19,9523;21,6979;21,5978;19,6677;21,5541;20,8814;0,582446;0,35197;-0,925918;-1,23918;
Q9GUP2(3760);21,4815;18,6745;18,0888;21,5793;23,6363;23,406;24,8581;24,0495;2,22195;0,0188867;-4,03146;-4,15185;+
Q9GUP2(3846);17,5183;19,064;20,7433;19,2393;19,1619;19,239;20,8082;18,9791;0,205388;0,670204;-0,405803;-0,517724;
Q9GYF1(189);17,2893;18,3319;21,4101;18,9781;19,6283;20,7915;19,3991;17,3924;0,0978977;0,814802;-0,300479;-0,267308;
Q9GYF1(190);20,9809;18,1504;20,9801;19,8951;19,4763;19,2486;20,4706;20,4898;0,0373895;0,934569;0,0802846;0,10801;
Q9GYF1(97);19,4637;20,1354;19,777;19,0122;18,6114;18,4409;19,1566;18,6716;1,67152;0,0506289;0,876956;3,09305;
Q9GYF1(92);18,0088;19,7295;19,5013;20,6732;20,9247;19,5458;19,4544;18,5493;0,0678273;0,876318;-0,140349;-0,190223;
Q9GYG4(14);19,153;21,4449;18,7005;18,7935;20,0928;18,783;20,6676;18,046;0,0499114;0,911199;0,12562;0,14239;
Q9GYJ9(399);20,1058;20,7319;21,8251;19,3318;23,3363;23,329;20,9802;25,6716;1,38493;0,0815679;-2,83065;-2,58992;
Q9GYK1(32);23,4318;24,4611;23,9398;23,4403;24,2003;24,2327;21,3362;23,0849;0,361547;0,514086;0,604763;0,83641;
Q9GYK2(92);18,4277;19,4089;20,5753;19,2873;19,4773;19,9955;20,0499;20,8031;0,597481;0,341547;-0,656614;-1,26539;
Q9GYM4(367);18,0222;20,8625;20,6578;20,1348;21,0507;21,3281;19,7795;21,6377;0,641096;0,315579;-1,02966;-1,34082;
Q9GYP5(126);18,9701;20,2393;21,2025;19,6303;20,4697;19,6188;20,0449;21,1359;0,213053;0,65875;-0,306812;-0,534401;
W6RRW5(28);20,5742;20,9563;18,016;17,6779;21,6834;20,4349;19,8194;18,8868;0,380362;0,495072;-0,90002;-0,872419;
Q9GYR5(383);18,7195;20,737;19,0812;19,7734;18,9706;19,5627;20,5077;19,9969;0,123345;0,777016;-0,181707;-0,329806;
Q9GYT5(386);19,2394;20,0205;19,5763;17,6042;20,674;19,6377;18,8895;19,2496;0,327445;0,542018;-0,502617;-0,770044;
Q9GZC8(416);18,3776;20,5685;18,8471;19,5982;22,0081;19,3235;19,6735;20,8248;0,695601;0,288962;-1,10962;-1,43403;
Q9GZE9(352);18,8402;20,3104;21,7107;21,5465;22,9484;22,7291;23,9848;24,699;1,99368;0,02791;-2,98839;-3,69515;+
Q9GZE9(231);19,8228;21,7225;21,3867;20,0658;23,6311;23,8194;27,3201;24,8114;2,27802;0,0179508;-4,14605;-4,26846;+
Q9GZH4(521);19,5314;18,2953;20,0157;17,3777;21,7723;21,0459;21,0877;19,1992;1,2872;0,09784;-1,97126;-2,42349;
Q9GZH4(380);19,5233;20,2137;19,9983;19,6644;18,7144;20,5702;21,2792;21,1307;0,416231;0,464892;-0,573727;-0,939997;
Q9N2Y1(43);23,4957;24,3114;23,1708;23,9224;22,3423;23,916;22,4534;24,034;0,468436;0,4264;0,538656;1,03617;
Q9N2Y1(62);19,4679;19,6874;19,3456;18,7832;21,1604;21,715;21,3243;19,3142;1,47319;0,0717085;-1,55744;-2,74222;
Q9N2Z6(26);18,9418;20,1571;21,4327;17,4334;21,2787;21,5343;19,7917;18,8627;0,35532;0,519841;-0,875588;-0,824401;
Q9N2Z6(785);24,1233;24,5636;25,8353;24,2061;23,6279;22,9319;21,567;25,9489;0,540462;0,375861;1,16314;1,16538;
V6CK48(354);21,2653;21,0169;20,6201;19,111;20,2251;21,0572;19,6087;19,8831;0,214653;0,656966;0,309829;0,537867;
V6CK48(334);19,2085;18,7282;20,5441;20,3285;22,4232;22,4146;21,8489;24,1933;2,38527;0,0141858;-3,0177;-4,4967;+
V6CLC9(370);19,1693;18,5562;20,15;20,0136;24,2556;25,6111;24,4995;27,3209;3,53911;0,00239695;-5,94949;-7,50741;+
Q9N321(370);20,4991;17,5921;18,1778;20,4342;19,9862;20,3583;20,4033;16,8879;0,0737349;0,864299;-0,233125;-0,20567;
Q9N358(538);20,3767;21,2675;21,1442;19,1789;18,3299;20,7198;17,1178;21,8381;0,362376;0,513492;0,990441;0,838006;
Q9N358(318);18,9177;19,564;18,6514;19,8151;20,6633;19,7808;20,2245;20,4385;1,70107;0,0472966;-1,03969;-3,14648;+
Q9N362(248);26,3346;26,0471;25,8321;25,4978;26,2939;24,7267;24,3341;25,4985;0,749731;0,263204;0,714608;1,52567;
Q9N370(35);18,2768;19,1941;20,4705;20,1022;21,5987;20,3829;19,8891;18,736;0,359377;0,515918;-0,640773;-0,83223;
Q9N370(39);21,0839;21,4508;21,7754;18,4279;25,3772;24,8701;25,1162;24,9625;2,89394;0,00561905;-4,39697;-5,68578;+
Q9N370(23);23,7495;23,259;22,8014;22,6265;23,084;23,5395;23,8517;26,6081;0,671732;0,299032;-1,16172;-1,39334;
Q9N370(26);25,2631;24,1525;23,9483;24,0604;24,8299;23,0446;22,2821;21,9963;0,953563;0,184699;1,31787;1,86606;
Q9N381(73);24,5726;23,0875;24,6911;23,4188;21,6498;20,0541;20,707;20,3266;3,05432;0,00472277;3,25812;6,1024;+
Q9N381(66);23,6668;23,0851;24,1473;21,8512;19,0918;20,0884;18,8669;19,387;3,30855;0,00299694;3,82903;6,81015;+
Q9N393(352);20,1752;18,8844;18,1181;20,0037;19,4855;19,8258;18,7426;20,9834;0,286866;0,582576;-0,463982;-0,688986;
Q9N393(53);19,5286;20,6392;18,9405;17,5097;20,0561;18,7944;19,4241;20,2167;0,26449;0,598891;-0,468303;-0,643182;
Q9N3A9(421);25,0703;24,845;23,9908;23,567;24,7664;24,5429;24,1381;23,7466;0,0587804;0,892924;0,069777;0,166261;
Q9N3D0(117);20,4192;19,3574;19,0817;20,3106;20,9307;20,7465;18,5808;19,5347;0,0877149;0,835434;-0,155949;-0,241622;
Q9N3D1(219);19,2445;19,0241;19,8889;19,7546;22,6459;24,31;22,0593;25,5544;2,63913;0,00927143;-4,1644;-5,0667;+
Q9N3F7(236);21,702;21,7005;21,072;21,3458;20,9593;20,7107;18,8303;19,4495;1,48739;0,0694236;1,46758;2,76692;
Q9N3G2(4);18,9126;19,1025;19,5356;19,5019;19,5327;19,9536;19,2797;17,7375;0,0993251;0,813172;0,13727;0,270876;
Q9N3R5(456);19,415;19,6897;19,6007;20,7619;21,2168;20,3884;20,7867;19,9178;0,870059;0,212646;-0,710586;-1,72719;
Q9N3S8(265);18,115;18,1675;19;18,2266;21,4249;19,5097;18,5735;20,8602;1,34692;0,0871485;-1,71479;-2,52493;
Q9N3S8(266);18,723;21,2218;19,6174;20,1354;21,8968;19,8678;20,2814;20,842;0,542687;0,374009;-0,797626;-1,16931;
Q9N3U9(66);22,6867;24,0164;23,7087;25,5962;17,2998;19,2347;20,7208;20,8718;2,31957;0,0160955;4,47021;4,35605;+
Q9N3U9(70);18,7613;18,5472;19,6588;20,3925;24,0883;20,2227;22,2211;24,437;1,73624;0,0449989;-3,40231;-3,21052;+
Q9N3X2(232);19,7835;20,8469;18,9437;14,4452;18,9133;19,0357;21,1599;19,7225;0,343902;0,529038;-1,20306;-0,802258;
Q9N3X2(229);20,5607;19,9006;20,0192;21,2608;20,6395;19,6147;20,5438;19,9148;0,266771;0,597694;0,25709;0,64789;
Q9N3X2(52);21,8207;23,4552;23,6013;22,6665;24,0031;24,1995;24,1971;24,7326;1,72064;0,046274;-1,39714;-3,18205;+
Q9N3X2(61);21,4037;21,1569;19,5055;19,3217;23,3814;23,5833;23,4737;24,3812;2,9002;0,00542919;-3,35797;-5,70164;+
Q9N3X2(133);25,9435;25,0084;26,037;26,4579;21,9301;19,5438;18,4445;18,6964;3,47031;0,00284286;6,20801;7,29348;+
Q9N3Y1(210);20,8315;18,3611;21,3451;20,4861;19,876;19,711;19,7076;20,0961;0,251695;0,611317;0,408286;0,616599;
Q9N456(91);20,4648;18,6383;19,8219;17,1554;19,8349;20,9946;21,5676;21,347;1,22984;0,110043;-1,91588;-2,32669;
Q9N456(100);19,1346;20,406;18,6972;20,5718;21,1219;21,6035;19,9127;20,1366;0,803485;0,239355;-0,991247;-1,61599;
Q9N456(3);20,8266;19,5235;18,609;20,9221;22,492;23,5566;22,973;30,8973;1,29171;0,097579;-5,00944;-2,43112;
Q9N492(12);19,159;20,3264;20,1469;21,1495;20,8495;19,7675;20,406;19,9368;0,0321933;0,946797;-0,0444975;-0,0934965;
Q9N4G8(159);23,5401;24,8501;25,9204;25,3034;25,5898;25,6389;25,7092;26,6731;0,891685;0,205486;-0,999266;-1,7632;
Q9N4G8(173);22,2267;22,3751;22,0306;23,2077;22,9086;24,1201;23,5705;26,7195;1,11857;0,13599;-1,86966;-2,14041;
Q9N4G9(73);19,6742;20,4077;20,0895;20,0625;20,2054;19,8833;21,2958;20,8618;0,69277;0,29063;-0,503056;-1,42921;
Q9N4H7(491);20,3695;23,0604;22,9363;21,5227;19,2269;17,5673;19,101;17,7108;2,43316;0,013121;3,57076;4,60093;+
Q9N4H7(494);22,927;23,0604;22,1558;23,1908;20,7951;18,3142;21,607;17,763;1,80491;0,0401035;3,21371;3,33696;+
Q9N4H7(1002);21,2183;20,9354;19,662;19,4208;19,1754;21,7034;19,8409;19,621;0,116362;0,78774;0,223958;0,312883;
Q9N4I3(114);20,7437;19,8788;21,1305;16,9031;20,6335;20,6936;20,6595;21,5093;0,579832;0,352222;-1,20994;-1,23462;
Q9N4I3(234);21,0991;20,5971;18,8917;21,6859;19,3766;20,6949;19,2489;19,5488;0,582418;0,351768;0,851163;1,23914;
Q9N4I3(151);20,0956;18,5327;19,5346;17,5686;17,9999;19,4314;19,65;20,2458;0,217447;0,654253;-0,398938;-0,543903;
Q9N4I3(80);21,0222;19,8976;18,2989;20,5461;19,255;18,9746;18,966;21,3531;0,139128;0,75566;0,304005;0,367456;
Q9N4I3(97);18,6018;21,345;18,3108;19,8766;19,4398;20,2773;20,0327;20,548;0,311681;0,557946;-0,540925;-0,738843;
Q9N4I3(137);21,1606;21,114;21,1866;20,3726;20,9127;21,618;20,352;20,8914;0,0155515;0,974733;0,0149479;0,0459713;
Q9N4I4(132);22,1147;21,5676;20,3462;23,1752;20,1773;21,1486;18,6898;18,8743;1,34207;0,0880856;2,0784;2,51667;
Q9N4I4(146);18,2344;21,0042;19,759;21,7347;20,2937;19,8217;21,4997;21,9157;0,326004;0,543157;-0,699639;-0,767208;
Q9N4I4(129);18,5534;18,9464;20,3567;20,8407;19,656;20,266;18,8596;21,6498;0,214957;0,65694;-0,433538;-0,538524;
Q9N4I4(117);24,8583;24,7152;27,7822;25,6317;21,4719;18,8102;20,3704;20,3143;3,07465;0,0046802;5,50514;6,1568;+
Q9N4J2(1550);24,0065;23,8806;21,995;24,8873;22,8099;21,7981;21,6358;23,9375;0,686996;0,292682;1,14703;1,41938;
Q9N4J8(537);19,2543;18,7811;19,0749;18,2458;19,363;16,7838;19,5047;19,4448;0,0319458;0,947443;0,0649343;0,0928017;
Q9N4J8(383);18,42;21,2092;19,7885;20,4275;21,4739;19,4826;18,9686;21,2998;0,152311;0,736109;-0,344915;-0,39831;
Q9N4J8(126);19,2228;19,0667;19,6522;19,4209;20,0884;19,3293;16,9002;18,9615;0,317942;0,551828;0,520792;0,751277;
Q9N4M4(8209);20,3631;21,4711;21,158;20,0293;20,6521;19,5058;19,429;19,0161;1,19853;0,117384;1,10459;2,27411;
Q9N4M4(3816);19,0735;20,572;20,4532;19,5094;18,3049;19,6717;19,2261;20,536;0,338447;0,532241;0,467336;0,791619;
Q9N4M4(3513);21,2388;20,2145;19,4435;20,5146;22,1732;22,3398;22,1582;19,8042;0,90194;0,203673;-1,26597;-1,78026;
