ProteinAccessions;log2 N2_d15_01;log2 N2_d15_02;log2 N2_d15_03;log2 N2_d15_04;log2 N2_d10_01;log2 N2_d10_02;log2 N2_d10_03;log2 N2_d10_04; -Log Student's T-test p-value N2_d15_N2_d10;Student's T-test q-value N2_d15_N2_d10; Student's T-test Difference N2_d15_N2_d10;Student's T-test Test statistic N2_d15_N2_d10;Sign p-val: 0.05 
A7LPG5;18,501;18,5544;18,4964;18,7821;20,5226;19,4723;19,6272;20,8033;2,40904;0,000704212;-1,52288;-4,54826;+
A7LPH5;14,6129;14,4309;14,2804;14,8791;16,4812;16,1217;16,1351;17,643;2,76232;0,000363427;-2,04443;-5,35974;+
A7LPI4;15,0079;13,5074;15,2968;15,7988;13,6636;14,0056;14,445;14,8512;0,553263;0,11;0,661362;1,18798;
A7LPI7;12,398;12,1607;12,0517;12,5147;14,5029;13,9383;14,1618;15,1105;3,61992;0;-2,14707;-7,76531;+
A7LPJ5;16,2764;15,3797;16,062;15,5882;17,9344;18,8143;18,7017;17,803;3,53592;0;-2,48675;-7,49739;+
A7WK39;16,5154;16,1577;15,9196;15,2532;15,9551;15,7123;15,8519;17,2375;0,20426;0,40014;-0,227705;-0,515259;
A7WK43;12,4894;12,191;12,2149;12,6309;14,2524;14,4438;14,2535;14,7731;4,81072;0;-2,04914;-12,5775;+
A8WFF4;13,3554;14,0909;13,9287;13,9303;14,1626;14,2703;14,4654;15,083;1,36644;0,01075;-0,668985;-2,55827;+
A8WFI3;13,636;15,0703;15,3714;14,8808;15,784;15,996;15,898;14,9872;1,08182;0,0237574;-0,926671;-2,07919;+
A8WFJ8;14,2583;13,7223;13,7667;13,3677;15,8712;15,2782;16,1312;16,3225;3,46359;0;-2,12207;-7,27288;+
A8WFK6;18,0165;18,0134;17,8218;17,955;17,2533;17,2247;17,6494;20,3028;0,0756939;0,713751;-0,155868;-0,210758;
A8WFM5;12,5317;12,12;12,2505;12,6723;17,081;17,2559;16,4813;16,7586;6,13003;0;-4,5006;-21,0867;+
A8WHM5;12,3856;12,166;12,3355;12,4497;13,5245;14,2877;14,3313;15,0935;3,03696;5,90E-05;-1,97502;-6,05622;+
A8WHN5;12,4094;11,9641;12,0992;12,337;14,2785;14,1676;14,1121;14,2561;5,73934;0;-2,00114;-18,1133;+
A8WHS3;12,3736;12,0587;11,7517;12,7992;14,2737;13,491;14,0608;14,818;2,78199;0,000367442;-1,91508;-5,4076;+
A8WHT8;12,5208;11,8681;12,2462;12,6873;14,4367;14,1244;14,2327;14,6101;4,1531;0;-2,02035;-9,66567;+
A8WIT0;12,3263;9,21074;11,9059;12,6453;14,1973;14,4298;14,4162;14,9811;2,00505;0,00211008;-2,98404;-3,71725;+
A8WJ47;12,5688;12,0997;12,3393;12,7498;13,727;14,0866;13,7978;14,9127;2,82892;0,00029104;-1,69165;-5,523;+
A8XJ46;12,3348;11,985;11,9415;12,4438;14,5012;14,4252;14,1581;15,0482;4,35327;0;-2,35688;-10,4789;+
A9CZN9;13,5063;14,6415;13,1017;13,4613;13,8381;14,3663;14,458;15,1609;0,918389;0,0374858;-0,778126;-1,80761;+
A9D0C6;14,8469;14,3982;14,5281;15,1594;15,4719;15,4694;14,3078;16,047;0,714901;0,0677871;-0,590863;-1,4668;
A9D2X7;14,7925;15,0166;14,4831;15,8356;17,6489;17,3456;16,8659;18,9839;2,60064;0,000483307;-2,67912;-4,97741;+
A9D4S6;14,6065;13,8259;14,5867;14,7022;16,0659;16,7486;16,4387;17,3221;3,24217;6,92E-05;-2,21348;-6,61944;+
A9QY28;14,0059;12,6624;12,7111;13,4368;13,7134;14,276;14,3275;14,9343;1,46566;0,00826256;-1,10875;-2,72915;+
A9UJN4;14,9886;14,7531;15,0268;15,008;15,6053;15,235;16,1117;17,0864;1,40311;0,00974025;-1,06548;-2,62113;+
A9UJN7;16,1288;16,188;16,2562;16,4243;17,7639;17,7668;17,9786;17,9028;5,90646;0;-1,6037;-19,3316;+
A9UJP1;13,8785;12,268;13,6672;13,9229;15,4568;14,9218;15,7713;14,5128;1,9405;0,00237326;-1,73156;-3,59257;+
A9Z1J8;15,4267;14,5694;14,1716;14,0789;16,0238;16,6028;16,0195;18,1105;1,97611;0,00230451;-2,12753;-3,66111;+
A9Z1L6;12,313;11,9857;12,0919;12,794;14,1985;14,3202;14,3127;14,9337;3,91278;0;-2,14511;-8,76414;+
B0M0L9;14,713;15,0301;14,9335;15,2326;13,4423;13,9603;13,8516;14,132;3,095;6,16E-05;1,13077;6,21162;+
B0M0N9;12,3866;13,5398;14,3451;12,63;14,3541;13,9953;14,388;15,0647;1,30101;0,0130098;-1,22515;-2,44687;+
B1GRJ8;12,4155;12,1587;12,0249;12,6821;14,3257;14,377;14,3595;15,081;4,11354;0;-2,21551;-9,51182;+
B1GRK5;12,5784;11,4851;12,2282;11,9884;14,2534;14,0422;13,6868;14,5821;3,36744;0;-2,07111;-6,983;+
B1GRL0;14,4026;13,7691;14,3725;14,5838;17,3346;17,1986;16,5998;17,1168;4,61259;0;-2,78045;-11,6249;+
B1GRL5;11,8149;11,3409;12,2075;12,6438;14,3979;13,6496;14,3693;14,6734;3,17208;6,57E-05;-2,2708;-6,4227;+
B1Q241;12,5759;12,0735;12,0252;12,483;14,0277;15,3214;15,1808;16,4819;2,89486;0,000187579;-2,96354;-5,68811;+
B1Q250;18,0284;17,7685;17,9088;18,645;18,6183;18,3235;18,6116;19,9792;0,973162;0,031863;-0,795455;-1,89861;+
B1Q254;12,772;13,591;14,4269;14,5811;16,1249;16,643;15,5257;16,5495;2,53975;0,000462709;-2,36803;-4,83832;+
B1Q273;20,8343;20,1885;20,2513;19,8619;18,0607;17,3709;18,6051;18,0486;3,3698;0;2,26267;6,99;+
B1V898;14,7657;14,1918;13,9001;15,0937;16,4037;16,7078;16,3703;17,7718;2,80635;0,000375074;-2,32561;-5,46729;+
B1V8A0;16,4355;15,7936;15,7784;16,3274;17,4061;17,3289;17,2885;17,7031;3,31893;0;-1,34791;-6,84037;+
B2D6L4;14,566;14,082;14,0349;14,8838;18,0854;17,5341;15,731;19,0954;2,33401;0,000857792;-3,2198;-4,38672;+
B2D6L8;12,5246;11,7917;12,3329;12,7441;14,0772;14,4255;14,1114;14,8202;3,54564;0;-2,01022;-7,52798;+
B2D6L9;12,5702;11,9189;12,2968;12,7069;17,3659;17,0211;18,2661;18,4081;5,11097;0;-5,39212;-14,1615;+
B2D6P1;16,4182;16,4345;16,4881;16,9181;17,299;17,4412;17,5459;18,4901;2,06119;0,00181442;-1,12931;-3,82737;+
B2FDA8;15,4888;14,8274;15,2908;15,6941;15,7577;16,0919;15,5637;16,6309;1,21381;0,0165573;-0,685733;-2,29975;+
B2MZA9;14,2804;14,1794;14,358;13,7457;14,2249;13,8437;14,0575;14,7123;0,1107;0,608116;-0,0687494;-0,299041;
B3CJ34;16,5938;16,6;16,6426;16,8312;17,3856;17,6247;17,9469;17,8975;3,49959;0;-1,04677;-7,38391;+
B3CKG1;17,5769;17,0488;17,1785;16,7428;16,6914;18,401;16,5479;17,4519;0,109896;0,610658;-0,136313;-0,297066;
B3GWA1;15,673;15,6498;15,7711;15,919;17,5114;18,125;17,4754;18,319;4,09702;0;-2,10447;-9,44822;+
B3GWA6;12,2447;12,1667;12,2923;12,7511;14,3131;13,3176;13,6268;15,0703;2,23454;0,00116688;-1,71824;-4,17789;+
B3GWB9;15,1176;15,115;15,879;15,6468;15,718;15,7145;15,8663;15,7972;0,857663;0,0444172;-0,334397;-1,70653;+
B3GWC0;14,1176;14,2149;14,7745;15,4022;14,1909;14,3049;13,3116;14,5708;0,630814;0,0872677;0,532743;1,32311;
B3WFT8;17,0743;16,7466;16,7905;17,1877;18,1428;18,5035;17,6286;19,58;1,91638;0,00252585;-1,51397;-3,54649;+
B3WFV9;15,5613;14,9492;14,6119;15,7683;17,6418;17,0699;17,3032;18,5223;2,93747;0,000151634;-2,41165;-5,79669;+
B3WFW5;15,4659;15,657;15,2002;15,696;17,1198;17,0794;17,4683;18,0421;3,5979;0;-1,92267;-7,69433;+
B3WFW9;18,2318;16,4168;16,9968;17,5397;13,9498;14,2268;14,0189;15,0046;3,22219;6,78E-05;2,99626;6,5629;+
B3WFX4;14,531;13,9606;13,8532;14,7755;14,4045;14,4022;14,3909;15,0847;0,467849;0,145921;-0,290519;-1,0351;
B3WFY7;12,4801;11,7592;12,2735;12,5928;14,3633;14,3881;13,8549;14,5373;3,83125;0;-2,00948;-8,47557;+
B3WFZ3;14,2741;13,7518;14,1349;13,9263;14,2445;14,2562;14,4495;15,0169;1,14836;0,019857;-0,47;-2,19013;+
B4DCT1;15,0449;13,7903;17,8904;15,0507;15,3088;15,6173;15,5757;16,25;0,100551;0,637806;-0,243877;-0,273936;
B4E3X6;15,6153;15,9737;15,711;15,2431;17,0095;17,1868;17,8677;17,3492;3,43579;0;-1,71751;-7,18807;+
B5BM32;15,7102;14,8373;15,3226;15,1635;17,0811;17,0026;16,7816;18,4895;2,54445;0,000463415;-2,08028;-4,84898;+
B5BM45;14,6245;14,7698;14,4548;14,7148;14,3949;14,7423;14,0391;15,1387;0,0924318;0,661608;0,062211;0,253571;
B5BM47;15,0982;14,852;14,8823;15,6493;17,5422;16,1444;16,6842;17,5562;2,5005;0,00045283;-1,86131;-4,75002;+
B5U8N2;16,1296;16,8009;16,1411;16,155;18,2012;17,8516;17,4279;18,4945;3,00199;0,00010137;-1,68712;-5,96404;+
B5U8P0;15,0935;15,2968;14,6281;16,1005;16,6449;17,4097;16,8427;16,9181;2,52978;0,000459677;-1,6741;-4,81579;+
B5WWL2;16,0818;15,4881;14,8347;15,8686;16,4549;17,2858;16,6972;16,952;2,10755;0,00172635;-1,27916;-3,91952;+
B5WWM0;13,5142;11,7001;13,9189;13,6842;15,0618;15,8357;15,7531;16,7415;2,29549;0,000984479;-2,64369;-4,30514;+
B6EU63;18,2574;17,4922;16,6841;19,0327;20,3267;19,3036;18,9664;20,6946;1,62535;0,00519458;-1,95625;-3,01019;+
B6VQ41;13,9858;13,2417;14,0713;14,0186;15,3469;15,7393;15,2466;15,4284;3,44127;0;-1,61096;-7,20471;+
B6VQ55;14,7664;15,5792;14,6456;15,1225;14,4966;13,6176;14,4375;14,7197;1,16841;0,0184492;0,710611;2,22365;+
B6VQ59;12,5164;11,391;11,8456;13,2837;14,144;14,0507;14,3271;15,1306;2,38029;0,000746741;-2,15394;-4,48593;+
B7FAR9;17,7428;18,1708;17,8004;18,1964;20,0166;20,6057;20,0131;21,1529;3,77314;0;-2,46949;-8,27494;+
B7FAS6;14,9479;14,4477;14,5155;14,3486;14,0256;14,3147;13,9179;14,7053;0,718056;0,0672501;0,324044;1,47214;
B7WN63;18,197;18,3481;17,927;18,3317;19,1238;19,7166;19,9244;17,6863;0,897834;0,0397651;-0,911808;-1,77343;+
B7WN66;10,0465;12,364;11,8275;13,0945;11,7635;13,6008;13,7255;13,9306;0,873082;0,0425933;-1,42201;-1,73223;+
B7WN71;16,8418;16,1891;14,8655;16,9858;17,0989;17,6394;17,28;17,8137;1,28714;0,0134665;-1,2374;-2,42339;+
B7WN91;16,296;16,2261;15,923;16,5767;18,0157;18,2831;17,5571;18,7725;3,2416;6,91E-05;-1,90163;-6,61783;+
B7WN92;15,6346;14,6323;14,3843;15,3678;16,4208;16,5752;16,059;17,3186;2,14715;0,00148945;-1,58864;-3,99913;+
B7WN95;17,885;18,7763;18,5146;18,6269;19,0005;15,8897;17,8319;19,3238;0,219568;0,374506;0,439232;0,548475;
B7WNA1;14,5876;13,7001;14,4765;14,2175;13,7752;13,9001;14,2915;15,0662;0,0123011;0,948882;-0,0128336;-0,0364932;
B7WNB3;15,5149;15,6863;16,0166;14,8442;14,4808;14,4472;13,9742;14,9229;1,82559;0,00313217;1,05924;3,37543;+
B9WRS6;15,5295;15,1868;15,6781;15,1789;15,7648;16,5235;16,7173;17,7323;1,6443;0,00493773;-1,29116;-3,0441;+
B9WRT9;14,412;13,7365;14,3783;13,9422;14,3934;14,1151;14,1046;15,1334;0,49785;0,131799;-0,319393;-1,08937;
B9WRU1;7,76826;12,8303;8,64075;12,801;14,4172;14,4459;13,7718;14,5391;1,5025;0,00738736;-3,78342;-2,79329;+
C0KDV0;16,0706;13,8504;13,1924;14,6809;18,7132;18,0455;17,6258;18,0507;2,83825;0,000261185;-3,66028;-5,54615;+
C0P274;12,4635;12,0263;12,3203;12,6762;14,4935;14,4208;14,1742;14,7707;4,56578;0;-2,09327;-11,4099;+
C0P278;14,6472;14,5612;14,9441;15,1241;16,4681;16,7434;16,4556;16,5297;4,64927;0;-1,73005;-11,7961;+
C0P283;13,9214;13,1448;13,3374;12,9056;14,3059;14,2818;13,7176;15,1412;1,52696;0,00692357;-1,03434;-2,83609;+
C0VXV6;16,6552;15,6461;15,6652;14,8976;18,0242;17,8594;17,9185;18,7318;2,95746;0,000154255;-2,41748;-5,84817;+
C0Z1Y6;12,4221;11,9443;11,6546;12,2135;14,0922;14,1999;14,4401;14,9353;4,08622;0;-2,35824;-9,40687;+
C0Z1Y9;14,7586;15,1781;14,747;14,5021;16,6831;17,2658;16,8257;17,738;3,82016;0;-2,33169;-8,43694;+
C0Z3L6;13,0197;12,6694;12,4905;12,958;14,1582;14,435;14,2659;15,1686;3,24898;6,95E-05;-1,72253;-6,63881;+
C1P622;16,7482;16,2701;18,5598;16,3673;18,6648;19,2838;18,7666;20,1829;1,89829;0,00271976;-2,23822;-3,51211;+
C1P627;15,4058;15,454;15,5792;15,8502;16,4958;16,5218;16,3293;16,9035;3,13043;6,35E-05;-0,990344;-6,30797;+
C1P629;15,3783;15,3502;15,2616;15,5918;15,6794;16,5148;15,6025;14,8555;0,328625;0,241293;-0,267589;-0,772366;
C1P633;10,246;15,0294;15,0309;9,09199;13,7275;14,2167;14,4729;14,4418;0,551165;0,11077;-1,86513;-1,18429;
C1P648;13,8462;13,626;14,1855;13,5106;13,8854;14,1983;14,2085;14,9719;0,978388;0,0313903;-0,523937;-1,90729;+
C2BR91;14,1261;12,7317;14,3617;13,7601;17,5991;16,894;17,4165;17,7695;3,9883;0;-3,67486;-9,03909;+
C2BR94;14,5057;16,1689;13,3735;15,1346;14,0848;14,3043;14,3843;14,8564;0,262651;0,312727;0,388216;0,639381;
C2BR97;13,5923;13,0195;13,3614;14,2868;15,8907;15,2582;15,188;16,8551;2,5011;0,00045328;-2,23299;-4,75136;+
C3JXE2;14,34;11,7704;13,2255;13,1388;13,9537;14,437;14,2124;15,0244;1,18194;0,0178434;-1,28822;-2,2463;+
C5NU64;12,1254;12,0943;12,3093;12,7688;13,7983;14,2026;14,4639;14,9044;3,44738;0;-2,01786;-7,22333;+
C5VUK2;15,6605;14,7843;15,067;15,9131;16,5592;15,8936;14,835;16,5917;0,595037;0,0972271;-0,613642;-1,26114;
C6KRG1;16,2844;15,6633;16,1479;16,2139;18,3717;18,3677;18,5529;18,873;4,9668;0;-2,46393;-13,3788;+
C6KRI7;15,169;15,9066;15,7664;16,1966;17,9312;17,8045;17,8647;18,0515;4,15412;0;-2,15331;-9,66967;+
C6KRI9;16,5984;16,1775;15,828;18,1129;17,6218;16,9991;17,7597;17,0401;0,589687;0,0986532;-0,675967;-1,25182;
C6KRJ5;14,8662;14,1865;14,2029;14,433;15,9489;16,4196;16,8092;16,5726;3,79986;0;-2,01544;-8,36667;+
C6KRK8;15,4008;15,2958;15,4335;15,7229;18,1852;17,9407;18,7807;19,6979;3,67328;0;-3,1879;-7,93968;+
C6KRN1;15,0947;14,4313;14,6079;14,5827;17,2644;16,5865;16,3102;17,5104;3,40121;0;-2,23875;-7,08372;+
C6KRN4;20,0646;19,4587;19,7649;19,2179;19,8829;19,1746;19,7118;20,0325;0,103703;0,628736;-0,073945;-0,281773;
C6KRP5;14,0319;14,9547;14,2772;13,2496;16,3249;16,6094;16,1014;16,8442;3,03125;5,89E-05;-2,34162;-6,04108;+
C7FZU3;16,0571;15,795;16,0172;15,8461;16,8407;16,4102;16,4582;17,6618;1,66555;0,00464451;-0,913878;-3,08228;+
C7FZU5;17,2608;16,9587;16,1715;16,8248;16,6745;17,7949;17,8552;16,6735;0,505172;0,12899;-0,445565;-1,10252;
C7IVR4;15,3925;14,8906;15,4981;15,49;13,5437;14,3749;14,408;15,024;1,5709;0,00616055;0,980137;2,91344;+
C7IVS4;15,5358;14,3496;15,2198;15,2981;14,7101;15,5664;15,4407;16,1165;0,405763;0,181004;-0,357628;-0,920411;
C9IY22;16,207;16,347;16,4039;16,1374;17,6932;17,68;17,7684;18,4037;3,91113;0;-1,6125;-8,75823;+
D0G915;12,3637;12,1552;12,3273;12,7661;14,4994;14,3524;14,4703;15,1081;4,31712;0;-2,20447;-10,3276;+
D0IMZ5;19,2743;19,3958;19,2577;19,7969;20,8043;20,9097;20,7473;21,1264;4,16417;0;-1,46577;-9,70908;+
D0PV95;15,9185;16,4081;16,0542;16,1609;16,8123;17,5673;16,081;17,3193;1,24559;0,0150836;-0,809545;-2,35323;+
D0VWM4;12,2687;12,192;11,7831;12,3624;13,9447;14,3585;13,9908;15,1668;3,41812;0;-2,21363;-7,1346;+
D0VWM8;15,2158;14,6007;14,777;14,7114;15,103;15,6739;15,3619;14,773;0,863342;0,0436668;-0,401709;-1,71599;+
D0Z5N1;13,4732;15,0829;15,2402;12,5466;13,9497;14,2801;14,3766;14,9466;0,171977;0,459565;-0,302553;-0,443407;
D0Z5P0;13,1944;13,4158;13,2615;13,5736;14,7697;15,4799;15,4158;16,229;3,30773;0;-2,11225;-6,80778;+
D1MN75;21,6155;22,5413;21,4125;22,9684;25,1042;24,2499;24,5379;24,2282;2,88322;0,000217909;-2,39566;-5,65869;+
D1MN80;15,7402;14,2761;13,0394;14,5411;14,5161;15,2461;14,4294;14,9211;0,266557;0,307752;-0,379015;-0,647448;
D3NQ92;12,4151;12;12,2061;12,3092;14,4864;14,3331;14,455;14,1522;5,75652;0;-2,12406;-18,235;+
D3NQA9;16,4426;15,1539;15,6468;17,2634;14,2355;13,6996;14,2403;14,864;1,93819;0,0024327;1,86686;3,58815;+
D3YT13;15,2371;15,3191;15,3447;15,6389;17,4028;15,8804;16,5031;15,859;1,47815;0,00802775;-1,02639;-2,75085;+
D3YT36;14,8605;14,534;14,6237;15,7319;17,7714;17,2894;16,9462;18,4297;3,13731;6,39E-05;-2,67163;-6,32681;+
D3YT46;16,2077;15,3524;14,9869;15,7134;14,9679;14,8745;15,4887;15,7763;0,370845;0,205177;0,288235;0,854256;
D3YT50;12,5683;12,1219;11,6127;12,7499;14,3332;14,1512;14,0557;15,0446;3,12934;6,33E-05;-2,13298;-6,30499;+
D3YT56;18,1828;18,0964;18,2407;18,3383;19,3313;19,2022;19,2685;20,1632;2,82893;0,000291215;-1,27672;-5,52302;+
D3YT78;14,0031;14,1086;14,6002;13,9569;16,3459;16,2149;16,1978;16,1696;4,99122;0;-2,06482;-13,5084;+
D4YW53;19,865;19,6033;18,6823;20,7712;18,3487;16,9718;17,089;17,9148;2,12922;0,00157895;2,14941;3,96296;+
D4YWC3;19,7692;19,3144;19,9785;19,786;20,9022;20,7388;21,2636;21,587;3,00577;5,77E-05;-1,41088;-5,97394;+
D5MCN2;17,7518;18,2921;17,6816;17,6494;18,5824;20,2214;17,7377;19,3077;1,05581;0,0255181;-1,11855;-2,03591;+
D5MCQ1;14,793;13,7589;14,1867;14,193;14,247;14,3231;14,4152;14,8701;0,399101;0,18518;-0,230937;-0,90789;
D5MCQ2;17,0991;16,9088;16,5546;17,2806;19,6485;19,8804;19,6889;21,3648;3,46337;0;-3,1849;-7,27221;+
D5SGZ9;11,9632;12,294;11,9698;12,7869;13,8811;14,0727;14,1573;14,7871;3,42203;0;-1,97109;-7,14641;+
D6R8W5;14,5602;14,7635;15,1083;13,8754;13,9095;14,4408;14,3587;14,6658;0,325459;0,244274;0,233163;0,766132;
D6R8W9;13,8429;13,7453;14,3304;14,1567;14,3146;13,9075;14,4058;15,1219;0,71065;0,0685726;-0,418655;-1,45959;
D6RYD3;17,2362;15,8424;15,8405;16,033;16,4623;16,0522;15,4921;16,1721;0,19392;0,417569;0,193331;0,492522;
D7SFI3;17,3983;16,965;17,2991;17,2384;19,7675;19,3454;19,6267;19,7064;5,74298;0;-2,38631;-18,139;+
D7SFQ5;14,6642;13,9744;14,3208;14,606;17,0542;15,6827;17,1158;17,1892;3,02394;5,87E-05;-2,36908;-6,02176;+
D7UU24;14,4261;14,7031;15,0624;15,0386;15,6557;16,658;15,6287;16,9006;2,0705;0,00175661;-1,4032;-3,84578;+
D9N122;14,9103;14,5917;14,6165;14,9447;15,9344;16,6178;16,2179;16,2568;3,93429;0;-1,49093;-8,84171;+
D9PTP5;15,1097;14,822;15,4318;15,0547;15,9898;16,3853;15,6963;17,2633;1,83157;0,00310905;-1,22915;-3,38658;+
E0AHA7;14,1569;14,696;15,6214;15,2288;17,344;17,0334;16,9902;17,6721;3,22015;6,76E-05;-2,33417;-6,55713;+
E0R7L2;15,8487;15,6391;15,5814;15,3028;17,8391;16,2137;17,6447;17,4797;2,35218;0,000849428;-1,7013;-4,42552;+
E1B6Q6;12,583;12,1602;12,206;12,7508;14,0145;14,4027;14,4071;14,6715;4,20221;0;-1,94896;-9,85971;+
E1B6Q7;14,787;14,6529;14,9356;14,76;14,8342;15,0874;14,7233;15,5927;0,654646;0,0809771;-0,275535;-1,36409;
E1B6R3;14,4655;14,4498;14,7009;16,7392;14,0817;14,2063;14,3456;14,705;0,631829;0,086955;0,754214;1,32486;
E1B6S4;12,3926;12,1802;12,1427;12,789;14,4038;14,1918;13,6258;14,544;3,45508;0;-1,81525;-7,24683;+
E1B6T7;13,9738;15,9663;15,8508;16,4928;16,7712;18,1462;18,074;18,4522;1,86325;0,00275009;-2,28999;-3,44593;+
E1B6V1;17,3207;18,0626;17,8293;18,0974;18,6058;18,672;19,9492;19,2736;1,94321;0,00235851;-1,29768;-3,59777;+
E1B6W2;12,1093;13,8533;13,4525;12,9971;14,7449;14,3979;14,5698;14,1332;1,8521;0,00282895;-1,35841;-3,425;+
E2JKY9;12,3716;12,1543;12,2703;12,7117;14,1982;14,282;13,9273;14,0518;4,71546;0;-1,73785;-12,1108;+
E2JKZ0;15,5971;15,3998;15,8324;14,7457;15,1983;15,2865;14,211;16,4263;0,0801165;0,698823;0,113243;0,222184;
E2JL03;14,6177;14,6683;14,6584;17,0199;14,346;13,8122;14,361;15,0041;0,641505;0,084412;0,860201;1,34152;
E3CTH1;12,582;12,0586;12,3062;12,7326;14,4699;14,4149;14,3687;15,1318;4,06246;0;-2,1765;-9,31642;+
E3W741;16,0881;16,0674;16,1904;15,3595;16,2843;16,3153;18,2249;18,0404;1,20681;0,0169064;-1,28988;-2,288;+
E3W759;18,6472;18,5339;18,6307;18,6406;19,6361;18,9631;19,0041;20,9014;1,17629;0,0181876;-1,01308;-2,23684;+
E3WIS3;17,5673;17,4267;16,6914;17,6208;14,3711;14,0979;14,2911;14,8615;4,43293;0;2,92114;10,8194;+
E5QCE7;14,4947;14,8087;17,9092;12,9415;16,7276;15,8053;16,1872;1,13108;0,271032;0,302095;2,57572;0,656662;
E5QCF6;15,0313;14,7579;14,747;14,6124;15,8281;16,3289;15,7215;16,3323;3,32903;0;-1,26555;-6,86989;+
E5QCI8;13,2126;12,755;13,1701;12,7282;13,2191;13,5725;14,4395;14,6182;1,48163;0,00794188;-0,995838;-2,75689;+
E5QCJ3;12,5698;12,1729;12,3147;12,6845;13,7351;14,3956;14,4619;14,8776;3,48274;0;-1,93208;-7,33176;+
E8MDW0;15,5016;14,4932;15,1508;15,6536;17,2618;18,211;16,8564;19,2765;2,39617;0,000725047;-2,70166;-4,5203;+
E9P8A3;15,3316;15,5071;15,7449;16,416;16,3074;16,5875;16,4904;18,2056;1,21169;0,0167385;-1,14787;-2,2962;+
E9RKC7;15,4429;14,3386;15,1145;15,1257;17,5861;16,5525;16,1951;16,9021;2,5081;0,000454863;-1,80354;-4,76704;+
F0IWV1;12,3341;12,1084;12,1212;12,6829;13,7513;13,774;14,4371;14,6627;3,33419;0;-1,84459;-6,885;+
F1LIM6;17,2166;15,8777;16,6339;17,628;17,1229;17,3762;17,6974;16,4785;0,301134;0,267885;-0,329715;-0,717766;
F3Y5P3;17,3907;17,7993;18,173;17,992;19,2066;19,5764;19,0333;19,3396;3,42062;0;-1,45025;-7,14214;+
F5GU60;14,9606;14,7504;14,8017;14,9395;15,9385;15,7122;16,0177;16,3777;3,62738;0;-1,14848;-7,78951;+
F5GU86;15,598;15,3826;15,605;15,6267;16,7429;16,834;16,7299;17,0487;5,0437;0;-1,28579;-13,791;+
F5GU98;14,1504;14,1243;14,6193;14,6614;15,4384;15,297;15,1611;15,167;2,81745;0,00034565;-0,876983;-5,49463;+
F5GUF6;16,1074;15,2053;15,5495;14,9254;14,3814;13,7267;13,7745;15,1514;1,52714;0,0069258;1,18841;2,8364;+
F5GUG4;15,7027;14,6147;14,6941;15,414;14,478;14,0859;13,9542;14,5207;1,50339;0,00737951;0,846668;2,79484;+
F5GUG6;16,3339;15,7566;15,7285;17,2061;18,4186;18,7319;17,7059;20,4678;2,03825;0,00192995;-2,57475;-3,78218;+
F5GUH5;15,035;14,2654;14,4364;14,5084;16,9093;17,067;16,7736;17,3154;4,71642;0;-2,45502;-12,1154;+
F5GUI0;16,2425;16,4594;16,6988;16,6779;16,2475;15,352;16,2903;16,7724;0,51733;0,123797;0,35404;1,12426;
G1K0V8;18,9825;18,8282;19,2043;18,629;20,9958;20,8567;20,2766;21,7373;3,14304;6,45E-05;-2,05559;-6,34253;+
G1K0V9;16,2879;15,8873;16,1419;16,6368;16,9652;16,6838;17,0595;17,5582;1,86431;0,00275208;-0,828197;-3,44794;+
G1K0X0;18,1126;17,8546;18,0814;18,0711;18,4274;18,3458;18,3616;18,7518;2,12129;0,00166421;-0,441705;-3,94703;+
G1K108;15,4179;15,3022;14,9462;13,8917;17,2638;15,5619;15,1284;17,5755;1,11235;0,0218602;-1,49289;-2,13004;+
G2HK02;15,2383;14,6537;14,657;15,3567;16,487;15,9339;16,0186;16,8407;2,50253;0,000453731;-1,34367;-4,75456;+
G2HK16;14,9837;13,7744;15,5805;14,2619;14,1941;14,3788;14,2617;15,0463;0,155676;0,4936;0,17988;0,406104;
G3MTX2;12,154;12,1544;12,2325;12,5663;14,2238;14,3993;14,4142;14,8432;4,96171;0;-2,19332;-13,3519;+
G3MU08;12,4733;12,1123;12,3444;12,7856;14,4062;14,26;14,3353;14,7967;4,46509;0;-2,02064;-10,9597;+
G3MU11;13,614;13,5652;14,0303;14,0613;14,361;14,4295;14,4899;15,1609;1,88172;0,00272328;-0,792662;-3,48076;+
G3MU14;16,3961;16,3502;16,892;15,5485;14,0649;14,1704;13,6074;15,1188;2,556;0,000468895;2,05633;4,87519;+
G3MU28;14,7988;14,4226;14,6605;15,0998;15,4282;14,9964;15,0548;15,2667;1,3634;0,0108809;-0,441094;-2,55307;+
G3MU38;16,0089;16,2552;16,3477;16,6224;16,7387;16,8459;17,0497;17,4867;1,87368;0,00272052;-0,721713;-3,46558;+
G3MU79;16,6698;16,3694;16,3874;17,0069;16,6385;16,7482;16,9025;17,4793;0,671834;0,0770536;-0,333794;-1,39351;
G3MU88;17,9284;17,9965;18,0574;17,9889;19,4524;18,734;19,7724;20,3055;2,51136;0,000455544;-1,57325;-4,77435;+
G4RT11;11,1037;13,7462;15,0019;14,7184;16,215;15,9255;15,5471;17,0613;1,44552;0,00867892;-2,5447;-2,69425;+
G4RYA5;15,3117;15,2793;15,3349;15,1195;16,272;16,1758;15,9958;16,1548;4,65458;0;-0,88826;-11,821;+
