Leading.proteins.Positions.within.proteins;log2 eat2_d10_01;log2 eat2_d10_02;log2 eat2_d10_03;log2 eat2_d10_04;log2 eat2_d1_01;log2 eat2_d1_02;log2 eat2_d1_03;log2 eat2_d1_04; -Log Student's T-test p-value eat2_d10_eat2_d1;Student's T-test q-value eat2_d10_eat2_d1; Student's T-test Difference eat2_d10_eat2_d1;Student's T-test Test statistic eat2_d10_eat2_d1;Sign p-val: 0.05 
H2FLK8(169);20,5676;21,5318;20,8815;20,4774;20,124;21,7817;19,3264;21,4094;0,123799;0,760292;0,204182;0,330901;
H2FLK8(178);19,3948;19,4304;20,3352;20,8008;20,7802;20,1081;21,1653;20,7578;0,875567;0,16494;-0,712513;-1,73636;
H2FLK8(1109);21,4238;19,4389;20,3755;20,0469;18,9865;20,2428;21,6616;19,9638;0,0548136;0,877854;0,10762;0,155632;
H2FLK8(1118);21,8543;21,2622;21,8352;18,6246;20,5016;21,1753;21,4224;20,7797;0,0327684;0,927153;-0,0756731;-0,0951102;
H2FLK8(853);21,6663;21,7353;22,291;22,4756;19,3812;21,8917;21,369;21,0417;0,997221;0,127282;1,12112;1,93857;
H2FLK8(1071);21,8256;19,6294;21,2534;21,2931;20,7652;20,4709;21,6224;21,1154;0,00430473;0,989148;0,00690508;0,0128855;
H2FLK8(843);21,512;20,3179;21,373;21,18;20,6561;20,0793;21,082;20,6208;0,698705;0,233929;0,486132;1,43931;
H2FLK8(126);21,3114;19,3428;20,2797;21,1511;19,9062;21,1812;21,637;20,8117;0,254159;0,580546;-0,362745;-0,621743;
H2FLK8(343);20,7987;20,4086;21,2245;19,5763;19,2125;21,4252;21,8191;20,5211;0,135325;0,746775;-0,242472;-0,358457;
H2FLK8(15);21,9938;19,8021;20,8332;21,2211;20,1644;21,3448;21,6669;21,1544;0,0772407;0,834278;-0,120091;-0,214763;
H2FLK8(140);24,7851;24,687;23,5066;25,6779;20,0846;21,2369;20,9414;20,7158;3,60305;0,00309465;3,91946;7,71088;+
H2FLK8(156);21,6061;20,2554;20,9703;20,7241;20,0281;20,986;19,8303;20,5812;0,665326;0,251003;0,532564;1,38238;
H2FLK8(1249);23,628;23,35;25,1112;24,342;21,7222;23,0973;25,1624;23,5653;0,388736;0,442918;0,721014;0,888317;
H2FLK8(212);20,9332;21,673;22,4147;25,1651;19,7046;20,7172;21,733;19,9637;1,00928;0,125439;2,01688;1,9586;
H2FLK8(223);19,4904;20,4305;20,3681;21,4899;19,5875;21,4138;20,4568;20,7025;0,060729;0,86604;-0,0953751;-0,171454;
H2FLK8(252);20,8652;19,5069;21,2105;20,4079;19,7515;21,3442;20,5409;21,3934;0,190685;0,665337;-0,259888;-0,485357;
H2FLK8(139);25,179;23,6052;23,5066;27,6026;20,3725;20,3725;21,8576;20,5868;2,19198;0,0141235;4,176;4,09028;+
H2FLK8(1327);20,9509;21,1766;20,75;20,0063;20,9529;20,2077;21,3757;21,0943;0,208729;0,639739;-0,186731;-0,52501;
H2FLK8(330);20,6043;19,8154;21,3747;21,1945;22,7349;22,6033;21,2779;23,131;1,71013;0,0325862;-1,68956;-3,16293;+
H2FLK8(334);22,22;21,4587;23,889;22,5524;19,2142;21,6005;20,3013;21,3928;1,35654;0,0642395;1,90281;2,54135;
H2FLK8(1343);22,8373;21,5364;23,4917;26,3247;21,0549;20,9795;20,9373;20,1435;1,43713;0,0546745;2,76875;2,67975;
H2FLK8(1349);21,5933;19,2095;21,1785;21,3382;19,5091;21,3228;21,1975;19,9627;0,183092;0,675328;0,331844;0,468437;
H2FLK8(1357);22,7269;21,488;21,1196;19,1438;20,8315;21,6823;20,8673;19,8134;0,146191;0,726423;0,320947;0,384051;
H2FLK8(80);21,3861;21,0013;21,4231;19,2068;20,5329;21,008;21,3469;20,1484;0,00266794;0,992933;-0,00469589;-0,00800088;
H2FLK9(1137);21,9197;21,4265;21,526;21,2976;20,7773;20,533;21,284;20,2931;1,77003;0,0294171;0,820602;3,27249;+
H2FLK9(1144);20,8738;19,8664;20,5415;21,0875;20,9423;20,7788;21,0248;21,3453;0,718956;0,22617;-0,430505;-1,47367;
H2FLK9(1131);24,3286;22,7815;23,8546;23,8667;22,9701;24,142;24,0074;23,0352;0,14205;0,733858;0,169173;0,37434;
H2KYH5(232);21,4789;20,7206;21,6877;20,2464;26,6254;29,1339;28,9403;27,9011;4,4019;0,00195238;-7,11679;-10,6855;+
H2KYH5(372);21,72;20,9819;21,8724;20,3456;20,1293;21,9229;21,6312;18,701;0,32729;0,50383;0,633871;0,769741;
H2KYH5(384);21,7423;20,0987;19,897;21,2983;20,4171;22,8584;22,9996;21,6189;0,800389;0,19264;-1,21442;-1,61081;
H2KYH5(309);29,219;28,7554;27,987;25,8933;23,4579;28,3424;26,0849;26,9324;0,671376;0,247468;1,7593;1,39273;
H2KYH5(324);26,7674;26,3618;26,2679;25,6633;26,4848;25,8543;25,6681;25,8542;0,467812;0,373706;0,299774;1,03503;
H2KYH5(334);20,1673;20,7722;21,0932;20,663;24,5903;25,8577;25,9737;25,1086;4,78236;0,00124444;-4,70867;-12,4368;+
H2KYH5(219);21,89;20,4524;20,4363;21,1862;24,0636;23,2799;23,2426;23,2828;3,08735;0,00452393;-2,47601;-6,19096;+
H2KYH5(21);20,0742;21,5399;20,2577;20,467;23,7246;26,524;25,1498;23,9165;2,95698;0,00511258;-4,24402;-5,84693;+
H2KYH5(173);23,8714;22,9046;22,9402;25,4217;23,1728;24,6554;24,2536;24,0003;0,133225;0,750227;-0,236049;-0,353469;
H2KYH5(175);23,5266;22,868;23,1243;23,7625;20,3427;20,9033;21,5692;21,3467;3,29528;0,0031677;2,2799;6,77169;+
H2KYH5(191);28,3069;28,1173;28,2073;23,3091;25,0477;26,1289;27,4663;25,5246;0,296049;0,535491;0,943288;0,707545;
H2KYH5(134);21,6229;20,9615;21,8675;19,8721;23,3764;23,7219;23,1714;23,2994;2,61456;0,00769028;-2,31128;-5,00959;+
H2KYH5(392);23,65;23,5842;24,6719;27,2674;23,4695;24,5017;25,0897;28,8026;0,181577;0,677606;-0,672513;-0,465044;
H2KYH5(354);20,7124;21,2008;20,4875;21,3802;21,6533;24,352;24,5294;24,1631;2,07236;0,0179242;-2,72925;-3,84947;+
H2KYH5(10);25,5279;26,4178;27,3381;23,4411;24,2323;27,4694;26,9594;26,8294;0,255913;0,579058;-0,691397;-0,625397;
H2KYH5(395);25,1091;24,6257;24,223;24,852;21,4133;24,7113;23,859;24,0484;0,794871;0,194703;1,19444;1,60156;
H2KYH5(393);26,4287;25,2146;25,5278;22,0979;20,0189;21,2735;21,3426;20,3114;2,18681;0,0141769;4,08069;4,07971;+
Q86NI2(132);20,7231;21,2065;21,7411;20,6278;21,794;23,5219;23,4036;21,2447;1,18932;0,0903941;-1,41646;-2,25867;
Q86NI2(151);20,878;21,3847;20,3772;20,8185;20,5795;19,926;20,7156;20,8547;0,552789;0,318068;0,345622;1,18715;
H2KYJ5(239);24,0429;23,737;24,3054;22,937;22,6765;25,2639;23,9431;23,2724;0,0179953;0,957579;-0,0334105;-0,0530543;
Q8MQE2(76);21,9542;19,6187;20,5797;20,913;21,0572;20,577;21,719;21,3115;0,31398;0,515953;-0,399776;-0,743416;
H2KYN7(293);21,6883;19,3567;20,9873;21,0825;20,7539;20,9005;20,6425;20,9021;0,014136;0,965731;-0,0210395;-0,0418521;
H2KYN7(400);21,7482;20,0696;20,5113;21,3111;20,5795;19,6837;21,4364;21,3302;0,100904;0,797177;0,152645;0,274814;
H2KYP4(357);21,8816;21,153;20,8446;21,3906;19,4357;21,3668;21,2868;21,0017;0,494709;0,356131;0,544699;1,08372;
H2KYP4(295);24,1414;23,2495;24,1391;18,0565;23,3931;23,6488;22,0676;24,0917;0,240184;0,597235;-0,903658;-0,592425;
H2KYP4(547);23,9555;21,6514;22,9315;26,1822;22,4301;22,9792;24,1927;23,1577;0,187211;0,671296;0,490219;0,477632;
H2KYR1(284);20,2591;21,0773;20,725;21,1091;20,9324;20,5331;21,6514;20,5288;0,135891;0,745563;-0,118785;-0,359798;
H2KYR1(290);24,275;24,8626;22,8921;20,4208;23,3987;23,4602;23,48;24,0091;0,186186;0,671941;-0,474335;-0,475348;
H2KYR1(202);21,3912;21,2157;21,5121;20,4488;20,4612;21,036;21,3426;21,1015;0,204911;0,643506;0,156681;0,516681;
H2KYR1(209);21,8358;21,547;20,3458;21,3149;20,2368;21,1558;21,2983;20,3398;0,553885;0,317707;0,503233;1,18908;
H2KYR1(139);21,3668;20,7093;21,7877;19,9437;20,0917;22,0009;21,4199;22,617;0,375416;0,455521;-0,580531;-0,862993;
H2KYR1(251);21,7251;18,5826;21,3445;20,4485;19,4397;21,5101;21,0259;20,774;0,0699253;0,848974;-0,162253;-0,195727;
H2KYR1(253);20,0716;20,2547;21,1856;21,062;20,9897;21,4078;21,4654;20,6208;0,669864;0,248423;-0,477447;-1,39015;
H2KYR1(32);20,8854;21,5196;20,8403;20,8406;21,5502;23,4839;22,8945;24,3154;1,82274;0,026753;-2,03953;-3,37012;+
H2KYR1(306);23,2243;22,2916;23,8503;24,6759;18,7631;19,672;20,9516;19,987;2,7884;0,0061502;3,66706;5,42326;+
H2KYR1(378);20,4414;20,6537;21,2119;19,7688;20,1876;21,5574;21,4751;20,9169;0,552118;0,31823;-0,515315;-1,18597;
H2KYR1(47);21,6093;20,9716;21,2489;20,3856;19,6596;21,8389;20,0947;20,4464;0,455267;0,384834;0,543923;1,01213;
H2KYR1(53);20,5417;20,4927;21,2975;21,3947;20,3331;21,1532;21,7208;21,2297;0,185441;0,672704;-0,177547;-0,473687;
O44618(226);28,9647;27,7206;29,9676;21,8764;26,247;27,137;28,8826;27,3773;0,0517037;0,885799;-0,278614;-0,147246;
H2KYS3(166);23,5879;23,2537;23,2266;22,1125;23,8767;23,3913;22,9884;22,7518;0,202103;0,647362;-0,206868;-0,510537;
Q8MNV5(712);20,5023;20,8978;19,9369;20,5215;20,41;21,6273;21,4172;19,4865;0,201229;0,648691;-0,270612;-0,50862;
Q86NJ8(113);20,9638;20,7652;21,4997;19,9665;23,7876;22,9404;23,527;22,8156;3,11598;0,00445263;-2,46884;-6,26853;+
Q5R3Y6(466);21,5819;20,9889;19,8912;19,3568;20,2526;20,5323;20,7002;20,1103;0,0368993;0,918503;0,0558586;0,106647;
H2KZ06(127);20,9587;20,7427;21,7402;21,4398;20,9494;19,9905;20,9134;19,7452;1,11403;0,1036;0,820721;2,13284;
H2KZ37(1420);21,9967;22,284;22,3772;25,0222;18,6526;21,8511;20,6774;19,7287;1,4753;0,0507609;2,69259;2,7459;
H2KZ48(239);23,011;22,6979;23,0952;25,9137;24,7835;22,7167;23,011;24,1136;0,00875748;0,97903;0,0232348;0,0260829;
H2KZ48(244);20,1468;21,3551;21,8878;21,4589;20,2953;20,7594;21,6281;20,7429;0,324054;0,50676;0,355693;0,763362;
H2KZ89(161);21,6352;21,1927;20,7624;19,921;20,7137;20,0237;20,9791;21,3021;0,0991834;0,800377;0,123173;0,270523;
Q95Q55(148);26,4295;25,591;25,7168;22,7043;24,9527;24,6163;24,7191;24,8806;0,146618;0,725697;0,318254;0,38505;
Q95Q55(149);21,3453;20,0443;20,5215;20,1103;20,4027;21,563;21,6125;21,039;0,780843;0,199483;-0,648974;-1,57802;
H2KZA9(182);24,0567;22,9327;22,4921;24,0453;23,4492;23,0774;22,9279;22,6581;0,354526;0,476616;0,353578;0,822866;
H2KZA9(267);20,7609;24,0253;24,8778;22,7694;22,0292;24,3444;24,1031;23,2006;0,111067;0,781658;-0,310997;-0,299941;
H2KZC4(118);23,0607;23,0948;23,99;25,2722;24,4156;23,0701;24,0558;22,9857;0,133181;0,749724;0,222613;0,353363;
H2KZD2(329);22,0023;21,2431;21,2786;20,8954;20,8387;21,9973;22,8431;20,8766;0,211003;0,636239;-0,284101;-0,529954;
Q86NB3(200);21,0878;19,7554;20,7929;21,4577;23,1638;24,6703;24,7015;24,4128;3,27659;0,00329052;-3,46364;-6,71782;+
Q18930(821);21,8235;20,3799;20,1957;19,4862;19,7621;21,7001;21,6811;19,9721;0,164669;0,698837;-0,307516;-0,426774;
Q4TTA9(60);23,6198;22,1717;22,1865;21,8796;23,1242;22,6473;21,5962;22,1769;0,0539981;0,879436;0,0782442;0,153437;
Q965K3(69);20,1211;21,1418;19,5658;19,5985;20,7312;23,4365;23,7803;23,7757;1,85287;0,0255334;-2,8241;-3,42644;+
Q688A5(71);21,3161;20,2361;19,107;20,2612;23,6974;26,0774;27,9374;24,9521;2,77934;0,0061875;-5,43595;-5,40112;+
Q9BL66(180);21,4949;21,108;18,8673;19,95;21,0245;20,6076;19,9572;21,2922;0,221153;0,623516;-0,365329;-0,551887;
H2KZN1(10);21,2053;21,0043;18,9268;20,4219;20,7922;20,0485;20,7743;20,5825;0,108655;0,784933;-0,159817;-0,294011;
X5M917(14);21,777;20,2712;20,4848;19,8135;20,9262;20,0029;20,235;21,0068;0,0308615;0,931539;0,0439177;0,0897527;
H2KZR4(343);21,312;19,8918;20,9478;21,0419;20,7264;21,4035;20,0734;18,9569;0,362064;0,469158;0,508317;0,837406;
H2KZR4(386);23,1616;22,2564;23,699;22,5014;20,6406;20,4701;21,6003;19,7289;2,40797;0,0107371;2,2946;4,54591;+
H2KZR4(270);21,9909;21,0998;21,6868;20,9712;20,8773;21,875;21,5788;20,8199;0,161892;0,703034;0,149474;0,420414;
H2KZT9(308);27,9;27,2497;28,8947;26,7605;24,8567;26,5422;26,0847;25,8546;1,73284;0,0313082;1,86669;3,2043;+
H2L023(196);25,5973;25,0653;25,6626;28,2438;23,1914;23,4055;23,002;22,6731;2,25095;0,0131186;3,07424;4,21193;+
H2L023(105);24,3368;23,5643;24,8729;26,2913;19,5767;21,6396;21,6513;20,6625;2,6652;0,00733217;3,88382;5,12776;+
H2L023(9);25,5261;25,0666;24,9653;26,078;19,8468;20,2769;21,7668;20,2376;4,20838;0,00159223;4,87698;9,88436;+
H2L023(306);19,3935;21,179;21,6123;21,273;20,3611;20,8788;21,7122;20,2236;0,0406831;0,909964;0,0705371;0,117133;
H2L028(74);23,5682;23,896;22,6809;24,4525;20,4789;21,6868;20,7691;20,6821;3,01604;0,00513084;2,74519;6,00094;+
H2L034(597);21,5283;19,4226;21,8176;19,0711;19,2097;20,2984;20,845;20,7082;0,0886189;0,816592;0,194592;0,24392;
H2L034(371);21,7666;21,8526;21,6837;20,1734;25,6826;23,6107;25,1211;23,5141;2,43841;0,0100558;-3,11307;-4,61246;+
H2L034(476);25,5788;24,6985;25,4165;22,7316;24,3872;24,9456;25,8803;24,8273;0,223459;0,621205;-0,403726;-0,556837;
H2L048(7);21,4781;21,4719;21,7702;20,0808;19,992;21,2485;20,7787;20,6536;0,536047;0,32778;0,532064;1,15756;
H2L048(338);26,4656;25,2801;26,1779;25,1381;23,0842;24,9164;24,8497;22,6516;1,50941;0,0476848;1,88994;2,80536;+
H2L048(380);27,2468;25,6035;26,9391;22,6058;24,1641;23,7792;24,957;24,2873;0,558464;0,315057;1,30191;1,19714;
H2L048(382);26,1657;24,3532;24,2235;21,8037;26,0417;25,2919;23,8222;24,004;0,257219;0,577428;-0,653438;-0,628112;
Q8MXS5(484);26,2189;25,796;27,3314;27,1084;20,3765;20,3962;21,0285;19,9475;5,16996;0,00233333;6,17651;14,4941;+
H2L0B6(241);24,5146;24,9784;26,7132;26,003;22,8254;25,8048;24,2622;25,8168;0,450403;0,387859;0,874992;1,00322;
H2L0C4(405);24,7396;26,8068;26,0306;23,8831;20,3818;22,8931;23,193;24,632;1,24864;0,0808543;2,59006;2,35837;
H2L0D1(253);21,7391;21,1509;22,9613;20,9355;19,7675;21,3634;21,2759;21,0502;0,686304;0,239857;0,832438;1,4182;
H2L0D3(26);21,8533;20,0698;20,8945;20,1793;20,1963;21,9216;20,2898;21,0522;0,0721888;0,843941;-0,115775;-0,201642;
H2L0D9(105);28,3893;27,1379;27,9477;25,0264;23,5994;23,7843;23,0513;24,5255;2,24558;0,013241;3,38517;4,20076;+
H2L0D9(108);28,3893;27,1379;27,9477;27,4428;21,9124;23,7843;23,0513;22,5764;4,28008;0,0018022;4,89831;10,1746;+
H2L0E5(652);22,7823;22,6474;22,0927;23,7026;20,8784;20,5797;21,3498;20,1445;2,58115;0,00812318;2,06815;4,93261;+
H2L0E5(375);22,5116;22,731;23,3167;24,0061;22,7359;24,8005;23,3918;23,6369;0,403748;0,430059;-0,499916;-0,91663;
H2L0E5(672);20,5554;21,5535;21,8674;21,0134;20,2336;21,9185;19,9893;21,0112;0,383189;0,449092;0,459267;0,877795;
Q9N5G9(295);23,9667;24,5464;25,1833;26,4856;24,114;24,5014;25,6306;24,7334;0,187359;0,671121;0,30063;0,477963;
H2L0G5(834);24,9579;23,8529;23,8911;25,7381;23,8465;24,2261;23,6051;23,9869;0,714734;0,227889;0,693864;1,46651;
H2L0H3(25);21,3045;20,0968;21,1004;20,5629;23,57;24,1983;23,7977;23,2488;3,89396;0,0022439;-2,93756;-8,69677;+
H2L0I2(555);20,6567;19,9004;21,2177;21,2546;19,3626;21,3554;21,538;21,0834;0,0457491;0,90067;-0,0775146;-0,131053;
H2L0I2(1025);20,9953;19,5419;21,5924;20,0329;23,384;23,9987;24,9932;23,8005;3,05125;0,00486199;-3,50348;-6,09421;+
H2L0I2(2207);21,4343;21,3228;19,8921;20,6537;23,3963;23,5986;22,5059;22,8924;2,71548;0,00706055;-2,27259;-5,24698;+
H2L0I2(1523);21,5702;21,1319;20,2071;21,1503;20,9287;21,8693;21,855;21,0838;0,50487;0,349366;-0,419354;-1,10198;
H2L0I2(612);24,8684;22,968;23,7271;22,7337;21,637;23,0026;22,7406;24,0452;0,471132;0,371664;0,717955;1,04107;
H2L0I2(133);20,9728;21,19;21,32;19,803;20,2887;21,5472;21,6251;20,2962;0,0835887;0,82442;-0,117858;-0,231096;
H2L0I2(1777);21,7301;21,1902;21,8244;19,5523;20,9448;21,1751;18,7902;21,425;0,249148;0,585798;0,490516;0,611273;
Q22095(331);20,918;21,0655;20,7686;19,8298;21,0048;21,45;21,6938;21,3926;1,25197;0,0804942;-0,739826;-2,36397;
H2L0K8(246);20,5653;21,2437;20,5968;21,4147;22,3384;25,8194;24,7962;25,2468;2,39161;0,0107666;-3,59507;-4,51042;+
Q9GZI3(690);22,5448;21,9607;21,3499;22,3619;25,0412;25,8465;24,3681;23,8175;2,73945;0,00669907;-2,71401;-5,30447;+
H2L0R6(207);21,7106;21,3718;22,3384;22,8276;22,0882;23,7775;23,0898;21,9665;0,58318;0,29895;-0,668397;-1,24047;
H2L0R6(248);24,2927;23,903;23,9759;22,621;20,5679;22,5273;23,7873;21,7264;1,03685;0,119781;1,54591;2,0044;
H2L0R6(258);21,832;21,5034;21,2941;20,5154;24,4806;23,2422;22,3582;23,4104;2,1633;0,015052;-2,08667;-4,03185;+
U4PC11(162);22,7856;23,7785;23,4543;24,7504;20,6731;21,6759;21,538;21,3181;2,67018;0,00737063;2,39093;5,13949;+
O18688(334);21,0382;19,6505;20,4942;19,4156;21,4067;22,7182;24,106;21,8145;1,80835;0,0275337;-2,36171;-3,34334;+
O18688(110);25,6699;24,086;25,4094;26,2282;20,0791;21,9227;21,3173;20,7828;3,4414;0,00355401;4,32293;7,20511;+
H8W3X0(190);20,6292;21,1883;18,2159;19,1327;21,0923;19,8061;21,6101;21,0156;0,672728;0,246957;-1,08949;-1,39504;
H9G2R5(26);19,3553;20,1987;21,017;20,8584;19,3973;20,5823;21,4311;21,2988;0,212635;0,633457;-0,320001;-0,533495;
H9G2R5(36);21,6572;20,6241;21,5207;20,0034;20,6737;21,6349;21,4838;20,9857;0,216345;0,629502;-0,243219;-0,541525;
Q21032(198);24,3283;24,36;23,777;25,0704;22,8158;25,0479;24,7306;25,0775;0,0192061;0,955515;-0,0340071;-0,0565499;
Q21032(141);21,3446;21,4833;20,033;20,0219;27,1673;28,3451;27,4722;26,9331;4,96063;0,00164706;-6,7587;-13,3462;+
I2HA98(44);21,5936;21,0229;21,758;20,6323;19,8995;21,3518;19,9007;20,4654;1,01641;0,123984;0,847363;1,97044;
I2HA98(93);24,8248;23,1821;24,4342;23,1389;24,0792;23,0795;23,072;23,0748;0,525564;0,334448;0,568601;1,13894;
I2HA98(394);21,5556;20,6705;21,2313;19,4855;22,3596;23,6993;22,776;22,561;2,09434;0,0173862;-2,11328;-3,89314;+
I2HAF4(22);28,878;26,6034;28,9773;26,4915;24,3792;26,1957;27,6707;26,9575;0,708425;0,230822;1,43678;1,45581;
I2HAF4(18);30,3623;28,6197;29,7254;23,0283;24,3792;27,7523;27,3571;25,7164;0,386657;0,44516;1,63267;0,884376;
I2HAF4(3);29,6966;27,6825;29,4499;23,5137;23,6279;26,086;26,1162;25,5906;0,700855;0,233754;2,23053;1,44296;
I2HAJ2(17);23,746;22,935;22,58;22,9201;24,6859;23,1444;24,0663;21,4611;0,151057;0,716409;-0,294183;-0,395397;
I2HAJ2(4);21,1778;18,6167;19,8871;21,0769;23,8163;24,001;24,2914;23,316;2,92998;0,00512798;-3,66653;-5,77749;+
K7ZUH9(80);24,2519;23,1253;24,6867;26,9297;20,2914;21,7694;20,365;21,4274;2,29093;0,0122228;3,78507;4,29554;+
K7ZUH9(37);21,5497;21,526;20,4823;20,1306;20,4444;21,0896;20,1402;21,2745;0,157727;0,70885;0,185011;0,410838;
Q6A582(251);21,5652;20,1706;20,1489;19,6643;19,4055;21,3601;20,8273;20,9431;0,160787;0,70427;-0,246732;-0,417879;
K8F801(1704);21,7339;20,812;21,1264;21,2999;19,8629;21,7948;20,7729;20,0631;0,616913;0,277946;0,619672;1,2991;
K8FDX2(266);23,1448;22,6879;22,2772;22,0362;21,0669;23,8302;23,3265;24,4414;0,349132;0,482691;-0,629753;-0,81242;
K8FDZ1(1155);21,4272;20,9109;18,9774;21,2319;20,5856;20,915;21,8843;19,9897;0,111189;0,781678;-0,206776;-0,30024;
K8FDZ1(1156);20,4415;20,783;20,6819;18,8168;19,9873;20,6694;21,2909;21,3338;0,528973;0,332467;-0,639553;-1,145;
L8E833(293);20,0407;21,4057;21,5964;20,6448;20,5947;20,5409;20,8593;20,7012;0,28172;0,551989;0,247873;0,678525;
L8E833(401);28,7452;28,0867;30,2713;25,4999;27,7529;28,7552;29,6103;27,4908;0,0820441;0,827006;-0,251544;-0,227138;
L8E833(104);19,6966;21,2924;19,9617;21,2224;20,2419;21,6968;21,3818;20,453;0,309045;0,521379;-0,400122;-0,733591;
L8E833(106);21,8731;21,2612;20,6452;21,5381;20,3969;21,533;21,6475;21,0349;0,178007;0,682133;0,176342;0,457025;
L8E833(236);21,597;21,1049;21,5748;21,4683;18,9094;20,569;22,5222;19,3997;0,639801;0,264748;1,08615;1,33859;
L8E833(251);25,8152;26,6552;26,2874;23,0861;20,6807;21,1631;21,7838;20,8636;2,66684;0,00734495;4,33816;5,13162;+
L8E833(258);25,8461;24,8004;24,2927;22,7334;20,3742;20,0289;21,6348;19,4459;2,64585;0,00739932;4,04721;5,08239;+
L8E833(289);23,2035;21,7245;22,3961;20,5728;20,9543;20,102;20,8099;20,7564;1,18027;0,0916329;1,31856;2,2435;
L8EC34(297);22,7456;22,3969;23,9192;22,1658;23,0518;22,2709;21,636;22,2345;0,474394;0,370265;0,508578;1,047;
M1Z854(255);26,98;25,8109;25,9481;23,4901;23,8331;25,5165;26,3339;23,8051;0,295537;0,535988;0,685129;0,706515;
M1Z854(341);25,0254;23,4399;24,6443;22,4778;26,0021;27,2265;25,1434;26,1452;1,67206;0,0350112;-2,23241;-3,09402;+
M1Z854(88);19,8136;21,164;21,0198;20,2752;20,3586;21,6822;21,6987;21,4203;0,798355;0,19337;-0,721787;-1,6074;
N1NSD4(31);21,4935;19,8135;20,5065;20,969;20,8821;20,852;21,2042;20,1598;0,0671434;0,85449;-0,0789227;-0,188425;
O01477(84);20,1397;21,0051;21,4054;19,4153;20,0853;21,2009;19,9191;19,5266;0,21522;0,630979;0,308398;0,539093;
O01485(1824);24,2269;23,949;24,4537;25,7355;22,4665;25,2718;25,3415;24,2965;0,118418;0,768726;0,247194;0,317883;
O01498(161);29,1797;28,4492;28,6697;22,9273;27,5703;29,0807;28,809;28,3604;0,32413;0,506908;-1,14863;-0,763513;
O01498(281);20,5552;20,8113;21,298;21,198;20,0788;20,9735;21,0147;21,2328;0,177925;0,682059;0,140676;0,45684;
O01498(137);20,9769;20,8711;20,5461;20,7386;20,8103;21,7415;21,0008;18,5256;0,142902;0,733444;0,263632;0,376343;
O01504(49);22,6025;22,4752;21,8046;25,8196;22,3117;23,9356;23,1993;22,9862;0,0239426;0,946262;0,0672493;0,0701391;
O01504(59);21,1397;20,8935;20,2322;21,464;23,1001;24,1566;24,0447;22,3687;2,61292;0,00766502;-2,48517;-5,00579;+
O01504(84);21,6462;21,3076;21,1961;20,2549;20,1762;19,527;20,6863;20,7148;1,04789;0,117449;0,825115;2,02274;
O01504(61);19,5457;20,7176;21,0725;20,442;21,7288;22,3488;23,7327;22,7293;2,20596;0,0140299;-2,19046;-4,11895;+
O01541(748);20,7131;19,3639;21,2704;19,2733;19,1462;21,2125;21,3788;20,3329;0,201128;0,648643;-0,362421;-0,508398;
O01542(98);20,7968;20,1192;20,5389;20,6762;21,0733;21,5576;20,9913;20,6314;1,15486;0,0958511;-0,530635;-2,20099;
O01576(569);19,6412;19,6369;20,7971;21,5314;20,9633;23,6041;23,1044;23,9566;1,65788;0,0358662;-2,50546;-3,06849;+
O01576(630);21,3055;20,8005;21,0793;20,349;20,9153;21,5555;20,539;20,9204;0,125854;0,757788;-0,0989885;-0,335844;
O01577(130);22,722;23,4348;23,9981;22,9027;21,6202;24,5455;23,9554;23,2143;0,0344866;0,925117;-0,0694532;-0,0999202;
O01591(59);21,924;22,6902;21,9481;22,5841;23,4954;21,6635;21,1926;21,8029;0,178052;0,68226;0,247991;0,457127;
O01615(39);20,4829;19,5512;21,7696;21,0655;20,787;21,681;20,8638;20,6128;0,20239;0,647029;-0,268876;-0,511165;
O01615(107);21,584;21,2715;21,6391;21,4085;20,6769;21,2226;19,9206;21,2233;1,17688;0,0921979;0,714947;2,23783;
O01615(132);19,0117;21,0166;20,5096;21,3638;20,5893;21,0484;21,029;21,2215;0,409303;0,426098;-0,496605;-0,927047;
O01634(400);24,0171;24,264;24,2656;24,8555;20,8555;21,8006;22,6765;21,8913;3,0748;0,00460697;2,54455;6,15719;+
O01634(393);26,7917;25,6998;25,3223;26,3821;24,4065;24,6866;24,3517;24,0986;2,48895;0,00953282;1,66309;4,72424;+
O01634(183);20,2166;20,6625;21,392;19,9056;21,3914;23,0195;22,4691;22,5246;2,06673;0,0181053;-1,80698;-3,83832;+
O01681(240);21,39;21,5461;20,3894;21,2149;25,9869;26,0446;27,4155;26,0447;4,7136;0,00216;-5,23781;-12,1018;+
O01692(128);21,5267;20,6587;20,7434;20,7126;22,4123;25,6801;23,7763;24,4984;2,36619;0,0111345;-3,18147;-4,45557;+
O01692(72);21,7574;20,7636;21,6681;21,0703;20,0695;21,3828;21,8284;20,3983;0,358255;0,472385;0,395127;0,830068;
O01692(32);21,078;20,9265;21,0849;20,0478;19,955;23,9121;24,8141;22,2205;0,895503;0,158419;-1,94114;-1,76955;
O01692(110);20,6949;21,3368;21,0961;20,0842;20,4913;21,4265;21,1544;21,1393;0,311802;0,518213;-0,249893;-0,739084;
O01692(19);25,5879;24,7486;25,555;24,0513;26,4436;28,504;29,4869;26,5031;1,77046;0,029446;-2,74873;-3,27328;+
O01761(2325);21,9404;20,7888;19,8485;20,8908;22,6999;24,2102;24,7147;23,6159;2,53864;0,00872555;-2,9431;-4,83581;+
