ProteinAccessions;log2 N2_d5_01;log2 N2_d5_02;log2 N2_d5_03;log2 N2_d5_04;log2 N2_d1_01;log2 N2_d1_02;log2 N2_d1_03;log2 N2_d1_04; -Log Student's T-test p-value N2_d5_N2_d1;Student's T-test q-value N2_d5_N2_d1; Student's T-test Difference N2_d5_N2_d1;Student's T-test Test statistic N2_d5_N2_d1;Sign p-val: 0.05 
P91991;11,4394;11,1145;11,2691;11,7149;14,5869;12,9399;12,1165;13,4902;1,92193;0,00874034;-1,89889;-3,55707;+
P91997;15,9916;15,5139;15,4518;15,7271;16,1799;16,2241;16,1956;16,1164;2,19279;0,00541604;-0,50789;-4,09195;+
P91998;13,7303;13,9612;14,1345;13,8551;14,2468;14,2723;14,2313;14,1917;1,95151;0,00822222;-0,315262;-3,6137;+
P92005;17,2534;16,6225;16,7214;17,0656;17,2583;16,644;16,713;16,7918;0,117627;0,658646;0,0639491;0,315961;
P92016;12,9067;12,4764;11,8994;14,0451;12,1456;11,5102;12,3335;13,0682;0,460154;0,237863;0,567527;1,02107;
P92020;16,1136;15,1362;15,0654;16,442;14,512;13,893;14,6649;14,2824;1,89635;0,00906878;1,3512;3,50843;+
P92186;14,6189;14,7008;14,8171;15,3449;14,1769;13,4618;14,2421;13,4986;2,06914;0,00654948;1,02562;3,84309;+
P92199;13,5018;13,6825;13,5396;14,1343;13,6567;14,3947;14,5075;13,85;0,755546;0,111375;-0,387672;-1,53547;
P98060;14,6461;15,2792;15,273;14,7033;14,4793;15,016;14,7107;15,1431;0,244438;0,43837;0,13812;0,60139;
P98080;20,0293;20,0471;19,8855;19,8451;20,0115;20,2981;20,2423;20,0075;1,06822;0,0525922;-0,188115;-2,05655;
Q01630;15,1434;15,0252;14,9238;14,7454;14,7838;14,5573;14,24;14,5166;1,68157;0,0133466;0,435003;3,11118;+
Q02328;13,8288;14,7099;13,8781;13,7751;14,5572;14,3223;14,2217;14,3793;0,667069;0,137851;-0,322162;-1,38537;
Q02331;11,4563;10,6862;10,4737;11,5867;12,7347;13,178;12,7645;11,9525;2,27645;0,00481633;-1,60672;-4,26517;+
Q02332;15,3462;14,6498;14,5947;15,3383;15,4705;15,3083;15,5267;15,1428;0,844684;0,0897945;-0,37985;-1,68488;
Q02335;15,1747;14,8206;14,7241;15,4263;15,9745;15,3845;15,3269;15,5382;1,26078;0,0338102;-0,519617;-2,37883;+
Q03206;16,3433;16,2992;16,2542;16,3119;15,898;16,277;16,3074;15,9591;0,904231;0,0779258;0,191797;1,78407;
Q03560;11,4107;11,211;11,8159;11,7128;13,8443;13,4279;14,1628;13,1479;3,69183;0,000543762;-2,10812;-8,00105;+
Q03564;13,8415;13,0804;12,4512;14,8231;12,9451;12,2666;12,3271;12,1807;1,07794;0,0514223;1,11914;2,07272;
Q03565;18,8359;18,6214;17,6115;18,8771;18,0163;16,3192;16,4157;16,6684;1,78839;0,0107849;1,63157;3,30636;+
Q03567;16,0282;15,8755;15,5865;15,816;15,6948;15,501;15,6474;15,5245;1,20112;0,0385125;0,23462;2,27846;+
Q03569;13,5518;13,281;13,1952;12,7431;11,0707;11,1889;11,1297;10,766;4,51572;0,000563877;2,15398;11,184;+
Q03575;17,9234;17,8121;17,3774;17,4658;16,138;15,9333;16,2869;15,6402;3,85226;0,000555556;1,64508;8,54911;+
Q03577;17,3209;17,0324;17,4126;17,305;16,9793;17,2171;17,2545;17,2868;0,329274;0,343534;0,0833025;0,773643;
Q03598;14,8394;15,348;14,9496;14,5121;13,9176;14,5499;15,2175;14,9043;0,346953;0,327518;0,264963;0,80819;
Q03604;16,8309;16,3682;16,5473;17,1194;16,0778;16,1315;16,1012;16,1832;1,92739;0,00855514;0,593008;3,56749;+
Q03606;14,5751;14,1736;13,7441;15,555;14,5618;13,7453;12,3678;14,082;0,646056;0,144807;0,822713;1,34935;
Q04457;16,3502;15,8299;17,1189;16,1869;16,1996;16,416;15,6631;16,2867;0,303822;0,368515;0,230124;0,723153;
Q04833;14,5146;14,3584;14,284;14,5039;14,3053;14,3369;14,3241;14,6534;0,0355635;0,879748;0,0103354;0,102926;
Q04907;14,8044;15,2905;14,5045;14,9664;15,0101;15,0223;14,8792;14,833;0,0958096;0,710538;-0,0446849;-0,262074;
Q04908;17,0653;16,6592;16,0153;16,8811;16,7635;16,2393;16,4803;16,4797;0,268236;0,409722;0,164522;0,65091;
Q05036;17,7025;17,8767;17,6311;18,0253;17,6388;17,7601;17,8209;18,0228;0,00500542;0,982685;-0,00179005;-0,0149709;
Q05062;16,2283;16,3182;16,1291;16,3792;15,8681;15,502;15,705;15,7918;2,90007;0,00178308;0,546968;5,70131;+
Q06561;15,8294;15,5826;15,3972;15,7725;15,7666;15,6953;15,754;15,8121;0,506323;0,210123;-0,111597;-1,10458;
Q067X2;18,6942;18,9005;18,8844;19,3933;17,5034;17,667;17,5307;17,7901;3,76216;0,000516899;1,3453;8,23747;+
Q07085;13,9794;14,2093;14,3431;13,0461;14,4831;14,9599;14,9548;14,6718;1,49062;0,0206205;-0,872913;-2,77255;+
Q07749;17,3263;16,8082;16,7918;17,4174;16,9785;16,599;16,6911;16,8302;0,839388;0,0907607;0,31124;1,67604;
Q07750;17,3759;17,1469;17,9762;17,9723;16,7969;18,0862;16,4428;18,073;0,225985;0,462535;0,268077;0,56225;
Q09165;17,2115;17,325;17,0056;17,17;15,8449;15,9746;16,0189;16,0487;5,27154;0;1,20623;15,0844;+
Q09214;14,5753;14,144;14,0355;14,4617;14,013;13,7294;14,0454;14,0888;1,16021;0,0423336;0,33498;2,20994;+
Q09215;12,3607;12,3212;13,0476;12,7451;12,9271;13,5694;13,3652;12,3317;0,634058;0,149065;-0,429708;-1,3287;
Q09216;17,2471;17,3801;17,4485;17,6698;18,949;18,3567;18,6083;18,7757;3,69968;0,000548872;-1,2361;-8,02716;+
Q09217;14,2155;14,5122;14,5661;14,9946;14,3805;13,0317;13,6344;13,8661;1,40075;0,0249507;0,8439;2,61707;+
Q09218;16,1405;14,2166;14,1452;15,8563;15,1643;15,7892;15,7677;15,0914;0,266993;0,411324;-0,363526;-0,648349;
Q09221;13,804;14,266;13,564;14,3934;14,1679;13,8242;13,5393;14,6058;0,0313527;0,892827;-0,0274351;-0,0911346;
Q09225;14,7876;13,6718;14,5617;15,0556;14,8107;14,5443;14,5942;14,7554;0,202748;0,499244;-0,156972;-0,511951;
Q09227;16,3951;16,4334;16,4279;16,7407;15,6708;15,9102;15,901;15,9256;3,16582;0,00158637;0,647365;6,40535;+
Q09231;16,5622;15,2918;15,5314;16,8252;10,6971;10,9;10,836;11,8041;4,47649;0,000526749;4,99332;11,0098;+
Q09236;16,4328;15,7996;16,11;16,0703;16,1782;15,9562;16,0238;15,9588;0,210582;0,486669;0,0739474;0,529039;
Q09237;17,8153;17,7838;17,7609;17,9197;17,0812;16,1379;16,1837;16,2215;3,08687;0,00156701;1,41384;6,18966;+
Q09238;16,7693;16,5783;16,8095;17,2033;16,0554;15,8997;15,9768;16,0682;3,06803;0,00154054;0,840078;6,13904;+
Q09248;17,4189;17,1411;17,1036;17,5022;16,1322;15,9607;16,0875;16,1682;4,48064;0,000535565;1,20428;11,0281;+
Q09249;13,4966;13,2151;13,4203;13,8968;14,1866;14,1996;13,9848;14,4943;2,14842;0,00572616;-0,709123;-4,00169;+
Q09250;16,6482;16,8379;17,455;16,9394;16,074;15,5229;15,3644;16,5516;1,8376;0,00999898;1,09192;3,39784;+
Q09251;11,3526;11,2187;10,417;10,5297;10,3823;11,3121;10,978;11,1506;0,0887684;0,72815;-0,0762637;-0,244299;
Q09253;16,1336;15,3433;15,5368;16,221;14,8304;14,2416;14,6153;14,8993;2,35063;0,00445063;1,16202;4,42219;+
Q09254;12,7183;12,2354;11,4509;12,0306;13,6445;14,6768;14,2046;14,2162;3,07764;0,00155986;-2,07675;-6,16483;+
Q09261;14,5565;14,9012;14,7374;15,4344;15,8899;15,26;15,4652;15,8732;1,57292;0,017226;-0,714695;-2,91702;+
Q09263;11,3288;12,5085;12,8516;11,6576;12,7864;11,1001;11,68;11,6337;0,22993;0,456841;0,286591;0,570673;
Q09268;11,2757;11,2385;11,169;11,5929;13,3166;13,8926;13,8705;13,8266;5,16546;0;-2,40757;-14,4685;+
Q09278;14,6539;14,6385;14,5391;14,8605;14,0039;14,1071;14,2344;14,0924;3,3154;0,00128492;0,563548;6,83008;+
Q09279;15,7022;14,252;13,9439;16,2288;14,3732;14,4247;15,3238;15,6597;0,0471332;0,846;0,0863872;0,134833;
Q09285;15,8169;18,9326;16,0907;15,6963;16,3123;16,4543;17,8202;16,7463;0,0856295;0,736142;-0,199145;-0,236311;
Q09289;18,0462;17,7514;17,9344;18,367;17,3127;17,0611;17,2258;17,3044;2,87285;0,00177821;0,798765;5,6326;+
Q09293;14,8085;15,0333;15,1418;15,6243;15,5706;15,6716;15,6753;16,3341;1,44291;0,022771;-0,660945;-2,68974;+
Q09294;9,94489;10,4452;11,1553;11,5511;10,4293;10,7985;10,7051;10,8731;0,0697747;0,779224;0,0726018;0,195332;
Q09297;15,192;15,1347;15,2789;15,2167;14,7583;14,7822;14,9205;14,7906;3,78772;0,000528455;0,392678;8,32487;+
Q09299;11,153;11,0084;11,1417;11,4522;12,9701;13,0575;12,7503;13,8063;3,66094;0,000528986;-1,95723;-7,89907;+
Q09309;11,4605;11,1833;11,1196;11,5332;9,03659;9,55041;9,55691;9,09572;4,60177;0,00015311;2,01424;11,5749;+
Q09313;11,4663;11,0056;10,5275;11,8826;13,1751;12,3449;12,3081;12,9155;2,16898;0,00549537;-1,46541;-4,04337;+
Q09318;13,4807;13,7832;13,964;13,5586;14,0998;14,5092;14,8346;14,7259;2,30087;0,00467742;-0,84573;-4,3165;+
Q09320;12,7728;13,8613;13,1224;13,6316;14,0899;12,9575;12,4551;12,7263;0,275523;0,400394;0,289865;0,665872;
Q09321;15,5763;15,3817;15,2849;15,6498;14,9075;14,6749;15,0228;14,8732;2,78959;0,00185987;0,60356;5,42616;+
Q09345;12,5791;11,5833;12,8647;13,4082;13,1923;12,6968;11,582;12,369;0,107601;0,681156;0,1488;0,291415;
Q09347;13,3923;11,8903;12,3587;12,4521;11,6295;12,4198;12,7527;12,0631;0,329877;0,34295;0,307082;0,774827;
Q09349;14,181;13,9987;13,5437;13,903;14,1366;14,1225;14,0343;13,9428;0,492023;0,218662;-0,152467;-1,07888;
Q09350;14,9631;14,6355;14,7791;14,7772;13,6751;13,9739;13,9756;14,0484;3,73931;0,000571429;0,870508;8,16003;+
Q09353;12,6112;13,9183;13,652;12,9207;12,1652;11,4117;12,3219;12,0486;1,9068;0,00875664;1,28868;3,52828;+
Q09359;16,8234;16,6522;16,4422;16,8595;17,1791;17,6345;17,4538;17,3867;2,76583;0,00200717;-0,719214;-5,36826;+
Q09364;16,6129;16,0877;15,9372;16,3397;15,3081;14,8843;14,9867;14,5533;3,05479;0,00163374;1,31131;6,10363;+
Q09365;18,1849;18,8113;18,2884;17,8752;16,4703;16,9935;17,0916;16,2707;2,89335;0,0017725;1,58345;5,68428;+
Q09372;12,7741;13,8392;12,9904;14,3398;14,4642;13,126;13,9124;15,3359;0,573233;0,174679;-0,723754;-1,22307;
Q09373;14,8522;15,638;15,4351;13,8468;14,3196;12,2374;13,9257;11,9671;1,36799;0,0265927;1,83056;2,56091;+
Q09374;13,1096;14,0093;13,867;12,895;13,5207;13,5088;13,4458;14,3644;0,283266;0,391748;-0,239662;-0,681673;
Q09385;15,4525;14,3959;14,3278;16,8999;14,1667;13,4994;13,5509;13,8055;1,29626;0,0314493;1,51337;2,43882;+
Q09390;15,7557;15,9094;15,664;16,074;15,7616;15,4518;15,4184;15,2187;1,44829;0,022512;0,388145;2,69904;+
Q09393;13,8579;14,2267;14,4805;14,3956;14,7006;14,7893;14,727;14,7477;1,94407;0,00841282;-0,500962;-3,59942;+
Q09395;11,3414;11,5194;11,4523;12,4758;12,0819;10,9371;11,6317;12,0301;0,0248377;0,914168;0,0270555;0,0726923;
Q09409;12,8727;13,8022;13,9732;10,9643;14,3593;14,1779;14,3661;14,0267;0,982044;0,0654521;-1,32935;-1,91336;
Q09411;14,5985;13,8861;13,6927;14,9308;13,8924;12,3945;12,3539;13,2627;1,4819;0,020967;1,30117;2,75738;+
Q09412;14,1671;13,3094;13,9228;14,5004;13,5437;13,6408;13,1433;13,0486;1,13624;0,0447367;0,630815;2,16989;+
Q09422;18,072;18,2633;18,1522;18,1772;17,0456;17,2664;17,5105;17,1222;3,8343;0,000549683;0,929987;8,48621;+
Q09436;15,9347;15,5765;15,3083;15,8639;13,8515;13,474;13,6349;14,1106;4,12549;0,000531856;1,90309;9,55808;+
Q09438;15,6869;16,0072;15,6912;15,0497;14,6423;15,2466;15,2648;15,1563;1,11489;0,0468007;0,531248;2,13427;+
Q09441;11,4303;11,5731;12,01;11,2705;12,4053;15,8215;15,2525;11,533;1,06527;0,0530432;-2,18213;-2,05164;
Q09442;16,2498;16,8162;15,6856;16,2286;17,0627;16,6103;16,5763;16,0623;0,49225;0,21855;-0,332857;-1,07929;
Q09444;16,8263;16,9202;16,8634;17,063;16,9158;16,7326;16,8973;17,0593;0,0715788;0,77452;0,016943;0,20005;
Q09450;16,0311;16,0618;16,1695;16,3848;16,7794;16,6684;16,7563;16,8759;3,27252;0,00127614;-0,608167;-6,70611;+
Q09451;12,6188;12,9921;12,3306;13,3279;13,6995;13,3035;13,4517;13,6851;1,63063;0,0152951;-0,717592;-3,01962;+
Q09454;15,0774;13,9017;14,2219;15,0814;14,5986;14,2961;14,274;14,6034;0,155489;0,583231;0,127578;0,405671;
Q09455;11,2002;11,207;11,2359;11,73;11,6942;11,004;10,4364;12,107;0,0288205;0,900427;0,0328889;0,0839955;
Q09456;11,1131;11,2136;11,1953;11,4979;12,721;12,5868;12,5004;12,6447;5,10986;0;-1,35826;-14,1553;+
Q09462;13,6978;13,7129;13,4503;13,9106;13,8862;13,4467;13,7118;13,7814;0,0353114;0,880403;-0,0135899;-0,102223;
Q09464;14,2964;14,6864;14,5246;15,7325;14,9325;14,3002;14,227;15,0386;0,191294;0,518503;0,18539;0,486708;
Q09474;15,4565;15,2901;15,5086;15,2086;15,9107;15,8637;15,8051;16,1077;2,93345;0,00177732;-0,55582;-5,78638;+
Q09475;16,3729;16,201;16,1221;16,663;16,331;16,1619;16,3849;16,5428;0,037223;0,875826;-0,0154052;-0,107547;
Q09476;15,4825;15,5618;15,2143;15,2409;14,9075;13,8732;13,5564;14,6918;1,8086;0,0105414;1,11767;3,34382;+
Q09477;11,4442;11,1821;11,2737;11,6686;12,5116;11,9179;12,1157;12,249;2,57217;0,00285669;-0,806411;-4,91207;+
Q09486;13,7768;13,6805;14,7484;13,9824;14,4446;14,9342;14,8658;14,545;1,27835;0,0327519;-0,650365;-2,40851;+
Q09489;18,0429;18,3109;18,0045;17,9447;16,8565;16,5743;16,6453;16,9313;4,54213;0,000584475;1,32392;11,3027;+
Q09490;15,7118;15,2383;16,1944;14,3179;14,2467;14,4751;14,5603;15,0433;0,918654;0,0758985;0,784247;1,80805;
Q09496;15,0808;14,9731;15,0272;15,5175;14,2414;14,4873;14,2462;14,5961;2,58763;0,00265915;0,756935;4,94748;+
Q09497;15,7705;15,7692;15,2798;15,1386;15,7488;15,3601;15,7408;15,5841;0,259506;0,419904;-0,118935;-0,632863;
Q09499;13,544;13,1416;13,7048;14,181;12,6219;14,6949;13,6044;13,4404;0,038072;0,873493;0,0524707;0,109905;
Q09500;15,484;15,6186;15,1594;15,1879;14,434;14,5501;14,7767;14,7797;2,66825;0,00225063;0,727303;5,13496;+
Q09501;11,4027;11,3382;11,3175;11,7014;14,249;13,4922;13,6205;14,0756;4,69818;0;-2,41939;-12,0279;+
Q09508;17,733;17,8057;17,7156;17,8867;17,9148;17,9959;18,1361;18,0652;2,12499;0,00607568;-0,242718;-3,95448;+
Q09509;12,327;12,216;12,5012;13,2223;13,789;12,8723;13,2644;13,0794;1,2052;0,0380187;-0,68464;-2,2853;+
Q09510;18,2375;18,0536;18,0081;18,5776;17,6918;17,7018;17,7031;17,7857;2,04789;0,00677047;0,498597;3,80114;+
Q09511;14,4648;14,2036;14,6122;15,0088;14,706;15,1707;14,7955;14,6095;0,554994;0,183977;-0,24806;-1,19103;
Q09512;15,4474;15,2351;14,5279;15,1981;15,9274;14,9891;15,2903;15,4086;0,493153;0,218008;-0,30172;-1,08092;
Q09522;14,1756;13,6899;13,6108;14,4837;13,9666;14,0258;13,8501;13,5122;0,263159;0,415553;0,15134;0,640431;
Q09527;15,093;15,5276;15,4664;15,442;14,7886;14,9639;15,1459;15,0107;1,7845;0,0108415;0,404978;3,29918;+
Q09530;12,9997;13,3946;12,9183;13,7072;13,5196;12,9979;13,0717;12,8949;0,236453;0,448116;0,13394;0,584535;
Q09531;15,9639;15,4595;15,3315;15,8277;16,0299;14,9724;15,013;15,6351;0,336212;0,337439;0,233068;0,78725;
Q09533;19,5179;19,362;19,495;19,6589;21,0183;21,2088;21,0563;21,0459;6,13735;0;-1,57389;-21,1467;+
Q09541;15,8456;15,5713;15,7241;16,3079;16,0363;16,0349;15,9679;16,0784;0,471612;0,230633;-0,167158;-1,04195;
Q09543;16,3067;16,2338;16,4871;16,6578;16,8058;17,106;17,0925;17,2302;2,55461;0,00297107;-0,637248;-4,87204;+
Q09544;21,4652;21,9008;21,0504;21,2081;20,7976;21,0207;20,4347;20,1929;1,63926;0,0149493;0,794655;3,03507;+
Q09545;17,7059;17,8811;17,7918;17,8982;18,158;18,0979;18,1134;17,9894;2,49744;0,00320906;-0,270428;-4,74319;+
Q09551;11,4156;11,2084;11,0226;11,6819;11,9065;12,0059;11,6184;12,11;1,76941;0,0111506;-0,578081;-3,27134;+
Q09556;14,5627;14,0532;14,2465;14,3814;14,2204;13,6553;13,6016;13,6267;1,57282;0,0172182;0,53496;2,91683;+
Q09567;17,8603;18,0921;17,8583;17,8196;16,0147;16,1621;15,8505;16,2207;5,69838;0;1,8456;17,8262;+
Q09568;12,823;13,3347;13,206;13,0268;12,9464;13,4404;13,2097;13,4713;0,463236;0,235897;-0,169307;-1,02669;
Q09580;16,809;17,2206;16,9648;15,9659;16,4856;16,9974;16,6802;16,5505;0,0751793;0,764912;0,0616772;0,209423;
Q09582;13,6372;13,8987;13,9168;13,6469;14,5913;14,42;14,4399;14,0562;2,33623;0,00439259;-0,601952;-4,39146;+
Q09583;17,4844;17,43;17,5784;17,8986;17,1422;17,0321;17,1682;17,344;1,87144;0,00942783;0,426205;3,46137;+
Q09584;15,5311;15,7155;15,8449;15,6491;16,4934;16,4224;15,2088;15,679;0,364985;0,309735;-0,265767;-0,843021;
Q09590;15,0713;14,8798;14,9484;15,4779;15,6655;15,5716;15,2776;15,3211;1,16917;0,0413869;-0,364578;-2,22493;+
Q09591;14,0548;13,5186;13,0665;13,9363;13,0312;12,4827;13,3094;13,074;1,24653;0,0349043;0,669715;2,3548;+
Q09596;15,7727;16,2897;16,1299;16,0124;16,3582;16,9775;17,1191;16,7759;2,05679;0,00668137;-0,756522;-3,81867;+
Q09599;16,8366;16,4856;16,5191;16,8613;14,8817;14,4529;14,752;15,0131;4,72476;0;1,90072;12,1556;+
Q09600;11,2931;11,0665;10,9992;11,528;11,1961;10,9471;11,2766;11,4647;0,00121604;0,995557;0,000587702;0,00365283;
Q09601;15,1147;15,1461;15,4758;14,6356;14,9855;15,1295;14,957;14,9033;0,221425;0,470016;0,0992298;0,55247;
Q09603;16,1219;16,4409;15,6477;16,5066;16,2785;15,6319;15,7741;15,5207;0,714639;0,123444;0,377995;1,46635;
Q09607;17,0244;16,9207;17,0178;16,9872;17,021;16,9698;17,0022;17,0931;0,429034;0,259078;-0,0339799;-0,963809;
Q09610;20,1063;20,521;20,3143;19,9943;18,9102;18,9695;18,7871;18,5777;4,1893;0,000569733;1,42288;9,80835;+
Q09614;13,7903;12,7789;13,5278;14,1797;12,5245;10,4636;11,2113;11,6266;2,17288;0,00551579;2,11267;4,05131;+
Q09622;16,1636;17,0027;16,4475;16,4205;16,4343;17,5206;16,344;16,5891;0,27257;0,40426;-0,213442;-0,659818;
Q09629;16,9313;16,8587;16,76;17,0207;16,4437;16,6297;16,7546;16,8292;1,19368;0,0390645;0,228343;2,26597;+
Q09643;11,3703;10,901;11,1549;11,5512;13,0793;11,5174;12,0621;11,9162;1,32823;0,0292896;-0,899416;-2,4931;+
Q09644;12,6396;13,2884;13,8514;14,0631;13,4351;13,7132;13,6801;13,6235;0,183426;0,533119;-0,152377;-0,469184;
Q09646;12,2928;12,5009;12,4993;12,0971;12,6628;12,1833;11,8398;12,0658;0,34432;0,330046;0,15959;0,80307;
Q09652;15,6691;15,3217;15,0853;15,1133;15,4236;15,4261;15,3199;15,3861;0,277042;0,398734;-0,0915973;-0,66898;
Q09657;17,0793;16,2854;17,1313;16,707;17,2624;16,8549;16,77;16,9405;0,291503;0,382365;-0,156185;-0,698373;
Q09665;18,4044;18,2941;18,3193;18,6413;17,9702;18,0076;18,0277;18,1864;2,13332;0,00599758;0,366784;3,97123;+
Q09936;17,3605;17,1692;17,394;17,7182;17,4957;17,2942;17,3695;17,7166;0,152585;0,588;-0,0585127;-0,398945;
Q09958;14,4283;14,74;15,2678;14,9358;15,8877;15,9889;16,1544;15,9531;3,10389;0,00155349;-1,15304;-6,23567;+
Q09967;15,61;15,7819;15,4263;15,1084;14,2097;13,996;14,058;14,8076;2,68281;0,00220034;1,21384;5,16931;+
Q09972;14,0955;12,6743;12,741;13,2784;12,925;12,0335;12,0897;12,7394;0,96322;0,0686137;0,750417;1,8821;
Q09973;13,3323;13,8349;14,226;14,1268;14,0254;13,3619;13,6009;13,9477;0,23272;0,453128;0,146012;0,576613;
Q09974;13,8997;13,9281;13,6101;12,6304;14,352;14,0638;14,0691;14,3047;1,1361;0,0447596;-0,68034;-2,16965;+
Q09975;15,9924;15,6873;15,9527;16,1357;15,2034;15,8347;15,6848;15,9685;0,679716;0,133684;0,269165;1,40697;
Q09979;16,9888;17,0896;17,0726;17,1677;16,8239;17,0145;16,8188;17,0134;1,29192;0,0318052;0,162002;2,43148;+
Q09984;14,849;14,0816;14,1421;14,6813;13,5599;14,13;12,9414;14,3112;0,992231;0,0638828;0,702886;1,93028;
Q09985;15,0973;15,0078;15,3101;15,3756;13,8846;13,5969;14,0298;14,0425;4,15874;0,000553314;1,30927;9,68776;+
Q09991;11,4818;11,2199;11,146;11,6405;14,8678;15,3339;15,0979;14,934;6,44334;0;-3,68636;-23,8108;+
Q09996;16,5521;16,6329;16,8289;16,7528;16,8487;16,7135;16,7335;16,9845;0,713392;0,123683;-0,128365;-1,46424;
Q09EE7;15,0994;14,969;15,3047;15,5942;15,8012;15,6883;15,5962;15,7785;1,78029;0,0109767;-0,47423;-3,29141;+
Q09EF7;18,555;18,239;18,1632;17,9504;17,8636;18,5126;17,3726;18,0149;0,489749;0,220222;0,285983;1,07478;
Q0G819;16,2839;15,9995;16,6785;16,088;16,48;16,2057;16,1852;16,3019;0,06614;0,789139;-0,0306883;-0,185783;
Q0G820;15,66;15,5781;15,7909;15,8037;14,227;14,2143;13,1791;13,7305;3,49369;0,000722045;1,87045;7,36561;+
Q0G839;14,7862;14,8152;18,0192;15,5297;16,9971;16,9263;17,126;17,0501;0,804753;0,0984541;-1,2373;-1,61812;
Q0KHC0;16,0947;16,0909;15,9183;16,6496;15,6401;15,3233;15,4701;15,6358;2,0506;0,00675751;0,671048;3,80648;+
Q10009;17,2581;16,8905;16,4984;17,0119;16,1059;15,0271;15,1892;15,4298;2,68403;0,00220408;1,47674;5,17219;+
Q10010;13,0118;12,0774;12,6017;12,6104;13,7046;13,3465;13,1957;13,7044;2,12408;0,00606839;-0,912481;-3,95264;+
Q10011;13,8498;14,3296;13,9746;14,2243;13,1049;13,7234;13,7837;13,2555;1,68196;0,0133359;0,627717;3,11189;+
Q10013;17,6228;17,6021;18,0242;17,7401;16,289;17,0031;16,9935;17,0901;2,29308;0,00463074;0,903342;4,30007;+
Q10014;11,4167;10,8669;11,2785;11,733;9,93025;9,87983;9,88689;9,8619;3,6795;0,000538745;1,43406;7,9602;+
Q10020;18,0417;17,6902;17,0012;18,0267;16,6786;15,7718;15,9486;16,5822;2,31558;0,00464368;1,44463;4,34757;+
Q10033;18,2622;18,2875;17,9349;18,0402;16,7724;16,9647;17,0251;16,7929;4,62723;0,00016;1,24241;11,693;+
Q10043;16,9998;16,712;16,2384;16,6978;12,7246;11,1118;11,3016;11,5798;4,82329;0;4,98257;12,6403;+
Q10045;15,3426;14,0585;14,2738;15,0507;13,6283;12,1986;13,5695;14,2855;1,24783;0,0348945;1,26094;2,35699;+
Q10050;13,9804;14,578;14,5986;13,9038;14,3341;14,9088;15,1299;14,8803;1,13734;0,0447528;-0,548072;-2,17172;+
Q10051;15,8228;15,9915;15,7477;15,9481;16,2334;16,4581;16,4438;16,406;3,2519;0,00133684;-0,507823;-6,64713;+
Q10121;18,7187;18,5579;17,9288;18,6157;17,5878;17,5231;17,6131;17,4695;2,60868;0,0025061;0,906945;4,99598;+
Q10123;13,2116;12,6468;12,6621;12,4642;13,4104;13,0026;13,1393;12,6838;0,683995;0,132409;-0,312788;-1,41427;
Q10129;15,0607;14,9067;14,6075;14,8949;15,5275;15,1315;15,3937;15,1363;1,70502;0,0127769;-0,429845;-3,15364;+
Q10131;14,7214;15,2897;15,0893;14,945;13,7612;12,6897;12,7215;13,3842;3,1999;0,00148185;1,87219;6,50023;+
Q10453;18,1336;17,9495;17,8859;17,9854;18,7988;19,2279;19,3794;19,3079;3,82974;0,000546218;-1,18991;-8,47029;+
Q10454;20,4439;20,9005;20,6966;20,811;21,0856;21,0641;21,0064;21,027;1,79039;0,0107473;-0,332775;-3,31006;+
Q10457;15,1831;15,3524;15,6292;16,358;16,0121;15,9833;15,9618;16,077;0,705287;0,126304;-0,37785;-1,45049;
Q10462;12,4795;13,2455;13,0551;12,9427;13,3341;13,8833;13,6863;13,5639;1,86122;0,00965096;-0,686185;-3,44212;+
Q10576;15,9031;15,4452;16,833;16,3418;16,7844;16,8666;16,9354;17,134;1,3961;0,0252512;-0,79935;-2,60907;+
Q10578;15,5051;15,364;15,3206;15,6748;14,6832;14,4618;14,2245;14,6212;3,52383;0,000738562;0,96847;7,45945;+
Q10653;14,6386;13,7159;13,4583;14,2723;13,9142;12,9624;13,2051;13,3251;1,03443;0,0572976;0,66956;2,00038;
Q10657;20,3393;20,2368;20,1721;20,0667;19,485;19,4989;19,4409;19,2541;4,17332;0,000561404;0,784004;9,74513;+
Q10661;18,3082;18,6678;18,5854;18,9315;17,3511;17,0438;17,0014;17,2698;4,09897;0,000609626;1,4567;9,45572;+
Q10663;18,9027;19,1726;19,1422;19,1682;19,3985;19,3556;19,4007;19,6831;1,9715;0,00798018;-0,363011;-3,6522;+
Q10664;14,8384;14,7267;14,6905;15,2985;14,9328;15,2871;15,0819;15,2188;0,736821;0,117133;-0,241637;-1,50389;
Q10667;16,3471;15,4439;15,845;17,2058;14,1339;13,9104;14,2416;15,1536;2,12506;0,00607933;1,85057;3,95461;+
Q10901;16,4671;16,6956;17,1527;16,2299;16,0277;16,9719;16,308;16,3746;0,328545;0,344224;0,21579;0,772209;
Q10920;15,9521;15,4467;15,5688;16,2466;14,9357;14,8681;14,9675;14,5013;2,45367;0,0035805;0,985412;4,64602;+
Q10925;11,4578;11,1528;11,0912;11,2812;14,6105;14,8785;15,4888;14,666;5,56269;0;-3,66523;-16,9064;+
Q10929;14,437;14,8479;14,6135;14,5546;13,9339;13,499;13,57;13,8115;3,30919;0,00127778;0,909645;6,81203;+
Q10931;14,9402;14,2085;14,6501;14,1919;14,4055;13,3005;13,2822;14,371;0,914808;0,0765466;0,657907;1,80166;
