Proteins,eat2_d5_01,eat2_d5_02,eat2_d5_03,eat2_d5_04,eat2_d1_01,eat2_d1_02,eat2_d1_03,eat2_d1_04,eat2_d10_01,eat2_d10_02,eat2_d10_03,eat2_d10_04,eat2_d15_01,eat2_d15_02,eat2_d15_03,eat2_d15_04
B3WFT8,21.3531,19.5144,21.0243,21.69,24.8013,23.49,23.5209,23.1971,23.7266,24.2193,24.2031,23.4053,22.0012,22.6959,22.1929,22.1263
E1B6S9,19.2882,20.5428,21.0318,21.5463,20.5692,21.8788,20.6257,19.418,20.866,18.9558,20.9479,20.9911,24.249,23.6046,24.2913,24.2745
G5EC65,21.0863,21.0029,21.1349,20.951,20.4316,20.9295,20.2328,21.3291,21.7818,21.4303,21.2461,21.3108,22.0556,21.381,21.2617,21.2197
B3WFW7,20.2918,19.5298,20.0551,21.9286,21.7908,21.7776,21.8369,19.7096,21.5579,22.4365,23.8335,22.577,21.101,20.6637,21.735,20.5653
B3WFY5,20.6349,21.5405,21.2236,21.7733,20.2881,21.8965,21.6186,20.5289,23.8415,24.5537,24.4146,25.4662,20.4862,20.2767,21.8412,21.2993
B3WFY5,23.2228,22.8943,24.2937,23.8111,21.9412,22.5069,22.4384,23.249,24.9195,23.0552,21.5764,24.172,24.8655,21.8924,26.0785,25.781
B3WFY5,24.1499,24.4939,24.652,23.8111,23.5732,23.558,23.4256,22.1002,19.7482,18.4664,21.4804,21.3404,21.9788,21.8769,23.0364,22.7919
B5BM23,24.4894,28.4348,27.7537,24.8589,19.7499,21.7201,21.2273,19.1894,24.0766,24.3701,23.9299,24.6628,21.4004,18.4321,21.0326,20.8444
B5U8N2,18.9469,19.8055,21.0633,20.5318,20.3902,21.6241,21.5243,21.2768,21.4913,21.2821,20.7489,20.5406,25.606,24.3541,24.7975,23.9565
B5U8N2;Q23187;Q23188;Q7JLB0,19.5044,20.8151,21.4949,20.1092,20.2006,21.8813,21.6502,21.3221,20.4145,20.9176,21.7405,20.0991,21.8163,18.9145,21.0268,20.94
B5U8N2;Q23187;Q23188;Q7JLB0,24.819,24.834,23.1623,23.0611,20.9247,22.208,23.6637,22.5598,22.4338,22.3162,23.341,22.5443,22.7242,23.1932,23.5548,25.4057
B6VQ78,19.6568,22.6306,23.9513,23.6542,20.7402,21.5127,21.0615,19.8414,23.5396,24.0538,24.027,24.4733,25.0628,26.0294,25.7148,26.3512
B6VQ78,21.3647,21.3349,20.829,20.8332,20.565,21.215,19.9568,20.3054,24.0253,24.1954,23.8341,24.7094,22.895,26.3524,26.1879,24.1823
B6VQ78,24.1702,24.2232,22.9661,23.9612,20.8063,21.7547,21.7957,19.9784,21.642,20.6649,19.8164,20.3838,21.0986,21.2985,21.5946,21.1327
B6VQ78,20.6392,21.7098,20.9488,20.2275,20.1589,18.8541,20.92,20.1963,23.6822,23.377,23.6016,23.0704,19.8899,18.6924,20.4361,21.3514
D9PTN8,20.5785,20.5149,21.7013,21.0948,20.4975,21.8731,21.6907,20.9261,21.3977,21.2719,21.0537,21.2828,20.9566,18.7733,20.8016,21.1581
B7WN71,21.2807,21.2965,21.2213,20.4487,20.5753,21.8538,21.7585,20.5651,23.5192,22.6347,24.6094,23.4524,23.1489,25.845,24.9966,23.8267
B7WN95;Q22716,20.3419,21.2027,20.3604,20.3478,22.1949,23.4438,24.3243,23.0751,21.6393,20.813,19.4023,21.1742,22.8597,21.9995,21.2783,20.3977
B7WNA1,21.7147,22.5178,22.0646,22.4565,25.9612,24.5155,26.1278,23.7499,21.2993,19.6165,20.9416,20.8479,23.4342,26.3625,27.8663,27.7608
B9ZSG9,21.5045,20.9024,21.5147,21.3549,19.8703,21.3079,21.6396,20.3982,21.1978,21.8127,22.4531,23.278,21.9632,20.988,21.3919,20.4921
C1P636,21.471,20.7173,19.5881,21.9699,24.3829,27.3911,27.7469,24.7838,20.779,21.0683,20.7227,21.02,27.3936,22.2508,24.0562,23.2087
C1P636,22.5521,21.6449,21.9665,23.5047,20.0767,20.7002,20.7928,20.7136,21.7447,20.9783,21.5709,20.5026,21.5017,20.6155,20.9376,20.8148
C1P636,28.286,29.9323,29.7354,28.7573,26.7961,29.2473,28.5872,27.7194,30.0731,29.2611,30.0036,27.1609,27.3016,27.091,26.9855,27.1379
C1P636,20.1321,21.8338,21.1902,21.0473,20.095,21.0316,20.7677,21.2815,20.6949,21.4646,21.6526,21.297,20.7915,18.6303,21.4809,21.2311
C1P636,22.8085,23.5901,24.9533,24.3424,21.381,24.6498,24.5692,23.2222,24.2267,23.6741,25.6649,25.6374,21.5846,20.2994,20.0581,19.0028
C6KRI9,21.458,21.5299,22.758,22.377,23.4178,22.6652,22.4566,21.8489,21.7316,22.0649,22.6537,22.0835,21.9266,19.3904,20.3025,21.3167
C6KRJ1,22.732,24.4234,23.0384,24.1261,20.6147,24.5905,24.5901,23.698,25.2667,24.4006,24.3994,21.1837,25.9445,23.7488,23.1183,23.9353
C6KRJ1,19.5567,21.5613,21.3932,20.3586,20.6628,21.0369,20.9473,20.4694,20.9254,21.2201,20.9721,21.3205,20.6562,21.2023,20.4001,21.4084
C6KRL2,20.5165,20.4768,20.0589,21.1083,20.8262,20.981,21.7895,20.1363,21.3642,20.8587,21.6605,21.4991,22.8889,21.835,24.3561,22.8322
C6KRL2,20.7262,21.7809,21.8341,20.1589,22.9168,23.8624,23.4076,23.9452,21.518,20.5641,20.9167,19.0885,25.5941,21.7457,22.4191,22.735
C6KRL2,21.3622,21.7378,21.3455,21.7891,20.2009,21.6174,21.8525,20.0957,20.9206,20.205,20.5774,20.9269,21.2868,21.1702,20.1776,21.2708
C6KRN1,20.1318,19.6751,21.7919,20.0726,23.1583,24.5248,25.9561,23.2362,21.484,21.5206,21.2411,20.3934,21.2725,20.4811,20.8668,19.7007
C6KRN1,20.3814,20.4836,21.7323,21.738,22.1506,23.3214,24.4259,21.7815,21.796,20.2897,20.8251,20.2123,22.4722,21.5802,20.6416,21.6901
C7GIK1,23.811,22.8812,22.466,22.9325,23.3502,23.4996,22.6015,23.7689,24.5533,24.9669,24.442,23.6684,23.2566,25.7555,25.0678,24.4368
D0IMZ5;U4PM01,21.5477,19.0419,20.7347,20.8467,20.9014,21.698,19.3266,20.3338,20.4063,20.9288,21.6402,21.1567,20.9664,21.1219,21.2973,20.5326
D0IMZ5;U4PM01,20.606,21.0738,19.3191,21.881,19.5755,21.3665,21.3168,19.8443,21.5125,20.0789,20.6525,19.8493,21.7955,19.2461,21.4775,21.4753
D0PV95,19.3101,21.5928,21.3521,20.4235,19.336,21.5063,21.0711,20.7198,21.3794,21.5366,20.5142,21.3843,22.0229,19.7411,21.0967,21.6996
D0Z5P0,21.329,21.5462,21.6418,19.4906,20.5128,21.7192,21.6914,19.8671,20.4903,20.513,20.9884,20.1689,21.4557,20.0335,20.3962,20.3614
D0Z5P0,20.7662,21.4595,20.9881,21.0587,20.1461,21.3154,21.7611,20.5787,18.7222,20.8157,21.0419,20.9418,20.359,19.1344,21.2743,20.7016
D0Z5P0,20.4718,20.3956,21.7591,21.5323,20.8005,23.2358,22.5839,23.7822,21.6657,20.9494,20.5703,20.7088,20.301,21.1824,21.586,21.3731
Q22832,24.509,25.7114,25.2927,25.8654,23.0661,24.3663,23.8804,23.8569,25.4476,24.7667,25.5468,27.4295,21.7678,20.4897,21.5053,21.0149
Q22832,25.3073,26.7902,26.0234,27.1309,20.4505,20.5782,21.5406,21.0552,20.76,19.8659,20.4732,20.4041,21.2276,21.5547,20.6354,20.5055
Q22832,23.796,25.5118,25.5586,26.0285,22.5459,25.5605,25.091,24.0634,24.0034,23.9793,23.6716,23.3197,25.435,25.4003,25.6343,25.4797
Q8WQB8,20.462,19.6709,21.2049,21.2928,20.2351,19.5339,19.8739,19.2225,21.8786,19.1683,20.8092,20.9791,22.0855,20.489,19.631,21.2149
D3NQB5,19.858,21.7673,21.5756,21.8638,19.1156,21.4079,20.5093,21.0382,25.1644,24.8759,24.9416,23.4658,20.7621,21.519,19.6622,20.0074
D3YT77,23.0579,21.7964,24.7733,22.4304,26.9154,24.1033,23.6747,25.4848,21.9817,20.6194,21.2085,20.0378,19.7032,20.6854,20.0644,20.4718
D3YT77,20.4155,21.8365,20.9268,21.0737,20.6808,21.1046,21.0922,20.269,21.9037,19.8792,20.6222,20.1827,19.9694,20.6495,20.7197,20.3783
D4YWC3;Q9XX57,21.4333,20.9433,22.0595,22.2341,20.5166,21.2539,21.2144,20.885,20.4978,17.9466,19.3766,21.2841,23.604,24.0338,23.7666,24.081
D4YWC3;Q9XX57,22.7256,22.2712,23.2153,20.8154,22.4424,22.9434,21.4398,21.4046,21.9399,20.4445,21.6109,23.8536,24.4575,22.9531,21.5042,23.3842
D4YWC3;Q9XX57,23.5316,24.951,24.5745,26.6976,22.8801,23.3068,27.7911,25.1851,20.8252,19.3187,20.7424,20.6136,29.6367,25.1263,25.927,26.0358
D4YWC3;Q9XX57,24.5724,24.1726,23.2585,23.9493,23.5754,24.7777,25.0008,23.6026,24.0414,23.2599,23.3684,23.8516,26.3752,24.0211,24.3202,23.3132
D4YWC3;Q9XX57,24.5962,26.2509,27.3165,25.7321,26.1208,25.6806,26.0864,27.6045,23.9589,24.9347,24.7792,24.7218,28.3872,26.1729,26.5648,25.0929
D4YWC3;Q9XX57,21.0199,19.8687,22.1953,21.7426,21.8896,23.0164,23.8282,21.933,25.0168,22.7489,23.5382,24.3993,26.3976,23.2654,24.2041,23.7284
D4YWC3;Q9XX57,22.6413,23.6886,23.9567,23.1156,24.1722,24.9597,24.2955,24.4554,22.0108,20.7942,21.9539,25.7404,22.0872,20.3755,21.199,21.0296
D5MCN2,19.3632,21.6291,21.1927,20.2531,20.0091,21.4229,21.753,21.1571,21.1054,19.6121,21.0601,21.4013,20.7793,19.1281,18.2763,20.6026
D5MCQ2,20.5531,23.5261,22.4428,23.3767,21.6908,21.6015,22.5819,20.5493,21.0324,20.305,20.7311,21.2944,23.4853,24.8378,25.0097,24.0681
O17698,21.8007,21.5575,23.2903,22.7348,23.0986,24.4448,22.2894,22.8749,21.2444,19.3065,21.5333,20.9985,22.1082,23.4655,25.0932,23.4196
D5SGZ9,21.4477,20.0657,21.1602,20.4018,21.7439,23.2456,22.6293,24.1669,21.3976,20.1255,20.0957,20.2174,25.0401,23.4298,22.9621,21.7778
D5SGZ9,21.3475,20.6855,20.406,21.129,20.4144,20.3889,21.4911,19.3456,21.0542,19.9669,19.7995,20.951,21.6599,21.139,21.8208,20.6356
D5SGZ9,20.6243,20.0165,20.829,21.0184,21.0305,21.5461,21.2657,20.4079,21.7452,20.2396,19.7755,19.6621,22.1737,27.9752,27.8341,27.1099
D6R8W5,20.947,21.2828,20.7847,20.6311,20.5775,20.6584,20.4089,20.089,21.4066,20.4052,21.1861,21.2875,21.4111,19.8683,20.5899,20.0127
D6VPA0,24.2114,24.2647,22.7943,24.0267,20.1119,20.988,21.5651,20.6464,25.4788,24.3411,25.1425,21.151,24.6351,22.9607,23.1795,24.7299
D7SFI3,19.9579,21.7285,21.4936,21.9161,20.6607,21.3496,20.2431,21.1154,20.5175,18.5403,21.6985,20.5181,21.7864,20.9101,20.8262,20.7634
D7SFI3;P34345,20.7498,21.4681,19.2222,20.8547,20.6835,20.736,21.5539,19.5172,20.1356,20.356,21.7148,21.1298,22.043,20.7618,20.7598,21.2172
D7SFI3,20.9727,20.3889,19.7809,20.9525,19.5614,21.8254,21.8673,18.672,20.2683,19.922,20.0086,19.8927,21.2841,21.0327,20.8541,21.3301
D7SFP5,21.0707,21.2785,21.7707,21.221,20.8534,21.5535,21.5379,21.2778,21.6512,21.2143,21.8261,20.8225,20.7459,21.1784,20.0593,20.0774
D7SFP5,20.5736,20.6922,20.5006,21.3977,20.1464,20.9426,21.4599,20.0281,21.2036,21.166,21.5705,19.3383,21.7601,19.6512,21.4424,20.87
D7UU24,21.193,20.4172,20.7645,20.2306,22.3934,22.9942,22.3499,23.3506,21.9611,21.138,20.075,20.4457,21.0685,20.3292,21.7643,19.8816
D7UU24,19.4921,21.6242,20.4722,20.9809,20.6237,20.117,20.3076,19.5204,20.816,20.0873,20.2643,20.2662,21.1658,20.3953,20.8076,21.2648
Q9U3I3,20.6532,20.3517,20.5951,21.28,20.8559,20.9348,20.5486,19.8233,21.698,19.9376,19.6743,21.4237,21.3365,20.1142,21.5621,20.1326
D9PTP5,20.342,20.5377,20.6389,21.5068,20.9855,21.3954,20.5594,20.7183,22.7973,22.9719,24.6081,24.7735,21.1895,21.3824,20.7794,20.8273
D9PTP5,21.4286,21.0129,21.679,20.386,20.8272,20.816,21.7892,21.195,22.7973,22.1919,22.3804,23.9722,21.9078,21.0749,20.6752,21.6477
D9PTP5,21.4505,21.0761,21.254,20.5541,19.7705,20.8345,21.7663,20.8192,21.3622,19.2111,20.0698,21.0408,23.4527,23.6869,25.4489,23.7594
E0AHE1,22.5211,22.1282,22.0692,22.4583,20.1416,21.7248,19.8681,21.1995,20.5217,19.3192,20.7679,20.4485,21.3898,18.491,20.1687,19.5341
Q20396,21.1974,21.3968,19.7806,21.4882,20.933,20.9969,19.6464,21.2581,25.0589,24.8991,25.7743,25.6437,26.3412,24.9138,25.5935,25.8107
E1B6S4,22.2587,21.7865,21.9052,22.6042,21.0927,21.6643,21.327,21.0267,23.2166,22.5892,22.6245,25.0585,20.6296,20.8935,19.8945,21.0667
E1B6U2,24.9753,23.5905,23.234,23.2345,24.8068,22.1096,22.3523,22.1385,24.1822,23.1883,23.9172,24.5745,24.3201,24.1817,24.6763,23.9232
E1B6W0,26.8857,27.3456,28.2021,26.8622,25.7082,27.6887,27.6647,26.3795,27.0429,26.9682,27.715,25.5443,24.9578,24.3201,24.1971,22.7185
E3W743;Q93636;Q93637,23.9948,23.9798,23.8844,24.2964,23.683,25.806,25.0407,23.0614,23.4785,22.5451,22.2794,22.9017,21.9386,23.4778,24.4359,24.2272
E3W743;Q93636,20.9469,21.0794,21.1528,20.3796,19.48,21.4577,21.0537,20.8928,20.5711,19.3733,21.3114,21.0815,19.5082,20.8382,21.6014,21.2696
E3W743;Q93636,20.7004,21.8429,20.1557,21.4727,23.8426,23.9153,24.3983,24.8814,21.9722,21.2444,18.8298,17.4473,20.0967,20.5342,21.3376,19.9676
E3W743;Q93636,21.5349,20.3886,20.8297,21.3889,22.7842,23.4928,22.6452,23.5871,21.0424,20.5026,21.4125,20.691,21.0965,20.3727,20.8975,19.7538
E3W743;Q93636,23.6647,22.1125,23.5643,23.6853,20.7085,21.192,21.5474,20.3623,20.2654,19.2622,21.0751,20.4301,20.3161,20.8165,18.9292,21.2438
E3W743;Q93636,20.5891,21.3784,21.1348,19.8662,20.8697,19.7825,21.7638,21.0557,21.371,20.6411,20.6673,20.2437,22.7731,22.9649,23.0483,23.8142
E3W743;Q93637,20.8026,20.0346,21.5004,21.3303,21.0332,21.2105,20.7529,19.7911,21.3927,20.7671,21.0962,21.1604,19.8778,19.6808,20.2872,19.5568
E3W743;Q93637,24.0117,22.4917,23.1279,23.4397,22.5866,23.5466,24.2028,22.9432,20.4159,20.996,21.7019,19.666,20.3463,20.7011,20.9954,19.0019
E3W743;Q93637,25.8399,23.9853,24.519,24.6093,23.5746,23.2003,23.0437,22.3095,20.8204,21.4409,18.7951,20.5006,23.3805,21.5589,22.1562,23.5521
E3W743;Q93636,19.3338,21.653,21.173,19.7927,20.225,21.1236,21.6591,21.0512,20.0389,20.327,21.0417,19.6274,21.6621,20.3521,21.3111,21.1318
E3W743;Q93636,24.133,23.9784,23.5408,22.824,27.083,23.8738,23.1201,22.3789,21.1276,21.52,19.9632,19.6248,20.8658,19.8694,20.6688,19.3774
E3W743;Q93636,21.1239,21.1843,20.187,21.4077,23.417,24.8483,24.9713,24.9752,20.9533,21.2277,21.0674,19.8928,21.0205,21.1301,19.5903,20.2084
E3W743;Q93636;Q93637,25.1225,26.934,26.0942,25.9881,26.1476,27.7598,25.699,26.599,24.8303,23.2406,22.5627,26.9486,27.0915,24.7179,25.0206,26.8758
E3W743;Q93636,24.6741,24.4559,24.6876,24.5936,19.5841,20.0197,21.4333,20.1896,23.0994,20.8578,22.7501,20.5856,20.9259,19.2507,20.5517,20.661
E3W759,19.4932,19.6884,21.2694,20.5696,20.7136,20.8377,21.7322,21.3593,21.006,20.2356,19.6376,21.0252,20.5132,20.7883,21.8488,21.4643
Q21162,24.9527,23.2554,25.2079,23.8752,20.6212,21.3923,19.5863,21.4249,20.4125,20.9919,20.1365,20.7898,22.0285,24.4394,23.5579,22.3935
Q21162,20.78,19.8698,20.7167,20.467,20.7202,19.4023,21.1648,20.7119,21.8611,20.4563,19.7144,21.3679,23.2265,25.4416,24.7661,24.9221
Q21162,26.3238,23.832,24.4604,24.055,18.412,21.9761,22.437,20.9131,25.6598,24.5876,26.5991,26.3522,24.9493,23.3104,23.4371,24.8981
Q21162,20.5278,21.4068,20.3827,19.9293,21.3979,23.1015,23.6577,22.2046,25.5786,26.6759,25.3105,24.6104,23.992,22.54,24.1117,23.0936
F5GU98,19.5326,21.7138,21.0434,19.7927,21.3739,22.7872,23.1814,22.0419,21.6326,20.9995,20.4899,21.3964,21.3846,20.9293,21.5155,21.2786
F5GU98,27.3912,28.4887,27.9148,28.592,26.039,28.0582,27.9882,26.886,29.0581,28.6953,28.833,25.3364,26.8549,23.2062,22.7867,23.1564
F5GU98,25.0911,25.5619,25.5724,25.2545,26.3064,24.329,25.2574,25.1132,20.8372,20.395,20.469,20.1997,21.6217,21.2926,20.385,20.6937
F5GU98,21.4769,20.5813,21.3158,21.6724,19.8325,21.4652,19.5098,20.6719,23.8003,23.1075,23.6058,27.0348,20.8656,21.1248,20.5603,20.9503
F5GU98,22.7896,23.7029,24.7076,23.9893,21.0236,21.0779,20.8861,21.0805,21.7716,21.3662,20.3378,21.3412,20.4508,19.8037,19.5303,21.0572
F5GUH0,25.1575,25.0955,24.2949,23.5751,24.8774,26.1593,24.1917,25.0649,25.4083,24.8316,24.7288,22.8805,21.3352,19.8311,20.9052,21.5067
F5GUH0,23.8221,24.0495,24.0552,24.246,22.6943,22.5066,23.945,23.1711,24.2132,24.3688,25.0392,24.0397,23.0706,24.9485,25.6519,24.0355
F5GUH0,24.017,22.87,22.9795,23.435,19.8154,22.8482,22.7736,21.4886,25.0425,23.5921,24.0249,25.3588,24.4989,24.3886,24.4009,25.7436
F5GUH5;H2FLK8;H2FLK9,21.1169,22.8593,21.6575,22.7,20.8572,21.1005,21.5266,20.4866,21.786,21.325,20.4004,19.5194,22.3971,21.7024,23.008,23.2716
F5GUH5,19.8039,21.1505,21.5344,22.3732,20.254,21.4854,19.9515,19.2787,22.1746,22.106,23.2125,21.7074,24.7102,23.6755,24.8627,25.3188
F5GUH5;H2FLK8;H2FLK9,20.8876,20.9442,18.7407,21.3473,19.821,19.2827,21.5172,20.6672,19.6649,19.5664,21.8065,19.7986,23.3103,23.708,22.3517,22.6862
F5GUH5,22.5941,22.6328,23.7112,22.7021,21.7975,22.704,21.4572,23.3792,21.6614,20.1857,21.0012,21.3633,26.8608,26.5936,26.7202,26.0229
F5GUH5,19.8158,20.3572,21.4911,21.0262,20.9402,21.8762,21.1425,21.2165,23.447,22.021,23.0596,23.2056,26.9483,24.938,24.9145,24.8782
F5GUH5,20.8441,20.2515,19.305,21.4654,20.3627,21.5457,21.0648,20.2835,22.4922,23.2017,22.7273,22.534,21.0351,20.2858,21.4442,21.1238
F5GUH5;H2FLK8,20.849,19.9438,20.4795,20.2397,21.0545,21.8849,21.8216,20.093,21.6796,20.9741,19.8355,20.5693,28.0274,23.7744,23.6518,23.4601
F5GUH5;H2FLK8,20.8574,20.2747,21.0775,19.8393,23.4186,24.4089,27.2696,24.4006,21.7716,21.5214,20.6574,20.3461,23.6029,25.8141,26.6963,25.9984
F5GUH5,21.372,18.5707,21.0991,19.3778,20.8985,21.3318,20.4516,20.5618,21.7432,19.9116,20.8119,19.822,25.3681,21.7453,22.5474,24.1038
F5GUH5;H2FLK8;H2FLK9,25.5175,22.864,21.7071,21.3364,23.1031,22.9656,23.0712,20.7868,22.7463,23.971,23.5518,25.4282,26.5153,25.2969,25.8824,25.8314
F5GUH5;H2FLK8,21.164,20.8451,18.7523,21.7148,21.0137,19.8782,20.768,21.1812,22.6564,21.6212,22.3422,22.6022,24.3787,26.0296,26.4646,26.0389
F5GUH5;H2FLK8,19.7469,21.2857,20.8301,21.4582,20.1489,21.6272,20.6154,20.4555,18.8293,20.5273,20.3828,20.4852,23.1722,23.9112,24.355,23.9757
F5GUH5;H2FLK8;H2FLK9,23.3529,23.3407,23.2165,22.1805,19.3893,20.4472,21.0859,20.5933,20.8449,21.7055,20.883,20.4,26.761,25.4641,26.1456,26.293
F5GUH5;H2FLK8;H2FLK9,19.581,20.4294,21.1208,21.6285,19.856,20.7126,20.72,21.074,22.636,22.6672,22.4652,22.7947,21.7264,21.281,20.3229,20.8425
F5GUH5;H2FLK8;H2FLK9,20.0424,20.0317,19.7378,21.159,19.7828,21.3799,20.9951,20.3884,21.2805,19.3518,20.9873,19.7246,26.333,24.2896,25.0401,24.7787
F5GUH5,20.679,21.0584,20.8138,20.6139,20.4893,21.1275,21.4089,20.2303,20.8338,21.472,20.5808,19.9363,21.3451,20.6661,20.8898,20.8606
F5GUH5;H2FLK8;H2FLK9,21.432,20.9741,20.2535,20.5015,20.7088,21.7923,20.0592,21.3362,21.4858,19.618,21.8693,21.2958,20.9158,20.159,21.4155,20.014
F5GUH5;H2FLK8;H2FLK9,20.7112,20.9957,20.2963,21.902,21.0052,23.5474,23.1617,22.0679,21.9971,21.28,22.9369,23.0593,27.0649,24.9231,24.3599,24.0368
F5GUH5;H2FLK8;H2FLK9,20.1452,20.5765,19.9261,21.8473,20.9288,21.0335,21.738,20.018,21.728,20.1696,21.0936,21.0676,24.4286,23.9994,24.3944,22.7156
F5GUH5;H2FLK8;H2FLK9,21.3391,21.1238,21.0853,21.084,21.0233,21.1303,21.6585,20.3881,19.9818,21.1377,19.8185,21.5478,24.732,24.358,25.4216,23.9287
F5GUH5;H2FLK8;H2FLK9,20.4661,20.3986,21.1619,21.5691,20.1463,20.5766,21.0103,21.4246,21.5028,20.3416,21.886,19.6792,21.5297,21.0369,19.7435,19.9986
F5GUH5;H2FLK8;H2FLK9,22.7856,22.4794,23.1369,22.4116,22.5733,22.2498,23.2868,23.0305,23.1614,22.9686,23.1971,20.5149,26.5965,25.0261,25.2502,25.5303
F5GUH5;H2FLK8;H2FLK9,21.2084,21.693,20.8201,20.5163,20.1843,21.5453,20.7164,21.4378,22.7409,23.0439,22.9925,24.1969,24.3152,23.0867,22.4724,22.8281
F5GUH5;H2FLK8;H2FLK9,20.7042,19.1772,19.6112,20.3177,19.7974,21.3139,21.7209,21.261,20.9946,20.4929,21.1237,21.4663,25.9723,27.2508,26.7559,26.2842
F5GUH5;H2FLK8;H2FLK9,22.7999,23.6004,22.1527,22.6992,19.6806,21.6508,21.2409,22.1941,23.2797,23.0881,23.6956,22.2436,20.1419,20.5963,21.7582,21.4694
F5GUH5;H2FLK8;H2FLK9,20.361,21.1695,20.0767,21.2236,20.2016,21.1026,21.545,19.7442,22.2295,22.3028,23.9641,23.6982,23.9597,24.7906,24.6239,23.1529
F5GUH5;H2FLK8,20.7181,21.5584,21.1805,21.4117,20.3641,21.1661,21.8661,21.2385,20.5506,20.8002,21.3018,21.3421,23.0337,22.7188,24.1464,23.4974
F5GUH5;H2FLK8;H2FLK9,25.3514,31.6283,31.3152,23.5815,22.8859,21.441,21.7146,23.1368,25.6856,23.1551,24.5563,22.5573,26.6691,24.6571,24.7509,23.2271
F5GUH5,21.4226,21.6582,20.0706,19.4954,20.704,21.8648,21.3522,21.4281,21.0718,21.3705,20.1624,18.6527,26.1573,22.5932,23.1238,22.2627
F5GUH5;H2FLK8;H2FLK9,20.6296,21.2947,21.3842,19.8116,20.5895,21.9127,18.4564,18.7559,20.5097,19.2598,19.985,20.7464,24.5338,23.5819,25.6041,23.5794
F5GUH5;H2FLK8;H2FLK9,20.1275,21.4794,21.8223,21.0028,20.6099,19.2115,21.3366,19.1262,21.2945,18.797,20.3489,20.9265,24.8574,23.4775,25.0688,22.9989
F5GUH5;H2FLK8,20.5191,21.1312,21.0353,21.8141,20.3545,20.8769,21.4374,19.6733,21.0259,19.9321,19.4678,20.2406,20.4629,19.7544,21.6315,19.6563
F5GUH5;H2FLK8,19.7942,20.4536,18.743,19.9122,21.0578,20.8812,21.4376,18.5263,20.8603,20.0565,21.0867,20.8103,22.4641,23.5171,24.6332,22.697
F5GUH5;H2FLK8;H2FLK9,23.7232,23.7936,21.9605,22.4017,20.6805,21.2729,21.8814,20.1657,22.583,21.1796,23.3115,22.0721,25.5136,23.8297,22.6928,25.011
F5GUH5;H2FLK8;H2FLK9,20.106,20.3945,20.705,20.8945,20.6454,21.3524,21.324,20.3719,19.3095,21.2785,21.7548,20.4126,21.4835,20.3747,20.4082,21.4701
G1K0V8,20.0695,21.6961,20.1015,21.5089,19.7996,21.3635,20.5268,21.184,19.2475,21.4985,19.9723,19.1706,21.8438,20.0385,19.2465,20.5168
G1K0V8,21.4443,21.2576,20.1452,19.3329,19.7205,21.3146,21.4483,19.5613,21.87,19.9593,21.692,19.529,21.0412,19.3657,20.5122,21.4351
Q1ZXU6,24.5524,26.0163,26.6642,25.9541,20.8381,21.9179,20.206,19.2636,27.4105,27.5245,27.7932,26.6016,26.617,28.0607,27.7717,27.6807
G3MU14;P48727,24.623,24.1842,22.8376,23.9729,23.1553,24.0799,24.2504,23.1323,24.3851,23.2318,24.0868,21.6718,20.5402,21.5489,20.6184,20.6828
G3MU81,20.6126,21.7916,21.7614,21.6173,19.527,19.9907,20.4487,20.3092,21.0256,20.0924,21.1434,20.4903,21.0378,19.7004,21.3837,20.2623
G3MU88,22.8923,22.0599,22.2083,22.1657,19.6961,21.6461,21.1584,20.2503,20.2315,20.8807,21.0706,18.3942,25.6764,26.2766,25.2539,27.2704
G3MU88,20.5626,22.6411,22.5036,23.3629,19.7597,19.4549,19.9067,21.1023,21.0555,20.1265,21.3889,20.8569,22.9032,25.4098,25.2602,26.7061
G4RTI0,20.331,20.9257,21.4048,21.5074,22.3206,23.6245,23.3724,23.7725,21.9839,21.1742,20.5383,21.2901,21.1913,20.4608,21.2906,20.8532
G4S034,25.1527,26.0482,23.8057,24.649,19.6853,21.0597,21.4391,20.9118,24.6493,23.8398,22.2937,21.6693,21.9251,20.0503,21.4131,19.8407
G4S034,20.4438,23.7232,23.9209,22.8248,19.0348,21.775,22.3421,22.4258,23.6352,22.1954,24.1979,21.9873,24.1975,20.5258,22.0918,23.4809
G4S034,21.2368,21.7553,20.2823,20.9256,21.9042,22.8536,22.6742,22.2365,25.6433,23.4892,24.7416,23.5449,21.2161,17.4424,21.0169,20.5315
G4S034,20.6752,20.2325,21.7791,20.9626,20.1481,19.438,21.5672,21.1794,23.2801,22.0795,22.2808,21.0165,21.2868,20.4063,21.3809,20.4732
G4S1A4,19.0564,21.7053,20.0874,21.4653,24.3862,24.041,25.7179,25.2913,20.7735,20.9602,20.7048,21.3156,20.9749,21.1936,18.246,21.6419
G4S1A4,26.3782,25.4129,24.8804,27.7886,24.9485,27.6966,27.4842,26.1017,27.42,26.3162,27.3741,28.1204,20.4105,20.225,20.922,19.8277
G4S1A4,20.2923,20.5524,20.7386,20.3386,18.4634,20.7715,21.5109,20.2495,21.1023,21.2539,20.8424,19.8816,20.7575,21.045,20.0703,19.6645
G4S1A4,20.1994,20.3616,21.2629,21.2573,19.9635,21.7908,21.1171,20.8908,19.8132,21.4034,20.9491,19.9845,21.3058,21.1954,20.0281,19.7989
