Leading.proteins.Positions.within.proteins;log2 eat2_d15_01;log2 eat2_d15_02;log2 eat2_d15_03;log2 eat2_d15_04;log2 eat2_d10_01;log2 eat2_d10_02;log2 eat2_d10_03;log2 eat2_d10_04; -Log Student's T-test p-value eat2_d15_eat2_d10;Student's T-test q-value eat2_d15_eat2_d10; Student's T-test Difference eat2_d15_eat2_d10;Student's T-test Test statistic eat2_d15_eat2_d10;Sign p-val: 0.05 
O17687(375);20,856;21,0923;19,4191;21,3037;21,2886;20,0139;21,0958;20,7467;0,0840237;0,822341;-0,118509;-0,232209;
O17687(454);23,2348;18,5416;19,1413;20,4119;26,0292;25,1217;26,0073;23,1092;2,04344;0,0133282;-4,73443;-3,79237;+
O17687(239);20,2673;20,5352;21,5143;20,9523;23,0373;24,4398;23,0892;24,7156;2,93809;0,00313812;-3,00319;-5,79828;+
O17687(260);21,9399;19,9391;18,6293;20,3872;20,4828;20,6165;21,4699;20,9271;0,398394;0,386027;-0,65018;-0,906558;
O17687(552);25,3542;25,4854;26,1232;25,4897;24,8081;24,801;26,3016;22,5708;0,594161;0,24393;0,992755;1,25961;
O17687(15);19,2486;21,2499;20,515;21,7378;21,3724;21,2733;20,9544;19,906;0,109549;0,771703;-0,188721;-0,296212;
O17687(20);21,5699;19,954;19,5602;20,9888;21,9786;21,2246;20,8428;21,4554;0,82352;0,150018;-0,857127;-1,64952;
O17695(89);21,2948;19,7682;20,5482;20,3358;24,2445;23,5077;22,7983;24,6095;3,1857;0,00249074;-3,30323;-6,46056;+
O17742(42);21,343;19,5841;20,5304;19,2559;24,7557;25,6689;25,3119;23,4713;3,32187;0,001664;-4,62355;-6,84895;+
O17759(536);21,0974;20,0151;21,7458;20,226;21,9892;19,7882;21,0499;21,1624;0,141793;0,711187;-0,226334;-0,373736;
O17759(259);21,7564;21,4436;21,4589;21,3925;20,7128;21,1439;20,5429;21,513;1,20737;0,0661385;0,53473;2,28894;
O17773(198);19,4761;20,5475;20,2413;19,4595;21,4203;20,5057;21,2761;21,4377;1,88398;0,017902;-1,2289;-3,48502;+
O17785(263);24,5636;23,2372;23,1487;22,8407;25,202;23,6017;25,3521;22,6783;0,456567;0,335229;-0,76099;-1,01451;
O17785(503);20,507;20,5359;21,452;20,3993;21,5669;19,7573;21,6788;21,3619;0,30152;0,485178;-0,367675;-0,718541;
O17893(143);20,8794;21,2228;21,2071;21,2457;21,56;21,2805;21,0917;21,4076;0,727721;0,182711;-0,19622;-1,48851;
O17907(79);21,7229;21,2538;20,0263;20,9296;19,603;20,4932;21,2939;21,3098;0,229655;0,570801;0,308189;0,570088;
O17907(256);21,1601;19,343;21,1255;18,7102;24,3717;21,9583;23,2561;23,0734;2,08191;0,0127211;-3,08018;-3,8684;+
O17907(271);21,6396;20,7892;20,9705;20,5138;24,346;24,6516;25,8869;24,9677;4,16491;0,00070073;-3,98479;-9,712;+
O17907(272);20,9869;19,9446;21,1187;21,2892;22,3868;21,8085;22,7024;24,4881;1,66624;0,0257271;-2,0116;-3,08352;+
O17914(143);26,0511;28,2505;26,6295;27,6245;23,4103;22,3227;23,6084;24,3705;2,906;0,00354367;3,71089;5,71636;+
O17915(70);23,7224;21,8508;21,3345;21,6587;24,2436;21,9055;22,5877;25,9286;0,707778;0,19011;-1,52474;-1,45472;
O17915(140);23,5612;25,6801;24,2973;24,1633;21,8038;20,5972;20,1841;18,7488;2,7348;0,0047154;4,092;5,29327;+
O17915(141);23,5612;23,253;23,3243;24,0154;19,5731;21,3962;20,4728;19,1008;3,14594;0,00238581;3,40273;6,35049;+
O17919(45);23,7716;27,281;26,8652;27,3868;23,4864;23,2546;23,3704;23,1524;1,8878;0,0176307;3,0102;3,49224;+
O17921(37);25,0761;23,9034;23,94;25,3034;25,2415;26,2107;25,9066;26,5635;1,66071;0,0259984;-1,42485;-3,07357;+
O17921(58);24,2547;22,6435;23,9008;24,9761;25,3706;23,751;25,4771;23,4446;0,335687;0,444924;-0,567035;-0,786223;
O17921(276);20,439;19,5727;21,5187;19,2217;21,0516;21,4446;21,7542;21,1047;1,11888;0,0806596;-1,15078;-2,14092;
O17981(400);21,0716;21,0208;19,0994;21,1016;21,2917;21,0428;20,203;20,5365;0,133966;0,723668;-0,195175;-0,355229;
O18131(91);21,7521;19,8526;21,263;20,3591;20,3964;20,3114;21,3942;20,8228;0,0535828;0,884995;0,0755081;0,152319;
O18158(871);21,2562;20,9342;20,3759;19,9126;20,5627;20,5349;20,8128;21,3995;0,233694;0,566153;-0,20775;-0,578683;
O18158(1013);19,7124;19,8043;19,3445;18,0339;21,8945;21,4742;21,3394;20,7985;2,43634;0,00802978;-2,15285;-4,60791;+
O18188(69);20,9827;20,8215;19,9534;21,5856;20,8384;20,3258;20,8763;21,1063;0,0457118;0,900903;0,0491118;0,130951;
O18224(89);20,7622;20,6943;21,101;19,7631;25,2238;22,803;23,6156;21,06;1,53198;0,0338212;-2,59548;-2,84489;+
O18224(70);21,9194;21,3142;20,5795;19,3878;21,0555;19,6142;20,9433;21,0985;0,066978;0,85647;0,122338;0,18799;
O18229(76);21,8075;20,4498;20,3149;20,9867;21,2207;21,4195;20,6227;21,2493;0,256189;0,53608;-0,23831;-0,62597;
O18240(54);20,5109;19,2817;21,2065;21,1283;24,279;25,294;24,4669;26,0174;3,53328;0,00136455;-4,48249;-7,48907;+
O18240(106);20,5439;21,3727;21,0327;20,8343;21,7847;19,9031;21,8367;21,1262;0,174573;0,656396;-0,216742;-0,449282;
O18307(29);24,2308;24,6783;24,623;23,0586;21,9322;20,5097;19,6476;21,4263;2,69105;0,00535338;3,26875;5,18882;+
O18307(30);24,2308;23,2096;23,7805;21,1186;21,4716;21,3349;20,9092;20,1052;1,52123;0,0349379;2,12961;2,82604;+
O18307(32);23,6587;23,9424;23,4066;24,8298;22,1958;21,2729;21,9043;20,8646;2,84044;0,00361139;2,39997;5,55158;+
O18307(44);21,9;19,7682;21,2705;21,6805;20,7957;20,6588;21,0761;20,6182;0,316415;0,467081;0,3676;0,74825;
O18307(22);21,2728;20,0206;20,7251;20,6649;21,245;20,3118;21,2268;21,0117;0,355568;0,425534;-0,278002;-0,82488;
O18650(8);21,073;21,2535;21,762;20,907;19,8386;21,2438;20,5242;20,9142;0,881617;0,132826;0,618687;1,74644;
O18650(17);25,5345;25,7374;27,4698;26,4663;21,8319;20,969;19,0246;20,342;3,64111;0,00103371;5,76015;7,83416;+
O18650(109);21,9599;19,7898;18,9076;21,6871;21,4874;19,262;20,7887;20,9954;0,0181958;0,960531;-0,0472574;-0,0536338;
O18650(102);21,5957;18,922;20,9949;21,7282;23,7141;23,8836;21,8638;22,9858;1,55982;0,0312708;-2,30163;-2,89388;+
O18650(44);21,4547;21,3053;20,4255;21,3315;21,3987;20,0985;21,6374;21,4958;0,0226034;0,951568;-0,0283761;-0,0663106;
O18650(30);23,9831;20,7608;22,1275;21,9137;21,7086;19,5333;21,5233;19,2472;0,927749;0,120475;1,69314;1,82317;
U4PF18(41);20,942;19,0879;20,29;19,4687;24,8919;24,6172;23,1002;23,203;3,1674;0,00244545;-4,00593;-6,40971;+
O44144(158);21,4224;21,4974;19,8071;21,2546;25,5098;24,9783;26,0396;24,3914;3,67302;0,00108661;-4,23442;-7,93883;+
O44145(182);20,8658;20,0864;21,6426;19,8454;21,4691;20,6532;21,0475;20,102;0,159664;0,681967;-0,207889;-0,415298;
O44154(182);21,3488;20,1012;21,5865;21,3585;20,4081;21,0325;21,5718;20,6592;0,165721;0,670217;0,180842;0,429178;
O44175(278);21,8094;21,1212;21,4926;21,0846;21,0061;20,9769;20,4274;21,012;1,23682;0,0620706;0,521326;2,33845;
V6CIR8(755);27,3199;22,4866;22,0352;22,4395;24,0498;22,5535;23,8336;23,8366;0,000501418;0,99894;0,00195932;0,00150744;
O44400(455);24,3623;22,8341;22,9033;23,182;25,3058;24,5054;25,8748;24,7485;2,05556;0,0131434;-1,7882;-3,81625;+
O44400(274);21,6474;19,0524;21,1495;21,6286;26,6783;27,3716;27,2459;24,0021;2,79897;0,0040261;-5,45498;-5,44914;+
O44400(360);21,6347;21,0756;20,3613;20,3117;23,3627;21,3018;21,9404;23,3059;1,45738;0,0401751;-1,63188;-2,71478;+
U4PEY4(214);26,5553;23,7014;25,2153;25,4766;25,9026;25,2424;26,1603;22,9275;0,0677053;0,855742;0,178946;0,189903;
O44441(46);21,1665;20,9267;20,4884;21,573;20,9526;21,3605;21,1491;21,0547;0,141455;0,711668;-0,0905747;-0,372941;
O44441(58);22,3655;21,237;20,2546;21,7218;21,3434;21,1305;21,1602;21,2751;0,141968;0,711282;0,167452;0,374148;
O44444(58);20,8673;19,9358;21,784;20,6086;20,9778;19,1749;20,9285;20,964;0,192681;0,626348;0,287642;0,48978;
O44445(60);21,5283;20,7597;21,6411;18,8253;21,9291;20,3528;20,5349;20,595;0,0794727;0,832146;-0,164353;-0,220526;
O44445(112);25,5797;24,4158;24,8225;24,8983;23,4664;23,0748;24,165;23,5075;2,22615;0,0110276;1,37564;4,16053;+
O44480(146);19,706;22,6276;21,3698;22,842;22,6832;20,4747;21,0707;25,5896;0,246163;0,549688;-0,818245;-0,605015;
O44480(152);24,649;23,2137;24,4022;23,0071;26,0097;24,8246;25,5606;27,5414;1,65443;0,026393;-2,16609;-3,06228;+
O44480(68);21,3755;20,78;21,19;19,8722;21,684;20,1694;21,7176;19,3744;0,0351199;0,922494;0,068099;0,101689;
O44480(73);25,1357;26,6413;26,6904;27,0885;25,5389;25,0362;25,973;25,9347;0,790669;0,159933;0,768257;1,59451;
O44480(131);22,4953;22,2918;21,6141;21,7018;21,415;20,0706;20,1785;19,9765;2,16039;0,0117381;1,61558;4,02593;+
O44480(136);20,4799;21,1793;21,321;18,7785;23,8084;23,0879;24,5148;23,7548;2,67001;0,00552047;-3,35181;-5,1391;+
O44480(24);20,5491;20,7617;20,6273;20,7696;23,1941;22,9979;22,7913;22,7307;5,86678;0;-2,25154;-19,0353;+
O44480(4);23,6285;21,3823;20,0063;21,9121;21,7931;18,6867;21,1117;20,71;0,533377;0,28319;1,15692;1,15282;
O44501(214);21,9447;20,7103;21,4862;20,2411;27,2415;26,8475;24,893;26,1566;3,71829;0,00114523;-5,18901;-8,08931;+
O44557(10);20,2113;19,3393;21,4309;20,2853;20,294;20,7478;19,897;20,1708;0,0290447;0,937362;0,0392895;0,0846292;
O44560(333);20,5779;20,9495;21,3469;20,2812;21,5742;20,4203;21,7104;21,1772;0,540413;0,278874;-0,431669;-1,16529;
O44572(61);21,7099;19,3016;20,1859;20,6998;26,2207;25,4547;25,282;25,3133;4,05055;0,00100613;-5,09339;-9,2714;+
O44608(281);26,9799;25,9548;27,2902;26,7041;23,4185;22,8253;21,7411;25,4081;2,20811;0,0112236;3,38399;4,12336;+
O44735(107);26,673;26,4218;27,8093;29,2928;25,7043;24,8754;24,7725;22,3613;1,73415;0,0230339;3,12083;3,2067;+
O44735(473);22,5494;20,0156;21,568;22,1187;24,7454;24,4635;24,7875;24,2172;2,71802;0,00494009;-2,9905;-5,25306;+
O44735(474);24,736;26,1509;25,0146;25,6868;27,4827;26,2757;26,584;24,058;0,386693;0,396045;-0,703041;-0,884446;
O44739(49);19,9365;19,8854;21,8392;21,2354;21,1433;20,7254;20,8452;21,2027;0,202331;0,611179;-0,255;-0,511037;
O44752(588);19,7247;21,4092;19,9827;20,1119;26,9399;26,4536;26,783;27,9809;4,98205;0;-6,73223;-13,4596;+
Q9BL61(309);26,183;23,3268;23,8335;23,9312;24,0219;23,1122;23,1944;21,3543;0,823261;0,150035;1,39792;1,64909;
Q9BL61(48);20,2933;20,3847;21,0458;20,891;21,3929;21,3467;20,9828;19,7784;0,209782;0,599238;-0,221488;-0,527301;
Q9BL61(140);22,7412;21,6309;24,4927;23,258;20,3824;19,3366;20,9407;21,1698;1,92865;0,016062;2,57333;3,5699;+
O44782(4);20,8247;21,2645;21,0771;20,8163;20,9249;21,181;21,6337;20,3664;0,0373892;0,917376;-0,0308485;-0,108009;
O44827(508);25,1564;23,2627;24,317;23,9078;24,4432;23,0999;23,3673;21,9437;0,711434;0,188273;0,947456;1,46092;
O44847(282);19,8728;20,3635;20,9139;20,7394;20,9303;21,5308;20,4075;20,1217;0,298314;0,487053;-0,275168;-0,712104;
O44847(129);27,2306;25,5384;26,2118;26,202;20,6468;19,6261;20,7679;21,5642;4,39696;0,00096;5,64442;10,6644;+
O44847(183);20,7761;19,4278;18,8107;18,4802;18,8164;20,5261;20,6641;21,5295;0,633233;0,222986;-1,01031;-1,32728;
O44847(184);20,4439;19,7775;20,5866;21,0545;23,75;23,8871;24,861;25,683;3,62604;0,00102602;-4,07963;-7,78516;+
O44847(32);21,6415;20,9429;21,0068;19,7134;21,7448;20,9105;21,5544;20,8959;0,438642;0,34974;-0,450233;-0,981577;
O44885(246);20,7395;21,3831;21,4472;18,7326;21,4306;21,2159;20,5426;20,6761;0,236024;0,56337;-0,39067;-0,583627;
O44887(377);24,3676;24,0946;22,5405;23,6618;25,5942;24,6481;26,8445;20,786;0,237331;0,562198;-0,802034;-0,586395;
O44897(658);24,1833;22,5011;22,9005;22,7999;21,0206;19,9362;18,5557;20,3381;2,56797;0,00639678;3,13352;4,90247;+
O44897(180);26,7866;26,9292;26,9694;27,1887;26,6712;24,8865;26,3251;24,3661;1,3351;0,05083;1,40621;2,50479;
O44897(624);21,0226;20,063;20,329;21,542;26,0732;25,1742;25,7407;27,314;4,10325;0,00107895;-5,33639;-9,47217;+
O44951(116);19,8879;18,4273;21,499;19,7549;19,8463;20,9346;20,6117;20,17;0,312469;0,472065;-0,498352;-0,740411;
O44990(195);20,1576;21,332;19,2067;20,6996;21,9156;19,3922;20,0896;20,3717;0,0467389;0,899218;-0,0932584;-0,133757;
O44990(187);24,2864;22,296;22,4191;22,5767;22,2583;21,4147;22,6157;22,4178;0,638808;0,220974;0,717945;1,33688;
O44995(393);26,2112;25,6195;26,1386;24,9709;25,5096;26,2375;25,2618;20,7323;0,455343;0,336221;1,29976;1,01227;
O45012(77);20,1279;20,3104;21,6374;20,3382;21,6486;21,8425;22,2256;20,6395;1,05277;0,0922044;-0,985559;-2,03085;
O45060(16);23,8435;23,9351;23,6806;23,13;23,7215;24,7827;23,5211;25,6299;0,714319;0,187099;-0,766497;-1,46581;
O45060(113);25,2554;25,0072;22,7903;22,4231;21,0666;20,3461;19,8705;19,8604;2,41033;0,00824848;3,58311;4,55106;+
O45083(590);23,649;22,66;23,6708;23,8847;21,7846;20,8723;20,6498;20,7568;3,19449;0,00253176;2,45022;6,4851;+
O45102(244);20,3128;20,3977;19,4931;19,7481;20,2813;21,4153;21,1788;21,444;1,68721;0,0249627;-1,09191;-3,12137;+
O45102(256);21,8726;20,0217;21,14;19,9482;23,5966;23,1824;22,9724;24,1022;2,67807;0,00535103;-2,71778;-5,1581;+
O45166(192);23,6624;21,7947;22,1138;21,7761;25,296;24,7776;25,5573;22,3186;1,32234;0,0517785;-2,15063;-2,48309;
O45166(203);19,3479;21,0776;20,679;19,7556;20,7529;20,4318;20,6947;20,5226;0,419896;0,365189;-0,385485;-0,94683;
O45319(12);21,4267;20,8895;21,5799;19,7178;21,4898;20,3636;21,0464;20,6393;0,0129189;0,971701;0,0187025;0,0382996;
O45418(288);21,1189;20,9564;20,8321;19,649;23,0216;22,8341;22,5713;20,8989;1,54343;0,0325378;-1,69235;-2,865;+
O45445(6);21,8324;21,3953;21,8555;20,4905;26,262;25,1635;26,5109;26,9223;4,18171;0,000705882;-4,82125;-9,7783;+
O45451(174);20,9217;21,2423;21,0127;20,0461;20,443;20,0428;21,596;21,3902;0,0478896;0,896798;-0,062335;-0,136894;
O45470(686);24,8419;22,1516;23,3384;23,1143;25,4725;23,9322;24,349;23,3089;0,592671;0,244941;-0,904054;-1,25702;
O45470(692);22,7657;26,6428;26,4407;26,7244;28,0821;26,1778;27,2901;28,8958;0,885942;0,13202;-1,96805;-1,75364;
O45470(707);22,0022;20,7624;19,9383;21,2397;24,2901;23,0081;24,7148;23,0159;2,38575;0,00862201;-2,77158;-4,49774;+
O45470(718);21,1473;19,0254;21,1477;21,4292;22,4949;21,8598;23,003;24,012;1,61642;0,0279186;-2,15503;-2,99425;+
O45495(129);21,5336;20,2122;20,5902;21,0762;21,0267;20,553;21,1092;19,9594;0,192302;0,626676;0,190998;0,488941;
O45499(66);21,2293;21,3079;21,8592;20,3612;21,0822;20,1524;20,7964;21,5194;0,299917;0,48622;0,301794;0,715324;
O45502(333);21,2888;19,6685;20,3419;18,9821;22,9119;22,8745;23,5948;23,4498;3,00536;0,00271429;-3,13747;-5,97286;+
O45562(3);20,8892;20,82;20,0689;19,0316;19,4642;21,0568;20,7702;20,3951;0,151103;0,696243;-0,219145;-0,395505;
O45577(155);23,3087;24,7462;23,4341;23,4224;21,0875;20,5636;21,758;21,0483;3,1001;0,00274409;2,61352;6,2254;+
O45577(40);21,8727;21,0438;20,7746;21,2435;21,6263;19,2384;20,3443;21,0526;0,550542;0,271402;0,668254;1,18319;
O45593(34);20,8665;20,6925;20,9447;20,543;21,0702;21,277;21,8689;19,9919;0,303356;0,482877;-0,290336;-0,72222;
O45593(89);20,902;21,4801;21,3935;20,4057;21,3847;21,1775;20,405;19,6524;0,36167;0,418911;0,390413;0,836647;
O45665(38);21,7931;21,2759;20,0025;21,2538;24,6589;24,0937;23,0597;24,4501;2,91289;0,00348294;-2,9843;-5,73386;+
O45719(344);21,0191;20,302;20,8608;20,9853;21,506;21,1528;21,0912;20,6174;0,567548;0,260324;-0,300048;-1,2131;
Q6BEV8(258);21,1096;20,3957;21,7514;21,4467;22,8171;21,6172;23,6806;22,4609;1,52835;0,0342492;-1,46808;-2,83851;+
O45723(33);20,1875;19,5958;21,1153;21,6716;21,1308;20,2791;20,3601;21,073;0,0461136;0,900788;-0,0682139;-0,132049;
O45723(29);23,9895;20,7812;21,7744;22,0055;24,5699;23,2268;22,8491;24,1046;1,02761;0,0980592;-1,54991;-1,98905;
O45734(216);23,8046;23,2697;23,1002;22,9518;21,2933;19,8426;21,4656;19,1781;2,53467;0,00692247;2,83664;4,82683;+
O45783(37);25,1861;21,4947;21,946;22,1598;26,0119;25,7045;25,7309;21,819;0,806242;0,155275;-2,11987;-1,62061;
O45815(61);26,7065;27,0367;26,5977;26,7808;27,3432;27,2819;28,1834;27,3095;1,7057;0,0241827;-0,749084;-3,15487;+
O45815(326);24,0969;24,5166;23,2679;22,9485;21,4739;21,3038;21,0782;19,8841;2,79165;0,0040778;2,77248;5,4312;+
O45815(328);27,2372;25,2946;27,8929;26,8031;26,6812;25,7467;26,7246;26,7609;0,217784;0,587592;0,328604;0,54463;
O45815(50);27,8198;23,463;23,1656;23,5382;23,6184;23,5403;24,2791;23,5831;0,272348;0,516828;0,74139;0,659365;
O45815(113);21,2817;19,6458;20,2272;21,1162;20,6235;20,458;21,7334;21,2308;0,404509;0,379427;-0,443684;-0,918059;
O45841(283);21,8715;20,094;21,2832;21,7327;21,3365;20,8649;20,6124;21,4887;0,142465;0,710935;0,16973;0,375315;
O45865(151);21,2219;19,9497;21,0823;18,6269;20,9318;20,7424;21,141;20,0964;0,33706;0,443152;-0,507691;-0,788907;
O45871(200);25,9264;25,9556;25,5422;24,5194;26,2436;27,0183;27,7721;23,4924;0,268272;0,521666;-0,645737;-0,650983;
O45904(227);27,2888;28,2834;28,1067;28,1325;24,7056;24,7559;24,1231;24,9076;4,64234;0;3,32983;11,7636;+
O45904(74);21,251;20,404;20,9117;20,9837;21,1405;19,6776;21,6906;20,6139;0,0834459;0,82314;0,106936;0,230731;
O45904(87);21,8992;19,8877;21,6709;20,7533;20,7048;21,4062;21,0761;21,4426;0,0765344;0,838319;-0,104681;-0,212936;
O45904(53);21,231;21,3862;21,3396;21,214;20,9425;19,053;20,4841;20,7767;1,19041;0,0687959;0,978629;2,2605;
O45904(192);24,0491;20,9035;22,2759;21,9296;21,8146;21,5125;20,8744;19,7417;0,812188;0,152857;1,30373;1,63057;
O45904(26);26,0137;24,3675;24,1856;23,441;25,4248;24,1575;23,5476;23,9476;0,129036;0,732995;0,232558;0,343474;
O45946(49);21,2502;19,9168;20,7215;19,6751;22,797;22,7971;23,4375;23,5666;3,23877;0,00237624;-2,75868;-6,60979;+
O45946(129);22,3418;24,1273;24,614;23,814;21,4352;21,3827;21,871;19,9276;2,13395;0,0118546;2,57015;3,97249;+
O45946(132);26,2954;26,806;25,9012;28,1946;22,3265;22,0221;23,3388;25,4561;2,04929;0,0132338;3,5134;3,80388;+
O45946(30);24,6797;22,5189;23,1275;22,9058;24,8333;23,9667;23,5843;24,0421;0,719121;0,185876;-0,798651;-1,47395;
O45946(42);24,8836;23,587;23,1618;23,6529;24,9204;24,8574;25,0544;20,562;0,0078934;0,982094;-0,0272312;-0,0235321;
O45946(19);21,8784;21,0693;21,4396;20,556;21,7983;20,7168;20,1206;20,4316;0,459201;0,333891;0,469028;1,01933;
O45951(211);20,9135;20,6022;21,5552;21,1179;20,4041;20,5833;20,441;19,8846;1,53962;0,0326451;0,718967;2,85831;+
O61216(32);21,1717;20,5079;20,9924;21,5033;21,0104;20,6646;19,9527;20,622;0,78638;0,161121;0,481389;1,58732;
O61217(16);24,3572;21,5776;23,2929;24,2188;21,6761;20,1272;21,6219;21,0888;1,64387;0,0267822;2,23308;3,04334;+
O61708(596);23,0044;25,2135;26,3576;25,199;19,6403;20,1957;19,5644;21,0685;3,07964;0,00282303;4,82638;6,1702;+
O61708(88);19,9074;21,4982;20,5478;20,6056;21,1723;21,4978;19,9843;20,5079;0,119455;0,750926;-0,150817;-0,3204;
O61742(74);25,3433;20,5189;21,4799;22,1386;24,5497;24,0842;25,515;31,221;1,05274;0,0921775;-3,97227;-2,03081;
O61786(325);20,9217;20,1504;19,9783;20,5983;22,9427;22,7499;23,1624;22,3745;3,92683;0,00116129;-2,39521;-8,81475;+
O61792(14);21,1229;21,5481;20,4731;21,1397;21,3291;21,0322;20,5564;19,2474;0,46908;0,326578;0,529676;1,03734;
O61820(423);22,0289;21,4541;19,094;21,2079;20,8621;18,5073;21,6434;19,4682;0,37889;0,403224;0,825992;0,869617;
O61861(81);22,9724;24,8937;23,9216;24,6865;21,7941;19,1339;21,0403;21,4299;2,36215;0,00877725;3,26897;4,44688;+
O61865(480);22,127;23,2164;23,0688;23,9538;22,8978;22,7706;22,4184;24,7591;0,066119;0,858726;-0,119969;-0,185727;
O61974(27);21,7225;21,0929;21,7;21,1825;23,7276;23,7235;23,6125;24,9222;3,47659;0,00145912;-2,57196;-7,3128;+
O62053(52);21,4269;20,3351;21,0176;18,7501;24,9929;23,6658;24,0709;24,2661;2,99229;0,00283594;-3,86648;-5,93865;+
O62071(621);24,223;26,8255;26,8202;25,2747;20,056;19,8944;19,1536;21,3508;3,45402;0,00155891;5,67214;7,24358;+
O62136(433);21,363;19,3355;20,5547;21,3389;22,0003;20,5637;20,2478;20,9424;0,186618;0,636019;-0,290539;-0,476311;
O62149(165);22,0073;21,4074;21,7124;20,5785;20,2651;20,8948;21,5438;19,4141;0,814364;0,152203;0,89693;1,63421;
O62149(172);21,118;21,012;20,9251;21,3479;25,3454;24,2268;24,776;23,3029;3,52252;0,00135099;-3,31205;-7,45536;+
O62213(4);26,7494;25,2839;25,7803;26,0114;19,6644;20,7111;20,5272;21,3584;4,61369;0;5,39102;11,63;+
O62213(20);21,8501;20,8838;20,9882;20,7157;21,7845;19,8646;19,9028;21,3897;0,27714;0,511502;0,374052;0,669179;
O62220(135);21,5264;21,1123;20,6521;20,0625;20,2811;21,5196;21,6129;21,0554;0,261842;0,530379;-0,27892;-0,637706;
O62220(100);21,5985;21,2355;21,0442;21,4551;21,6491;19,7699;21,4107;21,0363;0,364371;0,417332;0,366804;0,841842;
O62220(10);19,6844;20,8321;20,6383;20,736;20,6667;19,4995;20,6858;19,5995;0,371564;0,410632;0,359804;0,855631;
O62236(111);20,1734;21,1721;21,7561;20,7546;19,8417;21,2265;19,7042;21,3841;0,32449;0,45852;0,424903;0,764223;
O62236(53);21,6442;20,8113;20,4124;21,0002;24,0495;22,9537;23,3432;22,769;3,03257;0,00278615;-2,31184;-6,0446;+
O62236(79);25,365;27,1084;26,5459;26,1094;21,8263;21,3675;21,2227;21,1848;4,75878;0;4,88186;12,321;+
O62236(157);21,0186;20,7862;20,3063;21,2584;20,6181;21,529;21,8622;20,2924;0,221069;0,583712;-0,233071;-0,551705;
O62250(19);24,3784;25,6284;23,0108;23,8066;21,6942;20,9551;21,0067;21,1977;2,69378;0,00522892;2,99266;5,1953;+
O62261(126);21,0065;19,8753;21,1788;20,5784;26,3327;25,9714;26,7415;25,5515;5,12381;0;-5,48953;-14,2332;+
O62277(180);21,3634;19,8043;20,8799;20,5811;21,5791;20,1572;20,8639;19,9058;0,020921;0,954972;0,0306654;0,0614857;
O62317(118);21,4944;20,4469;21,1191;21,2941;21,0406;20,6463;21,5348;19,5823;0,35282;0,42791;0,387638;0,819567;
O62317(78);20,7578;21,1979;21,0907;19,5237;21,6279;20,4904;22,3698;21,8735;0,86167;0,138431;-0,947886;-1,71321;
O62317(52);23,1844;23,5147;24,5346;22,3866;23,1619;22,3882;22,0481;29,8191;0,198393;0,617096;-0,949277;-0,502389;
O62317(243);20,3691;20,9563;21,2394;21,4538;21,3834;20,315;21,5138;21,1318;0,08227;0,825713;-0,0813427;-0,227717;
O62317(159);21,5786;19,8916;21,7236;20,747;22,4387;22,7059;22,0724;25,9845;1,2254;0,0636276;-2,31519;-2,31923;
O62317(363);19,7126;20,8881;20,8032;20,4461;20,1963;20,7931;19,2212;19,9276;0,456735;0,335333;0,427997;1,01482;
O62317(303);21,4997;20,7847;21,3926;17,9725;23,807;22,9267;22,9491;23,4992;1,82161;0,0196307;-2,88313;-3,368;+
O62317(40);20,3325;19,6581;20,2997;21,1363;21,7354;21,3123;19,9571;20,2664;0,38891;0,393981;-0,461112;-0,888646;
O62327(96);20,3245;20,0299;20,8883;21,1211;21,407;21,5139;20,37;19,7681;0,13384;0,723559;-0,173822;-0,354931;
O62327(124);21,442;20,9852;21,5995;20,9756;21,6437;21,0842;20,3644;21,5537;0,0979041;0,796211;0,0890689;0,267324;
O62328(1301);19,8823;19,7118;20,1668;20,4983;21,8319;18,4312;19,7529;21,1143;0,103816;0,78334;-0,217815;-0,282053;
O62344(12);23,0744;22,9139;22,2223;22,0156;20,846;21,5127;21,7335;20,3884;1,92942;0,0159854;1,43641;3,57137;+
O62344(15);23,0744;22,7477;22,2824;22,0591;20,6029;20,9535;19,6328;19,7828;2,96223;0,00297533;2,2979;5,86049;+
O62347(3);21,939;21,2159;21,4187;20,6899;29,8018;26,772;28,0918;25,0425;2,96667;0,00288;-6,11114;-5,87199;+
O62347(5);18,8713;20,5837;20,9735;21,2616;29,8018;29,8411;29,2813;25,0425;3,13859;0,00237004;-8,06914;-6,33031;+
O62415(45);19,424;20,2334;20,4343;20,1058;21,7571;21,4087;21,7978;20,6652;2,13403;0,0118669;-1,35783;-3,97265;+
O62421(744);21,7057;19,7769;20,9703;20,9048;20,821;20,1046;19,8229;21,1811;0,294588;0,491131;0,357048;0,704602;
O62432(6);21,1059;20,3588;20,3811;20,8532;25,7737;26,6376;26,287;26,4052;6,19721;0;-5,60115;-21,6438;+
O62432(8);22,109;21,1281;21,2757;20,3887;22,9965;22,0117;22,5288;23,54;1,73775;0,0227341;-1,54388;-3,21326;+
O76258(23);22,4594;22,7445;22,819;22,8583;25,7995;26,5056;25,829;24,2815;3,02545;0,00277485;-2,88361;-6,02577;+
O76360(149);19,2455;20,8196;21,8287;20,2607;21,8764;19,3079;21,4048;19,8952;0,0350105;0,922226;-0,082437;-0,101384;
