Proteins,log2 N2_d10_01,log2 N2_d10_02,log2 N2_d10_03,log2 N2_d10_04,log2 N2_d1_01,log2 N2_d1_02,log2 N2_d1_03,log2 N2_d1_04
Q23050,25.3121,25.0304,26.3555,24.8663,21.9175,20.9258,20.9017,21.0641
Q23050,19.6599,18.9159,20.4201,19.2291,22.3534,20.8776,21.3836,21.4748
Q23050,18.7315,18.5529,18.3634,18.9937,20.2313,20.4674,20.4243,21.0805
Q23050,26.6424,26.9316,25.8785,25.5961,26.8134,24.0148,26.4044,26.6263
Q23050,27.8851,26.0482,27.094,26.3684,28.2928,26.7694,26.3326,26.9965
Q23050,22.1472,23.8294,24.3672,23.5756,25.4146,24.5915,24.3751,24.9483
Q23050,20.8818,19.5605,19.6236,19.5804,24.8552,23.3545,21.9274,23.396
Q23050,20.0719,16.8229,19.4289,18.1681,21.3319,20.3966,21.3788,20.9324
Q23050,19.0311,18.9343,19.1144,18.3162,25.7185,22.386,23.3185,23.2398
Q23087,18.4913,18.6939,18.0235,19.734,22.9814,23.6208,25.452,22.0583
Q23120,17.8458,19.6339,18.0432,18.2696,21.625,21.5339,19.772,21.2838
Q23121,17.8623,20.1301,19.6808,17.2853,21.5599,19.7638,21.0624,20.316
Q23130,21.644,21.8808,22.5227,21.9477,21.2009,20.2602,21.28,20.1253
Q2XN04,19.3059,21.7916,19.7291,20.6069,26.2737,24.3452,24.6855,24.576
Q23158,16.5728,15.9792,18.9356,20.1678,20.6807,21.04,20.9808,21.3558
Q23166,19.3916,19.3368,18.6671,15.6679,24.5557,24.3203,26.175,24.5861
Q23186,18.2363,20.9679,21.5751,20.0635,24.3628,23.7534,22.7371,26.9531
Q23190,17.7583,20.8462,20.5924,19.9536,23.3994,21.5757,19.5422,20.7592
Q23191,19.5283,17.835,21.2958,18.6007,23.9385,22.7225,22.3748,22.2055
Q23191,20.2244,18.66,20.8065,19.4926,24.6679,24.5157,23.0924,24.0372
Q23191,20.4117,20.1501,16.7844,19.335,21.7082,21.0425,21.2927,21.3512
Q23203,18.9511,20.1289,18.9331,20.0266,21.535,20.6444,21.2838,21.4007
Q23237,17.7139,19.1776,18.8261,20.2093,23.1153,22.9401,21.8256,22.7711
Q23237,19.6067,20.2278,20.142,19.5277,26.8369,24.4822,24.5194,24.1322
Q23280,21.5096,19.6953,18.41,18.7532,22.7778,22.2366,22.0622,22.9177
Q23280,20.2021,20.138,18.6576,20.0802,20.8861,20.2215,21.2123,20.6268
Q23312,17.7942,18.884,20.3564,21.0773,27.587,25.8883,25.6223,25.8788
Q23312,23.9199,23.3251,24.4458,24.1629,25.5233,20.8366,23.3162,23.2786
Q23312,22.8052,23.9503,23.9393,24.046,28.4873,27.9093,28.2061,27.9562
Q23312,26.0738,25.7231,26.2529,25.0022,27.1982,26.8306,24.8611,25.0531
Q23312,20.5299,17.5086,17.4731,18.9125,23.9944,24.4142,26.2414,25.993
Q23312,19.972,20.8422,19.5847,19.5869,23.8329,22.1206,23.4861,22.9215
Q23330,20.592,20.2999,20.68,19.1664,21.4348,20.6035,21.139,20.9613
Q23398,20.961,21.0389,18.586,20.2736,21.9634,20.7623,21.0503,20.8103
Q23424,26.1541,25.8612,25.924,26.0092,27.3582,24.7611,27.0347,26.9154
Q23424,17.0697,20.0411,21.6899,20.9856,20.5752,19.4766,20.6251,21.0138
Q23449,20.7763,18.6002,20.0321,21.2681,23.2613,23.013,21.0716,24.3208
Q23449,20.6892,20.8032,21.5032,19.6259,21.1995,21.0251,20.3822,21.0218
Q23451,24.975,25.559,25.9443,26.0993,25.171,23.6988,22.6305,24.1269
Q23451,24.3065,23.5924,22.8913,23.3474,22.1296,23.6416,21.5629,24.1756
Q23451,29.8952,30.0128,29.9803,28.7119,30.2509,27.1079,24.5773,28.711
Q23451,17.4406,19.483,20.6906,19.3141,21.5405,21.1147,20.9234,21.1837
Q23451,19.0436,16.5022,18.8818,18.6214,19.8812,20.4336,20.5209,20.2149
Q23500,18.1959,21.6367,18.4068,19.4049,24.46,23.7359,21.8353,22.5534
Q23593,26.0734,26.8913,25.9631,26.4649,26.9279,24.7236,24.8196,25.9157
Q23593,18.6035,20.2031,20.8716,18.8314,20.8454,19.9259,20.0513,20.9739
Q23593,18.8379,20.2313,20.6892,18.8448,22.7901,22.7821,20.9535,22.0462
Q23593,25.3595,26.8102,27.4081,27.1744,21.5229,21.0882,20.9946,21.3606
Q23593,19.0215,21.0274,20.0258,17.4954,22.0913,20.8209,22.6135,22.3878
Q23594,26.827,27.0665,26.8334,28.1617,24.9439,22.2055,21.7926,22.7222
Q23594,19.8498,18.191,17.4062,17.7918,26.4498,24.4256,24.6827,25.649
Q23600,19.4775,19.8683,19.7265,16.7967,21.4381,20.8851,21.376,21.2437
Q23647,19.3153,18.1006,17.1457,19.6924,21.2503,20.6317,21.0722,20.9758
Q23655,25.3869,25.9554,25.3443,26.0528,23.933,23.0203,21.4374,23.221
Q23655,23.0836,22.1589,24.7239,21.1669,24.6097,23.2371,23.6054,21.8745
Q23655,17.0759,18.0606,19.7123,20.0708,21.8292,21.0818,20.6508,21.118
Q23655,20.7823,18.931,20.3577,18.4701,21.2921,21.1723,20.5411,20.1397
Q23672,19.1297,18.45,18.3024,18.619,20.8219,19.782,20.7241,19.982
Q23672,20.5351,18.7274,18.74,18.8576,20.9947,21.1714,21.3383,20.6751
Q23680,22.0016,23.8553,22.7889,22.7592,21.9648,21.2527,20.1868,20.854
Q23680,18.9776,19.8199,17.8756,20.2839,21.7238,20.8663,19.6407,21.417
Q23680,19.6387,19.8246,17.6355,18.3993,24.9262,24.1691,24.7264,25.1092
Q23680,18.1958,18.0137,20.7501,17.9884,26.3584,23.2511,22.2264,24.8603
Q27245,18.091,19.7899,21.8174,17.6181,21.2412,20.9248,21.2029,21.0545
Q27274,25.1922,23.5662,22.6678,23.2638,21.4846,20.2986,21.1649,21.1357
Q27274,24.0694,24.5966,25.0683,25.8196,23.6168,20.7622,22.4035,21.9606
Q27371,19.8063,21.7657,20.9991,19.587,21.49,20.7293,20.7196,21.0991
Q27371,19.2123,18.8894,20.5093,19.661,21.6031,21.0392,20.0563,20.467
Q27371,20.0415,19.896,21.3335,21.2272,22.437,22.4303,25.1113,22.589
Q27371,19.4511,19.3067,21.1659,21.089,21.7336,20.7719,20.4529,20.6454
Q27371,19.0547,20.294,15.3302,19.8594,25.0401,24.666,25.2689,24.9341
Q27371,20.1028,18.069,18.565,20.6803,24.2197,24.1844,24.7541,24.3886
Q27371,22.0196,24.083,21.9175,22.8173,24.4278,23.5726,26.8697,24.983
Q27371,18.3629,19.2766,18.9978,18.9075,23.1931,23.1857,23.6143,25.3027
Q27371,18.3283,21.3438,18.3688,20.8106,21.9623,19.6972,20.9748,21.1793
Q27371,19.9261,18.9774,17.0661,17.7557,25.3565,22.636,20.8001,22.3237
Q27371,21.0768,19.9998,20.7328,17.9907,21.9408,21.2543,21.3764,21.3514
Q27371,19.459,18.8314,19.6547,19.4783,23.3902,22.766,25.569,23.8283
Q27371,25.4373,25.8298,26.9123,25.2559,27.9101,22.4397,24.644,25.0658
Q27371,18.0999,20.6892,21.3688,21.3599,22.8586,21.1786,21.5667,24.4392
Q27389,19.5868,21.3903,20.9963,17.1702,27.2084,25.953,26.0572,25.7944
Q27389,21.1676,22.9118,21.9686,22.6964,21.471,20.8193,21.1097,20.9223
Q27389,19.4128,19.8537,19.6425,19.4552,26.88,24.2207,23.8764,23.6742
Q27389,17.9724,19.9128,19.4561,19.4803,23.3773,25.1964,24.4874,23.6463
Q27488,20.7921,21.27,18.5718,18.5212,21.86,19.5337,20.8086,21.2739
Q27488,19.2794,19.7671,19.7877,16.4485,25.8515,26.453,25.7237,25.337
Q27493,20.7131,19.639,19.2767,19.4692,23.5483,25.6845,23.9133,24.7001
Q27511,24.0468,24.2812,24.2651,24.3515,23.4587,23.2464,23.8502,22.6024
Q27511,27.7822,26.9262,27.1142,26.6705,26.36,27.3202,27.6225,27.3703
Q27527,18.2346,17.8413,20.7504,21.176,25.0636,22.0695,22.1348,20.3548
Q27527,20.4162,19.3437,19.6974,20.9744,25.8923,24.2364,24.6854,24.5226
Q27527,19.5215,18.8867,21.1112,18.7916,28.5634,24.4201,26.361,24.6733
Q27527,19.4578,21.0947,18.8514,20.4918,21.419,20.3946,21.3547,21.3794
Q27531,20.113,18.0966,18.5198,20.3834,21.2192,21.2428,21.2027,20.426
Q27531,20.4348,20.0677,19.7559,18.8263,21.6442,20.4872,20.6054,20.9868
Q27531,25.8554,26.6299,25.6937,26.4422,21.4943,20.5589,20.8623,20.8201
Q27531,18.022,20.003,19.8651,17.3036,21.6814,21.2202,21.3858,21.1496
Q27531,19.7899,18.3791,19.0149,20.8278,21.5816,19.883,21.2199,20.6935
Q27531,21.9766,21.1811,23.4456,22.3995,20.5753,21.0831,20.5577,21.4139
Q27535,17.5938,19.5473,18.2853,17.7658,21.7712,21.0906,21.0512,21.3497
Q27874,17.9701,19.4445,19.6229,19.3655,24.2806,23.1013,23.547,23.5806
Q27874,20.1408,18.7997,19.1691,18.8144,21.3581,20.9739,19.7521,20.0068
Q27GU2,19.7062,19.8092,20.4577,21.5319,21.1792,21.0744,20.492,20.2076
Q2EEN5,24.0961,24.9539,25.0058,24.8053,25.6964,26.4073,25.5607,26.7228
Q2EEN5,18.5456,19.4532,19.1276,18.1051,25.3134,22.4345,24.1138,22.7274
Q2HQL4,16.3598,19.6205,18.4335,19.7442,21.7686,20.7384,20.5366,20.1155
Q2L6X2,21.0339,19.95,19.6974,19.0959,21.0794,20.8884,20.1907,21.0601
Q2L6X2,17.5423,19.3003,19.231,19.2332,21.7422,21.2531,21.3034,21.3344
Q2XN01,26.8893,26.7336,26.7527,26.213,26.4771,23.786,24.2159,24.5802
Q2XN01,27.1009,28.0767,27.566,26.7801,25.5044,23.2894,24.7461,23.9379
Q2XN01,26.1524,27.0684,26.7861,27.343,21.6161,20.4633,21.3682,21.2691
Q304E5,19.3491,18.2286,19.1178,18.8137,27.6766,26.3998,25.0288,26.2152
Q3LFN1,19.0613,19.7469,20.7081,17.24,26.0418,25.6117,23.8038,25.0354
Q3LFN1,19.2343,18.3498,18.5736,18.7268,21.9717,20.9463,21.3906,21.1766
Q3V5H6,19.0655,21.0337,21.1346,19.5551,26.0013,25.2515,26.5456,26.4338
Q3Y3Z9,19.6321,20.2934,19.6292,20.2802,26.0253,24.0284,22.7851,26.103
Q4JFH6,19.3832,19.7137,19.978,18.3065,20.1512,21.1037,21.2737,20.2591
Q4R132,17.5766,18.7115,18.1563,21.5529,22.8386,23.2516,22.4824,23.5897
Q4TTB6,23.2794,23.3097,24.2869,23.1581,24.3202,23.7977,23.8548,23.2342
Q8MXD9,21.0271,22.3457,22.003,22.4492,21.8582,21.255,20.6191,21.2908
Q564S3,24.8601,23.7001,25.3036,23.2025,26.9785,25.067,25.0081,25.749
Q564S3,18.5803,18.4789,21.1065,18.0105,25.1302,23.8058,24.2596,24.7801
Q564X1,25.7416,26.1418,26.7965,25.1737,25.5698,23.5563,23.2389,22.6468
Q564Y0,18.2953,17.5959,19.6141,16.4351,21.2205,20.9388,19.8696,20.5113
Q564Y2,25.7687,27.471,26.3443,26.9668,24.3573,23.8675,22.9437,24.3861
Q564Y2,22.8965,22.9735,23.0366,22.2736,21.4421,19.6397,20.9707,21.0287
Q564Y2,23.2863,22.6751,24.2705,22.8635,21.782,21.135,20.2455,20.8093
Q95X71,18.4771,18.2175,18.7583,19.8164,20.7051,20.7956,20.9223,20.6873
Q95X71,19.1445,18.9052,19.0149,17.7776,21.7856,21.3705,21.5311,19.9276
Q5GMH8,24.219,24.6115,24.1565,24.1487,21.8166,20.8972,20.8003,20.2094
Q5W7A3,18.1174,17.8007,18.3535,19.5079,21.0171,20.8899,20.9833,20.7154
Q5WRT8,20.6797,20.2163,19.7414,20.3444,23.014,21.8757,22.0753,23.3358
Q5WRT8,23.3414,24.2408,23.0963,23.4696,21.8222,20.8863,20.8386,21.2994
Q5WRT8,21.5137,22.104,21.9145,22.4239,20.6788,20.714,20.8787,20.2425
Q5WRT8,23.2331,23.415,22.5169,21.8591,19.6181,21.2011,20.7019,21.1964
Q65CM5,21.8792,23.7441,24.3395,23.7387,24.4059,23.5648,22.9868,22.6107
Q65XX2,21.506,21.7257,22.8553,21.9262,23.4594,22.6312,23.7382,24.2033
Q6DNF7,25.0447,25.3846,24.9859,25.2083,24.8702,24.2204,25.6558,23.2992
Q71UE4,17.8807,19.2424,22.0175,21.4913,21.9261,21.2468,20.8545,20.368
Q7JMQ6,18.004,19.031,20.4015,21.2348,23.8775,23.982,25.3769,25.1804
Q7JMQ6,18.7824,20.3126,20.349,21.0211,25.9228,22.5894,22.1838,22.8733
Q7JMS5,21.9465,20.8367,23.638,22.3481,21.3018,20.3545,20.7365,21.2883
Q7JMS5,19.0367,17.912,17.9504,18.5179,21.4039,20.3543,21.2288,20.6472
Q7JNM2,22.6067,23.7365,23.7439,23.7395,21.7672,20.5413,21.3637,20.3427
Q7K6X4,18.3914,19.5795,17.1224,19.3741,22.4883,20.4096,21.5157,20.933
Q7KPV8,18.2328,18.7751,19.8122,14.8143,21.9616,22.4692,22.7788,22.9704
Q7YTN9,17.8892,19.1952,19.189,19.7828,21.1613,20.9961,20.2734,19.8791
Q7YWU6,23.9925,23.1832,25.1108,23.535,21.5446,21.0464,21.3635,20.2237
Q7YWV0,18.1448,18.9872,20.3285,19.5973,26.1059,26.7992,26.2882,26.5595
Q7YWW4,23.6892,23.9382,20.8627,22.1835,21.9389,21.2383,21.1639,20.5246
Q7YX48,17.4992,17.6838,19.653,18.1584,21.7157,21.0916,21.388,21.096
Q7YZW5,21.8633,21.8545,20.6822,21.8015,25.1742,23.5357,26.1028,24.5791
Q7Z072,21.483,23.0797,23.2833,24.0642,23.1979,25.4595,24.6601,25.4383
Q7Z072,19.0675,19.7981,19.1918,21.3258,21.3923,19.8061,20.8653,21.0211
Q7Z072,19.3618,21.3412,21.7787,18.9204,26.1122,24.252,25.0865,23.5463
Q7Z072,23.5283,23.9608,24.9838,22.8772,25.7743,26.3412,24.7867,26.7578
Q7Z072,19.6711,20.2889,20.873,18.183,21.9609,20.6241,20.8222,21.3767
Q7Z072,18.489,20.9899,21.0967,18.7271,25.0618,23.7387,25.976,24.589
Q7Z072,18.9801,20.3719,18.7978,20.1577,21.8202,20.6355,21.2567,20.9556
Q7Z138,19.7317,19.2382,18.244,18.8102,26.2631,24.1448,26.0075,22.3103
Q86DA7,17.7619,17.7261,21.0844,18.9134,21.208,21.206,20.2238,21.3264
Q86DD5,19.9446,19.5462,19.2222,18.3188,24.3818,25.4676,23.5602,24.1409
Q86DD5,29.2242,28.7607,28.5846,28.0972,21.9699,21.0683,20.7537,20.6448
Q86FL7,27.7431,28.3937,26.4298,27.1383,26.8271,25.6172,24.6394,23.93
Q86NC1,23.0916,23.1024,24.3718,23.6626,21.4256,20.8506,20.1517,21.3927
Q86NC1,18.4454,20.518,19.1987,19.6768,25.7009,22.7594,23.84,23.5937
Q86NE4,23.7755,25.575,22.9513,23.3128,23.3692,21.5174,21.0805,22.5093
Q86NH9,18.3497,19.6136,17.9794,19.0348,21.3677,20.9137,19.6176,21.2678
Q86S66,18.0694,17.4334,19.8494,19.834,21.2582,21.2474,21.0707,20.8497
Q86S66,17.5263,17.8285,21.3041,18.8176,25.6478,24.1986,23.8307,24.6429
Q86S66,19.613,18.2827,20.8327,18.4053,21.3214,19.9877,21.1427,19.8981
Q86S66,19.2515,18.6045,17.6434,19.2232,23.3983,22.0952,23.3123,23.9468
Q86S66,21.451,20.8274,23.5255,22.8908,21.2657,20.0472,21.2783,21.1798
Q86S66,19.6754,21.0685,19.8666,20.7951,24.6138,24.2274,24.7508,23.3415
Q86S66,23.8673,23.7132,24.2272,23.4721,27.4066,25.8997,26.1923,25.9802
Q86S66,25.5075,26.8065,25.521,26.1226,21.4372,20.0347,20.1827,21.3927
Q8I4C0,28.9419,28.394,28.8884,28.3076,29.924,28.0456,28.1084,27.4552
Q8I4E4,21.4743,19.9459,19,19.8789,27.6419,25.6081,25.8267,25.8366
Q8I4J8,20.6695,18.749,19.3099,18.5469,25.3696,23.5982,23.9075,24.7623
Q8I4J8,20.0577,18.8644,20.8384,19.4459,25.3696,23.6047,21.1554,24.3827
Q8I4M5,19.0249,20.1398,21.4006,20.3607,20.713,21.0663,20.1921,20.8759
Q8I711,18.9433,19.1799,19.2556,19.8181,21.7074,21.1278,19.6519,20.6028
Q8I711,23.7477,23.8174,23.1338,23.4162,24.0969,23.312,23.2475,22.9831
Q8I7G0,16.7847,18.7888,19.7353,16.9969,21.8172,22.3323,20.789,21.6181
Q8I7K2,18.3003,20.3464,20.1758,19.2519,21.8494,20.9376,20.0871,21.1274
Q8I7K2,19.0697,20.1595,21.0714,18.7516,21.863,21.1475,21.1081,20.7804
Q8I7K2,18.5625,17.5579,19.6402,17.9612,20.9877,19.7649,21.1177,21.3383
Q8IG31,22.7865,22.6919,22.5876,22.7018,25.107,25.948,25.2452,23.9067
Q8IG31,21.4104,20.4507,17.7834,19.459,24.2507,23.2962,25.0115,24.5772
Q8IG31,18.683,19.1002,21.1293,20.2889,21.9636,20.6124,20.9556,20.8185
Q8IG31,19.0892,20.1956,22.1056,18.0779,20.2089,20.0986,20.2128,20.7821
Q8IG31,16.6824,18.2233,20.197,20.6782,23.8048,23.4436,23.2891,24.8477
Q8IG31,18.6355,18.3407,20.8955,18.1175,21.7439,20.3143,20.978,20.47
Q8IG31,28.9305,29.3086,29.572,28.22,26.2378,25.0792,22.9998,20.285
Q8IG31,18.7822,19.3413,18.4649,19.0063,25.9413,25.968,27.5028,25.4321
Q8IG31,19.8727,19.9808,20.0507,20.2719,20.9264,20.2619,21.1596,20.7083
Q8IG69,18.7867,18.7075,20.5106,21.0194,23.5589,23.1356,22.5623,22.5804
Q8MPY2,26.8195,26.8706,28.5284,25.9251,27.5744,26.7085,27.7466,26.5243
Q8MQ73,17.5412,17.8901,21.106,20.2073,24.221,22.5275,20.7761,21.4655
Q8MQ73,17.7511,19.6688,19.8946,19.0593,21.0195,20.7575,21.3543,21.0823
Q8MQ73,16.9022,20.2119,19.3974,16.8125,21.9606,21.0199,21.1066,19.9465
Q8MQH0,27.9018,28.1103,28.4493,27.7385,27.0593,22.6879,22.2601,21.9095
Q8MXJ9,23.1134,23.908,24.2931,23.7587,21.5515,19.8789,20.6052,20.7386
Q8MXR6,19.0224,18.6759,18.1195,19.6814,21.7443,19.979,21.0292,20.6925
Q8MXS0,19.1427,19.1866,20.5723,17.6332,24.8098,24.6871,24.4507,22.7648
Q8MXS0,17.9097,19.8592,19.8902,20.8592,23.6129,23.8776,23.9643,23.8047
Q8MXS0,20.7881,22.1178,23.1013,22.1138,25.318,22.3162,22.5544,23.2935
Q8MXS0,23.6261,24.2919,24.3033,23.5496,21.3151,20.7304,20.9225,21.1042
Q8MXS0,21.4314,20.698,19.2129,19.9946,24.0561,21.6978,23.8235,21.9481
Q8MXS0,24.8382,24.5554,25.678,24.7624,21.9603,19.7869,20.5945,21.071
Q8MXS0,19.5788,18.9147,21.6474,16.5064,22.8598,22.9317,21.9925,22.3832
Q965X9,27.1949,25.3021,26.6167,25.7002,21.8039,20.8258,21.0868,20.9538
Q8T3D2,18.324,16.2051,19.9337,17.3317,21.5954,20.9007,19.2031,20.9536
Q8T3D2,19.3316,20.2038,20.5002,21.3944,20.696,21.0804,21.1763,20.6709
Q8T5S1,17.0014,18.2756,20.258,18.2274,21.9041,20.9608,21.0034,20.8488
Q8T5S1,21.2346,20.0548,18.6765,19.1055,21.1442,20.5579,20.7356,20.3214
Q8WQA8,29.003,28.5266,30.0931,27.9812,33.9468,33.9457,32.845,33.5875
Q8WQA8,28.9912,29.3557,30.341,28.2667,25.1753,34.3997,33.29,34.3543
Q8WQA8,19.2759,20.8426,20.655,18.5753,27.7953,28.5146,27.5762,27.3853
Q8WQA8,18.6661,19.2594,19.5157,20.0198,25.034,21.4561,23.745,23.2588
Q8WQA8,30.5101,29.9958,30.6532,29.3715,31.9867,30.2908,30.4826,31.3078
Q8WQF7,18.2997,17.2942,18.5268,16.2753,21.1767,21.0873,20.9648,20.4251
Q8WQF7,18.6152,19.9474,17.8912,20.8747,21.0484,21.1002,19.9045,21.1894
Q8WQF7,19.5206,19.5225,18.9534,20.3211,21.149,20.5547,21.2614,20.8325
Q8WQF7,20.8574,23.8721,22.0093,22.6785,23.3335,21.4209,22.2846,21.4805
Q8WQF7,18.1305,21.5107,20.7368,18.3861,21.8753,21.176,20.9735,21.1903
Q8WQF7,22.1279,23.325,24.1837,22.043,24.3895,22.3675,22.4793,22.5446
Q8WQF7,25.8653,26.2564,27.1861,24.7946,24.9846,24.0339,24.0458,26.6443
Q8WQF7,22.2342,22.976,21.6213,23.3414,23.0025,22.9204,24.5605,24.69
Q93168,21.0238,18.7531,19.3189,19.2742,21.6207,20.7804,20.6099,20.7472
Q93168,24.1906,24.41,24.8256,24.766,24.6472,23.9207,25.338,24.4201
Q93168,18.8475,18.4833,21.8791,18.6505,21.5523,19.7818,19.9908,21.3783
Q93211,25.5159,25.9685,25.258,25.625,25.7349,25.7872,25.3448,25.1458
Q93211,25.4037,25.2298,25.8318,23.5612,25.8178,24.3355,24.0318,25.1581
Q93213,24.7944,24.6378,24.5955,24.0584,21.8684,20.8726,21.1894,21.1512
Q93235,21.5161,19.4124,20.2639,19.4104,24.5983,23.2788,23.261,26.2358
Q93244,18.1344,19.4411,19.7209,21.0032,21.8956,21.1171,20.2515,20.5069
Q93249,20.3969,19.5933,19.5364,18.8509,25.3099,24.6342,25.9524,23.4594
Q93249,18.8233,18.9026,20.9853,19.4525,21.6725,20.6785,20.972,20.2023
Q93249,18.6798,20.415,18.374,20.0609,22.2554,21.5965,22.1648,21.2221
Q93289,17.7914,18.4187,20.577,17.4197,21.5577,20.9422,20.5312,21.2892
Q93291,18.6752,20.464,19.6348,16.9824,22.5931,21.1704,22.474,21.0202
Q93315,25.4688,26.217,24.6909,24.5191,24.5608,23.4374,24.3816,23.3013
Q93315,18.8579,19.3559,20.1103,19.7747,23.9377,23.143,25.1942,24.9387
Q93321,18.7111,19.8459,19.2378,19.3788,21.7305,21.1084,21.3671,20.9709
Q93333,20.0536,16.7794,21.6132,18.8094,20.5901,21.1875,20.3363,21.0823
Q93338,18.1233,18.6657,19.6066,19.5469,21.5511,20.11,20.0384,20.9586
Q93379,20.4675,18.6602,19.0983,20.3595,21.7218,20.986,20.3721,21.1509
Q93413,20.0002,18.365,18.3408,18.864,21.3077,20.913,19.7773,20.2144
Q93454,17.9916,21.4865,18.4856,17.2905,21.2579,20.9945,20.0138,21.3394
Q93513,20.6039,17.0737,19.5116,19.2726,21.5285,20.4379,20.3607,20.3987
Q93513,21.1695,20.1856,19.6891,17.4641,20.3796,19.8117,21.1811,21.0838
Q93513,19.2645,15.6757,17.9525,20.603,21.4162,19.6946,20.6348,21.2668
Q93513,17.5246,18.705,17.2082,21.3063,21.8225,20.3536,20.9528,20.6516
Q93535,20.3982,18.6947,16.9306,20.1445,28.0194,24.4024,26.0783,26.7536
Q93553,21.041,17.1274,18.5454,19.0641,20.8491,21.1697,19.5752,21.0746
Q93572,17.8128,18.4197,20.5473,20.0911,21.8345,20.8664,20.9893,20.1758
Q93572,21.49,18.3052,19.9489,19.028,21.6072,21.2527,21.1932,21.167
Q93572,20.2603,20.3815,17.9915,19.8755,20.5932,20.789,21.142,20.771
Q93572,23.5718,22.5359,22.3353,22.8192,25.0519,24.6689,23.2921,24.7852
Q93572,24.1637,24.8912,24.3328,24.6095,27.3399,25.4829,25.5761,26.4481
Q93572,19.8066,20.4766,18.6115,19.2687,24.2172,24.5253,23.3049,24.4272
Q93572,17.13,20.4789,17.2459,20.9782,20.9741,21.1788,20.4484,21.3927
Q93572,18.973,20.2057,19.6477,17.9791,21.8445,19.958,20.9058,21.4079
Q93572,19.2229,19.632,18.3645,19.6725,21.97,20.8982,20.374,21.3184
Q93572,20.5324,19.1241,18.0308,19.3463,24.7518,22.8022,23.8363,24.9321
Q93573,17.1648,18.6716,20.4594,18.4609,20.9328,20.326,19.8252,21.095
Q93573,19.1419,17.1428,21.1246,19.8527,21.4781,20.7364,21.2944,21.3614
Q93573,21.1166,19.2247,20.9735,18.2592,20.9822,20.7922,21.186,20.4609
Q93573,19.4369,19.2812,19.2801,17.9757,21.3186,21.0693,21.0735,20.5108
Q93573,20.2037,19.7719,21.432,21.2957,24.566,22.4053,22.8878,23.2614
Q93573,20.0963,20.132,21.1719,17.5987,21.786,20.7609,20.7967,20.4133
Q93573,23.3955,24.1649,25.1239,23.6636,21.6235,20.8409,20.6302,21.4181
Q93573,17.9142,19.644,16.1819,16.494,24.5799,21.1764,20.8993,22.9684
Q93576,19.4159,18.4479,19.4087,17.0733,26.1302,23.4036,24.1341,23.8233
Q93576,18.9874,17.6246,16.5633,20.4746,25.0561,22.5203,22.5713,22.7673
Q93576,18.4401,19.4524,20.5983,20.5222,27.7308,26.0882,25.8557,25.4711
Q93618,18.4535,19.237,20.6491,20.7998,21.4163,21.2404,20.1028,20.129
Q93694,18.8864,18.5377,17.928,20.3478,21.2509,20.9854,21.2504,21.3486
Q93694,17.8927,20.4985,19.8297,21.2549,21.3796,20.2273,21.3082,20.8056
Q93694,22.8967,23.1594,22.3606,21.1382,21.9245,20.5716,21.2123,20.87
Q93694,25.5348,24.6266,27.9636,27.0795,31.7344,28.3575,29.0278,29.4737
Q93725,20.9306,21.5267,21.8861,21.262,23.5834,22.0481,22.8007,22.6553
Q93725,27.2777,27.5177,26.1104,25.758,24.5496,22.8679,23.7159,22.4362
Q93725,20.0825,18.7222,19.4074,17.603,17.8846,20.6198,20.849,21.0713
Q93838,21.2769,22.0037,22.3213,21.5614,19.9949,20.9946,20.1622,21.2114
Q93871,19.7869,19.055,20.8664,20.4344,20.2245,21.0574,21.1595,20.537
Q93871,27.3804,28.695,27.5778,28.3601,27.5142,25.8095,26.4211,24.9902
Q93871,16.8805,19.7311,19.4357,20.1991,22.1051,22.0947,24.8311,22.306
Q93892,22.3172,24.849,22.6037,23.3137,21.6887,20.9235,21.0623,20.4296
Q93896,24.648,24.829,24.3749,24.86,24.9327,21.8096,21.6827,21.9795
Q93896,17.5646,17.7136,20.6327,19.1236,23.8821,22.3883,21.5226,21.5164
Q93896,18.2952,20.5592,19.7005,19.5252,24.8364,25.1747,24.7764,24.5235
Q93896,25.1797,24.6129,25.5562,25.5256,26.6732,24.5954,24.0961,24.8398
Q93896,17.7361,18.8012,19.5581,20.1586,24.3439,24.3865,23.7729,24.472
Q93896,18.9906,20.7892,20.5324,18.4686,21.4342,20.8688,21.0574,20.8861
Q93896,19.7587,17.5981,17.6234,19.8764,26.2848,24.9107,25.4762,24.1673
Q93932,26.4379,26.2701,25.4162,25.199,24.4081,23.1304,23.5406,23.6705
Q93932,21.5399,22.0856,21.0368,20.8172,21.9935,22.0109,20.9516,20.1666
Q93934,21.3818,18.7789,19.1122,20.6724,23.8317,21.1439,23.1287,22.001
Q94051,28.3973,29.5786,29.0755,29.3555,29.3461,26.3811,27.0771,27.6057
Q94051,20.4872,17.0008,19.1867,20.9985,23.7116,23.7947,23.9987,25.6471
Q94051,24.0482,24.2094,22.4226,22.9114,25.9931,24.6081,23.3715,24.7293
Q94051,23.6277,24.6244,24.1857,23.011,25.1103,24.6578,24.7813,23.819
Q94051,19.4795,19.9139,20.2204,19.7538,25.101,25.7795,24.8099,24.1624
Q94051,18.7673,18.766,18.8915,17.5983,21.7081,20.7524,20.6555,20.603
Q94057,18.7301,19.7296,18.5235,19.8322,26.246,23.8026,23.6349,24.2223
