Leading.proteins.Positions.within.proteins;log2 eat2_d10_01;log2 eat2_d10_02;log2 eat2_d10_03;log2 eat2_d10_04;log2 eat2_d5_01;log2 eat2_d5_02;log2 eat2_d5_03;log2 eat2_d5_04; -Log Student's T-test p-value eat2_d10_eat2_d5;Student's T-test q-value eat2_d10_eat2_d5; Student's T-test Difference eat2_d10_eat2_d5;Student's T-test Test statistic eat2_d10_eat2_d5;Sign p-val: 0.05 
O02286(12);21,4097;20,2256;20,8263;20,8249;18,9567;20,7604;21,2483;21,2847;0,167088;0,747425;0,259096;0,432296;
O02328(676);22,1255;21,4106;23,0757;23,4311;20,8909;19,9609;21,6072;19,8212;1,68776;0,0454562;1,94064;3,12237;+
O02345(377);20,9593;20,3489;21,0885;21,3038;21,2201;20,9691;20,386;21,3172;0,0579207;0,904516;-0,0479765;-0,163964;
O02345(389);25,2003;24,9363;25,2609;24,3381;22,5615;24,1763;23,1029;23,577;2,10688;0,021357;1,57945;3,91817;+
O02365(256);22,0419;21,1719;22,0005;27,329;21,385;21,8127;21,1246;21,7775;0,522302;0,386062;1,61087;1,13313;
O02365(411);21,0596;19,9486;20,7839;21,3115;20,594;20,807;21,3317;21,565;0,343925;0,545004;-0,29849;-0,802302;
O02365(378);19,9485;21,2826;21,5421;21,5464;20,7149;21,7467;21,2417;20,5937;0,00404521;0,99343;0,00563002;0,0121122;
O02495(71);25,4277;25,4035;26,2057;25,1639;29,4798;30,841;30,7816;30,6037;4,78498;0,000981132;-4,87629;-12,4497;+
O02495(77);28,17;26,6083;27,8266;24,1628;27,7265;27,2754;23,9404;26,469;0,100373;0,835614;0,339093;0,273491;
O02495(51);28,1798;29,318;29,4579;28,1589;28,7863;29,0671;29,0279;29,2612;0,293174;0,601076;-0,256969;-0,701749;
O02495(39);20,7477;20,5976;20,1226;20,2094;21,3107;21,5019;20,9275;20,8557;1,83078;0,0354573;-0,729636;-3,3851;+
O02495(44);28,2194;27,6453;27,5313;27,3188;25,6822;27,5609;26,3409;27,2721;1,05975;0,137301;0,964715;2,04247;
O02495(22);20,5758;21,2595;20,7028;19,9112;20,5504;19,7534;21,106;21,4164;0,0737923;0,879277;-0,0942478;-0,205819;
O02621(88);20,8804;21,1438;21,1387;20,2227;21,3687;20,5976;20,1578;20,7538;0,145787;0,773649;0,126922;0,383105;
O02628(253);21,6684;20,7102;20,8668;20,5181;21,7988;23,0503;23,8274;22,7117;2,09113;0,0219563;-1,9062;-3,88675;+
O02639(153);21,3884;20,8493;21,757;21,2045;22,5978;20,7751;21,9536;23,6137;0,733843;0,259836;-0,935225;-1,49886;
O02639(92);21,5581;20,9569;21,2622;21,5111;20,5922;20,9335;21,7312;20,9201;0,446886;0,449233;0,27782;0,996759;
O02640(229);23,1862;23,2183;23,6352;23,1992;21,4799;21,2833;19,2595;19,8628;2,67102;0,0115862;2,83834;5,14146;+
O02640(318);21,1563;20,8842;21,0602;20,6551;21,4401;19,8522;20,5768;20,9467;0,276263;0,615207;0,235007;0,667387;
O02641(94);21,1421;20,8879;20,0212;20,0745;20,2427;21,8353;21,4001;20,963;0,621564;0,321185;-0,578838;-1,30714;
O02641(104);21,9066;20,6025;21,2154;20,2441;20,7498;21,307;20,1335;21,9153;0,0220894;0,964086;-0,0342073;-0,0648382;
O16000(242);25,0727;24,9705;25,7999;24,282;22,5848;23,8388;23,1496;22,3343;2,38855;0,0145961;2,05443;4,50378;+
O16000(96);24,4198;24,0979;24,9645;23,6543;23,4408;24,1088;23,6312;24,255;0,59641;0,33362;0,425174;1,26353;
Q8MXK1(330);26,1485;26,2013;25,8339;26,1793;22,0241;24,9756;24,4804;24,7011;1,60757;0,0521745;2,04545;2,97849;
O16297(34);23,2318;24,0159;25,1646;22,2267;21,2507;21,4433;21,6085;20,7842;1,99422;0,0264278;2,38808;3,6962;+
O16303(298);24,3841;23,6805;24,6087;21,2195;20,7791;20,7412;20,9079;20,9792;1,82051;0,0359801;2,62131;3,36595;+
O16303(374);25,0879;24,5396;23,8013;25,9675;20,5184;20,6484;20,4534;20,486;4,09128;0,00208;4,32254;9,42622;+
O16303(332);25,749;24,8911;25,2919;25,8802;23,6917;23,622;23,561;22,0566;2,56626;0,0125451;2,2202;4,89857;+
O16305(22);21,9706;20,5639;20,0659;19,7823;20,3822;21,1304;20,8473;21,2044;0,228496;0,674057;-0,295398;-0,567615;
O16305(31);24,1494;23,6774;21,6012;22,6071;22,1052;22,8471;23,1764;23,5014;0,0554869;0,90811;0,101252;0,157441;
O16305(76);26,1471;23,8148;25,8954;24,9479;23,7004;23,6328;23,5505;23,5098;1,62981;0,0502089;1,60292;3,01817;
O16305(78);28,2267;26,4563;27,4044;24,1303;24,8238;26,118;25,247;26,5181;0,398986;0,489787;0,877673;0,907674;
O16305(95);20,7901;20,4398;21,271;18,1298;21,4898;20,132;19,7041;20,5783;0,153261;0,764461;-0,318391;-0,400512;
O16331(26);24,2306;23,5755;24,6477;22,8322;21,2012;24,0454;23,8151;22,3674;0,585587;0,340394;0,964187;1,24467;
O16331(709);21,951;19,378;21,4076;21,5218;30,3014;27,6178;27,2264;28,9333;3,76712;0,00237908;-7,45511;-8,25439;+
O16368(261);21,3506;20,3771;21,7901;21,1252;21,1536;20,8962;19,1513;21,7825;0,268928;0,625232;0,41488;0,652335;
O16368(379);21,2815;19,5729;18,8025;21,2727;19,9647;21,1116;20,6974;19,8859;0,0967923;0,841406;-0,182482;-0,264539;
O16406(193);19,6267;18,569;21,7037;21,137;26,0035;25,1513;23,5425;23,8318;2,50886;0,0130272;-4,37319;-4,76875;+
O16454(43);21,4606;21,3273;20,9256;21,5629;21,2782;21,8102;21,6932;21,1573;0,335271;0,55256;-0,165616;-0,785409;
O16517(35);21,0688;20,7184;21,1523;21,5441;19,9084;20,7391;21,0948;20,3747;0,996998;0,157423;0,591633;1,93819;
O16517(72);19,7982;20,7237;21,7039;20,8433;19,623;20,5229;21,5612;20,5982;0,129074;0,794028;0,190935;0,343566;
O16517(49);20,7375;20,18;21,375;21,5682;19,9772;21,7421;21,1079;21,2628;0,0406814;0,934084;-0,0573339;-0,117128;
Q8MXJ7(299);22,4906;20,8055;21,511;22,1225;22,3466;24,2568;23,3214;22,2677;1,15737;0,115453;-1,31571;-2,20519;
O16541(225);24,0153;22,2344;22,6247;24,6244;20,3191;21,3739;20,2313;21,3782;2,11236;0,0209881;2,54905;3,92913;+
O16547(244);28,3234;27,325;27,3066;26,0013;27,5789;28,4372;27,6771;28,4088;0,726769;0,263272;-0,786435;-1,48689;
O16547(248);19,8649;21,0041;21,3587;21,0523;20,7434;18,8158;21,769;21,5937;0,0413901;0,932729;0,0895104;0,119083;
O16547(488);20,9956;19,2579;21,3193;19,9354;21,7823;22,4865;21,2514;22,1597;1,52455;0,0585625;-1,54295;-2,83185;
O16680(83);21,816;20,5571;21,6147;20,4048;23,3188;21,6593;23,7282;24,1372;1,75271;0,0406198;-2,11272;-3,24066;+
O16682(64);21,5814;20,0367;20,7601;21,4684;19,9567;21,5707;20,7021;21,1777;0,079372;0,868105;0,109833;0,220266;
O16682(76);20,8579;20,5209;21,4017;20,599;21,4907;20,2122;19,2071;19,6602;0,628001;0,318475;0,702313;1,31826;
O16682(60);21,4277;20,4771;20,7926;21,5786;20,3588;21,1677;21,0428;21,834;0,0273422;0,956729;-0,0318503;-0,0798107;
O16682(139);21,1465;19,3694;20,8486;20,6346;22,0039;22,5359;22,7761;22,4009;2,41395;0,0142342;-1,92943;-4,55895;+
O16682(300);20,2733;21,3897;19,2925;19,5376;23,128;24,344;23,8313;24,0034;3,34282;0,00488511;-3,70339;-6,91034;+
O16682(232);21,3788;20,2791;20,0308;20,9166;24,5255;25,1825;24,8012;25,7646;4,44105;0,00146479;-4,41712;-10,8546;+
O16682(234);23,6714;23,2035;22,7312;24,1181;21,6208;21,0609;20,7232;21,4314;3,08552;0,00694872;2,22199;6,18603;+
O16682(78);21,0435;20,7146;21,8451;21,1867;23,1153;22,5712;22,342;22,9155;2,71228;0,0107648;-1,53857;-5,23934;+
O16682(164);20,0891;21,1833;20,8902;20,0158;21,244;21,3084;21,7243;21,6764;1,61235;0,0517105;-0,943686;-2,98701;
O16682(130);21,6436;18,9259;19,7837;20,0324;20,8122;21,2245;21,52;21,7539;1,05973;0,137246;-1,23125;-2,04243;
O16682(82);21,6789;20,9743;20,0195;18,7976;21,1149;21,0584;20,0157;21,4662;0,333799;0,554062;-0,546216;-0,782524;
O16684(179);25,7235;25,5172;26,0938;26,0561;24,56;24,4617;24,3188;24,4416;4,12614;0,00161702;1,40209;9,56059;+
O16697(11);20,28;21,491;20,587;21,2569;21,112;21,1522;20,3165;20,4328;0,161594;0,753368;0,150381;0,419731;
O16697(12);21,7848;21,4752;21,1308;20,7811;20,1242;21,0146;21,7419;19,4521;0,6169;0,323848;0,70978;1,29908;
O16785(23);19,8825;21,2088;21,4823;21,388;20,0623;19,2425;21,6347;20,9286;0,351913;0,538182;0,523395;0,81781;
O16922(458);21,3963;21,2916;21,6731;21,1145;21,9076;21,1562;21,0025;22,7561;0,344843;0,544203;-0,336747;-0,804088;
O16922(235);20,9414;20,1228;21,2154;21,0332;24,0433;23,6538;25,1584;25,3201;3,62968;0,0039558;-3,71573;-7,79697;+
O16997(227);21,9646;21,1502;21,6633;21,1674;21,1834;20,6504;21,6315;21,1679;0,538207;0,375681;0,328053;1,16138;
O16997(164);20,7829;21,2945;21,4211;21,4698;19,3544;19,7433;20,6092;21,5767;0,899903;0,186771;0,921183;1,77687;
O17069(566);26,8412;26,2625;26,3245;28,7272;26,484;23,87;25,0843;27,2201;0,710132;0,270756;1,37427;1,45871;
O17069(27);24,7693;24,4773;24,9542;22,7754;20,8584;21,0047;20,9649;21,275;3,14446;0,00643537;3,21828;6,34643;+
O17071(177);24,0951;22,9554;22,8532;23,8318;21,4743;21,4998;19,1415;21,2852;2,1328;0,0206335;2,5837;3,97017;+
O17071(24);25,5911;25,7032;24,9705;23,7861;24,4391;24,0537;24,4792;24,5423;0,675296;0,28999;0,634107;1,39943;
O17167(422);22,6242;23,6248;23,2621;24,1083;21,6767;23,4203;22,7552;23,7356;0,405442;0,484694;0,507939;0,919809;
O17168(21);22,4684;23,2864;23,7894;23,9779;20,3769;19,3747;20,7372;21,7741;2,47692;0,0137034;2,8148;4,69747;+
O17199(199);21,1257;19,9274;21,8696;19,2593;21,0422;21,8409;19,8439;21,5102;0,293556;0,60055;-0,513775;-0,70252;
O17218(88);23,2054;22,0204;22,9357;25,5413;23,7443;23,7546;23,3174;24,1503;0,157856;0,75761;-0,31594;-0,411134;
O17218(71);23,5637;22,7728;23,9135;23,5557;23,7523;25,6535;25,4352;24,9541;1,65636;0,047766;-1,49733;-3,06575;+
O17218(19);21,0596;21,1689;19,7219;18,3562;22,4088;23,8563;22,8871;23,5855;2,24872;0,0169668;-3,10779;-4,20729;+
O17328(261);20,4565;18,6529;21,18;20,9007;20,2325;21,2657;19,1994;21,0854;0,0717815;0,882659;-0,148221;-0,200579;
O17328(359);25,4246;23,8697;24,5398;24,4373;23,5947;23,7181;23,7444;23,9499;1,31771;0,0856023;0,81609;2,47523;
O17328(372);23,6635;22,2035;23,1967;22,7295;20,3016;20,0076;20,7598;20,1225;3,53231;0,00393846;2,6504;7,48602;+
O17328(352);21,9536;21,2222;20,3249;21,1591;19,7754;21,134;21,1521;21,2933;0,277081;0,614909;0,326259;0,669059;
O17328(257);21,7231;20,1115;21,3271;20,4076;22,9045;23,0663;22,4844;22,7245;2,50843;0,0130019;-1,9026;-4,76779;+
O17328(235);20,7644;21,2392;21,1163;19,5707;25,2636;23,2458;24,4962;23,5844;2,95711;0,00810227;-3,47485;-5,84726;+
O17389(45);21,3577;18,6456;20,9829;20,6521;21,4907;21,2088;21,0136;20,322;0,403062;0,487374;-0,599179;-0,91534;
O17389(101);25,325;24,6496;25,6474;20,4376;21,0299;21,6163;20,3243;21,4042;1,24352;0,0976703;2,92122;2,34973;
O17389(80);20,9692;21,1314;21,4636;21,0013;21,3755;20,4444;19,818;21,3708;0,437903;0,456298;0,389201;0,980214;
O17389(83);21,9533;20,8623;21,309;21,4355;20,7318;20,8993;20,5916;21,7848;0,508971;0,398489;0,388146;1,10932;
O17389(38);20,3376;19,8455;21,6779;20,6171;20,581;21,1129;20,2154;21,4471;0,180697;0,731935;-0,219618;-0,463071;
O17390(102);22,7227;23,594;23,4497;23,0764;23,3372;23,6382;24,0626;22,8755;0,364885;0,524474;-0,267688;-0,842828;
O17397(103);21,1454;20,1172;21,5452;19,4923;23,3395;21,9768;22,2401;22,4401;1,87386;0,032769;-1,92408;-3,46591;+
O17397(324);25,6669;26,247;25,1052;22,056;23,8335;25,8682;24,0555;24,1608;0,101776;0,834157;0,289304;0,276985;
O17397(7);21,4236;21,3836;20,1634;21,0527;20,434;23,8922;22,3473;22,6358;0,860349;0,20273;-1,3215;-1,71101;
O17406(112);21,1094;19,7849;20,3492;20,9988;19,5877;19,9235;20,917;21,5311;0,0454421;0,92579;0,070735;0,130213;
O17406(113);21,017;20,1159;21,1679;21,5519;20,0185;21,7305;21,2028;21,4618;0,106775;0,828321;-0,140226;-0,289375;
O17406(125);22,5098;22,9572;22,7161;20,9668;21,6278;20,5099;21,2016;20,9796;1,26477;0,0937268;1,20775;2,38557;
O17406(192);21,3757;20,7007;20,6846;21,4341;21,1501;21,3531;21,1738;21,4739;0,496388;0,409165;-0,238931;-1,08674;
O17406(126);21,5316;19,8531;21,0867;20,4775;18,9522;20,2863;21,5335;19,7026;0,417707;0,473944;0,61855;0,942752;
O17406(136);21,7113;20,2684;21,34;20,8981;20,2116;20,2611;19,6819;20,9643;0,976529;0,16236;0,774731;1,9042;
O17406(104);20,2225;20,9511;18,806;21,3031;21,5699;20,642;21,6879;21,4785;0,854553;0,204947;-1,02394;-1,70134;
O17406(84);21,9712;21,5478;21,5136;20,0506;21,2266;20,0761;21,3828;19,6515;0,530508;0,380606;0,68653;1,14773;
O17524(75);20,4382;18,9393;21,5982;21,3806;20,7;21,4748;20,4159;19,1314;0,0731361;0,879869;0,158546;0,204111;
O17599(170);20,8091;19,5913;21,7881;21,3667;21,2439;21,1809;20,9175;21,4843;0,266678;0,627271;-0,317845;-0,647698;
O17607(24);24,3775;24,1932;24,0696;24,7907;23,282;24,107;23,6965;23,226;1,62756;0,0502035;0,779878;3,01414;
O17680(381);21,1532;21,1699;21,6389;19,8968;20,9941;20,8962;20,3499;21,9083;0,0515048;0,914146;-0,0724359;-0,146708;
O17682(193);24,5664;23,2069;24,0484;23,1772;23,456;23,4398;23,3856;21,9703;0,663826;0,297493;0,686821;1,37982;
O17687(194);25,3205;24,1942;24,3354;22,1659;20,4378;20,6525;19,9951;20,6083;2,72735;0,0106538;3,58059;5,2754;+
O17687(503);25,235;24,0353;23,6147;26,1245;21,2023;20,6656;20,9132;20,7458;3,24498;0,00596198;3,87067;6,62743;+
O17687(133);26,2452;26,6046;26,2097;26,5014;20,9372;21,1067;21,1652;20,7791;7,8786;0;5,39317;41,4305;+
O17687(356);19,6062;20,0648;21,6535;20,1384;20,093;21,3989;18,9256;21,5602;0,0598268;0,902616;-0,128688;-0,169052;
O17687(460);24,7235;24,2402;25,3643;26,3164;21,2922;21,7292;21,6115;20,9658;3,63999;0,00397778;3,76143;7,83052;+
O17687(135);24,0695;23,0243;23,0138;24,9235;22,8639;22,5687;21,065;22,4853;1,31654;0,0857046;1,51209;2,47323;
O17687(394);21,4978;19,2863;20,5573;20,6126;26,7305;25,6385;25,6871;26,5501;4,37029;0,00197403;-5,66302;-10,5508;+
O17687(400);20,7063;18,5532;19,0825;20,7675;21,4066;21,5425;20,6735;20,8085;1,15534;0,115892;-1,33037;-2,2018;
O17687(375);21,2886;20,0139;21,0958;20,7467;21,2867;18,619;18,9535;21,4054;0,398733;0,489954;0,720148;0,907197;
O17687(454);26,0292;25,1217;26,0073;23,1092;20,8331;22,7576;24,4427;24,4339;0,898761;0,186583;1,95001;1,77497;
O17687(239);23,0373;24,4398;23,0892;24,7156;20,0842;20,8416;20,7675;20,5191;3,34263;0,00486441;3,26736;6,90977;+
O17687(260);20,4828;20,6165;21,4699;20,9271;21,4434;21,5034;20,4838;19,9405;0,024336;0,961108;0,0313158;0,0712618;
O17687(552);24,8081;24,801;26,3016;22,5708;20,5474;20,7239;21,3749;20,1995;2,54086;0,0128682;3,90895;4,84083;+
O17687(15);21,3724;21,2733;20,9544;19,906;19,4146;19,7442;20,1549;20,8205;0,952844;0,169408;0,842995;1,86486;
O17687(20);21,9786;21,2246;20,8428;21,4554;19,9977;21,7938;20,3835;20,5297;0,754635;0,249026;0,699174;1,53394;
O17695(89);24,2445;23,5077;22,7983;24,6095;24,271;23,6995;22,8122;22,9923;0,273111;0,618835;0,346255;0,660929;
O17742(42);24,7557;25,6689;25,3119;23,4713;19,831;22,2097;21,5638;23,0486;2,0261;0,025097;3,13869;3,75836;+
O17759(536);21,9892;19,7882;21,0499;21,1624;20,3954;19,814;20,0534;21,3201;0,487778;0,416627;0,601699;1,07123;
O17759(259);20,7128;21,1439;20,5429;21,513;18,7618;20,067;20,5902;20,547;1,06906;0,135323;0,986631;2,05795;
O17773(198);21,4203;20,5057;21,2761;21,4377;19,1154;20,9061;20,9458;20,1976;0,915959;0,181235;0,868766;1,80357;
O17785(263);25,202;23,6017;25,3521;22,6783;24,5769;24,3931;25,0436;24,7725;0,311596;0,578902;-0,487991;-0,738674;
O17785(503);21,5669;19,7573;21,6788;21,3619;20,4564;20,3571;21,3588;21,3358;0,156348;0,759835;0,214228;0,407657;
O17893(143);21,56;21,2805;21,0917;21,4076;20,8395;21,2421;21,7127;21,0357;0,244391;0,653653;0,12748;0,601289;
O17907(79);19,603;20,4932;21,2939;21,3098;20,6467;20,7856;21,4861;19,9353;0,0255343;0,959224;-0,038444;-0,0746757;
O17907(256);24,3717;21,9583;23,2561;23,0734;22,7985;22,8393;24,1768;22,7075;0,0192559;0,96862;0,0343213;0,0566934;
O17907(271);24,346;24,6516;25,8869;24,9677;21,4349;20,4687;20,7158;21,6703;3,94049;0,00250794;3,89061;8,86415;+
O17907(272);22,3868;21,8085;22,7024;24,4881;22,7771;22,0073;24,0108;23,3935;0,10262;0,832276;-0,200719;-0,279084;
O17914(143);23,4103;22,3227;23,6084;24,3705;22,4597;23,8527;23,8247;24,5736;0,156739;0,759613;-0,24967;-0,408558;
O17915(70);24,2436;21,9055;22,5877;25,9286;20,1265;21,4939;19,8364;20,202;1,809;0,0366667;3,25162;3,34455;+
O17915(140);21,8038;20,5972;20,1841;18,7488;21,4046;20,968;19,8771;21,7825;0,39277;0,494752;-0,674589;-0,895948;
O17915(141);19,5731;21,3962;20,4728;19,1008;21,2957;21,2663;18,8079;21,9431;0,346601;0,542126;-0,692493;-0,807506;
O17919(45);23,4864;23,2546;23,3704;23,1524;20,9248;20,3924;21,2745;21,5924;3,83902;0,00219444;2,2699;8,50271;+
O17921(37);25,2415;26,2107;25,9066;26,5635;21,3046;21,0881;20,838;21,0205;5,51256;0;4,91779;16,5783;+
O17921(58);25,3706;23,751;25,4771;23,4446;24,6839;24,729;24,273;25,4402;0,180922;0,731553;-0,270695;-0,463574;
O17921(276);21,0516;21,4446;21,7542;21,1047;20,9968;20,355;21,4331;21,1902;0,571174;0,351931;0,345026;1,21946;
O17981(400);21,2917;21,0428;20,203;20,5365;20,5178;19,4651;20,6549;20,1278;0,789552;0,233036;0,577083;1,59264;
O18131(91);20,3964;20,3114;21,3942;20,8228;21,5615;20,6981;21,5991;21,5757;0,969518;0,164734;-0,627389;-1,89256;
O18158(871);20,5627;20,5349;20,8128;21,3995;20,5885;21,3097;21,0148;18,6938;0,284935;0,608507;0,425777;0,685065;
O18158(1013);21,8945;21,4742;21,3394;20,7985;23,2861;22,2675;20,7954;23,8621;0,828871;0,215479;-1,17614;-1,65847;
O18188(69);20,8384;20,3258;20,8763;21,1063;20,213;19,3599;21,4413;20,2673;0,458458;0,441053;0,466346;1,01797;
O18224(89);25,2238;22,803;23,6156;21,06;21,4928;21,5964;20,5098;21,1998;1,1514;0,116144;1,97593;2,1952;
O18224(70);21,0555;19,6142;20,9433;21,0985;18,6442;20,3827;21,6488;21,0123;0,130395;0,792191;0,255908;0,346723;
O18229(76);21,2207;21,4195;20,6227;21,2493;21,5495;19,3904;20,8773;21,8234;0,14504;0,774886;0,217883;0,381358;
O18240(54);24,279;25,294;24,4669;26,0174;20,623;21,3304;21,2699;21,4901;3,87981;0,00232353;3,83595;8,64642;+
O18240(106);21,7847;19,9031;21,8367;21,1262;21,3141;21,4261;20,5176;21,3625;0,00508975;0,991087;0,00758171;0,0152217;
O18307(29);21,9322;20,5097;19,6476;21,4263;21,8348;24,3599;23,1668;22,5519;1,53693;0,057234;-2,09941;-2,85358;
O18307(30);21,4716;21,3349;20,9092;20,1052;21,8348;25,3611;23,3869;23,7502;1,8077;0,0366256;-2,62802;-3,34214;+
O18307(32);22,1958;21,2729;21,9043;20,8646;21,494;20,9631;21,4787;20,981;0,439506;0,455336;0,330196;0,983171;
O18307(44);20,7957;20,6588;21,0761;20,6182;21,6243;23,3291;22,1797;22,6158;2,34298;0,0154179;-1,65002;-4,40584;+
O18307(22);21,245;20,3118;21,2268;21,0117;20,5675;21,5676;21,8378;20,188;0,0725901;0,88125;-0,0913744;-0,202688;
O18650(8);19,8386;21,2438;20,5242;20,9142;21,5312;20,1545;21,4208;20,7709;0,328296;0,560142;-0,339154;-0,77172;
O18650(17);21,8319;20,969;19,0246;20,342;25,1997;23,5053;22,4322;24,0454;2,11996;0,0208251;-3,25378;-3,94437;+
O18650(109);21,4874;19,262;20,7887;20,9954;20,6442;19,8303;20,2552;21,6035;0,0280662;0,956688;0,0500436;0,0818619;
O18650(102);23,7141;23,8836;21,8638;22,9858;26,0135;25,9452;24,8815;25,4691;2,46183;0,0139774;-2,46548;-4,66404;+
O18650(44);21,3987;20,0985;21,6374;21,4958;20,7772;21,1482;21,1825;20,6214;0,23869;0,660501;0,225303;0,589269;
O18650(30);21,7086;19,5333;21,5233;19,2472;21,0887;20,6161;18,6377;21,4665;0,0191526;0,968653;0,0508728;0,0563956;
U4PF18(41);24,8919;24,6172;23,1002;23,203;21,8135;21,69;21,7926;22,879;1,89696;0,0308241;1,9093;3,5096;+
O44144(158);25,5098;24,9783;26,0396;24,3914;24,0328;25,514;24,4322;23,9796;0,719659;0,265849;0,740108;1,47486;
O44145(182);21,4691;20,6532;21,0475;20,102;21,0329;20,8028;20,2797;21,2754;0,028324;0,956213;-0,0297623;-0,0825914;
O44154(182);20,4081;21,0325;21,5718;20,6592;23,7202;22,7073;22,7553;24,9063;2,39844;0,0145816;-2,60436;-4,52522;+
O44175(278);21,0061;20,9769;20,4274;21,012;20,3881;21,8109;21,5963;20,4842;0,216318;0,688919;-0,214276;-0,541466;
V6CIR8(755);24,0498;22,5535;23,8336;23,8366;22,6884;23,5578;22,4377;24,1648;0,281817;0,611837;0,356194;0,678723;
O44400(455);25,3058;24,5054;25,8748;24,7485;24,9093;25,8774;25,5394;25,9655;0,557866;0,359862;-0,464268;-1,19609;
O44400(274);26,6783;27,3716;27,2459;24,0021;25,7662;26,3956;25,9255;26,2144;0,115514;0,814824;0,249041;0,310818;
O44400(360);23,3627;21,3018;21,9404;23,3059;23,0921;23,3056;23,2116;25,0698;0,864555;0,200848;-1,19204;-1,71802;
U4PEY4(214);25,9026;25,2424;26,1603;22,9275;25,5036;26,5822;26,4437;26,418;0,745224;0,25347;-1,17865;-1,51807;
O44441(46);20,9526;21,3605;21,1491;21,0547;21,5642;19,7567;21,1447;20,6292;0,390448;0,49642;0,355538;0,891558;
O44441(58);21,3434;21,1305;21,1602;21,2751;20,9069;21,2613;20,6922;20,1862;1,04747;0,140118;0,465623;2,02205;
O44444(58);20,9778;19,1749;20,9285;20,964;19,5896;20,6839;20,3635;21,3537;0,0079064;0,985123;0,0135961;0,0235705;
O44445(60);21,9291;20,3528;20,5349;20,595;20,3336;20,5298;21,1656;20,356;0,255251;0,641345;0,256728;0,624017;
O44445(112);23,4664;23,0748;24,165;23,5075;22,7298;22,265;22,4341;23,2181;1,56204;0,0557823;0,891681;2,8978;
O44480(146);22,6832;20,4747;21,0707;25,5896;22,3518;24,1556;24,1075;24,4785;0,482883;0,420713;-1,31879;-1,06238;
O44480(152);26,0097;24,8246;25,5606;27,5414;26,2959;26,6893;24,2714;25,4181;0,153756;0,764882;0,315415;0,401661;
O44480(68);21,684;20,1694;21,7176;19,3744;22,5658;22,1063;22,8036;23,667;1,66244;0,0475873;-2,04934;-3,07668;+
O44480(73);25,5389;25,0362;25,973;25,9347;26,0837;25,8171;25,935;26,0323;0,754107;0,248792;-0,346347;-1,53305;
O44480(131);21,415;20,0706;20,1785;19,9765;23,2439;23,6712;23,1737;23,3651;3,78647;0,00239474;-2,95331;-8,32059;+
O44480(136);23,8084;23,0879;24,5148;23,7548;21,8895;25,3959;26,3098;24,7348;0,339156;0,548672;-0,791038;-0,793005;
O44480(24);23,1941;22,9979;22,7913;22,7307;25,2001;24,7674;23,7056;24,0647;2,27484;0,0164494;-1,50596;-4,26179;+
O44480(4);21,7931;18,6867;21,1117;20,71;24,1153;24,9959;24,5153;26,2133;2,78905;0,00960606;-4,38457;-5,42485;+
O44501(214);27,2415;26,8475;24,893;26,1566;24,9506;24,1497;24,8934;24,809;1,55862;0,0559277;1,58397;2,89175;
O44557(10);20,294;20,7478;19,897;20,1708;21,567;21,7898;20,9337;20,3294;1,2406;0,0983929;-0,877582;-2,34482;
O44560(333);21,5742;20,4203;21,7104;21,1772;19,9055;21,0549;19,6991;21,5302;0,601032;0,3303;0,673079;1,27156;
O44572(61);26,2207;25,4547;25,282;25,3133;25,4199;23,5111;23,9696;25,3365;0,974578;0,163011;1,00838;1,90096;
O44608(281);23,4185;22,8253;21,7411;25,4081;22,0337;23,4616;23,7382;23,8472;0,0306219;0,952099;0,0780897;0,0890782;
O44735(107);25,7043;24,8754;24,7725;22,3613;18,8442;20,4589;21,2977;19,7449;2,55978;0,0125228;4,34197;4,88381;+
O44735(473);24,7454;24,4635;24,7875;24,2172;23,502;23,969;24,2033;23,8695;1,82785;0,0357845;0,667459;3,37963;+
O44735(474);27,4827;26,2757;26,584;24,058;24,5304;24,9556;25,0993;25,3427;0,732682;0,260534;1,11812;1,49689;
O44739(49);21,1433;20,7254;20,8452;21,2027;20,9069;20,9115;21,6924;21,1796;0,389139;0,497508;-0,193459;-0,88908;
O44752(588);26,9399;26,4536;26,783;27,9809;23,6203;25,0052;25,564;26,4279;1,50172;0,0602896;1,885;2,79191;
Q9BL61(309);24,0219;23,1122;23,1944;21,3543;24,7633;24,6689;25,1825;24,724;1,80586;0,036638;-1,91398;-3,33872;+
Q9BL61(48);21,3929;21,3467;20,9828;19,7784;19,7044;21,1799;18,6688;21,4327;0,362008;0,527563;0,628735;0,837297;
Q9BL61(140);20,3824;19,3366;20,9407;21,1698;23,1342;23,1815;22,9456;23,2487;3,18344;0,00592226;-2,67008;-6,45428;+
O44782(4);20,9249;21,181;21,6337;20,3664;19,5875;20,9153;21,2771;21,8719;0,0738522;0,879459;0,11356;0,205975;
O44827(508);24,4432;23,0999;23,3673;21,9437;24,3918;23,6164;23,815;23,8264;0,614508;0,324222;-0,698884;-1,29494;
O44847(282);20,9303;21,5308;20,4075;20,1217;20,9702;21,4066;21,5994;20,2193;0,287995;0,605924;-0,301292;-0,691274;
O44847(129);20,6468;19,6261;20,7679;21,5642;20,2995;20,0667;20,9809;21,5049;0,0416413;0,932648;-0,0617132;-0,119776;
O44847(183);18,8164;20,5261;20,6641;21,5295;20,9248;21,0442;20,2054;20,286;0,144716;0,774945;-0,231101;-0,380599;
