ProteinAccessions;log2 N2_d10_01;log2 N2_d10_02;log2 N2_d10_03;log2 N2_d10_04;log2 N2_d5_01;log2 N2_d5_02;log2 N2_d5_03;log2 N2_d5_04; -Log Student's T-test p-value N2_d10_N2_d5;Student's T-test q-value N2_d10_N2_d5; Student's T-test Difference N2_d10_N2_d5;Student's T-test Test statistic N2_d10_N2_d5;Sign p-val: 0.05 
P41932;21,3788;21,3632;21,5306;22,2143;20,1932;20,2963;20,1796;20,1765;3,35407;0;1,41031;6,94346;+
P41938;17,526;16,8768;16,383;18,702;17,2792;17,3591;17,0672;17,2552;0,095323;0,601022;0,131764;0,260852;
P41942;14,0253;14,3975;14,2524;14,8449;11,444;11,0221;11,5186;11,7405;4,86985;0;2,94874;12,8756;+
P41956;18,9233;19,0242;18,6875;19,1497;15,6015;15,4316;15,5178;16,4705;4,74868;0;3,19081;12,2717;+
P41977;19,5884;17,3194;17,7125;16,5157;18,5074;17,3778;16,98;18,3636;0,0103932;0,948671;-0,0231805;-0,0308982;
P41988;18,4658;18,2435;18,736;19,4254;17,1401;16,8939;17,1621;16,9686;3,13982;5,85E-05;1,67652;6,33368;+
P41992;14,3048;13,9816;14,2895;14,9273;13,5752;14,4351;14,1673;14,9278;0,106411;0,566804;0,0994122;0,288476;
P41994;18,385;17,7571;23,7284;18,7792;17,3421;17,9355;16,786;17,0202;0,863068;0,0339288;2,39149;1,71554;+
P41996;21,3992;21,1969;21,6932;21,8843;20,0563;20,4461;19,9943;19,8532;3,48413;0;1,45595;7,33604;+
P42000;15,258;14,8334;15,0037;16,2026;13,5399;14,2452;14,5859;12,8106;1,65721;0,00296054;1,52901;3,06728;+
P42168;16,6;17,3212;16,5947;16,7864;16,0161;16,0589;16,1398;15,7369;2,32052;0,000455108;0,837643;4,35805;+
P42170;18,11;18,0918;17,8307;18,2789;19,3054;19,2806;18,9879;19,453;3,91651;0;-1,17887;-8,77753;+
P43508;14,3047;14,2197;13,8992;14,9156;17,0329;17,0888;17,2963;17,2714;4,84847;0;-2,83757;-12,7671;+
P43509;16,5504;17,3121;16,8149;19,0033;14,8191;14,2539;14,5376;15,0462;2,51229;0,000350996;2,75596;4,77644;+
P43510;20,1939;20,1206;19,9863;20,4694;19,0316;18,4866;18,7636;19,1723;3,46586;0;1,32901;7,27982;+
P45965;17,2833;17,2292;17,8874;18,4438;14,1164;14,4483;13,2318;13,6862;4,20303;0;3,84027;9,86298;+
P45967;19,478;19,683;19,3817;20,2737;15,9328;16,1447;12,8646;13,4712;2,98265;0,000138904;5,10077;5,9135;+
P45968;14,2151;14,4294;13,9881;15,0049;13,2054;14,1341;14,4443;14,13;0,587116;0,0813688;0,430904;1,24734;
P45969;17,5017;18,129;17,2896;18,5709;15,3063;15,4331;15,4624;16,0864;3,28516;0;2,3008;6,74246;+
P45970;14,5928;14,9184;15,316;15,4388;14,1299;14,0816;14,0406;14,5087;2,12978;0,000682786;0,876297;3,9641;+
P45971;17,5469;16,9445;18,2142;17,3101;17,1541;17,1989;16,8948;16,684;0,900753;0,0303723;0,520973;1,77829;+
P46502;17,2348;16,6253;16,3758;17,3634;16,8356;16,6328;16,7215;16,8318;0,241668;0,294521;0,14441;0,595557;
P46548;18,8194;18,8231;18,1864;18,7532;16,299;16,6195;16,4341;16,1191;4,73311;0;2,2776;12,196;+
P46550;18,6531;18,5314;18,2741;19,0917;18,1939;17,9341;17,7496;18,5863;1,09094;0,0171144;0,521622;2,09436;+
P46554;15,2324;15,5263;15,3668;15,8244;15,1853;14,9269;15,2294;15,7836;0,41315;0,148101;0,20618;0,934244;
P46557;14,3305;14,0337;14,4818;15,0706;11,1105;12,681;12,3516;12,7604;2,66239;0,000289486;2,25328;5,12115;+
P46559;14,0955;14,2622;14,4762;14,3236;13,9975;14,3795;14,7267;13,6539;0,156206;0,438649;0,099973;0,407328;
P46561;22,4033;22,0875;22,0194;23,4673;21,1309;20,9307;20,7542;20,9315;2,40179;0,000385754;1,55756;4,53249;+
P46562;18,4916;18,5142;18,574;18,7831;18,4688;18,3411;18,5457;18,5334;0,709318;0,0547413;0,118498;1,45733;
P46563;19,258;18,8575;18,2711;19,7736;19,7401;19,4158;19,3816;19,5487;0,716124;0,0536337;-0,481502;-1,46887;
P46576;16,9971;16,488;16,7874;17,3055;14,3911;15,0107;14,4915;14,2289;4,18656;0;2,36395;9,79751;+
P46577;16,3917;15,9505;16,1236;16,4915;15,1769;15,1545;15,1753;15,1116;3,89581;0;1,08473;8,70339;+
P46580;17,2633;16,6412;12,8113;16,9037;13,8922;12,7053;13,1278;13,4613;1,29675;0,00934848;2,60819;2,43965;+
P46582;15,3944;15,2621;15,1764;16,255;13,4239;12,5223;12,4122;13,31;3,44586;0;2,60488;7,21871;+
P46769;19,4767;18,133;19,2703;19,6363;18,1785;18,2487;18,1198;18,2741;1,44882;0,00579769;0,923835;2,69997;+
P46822;17,4361;17,6105;17,7415;19,181;16,8011;16,4021;16,3231;16,6524;1,88075;0,00166434;1,4476;3,47893;+
P46975;17,4198;18,0509;17,6733;19,5424;15,8787;16,2537;16,2722;15,6313;2,30643;0,000527489;2,16261;4,32822;+
P47207;19,4065;19,4236;19,2882;19,2859;18,6908;18,8586;18,4296;18,3967;3,20691;1,95E-05;0,757138;6,51988;+
P47208;16,8284;16,6955;17,2195;17,9183;17,1695;16,8244;17,3869;17,4434;0,0459862;0,786017;-0,0405951;-0,131701;
P47209;15,9644;16,6508;16,3793;17,2441;17,402;17,426;17,4581;17,4072;1,73911;0,00241902;-0,863685;-3,21575;+
P47991;19,7947;20,1936;20,2914;19,5308;19,4894;19,9369;19,788;19,1342;0,710205;0,0545878;0,365475;1,45883;
P48053;17,7838;16,8145;16,6;18,3056;16,2609;16,3422;16,4202;16,5678;1,27131;0,010174;0,978168;2,3966;+
P48150;18,359;18,5293;19,2654;19,6073;18,44;18,6234;18,3456;18,5504;0,726294;0,0522758;0,450393;1,48609;
P48152;19,3044;19,1861;19,5026;20,2942;18,7623;18,7803;18,4298;18,7171;1,8521;0,0018025;0,899436;3,425;+
P48154;20,0246;20,0161;20,0029;19,6986;19,3699;19,8436;19,7153;19,3096;1,3136;0,0089314;0,375979;2,46824;+
P48156;16,5277;15,8848;17,8532;17,455;19,2524;19,2243;19,0478;19,3744;2,6499;0,000287523;-2,29457;-5,09187;+
P48158;20,7358;21,0153;21,4662;21,7699;19,2158;19,3932;19,315;18,5884;3,43785;0;2,11866;7,19433;+
P48162;17,374;14,8629;17,2939;16,0869;18,0295;17,5774;17,5998;18,2545;1,2585;0,010633;-1,46089;-2,37499;+
P48166;16,0349;15,9745;15,2566;17,4591;18,0025;18,6553;18,0983;18,5237;2,33267;0,00045741;-2,13864;-4,38386;+
P48376;16,7839;16,8309;16,7771;17,697;14,767;15,0102;14,656;15,4405;3,44565;0;2,0538;7,21805;+
P48727;18,2351;17,5724;18,0105;17,6881;16,0688;16,1993;16,1729;16,3384;4,34341;0;1,68164;10,4374;+
P49029;16,6351;15,4034;15,8236;19,2245;16,2013;15,8886;15,8838;16,1152;0,379607;0,168397;0,749408;0,870982;
P49041;18,5634;17,5763;19,4897;19,3921;18,9207;18,5706;18,846;18,9958;0,0607369;0,725802;-0,0778723;-0,171475;
P49049;16,5972;17,1207;17,3947;17,1303;16,1204;16,0224;15,8479;16,0305;3,00824;8,33E-05;1,0554;5,98042;+
P49180;19,4179;19,9126;16,4635;20,1263;17,7453;17,8204;17,9006;17,847;0,647037;0,0664212;1,15175;1,35103;
P49181;15,5979;16,3929;15,3488;17,042;18,9005;18,5616;18,4067;18,4468;3,08193;5,67E-05;-2,48352;-6,17636;+
P49191;14,2694;14,6564;15,265;14,7503;14,442;14,1785;14,0718;14,1426;1,26724;0,010314;0,526548;2,38973;+
P49196;16,5897;17,3924;17,2828;18,9464;17,2788;16,7362;17,4734;17,4357;0,249558;0,284233;0,32179;0,61213;
P49197;20,7143;20,208;19,8405;20,7528;20,8839;20,4136;20,2596;20,7192;0,307563;0,223048;-0,190173;-0,730633;
P49391;14,0333;14,1779;13,9707;14,5774;14,7853;14,5165;15,0507;15,0033;1,91731;0,0015089;-0,649129;-3,54827;+
P49404;15,3167;16,1216;15,6685;16,2696;14,8453;14,8621;14,5641;15,1771;2,10485;0,000761632;0,981998;3,91412;+
P49405;18,6887;18,3224;18,024;19,806;19,087;19,021;19,0398;18,9707;0,351919;0,186742;-0,319335;-0,817823;
P49583;17,5382;17,2759;17,2239;18,0367;15,4731;15,3223;15,1612;15,5162;4,38551;0;2,15049;10,6155;+
P49594;16,1193;15,815;16,0843;16,9633;13,9878;13,2633;13,4335;14,5583;3,13885;5,85E-05;2,43476;6,33102;+
P49595;18,0938;18,2613;18,4566;19,1006;17,0239;17,1632;17,2209;17,2164;2,96721;0,000137118;1,32199;5,87339;+
P49596;18,4265;17,7768;17,873;18,4647;16,5747;16,8491;17,0039;16,9275;3,15645;5,90E-05;1,29647;6,37944;+
P49713;15,8078;14,6509;16,083;16,2407;15,5505;14,9834;15,4294;15,525;0,365787;0,1777;0,323512;0,84456;
P49958;14,5136;14,3781;14,2745;14,9942;14,0633;13,6293;12,7118;14,5911;0,942157;0,026351;0,791221;1,84711;+
P50093;18,8827;18,8332;19,6496;19,2444;18,0021;18,0989;18,274;18,2776;2,57441;0,000329843;0,989352;4,91718;+
P50140;20,595;20,9828;20,3876;21,094;20,2572;20,396;20,1471;20,2233;1,58599;0,00359565;0,508935;2,94015;+
P50305;17,4245;17,7619;17,9121;18,2617;17,745;17,812;18,1549;18,3535;0,333544;0,201011;-0,176317;-0,782025;
P50306;19,5131;19,1101;19,5211;19,5583;17,2965;17,1171;16,4419;16,8961;4,62897;0;2,48777;11,7011;+
P50432;18,1971;18,0019;18,6942;18,7737;18,6228;18,9596;18,6118;18,7214;0,74907;0,0483732;-0,312138;-1,52456;+
P50464;13,8487;14,0255;14,3742;15,1239;12,1218;11,9519;11,9304;12,4118;3,49866;0;2,23909;7,38103;+
P50880;19,0815;19,1631;19,8895;19,2333;19,2311;19,4042;19,1627;19,0292;0,278552;0,250535;0,135032;0,672064;
P51403;19,9683;20,2946;21,0404;20,5958;19,4774;20,0543;19,7569;19,5551;1,57342;0,00384278;0,763835;2,9179;+
P51404;18,9569;19,6196;19,8906;19,2545;18,3722;18,2136;18,6814;18,2558;2,4128;0,000389023;1,04966;4,55643;+
P51485;14,3175;14,3536;14,4603;15,1276;14,6018;14,7417;15,0434;15,6799;0,721616;0,0529877;-0,451919;-1,47817;
P51559;14,316;14,1192;14,4633;15,1402;11,3657;10,6887;11,0826;11,6454;4,4727;0;3,31407;10,9931;+
P51875;19,3375;19,0372;19,1436;20,4248;16,3744;16,2462;16,5896;16,6562;3,99611;0;3,01917;9,06794;+
P52009;18,7509;18,3833;18,4927;18,8912;17,9119;17,8192;17,8379;17,8683;3,20685;1,95E-05;0,770193;6,51973;+
P52011;19,9763;20,3609;19,3545;19,5481;17,8104;17,7257;17,7536;17,3865;3,91061;0;2,14089;8,75637;+
P52012;14,1296;14,0842;13,6514;15,0529;11,4735;11,2204;11,0315;11,2988;4,14404;0;2,97347;9,63025;+
P52013;18,781;19,7342;18,9371;19,7399;19,0169;19,4036;19,3335;18,8715;0,195852;0,361467;0,141695;0,496789;
P52014;11,7282;14,3618;14,61;14,81;15,7767;15,833;15,9664;16,4126;1,55082;0,00417117;-2,11965;-2,87802;+
P52015;21,9599;22,4456;21,979;22,2388;20,8106;21,0932;20,8585;20,4619;3,61473;0;1,34979;7,74852;+
P52017;16,2992;16,1399;16,7187;15,5562;15,0191;14,8636;14,6391;15,2113;2,44259;0,000380875;1,24525;4,62163;+
P52018;14,2374;14,3703;14,2962;15,1528;15,4587;14,5974;15,2301;15,2081;1,1268;0,0155197;-0,609397;-2,15413;+
P52057;17,1821;17,2602;16,8446;17,5179;15,8757;16,3416;15,655;15,4495;2,93839;0,000134454;1,37078;5,79907;+
P52275;20,2141;20,4853;20,2686;19,1594;20,796;20,8552;20,526;20,3635;0,971121;0,0242754;-0,603322;-1,89522;+
P52478;14,2029;14,1622;13,9248;15,1543;15,0081;15,4194;15,1951;15,5176;1,69584;0,0027129;-0,924003;-3,13699;+
P52554;18,293;18,4431;18,579;18,7323;18,0973;17,7705;17,9237;17,642;2,52695;0,000339735;0,653477;4,80941;+
P52652;16,1602;16,6667;16,0294;17,6347;15,3849;15,8284;15,3815;15,7864;1,43335;0,00608921;1,02748;2,67322;+
P52709;17,982;18,1573;18,0503;18,7887;17,151;16,5142;16,9262;17,3603;2,54717;0,000326143;1,25666;4,85514;+
P52713;22,1294;21,8995;20,9099;22,0532;20,0112;20,3138;20,3293;19,864;2,73432;0,000196504;1,6184;5,29213;+
P52715;14,5173;13,1973;12,3372;15,0461;18,3644;18,3165;18,321;18,6607;3,52283;0;-4,6412;-7,45632;+
P52716;16,795;16,8772;16,7467;17,2296;15,2422;15,4402;15,4809;14,9197;4,17468;0;1,64141;9,75049;+
P52717;20,0422;20,2794;20,1642;19,8469;19,916;20,1292;20,2354;20,0266;0,018698;0,908559;0,00633717;0,0550839;
P52814;13,7134;14,0899;14,4089;14,6223;16,285;17,2281;16,4161;17,4975;3,50208;0;-2,64803;-7,39163;+
P52819;18,367;18,8797;18,2563;18,5734;18,1876;18,837;18,7359;18,9174;0,293159;0,237021;-0,150397;-0,70172;
P52821;14,3498;14,32;12,7292;14,4927;18,0779;18,1447;17,5942;18,3063;4,01759;0;-4,05784;-9,14774;+
P52872;19,2686;19,0896;18,8474;19,3268;16,4049;16,6015;16,4213;16,8229;5,6781;0;2,57044;17,6857;+
P52879;14,3586;14,424;14,1015;14,5293;16,0494;16,7418;15,847;13,7493;0,979491;0,0237627;-1,24351;-1,90912;+
P52899;18,5123;18,5663;18,6331;18,893;17,9865;17,9652;17,9914;17,9799;3,6714;0;0,67043;7,93346;+
P53013;25,4107;25,5132;25,5752;25,0365;23,6694;23,7492;23,6478;22,9544;3,84088;0;1,87869;8,50919;+
P53014;23,6703;23,5967;23,3155;23,4081;22,8437;22,88;22,465;22,2946;2,73798;0,000197156;0,876872;5,30093;+
P53016;14,0234;14,1592;12,4211;14,7243;14,1726;12,6728;13,5777;13,4431;0,256849;0,274689;0,365448;0,627344;
P53439;17,0074;17,3893;17,1411;17,0851;14,9773;15,2264;15,2863;15,3493;5,543;0;1,94592;16,7767;+
P53489;16,7625;16,4088;16,4698;16,9977;16,0558;15,7609;16,0414;16,4685;1,5601;0,00405735;0,578028;2,89438;+
P53585;17,8929;17,4219;17,9088;19,3805;17,3835;18,5087;17,3754;17,4794;0,403948;0,153693;0,464268;0,917005;
P53588;17,4735;17,4954;17,5557;18,2487;16,0115;16,1867;16,3895;16,5415;3,17854;5,98E-05;1,41102;6,44063;+
P53589;16,061;15,964;16,2597;17,0279;16,0967;15,1609;15,4472;15,7659;1,18929;0,0131541;0,710475;2,25862;+
P53596;18,896;19,3574;18,8738;19,6805;18,3041;18,4776;18,3193;18,6861;1,90756;0,00156656;0,755147;3,52971;+
P53703;17,1561;17,8185;15,4479;16,6929;15,1642;14,8344;15,5933;15,4035;1,56742;0,0039413;1,53002;2,90729;+
P53795;15,5785;14,8961;15,0541;16,179;17,2797;17,6009;16,9878;17,5893;3,00341;8,31E-05;-1,9375;-5,96775;+
P53993;14,4699;14,2775;14,4318;15,0999;11,6036;12,3225;12,4232;12,2667;4,05469;0;2,41578;9,28701;+
P54002;14,2888;14,4449;14,33;14,4457;11,3578;11,2043;11,1054;11,6302;6,58809;0;3,05292;25,1831;+
P54216;20,0109;19,6809;19,1705;20,6398;19,421;19,0131;18,9877;19,319;1,1028;0,0164664;0,690325;2,11411;+
P54412;19,5561;19,344;20,1881;19,8646;19,7347;19,9741;19,8844;19,7689;0,212247;0,334722;-0,10235;-0,532653;
P54688;14,8534;14,5002;17,5806;16,3093;15,1705;15,5129;15,4564;15,0575;0,299207;0,231072;0,511504;0,713899;
P54811;19,6646;19,029;19,084;19,2664;18,2551;18,1491;18,237;18,4285;3,16435;5,93E-05;0,993535;6,40129;+
P54812;19,4419;19,8252;19,8649;19,8463;18,5181;18,8111;18,812;18,7667;3,76643;0;1,01759;8,25204;+
P54813;15,8044;16,1806;16,3163;18,51;13,3409;13,0238;13,4393;13,6121;2,76385;0,000199138;3,34879;5,36345;+
P54815;13,9449;14,4142;14,2713;15,1477;11,5297;13,7628;13,5031;10,9264;1,43761;0,00607207;2,01402;2,68057;+
P54816;17,2224;16,9716;17,4282;18,8027;13,8853;13,3499;13,8815;15,8167;2,59378;0,000303084;3,3729;4,96161;+
P54871;14,4301;14,0841;13,5101;14,8126;11,483;11,0212;0;11,2001;1,06305;0,0184327;5,78313;2,04795;+
P54889;13,392;16,0101;14,8752;14,8251;14,7566;14,3878;14,348;14,659;0,168628;0,412756;0,237758;0,435803;
P55155;20,0278;19,9529;19,7393;20,0737;18,298;17,3402;17,1182;17,5953;3,93903;0;2,36051;8,85887;+
P55216;18,2999;17,9229;17,6358;19,1679;18,0606;18,6905;18,6412;18,4012;0,210508;0,337266;-0,191752;-0,52888;
P55326;19,2146;19,1292;18,6689;19,6937;19,0401;18,899;18,8661;18,8359;0,583117;0,0827715;0,266325;1,24036;
P55853;22,4916;21,5457;21,3314;22,6232;21,394;21,2182;20,911;21,2423;1,24727;0,0109781;0,80661;2,35604;+
P55954;18,9885;18,9042;18,1088;19,7762;16,5192;17,484;16,9506;16,9927;2,59812;0,000303887;1,95783;4,97162;+
P55955;24,8573;25,0331;24,5445;24,7832;21,6732;21,5008;21,0027;21,5943;5,79371;0;3,36177;18,5012;+
P55956;16,5457;16,3822;16,1473;16,6484;18,4637;18,3628;18,369;18,5809;5,5293;0;-2,01321;-16,6872;+
P58798;16,738;17,0658;17,1203;16,8613;15,5997;16,0214;15,8199;15,8663;3,97403;0;1,11953;8,98657;+
P61866;20,8274;21,0838;20,808;20,8428;20,6304;20,824;20,8123;20,6776;0,979048;0,023772;0,154422;1,90838;+
P62784;20,3625;21,0701;20,855;20,0547;19,46;19,7482;19,6571;19,4838;2,21788;0,00062069;0,998302;4,14347;+
P80361;13,8264;14,3073;14,3034;15,0797;12,3383;13,3346;13,2712;12,6943;2,23021;0,000623259;1,46961;4,16892;+
P83351;16,7491;16,5676;16,6046;17,004;15,9118;15,4221;15,4359;15,9088;3,09907;5,71E-05;1,0617;6,22263;+
P83386;14,0846;14,0768;14,2847;15,1328;13,736;13,5842;14,0609;13,756;1,19144;0,0131037;0,610466;2,26222;+
P83388;14,3639;13,9927;14,4612;13,9574;11,0686;11,1615;11,071;9,67557;4,00445;0;3,44964;9,09887;+
P90731;18,0007;17,4104;17,9606;19,6118;15,4784;15,6025;15,3823;15,7907;2,84163;0,000160794;2,68239;5,55455;+
P90732;14,3696;14,3684;14,0996;15,1222;14,062;13,5908;14,1779;14,7202;0,504551;0,108082;0,352224;1,1014;
P90735;20,888;20,9568;21,0515;20,9701;18,7257;19,2038;18,8864;18,4449;4,94912;0;2,15139;13,2857;+
P90747;16,9659;17,102;16,2467;18,3121;14,5946;14,0657;14,0773;14,3508;3,18524;6,01E-05;2,88454;6,45927;+
P90762;18,4132;20,0422;18,4417;20,2109;18,6541;18,7334;18,9747;18,7608;0,448404;0,130094;0,496267;0,999548;
P90778;16,1094;14,7266;15,4444;16,7096;14,7849;14,0764;13,8089;14,9963;1,38998;0,00707395;1,33087;2,59857;+
P90779;14,2476;14,2283;13,524;14,0656;15,0523;15,8032;15,695;16,7819;2,43195;0,000379788;-1,81671;-4,59829;+
P90780;14,5094;14,1871;13,7479;15,0302;11,459;10,9799;12,1728;11,8724;3,48602;0;2,74763;7,3419;+
P90781;14,4795;14,226;14,1891;14,4887;15,2709;14,6041;13,3481;14,1289;0,00632026;0,967932;0,00778604;0,0188755;
P90786;16,8232;16,2029;16,3109;17,9471;13,981;13,9005;13,7733;14,789;2,97151;0,000137708;2,71006;5,88455;+
P90787;14,4106;13,7468;14,206;15,0123;14,2988;15,2238;15,1412;15,3438;0,948114;0,0258297;-0,657986;-1,85701;+
P90788;14,1296;14,2978;14,0121;15,1087;13,3515;13,6271;13,4792;14,1925;1,23899;0,0113619;0,724445;2,34211;+
P90789;18,8771;18,5086;18,422;19,6889;17,152;16,5721;16,564;16,9922;3,13379;5,83E-05;2,05409;6,31715;+
P90790;14,0218;13,7491;14,3756;14,6944;11,0508;12,6079;11,4059;11,5758;3,19728;6,06E-05;2,55013;6,4929;+
P90795;17,7581;17,5991;17,5923;18,6883;16,1586;15,8215;15,8902;16,41;3,10406;5,72E-05;1,83936;6,23615;+
P90815;14,4504;14,2212;14,1082;13,8666;16,3741;16,8293;16,9276;16,7298;5,24368;0;-2,5536;-14,9203;+
P90829;15,7149;15,0519;14,9482;15,1299;9,52767;13,3743;13,5718;14,4554;1,17757;0,013551;2,47898;2,23898;+
P90838;14,3885;14,4414;13,138;15,0588;13,7206;13,3779;13,5599;13,8262;0,754416;0,0476304;0,635577;1,53357;+
P90841;13,8892;13,0578;13,0302;14,1295;11,4595;11,0673;10,9385;11,44;3,49481;0;2,30036;7,36909;+
P90847;16,9031;18,2304;15,393;17,6166;15,0584;14,5138;15,1402;14,7176;1,87409;0,0017067;2,17828;3,46635;+
P90849;18,0819;17,9987;17,9443;18,0977;16,5816;16,2994;16,8154;16,4032;4,83381;0;1,50574;12,6931;+
P90850;15,3279;15,133;14,6501;16,0779;11,5685;12,5451;12,3239;11,9987;3,90594;0;3,18815;8,73963;+
P90860;17,7088;17,5269;17,5716;18,4675;16,4335;15,5023;15,7325;16,4404;2,81594;0,000184495;1,79152;5,4909;+
P90861;14,5968;16,0716;12,9443;17,2493;15,1271;14,3587;14,5612;14,9546;0,193076;0,366428;0,46512;0,490654;
P90862;14,1246;12,0826;14,4796;15,1335;11,1841;9,86907;7,46507;11,6689;1,8408;0,00186675;3,90829;3,40383;+
P90867;14,0815;14,2548;14,3857;14,9154;14,1539;14,7711;14,3072;15,6071;0,345771;0,1915;-0,300462;-0,805893;
P90868;18,3982;18,6253;18,037;18,411;17,5261;17,8455;17,8122;17,8697;2,21858;0,000620922;0,604535;4,14492;+
P90879;15,3743;17,5603;16,5603;15,3402;15,5693;15,4561;14,5417;15,0995;0,911178;0,0292655;1,04212;1,79562;+
P90889;14,057;14,0654;14,433;15,0479;17,977;17,6773;18,0461;18,077;5,11173;0;-3,54353;-14,1657;+
P90893;17,1733;16,627;17,3542;18,3589;15,2269;14,3803;15,1295;15,2843;2,8879;0,000146565;2,37306;5,67052;+
P90897;15,9685;16,5113;16,5649;16,9886;14,901;15,2567;15,7089;15,8622;1,92058;0,00149344;1,07611;3,55451;+
P90900;19,1912;19,0452;18,9707;19,5078;17,1528;17,3051;17,4596;17,583;4,67795;0;1,80359;11,9315;+
P90901;19,9668;19,654;19,9974;20,2106;18,3045;17,996;18,4978;18,6112;3,99782;0;1,60485;9,07425;+
P90902;16,7406;16,4417;16,3709;16,8179;12,439;14,9882;12,4564;13,508;2,74166;0,000197437;3,2449;5,3098;+
P90904;16,1474;15,2631;15,3708;16,013;13,8822;13,7256;13,5319;13,7607;3,81272;0;1,9735;8,41112;+
P90915;14,394;15,403;16,5707;15,8861;14,5966;15,4324;14,7864;15,7894;0,327465;0,20598;0,412249;0,770085;
P90916;17,9853;18,1036;17,8453;19,0516;16,2712;16,2818;16,5137;16,3829;3,28656;0;1,88405;6,74652;+
P90919;17,6175;18,0093;17,2477;18,0224;16,0265;16,6874;14,1664;16,2042;1,81248;0,00208843;1,95308;3,35102;+
P90920;14,4357;14,4154;13,7947;14,5303;13,2272;13,8124;13,4142;14,4621;0,890501;0,0313332;0,56507;1,76123;+
P90921;18,5118;18,2516;18,5619;18,479;17,7044;18,0579;17,8523;17,7499;2,95634;0,000135953;0,609933;5,84527;+
P90922;13,6125;14,4157;14,3391;14,7915;14,0771;13,3582;13,3158;13,6728;1,18864;0,0131567;0,683725;2,25753;+
P90961;18,8271;18,7286;18,5313;19,2359;17,9162;17,8214;17,4136;17,4279;3,01367;8,35E-05;1,18596;5,99472;+
P90970;14,4871;13,8734;14,3266;14,8532;11,4828;11,2207;11,0097;11,6367;4,77188;0;3,04759;12,3852;+
P90978;18,196;17,4467;17,6557;19,0591;16,3536;16,3478;16,3371;16,5674;2,44975;0,000383066;1,68792;4,63739;+
P90980;16,7823;16,3194;17,2433;17,6163;14,6813;13,7546;14,3618;14,652;3,51191;0;2,62794;7,42224;+
P90983;16,7312;16,8533;16,5966;18,0214;15,1925;16,7524;17,1847;16,1984;0,634121;0,0693478;0,718649;1,32881;
P90992;16,957;16,9493;17,1064;17,7622;15,6638;15,5378;15,7373;15,938;3,37683;0;1,4745;7,01089;+
P90993;16,4775;17,0344;16,7977;17,1814;15,2616;15,8333;15,925;15,7477;2,83442;0,000160158;1,18084;5,53662;+
P90994;18,0204;17,9781;18,1602;18,4929;16,2369;16,4488;16,558;16,3307;4,89616;0;1,76928;13,0103;+
P91001;17,2731;16,5601;17,0996;17,5628;16,0217;15,5688;15,4381;15,8174;2,90092;0,000131552;1,41238;5,70346;+
P91013;14,3609;16,6937;16,4232;14,9305;13,5343;13,6561;13,8611;13,6975;1,81385;0,00206443;1,9148;3,35356;+
P91017;15,9966;16,2076;15,78;15,3377;15,416;14,7277;14,8181;14,9112;1,92942;0,00147753;0,8622;3,57138;+
P91020;18,2848;18,4767;16,988;18,467;18,5326;18,0263;18,1708;18,287;0,213419;0,332965;-0,20004;-0,535195;
P91027;20,5526;20,6245;20,6917;20,7355;18,8784;18,679;18,4065;18,9082;5,38994;0;1,93307;15,8013;+
P91038;16,7948;16,4836;17,034;17,2502;15,2645;12,2912;12,7882;14,4597;2,36358;0,000438659;3,18974;4,44996;+
P91079;16,635;17,5714;16,6329;17,3633;14,6133;15,0157;14,9021;14,9435;3,80949;0;2,18201;8,39996;+
P91126;14,0731;14,3605;14,4016;14,5761;11,464;11,2199;11,0952;11,6698;5,73957;0;2,99062;18,1149;+
P91127;17,4066;16,8529;16,6298;17,5966;17,5979;17,4084;17,5866;17,8203;1,02584;0,0205193;-0,481835;-1,9861;+
P91128;20,3066;20,7023;18,8034;21,4604;19,0969;19,5279;19,1113;18,9919;1,02768;0,0205018;1,13618;1,98916;+
P91130;16,5916;17,1961;17,1165;17,5506;15,9324;15,8765;15,4932;15,9604;2,91763;0,000132918;1,29809;5,74594;+
P91133;15,9002;15,6388;15,1035;17,1222;14,1086;13,1388;13,6342;13,7408;2,54297;0,000324882;2,28558;4,84561;+
P91134;19,6306;19,4852;19,7598;20,6772;18,8252;18,9151;18,8267;19,2274;1,78128;0,00226328;0,939567;3,29322;+
P91137;17,501;15,9523;15,7332;18,0798;13,979;13,5583;13,6072;14,4564;2,50526;0,000371622;2,91632;4,76067;+
P91148;16,3732;16,7929;17,115;17,5174;14,3904;13,7631;14,4474;14,098;4,13614;0;2,77485;9,59945;+
P91154;14,4898;14,4469;14,4616;14,8858;14,9345;14,7888;14,7533;15,2199;1,25098;0,0108293;-0,353098;-2,36231;+
P91155;14,2456;14,3852;14,4876;14,8489;11,4461;10,4645;9,52561;11,6206;3,51383;0;3,72762;7,42819;+
P91156;16,6911;16,3375;16,0313;17,6008;16,4909;16,51;16,8377;16,3429;0,126333;0,510384;0,119782;0,336996;
P91175;16,4251;16,0191;16,2176;17,5699;14,2213;14,1373;13,9807;14,255;3,31582;0;2,40937;6,83133;+
P91177;14,1048;14,2074;14,3053;14,7955;17,4842;16,5779;16,5451;17,4668;3,90479;0;-2,6652;-8,73549;+
P91180;17,7186;17,344;17,8472;18,7369;17,3896;17,4098;17,0068;17,4263;0,995525;0,0225818;0,603526;1,93575;+
P91189;17,066;15,9963;16,4129;18,3674;14,438;15,0176;14,3807;15,3204;2,06573;0,000795775;2,1715;3,83634;+
