Proteins,log2 N2_d15_01,log2 N2_d15_02,log2 N2_d15_03,log2 N2_d15_04,log2 N2_d1_01,log2 N2_d1_02,log2 N2_d1_03,log2 N2_d1_04
Q22631,24.1302,23.7124,25.4607,22.1923,21.9704,20.922,21.1201,20.4165
Q22638,21.2069,19.0067,18.5624,19.7535,24.1881,23.1691,21.9502,23.5087
Q22640,18.3504,20.1276,19.856,18.651,23.8472,23.5396,22.0495,22.8244
Q22666,18.8355,20.3228,18.2742,20.0764,21.2954,20.4841,21.1088,21.1574
Q22666,20.263,20.4952,20.0016,21.0156,21.2866,20.9456,21.2391,20.174
Q7JLZ9,21.1784,17.9865,18.8883,20.3609,22.6967,21.2677,20.2905,19.571
Q7JLZ9,19.434,19.5042,20.6513,19.1983,23.798,24.7059,23.4137,23.3909
Q7JLZ9,23.7406,21.7272,22.0027,23.8046,21.3483,21.2659,20.8946,21.2195
Q7JLZ9,19.5596,19.0694,21.6233,20.0404,25.0492,24.8119,23.2889,23.1244
Q7JLZ9,19.4141,21.8124,19.5224,20.6262,21.315,20.8469,20.4085,21.3295
Q22751,19.3907,19.703,20.3483,19.881,24.1745,21.7659,22.089,22.1035
Q22751,19.2276,19.9493,21.4625,20.1881,25.889,23.7101,24.5814,22.7917
Q22799,23.0709,22.5859,22.7026,23.9285,24.2871,24.3762,26.2229,25.1319
Q22824,19.7999,19.0285,20.4406,20.8317,21.0786,20.15,21.3345,20.3101
Q22824,17.6854,19.6526,20.7627,20.4337,25.559,24.6041,24.3345,25.2088
Q22850,19.2594,18.9161,21.1428,20.8744,22.6845,23.0374,23.8664,23.2129
Q22918,20.4311,18.938,21.5085,19.1656,21.7239,20.4654,20.7783,21.3897
Q22938,24.6207,26.5648,24.2168,25.6484,20.0016,20.8447,20.9022,20.0772
Q22947,28.5292,28.2186,27.6262,24.8142,30.3977,27.6095,27.0232,28.0156
Q22947,26.8037,27.3959,25.3944,23.8423,28.2544,26.7158,25.7842,26.1424
Q23012,24.0165,24.2982,22.7628,24.9767,23.8462,23.7595,21.5748,22.819
Q23030,20.4126,18.7,20.633,21.0989,22.6096,22.0283,23.2716,22.9452
Q23050,22.0434,19.4381,19.0124,20.2879,23.8324,22.5538,22.8305,22.397
Q23050,19.681,21.1377,20.9847,19.9677,19.5233,20.9787,20.915,20.1094
Q23050,20.4988,18.8712,20.1111,18.7487,24.1624,20.9133,22.8781,20.7511
Q23050,18.2404,20.387,19.8137,20.6484,23.8029,24.2441,25.391,24.4108
Q23050,21.5715,19.233,19.6605,19.9844,21.9175,20.9258,20.9017,21.0641
Q23050,18.8636,17.7087,20.1873,18.6972,22.3534,20.8776,21.3836,21.4748
Q23050,21.0993,20.6988,19.4879,20.5737,20.2313,20.4674,20.4243,21.0805
Q23050,23.6257,24.3007,25.3556,24.2089,26.8134,24.0148,26.4044,26.6263
Q23050,19.2462,21.6294,18.9478,21.8647,28.2928,26.7694,26.3326,26.9965
Q23050,25.3842,22.9923,22.5947,22.7314,25.4146,24.5915,24.3751,24.9483
Q23050,21.1117,19.433,17.2626,21.5022,24.8552,23.3545,21.9274,23.396
Q23050,20.4411,20.3581,18.3399,20.6793,21.3319,20.3966,21.3788,20.9324
Q23050,19.3688,17.6418,19.3627,19.5965,25.7185,22.386,23.3185,23.2398
Q23087,19.7275,19.9294,20.5002,20.6297,22.9814,23.6208,25.452,22.0583
Q23120,21.2513,20.386,20.2148,20.0485,21.625,21.5339,19.772,21.2838
Q23121,19.7368,20.9552,20.5901,20.2564,21.5599,19.7638,21.0624,20.316
Q23130,18.484,20.9596,19.4794,21.6941,21.2009,20.2602,21.28,20.1253
Q2XN04,23.1591,22.9676,23.7622,27.0756,26.2737,24.3452,24.6855,24.576
Q23158,21.3504,18.9953,19.8678,20.1987,20.6807,21.04,20.9808,21.3558
Q23166,19.0002,18.1305,18.8592,19.1588,24.5557,24.3203,26.175,24.5861
Q23186,20.2686,19.761,19.1453,19.5424,24.3628,23.7534,22.7371,26.9531
Q23190,19.6069,20.592,20.2514,19.0522,23.3994,21.5757,19.5422,20.7592
Q23191,19.1569,19.9481,17.6124,21.6711,23.9385,22.7225,22.3748,22.2055
Q23191,20.1712,19.8225,20.9715,20.1967,24.6679,24.5157,23.0924,24.0372
Q23191,19.7531,20.7814,19.2761,18.4379,21.7082,21.0425,21.2927,21.3512
Q23203,20.5507,18.4332,20.6551,21.0049,21.535,20.6444,21.2838,21.4007
Q23237,21.7719,21.7426,19.583,20.6454,23.1153,22.9401,21.8256,22.7711
Q23237,22.1361,24.0033,24.8111,24.2874,26.8369,24.4822,24.5194,24.1322
Q23280,21.4858,18.1125,18.6573,20.541,22.7778,22.2366,22.0622,22.9177
Q23280,21.3619,19.9256,19.3029,19.7723,20.8861,20.2215,21.2123,20.6268
Q23312,18.9787,20.091,20.6962,19.6162,27.587,25.8883,25.6223,25.8788
Q23312,16.4265,20.7674,19.9871,20.3407,25.5233,20.8366,23.3162,23.2786
Q23312,26.1287,26.4585,26.2966,26.3153,28.4873,27.9093,28.2061,27.9562
Q23312,29.3898,26.6746,25.1284,27.1095,27.1982,26.8306,24.8611,25.0531
Q23312,21.1527,21.8198,19.5712,19.2616,23.9944,24.4142,26.2414,25.993
Q23312,18.5084,20.9859,18.8618,21.2318,23.8329,22.1206,23.4861,22.9215
Q23330,20.6653,20.3366,20.6528,21.3411,21.4348,20.6035,21.139,20.9613
Q23398,18.8021,20.7983,19.8791,18.3934,21.9634,20.7623,21.0503,20.8103
Q23424,25.8516,26.4692,26.7871,25.6442,27.3582,24.7611,27.0347,26.9154
Q23424,19.7468,20.136,20.5556,19.2673,20.5752,19.4766,20.6251,21.0138
Q23449,23.4871,21.9602,23.6005,24.3311,23.2613,23.013,21.0716,24.3208
Q23449,19.3454,18.6617,18.3591,19.7248,21.1995,21.0251,20.3822,21.0218
Q23451,25.7141,25.9124,24.956,23.9342,25.171,23.6988,22.6305,24.1269
Q23451,25.1492,25.2061,24.4345,22.6023,22.1296,23.6416,21.5629,24.1756
Q23451,29.8103,29.3608,29.3445,29.991,30.2509,27.1079,24.5773,28.711
Q23451,18.7897,20.691,19.2721,19.753,21.5405,21.1147,20.9234,21.1837
Q23451,24.5067,24.0369,24.0701,23.1593,19.8812,20.4336,20.5209,20.2149
Q23500,19.8984,18.0143,19.0634,18.5406,24.46,23.7359,21.8353,22.5534
Q23593,26.4989,22.0752,23.328,22.8482,26.9279,24.7236,24.8196,25.9157
Q23593,21.1024,21.1584,20.0018,21.0323,20.8454,19.9259,20.0513,20.9739
Q23593,24.0967,24.1063,20.9095,24.5754,22.7901,22.7821,20.9535,22.0462
Q23593,24.4615,24.9351,25.6186,22.6918,21.5229,21.0882,20.9946,21.3606
Q23593,24.0336,23.0509,22.2658,25.5289,22.0913,20.8209,22.6135,22.3878
Q23594,25.9067,27.2309,25.5017,26.6653,24.9439,22.2055,21.7926,22.7222
Q23594,26.0711,25.1205,23.2387,27.6938,26.4498,24.4256,24.6827,25.649
Q23600,19.3202,21.2572,18.1711,19.533,21.4381,20.8851,21.376,21.2437
Q23647,18.2491,19.6222,20.2054,18.3234,21.2503,20.6317,21.0722,20.9758
Q23655,19.8716,21.3638,19.7236,20.5602,23.933,23.0203,21.4374,23.221
Q23655,21.3421,20.957,17.5734,20.83,24.6097,23.2371,23.6054,21.8745
Q23655,20.7104,20.0281,20.7736,20.1719,21.8292,21.0818,20.6508,21.118
Q23655,21.1426,18.0175,17.4876,19.6484,21.2921,21.1723,20.5411,20.1397
Q23672,19.1187,20.6606,19.932,21.8627,20.8219,19.782,20.7241,19.982
Q23672,19.9906,19.7391,19.0041,20.7815,20.9947,21.1714,21.3383,20.6751
Q23680,21.3348,19.4879,20.3045,19.5155,21.9648,21.2527,20.1868,20.854
Q23680,18.8957,20.3486,19.5898,21.2344,21.7238,20.8663,19.6407,21.417
Q23680,23.0098,23.707,23.5771,23.446,24.9262,24.1691,24.7264,25.1092
Q23680,17.4973,20.4308,19.6585,21.3342,26.3584,23.2511,22.2264,24.8603
Q27245,20.5256,20.3646,20.5938,21.9203,21.2412,20.9248,21.2029,21.0545
Q27274,20.5303,20.4913,19.797,19.9804,21.4846,20.2986,21.1649,21.1357
Q27274,24.1302,23.9016,24.9565,22.9401,23.6168,20.7622,22.4035,21.9606
Q27371,22.4493,23.7568,23.0048,25.5608,21.49,20.7293,20.7196,21.0991
Q27371,22.4493,22.3815,24.3105,20.4744,21.6031,21.0392,20.0563,20.467
Q27371,19.9352,21.4416,21.5256,19.3836,22.437,22.4303,25.1113,22.589
Q27371,19.4481,19.6883,18.7665,20.5454,21.7336,20.7719,20.4529,20.6454
Q27371,18.2215,19.78,19.9353,17.6584,25.0401,24.666,25.2689,24.9341
Q27371,21.2132,20.3974,19.9363,19.2098,24.2197,24.1844,24.7541,24.3886
Q27371,20.3258,19.9481,23.8525,20.1509,24.4278,23.5726,26.8697,24.983
Q27371,21.184,19.7134,18.8242,19.4924,23.1931,23.1857,23.6143,25.3027
Q27371,19.58,20.9007,21.3594,19.1657,21.9623,19.6972,20.9748,21.1793
Q27371,20.8327,21.4904,20.856,21.8485,25.3565,22.636,20.8001,22.3237
Q27371,20.5593,19.7548,18.9938,18.5153,21.9408,21.2543,21.3764,21.3514
Q27371,21.2664,19.7544,19.2546,20.1567,23.3902,22.766,25.569,23.8283
Q27371,24.6211,23.4389,23.4217,22.0861,27.9101,22.4397,24.644,25.0658
Q27371,20.3779,20.1914,19.1259,20.4337,22.8586,21.1786,21.5667,24.4392
Q27389,24.4859,24.9347,24.6258,24.6393,27.2084,25.953,26.0572,25.7944
Q27389,23.5665,24.4496,22.6708,25.0012,21.471,20.8193,21.1097,20.9223
Q27389,21.2597,21.6982,18.2963,17.4887,26.88,24.2207,23.8764,23.6742
Q27389,20.9727,21.0927,21.064,19.9316,23.3773,25.1964,24.4874,23.6463
Q27488,17.8219,18.9941,21.1573,20.0198,21.86,19.5337,20.8086,21.2739
Q27488,20.557,19.6053,20.4314,20.0702,25.8515,26.453,25.7237,25.337
Q27493,20.6253,20.1162,20.0657,20.6833,23.5483,25.6845,23.9133,24.7001
Q27511,18.5505,19.2778,18.6225,18.3756,23.4587,23.2464,23.8502,22.6024
Q27511,23.9445,24.1838,23.9446,24.2362,26.36,27.3202,27.6225,27.3703
Q27527,20.5803,19.3364,19.7297,20.0596,25.0636,22.0695,22.1348,20.3548
Q27527,19.7049,19.9769,20.4502,19.3664,25.8923,24.2364,24.6854,24.5226
Q27527,20.1947,19.4515,18.9436,19.3024,28.5634,24.4201,26.361,24.6733
Q27527,20.4962,19.0849,19.2204,20.0688,21.419,20.3946,21.3547,21.3794
Q27531,25.3332,24.6179,24.6359,27.0939,21.2192,21.2428,21.2027,20.426
Q27531,19.9117,18.929,20.842,19.2122,21.6442,20.4872,20.6054,20.9868
Q27531,25.9105,25.6825,24.3631,24.8952,21.4943,20.5589,20.8623,20.8201
Q27531,19.6772,21.2518,21.2212,21.8096,21.6814,21.2202,21.3858,21.1496
Q27531,18.0571,19.1262,19.3993,20.0183,21.5816,19.883,21.2199,20.6935
Q27531,23.9614,22.2519,23.8134,25.1004,20.5753,21.0831,20.5577,21.4139
Q27535,18.4718,21.2226,19.7477,20.0643,21.7712,21.0906,21.0512,21.3497
Q27874,19.7907,19.664,20.3843,18.3903,24.2806,23.1013,23.547,23.5806
Q27874,18.9417,19.4128,20.8744,19.054,21.3581,20.9739,19.7521,20.0068
Q27GU2,18.2163,21.3915,18.8995,20.1458,21.1792,21.0744,20.492,20.2076
Q2EEN5,25.1107,23.1802,25.7526,24.747,25.6964,26.4073,25.5607,26.7228
Q2EEN5,19.301,21.234,21.6128,19.7993,25.3134,22.4345,24.1138,22.7274
Q2HQL4,19.6229,20.2172,19.7623,21.1814,21.7686,20.7384,20.5366,20.1155
Q2L6X2,18.5963,21.3176,18.6485,19.5336,21.0794,20.8884,20.1907,21.0601
Q2L6X2,19.136,21.3881,19.384,19.5158,21.7422,21.2531,21.3034,21.3344
Q2XN01,28.0329,27.4626,26.807,24.4091,26.4771,23.786,24.2159,24.5802
Q2XN01,28.6639,27.7772,27.391,28.3076,25.5044,23.2894,24.7461,23.9379
Q2XN01,21.4764,22.1598,21.4956,21.7837,21.6161,20.4633,21.3682,21.2691
Q304E5,21.6915,20.196,19.3521,19.8044,27.6766,26.3998,25.0288,26.2152
Q3LFN1,20.0649,20.3442,18.6127,19.8542,26.0418,25.6117,23.8038,25.0354
Q3LFN1,19.9074,21.6673,18.4302,19.5049,21.9717,20.9463,21.3906,21.1766
Q3V5H6,25.8814,24.1265,23.5481,24.5678,26.0013,25.2515,26.5456,26.4338
Q3Y3Z9,21.2561,22.8955,23.052,21.605,26.0253,24.0284,22.7851,26.103
Q4JFH6,20.5867,19.9406,21.0556,20.3447,20.1512,21.1037,21.2737,20.2591
Q4R132,24.1748,22.6527,21.7485,24.9482,22.8386,23.2516,22.4824,23.5897
Q4TTB6,25.0609,25.784,24.4917,26.0733,24.3202,23.7977,23.8548,23.2342
Q8MXD9,21.7812,19.7735,18.7837,19.0279,21.8582,21.255,20.6191,21.2908
Q564S3,26.4296,25.8189,25.1148,25.9848,26.9785,25.067,25.0081,25.749
Q564S3,23.2544,23.8982,24.208,23.1238,25.1302,23.8058,24.2596,24.7801
Q564X1,26.0469,25.3123,25.6699,25.5606,25.5698,23.5563,23.2389,22.6468
Q564Y0,18.4594,19.3036,19.3109,21.81,21.2205,20.9388,19.8696,20.5113
Q564Y2,25.1743,24.9462,25.0977,25.3757,24.3573,23.8675,22.9437,24.3861
Q564Y2,25.8449,25.2946,27.0355,25.8875,21.4421,19.6397,20.9707,21.0287
Q564Y2,25.8449,25.5522,23.9168,22.6388,21.782,21.135,20.2455,20.8093
Q95X71,19.098,19.7379,19.3971,20.9176,20.7051,20.7956,20.9223,20.6873
Q95X71,20.0026,18.5208,21.0332,20.1581,21.7856,21.3705,21.5311,19.9276
Q5GMH8,21.045,19.5931,21.0765,18.3827,21.8166,20.8972,20.8003,20.2094
Q5W7A3,19.6435,20.6073,19.8812,21.8304,21.0171,20.8899,20.9833,20.7154
Q5WRT8,21.919,21.3673,20.8531,21.2513,23.014,21.8757,22.0753,23.3358
Q5WRT8,20.8452,16.4745,19.1892,19.8457,21.8222,20.8863,20.8386,21.2994
Q5WRT8,19.1403,20.9816,18.8459,21.4244,20.6788,20.714,20.8787,20.2425
Q5WRT8,17.5625,21.7741,20.464,19.8691,19.6181,21.2011,20.7019,21.1964
Q65CM5,19.8458,20.5726,20.0899,18.3338,24.4059,23.5648,22.9868,22.6107
Q65XX2,19.9732,21.4596,20.6298,19.4604,23.4594,22.6312,23.7382,24.2033
Q6DNF7,23.2835,23.1824,21.551,26.2739,24.8702,24.2204,25.6558,23.2992
Q71UE4,19.8718,18.6168,18.7803,20.6559,21.9261,21.2468,20.8545,20.368
Q7JMQ6,19.2192,18.1159,18.7617,17.9336,23.8775,23.982,25.3769,25.1804
Q7JMQ6,21.0964,20.0973,19.4052,20.9598,25.9228,22.5894,22.1838,22.8733
Q7JMS5,20.3223,19.0196,21.5973,18.5003,21.3018,20.3545,20.7365,21.2883
Q7JMS5,20.9835,20.781,19.3565,20.8968,21.4039,20.3543,21.2288,20.6472
Q7JNM2,19.6345,21.5986,19.3402,18.1544,21.7672,20.5413,21.3637,20.3427
Q7K6X4,19.373,21.5447,19.9934,21.7324,22.4883,20.4096,21.5157,20.933
Q7KPV8,17.4851,18.2891,19.047,21.8095,21.9616,22.4692,22.7788,22.9704
Q7YTN9,19.9801,18.1142,19.7359,19.5355,21.1613,20.9961,20.2734,19.8791
Q7YWU6,20.8029,21.0118,19.5287,19.6974,21.5446,21.0464,21.3635,20.2237
Q7YWV0,24.07,23.6908,26.5381,23.1494,26.1059,26.7992,26.2882,26.5595
Q7YWW4,21.5477,21.1739,23.0156,23.0117,21.9389,21.2383,21.1639,20.5246
Q7YX48,19.3711,19.7282,18.4369,19.8528,21.7157,21.0916,21.388,21.096
Q7YZW5,24.1897,24.0689,21.9069,23.4461,25.1742,23.5357,26.1028,24.5791
Q7Z072,18.5287,20.9403,18.9727,19.4535,23.1979,25.4595,24.6601,25.4383
Q7Z072,19.1066,20.426,19.2094,21.2536,21.3923,19.8061,20.8653,21.0211
Q7Z072,20.371,17.1238,18.7797,18.0298,26.1122,24.252,25.0865,23.5463
Q7Z072,25.7172,24.4458,23.0517,25.6848,25.7743,26.3412,24.7867,26.7578
Q7Z072,19.9258,19.0765,21.5843,20.0497,21.9609,20.6241,20.8222,21.3767
Q7Z072,17.9771,18.3745,21.6819,19.878,25.0618,23.7387,25.976,24.589
Q7Z072,21.6133,20.6893,18.2359,20.9509,21.8202,20.6355,21.2567,20.9556
Q7Z138,21.9307,18.8967,20.088,17.2307,26.2631,24.1448,26.0075,22.3103
Q86DA7,21.2953,21.048,21.5751,23.5698,21.208,21.206,20.2238,21.3264
Q86DD5,26.3928,26.1902,25.097,25.9457,24.3818,25.4676,23.5602,24.1409
Q86DD5,27.6184,28.0308,25.9662,28.0696,21.9699,21.0683,20.7537,20.6448
Q86FL7,25.992,25.7715,23.426,23.3237,26.8271,25.6172,24.6394,23.93
Q86NC1,20.4122,19.104,20.6529,19.629,21.4256,20.8506,20.1517,21.3927
Q86NC1,18.768,21.016,19.6618,21.3091,25.7009,22.7594,23.84,23.5937
Q86NE4,21.8388,19.948,21.1519,20.4782,23.3692,21.5174,21.0805,22.5093
Q86NH9,21.5417,19.3489,19.4014,19.882,21.3677,20.9137,19.6176,21.2678
Q86S66,20.5101,19.2314,19.4453,19.846,21.2582,21.2474,21.0707,20.8497
Q86S66,19.4437,20.7835,18.6769,20.0361,25.6478,24.1986,23.8307,24.6429
Q86S66,21.3719,20.0916,17.6895,19.8469,21.3214,19.9877,21.1427,19.8981
Q86S66,18.7423,19.1106,19.0358,19.6841,23.3983,22.0952,23.3123,23.9468
Q86S66,20.6219,17.6391,19.7769,19.8935,21.2657,20.0472,21.2783,21.1798
Q86S66,18.3074,19.9936,20.0836,21.091,24.6138,24.2274,24.7508,23.3415
Q86S66,19.4318,18.686,20.2023,19.6285,27.4066,25.8997,26.1923,25.9802
Q86S66,24.5537,24.6145,23.8883,25.2573,21.4372,20.0347,20.1827,21.3927
Q8I4C0,27.0751,27.3391,25.8257,27.5593,29.924,28.0456,28.1084,27.4552
Q8I4E4,25.6742,26.5871,23.7838,24.3481,27.6419,25.6081,25.8267,25.8366
Q8I4J8,19.0594,19.1415,20.2025,20.1031,25.3696,23.5982,23.9075,24.7623
Q8I4J8,21.2585,19.1406,20.208,20.4258,25.3696,23.6047,21.1554,24.3827
Q8I4M5,19.8052,20.7801,20.3876,20.5834,20.713,21.0663,20.1921,20.8759
Q8I711,21.9697,20.511,16.8104,17.5704,21.7074,21.1278,19.6519,20.6028
Q8I711,23.4513,22.7885,22.2743,20.1849,24.0969,23.312,23.2475,22.9831
Q8I7G0,24.0579,23.5992,22.4923,24.8613,21.8172,22.3323,20.789,21.6181
Q8I7K2,20.1123,19.8098,20.838,20.997,21.8494,20.9376,20.0871,21.1274
Q8I7K2,18.4436,20.6118,20.0232,19.7076,21.863,21.1475,21.1081,20.7804
Q8I7K2,18.0383,19.9066,19.2167,19.1114,20.9877,19.7649,21.1177,21.3383
Q8IG31,20.3071,19.5835,19.6467,19.5174,25.107,25.948,25.2452,23.9067
Q8IG31,21.6887,21.5227,21.5087,19.6751,24.2507,23.2962,25.0115,24.5772
Q8IG31,17.0459,19.4119,20.0852,18.2426,21.9636,20.6124,20.9556,20.8185
Q8IG31,19.3931,21.7107,19.8821,19.8984,20.2089,20.0986,20.2128,20.7821
Q8IG31,24.1485,23.961,23.1347,24.9779,23.8048,23.4436,23.2891,24.8477
Q8IG31,18.9591,18.536,17.6032,19.1913,21.7439,20.3143,20.978,20.47
Q8IG31,28.166,27.9014,26.8082,27.9616,26.2378,25.0792,22.9998,20.285
Q8IG31,19.5417,20.4564,20.8973,19.9794,25.9413,25.968,27.5028,25.4321
Q8IG31,19.0105,19.1708,21.4611,20.8276,20.9264,20.2619,21.1596,20.7083
Q8IG69,20.1164,20.6228,18.5607,18.9235,23.5589,23.1356,22.5623,22.5804
Q8MPY2,25.8256,26.2701,25.6286,22.7694,27.5744,26.7085,27.7466,26.5243
Q8MQ73,18.8822,20.4055,19.1098,18.88,24.221,22.5275,20.7761,21.4655
Q8MQ73,20.9532,18.9936,18.6238,19.9377,21.0195,20.7575,21.3543,21.0823
Q8MQ73,19.8689,19.2727,20.2957,20.4721,21.9606,21.0199,21.1066,19.9465
Q8MQH0,28.0676,28.2216,26.3185,27.903,27.0593,22.6879,22.2601,21.9095
Q8MXJ9,23.2847,23.0669,21.2922,23.4345,21.5515,19.8789,20.6052,20.7386
Q8MXR6,19.6252,21.601,15.9932,20.3292,21.7443,19.979,21.0292,20.6925
Q8MXS0,20.3575,19.1244,20.7894,20.0458,24.8098,24.6871,24.4507,22.7648
Q8MXS0,23.1477,23.3427,23.8327,23.3829,23.6129,23.8776,23.9643,23.8047
Q8MXS0,18.9232,20.5581,20.3099,19.4725,25.318,22.3162,22.5544,23.2935
Q8MXS0,20.1524,20.2673,19.78,20.5572,21.3151,20.7304,20.9225,21.1042
Q8MXS0,19.4574,19.0427,17.8768,20.458,24.0561,21.6978,23.8235,21.9481
Q8MXS0,21.8515,19.0141,19.9578,20.5539,21.9603,19.7869,20.5945,21.071
Q8MXS0,19.9809,19.0283,17.7595,18.7466,22.8598,22.9317,21.9925,22.3832
Q965X9,25.1777,24.9032,26.1859,25.2987,21.8039,20.8258,21.0868,20.9538
Q8T3D2,19.4124,18.6236,21.2421,20.1967,21.5954,20.9007,19.2031,20.9536
Q8T3D2,21.1587,21.2006,18.3434,21.1106,20.696,21.0804,21.1763,20.6709
Q8T5S1,20.0279,20.2128,19.7078,19.8911,21.9041,20.9608,21.0034,20.8488
Q8T5S1,18.4485,20.6796,19.7511,20.2286,21.1442,20.5579,20.7356,20.3214
Q8WQA8,33.0702,33.4153,32.019,32.7164,33.9468,33.9457,32.845,33.5875
Q8WQA8,31.7157,32.8948,31.5943,31.8032,25.1753,34.3997,33.29,34.3543
Q8WQA8,25.8033,26.5856,25.0357,25.667,27.7953,28.5146,27.5762,27.3853
Q8WQA8,19.7572,21.0046,20.2748,21.3585,25.034,21.4561,23.745,23.2588
Q8WQA8,30.3161,30.2815,30.1829,29.2065,31.9867,30.2908,30.4826,31.3078
Q8WQF7,26.8813,27.0208,24.7637,24.7813,21.1767,21.0873,20.9648,20.4251
Q8WQF7,18.0942,18.1041,21.6674,19.5677,21.0484,21.1002,19.9045,21.1894
Q8WQF7,22.4501,22.9375,23.4396,23.5343,21.149,20.5547,21.2614,20.8325
Q8WQF7,20.2474,21.2752,19.9447,21.2168,23.3335,21.4209,22.2846,21.4805
Q8WQF7,20.3779,21.5469,18.2653,17.723,21.8753,21.176,20.9735,21.1903
Q8WQF7,25.3166,23.8001,22.9372,23.432,24.3895,22.3675,22.4793,22.5446
Q8WQF7,26.6309,26.785,25.7143,24.2679,24.9846,24.0339,24.0458,26.6443
Q8WQF7,19.7033,19.9172,19.8827,21.1709,23.0025,22.9204,24.5605,24.69
Q93168,21.55,20.0319,19.3167,20.2412,21.6207,20.7804,20.6099,20.7472
Q93168,22.688,23.0862,23.8806,22.4752,24.6472,23.9207,25.338,24.4201
Q93168,21.4001,20.9024,19.1121,19.4194,21.5523,19.7818,19.9908,21.3783
Q93211,25.7102,23.3969,21.8103,22.5732,25.7349,25.7872,25.3448,25.1458
Q93211,25.5807,24.7163,25.3956,25.142,25.8178,24.3355,24.0318,25.1581
Q93213,19.548,21.4063,19.888,19.197,21.8684,20.8726,21.1894,21.1512
Q93235,21.079,19.2166,20.2027,20.6212,24.5983,23.2788,23.261,26.2358
Q93244,20.2174,21.4251,20.6473,18.3873,21.8956,21.1171,20.2515,20.5069
Q93249,23.9893,25.0773,24.6929,24.7782,25.3099,24.6342,25.9524,23.4594
Q93249,20.4897,17.544,18.2653,18.3999,21.6725,20.6785,20.972,20.2023
Q93249,21.9778,21.2141,22.813,24.3609,22.2554,21.5965,22.1648,21.2221
Q93289,27.6606,28.137,26.5704,27.0937,21.5577,20.9422,20.5312,21.2892
Q93291,20.4685,19.8331,20.7561,19.8333,22.5931,21.1704,22.474,21.0202
Q93315,21.9357,19.7731,20.9258,20.6268,24.5608,23.4374,24.3816,23.3013
Q93315,18.5997,19.9508,19.011,20.9225,23.9377,23.143,25.1942,24.9387
Q93321,19.409,19.8892,20.9833,20.7543,21.7305,21.1084,21.3671,20.9709
Q93333,20.0683,20.6548,20.9219,21.5158,20.5901,21.1875,20.3363,21.0823
Q93338,20.5194,19.9522,20.3384,21.6472,21.5511,20.11,20.0384,20.9586
Q93379,20.1902,17.446,20.4237,19.2747,21.7218,20.986,20.3721,21.1509
Q93413,19.6064,20.5812,18.9777,19.8771,21.3077,20.913,19.7773,20.2144
Q93454,19.3605,20.6592,19.2886,20.554,21.2579,20.9945,20.0138,21.3394
Q93513,20.9971,20.6532,20.7589,18.854,21.5285,20.4379,20.3607,20.3987
Q93513,18.6773,20.9321,18.7024,20.5992,20.3796,19.8117,21.1811,21.0838
Q93513,19.7221,19.4038,18.7913,21.669,21.4162,19.6946,20.6348,21.2668
Q93513,19.5622,20.3096,18.8961,20.1561,21.8225,20.3536,20.9528,20.6516
Q93535,27.4465,27.3837,26.8022,23.2217,28.0194,24.4024,26.0783,26.7536
Q93553,20.0026,18.16,18.4208,20.5033,20.8491,21.1697,19.5752,21.0746
Q93572,19.3721,19.7368,20.4438,20.4298,21.8345,20.8664,20.9893,20.1758
Q93572,19.8902,20.7923,18.9436,19.3328,21.6072,21.2527,21.1932,21.167
Q93572,21.3677,20.7714,21.359,20.9286,20.5932,20.789,21.142,20.771
Q93572,19.385,19.4555,20.2478,20.8226,25.0519,24.6689,23.2921,24.7852
Q93572,19.0246,20.8602,18.3018,21.1339,27.3399,25.4829,25.5761,26.4481
Q93572,22.0332,23.1794,21.7549,23.235,24.2172,24.5253,23.3049,24.4272
Q93572,19.3625,20.4776,20.1859,19.7234,20.9741,21.1788,20.4484,21.3927
Q93572,18.0045,21.2054,20.3562,21.2963,21.8445,19.958,20.9058,21.4079
Q93572,20.7279,21.7219,20.9078,19.7326,21.97,20.8982,20.374,21.3184
Q93572,21.6792,17.3986,19.5108,19.3073,24.7518,22.8022,23.8363,24.9321
Q93573,26.2404,26.0483,27.0462,26.9111,20.9328,20.326,19.8252,21.095
Q93573,22.0141,19.5435,19.8626,20.6229,21.4781,20.7364,21.2944,21.3614
Q93573,19.0375,19.9292,18.7544,21.0301,20.9822,20.7922,21.186,20.4609
Q93573,23.9823,23.3061,22.6521,23.1862,21.3186,21.0693,21.0735,20.5108
Q93573,24.7222,23.3449,23.0894,24.4633,24.566,22.4053,22.8878,23.2614
Q93573,24.0812,23.9272,23.0615,24.2989,21.786,20.7609,20.7967,20.4133
Q93573,20.1604,19.3646,19.9291,21.6456,21.6235,20.8409,20.6302,21.4181
Q93573,20.1364,19.9227,19.1021,21.1607,24.5799,21.1764,20.8993,22.9684
Q93576,20.9332,20.8653,19.425,20.9726,26.1302,23.4036,24.1341,23.8233
Q93576,19.3068,20.5394,19.7287,19.9431,25.0561,22.5203,22.5713,22.7673
Q93576,25.5441,24.9016,23.9122,26.5968,27.7308,26.0882,25.8557,25.4711
Q93618,18.2931,21.578,20.4957,20.1481,21.4163,21.2404,20.1028,20.129
Q93694,18.4252,18.3,21.2044,18.7427,21.2509,20.9854,21.2504,21.3486
Q93694,17.9575,20.4875,17.9453,18.7914,21.3796,20.2273,21.3082,20.8056
Q93694,19.2584,19.4035,19.3937,20.8696,21.9245,20.5716,21.2123,20.87
