Proteins,log2 N2_d15_01,log2 N2_d15_02,log2 N2_d15_03,log2 N2_d15_04,log2 N2_d1_01,log2 N2_d1_02,log2 N2_d1_03,log2 N2_d1_04
H2L0I2,19.8365,20.6935,21.4422,19.3237,21.1248,20.8615,21.1587,20.9384
H2L0I2,19.4196,19.6421,20.9024,19.9325,21.3124,22.4714,22.128,22.8494
H2L0I2,17.9785,20.1788,19.0689,21.886,20.5645,19.5122,21.1252,21.0517
H2L0I2,21.3313,21.9332,23.5841,21.9462,21.2031,21.0102,20.6578,20.7801
Q22095,21.3622,20.4144,20.521,18.9835,25.1006,25.3955,26.0466,26.1603
H2L0K8,20.4449,20.1227,21.1981,18.9742,20.5251,21.1097,20.8136,20.6494
Q9GZI3,21.4468,21.2727,20.7582,19.3127,24.0526,22.4829,23.4418,23.0694
H2L0R6,18.7791,20.3609,19.973,20.3765,23.6685,22.6818,23.6012,24.2717
H2L0R6,19.7767,19.063,17.4492,18.202,25.1149,22.8257,24.4357,24.2919
H2L0R6,18.9235,21.1463,18.3807,17.7128,24.3944,24.0211,23.6525,23.943
U4PC11,19.7897,19.3815,21.1801,19.7956,20.9679,20.6993,21.3825,20.6752
O18688,18.8386,21.2188,20.278,19.0033,22.8094,23.4718,23.4736,22.0407
O18688,20.8491,20.562,21.5983,20.7415,21.1783,19.1743,21.1446,20.4761
H8W3X0,21.7501,21.5937,21.4585,19.711,21.6059,20.9457,20.9843,21.3202
H9G2R5,20.5162,21.5339,19.431,20.488,21.7822,20.6178,20.9036,20.9903
H9G2R5,19.4731,20.3306,20.2791,21.7071,21.5163,21.0922,21.3895,19.8752
Q21032,20.1343,18.0189,19.0225,20.8164,23.8068,22.0043,22.4521,20.67
Q21032,18.3952,19.7573,20.2611,21.7258,27.8072,26.8229,26.0361,26.1485
I2HA98,19.6004,21.9029,19.0008,19.4865,21.8761,20.7199,21.2784,21.0618
I2HA98,21.6378,20.6554,21.5001,20.8599,23.7607,22.3792,24.4153,21.4048
I2HA98,21.5024,18.5653,19.9252,19.6255,23.431,22.9935,24.6606,24.5252
I2HAF4,29.0358,26.8495,26.5226,28.5791,27.5741,26.1765,25.0996,26.5021
I2HAF4,29.6276,29.1112,28.6807,29.0805,28.3841,27.515,27.9189,26.9343
I2HAF4,27.3357,27.3295,27.6961,26.933,26.6911,24.9227,25.115,25.9601
I2HAJ2,21.2496,19.5145,20.1857,20.1648,25.8542,26.7714,25.1232,25.499
I2HAJ2,20.0665,18.3097,19.1222,18.9494,26.3505,27.6572,25.7535,26.4028
K7ZUH9,25.6692,25.0302,25.971,25.754,24.6812,24.6517,24.2452,23.1078
K7ZUH9,21.2593,21.3895,21.2235,17.4404,21.7306,19.3885,20.8958,19.8276
Q6A582,21.4781,20.6192,19.2952,19.864,21.8288,21.2063,21.079,21.4972
K8F801,18.8653,19.3457,18.3619,20.3757,20.1656,20.9438,20.4563,20.3777
K8FDX2,19.5494,21.2769,20.1634,21.2451,24.6141,25.8522,22.1535,24.2615
K8FDZ1,18.0084,19.4614,21.4522,20.8655,21.3465,20.4515,20.4952,20.2174
K8FDZ1,18.3357,18.4254,20.4056,20.71,21.6672,19.9899,20.1789,20.6102
L8E833,19.3605,21.0966,20.8708,19.6716,20.8694,21.1984,21.0989,21.4095
L8E833,31.0056,30.4705,29.9988,30.4131,24.1115,25.5092,25.554,25.7107
L8E833,22.5523,23.3938,24.1864,24.7677,21.5755,21.0083,20.976,21.2848
L8E833,23.342,23.3938,24.4293,24.7677,21.0688,20.3741,21.2831,20.6245
L8E833,24.5805,25.3487,24.9102,26.1107,23.1532,22.761,22.7636,23.2554
L8E833,26.534,26.1866,25.8315,26.4144,24.1456,21.8109,21.4192,23.8825
L8E833,25.2796,24.1843,25.5491,26.0952,24.1456,23.3783,22.4725,23.7318
L8E833,19.3188,19.7659,18.9946,17.8667,20.8339,20.3773,20.9298,20.7807
L8EC34,24.3853,23.1271,25.0663,24.1671,21.3848,20.5789,21.1499,20.035
M1Z854,24.7684,25.5516,22.643,24.078,26.0592,25.8296,25.8839,24.1376
M1Z854,19.9321,20.4272,18.4628,21.6141,23.7852,26.4245,24.3841,24.4299
M1Z854,18.9395,21.236,18.7842,19.8453,23.2153,21.2249,20.8246,21.4291
N1NSD4,17.3884,20.1696,21.2298,19.3101,21.1614,20.8478,20.9716,21.2031
O01477,21.4721,20.1075,19.8276,21.7543,23.2237,22.7519,22.2632,22.5168
O01485,18.9393,20.3502,21.5734,19.2112,24.0712,22.5754,23.7638,22.992
O01498,29.113,28.2956,27.664,23.697,29.4839,27.9092,27.0735,26.3375
O01498,18.6269,20.315,20.4946,20.3825,24.691,23.9117,23.6824,25.0324
O01498,20.8952,18.6835,17.9781,19.0145,21.899,20.8423,20.74,20.5721
O01504,21.6765,19.5926,19.2372,18.3913,23.7157,22.8597,22.8486,23.0646
O01504,20.3136,19.7885,20.6632,17.3686,25.0283,21.9926,22.3747,21.5384
O01504,18.8245,18.5145,19.35,21.3475,21.3528,21.0196,20.7469,21.0106
O01504,20.7869,20.7215,17.4114,20.7655,24.0331,22.9061,20.5917,21.5617
O01541,21.3029,21.2511,22.3679,22.8424,20.8028,21.0722,21.2955,20.9501
O01542,19.7191,18.5067,19.9731,20.0351,21.9566,21.0437,20.8955,20.6781
O01576,19.7343,18.4284,18.5753,19.2311,24.4307,22.4486,22.2796,23.2074
O01576,20.6996,21.2783,21.5629,20.3827,21.5881,20.8804,20.7841,20.9844
O01577,25.8803,26.8299,26.419,24.4778,24.9985,23.3428,24.2372,23.9763
O01591,21.3425,19.1416,19.8257,19.3734,24.2033,22.5361,22.9334,24.1014
O01615,21.1526,21.3663,18.0885,19.2664,21.803,20.7057,19.9047,20.2738
O01615,17.4268,20.9684,20.4297,17.2577,21.6901,20.5807,20.8579,20.1796
O01615,20.8312,19.7386,18.3303,19.6241,19.6058,21.2462,21.2526,20.7786
O01634,23.4737,23.6457,23.6813,23.221,22.9543,23.35,22.878,23.613
O01634,27.4116,27.097,26.2607,28.3488,26.3705,24.1115,26.5543,23.969
O01634,22.066,22.5942,21.9004,20.3068,22.1919,21.4456,20.8246,23.0531
O01681,25.5804,25.2241,24.834,25.4806,26.6133,25.3267,24.3521,25.4339
O01692,21.4694,21.1221,19.8831,20.2246,24.5145,22.9211,23.6922,23.219
O01692,18.9032,18.8655,19.358,20.1329,21.7217,20.52,21.0943,20.9925
O01692,19.7138,21.141,18.2546,19.848,25.4704,24.2753,23.5161,22.1988
O01692,20.5101,20.1661,19.1933,19.7041,21.8651,20.8067,20.498,21.1562
O01692,21.3848,19.612,19.8023,20.0266,29.7815,27.1582,25.4228,24.7799
O01761,24.59,26.6407,24.8797,25.6587,24.9974,26.3831,25.899,26.7652
O01802,20.5798,19.6873,21.4184,20.8292,22.8436,21.9029,23.3265,23.4829
O01802,20.2663,20.0631,20.2118,20.5083,24.5381,22.2582,23.9642,21.6373
O01802,18.6875,19.811,20.7563,20.8184,23.3607,21.425,21.9898,21.8966
O01802,21.5627,21.081,19.3516,19.7787,21.1894,20.9088,21.2462,20.9859
O01802,19.8265,18.2381,19.7614,20.1758,24.6546,22.94,23.3918,25.3807
O01802,29.0759,28.863,26.3556,27.4044,21.9512,20.7604,21.0519,21.3885
O01802,19.6433,19.6253,21.2774,21.4863,25.5892,24.3584,23.1655,22
O01805,19.2014,18.8291,18.1303,20.509,21.4711,20.2594,20.5709,20.9205
O01805,20.412,21.6915,18.4612,19.9285,22.8863,23.6177,24.0944,21.9442
O01805,21.4675,19.5963,18.6587,19.9371,21.7499,20.6181,21.0187,20.6232
O01806,25.5,25.1731,23.4925,24.6291,21.5473,20.6606,20.781,20.7263
O01806,23.2339,24.1185,24.5,24.3121,22.8232,23.1557,22.1184,25.3103
O01806,21.0991,21.6786,20.3986,18.5124,24.0466,23.2259,22.4206,22.7762
O01812,20.5155,19.1895,21.217,20.392,23.1701,20.1629,22.9893,21.5148
O01812,19.4555,21.5012,18.5997,21.0656,24.8494,20.1833,21.007,21.997
O01868,21.2817,19.7868,18.8508,18.764,21.7412,20.984,21.3107,20.3239
O01869,19.7179,20.4934,20.3317,20.1147,27.1994,25.1535,24.9074,25.6296
O01869,19.3285,17.6252,18.089,17.3841,27.9237,25.6852,25.9199,25.2768
O01869,21.3837,20.9284,19.5891,18.9416,19.9336,20.8769,20.1151,20.2542
O01869,32.1226,32.8921,31.1602,31.5662,34.5373,33.55,32.8446,32.857
O01869,19.8212,21.6752,19.3859,20.5037,25.0244,23.3035,22.9681,23.0073
O01869,21.7916,22.633,22.6194,25.6585,26.7669,23.9415,25.1251,25.553
O01869,20.337,21.2567,18.9528,20.8105,25.9279,24.257,23.4246,23.0521
O01869,20.5391,21.7822,19.5822,18.7018,21.4885,20.3824,21.353,21.1985
O01893,21.9587,21.3258,18.2802,21.2618,24.7269,21.8511,22.9548,22.8724
O01893,26.7005,27.1477,24.3772,27.4659,25.8997,25.8026,25.9778,25.1556
O01927,19.4656,20.4579,18.7049,19.71,26.661,23.0703,23.6943,25.3099
O01927,24.6812,25.5357,23.5526,24.6081,27.3728,24.9664,25.4427,24.3838
O01927,26.0303,25.6468,28.248,26.566,28.173,26.5944,26.4366,25.9009
O01963,19.3832,19.3067,19.2075,19.5534,20.7997,20.709,20.8882,20.4622
O02051,20.4997,21.1998,19.262,18.6115,24.0498,25.7937,23.3558,25.5015
O02056,20.8893,18.2295,19.8292,20.9472,23.8137,21.6865,21.0029,21.7013
O02056,24.4284,23.827,25.1142,24.888,23.8962,24.5333,22.4348,23.4451
O02056,19.5941,20.652,20.7292,19.7634,21.7309,20.3418,21.0756,21.2539
O02056,26.4536,25.0903,26.2331,25.0941,26.025,25.0454,22.8065,25.0564
O02082,19.5923,21.2607,19.476,18.7521,28.8983,26.1294,25.4884,26.4105
O02092,25.4053,24.6607,24.5783,26.8859,23.5636,22.5588,22.5352,23.4687
O02115,20.5915,17.0136,20.598,21.2782,21.9285,20.5057,21.2373,20.7941
O02115,19.3394,21.9027,20.6111,18.6538,21.714,20.0054,20.858,20.9158
O02155,21.5234,19.1148,19.4094,19.9193,21.1134,21.2498,21.1876,21.3283
O02155,23.578,22.2241,26.3856,20.7507,23.9426,25.6549,24.6732,26.0366
O02286,20.0558,20.1763,20.6637,18.8526,21.3781,21.0326,20.8318,21.2191
O02286,18.8259,21.0724,19.6632,19.2548,20.6745,20.7507,20.6934,20.9993
O02328,20.212,20.9862,19.9634,20.94,24.1215,22.9999,22.9217,24.4425
O02345,19.91,21.607,21.2078,20.2468,20.0579,19.9506,21.0263,21.2751
O02345,24.9278,24.2864,23.6834,25.3625,24.9156,23.434,22.7424,24.3095
O02365,20.1973,19.1211,20.1837,18.1519,21.6566,21.1985,20.2432,20.9601
O02365,19.4053,19.5653,21.4673,18.809,21.933,20.808,21.343,19.8194
O02365,21.4243,19.7876,21.1868,21.0561,21.9416,21.1481,20.9172,20.7155
O02495,31.0916,30.4218,29.6174,25.4694,31.0405,29.8486,29.1193,29.9302
O02495,28.9333,24.754,24.2458,26.4958,25.2447,23.6324,24.3361,24.2707
O02495,29.2261,29.3639,27.9258,28.7814,28.5272,28.0998,29.1475,28.234
O02495,18.1586,18.4276,19.6974,19.6164,27.0486,26.2581,27.8659,26.7562
O02495,27.9521,26.2252,21.4373,27.2355,27.2444,24.8153,24.7768,24.818
O02495,23.6272,22.9994,21.3042,23.9709,24.4753,21.3014,23.0313,22.3333
O02621,18.7184,21.3883,20.4797,21.2022,21.9202,20.7773,20.2238,21.0418
O02628,20.461,20.432,18.1474,20.2548,22.671,21.4051,21.5789,21.8884
O02639,17.5223,19.9015,18.4229,21.1385,23.0259,21.6701,23.7276,23.2411
O02639,20.3466,17.967,19.6035,19.3988,21.8556,20.7465,19.5404,20.4858
O02640,20.3846,20.393,17.173,20.4787,21.9584,21.1712,21.229,21.0098
O02640,20.5279,20.5131,19.1103,21.1345,20.3597,20.8337,21.0895,20.3914
O02641,20.1289,18.5365,18.547,21.0011,20.7247,19.918,21.3405,21.0168
O02641,22.2157,21.957,22.8195,24.409,20.6627,21.1591,21.2438,21.2511
O16000,24.2375,23.6042,22.9906,22.7636,23.4386,25.0342,22.7569,23.2001
O16000,26.0831,24.7078,23.7266,23.9876,20.4015,20.8101,21.2616,21.3817
Q8MXK1,26.087,26.9884,26.0239,25.2199,26.3645,23.4275,21.7842,24.1432
O16297,18.7999,21.3993,20.975,19.8225,23.292,21.9733,21.028,21.7146
O16303,21.217,19.1828,20.5235,18.2094,22.8573,20.7001,19.0712,21.5483
O16303,20.794,20.8118,17.7254,21.0586,23.8007,23.7151,25.3083,24.3055
O16303,19.6713,21.7707,19.51,18.0151,25.5961,23.2471,23.8306,25.1133
O16305,20.0744,21.8199,21.6038,18.5979,21.5246,20.4465,20.6853,21.1139
O16305,22.853,23.5669,24.7921,22.644,26.585,23.7617,26.9756,25.0883
O16305,25.0526,25.5773,25.365,25.9714,21.7596,20.7413,21.2302,21.2175
O16305,27.2462,26.9792,24.8107,27.5299,25.9057,24.8368,25.3766,25.3397
O16305,26.4104,25.9604,24.2928,22.1947,21.1358,20.4219,20.6677,21.4124
O16331,24.7014,24.1996,23.3236,24.9619,23.987,22.1473,22.5899,22.5054
O16331,20.5219,20.4928,19.0659,18.8694,21.4203,19.9191,20.2342,20.9022
O16368,19.4495,19.7203,19.7762,20.3766,21.3037,20.7875,20.9842,20.4941
O16368,19.7616,20.2938,20.1048,20.9491,21.8239,20.4574,21.333,21.3534
O16406,19.5559,21.4662,17.9519,19.181,25.0831,27.6623,26.3693,25.5298
O16454,19.4564,20.6654,19.9305,19.6958,20.7892,20.7117,20.3612,21.0915
O16517,21.142,18.0773,20.2776,19.9308,24.0005,23.8294,24.3304,23.1954
O16517,20.1687,19.5282,19.847,20.0452,21.1763,21.0463,21.1487,21.3967
O16517,21.1297,20.5022,20.2393,18.7707,18.9675,20.8522,20.722,20.9776
Q8MXJ7,19.4091,20.1077,19.6068,20.6782,26.2691,24.8837,24.0781,24.226
O16541,20.8839,20.9498,20.4404,21.3799,21.7313,20.8454,20.9402,21.1871
O16547,27.206,26.5465,26.5877,26.6924,28.0877,25.5457,27.0617,27.8829
O16547,18.1725,20.965,19.0021,20.4229,21.9748,21.2032,20.2143,21.0601
O16547,20.3203,19.6044,19.8265,19.6373,21.6654,19.1847,20.8742,20.681
O16680,19.1538,19.9355,17.4077,18.7056,27.1104,26.1578,24.6262,25.0978
O16682,19.2909,20.0096,19.7421,19.908,23.9551,23.6234,20.6295,21.4944
O16682,21.7465,18.4869,18.2668,20.2581,26.4945,27.3936,25.8522,25.7528
O16682,19.5658,21.0862,20.3273,20.7241,21.3978,21.1944,21.3637,20.991
O16682,18.6034,18.931,20.2098,19.3462,24.5383,23.047,24.5984,25.3203
O16682,18.4883,20.311,21.2098,18.5695,26.6264,23.7024,24.1593,23.257
O16682,19.818,19.01,20.1603,20.4822,21.7329,20.9867,21.0261,21.1717
O16682,23.3429,22.4996,22.3061,22.2644,23.136,22.2894,24.3813,23.598
O16682,21.2574,19.3827,21.4582,19.6089,26.513,24.1966,25.0526,25.3321
O16682,19.8977,20.1971,20.6555,20.9081,21.6205,21.0191,21.2727,19.9355
O16682,19.8252,19.9806,19.7858,19.1331,21.7965,21.2229,21.3638,21.3015
O16682,20.2159,21.0755,19.6479,20.3184,21.7036,20.0394,20.4571,20.7603
O16684,21.076,20.6654,20.0946,20.3118,27.5897,25.0614,24.9704,25.2285
O16697,22.0309,20.1691,19.9683,17.7881,23.0213,21.1023,21.5792,21.2086
O16697,19.2957,19.1222,20.1965,20.2602,23.0213,23.315,21.4681,22.4297
O16785,18.5082,20.5128,20.9438,20.2368,23.4503,20.589,21.9703,21.7681
O16922,20.6661,21.6399,20.3582,20.6675,23.8793,22.6655,23.0312,22.7559
O16922,20.9838,17.5158,21.0114,18.8668,23.9935,22.8076,22.4405,22.6725
O16997,18.4754,20.9127,19.935,20.5431,21.141,19.8705,19.9786,19.8873
O16997,20.2772,20.8307,20.9459,18.717,21.5233,21.168,21.2831,21.056
O17069,22.0414,19.4862,18.9737,20.2982,22.6875,21.4924,22.5958,21.4251
O17069,23.943,24.8364,21.3239,22.4681,22.3702,23.1234,22.7004,22.4446
O17071,19.7193,17.408,19.7879,20.622,21.0218,20.6249,21.1219,21.3921
O17071,20.5893,21.6832,20.1291,21.0953,20.6829,21.1809,20.8968,21.2056
O17167,24.1437,23.4881,22.752,24.8611,24.678,22.3178,21.9758,22.338
O17168,19.4957,19.038,19.5383,21.0954,19.6756,20.9505,21.3783,20.5359
O17199,19.9463,21.5365,20.3617,20.0519,20.6444,21.0232,19.9777,21.2128
O17218,24.2622,23.7334,23.5202,23.4177,26.2187,23.7765,23.3127,24.1173
O17218,19.5766,19.724,18.0352,18.9107,26.9266,23.1198,24.5465,23.9512
O17218,19.5053,18.5867,21.1158,20.8525,25.0181,23.9374,24.1116,24.8876
O17328,21.3836,19.7411,19.3269,21.7088,24.6719,22.3517,24.278,22.9503
O17328,21.6174,17.4062,20.022,20.2327,26.3892,23.4975,24.5822,24.5381
O17328,19.472,20.8017,19.0725,18.1165,23.4542,22.6004,22.3591,21.7892
O17328,21.7847,23.401,25.3113,23.5108,23.8131,23.6998,24.0195,23.5905
O17328,21.4743,21.224,19.9284,20.3635,21.8353,20.5863,20.9118,20.8907
O17328,24.119,22.4391,26.0589,24.2064,23.8953,24.5817,23.2011,26.1207
O17389,20.8302,18.8137,20.2594,20.1488,21.8387,19.6184,20.6132,21.2324
O17389,20.8447,21.2105,19.0956,19.4427,21.6456,20.916,21.2502,20.528
O17389,21.1585,19.868,21.5911,20.8839,21.8912,21.2521,20.1553,21.1671
O17389,19.867,20.5688,19.4982,20.5307,21.5388,20.4385,21.3844,21.1398
O17389,18.889,19.6983,18.773,18.8732,21.5065,19.6875,21.3321,20.24
O17390,19.3038,18.7301,20.2216,19.6572,21.8247,20.4925,21.5039,20.9495
O17397,20.7963,20.5078,20.5956,20.584,24.52,24.5224,24.7308,25.2193
O17397,26.2371,24.178,27.9395,25.7428,24.0776,23.2781,22.1798,24.7181
O17397,18.0492,18.5292,20.8818,20.5412,23.7576,21.549,24.5135,23.0232
O17406,19.6308,19.6214,18.7924,21.4546,21.6818,21.0264,20.9052,21.3717
O17406,19.0642,19.2397,18.4486,17.8087,20.6979,21.0155,19.6385,20.8587
O17406,18.7172,20.6659,19.218,20.8219,23.3814,22.3028,21.7397,22.5361
O17406,19.5209,19.5041,18.5106,21.4166,21.0505,20.732,21.3604,21.0481
O17406,20.8598,18.4308,18.3828,20.0228,21.3232,19.8116,21.2772,20.5155
O17406,20.3207,19.6363,21.5245,17.7702,21.0036,19.778,21.0574,20.6304
O17406,21.3976,19.9522,20.2804,17.5458,20.4799,21.1577,21.2313,20.9715
O17406,20.058,18.9306,20.3899,20.9242,22.8776,20.6525,22.9887,23.1282
O17524,19.7253,21.0808,20.2477,19.7687,21.9254,22.9588,24.3135,23.0985
O17599,21.3847,19.0972,18.9496,20.3983,23.9747,23.2531,23.7671,23.8557
O17607,20.5515,19.6692,20.2971,17.6988,24.1473,25.0641,23.1361,24.4034
O17680,19.3649,21.4559,20.9493,19.4162,23.682,20.1899,21.6183,21.6691
O17682,19.4036,20.2589,18.0909,19.703,24.2324,24.3709,22.7704,24.5109
O17687,25.957,25.213,23.1155,27.5752,21.8134,23.6969,23.5685,22.4525
O17687,18.798,19.4988,18.6233,19.8831,21.8077,21.0012,21.3227,21.2399
O17687,22.5761,23.203,23.092,25.94,21.1522,20.8079,20.905,19.7087
O17687,20.2235,20.9513,20.0714,20.3864,21.5543,21.0923,20.4054,21.3903
O17687,25.1192,25.8877,26.5021,24.1321,20.7888,21.1914,21.354,19.9543
O17687,21.308,18.9397,19.553,18.4806,22.1365,23.8118,22.9951,23.1032
O17687,26.0914,25.0945,24.7728,24.5459,28.7964,27.737,23.5224,26.3082
O17687,21.1346,20.9902,20.5151,21.0782,23.3661,22.3111,21.3329,21.7314
O17687,18.4573,21.891,20.4596,19.5396,21.6298,21.0301,21.0915,20.0864
O17687,26.1345,25.8957,25.5317,24.9739,21.5285,20.3215,20.3309,21.0023
O17687,23.9251,22.3842,23.0472,24.5851,21.4925,20.1527,20.6503,20.9947
O17687,20.1172,18.9014,20.5317,20.8503,20.3815,21.1525,20.3357,20.1911
O17687,24.9447,25.7303,23.2472,25.6075,21.6538,20.4733,19.8722,20.827
O17687,20.1602,19.8843,19.3038,20.2848,21.0189,20.9295,21.2873,20.6138
O17687,20.2981,19.2472,17.6725,19.5244,21.8198,20.7793,20.2966,21.0559
O17695,18.9515,21.4583,19.9653,19.8,21.8741,21.1881,19.2292,21.044
O17742,24.1924,24.0344,22.9275,24.6422,21.6074,19.3993,19.6811,20.759
O17759,20.2981,18.7067,20.4929,19.7633,21.6634,20.7243,20.6279,21.4058
O17759,20.4932,19.5976,20.0482,19.3565,21.3234,20.5246,21.2346,21.0643
O17773,20.9147,20.4768,19.0245,19.2711,26.557,24.5442,24.4379,25.229
O17785,19.354,20.7517,20.851,21.0948,26.2103,25.2873,24.689,25.7169
O17785,21.1574,20.5489,21.273,20.4512,21.9176,21.0509,20.9551,21.0949
O17893,19.682,19.2375,20.6036,20.6827,21.7568,21.0533,20.5754,20.6956
O17907,19.8679,21.6479,19.224,19.2738,21.1225,21.1264,21.1089,21.0974
O17907,19.3034,21.4265,21.1726,18.908,22.5797,21.8037,21.8661,22.1666
O17907,21.4277,21.1965,19.2713,19.7905,21.7073,21.1836,20.6518,20.3204
O17907,22.5326,23.2459,22.804,23.1691,24.1583,24.4385,23.7035,23.997
O17914,22.7356,23.6659,21.9872,23.7528,26.7901,25.4821,24.631,25.2561
O17915,21.695,23.2445,22.7373,23.6123,25.2192,23.8814,23.7649,25.0018
O17915,21.3621,20.0093,20.3176,19.3051,21.1449,20.2938,21.1626,21.1361
O17915,20.1585,18.6686,20.0386,20.4014,20.0108,20.449,20.9388,19.9621
O17919,23.9638,23.6215,24.2487,22.4649,26.3532,21.6902,24.2986,20.8895
O17921,19.4225,16.5213,18.9031,20.5173,21.8021,20.4722,21.1359,21.1392
O17921,24.6055,23.7469,23.7333,24.3036,23.7614,22.9003,22.4994,23.922
O17921,19.7148,21.1218,20.2741,21.7768,21.482,20.8805,20.8833,19.9555
O17981,22.4873,24.3433,21.3338,25.249,20.0945,20.3566,21.2971,20.4938
O18131,21.6385,20.0222,18.1187,19.8865,20.2884,20.1657,19.8354,21.0777
O18158,17.589,20.4532,19.8673,19.4402,24.0023,22.3324,22.9398,21.2745
O18158,23.2509,23.1057,22.4984,26.1914,21.969,20.9409,21.3489,21.3977
O18188,21.6345,20.2048,20.8261,21.3706,21.7698,21.0381,21.3542,20.9888
O18224,24.7978,23.685,23.293,23.4559,22.6628,21.3362,21.0397,22.2618
O18224,19.0361,19.6752,21.8507,19.2332,21.7812,20.9254,19.8358,19.7213
O18229,19.7544,21.6149,21.3065,20.9192,19.8455,20.2532,20.4939,19.1197
O18240,20.2792,18.5157,21.6023,19.2335,25.5751,24.7183,22.9346,25.0113
O18240,20.4847,17.6073,20.4783,21.029,23.1396,22.6282,23.4434,22.244
O18307,23.7919,22.8823,23.7464,22.3862,21.0057,20.9424,20.7296,20.7779
O18307,24.5568,24.0337,23.8379,22.3862,20.9375,19.9454,20.9786,20.9013
O18307,19.6377,20.1265,20.4631,18.6359,22.3251,23.5896,24.6674,24.2095
O18307,22.3605,21.8718,23.0069,20.8313,25.0762,23.6013,25.5801,23.9083
O18307,18.0129,20.5562,20.3738,20.7127,22.9464,20.5634,22.8146,20.2134
O18650,17.9675,20.4512,19.5924,18.8438,21.2889,20.8598,19.7231,20.4785
O18650,20.8027,21.021,21.2308,20.681,27.1425,25.4926,26.0171,26.2124
O18650,19.6171,18.6347,17.814,19.5187,21.8056,21.0178,21.1516,19.6297
O18650,21.7253,18.6511,19.5233,20.2021,24.5885,25.2171,23.0145,25.677
O18650,20.9354,18.7271,20.4008,20.0393,21.7309,20.8311,20.8522,21.142
O18650,21.6997,20.8566,18.8344,20.5098,21.5834,21.2024,21.3328,20.6641
U4PF18,25.6247,25.1035,24.6418,24.0196,23.303,22.139,24.1437,22.1802
O44144,24.6346,23.8388,24.6662,24.9076,21.955,23.087,22.1529,23.0158
O44145,26.8976,26.728,25.5861,22.5144,20.8296,20.7445,21.0492,21.0278
O44154,19.0885,21.7206,18.6817,20.8497,23.663,22.5568,21.003,23.6303
O44175,21.7986,21.6141,18.3001,20.9103,24.6512,24.6655,25.9655,25.1547
V6CIR8,21.3716,18.2416,19.2249,20.1995,22.3628,22.8071,23.2359,23.6815
O44400,25.8269,25.6286,23.8178,26.1482,25.0968,24.16,22.6244,23.1754
O44400,25.0967,24.5857,24.3964,25.084,23.136,22.2409,22.6151,23.1089
O44400,18.3241,20.3796,19.1965,19.9219,21.4225,21.014,20.7248,21.277
U4PEY4,28.2624,27.4997,25.3112,28.2989,29.1337,24.3127,23.8231,24.7608
O44441,21.1178,20.5546,20.1813,21.652,23.1169,23.2528,22.6323,22.7119
O44441,19.9923,18.6174,19.5624,21.9276,20.9392,19.8067,21.1254,20.8404
O44444,20.5171,19.5365,21.089,20.7706,21.7372,20.7919,20.3365,20.8014
O44445,20.3458,20.353,19.2984,20.4325,20.2851,19.9875,20.5748,20.8489
O44445,23.4493,23.3724,21.2478,24.7368,24.2257,23.6829,22.7676,23.9001
O44480,21.9405,20.5388,21.6558,19.917,26.4476,25.5386,24.9841,25.8153
O44480,18.0239,18.8821,20.2263,21.0756,28.8471,25.4567,24.8414,25.7383
O44480,21.8729,23.504,22.759,21.0835,21.9631,20.3861,21.138,20.6753
O44480,25.7608,26.1542,25.5513,27.1887,28.8318,27.4728,26.6445,27.2044
O44480,20.0647,20.9971,21.1859,19.5182,24.5884,23.9128,25.7726,25.0196
O44480,23.0107,24.6565,21.104,24.5881,26.2784,25.8358,26.3883,25.3095
O44480,20.1674,20.65,20.2923,21.1639,23.6099,22.0255,22.3982,22.2649
O44480,21.3187,17.7962,20.2485,19.1947,21.717,20.7745,20.7202,19.3845
O44501,20.9867,21.2774,19.9808,20.2373,22.7575,21.9657,21.9411,22.9438
O44557,21.7898,21.0094,20.8782,18.6724,21.7192,20.976,20.8806,21.0224
O44560,21.0575,20.6624,18.9115,20.1755,21.2768,20.5499,20.3459,21.141
O44572,19.802,19.43,18.5516,21.0683,26.3915,24.1229,26.7671,26.8936
O44608,22.6618,22.4656,23.0536,23.2811,30.4982,27.0587,24.836,26.4134
O44735,25.8202,25.4663,22.8061,26.5856,24.1435,21.8797,23.058,23.7988
O44735,23.7903,24.255,24.0501,22.6006,21.6576,20.3701,21.2966,20.6741
O44735,27.114,26.987,26.3027,24.9089,26.151,24.5667,24.8183,24.3069
O44739,21.3326,20.4111,20.3504,20.6952,21.5586,20.479,20.8214,21.2963
O44752,27.4507,28.2822,27.0747,27.0306,25.7282,25.7946,24.0701,24.7215
Q9BL61,21.8661,21.6201,20.2329,23.0958,28.6864,27.83,27.0549,27.8302
Q9BL61,19.7707,19.0562,18.1596,21.0495,26.2184,25.0186,24.5973,24.0143
Q9BL61,19.3576,19.3112,20.3475,21.3091,27.2631,25.715,25.359,25.9194
O44782,20.7843,19.329,20.5402,19.7318,24.1604,22.5072,21.3391,22.1531
O44827,26.12,25.2232,23.8304,21.8378,25.5397,23.3274,22.9114,22.0895
O44847,20.7335,21.1931,18.4827,21.6721,21.9557,20.5738,21.2842,21.0502
O44847,21.461,21.6962,19.8868,19.5147,26.4549,21.7934,23.2277,22.3688
O44847,19.5923,18.9462,17.7602,20.1187,21.3192,20.4358,20.5529,21.0532
O44847,21.9548,19.5508,20.9046,20.482,21.3617,21.1386,20.5274,21.0411
