geneName;Leading.proteins,log2 eat2_d10_01,log2 eat2_d10_02,log2 eat2_d10_03,log2 eat2_d10_04,log2 eat2_d5_01,log2 eat2_d5_02,log2 eat2_d5_03,log2 eat2_d5_04
;Q688A5,21.3161,20.2361,19.107,20.2612,23.0893,24.986,25.7484,24.3681
;Q9BL66,21.4949,21.108,18.8673,19.95,19.9325,20.9857,20.3103,21.3685
;H2KZN1,21.2053,21.0043,18.9268,20.4219,20.3061,21.7611,20.2646,21.6663
slc-17.6;X5M917,21.777,20.2712,20.4848,19.8135,21.5485,20.4242,21.4843,21.2828
ifc-2;H2KZR4,21.312,19.8918,20.9478,21.0419,20.307,20.8943,20.5788,20.4739
ifc-2;H2KZR4,23.1616,22.2564,23.699,22.5014,22.8763,23.3505,22.8319,23.1396
ifc-2;H2KZR4,21.9909,21.0998,21.6868,20.9712,19.7454,20.7805,21.0428,21.1172
;H2KZT9,27.9,27.2497,28.8947,26.7605,26.782,26.7369,27.4302,27.3156
cas-1;H2L023,25.5973,25.0653,25.6626,28.2438,24.8846,23.7789,23.704,24.7658
cas-1;H2L023,24.3368,23.5643,24.8729,26.2913,23.4411,23.9906,22.5239,22.6832
cas-1;H2L023,25.5261,25.0666,24.9653,26.078,24.6836,24.3336,21.9364,23.6631
cas-1;H2L023,19.3935,21.179,21.6123,21.273,19.2094,20.9602,20.7318,21.9647
wht-7;H2L028,23.5682,23.896,22.6809,24.4525,20.3298,19.9486,21.8419,21.5277
pmp-5;H2L034,21.5283,19.4226,21.8176,19.0711,20.2957,21.7308,20.1684,21.8052
pmp-5;H2L034,21.7666,21.8526,21.6837,20.1734,23.3401,24.1541,24.1146,23.7274
pmp-5;H2L034,25.5788,24.6985,25.4165,22.7316,24.6452,24.9497,24.1731,26.1368
;H2L048,21.4781,21.4719,21.7702,20.0808,21.2332,21.6928,21.5493,20.9525
;H2L048,26.4656,25.2801,26.1779,25.1381,23.5584,23.8561,23.6723,23.8486
;H2L048,27.2468,25.6035,26.9391,22.6058,21.7321,24.9867,24.4253,23.7869
;H2L048,26.1657,24.3532,24.2235,21.8037,23.6556,23.6906,23.4016,25.0617
;Q8MXS5,26.2189,25.796,27.3314,27.1084,21.4181,20.767,21.7351,21.76
;H2L0B6,24.5146,24.9784,26.7132,26.003,22.1514,24.7757,24.4142,23.9854
abts-4;H2L0C4,24.7396,26.8068,26.0306,23.8831,23.6431,24.5123,24.1896,24.0096
;H2L0D1,21.7391,21.1509,22.9613,20.9355,20.076,19.3771,21.0722,19.8519
;H2L0D3,21.8533,20.0698,20.8945,20.1793,20.8819,21.1,20.0132,21.8907
mis-12;H2L0D9,28.3893,27.1379,27.9477,25.0264,25.7046,26.8539,25.5665,26.8139
mis-12;H2L0D9,28.3893,27.1379,27.9477,27.4428,26.3037,26.8539,25.5665,26.8139
mct-4;H2L0E5,22.7823,22.6474,22.0927,23.7026,20.721,20.0166,21.2348,21.0576
mct-4;H2L0E5;H2L0E6,22.5116,22.731,23.3167,24.0061,20.8704,20.7009,20.5838,21.0687
mct-4;H2L0E5;H2L0E6,20.5554,21.5535,21.8674,21.0134,19.5068,21.7649,21.3816,21.8072
;Q9N5G9,23.9667,24.5464,25.1833,26.4856,26.3871,25.3146,26.0423,26.3888
ptc-3;H2L0G5,24.9579,23.8529,23.8911,25.7381,20.5098,23.7706,22.9772,23.9617
chat-1;H2L0H3,21.3045,20.0968,21.1004,20.5629,24.5838,23.125,22.6947,23.2173
lfi-1;H2L0I2;H2L0I3,20.6567,19.9004,21.2177,21.2546,20.9623,20.7778,21.3891,21.9181
lfi-1;H2L0I2;H2L0I3,20.9953,19.5419,21.5924,20.0329,20.3676,24.1114,21.9286,20.7528
lfi-1;H2L0I2;H2L0I3,21.4343,21.3228,19.8921,20.6537,21.3092,23.6202,24.3197,23.088
lfi-1;H2L0I2;H2L0I3,21.5702,21.1319,20.2071,21.1503,20.7593,20.774,21.2292,20.8914
lfi-1;H2L0I2;H2L0I3,24.8684,22.968,23.7271,22.7337,22.5221,22.3123,22.0819,21.6325
lfi-1;H2L0I2;H2L0I3,20.9728,21.19,21.32,19.803,19.8979,21.2667,20.2003,19.4692
lfi-1;H2L0I2;H2L0I3,21.7301,21.1902,21.8244,19.5523,19.4346,20.6246,20.9264,21.5999
;Q22095,20.918,21.0655,20.7686,19.8298,23.6191,24.3059,24.0291,23.5475
dhs-30;H2L0K8;Q65ZI3,20.5653,21.2437,20.5968,21.4147,21.502,20.1085,20.4427,21.7603
pod-2;Q9GZI3,22.5448,21.9607,21.3499,22.3619,23.9549,23.0286,23.1584,24.1307
;H2L0R6,21.7106,21.3718,22.3384,22.8276,22.4075,22.8086,23.4439,21.9885
;H2L0R6,24.2927,23.903,23.9759,22.621,23.1728,22.8758,22.494,22.7884
;H2L0R6,21.832,21.5034,21.2941,20.5154,23.6918,23.4818,21.9608,23.7242
;U4PC11,22.7856,23.7785,23.4543,24.7504,19.9333,21.6795,20.475,21.5282
tba-1;tba-2;O18688;P34690,21.0382,19.6505,20.4942,19.4156,21.8889,22.0886,21.3089,23.793
tba-1;tba-2;O18688;P34690,25.6699,24.086,25.4094,26.2282,24.2073,26.127,27.1713,25.7307
;H8W3X0,20.6292,21.1883,18.2159,19.1327,19.2652,21.719,20.664,19.3775
F08B12.4;H9G2R5;Q19191,19.3553,20.1987,21.017,20.8584,22.7574,23.6222,23.2552,23.139
F08B12.4;H9G2R5;Q19191,21.6572,20.6241,21.5207,20.0034,21.0491,19.4871,21.2646,20.9177
idh-1;Q21032,24.3283,24.36,23.777,25.0704,19.4488,19.3218,21.1425,19.152
idh-1;Q21032,21.3446,21.4833,20.033,20.0219,26.0423,26.2419,25.8518,25.7319
pah-1;I2HA98,21.5936,21.0229,21.758,20.6323,20.0758,21.2014,21.7045,20.6375
pah-1;I2HA98,24.8248,23.1821,24.4342,23.1389,22.9527,23.3764,25.2068,23.395
pah-1;I2HA98,21.5556,20.6705,21.2313,19.4855,20.3457,20.6766,21.776,20.7587
brp-1;I2HAF4,28.878,26.6034,28.9773,26.4915,26.854,27.9714,26.9944,28.417
brp-1;I2HAF4,30.3623,28.6197,29.7254,23.0283,27.8223,29.2439,29.3906,30.0302
brp-1;I2HAF4,29.6966,27.6825,29.4499,23.5137,27.8577,28.3006,28.5043,28.1168
rpl-30;I2HAJ2;Q9XWS4,23.746,22.935,22.58,22.9201,22.7156,21.7667,22.6442,22.6085
rpl-30;I2HAJ2,21.1778,18.6167,19.8871,21.0769,20.6699,21.4007,21.842,20.7697
his-40;his-2;his-74;K7ZUH9;Q27532,24.2519,23.1253,24.6867,26.9297,20.0342,21.1804,21.1042,20.759
his-40;his-2;K7ZUH9,21.5497,21.526,20.4823,20.1306,20.1916,21.381,21.7793,20.8564
zbp-1;Q6A582,21.5652,20.1706,20.1489,19.6643,21.467,20.9794,21.8289,20.248
cdh-12;K8F801,21.7339,20.812,21.1264,21.2999,21.179,21.2594,20.9791,21.4353
lev-11;K8FDX2,23.1448,22.6879,22.2772,22.0362,20.6473,21.7254,20.815,21.5275
;K8FDZ1,21.4272,20.9109,18.9774,21.2319,21.5182,21.6208,20.8988,21.0509
;K8FDZ1,20.4415,20.783,20.6819,18.8168,21.4921,21.7517,21.7704,20.3582
;L8E833;Q23179,20.0407,21.4057,21.5964,20.6448,21.4431,19.3805,20.9754,20.6615
;L8E833;Q23179,28.7452,28.0867,30.2713,25.4999,29.7726,30.0704,30.3741,30.1611
;L8E833;Q23179,19.6966,21.2924,19.9617,21.2224,21.6259,20.4105,21.8093,20.7984
;L8E833;Q23179,21.8731,21.2612,20.6452,21.5381,19.8544,21.6202,19.6224,21.6001
;L8E833;Q23179,21.597,21.1049,21.5748,21.4683,23.8146,24.0948,22.8416,23.9538
;L8E833;Q23179,25.8152,26.6552,26.2874,23.0861,24.5375,25.5771,25.0554,25.0386
;L8E833;Q23179,25.8461,24.8004,24.2927,22.7334,20.7139,21.16,21.5154,20.1984
;L8E833;Q23179,23.2035,21.7245,22.3961,20.5728,24.2392,22.9929,22.3461,23.195
ZK688.5;L8EC34,22.7456,22.3969,23.9192,22.1658,20.9031,19.9837,19.7166,21.196
ifb-2;M1Z854,26.98,25.8109,25.9481,23.4901,24.7295,25.7908,26.2175,25.6102
ifb-2;M1Z854,25.0254,23.4399,24.6443,22.4778,19.0538,21.3738,20.8485,20.5515
ifb-2;M1Z854,19.8136,21.164,21.0198,20.2752,19.7623,21.4897,20.4921,21.0179
;N1NSD4,21.4935,19.8135,20.5065,20.969,23.3039,23.1275,24.6557,23.842
;O01477,20.1397,21.0051,21.4054,19.4153,21.6079,21.2947,21.1674,20.8575
soap-1;O01485,24.2269,23.949,24.4537,25.7355,22.9894,24.4355,24.5069,23.719
stam-1;O01498,29.1797,28.4492,28.6697,22.9273,29.0842,29.2091,29.5201,29.3054
stam-1;O01498,20.5552,20.8113,21.298,21.198,21.3133,20.7093,21.087,20.3277
stam-1;O01498,20.9769,20.8711,20.5461,20.7386,19.5561,20.5116,21.4802,20.176
rpa-2;O01504,22.6025,22.4752,21.8046,25.8196,23.3255,26.0144,25.37,25.4326
rpa-2;O01504,21.1397,20.8935,20.2322,21.464,23.3281,22.6804,21.9391,23.1042
rpa-2;O01504,21.6462,21.3076,21.1961,20.2549,20.4311,21.6983,20.8823,21.0436
rpa-2;O01504,19.5457,20.7176,21.0725,20.442,21.4761,21.5084,20.9051,21.0429
aars-2;O01541,20.7131,19.3639,21.2704,19.2733,19.837,21.8157,21.6208,21.6029
cpn-3;O01542,20.7968,20.1192,20.5389,20.6762,21.2198,21.027,20.18,21.7702
npp-11;O01576,19.6412,19.6369,20.7971,21.5314,19.6658,20.8288,21.1132,21.1283
npp-11;O01576,21.3055,20.8005,21.0793,20.349,20.1059,20.715,20.2472,21.3962
unc-108;O01577,22.722,23.4348,23.9981,22.9027,24.5467,23.3258,24.106,23.1746
;O01591,21.924,22.6902,21.9481,22.5841,20.4733,21.8123,21.2372,20.4362
T19H12.2;O01615,20.4829,19.5512,21.7696,21.0655,21.5541,20.5766,21.1713,20.4533
T19H12.2;O01615,21.584,21.2715,21.6391,21.4085,21.1334,20.9052,20.1114,21.6304
T19H12.2;O01615,19.0117,21.0166,20.5096,21.3638,19.3359,20.951,20.8565,19.3457
inx-12;O01634,24.0171,24.264,24.2656,24.8555,21.2875,23.5842,23.0256,22.9187
inx-12;O01634,26.7917,25.6998,25.3223,26.3821,26.8012,25.9165,25.4101,26.6933
inx-12;O01634,20.2166,20.6625,21.392,19.9056,22.2957,23.2967,22.5985,21.7705
;O01681,21.39,21.5461,20.3894,21.2149,27.7512,26.8531,27.4766,27.5888
rps-17;O01692,21.5267,20.6587,20.7434,20.7126,21.7746,22.6447,23.6741,22.403
rps-17;O01692,21.7574,20.7636,21.6681,21.0703,20.1991,20.4451,20.7957,20.952
rps-17;O01692,21.078,20.9265,21.0849,20.0478,22.2783,23.2043,22.5659,22.0421
rps-17;O01692,20.6949,21.3368,21.0961,20.0842,20.1347,21.3961,21.3792,20.7187
rps-17;O01692,25.5879,24.7486,25.555,24.0513,24.2365,24.0174,25.5593,24.1315
unc-89;O01761,21.9404,20.7888,19.8485,20.8908,23.1249,24.7718,22.9084,23.968
rpl-7;O01802,20.6279,18.7339,20.5416,20.7856,24.0759,26.6529,26.1314,24.4472
rpl-7;O01802,22.9812,22.3089,23.2585,25.2432,21.3927,21.241,20.0175,21.2473
rpl-7;O01802,20.9044,20.1346,20.3301,18.4839,19.2234,21.3032,21.2207,19.9568
rpl-7;O01802,21.5549,19.1492,21.5168,21.4412,21.4839,21.1134,19.5748,21.5208
rpl-7;O01802,21.423,19.9587,21.3202,20.5645,21.4678,21.6599,21.5986,21.4124
rpl-7;O01802,21.4896,20.2537,21.4241,21.4002,23.5988,23.6767,23.0274,24.0573
rpl-7;O01802,31.2787,28.6049,27.1457,24.6086,21.4252,21.8317,21.4219,21.4554
acbp-1;O01805,20.6622,20.6899,20.3618,21.2127,20.7648,21.8033,20.6268,21.449
acbp-1;O01805,21.2297,20.6048,19.6507,19.2778,18.9979,20.4534,19.6408,20.4355
acbp-1;O01805,21.8056,21.1063,21.7648,19.8155,23.1215,22.2467,22.8027,24.3503
;O01806,23.2561,22.7934,24.4358,22.2757,23.6523,27.5535,25.7345,23.6173
;O01806,22.2874,22.026,23.383,24.3693,19.1149,21.3126,20.1562,21.3278
;O01806,21.1456,19.6504,19.8051,19.0288,19.9123,20.3004,21.2036,21.6508
lbp-6;O01812,21.3919,19.9626,20.2726,21.5759,21.2229,23.196,23.0478,21.8087
lbp-6;O01812,21.7152,20.9994,21.6067,20.6505,20.3145,19.9122,21.5653,21.582
rpl-24.1;O01868,20.8864,20.0016,20.7122,21.0625,20.5707,21.7237,21.1725,21.2294
rps-10;O01869,21.4911,19.2027,20.3852,20.123,23.0442,23.9082,23.5041,25.3811
rps-10;O01869,21.1371,20.0095,20.7406,21.4969,22.6043,22.5499,22.7706,21.3585
rps-10;O01869,24.7935,22.27,23.9001,26.1036,23.1356,22.796,22.7072,22.5413
rps-10;O01869,33.2064,33.7084,32.7827,27.963,32.6481,33.7624,33.9164,33.91
rps-10;O01869,23.4771,23.7554,23.4781,24.0874,23.2147,23.9082,23.6063,23.7778
rps-10;O01869,20.8979,20.7551,21.2595,21.066,23.7176,22.8944,23.9937,22.6388
rps-10;O01869,20.3036,20.0952,19.788,21.4218,23.7465,21.797,21.5389,24.0382
rps-10;O01869,21.9265,19.8286,21.2543,20.0289,20.6696,21.2684,21.3616,20.7356
;O01893,21.7511,20.3103,21.7752,20.5983,20.6966,20.6634,21.7764,21.5599
;O01893,25.4294,25.3296,25.3304,23.6183,26.1328,25.1371,25.4883,25.1139
spin-1;O01927,23.875,25.3148,24.1744,25.5173,21.8906,23.9056,22.5894,22.5355
spin-1;O01927,26.399,26.1566,26.4938,20.1883,24.7411,25.6742,26.4118,26.2973
spin-1;O01927,27.2451,26.2989,26.6686,27.0972,24.4015,26.256,25.2016,25.0119
;O01963,21.6493,19.8612,20.7556,19.495,20.7965,20.2657,21.5476,21.2743
cuti-1;O02051,21.8887,20.6826,21.7223,21.3888,21.1948,21.4106,21.7652,20.8187
rpl-4;O02056,21.974,21.149,21.0746,19.5753,21.2345,19.6809,21.3936,21.4881
rpl-4;O02056,21.702,20.9995,21.3152,19.8346,22.3534,23.9012,25.1309,24.6521
rpl-4;O02056,20.0208,18.9244,20.5336,21.0255,20.5217,20.6386,21.1152,21.1935
rpl-4;O02056,23.3986,21.8969,22.3972,24.7297,21.4965,23.9364,24.7337,24.6763
;O02082,20.1778,20.3097,21.8026,21.4776,19.6443,21.1954,21.3158,21.6938
rpb-4;O02092,21.6522,21.0625,19.2135,20.9549,19.7343,20.1413,20.813,21.8293
pcn-1;O02115,19.827,19.3079,19.7497,21.1473,20.3134,21.6014,20.9661,21.4643
pcn-1;O02115,20.3954,21.1105,21.016,20.8768,20.4945,20.5535,20.3493,21.4533
;O02155,22.2859,20.8927,21.3223,24.1005,20.4046,21.1364,20.1873,19.351
;O02155,21.5803,19.3937,20.7271,20.9264,20.9667,21.408,21.2427,19.0079
pck-2;O02286,21.6856,21.1307,21.2084,21.2596,24.467,23.9726,25.6843,26.5462
pck-2;O02286,21.4097,20.2256,20.8263,20.8249,18.9567,20.7604,21.2483,21.2847
eif-3.C;O02328,22.1255,21.4106,23.0757,23.4311,20.8909,19.9609,21.6072,19.8212
nstp-5;O02345,20.9593,20.3489,21.0885,21.3038,21.2201,20.9691,20.386,21.3172
nstp-5;O02345,25.2003,24.9363,25.2609,24.3381,22.5615,24.1763,23.1029,23.577
ifa-2;O02365,22.0419,21.1719,22.0005,27.329,21.385,21.8127,21.1246,21.7775
ifa-2;ifa-3;O02365;Q21065,21.0596,19.9486,20.7839,21.3115,20.594,20.807,21.3317,21.565
ifa-2;O02365,19.9485,21.2826,21.5421,21.5464,20.7149,21.7467,21.2417,20.5937
snb-1;O02495,25.4277,25.4035,26.2057,25.1639,29.4798,30.841,30.7816,30.6037
snb-1;O02495,28.17,26.6083,27.8266,24.1628,27.7265,27.2754,23.9404,26.469
snb-1;O02495,28.1798,29.318,29.4579,28.1589,28.7863,29.0671,29.0279,29.2612
snb-1;O02495,20.7477,20.5976,20.1226,20.2094,21.3107,21.5019,20.9275,20.8557
snb-1;O02495,28.2194,27.6453,27.5313,27.3188,25.6822,27.5609,26.3409,27.2721
snb-1;O02495,20.5758,21.2595,20.7028,19.9112,20.5504,19.7534,21.106,21.4164
gpx-1;gpx-2;O02621;O62327,20.8804,21.1438,21.1387,20.2227,21.3687,20.5976,20.1578,20.7538
cyp-35a2;O02628,21.6684,20.7102,20.8668,20.5181,21.7988,23.0503,23.8274,22.7117
rpl-19;O02639,21.3884,20.8493,21.757,21.2045,22.5978,20.7751,21.9536,23.6137
rpl-19;O02639,21.5581,20.9569,21.2622,21.5111,20.5922,20.9335,21.7312,20.9201
mdh-2;O02640,23.1862,23.2183,23.6352,23.1992,21.4799,21.2833,19.2595,19.8628
mdh-2;O02640,21.1563,20.8842,21.0602,20.6551,21.4401,19.8522,20.5768,20.9467
cyp-33c8;O02641,21.1421,20.8879,20.0212,20.0745,20.2427,21.8353,21.4001,20.963
cyp-33c8;O02641,21.9066,20.6025,21.2154,20.2441,20.7498,21.307,20.1335,21.9153
unc-64;O16000,25.0727,24.9705,25.7999,24.282,22.5848,23.8388,23.1496,22.3343
unc-64;O16000,24.4198,24.0979,24.9645,23.6543,23.4408,24.1088,23.6312,24.255
;Q8MXK1,26.1485,26.2013,25.8339,26.1793,22.0241,24.9756,24.4804,24.7011
mcm-7;O16297,23.2318,24.0159,25.1646,22.2267,21.2507,21.4433,21.6085,20.7842
dnj-19;O16303,24.3841,23.6805,24.6087,21.2195,20.7791,20.7412,20.9079,20.9792
dnj-19;O16303,25.0879,24.5396,23.8013,25.9675,20.5184,20.6484,20.4534,20.486
dnj-19;O16303,25.749,24.8911,25.2919,25.8802,23.6917,23.622,23.561,22.0566
cmd-1;O16305,21.9706,20.5639,20.0659,19.7823,20.3822,21.1304,20.8473,21.2044
cmd-1;O16305,24.1494,23.6774,21.6012,22.6071,22.1052,22.8471,23.1764,23.5014
cmd-1;O16305,26.1471,23.8148,25.8954,24.9479,23.7004,23.6328,23.5505,23.5098
cmd-1;O16305,28.2267,26.4563,27.4044,24.1303,24.8238,26.118,25.247,26.5181
cmd-1;O16305,20.7901,20.4398,21.271,18.1298,21.4898,20.132,19.7041,20.5783
catp-3;O16331,24.2306,23.5755,24.6477,22.8322,21.2012,24.0454,23.8151,22.3674
catp-3;O16331,21.951,19.378,21.4076,21.5218,30.3014,27.6178,27.2264,28.9333
rpt-2;O16368,21.3506,20.3771,21.7901,21.1252,21.1536,20.8962,19.1513,21.7825
rpt-2;O16368,21.2815,19.5729,18.8025,21.2727,19.9647,21.1116,20.6974,19.8859
C36C5.12;O16406,19.6267,18.569,21.7037,21.137,26.0035,25.1513,23.5425,23.8318
tag-196;O16454,21.4606,21.3273,20.9256,21.5629,21.2782,21.8102,21.6932,21.1573
atp-4;O16517,21.0688,20.7184,21.1523,21.5441,19.9084,20.7391,21.0948,20.3747
atp-4;O16517,19.7982,20.7237,21.7039,20.8433,19.623,20.5229,21.5612,20.5982
atp-4;O16517,20.7375,20.18,21.375,21.5682,19.9772,21.7421,21.1079,21.2628
alh-4;Q8MXJ7,22.4906,20.8055,21.511,22.1225,22.3466,24.2568,23.3214,22.2677
fbxc-50;O16541,24.0153,22.2344,22.6247,24.6244,20.3191,21.3739,20.2313,21.3782
;O16547,28.3234,27.325,27.3066,26.0013,27.5789,28.4372,27.6771,28.4088
;O16547,19.8649,21.0041,21.3587,21.0523,20.7434,18.8158,21.769,21.5937
;O16547,20.9956,19.2579,21.3193,19.9354,21.7823,22.4865,21.2514,22.1597
;O16680,21.816,20.5571,21.6147,20.4048,23.3188,21.6593,23.7282,24.1372
;O16682,21.5814,20.0367,20.7601,21.4684,19.9567,21.5707,20.7021,21.1777
;O16682,20.8579,20.5209,21.4017,20.599,21.4907,20.2122,19.2071,19.6602
;O16682,21.4277,20.4771,20.7926,21.5786,20.3588,21.1677,21.0428,21.834
;O16682,21.1465,19.3694,20.8486,20.6346,22.0039,22.5359,22.7761,22.4009
;O16682,20.2733,21.3897,19.2925,19.5376,23.128,24.344,23.8313,24.0034
;O16682,21.3788,20.2791,20.0308,20.9166,24.5255,25.1825,24.8012,25.7646
;O16682,23.6714,23.2035,22.7312,24.1181,21.6208,21.0609,20.7232,21.4314
;O16682,21.0435,20.7146,21.8451,21.1867,23.1153,22.5712,22.342,22.9155
;O16682,20.0891,21.1833,20.8902,20.0158,21.244,21.3084,21.7243,21.6764
;O16682,21.6436,18.9259,19.7837,20.0324,20.8122,21.2245,21.52,21.7539
;O16682,21.6789,20.9743,20.0195,18.7976,21.1149,21.0584,20.0157,21.4662
;O16684,25.7235,25.5172,26.0938,26.0561,24.56,24.4617,24.3188,24.4416
;O16697,20.28,21.491,20.587,21.2569,21.112,21.1522,20.3165,20.4328
;O16697,21.7848,21.4752,21.1308,20.7811,20.1242,21.0146,21.7419,19.4521
pat-6;O16785,19.8825,21.2088,21.4823,21.388,20.0623,19.2425,21.6347,20.9286
ugt-41;O16922,21.3963,21.2916,21.6731,21.1145,21.9076,21.1562,21.0025,22.7561
ugt-41;O16922,20.9414,20.1228,21.2154,21.0332,24.0433,23.6538,25.1584,25.3201
;O16997,21.9646,21.1502,21.6633,21.1674,21.1834,20.6504,21.6315,21.1679
;O16997,20.7829,21.2945,21.4211,21.4698,19.3544,19.7433,20.6092,21.5767
;O17069,26.8412,26.2625,26.3245,28.7272,26.484,23.87,25.0843,27.2201
;O17069,24.7693,24.4773,24.9542,22.7754,20.8584,21.0047,20.9649,21.275
rpt-4;O17071,24.0951,22.9554,22.8532,23.8318,21.4743,21.4998,19.1415,21.2852
rpt-4;O17071,25.5911,25.7032,24.9705,23.7861,24.4391,24.0537,24.4792,24.5423
;O17167,22.6242,23.6248,23.2621,24.1083,21.6767,23.4203,22.7552,23.7356
;O17168,22.4684,23.2864,23.7894,23.9779,20.3769,19.3747,20.7372,21.7741
fbxa-165;O17199,21.1257,19.9274,21.8696,19.2593,21.0422,21.8409,19.8439,21.5102
rps-22;O17218,23.2054,22.0204,22.9357,25.5413,23.7443,23.7546,23.3174,24.1503
rps-22;O17218,23.5637,22.7728,23.9135,23.5557,23.7523,25.6535,25.4352,24.9541
rps-22;O17218,21.0596,21.1689,19.7219,18.3562,22.4088,23.8563,22.8871,23.5855
mct-6;O17328,20.4565,18.6529,21.18,20.9007,20.2325,21.2657,19.1994,21.0854
mct-6;O17328,25.4246,23.8697,24.5398,24.4373,23.5947,23.7181,23.7444,23.9499
mct-6;O17328,23.6635,22.2035,23.1967,22.7295,20.3016,20.0076,20.7598,20.1225
mct-6;O17328,21.9536,21.2222,20.3249,21.1591,19.7754,21.134,21.1521,21.2933
mct-6;O17328,21.7231,20.1115,21.3271,20.4076,22.9045,23.0663,22.4844,22.7245
mct-6;O17328,20.7644,21.2392,21.1163,19.5707,25.2636,23.2458,24.4962,23.5844
tth-1;O17389,21.3577,18.6456,20.9829,20.6521,21.4907,21.2088,21.0136,20.322
tth-1;O17389,25.325,24.6496,25.6474,20.4376,21.0299,21.6163,20.3243,21.4042
tth-1;O17389,20.9692,21.1314,21.4636,21.0013,21.3755,20.4444,19.818,21.3708
tth-1;O17389,21.9533,20.8623,21.309,21.4355,20.7318,20.8993,20.5916,21.7848
tth-1;O17389,20.3376,19.8455,21.6779,20.6171,20.581,21.1129,20.2154,21.4471
;O17390,22.7227,23.594,23.4497,23.0764,23.3372,23.6382,24.0626,22.8755
F52H2.6;O17397,21.1454,20.1172,21.5452,19.4923,23.3395,21.9768,22.2401,22.4401
F52H2.6;O17397,25.6669,26.247,25.1052,22.056,23.8335,25.8682,24.0555,24.1608
F52H2.6;O17397,21.4236,21.3836,20.1634,21.0527,20.434,23.8922,22.3473,22.6358
attf-2;O17406,21.1094,19.7849,20.3492,20.9988,19.5877,19.9235,20.917,21.5311
attf-2;O17406,21.017,20.1159,21.1679,21.5519,20.0185,21.7305,21.2028,21.4618
attf-2;O17406,22.5098,22.9572,22.7161,20.9668,21.6278,20.5099,21.2016,20.9796
attf-2;O17406,21.3757,20.7007,20.6846,21.4341,21.1501,21.3531,21.1738,21.4739
attf-2;O17406,21.5316,19.8531,21.0867,20.4775,18.9522,20.2863,21.5335,19.7026
attf-2;O17406,21.7113,20.2684,21.34,20.8981,20.2116,20.2611,19.6819,20.9643
attf-2;O17406,20.2225,20.9511,18.806,21.3031,21.5699,20.642,21.6879,21.4785
attf-2;O17406,21.9712,21.5478,21.5136,20.0506,21.2266,20.0761,21.3828,19.6515
;O17524,20.4382,18.9393,21.5982,21.3806,20.7,21.4748,20.4159,19.1314
rap-2;O17599,20.8091,19.5913,21.7881,21.3667,21.2439,21.1809,20.9175,21.4843
ruvb-1;O17607,24.3775,24.1932,24.0696,24.7907,23.282,24.107,23.6965,23.226
sams-1;O17680,21.1532,21.1699,21.6389,19.8968,20.9941,20.8962,20.3499,21.9083
;O17682,24.5664,23.2069,24.0484,23.1772,23.456,23.4398,23.3856,21.9703
nasp-2;O17687,25.3205,24.1942,24.3354,22.1659,20.4378,20.6525,19.9951,20.6083
nasp-2;O17687,25.235,24.0353,23.6147,26.1245,21.2023,20.6656,20.9132,20.7458
nasp-2;O17687,26.2452,26.6046,26.2097,26.5014,20.9372,21.1067,21.1652,20.7791
nasp-2;O17687,19.6062,20.0648,21.6535,20.1384,20.093,21.3989,18.9256,21.5602
nasp-2;O17687,24.7235,24.2402,25.3643,26.3164,21.2922,21.7292,21.6115,20.9658
nasp-2;O17687,24.0695,23.0243,23.0138,24.9235,22.8639,22.5687,21.065,22.4853
nasp-2;O17687,21.4978,19.2863,20.5573,20.6126,26.7305,25.6385,25.6871,26.5501
nasp-2;O17687,20.7063,18.5532,19.0825,20.7675,21.4066,21.5425,20.6735,20.8085
nasp-2;O17687,21.2886,20.0139,21.0958,20.7467,21.2867,18.619,18.9535,21.4054
nasp-2;O17687,26.0292,25.1217,26.0073,23.1092,20.8331,22.7576,24.4427,24.4339
nasp-2;O17687,23.0373,24.4398,23.0892,24.7156,20.0842,20.8416,20.7675,20.5191
nasp-2;O17687,20.4828,20.6165,21.4699,20.9271,21.4434,21.5034,20.4838,19.9405
nasp-2;O17687,24.8081,24.801,26.3016,22.5708,20.5474,20.7239,21.3749,20.1995
nasp-2;O17687,21.3724,21.2733,20.9544,19.906,19.4146,19.7442,20.1549,20.8205
nasp-2;O17687,21.9786,21.2246,20.8428,21.4554,19.9977,21.7938,20.3835,20.5297
hda-1;O17695,24.2445,23.5077,22.7983,24.6095,24.271,23.6995,22.8122,22.9923
;O17742,24.7557,25.6689,25.3119,23.4713,19.831,22.2097,21.5638,23.0486
tkt-1;O17759,21.9892,19.7882,21.0499,21.1624,20.3954,19.814,20.0534,21.3201
tkt-1;O17759,20.7128,21.1439,20.5429,21.513,18.7618,20.067,20.5902,20.547
;O17773,21.4203,20.5057,21.2761,21.4377,19.1154,20.9061,20.9458,20.1976
;O17785,25.202,23.6017,25.3521,22.6783,24.5769,24.3931,25.0436,24.7725
;O17785,21.5669,19.7573,21.6788,21.3619,20.4564,20.3571,21.3588,21.3358
;O17893,21.56,21.2805,21.0917,21.4076,20.8395,21.2421,21.7127,21.0357
ctg-1;O17907,19.603,20.4932,21.2939,21.3098,20.6467,20.7856,21.4861,19.9353
ctg-1;O17907,24.3717,21.9583,23.2561,23.0734,22.7985,22.8393,24.1768,22.7075
ctg-1;O17907,24.346,24.6516,25.8869,24.9677,21.4349,20.4687,20.7158,21.6703
