geneName;Leading.proteins,log2 N2_d15_01,log2 N2_d15_02,log2 N2_d15_03,log2 N2_d15_04,log2 N2_d10_01,log2 N2_d10_02,log2 N2_d10_03,log2 N2_d10_04
hum-2;Q8I7K2,18.0383,19.9066,19.2167,19.1114,18.5625,17.5579,19.6402,17.9612
prdx-2;Q8IG31,20.3071,19.5835,19.6467,19.5174,22.7865,22.6919,22.5876,22.7018
prdx-2;Q8IG31,21.6887,21.5227,21.5087,19.6751,21.4104,20.4507,17.7834,19.459
prdx-2;Q8IG31,17.0459,19.4119,20.0852,18.2426,18.683,19.1002,21.1293,20.2889
prdx-2;Q8IG31,19.3931,21.7107,19.8821,19.8984,19.0892,20.1956,22.1056,18.0779
prdx-2;Q8IG31,24.1485,23.961,23.1347,24.9779,16.6824,18.2233,20.197,20.6782
prdx-2;Q8IG31,18.9591,18.536,17.6032,19.1913,18.6355,18.3407,20.8955,18.1175
prdx-2;Q8IG31,28.166,27.9014,26.8082,27.9616,28.9305,29.3086,29.572,28.22
prdx-2;Q8IG31,19.5417,20.4564,20.8973,19.9794,18.7822,19.3413,18.4649,19.0063
prdx-2;Q8IG31,19.0105,19.1708,21.4611,20.8276,19.8727,19.9808,20.0507,20.2719
cebp-2;Q8IG69,20.1164,20.6228,18.5607,18.9235,18.7867,18.7075,20.5106,21.0194
;Q8MPY2,25.8256,26.2701,25.6286,22.7694,26.8195,26.8706,28.5284,25.9251
;Q8MQ73,18.8822,20.4055,19.1098,18.88,17.5412,17.8901,21.106,20.2073
;Q8MQ73,20.9532,18.9936,18.6238,19.9377,17.7511,19.6688,19.8946,19.0593
;Q8MQ73,19.8689,19.2727,20.2957,20.4721,16.9022,20.2119,19.3974,16.8125
;Q8MQH0,28.0676,28.2216,26.3185,27.903,27.9018,28.1103,28.4493,27.7385
pst-1;Q8MXJ9,23.2847,23.0669,21.2922,23.4345,23.1134,23.908,24.2931,23.7587
sqd-1;Q8MXR6,19.6252,21.601,15.9932,20.3292,19.0224,18.6759,18.1195,19.6814
mca-3;Q8MXS0;Q95XP5,20.3575,19.1244,20.7894,20.0458,19.1427,19.1866,20.5723,17.6332
mca-3;Q8MXS0;Q95XP5,23.1477,23.3427,23.8327,23.3829,17.9097,19.8592,19.8902,20.8592
mca-3;Q8MXS0;Q95XP5,18.9232,20.5581,20.3099,19.4725,20.7881,22.1178,23.1013,22.1138
mca-3;Q8MXS0;Q95XP5,20.1524,20.2673,19.78,20.5572,23.6261,24.2919,24.3033,23.5496
mca-3;Q8MXS0,19.4574,19.0427,17.8768,20.458,21.4314,20.698,19.2129,19.9946
mca-3;Q8MXS0;Q95XP5,21.8515,19.0141,19.9578,20.5539,24.8382,24.5554,25.678,24.7624
mca-3;Q8MXS0,19.9809,19.0283,17.7595,18.7466,19.5788,18.9147,21.6474,16.5064
nape-2;Q965X9,25.1777,24.9032,26.1859,25.2987,27.1949,25.3021,26.6167,25.7002
;Q8T3D2,19.4124,18.6236,21.2421,20.1967,18.324,16.2051,19.9337,17.3317
;Q8T3D2,21.1587,21.2006,18.3434,21.1106,19.3316,20.2038,20.5002,21.3944
nhx-2;Q8T5S1,20.0279,20.2128,19.7078,19.8911,17.0014,18.2756,20.258,18.2274
nhx-2;Q8T5S1,18.4485,20.6796,19.7511,20.2286,21.2346,20.0548,18.6765,19.1055
rps-20;Q8WQA8,33.0702,33.4153,32.019,32.7164,29.003,28.5266,30.0931,27.9812
rps-20;Q8WQA8,31.7157,32.8948,31.5943,31.8032,28.9912,29.3557,30.341,28.2667
rps-20;Q8WQA8,25.8033,26.5856,25.0357,25.667,19.2759,20.8426,20.655,18.5753
rps-20;Q8WQA8,19.7572,21.0046,20.2748,21.3585,18.6661,19.2594,19.5157,20.0198
rps-20;Q8WQA8,30.3161,30.2815,30.1829,29.2065,30.5101,29.9958,30.6532,29.3715
;Q8WQF7,26.8813,27.0208,24.7637,24.7813,18.2997,17.2942,18.5268,16.2753
;Q8WQF7,18.0942,18.1041,21.6674,19.5677,18.6152,19.9474,17.8912,20.8747
;Q8WQF7,22.4501,22.9375,23.4396,23.5343,19.5206,19.5225,18.9534,20.3211
;Q8WQF7,20.2474,21.2752,19.9447,21.2168,20.8574,23.8721,22.0093,22.6785
;Q8WQF7,20.3779,21.5469,18.2653,17.723,18.1305,21.5107,20.7368,18.3861
;Q8WQF7,25.3166,23.8001,22.9372,23.432,22.1279,23.325,24.1837,22.043
;Q8WQF7,26.6309,26.785,25.7143,24.2679,25.8653,26.2564,27.1861,24.7946
;Q8WQF7,19.7033,19.9172,19.8827,21.1709,22.2342,22.976,21.6213,23.3414
;Q93168,21.55,20.0319,19.3167,20.2412,21.0238,18.7531,19.3189,19.2742
;Q93168,22.688,23.0862,23.8806,22.4752,24.1906,24.41,24.8256,24.766
;Q93168,21.4001,20.9024,19.1121,19.4194,18.8475,18.4833,21.8791,18.6505
;Q93211,25.7102,23.3969,21.8103,22.5732,25.5159,25.9685,25.258,25.625
;Q93211;Q93213,25.5807,24.7163,25.3956,25.142,25.4037,25.2298,25.8318,23.5612
;Q93213,19.548,21.4063,19.888,19.197,24.7944,24.6378,24.5955,24.0584
nkb-1;Q93235,21.079,19.2166,20.2027,20.6212,21.5161,19.4124,20.2639,19.4104
cysl-1;Q93244,20.2174,21.4251,20.6473,18.3873,18.1344,19.4411,19.7209,21.0032
cab-1;Q93249,23.9893,25.0773,24.6929,24.7782,20.3969,19.5933,19.5364,18.8509
cab-1;Q93249,20.4897,17.544,18.2653,18.3999,18.8233,18.9026,20.9853,19.4525
cab-1;Q93249,21.9778,21.2141,22.813,24.3609,18.6798,20.415,18.374,20.0609
;Q93289,27.6606,28.137,26.5704,27.0937,17.7914,18.4187,20.577,17.4197
;Q93291,20.4685,19.8331,20.7561,19.8333,18.6752,20.464,19.6348,16.9824
cytb-5.1;Q93315,21.9357,19.7731,20.9258,20.6268,25.4688,26.217,24.6909,24.5191
cytb-5.1;Q93315,18.5997,19.9508,19.011,20.9225,18.8579,19.3559,20.1103,19.7747
;Q93321,19.409,19.8892,20.9833,20.7543,18.7111,19.8459,19.2378,19.3788
;Q93333,20.0683,20.6548,20.9219,21.5158,20.0536,16.7794,21.6132,18.8094
rpb-3;Q93338,20.5194,19.9522,20.3384,21.6472,18.1233,18.6657,19.6066,19.5469
gsr-1;Q93379,20.1902,17.446,20.4237,19.2747,20.4675,18.6602,19.0983,20.3595
drh-3;Q93413,19.6064,20.5812,18.9777,19.8771,20.0002,18.365,18.3408,18.864
npp-17;Q93454,19.3605,20.6592,19.2886,20.554,17.9916,21.4865,18.4856,17.2905
;Q93513,20.9971,20.6532,20.7589,18.854,20.6039,17.0737,19.5116,19.2726
;Q93513,18.6773,20.9321,18.7024,20.5992,21.1695,20.1856,19.6891,17.4641
;Q93513,19.7221,19.4038,18.7913,21.669,19.2645,15.6757,17.9525,20.603
;Q93513,19.5622,20.3096,18.8961,20.1561,17.5246,18.705,17.2082,21.3063
;Q93535,27.4465,27.3837,26.8022,23.2217,20.3982,18.6947,16.9306,20.1445
;Q93553,20.0026,18.16,18.4208,20.5033,21.041,17.1274,18.5454,19.0641
rpa-0;Q93572,19.3721,19.7368,20.4438,20.4298,17.8128,18.4197,20.5473,20.0911
rpa-0;Q93572,19.8902,20.7923,18.9436,19.3328,21.49,18.3052,19.9489,19.028
rpa-0;Q93572,21.3677,20.7714,21.359,20.9286,20.2603,20.3815,17.9915,19.8755
rpa-0;Q93572,19.385,19.4555,20.2478,20.8226,23.5718,22.5359,22.3353,22.8192
rpa-0;Q93572,19.0246,20.8602,18.3018,21.1339,24.1637,24.8912,24.3328,24.6095
rpa-0;Q93572,22.0332,23.1794,21.7549,23.235,19.8066,20.4766,18.6115,19.2687
rpa-0;Q93572,19.3625,20.4776,20.1859,19.7234,17.13,20.4789,17.2459,20.9782
rpa-0;Q93572,18.0045,21.2054,20.3562,21.2963,18.973,20.2057,19.6477,17.9791
rpa-0;Q93572,20.7279,21.7219,20.9078,19.7326,19.2229,19.632,18.3645,19.6725
rpa-0;Q93572,21.6792,17.3986,19.5108,19.3073,20.5324,19.1241,18.0308,19.3463
tct-1;Q93573,26.2404,26.0483,27.0462,26.9111,17.1648,18.6716,20.4594,18.4609
tct-1;Q93573,22.0141,19.5435,19.8626,20.6229,19.1419,17.1428,21.1246,19.8527
tct-1;Q93573,19.0375,19.9292,18.7544,21.0301,21.1166,19.2247,20.9735,18.2592
tct-1;Q93573,23.9823,23.3061,22.6521,23.1862,19.4369,19.2812,19.2801,17.9757
tct-1;Q93573,24.7222,23.3449,23.0894,24.4633,20.2037,19.7719,21.432,21.2957
tct-1;Q93573,24.0812,23.9272,23.0615,24.2989,20.0963,20.132,21.1719,17.5987
tct-1;Q93573,20.1604,19.3646,19.9291,21.6456,23.3955,24.1649,25.1239,23.6636
tct-1;Q93573,20.1364,19.9227,19.1021,21.1607,17.9142,19.644,16.1819,16.494
ndk-1;Q93576,20.9332,20.8653,19.425,20.9726,19.4159,18.4479,19.4087,17.0733
ndk-1;Q93576,19.3068,20.5394,19.7287,19.9431,18.9874,17.6246,16.5633,20.4746
ndk-1;Q93576,25.5441,24.9016,23.9122,26.5968,18.4401,19.4524,20.5983,20.5222
F27D4.4;Q93618,18.2931,21.578,20.4957,20.1481,18.4535,19.237,20.6491,20.7998
gst-24;Q93694,18.4252,18.3,21.2044,18.7427,18.8864,18.5377,17.928,20.3478
gst-24;Q93694,17.9575,20.4875,17.9453,18.7914,17.8927,20.4985,19.8297,21.2549
gst-24;Q93694,19.2584,19.4035,19.3937,20.8696,22.8967,23.1594,22.3606,21.1382
gst-24;Q93694,31.9702,31.342,30.7309,31.0081,25.5348,24.6266,27.9636,27.0795
ned-8;Q93725,27.0056,27.0866,26.2568,27.2051,20.9306,21.5267,21.8861,21.262
ned-8;Q93725,27.9166,27.3309,24.5932,22.6923,27.2777,27.5177,26.1104,25.758
ned-8;Q93725,21.7895,20.8577,20.548,19.2065,20.0825,18.7222,19.4074,17.603
;Q93838,18.9386,21.2017,20.8197,20.9774,21.2769,22.0037,22.3213,21.5614
ent-2;Q93871,17.507,21.7541,19.9534,19.5814,19.7869,19.055,20.8664,20.4344
ent-2;Q93871,28.373,26.353,26.9446,26.907,27.3804,28.695,27.5778,28.3601
ent-2;Q93871,27.0771,27.1676,24.143,27.2719,16.8805,19.7311,19.4357,20.1991
;Q93892,23.4901,24.564,22.2414,24.4549,22.3172,24.849,22.6037,23.3137
mct-3;Q93896,21.6273,22.7856,23.4323,22.064,24.648,24.829,24.3749,24.86
mct-3;Q93896,20.9701,18.7548,19.9326,19.8879,17.5646,17.7136,20.6327,19.1236
mct-3;Q93896,24.9124,24.5452,24.1439,25.2083,18.2952,20.5592,19.7005,19.5252
mct-3;Q93896,21.9774,19.3981,20.0408,20.3989,25.1797,24.6129,25.5562,25.5256
mct-3;Q93896,24.1497,25.8631,23.4236,24.7526,17.7361,18.8012,19.5581,20.1586
mct-3;Q93896,21.5255,23.3044,23.7357,24.7526,18.9906,20.7892,20.5324,18.4686
mct-3;Q93896,21.4485,20.5652,20.2706,19.7623,19.7587,17.5981,17.6234,19.8764
sdz-27;Q93932,25.412,25.9388,24.9443,26.4209,26.4379,26.2701,25.4162,25.199
sdz-27;Q93932,20.1452,20.4668,20.6528,21.7804,21.5399,22.0856,21.0368,20.8172
;Q93934,19.2739,21.2595,18.3109,21.1317,21.3818,18.7789,19.1122,20.6724
cav-1;Q94051,28.5807,28.5976,25.6589,27.8623,28.3973,29.5786,29.0755,29.3555
cav-1;Q94051,22.5061,23.0287,24.3781,25.0105,20.4872,17.0008,19.1867,20.9985
cav-1;Q94051,25.6698,25.5945,23.6916,21.1432,24.0482,24.2094,22.4226,22.9114
cav-1;Q94051,17.4018,21.0413,19.5866,19.1602,23.6277,24.6244,24.1857,23.011
cav-1;Q94051,18.4868,19.2994,18.4493,21.9265,19.4795,19.9139,20.2204,19.7538
cav-1;Q94051,21.0929,21.7543,21.2136,19.0524,18.7673,18.766,18.8915,17.5983
snb-6;Q94057,20.9415,21.3299,19.2945,21.0984,18.7301,19.7296,18.5235,19.8322
rab-10;Q94148,24.6202,24.5245,24.7787,21.8776,23.1027,22.8501,23.3208,22.3823
dnj-11;Q94216,19.6901,20.542,18.7538,19.677,17.788,20.5969,19.0481,19.8422
dnj-11;Q94216,25.1846,24.5711,25.1194,26.2612,19.9768,18.2837,20.4541,21.3384
dnj-11;Q94216,20.9463,20.7035,19.094,20.4684,19.0314,20.155,19.2039,19.1399
plp-1;Q94230,20.4553,21.2594,16.6973,19.5764,18.5022,20.8265,18.8264,21.359
plp-1;Q94230,19.7892,18.5628,18.9878,19.7595,17.7623,19.3481,18.6687,20.0822
plp-1;Q94230,20.2552,19.2635,20.7899,18.5733,16.3593,19.1857,17.2158,21.3037
plp-1;plp-2;Q94230,22.6838,22.2397,21.4812,23.3049,18.4211,19.1448,20.588,19.2456
fah-1;Q94272,25.7966,22.8198,23.3134,22.8482,21.5241,20.6448,19.6818,19.8777
rpl-11.1;Q94300,24.8999,21.6817,22.5194,24.6701,24.9901,25.2287,24.8888,24.1157
pas-4;Q95005,19.7313,17.7321,20.0793,20.1005,18.3023,18.5108,20.0655,20.8491
pas-5;Q95008,20.6929,21.8249,19.3724,21.3287,17.107,19.6773,19.2008,18.7165
pas-5;Q95008,19.9925,21.4883,19.4114,19.5543,30.0401,30.182,30.9869,30.5592
ubc-9;Q95017,20.5645,19.93,21.3319,19.8176,25.5625,26.2788,26.5189,25.3177
;Q95PZ7,20.3854,20.9723,20.1839,19.5893,19.5542,17.2805,20.8372,20.9031
;Q95PZ7,20.8403,20.5801,20.1404,20.1739,19.6133,19.5653,18.8223,21.3923
Y53F4B.39;Q95Q18,19.2534,19.7635,21.0735,19.7898,17.2536,21.0285,20.965,16.9638
Y53F4B.39;Q95Q18,21.0748,19.7208,20.1319,20.2265,20.11,18.3018,18.9684,17.6884
;Q95Q93,20.715,20.8526,19.5404,21.1296,23.4865,22.5509,24.2085,23.3548
;Q95Q93,28.1216,22.1418,23.8644,24.5507,24.684,24.4184,25.359,24.3112
;Q95Q93,18.5998,19.8014,21.5273,21.4823,23.6523,22.6183,23.5737,22.5396
pat-12;Q95QA6,24.3817,23.7241,23.817,25.8899,24.138,23.639,24.2234,24.0111
pat-12;Q95QA6,19.0532,19.9895,19.55,19.546,20.2917,19.4292,21.0333,17.8974
pat-12;Q95QA6,17.8616,21.893,18.5276,18.5574,23.5295,24.225,26.12,25.3588
pat-12;Q95QA6,20.0084,20.6968,20.2005,19.9667,18.9603,16.9661,18.5235,20.5984
pat-12;Q95QA6,23.7271,23.781,23.5523,25.1544,19.8857,20.5553,19.4254,19.8885
pat-12;Q95QA6,21.1264,19.1435,20.3435,19.9639,19.2944,18.3521,19.6623,18.7548
pat-12;Q95QA6,22.7605,24.182,23.3827,22.6427,20.6042,20.558,19.5222,21.213
pat-12;Q95QA6,19.56,20.0452,19.0751,21.095,18.4207,20.3685,21.2916,16.8645
pat-12;Q95QA6,25.0367,24.2147,22.529,25.2501,19.8077,20.3095,19.0919,19.6678
pat-12;Q95QA6,23.9025,24.7407,25.5892,25.5554,21.5337,20.4507,21.6945,20.1142
;Q95QC9,18.8263,19.4658,20.2873,20.4395,20.8113,16.8932,19.2302,18.7004
tmem-135;Q95QD1,20.9918,19.0876,19.8472,19.004,21.2665,19.9724,18.8932,17.0628
;Q95QF1,20.2588,19.2855,19.4848,20.0076,19.5384,18.9276,19.3816,18.2625
;Q95QF1,20.5609,18.4251,19.2585,20.261,18.0193,18.6121,19.9916,20.2233
;Q95QF1,21.209,21.9065,19.9241,21.4478,24.5329,25.2391,25.5177,25.2424
otpl-3;Q95QL0,23.6587,24.137,22.1113,22.679,20.255,17.7136,19.058,20.7342
;Q95QN5,18.4888,18.7807,19.0513,21.4896,19.7112,16.2401,21.1458,19.6148
brap-2;Q95QN6,25.1243,24.9245,23.1949,25.9203,25.5476,25.4225,26.591,26.1288
brap-2;Q95QN6,26.6454,26.0196,21.9865,25.7946,23.1085,24.9048,25.0785,23.0717
brap-2;Q95QN6,25.559,27.7922,21.9865,26.9249,24.8681,27.5293,27.8284,27.6779
brap-2;Q95QN6,23.6964,24.1571,24.1869,23.5334,19.5725,19.1166,17.1295,20.4372
brap-2;Q95QN6,20.2192,19.2859,20.5375,19.586,20.9183,16.8532,21.5701,19.294
brap-2;Q95QN6,29.5179,29.5445,28.6876,28.7314,27.8668,27.5928,29.0108,29.1941
;Q95X11,18.6248,19.8712,19.5011,20.4197,20.4286,19.8273,21.2791,20.6198
vha-8;Q95X44,25.6163,24.5282,24.407,25.2525,24.476,24.0609,24.6226,23.7219
vha-8;Q95X44,20.9542,20.2793,21.4118,20.9957,18.6016,19.1073,19.3431,18.625
vha-8;Q95X44,18.3047,17.5905,20.4789,17.5877,18.717,17.9185,19.5623,19.468
;Q95XC1,21.1853,21.4777,21.0371,20.5962,19.2452,17.6311,19.7972,21.3501
vamp-7;Q95XH1,25.375,24.8495,23.7822,26.1254,21.9836,19.8079,21.7014,19.4338
mppa-1;Q95XN2,19.5316,19.8294,19.1719,20.7687,18.7143,17.762,19.2752,17.4643
ubc-3;Q95XN7,19.6986,20.3695,16.0485,19.5916,17.8679,19.252,21.1826,16.0218
ubc-3;Q95XN7,20.8957,18.95,20.4052,20.5859,20.1681,20.4634,17.193,19.7153
tbca-1;Q95XR1,20.6503,18.1795,20.718,20.5972,20.2041,19.6231,19.3601,18.1626
tbca-1;Q95XR1,20.6126,18.3922,19.4814,20.3628,19.4091,20.421,19.4485,19.0852
tbca-1;Q95XR1,19.8385,20.6337,20.8525,18.3832,19.2718,20.6048,20.1939,17.7858
epg-2;Q95XR4,23.5326,24.3848,25.286,24.8658,25.5097,25.4586,26.3594,26.0903
wwp-1;Q95XU3,25.2498,25.601,24.382,26.1832,16.5185,20.8044,20.8905,19.1072
wwp-1;Q95XU3,25.1582,25.4965,25.5791,25.0576,19.0912,18.042,18.3843,18.2057
wwp-1;Q95XU3,26.4973,25.8715,25.5759,24.5155,23.1278,23.6818,23.1472,23.8792
wwp-1;Q95XU3,21.8289,21.2563,21.1411,18.7552,19.2136,20.1069,20.1097,19.8012
wwp-1;Q95XU3,19.5493,20.2217,17.4178,20.3173,23.6529,24.447,25.0107,23.2506
wwp-1;Q95XU3,18.6191,20.75,20.4901,20.1826,17.0364,19.3772,19.289,18.5505
sut-2;Q95XU6,20.0618,21.3126,20.0374,21.6672,21.1506,18.1107,22.0174,19.2698
;Q95XV3,24.4732,22.8949,23.3537,24.1161,18.3649,18.1126,20.7575,21.1657
ubc-13;Q95XX0,24.4653,24.6362,24.6197,23.3826,19.4086,20.6084,18.9813,20.5054
ubc-13;Q95XX0,26.8871,26.6729,24.9387,27.1606,24.4337,24.7491,25.3198,24.3596
ubc-13;Q95XX0,27.2794,28.2089,27.1397,26.9178,20.9396,22.0875,21.6549,22.0341
ubc-13;Q95XX0,27.4516,26.4841,25.0039,25.7652,19.6296,17.8361,19.295,17.4006
ubc-13;Q95XX0,19.2764,19.7427,19.7938,20.6603,20.1253,19.1311,20.3586,20.3094
ubc-13;Q95XX0,20.6168,20.4034,20.6022,20.2683,16.9518,19.6408,21.3575,21.2692
ubc-13;Q95XX0,20.6572,21.901,19.1618,17.5563,18.6831,20.8777,20.0448,18.5585
rps-28;Q95Y04,19.9876,19.2844,20.866,18.8805,16.7307,21.0257,18.7604,19.1284
;U4PC73,24.1037,23.6272,22.676,24.5372,24.7397,25.3727,24.5094,25.3688
;Q95Y68,21.1556,20.118,19.693,21.1115,18.3955,17.6889,19.593,19.5647
dss-1;Q95Y72,21.2826,19.1228,19.4658,17.3152,22.7034,23.3898,24.1435,21.7821
;Q95Y88,23.6398,22.7417,23.1965,24.5647,23.9116,24.1171,24.5944,23.2971
rpl-9;Q95Y90,20.8077,17.446,19.4292,21.0162,18.1489,19.8904,20.4214,21.0927
rpl-9;Q95Y90,20.2111,20.6891,20.0958,20.172,18.0442,19.0279,19.7043,17.3074
rpl-9;Q95Y90,28.2098,27.9185,27.4336,28.3816,27.5818,28.9105,28.4617,27.9189
rpl-9;Q95Y90,20.5069,20.9381,18.7462,21.5439,17.579,20.9022,19.1823,17.1585
rpa-2;Q95Y97,17.731,20.7526,20.5853,19.4761,21.4248,21.4782,18.1606,19.693
;Q95YC6,19.7956,21.3421,19.3723,20.8006,18.8495,18.4899,17.2031,19.4405
gln-1;Q95YD1,20.2604,18.8203,20.7428,20.6952,20.8717,17.912,16.9476,20.1199
;Q95YD9,18.8772,20.2395,19.3755,20.6482,19.6174,20.252,20.0418,20.9923
cgh-1;Q95YF3,21.1464,19.1436,19.1028,19.9309,20.2386,21.1227,22.0985,18.0493
cgh-1;Q95YF3,21.1805,18.9992,18.5216,18.5708,18.1035,18.6403,21.4266,19.6955
cgh-1;Q95YF3,19.3355,20.4664,20.2892,19.1539,26.114,24.4116,23.4835,23.3983
cgh-1;Q95YF3,19.5632,20.0707,19.8825,20.2511,20.0586,19.4435,20.639,20.7231
ZK353.9;Q95ZI6,21.7457,19.5762,18.9479,18.878,19.9383,19.3188,20.1002,17.6863
;Q95ZJ9,20.0658,19.9523,18.8528,20.2058,20.3067,20.8666,21.5105,20.444
act-4;Q95ZL1,25.8029,25.6465,24.0742,28.221,23.2138,21.7984,22.7746,21.8058
act-4;Q95ZL1,18.4602,19.6656,18.352,18.602,19.9105,20.5646,20.666,20.2807
gos-28;Q95ZW1,19.9288,21.5627,20.0428,21.371,20.5126,18.9922,16.7943,20.588
;Q95ZW2,19.7936,17.9658,19.6337,18.8635,19.1201,19.5838,19.4538,19.7666
gad-3;Q960A1,18.6191,20.0168,18.5633,18.7477,20.1594,18.8321,20.6896,18.5688
;Q965K0,24.5479,23.924,23.4888,25.538,19.8713,21.3269,19.0087,18.6368
;Q965K0,22.5229,21.0384,21.3801,22.1216,18.421,21.0716,20.874,18.3274
;Q965Q1,20.1194,20.4569,19.7852,19.0233,20.4316,19.734,17.9305,21.288
;Q965Q1,19.6887,20.5727,20.554,19.8412,18.5662,19.5888,19.8767,19.2147
;Q965R9,19.0512,20.2089,21.1658,21.3156,16.9255,19.88,19.1463,21.4015
;Q965R9,21.3317,21.7822,19.296,19.9539,18.2224,16.6881,21.1734,17.2954
eif-3.I;Q965S8,21.1403,20.6916,19.4237,19.1983,19.5881,19.4318,18.3811,19.6727
eif-3.I;Q965S8,21.8787,18.3575,20.4982,17.9618,19.1636,18.3097,17.4961,19.156
xpo-2;Q965V4,19.633,20.3291,16.911,21.9369,19.37,20.1402,18.7917,17.6002
ubh-3;Q965V9,21.0031,19.5345,20.5227,18.4024,20.2486,18.9247,20.3868,18.755
;Q965W8,19.7152,21.316,19.1431,20.4679,19.9111,20.4764,21.6498,19.8853
nape-1;Q965X7,21.1304,20.8553,21.5406,20.6788,16.7724,21.0858,19.4761,21.1061
;Q966A5,21.2913,18.0837,21.3719,18.8179,19.5904,20.3916,22.0736,21.0061
;Q966A5,25.864,26.4329,26.0352,24.8909,24.474,24.5695,24.5349,24.5392
;Q966A5,20.2605,19.2329,19.5748,19.3719,19.0845,19.2286,16.3816,19.4681
;Q966A5,26.4708,25.0667,23.4425,26.573,18.0424,20.2428,20.5661,14.9964
rpl-7A;Q966C6,24.2083,22.4935,22.2686,22.6415,19.2448,19.8441,20.3915,19.0523
rpl-7A;Q966C6,22.5541,23.9355,23.3965,23.5073,18.8186,20.1676,19.7203,19.6558
rpl-7A;Q966C6,22.0927,23.1925,24.0796,23.844,22.8942,22.2855,22.7467,22.4893
;Q966C7,20.3974,20.6114,19.9006,19.7286,21.158,21.2304,19.9626,20.7512
;Q966C7,19.9659,21.6635,20.0528,20.1922,20.0718,21.4226,21.9966,21.3966
;Q966C7,18.8477,20.8412,19.8671,17.9005,19.7205,17.6553,19.8483,20.5372
pbs-1;Q966I8,17.8111,20.5092,20.5462,19.773,19.4116,17.7251,21.1714,19.9962
col-165;Q966K5,17.9833,19.0485,18.1521,20.9426,18.8226,19.1724,18.4934,16.4796
E01A2.2;Q966L5,21.0772,19.8107,20.5648,20.9856,20.634,20.6806,19.0687,17.9506
uri-1;Q966M4,18.9947,19.6504,19.4227,19.5048,18.9042,19.8666,17.66,18.7956
dbr-1;Q966M6,20.4909,21.0384,18.1977,20.4177,21.8629,21.588,23.0729,22.7987
;Q9BI62,19.6438,19.8508,18.3672,21.3061,19.8669,20.5717,18.1403,19.3497
epn-1;Q9BI71,27.5674,26.2938,26.5625,27.4194,24.9518,26.7212,25.2423,26.2083
epn-1;Q9BI71,23.654,23.8806,22.422,22.0083,18.8929,20.7079,19.0219,16.8338
epn-1;Q9BI71,28.2644,27.0775,26.4244,28.3475,25.6677,25.2066,26.3818,25.4183
epn-1;Q9BI71,21.8221,19.7254,19.8664,19.9068,21.8442,23.1411,23.0978,22.4289
epn-1;Q9BI71,26.8313,26.065,26.0948,23.2754,20.0024,17.0368,19.5293,18.8092
epn-1;Q9BI71,18.4359,18.5429,19.7236,20.7211,19.7928,21.2818,17.039,17.7568
;Q9BKR9,25.4892,25.0279,24.8271,26.0357,25.4618,24.6557,25.3363,23.5247
;Q9BKR9,23.2484,24.5019,23.7117,25.6708,18.4758,18.7262,18.1768,20.1417
;Q9BKU3,20.6866,19.0376,20.1156,21.7429,19.3075,21.3666,20.3235,18.8349
;Q9BKU5,22.7431,21.8688,21.3852,22.7421,20.4255,17.9224,19.1553,21.4128
moag-4;Q9BKU8,20.0483,21.7586,18.9805,19.9043,18.0316,21.6007,21.2803,18.2664
rpl-17;Q9BL19,24.5704,25.5576,24.6925,23.4723,19.4108,19.7513,20.1695,19.3745
rpl-17;Q9BL19,19.1623,19.3603,19.183,20.0928,19.1782,20.6693,20.9112,18.2918
rpl-17;Q9BL19,24.9879,24.6949,24.2002,25.1484,21.309,21.2354,21.7118,20.9816
rpl-17;Q9BL19,18.6262,21.2283,19.71,19.317,22.7666,24.1122,23.6868,23.7895
rpl-17;Q9BL19,21.2583,23.188,23.8415,24.0094,21.2084,17.8581,20.1857,20.2437
rpl-17;Q9BL19,19.9895,20.7838,18.6589,19.5861,20.0099,20.8475,20.6133,17.8763
rpl-17;Q9BL19,19.2482,20.3129,20.0521,21.6107,20.6382,19.564,21.6308,19.2607
rpl-17;Q9BL19,19.8,18.7761,21.1815,20.3374,20.3947,17.8425,21.1769,17.847
;Q9BL28,19.3637,19.1455,20.9963,21.5297,19.4319,19.2678,20.5036,20.1555
swsn-3;Q9BL39,20.0214,19.7055,21.4868,17.0228,19.7504,20.8555,19.9928,20.6281
;Q9BL59,21.4599,20.9513,19.416,23.9762,22.2249,22.2694,23.6507,22.2866
vps-4;Q9BL83,24.8053,23.6707,23.1937,19.8876,22.1164,21.5266,23.3652,20.9825
;Q9GRY9,19.3139,19.0591,20.8759,21.7035,18.5419,20.5025,18.5702,21.2414
;Q9GRY9,19.2499,20.2498,18.1313,21.5776,19.9414,19.047,19.6575,17.073
tcc-1;Q9GRZ9,20.6863,17.314,19.0756,20.3545,18.5693,18.5596,19.2376,17.0562
tcc-1;Q9GRZ9,20.7454,20.3187,19.226,20.724,19.3018,17.3813,21.3157,20.8123
tcc-1;Q9GRZ9,21.852,19.2801,20.9029,21.7401,18.3548,16.7231,19.2231,17.5774
;Q9GUE9,18.1425,19.1698,19.7173,20.2033,19.425,20.5021,18.9996,19.5526
cpx-1;Q9GUM7,21.5978,19.6677,21.5541,20.8814,22.0035,22.7677,22.3518,23.1959
eel-1;Q9GUP2,23.6363,23.406,24.8581,24.0495,15.7185,19.2264,19.8536,17.9642
eel-1;Q9GUP2,19.1619,19.239,20.8082,18.9791,18.8012,19.6239,19.2396,18.3377
