geneName;Leading.proteins,log2 N2_d15_01,log2 N2_d15_02,log2 N2_d15_03,log2 N2_d15_04,log2 N2_d10_01,log2 N2_d10_02,log2 N2_d10_03,log2 N2_d10_04
;O02155,23.578,22.2241,26.3856,20.7507,20.6816,18.7522,19.7606,20.4364
pck-2;O02286,20.0558,20.1763,20.6637,18.8526,16.0215,18.6934,20.1066,20.0354
pck-2;O02286,18.8259,21.0724,19.6632,19.2548,16.3796,19.6199,17.9192,20.7597
eif-3.C;O02328,20.212,20.9862,19.9634,20.94,19.3705,19.1803,18.7146,20.488
nstp-5;O02345,19.91,21.607,21.2078,20.2468,18.4559,17.7908,21.1918,19.2631
nstp-5;O02345,24.9278,24.2864,23.6834,25.3625,24.4645,23.5893,24.548,24.6161
ifa-2;O02365,20.1973,19.1211,20.1837,18.1519,20.8913,20.8822,17.8681,19.4763
ifa-2;ifa-3;O02365;Q21065,19.4053,19.5653,21.4673,18.809,19.485,17.5787,20.6044,21.5367
ifa-2;O02365,21.4243,19.7876,21.1868,21.0561,18.4277,19.2374,21.1076,21.481
snb-1;O02495,31.0916,30.4218,29.6174,25.4694,26.3613,27.0321,26.3035,25.9558
snb-1;O02495,28.9333,24.754,24.2458,26.4958,23.3668,22.9133,23.8319,24.2873
snb-1;O02495,29.2261,29.3639,27.9258,28.7814,29.2604,29.6292,28.5876,27.626
snb-1;O02495,18.1586,18.4276,19.6974,19.6164,18.4729,19.8705,20.5322,19.4241
snb-1;O02495,27.9521,26.2252,21.4373,27.2355,17.75,17.2617,20.5655,19.1059
snb-1;O02495,23.6272,22.9994,21.3042,23.9709,18.7535,17.9709,17.9544,18.8862
gpx-1;gpx-2;O02621;O62327,18.7184,21.3883,20.4797,21.2022,19.234,19.485,19.4214,18.2163
cyp-35a2;O02628,20.461,20.432,18.1474,20.2548,19.7986,19.9945,19.8514,18.6858
rpl-19;O02639,17.5223,19.9015,18.4229,21.1385,19.927,19.9725,20.2598,19.8826
rpl-19;O02639,20.3466,17.967,19.6035,19.3988,17.5463,19.3702,22.0847,18.6267
mdh-2;O02640,20.3846,20.393,17.173,20.4787,21.2451,19.363,21.3596,18.7391
mdh-2;O02640,20.5279,20.5131,19.1103,21.1345,19.7259,19.7644,18.5488,18.7164
cyp-33c8;O02641,20.1289,18.5365,18.547,21.0011,22.9654,24.0689,24.3138,24.1455
cyp-33c8;O02641,22.2157,21.957,22.8195,24.409,23.3001,23.8061,23.6189,22.6515
unc-64;O16000,24.2375,23.6042,22.9906,22.7636,23.431,23.8713,25.7026,23.5765
unc-64;O16000,26.0831,24.7078,23.7266,23.9876,23.0236,24.4844,23.4425,24.1308
;Q8MXK1,26.087,26.9884,26.0239,25.2199,24.9943,26.39,25.7633,24.8179
mcm-7;O16297,18.7999,21.3993,20.975,19.8225,21.1311,20.4564,20.7174,17.2951
dnj-19;O16303,21.217,19.1828,20.5235,18.2094,22.6518,23.3392,23.6574,23.0168
dnj-19;O16303,20.794,20.8118,17.7254,21.0586,19.0654,19.4102,18.335,19.556
dnj-19;O16303,19.6713,21.7707,19.51,18.0151,26.9831,25.6446,27.468,25.6345
cmd-1;O16305,20.0744,21.8199,21.6038,18.5979,25.4772,24.7385,24.7817,24.7149
cmd-1;O16305,22.853,23.5669,24.7921,22.644,20.6,17.8216,20.0648,20.6474
cmd-1;O16305,25.0526,25.5773,25.365,25.9714,24.6613,25.1789,26.5259,24.6664
cmd-1;O16305,27.2462,26.9792,24.8107,27.5299,26.1725,27.7032,28.2003,27.3088
cmd-1;O16305,26.4104,25.9604,24.2928,22.1947,25.8353,26.981,26.4015,26.139
catp-3;O16331,24.7014,24.1996,23.3236,24.9619,26.4531,25.1128,25.2129,24.1171
catp-3;O16331,20.5219,20.4928,19.0659,18.8694,19.1861,20.3075,19.9371,20.1917
rpt-2;O16368,19.4495,19.7203,19.7762,20.3766,18.8348,19.4393,20.5393,20.2503
rpt-2;O16368,19.7616,20.2938,20.1048,20.9491,17.9217,20.9733,21.1406,15.8832
C36C5.12;O16406,19.5559,21.4662,17.9519,19.181,22.9814,23.7365,22.6194,21.8086
tag-196;O16454,19.4564,20.6654,19.9305,19.6958,20.2265,20.1981,20.7586,20.3197
atp-4;O16517,21.142,18.0773,20.2776,19.9308,19.9452,18.7232,20.1065,19.4971
atp-4;O16517,20.1687,19.5282,19.847,20.0452,20.3752,18.1659,18.7832,16.0568
atp-4;O16517,21.1297,20.5022,20.2393,18.7707,19.0269,19.2124,20.8853,18.861
alh-4;Q8MXJ7,19.4091,20.1077,19.6068,20.6782,20.3734,20.9995,18.2718,20.4173
fbxc-50;O16541,20.8839,20.9498,20.4404,21.3799,19.4542,19.3618,21.0717,20.5158
;O16547,27.206,26.5465,26.5877,26.6924,22.8995,26.4369,27.8189,26.3136
;O16547,18.1725,20.965,19.0021,20.4229,22.8995,23.0965,23.9806,23.4436
;O16547,20.3203,19.6044,19.8265,19.6373,20.2092,20.1316,19.7446,20.5162
;O16680,19.1538,19.9355,17.4077,18.7056,21.14,19.2451,19.9692,16.5882
;O16682,19.2909,20.0096,19.7421,19.908,16.8024,20.0134,19.6335,17.1441
;O16682,21.7465,18.4869,18.2668,20.2581,19.7252,18.2333,20.2925,20.0529
;O16682,19.5658,21.0862,20.3273,20.7241,20.4253,19.0721,16.3372,18.7922
;O16682,18.6034,18.931,20.2098,19.3462,21.3816,18.3043,20.4909,18.0596
;O16682,18.4883,20.311,21.2098,18.5695,17.5438,19.4905,20.5185,19.0827
;O16682,19.818,19.01,20.1603,20.4822,19.1621,18.8823,20.9712,16.1402
;O16682,23.3429,22.4996,22.3061,22.2644,24.6845,24.8919,24.3313,23.9461
;O16682,21.2574,19.3827,21.4582,19.6089,19.4545,20.2373,18.5552,21.4073
;O16682,19.8977,20.1971,20.6555,20.9081,19.7986,20.2236,20.0491,18.6787
;O16682,19.8252,19.9806,19.7858,19.1331,17.7727,19.2092,19.632,18.2026
;O16682,20.2159,21.0755,19.6479,20.3184,23.9481,23.6384,22.6116,21.9883
;O16684,21.076,20.6654,20.0946,20.3118,17.2007,18.946,19.4429,19.8592
;O16697,22.0309,20.1691,19.9683,17.7881,22.321,24.1487,22.5124,23.7392
;O16697,19.2957,19.1222,20.1965,20.2602,25.5785,22.5931,22.5124,23.438
pat-6;O16785,18.5082,20.5128,20.9438,20.2368,17.5048,16.902,21.9488,18.2535
ugt-41;O16922,20.6661,21.6399,20.3582,20.6675,19.389,20.055,18.9344,17.1759
ugt-41;O16922,20.9838,17.5158,21.0114,18.8668,19.3354,20.1385,21.2505,17.6377
;O16997,18.4754,20.9127,19.935,20.5431,20.5824,17.2258,19.0258,21.1559
;O16997,20.2772,20.8307,20.9459,18.717,18.3656,16.4163,19.1337,19.5377
;O17069,22.0414,19.4862,18.9737,20.2982,18.3624,17.6729,20.1439,18.5263
;O17069,23.943,24.8364,21.3239,22.4681,18.187,20.4907,20.9156,19.4066
rpt-4;O17071,19.7193,17.408,19.7879,20.622,18.7439,17.2582,19.0964,17.9686
rpt-4;O17071,20.5893,21.6832,20.1291,21.0953,20.2591,21.2754,18.1958,19.4533
;O17167,24.1437,23.4881,22.752,24.8611,25.4187,26.7625,25.2219,26.3687
;O17168,19.4957,19.038,19.5383,21.0954,18.8674,18.6775,18.1993,20.1142
fbxa-165;O17199,19.9463,21.5365,20.3617,20.0519,23.4589,23.4636,24.5574,22.8433
rps-22;O17218,24.2622,23.7334,23.5202,23.4177,22.564,21.4892,21.3509,21.542
rps-22;O17218,19.5766,19.724,18.0352,18.9107,23.3643,23.0871,21.9467,23.3483
rps-22;O17218,19.5053,18.5867,21.1158,20.8525,17.1577,20.6598,20.1339,19.182
mct-6;O17328,21.3836,19.7411,19.3269,21.7088,19.8196,19.2111,17.8079,19.1479
mct-6;O17328,21.6174,17.4062,20.022,20.2327,24.8618,24.5645,25.3836,24.1112
mct-6;O17328,19.472,20.8017,19.0725,18.1165,18.1115,20.8733,20.1014,18.1585
mct-6;O17328,21.7847,23.401,25.3113,23.5108,23.9136,23.8849,24.4006,22.8292
mct-6;O17328,21.4743,21.224,19.9284,20.3635,20.6363,18.3202,20.7633,20.5642
mct-6;O17328,24.119,22.4391,26.0589,24.2064,19.2927,19.823,19.9038,19.8057
tth-1;O17389,20.8302,18.8137,20.2594,20.1488,22.2169,23.1828,23.7387,22.4042
tth-1;O17389,20.8447,21.2105,19.0956,19.4427,19.786,18.6968,19.5418,20.0811
tth-1;O17389,21.1585,19.868,21.5911,20.8839,21.4234,19.7785,20.4367,19.5502
tth-1;O17389,19.867,20.5688,19.4982,20.5307,18.1496,18.961,19.2521,18.0643
tth-1;O17389,18.889,19.6983,18.773,18.8732,19.3998,18.429,18.0629,21.5621
;O17390,19.3038,18.7301,20.2216,19.6572,23.6434,24.4338,26.4734,25.5652
F52H2.6;O17397,20.7963,20.5078,20.5956,20.584,21.8769,22.2107,23.8422,21.5791
F52H2.6;O17397,26.2371,24.178,27.9395,25.7428,20.3648,19.2882,20.1929,17.2995
F52H2.6;O17397,18.0492,18.5292,20.8818,20.5412,20.0757,20.0182,18.9829,17.6614
attf-2;O17406,19.6308,19.6214,18.7924,21.4546,17.71,19.178,21.1419,17.8456
attf-2;O17406,19.0642,19.2397,18.4486,17.8087,20.7703,20.2638,20.2475,19.6176
attf-2;O17406,18.7172,20.6659,19.218,20.8219,19.8279,19.1191,20.5468,20.0571
attf-2;O17406,19.5209,19.5041,18.5106,21.4166,16.2478,18.9069,18.8322,18.0716
attf-2;O17406,20.8598,18.4308,18.3828,20.0228,23.8421,24.2057,24.1812,23.8354
attf-2;O17406,20.3207,19.6363,21.5245,17.7702,19.3362,20.2575,18.522,20.2986
attf-2;O17406,21.3976,19.9522,20.2804,17.5458,20.1093,16.4787,20.2208,19.7277
attf-2;O17406,20.058,18.9306,20.3899,20.9242,19.2842,17.5695,21.5371,18.6174
;O17524,19.7253,21.0808,20.2477,19.7687,20.7159,19.53,19.044,18.8715
rap-2;O17599,21.3847,19.0972,18.9496,20.3983,17.592,20.9511,19.9996,20.2049
ruvb-1;O17607,20.5515,19.6692,20.2971,17.6988,23.7789,24.4288,24.8639,23.4134
sams-1;O17680,19.3649,21.4559,20.9493,19.4162,18.3854,21.6815,18.7007,19.7872
;O17682,19.4036,20.2589,18.0909,19.703,17.839,19.1773,19.3055,17.5867
nasp-2;O17687,25.957,25.213,23.1155,27.5752,17.9477,20.3442,18.7153,18.9153
nasp-2;O17687,18.798,19.4988,18.6233,19.8831,19.4762,19.3531,19.3958,18.9861
nasp-2;O17687,22.5761,23.203,23.092,25.94,21.3907,17.7744,19.6695,21.1436
nasp-2;O17687,20.2235,20.9513,20.0714,20.3864,19.2454,20.0336,20.9362,19.5499
nasp-2;O17687,25.1192,25.8877,26.5021,24.1321,23.325,23.1692,23.659,23.1616
nasp-2;O17687,21.308,18.9397,19.553,18.4806,19.4227,19.8914,19.0761,18.0603
nasp-2;O17687,26.0914,25.0945,24.7728,24.5459,19.3947,20.4012,20.9072,20.7582
nasp-2;O17687,21.1346,20.9902,20.5151,21.0782,19.8264,21.0782,20.7199,19.8276
nasp-2;O17687,18.4573,21.891,20.4596,19.5396,19.1657,18.9621,19.8807,18.1835
nasp-2;O17687,26.1345,25.8957,25.5317,24.9739,17.5791,18.1284,20.5069,18.9397
nasp-2;O17687,23.9251,22.3842,23.0472,24.5851,24.1777,24.5407,23.3652,23.661
nasp-2;O17687,20.1172,18.9014,20.5317,20.8503,24.7294,23.5772,23.2874,23.5298
nasp-2;O17687,24.9447,25.7303,23.2472,25.6075,20.9637,18.8872,18.062,19.0323
nasp-2;O17687,20.1602,19.8843,19.3038,20.2848,19.4,18.4969,17.7003,17.9901
nasp-2;O17687,20.2981,19.2472,17.6725,19.5244,20.7894,15.5384,20.4197,20.8315
hda-1;O17695,18.9515,21.4583,19.9653,19.8,18.3003,19.3823,22.0218,18.0615
;O17742,24.1924,24.0344,22.9275,24.6422,24.3046,24.8827,25.4348,24.847
tkt-1;O17759,20.2981,18.7067,20.4929,19.7633,19.0839,20.4764,20.2739,21.4158
tkt-1;O17759,20.4932,19.5976,20.0482,19.3565,18.5875,17.5933,16.9593,20.6692
;O17773,20.9147,20.4768,19.0245,19.2711,18.6071,19.4019,19.994,19.8454
;O17785,19.354,20.7517,20.851,21.0948,20.8762,22.7915,24.5856,21.9154
;O17785,21.1574,20.5489,21.273,20.4512,17.4613,17.2283,19.9396,21.1861
;O17893,19.682,19.2375,20.6036,20.6827,22.6267,22.3527,23.3114,20.8973
ctg-1;O17907,19.8679,21.6479,19.224,19.2738,19.8051,20.3186,19.7118,20.9417
ctg-1;O17907,19.3034,21.4265,21.1726,18.908,20.3088,20.3594,19.7684,18.9608
ctg-1;O17907,21.4277,21.1965,19.2713,19.7905,20.7572,20.9064,20.4988,19.8795
ctg-1;O17907,22.5326,23.2459,22.804,23.1691,21.4978,21.2035,19.9953,18.0195
enu-3.6;enu-3.4;enu-3.5;enu-3.2;enu-3.3;O17914,22.7356,23.6659,21.9872,23.7528,18.1857,19.8434,21.3468,20.6612
ran-1;O17915,21.695,23.2445,22.7373,23.6123,22.928,22.788,24.2146,22.2981
ran-1;O17915,21.3621,20.0093,20.3176,19.3051,21.4685,18.1619,19.7299,19.7064
ran-1;O17915,20.1585,18.6686,20.0386,20.4014,18.7083,17.5173,20.5854,19.7839
K01G5.5;O17919,23.9638,23.6215,24.2487,22.4649,20.2537,21.2204,19.6167,18.818
tbb-1;O17921,19.4225,16.5213,18.9031,20.5173,17.5827,17.8684,19.8149,19.8302
tbb-1;tbb-2;O17921;P52275,24.6055,23.7469,23.7333,24.3036,18.7215,18.2241,20.0243,18.9976
tbb-1;ben-1;O17921;Q18817,19.7148,21.1218,20.2741,21.7768,19.4522,19.2051,19.1734,16.1314
arrd-11;O17981,22.4873,24.3433,21.3338,25.249,24.0775,23.533,23.6744,23.5058
;O18131,21.6385,20.0222,18.1187,19.8865,16.1277,19.1511,20.4412,20.0983
ogt-1;O18158,17.589,20.4532,19.8673,19.4402,19.4024,20.1912,21.3683,16.7924
ogt-1;O18158,23.2509,23.1057,22.4984,26.1914,18.0295,18.5056,17.7284,20.827
maea-1;O18188,21.6345,20.2048,20.8261,21.3706,21.209,18.5833,20.2214,20.989
;O18224,24.7978,23.685,23.293,23.4559,16.3567,20.9645,17.5933,20.7264
;O18224,19.0361,19.6752,21.8507,19.2332,18.4926,17.8813,18.0573,21.3372
Y57G11C.3;O18229,19.7544,21.6149,21.3065,20.9192,18.6032,17.7503,20.4478,21.0796
rps-18;O18240,20.2792,18.5157,21.6023,19.2335,19.588,18.0821,19.5714,19.1611
rps-18;O18240,20.4847,17.6073,20.4783,21.029,18.6392,19.671,21.6804,19.9968
;O18307,23.7919,22.8823,23.7464,22.3862,25.7396,25.7962,25.1162,24.7628
;O18307,24.5568,24.0337,23.8379,22.3862,19.0756,18.5436,20.0741,18.9263
;O18307,19.6377,20.1265,20.4631,18.6359,19.7596,18.4857,16.6664,18.768
;O18307,22.3605,21.8718,23.0069,20.8313,18.038,19.9056,20.4905,19.5409
;O18307,18.0129,20.5562,20.3738,20.7127,17.8635,18.8941,21.9051,18.8802
rps-19;O18650,17.9675,20.4512,19.5924,18.8438,19.0943,19.3756,18.3272,21.6262
rps-19;O18650,20.8027,21.021,21.2308,20.681,19.2496,21.2467,19.0728,19.6095
rps-19;O18650,19.6171,18.6347,17.814,19.5187,20.3841,18.5645,20.171,19.2301
rps-19;O18650,21.7253,18.6511,19.5233,20.2021,20.7865,19.7392,21.1644,18.831
rps-19;O18650,20.9354,18.7271,20.4008,20.0393,19.9531,17.9874,21.1922,19.9051
rps-19;O18650,21.6997,20.8566,18.8344,20.5098,16.5949,19.7119,21.3708,19.5921
;U4PF18,25.6247,25.1035,24.6418,24.0196,17.0592,20.4732,16.9668,19.1653
perm-4;O44144,24.6346,23.8388,24.6662,24.9076,22.4658,23.9615,23.6607,23.7423
perm-2;O44145,26.8976,26.728,25.5861,22.5144,20.3309,18.3167,18.5096,19.2108
;O44154,19.0885,21.7206,18.6817,20.8497,20.5467,19.3173,21.1261,19.5364
rfc-2;O44175,21.7986,21.6141,18.3001,20.9103,20.2415,21.4932,18.37,17.8248
rme-2;V6CIR8,21.3716,18.2416,19.2249,20.1995,22.2794,23.1054,22.3014,23.2023
F37C4.5;O44400,25.8269,25.6286,23.8178,26.1482,23.2144,25.2072,25.9098,25.1499
F37C4.5;O44400,25.0967,24.5857,24.3964,25.084,22.1711,22.8468,23.4337,22.7552
F37C4.5;O44400,18.3241,20.3796,19.1965,19.9219,16.7955,19.3379,19.665,19.8821
otub-4;U4PEY4,28.2624,27.4997,25.3112,28.2989,24.9697,25.7569,24.1544,25.9575
May-02;O44441,21.1178,20.5546,20.1813,21.652,20.1055,18.8868,16.8908,17.9777
May-02;O44441,19.9923,18.6174,19.5624,21.9276,23.0328,21.7492,22.9449,23.5711
;O44444,20.5171,19.5365,21.089,20.7706,19.1022,20.4489,18.2658,18.6079
snpn-1;O44445,20.3458,20.353,19.2984,20.4325,18.1321,17.0632,19.9457,19.7157
snpn-1;O44445,23.4493,23.3724,21.2478,24.7368,24.5975,25.2474,24.6675,25.202
rpl-20;O44480,21.9405,20.5388,21.6558,19.917,18.701,17.9932,20.3731,20.2395
rpl-20;O44480,18.0239,18.8821,20.2263,21.0756,20.4559,19.8691,19.0549,19.9368
rpl-20;O44480,21.8729,23.504,22.759,21.0835,20.1489,21.5618,20.4102,20.321
rpl-20;O44480,25.7608,26.1542,25.5513,27.1887,26.7124,26.8967,26.8924,27.2378
rpl-20;O44480,20.0647,20.9971,21.1859,19.5182,18.5368,18.8743,17.6414,18.126
rpl-20;O44480,23.0107,24.6565,21.104,24.5881,21.6177,24.4125,23.598,23.898
rpl-20;O44480,20.1674,20.65,20.2923,21.1639,22.7973,23.9416,23.4808,23.9341
rpl-20;O44480,21.3187,17.7962,20.2485,19.1947,15.028,17.338,19.2069,17.461
fnta-1;O44501,20.9867,21.2774,19.9808,20.2373,17.8345,20.1058,19.7372,20.3156
;O44557,21.7898,21.0094,20.8782,18.6724,18.1533,20.5209,21.2106,19.4409
acs-3;O44560,21.0575,20.6624,18.9115,20.1755,19.9235,18.2166,20.4421,19.1242
tni-4;tni-3;O44572;Q9XUN9,19.802,19.43,18.5516,21.0683,20.9914,21.7659,23.2106,21.9574
hacd-1;O44608,22.6618,22.4656,23.0536,23.2811,19.5935,18.653,21.4272,19.0615
;O44735,25.8202,25.4663,22.8061,26.5856,25.9484,26.3707,25.6732,25.0247
;O44735,23.7903,24.255,24.0501,22.6006,24.3563,24.699,24.2631,24.1032
;O44735,27.114,26.987,26.3027,24.9089,26.5101,27.0231,27.4157,26.3749
bag-1;O44739,21.3326,20.4111,20.3504,20.6952,19.595,17.9656,18.6264,20.5045
snf-1;O44752,27.4507,28.2822,27.0747,27.0306,28.2143,28.2614,27.3459,28.1095
;Q9BL61,21.8661,21.6201,20.2329,23.0958,25.0184,25.2524,25.6667,24.6128
;Q9BL61,19.7707,19.0562,18.1596,21.0495,18.3853,19.9104,21.4169,20.2562
;Q9BL61,19.3576,19.3112,20.3475,21.3091,17.6269,19.4357,19.4248,19.4618
vpr-1;O44782,20.7843,19.329,20.5402,19.7318,19.1937,19.675,19.1726,19.4629
fgt-1;O44827,26.12,25.2232,23.8304,21.8378,25.1412,25.305,25.3766,24.0555
arrd-1;O44847,20.7335,21.1931,18.4827,21.6721,20.7106,20.6601,18.805,18.7282
arrd-1;O44847,21.461,21.6962,19.8868,19.5147,19.4868,16.5828,20.1149,17.3757
arrd-1;O44847,19.5923,18.9462,17.7602,20.1187,18.9366,17.8822,20.659,19.4744
arrd-1;O44847,21.9548,19.5508,20.9046,20.482,20.3669,17.6089,21.2341,20.8449
arrd-1;O44847,21.7287,19.4487,17.5742,19.0504,20.3196,18.229,19.4018,19.8595
;O44885,21.7695,21.1589,20.268,19.7027,24.2218,24.9797,24.2889,25.3491
inx-13;O44887,21.9019,22.5397,22.6201,24.2703,19.4518,19.3346,18.7015,18.2975
haf-9;O44897,21.2966,20.9801,19.041,19.0933,19.0417,20.2162,19.6777,17.9002
haf-9;O44897,26.3662,27.7004,27.218,24.7812,26.2254,26.4721,27.7489,26.4804
haf-9;O44897,24.4867,23.2336,24.6207,23.0022,19.0424,17.4022,20.4355,19.6175
;O44951,19.4057,18.4254,19.4207,20.4562,19.7611,18.681,19.1732,18.6513
;O44990,25.596,22.4879,23.2949,24.0256,19.1745,19.7706,19.6153,19.7875
;O44990,23.7578,22.9026,23.2643,23.8755,20.6401,19.9621,21.076,21.1704
;O44995,25.7162,24.9328,25.1568,26.099,21.9468,21.9057,21.7883,23.2609
nol-5;O45012,21.3864,19.4287,19.802,19.5897,17.7048,20.8747,19.7895,17.9807
;O45060,20.7038,21.7232,18.7968,19.4142,19.0156,18.5465,21.1179,19.4697
;O45060,25.5161,25.6414,24.8545,25.9254,19.6399,18.519,17.2032,18.5228
;O45083,19.6261,19.7451,19.281,20.3801,16.5244,18.6188,19.6846,17.015
swt-1;O45102,24.1808,23.2642,20.7194,24.9306,24.1747,25.0046,24.7688,25.0949
swt-1;O45102,18.7971,20.8873,20.7288,20.8552,25.0295,25.2149,26.0407,24.9676
folt-2;O45166,23.5268,22.8358,24.2104,24.0997,17.3088,19.5763,20.9214,21.2461
folt-2;O45166,19.919,19.0578,21.051,20.9597,19.5593,19.6455,18.2856,17.3311
tin-13;O45319,20.1205,20.3161,19.8081,21.5392,20.9856,20.0356,19.0154,19.831
fkb-6;O45418,21.6095,22.2153,22.409,20.4879,17.8,19.59,19.1636,19.2759
clec-66;O45445,29.1065,30.1553,30.2875,26.5236,20.1627,20.0234,17.4926,17.3702
gst-38;O45451,20.5335,20.365,18.8299,18.4309,19.5416,20.6371,21.5824,19.1738
oac-20;O45470,23.8558,24.7358,23.306,25.2742,26.1962,25.6248,25.3645,23.6106
oac-20;O45470,26.4962,26.1352,25.4502,26.4839,27.1516,26.5859,27.985,26.8141
oac-20;O45470,23.7299,23.2726,21.045,23.1141,19.476,21.5714,18.8244,20.7691
oac-20;O45470,20.0289,21.6979,20.1912,19.3496,18.8641,16.3199,19.5656,20.458
uev-1;O45495,20.8041,19.5065,20.7893,19.4431,19.0117,18.425,20.1955,20.1697
rps-26;O45499,22.8899,22.717,22.7777,23.1468,20.8163,20.0809,17.9029,18.5317
dnj-12;O45502,20.6662,19.4729,20.153,19.7018,20.2509,19.9486,21.3523,17.2081
;O45562,21.0948,20.638,17.0549,18.7336,21.9946,20.9448,22.64,21.8665
cpf-2;O45577,19.1973,17.4213,21.4462,17.8413,19.6584,20.843,18.9777,19.953
cpf-2;O45577,20.2218,18.5537,21.4626,21.8715,20.1142,19.7351,21.406,21.3916
btb-20;O45593,17.4136,20.16,19.6866,20.5415,19.983,20.0662,18.8448,20.3636
btb-20;O45593,19.8232,19.0993,20.8061,19.0414,22.8629,22.573,21.3205,22.9659
;O45665,20.1044,19.1628,20.3844,21.7851,25.1008,25.1482,25.4389,25.0303
;O45719,23.9123,23.7008,24.1389,24.5943,18.9576,21.1152,18.1775,20.0087
;Q6BEV8,23.0444,22.6535,21.276,23.3995,17.9973,20.0956,20.5,19.0416
;O45723,19.0938,20.3239,20.5575,21.6237,19.5578,20.944,19.8258,18.7527
;O45723,20.2765,20.2612,19.7127,21.1304,20.2356,18.8486,20.9345,19.1663
cpl-1;O45734,21.7665,21.28,20.606,19.6233,20.599,19.5041,21.4991,17.2837
;O45783,26.0412,27.8348,25.9257,24.0734,19.0853,21.3769,21.7868,20.2889
act-5;act-2;act-4;act-3;act-1;O45815;P10984;Q6A8K1,25.8029,25.6465,24.0742,27.5683,21.9188,24.2399,22.7746,22.5627
act-5;O45815,19.936,18.0916,21.4199,20.1869,22.0221,21.8692,21.7327,21.9648
act-5;O45815,25.6082,25.8625,26.0808,26.0397,26.1185,26.2318,27.5252,26.1818
act-5;act-2;act-4;act-3;act-1;O45815;P10984;Q6A8K1,24.6034,24.7801,23.9084,25.5411,20.1439,20.1981,21.2322,18.99
act-5;O45815,18.5897,20.3544,20.2054,21.4753,18.6249,18.2638,19.8136,19.7443
;O45841,25.274,24.9293,26.0424,20.7456,21.1527,19.8123,20.37,19.3583
ant-1.1;O45865,24.2719,23.0993,21.6543,23.7786,17.7667,21.3655,20.4983,19.3272
;O45871,20.3402,19.1455,20.7214,19.9164,16.7703,18.538,19.3573,18.9439
lec-1;O45904;P36573,22.0275,20.4124,19.2724,19.3627,24.7125,24.5946,25.4999,25.0737
lec-1;O45904;P36573,21.296,18.8839,18.6103,20.4951,21.4462,17.5567,20.7734,16.8454
lec-1;O45904;P36573,23.3954,23.2289,24.6118,25.3234,18.5326,20.7188,21.2565,17.9824
lec-1;O45904;P36573,20.3703,20.045,18.1331,19.5434,19.3617,17.5654,20.0212,20.5385
lec-1;O45904;P36573,23.9404,23.8105,23.549,24.0649,19.7373,21.5418,18.5105,18.3166
lec-1;O45904;P36573,19.6511,20.2619,21.2058,18.4673,23.937,24.5406,24.5976,24.5289
rpl-18;O45946,23.4384,21.912,22.6023,23.6156,19.3374,19.3082,18.3788,19.0986
rpl-18;O45946,20.5838,20.9115,19.1602,20.0755,20.5092,18.3423,17.662,17.6728
rpl-18;O45946,25.0059,21.0266,23.7934,25.7485,23.9145,22.3615,22.5691,23.3608
rpl-18;O45946,23.6607,22.1592,22.2509,22.5116,19.9228,19.5674,20.4052,20.2638
rpl-18;O45946,26.0172,27.0579,25.8011,27.1743,25.3218,24.5873,23.6106,23.3435
rpl-18;O45946,19.9783,20.0013,19.6498,19.9436,16.0584,19.7027,18.0291,16.1019
;O45951,21.797,20.684,19.8413,19.5236,18.9563,18.9147,20.7311,16.895
lgc-30;O61216,19.8322,19.2395,18.3243,18.6328,20.9051,17.3512,20.6638,18.8575
;O61217,20.1411,20.6117,19.972,19.2624,18.5536,18.1396,19.021,17.7069
pqn-59;O61708,20.8089,20.3439,20.6185,21.0248,17.5838,20.4592,20.7786,18.6619
pqn-59;O61708,19.8131,20.0083,20.1434,19.3897,19.6142,19.4257,18.6707,19.1043
rpn-10;O61742,33.6938,32.7527,29.5238,30.0916,21.6891,21.9958,23.4033,21.67
inx-15;O61786,20.5385,20.3955,19.1662,20.3549,17.9479,16.5469,18.342,18.9035
rpn-8;O61792,19.4096,19.2828,20.2677,20.0052,20.6314,20.1518,19.4695,16.0475
eif-3.E;O61820,26.3304,26.4066,23.7584,26.1024,19.658,19.307,18.806,20.4487
arx-7;O61861,20.0933,17.8974,19.4018,19.1465,20.6365,21.1995,20.7548,20.6983
;O61865,19.9651,18.6353,18.6334,20.7511,23.4236,23.8891,24.5844,24.5266
;O61974,19.9788,20.0179,16.7778,20.8365,19.8453,21.2905,20.7486,17.9387
C08F11.11;O62053,20.0336,19.2429,19.3747,21.7945,18.9987,19.2037,20.7656,18.7126
;O62071,22.0576,23.1067,22.3419,21.229,18.1462,18.1742,17.3,19.3709
inx-14;O62136,20.6428,19.276,18.9926,19.0052,21.3132,20.5444,22.0604,19.7865
scrm-4;O62149,19.4599,20.5128,20.6954,19.0371,18.5523,19.568,19.5955,17.7007
scrm-4;O62149,25.1798,25.2818,26.4531,24.6729,18.6788,20.1889,19.62,18.6971
cey-1;O62213,20.0192,20.3834,19.3329,18.8824,25.3423,25.6488,25.2804,25.714
cey-1;O62213,20.3441,19.2442,18.4215,20.7764,20.2929,19.9107,20.3497,18.5847
F33H2.3;O62220,20.3486,19.8555,21.1341,17.3709,20.3222,18.8119,20.2572,19.5856
F33H2.3;O62220,19.7911,20.1573,19.0902,18.1062,18.3784,19.3581,20.206,17.9057
F33H2.3;O62220,21.9258,20.7734,19.0673,18.5451,20.8709,20.9674,20.9851,16.826
