geneName,log2 eat2_d15_01,log2 eat2_d15_02,log2 eat2_d15_03,log2 eat2_d15_04,log2 eat2_d1_01,log2 eat2_d1_02,log2 eat2_d1_03,log2 eat2_d1_04
"CELE_T08B1,1",14.5274,14.9106,14.1329,14.1151,10.6738,10.3378,10.406,10.3975
zig-11,17.0251,16.7949,16.5392,16.7802,11.4791,11.9132,11.7059,11.4122
ilys-5,18.2089,18.0073,17.8211,18.1223,16.3559,16.2442,16.7785,16.5289
irg-3,14.2564,13.9323,14.303,14.672,12.0239,13.6031,14.0724,13.2157
tns-1,16.6829,16.1602,16.4987,17.0321,15.3103,15.0886,14.9067,15.0705
ubr-4,14.9076,14.8515,14.3097,14.7577,12.175,13.4889,12.5708,12.6153
ccar-1,16.9135,18.0429,17.0148,18.1154,15.1376,15.0373,15.1087,15.0186
ulp-2,14.5088,15.3408,14.8214,15.0466,14.6588,13.6319,13.6467,14.3612
"CELE_T23F4,2",14.4437,14.7402,14.5769,15.2609,13.3763,12.8645,13.2779,12.2445
sago-1,14.2698,14.6345,14.9513,14.3684,13.6895,13.542,13,13.434
sago-2,14.7205,15.3466,14.1093,15.1959,14.5988,14.3745,14.9379,12.6879
"CELE_K02C4,3;CELE_K02C4,3;CELE_K02C4,3;K02C4,3",15.0152,15.4174,14.0271,14.1608,13.6059,13.0851,13.4806,12.171
daf-4,16.7812,17.1397,16.4086,17.1083,14.3909,13.1758,13.5505,13.6891
hpo-3,14.2153,15.2885,14.9233,15.5025,11.1086,11.7108,11.3353,11.1251
acs-22,17.4286,17.1168,17.8944,17.1989,14.7618,14.6566,14.8523,14.5628
tag-10,15.4904,16.1751,15.6821,17.814,15.3004,15.4845,15.367,16.1844
imb-2,17.0963,17.2883,17.1651,17.6089,14.1157,14.0364,13.76,14.1524
brf-1,13.5014,14.8787,14.9912,14.9658,12.86,10.1685,12.0832,12.4267
"CELE_W09B6,4",15.1018,15.8048,14.7287,16.1082,12.7675,13.888,13.6697,13.2255
irg-7,18.486,19.0949,18.6693,19.0721,17.7776,17.5662,17.9636,17.7546
"CELE_F27B10,1",14.9512,15.1653,14.7827,14.5216,13.8266,4.00029,13.1449,13.4906
"CELE_T22F3,3",14.8386,15.4973,14.6679,15.2853,10.6188,9.99572,10.4122,10.5953
die-1,14.7368,15.4125,14.7582,15.2962,10.2499,12.8387,12.2804,12.0761
dhs-11,14.8537,13.8747,14.1222,14.9647,15.1228,15.1509,15.364,15.081
tbc-14,16.0663,16.2508,15.9408,16.1495,14.8343,15.0339,14.9136,15.0513
cyp-34a6,14.3041,15.4268,14.617,15.3927,13.4694,13.5735,13.0709,12.9564
fipp-1,15.029,15.2687,14.1828,14.5604,14.2437,13.3246,14.3555,13.8089
unc-132,17.5211,17.356,17.34,16.814,14.6151,14.4978,14.8069,14.7951
cdh-4,14.5094,15.4919,14.6169,14.9703,11.7879,11.5006,11.1287,11.4683
ajm-1,14.2628,14.8545,15.0037,14.8676,10.9694,9.90974,11.0537,11.2009
"CELE_ZC412,3",18.4237,18.5668,18.2106,18.6,16.173,16.0842,16.1339,16.3324
farl-11,14.6816,15.437,14.9032,15.1038,11.4386,12.1576,11.4889,11.3118
let-711,15.8234,15.3592,16.4145,14.9125,14.7561,14.9078,15.0526,15.1894
"C40H1,7",14.9823,14.6351,14.665,15.3349,15.6414,15.1485,14.5656,15.8509
spat-2,15.9712,16.3456,16.4401,16.5278,14.0406,14.6327,14.1608,14.6439
aakg-1,14.8144,15.4542,15.0403,14.6875,13.0576,12.9201,12.9037,13.4031
grl-23,16.6746,17.4854,16.6199,18.2509,14.5158,14.7975,15.1834,14.9063
spat-2,14.5589,15.4747,14.7881,14.9943,13.7933,13.2742,12.9591,13.3979
"CELE_Y55F3BR,6",14.8097,14.4842,14.6116,15.4395,13.2224,12.0115,13.2091,12.6604
vab-10,20.7031,21.3275,20.7838,21.3111,16.7322,16.2592,16.5955,17.0891
"eif-3,l;eif-3,L",19.6491,18.0783,17.8849,20.1577,17.1061,16.5901,16.7168,17.0278
"npp-25;npp-25;npp-25;Y37D8A,17",14.5257,15.4335,14.6882,14.9133,16.0175,16.6041,15.9879,16.0504
cnt-1,14.0825,15.3217,14.0565,14.8301,14.2779,12.7615,12.6716,13.297
"C26G2,2",17.2878,17.3288,17.0572,17.7547,12.4263,12.8725,12.6666,10.847
"CELE_F43B10,1",14.0703,15.0618,15.034,15.124,13.6452,13.6701,13.5638,13.571
ubc-15,13.7413,14.6593,15.0532,15.3199,14.4611,14.8595,14.681,14.7091
"CELE_Y55F3BR,10",14.062,14.6214,13.781,15.1548,10.305,10.3478,10.3067,10.5818
"CELE_Y38F2AR,12",14.9567,14.8565,15.0333,15.1966,14.4601,13.7661,14.0696,14.0969
ttr-42,19.7982,20.5462,20.1392,20.5977,15.9733,16.3299,16.4235,16.1323
"CELE_H29C22,1",19.5576,19.7935,19.4083,19.8309,16.1022,16.0613,15.7707,16.5717
"CELE_F07G6,10",14.7525,15.1287,15.0067,15.0204,12.6363,15.1037,13.9715,14.0265
ttr-34,14.7474,14.6052,13.9862,15.4864,14.8517,15.1234,14.4223,14.0291
"CELE_Y49E10,29",14.7712,14.7025,14.572,15.1692,10.5597,10.2041,9.77207,10.3405
cnnm-1,14.9991,15.1938,13.8776,14.742,14.2811,12.4529,12.7964,13.2143
col-138,16.99,16.2425,15.7647,16.7174,16.1102,15.5075,18.3774,13.5785
oac-59,14.2221,15.157,14.7275,15.3156,10.6963,10.3258,10.3678,10.6429
"C42C1,8",16.7035,16.8553,16.3854,16.0278,13.3195,12.0299,12.1654,12.6484
"C42C1,11;AP-1",15.8529,16.3428,16.3156,17.1644,14.6941,14.6105,14.6021,14.6435
rpl-34,14.3029,15.2179,13.6977,15.4859,19.0439,19.3361,19.5833,18.9555
erl-1,14.968,15.4456,14.9555,15.0266,14.8018,14.0277,14.5356,14.4034
tag-335,14.7459,15.2314,15.0486,14.7146,13.5656,13.8849,13.7872,13.7949
fbxa-6,13.1855,14.7881,13.2804,15.2455,10.5923,10.3045,10.3159,10.6458
"CELE_cTel55X,1",14.832,15.4162,14.3882,14.3906,14.3041,14.6434,14.5889,14.7497
"C44C10,9",16.9422,18.8453,16.1912,18.3191,14.7321,14.4771,14.3639,14.3644
"CELE_F14D7,12",15.0067,15.4976,14.0725,14.9913,13.9293,13.276,13.5475,13.205
"CELE_D1086,17",14.4222,15.0016,14.8909,15.2818,11.8296,11.0529,11.4152,11.6521
"CELE_W06G6,15;CELE_Y70C5B,2",14.7898,15.0756,14.5281,14.6389,15.1267,14.1488,14.1702,14.43
"CELE_Y71F9AR,4",14.4764,14.9598,14.6973,14.9592,10.7357,12.6205,11.9691,12.6464
"CELE_Y47G6A,33",14.3879,15.2903,13.8855,14.6774,16.0929,16.4841,16.2114,16.5278
"CELE_ZK813,7",21.7595,22.3501,21.9872,22.2117,16.7235,14.8446,16.2023,16.5034
"CELE_T28A11,2",18.8885,19.2838,19.0265,19.4784,12.8823,13.3753,13.9887,13.0954
guk-1,17.8259,17.438,18.0347,17.1486,15.9572,15.88,15.5812,15.9583
"CELE_Y53C10A,6",14.7941,14.6765,14.2597,14.4428,13.5094,12.8852,13.1171,12.2812
"CELE_Y48C3A,18",14.1563,14.7917,14.6092,13.757,10.6638,10.1959,10.3733,10.6592
"CELE_Y39B6A,3",14.9775,15.2683,14.2817,15.1995,14.0284,13.758,13.6189,13.7695
dab-1,14.1811,14.6769,14.8414,14.5232,14.6896,14.2851,14.5171,14.8341
"CELE_F25H8,1",14.5139,15.1227,14.4295,15.4503,13.9641,12.892,13.8615,12.3012
swsn-9,14.9356,14.1599,13.9732,15.4948,14.1767,13.0573,13.8529,14.0262
"CELE_ZC434,7",14.3757,14.7684,14.4657,15.1673,13.4018,12.2559,13.0467,12.9439
rad-50,14.5377,14.6946,13.3789,15.4091,10.9103,11.2107,11.6395,11.5499
"C25F9,11",16.9136,17.5095,16.7911,16.8524,12.1809,15.9549,12.2829,14.9333
sin-3,18.2632,18.495,18.3579,18.7011,13.8219,14.5731,13.5208,13.762
hmp-1,15.0417,15.481,14.469,14.2981,16.0128,13.731,15.2885,15.442
dhs-3,16.882,16.9376,16.7771,17.6717,16.7584,16.858,16.4362,16.7242
nra-2,14.6014,15.0606,13.5442,15.4152,15.1212,15.0026,14.8978,15.2622
"CELE_Y37H2A,14",15.224,15.494,15.0439,15.4732,14.0479,13.3101,13.8347,14.0059
"CELE_F27E5,7",15.0448,15.0833,15.0428,15.3635,13.6336,11.7394,12.4874,12.8576
saps-1,14.9982,15.343,14.9369,15.3594,13.9915,14.1557,13.9287,14.2969
"CELE_ZK809,8",14.3328,14.9222,14.9536,15.4288,10.6701,10.3067,10.4248,10.6623
"CELE_D1081,7",14.4219,15.3128,14.6311,15.456,12.5917,12.4924,12.1442,12.4883
aph-2,14.8476,15.5506,14.0281,14.9462,13.4327,12.7216,13.3868,12.4918
"CELE_F15B9,10",15.752,16.646,16.5761,16.4877,14.5167,13.8277,14.1797,14.2066
"C27A7,5",14.976,15.5309,14.0684,15.0651,12.9634,12.8777,12.6239,13.1413
"CELE_F30A10,13",13.8843,15.2561,14.4971,14.3596,12.6635,13.1972,12.9804,12.5853
"CELE_F30A10,14",18.7434,19.297,18.7806,19.4055,12.7221,13.8213,13.9917,10.9773
"C04H5,7",14.6542,15.1207,15.0478,15.4889,12.8932,12.4018,12.4954,11.9418
"C13B4,1",14.4622,14.1809,14.7376,14.2143,12.3982,11.5847,11.9832,12.3725
"CELE_F02E9,10",15.0543,14.9438,14.5349,15.4154,13.3974,13.0325,13.1028,13.9701
"CELE_R13H4,2",14.1236,15.1019,14.7599,15.1637,16.3344,16.0602,16.5181,16.5702
"CELE_ZK228,4",14.8309,14.7663,14.5387,15.3263,13.1751,13.9021,13.5712,15.0491
"CELE_K02B7,3",19.3269,19.5563,18.8695,19.0644,15.7565,16.0033,15.6358,15.7121
nuo-3,14.6928,15.5357,14.993,15.0193,14.3083,14.3834,13.5637,14.4151
"C44E4,5",14.9522,14.0762,14.9164,14.6683,13.6755,14.5557,13.7481,13.7079
"CELE_F49E2,2",15.0867,16.3946,15.5429,16.7642,14.9819,14.3219,14.3954,14.5737
"T07A5,7",17.6397,18.4758,18.4772,18.0022,15.1832,14.7164,14.2565,13.9634
"CELE_T04F8,7",13.9724,14.9411,14.9308,14.6761,14.6461,14.1639,14.1503,14.1423
"gpb5;CELE_T23B12,8",14.7946,14.935,13.9673,15.405,10.6006,10.3315,10.3419,10.5037
"CELE_F49D11,10",14.4212,15.5512,14.7071,14.7319,15.4155,14.9338,15.0904,15.2746
oxy-5,14.2446,14.2293,14.4945,15.507,18.5664,16.8377,17.4497,18.0028
mrg-1,16.6786,14.3018,17.2016,16.1517,15.2148,15.1732,14.8721,15.2399
obr-1,14.6995,15.4452,15.0334,14.9991,13.2743,12.7411,12.1934,12.3281
igcm-3,14.4757,14.1401,14.4937,15.1601,11.2742,13.3371,12.7991,13.6297
unc-16,14.6848,15.0214,14.1118,15.2189,12.4178,13.1082,13.6549,13.1219
gpdh-2,19.6233,20.4551,19.5614,20.6663,17.484,17.517,17.3885,17.6947
sly-1,16.2432,16.0816,16.1206,15.7111,14.6065,14.8507,14.7371,14.8221
"B0393,9",15.038,14.9672,14.4019,14.174,13.2761,14.3273,13.4256,13.6166
cisd-1,19.4625,21.6777,19.5835,21.4465,17.9831,18.442,18.0016,18.2029
"CELE_F09E8,2",16.6134,16.5889,16.4383,16.7906,12.4846,13.126,13.7698,13.9416
lsy-22,13.9078,14.8434,14.6176,15.3325,13.0932,13.0451,12.7254,13.1482
"C24H11,5",14.9052,14.8763,14.9957,14.6754,12.3162,13.0069,12.944,11.8597
"CELE_F10A3,17",18.9285,19.1877,19.1551,18.9992,13.694,14.61,14.0542,14.4201
pnc-1,14.5175,14.7298,14.8358,15.4713,14.4576,14.2347,14.3011,14.2408
"CELE_Y94H6A,12",14.4519,15.3854,14.6902,15.5107,12.0115,11.5923,11.7327,11.9419
"CELE_F56C9,6",14.7877,14.7951,14.8405,14.0604,13.7523,12.9408,11.8587,12.4539
"CELE_T28D9,4;T28D9,4",15.8891,15.2633,16.0932,15.5059,13.803,14.5472,13.3944,13.3969
"C28G1,5",14.7955,14.707,14.3759,14.764,14.5426,14.0033,14.0111,14.3013
gpx-7,17.5841,16.9092,16.5502,16.4934,15.6278,15.1309,15.5908,14.8096
"CELE_F41D9,2",14.6225,14.9535,14.0126,15.2519,14.7547,14.9756,14.6038,15.2205
"CELE_T04F8,8",14.218,15.3352,14.5615,14.6291,14.4201,13.1793,13.3436,12.8142
"CELE_ZK856,16",14.4504,14.8734,14.9851,14.9652,13.9347,13.4871,13.6938,14.1347
"CELE_F23B12,4",14.0469,14.6311,14.2773,13.9423,14.7474,14.9327,14.0667,14.14
"CELE_K09A9,6",14.3091,15.1863,14.4891,14.7059,12.5152,10.9781,11.9327,13.1064
"CELE_H14N18,4",14.8063,15.0393,14.5079,15.1609,13.2187,13.1397,10.8647,13.694
"CELE_T12B5,15",14.8109,15.5414,13.3514,13.8669,13.1174,13.2241,12.6044,13.4306
"CELE_Y17G7B,20",14.7184,14.8622,14.5253,14.1913,12.228,11.8761,11.9852,12.5892
"CELE_E01A2,1",14.9249,14.4406,14.7667,15.3111,13.0609,13.7983,13.4246,13.1852
"CELE_T02H6,1",15.1008,15.6495,15.0623,14.7642,14.5744,13.5984,14.1325,13.5587
"CELE_Y37E3,11",17.48,16.9874,17.6836,17.0912,15.4347,14.8144,14.7462,15.3366
"CELE_M03F8,3",16.0075,16.9219,16.6293,16.3096,14.3696,13.8958,13.0379,12.3637
"CELE_F55B12,10",14.8927,15.3413,14.1751,14.4255,13.7011,12.2319,11.8776,16.3806
pptr-2,16.5952,16.3914,16.2982,16.6937,14.5493,14.4817,14.4267,14.4715
"maph-1,2",17.8579,18.2199,17.8032,17.788,15.0458,14.9822,14.8209,15.3212
"CELE_K09G1,1",14.708,15.2566,14.8628,14.8993,13.8053,13.6181,12.7595,13.672
"B0303,7",14.9251,15.1912,15.037,14.5508,14.5757,14.0276,13.6939,14.2257
"C23H3,3",14.2365,15.2152,14.9493,14.9987,14.3563,14.2929,13.6198,14.305
"C17C3,1",14.9903,15.3629,14.5287,14.4826,14.5323,14.3924,14.4798,14.2535
glna-1,13.9504,14.9346,14.2388,13.3785,12.6717,13.6548,13.3535,13.5035
"CELE_Y61A9LA,11",14.7313,15.514,14.9426,14.3934,13.2282,13.4479,12.4081,12.7582
"CELE_F41E6,5",14.5776,15.0198,14.6069,14.923,15.3216,14.2548,15.1559,15.4319
"CELE_T25B2,2",16.9741,17.321,16.1014,16.6465,12.9689,13.9956,13.5853,12.6808
trpp-1,14.7963,14.6621,14.9774,14.3701,12.4713,11.3503,11.6095,11.565
tsp-10,14.9913,15.2612,14.9342,15.4788,10.7153,10.3526,10.4173,10.6454
ugt-26,18.0699,18.1958,17.4791,18.2811,15.0767,14.5413,14.8126,15.1607
"C14H10,3",16.693,17.3416,16.52,17.1721,14.906,14.3494,14.2636,14.2888
"CELE_D1086,10",18.7074,18.076,18.1411,18.2092,18.3463,17.9138,18.7138,18.0646
poml-3,14.86,15.2344,14.1178,15.4095,15.0793,14.2961,14.8533,14.6556
unc-57,17.7561,17.6988,17.675,17.4706,15.5501,15.411,15.3379,15.284
szy-20,15.0405,15.1033,14.9562,14.4606,14.7388,13.3014,13.9342,14.1121
"CELE_T06E4,14",15.0454,14.1054,14.7059,15.1988,10.6791,10.2561,10.3008,10.6679
"CELE_F13G3,10",17.4085,18.9534,18.8462,19.2329,10.5888,10.3229,10.4133,10.6415
rmd-2,17.0642,17.673,17.2134,17.6937,15.8833,15.8394,15.8814,16.1702
smc-3,16.1521,16.9569,16.4016,16.5737,14.8699,14.3248,14.4135,14.5555
ntl-2,14.3777,14.5764,14.5429,14.7363,14.8042,13.9369,13.6554,13.6595
gcn-1,18.3538,17.9968,18.1898,18.3469,15.9965,16.2318,15.9591,16.2126
urm-1,17.1371,17.2383,16.854,17.5778,17.2508,17.0218,17.015,17.2427
nono-1,18.2295,18.3985,18.3702,19.384,15.675,15.5121,15.3713,15.7385
atf-7,14.3542,13.2081,14.1275,15.3629,9.62718,10.4046,10.1515,9.98424
vps-26,15.1977,15.3966,15.4195,15.3296,14.5956,14.6644,14.3754,14.5849
ndx-9,14.9628,15.3467,14.0072,15.4094,15.0765,15.2722,14.9842,15.3404
"C14F11,4",19.3452,19.5339,19.3795,20.0034,17.323,16.641,16.5411,17.0106
abts-1,16.7694,17.6623,17.1598,17.8204,15.1568,15.075,15.1786,14.7681
"CELE_ZK858,6",18.7459,17.6976,17.6105,17.6557,15.1147,14.6566,14.7559,14.2474
"C41G7,9",14.814,15.5012,14.9587,15.342,19.017,17.1824,18.7096,18.0839
lin-10,15.0438,14.0448,15.0102,15.2284,15.0344,14.4154,14.2248,14.4367
"CELE_M04C9,3",15.0133,14.8799,15.0106,14.6399,13.84,12.8068,13.5561,13.6161
"C31H5,6",15.0183,14.4117,14.5813,15.5043,13.7417,12.7318,12.7128,12.294
"CELE_ZK355,8",15.0209,15.3277,14.688,14.9431,12.8953,14.7318,14.5926,13.924
spds-1,17.4041,17.2087,17.4926,17.7071,15.2218,15.3932,15.3917,15.6274
nxf-1,17.1638,17.4569,17.2677,17.8124,14.9194,14.4754,14.8734,15.1125
"CELE_F38A6,5",16.8589,16.2899,15.2576,17.7686,10.7116,10.2777,10.3619,10.6278
"CELE_T03D8,6",15.9131,15.9575,16.1638,15.9911,14.1072,13.9993,14.4653,14.1119
ret-1,17.8121,19.2062,18.0993,18.4257,15.5487,15.1032,15.415,15.6914
"CELE_D1086,12",17.5666,18.2112,17.5171,17.1478,12.9106,13.4247,12.8512,13.4962
"CELE_F52C12,6",15.0188,15.4504,14.286,15.4112,14.3574,13.3797,13.9505,14.0353
"CELE_Y40B1A,3",15.3422,14.8271,15.5171,15.3044,12.5036,12.8055,12.669,12.6518
pals-37,19.2692,19.5765,18.9774,19.3505,15.058,14.8873,14.4676,13.9602
"CELE_F59A2,2",15.9753,16.4807,16.1163,16.3585,13.8193,12.9463,12.947,13.361
ptr-24,14.1455,14.5124,14.0538,14.8893,14.751,15.465,15.2602,16.4192
"CELE_F11C1,5",14.9617,15.4115,14.7471,14.2688,14.1048,13.8993,13.6022,13.8722
"CELE_Y43F8B,1",19.3143,20.0965,19.1204,19.3221,16.6442,17.2674,16.9504,17.0824
sam-10,14.9509,14.0493,14.7701,14.7757,12.9771,12.5744,12.8044,12.1815
dic-1,20.3405,19.3799,19.8186,19.52,19.7635,19.118,17.1997,19.2217
unc-68,14.8391,14.9151,14.4326,15.3129,13.0234,13.3497,13.0112,12.6907
"CELE_T05H10,4;T05H10,4",18.081,18.191,17.5332,17.8319,12.3888,14.2215,12.4273,13.682
"CELE_M05D6,5",18.0991,18.5648,18.3212,18.4801,16.7364,16.0974,16.1468,15.9906
ctg-2,13.9646,15.4276,13.8358,14.7217,15.0444,14.2409,14.6588,14.9541
rpl-32,19.9946,21.7055,21.2478,22.0431,20.3814,20.4868,20.2484,20.3974
"CELE_F37H8,3",14.2048,13.9595,14.0725,14.7635,14.6313,14.6492,14.6533,14.9434
clec-146,14.834,15.462,14.7622,15.161,14.2306,13.7209,14.341,14.4466
tnt-3,15.1794,18.2925,18.2519,17.6898,16.5423,16.0209,15.8668,16.3223
mlt-11,14.6081,15.5482,15.0377,15.195,9.76089,13.4835,12.6857,13.3588
hrpu-1,18.7607,18.9436,18.7178,19.0249,13.7653,12.3899,11.4997,13.5354
kcc-2,14.0591,15.0025,14.3927,15.2432,13.8457,13.943,13.7093,13.9046
ced-7,14.158,15.4711,14.3533,15.2469,13.3784,13.128,13.4347,12.0287
"CELE_F17C8,9",17.171,17.5428,17.1708,17.2215,15.7392,15.6341,15.3839,15.8712
unc-119,14.7836,14.8304,14.9887,14.6216,8.86716,13.408,13.3585,12.6417
mrpl-46,13.7016,14.3463,15.0171,14.883,16.245,15.5144,15.7233,15.7335
"CELE_F40G9,5",14.7594,15.0188,15.0358,14.8912,13.4016,13.3359,12.7453,12.8192
"CELE_F40G9,17",16.9312,17.6087,16.9431,16.626,15.0653,14.5404,14.7583,15.2717
"CELE_Y54G11A,17",13.7622,14.7277,14.3263,14.9447,14.6622,13.4388,14.2754,14.4041
let-767,19.4069,19.2477,18.0882,19.2584,18.5532,18.4825,18.3916,18.7639
dnj-16,16.7393,16.0806,16.7163,15.8833,15.3222,14.937,14.7956,14.9043
cfim-2,14.8936,14.8481,14.553,14.9648,14.7672,14.3933,14.5547,14.5145
magi-1,14.6208,15.4447,14.3032,14.4607,13.8279,16.4665,16.3751,14.82
"CELE_F55D12,2",14.8446,15.519,14.8858,15.4906,12.8116,12.453,12.1658,13.3911
"C39B5,5",16.6753,17.0135,16.9535,17.4548,15.8747,15.8476,15.8051,16.5176
"CELE_Y32H12A,2",14.2415,15.1263,14.2931,15.1412,13.0937,12.8866,13.1152,13.1342
smg-3,15.6862,17.0267,16.0143,17.1948,13.3392,12.8755,12.9694,13.2644
"CELE_F56B3,4",14.3531,14.8201,14.4034,14.671,12.5426,12.0105,12.4902,12.5596
"CELE_Y34B4A,8",14.6901,15.5502,14.9616,15.4782,10.6784,10.2619,10.4153,10.5952
csn-6,14.8595,14.6522,14.8518,15.1137,15.0696,14.9895,14.7764,14.9304
marg-1,17.1741,17.3366,17.7882,17.4874,15.9073,16.0433,15.7617,15.9324
grsp-2,16.6935,16.3801,16.5733,15.727,15.1349,15.2803,14.9376,14.9601
"CELE_T28C6,7",18.194,12.7469,16.962,13.8538,14.0636,14.2933,13.3915,14.0175
"CELE_T20D3,3",16.4785,17.3668,15.5827,17.8382,13.6097,12.4082,13.0779,12.4864
"CELE_R102,4;R102,4",17.8536,17.7654,17.6086,17.7609,16.4847,16.5726,16.4861,16.7854
sao-1,17.7513,17.7343,17.6434,17.9103,15.4378,14.7832,15.2937,14.8555
"CELE_D1086,11",19.9114,20.0802,20.1684,20.5886,16.2098,16.2474,16.4149,16.4804
