geneName,log2 eat2_d5_01,log2 eat2_d5_02,log2 eat2_d5_03,log2 eat2_d5_04,log2 eat2_d1_01,log2 eat2_d1_02,log2 eat2_d1_03,log2 eat2_d1_04
"CELE_Y62E10A,13",13.6624,14.6705,13.0161,13.1788,12.9683,13.6616,13.4782,13.2256
cars-1,16.9482,16.9907,16.7258,16.8047,16.1567,15.8846,16.141,15.9632
eps-8,13.2868,13.2943,13.4311,13.5574,13.8975,12.8773,13.4087,13.531
"CELE_T14G10,5;CELE_T14G10,5;T14G10,5;CELE_T14G10,5",16.7278,16.9222,16.7445,16.861,16.91,16.4458,16.5862,16.4466
pezo-1,14.9797,14.1831,14.1785,14.1505,14.6784,14.3752,14.6108,14.3797
twk-9,16.7245,16.8547,16.5382,17.0434,17.2252,17.1974,17.211,17.4039
epi-1,17.3778,17.2611,17.2211,17.2552,16.5375,16.3752,16.5971,16.4363
kdin-1,14.5667,14.1245,13.5735,13.8609,13.0048,13.8586,13.8529,12.6856
tag-273,16.9522,16.8906,16.8216,16.896,15.9666,15.9984,15.9232,16.1421
"CELE_F13H10,3;CELE_F13H10,3;F13H10,3;CELE_F13H10,3",13.204,12.8146,12.8455,12.807,13.082,12.5815,12.6605,12.5371
pps-1,14.6654,14.5446,14.8951,14.5906,14.9067,13.8865,13.7469,14.701
cka-1,15.2113,15.2708,15.2935,14.6747,14.5009,14.8805,14.8057,15.3388
"CELE_R11A8,7;CELE_R11A8,7;R11A8,7",13.5273,13.4948,13.3414,13.3991,12.9254,12.9859,13.2029,12.5426
spp-18,16.4987,16.7147,17.2833,16.7405,13.4882,13.6665,16.0098,13.7283
lin-66,11.9923,11.9933,11.806,11.4557,13.6137,13.1062,13.7746,15.0526
"CELE_F09E10,7",13.584,13.4527,12.8148,13.6212,13.6949,13.4141,13.5184,13.6471
"CELE_F10C1,9",13.1674,12.9395,13.0649,12.9296,15.0309,14.0591,13.8953,14.538
itx-1,15.392,15.4007,15.3164,15.3035,14.4921,14.3969,14.5247,14.3475
"CELE_Y41E3,7",14.8861,15.2158,14.6431,15.0318,13.5437,15.1879,14.7286,14.2836
"CELE_Y105C5B,15",14.4415,14.4753,14.7231,14.8048,13.706,13.7134,13.1718,13.0678
lim-9,13.5294,15.0585,14.5216,13.7324,15.2467,15.1198,15.1758,15.3573
"CELE_Y105E8A,25",13.9565,14.6444,14.1362,14.1668,13.7928,13.4321,13.2535,14.0893
pgp-2,14.7406,14.5345,14.7663,14.542,14.603,14.3793,14.4219,14.4792
lpd-3,19.8249,18.7062,20.3346,16.7774,14.1782,16.6237,15.4979,16.5383
tln-1,15.2793,14.4381,15.0734,14.2001,14.3502,13.2031,13.3245,14.2834
max-2,15.0382,14.7899,13.6586,14.2145,14.1707,13.7061,14.0444,13.8003
egl-27,14.4324,13.7939,13.9669,14.1113,16.3502,17.2088,15.8581,16.6099
cdc-14,11.9383,11.9019,11.7932,11.7711,10.6858,10.2011,10.4073,10.5605
daf-16,14.4295,14.2156,13.8791,13.6415,14.1166,13.8847,13.1839,14.1824
"CELE_T16H12,3;T16H12,3",15.5488,15.0549,14.68,14.8117,14.3255,14.0321,12.9174,14.2336
lev-11,15.4347,15.3798,15.0622,15.2719,14.6444,14.4137,14.0062,14.6316
gld-2,13.6346,14.8193,13.2643,14.2192,12.4825,12.7573,12.3399,13.0231
ncl-1,13.1435,13.1674,13.0787,13.801,15.0048,15.1274,15.0056,14.8777
"CELE_D1069,3",12.2505,12.6677,13.2142,12.9798,10.3262,12.131,7.60835,10.4998
lin-23,14.6408,14.4002,14.6111,13.9143,16.7725,16.4028,16.1503,16.3081
"CELE_Y50D4B,1",12.0247,11.927,11.8877,11.8275,14.6389,14.1407,15.2596,15.4452
"CELE_Y39A1A,21",11.9399,12.0333,11.7241,11.8611,11.3144,12.1267,12.0295,10.6682
dre-1,20.2126,19.6131,18.8943,19.4377,16.4058,17.7578,17.2062,16
gck-1,14.3773,14.2831,14.0127,14.5954,15.0427,14.7422,14.8521,14.9281
gly-7,11.2755,15.1297,15.0505,14.4373,13.2416,13.7346,13.7728,14.3512
"CELE_F40A3,3;F40A3,3",18.3487,18.515,18.2594,18.3426,17.7456,17.9368,17.8551,17.4634
"CELE_Y50D4B,4",15.3412,15.5574,15.5704,15.3773,14.9787,15.6712,15.6459,15.6076
cdf-1,12.0563,11.899,12.0896,11.7262,10.5696,10.3252,10.3024,10.6677
unc-34,11.9426,11.8636,11.7552,11.6065,13.8518,14.466,14.6832,13.4427
tbh-1,16.7275,16.8248,16.8399,16.8284,14.5926,15.0296,14.5775,14.9913
lev-11,21.4624,21.8729,21.9365,22.0176,21.1675,21.4134,20.9223,20.7806
imp-3,13.9553,13.9725,13.8905,14.0618,12.6899,13.082,12.4051,13.601
prdx-2,21.8293,21.9154,21.7058,21.7695,20.8942,21.3648,21.233,21.3462
jhdm-1,14.1711,14.1869,13.9833,14.0792,13.7639,13.4889,13.5012,13.6998
mrck-1,11.8907,12.17,11.9556,13.6651,12.765,13.044,13.4002,13.11
nhr-86,11.994,11.7847,11.651,11.8729,12.1407,12.7157,12.5374,11.5439
aat-3,13.2901,13.4854,12.9914,13.0669,12.9043,13.3256,12.9065,13.1466
"CELE_M02H5,8",19.4784,19.5861,19.6017,19.5462,18.1582,18.0209,17.6519,17.7006
"CELE_T08B1,1",14.2144,13.8772,13.9616,14.0191,15.6044,15.5163,15.4616,15.5904
lipl-5,13.6179,13.7515,13.3196,13.5035,14.0593,14.0521,14.0562,13.4379
fln-2,16.3692,16.3087,16.2015,16.2124,15.7683,15.5146,15.573,15.6207
"C14C6,5",17.0053,17.1095,16.9841,17.0243,13.3778,12.4916,14.7746,12.5963
"CELE_T08B1,1",11.842,12.1194,12.1122,11.8781,10.6738,10.3378,10.406,10.3975
zig-11,13.6489,13.9017,13.8618,13.8864,11.4791,11.9132,11.7059,11.4122
ilys-5,16.3945,16.3511,16.3527,16.3028,16.3559,16.2442,16.7785,16.5289
irg-3,16.071,16.0031,15.8602,15.8577,12.0239,13.6031,14.0724,13.2157
tns-1,15.1657,14.8884,14.9202,14.9698,15.3103,15.0886,14.9067,15.0705
ubr-4,13.7513,13.275,18.4954,13.2745,12.175,13.4889,12.5708,12.6153
ccar-1,14.6417,14.5149,14.456,14.3481,15.1376,15.0373,15.1087,15.0186
ulp-2,13.9047,13.6471,12.912,13.352,14.6588,13.6319,13.6467,14.3612
"CELE_T23F4,2",14.3993,13.9547,13.198,13.7822,13.3763,12.8645,13.2779,12.2445
sago-1,14.1281,13.7752,14.015,13.6909,13.6895,13.542,13,13.434
sago-2,15.757,16.1672,15.8732,16.0161,14.5988,14.3745,14.9379,12.6879
"CELE_K02C4,3;CELE_K02C4,3;CELE_K02C4,3;K02C4,3",13.6991,13.832,13.4278,14.0084,13.6059,13.0851,13.4806,12.171
daf-4,14.0073,13.9238,13.733,13.9805,14.3909,13.1758,13.5505,13.6891
hpo-3,12.0557,11.692,11.8544,11.8086,11.1086,11.7108,11.3353,11.1251
acs-22,15.5221,15.5952,15.4355,15.4668,14.7618,14.6566,14.8523,14.5628
tag-10,15.3715,15.1153,15.1104,15.1775,15.3004,15.4845,15.367,16.1844
imb-2,14.56,14.623,14.18,14.2704,14.1157,14.0364,13.76,14.1524
brf-1,12.0288,12.0353,11.8507,11.8149,12.86,10.1685,12.0832,12.4267
"CELE_W09B6,4",13.9942,12.6971,13.2133,13.2552,12.7675,13.888,13.6697,13.2255
irg-7,19.0294,19.0553,18.9044,18.959,17.7776,17.5662,17.9636,17.7546
"CELE_F27B10,1",13.448,13.2788,12.8441,12.9414,13.8266,4.00029,13.1449,13.4906
"CELE_T22F3,3",14.4729,13.7536,14.4411,14.5207,10.6188,9.99572,10.4122,10.5953
die-1,12.576,13.2845,12.6689,12.931,10.2499,12.8387,12.2804,12.0761
dhs-11,15.1269,14.7252,14.7219,14.9904,15.1228,15.1509,15.364,15.081
tbc-14,15.3428,15.0569,14.6554,15.0507,14.8343,15.0339,14.9136,15.0513
cyp-34a6,14.0835,13.9058,14.4655,13.9734,13.4694,13.5735,13.0709,12.9564
fipp-1,13.4667,13.6388,13.8091,13.5684,14.2437,13.3246,14.3555,13.8089
unc-132,14.4148,14.4258,14.2715,13.9988,14.6151,14.4978,14.8069,14.7951
cdh-4,13.3504,13.1353,13.0658,12.8024,11.7879,11.5006,11.1287,11.4683
ajm-1,11.8713,12.009,11.8276,11.8538,10.9694,9.90974,11.0537,11.2009
"CELE_ZC412,3",17.3815,17.4424,17.573,17.3302,16.173,16.0842,16.1339,16.3324
farl-11,12.854,13.1664,12.6039,12.9723,11.4386,12.1576,11.4889,11.3118
let-711,15.0757,14.9147,14.7872,14.9327,14.7561,14.9078,15.0526,15.1894
"C40H1,7",14.8673,14.7142,15.055,15.2103,15.6414,15.1485,14.5656,15.8509
spat-2,15.2126,15.1118,15.1529,15.2583,14.0406,14.6327,14.1608,14.6439
aakg-1,14.5098,14.3517,14.0566,14.3917,13.0576,12.9201,12.9037,13.4031
grl-23,11.9143,11.9663,11.7497,11.5434,14.5158,14.7975,15.1834,14.9063
spat-2,12.9068,14.0977,13.3469,13.3409,13.7933,13.2742,12.9591,13.3979
"CELE_Y55F3BR,6",12.0709,11.8597,11.8302,11.7828,13.2224,12.0115,13.2091,12.6604
vab-10,19.2772,19.2947,18.8533,19.1476,16.7322,16.2592,16.5955,17.0891
"eif-3,l;eif-3,L",18.8992,18.485,18.6725,18.5558,17.1061,16.5901,16.7168,17.0278
"npp-25;npp-25;npp-25;Y37D8A,17",16.1403,16.7812,16.8121,16.7729,16.0175,16.6041,15.9879,16.0504
cnt-1,12.1153,11.9476,9.87085,11.5245,14.2779,12.7615,12.6716,13.297
"C26G2,2",14.1511,14.121,13.4449,13.8114,12.4263,12.8725,12.6666,10.847
"CELE_F43B10,1",13.6242,13.0234,13.1848,12.9121,13.6452,13.6701,13.5638,13.571
ubc-15,13.1848,13.219,13.572,13.253,14.4611,14.8595,14.681,14.7091
"CELE_Y55F3BR,10",12.8284,13.0734,12.57,13.2446,10.305,10.3478,10.3067,10.5818
"CELE_Y38F2AR,12",13.8951,14.335,14.0047,14.3626,14.4601,13.7661,14.0696,14.0969
ttr-42,17.5578,17.4002,17.6601,17.6665,15.9733,16.3299,16.4235,16.1323
"CELE_H29C22,1",17.2318,17.8005,17.7423,17.385,16.1022,16.0613,15.7707,16.5717
"CELE_F07G6,10",14.1786,14.2982,13.8313,13.851,12.6363,15.1037,13.9715,14.0265
ttr-34,13.064,14.0912,14.3274,13.5116,14.8517,15.1234,14.4223,14.0291
"CELE_Y49E10,29",11.8505,11.8016,11.394,11.5255,10.5597,10.2041,9.77207,10.3405
cnnm-1,11.4726,12.0016,11.7959,11.6274,14.2811,12.4529,12.7964,13.2143
col-138,13.1775,13.2852,12.1847,13.8049,16.1102,15.5075,18.3774,13.5785
oac-59,11.8727,11.9365,11.7087,11.8609,10.6963,10.3258,10.3678,10.6429
"C42C1,8",14.4975,14.5514,13.902,14.1441,13.3195,12.0299,12.1654,12.6484
"C42C1,11;AP-1",14.8473,14.8097,14.7818,14.875,14.6941,14.6105,14.6021,14.6435
rpl-34,18.0362,18.0713,18.2124,18.1066,19.0439,19.3361,19.5833,18.9555
erl-1,15.6087,15.3811,15.3577,15.4373,14.8018,14.0277,14.5356,14.4034
tag-335,14.7018,14.1614,14.2552,14.1314,13.5656,13.8849,13.7872,13.7949
fbxa-6,12.0549,11.6341,11.6141,11.5366,10.5923,10.3045,10.3159,10.6458
"CELE_cTel55X,1",14.3296,13.5019,13.8903,13.4537,14.3041,14.6434,14.5889,14.7497
"C44C10,9",14.3263,14.5836,14.7116,14.557,14.7321,14.4771,14.3639,14.3644
"CELE_F14D7,12",11.8775,11.8065,11.7869,11.6451,13.9293,13.276,13.5475,13.205
"CELE_D1086,17",11.9725,11.7754,11.7179,11.7717,11.8296,11.0529,11.4152,11.6521
"CELE_W06G6,15;CELE_Y70C5B,2",13.1758,13.2071,13.1618,12.9562,15.1267,14.1488,14.1702,14.43
"CELE_Y71F9AR,4",14.5184,13.0382,12.3358,12.8706,10.7357,12.6205,11.9691,12.6464
"CELE_Y47G6A,33",15.6234,15.4406,15.7842,15.6588,16.0929,16.4841,16.2114,16.5278
"CELE_ZK813,7",19.165,19.5531,19.0118,19.3298,16.7235,14.8446,16.2023,16.5034
"CELE_T28A11,2",16.0979,15.9674,16.2595,16.0879,12.8823,13.3753,13.9887,13.0954
guk-1,16.8004,16.7195,16.5835,16.6208,15.9572,15.88,15.5812,15.9583
"CELE_Y53C10A,6",11.9464,12.0106,11.7582,11.861,13.5094,12.8852,13.1171,12.2812
"CELE_Y48C3A,18",12.055,11.9376,11.8898,11.8659,10.6638,10.1959,10.3733,10.6592
"CELE_Y39B6A,3",13.717,13.542,13.2362,13.3423,14.0284,13.758,13.6189,13.7695
dab-1,14.2548,14.2129,14.0809,14.2306,14.6896,14.2851,14.5171,14.8341
"CELE_F25H8,1",13.8347,13.7362,12.9506,13.6441,13.9641,12.892,13.8615,12.3012
swsn-9,14.0427,13.9116,14.0567,13.8405,14.1767,13.0573,13.8529,14.0262
"CELE_ZC434,7",13.0121,12.4457,12.1367,13.0362,13.4018,12.2559,13.0467,12.9439
rad-50,12.5573,11.7242,11.1369,11.676,10.9103,11.2107,11.6395,11.5499
"C25F9,11",11.989,11.807,11.8602,11.7597,12.1809,15.9549,12.2829,14.9333
sin-3,14.7803,14.1006,13.8095,13.6259,13.8219,14.5731,13.5208,13.762
hmp-1,13.8512,14.1158,14.0597,13.8836,16.0128,13.731,15.2885,15.442
dhs-3,17.0545,17.096,16.9443,17.0743,16.7584,16.858,16.4362,16.7242
nra-2,14.7967,14.7982,14.7732,14.7436,15.1212,15.0026,14.8978,15.2622
"CELE_Y37H2A,14",14.5683,14.7351,14.5568,14.6544,14.0479,13.3101,13.8347,14.0059
"CELE_F27E5,7",14.4553,13.7139,14.8068,14.8396,13.6336,11.7394,12.4874,12.8576
saps-1,14.9202,14.7388,14.6021,14.6935,13.9915,14.1557,13.9287,14.2969
"CELE_ZK809,8",12.0242,11.9553,11.8826,11.844,10.6701,10.3067,10.4248,10.6623
"CELE_D1081,7",13.6721,13.808,13.0792,13.606,12.5917,12.4924,12.1442,12.4883
aph-2,11.9073,11.4325,12.0816,12.1571,13.4327,12.7216,13.3868,12.4918
"CELE_F15B9,10",14.9448,15.1828,14.8623,15.0668,14.5167,13.8277,14.1797,14.2066
"C27A7,5",13.4097,13.3996,13.61,13.6954,12.9634,12.8777,12.6239,13.1413
"CELE_F30A10,13",14.0585,13.1099,14.1931,13.1684,12.6635,13.1972,12.9804,12.5853
"CELE_F30A10,14",15.3433,15.7875,15.4132,15.6728,12.7221,13.8213,13.9917,10.9773
"C04H5,7",13.8955,13.8098,13.9576,14.0295,12.8932,12.4018,12.4954,11.9418
"C13B4,1",13.5797,13.5562,13.3513,13.4732,12.3982,11.5847,11.9832,12.3725
"CELE_F02E9,10",14.6209,14.1904,14.3967,14.3862,13.3974,13.0325,13.1028,13.9701
"CELE_R13H4,2",11.8747,12.6002,12.4895,12.7454,16.3344,16.0602,16.5181,16.5702
"CELE_ZK228,4",14.0829,14.316,14.2413,14.3417,13.1751,13.9021,13.5712,15.0491
"CELE_K02B7,3",16.524,16.5371,16.5994,16.4552,15.7565,16.0033,15.6358,15.7121
nuo-3,13.425,13.2845,13.0729,13.2832,14.3083,14.3834,13.5637,14.4151
"C44E4,5",11.8236,13.7417,13.3041,13.5715,13.6755,14.5557,13.7481,13.7079
"CELE_F49E2,2",15.3451,14.8587,14.6492,15.1869,14.9819,14.3219,14.3954,14.5737
"T07A5,7",13.503,13.9512,13.635,13.2363,15.1832,14.7164,14.2565,13.9634
"CELE_T04F8,7",13.3989,13.9466,13.9333,13.5914,14.6461,14.1639,14.1503,14.1423
"gpb5;CELE_T23B12,8",12.6798,12.9893,13.2089,12.6161,10.6006,10.3315,10.3419,10.5037
"CELE_F49D11,10",15.4817,14.8397,14.9766,15.0976,15.4155,14.9338,15.0904,15.2746
oxy-5,17.273,17.1142,17.4623,17.3327,18.5664,16.8377,17.4497,18.0028
mrg-1,15.8933,15.9318,15.7827,15.8439,15.2148,15.1732,14.8721,15.2399
obr-1,11.9664,11.6905,11.827,11.8041,13.2743,12.7411,12.1934,12.3281
igcm-3,12.1083,12.0281,12.516,12.0292,11.2742,13.3371,12.7991,13.6297
unc-16,12.9342,13.1892,13.2369,13.4493,12.4178,13.1082,13.6549,13.1219
gpdh-2,18.0988,18.2111,18.004,18.2519,17.484,17.517,17.3885,17.6947
sly-1,15.279,15.3364,15.1856,15.166,14.6065,14.8507,14.7371,14.8221
"B0393,9",15.1198,14.5703,14.7407,14.698,13.2761,14.3273,13.4256,13.6166
cisd-1,19.0858,19.1754,18.3427,19.1544,17.9831,18.442,18.0016,18.2029
"CELE_F09E8,2",15.1932,14.9186,14.3732,14.4034,12.4846,13.126,13.7698,13.9416
lsy-22,14.5916,14.6465,14.4427,14.6005,13.0932,13.0451,12.7254,13.1482
"C24H11,5",11.2901,11.8498,11.8332,12.5758,12.3162,13.0069,12.944,11.8597
"CELE_F10A3,17",16.264,16.0456,15.9413,15.9067,13.694,14.61,14.0542,14.4201
pnc-1,15.5559,14.7556,14.9006,14.8459,14.4576,14.2347,14.3011,14.2408
"CELE_Y94H6A,12",12.0386,11.9782,11.8785,11.7587,12.0115,11.5923,11.7327,11.9419
"CELE_F56C9,6",13.699,14.0036,14.3679,14.2865,13.7523,12.9408,11.8587,12.4539
"CELE_T28D9,4;T28D9,4",15.5581,15.5726,15.2549,15.2456,13.803,14.5472,13.3944,13.3969
"C28G1,5",13.9807,14.3091,13.6301,14.1869,14.5426,14.0033,14.0111,14.3013
gpx-7,13.3483,12.6666,12.7571,12.7712,15.6278,15.1309,15.5908,14.8096
"CELE_F41D9,2",13.7838,16.6043,14.4704,17.2714,14.7547,14.9756,14.6038,15.2205
"CELE_T04F8,8",15.982,15.9085,15.2966,15.8466,14.4201,13.1793,13.3436,12.8142
"CELE_ZK856,16",14.3797,14.2616,13.9677,14.0697,13.9347,13.4871,13.6938,14.1347
"CELE_F23B12,4",13.8596,14.0729,14.4281,14.3117,14.7474,14.9327,14.0667,14.14
"CELE_K09A9,6",11.9962,12.0261,11.4419,11.829,12.5152,10.9781,11.9327,13.1064
"CELE_H14N18,4",11.667,11.2961,12.0674,11.7281,13.2187,13.1397,10.8647,13.694
"CELE_T12B5,15",12.0705,11.9855,11.7865,11.8757,13.1174,13.2241,12.6044,13.4306
"CELE_Y17G7B,20",11.9571,11.982,11.6044,11.7946,12.228,11.8761,11.9852,12.5892
"CELE_E01A2,1",13.8986,14.3004,14.115,14.4558,13.0609,13.7983,13.4246,13.1852
"CELE_T02H6,1",14.7109,14.7223,14.6918,14.6643,14.5744,13.5984,14.1325,13.5587
"CELE_Y37E3,11",16.0928,15.8344,15.4486,15.3572,15.4347,14.8144,14.7462,15.3366
"CELE_M03F8,3",14.0585,13.6087,13.714,13.8667,14.3696,13.8958,13.0379,12.3637
"CELE_F55B12,10",11.9712,11.9564,11.8647,11.6653,13.7011,12.2319,11.8776,16.3806
pptr-2,15.0902,14.6783,14.6458,14.6199,14.5493,14.4817,14.4267,14.4715
"maph-1,2",16.143,15.3811,15.2568,15.9234,15.0458,14.9822,14.8209,15.3212
"CELE_K09G1,1",14.3218,14.6248,14.1772,14.5382,13.8053,13.6181,12.7595,13.672
"B0303,7",13.5602,13.8117,14.2773,14.3017,14.5757,14.0276,13.6939,14.2257
"C23H3,3",14.0318,14.0303,14.0805,13.9875,14.3563,14.2929,13.6198,14.305
"C17C3,1",14.1555,14.0812,14.3297,14.2761,14.5323,14.3924,14.4798,14.2535
glna-1,15.4211,14.4159,14.1459,14.1257,12.6717,13.6548,13.3535,13.5035
"CELE_Y61A9LA,11",11.9736,14.1109,13.107,12.4325,13.2282,13.4479,12.4081,12.7582
"CELE_F41E6,5",13.4433,13.2559,13.1863,13.2767,15.3216,14.2548,15.1559,15.4319
"CELE_T25B2,2",14.671,13.8562,14.2327,13.9572,12.9689,13.9956,13.5853,12.6808
trpp-1,11.9988,11.9847,11.8618,11.6257,12.4713,11.3503,11.6095,11.565
tsp-10,11.5724,11.9757,11.8623,11.8363,10.7153,10.3526,10.4173,10.6454
ugt-26,17.1543,17.1762,17.0734,17.2,15.0767,14.5413,14.8126,15.1607
"C14H10,3",14.7489,14.6143,14.6491,14.5112,14.906,14.3494,14.2636,14.2888
"CELE_D1086,10",19.1658,19.0757,19.298,19.1183,18.3463,17.9138,18.7138,18.0646
poml-3,14.2787,14.2731,14.2929,14.3547,15.0793,14.2961,14.8533,14.6556
unc-57,15.9245,15.8795,15.7757,15.8044,15.5501,15.411,15.3379,15.284
szy-20,14.0703,13.1425,14.4363,14.4823,14.7388,13.3014,13.9342,14.1121
"CELE_T06E4,14",11.9412,11.9504,11.6794,11.8052,10.6791,10.2561,10.3008,10.6679
"CELE_F13G3,10",11.606,11.93,11.8337,11.8601,10.5888,10.3229,10.4133,10.6415
rmd-2,17.5095,17.2275,17.2661,17.0657,15.8833,15.8394,15.8814,16.1702
smc-3,14.5261,14.5001,14.4458,14.7379,14.8699,14.3248,14.4135,14.5555
ntl-2,14.4823,14.215,14.622,14.463,14.8042,13.9369,13.6554,13.6595
gcn-1,16.9191,16.7214,16.7089,16.6994,15.9965,16.2318,15.9591,16.2126
urm-1,17.5134,17.5942,17.4573,17.4538,17.2508,17.0218,17.015,17.2427
nono-1,15.6522,15.6497,15.3708,15.5637,15.675,15.5121,15.3713,15.7385
atf-7,12.0592,11.6421,11.8857,11.8206,9.62718,10.4046,10.1515,9.98424
vps-26,15.1388,15.0842,14.7662,14.8535,14.5956,14.6644,14.3754,14.5849
ndx-9,14.8026,13.7556,13.762,14.3679,15.0765,15.2722,14.9842,15.3404
"C14F11,4",16.7639,16.7119,16.7007,16.6954,17.323,16.641,16.5411,17.0106
abts-1,15.2848,15.4407,15.0253,15.1531,15.1568,15.075,15.1786,14.7681
"CELE_ZK858,6",15.9892,15.7392,15.8044,15.8304,15.1147,14.6566,14.7559,14.2474
"C41G7,9",17.7286,17.8963,17.6788,17.8288,19.017,17.1824,18.7096,18.0839
lin-10,14.3357,14.1475,13.6711,13.4067,15.0344,14.4154,14.2248,14.4367
"CELE_M04C9,3",13.1192,13.4799,13.8366,13.5099,13.84,12.8068,13.5561,13.6161
"C31H5,6",14.5786,14.2188,14.3934,14.3756,13.7417,12.7318,12.7128,12.294
"CELE_ZK355,8",13.1145,12.7423,12.9276,13.4448,12.8953,14.7318,14.5926,13.924
spds-1,16.2033,15.7788,16.384,15.5748,15.2218,15.3932,15.3917,15.6274
nxf-1,15.2021,15.3723,14.8895,15.0364,14.9194,14.4754,14.8734,15.1125
"CELE_F38A6,5",15.5084,14.8211,14.8371,15.2232,10.7116,10.2777,10.3619,10.6278
"CELE_T03D8,6",14.6119,14.5514,14.5963,14.3425,14.1072,13.9993,14.4653,14.1119
ret-1,16.794,16.4523,16.724,16.7871,15.5487,15.1032,15.415,15.6914
"CELE_D1086,12",16.5751,14.7759,14.7471,15.0082,12.9106,13.4247,12.8512,13.4962
"CELE_F52C12,6",12.7404,13.5468,13.9611,13.9331,14.3574,13.3797,13.9505,14.0353
"CELE_Y40B1A,3",13.4158,13.6806,12.6321,13.1169,12.5036,12.8055,12.669,12.6518
pals-37,17.6498,17.2595,17.1701,17.3171,15.058,14.8873,14.4676,13.9602
"CELE_F59A2,2",14.5209,14.2993,14.496,14.0834,13.8193,12.9463,12.947,13.361
ptr-24,15.4629,16.4512,16.341,16.3425,14.751,15.465,15.2602,16.4192
"CELE_F11C1,5",13.5874,13.9264,15.2209,13.6923,14.1048,13.8993,13.6022,13.8722
"CELE_Y43F8B,1",17.7249,17.976,18.1973,17.8196,16.6442,17.2674,16.9504,17.0824
sam-10,12.7483,13.254,12.888,12.6761,12.9771,12.5744,12.8044,12.1815
dic-1,19.2854,18.1001,18.8418,18.0055,19.7635,19.118,17.1997,19.2217
unc-68,13.6454,12.5409,12.5556,12.3182,13.0234,13.3497,13.0112,12.6907
"CELE_T05H10,4;T05H10,4",13.7105,13.2104,14.7102,12.7757,12.3888,14.2215,12.4273,13.682
"CELE_M05D6,5",15.8471,15.9103,15.8764,15.7764,16.7364,16.0974,16.1468,15.9906
ctg-2,14.7175,14.1174,14.6755,14.2301,15.0444,14.2409,14.6588,14.9541
rpl-32,18.7956,18.7595,18.9379,18.8961,20.3814,20.4868,20.2484,20.3974
"CELE_F37H8,3",14.6056,14.0712,14.1397,14.8763,14.6313,14.6492,14.6533,14.9434
clec-146,14.965,14.2793,15.2098,14.8038,14.2306,13.7209,14.341,14.4466
tnt-3,15.9467,15.5132,15.5642,15.3732,16.5423,16.0209,15.8668,16.3223
mlt-11,13.1269,13.2678,13.1013,13.2727,9.76089,13.4835,12.6857,13.3588
hrpu-1,12.8373,12.4413,12.7039,13.2272,13.7653,12.3899,11.4997,13.5354
kcc-2,14.176,14.4414,14.4773,12.0315,13.8457,13.943,13.7093,13.9046
ced-7,14.1153,14.2428,14.0783,15.3812,13.3784,13.128,13.4347,12.0287
"CELE_F17C8,9",14.8044,15.0879,14.8674,15.0173,15.7392,15.6341,15.3839,15.8712
unc-119,12.65,12.9321,12.9717,12.8347,8.86716,13.408,13.3585,12.6417
mrpl-46,14.2658,15.2795,15.0645,15.1756,16.245,15.5144,15.7233,15.7335
"CELE_F40G9,5",14.2378,14.1272,14.2086,14.3004,13.4016,13.3359,12.7453,12.8192
"CELE_F40G9,17",14.6424,14.9723,14.7765,14.8952,15.0653,14.5404,14.7583,15.2717
"CELE_Y54G11A,17",13.7111,13.266,13.3009,13.5431,14.6622,13.4388,14.2754,14.4041
let-767,17.2605,17.1823,17.5792,17.3614,18.5532,18.4825,18.3916,18.7639
dnj-16,17.9715,15.8858,16.646,16.9745,15.3222,14.937,14.7956,14.9043
cfim-2,14.6719,14.5511,14.1675,14.0939,14.7672,14.3933,14.5547,14.5145
magi-1,15.9363,16.3424,17.0841,16.8551,13.8279,16.4665,16.3751,14.82
"CELE_F55D12,2",14.6737,12.2823,12.911,13.1237,12.8116,12.453,12.1658,13.3911
"C39B5,5",15.1427,15.2744,14.9165,14.5922,15.8747,15.8476,15.8051,16.5176
"CELE_Y32H12A,2",13.6282,15.9214,13.4285,12.9876,13.0937,12.8866,13.1152,13.1342
smg-3,14.6856,14.391,14.656,14.5563,13.3392,12.8755,12.9694,13.2644
"CELE_F56B3,4",14.2167,14.2935,14.1046,14.4887,12.5426,12.0105,12.4902,12.5596
"CELE_Y34B4A,8",12.0574,11.8511,11.8539,11.695,10.6784,10.2619,10.4153,10.5952
csn-6,14.2817,14.747,14.6551,14.1695,15.0696,14.9895,14.7764,14.9304
marg-1,15.5866,15.7553,15.7875,15.7618,15.9073,16.0433,15.7617,15.9324
grsp-2,16.598,16.8051,16.4955,16.6106,15.1349,15.2803,14.9376,14.9601
"CELE_T28C6,7",14.9293,15.4033,14.8465,15.4711,14.0636,14.2933,13.3915,14.0175
"CELE_T20D3,3",14.9783,15.1369,14.97,15.016,13.6097,12.4082,13.0779,12.4864
"CELE_R102,4;R102,4",17.1077,17.2108,17.0221,17.0059,16.4847,16.5726,16.4861,16.7854
sao-1,14.5251,14.4702,14.4371,14.4944,15.4378,14.7832,15.2937,14.8555
"CELE_D1086,11",18.4738,18.3159,18.2383,18.1997,16.2098,16.2474,16.4149,16.4804
sqrd-1,15.3627,14.9893,14.8511,14.8781,13.9628,14.1836,13.6318,14.1657
nid-1,16.0893,16.0769,15.9943,16.031,15.6526,15.4141,15.539,15.5851
"C41G7,9",16.4394,16.543,16.113,16.4341,16.9669,16.0529,16.7535,16.333
