geneName;Leading.proteins,log2 eat2_d5_01,log2 eat2_d5_02,log2 eat2_d5_03,log2 eat2_d5_04,log2 N2_d5_01,log2 N2_d5_02,log2  N2_d5_03,log2 N2_d5_04
lea-1;F5GUH5;H2FLK8;H2FLK9,20.8876,20.9442,18.7407,21.3473,21.3442,21.3134,21.0909,21.6567
lea-1;F5GUH5,22.5941,22.6328,23.7112,22.7021,24.7918,24.0526,23.8662,24.7849
lea-1;F5GUH5,19.8158,20.3572,21.4911,21.0262,24.8412,24.2869,22.2823,24.5663
lea-1;F5GUH5,20.8441,20.2515,19.305,21.4654,24.0659,22.9786,24.0144,23.7715
lea-1;F5GUH5;H2FLK8,20.849,19.9438,20.4795,20.2397,21.9476,21.1676,20.9931,20.8271
lea-1;F5GUH5;H2FLK8,20.8574,20.2747,21.0775,19.8393,22.2151,22.146,21.1638,21.5174
lea-1;F5GUH5,21.372,18.5707,21.0991,19.3778,23.201,23.7894,22.8834,23.4414
lea-1;F5GUH5;H2FLK8;H2FLK9,25.5175,22.864,21.7071,21.3364,25.6912,24.1739,23.9608,25.0338
lea-1;F5GUH5;H2FLK8,21.164,20.8451,18.7523,21.7148,23.5463,24.1896,24.8442,24.6486
lea-1;F5GUH5;H2FLK8,19.7469,21.2857,20.8301,21.4582,21.3278,20.24,21.4339,21.1663
lea-1;F5GUH5;H2FLK8;H2FLK9,23.3529,23.3407,23.2165,22.1805,24.2286,22.8323,22.3598,22.8905
lea-1;F5GUH5;H2FLK8;H2FLK9,19.581,20.4294,21.1208,21.6285,20.4903,21.3406,20.9021,21.4988
lea-1;F5GUH5;H2FLK8;H2FLK9,20.0424,20.0317,19.7378,21.159,24.6221,22.6941,23.1734,24.0114
lea-1;F5GUH5,20.679,21.0584,20.8138,20.6139,21.3157,21.6738,21.2577,21.0506
lea-1;F5GUH5;H2FLK8;H2FLK9,21.432,20.9741,20.2535,20.5015,24.0787,23.5214,20.5789,21.9023
lea-1;F5GUH5;H2FLK8;H2FLK9,20.7112,20.9957,20.2963,21.902,24.3011,24.423,24.0321,24.4461
lea-1;F5GUH5;H2FLK8;H2FLK9,20.1452,20.5765,19.9261,21.8473,23.5908,24.7729,22.405,22.9512
lea-1;F5GUH5;H2FLK8;H2FLK9,21.3391,21.1238,21.0853,21.084,21.4889,19.9562,20.8592,21.3365
lea-1;F5GUH5;H2FLK8;H2FLK9,20.4661,20.3986,21.1619,21.5691,21.7212,20.6641,20.3024,20.2182
lea-1;F5GUH5;H2FLK8;H2FLK9,22.7856,22.4794,23.1369,22.4116,24.3149,24.9323,23.5274,24.1721
lea-1;F5GUH5;H2FLK8;H2FLK9,21.2084,21.693,20.8201,20.5163,24.7838,24.2486,23.2523,24.2731
lea-1;F5GUH5;H2FLK8;H2FLK9,20.7042,19.1772,19.6112,20.3177,21.5836,21.3959,21.3625,20.7792
lea-1;F5GUH5;H2FLK8;H2FLK9,22.7999,23.6004,22.1527,22.6992,24.8195,24.4743,24.8829,24.9109
lea-1;F5GUH5;H2FLK8;H2FLK9,20.361,21.1695,20.0767,21.2236,24.0139,25.7262,24.087,24.8103
lea-1;F5GUH5;H2FLK8,20.7181,21.5584,21.1805,21.4117,21.5486,19.0441,21.2038,21.1828
lea-1;F5GUH5;H2FLK8;H2FLK9,25.3514,31.6283,31.3152,23.5815,26.2942,27.2669,26.2201,26.7304
lea-1;F5GUH5,21.4226,21.6582,20.0706,19.4954,25.2559,24.5921,24.1139,25.4178
lea-1;F5GUH5;H2FLK8;H2FLK9,20.6296,21.2947,21.3842,19.8116,23.8614,21.9898,21.78,21.6486
lea-1;F5GUH5;H2FLK8;H2FLK9,20.1275,21.4794,21.8223,21.0028,20.998,20.197,20.649,20.8398
lea-1;F5GUH5;H2FLK8,20.5191,21.1312,21.0353,21.8141,21.243,21.3115,21.3176,21.6266
lea-1;F5GUH5;H2FLK8,19.7942,20.4536,18.743,19.9122,21.8858,21.7039,21.0757,20.0702
lea-1;F5GUH5;H2FLK8;H2FLK9,23.7232,23.7936,21.9605,22.4017,24.3201,23.4805,23.1251,24.4579
lea-1;F5GUH5;H2FLK8;H2FLK9,20.106,20.3945,20.705,20.8945,21.64,21.5059,21.3777,21.8333
iff-1;G1K0V8,20.0695,21.6961,20.1015,21.5089,21.5168,21.0548,21.4171,21.8029
iff-1;G1K0V8,21.4443,21.2576,20.1452,19.3329,21.6726,21.2205,20.2303,20.611
pgp-6;pgp-7;Q1ZXU6,24.5524,26.0163,26.6642,25.9541,25.3786,25.5,24.0095,24.7408
gsp-1;gsp-2;G3MU14;P48727,24.623,24.1842,22.8376,23.9729,21.7757,20.8904,21.044,21.8248
math-33;usp-7;G3MU81,20.6126,21.7916,21.7614,21.6173,21.919,21.2958,20.9771,21.4123
sec-61;G3MU88,22.8923,22.0599,22.2083,22.1657,25.7336,25.1495,24.3956,24.7344
sec-61;G3MU88,20.5626,22.6411,22.5036,23.3629,20.4205,21.3606,21.379,21.5264
;G4RTI0,20.331,20.9257,21.4048,21.5074,21.4576,21.2388,20.9134,20.6735
spc-1;G4S034,25.1527,26.0482,23.8057,24.649,24.4083,23.7789,23.221,24.4655
spc-1;G4S034,20.4438,23.7232,23.9209,22.8248,24.3139,22.7713,22.3913,23.8995
spc-1;G4S034,21.2368,21.7553,20.2823,20.9256,21.5146,20.0049,20.6995,21.3432
spc-1;G4S034,20.6752,20.2325,21.7791,20.9626,21.1107,20.0929,21.0038,21.5574
;G4S1A4,19.0564,21.7053,20.0874,21.4653,20.6072,21.1066,21.2156,20.2257
;G4S1A4,26.3782,25.4129,24.8804,27.7886,26.4329,26.0387,26.0344,26.2928
;G4S1A4,20.2923,20.5524,20.7386,20.3386,21.8729,20.8104,20.7436,21.3789
;G4S1A4,20.1994,20.3616,21.2629,21.2573,23.0217,24.0231,22.0611,22.9017
;G4S1A4,24.2867,23.9201,22.7945,21.9643,22.7148,24.3488,23.1561,24.1173
;G4S1A4,23.678,25.273,24.4337,24.7714,26.2799,24.4639,24.9168,25.7119
str-176;G4S3P8,25.2203,24.4775,23.3842,25.9462,21.945,20.2932,21.4831,21.571
;Q20314,20.3129,20.4551,19.6915,21.7764,22.6269,23.2927,23.319,23.1633
gei-15;G4SI07,20.2488,19.6437,21.7634,21.8999,21.451,20.3222,20.2979,21.529
gei-15;G4SI07,20.4669,21.6055,21.0779,19.9946,22.2103,22.8781,21.7519,23.7276
pqn-52;G4SL51,21.02,20.7246,19.9142,20.4467,24.2604,23.3379,23.185,23.87
ttn-1;G4SLH0,23.6708,23.9676,23.524,24.0924,21.6624,21.6344,21.2428,21.6071
ttn-1;G4SLH0,19.8928,20.0542,20.8798,20.9977,20.7307,21.3628,21.5333,21.1087
ttn-1;G4SLH0,21.0725,19.963,21.3875,21.2309,21.0008,20.1658,21.0661,20.4059
ttn-1;G4SLH0,21.0921,21.6247,21.3885,21.4803,21.5501,21.2926,20.0955,21.2368
ttn-1;G4SLH0,24.2838,24.9995,24.3985,23.1974,24.6756,24.9582,23.3046,24.5267
ttn-1;G4SLH0,21.4082,21.5136,20.6191,19.8356,20.6738,21.1081,21.2375,21.2773
;G4SPY1,24.5208,24.4715,24.4088,25.9415,23.1531,22.757,22.1267,22.4916
;G4SRU7,20.5299,20.5978,21.7836,21.1957,23.7449,23.2098,23.0884,23.7137
glo-1;G5EBF0,23.9491,21.8735,23.263,23.4871,21.8743,21.0858,20.4089,20.7261
pud-2.1;G5EBF3,20.425,21.061,18.9799,21.3475,21.6222,21.728,20.5861,21.8745
pud-2.1;G5EBF3,21.6074,21.567,21.0483,21.8078,21.0532,21.6956,20.0352,20.8398
pud-2.1;G5EBF3,21.018,19.8134,21.3622,21.1641,23.455,24.2373,24.7791,24.8377
pud-2.1;G5EBF3,21.1373,20.816,19.9249,20.4861,21.9611,21.3805,21.2098,21.6854
pud-2.1;G5EBF3,21.5021,21.8462,19.0956,21.5403,21.1975,21.6511,20.5822,20.7137
pud-2.1;G5EBF3,23.6505,24.44,23.748,24.7331,21.9252,19.6717,21.1063,21.9147
pud-2.1;G5EBF3,19.7654,20.0778,20.781,20.8316,21.7645,20.2882,21.2943,21.2632
pud-2.1;G5EBF3,21.4815,24.0831,23.3699,23.6004,20.8121,20.7529,21.4274,21.6308
pud-2.1;G5EBF3,22.8804,23.1448,23.1065,24.5977,24.4516,25.1078,22.7493,24.5943
pud-2.1;G5EBF3,22.9584,22.4429,21.9167,24.6607,22.7501,22.0748,21.4898,21.7759
pud-2.1;G5EBF3,23.655,23.7981,23.824,24.2615,24.8074,23.0524,25.3027,24.0903
;G5EBF4,19.4251,19.5128,21.7319,21.8046,21.5367,21.3016,20.0446,21.4012
tat-5;G5EGE0,21.4956,20.3226,21.6322,21.7666,21.2185,21.7853,20.1388,20.1428
4D656;G5EBI0,22.53,25.2685,23.6602,23.6971,21.9057,21.5987,21.3714,21.2052
fmo-2;G5EBJ9,20.5964,21.5186,21.5156,19.1846,23.1674,23.3677,23.2818,22.7638
fmo-2;G5EBJ9,21.3778,21.2975,21.6451,21.1418,21.3416,21.1391,21.48,20.0488
fmo-2;G5EBJ9,23.1115,22.3753,22.6648,22.8866,24.2681,23.1841,22.3947,22.4993
fmo-2;G5EBJ9,20.9768,21.6236,21.3514,20.3163,22.6732,21.1213,21.5895,22.9826
fmo-2;G5EBJ9,22.3224,22.5428,22.2775,22.4536,23.5789,24.285,22.4546,23.5509
erm-1;G5EBK3,23.2904,24.9957,24.5369,25.5544,21.6034,19.3882,21.5096,20.6677
erm-1;G5EBK3,20.1328,21.5526,21.2586,21.4192,20.5666,21.6708,19.6379,20.9876
erm-1;G5EBK3,26.1703,23.9463,23.3969,24.5972,22.0414,22.4527,23.6491,22.9414
erm-1;G5EBK3,20.5152,20.3985,21.4987,19.9593,21.0367,20.5302,20.1415,20.5028
erm-1;G5EBK3,20.2235,20.4244,21.7729,21.6658,21.2085,21.0591,20.9963,20.2306
erm-1;G5EBK3,24.8449,24.2042,25.5465,25.1504,24.7073,23.1133,23.0435,23.5366
erm-1;G5EBK3,21.3515,25.157,23.2592,23.0711,23.5875,21.9107,21.0406,20.3659
snf-3;G5EBN9,25.1795,24.9133,24.205,25.2813,23.8659,24.7048,23.3227,24.0122
snf-3;G5EBN9,22.5823,24.0042,23.5973,23.2971,25.9906,25.9242,23.6213,24.8253
snf-3;G5EBN9,20.972,20.6486,20.3666,21.7729,20.8053,21.5073,20.1295,21.6281
snf-3;G5EBN9,24.841,24.0369,23.8106,23.8297,20.6856,20.5082,20.243,21.8276
;G5EBP5,22.6392,24.342,24.7237,25.2001,26.2538,25.577,26.0814,25.9897
;G5EBP5,20.5188,20.8665,21.3422,21.5227,21.0085,21.7099,20.557,21.0506
;G5EBP5,19.9665,20.0136,21.2582,20.2608,25.0281,24.1843,24.95,24.304
;G5EBP5,20.4429,20.9496,19.6412,21.2041,26.7447,26.3103,23.9424,25.7959
;G5EBP5,23.5838,25.6524,24.8726,23.5497,27.7733,27.5001,28.3887,27.8353
;G5EBP5,21.3526,20.7993,21.2961,21.7813,21.7477,21.4868,21.4049,20.6867
;G5EBP5,18.3247,21.6033,20.4585,21.3924,21.288,21.417,20.6863,21.7419
;G5EBP5,21.4568,20.225,19.7712,20.9774,23.3866,23.7994,22.0614,23.673
;G5EBP5,21.5667,21.3658,21.2258,20.729,20.961,21.6721,21.2757,21.2733
;G5EBP5,21.3127,20.9536,21.0984,21.2279,28.2694,28.119,28.5132,28.1142
;G5EBP5,24.2036,25.7339,24.5943,24.0428,27.1332,27.3803,27.4963,28.1142
;G5EBP5,20.5091,20.7529,20.5961,20.2546,26.5347,28.7308,27.0707,27.6074
glc-1;G5EBR3,21.4441,21.6832,20.4828,20.3768,19.5264,21.1799,19.443,21.2497
glc-1;G5EBR3,21.4653,20.942,20.6958,21.3875,21.1427,21.4957,19.7069,21.6229
;G5EBT8,19.743,20.177,21.474,20.8641,20.8112,21.7902,20.6077,21.2483
lec-10;G5EBV4,19.4117,19.6762,21.7388,21.7328,24.8851,23.4976,21.5339,23.4771
pgl-3;Q965J2,25.815,24.1774,25.725,24.9856,24.3848,22.6233,23.2778,23.1648
;G5EBY4,22.8157,24.0005,24.3505,24.2749,21.4714,21.0593,21.2977,21.8109
phf-5;G5EBY6,20.6765,21.0747,20.5409,21.937,21.8599,21.6977,18.6242,20.6404
let-418;G5EBZ4,20.0126,21.4889,20.7612,21.4677,21.144,20.6935,20.6551,21.3131
;G5EC03,19.3198,20.7863,20.7693,21.6793,21.5194,21.779,21.3128,21.7596
evl-14;G5EC05,20.5312,21.6883,20.018,20.1936,21.6427,21.4681,20.7721,20.5362
lec-9;G5EC10,20.8428,21.1085,20.3384,21.2828,21.6074,21.689,20.9212,21.6027
lec-9;G5EC10,20.3296,19.4674,20.433,21.7871,21.1133,20.9118,18.6763,21.4743
zen-4;G5EC43,20.6178,21.1151,20.1619,21.3471,19.8222,20.4283,20.4707,21.3887
nrfl-1;I2HAI6;X5LQ26,23.888,23.8526,23.6865,24.8866,24.4857,23.4194,23.5799,24.5716
nrfl-1;I2HAI6;X5LQ26,20.3966,21.4536,20.8186,21.0931,21.4504,21.6637,20.3495,21.7755
nrfl-1;I2HAI6,20.7014,21.2095,20.9816,21.4825,20.9155,20.3982,20.5611,21.7866
ubql-1;G5EC78,21.4061,20.6685,20.3336,20.831,21.0041,21.5832,19.8912,21.7884
ubql-1;G5EC78,25.0533,24.2257,24.6376,24.3698,27.0013,26.9928,27.2927,27.0071
ubql-1;G5EC78,20.9914,21.4662,21.578,19.6788,21.7372,20.8747,20.491,21.4311
oma-1;G5EC86,19.8266,20.9437,21.3185,21.1625,22.6007,23.8373,23.7527,23.0802
dpy-11;G5EC91,23.3602,24.8377,24.4504,23.974,23.8691,22.9328,23.3076,23.9794
dpy-11;G5EC91,20.9908,19.563,21.2648,20.4019,21.7213,20.9818,20.0789,21.1964
cyp-29a2;G5EC97,23.9922,24.5395,24.8453,24.4605,23.013,22.4674,22.7652,23.116
cyp-29a2;G5EC97,24.5565,24.1266,24.2754,24.7475,25.3914,24.7043,23.1033,24.1085
cyp-29a2;G5EC97,20.5012,19.8179,20.2524,21.652,24.1133,24.1879,24.7665,24.2835
ctps-1;G5EC98,20.6106,21.4436,21.2805,20.674,20.7447,21.5255,21.4417,21.4835
usp-48;G5ECC7,23.5381,25.0079,23.8938,26.301,24.1174,24.6742,24.1923,24.4453
;G5ECF6,21.0731,21.7408,20.845,20.7158,24.5014,24.5954,23.9118,24.2857
tac-1;G5ECG0,21.0487,21.2312,19.6553,21.7426,26.2574,26.0236,24.1132,24.1206
vab-10;G5EFK7,20.5554,21.6871,21.1371,21.6814,21.1789,19.4869,21.0346,21.6934
;G5ECL1,20.6029,20.5141,21.3707,21.5017,22.5303,24.4074,23.9134,23.7803
dcp-66;G5ECM2,19.7222,20.7773,18.8726,21.0254,20.4708,21.7884,21.223,21.4382
elb-1;G5ECR7,20.2887,20.9221,21.0913,21.9439,25.1199,25.1213,26.5751,27.2598
gpc-2;G5ECT6,20.3548,21.3814,20.4765,20.7349,21.6423,21.4862,20.5827,21.2641
gpc-2;G5ECT6,22.1167,22.2039,23.6789,23.2878,21.9004,22.9501,22.0196,22.2081
skr-1;G5ECU1,21.8915,23.0025,22.1014,23.585,23.9094,23.2495,21.5843,23.3457
dlg-1;G5ECY0,20.1546,21.6067,21.0274,21.6959,21.0857,20.393,20.714,21.8267
dlg-1;G5ECY0,21.0918,21.3048,20.8682,20.5261,21.9204,21.5455,20.2015,20.566
skr-8;G5ECY4,24.8252,25.6926,25.8604,25.8216,27.8713,27.7166,26.1167,26.8768
skr-8;G5ECY4,21.4466,19.7806,20.1648,20.5609,21.4605,21.6149,21.1415,19.9882
chn-1;G5ECY6,20.7907,21.1788,20.3312,21.5234,21.741,21.671,21.157,21.8274
chn-1;G5ECY6,20.0062,20.2729,21.0384,19.7902,22.3657,24.8064,22.9634,23.6696
unc-44;G5ECZ1;Q17490,21.1916,20.6495,21.0576,21.9663,21.4338,21.4811,21.5202,21.1653
unc-44;G5ECZ1;Q17490,22.2581,21.6206,22.7443,23.5355,21.8286,20.1331,21.3032,20.5928
unc-44;G5ECZ1;Q17490,20.3277,20.8435,21.2788,21.9258,21.8811,19.6889,20.4334,20.2553
unc-44;G5ECZ1;Q17490,21.3167,20.5307,21.3447,21.6313,21.4861,21.476,21.1522,20.9949
;H9G337,25.5865,26.1248,25.6868,26.2433,24.7596,24.6793,24.1227,24.1684
vab-9;G5ED30,24.3648,23.7023,23.3101,23.0818,22.9545,22.95,23.9546,25.0148
fat-5;G5ED44,22.9641,25.6662,23.3032,23.7339,21.0709,21.2271,21.0335,21.3956
eea-1;Q5FC45,21.0199,21.1042,20.8694,21.8652,23.9058,22.9586,24.4908,24.9006
eea-1;Q5FC45,20.7245,21.0907,20.6478,21.1978,21.6407,21.4783,20.8235,21.343
eea-1;Q5FC45,24.6115,26.4367,26.3843,25.7965,27.8121,28.2973,28.1796,28.141
;G5ED91,25.5922,27.099,26.8447,27.5222,26.182,24.8186,25.7918,26.7345
unc-25;G5EDB7,31.169,31.83,31.6905,32.2317,32.1637,30.5615,25.1662,19.4951
tba-4;tba-1;tba-2;mec-12;tba-9;G5EDD4;O18688;P34690;P91910,24.5006,24.6012,23.3913,24.1828,25.6935,23.1418,24.846,26.6379
tba-4;tba-1;tba-2;mec-12;G5EDD4;O18688;P34690;P91910,25.3787,26.6959,26.5869,27.1791,28.4432,27.7192,28.4521,28.8374
skr-2;G5EDD8,20.2627,19.3832,21.0867,21.8545,21.3276,18.5922,19.853,21.5714
skr-2;G5EDD8,21.2698,21.125,20.7821,21.2739,21.6335,21.6822,18.7089,20.6657
skr-2;G5EDD8,19.6518,20.3359,20.3711,20.7501,20.6489,21.674,21.3419,21.3666
tpxl-1;Q8WSN6,20.5815,21.287,21.7886,21.7028,21.672,21.2485,21.4145,21.8506
kri-1;G5EF18,21.5048,20.3196,20.2641,21.2387,21.4645,20.5575,21.3257,20.8553
dcar-1;G5EDI0,20.8362,20.2777,21.5391,21.8071,21.7175,20.2168,21.1773,21.5002
ent-1;G5EDJ3,26.3139,27.4461,26.3441,29.0154,27.277,28.0024,25.1571,23.5894
ent-1;G5EDJ3,24.5301,25.9898,25.5667,24.7641,25.4664,25.5533,24.6309,25.7616
ent-1;G5EDJ3,24.5387,25.9067,25.1458,25.3631,21.5822,20.7429,20.9559,21.5031
dnj-25;G5EDJ6,20.7579,20.9793,21.3361,21.7879,20.5438,19.4529,20.367,21.4153
nrfl-1;X5LQ26,19.4725,21.0735,21.6041,21.3408,19.3353,21.3506,20.9305,21.8827
nrfl-1;X5LQ26,20.536,21.1806,20.7651,20.8879,20.7415,21.0012,20.8658,21.791
;G5EDM5,20.1091,18.4326,20.75,21.2356,21.8072,21.5935,20.2463,21.8914
cnb-1;H9G2Y1,19.6754,21.695,21.748,21.1407,21.4241,21.4148,20.5962,21.8158
clh-1;G5EDQ0,20.9487,20.2703,19.6123,21.6476,22.0681,21.7464,22.076,21.4823
cle-1;G5EDQ4,18.6237,21.8169,21.1443,21.8796,21.916,19.6329,20.8232,21.5214
cle-1;G5EDQ4,23.619,23.6266,23.414,25.481,23.737,23.3949,22.1143,22.0578
;G5EDQ7,20.6255,20.7011,21.7964,21.2615,21.5607,21.191,20.8702,20.4079
;G5EDQ7,22.5851,23.8769,22.5315,21.7272,21.3061,20.6053,21.0139,20.9788
sur-6;G5EDR3,23.5463,23.3213,23.1597,23.2298,23.6459,23.7236,21.8289,22.7732
sur-6;G5EDR3,22.5089,23.3174,23.5206,22.7261,24.976,24.4959,23.0235,23.8901
sur-6;G5EDR3,20.4998,21.5097,21.0683,21.7566,21.1493,21.1324,20.2828,21.6778
ubr-5;G5EDT9,21.4227,20.3395,21.1714,20.7344,22.9684,23.1023,22.4209,24.2367
pmr-1;G5EFK9,24.3981,26.327,25.0552,23.7938,24.665,24.8882,20.5802,23.9474
cey-4;G5EDV3,25.2364,23.6248,24.203,23.7556,20.193,20.0897,20.5058,21.8861
cey-4;G5EDV3,20.3434,20.9446,20.3807,21.4466,21.7115,21.4817,20.9386,20.7244
cey-4;G5EDV3,25.3221,23.9699,24.6875,24.986,23.3068,21.2588,23.6471,24.9811
cey-4;G5EDV3,18.5524,20.0895,21.3349,19.649,20.8019,20.866,20.255,20.9715
cey-4;G5EDV3,23.9925,24.6602,23.8509,24.0996,21.832,21.7682,20.7172,20.3653
cey-4;G5EDV3,21.0104,20.7054,21.0406,21.4958,21.0585,21.684,19.8207,20.8746
skr-7;G5EDY3,26.4619,26.9888,27.0016,26.6406,29.1778,28.1738,28.0632,29.0038
skr-7;G5EDY3,20.754,20.9917,21.3963,20.7387,20.3166,20.34,20.5127,21.4265
;Q564W1,21.5016,20.1787,20.4825,21.1189,26.9137,25.8351,24.1086,25.2552
drp-1;G5EDY8,22.2351,24.8385,24.5139,26.117,21.7524,21.5983,20.4837,21.8992
cpi-1;G5EDZ9,21.5009,20.4737,21.2717,21.6245,19.2447,21.0528,20.5307,21.5281
hip-1;G5EE04,19.5448,19.7083,21.4542,21.3325,21.175,21.3032,21.1666,21.2085
hip-1;G5EE04,18.3113,21.3646,20.94,20.5291,21.8514,20.9851,21.1806,21.486
ccr-4;Q8I4B4,20.4271,21.1445,20.4845,21.5008,20.7132,20.8396,20.8049,21.7472
ptr-23;G5EE13,21.6301,20.3017,20.9702,20.5248,25.2636,22.9221,22.4385,24.3153
cuc-1;G5EE41,20.6184,21.8182,19.0724,21.2347,20.0112,20.6021,20.7217,19.3568
;G5EE62,20.9241,20.7509,21.0507,18.2567,21.6649,21.4912,19.7346,20.4484
skr-3;G5EE67,21.2612,21.4407,20.0065,20.2258,21.8946,21.7491,20.8873,20.924
skr-3;G5EE67,19.6432,20.9009,21.1128,19.7282,20.7315,20.6145,20.9248,21.307
skr-3;skr-4;G5EE67;Q9U1Y9,25.4709,25.3535,25.4266,25.4501,26.2583,26.0057,25.5534,25.7192
skr-15;G5EE88,20.2784,20.7123,21.5705,21.9703,21.136,21.7793,21.5176,20.739
nex-1;G5EEA8,21.0087,21.1318,20.7621,19.4409,21.8395,20.6996,20.4623,21.4524
nex-1;G5EEA8,21.5525,22.4449,21.1793,21.2076,23.3815,24.0935,24.5852,23.4602
nex-1;G5EEA8,20.2323,21.0688,20.3744,21.9632,21.6358,20.5347,21.2947,20.4451
dpy-14;G5EEB6,20.2849,21.3848,19.2721,20.826,20.2586,21.1152,20.7734,21.7104
scm-1;G5EED5,24.343,25.3437,25.3845,25.2658,29.5317,29.071,28.7795,29.4503
scm-1;G5EED5,26.258,27.9619,27.4118,26.7682,27.9061,28.3196,26.4591,27.4311
mce-1;G5EEG4,20.2331,21.461,21.3244,21.575,20.8423,21.115,19.8133,20.8412
frm-1;G5EEP9,21.3085,20.0209,21.182,21.8196,23.2558,23.1498,24.7294,23.4971
frm-1;G5EEP9,20.8375,20.923,21.3735,21.6407,19.8961,20.5095,20.6054,21.6547
frm-1;G5EEP9,25.5359,24.3665,23.789,25.6739,22.8578,21.9888,22.1924,23.499
frm-1;G5EEP9,21.4344,21.3677,21.4089,19.3921,20.9555,20.8613,21.361,21.8707
frm-1;G5EEP9,21.1569,20.7441,20.8136,21.1365,21.77,21.5535,20.9123,20.5435
;G5EEI9,20.8671,20.4131,20.6176,20.6172,20.5878,21.5805,20.5262,21.0881
msd-2;ssp-16;ssp-10;ssp-19;ssp-9;G5EEJ7;Q21289;Q23058,21.0699,21.771,21.2672,21.4848,21.0366,21.3767,20.7486,21.1632
vglu-2;vglu-3;G5EEK1;Q10046,23.8628,23.1379,22.8633,21.7643,23.7325,24.3356,23.8549,23.4841
vglu-2;G5EEK1,21.9289,23.6404,23.5609,23.2537,24.0273,23.9096,23.7182,24.0928
vglu-2;G5EEK1,21.3067,21.7788,20.5456,21.9321,22.8538,22.5721,23.11,23.6241
vha-5;G5EEK9,25.8743,27.4802,26.6476,26.0719,26.4499,25.1663,25.9645,25.5117
vha-5;G5EEK9,24.5763,25.7047,23.8761,25.2951,26.1056,25.4501,22.9532,24.6039
vha-5;G5EEK9,20.9175,20.8971,21.2383,21.4236,21.8353,21.3434,21.0228,21.507
vha-5;G5EEK9,23.8071,24.6189,24.2142,25.4676,23.6897,23.4788,23.3229,23.8022
hmg-11;G5EEL9,18.7799,21.6717,21.5578,20.2277,21.8728,20.5091,20.3458,21.8927
hmg-11;G5EEL9,19.8845,21.8102,20.4811,21.8383,21.2948,21.7607,20.4635,21.6056
hmg-11;G5EEL9,20.7447,21.7843,21.6602,21.5777,19.9424,19.6035,19.8535,20.5053
hmg-11;G5EEL9,20.6836,21.408,20.317,21.9568,21.7038,21.6751,21.1852,20.606
hmg-11;G5EEL9,20.9221,21.0972,20.5026,19.8209,21.3607,21.0475,20.231,21.4593
;G5EEN7,21.1229,20.4405,20.3478,21.7624,20.3827,21.6318,21.4185,21.2412
;G5EEN7,19.8297,21.5546,20.7149,21.9367,21.763,20.703,21.1825,20.5622
alg-1;alg-2;G5EGR6;Q86B39,24.425,25.8475,24.0582,25.7489,26.3157,25.2382,24.7401,25.3313
pud-1.2;G5EET8,21.2881,19.9257,21.3702,20.963,20.6034,19.767,20.6985,21.158
pud-1.2;G5EET8,21.4116,20.9507,20.7262,21.1437,20.7733,20.3218,20.7326,21.4721
pud-1.2;G5EET8,24.977,24.548,25.2509,25.1792,25.652,25.3584,24.6722,24.5909
pud-1.2;G5EET8,20.3443,20.1721,21.5583,21.8543,20.1417,21.7705,20.8394,20.8544
pud-1.2;G5EET8,21.5111,21.2887,20.1091,21.3499,20.9034,21.7459,20.5595,21.6394
pud-1.2;G5EET8,21.0055,21.6734,19.3423,20.5315,21.0756,21.6421,21.2829,20.5399
pud-1.2;G5EET8,28.1582,26.1096,26.5264,28.1228,28.1766,29.2867,28.2325,29.0049
pud-1.2;G5EET8,21.1776,21.1723,21.3722,20.5985,21.8589,21.7324,20.4152,21.3384
nbet-1;G5EEU1,20.5692,20.2203,21.5858,21.67,21.9058,20.2545,20.8498,21.3277
nbet-1;G5EEU1,25.8178,23.6773,24.3507,25.7353,21.2094,21.4914,20.3235,21.549
pud-3;G5EEV5,20.7077,21.7353,21.5355,21.645,20.8739,20.4104,20.6049,21.3706
sid-2;G5EEV9,23.9511,24.6917,25.2422,25.7931,24.5511,24.3737,22.554,24.0777
cnk-1;G5EEW9,22.8809,27.8628,27.5522,26.2955,24.2387,24.8833,25.1504,26.1125
skr-12;skr-13;G5EGD5,23.1687,24.9097,23.6239,22.5709,26.5621,26.2118,26.71,26.5007
skr-12;skr-13;skr-14;G5EGD5;Q9N3U9,19.4534,21.8042,19.1098,20.6434,24.2667,23.099,22.8274,23.974
skr-12;skr-13;skr-14;G5EGD5;Q9N3U9,20.5984,21.755,19.3276,21.6273,21.4383,19.4424,19.4915,20.7551
skr-12;skr-13;skr-14;G5EGD5;Q9N3U9,20.2609,21.6295,20.7192,21.6718,21.4548,21.3713,21.5274,20.8691
;G5EF05,26.9284,28.932,28.2946,27.8312,28.0119,26.8699,28.3227,27.9649
npa-1;G5EF32,20.6783,20.5656,20.2855,21.0856,21.5417,20.9259,20.6642,21.6331
npa-1;G5EF32,24.1489,23.3089,24.282,22.5459,21.7555,19.2279,20.8728,21.5674
pat-10;G5EF37,25.6565,25.6486,24.8804,26.1436,25.4628,25.1717,24.5481,24.5463
pat-10;G5EF37,24.5043,26.1101,24.0087,25.5353,22.2347,23.3688,24.2215,23.9302
;G5EF82,26.3414,26.5577,27.2866,27.1368,21.9025,21.1587,21.141,20.567
swsn-1;G5EF87,21.3124,20.6302,21.3446,21.3161,19.9764,21.3734,20.7879,21.5049
;G5EFC4,20.1659,21.313,21.2187,19.5194,20.0838,21.6061,21.0255,21.4066
