geneName,log2 eat2_d10_01,log2 eat2_d10_02,log2 eat2_d10_03,log2 eat2_d10_04,log2 eat2_d5_01,log2 eat2_d5_02,log2 eat2_d5_03,log2 eat2_d5_04
lim-9,15.3832,14.8193,14.8473,15.1495,13.5294,15.0585,14.5216,13.7324
"CELE_Y105E8A,25",13.9614,13.7784,14.6478,14.7926,13.9565,14.6444,14.1362,14.1668
pgp-2,15.6228,16.1057,15.6253,15.3039,14.7406,14.5345,14.7663,14.542
lpd-3,15.3052,15.0215,16.074,16.332,19.8249,18.7062,20.3346,16.7774
tln-1,14.6647,14.9014,15.0604,15.3191,15.2793,14.4381,15.0734,14.2001
max-2,16.1548,15.1678,14.8959,15.649,15.0382,14.7899,13.6586,14.2145
egl-27,13.2442,13.2268,12.8905,13.262,14.4324,13.7939,13.9669,14.1113
cdc-14,13.2845,13.3007,12.968,13.2109,11.9383,11.9019,11.7932,11.7711
daf-16,13.3413,13.1219,12.9981,13.2798,14.4295,14.2156,13.8791,13.6415
"CELE_T16H12,3;T16H12,3",12.9464,12.9749,12.9777,12.7559,15.5488,15.0549,14.68,14.8117
lev-11,16.8021,16.9075,16.1494,16.3531,15.4347,15.3798,15.0622,15.2719
gld-2,11.6598,13.227,12.8715,13.3196,13.6346,14.8193,13.2643,14.2192
ncl-1,13.1967,12.997,12.3461,12.9394,13.1435,13.1674,13.0787,13.801
"CELE_D1069,3",13.0882,13.0249,12.7673,12.8456,12.2505,12.6677,13.2142,12.9798
lin-23,15.1276,16.229,15.7774,14.8958,14.6408,14.4002,14.6111,13.9143
"CELE_Y50D4B,1",15.5986,15.8312,14.2319,15.0058,12.0247,11.927,11.8877,11.8275
"CELE_Y39A1A,21",12.8914,12.9515,12.8376,12.9806,11.9399,12.0333,11.7241,11.8611
dre-1,18.4446,16.6005,17.9721,19.5115,20.2126,19.6131,18.8943,19.4377
gck-1,14.6814,15.4939,13.8252,14.6357,14.3773,14.2831,14.0127,14.5954
gly-7,14.3704,14.538,13.3101,13.9649,11.2755,15.1297,15.0505,14.4373
"CELE_F40A3,3;F40A3,3",18.7264,19.1993,18.7377,18.6904,18.3487,18.515,18.2594,18.3426
"CELE_Y50D4B,4",15.8591,16.0364,16.3143,15.9072,15.3412,15.5574,15.5704,15.3773
cdf-1,13.1981,12.9418,12.8851,13.0385,12.0563,11.899,12.0896,11.7262
unc-34,13.1527,13.0222,12.6769,13.2592,11.9426,11.8636,11.7552,11.6065
tbh-1,18.6965,19.0548,18.5569,18.7819,16.7275,16.8248,16.8399,16.8284
lev-11,21.8933,21.9091,22.2696,21.7953,21.4624,21.8729,21.9365,22.0176
imp-3,14.9406,15.3301,14.4438,14.9481,13.9553,13.9725,13.8905,14.0618
prdx-2,21.8193,21.3514,22.029,22.1654,21.8293,21.9154,21.7058,21.7695
jhdm-1,13.3619,13.9144,13.2782,12.4277,14.1711,14.1869,13.9833,14.0792
mrck-1,12.9324,12.8595,12.7296,13.1484,11.8907,12.17,11.9556,13.6651
nhr-86,13.2412,13.1367,12.723,13.0741,11.994,11.7847,11.651,11.8729
aat-3,14.8507,12.5438,14.7044,14.9367,13.2901,13.4854,12.9914,13.0669
"CELE_M02H5,8",17.8814,18.3561,17.4129,17.281,19.4784,19.5861,19.6017,19.5462
"CELE_T08B1,1",16.8075,16.6283,16.2253,15.8527,14.2144,13.8772,13.9616,14.0191
lipl-5,13.7875,13.0386,13.6151,13.8991,13.6179,13.7515,13.3196,13.5035
fln-2,17.2401,17.0084,17.1824,17.4893,16.3692,16.3087,16.2015,16.2124
"C14C6,5",17.8759,17.7461,16.8533,17.1726,17.0053,17.1095,16.9841,17.0243
"CELE_T08B1,1",12.7405,13.151,12.721,13.194,11.842,12.1194,12.1122,11.8781
zig-11,13.8044,13.0533,13.6798,14.5018,13.6489,13.9017,13.8618,13.8864
ilys-5,16.3846,16.399,15.7997,15.8194,16.3945,16.3511,16.3527,16.3028
irg-3,16.1604,17.0106,14.7837,16.0043,16.071,16.0031,15.8602,15.8577
tns-1,15.776,16.3484,15.637,15.4595,15.1657,14.8884,14.9202,14.9698
ubr-4,14.2463,15.2113,14.8975,15.1344,13.7513,13.275,18.4954,13.2745
ccar-1,15.5799,15.5482,15.0462,15.6596,14.6417,14.5149,14.456,14.3481
ulp-2,13.0063,12.9344,12.7092,13.3301,13.9047,13.6471,12.912,13.352
"CELE_T23F4,2",15.8133,14.8054,15.3543,15.2055,14.3993,13.9547,13.198,13.7822
sago-1,14.2528,13.9308,13.39,13.9807,14.1281,13.7752,14.015,13.6909
sago-2,15.9714,16.1316,15.8783,15.8794,15.757,16.1672,15.8732,16.0161
"CELE_K02C4,3;CELE_K02C4,3;CELE_K02C4,3;K02C4,3",15.1338,14.0937,14.6206,15.0443,13.6991,13.832,13.4278,14.0084
daf-4,15.3938,15.8197,16.4897,15.9718,14.0073,13.9238,13.733,13.9805
hpo-3,13.3048,13.2918,12.9594,13.2874,12.0557,11.692,11.8544,11.8086
acs-22,14.7458,14.7142,15.1839,15.011,15.5221,15.5952,15.4355,15.4668
tag-10,16.1245,17.0136,15.4118,15.4037,15.3715,15.1153,15.1104,15.1775
imb-2,15.6993,16.2368,14.6958,15.4748,14.56,14.623,14.18,14.2704
brf-1,13.0458,12.7342,12.9938,13.2471,12.0288,12.0353,11.8507,11.8149
"CELE_W09B6,4",15.68,15.5589,14.7706,14.3431,13.9942,12.6971,13.2133,13.2552
irg-7,19.4416,19.381,19.0262,19.1209,19.0294,19.0553,18.9044,18.959
"CELE_F27B10,1",13.2298,13.2916,12.8022,13.3336,13.448,13.2788,12.8441,12.9414
"CELE_T22F3,3",13.3209,13.3028,12.7684,13.2858,14.4729,13.7536,14.4411,14.5207
die-1,13.1744,13.2054,12.5641,13.3621,12.576,13.2845,12.6689,12.931
dhs-11,13.765,13.5004,15.6562,15.5333,15.1269,14.7252,14.7219,14.9904
tbc-14,15.6906,15.8106,15.8825,15.8561,15.3428,15.0569,14.6554,15.0507
cyp-34a6,15.1899,15.7969,15.5454,15.7498,14.0835,13.9058,14.4655,13.9734
fipp-1,13.2832,13.113,12.8723,13.2821,13.4667,13.6388,13.8091,13.5684
unc-132,16.1923,15.5441,16.0539,15.6335,14.4148,14.4258,14.2715,13.9988
cdh-4,13.3397,12.9297,12.8374,13.2936,13.3504,13.1353,13.0658,12.8024
ajm-1,13.0441,13.1996,12.6299,13.194,11.8713,12.009,11.8276,11.8538
"CELE_ZC412,3",18.8669,19.0285,18.0189,17.9431,17.3815,17.4424,17.573,17.3302
farl-11,13.3,13.0025,12.9875,12.5854,12.854,13.1664,12.6039,12.9723
let-711,15.9654,15.3583,15.7342,15.6397,15.0757,14.9147,14.7872,14.9327
"C40H1,7",14.5763,14.4699,15.9008,15.0706,14.8673,14.7142,15.055,15.2103
spat-2,15.5621,15.8213,15.0436,15.1316,15.2126,15.1118,15.1529,15.2583
aakg-1,15.9258,16.2658,16.0502,15.7623,14.5098,14.3517,14.0566,14.3917
grl-23,12.844,13.2261,12.9642,13.0982,11.9143,11.9663,11.7497,11.5434
spat-2,14.143,13.3995,15.8371,15.2707,12.9068,14.0977,13.3469,13.3409
"CELE_Y55F3BR,6",13.1881,13.2986,12.9785,13.1643,12.0709,11.8597,11.8302,11.7828
vab-10,19.3241,19.188,18.8759,19.0655,19.2772,19.2947,18.8533,19.1476
"eif-3,l;eif-3,L",18.3123,17.9605,18.9907,18.9457,18.8992,18.485,18.6725,18.5558
"npp-25;npp-25;npp-25;Y37D8A,17",16.4943,15.8518,17.1822,17.0772,16.1403,16.7812,16.8121,16.7729
cnt-1,15.9609,14.8263,14.0249,15.4226,12.1153,11.9476,9.87085,11.5245
"C26G2,2",13.5636,13.5028,14.9584,13.9699,14.1511,14.121,13.4449,13.8114
"CELE_F43B10,1",13.1894,13.1562,12.0314,13.3612,13.6242,13.0234,13.1848,12.9121
ubc-15,14.6706,14.6209,14.3081,14.6214,13.1848,13.219,13.572,13.253
"CELE_Y55F3BR,10",15.7842,15.5107,13.9367,16.3988,12.8284,13.0734,12.57,13.2446
"CELE_Y38F2AR,12",14.3588,13.0704,14.4108,14.9409,13.8951,14.335,14.0047,14.3626
ttr-42,17.0684,17.1944,19.1209,19.6243,17.5578,17.4002,17.6601,17.6665
"CELE_H29C22,1",19.1467,18.3187,18.7729,19.6119,17.2318,17.8005,17.7423,17.385
"CELE_F07G6,10",13.2493,14.0597,16.8222,15.455,14.1786,14.2982,13.8313,13.851
ttr-34,14.8987,14.5197,15.5224,14.9811,13.064,14.0912,14.3274,13.5116
"CELE_Y49E10,29",13.2316,12.9968,12.761,13.2022,11.8505,11.8016,11.394,11.5255
cnnm-1,13.2965,13.0206,12.7222,13.2602,11.4726,12.0016,11.7959,11.6274
col-138,13.2213,13.2175,12.6434,13.3066,13.1775,13.2852,12.1847,13.8049
oac-59,12.9371,12.9895,12.9224,13.205,11.8727,11.9365,11.7087,11.8609
"C42C1,8",15.3276,15.8413,14.4709,15.0838,14.4975,14.5514,13.902,14.1441
"C42C1,11;AP-1",15.6315,15.2001,14.7115,14.7244,14.8473,14.8097,14.7818,14.875
rpl-34,18.3644,18.0717,18.3068,18.0725,18.0362,18.0713,18.2124,18.1066
erl-1,15.7567,15.806,15.591,15.6539,15.6087,15.3811,15.3577,15.4373
tag-335,15.8443,16.8781,14.0068,14.7557,14.7018,14.1614,14.2552,14.1314
fbxa-6,13.2911,13.2543,12.3078,13.1291,12.0549,11.6341,11.6141,11.5366
"CELE_cTel55X,1",16.3365,15.5901,16.5265,16.5262,14.3296,13.5019,13.8903,13.4537
"C44C10,9",15.6477,15.6407,15.3325,15.5629,14.3263,14.5836,14.7116,14.557
"CELE_F14D7,12",13.2723,13.3002,12.8401,13.2989,11.8775,11.8065,11.7869,11.6451
"CELE_D1086,17",13.2886,13.3181,12.3891,13.2407,11.9725,11.7754,11.7179,11.7717
"CELE_W06G6,15;CELE_Y70C5B,2",13.3462,13.2587,12.9831,12.9591,13.1758,13.2071,13.1618,12.9562
"CELE_Y71F9AR,4",13.2802,13.0755,12.6632,12.4302,14.5184,13.0382,12.3358,12.8706
"CELE_Y47G6A,33",15.9346,15.6335,14.6115,14.3353,15.6234,15.4406,15.7842,15.6588
"CELE_ZK813,7",19.0258,18.3505,20.0342,19.9746,19.165,19.5531,19.0118,19.3298
"CELE_T28A11,2",18.0888,18.208,17.377,17.5982,16.0979,15.9674,16.2595,16.0879
guk-1,17.1542,16.9726,15.7694,15.5239,16.8004,16.7195,16.5835,16.6208
"CELE_Y53C10A,6",13.2496,13.2332,12.8141,13.3425,11.9464,12.0106,11.7582,11.861
"CELE_Y48C3A,18",13.249,13.2403,12.6538,13.353,12.055,11.9376,11.8898,11.8659
"CELE_Y39B6A,3",13.2745,11.3815,12.9004,13.3146,13.717,13.542,13.2362,13.3423
dab-1,14.7244,14.8236,14.6135,14.4728,14.2548,14.2129,14.0809,14.2306
"CELE_F25H8,1",15.363,15.4902,15.6418,15.7276,13.8347,13.7362,12.9506,13.6441
swsn-9,14.7196,14.4162,14.6171,14.4539,14.0427,13.9116,14.0567,13.8405
"CELE_ZC434,7",12.9067,13.1539,12.9886,13.2841,13.0121,12.4457,12.1367,13.0362
rad-50,13.1622,13.287,11.7532,13.2424,12.5573,11.7242,11.1369,11.676
"C25F9,11",16.1613,15.4073,15.437,15.4228,11.989,11.807,11.8602,11.7597
sin-3,16.9193,16.6461,17.4238,16.6188,14.7803,14.1006,13.8095,13.6259
hmp-1,13.2991,13.7584,13.0805,13.3786,13.8512,14.1158,14.0597,13.8836
dhs-3,18.2615,17.1974,18.1243,17.4547,17.0545,17.096,16.9443,17.0743
nra-2,14.4125,14.9271,15.7239,14.9251,14.7967,14.7982,14.7732,14.7436
"CELE_Y37H2A,14",13.2445,14.6497,13.8039,11.0589,14.5683,14.7351,14.5568,14.6544
"CELE_F27E5,7",15.6336,16.1167,14.4566,14.9204,14.4553,13.7139,14.8068,14.8396
saps-1,15.7251,15.3591,15.0136,15.7338,14.9202,14.7388,14.6021,14.6935
"CELE_ZK809,8",13.0224,13.2431,12.8933,13.3476,12.0242,11.9553,11.8826,11.844
"CELE_D1081,7",13.0732,13.2231,12.8649,12.6382,13.6721,13.808,13.0792,13.606
aph-2,13.0647,13.1952,12.7404,13.2218,11.9073,11.4325,12.0816,12.1571
"CELE_F15B9,10",16.6778,17.2347,15.4357,15.4306,14.9448,15.1828,14.8623,15.0668
"C27A7,5",14.291,14.4181,12.6798,13.8205,13.4097,13.3996,13.61,13.6954
"CELE_F30A10,13",13.1104,12.517,12.886,13.2846,14.0585,13.1099,14.1931,13.1684
"CELE_F30A10,14",19.0092,18.3654,17.3947,18.6626,15.3433,15.7875,15.4132,15.6728
"C04H5,7",13.8741,14.1481,13.9915,14.8128,13.8955,13.8098,13.9576,14.0295
"C13B4,1",13.8441,14.8129,12.4156,12.998,13.5797,13.5562,13.3513,13.4732
"CELE_F02E9,10",15.0244,15.2558,15.228,15.298,14.6209,14.1904,14.3967,14.3862
"CELE_R13H4,2",16.7394,17.8288,17.4262,17.7185,11.8747,12.6002,12.4895,12.7454
"CELE_ZK228,4",16.5226,16.4706,16.0658,15.9434,14.0829,14.316,14.2413,14.3417
"CELE_K02B7,3",18.0143,18.138,18.4982,18.3592,16.524,16.5371,16.5994,16.4552
nuo-3,17.2967,17.5721,17.2238,17.7254,13.425,13.2845,13.0729,13.2832
"C44E4,5",15.9708,15.0515,15.0122,14.9761,11.8236,13.7417,13.3041,13.5715
"CELE_F49E2,2",16.7756,16.5983,16.0999,16.1424,15.3451,14.8587,14.6492,15.1869
"T07A5,7",13.7135,14.0105,13.9004,14.6045,13.503,13.9512,13.635,13.2363
"CELE_T04F8,7",16.21,15.8824,15.4572,14.7422,13.3989,13.9466,13.9333,13.5914
"gpb5;CELE_T23B12,8",14.7254,15.7025,13.0426,13.9088,12.6798,12.9893,13.2089,12.6161
"CELE_F49D11,10",14.6906,14.9247,15.303,14.7987,15.4817,14.8397,14.9766,15.0976
oxy-5,19.3162,19.4998,18.5043,17.7783,17.273,17.1142,17.4623,17.3327
mrg-1,16.5053,17.0573,16.5924,16.0781,15.8933,15.9318,15.7827,15.8439
obr-1,13.4602,12.74,13.9437,14.2913,11.9664,11.6905,11.827,11.8041
igcm-3,13.3174,13.2912,12.7954,13.2015,12.1083,12.0281,12.516,12.0292
unc-16,15.8483,15.0344,15.3239,15.1594,12.9342,13.1892,13.2369,13.4493
gpdh-2,18.7883,18.8951,19.0463,19.2666,18.0988,18.2111,18.004,18.2519
sly-1,16.6694,15.5723,15.6174,15.7063,15.279,15.3364,15.1856,15.166
"B0393,9",15.8752,15.8129,15.5988,16.0029,15.1198,14.5703,14.7407,14.698
cisd-1,19.2043,19.1597,19.143,19.3533,19.0858,19.1754,18.3427,19.1544
"CELE_F09E8,2",15.5489,15.5364,15.1719,15.613,15.1932,14.9186,14.3732,14.4034
lsy-22,13.0688,12.8285,11.8535,11.9519,14.5916,14.6465,14.4427,14.6005
"C24H11,5",13.6891,13.9348,13.8979,13.704,11.2901,11.8498,11.8332,12.5758
"CELE_F10A3,17",15.8472,16.8581,16.5678,17.309,16.264,16.0456,15.9413,15.9067
pnc-1,13.3123,13.1974,12.7141,13.0614,15.5559,14.7556,14.9006,14.8459
"CELE_Y94H6A,12",12.969,13.1549,12.8098,13.2563,12.0386,11.9782,11.8785,11.7587
"CELE_F56C9,6",12.8536,13.3203,12.5109,13.3574,13.699,14.0036,14.3679,14.2865
"CELE_T28D9,4;T28D9,4",14.6577,13.9103,15.5948,15.5596,15.5581,15.5726,15.2549,15.2456
"C28G1,5",14.2516,14.2197,14.3145,14.7259,13.9807,14.3091,13.6301,14.1869
gpx-7,13.9721,13.2056,12.1381,13.205,13.3483,12.6666,12.7571,12.7712
"CELE_F41D9,2",15.0944,14.4648,14.7166,14.3982,13.7838,16.6043,14.4704,17.2714
"CELE_T04F8,8",13.1724,13.1355,12.8301,13.1684,15.982,15.9085,15.2966,15.8466
"CELE_ZK856,16",13.0885,12.8471,12.9105,13.3463,14.3797,14.2616,13.9677,14.0697
"CELE_F23B12,4",13.2831,13.0581,12.7333,12.675,13.8596,14.0729,14.4281,14.3117
"CELE_K09A9,6",15.3902,15.5796,15.2034,17.2188,11.9962,12.0261,11.4419,11.829
"CELE_H14N18,4",12.8771,13.3032,12.9525,12.8091,11.667,11.2961,12.0674,11.7281
"CELE_T12B5,15",13.3286,13.0099,12.7709,12.2127,12.0705,11.9855,11.7865,11.8757
"CELE_Y17G7B,20",13.0603,13.1315,12.8896,13.237,11.9571,11.982,11.6044,11.7946
"CELE_E01A2,1",13.3334,13.2436,12.9994,12.9212,13.8986,14.3004,14.115,14.4558
"CELE_T02H6,1",15.0115,14.9353,14.8286,14.2428,14.7109,14.7223,14.6918,14.6643
"CELE_Y37E3,11",16.6092,17.9941,16.0447,16.7355,16.0928,15.8344,15.4486,15.3572
"CELE_M03F8,3",12.9636,13.2735,11.8559,13.3451,14.0585,13.6087,13.714,13.8667
"CELE_F55B12,10",16.2389,15.5294,16.2845,16.3225,11.9712,11.9564,11.8647,11.6653
pptr-2,14.5079,15.321,15.2421,15.1676,15.0902,14.6783,14.6458,14.6199
"maph-1,2",17.2143,17.006,16.5349,16.9159,16.143,15.3811,15.2568,15.9234
"CELE_K09G1,1",14.747,13.8468,13.5559,14.4582,14.3218,14.6248,14.1772,14.5382
"B0303,7",15.8845,15.959,14.7376,14.5951,13.5602,13.8117,14.2773,14.3017
"C23H3,3",13.3244,12.9985,12.9698,13.0706,14.0318,14.0303,14.0805,13.9875
"C17C3,1",12.2734,12.5553,14.6729,13.454,14.1555,14.0812,14.3297,14.2761
glna-1,14.5978,13.7007,15.7313,15.6276,15.4211,14.4159,14.1459,14.1257
"CELE_Y61A9LA,11",13.3422,13.3383,12.5119,13.0764,11.9736,14.1109,13.107,12.4325
"CELE_F41E6,5",15.0966,15.2645,14.5464,14.7235,13.4433,13.2559,13.1863,13.2767
"CELE_T25B2,2",14.2653,14.4033,15.0399,13.9912,14.671,13.8562,14.2327,13.9572
trpp-1,13.2898,13.3296,12.9264,12.8315,11.9988,11.9847,11.8618,11.6257
tsp-10,13.1729,13.3499,12.5215,13.1911,11.5724,11.9757,11.8623,11.8363
ugt-26,18.653,18.5742,18.1368,18.7341,17.1543,17.1762,17.0734,17.2
"C14H10,3",15.0018,15.0883,14.2528,15.0074,14.7489,14.6143,14.6491,14.5112
"CELE_D1086,10",21.4035,21.846,20.4638,20.5053,19.1658,19.0757,19.298,19.1183
poml-3,15.6342,15.8014,14.5952,15.6543,14.2787,14.2731,14.2929,14.3547
unc-57,16.4411,16.4026,16.0007,16.376,15.9245,15.8795,15.7757,15.8044
szy-20,15.2969,15.8034,14.747,14.4816,14.0703,13.1425,14.4363,14.4823
"CELE_T06E4,14",13.2903,12.9705,12.9977,13.2881,11.9412,11.9504,11.6794,11.8052
"CELE_F13G3,10",18.0397,18.1535,17.408,17.6479,11.606,11.93,11.8337,11.8601
rmd-2,18.4506,18.2276,17.9317,17.9926,17.5095,17.2275,17.2661,17.0657
smc-3,15.6497,15.5603,15.0198,15.061,14.5261,14.5001,14.4458,14.7379
ntl-2,14.1531,14.9312,13.3955,13.898,14.4823,14.215,14.622,14.463
gcn-1,17.0974,17.0294,17.1469,16.8637,16.9191,16.7214,16.7089,16.6994
urm-1,18.6886,18.5994,18.3139,18.5302,17.5134,17.5942,17.4573,17.4538
nono-1,15.7863,15.7696,16.0541,16.3739,15.6522,15.6497,15.3708,15.5637
atf-7,13.0479,13.3191,12.8217,13.3255,12.0592,11.6421,11.8857,11.8206
vps-26,15.8062,15.7659,15.2552,15.9705,15.1388,15.0842,14.7662,14.8535
ndx-9,14.6786,14.7689,14.7314,14.1728,14.8026,13.7556,13.762,14.3679
"C14F11,4",18.3731,18.087,17.6517,17.9118,16.7639,16.7119,16.7007,16.6954
abts-1,16.435,16.6692,15.9936,16.3312,15.2848,15.4407,15.0253,15.1531
"CELE_ZK858,6",16.0748,16.0339,15.9059,16.2657,15.9892,15.7392,15.8044,15.8304
"C41G7,9",19.2168,19.2277,18.9312,19.0097,17.7286,17.8963,17.6788,17.8288
lin-10,14.3934,14.924,13.867,15.0565,14.3357,14.1475,13.6711,13.4067
"CELE_M04C9,3",13.2396,13.2522,12.7353,13.2999,13.1192,13.4799,13.8366,13.5099
"C31H5,6",12.7641,12.6991,12.8345,13.3301,14.5786,14.2188,14.3934,14.3756
"CELE_ZK355,8",13.2528,13.0506,12.9104,13.2479,13.1145,12.7423,12.9276,13.4448
spds-1,16.459,17.0795,17.2249,17.2984,16.2033,15.7788,16.384,15.5748
nxf-1,16.0614,15.7402,15.513,15.7579,15.2021,15.3723,14.8895,15.0364
"CELE_F38A6,5",14.3023,13.9959,14.7307,14.3146,15.5084,14.8211,14.8371,15.2232
"CELE_T03D8,6",15.7658,16.0048,15.1849,15.9346,14.6119,14.5514,14.5963,14.3425
ret-1,16.7831,16.871,16.327,16.6744,16.794,16.4523,16.724,16.7871
"CELE_D1086,12",16.8856,15.063,15.319,16.3479,16.5751,14.7759,14.7471,15.0082
"CELE_F52C12,6",15.8496,16.5564,15.7404,16.4978,12.7404,13.5468,13.9611,13.9331
"CELE_Y40B1A,3",13.278,13.0097,13.2703,14.0958,13.4158,13.6806,12.6321,13.1169
pals-37,19.1403,19.0501,18.343,18.6617,17.6498,17.2595,17.1701,17.3171
"CELE_F59A2,2",14.0127,14.3277,13.85,14.0404,14.5209,14.2993,14.496,14.0834
ptr-24,14.9313,14.5521,16.1566,15.7469,15.4629,16.4512,16.341,16.3425
"CELE_F11C1,5",14.5944,14.0527,15.5803,14.4041,13.5874,13.9264,15.2209,13.6923
"CELE_Y43F8B,1",19.5497,18.7917,19.1277,19.1939,17.7249,17.976,18.1973,17.8196
sam-10,15.7428,16.1011,14.7689,14.5392,12.7483,13.254,12.888,12.6761
dic-1,13.0596,13.0909,12.6313,12.729,19.2854,18.1001,18.8418,18.0055
unc-68,14.5842,13.641,14.8762,13.3203,13.6454,12.5409,12.5556,12.3182
"CELE_T05H10,4;T05H10,4",15.3984,14.7384,16.4751,15.5862,13.7105,13.2104,14.7102,12.7757
"CELE_M05D6,5",17.1004,16.2137,16.5914,16.6622,15.8471,15.9103,15.8764,15.7764
ctg-2,15.7739,16.0419,15.5322,15.4377,14.7175,14.1174,14.6755,14.2301
rpl-32,19.1864,18.8718,17.7452,17.8529,18.7956,18.7595,18.9379,18.8961
"CELE_F37H8,3",14.0011,13.6884,13.4415,13.9327,14.6056,14.0712,14.1397,14.8763
clec-146,12.9768,13.3228,12.6203,12.9436,14.965,14.2793,15.2098,14.8038
tnt-3,17.2886,17.3129,17.0911,17.2268,15.9467,15.5132,15.5642,15.3732
mlt-11,13.1648,12.8799,12.5264,12.747,13.1269,13.2678,13.1013,13.2727
hrpu-1,13.3021,13.2611,12.6354,13.1673,12.8373,12.4413,12.7039,13.2272
kcc-2,15.2744,14.0258,14.6775,14.7006,14.176,14.4414,14.4773,12.0315
ced-7,13.1862,13.0505,12.8184,13.3169,14.1153,14.2428,14.0783,15.3812
"CELE_F17C8,9",15.9902,15.3966,16.3422,15.9277,14.8044,15.0879,14.8674,15.0173
unc-119,13.1908,13.1994,12.6625,12.8687,12.65,12.9321,12.9717,12.8347
mrpl-46,15.0134,16.3072,15.5933,15.305,14.2658,15.2795,15.0645,15.1756
"CELE_F40G9,5",13.2332,13.1095,12.9983,12.5866,14.2378,14.1272,14.2086,14.3004
"CELE_F40G9,17",15.3598,15.4133,15.3645,15.3781,14.6424,14.9723,14.7765,14.8952
"CELE_Y54G11A,17",14.6894,14.2249,14.362,14.15,13.7111,13.266,13.3009,13.5431
let-767,16.5775,16.7649,18.3217,17.2831,17.2605,17.1823,17.5792,17.3614
dnj-16,15.6636,15.6691,15.6098,15.3001,17.9715,15.8858,16.646,16.9745
cfim-2,15.3136,15.138,15.2581,15.0419,14.6719,14.5511,14.1675,14.0939
magi-1,13.0513,9.35139,17.4675,15.6049,15.9363,16.3424,17.0841,16.8551
"CELE_F55D12,2",12.9781,13.1873,12.9968,13.267,14.6737,12.2823,12.911,13.1237
"C39B5,5",14.9591,15.0505,14.7967,15.444,15.1427,15.2744,14.9165,14.5922
"CELE_Y32H12A,2",19.9556,19.0843,13.3277,13.6902,13.6282,15.9214,13.4285,12.9876
smg-3,15.1979,15.3812,14.6918,14.7413,14.6856,14.391,14.656,14.5563
"CELE_F56B3,4",13.2244,13.2979,13.3149,14.1822,14.2167,14.2935,14.1046,14.4887
"CELE_Y34B4A,8",13.311,13.0081,12.8156,13.3359,12.0574,11.8511,11.8539,11.695
csn-6,15.1432,14.4273,15.3331,14.8001,14.2817,14.747,14.6551,14.1695
marg-1,17.225,17.2099,16.54,16.1382,15.5866,15.7553,15.7875,15.7618
grsp-2,15.5925,16.2726,15.6558,15.5108,16.598,16.8051,16.4955,16.6106
"CELE_T28C6,7",16.1493,16.1083,15.8938,15.8402,14.9293,15.4033,14.8465,15.4711
"CELE_T20D3,3",16.5408,15.3045,14.2972,14.7627,14.9783,15.1369,14.97,15.016
"CELE_R102,4;R102,4",16.7357,16.6578,16.2827,16.4239,17.1077,17.2108,17.0221,17.0059
sao-1,15.8559,15.5854,15.5723,15.3951,14.5251,14.4702,14.4371,14.4944
"CELE_D1086,11",19.914,19.7262,19.5279,19.9075,18.4738,18.3159,18.2383,18.1997
sqrd-1,15.2788,14.738,14.9618,14.9447,15.3627,14.9893,14.8511,14.8781
