geneName,log2 eat2_d5_01,log2 eat2_d5_02,log2 eat2_d5_03,log2 eat2_d5_04,log2 N2_d5_01,log2 N2_d5_02,log2 N2_d5_03,log2 N2_d5_04
smu-1,15.6527,14.3793,15.2696,13.8517,13.0771,13.0804,13.2902,11.0426
frm-1,17.1407,16.9311,16.9755,17.1298,16.5459,16.9764,16.7554,17.338
ivd-1,17.0052,17.1064,17.0431,16.8019,16.4843,15.9275,15.7993,16.5298
npp-10,17.1443,16.9624,17.065,17.0297,16.6074,16.4835,16.4624,16.9079
asp-1,18.7643,18.6263,18.6236,18.7591,19.7031,18.8079,18.7554,19.2374
chp-1,14.4196,13.9172,14.4428,14.0461,14.5862,15.0693,14.7416,14.5487
"CELE_K11D9,3",12.9798,12.7756,13.3377,13.1403,12.4942,12.5592,12.6775,12.761
msd-2,17.2873,17.7661,17.2554,17.5276,18.6611,18.6807,18.4696,18.9915
aqp-4,15.0208,14.4717,14.7739,14.3035,13.3328,13.269,13.5275,13.6795
golg-4,14.4651,14.3013,14.3772,14.2531,15.2253,14.3606,14.7125,15.0211
sca-1,19.7813,19.7353,19.6043,19.6824,19.0515,19.1407,18.9513,18.9899
vha-5,17.7558,17.9549,17.7853,17.8593,17.1017,17.2023,17.4522,17.1761
alp-1,17.509,17.4301,17.3603,17.3899,17.3401,17.3593,17.2958,17.4771
plrg-1,14.4354,14.5191,14.4419,14.1213,15.723,15.12,15.3174,16.0402
hmg-11,18.2789,18.3188,18.1935,18.2438,18.5283,18.5564,18.4032,18.8137
gmn-1,11.9566,11.9602,11.871,11.8398,12.5523,13.139,12.9024,12.9944
clec-248,11.7438,11.6779,11.8131,11.8025,11.4236,11.2238,11.2437,11.6129
zyg-9,15.2305,15.2395,15.1043,15.2519,15.0962,15.2663,15.1656,15.1862
tap-1,12.8532,12.3176,12.3304,12.1013,13.6892,12.9691,13.9899,14.6639
fars-2,15.8875,15.8187,15.5614,15.6678,14.5,15.506,14.602,15.1506
gck-3,15.6333,15.285,15.5947,15.2497,13.7635,14.3997,14.3481,13.6596
"CELE_Y39A1A,3",14.4696,14.3997,13.5941,14.2812,13.7704,14.2482,14.6094,13.7421
"CELE_F41E7,9",15.6321,16.2164,16.3213,16.1844,15.2546,14.9571,14.9835,15.1301
nkcc-1,11.8361,14.741,14.4663,14.714,14.4774,14.1531,13.494,14.472
sftb-1,15.5518,15.7273,15.5587,15.6136,15.5469,15.6733,15.502,15.7182
ger-1,14.3931,13.9905,14.7895,14.5613,14.3977,15.2007,15.2809,15.2128
alg-1,14.985,15.0475,15.0564,15.1692,15.5446,15.7505,15.491,15.7319
ufd-3,14.8637,15.0958,14.9264,14.7867,14.6551,15.1156,14.9471,15.1948
nspd-5,14.1569,14.5053,14.2976,13.9347,15.0637,14.8839,15.2812,15.8553
txl-1,16.3111,16.1696,15.908,16.4545,14.5901,15.1561,14.8026,14.8761
dut-1,15.2343,15.3074,15.2534,15.4311,15.834,15.3049,15.3044,15.8523
cdr-6,15.9479,16.3683,16.2759,16.5149,15.8524,15.9195,15.3111,16.1676
hpl-1,11.49,10.6924,11.4172,11.0452,11.3273,12.0577,11.8282,11.6842
"pud-1,2",19.5266,19.5701,19.4936,19.4604,19.9081,19.8783,19.853,19.6136
nbet-1,15.0512,14.8592,14.9358,14.9887,13.9879,14.7369,14.7809,14.6649
pud-3,15.7479,16.2713,15.8559,16.1741,15.6768,14.9492,15.0887,15.865
"C18B12,6",12.0544,11.8438,11.4358,11.634,11.4248,11.1948,11.2295,11.53
"CELE_F54E12,2",13.8942,14.4608,14.0751,14.5679,12.1805,12.1015,12.1524,12.4703
sig-7,14.071,14.2271,13.855,13.8351,13.454,12.5472,13.0659,14.3323
asd-1,11.8104,11.9441,11.8451,11.8256,12.7643,13.3069,12.1527,14.0496
pbrm-1,13.4173,13.2744,12.8526,13.0187,13.6178,13.704,13.9589,12.689
"CELE_ZK1010,2",15.1051,14.3953,14.4915,14.5524,13.9065,14.5968,14.3535,14.3529
"CELE_W09G3,7",14.0363,14.1073,14.11,14.0791,13.6793,13.4348,13.3307,13.8498
3E324,13.232,13.7802,12.9386,12.8178,14.832,14.4714,15.0051,14.4681
tbb-6,16.6344,16.8998,16.674,16.9404,16.814,16.1668,16.8496,17.0222
"CELE_W07E11,1",17.3117,17.1578,17.1548,17.1099,16.5523,16.6868,16.9044,16.6568
ncx-1,14.2886,14.096,14.2968,14.1596,13.5581,13.7675,12.9451,13.0384
efl-1,12.0011,12.0412,11.7834,11.5923,12.1348,12.3669,12.4796,12.8156
5N226,15.3755,15.0736,14.8992,14.7937,15.6676,15.5843,15.5206,15.8098
fbxa-136,16.3438,16.4912,16.4691,16.4699,19.0387,19.1864,19.0605,19.0406
npa-1,18.6006,18.7418,18.6469,18.6025,20.1862,19.9342,19.8829,19.8906
pat-10,18.8523,18.6553,18.2659,18.4809,18.4112,18.5199,18.0576,18.6283
snf-11,13.7214,14.015,13.4089,13.9841,12.6963,12.4779,12.3404,13.2379
"CELE_Y63D3A,8",14.6391,14.3417,14.3573,14.2037,13.5716,13.828,13.0892,14.7011
swsn-4,14.212,14.1058,13.9803,14.1677,14.4164,14.3364,14.1825,14.7849
"CELE_Y106G6A,4",12.0644,11.8919,11.8298,11.6969,14.4857,13.1623,13.7439,14.528
ipla-7,12.0452,11.8458,11.6133,11.8813,11.4281,11.2112,10.9955,11.6417
"CELE_Y66A7A,2",13.886,14.4626,14.4756,14.6486,11.3752,11.237,11.0374,11.2207
stim-1,15.7552,15.3395,15.3591,15.648,14.579,14.5974,14.7765,14.873
ndg-4,15.4283,15.3856,15.2833,15.6988,13.4493,13.5932,13.6974,13.731
sqv-1,12.8784,12.749,12.3899,12.7752,13.1073,13.2732,13.3774,13.4319
sars-2,15.1367,15.177,15.001,14.7989,14.8867,14.7589,14.8487,14.6517
"CELE_K01G5,9",8.76809,11.9997,11.819,11.6868,11.4834,10.9917,11.254,11.6522
gip-2,14.1194,14.0707,13.6338,13.706,13.6909,13.7042,13.457,13.1272
"CELE_Y48G10A,1",16.4417,16.4016,16.3125,16.4165,14.9793,15.2735,15.4744,15.4389
swsn-1,15.8355,16.1326,15.7468,15.9441,16.3155,16.151,15.8334,16.2278
"CELE_K01D12,15",14.6007,13.9211,14.0842,14.0272,16.8556,16.378,16.2551,16.8668
sfa-1,14.1242,14.0044,14.0743,13.912,14.778,14.9349,14.929,15.6578
"CELE_ZK1128,7",13.8182,14.0407,13.8629,13.6876,12.947,14.4569,12.1512,12.9954
bir-1,14.4478,14.1264,13.9944,13.6271,15.3664,15.0164,15.5815,15.9825
cpn-1,17.3615,17.0726,17.1416,17.0868,17.4162,17.4386,17.3829,17.847
rab-8,17.5874,17.6252,17.5046,17.4746,16.8054,16.6599,17.1307,16.7255
cdc-5l,14.8233,15.0299,14.7365,14.8135,15.2804,14.6322,14.1182,15.4435
dap-3,15.846,15.0098,14.8295,14.595,14.1078,13.4718,14.3332,13.5588
hmt-1,14.5136,14.3466,14.1889,14.0416,14.2948,14.225,13.8264,14.5326
"CELE_F46C5,9",15.6617,15.5839,15.2634,15.4182,14.3383,15.3691,14.1939,14.4575
"CELE_H03A11,2",17.7117,17.6847,17.7824,17.7159,18.0842,18.1292,17.775,17.8232
"C30H7,2",16.4464,16.4426,16.6423,16.5327,15.1982,16.1612,16.0699,15.4433
eif-2bdelta,15.527,15.6297,15.0288,15.4665,14.8589,14.046,14.6282,14.7122
sel-1,15.1695,14.503,14.4181,14.4151,14.5705,14.6074,14.3982,14.3755
abcf-2,16.8873,16.8576,16.8122,16.8297,16.1948,16.1437,16.2418,16.1812
ins-17,12.0302,11.8392,12.1329,11.5509,11.4432,11.2196,11.2175,11.6548
srp-6,15.6975,15.529,15.4831,15.5865,13.7782,14.1353,13.645,14.4214
agef-1,14.8595,13.3507,13.9603,13.4833,14.0289,12.082,12.5609,14.2404
cbs-1,15.7863,15.9667,15.6922,15.8479,16.1721,15.9525,16.028,16.2054
lec-5,19.7845,19.6218,19.536,19.5704,18.7314,18.665,18.9473,18.6744
klp-12,15.5728,15.3015,16.3111,15.442,15.2814,15.1671,15.0028,15.6964
"C08E8,4",16.759,16.648,16.5861,16.597,16.2373,16.2563,16.2345,16.4512
pcp-2,14.3382,13.8625,14.2776,14.2431,14.9012,13.9532,14.1948,14.1517
arf-3,17.167,17.1296,17.3308,17.3106,17.6901,17.4363,18.1914,17.8073
hex-2,15.472,15.6402,15.3889,15.1817,14.7721,14.8924,15.0087,15.1895
alp-1,16.533,13.042,12.6951,13.2337,11.4134,11.1291,10.8669,11.1586
mdf-1,14.7996,14.209,14.0602,13.9729,11.6799,13.0172,12.7795,14.1206
"CELE_F18C12,3",13.2364,13.2357,12.9733,13.0748,12.2634,14.048,12.3417,12.2965
rict-1,14.7156,15.2381,14.7785,14.9496,15.9555,15.2203,14.6854,14.39
"CELE_ZK1321,4",17.8658,17.8882,17.8531,17.8677,18.1118,18.2618,18.2017,18.2029
mrp-4,14.131,13.6204,13.7914,12.9252,12.8607,12.6201,12.3771,13.5304
sym-1,11.9714,10.209,11.7954,10.605,15.4028,13.933,15.1725,15.4
fut-3,14.212,14.4068,14.2757,14.3022,13.9049,14.2239,13.4293,14.0264
acl-7,14.0059,14.3356,14.4379,14.0557,12.2186,12.8605,13.4075,13.1395
mec-5,16.0369,16.2505,16.0714,16.1747,16.3281,15.7691,15.6815,15.7993
tag-297,11.3984,12.0267,11.0001,10.6308,13.5443,13.0959,13.1421,13.8118
msi-1,15.4047,14.9939,14.8703,15.2954,15.0005,14.6739,14.9165,15.3954
dcs-1,14.4255,14.2897,14.339,14.538,14.3855,14.706,14.7143,14.8952
"CELE_F45D11,15;CELE_F45D11,14",16.0078,15.9521,15.9962,15.9244,14.8117,14.4187,14.8111,15.0447
hpl-2,12.0538,12.0121,11.8866,11.8636,14.4668,13.9761,13.9544,13.3986
hsf-1,12.1263,11.762,11.6274,11.868,14.658,14.2557,14.2881,13.8321
"ant-1,4",14.7121,14.4318,14.2666,14.3221,15.3101,13.2408,13.9031,14.81
"CELE_ZK524,4",11.9509,12.5503,12.3191,11.9414,11.4677,11.2064,11.2725,11.33
"hmg-1,1",17.231,17.2322,17.0782,17.0666,17.4933,17.5163,17.82,17.6301
pkn-1,14.0431,14.2318,15.5329,10.2751,11.4793,10.3249,12.2203,11.7296
ntl-3,15.1161,14.8738,14.8434,14.7669,16.3226,15.446,16.1975,16.4805
sec-31,14.1033,14.2987,13.5767,13.8374,14.3065,14.7551,13.7552,13.4626
ipgm-1,18.1482,18.2323,18.0969,18.2347,17.3955,17.7464,17.0402,17.5173
icln-1,15.7899,15.6541,15.6391,15.617,15.5756,15.784,15.4012,16.2127
pgp-8,14.7947,15.0227,14.6562,14.9987,14.0765,13.525,13.8228,14.3521
fat-4,11.0659,11.9842,11.4794,11.6792,11.941,9.65669,12.4858,12.7271
dhs-12,17.9467,17.8766,17.7905,17.818,16.7526,17.391,17.7,17.0124
crn-2,15.993,16.5798,16.5115,16.5376,16.7827,16.9668,16.779,16.7909
nspd-6,13.9134,14.0838,14.1438,13.6116,14.5592,14.6802,14.5883,15.0248
"R151,8A",15.5054,15.8525,15.4035,15.7363,15.9743,15.7699,15.4421,15.877
skr-10,12.0197,11.509,11.6541,10.3291,13.5335,12.8465,12.8572,13.75
"CELE_W05H12,1",11.9725,12.0015,11.8885,11.8804,11.4866,11.1576,11.1122,11.4589
PRL-1,11.9106,11.9838,11.6229,11.6874,11.4399,11.0438,11.2455,11.6391
"CELE_T04A11,1",15.4856,15.1698,15.3661,15.2,15.2499,15.2436,15.2462,15.0788
pgp-9,13.6648,13.3805,13.1435,13.2845,11.9116,11.815,11.6743,12.6663
unc-45,15.1706,16.4674,16.4003,14.9085,14.324,14.0136,14.2633,15.9975
hid-1,14.7497,14.3877,13.5399,13.9415,13.2212,13.9443,12.7322,14.1996
fat-2,15.2487,14.8753,14.2908,14.6722,14.5008,14.868,15.0599,15.1699
dhrs-4,14.6431,14.9824,14.902,15.1698,14.1996,14.5883,14.1485,14.663
ras-2,15.4551,15.2393,15.3619,15.3839,14.5288,15.2716,14.7612,14.941
lec-2,19.211,18.46,18.955,18.5797,18.9163,18.9078,18.3106,19.4393
ragc-1,14.9803,14.9788,15.0867,14.7751,14.551,14.2393,14.4136,14.6641
"CELE_DY3,8",14.0684,13.1966,13.4083,12.985,13.1825,13.0799,13.6748,13.4385
skr-12,14.6652,14.2815,14.0957,14.3967,16.2746,15.851,16.2713,17.2387
dpy-26,12.1282,11.9818,11.3385,11.8395,10.7391,11.2002,11.125,11.7172
uso-1,14.1157,19.2995,14.2212,14.1747,13.1146,13.38,13.7999,12.7982
rad-51,11.9966,11.6666,11.546,11.7416,17.114,17.0341,16.6682,17.262
moc-1,13.9779,14.5672,14.4815,14.5072,14.2353,14.3362,14.6256,14.8548
lon-8,15.2217,15.5775,15.4792,15.4257,15.3219,15.092,15.2066,15.5143
zig-1,13.9147,14.8586,14.6223,14.8286,14.2909,14.2065,14.0831,14.5625
ida-1,12.0684,11.9296,11.8331,11.8734,12.7228,13.4916,12.7107,13.0129
tln-1,16.1895,16.2901,16.1919,16.2471,15.6667,15.6264,15.7253,15.8918
ugt-16,15.0221,14.5217,14.5823,14.7364,14.7268,15.2733,14.704,14.8233
let-92,16.9876,17.2262,17.0371,17.0522,16.9444,16.8704,16.6156,16.9043
"CELE_T28D6,6",16.1435,16.1283,16.1073,16.076,15.5213,15.6039,15.5103,15.7795
fat-6,13.8648,14.8347,14.8121,14.5206,11.44,11.0657,11.2056,11.6756
vha-6,17.2452,17.307,17.1248,17.1936,16.7271,16.7665,16.4994,16.7838
cpz-1,17.3118,17.2282,17.5555,17.2331,16.765,16.7994,16.9028,16.9198
"CELE_W02A11,1",14.2141,13.4752,14.1286,13.9935,14.4036,14.0805,14.5085,14.3405
gbf-1,15.0272,14.4041,14.5494,14.3572,13.4916,13.3946,13.8539,13.7478
syp-1,13.5633,14.11,13.879,13.3904,13.8745,13.8013,15.0984,14.4863
cyp-31a2;cyp-31a3,14.3307,14.389,14.3542,14.014,12.867,12.6408,13.5479,13.689
iffb-1,15.7546,15.7662,15.6677,15.7179,15.0926,15.3127,15.2408,15.0898
egl-30,16.2766,16.2106,16.2019,16.2316,15.5269,15.635,15.4054,15.8577
"B0416,5",15.7549,15.4382,15.534,15.4342,15.4906,15.243,14.6563,15.6507
pdxk-1,14.4515,14.3414,14.593,14.6632,15.0646,14.6254,15.0985,15.0715
pcm-1,13.7386,13.6799,13.6034,13.6094,13.0435,13.3795,13.2041,12.3832
"CELE_K07C11,7;K07C11,7",19.0104,19.9306,18.594,19.9627,17.1203,16.7324,16.8874,17.6033
ubq-1;ubq-1;ubq-2,22.3622,22.4247,22.1619,22.6174,22.6735,22.6549,21.4993,22.0755
asm-3,12.001,11.9931,11.6856,12.3408,12.8327,11.8236,12.0696,13.066
ifc-2,17.7559,17.6841,17.9063,17.7113,17.0407,16.9439,17.6484,17.5879
"zfp-1;F54F2,2/F54F2,3/F54F2,4",13.895,14.2777,14.2612,14.1944,12.1904,12.3183,12.5587,11.9955
"gcp-2,1",15.833,15.5994,15.7141,15.0186,16.3333,16.3323,15.6975,16.0182
nxt-1,15.7434,16.0264,16.0087,15.974,17.1382,17.1209,17.0456,16.8371
vps-51,12.039,11.7731,11.8142,11.6484,10.9417,10.601,11.1192,11.358
wdr-4,15.8834,15.9524,15.7758,15.8864,14.8363,15.1949,14.959,14.5514
"CELE_Y48C3A,14",13.6686,12.2016,12.6613,13.4302,13.3848,12.9553,12.6329,14.4251
zoo-1,12.4207,12.4078,12.7254,12.4188,13.1358,12.3738,12.5381,11.859
"CELE_Y65B4BL,1",14.0653,13.8169,13.8426,14.6701,14.1398,14.4148,13.9205,13.4495
"C06A1,2",14.4402,14.2901,14.5472,14.0139,14.7364,13.2626,13.693,15.0579
stl-1,16.4591,16.8067,16.6605,16.4258,15.6074,15.397,16.1968,14.3958
lea-1,19.5947,19.5564,19.3409,19.435,20.7214,20.6578,20.4221,20.5989
lea-1,18.0776,17.8156,17.875,17.8629,18.3056,18.4744,18.3696,18.5827
"CELE_T10C6,6",13.0724,13.0872,13.0149,12.7651,11.2048,11.2141,11.2322,11.4853
"CELE_Y38E10A,22",14.7699,14.8853,14.7493,14.6662,14.4651,14.3416,14.3665,14.6585
"CELE_Y48G10A,4",11.7978,11.9307,11.8508,11.3721,10.0786,11.5662,11.4686,11.7179
ain-2,15.3787,15.3159,15.0878,15.1742,15.7794,15.4652,15.3446,15.7204
ain-2,11.9435,12.0158,11.6322,11.8215,14.5104,14.2465,13.5699,13.8564
cyp-34a9,15.0408,14.9114,14.4506,14.5247,12.5251,13.9127,13.1884,12.6261
pqn-31,15.4723,14.9674,15.0728,14.9839,15.6777,15.1839,15.5857,15.6183
"CELE_F56C9,10",14.6166,14.5275,14.0556,14.3786,13.7384,13.3609,12.7541,13.5772
"CELE_Y25C1A,7",14.9289,14.7334,14.7728,15.4667,13.9361,14.6995,14.064,14.8227
unc-82,16.5937,17.7564,17.0438,16.9831,17.4524,16.9894,17.3989,17.1789
ttc-7,12.0738,11.6668,12.952,11.5444,11.3157,11.9529,11.7483,11.8458
grld-1,14.4493,14.2261,13.7517,13.9285,12.0673,12.7273,12.1022,14.399
ajm-1,15.238,15.0679,15.0409,14.9931,15.6088,15.6702,15.8507,15.8176
"C01B10,6",15.4979,15.3877,15.6321,15.5065,16.1261,15.2023,15.3453,16.2832
nra-4,16.0025,15.9052,15.6929,15.8117,15.8459,15.88,15.7447,15.934
"CELE_R11G1,6",14.7867,15.4816,15.3446,14.661,14.0882,14.4331,13.9259,13.7467
bas-1,14.3059,14.2781,14.5299,14.4827,14.5776,14.1145,14.706,13.9002
"C05D9,9",13.9003,14.077,14.2275,14.1883,14.548,14.7977,14.4574,14.2732
"C07A12,7",16.2718,16.2119,16.1002,16.0829,16.1342,16.1136,15.9871,16.1808
"C06G3,5",17.9175,17.9985,17.9622,17.9979,18.5424,18.6506,19.0129,18.5896
ttr-59,16.1287,16.809,16.8646,16.661,16.0187,16.1488,15.9532,16.4661
mtch-1,17.9284,17.9662,17.9919,17.9173,17.1875,17.1073,17.4555,17.604
tmd-2,12.5819,13.2779,13.005,12.5115,11.4372,11.0663,11.1292,11.5408
"C39D10,8",12.6843,12.9776,13.3851,12.8179,12.674,12.8737,12.6804,12.1337
unc-73,13.9944,14.1193,13.4567,13.723,13.5092,14.0385,13.5269,13.1225
vps-45,13.8821,13.8495,13.3798,13.0429,14.8543,13.9438,13.1313,15.157
acdh-13,16.0078,16.0092,14.85,16.5553,15.7661,17.2298,18.1378,15.8998
atg-18,16.3461,15.7972,15.5088,15.1255,15.4288,15.5092,15.2238,14.7974
smk-1,14.3305,14.022,13.8899,13.7376,12.8102,11.9177,12.0243,12.5845
lntl-1,15.6462,15.3401,15.3242,15.2799,14.5089,14.6472,14.5634,14.7719
ncx-2,15.9657,15.8574,15.6245,16.0184,15.062,14.8254,14.9224,16.8297
"C10G8,8",15.4638,15.3845,15.2334,15.0182,15.6052,15.2141,15.2442,15.2346
pnk-1,17.7789,18.1192,17.305,17.7798,10.3823,14.2386,9.21872,11.7414
"C12D12,1",17.071,16.7133,16.669,16.855,16.1483,16.1515,16.0748,15.9783
gyg-1,16.5459,16.5237,16.5937,16.5996,17.0728,16.7542,16.8359,17.3174
vig-1,18.0898,18.116,18.0156,18.064,19.2141,19.269,18.8,19.1614
srr-4,12.9528,13.2091,13.0765,12.8643,13.3377,11.3695,12.9787,13.1648
hsp-43,18.1883,18.1851,18.0941,18.1734,18.0478,17.9114,17.7561,17.9827
cpna-1,15.4261,15.2467,15.0835,15.1839,14.6286,14.664,14.6384,14.2458
"npl-4,1",15.699,15.5009,15.4044,15.2495,14.9975,15.2105,15.2163,15.1557
"C25H3,9",15.1454,15.1985,15.2274,14.9778,14.4757,14.3439,14.5323,14.9528
"C18C4,5",14.3795,14.3287,14.0439,14.1578,14.8536,14.7806,14.9351,15.2518
ppw-1,16.3645,15.3547,15.2463,15.4412,14.3598,14.7891,14.5989,14.7562
"C23H3,2",16.2133,16.2221,16.1527,16.1688,15.4508,15.1039,15.3373,14.9935
"C23H5,8",15.6309,15.6883,15.3762,15.5851,16.1497,15.2698,14.8899,16.0803
frm-4,14.1687,13.9262,14.1617,14.295,13.7428,13.4027,13.5929,14.6846
"CELE_F55A12,2",12.9969,13.8617,14.1126,14.1291,17.2107,13.133,16.32,17.5946
"CELE_T05C3,6",13.3667,13.7854,14.4188,13.4879,14.6084,14.6072,14.7613,14.0981
clec-266,15.1234,15.2774,15.2876,14.9906,16.5846,15.8072,16.2147,16.8546
ampd-1,17.7302,17.8838,17.6064,17.828,17.4382,17.6481,17.3857,17.614
wip-1,16.2834,16.8418,15.7868,16.5676,16.4967,16.338,15.7746,16.619
"C27H5,2",12.6212,13.0832,13.3032,13.5068,12.8219,14.1576,15.4943,13.2436
hpo-10,11.6511,11.7933,12.1511,11.578,10.9116,11.1376,11.2641,11.5545
tat-4,17.7654,18.0726,17.697,17.68,15.6575,16.5267,15.9547,15.0747
"C30F12,5",14.5297,14.4418,14.4699,14.6552,13.9509,13.8659,13.8658,14.4522
mrpl-14,13.7505,13.2598,13.6881,13.582,14.3983,13.7099,13.1195,14.8724
skpo-3,14.6018,14.7559,14.4651,14.4221,14.2911,13.5499,13.6728,14.602
clec-88,15.0277,14.901,15.1525,14.8891,15.8303,15.6645,16.1287,16.2417
"CELE_ZC477,3",14.0057,14.6768,14.4722,13.6661,13.6526,13.8023,14.0643,14.3038
noah-1,13.6687,14.5796,14.8483,14.6524,15.9494,15.4655,15.5116,15.7477
col-107,11.9657,11.8271,11.7043,11.8232,11.4735,11.0115,11.0922,11.6955
"CELE_R02F11,3",13.5075,13.5055,12.8519,13.1967,12.5341,12.3973,11.952,11.7644
"CELE_Y48G9A,9",15.0218,14.8914,14.9582,14.7047,13.0456,13.2567,13.9921,13.5982
"C41G11,1",16.0633,16.1586,16.012,16.1995,16.6222,15.8697,16.062,16.6413
"CELE_F38A5,2",15.3241,15.7165,15.5737,15.5504,14.8655,15.062,15.0289,15.156
"CELE_R148,3",15.8157,15.8374,15.4495,15.5413,15.0222,14.894,15.117,15.3192
"CELE_R148,5",14.9206,14.8996,14.5947,14.2768,14.3123,13.6245,14.2674,14.164
"CELE_M01B12,4",18.6117,14.1868,19.5796,13.987,14.668,14.6617,14.9375,15.2162
"CELE_ZK154,6",12.0163,12.009,11.733,11.8375,11.3869,11.2149,10.8557,11.6848
"CELE_F58F9,3",11.5551,12.0533,11.8786,10.7122,11.3874,11.1249,11.2718,11.5106
"CELE_F53C3,13",16.4063,15.8332,15.5506,15.5661,14.4578,15.0574,14.0504,15.3317
csr-1,15.6934,15.7648,15.7139,15.7633,15.4211,15.4307,15.2811,15.5716
"CELE_F48D6,4",13.1735,13.6402,13.7498,13.8111,14.2953,15.2659,15.2332,14.0755
"C53B7,3",15.7106,15.5565,15.5423,15.5784,15.1336,15.9746,13.9479,16.2529
pmt-1,15.1923,15.2649,15.0981,15.0409,14.9728,14.9414,14.8027,14.6373
test-1,14.5252,14.9449,14.707,14.807,13.4479,14.5089,14.0221,13.5728
"CELE_T23F2,2",14.487,12.5958,13.6176,14.2269,14.056,13.7116,13.9713,14.4721
acdh-1,14.8084,14.7426,15.4778,15.0614,14.5778,12.0541,16.1376,15.2485
"CELE_F09F7,5",14.1791,13.9295,13.866,14.0076,13.4324,13.562,14.0459,14.486
glrx-3,16.647,16.397,16.5321,16.4645,16.0339,15.9188,15.9536,16.009
praf-3,15.5879,15.5368,15.5922,15.5525,15.5354,14.9829,14.9498,15.7238
dpf-3,15.804,15.8069,15.662,15.7682,16.2136,16.4047,16.0606,16.4166
"CELE_Y54F10AL,1",15.0035,14.4532,14.5564,14.3649,15.3795,14.8282,14.8701,14.7623
"CELE_W04B5,3",15.8612,16.1165,15.9309,16.0319,16.216,16.3277,15.917,16.341
yars-2,12.0099,11.9141,11.8522,11.811,11.8485,11.1032,11.2745,11.6106
"CELE_ZK1055,6",13.1434,13.7411,14.2303,12.9221,13.1271,12.9909,13.7081,12.7982
"CELE_F08F1,4",17.269,17.0455,16.9273,17.0796,16.4926,16.7485,16.5051,16.3644
wrk-1,15.2638,15.6814,15.5878,15.6616,15.5107,15.7569,15.4756,15.2379
"CELE_K06A9,1",14.3359,13.7111,13.9861,13.6813,15.4522,15.1633,15.4701,15.5607
"CELE_ZK470,2",12.1992,12.8487,13.5682,12.7006,14.3228,14.0652,12.0571,13.6598
ugt-39,15.4883,14.6369,14.9205,14.8398,13.1888,13.1857,12.6716,13.0604
"CELE_F11D5,1",14.6386,13.3058,13.5865,13.6387,14.4215,13.9062,13.5568,14.917
"CELE_F13B9,1",13.7441,13.4747,13.5348,13.5625,14.8139,13.7799,13.3742,13.6376
unc-96,14.1067,13.9345,13.7895,13.6114,15.3107,14.9982,14.8354,15.8439
"CELE_T23E7,2",18.7393,19.011,18.5903,18.677,19.1285,19.1283,19.2179,19.4129
larp-5,14.2676,14.3044,14.0317,14.0163,15.5472,14.9717,14.673,13.5135
svh-2,18.2523,18.2,17.8601,18.2639,14.6378,14.3585,13.7402,14.8823
"CELE_F23H11,4",11.9926,11.9068,11.7389,11.769,10.9548,11.2041,11.1849,11.5377
"CELE_T21H3,1",20.0981,19.9998,19.8881,20.1645,20.0103,19.9355,20.0617,20.1599
mlp-1,17.2039,16.8506,17.1501,17.3772,16.9799,16.5573,16.5243,17.012
"CELE_Y38C1AA,1",14.1868,13.7031,14.0072,14.1074,13.08,12.6135,12.3254,13.8273
flap-1,13.9889,14.4355,14.9782,15.0211,14.9425,15.2307,14.8033,14.4592
"CELE_T13C2,6",14.3894,14.6356,14.5676,14.6071,14.2463,13.8136,14.6721,14.814
"CELE_F47B7,2",13.0153,13.2265,12.8225,12.7099,13.4579,13.615,13.372,13.9913
marg-1,14.5509,14.7961,14.6647,14.693,14.8499,14.895,14.7144,14.9203
hlh-30,14.6864,14.6251,17.5385,14.4601,16.3009,16.5071,16.1976,16.6467
lmd-3,15.4376,15.3138,15.217,15.2655,15.4106,14.8925,15.003,15.3887
cas-1,16.5618,15.7528,16.5503,16.7062,16.1304,15.76,15.3636,16.1205
tag-153,14.9015,15.0471,14.7496,14.1752,15.6484,15.1333,14.7062,15.8897
pmp-5,14.685,14.5116,14.4067,14.4303,14.6227,14.4454,14.3919,14.4635
pqn-52,16.5391,16.2261,16.2198,16.3477,16.885,16.9698,16.7287,17.0459
"CELE_F46H5,7",16.9028,17.1127,16.9217,17.1099,16.6864,16.564,16.616,16.8709
mex-3,11.9171,11.976,11.7057,11.8519,14.355,14.2517,14.555,13.2808
"CELE_H14E04,2",14.7271,14.6858,14.9052,14.6014,14.7854,14.9669,14.7597,14.4453
"CELE_H05C05,1",17.9192,13.9653,18.1557,18.061,14.9039,13.8165,15.4624,14.171
"CELE_R12C12,9",13.7985,13.4992,13.3941,13.1833,13.882,13.3996,12.7844,13.6841
emc-1,15.3058,15.4072,15.2799,15.3624,14.8621,14.672,14.6532,14.9983
"CELE_T02B11,3",14.1686,14.0929,14.8457,14.8892,13.4933,12.4363,13.6271,13.8308
ugt-29,16.4767,16.5218,16.3902,16.4638,16.5596,16.2812,16.3073,17.0148
"CELE_H28G03,2",12.5456,12.3202,12.6343,12.368,12.3417,12.2464,11.4915,8.84527
lron-7,15.9376,15.7167,15.7821,15.7022,14.2912,14.3858,14.2655,14.3156
"CELE_Y47G6A,19",12.3863,12.8281,12.6433,12.6065,13.6434,13.7891,13.4808,13.7994
"CELE_K04C2,3",15.6486,14.5616,14.4918,14.6677,15.1186,14.3543,14.2471,14.387
