geneName,log2 eat2_d10_01,log2 eat2_d10_02,log2 eat2_d10_03,log2 eat2_d10_04,log2 eat2_d1_01,log2 eat2_d1_02,log2 eat2_d1_03,log2 eat2_d1_04
swsn-9,14.7196,14.4162,14.6171,14.4539,14.1767,13.0573,13.8529,14.0262
"CELE_ZC434,7",12.9067,13.1539,12.9886,13.2841,13.4018,12.2559,13.0467,12.9439
rad-50,13.1622,13.287,11.7532,13.2424,10.9103,11.2107,11.6395,11.5499
"C25F9,11",16.1613,15.4073,15.437,15.4228,12.1809,15.9549,12.2829,14.9333
sin-3,16.9193,16.6461,17.4238,16.6188,13.8219,14.5731,13.5208,13.762
hmp-1,13.2991,13.7584,13.0805,13.3786,16.0128,13.731,15.2885,15.442
dhs-3,18.2615,17.1974,18.1243,17.4547,16.7584,16.858,16.4362,16.7242
nra-2,14.4125,14.9271,15.7239,14.9251,15.1212,15.0026,14.8978,15.2622
"CELE_Y37H2A,14",13.2445,14.6497,13.8039,11.0589,14.0479,13.3101,13.8347,14.0059
"CELE_F27E5,7",15.6336,16.1167,14.4566,14.9204,13.6336,11.7394,12.4874,12.8576
saps-1,15.7251,15.3591,15.0136,15.7338,13.9915,14.1557,13.9287,14.2969
"CELE_ZK809,8",13.0224,13.2431,12.8933,13.3476,10.6701,10.3067,10.4248,10.6623
"CELE_D1081,7",13.0732,13.2231,12.8649,12.6382,12.5917,12.4924,12.1442,12.4883
aph-2,13.0647,13.1952,12.7404,13.2218,13.4327,12.7216,13.3868,12.4918
"CELE_F15B9,10",16.6778,17.2347,15.4357,15.4306,14.5167,13.8277,14.1797,14.2066
"C27A7,5",14.291,14.4181,12.6798,13.8205,12.9634,12.8777,12.6239,13.1413
"CELE_F30A10,13",13.1104,12.517,12.886,13.2846,12.6635,13.1972,12.9804,12.5853
"CELE_F30A10,14",19.0092,18.3654,17.3947,18.6626,12.7221,13.8213,13.9917,10.9773
"C04H5,7",13.8741,14.1481,13.9915,14.8128,12.8932,12.4018,12.4954,11.9418
"C13B4,1",13.8441,14.8129,12.4156,12.998,12.3982,11.5847,11.9832,12.3725
"CELE_F02E9,10",15.0244,15.2558,15.228,15.298,13.3974,13.0325,13.1028,13.9701
"CELE_R13H4,2",16.7394,17.8288,17.4262,17.7185,16.3344,16.0602,16.5181,16.5702
"CELE_ZK228,4",16.5226,16.4706,16.0658,15.9434,13.1751,13.9021,13.5712,15.0491
"CELE_K02B7,3",18.0143,18.138,18.4982,18.3592,15.7565,16.0033,15.6358,15.7121
nuo-3,17.2967,17.5721,17.2238,17.7254,14.3083,14.3834,13.5637,14.4151
"C44E4,5",15.9708,15.0515,15.0122,14.9761,13.6755,14.5557,13.7481,13.7079
"CELE_F49E2,2",16.7756,16.5983,16.0999,16.1424,14.9819,14.3219,14.3954,14.5737
"T07A5,7",13.7135,14.0105,13.9004,14.6045,15.1832,14.7164,14.2565,13.9634
"CELE_T04F8,7",16.21,15.8824,15.4572,14.7422,14.6461,14.1639,14.1503,14.1423
"gpb5;CELE_T23B12,8",14.7254,15.7025,13.0426,13.9088,10.6006,10.3315,10.3419,10.5037
"CELE_F49D11,10",14.6906,14.9247,15.303,14.7987,15.4155,14.9338,15.0904,15.2746
oxy-5,19.3162,19.4998,18.5043,17.7783,18.5664,16.8377,17.4497,18.0028
mrg-1,16.5053,17.0573,16.5924,16.0781,15.2148,15.1732,14.8721,15.2399
obr-1,13.4602,12.74,13.9437,14.2913,13.2743,12.7411,12.1934,12.3281
igcm-3,13.3174,13.2912,12.7954,13.2015,11.2742,13.3371,12.7991,13.6297
unc-16,15.8483,15.0344,15.3239,15.1594,12.4178,13.1082,13.6549,13.1219
gpdh-2,18.7883,18.8951,19.0463,19.2666,17.484,17.517,17.3885,17.6947
sly-1,16.6694,15.5723,15.6174,15.7063,14.6065,14.8507,14.7371,14.8221
"B0393,9",15.8752,15.8129,15.5988,16.0029,13.2761,14.3273,13.4256,13.6166
cisd-1,19.2043,19.1597,19.143,19.3533,17.9831,18.442,18.0016,18.2029
"CELE_F09E8,2",15.5489,15.5364,15.1719,15.613,12.4846,13.126,13.7698,13.9416
lsy-22,13.0688,12.8285,11.8535,11.9519,13.0932,13.0451,12.7254,13.1482
"C24H11,5",13.6891,13.9348,13.8979,13.704,12.3162,13.0069,12.944,11.8597
"CELE_F10A3,17",15.8472,16.8581,16.5678,17.309,13.694,14.61,14.0542,14.4201
pnc-1,13.3123,13.1974,12.7141,13.0614,14.4576,14.2347,14.3011,14.2408
"CELE_Y94H6A,12",12.969,13.1549,12.8098,13.2563,12.0115,11.5923,11.7327,11.9419
"CELE_F56C9,6",12.8536,13.3203,12.5109,13.3574,13.7523,12.9408,11.8587,12.4539
"CELE_T28D9,4;T28D9,4",14.6577,13.9103,15.5948,15.5596,13.803,14.5472,13.3944,13.3969
"C28G1,5",14.2516,14.2197,14.3145,14.7259,14.5426,14.0033,14.0111,14.3013
gpx-7,13.9721,13.2056,12.1381,13.205,15.6278,15.1309,15.5908,14.8096
"CELE_F41D9,2",15.0944,14.4648,14.7166,14.3982,14.7547,14.9756,14.6038,15.2205
"CELE_T04F8,8",13.1724,13.1355,12.8301,13.1684,14.4201,13.1793,13.3436,12.8142
"CELE_ZK856,16",13.0885,12.8471,12.9105,13.3463,13.9347,13.4871,13.6938,14.1347
"CELE_F23B12,4",13.2831,13.0581,12.7333,12.675,14.7474,14.9327,14.0667,14.14
"CELE_K09A9,6",15.3902,15.5796,15.2034,17.2188,12.5152,10.9781,11.9327,13.1064
"CELE_H14N18,4",12.8771,13.3032,12.9525,12.8091,13.2187,13.1397,10.8647,13.694
"CELE_T12B5,15",13.3286,13.0099,12.7709,12.2127,13.1174,13.2241,12.6044,13.4306
"CELE_Y17G7B,20",13.0603,13.1315,12.8896,13.237,12.228,11.8761,11.9852,12.5892
"CELE_E01A2,1",13.3334,13.2436,12.9994,12.9212,13.0609,13.7983,13.4246,13.1852
"CELE_T02H6,1",15.0115,14.9353,14.8286,14.2428,14.5744,13.5984,14.1325,13.5587
"CELE_Y37E3,11",16.6092,17.9941,16.0447,16.7355,15.4347,14.8144,14.7462,15.3366
"CELE_M03F8,3",12.9636,13.2735,11.8559,13.3451,14.3696,13.8958,13.0379,12.3637
"CELE_F55B12,10",16.2389,15.5294,16.2845,16.3225,13.7011,12.2319,11.8776,16.3806
pptr-2,14.5079,15.321,15.2421,15.1676,14.5493,14.4817,14.4267,14.4715
"maph-1,2",17.2143,17.006,16.5349,16.9159,15.0458,14.9822,14.8209,15.3212
"CELE_K09G1,1",14.747,13.8468,13.5559,14.4582,13.8053,13.6181,12.7595,13.672
"B0303,7",15.8845,15.959,14.7376,14.5951,14.5757,14.0276,13.6939,14.2257
"C23H3,3",13.3244,12.9985,12.9698,13.0706,14.3563,14.2929,13.6198,14.305
"C17C3,1",12.2734,12.5553,14.6729,13.454,14.5323,14.3924,14.4798,14.2535
glna-1,14.5978,13.7007,15.7313,15.6276,12.6717,13.6548,13.3535,13.5035
"CELE_Y61A9LA,11",13.3422,13.3383,12.5119,13.0764,13.2282,13.4479,12.4081,12.7582
"CELE_F41E6,5",15.0966,15.2645,14.5464,14.7235,15.3216,14.2548,15.1559,15.4319
"CELE_T25B2,2",14.2653,14.4033,15.0399,13.9912,12.9689,13.9956,13.5853,12.6808
trpp-1,13.2898,13.3296,12.9264,12.8315,12.4713,11.3503,11.6095,11.565
tsp-10,13.1729,13.3499,12.5215,13.1911,10.7153,10.3526,10.4173,10.6454
ugt-26,18.653,18.5742,18.1368,18.7341,15.0767,14.5413,14.8126,15.1607
"C14H10,3",15.0018,15.0883,14.2528,15.0074,14.906,14.3494,14.2636,14.2888
"CELE_D1086,10",21.4035,21.846,20.4638,20.5053,18.3463,17.9138,18.7138,18.0646
poml-3,15.6342,15.8014,14.5952,15.6543,15.0793,14.2961,14.8533,14.6556
unc-57,16.4411,16.4026,16.0007,16.376,15.5501,15.411,15.3379,15.284
szy-20,15.2969,15.8034,14.747,14.4816,14.7388,13.3014,13.9342,14.1121
"CELE_T06E4,14",13.2903,12.9705,12.9977,13.2881,10.6791,10.2561,10.3008,10.6679
"CELE_F13G3,10",18.0397,18.1535,17.408,17.6479,10.5888,10.3229,10.4133,10.6415
rmd-2,18.4506,18.2276,17.9317,17.9926,15.8833,15.8394,15.8814,16.1702
smc-3,15.6497,15.5603,15.0198,15.061,14.8699,14.3248,14.4135,14.5555
ntl-2,14.1531,14.9312,13.3955,13.898,14.8042,13.9369,13.6554,13.6595
gcn-1,17.0974,17.0294,17.1469,16.8637,15.9965,16.2318,15.9591,16.2126
urm-1,18.6886,18.5994,18.3139,18.5302,17.2508,17.0218,17.015,17.2427
nono-1,15.7863,15.7696,16.0541,16.3739,15.675,15.5121,15.3713,15.7385
atf-7,13.0479,13.3191,12.8217,13.3255,9.62718,10.4046,10.1515,9.98424
vps-26,15.8062,15.7659,15.2552,15.9705,14.5956,14.6644,14.3754,14.5849
ndx-9,14.6786,14.7689,14.7314,14.1728,15.0765,15.2722,14.9842,15.3404
"C14F11,4",18.3731,18.087,17.6517,17.9118,17.323,16.641,16.5411,17.0106
abts-1,16.435,16.6692,15.9936,16.3312,15.1568,15.075,15.1786,14.7681
"CELE_ZK858,6",16.0748,16.0339,15.9059,16.2657,15.1147,14.6566,14.7559,14.2474
"C41G7,9",19.2168,19.2277,18.9312,19.0097,19.017,17.1824,18.7096,18.0839
lin-10,14.3934,14.924,13.867,15.0565,15.0344,14.4154,14.2248,14.4367
"CELE_M04C9,3",13.2396,13.2522,12.7353,13.2999,13.84,12.8068,13.5561,13.6161
"C31H5,6",12.7641,12.6991,12.8345,13.3301,13.7417,12.7318,12.7128,12.294
"CELE_ZK355,8",13.2528,13.0506,12.9104,13.2479,12.8953,14.7318,14.5926,13.924
spds-1,16.459,17.0795,17.2249,17.2984,15.2218,15.3932,15.3917,15.6274
nxf-1,16.0614,15.7402,15.513,15.7579,14.9194,14.4754,14.8734,15.1125
"CELE_F38A6,5",14.3023,13.9959,14.7307,14.3146,10.7116,10.2777,10.3619,10.6278
"CELE_T03D8,6",15.7658,16.0048,15.1849,15.9346,14.1072,13.9993,14.4653,14.1119
ret-1,16.7831,16.871,16.327,16.6744,15.5487,15.1032,15.415,15.6914
"CELE_D1086,12",16.8856,15.063,15.319,16.3479,12.9106,13.4247,12.8512,13.4962
"CELE_F52C12,6",15.8496,16.5564,15.7404,16.4978,14.3574,13.3797,13.9505,14.0353
"CELE_Y40B1A,3",13.278,13.0097,13.2703,14.0958,12.5036,12.8055,12.669,12.6518
pals-37,19.1403,19.0501,18.343,18.6617,15.058,14.8873,14.4676,13.9602
"CELE_F59A2,2",14.0127,14.3277,13.85,14.0404,13.8193,12.9463,12.947,13.361
ptr-24,14.9313,14.5521,16.1566,15.7469,14.751,15.465,15.2602,16.4192
"CELE_F11C1,5",14.5944,14.0527,15.5803,14.4041,14.1048,13.8993,13.6022,13.8722
"CELE_Y43F8B,1",19.5497,18.7917,19.1277,19.1939,16.6442,17.2674,16.9504,17.0824
sam-10,15.7428,16.1011,14.7689,14.5392,12.9771,12.5744,12.8044,12.1815
dic-1,13.0596,13.0909,12.6313,12.729,19.7635,19.118,17.1997,19.2217
unc-68,14.5842,13.641,14.8762,13.3203,13.0234,13.3497,13.0112,12.6907
"CELE_T05H10,4;T05H10,4",15.3984,14.7384,16.4751,15.5862,12.3888,14.2215,12.4273,13.682
"CELE_M05D6,5",17.1004,16.2137,16.5914,16.6622,16.7364,16.0974,16.1468,15.9906
ctg-2,15.7739,16.0419,15.5322,15.4377,15.0444,14.2409,14.6588,14.9541
rpl-32,19.1864,18.8718,17.7452,17.8529,20.3814,20.4868,20.2484,20.3974
"CELE_F37H8,3",14.0011,13.6884,13.4415,13.9327,14.6313,14.6492,14.6533,14.9434
clec-146,12.9768,13.3228,12.6203,12.9436,14.2306,13.7209,14.341,14.4466
tnt-3,17.2886,17.3129,17.0911,17.2268,16.5423,16.0209,15.8668,16.3223
mlt-11,13.1648,12.8799,12.5264,12.747,9.76089,13.4835,12.6857,13.3588
hrpu-1,13.3021,13.2611,12.6354,13.1673,13.7653,12.3899,11.4997,13.5354
kcc-2,15.2744,14.0258,14.6775,14.7006,13.8457,13.943,13.7093,13.9046
ced-7,13.1862,13.0505,12.8184,13.3169,13.3784,13.128,13.4347,12.0287
"CELE_F17C8,9",15.9902,15.3966,16.3422,15.9277,15.7392,15.6341,15.3839,15.8712
unc-119,13.1908,13.1994,12.6625,12.8687,8.86716,13.408,13.3585,12.6417
mrpl-46,15.0134,16.3072,15.5933,15.305,16.245,15.5144,15.7233,15.7335
"CELE_F40G9,5",13.2332,13.1095,12.9983,12.5866,13.4016,13.3359,12.7453,12.8192
"CELE_F40G9,17",15.3598,15.4133,15.3645,15.3781,15.0653,14.5404,14.7583,15.2717
"CELE_Y54G11A,17",14.6894,14.2249,14.362,14.15,14.6622,13.4388,14.2754,14.4041
let-767,16.5775,16.7649,18.3217,17.2831,18.5532,18.4825,18.3916,18.7639
dnj-16,15.6636,15.6691,15.6098,15.3001,15.3222,14.937,14.7956,14.9043
cfim-2,15.3136,15.138,15.2581,15.0419,14.7672,14.3933,14.5547,14.5145
magi-1,13.0513,9.35139,17.4675,15.6049,13.8279,16.4665,16.3751,14.82
"CELE_F55D12,2",12.9781,13.1873,12.9968,13.267,12.8116,12.453,12.1658,13.3911
"C39B5,5",14.9591,15.0505,14.7967,15.444,15.8747,15.8476,15.8051,16.5176
"CELE_Y32H12A,2",19.9556,19.0843,13.3277,13.6902,13.0937,12.8866,13.1152,13.1342
smg-3,15.1979,15.3812,14.6918,14.7413,13.3392,12.8755,12.9694,13.2644
"CELE_F56B3,4",13.2244,13.2979,13.3149,14.1822,12.5426,12.0105,12.4902,12.5596
"CELE_Y34B4A,8",13.311,13.0081,12.8156,13.3359,10.6784,10.2619,10.4153,10.5952
csn-6,15.1432,14.4273,15.3331,14.8001,15.0696,14.9895,14.7764,14.9304
marg-1,17.225,17.2099,16.54,16.1382,15.9073,16.0433,15.7617,15.9324
grsp-2,15.5925,16.2726,15.6558,15.5108,15.1349,15.2803,14.9376,14.9601
"CELE_T28C6,7",16.1493,16.1083,15.8938,15.8402,14.0636,14.2933,13.3915,14.0175
"CELE_T20D3,3",16.5408,15.3045,14.2972,14.7627,13.6097,12.4082,13.0779,12.4864
"CELE_R102,4;R102,4",16.7357,16.6578,16.2827,16.4239,16.4847,16.5726,16.4861,16.7854
sao-1,15.8559,15.5854,15.5723,15.3951,15.4378,14.7832,15.2937,14.8555
"CELE_D1086,11",19.914,19.7262,19.5279,19.9075,16.2098,16.2474,16.4149,16.4804
