geneName,log2 N2_d15_01,log2 N2_d15_02,log2 N2_d15_03,log2 N2_d15_04,log2 N2_d1_01,log2 N2_d1_02,log2 N2_d1_03,log2 N2_d1_04
tln-1,14.5501,14.8535,14.223,15.8737,13.7721,13.5973,14.1944,13.9062
max-2,15.6531,14.5138,13.9053,16.096,14.2807,13.6385,13.8102,14.131
egl-27,14.2126,14.6101,16.28,12.7153,13.5924,15.3326,14.5495,13.7417
cdc-14,11.742,11.9868,11.8271,12.8061,10.0184,9.87131,9.89537,9.90331
daf-16,12.5541,12.0724,12.2682,12.7554,13.4251,13.116,13.6714,13.4711
"CELE_T16H12,3;T16H12,3",12.5835,12.0612,12.1027,12.7229,12.4847,13.4082,13.6087,12.207
lev-11,16.2472,15.6724,15.509,16.4352,13.6743,13.3467,13.5871,14.0535
gld-2,12.5522,11.2392,10.3677,12.7843,13.0836,13.5281,13.015,11.7589
ncl-1,12.542,12.1807,12.316,12.7383,15.027,15.1476,15.1867,14.9605
"CELE_D1069,3",12.3731,12.0944,12.3316,12.5939,12.4808,10.997,11.3155,6.29544
lin-23,15.6396,15.0569,16.4845,15.7004,14.6164,14.6201,14.8182,14.7393
"CELE_Y50D4B,1",12.4011,12.1045,12.01,12.4652,13.6227,12.8805,13.0266,15.548
"CELE_Y39A1A,21",12.3942,12.0197,12.2596,12.778,11.3098,11.7244,11.9371,12.1402
dre-1,15.5708,18.1573,16.945,16.5466,16.8521,17.5528,17.5296,17.0168
gck-1,15.0399,14.6068,16.002,15.6756,15.126,15.0707,14.7736,14.886
gly-7,13.0861,12.734,14.7532,15.4581,14.4632,13.9384,14.0462,14.235
"CELE_F40A3,3;F40A3,3",17.5826,18.1105,18.1486,17.3012,17.6745,18.587,18.0588,17.8006
"CELE_Y50D4B,4",14.7283,14.6614,15.269,15.3,14.7622,15.344,15.3902,15.3831
cdf-1,12.5581,12.1584,12.2233,12.5177,13.5598,12.8471,12.2454,12.3073
unc-34,15.5482,16.6145,16.3491,14.1947,16.1005,16.2428,15.4881,15.338
tbh-1,17.2381,16.7317,16.769,17.7514,14.8463,13.869,14.1361,14.6965
lev-11,21.3013,21.6226,21.6428,21.2067,21.6604,21.8609,21.7249,21.1096
imp-3,13.22,13.9208,12.4619,13.1327,11.6595,11.537,11.9189,12.0689
prdx-2,21.1967,21.7105,21.6292,21.7899,20.93,21.236,21.3004,21.2097
jhdm-1,13.8697,14.0829,13.6371,14.7129,14.3853,14.2042,13.9326,13.8015
mrck-1,12.4491,13.8097,13.2853,12.9935,13.3518,13.2695,13.1939,13.5251
nhr-86,12.3474,11.9073,12.338,12.6526,12.3253,12.373,12.634,12.7489
aat-3,13.7955,13.7154,14.1138,14.5997,12.1389,13.0892,12.9022,12.4945
"CELE_M02H5,8",16.7706,16.4557,16.8819,16.6453,18.7358,18.3593,18.3323,18.1816
"CELE_T08B1,1",15.2299,15.0815,15.4726,15.3896,15.4472,15.5818,15.5373,15.2916
lipl-5,12.5115,12.7463,12.3242,11.6584,14.6172,14.4394,14.1656,14.5566
fln-2,16.5033,16.4151,16.1892,16.3794,15.8547,15.4755,15.7544,15.8749
"C14C6,5",17.5557,17.1518,17.0527,17.9023,13.4761,13.7285,14.4,13.8321
"CELE_T08B1,1",12.2605,7.56696,12.2317,12.6748,9.92087,9.83609,9.95917,9.86356
zig-11,16.2769,15.7868,16.4307,16.2501,12.6669,12.4196,12.6057,13.0438
ilys-5,15.3527,14.6582,14.8408,16.0504,17.7451,17.5708,17.6705,17.9189
irg-3,16.2616,16.172,15.862,16.0581,14.5273,14.1672,14.347,14.7562
tns-1,15.7967,15.0843,14.5449,14.6423,14.9621,15.0611,14.9681,14.9841
ubr-4,14.6862,14.2663,14.7037,13.9764,12.4933,13.1581,12.2734,13.0165
ccar-1,15.6838,15.4989,15.6726,16.6174,14.9522,15.1393,15.5796,15.0925
ulp-2,14.3568,14.8961,13.7463,15.2134,12.7519,13.8253,12.2326,13.9428
"CELE_T23F4,2",13.7214,11.8686,13.9238,14.055,14.0498,13.1419,13.5994,13.9626
sago-1,14.6002,14.504,13.5997,14.9181,13.4302,13.4341,13.3097,13.2551
sago-2,13.6746,16.7754,14.7026,15.4382,11.8545,11.9899,12.216,13.436
"CELE_K02C4,3;CELE_K02C4,3;CELE_K02C4,3;K02C4,3",15.4848,13.7097,14.7137,14.3998,13.6684,13.1754,13.0629,13.1592
daf-4,14.2304,15.7894,15.0189,14.8508,13.7149,13.1534,13.8904,13.247
hpo-3,12.5497,12.0427,12.3137,12.7951,10.424,11.9341,11.8484,10.5638
acs-22,13.7891,14.413,14.9177,13.6723,14.6643,14.6948,14.526,14.4845
tag-10,15.9353,15.9125,15.6252,16.0664,14.8529,15.4464,15.6012,15.3167
imb-2,14.6552,13.9765,15.2055,14.7292,14.2464,13.7576,13.8201,13.4258
brf-1,12.9838,12.6423,11.8547,11.9026,12.2107,11.89,11.9915,12.3855
"CELE_W09B6,4",12.5637,13.6647,13.638,15.4934,12.7863,13.1092,13.2238,13.7984
irg-7,19.3032,18.6666,18.8452,19.1423,18.4433,18.1981,17.9343,17.8635
"CELE_F27B10,1",12.5327,12.146,11.8592,12.3906,12.9254,14.2495,14.251,12.7808
"CELE_T22F3,3",12.4841,12.438,12.2738,12.7496,9.88843,9.835,9.84919,9.97705
die-1,12.5758,12.0228,12.2221,12.657,12.188,12.711,12.9452,12.8769
dhs-11,14.7328,14.5548,14.5467,15.3431,15.0334,15.1715,15.2211,14.8428
tbc-14,14.9593,15.0688,14.8847,14.875,14.4735,14.6009,14.4625,14.6856
cyp-34a6,13.0764,11.5576,14.0873,14.0232,13.1808,13.1618,12.5421,13.1831
fipp-1,14.9299,14.6095,14.5956,14.2408,14.3137,13.6219,13.703,14.5507
unc-132,15.1687,14.3471,14.4985,14.8781,14.8457,14.5438,14.8722,15.1207
cdh-4,14.5779,13.0921,12.9828,14.2392,14.6285,10.7644,12.3328,12.1037
ajm-1,12.0427,12.1788,12.2816,12.5187,11.6345,9.20727,9.73068,9.71515
"CELE_ZC412,3",18.1896,17.836,18.1577,18.1301,16.3825,16.3468,16.0183,16.3954
farl-11,12.5083,12.0778,12.1917,12.7921,12.5623,12.2601,12.5787,11.0992
let-711,15.8793,15.3042,15.3884,16.0928,14.9091,14.9139,14.7055,14.8083
"C40H1,7",14.075,14.7573,13.61,15.2156,14.2645,13.5869,14.2285,15.5304
spat-2,14.5529,14.9108,15.0863,12.9694,14.5842,14.6005,15.0498,14.4684
aakg-1,14.7717,14.7973,13.9239,13.8926,12.5361,12.4798,12.5641,13.2818
grl-23,12.3988,11.8428,12.335,12.7745,12.3924,7.84233,13.0013,9.08838
spat-2,12.8533,13.2564,13.5538,13.5393,13.255,13.2865,13.1384,13.2323
"CELE_Y55F3BR,6",11.8997,12.0767,12.3249,12.6361,13.4095,12.62,12.8433,13.1659
vab-10,19.1162,19.7155,19.0447,19.7817,17.4039,16.9936,17.0356,17.4125
"eif-3,l;eif-3,L",17.9479,18.6287,18.6657,18.5,17.153,16.7416,16.7568,17.3188
"npp-25;npp-25;npp-25;Y37D8A,17",14.3938,16.0699,16.2536,14.9752,16.1433,16.2131,16.1249,15.949
cnt-1,14.7335,15.1038,14.2772,15.059,11.1371,12.6871,12.2839,12.3774
"C26G2,2",12.0976,12.594,11.8982,12.6167,12.1694,12.535,12.8624,11.5929
"CELE_F43B10,1",16.9676,12.6693,15.2697,15.0502,13.0402,13.4013,13.6621,13.8394
ubc-15,15.4401,14.7199,14.8632,15.5447,13.8559,14.9652,15.4026,14.352
"CELE_Y55F3BR,10",15.0545,14.4322,13.3283,15.5359,14.4562,14.2971,14.4081,14.3763
"CELE_Y38F2AR,12",13.4022,13.7541,13.7528,13.0202,13.6756,13.3228,13.189,13.3403
ttr-42,17.5558,17.8404,18.4754,18.2763,15.3834,16.6743,16.1653,15.7346
"CELE_H29C22,1",18.1007,18.3741,18.7573,18.4946,16.0658,16.055,16.1323,15.6438
"CELE_F07G6,10",16.8309,16.4265,16.4289,16.2402,12.2307,15.4786,14.18,12.9487
ttr-34,16.0783,16.9299,16.5809,15.2911,15.2377,15.9983,15.8902,15.3033
"CELE_Y49E10,29",12.546,11.825,12.2593,12.6475,9.88784,9.90324,9.96685,9.98732
cnnm-1,12.3462,12.1309,12.0702,12.702,13.485,12.7277,13.3425,13.2982
col-138,15.1857,14.0047,15.1862,15.6949,14.9514,14.7604,13.5275,13.502
oac-59,12.5654,12.0116,12.3039,12.7241,13.155,13.3144,12.8476,11.921
"C42C1,8",14.1514,14.0329,14.5125,14.6115,13.0762,12.5553,12.5452,12.9929
"C42C1,11;AP-1",15.1013,15.2668,15.0298,15.087,14.507,14.5696,14.5518,14.5812
rpl-34,17.1815,18.1909,17.3123,18.0959,19.574,20.0236,19.6242,19.5446
erl-1,16.0579,15.7364,15.3049,16.6432,14.3086,13.6026,13.9195,14.2569
tag-335,14.044,14.2656,14.3359,13.2588,13.6554,13.9881,13.9747,13.9607
fbxa-6,12.4653,12.1923,12.3116,12.6824,13.1911,13.0923,12.6557,12.2958
"CELE_cTel55X,1",13.4839,14.3274,14.8188,13.9572,14.5398,15.1367,15.2355,14.745
"C44C10,9",14.9181,14.257,14.6569,15.2964,14.1886,14.2101,14.3073,14.3652
"CELE_F14D7,12",12.4819,12.1352,12.344,12.8021,14.1236,12.8066,14.2791,16.9308
"CELE_D1086,17",12.1066,12.1904,12.2786,12.7052,12.3931,12.0283,12.3626,12.4447
"CELE_W06G6,15;CELE_Y70C5B,2",14.3447,13.8129,13.521,13.1292,12.0945,11.9526,12.2859,12.9974
"CELE_Y71F9AR,4",12.476,11.9945,12.2783,12.7263,11.4946,12.668,12.8227,11.3493
"CELE_Y47G6A,33",15.8908,16.1113,17.0054,17.122,15.886,16.0881,16.1074,16.4014
"CELE_ZK813,7",18.7557,19.408,19.1065,19.2671,16.4209,15.4916,14.1158,16.6534
"CELE_T28A11,2",18.0505,17.75,17.6999,18.21,15.2786,14.9213,15.2094,15.2847
guk-1,16.1879,16.0291,15.5349,16.3943,15.9845,16.1979,16.1398,16.0946
"CELE_Y53C10A,6",12.4888,12.1897,12.15,12.4858,10.2654,11.2035,11.257,10.3809
"CELE_Y48C3A,18",12.5283,12.0756,12.0739,12.7532,12.2969,12.4001,12.8513,12.904
"CELE_Y39B6A,3",13.8119,13.3581,13.8069,14.3687,13.5914,13.5708,13.474,14.2635
dab-1,13.7589,13.3627,15.0522,15.4241,14.2297,14.2801,14.4464,14.5165
"CELE_F25H8,1",14.0337,13.4524,13.9045,13.8171,14.4923,13.6965,13.469,14.0493
swsn-9,14.0027,13.955,14.9507,15.0034,13.0938,13.4431,13.4506,13.3054
"CELE_ZC434,7",13.476,12.7689,13.8219,14.614,13.178,12.5662,12.727,13.0425
rad-50,12.5602,12.3151,12.2945,12.6769,8.2136,11.2991,12.0417,10.3254
"C25F9,11",15.3257,15.6399,17.1606,15.416,12.7723,15.9069,15.7317,13.7496
sin-3,12.5811,12.1598,12.2891,12.5239,12.7658,11.2803,11.6526,12.6792
hmp-1,14.1905,16.2219,13.8397,14.1991,15.4073,15.6288,15.6941,15.3812
dhs-3,16.4057,15.9904,16.0572,16.7434,16.3399,16.3486,16.5119,16.5189
nra-2,15.9855,15.3394,15.6624,15.4951,15.0574,14.8279,14.9195,14.649
"CELE_Y37H2A,14",14.2317,14.3043,13.7684,14.6968,14.3593,12.5944,13.1906,13.153
"CELE_F27E5,7",15.364,14.1927,15.3127,14.3967,14.1489,13.4646,13.5682,14.2417
saps-1,14.8388,14.5853,14.2474,15.1382,13.9408,14.2913,14.0402,14.0357
"CELE_ZK809,8",12.5417,12.0897,12.1998,12.6929,10.0039,9.85719,9.76661,9.87878
"CELE_D1081,7",13.6089,13.9373,14.5194,14.0003,12.8055,12.3297,11.9239,12.9526
aph-2,12.5743,12.0579,12.061,11.8722,12.1691,11.8876,13.1068,9.72659
"CELE_F15B9,10",16.21,14.6906,15.3106,16.1186,14.6877,13.995,14.1269,13.9099
"C27A7,5",13.5618,13.8819,13.8849,13.8269,13.0158,13.659,13.4456,13.065
"CELE_F30A10,13",14.4908,13.788,13.5039,13.7218,13.3899,13.104,12.9573,13.2729
"CELE_F30A10,14",17.1722,16.9819,16.6733,17.5439,13.8963,14.5468,14.2609,14.2262
"C04H5,7",12.8166,13.2401,13.54,13.1034,12.1988,12.0401,12.1341,12.3346
"C13B4,1",13.872,13.0346,13.0146,13.9005,12.7224,11.1998,11.8868,12.2042
"CELE_F02E9,10",14.8648,14.9753,15.0833,14.927,12.9656,13.2166,13.3601,12.7306
"CELE_R13H4,2",16.8461,16.1326,16.3792,16.1223,15.8669,15.4715,15.7473,16.073
"CELE_ZK228,4",15.4596,14.9247,15.4581,16.141,13.6659,15.5929,13.014,14.0352
"CELE_K02B7,3",17.8288,18.041,18.0494,17.8238,15.4842,15.9717,15.8603,16.0683
nuo-3,14.1716,13.6143,13.5585,15.7738,14.6403,14.6561,14.3871,13.9839
"C44E4,5",14.0501,14.862,14.403,14.7882,13.0856,13.6019,13.0804,13.2907
"CELE_F49E2,2",15.9513,14.5068,14.5496,15.6476,14.9222,14.5115,14.6558,14.7803
"T07A5,7",17.1156,16.3606,17.357,16.9722,16.7599,16.6278,15.9673,16.8248
"CELE_T04F8,7",15.6178,13.0398,14.5242,15.236,14.6368,14.4419,14.7348,14.3996
"gpb5;CELE_T23B12,8",12.5784,11.8879,12.3202,12.4689,9.99526,9.93861,9.95365,9.92834
"CELE_F49D11,10",14.5411,14.7057,14.9127,15.3487,15.3927,15.2793,15.3868,15.34
oxy-5,17.415,16.8817,16.6423,17.3359,18.0946,17.3907,17.1208,17.5382
mrg-1,16.2077,15.884,15.8971,15.9421,15.3139,15.1146,15.3598,15.1187
obr-1,12.3563,12.1546,12.3251,12.5108,13.3456,12.3222,12.7199,12.8299
igcm-3,15.5079,14.7516,14.8187,15.9033,13.0148,13.3857,13.068,12.8401
unc-16,13.1285,13.6099,13.9052,13.3783,12.3277,12.9536,12.9791,12.8507
gpdh-2,17.5496,17.77,17.8473,17.9645,17.6922,17.6101,17.6925,17.6092
sly-1,15.2564,15.0551,15.1135,15.5388,14.4503,14.5752,14.8006,14.4731
"B0393,9",15.5,15.4986,16.4486,14.905,13.3019,14.9448,14.5423,13.4613
cisd-1,18.501,18.5544,18.4964,18.7821,17.8053,18.3354,18.1713,18.1231
"CELE_F09E8,2",14.6129,14.4309,14.2804,14.8791,14.458,14.2843,14.1791,14.6819
lsy-22,15.0079,13.5074,15.2968,15.7988,13.377,13.2583,13.2143,13.1283
"C24H11,5",12.398,12.1607,12.0517,12.5147,12.4559,13.2339,12.8121,12.9305
"CELE_F10A3,17",16.2764,15.3797,16.062,15.5882,13.1422,14.7696,14.1531,15.1806
pnc-1,16.5154,16.1577,15.9196,15.2532,14.7789,14.7761,14.3224,15.038
"CELE_Y94H6A,12",12.4894,12.191,12.2149,12.6309,11.6805,11.4467,11.5949,12.0279
"CELE_F56C9,6",13.3554,14.0909,13.9287,13.9303,14.0667,13.6587,13.8529,13.7281
"CELE_T28D9,4;T28D9,4",13.636,15.0703,15.3714,14.8808,12.9984,13.6995,13.7932,13.8411
"C28G1,5",14.2583,13.7223,13.7667,13.3677,14.4773,13.8987,13.9844,14.0987
gpx-7,18.0165,18.0134,17.8218,17.955,14.358,14.1993,14.0155,14.3187
"CELE_F41D9,2",12.5317,12.12,12.2505,12.6723,14.8643,15.0976,15.0492,15.2909
"CELE_T04F8,8",12.3856,12.166,12.3355,12.4497,13.8098,13.2427,13.1213,14.5437
"CELE_ZK856,16",12.4094,11.9641,12.0992,12.337,12.9929,13.4236,13.5214,14.529
"CELE_F23B12,4",12.3736,12.0587,11.7517,12.7992,13.4876,14.3685,14.5362,12.8898
"CELE_K09A9,6",12.5208,11.8681,12.2462,12.6873,13.1426,12.309,12.4836,13.1397
"CELE_H14N18,4",12.3263,9.21074,11.9059,12.6453,11.4303,11.1645,11.5609,10.6135
"CELE_T12B5,15",12.5688,12.0997,12.3393,12.7498,11.2055,12.5851,11.7492,13.8229
"CELE_Y17G7B,20",12.3348,11.985,11.9415,12.4438,9.85731,9.87799,9.90167,9.61092
"CELE_E01A2,1",13.5063,14.6415,13.1017,13.4613,13.7286,13.9444,13.2135,13.2037
"CELE_T02H6,1",14.8469,14.3982,14.5281,15.1594,14.5863,14.1016,14.1741,14.8389
"CELE_Y37E3,11",14.7925,15.0166,14.4831,15.8356,14.7166,14.5037,15.031,15.1267
"CELE_M03F8,3",14.6065,13.8259,14.5867,14.7022,14.6944,14.743,14.4499,14.3389
"CELE_F55B12,10",14.0059,12.6624,12.7111,13.4368,14.5527,14.3034,13.9385,12.1016
pptr-2,14.9886,14.7531,15.0268,15.008,14.2601,14.5078,14.3429,14.2287
"maph-1,2",16.1288,16.188,16.2562,16.4243,15.0371,15.2104,15.3788,14.8064
"CELE_K09G1,1",13.8785,12.268,13.6672,13.9229,13.9074,12.9143,12.9731,13.9855
"B0303,7",15.4267,14.5694,14.1716,14.0789,14.6485,14.0339,12.7628,14.2114
"C23H3,3",12.313,11.9857,12.0919,12.794,14.3149,14.3413,14.4969,14.2052
"C17C3,1",14.713,15.0301,14.9335,15.2326,14.6908,14.7183,14.6748,14.7192
glna-1,12.3866,13.5398,14.3451,12.63,11.9353,12.9477,11.405,13.1833
"CELE_Y61A9LA,11",12.4155,12.1587,12.0249,12.6821,13.288,12.6681,12.3175,12.5312
"CELE_F41E6,5",12.5784,11.4851,12.2282,11.9884,15.3765,12.9364,12.7312,13.3244
"CELE_T25B2,2",14.4026,13.7691,14.3725,14.5838,13.5756,14.0091,13.9469,13.6654
trpp-1,11.8149,11.3409,12.2075,12.6438,12.403,11.6782,11.9675,13.1933
tsp-10,12.5759,12.0735,12.0252,12.483,12.9234,12.5222,12.8279,12.2444
ugt-26,18.0284,17.7685,17.9088,18.645,14.644,14.7264,14.9209,14.7448
"C14H10,3",12.772,13.591,14.4269,14.5811,14.1806,14.1045,14.1304,13.9731
"CELE_D1086,10",20.8343,20.1885,20.2513,19.8619,19.0112,19.0841,18.8536,20.0424
poml-3,14.7657,14.1918,13.9001,15.0937,14.4277,14.2755,13.9416,14.6743
unc-57,16.4355,15.7936,15.7784,16.3274,15.4671,15.1045,15.2389,15.7581
szy-20,14.566,14.082,14.0349,14.8838,14.5756,14.2856,15.2343,14.0836
"CELE_T06E4,14",12.5246,11.7917,12.3329,12.7441,9.60603,9.85538,9.96232,9.82036
"CELE_F13G3,10",12.5702,11.9189,12.2968,12.7069,16.3229,15.3463,15.2767,15.8685
rmd-2,16.4182,16.4345,16.4881,16.9181,15.3707,15.3243,15.4278,15.7313
smc-3,15.4888,14.8274,15.2908,15.6941,14.4188,14.4406,14.2699,14.549
ntl-2,14.2804,14.1794,14.358,13.7457,14.214,13.8943,13.7265,13.962
gcn-1,16.5938,16.6,16.6426,16.8312,16.0712,16.36,16.2725,16.4357
urm-1,17.5769,17.0488,17.1785,16.7428,17.4415,17.3722,17.3423,17.4593
nono-1,15.673,15.6498,15.7711,15.919,15.4462,15.6163,15.5342,15.257
atf-7,12.2447,12.1667,12.2923,12.7511,10.6546,10.8814,10.5085,11.3664
vps-26,15.1176,15.115,15.879,15.6468,14.3065,15.4272,14.8972,14.6155
ndx-9,14.1176,14.2149,14.7745,15.4022,15.1375,14.8531,14.9049,14.874
"C14F11,4",17.0743,16.7466,16.7905,17.1877,17.2075,16.8153,16.9587,17.0409
abts-1,15.5613,14.9492,14.6119,15.7683,15.0193,15.2007,15.0953,14.9414
"CELE_ZK858,6",15.4659,15.657,15.2002,15.696,14.7419,14.9481,14.9253,14.8074
"C41G7,9",18.2318,16.4168,16.9968,17.5397,17.9506,16.4176,17.1945,17.3637
lin-10,14.531,13.9606,13.8532,14.7755,14.5686,14.6224,14.1706,14.4257
"CELE_M04C9,3",12.4801,11.7592,12.2735,12.5928,13.8784,14.2127,14.2595,12.0472
"C31H5,6",14.2741,13.7518,14.1349,13.9263,12.5636,14.4135,13.7261,12.658
"CELE_ZK355,8",15.0449,13.7903,17.8904,15.0507,13.0473,13.7308,12.7778,12.7471
spds-1,15.6153,15.9737,15.711,15.2431,15.0755,15.3035,15.4492,15.3802
nxf-1,15.7102,14.8373,15.3226,15.1635,15.3116,14.861,15.1002,15.1488
"CELE_F38A6,5",14.6245,14.7698,14.4548,14.7148,11.6219,12.1587,12.1324,12.193
"CELE_T03D8,6",15.0982,14.852,14.8823,15.6493,14.2211,13.8628,13.8523,13.6732
ret-1,16.1296,16.8009,16.1411,16.155,15.6082,15.522,15.0505,16.0339
"CELE_D1086,12",15.0935,15.2968,14.6281,16.1005,12.5471,12.7483,13.0072,12.9997
"CELE_F52C12,6",16.0818,15.4881,14.8347,15.8686,14.2246,13.6251,14.1052,14.231
"CELE_Y40B1A,3",13.5142,11.7001,13.9189,13.6842,12.2832,12.613,13.0245,13.4052
pals-37,18.2574,17.4922,16.6841,19.0327,16.0128,14.1834,14.3424,15.1042
"CELE_F59A2,2",13.9858,13.2417,14.0713,14.0186,13.4879,12.923,12.6014,13.9026
ptr-24,14.7664,15.5792,14.6456,15.1225,14.9888,15.8907,15.1609,14.9482
"CELE_F11C1,5",12.5164,11.391,11.8456,13.2837,13.8563,13.7526,13.804,13.6602
"CELE_Y43F8B,1",17.7428,18.1708,17.8004,18.1964,17.3394,17.5604,17.5079,17.5419
sam-10,14.9479,14.4477,14.5155,14.3486,13.5386,13.2246,12.9363,13.7197
dic-1,18.197,18.3481,17.927,18.3317,17.8546,17.1036,17.0343,17.2746
unc-68,10.0465,12.364,11.8275,13.0945,12.8891,12.1874,12.9304,13.7018
"CELE_T05H10,4;T05H10,4",16.8418,16.1891,14.8655,16.9858,12.4766,14.5061,14.1411,13.2489
"CELE_M05D6,5",16.296,16.2261,15.923,16.5767,15.9202,16.2475,16.2376,16.2293
ctg-2,15.6346,14.6323,14.3843,15.3678,14.665,14.366,14.688,14.6547
rpl-32,17.885,18.7763,18.5146,18.6269,20.2913,20.7725,20.763,20.4365
"CELE_F37H8,3",14.5876,13.7001,14.4765,14.2175,13.2514,14.3731,14.4148,14.4206
clec-146,15.5149,15.6863,16.0166,14.8442,13.7803,13.9726,14.2816,13.9072
tnt-3,15.5295,15.1868,15.6781,15.1789,16.6037,16.5545,17.15,16.465
mlt-11,14.412,13.7365,14.3783,13.9422,14.8865,13.5589,13.2435,13.6621
hrpu-1,7.76826,12.8303,8.64075,12.801,13.3237,12.5824,12.4973,12.4141
kcc-2,16.0706,13.8504,13.1924,14.6809,13.6639,13.5344,13.5755,13.529
ced-7,12.4635,12.0263,12.3203,12.6762,12.6082,12.2977,12.632,13.2073
"CELE_F17C8,9",14.6472,14.5612,14.9441,15.1241,15.2649,15.3113,15.3043,15.1945
unc-119,13.9214,13.1448,13.3374,12.9056,12.5318,13.5298,13.2314,12.5931
mrpl-46,16.6552,15.6461,15.6652,14.8976,16.2269,15.5994,15.6237,15.5581
"CELE_F40G9,5",12.4221,11.9443,11.6546,12.2135,13.3746,12.9191,13.1329,14.1414
"CELE_F40G9,17",14.7586,15.1781,14.747,14.5021,14.9904,14.713,15.0114,14.8478
"CELE_Y54G11A,17",13.0197,12.6694,12.4905,12.958,14.4921,13.5391,13.5945,14.3645
let-767,16.7482,16.2701,18.5598,16.3673,18.6408,18.9018,18.8453,18.5573
dnj-16,15.4058,15.454,15.5792,15.8502,14.9551,14.908,15.0638,14.8112
cfim-2,15.3783,15.3502,15.2616,15.5918,14.707,14.374,14.3363,14.5852
magi-1,10.246,15.0294,15.0309,9.09199,15.0793,17.3556,17.0544,15.9342
"CELE_F55D12,2",13.8462,13.626,14.1855,13.5106,10.181,12.6425,12.624,13.2473
"C39B5,5",14.1261,12.7317,14.3617,13.7601,16.0018,16.1526,16.4244,16.2374
"CELE_Y32H12A,2",14.5057,16.1689,13.3735,15.1346,16.6999,13.4458,13.5887,13.5492
smg-3,13.5923,13.0195,13.3614,14.2868,13.1537,12.2768,12.6756,13.2371
"CELE_F56B3,4",14.34,11.7704,13.2255,13.1388,15.3986,16.3726,12.6674,15.8384
"CELE_Y34B4A,8",12.1254,12.0943,12.3093,12.7688,10.0169,9.77462,9.9676,9.98002
csn-6,15.6605,14.7843,15.067,15.9131,14.7428,14.5738,15.1593,14.8797
marg-1,16.2844,15.6633,16.1479,16.2139,16.4412,16.5175,16.4985,16.4266
grsp-2,15.169,15.9066,15.7664,16.1966,15.1404,15.4117,15.4934,15.5811
"CELE_T28C6,7",16.5984,16.1775,15.828,18.1129,13.8489,14.5301,14.7605,14.2535
"CELE_T20D3,3",14.8662,14.1865,14.2029,14.433,13.9282,14.5716,14.2844,14.1488
"CELE_R102,4;R102,4",15.4008,15.2958,15.4335,15.7229,16.2748,16.3645,16.4753,16.444
sao-1,15.0947,14.4313,14.6079,14.5827,14.1566,14.7679,15.1447,15.366
"CELE_D1086,11",20.0646,19.4587,19.7649,19.2179,17.571,17.6379,17.7224,17.7897
sqrd-1,14.0319,14.9547,14.2772,13.2496,14.4936,14.5347,14.5397,14.5715
nid-1,16.0571,15.795,16.0172,15.8461,15.4958,15.5816,15.7085,16.0441
