geneName;Leading.proteins,log2 rpn6_01,log2 rpn6_02,log2 rpn6_03,log2 ev_01,log2 ev_02,log2 ev_03
mlc-2;mlc-1;P19626,26.2693,26.0853,26.2997,27.7095,27.6446,27.4265
eef-2;P29691,24.8458,25.2447,24.6911,22.8889,22.3201,22.9777
eef-2;P29691,28.0464,27.5428,27.938,25.8939,26.3733,26.4789
unc-32;P30628,25.4737,25.3462,25.4879,25.6882,26.4099,25.2462
C07A9.5;P34316,23.9417,23.5309,24.3716,22.963,23.0381,22.9307
rpl-21;P34334,24.446,24.5052,25.3963,24.2642,25.4583,24.6041
C48B4.6;P34360,22.8697,22.9611,22.7865,25.9733,25.5971,26.0035
C48B4.10;P34364,25.147,25.3951,25.4424,22.9076,22.634,23.1322
far-1;P34382,26.187,26.742,26.5905,23.0883,22.9384,22.4282
K03H1.5;P34501,25.7982,26.0091,26.1261,26.3646,26.3134,26.4552
K03H1.5;P34501,27.1048,27.5208,27.179,28.0848,28.1703,27.9764
met-2;P34544,28.3192,28.5156,28.1981,28.7716,28.8745,28.4817
alx-1;P34552,22.8892,22.9646,22.7609,24.9508,25.0859,24.937
vps-53;P34561,25.6734,25.7678,25.7573,25.6918,25.4643,25.3693
T05G5.9;P34562,25.4744,25.4143,25.4565,23.0929,22.9141,22.9958
T05G5.9;P34562,25.4744,25.4143,25.4565,22.8883,22.8906,22.9192
hsp-16.1;P34696,31.5779,31.3144,31.5621,29.6589,29.7721,29.74
let-70;P35129,24.8489,25.8959,25.2309,24.9869,25.0564,25.0516
lec-1;P36573,27.0759,26.9332,26.9394,25.7638,25.7539,26.3874
lec-1;P36573,25.8104,25.5774,25.4158,24.6327,24.7429,24.6398
ncs-2;P36609,23.8544,24.2074,23.0223,22.5944,22.589,23.1172
ncs-2;P36609,24.4783,24.4269,24.5195,24.2803,24.2903,24.2752
ubl-1;P37165,30.5914,30.4113,30.9266,30.9896,30.569,30.844
ubl-1;P37165,25.8473,26.0511,25.8501,24.9993,24.7059,23.9635
unc-87;P37806,25.8142,25.3904,25.4444,24.2291,25.8401,25.0556
par-5;P41932,23.0162,22.9452,22.7511,24.64,25.4372,24.5873
par-5;ftt-2;P41932;Q95ZT1,22.9078,22.8964,22.8417,25.8608,25.27,25.8813
par-5;ftt-2;P41932;Q95ZT1,26.1049,26.1362,25.9437,25.3105,25.2257,24.9463
rpt-3;P46502,23.4492,23.566,23.0263,22.7386,23.0135,22.9877
T12A2.2;P46975,23.8393,23.5735,24.25,23.0413,23.417,23.4317
rps-21;P49197,27.6203,27.6335,27.5532,27.3864,27.7699,27.591
pcyt-1;F08C6.2;Q3HKC4,27.405,27.2247,27.5671,26.7685,26.9206,26.6336
F42G9.1;Q8MNS3,24.8493,25.0371,25.0548,24.6468,24.1916,24.4859
rps-2;P51403,26.3395,25.5795,25.033,22.5532,23.0638,23.0588
rps-2;P51403,28.6117,28.5407,28.3567,22.8753,26.8142,25.6189
rps-2;P51403,28.7019,28.4064,28.3589,27.0916,26.2467,25.3901
rps-13;P51404,24.8232,24.6459,24.3794,23.0997,23.1019,22.5932
rps-13;P51404,24.8232,24.6459,24.3794,22.7836,22.7992,22.9204
rps-13;P51404,23.1557,23.3142,22.8493,22.9054,22.8047,22.8733
rps-13;P51404,23.864,23.1755,23.8601,23.044,22.545,23.0932
cyn-3;cyn-7;P52011;P52015,27.249,27.3082,26.9688,27.496,27.8558,27.5479
cyn-3;P52011,23.2934,22.8968,23.1891,22.9488,22.9318,22.8181
tars-1;trs-1;Q86D21,30.9217,30.39,30.2281,29.2741,28.9159,28.3262
mlc-3;P53014,26.9189,26.7333,26.489,25.9515,26.3213,25.8897
mlc-3;P53014,25.5169,25.0048,25.4981,24.0616,25.0203,25.1926
F13E6.1;P55326,22.8881,23.0336,22.7988,27.3232,26.9468,26.9497
F13E6.1;P55326,26.5365,26.0451,26.5018,26.8418,27.3986,27.242
F13E6.1;P55326,25.3996,25.1169,25.9494,22.8751,23.0851,22.849
F13E6.1;P55326,24.3604,24.246,24.2931,25.9803,25.4799,25.9559
smo-1;P55853,25.0253,25.0364,25.0804,25.8475,25.6245,26.0289
rpl-12;P61866,24.5041,24.3115,24.5585,22.996,23.0935,22.6324
cyp-36A1;P90771,23.526,23.2769,23.4435,22.8817,22.9122,22.5812
cyp-36A1;P90771,23.526,23.2769,23.4435,22.9365,23.0891,23.0418
;P90862,25.198,25.3375,24.8556,24.8123,25.0683,24.7265
ifa-4;P90900,24.4539,24.8772,25.1255,25.8561,25.9643,25.9747
lin-53;P90916,24.258,24.4907,24.24,23.1026,23.0362,22.744
chdp-1;P91027,24.5363,24.5258,24.6058,25.4377,24.8107,24.7972
chdp-1;P91027,25.4983,25.3702,25.559,24.681,24.9875,24.8174
chdp-1;P91027,25.8541,25.9294,25.9176,26.7907,26.3414,26.7442
rpl-13;P91128,22.5767,22.6742,22.6873,23.6976,23.7431,23.7736
rpl-13;P91128,22.3474,23.4596,24.0216,23.1153,21.5578,21.7788
vha-10;P91303,23.0025,22.8734,22.629,24.8434,25.2195,24.1462
rpl-15;P91374,26.7076,26.6985,26.6307,27.6131,27.2006,27.419
;P91482,24.9926,24.8695,24.3347,22.9953,23.0773,23.0151
;P91491,26.7822,26.6789,26.4438,28.7521,28.771,29.2052
usp-5;P91502,25.3521,25.0014,25.1079,22.6957,23.0432,22.274
rpl-27;P91914,27.2483,26.9194,26.9446,25.1647,25.521,25.1823
B0464.6;Q03564,25.8729,25.7122,25.4942,23.0166,21.7821,23.0311
C38C10.2;Q03567,22.6456,22.9205,22.7997,23.5033,25.5851,25.6377
C18H9.3/C18H9.2;Q09237,25.6957,25.5961,25.5993,24.4942,25.2684,25.1224
C18H9.3/C18H9.2;Q09237,26.474,25.5431,24.8271,24.7437,25.3561,24.9692
C34C12.4;Q09269,22.9121,22.8837,22.6804,24.6931,24.5319,24.3985
C56G2.7;Q09289,25.0268,25.6488,25.3993,26.1307,26.3124,27.1702
C56G2.7;Q09289,26.0574,25.7191,26.6254,25.8771,26.338,26.9083
C56G2.7;Q09289,24.8017,25.1832,25.0109,25.125,25.4686,25.194
ufd-2;Q6BEV4,24.4453,24.1064,23.7575,22.9136,22.6628,22.6503
pgam-5;Q09422,24.0823,23.5809,23.7448,23.1184,22.8616,22.939
lgg-1;Q09490,25.2206,25.1624,25.1011,23.0768,23.0593,23.0745
lgg-1;Q09490,22.9463,22.448,22.1822,24.4407,24.0242,24.0855
lgg-1;Q09490,23.4272,22.5537,22.8045,25.0567,24.3465,25.523
rpl-10;Q09533,25.2379,25.2127,25.8179,24.8445,24.8064,24.6791
rpl-10;Q09533,26.9749,26.8336,26.8969,24.2381,25.3684,23.8983
rpl-10;Q09533,26.9844,26.8238,26.4786,24.2381,25.3684,24.5133
ttll-4;Q09647,25.178,24.9632,25.1634,22.9219,22.705,22.8819
tnc-2;Q09665,25.8773,25.9379,25.8247,26.0968,25.6456,26.0078
egg-1;Q09967,22.8923,22.7183,22.783,25.1025,24.8463,24.1861
;Q09EE6,25.1074,25.1447,25.2975,27.3348,26.9913,27.197
T28D9.1;Q10020,24.626,24.8436,25.6531,24.734,25.179,25.5732
T28D9.1;Q10020,22.983,23.0409,24.4392,24.5883,22.0976,23.9434
T28D9.1;Q10020,22.7281,22.9073,22.9685,25.9248,26.1667,25.934
C23G10.2;Q10121,23.406,25.7516,26.2724,25.1588,25.9954,25.6089
F46H5.3;Q10454,26.6985,26.2792,26.7278,27.7977,26.8905,26.5819
elt-2;Q10655,25.3767,25.2103,25.3752,23.0461,23.1126,22.663
hpo-28;Q10956,26.0105,26.2127,25.6558,23.1162,23.0867,23.0921
sodh-1;Q17334,25.9258,25.4857,25.854,23.0235,23.0824,22.8608
AC3.5;Q17405,27.1601,27.2229,27.3137,26.8058,26.5797,26.306
;Q17542,28.0273,27.6458,27.6901,27.371,27.2481,27.5356
aly-1;Q17561,24.6054,24.8699,25.0725,23.0108,23.1139,23.0095
;Q17569,25.5521,24.9878,25.3896,23.0842,23.0842,23.1237
rpl-24.2;Q17606,23.8386,23.7932,24.0636,22.987,23.0063,23.0513
arrd-25;Q17624,29.565,28.9171,29.4341,26.6427,25.7204,25.1835
;Q17644,25.6235,26.3436,26.1649,26.6689,26.3775,26.6086
amt-4;Q17663,24.2178,25.0111,25.1216,26.3722,24.0464,23.6777
;Q17698,22.8037,23.0315,22.4123,25.1222,25.9109,25.7375
hgrs-1;Q17796,25.4096,25.595,25.0681,22.6904,22.9049,23.1184
hgrs-1;Q17796,24.3436,26.0335,26.0843,24.7697,23.8007,25.7195
hgrs-1;Q17796,27.195,27.6401,27.4184,26.9739,27.3743,27.0019
hsp-25;Q86GU1,23.0218,22.841,22.8369,26.3432,23.2439,24.0961
hsp-25;Q86GU1,26.6854,27.6416,28.6802,26.6773,26.2893,25.7269
hsp-25;Q86GU1,26.8402,26.2906,26.3437,22.7177,23.002,23.0144
thoc-2;Q18033,22.7544,22.9536,22.7845,24.8634,24.385,25.699
thoc-2;Q18033,22.8274,22.8574,22.816,24.8634,24.385,25.699
;Q18099,24.9851,24.5974,24.7283,22.4935,23.0106,22.9897
sax-7;Q18100,24.4795,24.3694,24.3516,25.4935,25.0496,25.3484
rpn-2;Q18115,24.4888,24.6346,24.6148,22.9888,22.9371,23.1239
;Q18124,25.2441,24.7897,24.7594,25.7993,26.0488,25.8662
cal-5;Q18136,24.6039,23.9699,24.2628,22.938,23.1037,21.3714
C34D4.4;Q18449,26.2686,26.1815,26.3858,27.0786,27.305,26.8915
;Q18604,22.3512,22.9371,22.7235,24.9431,24.4177,24.8991
;Q18655,26.6474,26.8649,26.6347,25.9919,26.4754,26.3457
pyp-1;Q18680,22.7617,22.8236,22.9137,25.0927,24.9491,24.8829
daf-21;Q18688,26.4797,25.5969,25.7453,24.7221,24.9431,24.9481
daf-21;Q18688,25.9865,25.5969,25.7453,22.9552,22.9254,23.0952
daf-21;Q18688,22.8808,22.9398,22.499,25.0773,25.2737,23.8016
pitr-1;W6RS06,24.4288,24.5755,24.6486,22.7538,22.822,22.6169
;Q18742,24.0025,23.5252,23.8913,24.3728,24.0664,23.5396
;Q18742,24.0025,23.5252,23.1829,22.8579,24.0664,24.5819
;Q18771,27.1803,26.2878,26.0837,25.8375,26.249,25.9042
rpt-1;Q18787,25.8065,25.6885,25.9347,25.5917,25.7747,25.2656
;Q18813,23.9918,24.6343,24.9112,24.9538,24.7195,24.4251
icd-1;Q18885,23.9198,25.5067,25.2137,23.1067,23.1026,22.9143
nap-1;Q19007,23.3241,24.4187,25.401,23.0891,22.3909,22.7698
pgp-11;Q19015,25.3418,25.802,26.026,22.7648,22.8196,22.8634
;Q19107,23.9261,23.502,23.5417,22.9599,22.9495,22.9134
rpl-11.2;rpl-11.1;Q19162;Q94300,27.2201,27.5777,27.5176,25.9495,25.9328,25.6416
rpl-11.2;Q19162,24.9967,24.7402,25.1465,25.626,25.7231,25.9113
rpl-11.2;rpl-11.1;Q19162;Q94300,25.6238,26.0386,25.3905,24.815,24.4202,24.4768
unc-115;Q19240,26.6847,25.7836,26.2823,25.8265,26.0334,25.7048
ifb-1;Q19289,22.9394,22.7561,22.6866,25.2262,25.4718,26.0293
ifb-1;Q19289,25.6668,25.2103,25.6308,28.0182,28.1515,27.744
ifb-1;Q19289,26.5145,26.2096,26.8387,26.2299,26.9456,26.2197
ifb-1;Q19289,27.9951,27.5309,28.2914,26.5917,26.6602,26.5263
ifb-1;Q19289,28.6072,28.2448,28.1761,27.6607,26.7883,25.7527
ifb-1;Q19289,25.6171,26.2409,26.7102,22.9626,22.897,22.8731
ifb-1;Q19289,23.0308,23.0123,22.9012,24.5126,24.7689,23.976
ifb-1;Q19289,22.9107,24.2541,22.5958,22.5581,22.9723,23.0946
ifb-1;Q19289,27.0041,26.7962,26.2441,25.0042,25.285,24.8162
;Q19323,23.9133,24.0705,23.7458,22.8151,23.0328,22.5305
;Q2XN01,23.5996,23.658,23.8289,24.7254,24.9674,25.7405
;Q2XN01,26.8288,26.5741,26.3246,27.4363,27.8197,27.5113
tag-184;Q19545,31.1774,30.7489,30.7297,29.0206,29.0719,29.4892
pab-2;Q19581,25.8539,24.9621,25.2564,23.0284,22.9093,22.8794
vha-12;Q19626,26.8531,26.7989,26.96,26.0075,25.7465,26.7373
;Q19723,23.0529,23.5423,23.0161,23.0664,22.6316,22.9875
inx-3;Q19746,22.9286,22.8937,22.4489,25.449,25.6119,25.2967
inx-3;Q19746,24.5515,21.9855,24.7918,27.1722,28.9001,23.945
snb-2;Q19767,22.7504,22.8241,22.961,25.2917,24.9252,24.888
rpb-8;Q19826,24.5957,24.2385,23.7718,23.0516,22.8718,23.0521
aat-1;Q19834,22.812,21.7659,22.9254,23.0172,22.4531,22.8359
aqp-1;Q19949,23.0044,22.5243,22.7429,24.0389,24.3575,23.6344
aqp-1;Q19949,22.8909,22.971,22.6703,25.0098,25.7834,25.4017
npp-21;Q1NZ34,24.6673,25.0225,24.9816,24.3429,23.9546,24.6346
hrg-4;Q20106,24.4764,24.1848,23.7576,25.4834,25.2943,25.3455
;Q20177,23.9785,24.2961,23.4906,22.9889,23.0336,23.0323
lsm-1;Q20229,25.178,25.0523,24.8322,23.8662,24.3471,24.24
;Q20310,25.1102,25.6772,24.9923,22.3378,23.0364,22.7673
ifo-1;Q20330,25.4771,25.5074,24.7964,22.8354,22.6716,22.9772
tni-1;Q20334,22.7754,22.9302,22.6016,25.8815,25.7685,25.446
F49C12.11;Q20588,23.6478,23.9179,23.7706,24.0516,23.8635,23.9309
;Q20626,24.4091,23.7685,23.1502,24.2866,24.005,24.4657
;Q20626,25.4084,25.5148,25.5101,24.8013,25.2732,24.8606
nmy-1;Q20641,24.2307,23.9815,24.3472,22.893,22.5582,23.0435
nmy-1;Q20641,23.6469,20.9737,23.5587,23.054,22.3694,22.9823
hsp-17;Q7JP52,23.0066,22.9682,22.1428,23.7572,24.7127,24.3639
hsp-17;Q7JP52,28.4379,28.3399,28.8774,27.404,27.4197,27.1415
hsp-17;Q7JP52,25.9823,26.2336,26.2303,24.333,25.7596,24.5722
lec-2;Q20684,25.9222,26.1671,25.8854,25.7321,25.7017,25.1904
lec-2;Q20684,29.167,28.4019,28.8822,29.1735,28.8854,28.5905
lec-2;Q20684,26.49,26.1628,27.085,23.0326,26.1758,26.5312
;Q20716,25.0362,25.1396,24.8895,22.85,22.8458,23.0715
;Q20716,22.6677,22.4519,22.9717,22.0854,22.4226,22.6332
unc-84;Q20745,26.0768,25.7737,25.1942,24.6926,25.1224,24.658
;Q20756,28.1965,27.5118,27.7829,22.6731,23.073,23.0683
F54D1.6;Q20762,25.529,24.9354,25.3656,22.4287,23.1005,22.9484
F54D1.6;Q20762,26.7969,26.0517,26.3405,25.8415,25.7842,25.4294
dnj-13;Q20774,23.9692,24.3151,23.3,23.1085,23.0344,23.0928
dnj-13;Q20774,27.0741,26.4973,25.6627,23.0125,23.0657,23.1323
sdz-21;Q20783,26.6746,26.4109,26.8171,26.2567,26.23,26.6408
;Q20864,24.439,24.8135,24.9925,25.1168,25.0108,25.5647
;Q20864,27.6374,27.3609,27.7219,26.0993,26.985,26.7761
cdo-1;Q20893,22.7851,22.9084,22.8178,23.5065,23.5716,24.1301
col-159;col-160;Q20922,23.0221,22.9135,22.8409,24.2842,22.9239,24.291
npp-9;Q21021,24.3072,24.3805,24.4482,24.4074,24.9816,25.0119
npp-9;Q21021,23.036,22.5146,22.9198,25.2972,25.5586,25.8141
pept-1;Q21219,22.8479,22.6992,22.6491,25.4911,26.1556,26.2951
K04G2.1;Q21230,24.6199,24.3279,25.0846,24.3051,24.7983,24.3476
;Q21405,25.3514,25.4863,25.2711,24.8277,24.431,24.3348
;Q21405,25.3514,25.4863,25.0935,24.8277,24.431,24.3348
;Q21405,25.4947,25.4863,25.2711,24.8277,24.431,24.3348
lmn-1;Q21443,23.0117,22.409,22.7847,24.5059,24.6535,24.291
lmn-1;Q21443,27.0329,26.3728,25.8628,26.0264,26.0091,25.6164
aqp-7;Q21473,23.049,23.1152,22.8376,23.065,22.3315,23.0987
ubc-18;Q21633,22.8557,22.9792,22.568,24.9354,24.6644,24.6712
ubc-18;Q21633,24.1582,23.8707,24.4272,22.3602,23.0927,22.2851
edc-3;Q21740,24.5642,24.1956,23.8002,23.414,24.6399,23.3555
sgt-1;Q21746,29.2055,29.1404,29.2868,27.1032,27.5386,27.421
sgt-1;Q21746,27.6888,27.8092,27.3186,28.0451,28.325,28.5091
vdac-1;Q21752,24.4359,24.476,23.5081,26.1835,26.9204,26.6416
;Q21763,25.2175,25.238,25.0146,23.9082,24.0567,24.058
;Q21891,27.1536,27.1752,27.716,26.3536,26.4331,26.7097
;Q21891,25.9958,26.3928,26.3383,25.4726,26.1894,26.2482
;Q21891,24.5939,24.2638,24.8101,24.5877,24.7649,24.9327
dnj-16;Q22028,23.0289,22.9711,22.7846,24.9937,25.2513,24.3556
dnj-16;Q22028,25.2741,24.8882,24.8539,24.9179,24.9639,25.0823
rho-1;Q22038,26.7247,26.6838,27.4114,26.3511,26.2563,25.9589
;Q22065,26.4254,25.9685,25.7865,25.5521,26.1601,26.0399
mct-5;Q22109,23.0043,22.8959,22.8619,23.704,23.9024,23.724
hcp-2;Q22257,26.8683,26.5933,26.6554,25.8315,25.5234,25.4647
col-167;Q22379,22.0488,22.7083,22.4842,25.4878,25.6226,25.9209
col-170;col-168;Q86NE3,22.8668,22.8555,22.846,24.2486,23.62,24.6367
;Q7JLZ9,26.3522,26.6228,26.409,26.5504,26.1489,26.0208
;Q7JLZ9,26.1438,25.8485,25.9655,25.7188,26.5822,26.5231
;Q7JLZ9,25.0245,26.1155,25.738,24.3996,24.9258,26.3386
;Q7JLZ9,25.1802,25.4567,25.9522,26.4349,26.1747,25.5471
lev-11;Q22866,25.7605,25.3544,26.1474,25.5126,25.6255,25.5686
clik-1;Q23050,26.1666,26.2738,26.1028,26.8572,26.7099,26.8215
clik-1;Q23050,25.3818,25.7648,26.1199,25.2685,25.5628,25.491
clik-1;Q23050,27.3951,28.2335,27.5187,27.4221,27.221,27.4386
clik-1;Q23050,29.2443,29.3268,29.111,28.9966,29.2392,29.0034
rsp-1;Q23121,26.8552,26.6409,26.8817,25.7957,25.5589,24.716
;Q23179,22.7889,22.955,22.8223,25.3304,25.7775,25.4473
rps-7;Q23312,27.9733,27.4324,27.7238,26.9347,27.1978,26.873
fzo-1;Q23424,25.5343,25.1963,26.1941,25.9221,24.9389,25.772
rad-23;Q23451,22.9719,22.6894,22.9437,24.3142,24.7025,24.8949
rad-23;Q23451,25.0786,24.923,24.8682,30.095,29.717,29.6237
lin-37;Q23482,23.7329,24.004,23.342,22.9917,22.9291,23.1407
inx-8;Q23593,26.8329,27.1766,26.6899,26.9755,26.8745,26.6901
inx-8;Q23593,24.637,24.7952,25.0558,23.7402,23.9156,24.2518
inx-9;Q23594,26.6088,26.6566,26.2814,25.7416,26.3189,24.9386
nlt-1;Q23655,26.6574,26.7962,27.0865,26.9077,26.684,26.703
nlt-1;Q23655,24.852,24.4559,25.1683,24.9328,24.1868,24.3518
rop-1;Q27274,24.4144,23.9748,23.3792,23.0918,22.4181,22.2198
mup-2;Q27371,22.971,22.8467,22.9669,23.6027,23.4012,23.7535
htz-1;Q27511,26.7277,26.8472,26.7836,26.5166,26.5309,26.4421
htz-1;Q27511,31.398,30.9484,31.2379,31.1261,30.8441,31.0303
vamp-8;Q2EEN5,24.8025,25.3305,25.5075,25.2136,24.8521,24.6058
;Q564Y2,25.1487,22.2391,23.3287,23.1019,22.1749,21.6504
;Q564Y2,26.0596,26.1504,26.3332,26.433,25.3142,25.0196
;Q564Y9,24.3658,24.4975,24.2954,22.9137,22.4035,23.0003
;Q5W7A3,22.1684,21.0478,20.6259,22.2878,23.0189,22.8679
;Q75MI6,26.5992,26.7005,26.3983,22.5616,22.4692,22.7548
pab-1;Q7K798,24.7664,25.0535,24.6391,23.0681,22.5521,23.0776
pab-1;Q7K798,24.465,24.5988,24.0631,23.0295,22.942,22.8813
;Q7YX43,25.3957,25.4033,25.8206,23.0704,23.1067,22.9161
tnt-2;Q7Z072,22.7552,23.0254,22.7685,24.3042,24.6777,24.5242
pqn-89;Q86DD5,25.9038,25.7736,25.6221,24.198,26.38,26.7871
col-166;Q86FL7,23.0334,22.4285,22.7713,25.9355,25.9059,25.6729
;Q8I4C0,26.8666,26.9085,26.0389,26.4061,27.1981,26.5937
;Q8I7G0,22.614,22.9649,22.4645,25.2171,25.5874,25.2312
prdx-2;Q8IG31,22.536,22.9754,22.8868,24.2966,24.5738,24.3026
prdx-2;Q8IG31,25.8951,26.1655,25.8178,26.4933,26.8589,26.5421
;Q8MQH0,26.0588,25.6025,25.5255,26.2697,26.6914,26.1773
mdf-2;Q8T870,23.3371,24.3215,24.4606,23.077,23.0119,23.0552
rps-20;Q8WQA8,22.8725,22.617,22.9109,26.1778,26.9801,26.4893
rps-20;Q8WQA8,27.3107,28.4096,28.6362,26.0305,27.6202,27.2478
rps-20;Q8WQA8,27.1936,26.8082,26.7936,29.1301,29.4667,29.1597
;Q93156,24.2199,23.7767,24.8723,22.5627,23.1102,22.8013
;Q93168,24.2188,24.6206,24.6651,22.9401,22.7612,22.8634
;Q93211,26.6131,26.7822,26.4729,25.6801,25.949,25.932
;Q93213,24.6308,24.9104,24.5302,22.8545,22.933,22.9293
cytb-5.1;Q93315,22.751,22.9228,22.7735,25.0805,24.8293,24.8972
;Q93333,26.7115,26.4831,26.3677,25.6098,25.527,25.5368
rpa-0;Q93572,28.5553,28.2155,28.6642,27.8576,27.8901,27.8861
rpa-0;Q93572,25.7244,25.925,25.7884,26.1712,26.3959,26.5269
gst-24;Q93694,26.8166,27.9747,27.5555,28.3221,28.8476,28.959
ned-8;Q93725,26.121,25.5784,25.9029,25.2371,25.3352,25.8796
ned-8;Q93725,27.0825,27.3469,28.0266,26.3699,27.0652,25.5278
ent-2;Q93871,22.9726,22.7478,22.9279,24.3976,23.9379,23.9047
mct-3;Q93896,23.0305,22.7298,22.9569,24.1524,24.4265,24.3295
cav-1;Q94051,30.6236,30.7862,29.9192,31.4703,31.5661,31.7271
cav-1;Q94051,28.4242,30.0301,29.4318,29.7198,29.7269,25.2057
cav-1;Q94051,22.9447,22.9543,22.915,24.6308,25.0577,25.2057
cav-1;Q94051,28.9358,28.6642,28.782,29.9616,30.2639,30.0678
cav-1;Q94051,26.95,26.8076,25.9538,26.7813,27.8159,27.6172
rab-10;Q94148,22.5559,22.8519,22.8117,25.17,24.9543,25.3563
rpl-11.1;Q94300,22.4077,22.9106,22.7243,25.9074,25.6815,26.1368
ubc-9;Q95017,24.2504,24.6613,24.3725,22.4268,22.4929,22.8989
such-1;Q95Q00,22.9163,23.0142,22.144,29.9293,30.2477,29.9225
;Q95Q93,26.8003,26.3333,26.667,23.0717,24.67,23.8708
;Q95Q93,28.9802,28.8759,28.428,26.72,27.5681,27.294
;Q95Q93,26.0921,25.623,26.0033,24.4644,24.8625,24.8306
pat-12;Q95QA6,22.6924,22.5671,22.89,24.5375,24.8545,24.8402
pat-12;Q95QA6,26.1001,26.219,25.7719,24.4086,25.0958,24.7812
;Q95QF1,25.1251,26.5013,25.9204,23.877,24.1039,25.1028
;Q95QF1,22.5534,22.8045,22.9405,25.7248,26.6754,24.9649
brap-2;Q95QN6,27.9991,27.4379,27.7746,28.0791,27.76,27.8042
brap-2;Q95QN6,28.0999,27.5608,28.2857,27.3876,27.7468,27.5495
brap-2;Q95QN6,29.1544,28.9316,29.0394,28.1104,28.6594,28.2046
brap-2;Q95QN6,28.1593,27.6369,27.8468,25.9631,26.0891,25.9863
vha-8;Q95X44,27.5366,27.7183,27.6597,27.4951,27.3124,27.7221
;Q95XJ9,23.0015,22.9185,22.8929,25.5355,24.7551,25.9781
epg-2;Q95XR4,27.9249,28.4341,27.8076,27.8591,27.8298,28.3414
;Q95XR6,25.368,25.383,25.6749,22.9712,22.8601,23.1099
wwp-1;V6CJJ8,26.1799,26.2584,26.0627,23.0766,22.9977,23.1081
ubc-13;Q95XX0,26.3586,25.8286,26.0753,23.1054,22.7238,23.0659
ubc-13;Q95XX0,23.0548,24.2738,24.928,26.8673,27.181,27.5072
;U4PC73,24.1076,23.7587,23.8095,24.4034,23.5687,23.7835
rpl-9;Q95Y90,23.0335,22.7914,22.9569,22.4274,24.5895,23.7492
vha-16;Q95YD5,24.2966,23.9571,23.5623,22.9382,23.0193,22.9293
cgh-1;Q95YF3,22.9125,22.8037,22.4594,25.1544,25.22,24.6248
act-4;Q95ZL1,25.4296,25.1326,24.8911,25.0761,24.6629,24.7255
act-4;Q95ZL1,26.677,26.1716,26.4536,26.0539,26.2073,25.9444
;Q965K6,24.7786,24.7705,25.089,24.2815,23.3916,23.5728
;Q965Z3,23.0211,23.0346,22.9606,23.999,24.1168,24.2671
;Q966C7,23.5461,24.0856,23.2382,22.6874,22.9932,22.9898
epn-1;Q9BI72,26.5791,26.1771,26.4044,27.9777,27.8149,27.6707
;Q9BKU6,22.7131,22.8205,22.7479,22.3551,23.6164,23.0999
;Q9GYP5,22.9214,23.006,22.9836,25.5665,25.9248,25.2219
ntl-4;W6RRU8,25.0452,25.619,25.223,22.8944,23.0741,22.5657
;Q9N321,25.9622,25.9529,26.0877,22.9144,24.1511,24.4199
cct-8;U4PBK9,25.1605,25.3934,26.0058,25.2519,24.6189,24.5093
;Q9N370,25.1451,25.6742,25.4575,25.9241,25.8946,26.015
;Q9N370,22.7574,22.8369,22.8302,25.5099,25.7489,25.9583
;Q9N370,26.6309,26.6064,26.5064,27.4677,26.3124,26.3734
;Q9N3D0,27.1421,26.8679,27.0418,25.0588,25.1312,23.991
;Q9N3G2,25.1037,25.3521,24.9052,23.4228,24.6895,24.9384
inx-22;Q9N3R5,24.189,23.8917,23.9412,23.7667,24.5655,24.2169
csn-3;Q9N425,24.9471,25.0236,25.5324,24.8692,24.267,24.1852
snr-7;Q9N4G9,24.684,24.8699,25.2991,24.6411,24.3456,25.1332
rpl-10a;Q9N4I4,22.9015,25.5087,24.0805,22.6352,24.251,24.7018
anc-1;Q9N4M4,25.3092,25.916,25.1707,24.6906,24.0797,24.433
swsn-6;Q9N4N4,24.1931,24.5257,24.6498,22.8775,22.5901,22.8305
aat-9;Q9NA91,22.9033,22.92,22.8147,26.0072,26.3872,26.0523
fat-1;Q9NEQ0,28.6486,28.1697,28.3992,22.7718,21.8499,22.8152
png-1;Q9TW67,25.1364,24.7086,24.6239,22.5524,22.6512,23.0625
ubxn-1;Q9TXH9,24.0552,23.555,24.1272,22.5816,22.9406,22.9578
eif-1.a;Q9TXU7,22.9648,22.7905,22.8899,23.5043,24.1208,23.9977
ftn-2;Q9TYS3,27.5829,27.0657,27.2396,26.676,27.3032,26.3438
;Q9TYY8,23.4454,21.0523,22.8575,23.0663,22.8737,23.0633
lsm-3;Q9U1W8,22.8392,22.5887,22.9337,23.3127,23.8242,24.1955
haf-7;Q9U275,25.7722,26.1251,25.8829,26.084,25.8982,25.4186
rab-35;Q9U2C3,22.7793,22.7326,22.4859,23.4118,23.8205,23.8606
eef-1B.2;Q9U2H9,24.6302,24.9304,21.4669,24.8706,25.0004,24.4936
fkb-2;fkb-8;Q9U2Q8,23.0217,22.8066,22.9487,24.0111,24.5105,24.1722
;Q9U5C1,26.8985,27.2628,26.9086,26.1509,26.1489,25.7664
;Q9U5C1,31.353,31.5387,31.4864,29.8675,29.2352,29.5686
rab-1;Q9UAQ6,24.2575,24.8015,25.3428,24.199,24.6608,25.7805
rab-1;Q9UAQ6,26.5945,25.7965,26.1928,25.7373,25.7128,25.9543
mct-2;Q9UAT3,26.8789,27.0207,27.3939,26.875,26.6177,26.328
