geneName,log2 eat2_d10_01,log2 eat2_d10_02,log2 eat2_d10_03,log2 eat2_d10_04,log2 N2_d10_01,log2 N2_d10_02,log2 N2_d10_03,log2 N2_d10_04
tap-1,14.7224,13.8548,15.017,15.0597,14.3881,14.1847,13.6877,14.065
fars-2,13.9472,16.4442,15.8627,16.7439,15.6069,16.2361,17.1463,16.3694
gck-3,16.9136,17.1891,16.5882,16.9445,14.2911,14.1609,14.2826,14.8721
"CELE_Y39A1A,3",13.7987,13.1551,13.6071,13.1726,16.9141,17.4554,17.9577,19.6848
"CELE_F41E7,9",14.7704,14.9795,13.713,14.6233,16.6726,15.2198,15.8231,17.0401
nkcc-1,13.1883,13.3401,12.5417,13.024,14.4,14.1083,13.1107,14.4111
sftb-1,15.9545,15.8926,15.5059,15.4515,16.7467,16.7262,16.6063,17.1866
ger-1,13.3152,13.357,12.6073,13.1606,13.6978,13.8356,14.4145,14.9112
alg-1,18.2405,17.8287,17.1281,17.5664,18.1706,18.1166,17.1817,19.3327
ufd-3,15.6812,16.0385,14.874,15.2385,17.6361,17.3838,17.3923,15.4669
nspd-5,12.7725,13.2352,12.5593,13.2323,13.7513,14.1677,14.383,15.0763
txl-1,15.1261,11.4337,15.2452,15.9605,17.0691,17.8472,17.5029,15.2288
dut-1,17.0125,16.9325,15.9621,16.3105,16.9146,16.8646,16.3181,17.6673
cdr-6,16.6264,16.8127,15.8249,16.4657,13.7536,14.3243,14.4462,15.1384
hpl-1,13.275,13.1601,12.7572,13.1441,14.3006,14.2409,14.0942,15.0541
"pud-1,2",20.834,20.272,19.8324,19.8477,19.0882,18.3247,19.5942,19.0099
nbet-1,15.2725,14.662,14.4697,14.9615,16.3943,16.6742,14.5211,16.8321
pud-3,16.7068,15.1267,15.0392,15.4372,15.0359,15.6599,15.4214,16.5425
"C18B12,6",13.0903,12.9777,12.7305,13.1236,13.3136,14.3916,14.1876,14.2735
"CELE_F54E12,2",13.3385,13.0886,12.7065,13.0337,14.3614,13.9459,14.4782,14.5529
sig-7,14.384,15.5002,13.8535,15.7254,15.9326,15.5365,15.6733,16.5095
asd-1,12.8898,13.0129,12.8574,13.3534,14.4944,14.3515,14.2211,15.0777
pbrm-1,14.314,14.3599,13.9927,13.8361,14.2591,14.4214,14.1887,15.0083
"CELE_ZK1010,2",14.723,15.0226,14.8277,14.9306,14.9287,14.6407,15.7108,15.7963
"CELE_W09G3,7",14.4311,14.9159,14.0084,13.6226,14.208,13.7137,13.9459,13.7309
3E324,13.4953,13.8911,12.9141,14.6027,14.3235,14.6953,14.118,14.9833
tbb-6,18.0942,18.1759,17.9566,18.1673,17.2947,17.1424,18.1951,17.4398
"CELE_W07E11,1",18.2887,18.1395,17.8201,17.9921,18.0927,18.3385,18.0177,18.4694
ncx-1,14.305,14.4621,14.2175,14.0053,15.1805,15.2162,15.037,15.4868
efl-1,12.9112,13.0772,12.7351,13.1868,14.3833,14.2289,13.3529,14.9246
5N226,16.4477,16.3631,15.6589,16.0747,15.3134,15.8178,15.5063,16.3536
fbxa-136,17.9384,18.0648,17.6694,17.9968,16.235,16.4441,16.1247,17.393
npa-1,19.9895,19.6128,19.2822,19.4476,21.7959,21.523,21.5447,21.9578
pat-10,18.8318,18.5667,19.1055,19.5166,19.4303,19.8554,19.6857,20.095
snf-11,14.2608,13.142,14.0376,13.0643,14.3906,14.4058,14.3018,14.8845
"CELE_Y63D3A,8",15.7006,15.7358,15.2865,15.514,15.9692,15.437,15.2453,16.3967
swsn-4,14.7981,14.6791,14.3817,14.5617,17.1827,15.9762,16.2082,16.1401
"CELE_Y106G6A,4",13.2976,12.9199,12.6443,13.3323,14.3344,13.8154,14.365,14.8859
ipla-7,12.9994,12.7314,12.698,13.2802,13.8215,13.2586,14.1335,13.2869
"CELE_Y66A7A,2",12.9472,13.153,12.837,12.6634,14.3193,14.3744,14.3548,14.8903
stim-1,15.7131,16.2512,15.2208,16.1097,17.0027,16.9847,17.354,17.7241
ndg-4,14.9348,15.587,16.3262,15.2282,14.1774,14.4322,14.3695,14.7932
sqv-1,14.5533,14.4104,14.3629,14.0998,14.2681,14.4463,14.4509,14.9825
sars-2,15.3222,14.4218,14.4219,14.471,16.7538,17.1212,15.8038,17.2542
"CELE_K01G5,9",13.2024,13.1967,5.65786,12.7776,14.2502,14.1865,14.4006,15.1191
gip-2,14.6559,12.5833,13.6843,14.045,14.4815,12.7496,14.1004,15.1707
"CELE_Y48G10A,1",17.2221,17.3034,16.8823,16.9568,16.875,16.997,16.8416,18.888
swsn-1,17.17,17.0792,15.9928,16.2351,17.6343,17.4999,16.9785,17.3716
"CELE_K01D12,15",15.919,16.6166,15.1689,15.4981,18.2559,16.8579,16.8175,17.7816
sfa-1,15.1849,15.4733,16.0424,15.2557,14.2868,14.3875,13.6787,15.0774
"CELE_ZK1128,7",14.6475,14.813,14.3516,13.2302,15.3712,14.6071,16.5301,15.5207
bir-1,16.3736,16.5114,15.8686,16.6399,16.7366,16.2461,16.6657,17.0268
cpn-1,17.3898,17.6644,16.8414,17.707,15.6607,17.1142,16.3102,18.1675
rab-8,18.0643,17.7038,17.8944,18.1853,18.4135,18.7131,18.1281,19.3901
cdc-5l,15.0569,15.0704,18.914,14.849,16.8635,16.0493,15.5661,16.7255
dap-3,14.9738,14.6531,15.7721,15.4587,14.2176,14.2502,14.369,14.9962
hmt-1,15.4202,15.2905,14.9313,14.7515,16.0804,15.3751,16.2364,16.5994
"CELE_F46C5,9",16.1716,15.6519,15.4046,15.8813,15.766,15.7556,15.4932,15.4765
"CELE_H03A11,2",18.5367,18.4986,17.9738,17.9935,19.6649,19.5158,19.5067,19.9072
"C30H7,2",17.1667,16.9043,17.1152,17.2311,15.9704,17.8629,16.9186,17.0701
eif-2bdelta,14.7219,17.8139,17.0011,15.8737,15.4344,14.8898,14.5564,15.6046
sel-1,16.0948,16.3718,15.3613,15.4248,17.5135,17.7702,16.9835,18.3036
abcf-2,17.0497,16.7355,16.2308,17.0409,16.9436,16.8745,16.5986,17.9651
ins-17,12.9529,13.215,12.6487,13.3335,14.0281,14.4244,13.696,14.5442
srp-6,16.6473,16.2754,16.295,16.2409,14.5251,15.7611,15.6565,15.7258
agef-1,13.4216,13.4078,14.0267,13.2015,14.6145,15.0584,15.5344,15.7756
cbs-1,17.257,16.7437,17.171,17.3009,17.6833,17.817,17.6008,18.2301
lec-5,20.7141,20.298,20.7343,20.7461,20.2728,20.494,20.5816,20.845
klp-12,16.8964,15.6924,16.9153,16.7784,16.2797,16.0897,17.0114,14.4012
"C08E8,4",17.4804,17.242,17.0541,17.6327,17.4608,16.6087,17.6557,16.6923
pcp-2,16.646,17.1322,14.1975,16.6281,14.3893,13.7829,14.3434,14.1079
arf-3,18.5319,18.4108,18.1154,18.1065,19.0421,18.4342,17.8939,18.4366
hex-2,14.7547,14.7461,15.4598,16.4504,14.7567,14.369,14.3229,14.8838
alp-1,19.8208,19.6795,19.1432,18.413,15.4272,15.8274,15.0826,14.7634
mdf-1,14.7743,14.455,13.6089,14.3908,16.0957,14.4531,14.3653,16.6637
"CELE_F18C12,3",13.6574,12.4634,12.1529,13.4963,15.8632,14.6099,16.0486,15.5081
rict-1,13.1438,13.3118,12.8796,12.9872,14.1633,14.2884,14.4681,14.9858
"CELE_ZK1321,4",18.2959,18.2633,17.6447,17.8548,18.1649,18.226,18.8604,18.6766
mrp-4,14.3446,14.7838,14.4097,14.305,14.2259,13.8246,14.4356,14.9858
sym-1,20.3844,20.3755,20.7231,19.6447,14.4832,14.071,13.6919,14.9634
fut-3,14.3868,13.6155,13.153,14.4205,14.38,14.0877,14.6795,14.6738
acl-7,13.3444,13.322,12.9068,13.3215,13.8965,14.4141,14.3717,14.5825
mec-5,16.8508,16.9972,16.4648,16.5436,14.496,14.2407,14.3844,14.0735
tag-297,12.8374,13.2375,12.9701,13.0231,14.2589,13.9012,15.3341,14.5295
msi-1,16.3901,15.6885,15.6966,15.6294,15.7233,15.2907,15.9019,17.4857
dcs-1,16.7186,16.0116,16.1996,16.5655,15.0212,16.7377,13.6461,16.1782
"CELE_F45D11,15;CELE_F45D11,14",16.1278,15.9174,15.8136,15.5769,15.1195,15.3862,15.2792,14.8821
hpl-2,13.2473,13.2508,12.6945,13.3485,16.5719,15.2626,15.7833,16.7567
hsf-1,12.4684,13.2217,12.427,13.2734,14.4829,14.2102,14.2395,15.0867
"ant-1,4",12.3874,9.13688,14.1472,10.8979,14.4339,14.127,14.417,14.9376
"CELE_ZK524,4",13.0319,13.2401,12.7643,13.1106,14.3524,14.3505,14.4366,14.3621
"hmg-1,1",17.5301,17.2135,17.8479,18.0889,18.8292,17.9547,18.1518,17.9037
pkn-1,15.6476,15.1676,15.5108,16.3514,14.5022,14.227,13.9078,14.8301
ntl-3,15.3981,16.9024,14.8983,15.5449,16.9792,16.8461,16.9849,15.7541
sec-31,15.963,16.5035,15.0739,16.3044,15.7074,15.1438,15.5778,14.6478
ipgm-1,17.5678,17.0862,18.4883,18.6042,17.2323,17.4045,17.1347,19.1322
icln-1,17.3295,18.3874,17.2529,17.8528,17.4326,17.2526,16.6752,18.0632
pgp-8,15.8878,15.3347,14.8592,15.1623,16.1484,16.4977,15.9319,16.7501
fat-4,13.2084,12.99,12.9641,13.0788,14.1702,13.9835,14.2372,14.2261
dhs-12,17.5067,17.8822,18.4032,18.2225,17.8385,17.4225,17.8076,17.9949
crn-2,17.2477,17.379,17.1755,17.5286,18.7414,19.0246,18.9904,19.4528
nspd-6,13.3032,13.3399,12.6718,13.3283,14.3941,13.7166,14.4962,14.7412
"R151,8A",16.5195,16.4732,15.7633,16.6274,18.0681,17.4661,17.6829,18.4442
skr-10,15.1968,14.9376,13.3639,14.7845,14.2188,14.3529,14.4425,14.9013
"CELE_W05H12,1",13.1366,13.2112,12.7189,13.2094,14.2493,13.621,14.4113,15.0158
PRL-1,12.6926,13.2196,12.9796,11.9617,14.3664,14.1971,14.4295,15.1739
"CELE_T04A11,1",13.6088,14.266,14.8625,14.2645,14.7147,14.6812,14.6511,14.7177
pgp-9,13.1428,13.3607,10.8537,13.2107,14.3694,14.324,14.4615,15.0349
unc-45,14.7935,15.0482,14.1925,14.0447,13.5355,15.559,15.3502,13.8532
hid-1,15.9315,15.9614,9.58561,12.0036,14.6348,15.7107,14.9865,14.1635
fat-2,13.1128,13.1984,14.1685,12.9718,16.2838,16.5782,17.8824,16.8232
dhrs-4,15.3359,14.627,15.2576,15.4727,15.1051,15.4519,15.4677,16.3595
ras-2,14.3334,14.6238,15.603,15.3227,16.3009,15.659,15.7251,15.7956
lec-2,20.772,20.6858,20.5438,20.7105,19.3699,17.0117,20.6274,18.3046
ragc-1,15.7726,16.1673,16.8777,15.5724,16.8481,17.0166,17.4399,17.2353
"CELE_DY3,8",15.4429,15.5923,15.3519,15.5819,14.478,14.1386,13.7128,14.8377
skr-12,12.989,14.1875,15.2486,15.8819,14.3618,14.2207,13.7476,14.5249
dpy-26,13.1472,13.1683,12.9952,13.2542,13.6071,14.3259,13.4145,14.8752
uso-1,13.3172,13.5266,14.441,14.1466,14.4703,14.3629,14.4029,14.1912
rad-51,20.9089,19.5211,20.9024,21.0579,14.3325,14.0191,14.4375,15.1341
moc-1,13.3759,13.1578,13.6589,13.333,13.9815,14.3566,14.3812,14.6322
lon-8,14.8178,15.3727,14.9125,14.944,16.8746,15.8222,15.9817,17.0805
zig-1,15.6025,15.3221,16.31,16.3451,14.4903,14.0686,14.3976,14.2055
ida-1,13.2608,13.0916,12.516,12.8265,13.279,14.2436,13.6054,14.9918
tln-1,17.3294,17.1775,16.8264,16.8707,17.0089,17.1064,16.9514,17.2238
ugt-16,13.094,13.2919,12.7704,13.2544,14.4673,13.5542,14.4109,14.9418
let-92,17.892,17.6733,18.1306,18.0386,18.2228,18.4417,18.4858,18.659
"CELE_T28D6,6",16.3849,16.5473,16.4225,16.2874,17.0739,16.9352,17.262,17.3491
fat-6,15.5001,15.0056,15.183,16.197,13.9246,13.664,14.4752,14.8937
vha-6,17.5272,17.2381,17.6794,17.6496,17.9876,18.0469,17.9125,18.3224
cpz-1,17.4472,17.4593,17.009,17.2762,17.0076,16.3909,16.9538,18.3032
"CELE_W02A11,1",14.8102,15.3371,14.2272,14.6933,16.3993,15.4858,17.3589,15.9051
gbf-1,15.2439,14.9175,15.1344,15.2782,11.7018,15.91,15.2534,17.7817
syp-1,13.3338,12.8189,12.6983,13.2622,14.3512,14.3526,14.4393,15.0596
cyp-31a2;cyp-31a3,13.3739,12.8554,14.3587,13.9856,14.0791,14.7206,14.7625,15.0288
iffb-1,16.3813,16.7274,16.1677,16.2154,16.7196,16.3417,17.3423,18.1309
egl-30,17.5285,17.4654,17.2318,17.3039,17.3768,17.6238,17.5183,18.3788
"B0416,5",16.0423,16.2391,16.2337,16.4354,15.6231,16.4578,16.2164,15.821
pdxk-1,18.0692,17.5355,17.3619,16.934,14.1229,14.4015,14.1557,14.9136
pcm-1,15.3053,14.6179,14.136,14.455,14.1622,14.0627,14.111,14.7591
"CELE_K07C11,7;K07C11,7",17.8752,17.532,17.2158,17.8243,17.6083,17.1135,17.5434,18.1632
ubq-1;ubq-1;ubq-2,22.258,20.8479,21.8904,21.4548,22.8894,23.2113,22.979,22.7715
asm-3,13.057,13.3166,12.9134,13.2157,14.1292,13.3771,14.4409,14.3268
ifc-2,18.9426,18.7045,19.1497,19.242,16.3807,16.3056,16.5123,17.0681
"zfp-1;F54F2,2/F54F2,3/F54F2,4",7.18589,13.289,12.1071,10.8692,13.841,14.1975,13.8122,15.0153
"gcp-2,1",17.3845,17.3099,16.6011,16.9886,18.3416,18.0753,18.054,19.4525
nxt-1,15.8869,16.3559,15.6441,15.3138,17.5645,17.3666,17.5471,17.6104
vps-51,13.2314,13.2299,12.9217,13.2501,13.5797,14.2529,13.9738,15.0999
wdr-4,15.8565,16.0469,15.6807,15.8261,16.4171,16.3683,16.511,16.8695
"CELE_Y48C3A,14",14.3882,14.0605,13.8198,14.1756,13.7034,14.1487,14.262,15.1674
zoo-1,13.1829,13.3585,12.7795,13.1999,14.0551,14.2859,13.8828,15.1737
"CELE_Y65B4BL,1",14.3829,14.8081,13.1924,14.3497,15.2249,15.7699,16.2281,15.6829
"C06A1,2",15.6039,15.2776,14.6175,15.8832,14.4771,14.3751,13.6653,14.8677
stl-1,16.6767,16.9558,16.7696,16.7267,18.2189,18.0261,17.8208,19.1275
lea-1,20.2859,19.9704,20.1859,20.1686,21.5338,21.5835,21.5192,21.8702
lea-1,18.836,19.1175,17.9043,18.4333,20.1559,19.8218,19.4085,20.7251
"CELE_T10C6,6",13.1486,13.3097,12.8395,13.0869,14.2313,13.4817,14.4618,14.3054
"CELE_Y38E10A,22",15.6771,15.5375,15.1349,15.3909,16.9741,16.002,16.398,16.545
"CELE_Y48G10A,4",12.2724,13.2456,12.3359,13.1518,13.8051,13.8306,14.1078,15.0295
ain-2,15.9679,16.4544,15.93,15.9102,16.875,16.6118,17.1251,17.8722
ain-2,13.0249,13.2334,12.8961,13.0101,14.1438,14.3977,14.3128,14.5156
cyp-34a9,13.9216,15.7938,15.2441,14.6707,16.3652,15.4951,15.8482,17.0488
pqn-31,17.015,17.2284,16.9596,16.9483,18.7547,18.9419,18.8431,19.0657
"CELE_F56C9,10",13.5828,13.4876,13.9514,14.1223,14.3557,14.1155,12.7869,14.8737
"CELE_Y25C1A,7",15.1142,15.2874,14.0911,12.8907,13.7893,13.7631,14.2275,15.6188
unc-82,18.0041,16.0615,16.9216,16.8568,19.064,18.2814,18.2957,19.3324
ttc-7,13.3299,13.269,12.6513,13.0303,12.4395,13.0632,13.1603,14.364
grld-1,16.2143,12.226,14.0556,13.1707,14.0606,13.7584,13.5865,14.4605
ajm-1,16.2718,16.4235,16.0133,16.0345,18.6765,18.549,18.4958,18.6017
"C01B10,6",14.3398,15.3196,14.3969,14.395,13.4454,14.3977,12.7987,14.8831
nra-4,15.764,16.4436,15.883,15.4585,16.4365,15.7373,15.9099,16.0444
"CELE_R11G1,6",16.3541,15.8849,16.3611,16.3865,16.9863,17.4413,17.0333,17.3013
bas-1,14.739,13.7824,14.6839,14.3766,13.7752,14.4175,14.0321,14.9135
"C05D9,9",16.0425,15.7242,15.9633,15.836,14.6669,15.0738,15.5765,15.938
"C07A12,7",17.2488,17.2865,16.8704,17.0766,18.0088,17.9251,18.2047,18.4511
"C06G3,5",18.6342,18.541,18.4559,18.535,19.7497,18.9771,18.4689,20.3641
ttr-59,18.5754,18.4443,17.9096,18.4792,17.5423,17.2392,17.2998,17.5747
mtch-1,17.4599,17.6165,18.5122,18.4996,18.0517,18.0466,18.1414,18.1044
tmd-2,13.345,13.2846,12.6457,13.0214,14.4386,14.2294,13.3768,14.9731
"C39D10,8",13.5945,13.3384,12.4426,13.8738,14.2684,12.7594,14.3394,14.9388
unc-73,16.2733,16.2271,15.9491,16.3025,17.3042,16.2993,17.5368,17.3157
vps-45,15.0455,15.3351,15.0251,14.9581,14.4396,14.3839,14.4818,14.9804
acdh-13,14.5278,17.3886,14.7348,14.2689,14.4468,15.2822,15.1323,16.6763
atg-18,17.3069,16.4864,16.6588,17.0863,19.1218,19.188,19.1928,19.557
smk-1,12.5757,13.687,14.0071,12.4896,15.2249,15.2087,15.9139,15.1754
lntl-1,17.0171,17.0445,16.4673,16.8857,16.8013,16.7392,16.5178,17.5457
ncx-2,17.1502,17.0822,16.2833,16.6324,16.8656,17.4114,17.3732,17.874
"C10G8,8",13.9899,13.0379,14.2821,14.1722,16.6102,15.6357,16.2861,17.3157
pnk-1,14.2169,15.217,16.2098,11.673,15.2215,16.1128,15.406,13.24
"C12D12,1",17.4711,17.231,17.5795,16.7861,18.5021,19.2546,18.4504,19.3873
gyg-1,19.9609,19.5436,18.7837,19.1085,14.4958,14.1909,14.2496,14.304
vig-1,18.2933,18.2245,18.1318,18.4713,19.391,18.9061,18.861,19.8895
srr-4,14.0735,14.4222,13.8206,13.3059,15.9834,15.2775,15.4822,17.4265
hsp-43,19.0324,18.9693,18.9251,18.8837,19.7747,20.1242,20.0187,20.3598
cpna-1,15.1386,15.3233,15.0666,15.0944,17.1145,16.4244,16.3949,17.1374
"npl-4,1",15.3533,15.878,15.612,15.8577,17.0958,17.2766,17.1505,17.4027
"C25H3,9",15.5824,15.3693,15.6927,16.1428,14.747,14.9878,14.7604,16.466
"C18C4,5",15.0881,15.0856,14.7068,15.4808,16.9263,15.7986,16.0965,15.8388
ppw-1,15.6145,15.9363,15.7921,15.8372,14.058,14.9627,15.1526,13.9877
"C23H3,2",16.6052,16.7625,16.7526,16.533,17.7045,17.1488,17.5247,18.9754
"C23H5,8",14.5323,14.8104,14.1397,14.7867,14.4861,14.3111,13.7861,15.1329
frm-4,15.6377,15.4503,15.3092,15.1234,16.1964,15.9948,14.7986,17.3444
"CELE_F55A12,2",13.2133,12.7644,12.8743,13.1865,14.4037,14.0561,13.9063,14.7925
"CELE_T05C3,6",16.4474,16.5894,15.3578,16.3244,15.6083,15.2397,15.4609,15.5786
clec-266,17.9001,17.7904,17.2632,17.7183,16.5321,15.7318,15.2971,17.3725
ampd-1,18.1295,18.0155,17.7875,17.9246,18.462,18.5224,18.9173,19.0479
wip-1,16.8512,16.4635,16.5181,16.6916,18.0381,18.1865,18.0088,18.5087
"C27H5,2",13.278,13.3156,12.711,12.4885,14.2694,13.9757,14.1311,14.9362
hpo-10,13.3267,12.927,12.9891,13.0416,14.4874,14.1804,14.3554,15.1297
tat-4,17.384,16.7611,18.0727,17.571,17.9018,18.1332,17.8526,18.2999
"C30F12,5",16.8037,16.1356,15.3917,16.2793,15.5122,16.6433,15.8324,17.4432
mrpl-14,14.4893,14.5528,14.0064,14.6685,14.4622,13.9086,14.1428,14.9997
skpo-3,16.1091,16.3774,16.0795,16.3351,14.1325,14.0686,14.3337,14.4807
clec-88,17.235,17.4004,17.0124,16.8798,13.7086,15.2037,15.8284,14.5844
"CELE_ZC477,3",14.7107,14.6588,13.6233,13.6027,14.4081,14.2625,13.7882,14.6216
noah-1,15.6959,15.6624,14.5746,14.2463,17.9527,17.5921,18.1337,20.5231
col-107,13.3455,13.2022,12.6058,12.7237,13.0209,14.4109,13.992,14.6255
"CELE_R02F11,3",13.0494,13.1225,12.7681,12.6056,13.5881,14.2975,14.4078,14.931
"CELE_Y48G9A,9",15.5836,14.6555,15.8696,15.9652,16.2656,16.9693,16.6305,15.8037
"C41G11,1",18.9732,19.1817,18.4993,18.3681,15.7183,15.1265,16.1068,15.4979
"CELE_F38A5,2",16.8835,16.3778,16.1214,16.5436,17.4454,17.2661,17.5337,17.8268
"CELE_R148,3",15.3588,15.2297,15.1589,15.0681,16.8367,16.8234,16.393,17.1164
"CELE_R148,5",15.8643,15.2462,15.3976,15.598,15.4456,15.698,15.3689,15.5233
"CELE_M01B12,4",15.0277,15.4704,15.5185,15.4968,16.1991,16.1704,16.2772,16.71
"CELE_ZK154,6",13.2913,13.2572,12.8003,13.2725,14.1188,14.374,14.1847,14.9423
"CELE_F58F9,3",13.0891,13.1138,12.663,13.1009,14.0279,14.1746,13.916,14.7617
"CELE_F53C3,13",16.5496,16.3104,16.3086,16.4403,18.1478,18.4257,18.2015,19.2446
csr-1,15.9021,15.8513,16.1368,15.8928,16.1673,16.3572,16.5373,16.5589
"CELE_F48D6,4",15.0413,14.5443,14.43,15.5083,13.8692,13.9632,14.1568,14.7073
"C53B7,3",17.1199,17.1533,16.3769,16.2547,14.3341,13.574,14.4919,14.5272
pmt-1,15.2495,15.8183,15.2454,15.3871,17.1581,17.2297,16.9236,16.1254
test-1,13.341,13.1546,12.1996,13.2576,14.4712,14.3856,14.4744,14.9832
"CELE_T23F2,2",13.2173,13.1569,12.7423,12.9553,14.1888,14.3756,14.4651,14.9824
acdh-1,14.21,15.0011,14.6705,14.0263,13.3688,14.2624,13.7264,14.2101
"CELE_F09F7,5",14.8301,13.72,14.6712,15.2158,14.3055,14.3836,14.4896,14.7937
glrx-3,17.2037,17.205,16.2387,16.7967,17.7836,17.8238,17.8628,17.9557
praf-3,16.1749,14.8668,15.7561,15.1122,12.5395,14.4515,14.4842,14.6513
dpf-3,16.4504,16.2685,15.9668,15.9679,16.3812,16.7242,15.8935,17.8515
"CELE_Y54F10AL,1",13.7677,15.0988,13.4315,16.9716,16.9166,16.8272,17.8259,16.8751
"CELE_W04B5,3",15.8506,15.9017,15.7839,15.9757,15.6838,14.8802,15.3931,16.132
yars-2,13.1699,13.0722,12.446,13.3456,14.3738,13.8815,14.2738,15.0479
"CELE_ZK1055,6",15.0471,15.1995,14.745,15.2409,14.4726,14.251,14.321,14.6379
"CELE_F08F1,4",18.1136,17.3421,18.3306,18.6999,15.7113,16.193,14.6531,16.2491
wrk-1,18.0934,18.3395,17.4573,17.6725,16.8272,16.9817,16.8178,17.4415
"CELE_K06A9,1",16.3198,16.3378,15.9723,16.313,17.4272,16.5217,16.9931,18.432
"CELE_ZK470,2",13.2755,15.6591,14.4588,13.2518,15.976,16.8229,16.8855,16.9103
ugt-39,15.1544,11.9218,12.8793,12.2644,14.3904,14.5272,13.9145,15.0361
"CELE_F11D5,1",14.3011,13.9431,14.531,13.9075,14.7287,14.3473,13.6526,16.3826
"CELE_F13B9,1",15.3062,15.8428,15.4697,15.2279,15.3629,15.9625,16.1631,15.5345
unc-96,15.365,15.935,15.3721,14.7989,18.4024,17.5224,16.9523,19.0288
"CELE_T23E7,2",19.4116,19.4802,19.2264,19.3892,21.3686,21.3644,21.142,21.7217
larp-5,13.2854,13.1301,12.9618,13.2377,14.3589,14.1211,14.2969,14.806
svh-2,20.2045,19.8781,20.2423,19.9315,20.9332,20.9682,21.6273,21.227
"CELE_F23H11,4",13.1932,12.9775,12.7093,12.8473,14.375,14.2587,13.9326,14.2434
"CELE_T21H3,1",18.219,18.5618,18.7515,18.223,19.1611,19.0979,18.3895,18.7486
mlp-1,18.3572,18.6702,18.3422,18.4552,17.6529,17.5344,17.424,18.8625
"CELE_Y38C1AA,1",14.5556,14.4816,13.4117,13.2993,14.4775,14.1422,14.2782,14.7591
flap-1,15.507,14.808,15.1255,14.4435,15.3794,14.5005,12.0746,14.7278
"CELE_T13C2,6",16.2428,16.0392,15.5876,15.9137,17.687,17.6901,16.3963,18.149
"CELE_F47B7,2",13.1218,13.0409,12.4625,13.3365,13.8141,14.4141,14.4515,14.6242
marg-1,15.553,16.0584,16.0018,16.0672,14.3166,13.6512,14.1162,15.0215
hlh-30,16.5993,16.6127,16.5922,17.219,18.4164,16.8954,17.7789,19.5565
lmd-3,16.3694,16.0705,15.9269,16.142,16.7781,16.6866,16.4985,17.098
cas-1,13.3395,13.2367,12.7194,13.159,14.4001,14.2394,14.3944,14.7296
tag-153,13.1821,11.6398,12.7657,13.0369,14.4869,14.0804,13.9837,14.3875
pmp-5,14.5687,14.2258,14.6129,14.079,15.2618,16.6429,15.5372,20.0672
pqn-52,18.0247,17.8828,17.3446,17.568,18.2473,18.6645,18.6684,18.8992
"CELE_F46H5,7",17.2894,17.6733,17.3169,17.306,16.7515,16.9452,16.3767,17.7302
mex-3,13.1969,12.9994,12.8803,13.0481,14.2373,14.1565,14.1584,14.9379
"CELE_H14E04,2",15.7618,15.7367,15.4325,15.8494,16.555,16.8658,16.7952,17.5077
"CELE_H05C05,1",13.4234,14.2604,14.8464,13.892,16.3117,17.5206,21.1495,18.0976
"CELE_R12C12,9",14.7572,14.5074,14.1453,15.0672,15.7905,16.0505,15.6837,17.3597
emc-1,16.2606,15.8408,15.4652,15.3919,16.0828,16.3968,16.37,16.5164
"CELE_T02B11,3",14.9653,14.3063,14.6547,14.181,13.735,13.8267,13.9569,14.6015
ugt-29,16.4648,16.9784,16.2026,16.5537,17.5874,17.1232,17.2465,17.4557
"CELE_H28G03,2",13.256,12.4952,12.9001,13.3466,14.1846,14.0526,14.1344,15.0235
lron-7,14.9485,14.5639,14.8771,15.1785,13.8721,16.1223,13.5285,16.6784
"CELE_Y47G6A,19",12.885,13.1685,12.97,13.3047,14.3197,14.3686,14.1779,14.5105
"CELE_K04C2,3",13.2875,13.1936,12.9053,12.8649,14.1839,13.957,14.1747,14.1132
mct-4,15.5942,15.6332,14.9887,15.115,16.7544,16.3371,16.3452,17.3136
gei-4,11.7013,12.902,12.9167,12.29,14.4707,14.1863,12.0727,15.1555
"CELE_M01H9,3",17.0467,16.8608,16.328,16.5326,16.9396,16.7763,16.3993,17.3068
chat-1,15.908,16.1532,14.9886,15.1491,16.3101,15.8784,15.5806,16.4554
wapl-1,16.746,15.9636,14.2986,16.4161,17.4789,16.8578,16.5169,18.7309
lfi-1,15.8748,15.2031,15.1769,15.2718,13.916,14.3781,14.3424,14.4935
lfi-1,20.0656,19.8897,19.9044,20.0378,20.1293,20.236,20.3312,21.0878
hum-8,13.5957,13.6312,13.1849,13.5728,13.9472,13.4695,13.5587,15.0392
"CELE_T06F4,1",13.2885,13.309,12.8867,13.2612,14.5091,14.2215,14.4161,14.8351
"CELE_Y45G5AL,1",17.3054,17.0382,16.2838,16.6896,17.7406,17.0286,16.9699,18.5128
seu-1,12.9369,13.257,12.6789,13.2711,14.2875,13.4578,13.6396,15.0061
"CELE_Y37E3,17",18.3602,18.2539,17.9399,18.0988,18.8404,18.7721,18.5978,18.6828
"CELE_ZK6,11",16.3214,14.9476,16.0736,16.3096,17.5259,17.9607,17.8559,19.3304
ral-1,16.7284,16.806,16.1822,16.2365,17.3814,15.9893,17.3612,19.0736
"CELE_Y71H2AM,20",12.4228,13.0886,12.79,12.569,14.2384,13.3099,14.1546,14.9898
"CELE_Y71H2AM,15",13.0941,13.334,12.4709,13.3251,15.3712,15.1815,15.3673,14.9225
