geneName;Leading.proteins,log2 eat2_d10_01,log2 eat2_d10_02,log2 eat2_d10_03,log2 eat2_d10_04,log2 eat2_d1_01,log2 eat2_d1_02,log2 eat2_d1_03,log2 eat2_d1_04
lea-1;H2FLK8;H2FLK9,22.8809,23.3145,23.674,22.8718,20.159,21.0427,21.1459,20.8742
lea-1;H2FLK8;H2FLK9,22.7882,23.6059,24.3497,22.3413,20.3696,21.2359,21.3541,19.4452
lea-1;H2FLK8;H2FLK9,21.9654,21.4733,20.9743,20.6661,19.9475,21.1962,20.9482,21.2767
lea-1;H2FLK8;H2FLK9,24.6299,21.992,23.3929,22.0454,20.9608,21.244,19.7635,21.2329
lea-1;H2FLK8;H2FLK9,22.0218,23.079,22.608,23.5357,19.2674,21.5266,20.6704,19.5227
lea-1;H2FLK8;H2FLK9,20.9775,20.451,20.8248,19.7632,19.4413,20.8858,19.6889,20.7802
lea-1;H2FLK8;H2FLK9,20.92,21.2896,20.5988,19.472,22.9713,22.7412,23.614,22.0124
lea-1;H2FLK8;H2FLK9,21.9159,19.2936,20.7931,20.3601,20.8157,20.4528,20.7035,20.9188
lea-1;H2FLK8;H2FLK9,20.8388,20.8965,21.0729,19.8868,20.3239,21.4216,21.2977,21.3633
lea-1;H2FLK8;H2FLK9,23.6485,21.7813,23.655,25.758,20.2292,20.9765,21.2533,21.1321
lea-1;H2FLK8;H2FLK9,21.3083,21.4248,20.5634,20.3779,20.7318,21.6395,21.5837,19.6595
lea-1;H2FLK8,21.8632,21.3922,21.8906,20.3661,23.9959,24.6225,23.8341,23.5405
lea-1;H2FLK8;H2FLK9,20.4612,19.9579,20.7082,20.8156,20.5269,20.5354,21.2653,21.1977
lea-1;H2FLK8;H2FLK9,19.2986,20.7935,21.3556,21.3621,19.8945,19.5174,21.0352,21.1969
lea-1;H2FLK8;H2FLK9,22.5737,21.4098,21.8487,23.1399,19.9567,21.7727,21.4354,21.2888
lea-1;H2FLK8;H2FLK9,20.1974,21.1306,21.1484,21.0998,20.5201,20.9749,21.7708,20.5671
lea-1;H2FLK8;H2FLK9,23.0638,21.2241,23.3365,21.9573,21.4667,23.3692,23.5734,24.3
lea-1;H2FLK8;H2FLK9,20.5878,20.0686,20.6818,21.412,20.799,20.4272,18.9694,21.4289
lea-1;H2FLK8;H2FLK9,20.5676,21.5318,20.8815,20.4774,20.124,21.7817,19.3264,21.4094
lea-1;H2FLK8;H2FLK9,19.3948,19.4304,20.3352,20.8008,20.7802,20.1081,21.1653,20.7578
lea-1;H2FLK8;H2FLK9,21.4238,19.4389,20.3755,20.0469,18.9865,20.2428,21.6616,19.9638
lea-1;H2FLK8;H2FLK9,21.8543,21.2622,21.8352,18.6246,20.5016,21.1753,21.4224,20.7797
lea-1;H2FLK8;H2FLK9,21.6663,21.7353,22.291,22.4756,19.3812,21.8917,21.369,21.0417
lea-1;H2FLK8;H2FLK9,21.8256,19.6294,21.2534,21.2931,20.7652,20.4709,21.6224,21.1154
lea-1;H2FLK8;H2FLK9,21.512,20.3179,21.373,21.18,20.6561,20.0793,21.082,20.6208
lea-1;H2FLK8;H2FLK9,21.3114,19.3428,20.2797,21.1511,19.9062,21.1812,21.637,20.8117
lea-1;H2FLK8;H2FLK9,20.7987,20.4086,21.2245,19.5763,19.2125,21.4252,21.8191,20.5211
lea-1;H2FLK8;H2FLK9,21.9938,19.8021,20.8332,21.2211,20.1644,21.3448,21.6669,21.1544
lea-1;H2FLK8;H2FLK9,24.7851,24.687,23.5066,25.6779,20.0846,21.2369,20.9414,20.7158
lea-1;H2FLK8;H2FLK9,21.6061,20.2554,20.9703,20.7241,20.0281,20.986,19.8303,20.5812
lea-1;H2FLK8;H2FLK9,23.628,23.35,25.1112,24.342,21.7222,23.0973,25.1624,23.5653
lea-1;H2FLK8;H2FLK9,20.9332,21.673,22.4147,25.1651,19.7046,20.7172,21.733,19.9637
lea-1;H2FLK8;H2FLK9,19.4904,20.4305,20.3681,21.4899,19.5875,21.4138,20.4568,20.7025
lea-1;H2FLK8;H2FLK9,20.8652,19.5069,21.2105,20.4079,19.7515,21.3442,20.5409,21.3934
lea-1;H2FLK8;H2FLK9,25.179,23.6052,23.5066,27.6026,20.3725,20.3725,21.8576,20.5868
lea-1;H2FLK8,20.9509,21.1766,20.75,20.0063,20.9529,20.2077,21.3757,21.0943
lea-1;H2FLK8;H2FLK9,20.6043,19.8154,21.3747,21.1945,22.7349,22.6033,21.2779,23.131
lea-1;H2FLK8;H2FLK9,22.22,21.4587,23.889,22.5524,19.2142,21.6005,20.3013,21.3928
lea-1;H2FLK8;H2FLK9,22.8373,21.5364,23.4917,26.3247,21.0549,20.9795,20.9373,20.1435
lea-1;H2FLK8;H2FLK9,21.5933,19.2095,21.1785,21.3382,19.5091,21.3228,21.1975,19.9627
lea-1;H2FLK8;H2FLK9,22.7269,21.488,21.1196,19.1438,20.8315,21.6823,20.8673,19.8134
lea-1;H2FLK8;H2FLK9,21.3861,21.0013,21.4231,19.2068,20.5329,21.008,21.3469,20.1484
lea-1;H2FLK9,21.9197,21.4265,21.526,21.2976,20.7773,20.533,21.284,20.2931
lea-1;H2FLK9,20.8738,19.8664,20.5415,21.0875,20.9423,20.7788,21.0248,21.3453
lea-1;H2FLK9,24.3286,22.7815,23.8546,23.8667,22.9701,24.142,24.0074,23.0352
;H2KYH5,21.4789,20.7206,21.6877,20.2464,26.6254,29.1339,28.9403,27.9011
;H2KYH5,21.72,20.9819,21.8724,20.3456,20.1293,21.9229,21.6312,18.701
;H2KYH5,21.7423,20.0987,19.897,21.2983,20.4171,22.8584,22.9996,21.6189
;H2KYH5,29.219,28.7554,27.987,25.8933,23.4579,28.3424,26.0849,26.9324
;H2KYH5,26.7674,26.3618,26.2679,25.6633,26.4848,25.8543,25.6681,25.8542
;H2KYH5,20.1673,20.7722,21.0932,20.663,24.5903,25.8577,25.9737,25.1086
;H2KYH5,21.89,20.4524,20.4363,21.1862,24.0636,23.2799,23.2426,23.2828
;H2KYH5,20.0742,21.5399,20.2577,20.467,23.7246,26.524,25.1498,23.9165
;H2KYH5,23.8714,22.9046,22.9402,25.4217,23.1728,24.6554,24.2536,24.0003
;H2KYH5,23.5266,22.868,23.1243,23.7625,20.3427,20.9033,21.5692,21.3467
;H2KYH5,28.3069,28.1173,28.2073,23.3091,25.0477,26.1289,27.4663,25.5246
;H2KYH5,21.6229,20.9615,21.8675,19.8721,23.3764,23.7219,23.1714,23.2994
;H2KYH5,23.65,23.5842,24.6719,27.2674,23.4695,24.5017,25.0897,28.8026
;H2KYH5,20.7124,21.2008,20.4875,21.3802,21.6533,24.352,24.5294,24.1631
;H2KYH5,25.5279,26.4178,27.3381,23.4411,24.2323,27.4694,26.9594,26.8294
;H2KYH5,25.1091,24.6257,24.223,24.852,21.4133,24.7113,23.859,24.0484
;H2KYH5,26.4287,25.2146,25.5278,22.0979,20.0189,21.2735,21.3426,20.3114
;Q86NI2,20.7231,21.2065,21.7411,20.6278,21.794,23.5219,23.4036,21.2447
;Q86NI2,20.878,21.3847,20.3772,20.8185,20.5795,19.926,20.7156,20.8547
mtch-1;H2KYJ5,24.0429,23.737,24.3054,22.937,22.6765,25.2639,23.9431,23.2724
pkg-2;Q8MQE2,21.9542,19.6187,20.5797,20.913,21.0572,20.577,21.719,21.3115
smk-1;H2KYN7,21.6883,19.3567,20.9873,21.0825,20.7539,20.9005,20.6425,20.9021
smk-1;H2KYN7,21.7482,20.0696,20.5113,21.3111,20.5795,19.6837,21.4364,21.3302
ncx-2;H2KYP4,21.8816,21.153,20.8446,21.3906,19.4357,21.3668,21.2868,21.0017
ncx-2;H2KYP4,24.1414,23.2495,24.1391,18.0565,23.3931,23.6488,22.0676,24.0917
ncx-2;H2KYP4,23.9555,21.6514,22.9315,26.1822,22.4301,22.9792,24.1927,23.1577
vig-1;H2KYR1,20.2591,21.0773,20.725,21.1091,20.9324,20.5331,21.6514,20.5288
vig-1;H2KYR1,24.275,24.8626,22.8921,20.4208,23.3987,23.4602,23.48,24.0091
vig-1;H2KYR1,21.3912,21.2157,21.5121,20.4488,20.4612,21.036,21.3426,21.1015
vig-1;H2KYR1,21.8358,21.547,20.3458,21.3149,20.2368,21.1558,21.2983,20.3398
vig-1;H2KYR1,21.3668,20.7093,21.7877,19.9437,20.0917,22.0009,21.4199,22.617
vig-1;H2KYR1,21.7251,18.5826,21.3445,20.4485,19.4397,21.5101,21.0259,20.774
vig-1;H2KYR1,20.0716,20.2547,21.1856,21.062,20.9897,21.4078,21.4654,20.6208
vig-1;H2KYR1,20.8854,21.5196,20.8403,20.8406,21.5502,23.4839,22.8945,24.3154
vig-1;H2KYR1,23.2243,22.2916,23.8503,24.6759,18.7631,19.672,20.9516,19.987
vig-1;H2KYR1,20.4414,20.6537,21.2119,19.7688,20.1876,21.5574,21.4751,20.9169
vig-1;H2KYR1,21.6093,20.9716,21.2489,20.3856,19.6596,21.8389,20.0947,20.4464
vig-1;H2KYR1,20.5417,20.4927,21.2975,21.3947,20.3331,21.1532,21.7208,21.2297
srr-4;O44618,28.9647,27.7206,29.9676,21.8764,26.247,27.137,28.8826,27.3773
daf-9;H2KYS3,23.5879,23.2537,23.2266,22.1125,23.8767,23.3913,22.9884,22.7518
;Q8MNV5,20.5023,20.8978,19.9369,20.5215,20.41,21.6273,21.4172,19.4865
ppw-1;Q86NJ8,20.9638,20.7652,21.4997,19.9665,23.7876,22.9404,23.527,22.8156
nab-1;Q5R3Y6,21.5819,20.9889,19.8912,19.3568,20.2526,20.5323,20.7002,20.1103
clec-266;H2KZ06,20.9587,20.7427,21.7402,21.4398,20.9494,19.9905,20.9134,19.7452
tat-4;H2KZ37,21.9967,22.284,22.3772,25.0222,18.6526,21.8511,20.6774,19.7287
;H2KZ48,23.011,22.6979,23.0952,25.9137,24.7835,22.7167,23.011,24.1136
;H2KZ48,20.1468,21.3551,21.8878,21.4589,20.2953,20.7594,21.6281,20.7429
;H2KZ89,21.6352,21.1927,20.7624,19.921,20.7137,20.0237,20.9791,21.3021
;Q95Q55,26.4295,25.591,25.7168,22.7043,24.9527,24.6163,24.7191,24.8806
;Q95Q55,21.3453,20.0443,20.5215,20.1103,20.4027,21.563,21.6125,21.039
;H2KZA9,24.0567,22.9327,22.4921,24.0453,23.4492,23.0774,22.9279,22.6581
;H2KZA9,20.7609,24.0253,24.8778,22.7694,22.0292,24.3444,24.1031,23.2006
;H2KZC4,23.0607,23.0948,23.99,25.2722,24.4156,23.0701,24.0558,22.9857
;H2KZD2,22.0023,21.2431,21.2786,20.8954,20.8387,21.9973,22.8431,20.8766
pmt-1;Q86NB3,21.0878,19.7554,20.7929,21.4577,23.1638,24.6703,24.7015,24.4128
aka-1;Q18930,21.8235,20.3799,20.1957,19.4862,19.7621,21.7001,21.6811,19.9721
praf-3;Q4TTA9,23.6198,22.1717,22.1865,21.8796,23.1242,22.6473,21.5962,22.1769
dpf-3;Q965K3,20.1211,21.1418,19.5658,19.5985,20.7312,23.4365,23.7803,23.7757
;Q688A5,21.3161,20.2361,19.107,20.2612,23.6974,26.0774,27.9374,24.9521
;Q9BL66,21.4949,21.108,18.8673,19.95,21.0245,20.6076,19.9572,21.2922
;H2KZN1,21.2053,21.0043,18.9268,20.4219,20.7922,20.0485,20.7743,20.5825
slc-17.6;X5M917,21.777,20.2712,20.4848,19.8135,20.9262,20.0029,20.235,21.0068
ifc-2;H2KZR4,21.312,19.8918,20.9478,21.0419,20.7264,21.4035,20.0734,18.9569
ifc-2;H2KZR4,23.1616,22.2564,23.699,22.5014,20.6406,20.4701,21.6003,19.7289
ifc-2;H2KZR4,21.9909,21.0998,21.6868,20.9712,20.8773,21.875,21.5788,20.8199
;H2KZT9,27.9,27.2497,28.8947,26.7605,24.8567,26.5422,26.0847,25.8546
cas-1;H2L023,25.5973,25.0653,25.6626,28.2438,23.1914,23.4055,23.002,22.6731
cas-1;H2L023,24.3368,23.5643,24.8729,26.2913,19.5767,21.6396,21.6513,20.6625
cas-1;H2L023,25.5261,25.0666,24.9653,26.078,19.8468,20.2769,21.7668,20.2376
cas-1;H2L023,19.3935,21.179,21.6123,21.273,20.3611,20.8788,21.7122,20.2236
wht-7;H2L028,23.5682,23.896,22.6809,24.4525,20.4789,21.6868,20.7691,20.6821
pmp-5;H2L034,21.5283,19.4226,21.8176,19.0711,19.2097,20.2984,20.845,20.7082
pmp-5;H2L034,21.7666,21.8526,21.6837,20.1734,25.6826,23.6107,25.1211,23.5141
pmp-5;H2L034,25.5788,24.6985,25.4165,22.7316,24.3872,24.9456,25.8803,24.8273
;H2L048,21.4781,21.4719,21.7702,20.0808,19.992,21.2485,20.7787,20.6536
;H2L048,26.4656,25.2801,26.1779,25.1381,23.0842,24.9164,24.8497,22.6516
;H2L048,27.2468,25.6035,26.9391,22.6058,24.1641,23.7792,24.957,24.2873
;H2L048,26.1657,24.3532,24.2235,21.8037,26.0417,25.2919,23.8222,24.004
;Q8MXS5,26.2189,25.796,27.3314,27.1084,20.3765,20.3962,21.0285,19.9475
;H2L0B6,24.5146,24.9784,26.7132,26.003,22.8254,25.8048,24.2622,25.8168
abts-4;H2L0C4,24.7396,26.8068,26.0306,23.8831,20.3818,22.8931,23.193,24.632
;H2L0D1,21.7391,21.1509,22.9613,20.9355,19.7675,21.3634,21.2759,21.0502
;H2L0D3,21.8533,20.0698,20.8945,20.1793,20.1963,21.9216,20.2898,21.0522
mis-12;H2L0D9,28.3893,27.1379,27.9477,25.0264,23.5994,23.7843,23.0513,24.5255
mis-12;H2L0D9,28.3893,27.1379,27.9477,27.4428,21.9124,23.7843,23.0513,22.5764
mct-4;H2L0E5,22.7823,22.6474,22.0927,23.7026,20.8784,20.5797,21.3498,20.1445
mct-4;H2L0E5;H2L0E6,22.5116,22.731,23.3167,24.0061,22.7359,24.8005,23.3918,23.6369
mct-4;H2L0E5;H2L0E6,20.5554,21.5535,21.8674,21.0134,20.2336,21.9185,19.9893,21.0112
;Q9N5G9,23.9667,24.5464,25.1833,26.4856,24.114,24.5014,25.6306,24.7334
ptc-3;H2L0G5,24.9579,23.8529,23.8911,25.7381,23.8465,24.2261,23.6051,23.9869
chat-1;H2L0H3,21.3045,20.0968,21.1004,20.5629,23.57,24.1983,23.7977,23.2488
lfi-1;H2L0I2;H2L0I3,20.6567,19.9004,21.2177,21.2546,19.3626,21.3554,21.538,21.0834
lfi-1;H2L0I2;H2L0I3,20.9953,19.5419,21.5924,20.0329,23.384,23.9987,24.9932,23.8005
lfi-1;H2L0I2;H2L0I3,21.4343,21.3228,19.8921,20.6537,23.3963,23.5986,22.5059,22.8924
lfi-1;H2L0I2;H2L0I3,21.5702,21.1319,20.2071,21.1503,20.9287,21.8693,21.855,21.0838
lfi-1;H2L0I2;H2L0I3,24.8684,22.968,23.7271,22.7337,21.637,23.0026,22.7406,24.0452
lfi-1;H2L0I2;H2L0I3,20.9728,21.19,21.32,19.803,20.2887,21.5472,21.6251,20.2962
lfi-1;H2L0I2;H2L0I3,21.7301,21.1902,21.8244,19.5523,20.9448,21.1751,18.7902,21.425
;Q22095,20.918,21.0655,20.7686,19.8298,21.0048,21.45,21.6938,21.3926
dhs-30;H2L0K8;Q65ZI3,20.5653,21.2437,20.5968,21.4147,22.3384,25.8194,24.7962,25.2468
pod-2;Q9GZI3,22.5448,21.9607,21.3499,22.3619,25.0412,25.8465,24.3681,23.8175
;H2L0R6,21.7106,21.3718,22.3384,22.8276,22.0882,23.7775,23.0898,21.9665
;H2L0R6,24.2927,23.903,23.9759,22.621,20.5679,22.5273,23.7873,21.7264
;H2L0R6,21.832,21.5034,21.2941,20.5154,24.4806,23.2422,22.3582,23.4104
;U4PC11,22.7856,23.7785,23.4543,24.7504,20.6731,21.6759,21.538,21.3181
tba-1;tba-2;O18688;P34690,21.0382,19.6505,20.4942,19.4156,21.4067,22.7182,24.106,21.8145
tba-1;tba-2;O18688;P34690,25.6699,24.086,25.4094,26.2282,20.0791,21.9227,21.3173,20.7828
;H8W3X0,20.6292,21.1883,18.2159,19.1327,21.0923,19.8061,21.6101,21.0156
F08B12.4;H9G2R5;Q19191,19.3553,20.1987,21.017,20.8584,19.3973,20.5823,21.4311,21.2988
F08B12.4;H9G2R5;Q19191,21.6572,20.6241,21.5207,20.0034,20.6737,21.6349,21.4838,20.9857
idh-1;Q21032,24.3283,24.36,23.777,25.0704,22.8158,25.0479,24.7306,25.0775
idh-1;Q21032,21.3446,21.4833,20.033,20.0219,27.1673,28.3451,27.4722,26.9331
pah-1;I2HA98,21.5936,21.0229,21.758,20.6323,19.8995,21.3518,19.9007,20.4654
pah-1;I2HA98,24.8248,23.1821,24.4342,23.1389,24.0792,23.0795,23.072,23.0748
pah-1;I2HA98,21.5556,20.6705,21.2313,19.4855,22.3596,23.6993,22.776,22.561
brp-1;I2HAF4,28.878,26.6034,28.9773,26.4915,24.3792,26.1957,27.6707,26.9575
brp-1;I2HAF4,30.3623,28.6197,29.7254,23.0283,24.3792,27.7523,27.3571,25.7164
brp-1;I2HAF4,29.6966,27.6825,29.4499,23.5137,23.6279,26.086,26.1162,25.5906
rpl-30;I2HAJ2;Q9XWS4,23.746,22.935,22.58,22.9201,24.6859,23.1444,24.0663,21.4611
rpl-30;I2HAJ2,21.1778,18.6167,19.8871,21.0769,23.8163,24.001,24.2914,23.316
his-40;his-2;his-74;K7ZUH9;Q27532,24.2519,23.1253,24.6867,26.9297,20.2914,21.7694,20.365,21.4274
his-40;his-2;K7ZUH9,21.5497,21.526,20.4823,20.1306,20.4444,21.0896,20.1402,21.2745
zbp-1;Q6A582,21.5652,20.1706,20.1489,19.6643,19.4055,21.3601,20.8273,20.9431
cdh-12;K8F801,21.7339,20.812,21.1264,21.2999,19.8629,21.7948,20.7729,20.0631
lev-11;K8FDX2,23.1448,22.6879,22.2772,22.0362,21.0669,23.8302,23.3265,24.4414
;K8FDZ1,21.4272,20.9109,18.9774,21.2319,20.5856,20.915,21.8843,19.9897
;K8FDZ1,20.4415,20.783,20.6819,18.8168,19.9873,20.6694,21.2909,21.3338
;L8E833;Q23179,20.0407,21.4057,21.5964,20.6448,20.5947,20.5409,20.8593,20.7012
;L8E833;Q23179,28.7452,28.0867,30.2713,25.4999,27.7529,28.7552,29.6103,27.4908
;L8E833;Q23179,19.6966,21.2924,19.9617,21.2224,20.2419,21.6968,21.3818,20.453
;L8E833;Q23179,21.8731,21.2612,20.6452,21.5381,20.3969,21.533,21.6475,21.0349
;L8E833;Q23179,21.597,21.1049,21.5748,21.4683,18.9094,20.569,22.5222,19.3997
;L8E833;Q23179,25.8152,26.6552,26.2874,23.0861,20.6807,21.1631,21.7838,20.8636
;L8E833;Q23179,25.8461,24.8004,24.2927,22.7334,20.3742,20.0289,21.6348,19.4459
;L8E833;Q23179,23.2035,21.7245,22.3961,20.5728,20.9543,20.102,20.8099,20.7564
ZK688.5;L8EC34,22.7456,22.3969,23.9192,22.1658,23.0518,22.2709,21.636,22.2345
ifb-2;M1Z854,26.98,25.8109,25.9481,23.4901,23.8331,25.5165,26.3339,23.8051
ifb-2;M1Z854,25.0254,23.4399,24.6443,22.4778,26.0021,27.2265,25.1434,26.1452
ifb-2;M1Z854,19.8136,21.164,21.0198,20.2752,20.3586,21.6822,21.6987,21.4203
;N1NSD4,21.4935,19.8135,20.5065,20.969,20.8821,20.852,21.2042,20.1598
;O01477,20.1397,21.0051,21.4054,19.4153,20.0853,21.2009,19.9191,19.5266
soap-1;O01485,24.2269,23.949,24.4537,25.7355,22.4665,25.2718,25.3415,24.2965
stam-1;O01498,29.1797,28.4492,28.6697,22.9273,27.5703,29.0807,28.809,28.3604
stam-1;O01498,20.5552,20.8113,21.298,21.198,20.0788,20.9735,21.0147,21.2328
stam-1;O01498,20.9769,20.8711,20.5461,20.7386,20.8103,21.7415,21.0008,18.5256
rpa-2;O01504,22.6025,22.4752,21.8046,25.8196,22.3117,23.9356,23.1993,22.9862
rpa-2;O01504,21.1397,20.8935,20.2322,21.464,23.1001,24.1566,24.0447,22.3687
rpa-2;O01504,21.6462,21.3076,21.1961,20.2549,20.1762,19.527,20.6863,20.7148
rpa-2;O01504,19.5457,20.7176,21.0725,20.442,21.7288,22.3488,23.7327,22.7293
aars-2;O01541,20.7131,19.3639,21.2704,19.2733,19.1462,21.2125,21.3788,20.3329
cpn-3;O01542,20.7968,20.1192,20.5389,20.6762,21.0733,21.5576,20.9913,20.6314
npp-11;O01576,19.6412,19.6369,20.7971,21.5314,20.9633,23.6041,23.1044,23.9566
npp-11;O01576,21.3055,20.8005,21.0793,20.349,20.9153,21.5555,20.539,20.9204
unc-108;O01577,22.722,23.4348,23.9981,22.9027,21.6202,24.5455,23.9554,23.2143
;O01591,21.924,22.6902,21.9481,22.5841,23.4954,21.6635,21.1926,21.8029
T19H12.2;O01615,20.4829,19.5512,21.7696,21.0655,20.787,21.681,20.8638,20.6128
T19H12.2;O01615,21.584,21.2715,21.6391,21.4085,20.6769,21.2226,19.9206,21.2233
T19H12.2;O01615,19.0117,21.0166,20.5096,21.3638,20.5893,21.0484,21.029,21.2215
inx-12;O01634,24.0171,24.264,24.2656,24.8555,20.8555,21.8006,22.6765,21.8913
inx-12;O01634,26.7917,25.6998,25.3223,26.3821,24.4065,24.6866,24.3517,24.0986
inx-12;O01634,20.2166,20.6625,21.392,19.9056,21.3914,23.0195,22.4691,22.5246
;O01681,21.39,21.5461,20.3894,21.2149,25.9869,26.0446,27.4155,26.0447
rps-17;O01692,21.5267,20.6587,20.7434,20.7126,22.4123,25.6801,23.7763,24.4984
rps-17;O01692,21.7574,20.7636,21.6681,21.0703,20.0695,21.3828,21.8284,20.3983
rps-17;O01692,21.078,20.9265,21.0849,20.0478,19.955,23.9121,24.8141,22.2205
rps-17;O01692,20.6949,21.3368,21.0961,20.0842,20.4913,21.4265,21.1544,21.1393
rps-17;O01692,25.5879,24.7486,25.555,24.0513,26.4436,28.504,29.4869,26.5031
unc-89;O01761,21.9404,20.7888,19.8485,20.8908,22.6999,24.2102,24.7147,23.6159
rpl-7;O01802,20.6279,18.7339,20.5416,20.7856,25.2553,25.5641,25.5998,26.0364
rpl-7;O01802,22.9812,22.3089,23.2585,25.2432,25.019,24.1438,22.5579,23.7331
rpl-7;O01802,20.9044,20.1346,20.3301,18.4839,22.6241,23.0848,23.0915,22.2391
rpl-7;O01802,21.5549,19.1492,21.5168,21.4412,20.624,21.042,21.6979,21.0571
rpl-7;O01802,21.423,19.9587,21.3202,20.5645,22.1557,23.6126,24.2457,24.7269
rpl-7;O01802,21.4896,20.2537,21.4241,21.4002,20.9523,20.1834,21.2622,21.1579
rpl-7;O01802,31.2787,28.6049,27.1457,24.6086,23.588,25.7595,26.479,25.003
acbp-1;O01805,20.6622,20.6899,20.3618,21.2127,20.5922,20.3811,21.1986,20.3134
acbp-1;O01805,21.2297,20.6048,19.6507,19.2778,19.1358,21.7818,20.7859,20.5683
acbp-1;O01805,21.8056,21.1063,21.7648,19.8155,19.6137,21.604,21.3053,21.1214
;O01806,23.2561,22.7934,24.4358,22.2757,21.0948,21.6745,20.5644,21.3426
;O01806,22.2874,22.026,23.383,24.3693,22.704,22.9508,22.2515,22.6394
;O01806,21.1456,19.6504,19.8051,19.0288,23.885,23.7506,22.1298,23.4003
lbp-6;O01812,21.3919,19.9626,20.2726,21.5759,20.5145,20.6076,20.7705,19.7835
lbp-6;O01812,21.7152,20.9994,21.6067,20.6505,20.0605,21.4889,21.663,21.2685
rpl-24.1;O01868,20.8864,20.0016,20.7122,21.0625,19.3655,20.861,21.3363,21.3795
rps-10;O01869,21.4911,19.2027,20.3852,20.123,23.2393,25.0276,25.416,24.8351
rps-10;O01869,21.1371,20.0095,20.7406,21.4969,22.4256,25.7385,25.6341,24.1728
rps-10;O01869,24.7935,22.27,23.9001,26.1036,20.6486,21.7211,21.3627,21.2226
rps-10;O01869,33.2064,33.7084,32.7827,27.963,32.5198,34.39,34.1591,33.3558
rps-10;O01869,23.4771,23.7554,23.4781,24.0874,22.4023,24.2709,23.9266,22.6783
rps-10;O01869,20.8979,20.7551,21.2595,21.066,24.7929,25.7304,26.5821,24.1701
rps-10;O01869,20.3036,20.0952,19.788,21.4218,25.2005,25.1259,25.833,23.5562
rps-10;O01869,21.9265,19.8286,21.2543,20.0289,20.8799,20.8418,21.5792,21.0357
;O01893,21.7511,20.3103,21.7752,20.5983,19.2232,21.4388,20.5629,19.8233
;O01893,25.4294,25.3296,25.3304,23.6183,21.318,23.0533,24.4132,22.3028
spin-1;O01927,23.875,25.3148,24.1744,25.5173,23.4939,26.2836,25.5642,25.4619
spin-1;O01927,26.399,26.1566,26.4938,20.1883,25.465,27.228,26.7096,26.2049
spin-1;O01927,27.2451,26.2989,26.6686,27.0972,26.0247,27.2276,27.0918,26.1922
;O01963,21.6493,19.8612,20.7556,19.495,19.9533,21.2177,21.1053,20.8626
cuti-1;O02051,21.8887,20.6826,21.7223,21.3888,20.9665,23.0181,22.6262,22.7752
rpl-4;O02056,21.974,21.149,21.0746,19.5753,24.165,24.8759,24.1504,23.3609
rpl-4;O02056,21.702,20.9995,21.3152,19.8346,20.1721,21.1008,21.4453,21.4107
rpl-4;O02056,20.0208,18.9244,20.5336,21.0255,20.9326,20.3783,19.2257,20.638
rpl-4;O02056,23.3986,21.8969,22.3972,24.7297,22.8014,24.389,23.9452,23.9374
;O02082,20.1778,20.3097,21.8026,21.4776,24.3468,27.2879,28.6288,27.1834
rpb-4;O02092,21.6522,21.0625,19.2135,20.9549,19.9798,21.3802,21.4675,20.9234
pcn-1;O02115,19.827,19.3079,19.7497,21.1473,21.0943,21.0034,21.3272,21.2436
pcn-1;O02115,20.3954,21.1105,21.016,20.8768,20.5405,21.5278,20.9636,20.4607
;O02155,22.2859,20.8927,21.3223,24.1005,20.7227,21.3504,20.6667,20.8892
;O02155,21.5803,19.3937,20.7271,20.9264,23.3242,24.3458,23.3045,23.9202
pck-2;O02286,21.6856,21.1307,21.2084,21.2596,26.6839,26.6171,26.6129,25.5652
pck-2;O02286,21.4097,20.2256,20.8263,20.8249,20.7371,21.295,21.1091,19.693
eif-3.C;O02328,22.1255,21.4106,23.0757,23.4311,20.2066,19.9433,20.8045,20.3075
nstp-5;O02345,20.9593,20.3489,21.0885,21.3038,20.7451,21.847,21.8381,20.4045
nstp-5;O02345,25.2003,24.9363,25.2609,24.3381,23.2838,24.4637,24.4338,23.9138
ifa-2;O02365,22.0419,21.1719,22.0005,27.329,20.8547,21.4421,20.9888,19.6367
ifa-2;ifa-3;O02365;Q21065,21.0596,19.9486,20.7839,21.3115,18.5656,21.8189,19.7827,21.0685
ifa-2;O02365,19.9485,21.2826,21.5421,21.5464,20.532,19.5953,20.375,20.0716
snb-1;O02495,25.4277,25.4035,26.2057,25.1639,27.7836,29.9642,29.9941,28.9496
snb-1;O02495,28.17,26.6083,27.8266,24.1628,22.792,24.6457,24.097,23.7281
snb-1;O02495,28.1798,29.318,29.4579,28.1589,26.6858,28.6487,27.7005,23.3472
snb-1;O02495,20.7477,20.5976,20.1226,20.2094,25.2098,27.004,26.9712,26.4569
snb-1;O02495,28.2194,27.6453,27.5313,27.3188,23.6962,26.6849,26.9928,25.8943
snb-1;O02495,20.5758,21.2595,20.7028,19.9112,22.9909,23.8194,25.8555,23.5484
gpx-1;gpx-2;O02621;O62327,20.8804,21.1438,21.1387,20.2227,20.0592,21.0077,21.5777,20.7876
cyp-35a2;O02628,21.6684,20.7102,20.8668,20.5181,22.025,22.9976,22.5172,24.3256
rpl-19;O02639,21.3884,20.8493,21.757,21.2045,19.7377,21.4889,20.7421,20.3772
rpl-19;O02639,21.5581,20.9569,21.2622,21.5111,22.3416,22.9818,23.5756,21.699
