geneName;Leading.proteins,log2 eat2_d15_01,log2 eat2_d15_02,log2 eat2_d15_03,log2 eat2_d15_04,log2 eat2_d5_01,log2 eat2_d5_02,log2 eat2_d5_03,log2 eat2_d5_04,,,,
hpo-34;E3W743;Q93636;Q93637,27.0915,24.7179,25.0206,26.8758,25.1225,26.934,26.0942,25.9881,,,,
hpo-34;E3W743;Q93636,20.9259,19.2507,20.5517,20.661,24.6741,24.4559,24.6876,24.5936,,,,
;E3W759,20.5132,20.7883,21.8488,21.4643,19.4932,19.6884,21.2694,20.5696,,,,
dnj-14;Q21162,22.0285,24.4394,23.5579,22.3935,24.9527,23.2554,25.2079,23.8752,,,,
dnj-14;Q21162,23.2265,25.4416,24.7661,24.9221,20.78,19.8698,20.7167,20.467,,,,
dnj-14;Q21162,24.9493,23.3104,23.4371,24.8981,26.3238,23.832,24.4604,24.055,,,,
dnj-14;Q21162,23.992,22.54,24.1117,23.0936,20.5278,21.4068,20.3827,19.9293,,,,
mca-1;F5GU98,21.3846,20.9293,21.5155,21.2786,19.5326,21.7138,21.0434,19.7927,,,,
mca-1;F5GU98,26.8549,23.2062,22.7867,23.1564,27.3912,28.4887,27.9148,28.592,,,,
mca-1;F5GU98,21.6217,21.2926,20.385,20.6937,25.0911,25.5619,25.5724,25.2545,,,,
mca-1;F5GU98,20.8656,21.1248,20.5603,20.9503,21.4769,20.5813,21.3158,21.6724,,,,
mca-1;F5GU98,20.4508,19.8037,19.5303,21.0572,22.7896,23.7029,24.7076,23.9893,,,,
;F5GUH0,21.3352,19.8311,20.9052,21.5067,25.1575,25.0955,24.2949,23.5751,,,,
;F5GUH0,23.0706,24.9485,25.6519,24.0355,23.8221,24.0495,24.0552,24.246,,,,
;F5GUH0,24.4989,24.3886,24.4009,25.7436,24.017,22.87,22.9795,23.435,,,,
lea-1;F5GUH5;H2FLK8;H2FLK9,22.3971,21.7024,23.008,23.2716,21.1169,22.8593,21.6575,22.7,,,,
lea-1;F5GUH5,24.7102,23.6755,24.8627,25.3188,19.8039,21.1505,21.5344,22.3732,,,,
lea-1;F5GUH5;H2FLK8;H2FLK9,23.3103,23.708,22.3517,22.6862,20.8876,20.9442,18.7407,21.3473,,,,
lea-1;F5GUH5,26.8608,26.5936,26.7202,26.0229,22.5941,22.6328,23.7112,22.7021,,,,
lea-1;F5GUH5,26.9483,24.938,24.9145,24.8782,19.8158,20.3572,21.4911,21.0262,,,,
lea-1;F5GUH5,21.0351,20.2858,21.4442,21.1238,20.8441,20.2515,19.305,21.4654,,,,
lea-1;F5GUH5;H2FLK8,28.0274,23.7744,23.6518,23.4601,20.849,19.9438,20.4795,20.2397,,,,
lea-1;F5GUH5;H2FLK8,23.6029,25.8141,26.6963,25.9984,20.8574,20.2747,21.0775,19.8393,,,,
lea-1;F5GUH5,25.3681,21.7453,22.5474,24.1038,21.372,18.5707,21.0991,19.3778,,,,
lea-1;F5GUH5;H2FLK8;H2FLK9,26.5153,25.2969,25.8824,25.8314,25.5175,22.864,21.7071,21.3364,,,,
lea-1;F5GUH5;H2FLK8,24.3787,26.0296,26.4646,26.0389,21.164,20.8451,18.7523,21.7148,,,,
lea-1;F5GUH5;H2FLK8,23.1722,23.9112,24.355,23.9757,19.7469,21.2857,20.8301,21.4582,,,,
lea-1;F5GUH5;H2FLK8;H2FLK9,26.761,25.4641,26.1456,26.293,23.3529,23.3407,23.2165,22.1805,,,,
lea-1;F5GUH5;H2FLK8;H2FLK9,21.7264,21.281,20.3229,20.8425,19.581,20.4294,21.1208,21.6285,,,,
lea-1;F5GUH5;H2FLK8;H2FLK9,26.333,24.2896,25.0401,24.7787,20.0424,20.0317,19.7378,21.159,,,,
lea-1;F5GUH5,21.3451,20.6661,20.8898,20.8606,20.679,21.0584,20.8138,20.6139,,,,
lea-1;F5GUH5;H2FLK8;H2FLK9,20.9158,20.159,21.4155,20.014,21.432,20.9741,20.2535,20.5015,,,,
lea-1;F5GUH5;H2FLK8;H2FLK9,27.0649,24.9231,24.3599,24.0368,20.7112,20.9957,20.2963,21.902,,,,
lea-1;F5GUH5;H2FLK8;H2FLK9,24.4286,23.9994,24.3944,22.7156,20.1452,20.5765,19.9261,21.8473,,,,
lea-1;F5GUH5;H2FLK8;H2FLK9,24.732,24.358,25.4216,23.9287,21.3391,21.1238,21.0853,21.084,,,,
lea-1;F5GUH5;H2FLK8;H2FLK9,21.5297,21.0369,19.7435,19.9986,20.4661,20.3986,21.1619,21.5691,,,,
lea-1;F5GUH5;H2FLK8;H2FLK9,26.5965,25.0261,25.2502,25.5303,22.7856,22.4794,23.1369,22.4116,,,,
lea-1;F5GUH5;H2FLK8;H2FLK9,24.3152,23.0867,22.4724,22.8281,21.2084,21.693,20.8201,20.5163,,,,
lea-1;F5GUH5;H2FLK8;H2FLK9,25.9723,27.2508,26.7559,26.2842,20.7042,19.1772,19.6112,20.3177,,,,
lea-1;F5GUH5;H2FLK8;H2FLK9,20.1419,20.5963,21.7582,21.4694,22.7999,23.6004,22.1527,22.6992,,,,
lea-1;F5GUH5;H2FLK8;H2FLK9,23.9597,24.7906,24.6239,23.1529,20.361,21.1695,20.0767,21.2236,,,,
lea-1;F5GUH5;H2FLK8,23.0337,22.7188,24.1464,23.4974,20.7181,21.5584,21.1805,21.4117,,,,
lea-1;F5GUH5;H2FLK8;H2FLK9,26.6691,24.6571,24.7509,23.2271,25.3514,31.6283,31.3152,23.5815,,,,
lea-1;F5GUH5,26.1573,22.5932,23.1238,22.2627,21.4226,21.6582,20.0706,19.4954,,,,
lea-1;F5GUH5;H2FLK8;H2FLK9,24.5338,23.5819,25.6041,23.5794,20.6296,21.2947,21.3842,19.8116,,,,
lea-1;F5GUH5;H2FLK8;H2FLK9,24.8574,23.4775,25.0688,22.9989,20.1275,21.4794,21.8223,21.0028,,,,
lea-1;F5GUH5;H2FLK8,20.4629,19.7544,21.6315,19.6563,20.5191,21.1312,21.0353,21.8141,,,,
lea-1;F5GUH5;H2FLK8,22.4641,23.5171,24.6332,22.697,19.7942,20.4536,18.743,19.9122,,,,
lea-1;F5GUH5;H2FLK8;H2FLK9,25.5136,23.8297,22.6928,25.011,23.7232,23.7936,21.9605,22.4017,,,,
lea-1;F5GUH5;H2FLK8;H2FLK9,21.4835,20.3747,20.4082,21.4701,20.106,20.3945,20.705,20.8945,,,,
iff-1;G1K0V8,21.8438,20.0385,19.2465,20.5168,20.0695,21.6961,20.1015,21.5089,,,,
iff-1;G1K0V8,21.0412,19.3657,20.5122,21.4351,21.4443,21.2576,20.1452,19.3329,,,,
pgp-6;pgp-7;Q1ZXU6,26.617,28.0607,27.7717,27.6807,24.5524,26.0163,26.6642,25.9541,,,,
gsp-1;gsp-2;G3MU14;P48727,20.5402,21.5489,20.6184,20.6828,24.623,24.1842,22.8376,23.9729,,,,
math-33;usp-7;G3MU81,21.0378,19.7004,21.3837,20.2623,20.6126,21.7916,21.7614,21.6173,,,,
sec-61;G3MU88,25.6764,26.2766,25.2539,27.2704,22.8923,22.0599,22.2083,22.1657,,,,
sec-61;G3MU88,22.9032,25.4098,25.2602,26.7061,20.5626,22.6411,22.5036,23.3629,,,,
;G4RTI0,21.1913,20.4608,21.2906,20.8532,20.331,20.9257,21.4048,21.5074,,,,
spc-1;G4S034,21.9251,20.0503,21.4131,19.8407,25.1527,26.0482,23.8057,24.649,,,,
spc-1;G4S034,24.1975,20.5258,22.0918,23.4809,20.4438,23.7232,23.9209,22.8248,,,,
spc-1;G4S034,21.2161,17.4424,21.0169,20.5315,21.2368,21.7553,20.2823,20.9256,,,,
spc-1;G4S034,21.2868,20.4063,21.3809,20.4732,20.6752,20.2325,21.7791,20.9626,,,,
;G4S1A4,20.9749,21.1936,18.246,21.6419,19.0564,21.7053,20.0874,21.4653,,,,
;G4S1A4,20.4105,20.225,20.922,19.8277,26.3782,25.4129,24.8804,27.7886,,,,
;G4S1A4,20.7575,21.045,20.0703,19.6645,20.2923,20.5524,20.7386,20.3386,,,,
;G4S1A4,21.3058,21.1954,20.0281,19.7989,20.1994,20.3616,21.2629,21.2573,,,,
;G4S1A4,21.0707,20.0703,21.6791,21.6224,24.2867,23.9201,22.7945,21.9643,,,,
;G4S1A4,20.8517,21.3959,21.2816,20.3051,23.678,25.273,24.4337,24.7714,,,,
str-176;G4S3P8,21.3145,20.3924,20.6135,21.2163,25.2203,24.4775,23.3842,25.9462,,,,
;Q20314,21.7567,21.5087,20.7334,21.5691,20.3129,20.4551,19.6915,21.7764,,,,
gei-15;G4SI07,21.4758,20.5714,21.023,20.5831,20.2488,19.6437,21.7634,21.8999,,,,
gei-15;G4SI07,21.5975,20.3775,21.3099,21.6495,20.4669,21.6055,21.0779,19.9946,,,,
pqn-52;G4SL51,20.6406,21.4308,21.3943,20.668,21.02,20.7246,19.9142,20.4467,,,,
ttn-1;G4SLH0,19.6536,20.1357,20.188,20.6883,23.6708,23.9676,23.524,24.0924,,,,
ttn-1;G4SLH0,20.4811,21.1149,18.6789,21.4028,19.8928,20.0542,20.8798,20.9977,,,,
ttn-1;G4SLH0,20.4948,21.1327,20.4976,20.7944,21.0725,19.963,21.3875,21.2309,,,,
ttn-1;G4SLH0,21.0621,21.344,21.2815,21.2308,21.0921,21.6247,21.3885,21.4803,,,,
ttn-1;G4SLH0,25.8015,26.1338,27.8057,28.1513,24.2838,24.9995,24.3985,23.1974,,,,
ttn-1;G4SLH0,22.0813,20.3171,20.6802,20.4823,21.4082,21.5136,20.6191,19.8356,,,,
;G4SPY1,22.3323,24.7163,25.4314,23.9657,24.5208,24.4715,24.4088,25.9415,,,,
;G4SRU7,21.9204,20.5561,19.6473,21.6818,20.5299,20.5978,21.7836,21.1957,,,,
glo-1;G5EBF0,21.7004,22.5378,23.341,23.3482,23.9491,21.8735,23.263,23.4871,,,,
pud-2.1;G5EBF3,27.3892,23.0048,22.2044,22.5566,20.425,21.061,18.9799,21.3475,,,,
pud-2.1;G5EBF3,27.9958,29.1259,27.9943,29.1184,21.6074,21.567,21.0483,21.8078,,,,
pud-2.1;G5EBF3,27.4315,27.0833,26.0691,27.699,21.018,19.8134,21.3622,21.1641,,,,
pud-2.1;G5EBF3,26.8293,24.4629,24.8163,24.2459,21.1373,20.816,19.9249,20.4861,,,,
pud-2.1;G5EBF3,22.3019,26.8085,25.9655,24.327,21.5021,21.8462,19.0956,21.5403,,,,
pud-2.1;G5EBF3,27.4312,25.4729,25.7257,25.2647,23.6505,24.44,23.748,24.7331,,,,
pud-2.1;G5EBF3,22.9062,20.7042,19.3883,20.0104,19.7654,20.0778,20.781,20.8316,,,,
pud-2.1;G5EBF3,21.4219,19.8419,21.0735,19.0517,21.4815,24.0831,23.3699,23.6004,,,,
pud-2.1;G5EBF3,24.4716,23.2671,22.2498,23.0638,22.8804,23.1448,23.1065,24.5977,,,,
pud-2.1;G5EBF3,26.2201,25.1668,24.6933,24.2404,22.9584,22.4429,21.9167,24.6607,,,,
pud-2.1;G5EBF3,23.3287,25.3207,25.8379,24.261,23.655,23.7981,23.824,24.2615,,,,
;G5EBF4,21.3204,21.101,21.485,19.6857,19.4251,19.5128,21.7319,21.8046,,,,
tat-5;G5EGE0,21.8123,20.4366,21.4944,20.6818,21.4956,20.3226,21.6322,21.7666,,,,
4D656;G5EBI0,24.3373,25.4892,24.8489,24.4332,22.53,25.2685,23.6602,23.6971,,,,
fmo-2;G5EBJ9,21.3136,19.6528,21.2419,20.4213,20.5964,21.5186,21.5156,19.1846,,,,
fmo-2;G5EBJ9,20.8737,21.1848,20.5911,21.5465,21.3778,21.2975,21.6451,21.1418,,,,
fmo-2;G5EBJ9,21.2497,21.4922,21.5901,21.3153,23.1115,22.3753,22.6648,22.8866,,,,
fmo-2;G5EBJ9,21.1165,21.4996,20.9996,21.6522,20.9768,21.6236,21.3514,20.3163,,,,
fmo-2;G5EBJ9,21.1237,21.0945,20.1543,19.9623,22.3224,22.5428,22.2775,22.4536,,,,
erm-1;G5EBK3,21.4374,20.2198,21.2326,20.7635,23.2904,24.9957,24.5369,25.5544,,,,
erm-1;G5EBK3,21.965,20.403,20.8863,21.0408,20.1328,21.5526,21.2586,21.4192,,,,
erm-1;G5EBK3,21.7143,20.2563,21.8184,21.1028,26.1703,23.9463,23.3969,24.5972,,,,
erm-1;G5EBK3,21.3216,20.878,21.239,19.7854,20.5152,20.3985,21.4987,19.9593,,,,
erm-1;G5EBK3,20.2376,21.104,20.7594,19.987,20.2235,20.4244,21.7729,21.6658,,,,
erm-1;G5EBK3,24.0923,25.419,26.5799,26.2978,24.8449,24.2042,25.5465,25.1504,,,,
erm-1;G5EBK3,21.3342,20.8368,21.0467,20.956,21.3515,25.157,23.2592,23.0711,,,,
snf-3;G5EBN9,23.7749,21.1172,22.3107,25.0444,25.1795,24.9133,24.205,25.2813,,,,
snf-3;G5EBN9,21.6838,18.9917,21.5184,20.2111,22.5823,24.0042,23.5973,23.2971,,,,
snf-3;G5EBN9,23.2847,24.937,24.6071,24.4251,20.972,20.6486,20.3666,21.7729,,,,
snf-3;G5EBN9,25.3754,24.7487,24.4507,24.0757,24.841,24.0369,23.8106,23.8297,,,,
;G5EBP5,27.2846,24.4488,23.2448,23.7091,22.6392,24.342,24.7237,25.2001,,,,
;G5EBP5,25.4307,26.8448,25.3751,26.1326,20.5188,20.8665,21.3422,21.5227,,,,
;G5EBP5,27.3309,22.6377,21.8839,23.3326,19.9665,20.0136,21.2582,20.2608,,,,
;G5EBP5,27.5481,26.0941,26.3443,25.7894,20.4429,20.9496,19.6412,21.2041,,,,
;G5EBP5,25.7257,21.989,22.2642,24.1613,23.5838,25.6524,24.8726,23.5497,,,,
;G5EBP5,22.0959,17.7578,21.2498,20.5691,21.3526,20.7993,21.2961,21.7813,,,,
;G5EBP5,21.9839,20.3525,19.5676,21.2729,18.3247,21.6033,20.4585,21.3924,,,,
;G5EBP5,21.1162,18.3432,21.2886,20.091,21.4568,20.225,19.7712,20.9774,,,,
;G5EBP5,21.107,21.346,20.4688,20.1948,21.5667,21.3658,21.2258,20.729,,,,
;G5EBP5,22.0151,20.7755,20.3926,20.6856,21.3127,20.9536,21.0984,21.2279,,,,
;G5EBP5,21.2955,20.4363,21.0173,20.4881,24.2036,25.7339,24.5943,24.0428,,,,
;G5EBP5,19.9326,20.7086,20.9762,21.029,20.5091,20.7529,20.5961,20.2546,,,,
glc-1;G5EBR3,21.1143,20.7373,21.3124,20.511,21.4441,21.6832,20.4828,20.3768,,,,
glc-1;G5EBR3,20.1474,20.7623,20.6718,20.8006,21.4653,20.942,20.6958,21.3875,,,,
;G5EBT8,20.8646,20.8451,20.6565,20.5712,19.743,20.177,21.474,20.8641,,,,
lec-10;G5EBV4,21.5519,21.1707,21.0758,20.7535,19.4117,19.6762,21.7388,21.7328,,,,
pgl-3;Q965J2,22.2302,21.3886,22.6796,22.4806,25.815,24.1774,25.725,24.9856,,,,
;G5EBY4,25.8533,22.8064,22.0831,22.7842,22.8157,24.0005,24.3505,24.2749,,,,
phf-5;G5EBY6,24.4914,23.8983,24.7535,23.1924,20.6765,21.0747,20.5409,21.937,,,,
let-418;G5EBZ4,21.7151,21.1406,20.8314,20.9986,20.0126,21.4889,20.7612,21.4677,,,,
;G5EC03,20.9716,19.9314,21.1705,20.989,19.3198,20.7863,20.7693,21.6793,,,,
evl-14;G5EC05,21.2653,21.3987,21.0794,21.3992,20.5312,21.6883,20.018,20.1936,,,,
lec-9;G5EC10,22.4996,24.1121,25.2431,24.8058,20.8428,21.1085,20.3384,21.2828,,,,
lec-9;G5EC10,22.4996,21.7245,22.9067,22.3941,20.3296,19.4674,20.433,21.7871,,,,
zen-4;G5EC43,19.5951,21.5739,20.798,21.3091,20.6178,21.1151,20.1619,21.3471,,,,
nrfl-1;I2HAI6;X5LQ26,21.8264,21.1061,21.6041,21.0867,23.888,23.8526,23.6865,24.8866,,,,
nrfl-1;I2HAI6;X5LQ26,21.3399,21.5393,21.7578,20.0374,20.3966,21.4536,20.8186,21.0931,,,,
nrfl-1;I2HAI6,20.7476,20.1316,21.7535,18.4977,20.7014,21.2095,20.9816,21.4825,,,,
ubql-1;G5EC78,19.9986,20.7351,21.304,20.4753,21.4061,20.6685,20.3336,20.831,,,,
ubql-1;G5EC78,26.2739,24.0925,20.8693,22.3082,25.0533,24.2257,24.6376,24.3698,,,,
ubql-1;G5EC78,22.0602,20.2713,20.0203,21.6036,20.9914,21.4662,21.578,19.6788,,,,
oma-1;G5EC86,20.774,20.6381,21.7103,20.8804,19.8266,20.9437,21.3185,21.1625,,,,
dpy-11;G5EC91,20.6306,20.4353,20.9478,20.6904,23.3602,24.8377,24.4504,23.974,,,,
dpy-11;G5EC91,20.05,21.2343,21.8171,21.037,20.9908,19.563,21.2648,20.4019,,,,
cyp-29a2;G5EC97,20.5483,18.9962,21.8433,20.8971,23.9922,24.5395,24.8453,24.4605,,,,
cyp-29a2;G5EC97,21.4547,20.8483,21.4792,20.9937,24.5565,24.1266,24.2754,24.7475,,,,
cyp-29a2;G5EC97,21.0905,19.9551,21.2834,19.9658,20.5012,19.8179,20.2524,21.652,,,,
ctps-1;G5EC98,19.9316,20.14,21.7791,21.2895,20.6106,21.4436,21.2805,20.674,,,,
usp-48;G5ECC7,21.8819,21.2084,21.6142,20.2336,23.5381,25.0079,23.8938,26.301,,,,
;G5ECF6,20.161,19.3868,20.7175,20.4464,21.0731,21.7408,20.845,20.7158,,,,
tac-1;G5ECG0,21.5714,21.2455,19.4916,21.5625,21.0487,21.2312,19.6553,21.7426,,,,
vab-10;G5EFK7,20.7284,21.3211,21.0364,20.1078,20.5554,21.6871,21.1371,21.6814,,,,
;G5ECL1,20.3621,20.5309,21.6159,20.0065,20.6029,20.5141,21.3707,21.5017,,,,
dcp-66;G5ECM2,21.8392,19.7432,20.0423,21.3742,19.7222,20.7773,18.8726,21.0254,,,,
elb-1;G5ECR7,23.8603,22.1273,23.1282,24.2594,20.2887,20.9221,21.0913,21.9439,,,,
gpc-2;G5ECT6,23.4216,22.6745,23.1698,23.2674,20.3548,21.3814,20.4765,20.7349,,,,
gpc-2;G5ECT6,27.0314,26.678,27.4069,27.2013,22.1167,22.2039,23.6789,23.2878,,,,
skr-1;G5ECU1,23.4596,25.8796,24.9506,24.4124,21.8915,23.0025,22.1014,23.585,,,,
dlg-1;G5ECY0,21.6115,21.3538,20.8142,20.4348,20.1546,21.6067,21.0274,21.6959,,,,
dlg-1;G5ECY0,22.0737,20.5593,21.1928,20.7223,21.0918,21.3048,20.8682,20.5261,,,,
skr-8;G5ECY4,28.8191,26.0162,25.1391,27.4833,24.8252,25.6926,25.8604,25.8216,,,,
skr-8;G5ECY4,20.9796,20.7898,19.8403,21.2406,21.4466,19.7806,20.1648,20.5609,,,,
chn-1;G5ECY6,23.7152,21.6081,22.5733,23.2496,20.7907,21.1788,20.3312,21.5234,,,,
chn-1;G5ECY6,21.1554,19.4335,21.7414,20.8522,20.0062,20.2729,21.0384,19.7902,,,,
unc-44;G5ECZ1;Q17490,21.2976,18.5488,20.363,21.5579,21.1916,20.6495,21.0576,21.9663,,,,
unc-44;G5ECZ1;Q17490,19.8721,21.0709,21.2361,20.5676,22.2581,21.6206,22.7443,23.5355,,,,
unc-44;G5ECZ1;Q17490,21.2404,20.3838,19.4098,21.5654,20.3277,20.8435,21.2788,21.9258,,,,
unc-44;G5ECZ1;Q17490,21.1267,20.6697,21.0621,20.3352,21.3167,20.5307,21.3447,21.6313,,,,
;H9G337,21.3203,21.3492,21.7101,20.1205,25.5865,26.1248,25.6868,26.2433,,,,
vab-9;G5ED30,22.587,23.77,24.5403,23.3046,24.3648,23.7023,23.3101,23.0818,,,,
fat-5;G5ED44,20.2105,21.407,20.4742,20.2423,22.9641,25.6662,23.3032,23.7339,,,,
eea-1;Q5FC45,24.4164,26.3372,24.9953,25.871,21.0199,21.1042,20.8694,21.8652,,,,
eea-1;Q5FC45,21.3633,20.9981,21.7381,21.6579,20.7245,21.0907,20.6478,21.1978,,,,
eea-1;Q5FC45,26.8443,26.2936,27.4612,26.5911,24.6115,26.4367,26.3843,25.7965,,,,
;G5ED91,20.3969,20.6913,21.4218,21.1602,25.5922,27.099,26.8447,27.5222,,,,
unc-25;G5EDB7,32.136,31.557,31.917,31.5749,31.169,31.83,31.6905,32.2317,,,,
tba-4;tba-1;tba-2;mec-12;tba-9;G5EDD4;O18688;P34690;P91910,25.1752,25.1372,24.8543,25.265,24.5006,24.6012,23.3913,24.1828,,,,
tba-4;tba-1;tba-2;mec-12;G5EDD4;O18688;P34690;P91910,25.9112,25.2973,26.3021,25.4983,25.3787,26.6959,26.5869,27.1791,,,,
skr-2;G5EDD8,22.3419,22.5791,24.3008,22.8139,20.2627,19.3832,21.0867,21.8545,,,,
skr-2;G5EDD8,24.7448,22.689,22.7862,21.9656,21.2698,21.125,20.7821,21.2739,,,,
skr-2;G5EDD8,24.2218,24.7027,25.0843,24.4415,19.6518,20.3359,20.3711,20.7501,,,,
tpxl-1;Q8WSN6,20.9332,20.1896,21.2204,21.4307,20.5815,21.287,21.7886,21.7028,,,,
kri-1;G5EF18,19.7567,21.005,21.7606,20.9923,21.5048,20.3196,20.2641,21.2387,,,,
dcar-1;G5EDI0,21.6522,20.9467,21.3559,19.6043,20.8362,20.2777,21.5391,21.8071,,,,
ent-1;G5EDJ3,27.5816,27.0637,27.5065,26.9568,26.3139,27.4461,26.3441,29.0154,,,,
ent-1;G5EDJ3,21.9186,20.5561,20.067,20.4791,24.5301,25.9898,25.5667,24.7641,,,,
ent-1;G5EDJ3,24.6803,26.5458,25.4917,27.4958,24.5387,25.9067,25.1458,25.3631,,,,
dnj-25;G5EDJ6,21.3651,20.1008,21.2721,20.3523,20.7579,20.9793,21.3361,21.7879,,,,
nrfl-1;X5LQ26,23.9939,22.6359,23.8923,22.1413,19.4725,21.0735,21.6041,21.3408,,,,
nrfl-1;X5LQ26,25.9118,23.311,24.3764,23.5937,20.536,21.1806,20.7651,20.8879,,,,
;G5EDM5,19.7601,20.0746,21.7373,20.072,20.1091,18.4326,20.75,21.2356,,,,
cnb-1;H9G2Y1,25.1137,26.3285,26.2509,25.0685,19.6754,21.695,21.748,21.1407,,,,
clh-1;G5EDQ0,21.2752,20.5742,21.0077,21.5408,20.9487,20.2703,19.6123,21.6476,,,,
cle-1;G5EDQ4,21.2083,21.3199,20.2003,19.6697,18.6237,21.8169,21.1443,21.8796,,,,
cle-1;G5EDQ4,20.0917,19.9974,20.0178,20.2764,23.619,23.6266,23.414,25.481,,,,
;G5EDQ7,19.8701,21.5173,20.4969,21.1859,20.6255,20.7011,21.7964,21.2615,,,,
;G5EDQ7,21.3083,20.4124,20.7416,21.5691,22.5851,23.8769,22.5315,21.7272,,,,
sur-6;G5EDR3,22.3302,23.3121,25.9369,23.5548,23.5463,23.3213,23.1597,23.2298,,,,
sur-6;G5EDR3,25.5811,23.3811,24.2671,23.3609,22.5089,23.3174,23.5206,22.7261,,,,
sur-6;G5EDR3,20.6566,19.6781,21.2577,21.6699,20.4998,21.5097,21.0683,21.7566,,,,
ubr-5;G5EDT9,21.2147,21.1266,20.1313,19.9578,21.4227,20.3395,21.1714,20.7344,,,,
pmr-1;G5EFK9,20.7034,20.8656,21.7493,20.5499,24.3981,26.327,25.0552,23.7938,,,,
cey-4;G5EDV3,23.5016,24.6406,24.0328,24.4247,25.2364,23.6248,24.203,23.7556,,,,
cey-4;G5EDV3,24.0388,24.2654,24.173,25.2956,20.3434,20.9446,20.3807,21.4466,,,,
cey-4;G5EDV3,24.3555,26.766,25.4959,23.9662,25.3221,23.9699,24.6875,24.986,,,,
cey-4;G5EDV3,24.0339,22.3044,23.4457,24.311,18.5524,20.0895,21.3349,19.649,,,,
cey-4;G5EDV3,24.6611,25.4635,25.6306,24.2425,23.9925,24.6602,23.8509,24.0996,,,,
cey-4;G5EDV3,18.8783,21.3922,19.9393,20.1592,21.0104,20.7054,21.0406,21.4958,,,,
skr-7;G5EDY3,29.6761,25.181,26.9501,24.2399,26.4619,26.9888,27.0016,26.6406,,,,
skr-7;G5EDY3,20.8373,20.1951,20.7379,20.8713,20.754,20.9917,21.3963,20.7387,,,,
;Q564W1,21.515,18.8268,21.5936,20.6312,21.5016,20.1787,20.4825,21.1189,,,,
drp-1;G5EDY8,21.1605,19.7509,20.3892,20.5514,22.2351,24.8385,24.5139,26.117,,,,
cpi-1;G5EDZ9,22.0646,20.7352,20.8451,20.7744,21.5009,20.4737,21.2717,21.6245,,,,
hip-1;G5EE04,20.7332,21.3741,21.4032,21.1839,19.5448,19.7083,21.4542,21.3325,,,,
hip-1;G5EE04,22.732,23.4562,24.8735,22.9606,18.3113,21.3646,20.94,20.5291,,,,
ccr-4;Q8I4B4,23.2659,21.0678,21.9884,23.0736,20.4271,21.1445,20.4845,21.5008,,,,
ptr-23;G5EE13,21.0173,21.3063,20.5359,20.4581,21.6301,20.3017,20.9702,20.5248,,,,
cuc-1;G5EE41,27.211,22.5627,23.409,23.3017,20.6184,21.8182,19.0724,21.2347,,,,
;G5EE62,21.3312,20.9654,18.8024,21.2164,20.9241,20.7509,21.0507,18.2567,,,,
skr-3;G5EE67,20.9741,19.3171,21.8287,21.0659,21.2612,21.4407,20.0065,20.2258,,,,
skr-3;G5EE67,22.6772,23.2697,23.1588,22.4544,19.6432,20.9009,21.1128,19.7282,,,,
skr-3;skr-4;G5EE67;Q9U1Y9,26.7145,25.6483,26.1159,26.1219,25.4709,25.3535,25.4266,25.4501,,,,
skr-15;G5EE88,20.8857,20.5233,21.8006,20.7137,20.2784,20.7123,21.5705,21.9703,,,,
nex-1;G5EEA8,21.6954,20.7466,20.3081,21.5003,21.0087,21.1318,20.7621,19.4409,,,,
nex-1;G5EEA8,24.3549,22.8091,22.1606,22.7513,21.5525,22.4449,21.1793,21.2076,,,,
nex-1;G5EEA8,23.5475,25.1945,26.2772,24.9097,20.2323,21.0688,20.3744,21.9632,,,,
dpy-14;G5EEB6,21.9409,20.3778,21.6845,23.0962,20.2849,21.3848,19.2721,20.826,,,,
scm-1;G5EED5,20.9093,19.7475,21.1702,20.5701,24.343,25.3437,25.3845,25.2658,,,,
scm-1;G5EED5,27.3211,25.3396,26.4781,23.8763,26.258,27.9619,27.4118,26.7682,,,,
mce-1;G5EEG4,22.0072,21.8591,20.8458,23.1041,20.2331,21.461,21.3244,21.575,,,,
frm-1;G5EEP9,20.7626,20.6457,19.9032,20.6315,21.3085,20.0209,21.182,21.8196,,,,
frm-1;G5EEP9,20.8798,20.1272,20.9283,20.221,20.8375,20.923,21.3735,21.6407,,,,
frm-1;G5EEP9,21.471,19.9481,21.088,20.026,25.5359,24.3665,23.789,25.6739,,,,
frm-1;G5EEP9,21.8146,21.2388,20.9724,21.3259,21.4344,21.3677,21.4089,19.3921,,,,
frm-1;G5EEP9,21.0795,19.6003,21.8091,21.4043,21.1569,20.7441,20.8136,21.1365,,,,
;G5EEI9,23.3591,22.6305,24.0799,22.6389,20.8671,20.4131,20.6176,20.6172,,,,
msd-2;ssp-16;ssp-10;ssp-19;ssp-9;G5EEJ7;Q21289;Q23058,21.027,19.6231,21.4569,21.6169,21.0699,21.771,21.2672,21.4848,,,,
vglu-2;vglu-3;G5EEK1;Q10046,22.0499,19.3988,20.4566,20.5235,23.8628,23.1379,22.8633,21.7643,,,,
vglu-2;G5EEK1,27.9887,25.7134,26.4828,25.036,21.9289,23.6404,23.5609,23.2537,,,,
vglu-2;G5EEK1,20.3974,21.4708,20.8213,20.1629,21.3067,21.7788,20.5456,21.9321,,,,
vha-5;G5EEK9,21.1586,20.9841,21.2493,20.4703,25.8743,27.4802,26.6476,26.0719,,,,
