geneName,log2 daf2_d10_01,log2 daf2_d10_02,log2 daf2_d10_03,log2 daf2_d10_04,log2 daf2_d5_01,log2 daf2_d5_02,log2 daf2_d5_03,log2 daf2_d5_04
lim-9,14.6326,14.7163,14.7474,15.1376,15.5677,15.4778,15.6519,15.6344
"CELE_Y105E8A,25",13.5123,13.1816,13.0543,13.2151,15.2256,15.7982,14.7094,14.1762
pgp-2,15.1777,15.1321,15.0575,15.1647,15.1878,15.1079,14.3195,15.1138
lpd-3,14.3259,14.0766,13.9736,15.5266,15.7376,15.4629,15.8295,17.9221
tln-1,14.0114,14.7436,14.0475,15.0478,14.0896,14.3584,15.1304,15.6357
max-2,14.9622,15.2805,14.0682,14.3596,14.939,15.944,15.3661,15.3956
egl-27,14.9714,13.8412,14.4128,14.5895,13.0035,12.9126,12.9519,12.2116
cdc-14,10.7319,10.7653,10.6617,10.7681,13.1162,13.1696,12.9349,12.4668
daf-16,14.7956,14.4813,14.4375,15.0285,15.5029,16.118,14.7924,15.0596
"CELE_T16H12,3;T16H12,3",12.4629,12.3007,12.5033,11.9589,12.8176,13.243,13.0141,12.2105
lev-11,14.5642,15.0783,13.9281,14.3618,18.1945,18.2566,17.6161,18.0451
gld-2,10.6805,10.4422,9.39442,10.5435,13.108,13.3404,12.8983,13.0307
ncl-1,14.3242,12.2912,13.6919,14.1284,13.1233,13.2828,12.9295,12.354
"CELE_D1069,3",10.7146,10.8241,10.7882,10.7076,12.8579,14.5717,13.6722,13.2409
lin-23,14.3646,15.1011,14.299,14.4251,12.9811,13.007,12.8844,12.5119
"CELE_Y50D4B,1",10.3434,10.6748,10.5864,10.8263,12.6791,13.1274,12.9582,13.0105
"CELE_Y39A1A,21",10.6527,10.4638,10.6992,7.86698,12.6679,13.1328,12.9236,12.858
dre-1,16.7971,16.1175,16.858,15.1961,15.9558,16.6216,16.771,16.8865
gck-1,14.8571,14.8287,14.8672,15.2236,14.3471,15.7522,14.8482,15.0752
gly-7,13.9867,14.2007,14.251,14.5712,12.8568,12.9011,13.0341,12.6887
"CELE_F40A3,3;F40A3,3",18.3115,18.3569,18.4892,18.2786,19.229,19.3653,19.1852,19.3404
"CELE_Y50D4B,4",13.0031,12.7598,13.2396,12.9808,14.882,14.4573,15.2848,15.1476
cdf-1,10.698,10.8586,10.7126,10.8259,13.0061,13.2643,13.0052,12.683
unc-34,15.0819,14.8671,14.7745,15.3677,14.2026,15.0414,14.4932,15.0047
tbh-1,16.6736,16.5867,16.3346,16.5949,17.6662,17.8817,17.5238,17.9933
lev-11,21.2103,20.8595,21.0874,20.8664,23.0006,22.2853,22.7563,22.5511
imp-3,12.9046,13.0004,13.0576,12.5168,12.7313,12.1635,11.3552,15.0767
prdx-2,21.1287,20.9678,21.3437,21.5406,22.1747,22.6427,22.6826,22.4196
jhdm-1,14.0335,14.1637,13.4546,13.3101,15.7781,15.9676,15.4427,15.4694
mrck-1,14.1914,12.9244,13.7289,13.7921,12.7559,13.37,12.706,12.8845
nhr-86,10.471,10.8163,10.7526,10.6428,12.6024,13.4257,12.7296,13.0602
aat-3,13.7738,14.022,14.1976,15.0863,12.2343,13.2752,13.096,11.5196
"CELE_M02H5,8",16.5139,16.3679,16.3025,16.1643,20.5728,20.4468,20.1832,20.0518
"CELE_T08B1,1",15.0028,14.8971,15.1028,15.2087,13.9687,15.669,13.6532,15.0808
lipl-5,16.6334,12.451,12.7817,12.4426,12.9409,13.3299,13.0737,12.895
fln-2,16.6979,16.9687,16.7577,17.2056,17.1875,17.0114,17.0332,17.0301
"C14C6,5",17.2245,17.3291,16.9134,16.9622,17.6022,17.9422,16.9657,17.3221
"CELE_T08B1,1",10.6035,10.8302,10.7831,0,12.9457,13.4114,12.5344,12.7363
zig-11,12.0862,11.0736,13.7421,12.2774,14.6646,14.9156,14.6061,14.6926
ilys-5,12.065,13.6606,13.2594,12.0087,15.4203,16.3956,15.6699,15.9709
irg-3,15.9325,15.9699,15.4955,15.1808,17.9414,18.0534,17.6153,17.6493
tns-1,15.7823,15.7919,15.6604,15.6684,16.0681,16.9153,15.4012,16.2823
ubr-4,0,11.9561,10.7551,12.7516,14.211,14.9714,13.4002,12.3817
ccar-1,15.023,15.0496,14.7465,14.3862,15.9062,15.9134,15.2593,16.0242
ulp-2,14.4602,15.024,14.2957,14.8033,15.0984,14.8328,13.81,13.8557
"CELE_T23F4,2",14.5471,14.7748,14.0305,14.5973,15.9524,16.4898,15.5611,16.1083
sago-1,14.1362,14.0414,13.6342,13.658,14.3915,14.6744,13.799,13.6058
sago-2,10.6629,10.6147,10.7247,10.737,13.0358,12.9485,12.6741,13.0336
"CELE_K02C4,3;CELE_K02C4,3;CELE_K02C4,3;K02C4,3",13.2659,13.5931,13.3036,14.1517,12.7838,16.1689,14.468,1.44776
daf-4,14.4753,14.0473,14.51,13.5032,15.6361,15.9767,15.8681,16.2957
hpo-3,10.6859,10.7691,10.5642,10.6948,13.0529,13.1946,12.7602,12.9604
acs-22,13.6796,13.7942,13.5549,13.6508,14.1682,14.5332,15.989,15.5692
tag-10,14.8294,14.9925,14.8679,15.2808,16.2946,16.1949,14.3355,15.2078
imb-2,13.8619,13.1635,13.9737,13.8219,14.6148,14.4241,13.9407,14.3202
brf-1,12.4864,12.8357,12.3836,12.6489,12.7888,13.4321,12.8594,12.8237
"CELE_W09B6,4",12.4148,11.579,12.7699,12.7387,18.1146,18.5456,18.1833,19.4207
irg-7,18.4573,18.483,17.9461,17.8792,19.0268,19.1906,18.9814,19.0776
"CELE_F27B10,1",14.1458,14.0031,14.2464,13.9139,13.1074,13.1898,12.1236,12.7781
"CELE_T22F3,3",10.5721,10.8726,10.7132,10.7171,12.8923,13.4142,12.751,13.0582
die-1,13.3717,13.4448,13.714,12.4583,16.3004,16.0633,16.51,16.9333
dhs-11,16.7545,16.9089,14.8474,14.8397,15.0893,15.8438,14.7803,15.2094
tbc-14,14.6036,14.6016,14.5903,14.7006,14.8553,16.014,15.4592,16.612
cyp-34a6,9.83085,9.20679,12.5598,14.2051,12.3641,13.2767,13.0265,12.8207
fipp-1,15.3189,15.3967,15.1668,14.7277,16.0472,16.4329,16.3972,16.8514
unc-132,14.8667,14.488,14.7824,14.8884,10.2837,13.3735,13.0603,12.2659
cdh-4,13.652,14.7801,13.7688,14.6286,13.025,13.3835,13.0428,13.0373
ajm-1,12.9455,13.156,12.1875,11.4545,13.1122,13.1061,12.9004,13.0015
"CELE_ZC412,3",18.597,18.6886,18.4328,18.5917,19.7955,20.1051,19.1745,19.4218
farl-11,10.7302,11.9712,11.1118,10.5329,13.1377,12.9324,13.0251,12.9084
let-711,14.6028,13.8219,14.4322,14.5107,14.9965,15.2469,14.8239,14.323
"C40H1,7",13.5665,12.9184,14.514,14.3156,13.1229,12.7546,14.8726,15.9999
spat-2,14.1855,14.3438,14.6448,14.1279,15.9484,16.3552,16.2828,16.632
aakg-1,13.2727,12.6293,13.4365,13.2746,12.8972,13.1733,14.5788,13.7361
grl-23,12.011,8.21634,11.4746,10.7432,13.0913,13.3827,12.7234,12.4017
spat-2,12.862,13.6701,12.6267,12.5273,14.8033,16.0039,14.9417,15.5504
"CELE_Y55F3BR,6",13.5166,13.7825,12.9928,12.9953,12.9897,13.0292,12.6868,13.0329
vab-10,18.0784,18.1301,18.1264,18.1399,20.0954,20.2813,19.4332,19.8193
"eif-3,l;eif-3,L",16.5486,16.7697,16.9001,17.1028,17.5801,17.3923,18.2137,18.0103
"npp-25;npp-25;npp-25;Y37D8A,17",15.1151,14.8798,15.6263,15.6452,15.8287,15.5854,17.4472,17.0293
cnt-1,13.211,12.924,13.2353,12.4004,12.688,13.1241,13.015,12.4
"C26G2,2",11.5342,10.4889,11.9452,11.6,11.8541,13.0257,13.0141,12.9573
"CELE_F43B10,1",14.458,14.8763,14.1917,12.8478,14.524,15.5469,15.5152,14.7828
ubc-15,14.3409,13.5595,13.3431,14.4728,12.7512,13.0022,12.845,12.9454
"CELE_Y55F3BR,10",14.1099,14.0166,12.2744,13.5986,17.4587,18.1853,17.1625,18.2611
"CELE_Y38F2AR,12",13.5852,13.5163,13.611,13.5721,14.8264,15.6474,14.3326,14.5878
ttr-42,17.2967,17.275,17.1519,17.8419,18.114,18.0754,18.7389,19.0724
"CELE_H29C22,1",16.1294,16.303,17.1634,17.2066,18.7345,18.6543,19.4117,19.5639
"CELE_F07G6,10",10.6033,10.7569,11.2922,10.2263,13.0614,13.2118,12.962,13.0299
ttr-34,15.6434,15.1885,15.8131,15.2585,12.9425,12.8395,13.0623,12.961
"CELE_Y49E10,29",10.6375,10.6754,10.8052,10.819,12.7177,12.988,12.4982,13.0275
cnnm-1,13.2688,11.0677,13.256,13.951,12.7167,13.3943,12.2106,12.8055
col-138,16.7407,16.2367,16.8639,16.3327,13.0527,13.4347,13.0455,12.332
oac-59,10.6554,10.5949,10.6706,10.649,13.1444,13.2048,12.6314,12.7681
"C42C1,8",12.5064,12.1099,12.1582,13.5714,13.6985,15.0083,13.7606,15.2508
"C42C1,11;AP-1",15.0463,15.5012,14.4777,14.7807,15.1091,15.6009,14.9778,15.2949
rpl-34,17.8199,17.7072,18.3771,17.7162,17.1285,16.8625,17.655,18.0225
erl-1,15.0312,15.2968,14.8251,15.5592,15.6124,16.4046,16.1948,16.2143
tag-335,13.673,13.8144,13.6703,13.9568,15.3179,15.1994,15.238,14.655
fbxa-6,10.4076,10.8169,10.6549,10.104,14.0005,13.6527,13.2647,13.6851
"CELE_cTel55X,1",14.3083,13.7551,15.3687,15.0028,12.8093,13.302,12.6293,12.6953
"C44C10,9",15.4189,15.3607,15.1853,15.2345,14.3795,14.4339,13.9266,13.6695
"CELE_F14D7,12",16.0842,17.0168,14.782,17.064,12.7957,13.016,12.6351,13.0049
"CELE_D1086,17",10.6674,10.7817,10.7875,10.6035,13.0042,13.3308,13.0335,12.8024
"CELE_W06G6,15;CELE_Y70C5B,2",11.583,12.3026,11.9184,11.5538,12.9708,13.156,12.8178,13.0243
"CELE_Y71F9AR,4",13.6564,12.6287,13.1627,12.9211,12.5769,13.3474,12.3411,12.7264
"CELE_Y47G6A,33",15.1976,15.5841,15.0771,15.4751,16.7815,16.182,15.9714,16.6896
"CELE_ZK813,7",17.0725,16.7068,17.7675,17.6655,19.9388,20.1218,20.893,20.7351
"CELE_T28A11,2",17.5458,17.6282,17.4009,17.7909,16.3293,16.4814,16.7128,16.9541
guk-1,16.2231,16.0825,15.6822,16.6219,16.2039,16.8,16.8613,17.0391
"CELE_Y53C10A,6",10.4579,10.8296,10.703,10.8259,12.6442,12.8762,13.0543,12.9848
"CELE_Y48C3A,18",10.669,10.7581,10.6016,10.7127,12.4206,12.429,12.9918,12.7778
"CELE_Y39B6A,3",12.1348,12.4092,12.3944,13.4929,13.722,14.2463,15.0963,14.6482
dab-1,15.0153,14.9748,14.7424,15.0209,15.0229,15.5429,16.5326,15.2277
"CELE_F25H8,1",13.8318,14.0217,13.0876,13.3453,13.0852,13.171,12.9509,12.9207
swsn-9,14.8845,15.2054,14.3167,14.9389,16.1223,16.7127,15.3695,15.853
"CELE_ZC434,7",13.2935,13.5404,12.9317,13.1468,15.0436,15.5575,15.1552,15.8105
rad-50,8.83031,0,10.4373,10.7923,12.9569,13.3048,12.9959,12.9625
"C25F9,11",16.5789,17.0016,17.0212,13.9087,13.5509,14.9179,14.1587,13.9736
sin-3,10.3304,10.5745,10.6549,11.4573,12.8229,13.3883,12.6937,12.601
hmp-1,15.6936,15.9511,15.6748,14.8951,15.0407,14.7433,17.0032,17.2491
dhs-3,16.9293,17.0178,16.9637,17.076,17.5699,17.4296,17.4031,17.6217
nra-2,14.8552,14.8643,14.7143,14.6075,15.1105,15.4396,15.1025,15.2569
"CELE_Y37H2A,14",12.9878,15.3516,12.6733,12.9114,15.321,15.9662,15.3175,15.0593
"CELE_F27E5,7",14.202,14.3069,13.5915,13.7017,16.0243,16.7885,14.5097,15.507
saps-1,13.7874,14.1373,13.8294,13.7102,14.2699,14.7796,14.6508,15.8696
"CELE_ZK809,8",10.6903,10.8089,10.6608,10.7692,12.9802,13.4272,12.719,13.0068
"CELE_D1081,7",12.4648,11.7234,12.4018,12.8106,13.1119,13.2847,12.8668,13.0715
aph-2,13.5112,13.799,12.6994,10.3873,13.0445,13.3234,13.0667,13.0411
"CELE_F15B9,10",15.9077,16.0068,15.2947,15.1342,14.5628,17.1171,15.6987,15.8676
"C27A7,5",14.0155,13.9183,13.725,13.1569,13.1401,12.9968,12.8392,12.3034
"CELE_F30A10,13",15.7141,16.0662,15.0562,15.0871,16.5538,16.5783,15.4204,15.5615
"CELE_F30A10,14",17.0158,17.3673,16.8701,16.965,17.3493,17.8046,17.959,18.1023
"C04H5,7",13.6585,12.0649,11.2556,14.3334,13.142,13.2514,12.4691,12.4414
"C13B4,1",13.2646,13.4733,12.9649,12.6609,16.483,16.7528,16.2636,16.0414
"CELE_F02E9,10",14.0445,14.1022,13.5843,13.7877,14.8329,15.3626,14.7295,15.2374
"CELE_R13H4,2",17.4818,17.4529,17.5816,17.8936,15.3467,14.5551,15.0076,15.0411
"CELE_ZK228,4",15.1305,15.0214,14.6808,15.1463,12.9336,13.3772,12.8842,13.0426
"CELE_K02B7,3",16.7497,16.8204,17.4846,16.9009,16.9592,17.3141,17.1982,17.1259
nuo-3,14.3175,15.3477,13.7404,13.8527,16.1672,16.4317,14.8305,16.1235
"C44E4,5",13.7961,13.7704,13.5072,14.2131,13.1601,13.0714,14.5676,14.113
"CELE_F49E2,2",15.7506,15.8411,15.3595,15.399,16.1032,17.0594,15.1026,16.064
"T07A5,7",12.7322,13.4579,13.3737,12.5896,13.1318,13.1353,12.736,12.926
"CELE_T04F8,7",14.5507,14.1832,13.8707,14.2279,12.9389,13.2706,12.9413,12.8962
"gpb5;CELE_T23B12,8",10.6472,10.8665,10.5355,10.8043,12.7291,13.6358,14.0757,13.0755
"CELE_F49D11,10",14.4928,14.4135,14.2292,13.837,16.8063,16.5166,15.9331,15.74
oxy-5,18.3476,18.7038,18.2102,18.0355,18.813,19.1901,18.2274,18.6896
mrg-1,15.6184,15.6705,15.5293,15.9406,15.8274,15.5545,16.0409,15.9705
obr-1,10.6889,10.8552,10.2627,10.8234,13.0332,13.268,12.8954,12.1354
igcm-3,14.7416,14.8516,14.7415,14.6944,14.6854,14.9583,14.7177,15.3303
unc-16,14.1091,12.8403,11.0675,14.4486,13.8726,13.1919,13.2512,13.7115
gpdh-2,17.7812,17.6901,17.8755,18.0597,18.5633,18.4478,18.4301,18.4484
sly-1,14.5229,14.2945,14.5879,14.6917,16.0324,15.9459,15.162,15.3402
"B0393,9",14.7314,15.2138,14.8086,14.6689,15.3762,14.8583,15.3091,15.1983
cisd-1,17.647,17.6395,17.611,18.0627,18.9913,19.2481,19.3309,19.5815
"CELE_F09E8,2",14.2334,14.427,14.5085,14.6907,15.4541,15.6355,16.1624,15.6997
lsy-22,14.4334,14.4369,13.9191,13.8471,16.5937,17.897,15.7558,16.6846
"C24H11,5",11.4489,11.5484,12.4313,12.1009,13.0818,13.3426,13.0405,12.7657
"CELE_F10A3,17",15.0389,13.9185,14.444,15.3967,15.9852,15.4612,15.4171,15.3744
pnc-1,15.6325,15.5807,14.5562,16.2841,16.5974,17.7286,16.2115,16.4234
"CELE_Y94H6A,12",11.7654,11.467,10.7426,12.1749,12.8606,13.4104,13.0322,12.7936
"CELE_F56C9,6",13.4377,13.4021,13.6719,13.9255,15.6014,16.2499,14.8267,15.4045
"CELE_T28D9,4;T28D9,4",12.7624,11.2791,13.2922,14.559,14.7436,13.7647,15.1409,15.6361
"C28G1,5",13.5785,13.6865,13.3766,13.1973,14.8929,14.8659,14.961,15.5647
gpx-7,14.553,14.6866,14.5368,14.5027,12.7785,13.8817,13.6017,13.7694
"CELE_F41D9,2",14.5256,14.0338,14.6757,15.098,14.8782,15.9473,13.3482,16.5375
"CELE_T04F8,8",10.6828,10.6729,10.6384,10.5856,15.6791,16.1589,16.4309,16.864
"CELE_ZK856,16",14.9627,15.227,14.8815,14.7923,16.0173,16.253,17.007,17.3473
"CELE_F23B12,4",12.5011,13.6572,12.0769,11.9466,13.1341,13.4257,12.696,12.8617
"CELE_K09A9,6",14.1828,14.235,13.8004,14.2985,13.0836,13.3216,12.8632,12.7979
"CELE_H14N18,4",12.7542,10.503,10.0652,11.2943,12.3351,13.3813,12.8068,13.0463
"CELE_T12B5,15",10.7187,10.8537,10.7561,10.7805,12.86,13.2781,12.9257,12.6171
"CELE_Y17G7B,20",12.5087,13.0675,12.3647,12.9599,14.8047,15.1124,14.4509,15.3668
"CELE_E01A2,1",12.7222,14.3368,12.7862,13.1676,13.5055,12.7029,12.5736,12.8329
"CELE_T02H6,1",14.338,14.4176,14.0375,14.6654,14.0975,14.9118,13.7559,13.5899
"CELE_Y37E3,11",14.9545,14.8815,14.4403,15.1634,16.8137,16.2133,17.2123,15.9924
"CELE_M03F8,3",12.6373,12.7728,13.2635,12.4136,12.896,13.3659,12.9565,12.9126
"CELE_F55B12,10",17.7885,17.8613,17.4763,17.4445,15.7405,14.6986,15.2145,15.9035
pptr-2,14.0889,14.3745,14.458,14.3413,14.3601,14.1521,15.0532,14.5272
"maph-1,2",15.4855,15.2556,15.1664,16.2439,16.4752,16.8223,16.4792,16.853
"CELE_K09G1,1",12.503,12.7928,12.5071,12.8549,12.7793,13.2196,12.3409,12.9997
"B0303,7",15.0195,13.7671,13.8992,13.5717,16.2117,16.3816,16.1003,15.88
"C23H3,3",14.4125,14.8828,14.1226,14.9195,13.9686,14.0559,13.4374,14.183
"C17C3,1",14.2697,14.9136,14.9156,14.7399,13.3619,13.5964,13.4345,13.5351
glna-1,11.6903,11.8876,12.7151,11.2661,12.9859,13.3544,13.0117,13.0199
"CELE_Y61A9LA,11",12.8768,13.579,12.4713,12.7239,13.0439,13.4257,12.3035,13.0602
"CELE_F41E6,5",12.3485,11.746,12.1374,12.811,12.5598,13.3938,13.0617,12.937
"CELE_T25B2,2",13.9593,14.0549,12.1684,13.2026,17.0805,16.6036,17.1596,17.3488
trpp-1,14.1966,13.8102,13.0076,14.2076,13.0291,13.15,12.901,12.8031
tsp-10,11.9547,11.6915,11.2479,12.8032,13.0789,13.2041,12.7063,12.8878
ugt-26,17.0391,17.1149,17.2038,17.303,16.1929,16.2029,16.1446,16.897
"C14H10,3",14.1944,14.0609,14.0414,14.4162,14.6345,15.5736,14.3517,13.533
"CELE_D1086,10",20.3058,20.4037,18.866,19.4016,19.9963,20.0103,19.6325,19.8193
poml-3,15.4793,15.8018,15.1769,15.7905,16.8777,16.3685,15.8772,16.4513
unc-57,16.3516,16.5352,16.1279,16.5634,17.1517,17.4588,16.857,17.1118
szy-20,14.3462,13.377,13.5983,13.0394,15.9856,16.6144,17.9625,16.5612
"CELE_T06E4,14",13.1811,11.9316,12.5748,11.4721,13.0774,12.9902,12.4875,12.9277
"CELE_F13G3,10",10.4874,10.4441,10.7908,10.8115,12.5129,12.9887,13.0143,12.7307
rmd-2,15.5387,15.5086,15.7668,15.7614,18.1434,17.8381,18.525,18.3382
smc-3,14.5495,14.7219,14.3965,14.9154,15.6024,15.7746,15.078,15.8921
ntl-2,12.3602,13.7178,13.4293,13.6202,14.5941,14.8531,14.2035,14.668
gcn-1,15.6725,15.6177,15.5372,15.9504,15.7754,15.5507,15.7951,15.8896
urm-1,17.4407,17.5451,17.3815,17.5188,18.1438,18.1976,18.3832,18.7141
nono-1,15.8923,15.3204,15.4278,16.0133,16.4315,16.2988,15.8685,16.4711
atf-7,11.4206,11.4993,11.7524,11.3973,13.1239,13.312,12.9029,13.0705
vps-26,14.4625,14.7184,14.5022,14.6179,15.0307,15.2588,15.877,16.3041
ndx-9,14.7556,14.7325,14.5485,14.2404,16.5558,16.6943,15.76,15.8055
"C14F11,4",16.2462,16.342,15.6062,15.9984,16.9351,17.4484,16.223,16.2772
abts-1,15.6927,15.9798,15.6691,15.652,14.9082,15.726,15.5864,14.8705
"CELE_ZK858,6",14.5591,15.0077,14.8258,14.6235,14.7834,15.139,14.8066,14.5363
"C41G7,9",17.8841,17.4669,17.7681,19.2821,19.4722,20.1656,18.4635,17.628
lin-10,13.7745,14.1221,13.4233,14.055,14.7805,14.7908,14.2388,14.5273
"CELE_M04C9,3",10.709,10.8037,6.92734,10.6387,13.0603,13.408,12.8191,13.0433
"C31H5,6",12.0558,12.9468,11.6825,11.8066,13.0798,13.4121,13.0392,12.7918
"CELE_ZK355,8",17.4158,18.4069,17.5123,17.8091,18.7249,19.5607,19.7109,19.8675
spds-1,14.5049,14.5959,14.745,14.5714,16.1867,15.689,16.6937,16.5207
nxf-1,14.9664,15.4134,14.6032,15.0184,13.7299,14.4623,14.1894,14.444
"CELE_F38A6,5",12.4255,12.5548,11.9758,12.4527,12.152,13.6929,13.1243,13.4914
"CELE_T03D8,6",15.372,15.4768,14.5271,15.167,15.5997,15.8864,15.4929,15.9246
ret-1,16.1268,16.2368,16.4849,16.6183,17.4001,18.013,17.5113,17.4751
"CELE_D1086,12",13.5078,13.7603,14.5446,14.2997,15.8176,15.0673,16.0434,15.2894
"CELE_F52C12,6",14.276,14.1875,14.4254,14.2524,13.6729,15.4948,16.1789,16.5155
"CELE_Y40B1A,3",14.3052,14.3194,13.3099,13.5879,16.2118,15.8323,16.0385,15.7001
pals-37,16.987,16.0142,16.8703,17.0332,20.4114,20.7502,20.6265,19.9756
"CELE_F59A2,2",13.7479,13.8503,13.3662,13.8044,15.1133,15.44,14.8557,14.867
ptr-24,15.4383,14.7154,16.27,16.6496,13.1401,12.8758,12.9223,12.8773
"CELE_F11C1,5",13.2841,12.3973,12.564,12.7708,12.0933,14.5732,14.4365,14.3477
"CELE_Y43F8B,1",18.3015,18.3566,18.6655,18.8722,18.8891,18.841,19.2274,19.3188
sam-10,15.1308,15.1961,14.5891,14.389,13.0476,13.4206,13.0436,12.9128
dic-1,17.6041,17.4765,16.2057,17.9149,18.0754,18.1891,18.1522,19.6352
unc-68,13.1037,12.3606,12.8478,13.4831,13.0759,13.231,12.6154,12.969
"CELE_T05H10,4;T05H10,4",12.3184,12.5519,12.6867,12.5039,14.4011,14.6479,15.5634,13.3412
"CELE_M05D6,5",15.7517,16.102,15.9636,15.5923,15.3661,15.4515,15.713,15.7918
ctg-2,14.3852,14.9278,14.12,14.8157,14.4582,14.8873,14.3879,15.3911
rpl-32,18.5002,18.6006,19.0452,19.0214,18.1137,17.9064,17.9827,18.7288
"CELE_F37H8,3",14.1631,14.2376,14.1067,14.6598,14.6714,15.0149,14.2591,13.7468
clec-146,16.185,15.6193,16.5377,15.7201,15.4512,14.8623,13.9801,13.7379
tnt-3,16.4191,16.4625,16.4014,16.574,16.4974,17.0799,16.2796,16.3893
mlt-11,12.1705,12.1054,11.7895,11.2612,15.1827,15.5988,15.3569,15.7079
hrpu-1,10.73,10.6201,10.7656,10.5225,13.0514,13.0758,13.035,13.0213
kcc-2,13.4525,14.2051,13.2571,13.5816,15.9924,15.9276,13.5813,14.2658
ced-7,14.9484,14.9581,14.0322,14.1898,12.9223,13.1435,13.0287,12.7964
"CELE_F17C8,9",15.3054,15.4023,15.0142,15.1964,15.4222,15.7818,14.9892,15.0749
unc-119,10.6626,10.8183,11.5814,11.5281,13.0842,13.3969,12.6241,13.053
mrpl-46,15.5308,15.5505,15.1067,15.163,15.7649,16.2221,16.7317,16.7056
"CELE_F40G9,5",12.6947,12.9318,12.9895,13.2311,12.8526,13.405,12.6614,12.9304
"CELE_F40G9,17",13.7504,13.4185,14.8588,13.9028,13.4242,14.7974,15.0223,14.2874
"CELE_Y54G11A,17",13.8892,14.3333,14.048,14.2276,14.5487,14.0785,13.5669,13.6132
let-767,16.778,16.6699,16.997,17.0083,17.1269,17.419,16.6056,18.1997
dnj-16,14.6364,14.3376,14.661,14.5521,14.2134,14.3862,14.4507,14.5381
cfim-2,15.2426,15.3696,15.1226,15.0972,15.9337,15.9838,16.1309,16.1767
magi-1,12.5842,14.7043,15.8981,13.5192,12.8485,13.2515,10.5774,12.3824
"CELE_F55D12,2",13.3068,13.6881,11.9003,12.7227,13.1255,12.7998,12.8736,12.853
"C39B5,5",13.2922,14.1158,13.0246,14.2569,14.4407,14.9412,15.0758,15.0352
"CELE_Y32H12A,2",13.5411,13.8763,13.3985,13.1953,13.1346,13.3788,13.0612,12.7915
smg-3,12.9336,13.8798,13.2852,13.8298,12.8526,12.8634,12.8045,12.7234
"CELE_F56B3,4",17.2554,14.7601,15.7151,17.4288,15.4044,15.551,15.5999,15.2472
"CELE_Y34B4A,8",10.7131,10.7011,10.778,10.8017,12.9187,13.3826,12.2587,12.6921
csn-6,15.1266,15.3705,15.0733,15.1663,15.3776,15.8474,15.1804,15.5119
marg-1,16.7406,16.756,16.8739,17.1931,15.0083,15.2012,15.0727,15.337
grsp-2,15.287,15.5176,15.2322,15.6404,18.7493,18.997,18.667,18.5994
"CELE_T28C6,7",14.8194,14.5247,14.3254,14.5078,16.4694,16.678,16.3024,16.8309
"CELE_T20D3,3",13.7877,14.6278,13.5552,13.957,16.0832,16.5455,16.0015,16.5609
"CELE_R102,4;R102,4",14.6254,14.615,14.4959,14.978,17.1781,17.3517,17.5161,18.0551
sao-1,13.8086,14.0753,14.0226,14.81,16.274,16.2693,16.5374,17.2164
"CELE_D1086,11",17.8208,18.0287,17.8304,18.019,19.0839,19.5251,18.991,18.9998
sqrd-1,15.6033,15.5486,15.2246,15.3331,16.3531,16.7601,16.6129,17.3137
