geneName,log2 daf2_d15_01,log2 daf2_d15_02,log2 daf2_d15_03,log2 daf2_d15_04,log2 daf2_d5_01,log2 daf2_d5_02,log2 daf2_d5_03,log2 daf2_d5_04
"B0546,5;CELE_F16D3,6",12.6783,14.2846,13.2207,12.4558,12.9423,13.1536,13.0215,13.003
"C02B10,3",16.8896,16.8043,16.1759,16.8159,17.0042,17.3246,15.9957,16.7013
"C02B10,4",16.4529,16.2448,16.2419,16.3268,16.332,16.722,16.1967,16.6082
snpn-1,14.5982,15.9684,17.9012,16.4882,16.326,14.6536,17.4957,18.286
pdhb-1,16.7011,17.1074,16.4843,17.0824,17.189,17.6283,15.9966,17.3879
grd-10,16.943,17.2052,16.5011,16.71,17.7192,18.3497,17.2595,17.67
hoe-1,16.4988,16.5013,15.9943,16.0812,16.4167,16.7022,16.3936,16.4907
tim-17,12.2037,11.7817,11.6953,11.7932,12.9312,13.3021,12.9689,12.9062
rpl-20,17.354,17.5024,17.5133,17.7146,17.4191,17.0425,17.7248,17.7621
set-9,16.572,16.0894,15.6257,16.114,13.5567,14.2141,15.4053,15.4374
fnta-1,15.326,14.8236,14.8609,15.6908,16.09,15.028,16.5779,16.871
cogc-8,11.7903,11.7654,11.6143,12.0564,13.0843,13.1691,12.4378,12.1307
"CELE_R02D3,1",17.139,15.9674,16.1785,16.5847,15.701,15.956,16.2226,16.2779
"CELE_F42G8,10",16.1131,16.2284,16.7137,16.7441,16.6181,16.4766,16.9485,17.654
moc-3,12.1137,11.9233,11.2933,11.9254,12.8444,13.3623,12.8965,13.0028
sph-1,15.3195,15.2412,15.2115,15.0101,13.1456,13.2391,12.8662,12.8701
isp-1,19.3953,19.4441,19.797,20.0003,20.4321,20.591,20.7218,20.7534
"CELE_F56A11,5",14.9088,15.102,14.6493,14.3021,14.3576,13.5272,14.9195,14.9785
gex-2,14.0616,13.6469,13.937,15.2524,15.9746,16.3791,15.6996,16.9663
acdh-3,16.8192,17.476,17.5259,16.8255,17.1917,17.1968,17.3676,17.3876
"CELE_K06A5,2",12.2286,12.0261,11.7463,12.0228,12.7035,13.3235,13.0592,12.8187
alh-5,15.5233,13.9446,14.8803,14.9043,15.5829,16.2939,16.8902,15.8593
"CELE_T22B11,4",11.8108,11.8076,11.6974,12.0712,13.069,12.9675,11.8672,11.9873
lam-1,17.3847,17.4185,17.1637,17.4551,17.3069,17.6663,17.3456,17.7598
"CELE_W03F8,4",15.8116,16.0613,16.0188,15.9482,15.8402,15.1826,15.3634,15.6048
"W03F8,3",12.018,11.6904,11.5772,11.6081,13.0811,12.8992,12.9688,13.0402
tni-4,14.4651,14.5701,14.0572,14.3012,15.174,15.3374,14.6689,15.6333
"CELE_F48G7,5;CELE_F48G7,8",15.8444,16.052,12.3282,16.4828,13.1007,13.3268,12.8652,12.9501
hacd-1,12.0465,12.0214,11.668,11.9426,15.8527,15.5248,16.5816,16.044
"CELE_K11D12,7",17.0868,16.7934,16.6999,16.7829,17.4215,17.5579,17.7234,17.5289
pqn-51,14.3528,13.7864,14.2443,14.9497,15.0507,14.8866,15.1679,14.1801
cyp-35a5,12.1888,12.0189,11.4333,11.6618,12.3026,13.3541,13.019,12.7685
cyp-34a8,12.8367,12.7517,13.3442,13.6035,12.605,13.0119,12.9677,12.7307
nlp-31;nlp-29;nlp-28,17.8431,17.422,18.1477,17.2145,12.9531,13.2807,12.9488,12.8365
"C14C6,6",14.4313,14.3277,14.8161,14.1231,13.1184,12.792,12.6808,12.8581
"C14C6,2",18.0182,17.9972,18.0831,18.5747,17.8978,17.7106,17.8564,18.4887
cpn-4,16.6492,16.1868,17.4482,17.319,16.3923,16.6435,17.7849,17.977
prp-17,13.4062,14.1186,13.5976,14.7736,13.3127,14.657,13.2843,14.1273
zig-7,13.0339,13.3761,12.8787,12.7081,12.8601,13.4062,12.8633,12.5088
"CELE_F54D7,2",15.8903,16.1223,16.3421,16.0523,17.2059,17.0244,16.8098,16.9893
"CELE_F57B10,8",12.3024,11.932,11.7525,11.8452,15.2353,13.9866,14.4527,14.0647
"CELE_F57B10,5",13.8242,14.2662,14.1416,14.2999,13.9476,14.1435,13.8503,14.7251
bag-1,16.7667,16.9289,16.5266,16.5448,17.439,17.8571,16.9022,17.5813
"CELE_F57B10,4",12.2084,11.1721,11.6937,12.093,13.0476,10.7126,12.7268,12.4518
app-1,16.6246,16.5247,16.5763,16.8282,17.5607,17.3241,17.3831,17.2894
"CELE_F33D11,10;CELE_Y65B4A,6",16.9648,16.601,17.0484,17.3562,17.1547,17.2448,17.2239,17.5662
vpr-1,16.8635,16.8763,16.7717,17.109,15.6895,15.823,15.4396,16.4478
usp-39,14.2431,14.8094,14.6901,12.8141,14.978,15.6652,12.2067,15.2583
bath-4,14.5513,14.1222,14.5693,15.0295,15.2806,15.148,15.0983,16.1175
fgt-1,16.1185,16.3535,15.8484,16.1833,16.3724,16.3202,16.08,16.6916
nep-2,16.0845,17.3836,16.2545,16.2843,12.8937,13.3377,13.0474,13.0206
clec-150,14.2361,14.7088,14.3514,15.1253,15.5442,15.6568,15.6765,14.0892
inx-13,16.9685,16.311,16.212,17.0945,14.8632,14.8404,15.1508,15.2834
"CELE_ZK484,3",14.9001,15.0673,14.4611,14.886,15.9346,16.4047,15.5594,15.8232
haf-9,15.2044,15.2532,14.7944,15.2786,15.5088,15.5308,15.2997,16.2437
msrp-2,17.6455,17.7533,17.2286,17.6438,15.9515,16.5657,16.4192,16.5309
pck-1,18.8305,18.4864,18.9804,19.01,19.4615,19.3214,19.6044,19.5822
"CELE_W10G11,19",15.7892,16.2057,15.4032,16.7113,12.769,12.7915,12.9688,12.9852
"C17F3,1",15.6148,16.5594,15.5849,15.9973,15.7042,15.9116,14.8373,15.9285
"C34B2,5",15.0615,15.1201,14.4284,15.0295,16.7869,16.7963,16.6627,18.3509
lonp-1,14.863,14.9204,15.2605,15.2386,14.839,15.6651,14.5057,14.7917
"C34B2,10",14.7514,14.9183,14.7875,14.8024,14.6673,15.1757,13.7565,14.1631
sdha-2,16.1736,16.5315,15.9571,16.0203,16.6919,17.3183,16.4967,16.7708
"C34B2,8",15.6035,15.5789,15.6147,15.2267,16.1969,15.9728,16.5352,16.2829
riok-1,12.8241,11.8871,13.0173,13.0278,12.8743,12.8969,12.7117,12.9896
"CELE_F56C11,3",14.5945,15.4769,15.8113,13.2978,15.3307,15.4861,14.0667,14.9793
"CELE_K02F2,5",15.7552,15.2722,16.2883,16.2735,14.3614,14.4799,13.9566,12.7216
teg-4,15.2658,15.7028,15.0134,15.1677,15.9455,16.2103,15.9212,16.0738
"CELE_K09H9,8",13.6576,14.2117,13.7455,13.4616,13.0293,13.4122,12.9615,12.7191
lpd-6,14.5076,14.9683,14.778,14.7309,13.1911,13.6378,14.4669,12.2154
"CELE_K09H9,2",12.2606,12.0281,9.31108,12.0472,11.2084,13.4178,12.2564,12.949
"CELE_K12C11,1",17.9171,17.3493,18.0804,18.3121,16.9147,16.8829,17.4908,17.5022
"CELE_W10C8,5",16.997,16.6961,17.3739,17.3032,17.5666,17.6202,17.167,17.4646
nol-5,17.0716,16.9411,16.4778,16.8109,17.332,17.5394,17.1608,17.201
"CELE_W01B11,6",15.0317,15.2372,15.2031,15.7386,13.8529,14.0738,14.9516,15.028
"C35B1,5",19.0775,19.0215,18.8873,19.194,19.4187,19.4454,19.4318,19.4191
"C11D2,4",13.5159,15.5808,11.9518,13.131,14.4017,15.0087,14.9083,14.1414
"CELE_F53H1,3",12.276,11.9219,12.4344,12.1166,15.1987,17.1558,15.5841,16.0466
"CELE_F53H1,4",13.6621,14.8814,14.0602,14.457,13.0774,14.7697,14.2175,14.6445
"C17H12,8",14.4939,11.2469,15.2298,14.4407,14.475,15.6167,15.0565,14.9991
"C17H12,11",16.3197,16.6578,16.2881,16.8115,15.309,15.8337,14.899,16.1571
"C17H12,4",15.09,15.1806,15.203,15.1732,14.0589,15.1415,12.9186,13.4106
"C17H12,2",12.3032,11.6861,11.6173,11.1026,12.9333,13.342,12.728,11.9864
dyci-1,15.516,15.2139,15.2552,15.4799,16.4556,16.6017,15.7404,15.7116
faah-3,12.2748,12.0944,11.6427,11.9086,12.9738,13.2277,12.952,12.9454
"CELE_F57H12,6",16.2854,15.528,16.2367,16.1095,17.5416,17.3372,17.9008,17.7376
mec-17,13.5533,13.4002,12.36,12.4814,12.8758,13.291,12.9087,12.6045
ech-5,15.9727,15.9389,16.0934,16.3179,15.4934,15.9281,16.0533,16.1626
mrpl-2,14.8987,15.5327,15.0179,14.2934,14.0901,14.6484,14.023,14.0728
"C05D2,8",13.7379,14.4369,14.1933,13.9717,15.067,15.8432,13.8346,14.567
"C34H4,1",17.6605,17.7056,17.3184,17.2904,16.4717,16.8961,16.3738,16.6076
era-1,14.3202,15.3589,14.9132,16.4776,16.6952,16.9656,15.9383,15.7654
dlst-1,18.2948,18.0423,18.1092,18.5726,19.4283,19.5918,19.3946,18.8176
sna-1,15.162,15.783,14.7481,15.2365,14.6371,14.5936,16.2023,14.7178
fbxa-65,14.2747,14.4556,13.6663,13.7133,13.7958,13.4586,14.0964,14.4033
folt-2,12.2772,11.5491,11.7151,11.8434,14.6063,14.9987,14.007,14.0352
ifc-1,17.3318,16.7701,17.4567,17.917,14.9549,15.3028,15.1599,15.0321
"CELE_K07H8,10",16.1805,16.0421,16.1363,16.1977,15.6673,16.0586,15.7636,16.2796
ads-1,14.6554,14.8818,15.0073,14.9227,14.6295,15.0629,14.6702,14.3287
rpl-29,12.0115,11.9795,11.6503,12.1051,12.7016,13.1649,12.8912,12.9495
"B0513,4",20.0937,19.5054,19.9559,20.2241,20.2565,20.3755,20.4007,20.392
"B0513,5",14.4817,14.5274,14.503,15.0239,15.4643,18.1294,15.4472,15.7267
"C04H5,1",14.0186,14.1188,15.1494,15.1124,15.6871,14.3185,14.8144,14.5246
mog-4,14.277,15.2076,14.0766,13.98,14.2351,14.2834,13.5306,14.5052
dlat-2,15.147,15.3284,14.9637,15.0665,15.3031,15.1415,15.6251,15.4553
gly-8,14.1452,13.1603,14.6661,15.1176,15.474,15.1539,15.6945,15.7487
ddo-1,11.9134,11.9186,11.5,11.7817,14.6932,15.0729,13.8107,14.4602
"C49A1,10",15.92,16.1652,16.0142,16.1198,16.7838,17.0143,16.7293,16.2336
"C54E10,6",15.8533,12.993,15.1437,15.6953,16.2329,15.1685,16.1039,16.068
tin-13,17.8944,18.2806,17.4047,17.4013,19.3698,19.6968,18.9444,18.7985
osm-11,18.1654,18.5583,17.5207,17.9449,18.8559,19.263,18.5535,18.9483
"CELE_F14H3,6",14.9415,14.8396,14.8079,14.7295,14.893,14.8983,15.2621,15.3491
"CELE_F17B5,1",11.8482,10.1192,12.4706,10.3695,13.4183,13.8622,12.7524,13.1269
tps-2,14.9567,14.7976,14.9307,15.4318,14.0949,13.0827,15.8981,0
mltn-9,12.0978,11.8056,11.0501,11.9515,12.769,13.3337,12.9613,12.7062
"CELE_F21H7,5",15.8821,15.8344,15.7701,15.7428,13.8921,14.6085,14.5311,15.8214
"CELE_F22B8,7",14.4128,15.8172,15.7535,16.066,16.3047,15.8429,15.9382,16.4702
"CELE_F22G12,4",12.7793,12.4518,14.1459,13.7622,12.4766,13.3524,12.9417,12.7837
exl-1,13.2523,12.9228,13.3268,14.1191,14.6969,13.9248,15.201,15.6151
kbp-3,14.3782,14.9785,13.9793,13.7452,16.6748,16.1574,15.3331,16.1189
"CELE_F31D4,2",13.4168,13.2777,12.5872,13.4382,14.9081,14.6725,14.4264,14.5648
fkb-6,17.1062,17.2087,17.3357,17.4838,16.9888,17.1922,17.6222,17.5529
mccc-1,17.0002,17.0322,16.847,17.0294,16.3393,16.2548,16.2827,16.4718
"CELE_F32B6,3",14.2932,14.1552,13.7422,14.5084,15.0426,15.2577,15.4235,15.8939
clec-62,13.0671,14.1032,14.9107,13.906,12.8506,13.3739,12.8776,13.0043
clec-65,18.7575,19.0188,18.1863,18.3991,18.9102,19.2966,18.288,18.8263
clec-63,19.7393,19.6851,19.5549,19.7488,18.2233,18.6352,18.1431,18.2894
clec-66,15.4373,15.2322,14.5029,14.8991,12.9114,13.1293,12.9958,12.9923
gst-38,15.2125,15.7238,15.1508,15.8863,16.436,15.2762,15.5968,14.4739
oac-20,12.2105,11.9288,11.5683,11.789,12.982,13.4092,12.9846,12.9711
uev-1,16.5855,16.6958,16.4476,16.7958,18.2947,17.8357,17.8293,17.9317
"CELE_F39B2,3",16.3354,15.9907,16.327,16.8425,16.2493,16.4849,16.0001,16.6956
rps-26,19.7192,19.0555,19.7696,19.9115,20.0198,20.2966,20.2728,20.3683
dnj-12,16.0393,16.0374,15.9375,16.0998,16.0056,16.2666,15.9508,15.7419
mtx-1,14.6452,14.7717,14.437,14.8409,14.5801,15.25,16.129,15.9446
argk-1,14.6686,15.8547,14.6554,16.3499,16.6712,16.2675,16.5289,16.2912
"CELE_F45H10,2",18.948,18.8274,19.2831,20.3531,17.5314,17.875,17.453,18.1204
lsy-27,12.2387,11.6707,11.5612,11.5755,15.3444,15.5305,15.7775,15.8142
dro-1,14.9597,13.2712,15.2782,13.2244,16.6721,16.0913,15.8288,16.3026
ife-1,15.1513,15.3655,15.193,15.2229,15.8018,16.4808,16.1225,16.2348
acaa-2,18.2392,18.475,18.3002,18.4503,19.0023,18.8812,19.4213,19.5996
nep-17,16.848,16.9276,16.7891,17.0227,16.957,17.1958,16.8781,17.1553
cpf-2,15.2689,15.2069,15.8319,15.5792,17.0275,16.4736,18.0102,17.8896
pot-2,12.2634,11.8345,11.657,12.0283,13.0436,12.6397,12.7139,12.7765
"CELE_F57C2,4",14.7452,14.6352,14.2391,14.8641,15.3254,15.1208,15.5225,14.9257
cbd-1,17.422,17.472,16.9754,17.2827,17.1304,17.7765,16.9147,17.3478
erfa-3,16.0688,16.2901,16.6172,16.6077,16.5594,16.3771,17.1092,17.4941
"CELE_H40L08,1",14.788,14.4579,14.1899,14.8939,16.0694,16.4031,14.3115,15.7119
"CELE_K10D6,2",12.1513,11.8693,11.4572,12.0748,13.0876,13.2649,13.0191,12.8276
cysl-2,18.0899,18.1286,17.9207,18.3652,17.6516,17.6473,17.3941,17.8423
asah-1,14.2088,14.4026,14.5162,14.9875,13.067,13.2984,13.0714,12.4811
"abhd-11,2",13.9669,14.2053,12.696,14.9719,13.5481,13.0299,12.3835,12.5563
"CELE_R09B3,2",18.9725,19.0484,19.1406,19.3244,20.7133,20.7499,19.9945,19.4367
"CELE_R09B3,3",21.693,21.4398,21.2519,21.6698,21.4933,21.3349,21.1745,21.0847
nud-2,15.1317,16.3097,14.5534,15.4866,16.6718,16.9782,15.8021,15.9255
"CELE_R11H6,2",14.5393,14.1666,13.9275,13.219,15.1032,15.5246,14.0991,15.0735
"CELE_R74,8",12.1289,12.0174,11.4157,12.0772,16.4686,16.9373,15.6601,16.8662
pmp-4,12.1672,11.9103,11.7695,11.8414,12.7752,13.3892,12.9055,12.9621
cpl-1,20.0486,19.9839,19.6019,19.6903,21.4442,21.7702,21.155,21.2379
"CELE_T06E6,1",13.839,17.8484,15.9128,13.0804,13.8731,14.5598,13.7332,13.8414
"CELE_T06E6,10",12.2541,11.9411,11.5866,11.3324,12.8443,13.3692,12.7514,12.9842
"T10C6,5",15.3512,15.2631,16.0042,15.694,17.0936,17.061,17.7459,17.5302
drr-2,17.1059,16.8899,16.6429,16.5226,17.5553,18.0073,17.689,17.5968
"CELE_T12D8,5",20.5567,20.6731,20.5052,20.6033,21.0207,20.8404,21.4163,21.204
"CELE_T23G11,7",16.3001,16.4897,15.9979,16.0436,16.4468,16.7465,16.6024,17.0491
act-5,19.7886,19.8141,19.8845,19.8677,19.775,19.7511,19.737,19.941
gyg-2,15.8702,15.6909,16.0577,15.9502,18.1449,18.1658,17.957,17.9032
"CELE_T27E7,1",13.9366,15.4409,14.8088,15.0041,13.1126,13.2074,13.0342,12.9706
"CELE_T27E9,2",18.515,19.1246,18.8467,19.1457,20.0249,20.4092,19.8878,20.3456
"ant-1,1",20.6759,20.1994,20.6948,20.8818,20.685,20.2828,21.3199,21.2601
pars-2,12.4766,13.0648,13.1058,14.1773,13.1444,12.9875,13.0152,13.0314
"T27F6,6",12.0812,11.6938,11.6148,11.7911,13.0406,13.3805,12.6168,12.0255
"W09H1,5",16.2866,16.0629,16.4495,16.6114,16.718,16.5341,14.9736,16.1075
lec-1,18.4335,18.3782,18.3227,18.7523,11.7403,13.3344,12.9911,13.0441
"Y39E4A,3;bckd-1a",16.4824,16.3685,16.2564,16.5055,16.8625,17.2815,16.7219,17.0418
npp-18,14.3346,14.0395,14.8955,14.9441,15.1188,15.54,15.1176,15.4386
"CELE_Y43F4B,5",17.706,17.7492,17.7299,18.0151,18.1883,18.334,18.2686,18.236
klp-19,15.8324,15.7239,15.8641,16.7618,14.6693,15.6511,15.6939,15.1696
"CELE_Y43F4B,7",15.2885,13.9981,13.3493,13.2969,12.9027,13.371,12.7919,13.0161
"Y45F10C,2;C08F11,12",19.899,20.0514,19.9169,19.4995,18.2603,18.4577,18.4147,17.6898
"Y45F10C,4",19.3649,19.5658,18.9347,19.3067,17.7029,18.178,16.9931,17.5499
"CELE_Y45F10D,2",13.8212,14.1877,15.2494,15.782,12.8842,13.0122,12.9214,12.9154
rpl-18,18.0948,18.3564,18.1406,18.1283,19.2912,19.1822,19.4728,19.7533
gly-10,12.3224,11.9681,11.3885,11.6925,12.9165,12.8283,13.0224,12.7085
"CELE_Y45F10D,4",17.1463,16.7351,17.2382,16.6583,17.4962,17.5797,17.9048,17.5659
csc-1,16.7783,16.7677,16.8616,17.3008,16.994,17.4221,16.7488,16.9202
"CELE_Y6E2A,4",17.371,17.6211,16.8096,16.8589,15.5773,15.5487,15.124,15.0811
"CELE_ZK228,3",14.3342,14.9834,13.4978,13.823,12.9146,13.1214,12.9323,12.5876
tep-1,17.5629,17.458,17.5133,17.7726,17.7857,18.2702,17.8341,18.0059
aqp-11,14.3789,13.8273,13.5107,14.6576,13.0971,13.3911,12.9412,12.8825
"CELE_F37C4,6",15.4372,15.6014,15.1717,16.0661,16.6255,17.0242,16.3241,16.8858
"CELE_F15E6,6",14.8262,14.5431,14.3055,15.4117,15.2776,15.9913,16.1664,16.0406
ogdh-1,18.1268,18.3201,18.0551,18.3188,18.1307,18.4315,18.1862,18.3502
gip-1,12.1895,11.8509,11.5895,12.1138,12.9246,13.3858,12.8862,12.6665
"CELE_H17B01,2;CELE_Y51H7C,1",16.4913,17.2056,16.5291,16.7515,15.5103,15.6764,15.4671,15.8531
"CELE_K02D7,1",17.2197,17.2432,17.2874,17.4269,16.786,17.3673,16.7008,16.8204
daf-31,14.48,15.1727,14.5416,14.115,13.8556,13.8763,13.7746,13.6783
ctl-1,18.8738,18.9004,19.1422,19.3676,17.6344,18.9391,18.1058,18.2484
"CELE_F17E9,5",17.039,17.1604,16.8338,16.9031,15.157,16.4969,16.7405,16.5584
"CELE_F17E9,4",19.6691,19.0952,19.1795,19.4409,19.3339,19.3803,19.1626,19.0825
"CELE_F17E9,2",15.5253,15.6419,15.0184,14.7315,12.9387,13.3773,12.5416,12.9751
pqn-59,18.4628,18.486,17.5477,18.5123,19.6333,19.8041,19.0359,19.6231
"CELE_R119,3",14.0292,13.9626,14.4789,14.9284,14.3566,14.1882,13.6937,15.1965
"CELE_R119,2",12.017,11.9714,11.4551,11.3169,12.2324,13.4345,12.3691,12.8408
rnp-8,13.3571,15.6487,15.9773,16.1767,14.9385,14.8764,14.7333,12.6908
"B0205,6",16.0795,15.7363,16.1224,16.2955,15.4054,15.5652,15.525,15.6574
rpn-10,16.7634,16.8717,16.9126,16.6992,17.2993,17.631,17.5814,18.0781
"B0205,8",14.0891,14.213,15.2858,14.6373,13.0565,13.0904,13.0743,12.1242
"B0205,10",13.8238,14.4148,12.4189,12.537,13.0685,13.3746,12.9568,12.8376
"F37F2,2",15.1395,15.7105,15.8528,16.0571,16.8719,16.6895,16.9661,17.273
inx-15,15.4394,15.7606,15.926,15.927,14.6899,15.9086,15.15,17.4167
inx-16,15.2709,15.0146,14.6744,14.6922,14.8968,14.8037,15.3934,15.7083
inx-17,15.3585,15.7958,14.9932,15.0756,14.9628,15.7214,15.0173,15.7114
"R12E2,11",15.1566,15.1023,15.3527,15.4329,16.3373,16.4002,16.0315,16.1054
mrps-6,11.932,12.0924,11.3642,11.7161,12.5986,13.2598,13.0525,12.7467
rpn-8,16.9161,17.0997,16.7395,16.8831,17.2314,17.517,17.326,17.2157
"CELE_R12E2,13",16.8566,16.9789,16.5244,16.6786,17.7512,17.8731,17.3666,17.7637
"CELE_H11E01,3",15.2957,14.737,15.0124,16.4238,14.3754,15.6359,15.0188,15.4537
"B0511,6",18.6057,18.0353,19.1447,19.0177,18.512,18.9986,18.6809,20.0919
mrps-30,13.9966,12.5042,13.1245,11.5306,12.8994,13.2435,11.7887,11.6059
"eif-3,E",15.8823,15.7921,15.5595,15.706,16.3586,16.1059,15.5436,15.4084
grl-20,14.0053,13.3685,13.8951,15.1442,13.0815,13.3893,12.881,12.973
prmt-6,11.4583,14.0992,12.7704,12.3315,12.4076,13.3875,13.0049,12.7393
chd-7,17.5763,17.1436,18.2061,18.5053,16.9809,17.9313,16.51,16.7588
"CELE_K03E5,2",18.7573,19.0439,18.5496,18.4277,19.7894,20.123,19.1666,19.6111
"T26C12,1",14.4191,14.1539,14.234,14.261,14.9997,15.2503,14.973,14.936
arx-7,15.4899,15.9603,15.1857,15.3919,17.2127,17.3099,16.4912,17.453
dod-19,16.6539,16.7734,17.2666,18.5921,18.1168,16.7704,17.5169,17.8423
"CELE_F59B1,2",20.9733,21.3761,20.7056,21.105,21.7026,22.3243,21.7986,22.168
"CELE_F59B1,8",14.2143,14.5359,14.2157,14.4306,14.3053,14.8556,15.1027,15.5032
"CELE_K10C9,3",15.6976,15.1329,15.2627,15.9073,16.1556,16.1438,16.3118,15.9857
lin-40,14.5694,14.8013,14.856,15.0432,15.0089,15.4116,15.4625,15.5362
ergo-1,14.3756,13.6349,14.0183,14.2697,16.3709,17.1434,16.116,15.7458
ife-3,16.3836,16.4666,16.7181,16.5753,16.0508,15.8816,16.0539,15.9604
let-413,15.427,14.9286,13.901,14.7222,15.7245,15.8611,16.0909,16.7804
ttr-47,21.7097,21.5599,21.087,21.8873,18.8231,18.8322,18.1586,18.6404
unc-23,15.0201,15.7144,15.2898,15.2294,16.6648,17.1483,16.0247,15.742
mut-16,12.1053,11.8572,11.7606,11.8339,12.8463,13.3968,12.7365,13.0319
clec-222,14.5858,15.4656,14.8706,14.9149,15.8001,16.4401,15.0814,16.0364
ule-4,21.1108,21.7195,20.1562,20.5629,21.7934,21.6989,21.5203,21.3403
"C09F9,2",13.6118,12.2528,12.8326,13.4194,12.9785,13.1029,12.7551,13.0598
"C25F9,4",15.3203,15.4402,13.9069,14.0824,13.0779,13.1133,12.9718,12.9599
fipr-22,16.545,16.1726,16.1746,16.408,14.8451,15.4526,13.8802,14.6576
pbs-2,17.6449,17.7013,17.953,18.0351,17.3107,16.9069,17.446,17.2805
prx-11,12.1878,11.8301,11.5079,11.6912,13.1317,13.2947,12.9184,12.6274
eif-6,19.1039,19.335,18.9006,19.2683,18.8233,19.2692,18.3566,19.064
gale-1,18.4204,18.1485,19.2609,19.7311,19.4501,19.7446,20.325,20.5142
gcsh-1,17.0641,16.2497,17.2284,17.6942,18.0474,17.1752,17.3156,18.2537
"CELE_D1086,7",15.2734,15.4489,16.534,14.8946,15.2688,15.4938,15.4345,15.4542
inx-14,12.2523,12.0775,11.6506,11.7541,13.095,13.2969,12.398,12.8945
"acox-1,2",13.5631,13.953,13.8655,13.2558,14.1484,13.5461,14.3921,13.9008
"acox-1,1",15.8236,16.2741,15.4904,15.6334,17.271,17.8884,16.7546,16.8768
"F09B12,3",18.6125,18.658,18.8497,18.8353,18.6901,18.7475,18.9137,19.0961
aly-2,16.6975,16.4491,16.1136,16.6748,16.2762,15.9284,16.2392,16.5301
psf-2,13.8783,13.8228,10.9305,13.2817,13.6381,14.6349,14.2145,13.9975
"CELE_F32A11,1",16.963,16.7091,17.2447,17.4351,17.0936,16.7708,17.0671,17.1036
"CELE_F32H5,3",14.1655,12.441,14.8157,14.8531,15.3113,15.1615,16.1423,16.1854
cey-1,18.8058,19.3281,18.0215,18.771,19.5759,19.9837,19.307,19.48
sdhd-1,16.8554,16.5555,17.1819,17.98,16.9509,17.1786,17.0292,16.9816
"CELE_F33H2,6",13.4428,14.9649,13.4952,13.5659,14.0481,14.3846,14.3006,14.9622
"CELE_F33H2,2",12.3148,12.064,11.5347,11.97,12.0943,13.2517,13.025,12.109
"F33H2,3",16.4981,16.5213,16.8184,16.8997,16.7824,16.6781,16.0644,16.7124
syx-7,16.1203,16.26,15.3681,15.8329,16.8208,16.8123,15.9625,15.9119
myo-6,14.3257,14.1309,14.7463,13.8208,16.3677,16.2484,15.4662,15.4197
cope-1,15.1467,15.0774,14.0018,16.3317,16.258,16.2896,15.7715,16.4391
tim-16,16.1677,15.5405,16.0529,16.4346,17.215,17.3168,18.4597,18.8455
"F45G2,10",15.3949,15.2664,14.6546,15.4431,16.5731,16.0451,15.4505,15.8957
dcap-2,12.1622,12.0567,11.6652,12.0275,12.7358,12.8073,12.8051,12.4972
"CELE_F53F8,5",14.7697,14.7219,14.2119,14.5393,14.7629,15.1216,14.4037,14.8552
"CELE_F57C2,5",14.4851,14.8323,14.2916,14.9543,16.3416,16.0073,15.6287,15.389
wago-4,14.6266,14.8084,14.9881,15.2688,15.3638,18.5619,15.7771,16.1683
dct-18,18.4212,18.5063,17.9053,18.5784,19.2067,19.5642,18.7439,19.3951
ttr-51,23.1542,22.9653,23.3296,23.389,21.6255,21.563,21.6579,21.7788
"CELE_M01G12,9",16.5375,16.5406,16.22,16.3565,14.5893,16.0218,15.727,15.9085
rbm-28,12.1792,12.5389,17.3549,14.3881,16.9423,17.1524,17.5965,17.0687
gpx-2,18.3222,18.2017,18.3426,18.2391,18.0634,18.1752,18.0414,17.707
agl-1,15.3369,15.7722,15.2243,15.5053,15.7282,16.0605,15.2001,15.3135
fdps-1,13.5531,14.0254,14.3376,14.1401,13.0369,13.2283,12.4307,12.8826
"CELE_R06C1,4",19.2261,19.3201,18.8158,19.5295,21.167,19.6758,19.3321,20.6561
slc-25a21,15.2545,15.3229,16.127,15.9177,14.8632,14.3701,15.953,15.562
"CELE_R11H6,5",12.2484,12.0989,11.7702,12.105,13.1183,13.0239,13.0379,12.5236
dnj-17,12.1445,11.8922,11.7556,12.0866,12.8064,13.3717,12.9058,12.956
"CELE_W01D2,1",16.5325,15.9853,16.6205,16.9295,18.6973,18.6193,17.9014,17.4949
"CELE_W01F3,2",18.1678,18.384,17.9409,18.1915,17.4501,17.5328,17.212,17.4051
"CELE_Y17D7C,1",12.2727,11.7277,11.4677,11.5597,12.8667,12.8341,13.0551,13.0268
ric-4,14.6836,14.3964,14.3211,14.8431,15.3457,15.5625,15.0992,15.3511
lys-1,16.9899,17.164,17.6389,17.2107,16.7278,16.8256,17.267,17.2905
lys-2,14.1226,14.3848,13.9852,13.6018,16.5086,16.7434,16.3914,16.5882
"CELE_Y38H8A,3;C39H7,1",14.3548,15.3421,14.193,14.1746,13.7304,13.5123,13.9569,15.2652
ers-1,16.4266,16.2763,16.6756,16.8245,16.3166,16.1563,16.7172,16.8698
dpy-4,17.7437,17.7376,17.6177,18.0082,18.5901,18.8293,18.5503,18.6782
afmd-2,14.1659,15.4036,13.9196,14.8024,12.8531,13.4344,12.9174,12.7056
seld-1,9.68737,12.0687,11.592,12.0481,12.8019,12.8357,13.353,12.7876
"CELE_Y45F10B,3",14.3898,14.8473,14.0297,14.3091,12.8744,13.2823,12.6008,12.3741
