geneName,log2 daf2_d15_01,log2 daf2_d15_02,log2 daf2_d15_03,log2 daf2_d15_04,log2 eat2_d15_01,log2 eat2_d15_02,log2 eat2_d15_03,log2 eat2_d15_04
dre-1,15.8318,15.248,16.804,17.2428,19.0011,20.0038,19.1395,20.0611
gck-1,15.9486,16.6889,15.6395,15.4748,14.9316,14.6014,14.6561,14.423
gly-7,13.241,14.1866,15.5177,11.1818,14.1129,14.3868,14.857,15.1964
"CELE_F40A3,3;F40A3,3",18.6079,18.7012,18.5758,18.6198,19.443,19.5954,19.7306,19.5887
"CELE_Y50D4B,4",14.152,14.1712,13.9178,13.872,12.8441,15.5238,13.2333,14.9485
cdf-1,11.5121,12.0259,11.6543,12.0479,14.6911,14.6039,14.2977,14.9354
unc-34,14.846,15.3107,14.6993,14.6516,17.5071,18.1994,18.1953,18.0443
tbh-1,17.7529,17.8255,17.6134,17.8,18.8977,19.9425,19.2313,19.9725
lev-11,22.0097,20.8857,21.353,21.3849,22.9724,24.6822,24.2346,24.7799
imp-3,14.8424,15.6232,15.2432,9.27069,16.4129,17.053,16.6976,16.9933
prdx-2,21.5481,21.431,21.9352,21.9874,22.4809,23.0663,22.5501,22.7704
jhdm-1,14.3262,14.4487,14.2435,14.1746,14.7536,15.4294,14.4854,14.7113
mrck-1,12.2878,11.9467,11.7135,11.4571,14.904,14.5921,14.4733,15.3829
nhr-86,11.8844,12.058,10.8493,11.4062,14.3599,14.1527,14.3449,15.146
aat-3,12.7838,14.2457,13.8184,11.8336,13.5977,15.3824,14.9495,15.245
"CELE_M02H5,8",17.177,17.306,17.2586,17.621,17.6104,18.1733,17.6761,18.3232
"CELE_T08B1,1",14.5049,14.2596,14.5014,15.4723,18.8259,19.1867,18.758,18.8376
lipl-5,13.65,11.7346,11.3934,10.8491,14.3911,15.2,14.2999,15.2366
fln-2,16.8634,16.9329,16.9231,17.082,18.6103,18.663,18.4095,18.5762
"C14C6,5",17.1087,16.9448,16.2745,16.4609,18.1679,16.9759,18.0635,17.7752
"CELE_T08B1,1",11.1797,0,11.7027,11.9444,14.5274,14.9106,14.1329,14.1151
zig-11,11.6281,11.721,12.6924,12.1074,17.0251,16.7949,16.5392,16.7802
ilys-5,12.4012,13.0067,12.079,12.7615,18.2089,18.0073,17.8211,18.1223
irg-3,16.969,17.1551,16.6583,16.6533,14.2564,13.9323,14.303,14.672
tns-1,15.548,15.909,14.9418,15.2816,16.6829,16.1602,16.4987,17.0321
ubr-4,12.8848,11.3349,11.9022,11.0724,14.9076,14.8515,14.3097,14.7577
ccar-1,14.3554,14.8698,15.2589,15.5152,16.9135,18.0429,17.0148,18.1154
ulp-2,10.3791,12.9526,13.9639,12.0798,14.5088,15.3408,14.8214,15.0466
"CELE_T23F4,2",15.6695,15.2273,15.0333,15.8729,14.4437,14.7402,14.5769,15.2609
sago-1,14.2199,14.5321,13.2238,13.2607,14.2698,14.6345,14.9513,14.3684
sago-2,14.5608,13.9,15.9433,15.3709,14.7205,15.3466,14.1093,15.1959
"CELE_K02C4,3;CELE_K02C4,3;CELE_K02C4,3;K02C4,3",11.9446,14.1103,12.5545,11.976,15.0152,15.4174,14.0271,14.1608
daf-4,14.2522,14.2834,15.2578,15.1575,16.7812,17.1397,16.4086,17.1083
hpo-3,12.1904,11.6131,12.4417,12.0958,14.2153,15.2885,14.9233,15.5025
acs-22,14.8595,14.4487,14.6613,15.687,17.4286,17.1168,17.8944,17.1989
tag-10,14.9965,15.5489,15.1183,15.4392,15.4904,16.1751,15.6821,17.814
imb-2,13.7875,14.0472,14.1074,13.9659,17.0963,17.2883,17.1651,17.6089
brf-1,12.2141,11.9291,11.7245,12.0408,13.5014,14.8787,14.9912,14.9658
"CELE_W09B6,4",10.7789,10.776,11.2011,10.8951,15.1018,15.8048,14.7287,16.1082
irg-7,18.2469,18.4921,18.0862,18.343,18.486,19.0949,18.6693,19.0721
"CELE_F27B10,1",14.1769,14.1706,13.6974,13.3656,14.9512,15.1653,14.7827,14.5216
"CELE_T22F3,3",12.2741,11.8514,11.6321,11.9399,14.8386,15.4973,14.6679,15.2853
die-1,14.1267,14.1581,13.718,14.0143,14.7368,15.4125,14.7582,15.2962
dhs-11,15.2906,15.2906,14.9485,15.2859,14.8537,13.8747,14.1222,14.9647
tbc-14,14.6701,15.3405,14.7615,15.7224,16.0663,16.2508,15.9408,16.1495
cyp-34a6,15.7529,15.3083,15.6958,16.429,14.3041,15.4268,14.617,15.3927
fipp-1,15.4699,14.4148,15.4962,14.9293,15.029,15.2687,14.1828,14.5604
unc-132,14.0168,15.8241,14.2198,14.1418,17.5211,17.356,17.34,16.814
cdh-4,15.6143,15.803,15.3881,15.7427,14.5094,15.4919,14.6169,14.9703
ajm-1,11.9171,12.2049,12.2413,12.078,14.2628,14.8545,15.0037,14.8676
"CELE_ZC412,3",18.7993,19.158,18.5913,18.9076,18.4237,18.5668,18.2106,18.6
farl-11,11.6659,11.9376,11.7363,11.9968,14.6816,15.437,14.9032,15.1038
let-711,14.317,14.6147,14.2337,13.9844,15.8234,15.3592,16.4145,14.9125
"C40H1,7",12.0296,11.8316,11.6299,11.6139,14.9823,14.6351,14.665,15.3349
spat-2,15.4036,15.1741,15.4845,14.2731,15.9712,16.3456,16.4401,16.5278
aakg-1,13.3827,13.5771,12.9542,11.7949,14.8144,15.4542,15.0403,14.6875
grl-23,15.0814,15.9583,15.9012,14.9412,16.6746,17.4854,16.6199,18.2509
spat-2,13.5757,0,12.8483,12.9887,14.5589,15.4747,14.7881,14.9943
"CELE_Y55F3BR,6",12.277,11.8445,11.4988,11.9791,14.8097,14.4842,14.6116,15.4395
vab-10,18.6546,18.747,18.9479,19.3414,20.7031,21.3275,20.7838,21.3111
"eif-3,l;eif-3,L",16.776,16.9279,16.7213,17.0443,19.6491,18.0783,17.8849,20.1577
"npp-25;npp-25;npp-25;Y37D8A,17",14.7991,13.8354,15.6027,14.8009,14.5257,15.4335,14.6882,14.9133
cnt-1,12.3188,12.009,11.6344,12.0701,14.0825,15.3217,14.0565,14.8301
"C26G2,2",12.1931,12.02,12.5006,11.8892,17.2878,17.3288,17.0572,17.7547
"CELE_F43B10,1",12.2988,12.0911,11.7374,12.0829,14.0703,15.0618,15.034,15.124
ubc-15,15.4607,14.5094,15.3042,16.102,13.7413,14.6593,15.0532,15.3199
"CELE_Y55F3BR,10",12.2833,11.8588,11.4381,11.8065,14.062,14.6214,13.781,15.1548
"CELE_Y38F2AR,12",14.2153,14.5405,14.2648,14.7663,14.9567,14.8565,15.0333,15.1966
ttr-42,18.4719,18.5188,18.6231,18.8389,19.7982,20.5462,20.1392,20.5977
"CELE_H29C22,1",17.4455,18.0514,18.6233,18.8419,19.5576,19.7935,19.4083,19.8309
"CELE_F07G6,10",12.3149,12.0044,11.7213,12.0181,14.7525,15.1287,15.0067,15.0204
ttr-34,17.5609,17.4753,17.0124,16.7951,14.7474,14.6052,13.9862,15.4864
"CELE_Y49E10,29",12.606,12.878,12.2253,12.7557,14.7712,14.7025,14.572,15.1692
cnnm-1,15.029,14.6224,13.6074,13.6828,14.9991,15.1938,13.8776,14.742
col-138,16.6624,16.6246,18.0332,17.0774,16.99,16.2425,15.7647,16.7174
oac-59,12.2956,11.8041,11.475,11.9343,14.2221,15.157,14.7275,15.3156
"C42C1,8",13.5636,12.2958,13.6018,14.0679,16.7035,16.8553,16.3854,16.0278
"C42C1,11;AP-1",15.5672,15.6467,15.3658,15.2903,15.8529,16.3428,16.3156,17.1644
rpl-34,17.512,17.0712,17.28,17.8638,14.3029,15.2179,13.6977,15.4859
erl-1,14.8115,15.3765,14.7938,14.8954,14.968,15.4456,14.9555,15.0266
tag-335,14.6081,14.7759,14.6536,14.6401,14.7459,15.2314,15.0486,14.7146
fbxa-6,12.2935,12.0843,11.7668,11.9464,13.1855,14.7881,13.2804,15.2455
"CELE_cTel55X,1",15.3395,15.1347,15.7461,15.1258,14.832,15.4162,14.3882,14.3906
"C44C10,9",14.5494,14.6214,13.5333,14.217,16.9422,18.8453,16.1912,18.3191
"CELE_F14D7,12",12.105,12.051,11.7079,12.1104,15.0067,15.4976,14.0725,14.9913
"CELE_D1086,17",12.2267,11.5243,11.189,12.0329,14.4222,15.0016,14.8909,15.2818
"CELE_W06G6,15;CELE_Y70C5B,2",14.4207,13.799,14.3348,14.2994,14.7898,15.0756,14.5281,14.6389
"CELE_Y71F9AR,4",13.8391,13.9435,13.2652,12.8191,14.4764,14.9598,14.6973,14.9592
"CELE_Y47G6A,33",17.2311,16.5109,18.7434,17.6686,14.3879,15.2903,13.8855,14.6774
"CELE_ZK813,7",18.5853,17.9223,18.8035,18.8608,21.7595,22.3501,21.9872,22.2117
"CELE_T28A11,2",18.5305,18.4795,18.2691,18.7642,18.8885,19.2838,19.0265,19.4784
guk-1,16.2173,16.4049,16.3813,16.8139,17.8259,17.438,18.0347,17.1486
"CELE_Y53C10A,6",12.2577,11.7809,11.7758,11.8512,14.7941,14.6765,14.2597,14.4428
"CELE_Y48C3A,18",11.3154,11.9978,11.6782,11.8088,14.1563,14.7917,14.6092,13.757
"CELE_Y39B6A,3",13.6777,14.5074,13.2002,12.8784,14.9775,15.2683,14.2817,15.1995
dab-1,14.6595,15.1608,14.8982,15.1911,14.1811,14.6769,14.8414,14.5232
"CELE_F25H8,1",14.3939,12.651,13.7199,14.0018,14.5139,15.1227,14.4295,15.4503
swsn-9,14.8536,15.5236,14.7472,15.1124,14.9356,14.1599,13.9732,15.4948
"CELE_ZC434,7",13.8901,14.4191,13.8698,13.8172,14.3757,14.7684,14.4657,15.1673
rad-50,11.9391,11.6458,11.429,12.101,14.5377,14.6946,13.3789,15.4091
"C25F9,11",16.2772,16.1224,16.2639,16.5886,16.9136,17.5095,16.7911,16.8524
sin-3,12.2229,11.8124,11.7175,11.7053,18.2632,18.495,18.3579,18.7011
hmp-1,17.3748,13.4242,18.5821,17.4359,15.0417,15.481,14.469,14.2981
dhs-3,16.9128,16.6235,16.857,17.0926,16.882,16.9376,16.7771,17.6717
nra-2,14.8733,14.8367,14.5416,14.6556,14.6014,15.0606,13.5442,15.4152
"CELE_Y37H2A,14",11.7999,11.6419,11.7698,11.7881,15.224,15.494,15.0439,15.4732
"CELE_F27E5,7",14.4255,14.2048,14.1811,14.5446,15.0448,15.0833,15.0428,15.3635
saps-1,14.9972,14.5366,14.3054,15.2929,14.9982,15.343,14.9369,15.3594
"CELE_ZK809,8",12.2053,12.4081,11.6583,11.705,14.3328,14.9222,14.9536,15.4288
"CELE_D1081,7",12.2964,11.7691,11.7578,11.9621,14.4219,15.3128,14.6311,15.456
aph-2,12.5345,14.8785,12.7149,13.0568,14.8476,15.5506,14.0281,14.9462
"CELE_F15B9,10",15.3191,15.6358,14.5398,14.6891,15.752,16.646,16.5761,16.4877
"C27A7,5",14.3292,14.0998,15.1131,14.8261,14.976,15.5309,14.0684,15.0651
"CELE_F30A10,13",15.6714,15.8957,15.0674,15.243,13.8843,15.2561,14.4971,14.3596
"CELE_F30A10,14",17.894,18.0955,16.8228,16.9758,18.7434,19.297,18.7806,19.4055
"C04H5,7",13.642,14.4742,13.2415,14.477,14.6542,15.1207,15.0478,15.4889
"C13B4,1",12.243,11.7716,11.5276,11.9632,14.4622,14.1809,14.7376,14.2143
"CELE_F02E9,10",15.5466,14.894,14.7668,15.0814,15.0543,14.9438,14.5349,15.4154
"CELE_R13H4,2",16.9431,16.8232,17.2015,17.5917,14.1236,15.1019,14.7599,15.1637
"CELE_ZK228,4",15.5987,15.7233,14.8575,15.5995,14.8309,14.7663,14.5387,15.3263
"CELE_K02B7,3",18.2381,18.2884,18.3855,18.4874,19.3269,19.5563,18.8695,19.0644
nuo-3,15.2404,13.5892,11.8615,13.1784,14.6928,15.5357,14.993,15.0193
"C44E4,5",14.7417,12.2599,14.0417,14.0236,14.9522,14.0762,14.9164,14.6683
"CELE_F49E2,2",15.3063,16.9573,14.8622,15.3846,15.0867,16.3946,15.5429,16.7642
"T07A5,7",12.2225,12.0746,11.6707,12.0115,17.6397,18.4758,18.4772,18.0022
"CELE_T04F8,7",12.31,12.0494,11.1482,12.0599,13.9724,14.9411,14.9308,14.6761
"gpb5;CELE_T23B12,8",12.1924,11.9816,11.7117,11.8277,14.7946,14.935,13.9673,15.405
"CELE_F49D11,10",15.1597,15.9936,14.0412,14.3802,14.4212,15.5512,14.7071,14.7319
oxy-5,18.8682,19.045,18.3888,18.6401,14.2446,14.2293,14.4945,15.507
mrg-1,15.761,15.9089,15.318,15.997,16.6786,14.3018,17.2016,16.1517
obr-1,12.0463,11.7881,11.7664,12.0141,14.6995,15.4452,15.0334,14.9991
igcm-3,17.0974,16.8359,16.4565,17.2569,14.4757,14.1401,14.4937,15.1601
unc-16,15.6545,15.8766,15.9252,16.2674,14.6848,15.0214,14.1118,15.2189
gpdh-2,17.8342,17.9706,18.0276,18.2294,19.6233,20.4551,19.5614,20.6663
sly-1,15.412,15.6111,14.7516,15.7376,16.2432,16.0816,16.1206,15.7111
"B0393,9",16.3979,16.3768,17.4094,16.9925,15.038,14.9672,14.4019,14.174
cisd-1,18.2306,18.212,18.2512,18.6388,19.4625,21.6777,19.5835,21.4465
"CELE_F09E8,2",14.6566,14.8952,14.5585,14.8311,16.6134,16.5889,16.4383,16.7906
lsy-22,14.9535,15.33,14.9693,15.1808,13.9078,14.8434,14.6176,15.3325
"C24H11,5",11.9435,11.9813,10.6591,11.9359,14.9052,14.8763,14.9957,14.6754
"CELE_F10A3,17",15.0074,14.6477,15.7478,15.0624,18.9285,19.1877,19.1551,18.9992
pnc-1,16.5728,17.1803,16.5096,17.0049,14.5175,14.7298,14.8358,15.4713
"CELE_Y94H6A,12",12.1622,12.0831,11.7787,11.7468,14.4519,15.3854,14.6902,15.5107
"CELE_F56C9,6",14.2642,15.1898,13.9804,14.7164,14.7877,14.7951,14.8405,14.0604
"CELE_T28D9,4;T28D9,4",14.5191,13.828,14.8666,14.1217,15.8891,15.2633,16.0932,15.5059
"C28G1,5",13.304,13.5934,14.0243,13.436,14.7955,14.707,14.3759,14.764
gpx-7,16.7116,17.7945,17.0093,17.2227,17.5841,16.9092,16.5502,16.4934
"CELE_F41D9,2",14.0738,13.4048,14.3071,14.3769,14.6225,14.9535,14.0126,15.2519
"CELE_T04F8,8",15.7203,14.5106,13.8264,14.9833,14.218,15.3352,14.5615,14.6291
"CELE_ZK856,16",15.8281,16.0929,15.7194,16.7241,14.4504,14.8734,14.9851,14.9652
"CELE_F23B12,4",12.2955,11.9865,11.5129,11.9302,14.0469,14.6311,14.2773,13.9423
"CELE_K09A9,6",15.9261,15.8466,16.434,15.8211,14.3091,15.1863,14.4891,14.7059
"CELE_H14N18,4",13.984,14.4645,14.5739,13.874,14.8063,15.0393,14.5079,15.1609
"CELE_T12B5,15",14.5042,15.3782,14.5013,15.3233,14.8109,15.5414,13.3514,13.8669
"CELE_Y17G7B,20",12.2937,11.58,11.7251,11.8351,14.7184,14.8622,14.5253,14.1913
"CELE_E01A2,1",14.2146,13.1544,14.5077,14.4678,14.9249,14.4406,14.7667,15.3111
"CELE_T02H6,1",13.995,13.5158,12.9306,13.2305,15.1008,15.6495,15.0623,14.7642
"CELE_Y37E3,11",17.0325,15.6411,17.5124,17.3968,17.48,16.9874,17.6836,17.0912
"CELE_M03F8,3",12.9999,12.141,13.1681,12.821,16.0075,16.9219,16.6293,16.3096
"CELE_F55B12,10",17.7188,17.518,17.4603,17.5216,14.8927,15.3413,14.1751,14.4255
pptr-2,13.7278,14.827,14.7624,14.6,16.5952,16.3914,16.2982,16.6937
"maph-1,2",16.0029,16.0209,15.5035,15.813,17.8579,18.2199,17.8032,17.788
"CELE_K09G1,1",12.4381,13.3186,13.4707,13.236,14.708,15.2566,14.8628,14.8993
"B0303,7",14.6689,14.7456,14.2943,15.8741,14.9251,15.1912,15.037,14.5508
"C23H3,3",14.4044,13.9259,13.3902,13.7133,14.2365,15.2152,14.9493,14.9987
"C17C3,1",14.7081,15.7549,14.512,15.0412,14.9903,15.3629,14.5287,14.4826
glna-1,9.77481,11.9945,11.7347,11.8205,13.9504,14.9346,14.2388,13.3785
"CELE_Y61A9LA,11",11.8056,11.9138,11.7407,12.0543,14.7313,15.514,14.9426,14.3934
"CELE_F41E6,5",16.7119,15.975,15.1193,16.0961,14.5776,15.0198,14.6069,14.923
"CELE_T25B2,2",14.3402,16.1052,13.7766,14.4037,16.9741,17.321,16.1014,16.6465
trpp-1,12.0734,12.0534,11.7527,11.7332,14.7963,14.6621,14.9774,14.3701
tsp-10,11.9673,11.9419,11.765,12.0534,14.9913,15.2612,14.9342,15.4788
ugt-26,16.7255,16.8912,16.9778,16.6827,18.0699,18.1958,17.4791,18.2811
"C14H10,3",13.7459,13.5908,13.8251,13.7747,16.693,17.3416,16.52,17.1721
"CELE_D1086,10",22.568,22.2263,20.6158,21.3815,18.7074,18.076,18.1411,18.2092
poml-3,14.8705,15.7066,15.1552,14.8473,14.86,15.2344,14.1178,15.4095
unc-57,16.5005,16.6488,16.2658,16.1537,17.7561,17.6988,17.675,17.4706
szy-20,14.1406,15.1518,14.6364,14.3952,15.0405,15.1033,14.9562,14.4606
"CELE_T06E4,14",12.2209,12.0471,11.7263,12.0835,15.0454,14.1054,14.7059,15.1988
"CELE_F13G3,10",12.2769,12.0666,11.4002,12.012,17.4085,18.9534,18.8462,19.2329
rmd-2,15.9483,15.8675,16.1066,16.2368,17.0642,17.673,17.2134,17.6937
smc-3,14.0905,14.8382,14.3363,16.7001,16.1521,16.9569,16.4016,16.5737
ntl-2,13.1325,13.5858,13.1848,13.1494,14.3777,14.5764,14.5429,14.7363
gcn-1,15.3476,15.2937,15.6422,15.8263,18.3538,17.9968,18.1898,18.3469
urm-1,17.1774,18.0315,17.2854,18.3447,17.1371,17.2383,16.854,17.5778
nono-1,15.1702,14.8948,15.4025,15.4066,18.2295,18.3985,18.3702,19.384
atf-7,12.2061,10.1152,10.7511,12.0843,14.3542,13.2081,14.1275,15.3629
vps-26,14.858,15.0131,15.2171,15.5669,15.1977,15.3966,15.4195,15.3296
ndx-9,13.7658,14.0527,14.4328,14.3923,14.9628,15.3467,14.0072,15.4094
"C14F11,4",16.6404,16.7444,16.0033,16.341,19.3452,19.5339,19.3795,20.0034
abts-1,14.3159,15.2395,14.536,15.2902,16.7694,17.6623,17.1598,17.8204
"CELE_ZK858,6",15.0086,15.2149,15.0919,14.681,18.7459,17.6976,17.6105,17.6557
"C41G7,9",17.9674,17.0747,18.113,18.2647,14.814,15.5012,14.9587,15.342
lin-10,13.6872,14.0007,13.1014,12.8084,15.0438,14.0448,15.0102,15.2284
"CELE_M04C9,3",12.2473,11.5909,11.7042,12.0789,15.0133,14.8799,15.0106,14.6399
"C31H5,6",11.8124,11.8665,11.7558,12.0602,15.0183,14.4117,14.5813,15.5043
"CELE_ZK355,8",19.0571,19.1291,19.3324,19.3871,15.0209,15.3277,14.688,14.9431
spds-1,14.0927,13.9812,14.5702,14.689,17.4041,17.2087,17.4926,17.7071
nxf-1,15.4755,15.8147,14.5494,15.1629,17.1638,17.4569,17.2677,17.8124
"CELE_F38A6,5",12.1775,11.8283,11.3341,11.947,16.8589,16.2899,15.2576,17.7686
"CELE_T03D8,6",15.5542,15.4394,15.0181,15.0947,15.9131,15.9575,16.1638,15.9911
ret-1,17.2402,14.9625,16.9881,17.0609,17.8121,19.2062,18.0993,18.4257
"CELE_D1086,12",15.1331,14.8652,15.6108,15.7044,17.5666,18.2112,17.5171,17.1478
"CELE_F52C12,6",13.8997,14.902,14.2135,15.2657,15.0188,15.4504,14.286,15.4112
"CELE_Y40B1A,3",14.9339,14.8026,14.2711,14.5763,15.3422,14.8271,15.5171,15.3044
pals-37,18.5081,18.1757,18.2629,18.3821,19.2692,19.5765,18.9774,19.3505
"CELE_F59A2,2",14.7399,14.3949,14.5822,14.7969,15.9753,16.4807,16.1163,16.3585
ptr-24,15.8473,15.4508,16.5064,16.4586,14.1455,14.5124,14.0538,14.8893
"CELE_F11C1,5",14.9744,12.9853,11.7292,11.1246,14.9617,15.4115,14.7471,14.2688
"CELE_Y43F8B,1",19.2706,19.4666,19.5263,19.6806,19.3143,20.0965,19.1204,19.3221
sam-10,14.8285,14.3867,13.7602,15.1108,14.9509,14.0493,14.7701,14.7757
dic-1,18.3925,18.7416,18.8066,18.7175,20.3405,19.3799,19.8186,19.52
unc-68,10.8252,10.2688,11.9091,12.1162,14.8391,14.9151,14.4326,15.3129
"CELE_T05H10,4;T05H10,4",13.3531,11.8929,14.2782,13.8098,18.081,18.191,17.5332,17.8319
"CELE_M05D6,5",16.4771,16.3563,16.4808,16.4589,18.0991,18.5648,18.3212,18.4801
ctg-2,14.6681,14.9702,15.0556,14.9742,13.9646,15.4276,13.8358,14.7217
rpl-32,18.05,18.1982,18.297,18.2902,19.9946,21.7055,21.2478,22.0431
"CELE_F37H8,3",13.7809,13.1192,14.92,14.9638,14.2048,13.9595,14.0725,14.7635
clec-146,15.6902,15.5246,15.8598,15.8705,14.834,15.462,14.7622,15.161
tnt-3,16.6045,16.6623,16.2472,16.657,15.1794,18.2925,18.2519,17.6898
mlt-11,14.5535,9.62702,11.1504,11.7021,14.6081,15.5482,15.0377,15.195
hrpu-1,14.4662,14.6331,13.2404,14.411,18.7607,18.9436,18.7178,19.0249
kcc-2,13.2126,13.3637,13.8645,15.0998,14.0591,15.0025,14.3927,15.2432
ced-7,11.9805,11.9369,11.5771,11.9576,14.158,15.4711,14.3533,15.2469
"CELE_F17C8,9",15.289,15.298,15.1402,14.886,17.171,17.5428,17.1708,17.2215
unc-119,12.1669,12.0411,11.3091,12.0876,14.7836,14.8304,14.9887,14.6216
mrpl-46,16.2775,15.2663,15.7424,14.8388,13.7016,14.3463,15.0171,14.883
"CELE_F40G9,5",12.1906,12.0549,11.6223,11.4529,14.7594,15.0188,15.0358,14.8912
"CELE_F40G9,17",13.1233,12.0998,13.6269,13.9439,16.9312,17.6087,16.9431,16.626
"CELE_Y54G11A,17",13.4736,14.2475,13.914,13.671,13.7622,14.7277,14.3263,14.9447
let-767,16.9736,17.0354,16.3044,16.9514,19.4069,19.2477,18.0882,19.2584
dnj-16,14.6183,14.7313,15.1385,14.5949,16.7393,16.0806,16.7163,15.8833
cfim-2,14.8909,15.4346,14.7283,15.4105,14.8936,14.8481,14.553,14.9648
magi-1,16.0256,14.4749,16.5853,15.8284,14.6208,15.4447,14.3032,14.4607
"CELE_F55D12,2",11.5205,11.6311,11.7519,12.0146,14.8446,15.519,14.8858,15.4906
"C39B5,5",14.291,14.8803,14.8566,14.0974,16.6753,17.0135,16.9535,17.4548
"CELE_Y32H12A,2",12.3237,11.5264,11.73,12.1067,14.2415,15.1263,14.2931,15.1412
smg-3,12.0218,12.0225,11.7385,12.0221,15.6862,17.0267,16.0143,17.1948
"CELE_F56B3,4",17.0848,17.6045,14.5696,15.9333,14.3531,14.8201,14.4034,14.671
"CELE_Y34B4A,8",12.2504,11.7576,11.766,12.0265,14.6901,15.5502,14.9616,15.4782
csn-6,15.2457,14.9339,14.8288,15.0303,14.8595,14.6522,14.8518,15.1137
marg-1,16.347,16.0506,15.6001,15.9156,17.1741,17.3366,17.7882,17.4874
grsp-2,15.8161,16.0187,15.9099,15.9159,16.6935,16.3801,16.5733,15.727
"CELE_T28C6,7",15.9593,17.1581,15.8869,16.0722,18.194,12.7469,16.962,13.8538
"CELE_T20D3,3",15.2128,15.984,15.042,15.5405,16.4785,17.3668,15.5827,17.8382
"CELE_R102,4;R102,4",15.4655,16.0578,15.813,16.933,17.8536,17.7654,17.6086,17.7609
sao-1,15.5581,16.3136,15.5818,15.7192,17.7513,17.7343,17.6434,17.9103
"CELE_D1086,11",19.6242,19.4868,19.6318,19.8581,19.9114,20.0802,20.1684,20.5886
sqrd-1,16.0946,15.8705,15.5621,15.8351,17.0276,16.9434,16.435,17.748
