geneName,log2 daf2_d10_01,log2 daf2_d10_02,log2 daf2_d10_03,log2 daf2_d10_04,log2 eat2_d10_01,log2 eat2_d10_02,log2 eat2_d10_03,log2 eat2_d10_04
"CELE_Y62E10A,13",11.3554,8.10436,9.38045,10.4464,11.8582,11.9786,11.6818,13.1573
cars-1,16.1075,16.3522,15.8168,16.1662,17.491,17.7836,16.9469,16.8786
eps-8,15.6027,15.3869,14.0775,14.3634,13.3212,13.2322,12.972,13.1131
"CELE_T14G10,5;CELE_T14G10,5;T14G10,5;CELE_T14G10,5",16.5319,16.6517,16.4404,16.4774,17.9998,17.8431,17.431,17.6452
pezo-1,14.9727,15.208,15.1849,15.344,15.2204,15.3511,15.7552,16.1355
twk-9,16.9242,17.1493,17.8353,17.5592,16.561,16.156,16.7497,16.1041
epi-1,17.1279,17.5438,17.0597,17.2595,18.0254,17.6787,17.736,17.8522
kdin-1,13.0056,13.2505,13.4264,13.3654,14.6547,14.2895,14.3799,14.205
tag-273,16.5015,16.5437,16.458,16.5743,17.2222,16.9598,16.8673,16.9006
"CELE_F13H10,3;CELE_F13H10,3;F13H10,3;CELE_F13H10,3",12.8776,12.8146,12.929,13.0728,13.4196,13.8567,13.4172,13.5172
pps-1,14.9095,14.5201,14.0743,14.7224,16.4563,15.7657,15.6139,15.7992
cka-1,12.7984,12.9611,13.6862,13.8228,14.9148,13.9611,15.9528,15.8218
"CELE_R11A8,7;CELE_R11A8,7;R11A8,7",12.6173,13.0353,12.4388,12.5493,13.1864,10.5308,11.6429,13.2391
spp-18,16.373,16.9781,16.7208,17.007,19.7195,19.6969,18.1225,18.6918
lin-66,14.5827,14.6179,13.6819,14.7544,13.2004,13.2416,12.5728,13.0108
"CELE_F09E10,7",14.2571,14.4518,14.1071,14.5699,17.8345,17.0631,13.2338,13.8236
"CELE_F10C1,9",11.8453,12.2266,11.2579,11.6011,14.5694,14.4741,13.679,13.984
itx-1,15.0718,14.9494,14.8635,14.9809,16.1498,16.0867,15.8294,15.8565
"CELE_Y41E3,7",14.3709,13.8693,13.9608,13.8687,14.3975,14.9845,12.9662,15.3183
"CELE_Y105C5B,15",13.783,13.271,13.2557,13.5441,13.3157,12.9472,12.7502,13.0779
lim-9,14.6326,14.7163,14.7474,15.1376,15.3832,14.8193,14.8473,15.1495
"CELE_Y105E8A,25",13.5123,13.1816,13.0543,13.2151,13.9614,13.7784,14.6478,14.7926
pgp-2,15.1777,15.1321,15.0575,15.1647,15.6228,16.1057,15.6253,15.3039
lpd-3,14.3259,14.0766,13.9736,15.5266,15.3052,15.0215,16.074,16.332
tln-1,14.0114,14.7436,14.0475,15.0478,14.6647,14.9014,15.0604,15.3191
max-2,14.9622,15.2805,14.0682,14.3596,16.1548,15.1678,14.8959,15.649
egl-27,14.9714,13.8412,14.4128,14.5895,13.2442,13.2268,12.8905,13.262
cdc-14,10.7319,10.7653,10.6617,10.7681,13.2845,13.3007,12.968,13.2109
daf-16,14.7956,14.4813,14.4375,15.0285,13.3413,13.1219,12.9981,13.2798
"CELE_T16H12,3;T16H12,3",12.4629,12.3007,12.5033,11.9589,12.9464,12.9749,12.9777,12.7559
lev-11,14.5642,15.0783,13.9281,14.3618,16.8021,16.9075,16.1494,16.3531
gld-2,10.6805,10.4422,9.39442,10.5435,11.6598,13.227,12.8715,13.3196
ncl-1,14.3242,12.2912,13.6919,14.1284,13.1967,12.997,12.3461,12.9394
"CELE_D1069,3",10.7146,10.8241,10.7882,10.7076,13.0882,13.0249,12.7673,12.8456
lin-23,14.3646,15.1011,14.299,14.4251,15.1276,16.229,15.7774,14.8958
"CELE_Y50D4B,1",10.3434,10.6748,10.5864,10.8263,15.5986,15.8312,14.2319,15.0058
"CELE_Y39A1A,21",10.6527,10.4638,10.6992,7.86698,12.8914,12.9515,12.8376,12.9806
dre-1,16.7971,16.1175,16.858,15.1961,18.4446,16.6005,17.9721,19.5115
gck-1,14.8571,14.8287,14.8672,15.2236,14.6814,15.4939,13.8252,14.6357
gly-7,13.9867,14.2007,14.251,14.5712,14.3704,14.538,13.3101,13.9649
"CELE_F40A3,3;F40A3,3",18.3115,18.3569,18.4892,18.2786,18.7264,19.1993,18.7377,18.6904
"CELE_Y50D4B,4",13.0031,12.7598,13.2396,12.9808,15.8591,16.0364,16.3143,15.9072
cdf-1,10.698,10.8586,10.7126,10.8259,13.1981,12.9418,12.8851,13.0385
unc-34,15.0819,14.8671,14.7745,15.3677,13.1527,13.0222,12.6769,13.2592
tbh-1,16.6736,16.5867,16.3346,16.5949,18.6965,19.0548,18.5569,18.7819
lev-11,21.2103,20.8595,21.0874,20.8664,21.8933,21.9091,22.2696,21.7953
imp-3,12.9046,13.0004,13.0576,12.5168,14.9406,15.3301,14.4438,14.9481
prdx-2,21.1287,20.9678,21.3437,21.5406,21.8193,21.3514,22.029,22.1654
jhdm-1,14.0335,14.1637,13.4546,13.3101,13.3619,13.9144,13.2782,12.4277
mrck-1,14.1914,12.9244,13.7289,13.7921,12.9324,12.8595,12.7296,13.1484
nhr-86,10.471,10.8163,10.7526,10.6428,13.2412,13.1367,12.723,13.0741
aat-3,13.7738,14.022,14.1976,15.0863,14.8507,12.5438,14.7044,14.9367
"CELE_M02H5,8",16.5139,16.3679,16.3025,16.1643,17.8814,18.3561,17.4129,17.281
"CELE_T08B1,1",15.0028,14.8971,15.1028,15.2087,16.8075,16.6283,16.2253,15.8527
lipl-5,16.6334,12.451,12.7817,12.4426,13.7875,13.0386,13.6151,13.8991
fln-2,16.6979,16.9687,16.7577,17.2056,17.2401,17.0084,17.1824,17.4893
"C14C6,5",17.2245,17.3291,16.9134,16.9622,17.8759,17.7461,16.8533,17.1726
"CELE_T08B1,1",10.6035,10.8302,10.7831,0,12.7405,13.151,12.721,13.194
zig-11,12.0862,11.0736,13.7421,12.2774,13.8044,13.0533,13.6798,14.5018
ilys-5,12.065,13.6606,13.2594,12.0087,16.3846,16.399,15.7997,15.8194
irg-3,15.9325,15.9699,15.4955,15.1808,16.1604,17.0106,14.7837,16.0043
tns-1,15.7823,15.7919,15.6604,15.6684,15.776,16.3484,15.637,15.4595
ubr-4,0,11.9561,10.7551,12.7516,14.2463,15.2113,14.8975,15.1344
ccar-1,15.023,15.0496,14.7465,14.3862,15.5799,15.5482,15.0462,15.6596
ulp-2,14.4602,15.024,14.2957,14.8033,13.0063,12.9344,12.7092,13.3301
"CELE_T23F4,2",14.5471,14.7748,14.0305,14.5973,15.8133,14.8054,15.3543,15.2055
sago-1,14.1362,14.0414,13.6342,13.658,14.2528,13.9308,13.39,13.9807
sago-2,10.6629,10.6147,10.7247,10.737,15.9714,16.1316,15.8783,15.8794
"CELE_K02C4,3;CELE_K02C4,3;CELE_K02C4,3;K02C4,3",13.2659,13.5931,13.3036,14.1517,15.1338,14.0937,14.6206,15.0443
daf-4,14.4753,14.0473,14.51,13.5032,15.3938,15.8197,16.4897,15.9718
hpo-3,10.6859,10.7691,10.5642,10.6948,13.3048,13.2918,12.9594,13.2874
acs-22,13.6796,13.7942,13.5549,13.6508,14.7458,14.7142,15.1839,15.011
tag-10,14.8294,14.9925,14.8679,15.2808,16.1245,17.0136,15.4118,15.4037
imb-2,13.8619,13.1635,13.9737,13.8219,15.6993,16.2368,14.6958,15.4748
brf-1,12.4864,12.8357,12.3836,12.6489,13.0458,12.7342,12.9938,13.2471
"CELE_W09B6,4",12.4148,11.579,12.7699,12.7387,15.68,15.5589,14.7706,14.3431
irg-7,18.4573,18.483,17.9461,17.8792,19.4416,19.381,19.0262,19.1209
"CELE_F27B10,1",14.1458,14.0031,14.2464,13.9139,13.2298,13.2916,12.8022,13.3336
"CELE_T22F3,3",10.5721,10.8726,10.7132,10.7171,13.3209,13.3028,12.7684,13.2858
die-1,13.3717,13.4448,13.714,12.4583,13.1744,13.2054,12.5641,13.3621
dhs-11,16.7545,16.9089,14.8474,14.8397,13.765,13.5004,15.6562,15.5333
tbc-14,14.6036,14.6016,14.5903,14.7006,15.6906,15.8106,15.8825,15.8561
cyp-34a6,9.83085,9.20679,12.5598,14.2051,15.1899,15.7969,15.5454,15.7498
fipp-1,15.3189,15.3967,15.1668,14.7277,13.2832,13.113,12.8723,13.2821
unc-132,14.8667,14.488,14.7824,14.8884,16.1923,15.5441,16.0539,15.6335
cdh-4,13.652,14.7801,13.7688,14.6286,13.3397,12.9297,12.8374,13.2936
ajm-1,12.9455,13.156,12.1875,11.4545,13.0441,13.1996,12.6299,13.194
"CELE_ZC412,3",18.597,18.6886,18.4328,18.5917,18.8669,19.0285,18.0189,17.9431
farl-11,10.7302,11.9712,11.1118,10.5329,13.3,13.0025,12.9875,12.5854
let-711,14.6028,13.8219,14.4322,14.5107,15.9654,15.3583,15.7342,15.6397
"C40H1,7",13.5665,12.9184,14.514,14.3156,14.5763,14.4699,15.9008,15.0706
spat-2,14.1855,14.3438,14.6448,14.1279,15.5621,15.8213,15.0436,15.1316
aakg-1,13.2727,12.6293,13.4365,13.2746,15.9258,16.2658,16.0502,15.7623
grl-23,12.011,8.21634,11.4746,10.7432,12.844,13.2261,12.9642,13.0982
spat-2,12.862,13.6701,12.6267,12.5273,14.143,13.3995,15.8371,15.2707
"CELE_Y55F3BR,6",13.5166,13.7825,12.9928,12.9953,13.1881,13.2986,12.9785,13.1643
vab-10,18.0784,18.1301,18.1264,18.1399,19.3241,19.188,18.8759,19.0655
"eif-3,l;eif-3,L",16.5486,16.7697,16.9001,17.1028,18.3123,17.9605,18.9907,18.9457
"npp-25;npp-25;npp-25;Y37D8A,17",15.1151,14.8798,15.6263,15.6452,16.4943,15.8518,17.1822,17.0772
cnt-1,13.211,12.924,13.2353,12.4004,15.9609,14.8263,14.0249,15.4226
"C26G2,2",11.5342,10.4889,11.9452,11.6,13.5636,13.5028,14.9584,13.9699
"CELE_F43B10,1",14.458,14.8763,14.1917,12.8478,13.1894,13.1562,12.0314,13.3612
ubc-15,14.3409,13.5595,13.3431,14.4728,14.6706,14.6209,14.3081,14.6214
"CELE_Y55F3BR,10",14.1099,14.0166,12.2744,13.5986,15.7842,15.5107,13.9367,16.3988
"CELE_Y38F2AR,12",13.5852,13.5163,13.611,13.5721,14.3588,13.0704,14.4108,14.9409
ttr-42,17.2967,17.275,17.1519,17.8419,17.0684,17.1944,19.1209,19.6243
"CELE_H29C22,1",16.1294,16.303,17.1634,17.2066,19.1467,18.3187,18.7729,19.6119
"CELE_F07G6,10",10.6033,10.7569,11.2922,10.2263,13.2493,14.0597,16.8222,15.455
ttr-34,15.6434,15.1885,15.8131,15.2585,14.8987,14.5197,15.5224,14.9811
"CELE_Y49E10,29",10.6375,10.6754,10.8052,10.819,13.2316,12.9968,12.761,13.2022
cnnm-1,13.2688,11.0677,13.256,13.951,13.2965,13.0206,12.7222,13.2602
col-138,16.7407,16.2367,16.8639,16.3327,13.2213,13.2175,12.6434,13.3066
oac-59,10.6554,10.5949,10.6706,10.649,12.9371,12.9895,12.9224,13.205
"C42C1,8",12.5064,12.1099,12.1582,13.5714,15.3276,15.8413,14.4709,15.0838
"C42C1,11;AP-1",15.0463,15.5012,14.4777,14.7807,15.6315,15.2001,14.7115,14.7244
rpl-34,17.8199,17.7072,18.3771,17.7162,18.3644,18.0717,18.3068,18.0725
erl-1,15.0312,15.2968,14.8251,15.5592,15.7567,15.806,15.591,15.6539
tag-335,13.673,13.8144,13.6703,13.9568,15.8443,16.8781,14.0068,14.7557
fbxa-6,10.4076,10.8169,10.6549,10.104,13.2911,13.2543,12.3078,13.1291
"CELE_cTel55X,1",14.3083,13.7551,15.3687,15.0028,16.3365,15.5901,16.5265,16.5262
"C44C10,9",15.4189,15.3607,15.1853,15.2345,15.6477,15.6407,15.3325,15.5629
"CELE_F14D7,12",16.0842,17.0168,14.782,17.064,13.2723,13.3002,12.8401,13.2989
"CELE_D1086,17",10.6674,10.7817,10.7875,10.6035,13.2886,13.3181,12.3891,13.2407
"CELE_W06G6,15;CELE_Y70C5B,2",11.583,12.3026,11.9184,11.5538,13.3462,13.2587,12.9831,12.9591
"CELE_Y71F9AR,4",13.6564,12.6287,13.1627,12.9211,13.2802,13.0755,12.6632,12.4302
"CELE_Y47G6A,33",15.1976,15.5841,15.0771,15.4751,15.9346,15.6335,14.6115,14.3353
"CELE_ZK813,7",17.0725,16.7068,17.7675,17.6655,19.0258,18.3505,20.0342,19.9746
"CELE_T28A11,2",17.5458,17.6282,17.4009,17.7909,18.0888,18.208,17.377,17.5982
guk-1,16.2231,16.0825,15.6822,16.6219,17.1542,16.9726,15.7694,15.5239
"CELE_Y53C10A,6",10.4579,10.8296,10.703,10.8259,13.2496,13.2332,12.8141,13.3425
"CELE_Y48C3A,18",10.669,10.7581,10.6016,10.7127,13.249,13.2403,12.6538,13.353
"CELE_Y39B6A,3",12.1348,12.4092,12.3944,13.4929,13.2745,11.3815,12.9004,13.3146
dab-1,15.0153,14.9748,14.7424,15.0209,14.7244,14.8236,14.6135,14.4728
"CELE_F25H8,1",13.8318,14.0217,13.0876,13.3453,15.363,15.4902,15.6418,15.7276
swsn-9,14.8845,15.2054,14.3167,14.9389,14.7196,14.4162,14.6171,14.4539
"CELE_ZC434,7",13.2935,13.5404,12.9317,13.1468,12.9067,13.1539,12.9886,13.2841
rad-50,8.83031,0,10.4373,10.7923,13.1622,13.287,11.7532,13.2424
"C25F9,11",16.5789,17.0016,17.0212,13.9087,16.1613,15.4073,15.437,15.4228
sin-3,10.3304,10.5745,10.6549,11.4573,16.9193,16.6461,17.4238,16.6188
hmp-1,15.6936,15.9511,15.6748,14.8951,13.2991,13.7584,13.0805,13.3786
dhs-3,16.9293,17.0178,16.9637,17.076,18.2615,17.1974,18.1243,17.4547
nra-2,14.8552,14.8643,14.7143,14.6075,14.4125,14.9271,15.7239,14.9251
"CELE_Y37H2A,14",12.9878,15.3516,12.6733,12.9114,13.2445,14.6497,13.8039,11.0589
"CELE_F27E5,7",14.202,14.3069,13.5915,13.7017,15.6336,16.1167,14.4566,14.9204
saps-1,13.7874,14.1373,13.8294,13.7102,15.7251,15.3591,15.0136,15.7338
"CELE_ZK809,8",10.6903,10.8089,10.6608,10.7692,13.0224,13.2431,12.8933,13.3476
"CELE_D1081,7",12.4648,11.7234,12.4018,12.8106,13.0732,13.2231,12.8649,12.6382
aph-2,13.5112,13.799,12.6994,10.3873,13.0647,13.1952,12.7404,13.2218
"CELE_F15B9,10",15.9077,16.0068,15.2947,15.1342,16.6778,17.2347,15.4357,15.4306
"C27A7,5",14.0155,13.9183,13.725,13.1569,14.291,14.4181,12.6798,13.8205
"CELE_F30A10,13",15.7141,16.0662,15.0562,15.0871,13.1104,12.517,12.886,13.2846
"CELE_F30A10,14",17.0158,17.3673,16.8701,16.965,19.0092,18.3654,17.3947,18.6626
"C04H5,7",13.6585,12.0649,11.2556,14.3334,13.8741,14.1481,13.9915,14.8128
"C13B4,1",13.2646,13.4733,12.9649,12.6609,13.8441,14.8129,12.4156,12.998
"CELE_F02E9,10",14.0445,14.1022,13.5843,13.7877,15.0244,15.2558,15.228,15.298
"CELE_R13H4,2",17.4818,17.4529,17.5816,17.8936,16.7394,17.8288,17.4262,17.7185
"CELE_ZK228,4",15.1305,15.0214,14.6808,15.1463,16.5226,16.4706,16.0658,15.9434
"CELE_K02B7,3",16.7497,16.8204,17.4846,16.9009,18.0143,18.138,18.4982,18.3592
nuo-3,14.3175,15.3477,13.7404,13.8527,17.2967,17.5721,17.2238,17.7254
"C44E4,5",13.7961,13.7704,13.5072,14.2131,15.9708,15.0515,15.0122,14.9761
"CELE_F49E2,2",15.7506,15.8411,15.3595,15.399,16.7756,16.5983,16.0999,16.1424
"T07A5,7",12.7322,13.4579,13.3737,12.5896,13.7135,14.0105,13.9004,14.6045
"CELE_T04F8,7",14.5507,14.1832,13.8707,14.2279,16.21,15.8824,15.4572,14.7422
"gpb5;CELE_T23B12,8",10.6472,10.8665,10.5355,10.8043,14.7254,15.7025,13.0426,13.9088
"CELE_F49D11,10",14.4928,14.4135,14.2292,13.837,14.6906,14.9247,15.303,14.7987
oxy-5,18.3476,18.7038,18.2102,18.0355,19.3162,19.4998,18.5043,17.7783
mrg-1,15.6184,15.6705,15.5293,15.9406,16.5053,17.0573,16.5924,16.0781
obr-1,10.6889,10.8552,10.2627,10.8234,13.4602,12.74,13.9437,14.2913
igcm-3,14.7416,14.8516,14.7415,14.6944,13.3174,13.2912,12.7954,13.2015
unc-16,14.1091,12.8403,11.0675,14.4486,15.8483,15.0344,15.3239,15.1594
gpdh-2,17.7812,17.6901,17.8755,18.0597,18.7883,18.8951,19.0463,19.2666
sly-1,14.5229,14.2945,14.5879,14.6917,16.6694,15.5723,15.6174,15.7063
"B0393,9",14.7314,15.2138,14.8086,14.6689,15.8752,15.8129,15.5988,16.0029
cisd-1,17.647,17.6395,17.611,18.0627,19.2043,19.1597,19.143,19.3533
"CELE_F09E8,2",14.2334,14.427,14.5085,14.6907,15.5489,15.5364,15.1719,15.613
lsy-22,14.4334,14.4369,13.9191,13.8471,13.0688,12.8285,11.8535,11.9519
"C24H11,5",11.4489,11.5484,12.4313,12.1009,13.6891,13.9348,13.8979,13.704
"CELE_F10A3,17",15.0389,13.9185,14.444,15.3967,15.8472,16.8581,16.5678,17.309
pnc-1,15.6325,15.5807,14.5562,16.2841,13.3123,13.1974,12.7141,13.0614
"CELE_Y94H6A,12",11.7654,11.467,10.7426,12.1749,12.969,13.1549,12.8098,13.2563
"CELE_F56C9,6",13.4377,13.4021,13.6719,13.9255,12.8536,13.3203,12.5109,13.3574
"CELE_T28D9,4;T28D9,4",12.7624,11.2791,13.2922,14.559,14.6577,13.9103,15.5948,15.5596
"C28G1,5",13.5785,13.6865,13.3766,13.1973,14.2516,14.2197,14.3145,14.7259
gpx-7,14.553,14.6866,14.5368,14.5027,13.9721,13.2056,12.1381,13.205
"CELE_F41D9,2",14.5256,14.0338,14.6757,15.098,15.0944,14.4648,14.7166,14.3982
"CELE_T04F8,8",10.6828,10.6729,10.6384,10.5856,13.1724,13.1355,12.8301,13.1684
"CELE_ZK856,16",14.9627,15.227,14.8815,14.7923,13.0885,12.8471,12.9105,13.3463
"CELE_F23B12,4",12.5011,13.6572,12.0769,11.9466,13.2831,13.0581,12.7333,12.675
"CELE_K09A9,6",14.1828,14.235,13.8004,14.2985,15.3902,15.5796,15.2034,17.2188
"CELE_H14N18,4",12.7542,10.503,10.0652,11.2943,12.8771,13.3032,12.9525,12.8091
"CELE_T12B5,15",10.7187,10.8537,10.7561,10.7805,13.3286,13.0099,12.7709,12.2127
"CELE_Y17G7B,20",12.5087,13.0675,12.3647,12.9599,13.0603,13.1315,12.8896,13.237
"CELE_E01A2,1",12.7222,14.3368,12.7862,13.1676,13.3334,13.2436,12.9994,12.9212
"CELE_T02H6,1",14.338,14.4176,14.0375,14.6654,15.0115,14.9353,14.8286,14.2428
"CELE_Y37E3,11",14.9545,14.8815,14.4403,15.1634,16.6092,17.9941,16.0447,16.7355
"CELE_M03F8,3",12.6373,12.7728,13.2635,12.4136,12.9636,13.2735,11.8559,13.3451
"CELE_F55B12,10",17.7885,17.8613,17.4763,17.4445,16.2389,15.5294,16.2845,16.3225
pptr-2,14.0889,14.3745,14.458,14.3413,14.5079,15.321,15.2421,15.1676
"maph-1,2",15.4855,15.2556,15.1664,16.2439,17.2143,17.006,16.5349,16.9159
"CELE_K09G1,1",12.503,12.7928,12.5071,12.8549,14.747,13.8468,13.5559,14.4582
"B0303,7",15.0195,13.7671,13.8992,13.5717,15.8845,15.959,14.7376,14.5951
"C23H3,3",14.4125,14.8828,14.1226,14.9195,13.3244,12.9985,12.9698,13.0706
"C17C3,1",14.2697,14.9136,14.9156,14.7399,12.2734,12.5553,14.6729,13.454
glna-1,11.6903,11.8876,12.7151,11.2661,14.5978,13.7007,15.7313,15.6276
"CELE_Y61A9LA,11",12.8768,13.579,12.4713,12.7239,13.3422,13.3383,12.5119,13.0764
"CELE_F41E6,5",12.3485,11.746,12.1374,12.811,15.0966,15.2645,14.5464,14.7235
"CELE_T25B2,2",13.9593,14.0549,12.1684,13.2026,14.2653,14.4033,15.0399,13.9912
trpp-1,14.1966,13.8102,13.0076,14.2076,13.2898,13.3296,12.9264,12.8315
tsp-10,11.9547,11.6915,11.2479,12.8032,13.1729,13.3499,12.5215,13.1911
ugt-26,17.0391,17.1149,17.2038,17.303,18.653,18.5742,18.1368,18.7341
"C14H10,3",14.1944,14.0609,14.0414,14.4162,15.0018,15.0883,14.2528,15.0074
"CELE_D1086,10",20.3058,20.4037,18.866,19.4016,21.4035,21.846,20.4638,20.5053
poml-3,15.4793,15.8018,15.1769,15.7905,15.6342,15.8014,14.5952,15.6543
unc-57,16.3516,16.5352,16.1279,16.5634,16.4411,16.4026,16.0007,16.376
szy-20,14.3462,13.377,13.5983,13.0394,15.2969,15.8034,14.747,14.4816
"CELE_T06E4,14",13.1811,11.9316,12.5748,11.4721,13.2903,12.9705,12.9977,13.2881
"CELE_F13G3,10",10.4874,10.4441,10.7908,10.8115,18.0397,18.1535,17.408,17.6479
rmd-2,15.5387,15.5086,15.7668,15.7614,18.4506,18.2276,17.9317,17.9926
smc-3,14.5495,14.7219,14.3965,14.9154,15.6497,15.5603,15.0198,15.061
ntl-2,12.3602,13.7178,13.4293,13.6202,14.1531,14.9312,13.3955,13.898
gcn-1,15.6725,15.6177,15.5372,15.9504,17.0974,17.0294,17.1469,16.8637
urm-1,17.4407,17.5451,17.3815,17.5188,18.6886,18.5994,18.3139,18.5302
nono-1,15.8923,15.3204,15.4278,16.0133,15.7863,15.7696,16.0541,16.3739
atf-7,11.4206,11.4993,11.7524,11.3973,13.0479,13.3191,12.8217,13.3255
vps-26,14.4625,14.7184,14.5022,14.6179,15.8062,15.7659,15.2552,15.9705
ndx-9,14.7556,14.7325,14.5485,14.2404,14.6786,14.7689,14.7314,14.1728
"C14F11,4",16.2462,16.342,15.6062,15.9984,18.3731,18.087,17.6517,17.9118
abts-1,15.6927,15.9798,15.6691,15.652,16.435,16.6692,15.9936,16.3312
"CELE_ZK858,6",14.5591,15.0077,14.8258,14.6235,16.0748,16.0339,15.9059,16.2657
"C41G7,9",17.8841,17.4669,17.7681,19.2821,19.2168,19.2277,18.9312,19.0097
lin-10,13.7745,14.1221,13.4233,14.055,14.3934,14.924,13.867,15.0565
"CELE_M04C9,3",10.709,10.8037,6.92734,10.6387,13.2396,13.2522,12.7353,13.2999
"C31H5,6",12.0558,12.9468,11.6825,11.8066,12.7641,12.6991,12.8345,13.3301
"CELE_ZK355,8",17.4158,18.4069,17.5123,17.8091,13.2528,13.0506,12.9104,13.2479
spds-1,14.5049,14.5959,14.745,14.5714,16.459,17.0795,17.2249,17.2984
nxf-1,14.9664,15.4134,14.6032,15.0184,16.0614,15.7402,15.513,15.7579
"CELE_F38A6,5",12.4255,12.5548,11.9758,12.4527,14.3023,13.9959,14.7307,14.3146
"CELE_T03D8,6",15.372,15.4768,14.5271,15.167,15.7658,16.0048,15.1849,15.9346
ret-1,16.1268,16.2368,16.4849,16.6183,16.7831,16.871,16.327,16.6744
"CELE_D1086,12",13.5078,13.7603,14.5446,14.2997,16.8856,15.063,15.319,16.3479
"CELE_F52C12,6",14.276,14.1875,14.4254,14.2524,15.8496,16.5564,15.7404,16.4978
"CELE_Y40B1A,3",14.3052,14.3194,13.3099,13.5879,13.278,13.0097,13.2703,14.0958
pals-37,16.987,16.0142,16.8703,17.0332,19.1403,19.0501,18.343,18.6617
"CELE_F59A2,2",13.7479,13.8503,13.3662,13.8044,14.0127,14.3277,13.85,14.0404
ptr-24,15.4383,14.7154,16.27,16.6496,14.9313,14.5521,16.1566,15.7469
"CELE_F11C1,5",13.2841,12.3973,12.564,12.7708,14.5944,14.0527,15.5803,14.4041
"CELE_Y43F8B,1",18.3015,18.3566,18.6655,18.8722,19.5497,18.7917,19.1277,19.1939
sam-10,15.1308,15.1961,14.5891,14.389,15.7428,16.1011,14.7689,14.5392
dic-1,17.6041,17.4765,16.2057,17.9149,13.0596,13.0909,12.6313,12.729
unc-68,13.1037,12.3606,12.8478,13.4831,14.5842,13.641,14.8762,13.3203
"CELE_T05H10,4;T05H10,4",12.3184,12.5519,12.6867,12.5039,15.3984,14.7384,16.4751,15.5862
"CELE_M05D6,5",15.7517,16.102,15.9636,15.5923,17.1004,16.2137,16.5914,16.6622
ctg-2,14.3852,14.9278,14.12,14.8157,15.7739,16.0419,15.5322,15.4377
rpl-32,18.5002,18.6006,19.0452,19.0214,19.1864,18.8718,17.7452,17.8529
"CELE_F37H8,3",14.1631,14.2376,14.1067,14.6598,14.0011,13.6884,13.4415,13.9327
clec-146,16.185,15.6193,16.5377,15.7201,12.9768,13.3228,12.6203,12.9436
tnt-3,16.4191,16.4625,16.4014,16.574,17.2886,17.3129,17.0911,17.2268
mlt-11,12.1705,12.1054,11.7895,11.2612,13.1648,12.8799,12.5264,12.747
hrpu-1,10.73,10.6201,10.7656,10.5225,13.3021,13.2611,12.6354,13.1673
kcc-2,13.4525,14.2051,13.2571,13.5816,15.2744,14.0258,14.6775,14.7006
ced-7,14.9484,14.9581,14.0322,14.1898,13.1862,13.0505,12.8184,13.3169
"CELE_F17C8,9",15.3054,15.4023,15.0142,15.1964,15.9902,15.3966,16.3422,15.9277
unc-119,10.6626,10.8183,11.5814,11.5281,13.1908,13.1994,12.6625,12.8687
mrpl-46,15.5308,15.5505,15.1067,15.163,15.0134,16.3072,15.5933,15.305
"CELE_F40G9,5",12.6947,12.9318,12.9895,13.2311,13.2332,13.1095,12.9983,12.5866
"CELE_F40G9,17",13.7504,13.4185,14.8588,13.9028,15.3598,15.4133,15.3645,15.3781
"CELE_Y54G11A,17",13.8892,14.3333,14.048,14.2276,14.6894,14.2249,14.362,14.15
let-767,16.778,16.6699,16.997,17.0083,16.5775,16.7649,18.3217,17.2831
dnj-16,14.6364,14.3376,14.661,14.5521,15.6636,15.6691,15.6098,15.3001
cfim-2,15.2426,15.3696,15.1226,15.0972,15.3136,15.138,15.2581,15.0419
magi-1,12.5842,14.7043,15.8981,13.5192,13.0513,9.35139,17.4675,15.6049
"CELE_F55D12,2",13.3068,13.6881,11.9003,12.7227,12.9781,13.1873,12.9968,13.267
"C39B5,5",13.2922,14.1158,13.0246,14.2569,14.9591,15.0505,14.7967,15.444
"CELE_Y32H12A,2",13.5411,13.8763,13.3985,13.1953,19.9556,19.0843,13.3277,13.6902
smg-3,12.9336,13.8798,13.2852,13.8298,15.1979,15.3812,14.6918,14.7413
"CELE_F56B3,4",17.2554,14.7601,15.7151,17.4288,13.2244,13.2979,13.3149,14.1822
"CELE_Y34B4A,8",10.7131,10.7011,10.778,10.8017,13.311,13.0081,12.8156,13.3359
csn-6,15.1266,15.3705,15.0733,15.1663,15.1432,14.4273,15.3331,14.8001
marg-1,16.7406,16.756,16.8739,17.1931,17.225,17.2099,16.54,16.1382
grsp-2,15.287,15.5176,15.2322,15.6404,15.5925,16.2726,15.6558,15.5108
"CELE_T28C6,7",14.8194,14.5247,14.3254,14.5078,16.1493,16.1083,15.8938,15.8402
"CELE_T20D3,3",13.7877,14.6278,13.5552,13.957,16.5408,15.3045,14.2972,14.7627
"CELE_R102,4;R102,4",14.6254,14.615,14.4959,14.978,16.7357,16.6578,16.2827,16.4239
sao-1,13.8086,14.0753,14.0226,14.81,15.8559,15.5854,15.5723,15.3951
"CELE_D1086,11",17.8208,18.0287,17.8304,18.019,19.914,19.7262,19.5279,19.9075
sqrd-1,15.6033,15.5486,15.2246,15.3331,15.2788,14.738,14.9618,14.9447
nid-1,15.977,16.1891,15.9804,16.2893,16.7787,16.8822,16.5359,16.883
"C41G7,9",16.0214,15.9981,16.0978,15.8266,17.3514,17.418,17.1267,17.2952
