geneName,log2 N2_d15_01,log2 N2_d15_02,log2 N2_d15_03,log2 N2_d15_04,log2 N2_d10_01,log2 N2_d10_02,log2 N2_d10_03,log2 N2_d10_04
mrpl-37,13.7009,14.1347,13.6909,14.1895,15.8206,16.0229,16.0095,16.1857
"mop-25,2",13.7254,14.7474,14.5199,14.5352,13.4866,14.3748,14.3558,15.1736
"CELE_Y53C12B,1",14.7188,14.933,14.7669,14.5607,15.0817,15.5473,16.6959,16.2497
pno-1,13.3993,13.5832,13.4776,13.5058,15.2332,13.5846,14.5001,15.9602
nos-3,15.1399,15.2499,15.3987,15.9872,17.5084,16.9669,17.16,17.8042
"CELE_Y57G11A,4",12.4269,12.0334,12.2712,12.5309,14.4916,13.8579,14.2477,15.1745
"CELE_Y57G11B,5",19.5792,19.4504,19.5244,19.7725,19.6851,19.651,19.5038,20.6855
"Y57G11C,3",15.6702,15.5841,15.5001,16.298,16.4992,16.2384,17.3291,17.0892
coq-3,14.7709,14.8165,15.0955,15.1949,15.341,15.8151,16.1303,16.5456
nuo-3,15.9379,15.0914,15.5304,16.2509,17.378,16.7092,16.8219,17.0917
rps-18,18.8715,18.7914,18.8049,18.8291,19.0494,19.5465,19.5922,20.0542
"CELE_Y7A9A,1",14.3708,13.7159,14.232,13.9465,14.5058,14.2922,13.7446,14.3242
frg-1,13.9036,13.9299,14.2404,14.388,16.3948,14.9752,14.7428,17.056
"CELE_ZK909,3",15.2878,14.9159,14.9663,16.4964,18.498,17.6708,18.7552,19.736
rps-19,18.5799,19.0235,18.661,18.8797,19.928,20.1498,21.112,20.7078
"CELE_F26E4,2",12.4112,11.8707,11.9723,12.4943,14.3893,14.1042,14.2735,14.8486
"CELE_F26E4,6",16.1336,15.0665,16.7175,15.3728,14.5,14.3178,14.2293,14.9864
acs-2,14.5336,12.7133,13.9805,13.557,13.6274,14.5213,14.5216,12.8915
lsm-5,14.9479,13.5072,14.3745,15.6438,11.9908,13.9778,13.5934,14.8266
"C24D10,6",14.1146,19.194,14.7742,14.6674,14.7135,15.5571,15.11,16.5664
perm-4,22.6398,22.4081,22.1771,22.4185,22.2937,21.906,21.9616,22.6867
perm-2,22.5899,22.7165,22.8451,22.4464,22.9011,23.3929,23.2079,23.9092
pas-6,17.333,16.5812,17.2381,17.1304,18.4683,17.6487,17.5851,17.9474
vps-37,14.6851,14.502,14.5327,14.4192,15.3996,14.8933,14.704,15.7491
"CD4,3",14.9854,14.4099,14.627,14.808,15.6042,13.7205,18.365,17.0592
"CELE_F15B10,3",11.3027,11.7013,11.8441,12.7124,14.2938,14.0446,14.4551,14.7206
rfc-2,16.3067,15.5289,14.9496,17.6462,14.485,14.4058,14.3286,14.9054
"CELE_ZC416,6",12.3197,10.2687,11.9884,12.7246,14.4266,14.1122,14.2625,14.5386
"F33D4,4",13.0465,13.4387,13.8283,13.3305,16.218,16.9963,16.4062,18.1212
rme-2,13.1961,12.4875,13.1537,14.6143,13.5116,14.6794,14.7574,15.0616
"CELE_ZK185,3",14.9619,15.9343,16.1605,15.1295,14.4389,14.1916,14.2257,14.2425
"F37C4,5",19.7499,19.7333,20.0929,20.0001,20.3835,19.9422,20.2727,20.5564
kgb-1,15.5417,14.7164,15.021,16.1237,17.3056,16.8916,16.5797,16.8542
"T07A9,8",15.6218,15.0079,14.5783,15.3919,18.2507,17.6985,16.655,17.7968
nog-1,16.8335,16.8509,16.9048,17.1903,17.5705,17.666,17.7148,18.4347
"CELE_T07A9,10",13.0728,13.0481,13.9794,12.3899,14.4007,14.0223,13.9946,14.5746
May-02,20.8675,20.6085,20.891,20.864,22.7019,22.5385,21.8244,22.0103
"B0546,5;CELE_F16D3,6",15.0243,15.4644,14.7389,15.311,13.9256,14.3151,14.2982,14.7581
"C02B10,3",17.1673,17.0247,16.112,16.6981,18.7516,18.0305,19.016,19.7923
"C02B10,4",15.5904,15.5442,15.7036,15.4802,17.1751,17.2407,17.2896,18.0659
snpn-1,15.8411,20.4235,20.4775,16.5303,16.6453,16.3087,16.9104,16.5973
pdhb-1,17.0915,17.4847,17.2141,16.7039,17.8141,18.0076,18.1226,17.4173
grd-10,16.5033,15.5604,15.4971,16.3836,17.6524,17.1377,17.7978,19.1758
hoe-1,16.0249,15.8013,15.4902,16.0505,16.7614,17.1378,16.4185,17.8532
tim-17,12.4791,11.6695,12.3268,12.7657,14.4257,14.2379,14.476,15.0857
rpl-20,17.754,17.596,17.8874,17.3542,18.7338,19.0815,18.8556,19.46
set-9,15.6722,14.9165,15.1425,15.4663,14.3084,14.3986,14.0411,15.1004
fnta-1,15.8644,15.906,15.9113,15.788,17.1665,17.9186,17.5669,17.777
cogc-8,13.6564,12.0784,11.5575,12.7755,14.4579,14.3447,14.3882,14.2537
"CELE_R02D3,1",16.0567,16.8937,16.9382,17.3326,17.3043,17.4387,17.9752,19.0965
"CELE_F42G8,10",17.1777,17.4258,17.0576,17.8788,19.0677,19.6206,19.3935,19.3359
moc-3,14.1121,17.671,16.4686,16.4583,13.9477,14.39,14.2491,15.1703
sph-1,15.168,15.1767,15.1694,15.3122,16.3317,16.3773,16.7937,16.5774
isp-1,19.0782,19.6732,19.999,19.7375,20.4215,19.7816,21.4363,20.8588
"CELE_F56A11,5",14.9722,14.4885,17.1393,14.8436,16.2435,16.7691,17.1259,16.1218
gex-2,14.8612,14.2253,14.6098,14.9176,17.038,16.2533,17.0865,17.2929
acdh-3,17.2942,17.4711,17.3941,17.7899,18.3865,17.9168,17.8723,19.0875
"CELE_K06A5,2",14.4098,14.4823,13.617,15.2494,14.2971,14.4288,14.3605,14.577
alh-5,12.1937,11.9527,12.5756,0,16.426,16.1753,15.413,17.0263
"CELE_T22B11,4",15.8332,14.7512,14.9324,15.175,17.2206,17.1694,16.7901,18.148
lam-1,17.6584,17.3456,17.4148,17.9828,18.7258,18.5282,18.843,19.1897
"CELE_W03F8,4",16.7582,17.076,16.7384,16.1856,19.2847,19.768,18.6246,18.8975
"W03F8,3",12.1933,12.0893,12.2347,12.7287,14.5043,14.0824,14.2611,14.9102
tni-4,15.2067,14.7051,14.9101,15.127,17.5036,17.2197,17.5135,18.5363
"CELE_F48G7,5;CELE_F48G7,8",12.4816,12.0007,12.239,12.6867,13.6132,14.4329,14.0656,15.0949
hacd-1,12.5197,12.1546,12.3041,12.468,14.3026,14.0607,14.4526,13.9755
"CELE_K11D12,7",17.2709,17.0604,16.8879,17.0768,18.285,18.0978,18.343,18.4852
pqn-51,14.1516,14.4439,14.4683,14.5281,14.3746,14.1686,14.4566,14.6563
cyp-35a5,12.2862,11.9373,12.2304,11.848,13.9136,14.2754,14.146,14.5597
cyp-34a8,12.9076,12.4766,13.2481,14.2034,14.2783,14.0727,14.1512,14.8657
nlp-31;nlp-29;nlp-28,13.7544,15.9382,14.92,14.1656,14.3037,14.1755,13.9915,15.1364
"C14C6,6",16.2256,16.7077,16.0495,16.1628,13.9848,14.2149,14.046,14.6697
"C14C6,2",16.8666,17.0821,16.5831,16.2499,16.7567,18.2178,18.514,18.9889
cpn-4,15.8313,17.4619,17.5387,17.6602,17.3839,19.6296,19.6041,19.7217
prp-17,13.159,13.6013,13.8028,14.2823,15.7022,15.6162,15.0561,15.8031
zig-7,15.7339,15.1968,16.2289,15.8534,14.4281,14.4126,14.285,14.9236
"CELE_F54D7,2",17.238,17.1182,17.6245,17.3718,17.4186,17.1949,18.296,16.9522
"CELE_F57B10,8",14.2227,14.4268,13.7965,13.3657,14.5096,14.2593,13.7157,14.3289
"CELE_F57B10,5",16.8539,15.7248,14.4702,13.3464,17.3109,17.6931,17.864,17.5597
bag-1,15.5638,15.808,16.0984,15.6839,17.6897,17.3668,17.3986,17.5942
"CELE_F57B10,4",12.1253,12.0468,12.2542,12.741,14.3847,14.3554,14.4111,15.1437
app-1,16.178,15.8801,16.0788,16.6605,17.2505,16.8622,17.4066,17.7498
"CELE_F33D11,10;CELE_Y65B4A,6",17.2481,17.1768,17.3601,17.5472,17.5808,17.6495,17.9482,18.0541
vpr-1,16.9788,16.59,16.6754,16.6777,16.1275,16.9464,17.286,16.7134
usp-39,15.9185,14.679,14.8228,15.536,17.1987,17.5622,17.4586,17.3255
bath-4,15.1741,16.671,16.0877,15.6181,18.5629,18.854,18.154,18.5784
fgt-1,16.7352,15.8114,16.6196,16.481,17.5601,17.2049,18.2462,17.4584
nep-2,14.4426,11.0849,12.0973,13.6932,16.3171,15.9328,18.271,17.5182
clec-150,13.9932,14.1562,13.6844,13.6382,18.2007,18.3538,18.6807,18.3952
inx-13,17.2068,16.981,17.1804,17.2331,18.5513,18.3986,18.5471,18.538
"CELE_ZK484,3",15.7035,14.9072,15.0268,15.2294,17.3571,17.0566,18.0329,18.6165
haf-9,16.1945,15.6826,15.8145,16.6059,16.9988,17.2206,16.994,18.5772
msrp-2,17.5182,16.9462,18.2234,17.6954,17.2256,17.6289,17.7671,17.8833
pck-1,18.449,18.6884,18.626,18.4182,19.5619,20.0027,19.698,19.4566
"CELE_W10G11,19",12.0831,11.9366,12.326,12.5193,14.3157,14.4247,14.1826,15.0525
"C17F3,1",15.4576,15.338,15.5208,16.656,14.3986,14.1706,14.0816,13.6638
"C34B2,5",18.6213,17.8551,16.9877,14.6027,16.472,16.6418,16.961,17.0526
lonp-1,15.5258,15.6243,15.4568,15.6023,16.5053,16.7617,16.6367,17.718
"C34B2,10",15.768,15.865,15.5307,16.0193,17.7761,17.0978,16.9972,17.8949
sdha-2,16.5843,16.3435,16.2102,16.6873,17.0181,16.8619,16.7939,17.9772
"C34B2,8",16.1726,16.1374,15.7636,16.2968,18.6705,17.8334,17.5255,19.0842
riok-1,14.9181,14.389,14.4705,14.1609,17.2187,16.3893,17.0942,14.1212
"CELE_F56C11,3",15.5342,15.3529,15.19,14.1497,14.3269,14.3779,14.3895,15.047
"CELE_K02F2,5",15.3155,15.1911,16.0451,14.9219,16.5292,17.135,15.9296,17.4234
teg-4,15.4521,15.2457,15.0899,16.0654,16.4849,15.7052,15.5211,16.6289
"CELE_K09H9,8",13.711,13.4742,13.7316,14.3687,15.0294,15.3497,15.3044,15.5324
lpd-6,15.0696,14.8789,15.0894,15.3413,15.7407,16.4089,16.4588,16.8704
"CELE_K09H9,2",12.5107,12.7111,12.1197,12.5296,13.3122,14.3542,14.7798,15.1138
"CELE_K12C11,1",18.0203,18.2983,18.2942,18.5133,19.1598,19.4433,19.4273,20.1075
"CELE_W10C8,5",16.2601,16.3117,16.9457,16.5813,18.2098,17.943,18.0321,18.1717
nol-5,18.1846,17.8996,18.0945,18.2781,19.0166,18.909,19.1579,19.4727
"CELE_W01B11,6",13.5031,13.9867,14.0762,12.3805,13.6548,14.1308,14.4406,14.4286
"C35B1,5",18.6026,18.4872,18.8623,18.9434,18.4475,18.5239,18.6854,19.6981
"C11D2,4",14.6615,12.6103,13.0866,13.9551,16.1899,15.5029,15.3195,16.4995
"CELE_F53H1,3",13.4557,13.8497,14.4577,13.6854,18.9684,19.6021,18.7396,19.1317
"CELE_F53H1,4",13.6386,13.3602,13.8041,14.8792,14.5168,14.0704,13.7071,14.4439
"C17H12,8",14.8842,14.9874,15.1198,15.3175,14.2663,14.2799,13.9916,15.0485
"C17H12,11",16.759,16.1165,16.2427,16.982,18.1004,17.6605,17.9986,18.9928
"C17H12,4",14.4934,15.4418,15.2813,16.0703,15.4372,18.2196,15.9195,15.4272
"C17H12,2",12.5264,11.9615,12.219,12.5865,14.4906,13.4287,14.2538,14.3364
dyci-1,16.0175,15.5104,15.6159,15.7038,16.9487,16.7495,16.3803,17.8665
faah-3,12.5519,12.1583,12.51,12.266,14.2579,14.0541,14.4861,14.5716
"CELE_F57H12,6",15.3286,14.7962,14.8939,14.5814,17.5757,16.5029,16.3529,16.1212
mec-17,13.6145,14.208,14.2763,14.8208,15.5195,15.7071,16.0177,15.7241
ech-5,15.7703,16.2773,16.3098,15.9945,16.309,16.3707,16.2863,17.111
mrpl-2,16.3181,15.0942,15.8563,14.3835,14.8145,16.0811,17.3388,14.5951
"C05D2,8",14.5259,13.9437,14.6279,13.7748,14.2521,14.2658,14.2192,14.5316
"C34H4,1",16.689,15.9746,16.729,16.0981,14.1314,13.5835,14.4328,14.9673
era-1,14.7106,14.3503,13.5579,13.6967,14.4422,14.4316,14.4344,13.9784
dlst-1,17.5042,18.507,17.4019,17.0862,18.5836,19.664,20.1687,17.8906
sna-1,16.5499,15.8653,14.9107,12.9054,13.6145,15.4325,15.2649,15.4613
fbxa-65,14.1441,13.4928,13.858,14.2366,14.1542,14.3991,14.3906,14.4678
folt-2,12.4572,11.2125,9.70741,12.7763,13.933,14.2713,13.4188,14.699
ifc-1,18.1022,18.3805,18.3777,19.0709,18.6616,18.808,18.7568,19.1562
"CELE_K07H8,10",17.4849,17.7909,17.6684,17.7382,18.7379,18.5994,18.0188,18.9774
ads-1,15.3691,15.7141,15.8478,15.9334,16.0456,17.3703,16.2572,18.469
rpl-29,12.5685,11.9331,12.2334,12.699,14.2625,13.776,14.1682,13.9392
"B0513,4",19.8448,20.6411,20.058,19.9823,20.0919,20.2547,18.7118,20.4564
"B0513,5",14.6826,14.1307,17.7764,18.1625,16.5735,16.7901,16.2634,18.5886
"C04H5,1",14.9772,14.4783,15.1005,15.1324,16.1685,16.1532,16.2947,16.9056
mog-4,13.3709,14.1168,14.148,14.1678,14.4801,14.394,13.8039,14.9115
dlat-2,14.5689,15.3252,15.3708,15.1582,15.7045,16.9518,16.6276,17.0689
gly-8,14.9722,15.2496,15.1212,15.5814,14.6683,14.0236,16.4503,15.7917
ddo-1,15.1913,14.8209,14.0544,15.4161,13.8166,14.0969,14.3295,14.7441
"C49A1,10",16.5849,15.1339,16.1014,16.5491,18.1284,16.9738,17.8143,17.9471
"C54E10,6",15.3989,16.4514,16.7209,16.6509,18.5768,18.1719,18.8085,18.9612
tin-13,18.0849,17.4044,17.148,17.6329,19.6701,19.1158,18.9764,19.7987
osm-11,18.4623,18.0469,17.836,18.4449,20.1106,19.1079,19.9198,20.3665
"CELE_F14H3,6",14.9833,14.0633,13.942,14.8885,14.2015,13.629,15.6931,15.2343
"CELE_F17B5,1",15.1843,14.1453,13.5509,15.9948,13.8405,13.7993,13.6473,14.6077
tps-2,15.775,15.3572,15.5156,16.5833,15.7885,16.2223,16.9795,17.9981
mltn-9,12.5773,12.0575,11.9801,12.4473,14.0638,14.3025,14.0393,14.7378
"CELE_F21H7,5",15.3727,15.0355,15.3846,15.8875,16.8589,16.6041,17.1706,18.2815
"CELE_F22B8,7",15.8649,15.534,15.5481,15.4749,16.3396,14.8912,15.4697,17.6741
"CELE_F22G12,4",14.8062,14.5388,13.946,15.4746,16.1301,16.4627,17.0574,17.4339
exl-1,14.2771,15.3916,15.2311,13.7458,15.335,15.1915,14.9327,16.0882
kbp-3,12.452,12.0149,12.5151,12.4142,14.4957,14.1462,13.7454,14.8818
"CELE_F31D4,2",14.0689,13.3953,13.2594,13.8736,15.4519,14.6365,14.9704,16.8308
fkb-6,17.5968,17.9417,17.2864,17.8043,18.5015,18.8323,18.8685,19.0014
mccc-1,16.5547,16.3532,16.6772,16.9618,17.7383,17.7801,17.6838,18.7085
"CELE_F32B6,3",14.7834,13.6288,15.416,15.4185,15.5714,15.2221,13.8681,15.4979
clec-62,15.0728,14.8995,15.3503,13.7688,14.4371,14.2121,14.34,15.0759
clec-65,18.285,17.3912,16.691,18.1458,20.332,19.6094,19.6089,20.2628
clec-63,20.783,20.5135,20.5612,20.8023,22.1987,22.0134,21.6321,22.8675
clec-66,14.0454,13.3888,13.9215,14.0699,14.1715,14.2202,14.3479,14.7983
gst-38,15.6988,15.3057,15.5082,15.547,18.0016,18.0163,18.3184,19.6457
oac-20,12.4371,12.0885,13.3242,12.7188,14.3289,14.2689,14.5022,14.3097
uev-1,17.0648,17.0359,17.3562,17.445,18.6853,18.8511,19.1006,19.5521
"CELE_F39B2,3",14.9073,15.0603,15.6302,15.5587,16.0722,16.555,15.6403,16.6267
rps-26,19.3351,20.2897,19.9838,20.2108,21.3916,22.4472,21.5512,22.6081
dnj-12,16.0975,15.9818,16.0901,16.4373,18.1489,17.8987,18.2147,18.3047
mtx-1,16.0121,16.2943,16.57,16.5169,18.0306,18.4694,18.6507,18.5429
argk-1,15.9281,15.9056,16.1365,16.8601,13.3629,19.1252,18.1295,16.7556
"CELE_F45H10,2",17.976,18.1276,18.0924,18.2522,16.5779,16.2821,16.3423,17.0678
lsy-27,13.5766,12.7967,13.2815,12.5409,14.9879,15.5943,14.8342,16.0288
dro-1,15.0954,14.7047,13.3882,15.2532,14.2978,14.0798,14.1744,15.0465
ife-1,15.7053,15.4814,15.6022,16.0448,15.5954,16.43,15.5983,15.661
acaa-2,17.5086,18.1259,17.7801,17.7418,18.4079,18.5713,18.8059,18.81
nep-17,17.1647,16.9729,17.0072,17.4691,17.8323,17.6928,17.2079,18.2775
cpf-2,15.8836,14.4746,14.7004,15.1295,14.4623,14.0922,14.1068,14.9601
pot-2,12.1686,12.0105,12.1914,12.6776,14.2222,14.168,14.0522,14.5951
"CELE_F57C2,4",16.5774,16.3114,16.0517,16.7889,17.1199,16.5285,17.8008,17.5194
cbd-1,17.553,17.1037,17.1856,18.0042,18.0486,17.9538,18.2149,18.2549
erfa-3,16.5165,17.1245,17.0638,17.3483,17.8379,17.8962,18.0559,18.8908
"CELE_H40L08,1",16.3436,16.1103,17.5703,16.5369,13.7288,14.4109,14.2379,14.2934
"CELE_K10D6,2",12.5097,12.1297,11.9944,12.6762,14.3705,14.3507,14.3329,15.0508
cysl-2,17.4866,16.8956,16.6528,17.5243,18.3745,17.7088,18.0349,18.2183
asah-1,12.3075,12.1635,12.111,12.5896,14.1217,14.4225,13.2096,13.3881
"abhd-11,2",14.9605,15.2906,15.6196,15.5706,14.0727,13.8404,13.3454,15.0614
"CELE_R09B3,2",19.4009,17.879,18.6831,19.209,20.0629,19.4774,18.9112,21.0897
"CELE_R09B3,3",20.3705,21.0761,20.359,20.5655,20.9243,20.2281,20.647,21.0406
nud-2,13.5612,13.5948,14.3545,14.6078,14.0951,14.0968,13.8823,13.772
"CELE_R11H6,2",14.3117,13.651,14.5,14.3387,16.2252,15.4135,15.5884,15.9867
"CELE_R74,8",14.5489,14.7636,16.7771,15.6859,15.9069,16.8443,17.0437,16.8999
pmp-4,12.0872,12.5813,12.8897,12.1234,13.9049,14.1018,13.9844,14.5495
cpl-1,20.0414,19.5858,19.38,20.152,21.6804,21.5424,21.4837,22.0197
"CELE_T06E6,1",14.9127,13.0706,13.6038,13.5566,16.3957,15.9125,15.8976,16.9412
"CELE_T06E6,10",12.1576,12.0437,12.3339,12.7743,14.3306,14.4318,14.2603,14.4006
"T10C6,5",14.2739,15.589,15.5918,16.1112,16.7948,16.5548,16.1083,16.8485
drr-2,16.822,16.7556,16.712,17.6628,19.0494,19.1176,19.1927,19.5711
"CELE_T12D8,5",19.2797,19.2782,19.2584,19.947,20.6035,20.3753,20.9299,20.9361
"CELE_T23G11,7",16.5004,15.8069,15.2841,16.2654,18.6324,16.8281,17.2891,18.9816
act-5,20.2106,19.8459,19.8813,20.1255,21.1781,21.0664,20.5357,20.8184
gyg-2,15.9768,15.9694,15.9492,16.3114,16.497,16.8032,15.8256,16.8139
"CELE_T27E7,1",15.0894,15.0387,16.0059,13.1679,13.9128,14.1924,14.0908,14.5983
"CELE_T27E9,2",18.8642,18.6444,18.3251,19.0983,20.0562,19.6915,20.4349,21.2754
"ant-1,1",20.7959,20.9557,21.3009,20.785,20.63,21.573,21.4302,21.5443
pars-2,13.4522,13.0081,12.9781,13.3412,14.1598,14.3554,14.355,14.0266
"T27F6,6",12.3202,12.1952,12.3744,12.6825,14.101,14.2259,14.3858,14.7766
"W09H1,5",16.1674,16.1094,16.2934,16.0112,15.9427,16.3225,15.5464,15.1684
lec-1,17.681,17.8745,17.898,17.6077,14.3004,13.968,14.1321,14.8569
"Y39E4A,3;bckd-1a",16.8937,16.3314,16.5767,16.5537,17.758,17.2728,17.1632,18.2642
npp-18,15.2971,15.1522,15.1357,15.4376,16.2639,14.2548,16.1411,15.7843
"CELE_Y43F4B,5",16.9135,16.6238,16.6537,17.3805,17.5002,17.7509,17.8213,18.3636
klp-19,15.4322,13.0166,13.7009,15.345,16.8796,16.2176,16.6273,18.6935
"CELE_Y43F4B,7",16.267,15.6044,14.8433,13.8931,14.4512,13.622,13.648,15.0836
"Y45F10C,2;C08F11,12",19.2329,19.2971,18.9369,18.7929,17.9699,18.5465,18.7747,18.1565
"Y45F10C,4",18.4564,17.8974,17.7943,18.4352,16.5389,16.5079,17.0284,14.7575
"CELE_Y45F10D,2",12.4206,12.1532,12.1284,12.6874,14.0847,14.0454,13.4674,15.1332
rpl-18,18.9979,19.0533,19.7442,19.547,20.1362,19.7523,20.3321,20.0289
gly-10,13.5356,13.2398,13.4717,13.6118,14.3781,14.2706,14.2587,15.0679
"CELE_Y45F10D,4",16.6928,17.3812,17.1623,17.521,17.2835,18.3189,18.445,17.9111
csc-1,16.412,15.8898,16.049,16.4035,17.6026,17.3785,16.4282,17.8137
"CELE_Y6E2A,4",12.5801,12.1895,12.3223,12.2593,16.0968,15.331,15.962,17.6901
"CELE_ZK228,3",13.5154,13.7522,15.545,13.7253,14.7299,14.9833,14.1198,15.5837
tep-1,18.1996,18.0246,17.9366,18.5065,18.4881,18.1494,18.0026,19.4773
aqp-11,12.5298,12.0926,12.0853,12.5778,14.5077,14.4184,13.9712,14.949
"CELE_F37C4,6",15.1757,14.2351,14.3229,15.3255,16.8463,16.4199,16.3283,17.6192
"CELE_F15E6,6",13.7089,12.1252,13.9174,13.3506,14.3568,14.9646,14.9499,14.5045
ogdh-1,17.8519,17.9681,17.5994,18.0735,18.4753,18.3825,18.5782,19.8256
gip-1,12.5441,11.8479,12.1394,12.6532,14.1845,14.0267,14.4026,14.9742
"CELE_H17B01,2;CELE_Y51H7C,1",17.0285,16.6383,16.4332,17.2126,15.3487,15.5668,16.1933,15.692
"CELE_K02D7,1",16.4364,16.6821,16.4215,17.2618,18.0544,17.3709,17.7271,17.9608
daf-31,14.8781,14.7124,14.1206,15.5979,17.2899,17.5474,17.3154,16.3873
ctl-1,17.5268,17.3493,17.6168,17.7531,18.516,18.7334,18.5464,18.7837
"CELE_F17E9,5",18.7394,18.4463,18.6213,19.0623,18.0159,17.5897,18.1219,18.4851
"CELE_F17E9,4",19.2846,18.8769,18.9834,19.4924,17.4286,15.6038,17.8024,16.1375
"CELE_F17E9,2",14.2561,14.5766,15.2862,15.4374,14.4257,14.2399,14.2702,15.1586
pqn-59,18.1746,17.7503,17.6153,18.2848,19.2759,18.7662,18.8411,18.6965
"CELE_R119,3",15.5155,14.4183,14.858,15.2063,13.9334,14.4032,14.4811,13.6505
"CELE_R119,2",12.5713,12.1595,9.81194,12.5475,14.0593,14.4436,14.3474,14.9729
rnp-8,12.3292,11.8133,12.0673,12.044,13.9889,14.3097,14.4408,15.0199
"B0205,6",16.0222,16.1836,16.2123,16.2363,17.4276,16.9918,17.4137,18.5689
rpn-10,16.4228,16.9785,16.7802,17.1769,18.8095,17.7417,18.4979,19.4035
"B0205,8",16.0685,15.9618,15.7667,16.4452,17.6079,17.5295,17.1828,17.6299
"B0205,10",15.3422,12.3008,15.297,14.5749,14.4578,14.2459,14.409,14.9104
"F37F2,2",14.9476,16.0975,15.2351,14.5327,14.3832,13.7479,13.5898,14.9119
inx-15,15.7289,15.7231,15.1597,15.7248,16.8198,17.4073,17.3106,17.6957
inx-16,15.2202,15.0285,15.157,15.0618,16.0033,15.603,14.1,13.5386
inx-17,14.8839,14.004,13.8678,14.1397,16.3093,15.9793,16.0879,17.6475
"R12E2,11",15.7527,15.3193,15.8004,15.8446,15.9093,16.8484,16.0518,15.9372
mrps-6,13.7465,12.9478,12.507,12.8255,15.9387,14.8258,14.927,16.2454
rpn-8,16.7703,16.6631,16.7417,16.5783,17.4899,17.3278,17.7843,17.8768
"CELE_R12E2,13",16.489,16.2746,16.8647,16.7804,17.3441,16.9802,17.2105,17.2442
"CELE_H11E01,3",14.7143,14.115,14.3955,14.6515,16.4649,16.3587,16.4154,17.1566
"B0511,6",17.4996,19.0853,18.4163,18.9551,18.5587,19.2446,19.1578,20.1564
mrps-30,13.268,13.3291,13.4182,13.608,14.2602,14.3169,14.3996,14.9298
"eif-3,E",16.9353,16.9451,16.9098,17.4069,17.3111,16.4584,16.7017,16.646
grl-20,13.89,13.5778,14.525,14.8853,14.3324,14.229,14.2723,14.4207
prmt-6,14.3943,14.315,14.1859,14.0527,12.5873,15.7645,15.8445,14.1686
chd-7,18.075,17.16,17.2801,17.2656,16.4295,16.7848,17.2154,18.2274
"CELE_K03E5,2",18.1425,18.5755,18.6046,18.5538,20.3192,20.5941,20.6969,21.3471
"T26C12,1",14.6603,14.5857,14.8382,15.0877,15.4461,15.3649,14.7914,13.5813
arx-7,15.6522,15.555,15.9593,15.9352,16.2482,17.2068,16.2932,17.2456
dod-19,18.1281,18.4524,18.6103,18.9465,17.9377,18.6349,18.382,18.2014
"CELE_F59B1,2",19.9722,19.4873,18.2068,20.1882,19.6087,19.4027,19.6402,19.7661
"CELE_F59B1,8",16.271,16.0956,15.7976,15.7473,14.8527,14.7728,15.5888,16.5813
"CELE_K10C9,3",15.6121,15.768,15.6726,16.3194,17.2978,16.8344,15.7532,17.2953
lin-40,15.4494,15.4154,15.7461,15.3365,16.3712,15.9107,15.8392,16.9095
ergo-1,14.3068,15.4375,15.8281,15.0088,17.5576,16.3649,16.6876,17.9455
ife-3,17.521,17.4255,17.469,17.7304,19.2572,19.667,19.4331,19.0869
let-413,15.8167,12.4532,15.0021,15.2028,14.4277,14.345,14.2722,15.1164
ttr-47,17.8777,16.9665,17.0705,17.5135,14.1253,14.4352,14.3619,14.1475
unc-23,14.7339,15.3201,15.3141,15.5358,17.6126,18.2081,18.2465,18.9499
mut-16,12.5818,12.1072,12.2306,12.6734,14.1995,13.9777,14.1749,15.0941
clec-222,15.4272,14.7944,14.4966,14.3521,14.4113,13.4892,14.4632,15.0157
ule-4,21.1313,21.0865,20.8409,20.8077,19.25,18.7031,20.1637,20.6716
"C09F9,2",12.2432,12.1456,12.314,12.7705,14.2232,14.2332,14.2185,14.9725
"C25F9,4",12.4114,12.074,13.0488,11.9067,13.6001,13.3183,14.2288,15.1104
fipr-22,14.4018,14.8322,13.3829,14.1922,14.2304,13.8914,14.0986,15.1655
pbs-2,17.7054,18.1402,17.9489,17.8728,17.4503,17.6849,18.0315,18.4565
prx-11,12.0768,12.1704,12.189,12.2234,12.9576,13.9163,14.031,15.0093
eif-6,20.2737,19.6475,19.4092,19.1642,21.1881,21.4494,21.3311,21.6886
gale-1,18.9359,20.2036,20.4189,20.2965,20.4889,21.669,21.0682,21.4097
gcsh-1,16.3365,15.5506,16.2427,16.4797,17.3051,17.613,17.8589,17.0447
"CELE_D1086,7",15.0414,14.1708,14.0439,14.9523,15.206,14.5211,15.3296,16.1711
inx-14,14.3999,13.5639,14.3497,13.9794,14.3165,14.2815,13.4173,14.9322
"acox-1,2",14.1158,14.8376,14.4245,13.7932,14.439,13.7981,14.1759,15.1556
"acox-1,1",16.045,15.6547,15.4923,15.5028,17.8064,17.2028,17.4605,18.0402
"F09B12,3",17.6436,17.9153,18.1249,18.1634,18.9928,17.8086,18.7878,18.7255
aly-2,16.089,15.1152,16.4616,17.1937,17.8998,17.944,18.202,18.3789
psf-2,12.9911,13.2251,13.0624,13.8001,14.1937,14.4215,14.3687,15.045
"CELE_F32A11,1",17.2706,17.6202,17.7326,17.7347,18.3769,18.6101,18.5708,19.1806
"CELE_F32H5,3",14.8127,14.4067,14.3565,14.7665,15.9192,15.5265,17.1595,16.3073
