geneName,log2 daf2_d15_01,log2 daf2_d15_02,log2 daf2_d15_03,log2 daf2_d15_04,log2 daf2_d1_01,log2 daf2_d1_02,log2 daf2_d1_03,log2 daf2_d1_04
dre-1,15.8318,15.248,16.804,17.2428,17.5411,16.747,16.9177,17.0942
gck-1,15.9486,16.6889,15.6395,15.4748,14.3503,14.2965,14.0295,14.1474
gly-7,13.241,14.1866,15.5177,11.1818,15.2911,13.9644,14.1441,13.7363
"CELE_F40A3,3;F40A3,3",18.6079,18.7012,18.5758,18.6198,18.5411,18.4763,18.5505,18.2987
"CELE_Y50D4B,4",14.152,14.1712,13.9178,13.872,14.9002,14.9816,14.9892,14.9089
cdf-1,11.5121,12.0259,11.6543,12.0479,10.9376,10.6472,10.7921,10.746
unc-34,14.846,15.3107,14.6993,14.6516,16.7764,16.3451,13.3088,15.1487
tbh-1,17.7529,17.8255,17.6134,17.8,15.3663,15.3492,15.5883,15.0892
lev-11,22.0097,20.8857,21.353,21.3849,21.7474,22.1143,22.0065,21.4276
imp-3,14.8424,15.6232,15.2432,9.27069,13.3818,13.1706,12.9138,13.224
prdx-2,21.5481,21.431,21.9352,21.9874,21.9418,21.7497,21.7763,21.7001
jhdm-1,14.3262,14.4487,14.2435,14.1746,14.5113,14.5323,14.7196,14.1443
mrck-1,12.2878,11.9467,11.7135,11.4571,13.0162,11.8051,12.8231,12.0398
nhr-86,11.8844,12.058,10.8493,11.4062,11.6752,10.9989,11.4704,11.1694
aat-3,12.7838,14.2457,13.8184,11.8336,13.6455,13.2998,12.6054,12.8474
"CELE_M02H5,8",17.177,17.306,17.2586,17.621,18.0799,17.9544,17.8609,17.9541
"CELE_T08B1,1",14.5049,14.2596,14.5014,15.4723,14.2979,14.5233,14.602,14.4496
lipl-5,13.65,11.7346,11.3934,10.8491,13.2047,13.1923,13.5453,12.7198
fln-2,16.8634,16.9329,16.9231,17.082,16.3382,16.225,16.1405,15.8562
"C14C6,5",17.1087,16.9448,16.2745,16.4609,14.6652,14.5774,14.5304,14.5023
"CELE_T08B1,1",11.1797,0,11.7027,11.9444,10.9633,10.7178,10.801,10.7331
zig-11,11.6281,11.721,12.6924,12.1074,13.1376,12.9935,13.2651,12.7266
ilys-5,12.4012,13.0067,12.079,12.7615,14.6293,13.7522,14.0625,13.9497
irg-3,16.969,17.1551,16.6583,16.6533,12.9895,13.6276,13.4423,13.8067
tns-1,15.548,15.909,14.9418,15.2816,15.3917,15.3103,15.3597,15.1448
ubr-4,12.8848,11.3349,11.9022,11.0724,12.9748,12.0796,11.9757,12.4436
ccar-1,14.3554,14.8698,15.2589,15.5152,15.1967,14.7468,14.4661,15.0081
ulp-2,10.3791,12.9526,13.9639,12.0798,13.0999,13.0408,13.1241,12.4987
"CELE_T23F4,2",15.6695,15.2273,15.0333,15.8729,14.0388,12.8363,13.8535,13.3663
sago-1,14.2199,14.5321,13.2238,13.2607,13.6706,13.845,13.8241,15.3813
sago-2,14.5608,13.9,15.9433,15.3709,12.7837,12.9861,13.3497,13.2385
"CELE_K02C4,3;CELE_K02C4,3;CELE_K02C4,3;K02C4,3",11.9446,14.1103,12.5545,11.976,13.075,11.9628,11.6702,11.7729
daf-4,14.2522,14.2834,15.2578,15.1575,14.1946,13.8292,14.0122,13.5697
hpo-3,12.1904,11.6131,12.4417,12.0958,10.9269,10.6138,10.7563,10.5418
acs-22,14.8595,14.4487,14.6613,15.687,14.9708,15.4404,14.7526,14.8316
tag-10,14.9965,15.5489,15.1183,15.4392,15.7694,15.8648,15.5982,15.5687
imb-2,13.7875,14.0472,14.1074,13.9659,13.2929,13.1286,13.3316,13.5981
brf-1,12.2141,11.9291,11.7245,12.0408,12.7211,11.6758,12.478,12.8654
"CELE_W09B6,4",10.7789,10.776,11.2011,10.8951,13.5935,13.3194,13.3481,12.9404
irg-7,18.2469,18.4921,18.0862,18.343,18.0058,17.6724,17.7368,17.5448
"CELE_F27B10,1",14.1769,14.1706,13.6974,13.3656,12.2768,12.5617,12.0353,11.7352
"CELE_T22F3,3",12.2741,11.8514,11.6321,11.9399,13.3505,12.5887,12.4551,11.8211
die-1,14.1267,14.1581,13.718,14.0143,14.5519,14.54,14.5911,15.048
dhs-11,15.2906,15.2906,14.9485,15.2859,15.8107,15.5416,15.5062,15.8157
tbc-14,14.6701,15.3405,14.7615,15.7224,14.7813,14.4442,14.3378,13.9264
cyp-34a6,15.7529,15.3083,15.6958,16.429,15.1085,14.0355,14.4946,14.391
fipp-1,15.4699,14.4148,15.4962,14.9293,14.3778,14.7669,14.1293,14.376
unc-132,14.0168,15.8241,14.2198,14.1418,13.7506,13.6741,13.4341,13.9941
cdh-4,15.6143,15.803,15.3881,15.7427,14.9862,13.8023,14.4912,14.11
ajm-1,11.9171,12.2049,12.2413,12.078,10.969,11.3314,10.6331,10.8396
"CELE_ZC412,3",18.7993,19.158,18.5913,18.9076,17.4613,17.1581,17.2477,17.3517
farl-11,11.6659,11.9376,11.7363,11.9968,11.582,10.7392,10.7965,10.1852
let-711,14.317,14.6147,14.2337,13.9844,13.8113,13.8712,13.8529,14.8605
"C40H1,7",12.0296,11.8316,11.6299,11.6139,14.1071,14.3282,14.2221,14.2521
spat-2,15.4036,15.1741,15.4845,14.2731,14.9535,14.736,14.9911,15.1045
aakg-1,13.3827,13.5771,12.9542,11.7949,14.6878,13.5791,13.241,13.2334
grl-23,15.0814,15.9583,15.9012,14.9412,14.9117,15.0563,15.2123,14.7075
spat-2,13.5757,0,12.8483,12.9887,13.7267,13.3403,13.5444,13.8469
"CELE_Y55F3BR,6",12.277,11.8445,11.4988,11.9791,13.717,12.9555,13.6063,13.3982
vab-10,18.6546,18.747,18.9479,19.3414,18.3724,17.8631,17.8451,17.2892
"eif-3,l;eif-3,L",16.776,16.9279,16.7213,17.0443,16.4586,16.0264,15.6961,15.7429
"npp-25;npp-25;npp-25;Y37D8A,17",14.7991,13.8354,15.6027,14.8009,16.394,15.6656,15.679,16.0636
cnt-1,12.3188,12.009,11.6344,12.0701,11.0077,9.82459,10.7234,10.8321
"C26G2,2",12.1931,12.02,12.5006,11.8892,11.0941,10.412,10.7817,10.0716
"CELE_F43B10,1",12.2988,12.0911,11.7374,12.0829,12.6899,12.8133,13.1171,12.7559
ubc-15,15.4607,14.5094,15.3042,16.102,14.2381,13.6658,13.5398,13.3294
"CELE_Y55F3BR,10",12.2833,11.8588,11.4381,11.8065,13.0579,14.0221,14.0326,13.3238
"CELE_Y38F2AR,12",14.2153,14.5405,14.2648,14.7663,13.9064,13.565,14.0213,13.8973
ttr-42,18.4719,18.5188,18.6231,18.8389,16.8632,16.7681,16.7713,17.2911
"CELE_H29C22,1",17.4455,18.0514,18.6233,18.8419,16.3388,15.9727,16.5541,16.7209
"CELE_F07G6,10",12.3149,12.0044,11.7213,12.0181,15.3754,17.584,13.229,15.8757
ttr-34,17.5609,17.4753,17.0124,16.7951,14.9816,14.0183,15.2852,14.3963
"CELE_Y49E10,29",12.606,12.878,12.2253,12.7557,11.0338,10.7375,10.656,10.8375
cnnm-1,15.029,14.6224,13.6074,13.6828,12.9483,12.6948,12.6783,12.9225
col-138,16.6624,16.6246,18.0332,17.0774,15.7824,15.0739,14.6229,14.6624
oac-59,12.2956,11.8041,11.475,11.9343,11.0661,10.8012,10.3498,10.7525
"C42C1,8",13.5636,12.2958,13.6018,14.0679,12.6456,12.9428,12.7097,12.9055
"C42C1,11;AP-1",15.5672,15.6467,15.3658,15.2903,14.6765,14.3188,14.3926,14.3582
rpl-34,17.512,17.0712,17.28,17.8638,19.5652,19.4955,19.399,19.6166
erl-1,14.8115,15.3765,14.7938,14.8954,14.4387,14.419,14.2626,14.5015
tag-335,14.6081,14.7759,14.6536,14.6401,13.9153,13.5012,13.6391,13.7501
fbxa-6,12.2935,12.0843,11.7668,11.9464,14.1002,13.482,14.2028,14.0387
"CELE_cTel55X,1",15.3395,15.1347,15.7461,15.1258,14.2225,14.3629,14.544,14.6483
"C44C10,9",14.5494,14.6214,13.5333,14.217,15.1902,14.5167,15.212,14.454
"CELE_F14D7,12",12.105,12.051,11.7079,12.1104,12.9113,12.0042,12.782,12.9307
"CELE_D1086,17",12.2267,11.5243,11.189,12.0329,11.0698,10.7264,10.7121,10.7648
"CELE_W06G6,15;CELE_Y70C5B,2",14.4207,13.799,14.3348,14.2994,12.7203,12.6388,12.7956,11.736
"CELE_Y71F9AR,4",13.8391,13.9435,13.2652,12.8191,13.1601,13.6086,12.8662,13.4453
"CELE_Y47G6A,33",17.2311,16.5109,18.7434,17.6686,15.6256,15.8359,15.3576,15.225
"CELE_ZK813,7",18.5853,17.9223,18.8035,18.8608,17.8415,17.9864,17.8462,17.6544
"CELE_T28A11,2",18.5305,18.4795,18.2691,18.7642,14.0736,13.6944,13.9573,14.3946
guk-1,16.2173,16.4049,16.3813,16.8139,16.5998,16.5146,16.4876,16.1897
"CELE_Y53C10A,6",12.2577,11.7809,11.7758,11.8512,10.9374,10.7436,10.7154,10.7589
"CELE_Y48C3A,18",11.3154,11.9978,11.6782,11.8088,11.0432,10.599,10.7511,10.7269
"CELE_Y39B6A,3",13.6777,14.5074,13.2002,12.8784,14.1434,14.1578,14.2195,14.6301
dab-1,14.6595,15.1608,14.8982,15.1911,14.1256,14.4991,14.5643,14.6989
"CELE_F25H8,1",14.3939,12.651,13.7199,14.0018,13.3366,11.8957,12.4142,12.8967
swsn-9,14.8536,15.5236,14.7472,15.1124,13.474,13.4911,13.3346,13.9429
"CELE_ZC434,7",13.8901,14.4191,13.8698,13.8172,13.552,13.8637,13.7331,13.7471
rad-50,11.9391,11.6458,11.429,12.101,10.9721,10.6103,10.7281,10.8314
"C25F9,11",16.2772,16.1224,16.2639,16.5886,13.4741,13.3233,13.2217,13.7609
sin-3,12.2229,11.8124,11.7175,11.7053,13.187,11.6217,15.2142,13.0748
hmp-1,17.3748,13.4242,18.5821,17.4359,15.0707,16.247,16.4734,14.7152
dhs-3,16.9128,16.6235,16.857,17.0926,16.9409,16.7647,16.7677,16.7128
nra-2,14.8733,14.8367,14.5416,14.6556,14.7414,14.776,14.5038,14.5177
"CELE_Y37H2A,14",11.7999,11.6419,11.7698,11.7881,12.7057,12.8296,12.8398,12.2515
"CELE_F27E5,7",14.4255,14.2048,14.1811,14.5446,13.6331,13.4758,12.3074,13.6437
saps-1,14.9972,14.5366,14.3054,15.2929,14.3216,13.8438,13.6291,13.6957
"CELE_ZK809,8",12.2053,12.4081,11.6583,11.705,13.1543,12.576,12.2292,12.4502
"CELE_D1081,7",12.2964,11.7691,11.7578,11.9621,13.252,12.1051,12.8852,12.5483
aph-2,12.5345,14.8785,12.7149,13.0568,13.3522,12.0507,10.9389,13.0104
"CELE_F15B9,10",15.3191,15.6358,14.5398,14.6891,14.1555,14.3339,14.627,14.3633
"C27A7,5",14.3292,14.0998,15.1131,14.8261,12.4841,12.9282,12.6733,13.0203
"CELE_F30A10,13",15.6714,15.8957,15.0674,15.243,13.9482,13.6368,13.5306,13.0255
"CELE_F30A10,14",17.894,18.0955,16.8228,16.9758,13.8644,13.9001,13.7352,14.0697
"C04H5,7",13.642,14.4742,13.2415,14.477,12.201,12.6418,12.621,12.8181
"C13B4,1",12.243,11.7716,11.5276,11.9632,13.2131,12.9238,12.6891,13.3037
"CELE_F02E9,10",15.5466,14.894,14.7668,15.0814,13.7785,13.9841,13.231,14.028
"CELE_R13H4,2",16.9431,16.8232,17.2015,17.5917,13.4987,13.3026,15.2309,13.162
"CELE_ZK228,4",15.5987,15.7233,14.8575,15.5995,13.3276,12.8095,13.3328,13.4258
"CELE_K02B7,3",18.2381,18.2884,18.3855,18.4874,15.3166,15.5945,15.5352,15.5535
nuo-3,15.2404,13.5892,11.8615,13.1784,14.9476,14.6438,13.794,14.5605
"C44E4,5",14.7417,12.2599,14.0417,14.0236,12.2093,12.8376,12.8926,12.3777
"CELE_F49E2,2",15.3063,16.9573,14.8622,15.3846,14.9962,14.738,14.7141,14.4689
"T07A5,7",12.2225,12.0746,11.6707,12.0115,15.466,14.5943,14.839,14.029
"CELE_T04F8,7",12.31,12.0494,11.1482,12.0599,13.8782,13.4211,13.6128,13.867
"gpb5;CELE_T23B12,8",12.1924,11.9816,11.7117,11.8277,10.7624,10.419,10.6895,10.3945
"CELE_F49D11,10",15.1597,15.9936,14.0412,14.3802,13.9478,14.2657,14.24,14.3678
oxy-5,18.8682,19.045,18.3888,18.6401,17.4948,17.2857,17.2052,17.9088
mrg-1,15.761,15.9089,15.318,15.997,15.3223,15.1584,15.1985,15.1915
obr-1,12.0463,11.7881,11.7664,12.0141,11.0492,10.7062,10.6238,10.5307
igcm-3,17.0974,16.8359,16.4565,17.2569,13.7174,13.5886,13.2598,12.9549
unc-16,15.6545,15.8766,15.9252,16.2674,13.1145,12.9692,12.7061,12.6746
gpdh-2,17.8342,17.9706,18.0276,18.2294,18.0555,17.834,18.2106,17.7454
sly-1,15.412,15.6111,14.7516,15.7376,14.0864,14.436,14.2718,14.3005
"B0393,9",16.3979,16.3768,17.4094,16.9925,15.2155,15.1101,14.9456,14.9085
cisd-1,18.2306,18.212,18.2512,18.6388,18.6432,18.2269,18.4732,17.9192
"CELE_F09E8,2",14.6566,14.8952,14.5585,14.8311,14.1795,13.7306,13.9281,14.3406
lsy-22,14.9535,15.33,14.9693,15.1808,14.3953,14.0322,13.9197,14.0495
"C24H11,5",11.9435,11.9813,10.6591,11.9359,13.644,13.6715,13.4762,12.9892
"CELE_F10A3,17",15.0074,14.6477,15.7478,15.0624,14.9793,14.781,14.7792,14.5743
pnc-1,16.5728,17.1803,16.5096,17.0049,14.695,14.4949,13.4953,14.2289
"CELE_Y94H6A,12",12.1622,12.0831,11.7787,11.7468,10.8975,10.7117,10.6244,10.6808
"CELE_F56C9,6",14.2642,15.1898,13.9804,14.7164,14.7381,14.876,15.3822,14.5868
"CELE_T28D9,4;T28D9,4",14.5191,13.828,14.8666,14.1217,14.4001,14.347,14.2851,14.17
"C28G1,5",13.304,13.5934,14.0243,13.436,13.9695,13.779,14.0849,14.4343
gpx-7,16.7116,17.7945,17.0093,17.2227,13.5858,13.5105,13.5996,13.4334
"CELE_F41D9,2",14.0738,13.4048,14.3071,14.3769,15.1638,14.78,14.9172,14.4964
"CELE_T04F8,8",15.7203,14.5106,13.8264,14.9833,16.3995,16.2506,15.8983,15.5812
"CELE_ZK856,16",15.8281,16.0929,15.7194,16.7241,14.6105,13.9262,14.3213,15.032
"CELE_F23B12,4",12.2955,11.9865,11.5129,11.9302,15.0211,14.3646,14.8787,14.5395
"CELE_K09A9,6",15.9261,15.8466,16.434,15.8211,13.1505,13.7095,13.5203,13.456
"CELE_H14N18,4",13.984,14.4645,14.5739,13.874,11.1903,12.5758,12.2474,12.8934
"CELE_T12B5,15",14.5042,15.3782,14.5013,15.3233,12.7115,13.5679,13.0404,14.2705
"CELE_Y17G7B,20",12.2937,11.58,11.7251,11.8351,12.9785,12.9381,12.4669,13.1314
"CELE_E01A2,1",14.2146,13.1544,14.5077,14.4678,14.022,14.0249,13.6116,13.3781
"CELE_T02H6,1",13.995,13.5158,12.9306,13.2305,14.1397,13.6495,13.7438,13.6861
"CELE_Y37E3,11",17.0325,15.6411,17.5124,17.3968,15.3855,15.4338,15.3519,15.6178
"CELE_M03F8,3",12.9999,12.141,13.1681,12.821,13.5188,13.5085,13.326,12.9378
"CELE_F55B12,10",17.7188,17.518,17.4603,17.5216,16.3103,15.348,16.0219,16.001
pptr-2,13.7278,14.827,14.7624,14.6,14.5366,14.4084,14.2659,14.2909
"maph-1,2",16.0029,16.0209,15.5035,15.813,15.2624,15.2391,15.3012,15.3769
"CELE_K09G1,1",12.4381,13.3186,13.4707,13.236,13.5487,13.4959,13.4155,12.2788
"B0303,7",14.6689,14.7456,14.2943,15.8741,13.6323,13.1551,13.6418,12.5017
"C23H3,3",14.4044,13.9259,13.3902,13.7133,13.386,13.8413,13.6312,14.1013
"C17C3,1",14.7081,15.7549,14.512,15.0412,13.9212,13.7297,14.0825,14.0016
glna-1,9.77481,11.9945,11.7347,11.8205,14.3243,13.4045,13.541,14.4802
"CELE_Y61A9LA,11",11.8056,11.9138,11.7407,12.0543,12.3233,12.5652,10.562,12.513
"CELE_F41E6,5",16.7119,15.975,15.1193,16.0961,13.5182,14.1879,13.5641,13.3849
"CELE_T25B2,2",14.3402,16.1052,13.7766,14.4037,14.3139,14.0676,13.384,13.8438
trpp-1,12.0734,12.0534,11.7527,11.7332,11.5468,12.0543,12.109,12.0444
tsp-10,11.9673,11.9419,11.765,12.0534,11.0296,10.5724,10.9716,10.8374
ugt-26,16.7255,16.8912,16.9778,16.6827,14.2374,14.4072,14.2201,14.3813
"C14H10,3",13.7459,13.5908,13.8251,13.7747,14.5629,14.0832,14.3098,14.0185
"CELE_D1086,10",22.568,22.2263,20.6158,21.3815,19.0606,18.6365,18.5932,17.9868
poml-3,14.8705,15.7066,15.1552,14.8473,15.0236,14.8729,15.2785,14.8224
unc-57,16.5005,16.6488,16.2658,16.1537,15.8508,15.5103,15.6409,15.7983
szy-20,14.1406,15.1518,14.6364,14.3952,14.7523,14.5845,14.966,14.3452
"CELE_T06E4,14",12.2209,12.0471,11.7263,12.0835,13.6381,11.9806,12.187,12.5953
"CELE_F13G3,10",12.2769,12.0666,11.4002,12.012,11.0535,10.654,10.7677,10.7712
rmd-2,15.9483,15.8675,16.1066,16.2368,17.048,16.6238,16.6206,16.4927
smc-3,14.0905,14.8382,14.3363,16.7001,14.1992,14.0961,14.3852,14.2033
ntl-2,13.1325,13.5858,13.1848,13.1494,14.3545,13.5404,13.7936,14.1143
gcn-1,15.3476,15.2937,15.6422,15.8263,15.9975,15.9046,15.9043,16.004
urm-1,17.1774,18.0315,17.2854,18.3447,16.5223,16.365,16.2912,16.2962
nono-1,15.1702,14.8948,15.4025,15.4066,16.0672,15.7803,15.941,15.8021
atf-7,12.2061,10.1152,10.7511,12.0843,12.1542,11.5851,12.4554,11.7655
vps-26,14.858,15.0131,15.2171,15.5669,14.0937,13.8686,13.8968,14.1038
ndx-9,13.7658,14.0527,14.4328,14.3923,14.7006,14.5652,14.6398,14.4495
"C14F11,4",16.6404,16.7444,16.0033,16.341,16.2963,16.124,16.1602,16.1137
abts-1,14.3159,15.2395,14.536,15.2902,14.9569,15.1018,14.9727,15.2814
"CELE_ZK858,6",15.0086,15.2149,15.0919,14.681,14.5469,14.8052,15.0242,15.1452
"C41G7,9",17.9674,17.0747,18.113,18.2647,18.0534,17.7467,18.1292,17.5874
lin-10,13.6872,14.0007,13.1014,12.8084,13.1888,13.3974,13.6139,13.3455
"CELE_M04C9,3",12.2473,11.5909,11.7042,12.0789,13.6648,14.3612,13.743,12.9402
"C31H5,6",11.8124,11.8665,11.7558,12.0602,15.0567,14.0759,13.9081,13.3779
"CELE_ZK355,8",19.0571,19.1291,19.3324,19.3871,17.1943,17.1733,17.1351,17.1767
spds-1,14.0927,13.9812,14.5702,14.689,14.9413,15.2559,14.8876,14.0936
nxf-1,15.4755,15.8147,14.5494,15.1629,14.9338,14.4403,14.5966,14.5602
"CELE_F38A6,5",12.1775,11.8283,11.3341,11.947,12.4959,12.6887,13.2726,12.5096
"CELE_T03D8,6",15.5542,15.4394,15.0181,15.0947,14.7634,14.6414,14.6748,14.5718
ret-1,17.2402,14.9625,16.9881,17.0609,16.2783,16.0695,16.1009,15.9884
"CELE_D1086,12",15.1331,14.8652,15.6108,15.7044,14.0207,13.4326,13.0335,12.7755
"CELE_F52C12,6",13.8997,14.902,14.2135,15.2657,13.4759,13.3975,13.8272,13.4996
"CELE_Y40B1A,3",14.9339,14.8026,14.2711,14.5763,13.3224,13.3233,13.1558,13.9415
pals-37,18.5081,18.1757,18.2629,18.3821,16.7302,16.1097,16.1813,15.5322
"CELE_F59A2,2",14.7399,14.3949,14.5822,14.7969,14.2548,13.7749,14.2605,14.4148
ptr-24,15.8473,15.4508,16.5064,16.4586,16.4546,15.2917,16.1591,16.3991
"CELE_F11C1,5",14.9744,12.9853,11.7292,11.1246,13.5519,13.1656,12.7553,13.242
"CELE_Y43F8B,1",19.2706,19.4666,19.5263,19.6806,18.3606,17.8679,17.8961,17.7207
sam-10,14.8285,14.3867,13.7602,15.1108,12.5398,12.7169,12.7857,12.5558
dic-1,18.3925,18.7416,18.8066,18.7175,18.0828,17.6037,18.0075,17.787
unc-68,10.8252,10.2688,11.9091,12.1162,13.3129,12.6644,13.2767,13.1083
"CELE_T05H10,4;T05H10,4",13.3531,11.8929,14.2782,13.8098,14.9103,15.3823,15.2194,15.5609
"CELE_M05D6,5",16.4771,16.3563,16.4808,16.4589,15.9185,16.0734,16.0548,15.9746
ctg-2,14.6681,14.9702,15.0556,14.9742,14.406,14.3978,14.8199,13.9477
rpl-32,18.05,18.1982,18.297,18.2902,20.4185,20.3278,20.4358,20.2701
"CELE_F37H8,3",13.7809,13.1192,14.92,14.9638,13.9035,14.6082,13.983,13.7726
clec-146,15.6902,15.5246,15.8598,15.8705,15.0847,15.1447,14.4015,14.9989
tnt-3,16.6045,16.6623,16.2472,16.657,16.4588,16.2426,16.2004,16.2984
mlt-11,14.5535,9.62702,11.1504,11.7021,13.0696,12.8837,13.1357,13.3025
hrpu-1,14.4662,14.6331,13.2404,14.411,11.9291,14.4872,13.1592,12.62
kcc-2,13.2126,13.3637,13.8645,15.0998,14.2145,13.8797,14.5963,14.0579
ced-7,11.9805,11.9369,11.5771,11.9576,13.8636,13.1838,13.2636,12.4758
"CELE_F17C8,9",15.289,15.298,15.1402,14.886,14.9144,14.576,14.6614,14.7743
unc-119,12.1669,12.0411,11.3091,12.0876,13.7482,13.8337,14.2917,13.2776
mrpl-46,16.2775,15.2663,15.7424,14.8388,15.3442,15.2691,15.4186,15.5139
"CELE_F40G9,5",12.1906,12.0549,11.6223,11.4529,13.1061,12.8239,12.9646,12.9823
"CELE_F40G9,17",13.1233,12.0998,13.6269,13.9439,14.5196,14.8244,14.8007,14.2243
"CELE_Y54G11A,17",13.4736,14.2475,13.914,13.671,14.3242,14.6794,14.5636,14.7817
let-767,16.9736,17.0354,16.3044,16.9514,18.3827,18.4976,18.538,18.6693
dnj-16,14.6183,14.7313,15.1385,14.5949,14.775,14.7863,14.6674,14.4458
cfim-2,14.8909,15.4346,14.7283,15.4105,14.6911,14.3486,14.2773,14.3731
magi-1,16.0256,14.4749,16.5853,15.8284,16.4737,16.0604,16.0995,15.4772
"CELE_F55D12,2",11.5205,11.6311,11.7519,12.0146,13.1691,12.9089,13.2531,13.4495
"C39B5,5",14.291,14.8803,14.8566,14.0974,15.8412,15.6527,15.9799,15.762
"CELE_Y32H12A,2",12.3237,11.5264,11.73,12.1067,14.5873,13.5538,13.1651,13.3193
smg-3,12.0218,12.0225,11.7385,12.0221,13.9746,14.018,14.2354,14.1482
"CELE_F56B3,4",17.0848,17.6045,14.5696,15.9333,12.4518,12.6587,12.7483,13.8014
"CELE_Y34B4A,8",12.2504,11.7576,11.766,12.0265,10.9701,10.6883,10.7858,10.7712
csn-6,15.2457,14.9339,14.8288,15.0303,14.7055,14.5919,14.5038,14.4766
marg-1,16.347,16.0506,15.6001,15.9156,15.53,15.548,15.5799,15.6006
grsp-2,15.8161,16.0187,15.9099,15.9159,16.105,15.8034,15.5936,16.2589
"CELE_T28C6,7",15.9593,17.1581,15.8869,16.0722,14.7601,14.2574,14.0531,15.2222
"CELE_T20D3,3",15.2128,15.984,15.042,15.5405,14.984,14.2234,14.8031,14.3934
"CELE_R102,4;R102,4",15.4655,16.0578,15.813,16.933,15.7688,15.9853,16.4009,16.0228
sao-1,15.5581,16.3136,15.5818,15.7192,15.1745,14.9672,14.989,14.8551
"CELE_D1086,11",19.6242,19.4868,19.6318,19.8581,16.7282,16.7591,16.6606,16.9086
sqrd-1,16.0946,15.8705,15.5621,15.8351,15.6728,15.5437,15.7386,15.4955
