geneName;Leading.proteins,log2 N2_d10_01,log2 N2_d10_02,log2 N2_d10_03,log2 N2_d10_04,log2 N2_d5_01,log2 N2_d5_02,log2  N2_d5_03,log2 N2_d5_04
far-1;P34382,18.4322,20.5139,19.1683,19.1866,21.1067,21.0946,20.7447,20.6997
far-1;P34382,25.5449,24.2609,23.5928,23.7233,24.1915,23.5263,21.3111,23.5401
far-1;P34382,18.2466,21.1051,19.0397,19.1805,20.7756,21.6287,19.8304,20.786
far-2;P34383,19.5776,17.8402,21.224,20.2861,25.0285,24.2552,23.0001,24.2452
far-2;P34383,16.538,18.9014,18.9516,19.5204,21.5271,21.0907,20.3262,21.912
far-2;P34383,23.515,24.1223,25.6398,23.9784,23.5152,20.7509,20.5683,21.9161
far-2;P34383,23.9007,25.0475,25.4509,26.3503,24.3007,23.3448,24.0835,25.4069
far-2;P34383,19.7548,21.1446,19.1977,18.5779,20.3772,21.6978,20.9837,21.5716
F42H10.6;P34419,18.9109,20.1888,19.4913,18.2722,27.9232,27.5865,26.3444,28.1601
F42H10.6;P34419,20.2886,18.6133,20.7714,21.4425,27.3042,26.7103,24.5703,25.3707
prx-19;P34453,20.975,19.8328,19.4496,18.8359,23.9206,25.7011,24.8859,24.9016
prx-19;P34453,20.5774,21.397,19.8159,16.6663,21.3948,19.9653,21.3062,21.4111
clu-1;P34466,18.2255,19.2594,19.1201,18.2799,21.7809,21.6019,20.1844,20.1639
ubc-7;P34477,20.2606,19.8382,18.5395,18.4879,21.4856,20.8606,21.0359,21.7928
ubc-7;P34477,18.0686,17.3833,18.9366,18.2837,23.7188,22.8078,22.9645,23.2869
ubc-7;P34477,16.8997,20.6907,17.4447,20.9536,26.2822,25.1965,24.1818,25.8133
mtss-1;P34496,18.8439,20.9529,20.6026,19.3973,20.5873,20.9995,19.8933,21.8066
ttr-2;P34500,18.748,20.5854,19.138,18.6383,21.6594,21.7457,20.3985,21.5019
K03H1.5;P34501,19.5915,20.0263,20.1309,18.6467,25.3184,25.7019,25.3557,26.0784
K03H1.5;P34501,26.5838,26.6994,27.8579,27.3161,25.4932,25.5941,25.8698,25.8284
K03H1.5;P34501,24.2566,24.6753,25.0945,23.9986,20.9422,21.3314,19.6717,21.8189
met-2;P34544,31.4483,24.5283,31.6124,31.0091,32.0931,31.3582,29.9925,31.9392
alx-1;P34552,25.931,25.736,25.7134,24.4802,24.8382,23.0363,23.77,26.506
cdk-1;P34556,20.7422,19.4089,21.1573,19.9475,23.9961,22.9667,24.2862,24.2659
cdk-1;P34556,24.2018,24.4728,24.7661,24.9378,22.6856,23.0065,23.4857,22.9567
cdk-1;P34556,22.966,24.5114,23.3234,23.4053,21.4534,21.7177,20.7886,21.5072
rmd-1;P34560,17.8029,21.1795,20.928,19.5174,21.9118,20.1049,20.688,20.8449
vps-53;P34561,16.171,19.2767,21.5862,21.1537,21.3245,21.1917,20.9345,20.38
chc-1;P34574,21.2252,18.1917,19.187,17.9342,21.6745,20.5802,19.3483,20.3597
cts-1;P34575,19.0812,19.2366,19.1047,18.8765,22.6082,22.3644,21.4549,20.6204
iglr-2;P34595,18.4784,20.325,18.4972,20.2701,24.9051,23.908,22.9483,24.0267
iglr-2;P34595,20.2097,17.2771,19.6233,20.4901,21.5171,20.372,21.4921,20.5739
iglr-2;P34595,19.449,18.0784,19.2222,20.2834,26.5676,25.9301,25.29,24.7055
ZK353.1;P34624,18.6905,20.6782,18.2284,17.3057,21.7337,19.1859,21.3945,20.9895
lap-1;P34629,19.6044,20.3235,21.0482,18.3708,21.0578,21.6966,19.5043,20.8803
lap-1;P34629,20.2901,18.3713,20.7251,18.6361,23.8016,21.9837,21.525,23.8867
mcm-6;P34647,20.833,19.1303,19.6691,19.3089,21.2777,21.6772,20.8856,20.9413
ZK632.9;P34654,18.5256,20.1112,18.8617,17.2389,21.5691,21.7686,20.1903,20.7658
tag-277;P34661,19.8843,19.3251,20.2977,18.9365,21.2816,20.0438,21.4939,21.7007
rpl-35;P34662,20.1163,18.0248,19.5118,20.665,25.8799,24.9611,22.8556,25.1011
rpl-35;P34662,21.3631,22.6948,23.2108,21.8288,20.8981,21.405,20.4911,21.3606
rpl-35;P34662,21.3222,16.4246,19.9277,19.1538,24.026,24.1348,22.4683,24.975
rpl-35;P34662,20.1902,20.3866,20.0442,21.5605,21.6917,21.6451,21.0671,20.2733
cap-1;P34685,19.6488,21.0801,17.4317,17.0484,21.6538,21.3532,19.8943,20.7315
cap-2;P34686,19.4821,20.6687,18.5085,19.4277,20.9677,21.7749,20.3549,21.58
T01G9.2;P34692,16.3187,18.8305,18.2972,19.308,20.3642,21.5641,21.531,19.8743
hsp-16.1;P34696,27.7407,28.8883,27.4503,27.4089,24.2101,23.4788,22.1356,22.9386
sod-1;sod-5;P34697;Q27538,18.7149,20.828,19.5459,19.0683,21.2327,21.6998,21.3909,21.9159
sod-1;P34697,20.6544,21.4724,19.1959,16.9797,19.6633,21.138,19.6102,21.7952
pgp-1;P34712,19.0286,17.3691,18.2976,18.6008,20.6312,21.2229,21.3226,21.4792
pgp-1;P34712,21.0355,19.7689,20.3736,19.2043,21.1403,21.7116,21.0995,19.9091
pgp-1;P34712,16.684,19.9784,18.8317,18.7244,21.334,21.7641,20.9488,21.3741
pgp-1;P34712,20.0772,18.5694,20.3188,20.2068,20.6873,20.8052,19.2432,21.2513
pgp-1;P34712,20.8064,17.1586,20.2824,17.4496,20.5497,19.7958,20.1921,20.7707
pgp-1;P34712,23.2803,23.5349,23.8249,23.7719,24.8547,23.0204,24.4194,23.6898
pgp-1;P34712,15.78,21.424,18.6956,18.5062,20.9691,20.2845,21.4213,20.7291
pgp-1;P34712,20.357,18.8817,19.5491,18.9797,20.5691,21.3668,21.3518,21.5183
pgp-1;P34712,21.1433,18.4782,18.1966,17.4095,23.6341,23.7706,22.8924,23.2579
pgp-3;P34713,22.7109,22.7338,22.6977,23.5547,24.3833,23.7085,24.4903,24.4157
pgp-3;P34713,17.1543,17.6885,20.5649,17.2754,21.6061,21.5286,20.1586,20.7211
let-70;P35129,17.1772,16.6431,20.7772,19.4808,21.078,20.8003,21.3973,21.6871
let-70;P35129,25.1607,25.3293,24.8516,24.0679,25.4429,23.4742,24.6629,24.4874
dpy-23;P35603,20.2526,20.6485,18.6852,19.1015,21.572,20.5266,19.441,21.2816
lec-1;P36573,25.0077,25.496,25.4608,26.132,23.6558,22.8428,21.0907,23.5147
ncs-2;P36609,20.5317,19.3642,18.5759,19.8164,21.0699,21.3578,21.4564,21.0075
ncs-2;P36609,19.9809,21.0265,20.5255,18.3817,23.4745,22.9586,22.88,23.7507
ncs-2;P36609,20.2264,18.931,19.0177,18.9127,20.9133,21.6271,21.5296,21.1588
ncs-2;P36609,19.667,19.3211,21.7196,20.3142,21.7899,20.5272,20.0883,19.5294
ubl-1;P37165,28.1994,28.769,28.8051,29.2222,28.4309,28.0884,29.0623,28.5197
ubl-1;P37165,17.4028,18.2885,18.6146,21.5265,21.6521,21.2361,20.9197,21.6918
unc-87;P37806,17.4072,19.7515,19.1718,21.129,23.9685,25.259,23.0265,24.4751
unc-87;P37806,21.7087,21.8059,21.6609,21.8162,30.0003,28.7862,27.842,29.4408
unc-87;P37806,19.5416,20.0709,17.8709,19.4337,24.6991,24.7622,23.3236,24.3265
unc-87;P37806,19.1616,18.0554,20.6279,18.6137,21.8377,21.7382,20.6228,21.25
unc-87;P37806,20.2311,18.91,21.084,18.4287,26.2675,25.3159,28.2653,26.2552
unc-87;P37806,17.989,19.9158,18.0302,20.2456,21.7669,21.4776,20.8327,21.3176
unc-87;P37806,18.2763,19.7932,18.2847,20.075,21.6061,19.8843,20.3134,20.5337
unc-87;P37806,22.7098,23.2207,23.3041,22.371,29.4719,28.8622,27.5485,28.7102
unc-87;P37806,23.1865,23.7598,24.0199,24.119,24.1091,24.4343,24.6059,24.8162
unc-87;P37806,25.6341,23.2623,24.7451,24.6274,24.8155,25.1641,23.9054,24.2099
unc-87;P37806,25.1704,23.3449,23.7915,23.3866,26.4464,26.2143,25.7079,26.0358
mpk-1;P39745,19.4013,19.3986,19.2106,21.3303,21.6194,20.6088,20.667,21.0972
isw-1;P41877,19.9695,18.783,20.2786,20.0869,21.9645,20.8564,20.8477,21.9017
odc-1;P41931,18.0138,18.9137,20.1399,19.2392,20.2465,21.1132,20.6223,20.5613
par-5;P41932,18.5873,18.3837,20.4226,19.9855,21.055,19.5721,20.3045,20.9961
par-5;ftt-2;P41932;Q20655,17.7078,20.3716,20.1035,19.0276,26.035,24.4379,23.3212,24.7205
par-5;ftt-2;P41932;Q20655,23.1437,23.0601,25.1345,23.5352,25.1693,24.6949,23.1453,24.6242
par-5;P41932,25.563,25.5836,25.9965,25.7414,23.7312,25.0583,23.3701,24.857
par-5;ftt-2;P41932;Q20655,24.0141,22.2924,25.6985,22.336,27.7561,27.0123,27.3738,28.2459
par-5;ftt-2;P41932;Q20655,18.3812,16.6712,19.8383,21.0193,26.3446,26.1262,25.9833,26.9023
par-5;ftt-2;P41932;Q20655,24.8089,24.3385,25.462,25.3624,25.5458,24.1216,24.0343,24.5243
par-5;P41932,18.2163,17.6748,21.3541,20.6567,23.1173,23.6594,24.4385,24.0896
tbb-4;tbb-2;P41937;P52275,16.662,19.6956,20.0453,19.5399,20.3947,21.7748,21.3926,21.8794
cct-1;P41988,17.3829,18.3178,19.4916,19.6105,21.1671,21.7393,20.5516,21.4875
kin-19;P42168,21.3072,21.5412,18.6894,17.899,21.2746,21.7797,20.5416,20.3886
kin-19;P42168,21.5518,18.3052,20.5315,18.4494,24.9126,22.0248,23.46,24.4626
kin-19;P42168,20.7078,19.2465,20.628,18.4857,25.0334,24.5703,23.5037,24.8237
kin-19;P42168,18.6396,19.3106,19.7335,19.6181,21.2321,21.0229,19.4114,21.828
rnr-2;P42170,19.0478,20.1804,21.2754,18.1955,20.9043,21.5174,19.81,21.8744
rnr-2;P42170,19.2804,18.9845,22.0394,19.6635,25.3069,23.8245,23.8955,25.2266
rnr-2;P42170,18.9059,19.6782,19.1333,17.8079,21.5018,21.0418,20.6481,21.1596
rpt-3;P46502,20.0085,19.7492,20.3517,16.6378,21.7558,21.1206,19.1805,21.4756
cct-6;P46550,25.1913,25.2502,25.0858,24.6202,24.791,24.9373,21.9609,25.6538
cct-6;P46550,19.3909,21.2681,20.5271,20.1556,22.4049,22.297,22.3551,20.9994
atp-2;P46561,18.2074,18.7546,18.1459,18.2349,21.9059,19.7282,20.9261,20.2521
atp-2;P46561,18.829,18.4087,17.8267,19.119,21.5942,21.0754,20.3644,20.3857
alh-9;P46562,20.2849,18.051,19.9286,20.211,27.2891,25.7579,25.9567,27.7027
aldo-2;P46563,20.2675,20.6247,19.5891,20.5218,20.7519,21.2496,19.8071,21.2546
aldo-2;P46563,19.0776,21.6125,21.3173,21.0491,21.9633,20.5044,20.9887,21.3994
aldo-2;P46563,18.3754,18.5981,20.761,18.6729,21.7781,21.5794,20.5435,21.5334
aldo-2;P46563,20.1324,20.8824,18.7973,19.9527,21.9618,23.6143,23.5458,23.6379
aldo-2;P46563,17.3202,20.5627,21.2531,19.1708,21.8691,22.5736,22.3969,22.4392
aldo-2;P46563,20.4056,20.6441,18.4669,18.9118,30.7443,31.4596,31.4274,32.6715
aldo-2;P46563,22.8976,23.4815,21.9392,22.9469,21.2538,20.9493,19.9877,21.1626
aldo-2;P46563,20.1737,20.5107,21.7352,20.6597,21.8159,20.9413,21.1303,20.8456
rps-0;P46769,19.6378,19.4168,18.1232,18.9066,20.8722,20.753,20.8855,21.8343
klc-2;P46822,16.8288,21.6352,19.5902,17.7357,21.4459,21.786,19.8548,21.3092
T12A2.2;P46975,23.3531,23.2929,25.053,25.0469,24.431,25.1914,23.3607,24.3155
T12A2.2;P46975,23.5809,23.9873,25.2365,23.8803,24.731,25.1952,24.2464,25.0357
cct-2;P47207,20.3955,21.2311,21.1083,18.2264,21.2463,21.3903,20.0471,21.6031
cct-2;P47207,22.3203,24.4303,24.0292,23.7151,24.7226,23.0391,23.5485,23.3633
rpl-6;P47991,20.7005,20.9397,18.9537,20.0025,21.7057,20.459,20.4571,22.3423
rpl-6;P47991,18.5767,21.0955,20.0712,19.4047,25.7426,25.2557,25.4682,24.9395
rpl-6;P47991,19.0758,18.5448,20.1623,20.762,25.0222,25.2472,24.4214,24.7851
rpl-6;P47991,20.226,19.266,19.9024,21.5882,22.3561,22.9676,23.5084,23.953
rpl-6;P47991,19.1851,16.1503,19.358,19.9985,21.4551,20.1571,20.9703,20.5601
rps-14;P48150,19.2955,20.2563,17.7012,19.1789,21.9352,21.4901,21.355,21.8016
rps-3;P48152,17.5768,21.553,17.892,19.8301,21.7969,24.3355,22.3366,23.1184
rps-3;P48152,25.9741,26.5518,27.3451,26.0713,27.7608,28.1942,25.502,28.0462
rps-3;P48152,27.2711,23.3316,27.1238,26.6664,28.529,28.2793,27.9589,28.0217
rps-3;P48152,17.7968,18.1231,18.8048,20.2338,24.6154,23.6424,22.9687,24.179
rps-3;P48152,18.9644,19.8574,19.8783,16.326,22.4257,24.9538,23.2532,24.4475
rps-3;P48152,19.908,19.3651,19.8741,20.9,21.5906,21.5987,19.8868,21.6509
rps-1;P48154,17.6454,18.5938,21.0678,19.3675,22.1027,22.5831,22.396,23.429
rps-1;P48154,19.7336,19.9439,20.5936,19.2077,21.818,20.0169,19.978,21.9026
rps-1;P48154,17.8389,19.1894,18.4371,18.1417,25.2311,24.0079,24.6006,24.917
rps-1;P48154,19.2177,20.2888,20.1459,19.864,22.3643,23.6903,21.4481,21.5622
rps-8;P48156,18.3674,16.6752,18.715,21.0597,20.8389,21.4197,20.5422,21.3799
rps-8;P48156,22.576,21.7499,23.4389,22.9744,22.8895,25.0755,22.4236,22.4982
rpl-23;P48158,21.0716,17.9753,21.8827,19.8493,22.9013,24.5632,23.1344,23.6464
rpl-23;P48158,18.8108,18.7023,17.4635,17.4888,21.6316,19.5947,19.6542,20.7746
mag-1;P49029,23.818,23.7394,22.2799,21.9737,25.2006,24.6077,23.8134,24.0636
mag-1;P49029,18.1266,19.778,20.4754,20.2672,21.3805,20.91,20.8953,21.6112
mag-1;P49029,23.3767,23.8612,23.3936,23.4862,25.567,25.7336,22.1916,23.9596
mag-1;P49029,17.7766,20.2777,21.5978,20.381,23.6039,23.5416,22.2354,23.7059
rpl-33;P49180,20.5877,20.134,18.8244,19.9966,23.6582,24.3629,22.6261,24.2512
rpl-33;P49180,19.8017,19.2094,17.7851,20.0127,21.3687,20.7487,21.0641,20.7454
rpl-36;P49181,17.8089,18.9499,19.1481,18.3176,22.9941,21.7855,21.281,22.0976
rps-12;P49196,17.068,17.6527,20.2912,17.9472,20.8704,21.0614,20.3692,21.9254
rps-21;P49197,23.9797,24.4196,25.6485,24.7344,27.0375,26.2062,25.5281,26.2641
rpl-5;P49405,17.7003,20.4826,21.3195,19.2659,24.3206,23.8412,24.1326,23.7372
rpl-5;P49405,19.3146,19.0425,19.2225,17.9121,20.3228,19.8928,21.2304,20.6514
rpl-5;P49405,21.5218,19.3776,19.7198,18.6549,21.3834,21.2399,21.1104,19.8385
pcyt-1;F08C6.2;Q3HKC4,19.8461,18.024,19.1312,19.4342,21.3165,20.3163,21.2856,21.4826
pcyt-1;F08C6.2;Q3HKC4,18.3951,18.4267,19.4585,18.5814,25.8827,25.7051,23.9633,24.2382
pcyt-1;F08C6.2;Q3HKC4,25.1993,24.3874,26.0239,25.746,27.916,27.864,27.8453,29.9773
pcyt-1;F08C6.2;Q3HKC4,19.4918,17.7292,19.8071,17.4302,21.2261,21.1971,21.1134,20.2652
F42G9.1;Q8MNS3,21.0878,21.637,21.0017,19.3343,22.1691,22.6032,21.4328,21.8586
ppm-2;P49596,18.7985,17.8876,19.104,20.4442,21.4046,21.4465,21.9036,21.8255
hsp-60;P50140,19.9376,20.7144,21.1806,18.5242,22.7511,22.8709,21.2395,23.1928
mel-32;P50432,19.8677,17.5104,16.2798,18.7914,21.6163,21.7665,21.2363,20.6017
mel-32;P50432,18.0871,19.3596,21.3458,19.9328,24.9056,23.3036,23.8484,23.3859
sdn-1;Q8I4H9,20.06,19.6295,19.2442,18.559,20.994,21.602,21.2334,21.4873
rpl-3;P50880,20.4337,19.3092,20.7733,19.955,21.676,20.5614,21.4532,20.9267
rpl-3;P50880,20.6503,18.5663,19.6111,17.7443,22.8938,24.0694,24.7997,21.88
rpl-3;P50880,25.8754,26.1625,25.4631,24.4306,21.7113,21.5751,21.2635,19.7137
rpl-3;P50880,19.9084,19.7874,19.5437,19.2815,21.7511,21.32,21.2577,21.289
rpl-3;P50880,21.2142,19.2577,19.5253,21.0753,23.6403,23.4441,24.5076,25.23
rpl-3;P50880,21.177,21.9043,22.6208,20.6482,25.683,24.9922,25.016,25.6859
rpl-3;P50880,17.6088,18.5742,15.8149,16.9398,21.8125,21.6196,21.4967,21.4264
rpl-3;P50880,23.3004,22.776,23.1085,22.2467,21.7613,20.5884,21.2815,21.8169
rps-2;P51403,19.0247,20.8558,19.2078,18.5229,21.4328,21.4869,20.8714,21.6917
rps-2;P51403,18.4422,20.594,17.3506,21.385,27.2006,27.7435,26.2863,27.6458
rps-2;P51403,18.1403,17.6711,17.428,18.5162,23.6373,23.4648,22.6566,23.1038
rps-2;P51403,24.2184,23.6909,26.3984,24.255,25.6802,23.2908,24.1906,24.572
rps-2;P51403,17.0402,18.1439,18.8448,17.349,21.8731,21.0651,21.2717,21.8592
rps-2;P51403,21.0336,18.4515,19.2764,19.2521,26.7862,25.3232,26.1679,26.8149
rps-2;P51403,19.8024,21.3705,17.0841,18.1327,24.3628,24.0536,24.9458,24.9843
rps-13;P51404,21.1241,17.8017,16.6268,19.3654,21.1402,20.4842,21.3352,21.0912
rps-13;P51404,19.6066,20.0277,19.7375,18.9871,21.3812,21.7304,21.0215,21.8342
cyn-3;cyn-7;P52011;P52015,20.5238,20.924,20.6443,19.6025,26.1252,24.1884,24.9607,26.6406
cyn-3;cyn-7;P52011;P52015,23.8792,24.4647,24.8894,24.6055,24.8942,24.3195,23.2448,24.5451
cyn-3;P52011,16.4206,19.8772,19.0925,18.08,21.6003,20.4047,19.6153,21.0069
cyn-3;P52011,20.1286,19.4706,19.3744,17.8183,25.0738,24.8448,24.5923,24.4001
cyn-3;P52011,20.255,17.3765,19.5417,17.6707,21.7712,20.7455,20.8805,20.7875
cyn-7;P52015,18.9613,21.0822,19.8757,20.7085,21.9196,21.339,19.9296,21.2134
cyn-7;P52015,17.582,18.4706,20.3361,18.9359,22.6381,23.3172,23.2144,23.3037
cyn-7;P52015,20.2432,17.7193,19.4096,20.1216,21.5891,21.3501,21.2254,21.6094
cyn-7;P52015,20.0251,18.752,20.0047,21.2392,20.7266,20.3929,19.9977,21.7898
cyn-10;P52017,18.6597,19.218,21.1044,17.6378,23.6207,23.5407,23.1611,23.6161
cyn-11;P52018,17.2783,18.4115,20.8965,19.7254,20.9773,21.123,19.7709,21.6245
tbb-2;P52275,17.9822,19.1186,17.3464,19.2903,20.8657,20.9275,21.3293,20.3239
tbb-2;P52275,20.7251,17.5636,21.3528,20.071,21.3198,21.0763,21.3491,20.7537
ubc-1;P52478,19.0887,19.2838,20.737,20.7399,21.5481,21.5715,21.1249,21.6555
pfd-6;P52554,20.3507,18.2261,19.3872,20.5737,21.0463,21.2569,20.8462,20.0117
pfd-6;P52554,18.8406,17.6544,19.3074,17.306,21.3661,18.7155,20.3502,20.9209
T24H10.1;P52652,19.4211,20.1445,19.2499,19.2979,20.8479,21.0524,21.4867,21.4937
tars-1;trs-1;Q86D21,18.9851,19.9689,18.5183,18.3446,21.8262,22.8426,22.3742,22.1211
tars-1;trs-1;Q86D21,28.8969,28.2546,29.8951,28.7431,28.8428,29.0821,29.1943,29.6122
F41C3.5;P52717,18.9823,19.3283,21.6282,19.8605,21.6541,20.7801,20.4373,21.4092
rpl-22;P52819,24.7582,23.4246,24.9166,22.4847,25.4726,24.6594,24.802,24.0466
rpl-22;P52819,23.2647,23.3492,23.2843,22.4847,25.1311,23.0341,24.3049,24.518
rpl-22;P52819,16.7489,21.0764,19.5694,21.4682,22.3212,23.2532,22.5322,22.8583
rpl-22;P52819,18.6343,18.3233,19.0725,18.6564,25.7319,25.163,24.1813,25.3551
rpl-22;P52819,17.7238,17.9664,20.7528,19.0047,24.1065,24.5366,21.8215,23.3204
rpl-22;P52819,19.084,17.7148,20.3777,19.7749,23.8022,23.2971,23.1476,25.1375
rpl-22;P52819,20.8133,19.3958,17.3345,19.861,26.8337,25.0581,25.1294,26.4496
rpl-22;P52819,18.3382,19.2807,19.2722,19.5539,20.3665,21.3534,21.2701,21.8749
rps-25;P52821,24.4584,22.8112,21.821,21.7457,25.2925,25.0659,24.8893,25.984
dad-1;P52872,19.5039,19.4146,19.2927,19.7721,25.4419,24.7084,24.795,25.1126
rer-1;P52879,18.4683,21.3738,20.7585,17.9114,23.7589,23.6029,23.2285,23.7802
eft-3;eef-1a.2;P53013;Q86NF3,25.5439,25.4111,25.6416,24.6743,26.1566,26.5719,25.2069,26.3218
eft-3;eef-1a.2;P53013,17.1194,18.9048,20.0827,21.4614,21.5667,20.7839,21.0886,21.7529
eft-3;eef-1a.2;P53013,22.6147,23.14,22.0131,22.576,24.6774,24.5328,24.7536,25.0747
eft-3;eef-1a.2;P53013,25.9895,25.1786,26.0358,25.4795,23.5357,23.0362,24.4286,23.9826
eft-3;eef-1a.2;P53013,21.5024,20.6807,21.0086,19.7498,23.71,23.963,24.5203,23.9792
eft-3;eef-1a.2;P53013,20.1344,18.7152,20.7842,19.2946,25.8551,25.4388,25.5861,25.7305
eft-3;eef-1a.2;P53013,25.0521,26.5783,25.8488,25.3421,26.8705,27.2759,26.7272,27.6304
eft-3;eef-1a.2;P53013,19.9749,21.7867,18.9146,19.4455,23.755,23.4959,23.2386,23.6046
mlc-3;P53014,16.5069,17.5618,21.908,18.5028,19.9392,20.1615,20.2021,21.6841
mlc-3;P53014,19.1227,20.3004,20.7465,19.5353,21.9292,21.3401,21.1475,21.0933
mlc-3;P53014,22.9473,25.1661,24.818,24.3435,21.8984,21.5565,20.6171,20.2677
mlc-3;P53014,17.6526,20.3192,18.1577,18.6581,20.4813,21.5912,21.2718,21.2612
mlc-3;P53014,20.4205,18.5059,19.7043,20.1039,24.2197,21.994,22.0001,24.1022
D1005.1;P53585,24.8927,24.5764,25.4054,23.7852,23.7504,24.1556,23.6532,24.1332
F47B10.1;P53588,18.8409,18.7167,20.4319,19.6195,21.4214,20.0604,21.2519,21.7484
hint-1;P53795,18.6628,20.1188,18.5548,19.5147,24.7904,25.8863,24.982,25.1103
hint-1;P53795,18.7332,20.2842,19.622,18.0942,24.993,24.3265,22.7237,24.0544
F44G4.1;P54073,26.4554,25.0792,24.9041,23.9977,21.8978,20.301,20.5954,19.9815
aldo-1;P54216,20.0479,16.8763,19.3384,19.0644,21.5619,20.687,20.7085,21.3858
aldo-1;P54216,18.0231,21.008,18.9321,17.2369,20.7852,21.4634,20.1267,21.3009
aldo-1;P54216,16.9009,19.9925,19.418,20.7082,21.9169,21.7895,19.7134,21.8268
aldo-1;P54216,19.557,19.1468,19.8676,18.311,21.3041,21.2789,20.4755,21.7711
cdc-48.1;P54811,22.5492,24.0148,23.972,23.4008,23.0723,21.1608,23.0179,23.7991
cdc-48.1;P54811,25.1001,26.5669,25.5436,25.764,24.8997,25.0999,24.5413,24.9578
cdc-48.1;cdc-48.2;P54811;P54812,18.6388,20.675,18.0254,18.4933,21.2855,20.5923,21.3436,21.1959
cdc-48.1;P54811,21.2884,16.8064,19.3004,19.4582,21.2188,21.7741,21.5201,21.739
cdc-48.1;P54811,17.6214,20.1693,21.7261,18.8526,20.9043,21.6204,21.3704,21.8626
cdc-48.1;P54811,19.5372,18.2258,20.3682,19.7628,21.2291,19.4296,20.8707,21.3556
cdc-48.1;cdc-48.2;P54811;P54812,20.1065,19.4859,21.0987,18.0288,21.9538,21.3943,20.0019,20.9756
cdc-48.1;cdc-48.2;P54811;P54812,19.4369,18.8127,21.4802,17.5627,21.636,21.0412,20.7956,20.1414
vit-1;P55155,20.6319,20.5491,18.6247,19.2634,21.2983,21.64,20.9132,20.7743
cth-2;P55216,18.0931,16.915,22.0492,18.8751,25.2376,25.1465,24.4994,24.6788
cth-2;P55216,19.2722,19.888,21.314,19.5266,23.2841,23.9723,23.7871,24.5482
cth-2;P55216,19.6699,21.3652,20.3383,19.1636,20.0992,20.7896,21.2573,21.8097
cth-2;P55216,18.0608,18.9153,19.0466,17.9591,26.1866,23.483,23.3692,25.0536
cth-2;P55216,19.1266,20.1418,19.157,21.0007,24.5528,25.6345,23.878,24.4082
cth-2;P55216,17.8807,19.7922,20.1605,18.0286,19.5689,21.5618,21.4905,20.965
F13E6.1;P55326,26.1975,27.9601,28.1903,27.8718,27.4372,27.263,26.8282,27.5787
F13E6.1;P55326,18.0345,20.4018,17.9241,21.1322,21.7428,21.4076,20.1272,21.1217
F13E6.1;P55326,18.4028,19.5626,19.428,17.5365,25.202,26.9437,28.0269,21.3866
F13E6.1;P55326,20.1597,19.9253,19.7245,16.8132,21.1265,20.4326,21.206,21.9037
F13E6.1;P55326,19.4764,18.2815,19.2093,17.9571,19.7016,21.3977,20.8762,20.056
F13E6.1;P55326,18.8951,20.8348,19.6187,17.1094,23.9782,23.4889,23.5969,24.0261
F13E6.1;P55326,20.1667,20.2134,20.0332,20.5963,25.7776,24.5547,22.4268,24.6537
F13E6.1;P55326,20.4993,19.6442,20.6258,18.1024,25.792,26.0866,24.3818,24.3082
F13E6.1;P55326,17.7367,21.1532,21.361,19.4286,30.3568,30.2463,29.9929,29.826
F13E6.1;P55326,19.6278,17.8762,19.661,20.2632,24.6901,24.6116,23.9817,24.9816
smo-1;P55853,23.0311,23.8224,23.2497,23.3968,22.2767,22.8226,23.3618,23.2879
smo-1;P55853,19.3201,19.2479,21.6067,20.2577,22.3951,21.7266,21.7559,21.7579
smo-1;P55853,19.4505,20.5542,19.2585,19.8117,23.5189,24.8742,23.07,25.5315
rpl-12;P61866,20.3878,19.9429,18.3965,20.7007,21.8211,21.1045,21.2814,20.4463
rpl-12;P61866,20.6267,19.9766,21.9163,20.8316,21.9197,21.7254,20.3956,21.9172
rpl-12;P61866,19.5062,20.5281,18.5668,18.8524,22.7136,21.6528,21.4992,21.8026
rpl-12;P61866,19.4588,17.3798,19.5944,20.3248,22.9082,22.0998,22.1445,21.8243
his-1;P62784,18.848,20.5891,20.7701,20.3257,26.045,25.3094,25.3493,25.2804
his-1;P62784,19.0439,19.7909,21.9764,19.0109,22.6374,20.8826,21.1596,22.8436
acly-2;P90731,22.4123,24.1447,24.112,25.8923,23.1711,22.2533,22.1144,24.5444
eat-6;P90735,21.779,22.3908,23.2929,22.8673,21.8335,20.8538,20.2855,21.8416
eat-6;P90735,19.1519,17.2179,20.944,18.9584,21.0538,20.8375,21.4171,21.1182
wht-2;P90746,24.3697,24.5381,23.6328,23.6794,22.3795,22.2406,22.7658,22.9387
;P90862,23.5175,23.4236,22.6552,22.0878,23.0672,22.3742,23.1836,22.3697
pbs-7;P90868,19.6988,20.481,21.0977,21.0397,21.9095,21.0534,20.4229,21.2034
;P90879,22.0425,20.6217,23.8319,23.1934,24.0907,23.5981,22.3457,23.9637
ifa-4;P90900,15.3128,21.0792,18.5523,16.5867,21.3392,21.5654,20.1836,20.7312
ifa-4;P90900,25.1201,25.1396,24.0625,24.5702,22.8976,22.7641,22.7556,22.6577
ifa-4;P90900,19.5739,19.2476,20.8926,17.8521,24.2532,25.2146,24.6906,25.0614
ifa-4;P90900,18.458,19.3855,19.1547,17.4048,21.5483,21.5258,20.2135,21.3962
