geneName,log2 daf2_d15_01,log2 daf2_d15_02,log2 daf2_d15_03,log2 daf2_d15_04,log2 N2_d15_01,log2 N2_d15_02,log2 N2_d15_03,log2 N2_d15_04
"CELE_Y62E10A,13",12.2069,12.0594,9.76451,11.8261,11.3945,11.8454,12.0607,12.7939
cars-1,15.8211,16.1505,15.4504,15.4914,17.0012,16.427,16.4786,16.2597
eps-8,12.2998,11.8259,11.4712,11.7534,14.7489,13.651,14.3442,14.5962
"CELE_T14G10,5;CELE_T14G10,5;T14G10,5;CELE_T14G10,5",16.9059,16.8133,16.6107,17.1328,17.1779,16.7638,16.9089,17.28
pezo-1,14.9222,14.4529,15.2528,15.1532,15.1979,15.0917,15.0032,16.7631
twk-9,17.1845,15.4121,16.1883,17.3328,15.0646,14.0276,15.4946,15.6371
epi-1,17.394,16.9375,17.068,17.1822,17.454,17.4416,17.0252,17.381
kdin-1,12.3697,13.9836,12.3076,13.9048,13.6171,14.009,13.8207,13.7303
tag-273,17.7318,17.2426,16.9599,17.1441,16.2946,16.0933,16.3976,16.5315
"CELE_F13H10,3;CELE_F13H10,3;F13H10,3;CELE_F13H10,3",12.8317,12.2961,12.512,12.9942,11.832,12.6645,13.1658,12.7295
pps-1,15.4369,14.6658,15.0787,16.4961,15.271,14.9418,15.2142,15.653
cka-1,13.6777,14.3371,14.6652,14.6894,13.0951,14.5308,14.0703,13.9988
"CELE_R11A8,7;CELE_R11A8,7;R11A8,7",14.2176,14.4117,13.4286,13.2425,13.3137,12.9601,13.441,14.0119
spp-18,16.5696,15.9392,15.6755,16.5092,16.8055,17.5007,17.378,16.5791
lin-66,14.5355,14.6999,14.4939,14.9344,12.317,12.1892,12.2635,12.7647
"CELE_F09E10,7",14.2578,13.9932,14.6474,15.1687,15.7195,13.3313,13.1655,13.5176
"CELE_F10C1,9",12.2985,11.947,12.4792,11.8912,13.0658,12.3597,12.7821,11.6115
itx-1,15.2263,15.4442,15.1319,15.1181,15.3792,15.1967,15.3792,15.2648
"CELE_Y41E3,7",14.3675,14.3236,13.5239,14.0069,14.6143,15.5077,15.5166,14.3394
"CELE_Y105C5B,15",14.3337,14.6362,14.8568,15.0861,14.2368,14.7536,14.3432,14.4718
lim-9,13.9325,14.4416,14.4983,14.9111,14.2082,15.1166,14.3389,14.132
"CELE_Y105E8A,25",13.1338,12.4764,12.0041,13.3743,14.9721,14.2083,13.9657,14.553
pgp-2,15.5517,15.5128,15.1444,15.5406,15.439,14.9654,15.155,15.4384
lpd-3,17.5258,16.8627,17.8107,18.2929,17.1681,14.8397,15.6861,15.9769
tln-1,14.028,14.6544,14.7886,14.9017,14.5501,14.8535,14.223,15.8737
max-2,12.3222,12.2655,14.0327,12.933,15.6531,14.5138,13.9053,16.096
egl-27,16.4987,14.5871,16.1889,15.6524,14.2126,14.6101,16.28,12.7153
cdc-14,11.6871,11.8917,11.7372,12.0707,11.742,11.9868,11.8271,12.8061
daf-16,11.7855,12.0595,11.7779,12.0944,12.5541,12.0724,12.2682,12.7554
"CELE_T16H12,3;T16H12,3",12.1525,12.0584,11.7014,11.8513,12.5835,12.0612,12.1027,12.7229
lev-11,12.0055,13.1996,12.879,13.5371,16.2472,15.6724,15.509,16.4352
gld-2,12.3058,11.3864,11.6527,12.033,12.5522,11.2392,10.3677,12.7843
ncl-1,12.2917,11.4481,11.3373,12.0885,12.542,12.1807,12.316,12.7383
"CELE_D1069,3",12.0465,11.8805,11.7464,12.0446,12.3731,12.0944,12.3316,12.5939
lin-23,16.8271,16.1133,16.3452,16.5303,15.6396,15.0569,16.4845,15.7004
"CELE_Y50D4B,1",12.3083,12.0572,11.5711,11.9796,12.4011,12.1045,12.01,12.4652
"CELE_Y39A1A,21",11.8309,11.9709,11.7413,12.0859,12.3942,12.0197,12.2596,12.778
dre-1,15.8318,15.248,16.804,17.2428,15.5708,18.1573,16.945,16.5466
gck-1,15.9486,16.6889,15.6395,15.4748,15.0399,14.6068,16.002,15.6756
gly-7,13.241,14.1866,15.5177,11.1818,13.0861,12.734,14.7532,15.4581
"CELE_F40A3,3;F40A3,3",18.6079,18.7012,18.5758,18.6198,17.5826,18.1105,18.1486,17.3012
"CELE_Y50D4B,4",14.152,14.1712,13.9178,13.872,14.7283,14.6614,15.269,15.3
cdf-1,11.5121,12.0259,11.6543,12.0479,12.5581,12.1584,12.2233,12.5177
unc-34,14.846,15.3107,14.6993,14.6516,15.5482,16.6145,16.3491,14.1947
tbh-1,17.7529,17.8255,17.6134,17.8,17.2381,16.7317,16.769,17.7514
lev-11,22.0097,20.8857,21.353,21.3849,21.3013,21.6226,21.6428,21.2067
imp-3,14.8424,15.6232,15.2432,9.27069,13.22,13.9208,12.4619,13.1327
prdx-2,21.5481,21.431,21.9352,21.9874,21.1967,21.7105,21.6292,21.7899
jhdm-1,14.3262,14.4487,14.2435,14.1746,13.8697,14.0829,13.6371,14.7129
mrck-1,12.2878,11.9467,11.7135,11.4571,12.4491,13.8097,13.2853,12.9935
nhr-86,11.8844,12.058,10.8493,11.4062,12.3474,11.9073,12.338,12.6526
aat-3,12.7838,14.2457,13.8184,11.8336,13.7955,13.7154,14.1138,14.5997
"CELE_M02H5,8",17.177,17.306,17.2586,17.621,16.7706,16.4557,16.8819,16.6453
"CELE_T08B1,1",14.5049,14.2596,14.5014,15.4723,15.2299,15.0815,15.4726,15.3896
lipl-5,13.65,11.7346,11.3934,10.8491,12.5115,12.7463,12.3242,11.6584
fln-2,16.8634,16.9329,16.9231,17.082,16.5033,16.4151,16.1892,16.3794
"C14C6,5",17.1087,16.9448,16.2745,16.4609,17.5557,17.1518,17.0527,17.9023
"CELE_T08B1,1",11.1797,0,11.7027,11.9444,12.2605,7.56696,12.2317,12.6748
zig-11,11.6281,11.721,12.6924,12.1074,16.2769,15.7868,16.4307,16.2501
ilys-5,12.4012,13.0067,12.079,12.7615,15.3527,14.6582,14.8408,16.0504
irg-3,16.969,17.1551,16.6583,16.6533,16.2616,16.172,15.862,16.0581
tns-1,15.548,15.909,14.9418,15.2816,15.7967,15.0843,14.5449,14.6423
ubr-4,12.8848,11.3349,11.9022,11.0724,14.6862,14.2663,14.7037,13.9764
ccar-1,14.3554,14.8698,15.2589,15.5152,15.6838,15.4989,15.6726,16.6174
ulp-2,10.3791,12.9526,13.9639,12.0798,14.3568,14.8961,13.7463,15.2134
"CELE_T23F4,2",15.6695,15.2273,15.0333,15.8729,13.7214,11.8686,13.9238,14.055
sago-1,14.2199,14.5321,13.2238,13.2607,14.6002,14.504,13.5997,14.9181
sago-2,14.5608,13.9,15.9433,15.3709,13.6746,16.7754,14.7026,15.4382
"CELE_K02C4,3;CELE_K02C4,3;CELE_K02C4,3;K02C4,3",11.9446,14.1103,12.5545,11.976,15.4848,13.7097,14.7137,14.3998
daf-4,14.2522,14.2834,15.2578,15.1575,14.2304,15.7894,15.0189,14.8508
hpo-3,12.1904,11.6131,12.4417,12.0958,12.5497,12.0427,12.3137,12.7951
acs-22,14.8595,14.4487,14.6613,15.687,13.7891,14.413,14.9177,13.6723
tag-10,14.9965,15.5489,15.1183,15.4392,15.9353,15.9125,15.6252,16.0664
imb-2,13.7875,14.0472,14.1074,13.9659,14.6552,13.9765,15.2055,14.7292
brf-1,12.2141,11.9291,11.7245,12.0408,12.9838,12.6423,11.8547,11.9026
"CELE_W09B6,4",10.7789,10.776,11.2011,10.8951,12.5637,13.6647,13.638,15.4934
irg-7,18.2469,18.4921,18.0862,18.343,19.3032,18.6666,18.8452,19.1423
"CELE_F27B10,1",14.1769,14.1706,13.6974,13.3656,12.5327,12.146,11.8592,12.3906
"CELE_T22F3,3",12.2741,11.8514,11.6321,11.9399,12.4841,12.438,12.2738,12.7496
die-1,14.1267,14.1581,13.718,14.0143,12.5758,12.0228,12.2221,12.657
dhs-11,15.2906,15.2906,14.9485,15.2859,14.7328,14.5548,14.5467,15.3431
tbc-14,14.6701,15.3405,14.7615,15.7224,14.9593,15.0688,14.8847,14.875
cyp-34a6,15.7529,15.3083,15.6958,16.429,13.0764,11.5576,14.0873,14.0232
fipp-1,15.4699,14.4148,15.4962,14.9293,14.9299,14.6095,14.5956,14.2408
unc-132,14.0168,15.8241,14.2198,14.1418,15.1687,14.3471,14.4985,14.8781
cdh-4,15.6143,15.803,15.3881,15.7427,14.5779,13.0921,12.9828,14.2392
ajm-1,11.9171,12.2049,12.2413,12.078,12.0427,12.1788,12.2816,12.5187
"CELE_ZC412,3",18.7993,19.158,18.5913,18.9076,18.1896,17.836,18.1577,18.1301
farl-11,11.6659,11.9376,11.7363,11.9968,12.5083,12.0778,12.1917,12.7921
let-711,14.317,14.6147,14.2337,13.9844,15.8793,15.3042,15.3884,16.0928
"C40H1,7",12.0296,11.8316,11.6299,11.6139,14.075,14.7573,13.61,15.2156
spat-2,15.4036,15.1741,15.4845,14.2731,14.5529,14.9108,15.0863,12.9694
aakg-1,13.3827,13.5771,12.9542,11.7949,14.7717,14.7973,13.9239,13.8926
grl-23,15.0814,15.9583,15.9012,14.9412,12.3988,11.8428,12.335,12.7745
spat-2,13.5757,0,12.8483,12.9887,12.8533,13.2564,13.5538,13.5393
"CELE_Y55F3BR,6",12.277,11.8445,11.4988,11.9791,11.8997,12.0767,12.3249,12.6361
vab-10,18.6546,18.747,18.9479,19.3414,19.1162,19.7155,19.0447,19.7817
"eif-3,l;eif-3,L",16.776,16.9279,16.7213,17.0443,17.9479,18.6287,18.6657,18.5
"npp-25;npp-25;npp-25;Y37D8A,17",14.7991,13.8354,15.6027,14.8009,14.3938,16.0699,16.2536,14.9752
cnt-1,12.3188,12.009,11.6344,12.0701,14.7335,15.1038,14.2772,15.059
"C26G2,2",12.1931,12.02,12.5006,11.8892,12.0976,12.594,11.8982,12.6167
"CELE_F43B10,1",12.2988,12.0911,11.7374,12.0829,16.9676,12.6693,15.2697,15.0502
ubc-15,15.4607,14.5094,15.3042,16.102,15.4401,14.7199,14.8632,15.5447
"CELE_Y55F3BR,10",12.2833,11.8588,11.4381,11.8065,15.0545,14.4322,13.3283,15.5359
"CELE_Y38F2AR,12",14.2153,14.5405,14.2648,14.7663,13.4022,13.7541,13.7528,13.0202
ttr-42,18.4719,18.5188,18.6231,18.8389,17.5558,17.8404,18.4754,18.2763
"CELE_H29C22,1",17.4455,18.0514,18.6233,18.8419,18.1007,18.3741,18.7573,18.4946
"CELE_F07G6,10",12.3149,12.0044,11.7213,12.0181,16.8309,16.4265,16.4289,16.2402
ttr-34,17.5609,17.4753,17.0124,16.7951,16.0783,16.9299,16.5809,15.2911
"CELE_Y49E10,29",12.606,12.878,12.2253,12.7557,12.546,11.825,12.2593,12.6475
cnnm-1,15.029,14.6224,13.6074,13.6828,12.3462,12.1309,12.0702,12.702
col-138,16.6624,16.6246,18.0332,17.0774,15.1857,14.0047,15.1862,15.6949
oac-59,12.2956,11.8041,11.475,11.9343,12.5654,12.0116,12.3039,12.7241
"C42C1,8",13.5636,12.2958,13.6018,14.0679,14.1514,14.0329,14.5125,14.6115
"C42C1,11;AP-1",15.5672,15.6467,15.3658,15.2903,15.1013,15.2668,15.0298,15.087
rpl-34,17.512,17.0712,17.28,17.8638,17.1815,18.1909,17.3123,18.0959
erl-1,14.8115,15.3765,14.7938,14.8954,16.0579,15.7364,15.3049,16.6432
tag-335,14.6081,14.7759,14.6536,14.6401,14.044,14.2656,14.3359,13.2588
fbxa-6,12.2935,12.0843,11.7668,11.9464,12.4653,12.1923,12.3116,12.6824
"CELE_cTel55X,1",15.3395,15.1347,15.7461,15.1258,13.4839,14.3274,14.8188,13.9572
"C44C10,9",14.5494,14.6214,13.5333,14.217,14.9181,14.257,14.6569,15.2964
"CELE_F14D7,12",12.105,12.051,11.7079,12.1104,12.4819,12.1352,12.344,12.8021
"CELE_D1086,17",12.2267,11.5243,11.189,12.0329,12.1066,12.1904,12.2786,12.7052
"CELE_W06G6,15;CELE_Y70C5B,2",14.4207,13.799,14.3348,14.2994,14.3447,13.8129,13.521,13.1292
"CELE_Y71F9AR,4",13.8391,13.9435,13.2652,12.8191,12.476,11.9945,12.2783,12.7263
"CELE_Y47G6A,33",17.2311,16.5109,18.7434,17.6686,15.8908,16.1113,17.0054,17.122
"CELE_ZK813,7",18.5853,17.9223,18.8035,18.8608,18.7557,19.408,19.1065,19.2671
"CELE_T28A11,2",18.5305,18.4795,18.2691,18.7642,18.0505,17.75,17.6999,18.21
guk-1,16.2173,16.4049,16.3813,16.8139,16.1879,16.0291,15.5349,16.3943
"CELE_Y53C10A,6",12.2577,11.7809,11.7758,11.8512,12.4888,12.1897,12.15,12.4858
"CELE_Y48C3A,18",11.3154,11.9978,11.6782,11.8088,12.5283,12.0756,12.0739,12.7532
"CELE_Y39B6A,3",13.6777,14.5074,13.2002,12.8784,13.8119,13.3581,13.8069,14.3687
dab-1,14.6595,15.1608,14.8982,15.1911,13.7589,13.3627,15.0522,15.4241
"CELE_F25H8,1",14.3939,12.651,13.7199,14.0018,14.0337,13.4524,13.9045,13.8171
swsn-9,14.8536,15.5236,14.7472,15.1124,14.0027,13.955,14.9507,15.0034
"CELE_ZC434,7",13.8901,14.4191,13.8698,13.8172,13.476,12.7689,13.8219,14.614
rad-50,11.9391,11.6458,11.429,12.101,12.5602,12.3151,12.2945,12.6769
"C25F9,11",16.2772,16.1224,16.2639,16.5886,15.3257,15.6399,17.1606,15.416
sin-3,12.2229,11.8124,11.7175,11.7053,12.5811,12.1598,12.2891,12.5239
hmp-1,17.3748,13.4242,18.5821,17.4359,14.1905,16.2219,13.8397,14.1991
dhs-3,16.9128,16.6235,16.857,17.0926,16.4057,15.9904,16.0572,16.7434
nra-2,14.8733,14.8367,14.5416,14.6556,15.9855,15.3394,15.6624,15.4951
"CELE_Y37H2A,14",11.7999,11.6419,11.7698,11.7881,14.2317,14.3043,13.7684,14.6968
"CELE_F27E5,7",14.4255,14.2048,14.1811,14.5446,15.364,14.1927,15.3127,14.3967
saps-1,14.9972,14.5366,14.3054,15.2929,14.8388,14.5853,14.2474,15.1382
"CELE_ZK809,8",12.2053,12.4081,11.6583,11.705,12.5417,12.0897,12.1998,12.6929
"CELE_D1081,7",12.2964,11.7691,11.7578,11.9621,13.6089,13.9373,14.5194,14.0003
aph-2,12.5345,14.8785,12.7149,13.0568,12.5743,12.0579,12.061,11.8722
"CELE_F15B9,10",15.3191,15.6358,14.5398,14.6891,16.21,14.6906,15.3106,16.1186
"C27A7,5",14.3292,14.0998,15.1131,14.8261,13.5618,13.8819,13.8849,13.8269
"CELE_F30A10,13",15.6714,15.8957,15.0674,15.243,14.4908,13.788,13.5039,13.7218
"CELE_F30A10,14",17.894,18.0955,16.8228,16.9758,17.1722,16.9819,16.6733,17.5439
"C04H5,7",13.642,14.4742,13.2415,14.477,12.8166,13.2401,13.54,13.1034
"C13B4,1",12.243,11.7716,11.5276,11.9632,13.872,13.0346,13.0146,13.9005
"CELE_F02E9,10",15.5466,14.894,14.7668,15.0814,14.8648,14.9753,15.0833,14.927
"CELE_R13H4,2",16.9431,16.8232,17.2015,17.5917,16.8461,16.1326,16.3792,16.1223
"CELE_ZK228,4",15.5987,15.7233,14.8575,15.5995,15.4596,14.9247,15.4581,16.141
"CELE_K02B7,3",18.2381,18.2884,18.3855,18.4874,17.8288,18.041,18.0494,17.8238
nuo-3,15.2404,13.5892,11.8615,13.1784,14.1716,13.6143,13.5585,15.7738
"C44E4,5",14.7417,12.2599,14.0417,14.0236,14.0501,14.862,14.403,14.7882
"CELE_F49E2,2",15.3063,16.9573,14.8622,15.3846,15.9513,14.5068,14.5496,15.6476
"T07A5,7",12.2225,12.0746,11.6707,12.0115,17.1156,16.3606,17.357,16.9722
"CELE_T04F8,7",12.31,12.0494,11.1482,12.0599,15.6178,13.0398,14.5242,15.236
"gpb5;CELE_T23B12,8",12.1924,11.9816,11.7117,11.8277,12.5784,11.8879,12.3202,12.4689
"CELE_F49D11,10",15.1597,15.9936,14.0412,14.3802,14.5411,14.7057,14.9127,15.3487
oxy-5,18.8682,19.045,18.3888,18.6401,17.415,16.8817,16.6423,17.3359
mrg-1,15.761,15.9089,15.318,15.997,16.2077,15.884,15.8971,15.9421
obr-1,12.0463,11.7881,11.7664,12.0141,12.3563,12.1546,12.3251,12.5108
igcm-3,17.0974,16.8359,16.4565,17.2569,15.5079,14.7516,14.8187,15.9033
unc-16,15.6545,15.8766,15.9252,16.2674,13.1285,13.6099,13.9052,13.3783
gpdh-2,17.8342,17.9706,18.0276,18.2294,17.5496,17.77,17.8473,17.9645
sly-1,15.412,15.6111,14.7516,15.7376,15.2564,15.0551,15.1135,15.5388
"B0393,9",16.3979,16.3768,17.4094,16.9925,15.5,15.4986,16.4486,14.905
cisd-1,18.2306,18.212,18.2512,18.6388,18.501,18.5544,18.4964,18.7821
"CELE_F09E8,2",14.6566,14.8952,14.5585,14.8311,14.6129,14.4309,14.2804,14.8791
lsy-22,14.9535,15.33,14.9693,15.1808,15.0079,13.5074,15.2968,15.7988
"C24H11,5",11.9435,11.9813,10.6591,11.9359,12.398,12.1607,12.0517,12.5147
"CELE_F10A3,17",15.0074,14.6477,15.7478,15.0624,16.2764,15.3797,16.062,15.5882
pnc-1,16.5728,17.1803,16.5096,17.0049,16.5154,16.1577,15.9196,15.2532
"CELE_Y94H6A,12",12.1622,12.0831,11.7787,11.7468,12.4894,12.191,12.2149,12.6309
"CELE_F56C9,6",14.2642,15.1898,13.9804,14.7164,13.3554,14.0909,13.9287,13.9303
"CELE_T28D9,4;T28D9,4",14.5191,13.828,14.8666,14.1217,13.636,15.0703,15.3714,14.8808
"C28G1,5",13.304,13.5934,14.0243,13.436,14.2583,13.7223,13.7667,13.3677
gpx-7,16.7116,17.7945,17.0093,17.2227,18.0165,18.0134,17.8218,17.955
"CELE_F41D9,2",14.0738,13.4048,14.3071,14.3769,12.5317,12.12,12.2505,12.6723
"CELE_T04F8,8",15.7203,14.5106,13.8264,14.9833,12.3856,12.166,12.3355,12.4497
"CELE_ZK856,16",15.8281,16.0929,15.7194,16.7241,12.4094,11.9641,12.0992,12.337
"CELE_F23B12,4",12.2955,11.9865,11.5129,11.9302,12.3736,12.0587,11.7517,12.7992
"CELE_K09A9,6",15.9261,15.8466,16.434,15.8211,12.5208,11.8681,12.2462,12.6873
"CELE_H14N18,4",13.984,14.4645,14.5739,13.874,12.3263,9.21074,11.9059,12.6453
"CELE_T12B5,15",14.5042,15.3782,14.5013,15.3233,12.5688,12.0997,12.3393,12.7498
"CELE_Y17G7B,20",12.2937,11.58,11.7251,11.8351,12.3348,11.985,11.9415,12.4438
"CELE_E01A2,1",14.2146,13.1544,14.5077,14.4678,13.5063,14.6415,13.1017,13.4613
"CELE_T02H6,1",13.995,13.5158,12.9306,13.2305,14.8469,14.3982,14.5281,15.1594
"CELE_Y37E3,11",17.0325,15.6411,17.5124,17.3968,14.7925,15.0166,14.4831,15.8356
"CELE_M03F8,3",12.9999,12.141,13.1681,12.821,14.6065,13.8259,14.5867,14.7022
"CELE_F55B12,10",17.7188,17.518,17.4603,17.5216,14.0059,12.6624,12.7111,13.4368
pptr-2,13.7278,14.827,14.7624,14.6,14.9886,14.7531,15.0268,15.008
"maph-1,2",16.0029,16.0209,15.5035,15.813,16.1288,16.188,16.2562,16.4243
"CELE_K09G1,1",12.4381,13.3186,13.4707,13.236,13.8785,12.268,13.6672,13.9229
"B0303,7",14.6689,14.7456,14.2943,15.8741,15.4267,14.5694,14.1716,14.0789
"C23H3,3",14.4044,13.9259,13.3902,13.7133,12.313,11.9857,12.0919,12.794
"C17C3,1",14.7081,15.7549,14.512,15.0412,14.713,15.0301,14.9335,15.2326
glna-1,9.77481,11.9945,11.7347,11.8205,12.3866,13.5398,14.3451,12.63
"CELE_Y61A9LA,11",11.8056,11.9138,11.7407,12.0543,12.4155,12.1587,12.0249,12.6821
"CELE_F41E6,5",16.7119,15.975,15.1193,16.0961,12.5784,11.4851,12.2282,11.9884
"CELE_T25B2,2",14.3402,16.1052,13.7766,14.4037,14.4026,13.7691,14.3725,14.5838
trpp-1,12.0734,12.0534,11.7527,11.7332,11.8149,11.3409,12.2075,12.6438
tsp-10,11.9673,11.9419,11.765,12.0534,12.5759,12.0735,12.0252,12.483
ugt-26,16.7255,16.8912,16.9778,16.6827,18.0284,17.7685,17.9088,18.645
"C14H10,3",13.7459,13.5908,13.8251,13.7747,12.772,13.591,14.4269,14.5811
"CELE_D1086,10",22.568,22.2263,20.6158,21.3815,20.8343,20.1885,20.2513,19.8619
poml-3,14.8705,15.7066,15.1552,14.8473,14.7657,14.1918,13.9001,15.0937
unc-57,16.5005,16.6488,16.2658,16.1537,16.4355,15.7936,15.7784,16.3274
szy-20,14.1406,15.1518,14.6364,14.3952,14.566,14.082,14.0349,14.8838
"CELE_T06E4,14",12.2209,12.0471,11.7263,12.0835,12.5246,11.7917,12.3329,12.7441
"CELE_F13G3,10",12.2769,12.0666,11.4002,12.012,12.5702,11.9189,12.2968,12.7069
rmd-2,15.9483,15.8675,16.1066,16.2368,16.4182,16.4345,16.4881,16.9181
smc-3,14.0905,14.8382,14.3363,16.7001,15.4888,14.8274,15.2908,15.6941
ntl-2,13.1325,13.5858,13.1848,13.1494,14.2804,14.1794,14.358,13.7457
gcn-1,15.3476,15.2937,15.6422,15.8263,16.5938,16.6,16.6426,16.8312
urm-1,17.1774,18.0315,17.2854,18.3447,17.5769,17.0488,17.1785,16.7428
nono-1,15.1702,14.8948,15.4025,15.4066,15.673,15.6498,15.7711,15.919
atf-7,12.2061,10.1152,10.7511,12.0843,12.2447,12.1667,12.2923,12.7511
vps-26,14.858,15.0131,15.2171,15.5669,15.1176,15.115,15.879,15.6468
ndx-9,13.7658,14.0527,14.4328,14.3923,14.1176,14.2149,14.7745,15.4022
"C14F11,4",16.6404,16.7444,16.0033,16.341,17.0743,16.7466,16.7905,17.1877
abts-1,14.3159,15.2395,14.536,15.2902,15.5613,14.9492,14.6119,15.7683
"CELE_ZK858,6",15.0086,15.2149,15.0919,14.681,15.4659,15.657,15.2002,15.696
"C41G7,9",17.9674,17.0747,18.113,18.2647,18.2318,16.4168,16.9968,17.5397
lin-10,13.6872,14.0007,13.1014,12.8084,14.531,13.9606,13.8532,14.7755
"CELE_M04C9,3",12.2473,11.5909,11.7042,12.0789,12.4801,11.7592,12.2735,12.5928
"C31H5,6",11.8124,11.8665,11.7558,12.0602,14.2741,13.7518,14.1349,13.9263
"CELE_ZK355,8",19.0571,19.1291,19.3324,19.3871,15.0449,13.7903,17.8904,15.0507
spds-1,14.0927,13.9812,14.5702,14.689,15.6153,15.9737,15.711,15.2431
nxf-1,15.4755,15.8147,14.5494,15.1629,15.7102,14.8373,15.3226,15.1635
"CELE_F38A6,5",12.1775,11.8283,11.3341,11.947,14.6245,14.7698,14.4548,14.7148
"CELE_T03D8,6",15.5542,15.4394,15.0181,15.0947,15.0982,14.852,14.8823,15.6493
ret-1,17.2402,14.9625,16.9881,17.0609,16.1296,16.8009,16.1411,16.155
"CELE_D1086,12",15.1331,14.8652,15.6108,15.7044,15.0935,15.2968,14.6281,16.1005
"CELE_F52C12,6",13.8997,14.902,14.2135,15.2657,16.0818,15.4881,14.8347,15.8686
"CELE_Y40B1A,3",14.9339,14.8026,14.2711,14.5763,13.5142,11.7001,13.9189,13.6842
pals-37,18.5081,18.1757,18.2629,18.3821,18.2574,17.4922,16.6841,19.0327
"CELE_F59A2,2",14.7399,14.3949,14.5822,14.7969,13.9858,13.2417,14.0713,14.0186
ptr-24,15.8473,15.4508,16.5064,16.4586,14.7664,15.5792,14.6456,15.1225
"CELE_F11C1,5",14.9744,12.9853,11.7292,11.1246,12.5164,11.391,11.8456,13.2837
"CELE_Y43F8B,1",19.2706,19.4666,19.5263,19.6806,17.7428,18.1708,17.8004,18.1964
sam-10,14.8285,14.3867,13.7602,15.1108,14.9479,14.4477,14.5155,14.3486
dic-1,18.3925,18.7416,18.8066,18.7175,18.197,18.3481,17.927,18.3317
unc-68,10.8252,10.2688,11.9091,12.1162,10.0465,12.364,11.8275,13.0945
"CELE_T05H10,4;T05H10,4",13.3531,11.8929,14.2782,13.8098,16.8418,16.1891,14.8655,16.9858
"CELE_M05D6,5",16.4771,16.3563,16.4808,16.4589,16.296,16.2261,15.923,16.5767
ctg-2,14.6681,14.9702,15.0556,14.9742,15.6346,14.6323,14.3843,15.3678
rpl-32,18.05,18.1982,18.297,18.2902,17.885,18.7763,18.5146,18.6269
"CELE_F37H8,3",13.7809,13.1192,14.92,14.9638,14.5876,13.7001,14.4765,14.2175
clec-146,15.6902,15.5246,15.8598,15.8705,15.5149,15.6863,16.0166,14.8442
tnt-3,16.6045,16.6623,16.2472,16.657,15.5295,15.1868,15.6781,15.1789
mlt-11,14.5535,9.62702,11.1504,11.7021,14.412,13.7365,14.3783,13.9422
hrpu-1,14.4662,14.6331,13.2404,14.411,7.76826,12.8303,8.64075,12.801
kcc-2,13.2126,13.3637,13.8645,15.0998,16.0706,13.8504,13.1924,14.6809
ced-7,11.9805,11.9369,11.5771,11.9576,12.4635,12.0263,12.3203,12.6762
"CELE_F17C8,9",15.289,15.298,15.1402,14.886,14.6472,14.5612,14.9441,15.1241
unc-119,12.1669,12.0411,11.3091,12.0876,13.9214,13.1448,13.3374,12.9056
mrpl-46,16.2775,15.2663,15.7424,14.8388,16.6552,15.6461,15.6652,14.8976
"CELE_F40G9,5",12.1906,12.0549,11.6223,11.4529,12.4221,11.9443,11.6546,12.2135
"CELE_F40G9,17",13.1233,12.0998,13.6269,13.9439,14.7586,15.1781,14.747,14.5021
"CELE_Y54G11A,17",13.4736,14.2475,13.914,13.671,13.0197,12.6694,12.4905,12.958
let-767,16.9736,17.0354,16.3044,16.9514,16.7482,16.2701,18.5598,16.3673
dnj-16,14.6183,14.7313,15.1385,14.5949,15.4058,15.454,15.5792,15.8502
cfim-2,14.8909,15.4346,14.7283,15.4105,15.3783,15.3502,15.2616,15.5918
magi-1,16.0256,14.4749,16.5853,15.8284,10.246,15.0294,15.0309,9.09199
"CELE_F55D12,2",11.5205,11.6311,11.7519,12.0146,13.8462,13.626,14.1855,13.5106
"C39B5,5",14.291,14.8803,14.8566,14.0974,14.1261,12.7317,14.3617,13.7601
"CELE_Y32H12A,2",12.3237,11.5264,11.73,12.1067,14.5057,16.1689,13.3735,15.1346
smg-3,12.0218,12.0225,11.7385,12.0221,13.5923,13.0195,13.3614,14.2868
"CELE_F56B3,4",17.0848,17.6045,14.5696,15.9333,14.34,11.7704,13.2255,13.1388
"CELE_Y34B4A,8",12.2504,11.7576,11.766,12.0265,12.1254,12.0943,12.3093,12.7688
csn-6,15.2457,14.9339,14.8288,15.0303,15.6605,14.7843,15.067,15.9131
marg-1,16.347,16.0506,15.6001,15.9156,16.2844,15.6633,16.1479,16.2139
grsp-2,15.8161,16.0187,15.9099,15.9159,15.169,15.9066,15.7664,16.1966
"CELE_T28C6,7",15.9593,17.1581,15.8869,16.0722,16.5984,16.1775,15.828,18.1129
"CELE_T20D3,3",15.2128,15.984,15.042,15.5405,14.8662,14.1865,14.2029,14.433
"CELE_R102,4;R102,4",15.4655,16.0578,15.813,16.933,15.4008,15.2958,15.4335,15.7229
sao-1,15.5581,16.3136,15.5818,15.7192,15.0947,14.4313,14.6079,14.5827
"CELE_D1086,11",19.6242,19.4868,19.6318,19.8581,20.0646,19.4587,19.7649,19.2179
sqrd-1,16.0946,15.8705,15.5621,15.8351,14.0319,14.9547,14.2772,13.2496
nid-1,16.1452,16.8,16.243,16.4718,16.0571,15.795,16.0172,15.8461
"C41G7,9",15.9726,15.879,15.1982,15.7253,17.2608,16.9587,16.1715,16.8248
pqn-41,14.3347,14.3438,15.5618,13.6857,15.3925,14.8906,15.4981,15.49
