geneName;Leading.proteins,log2 N2_d5_01,log2 N2_d5_02,log2  N2_d5_03,log2 N2_d5_04,log2 N2_d1_01,log2 N2_d1_02,log2 N2_d1_03,log2 N2_d1_04
rps-10;O01869,29.1674,29.2827,28.687,29.7963,27.9237,25.6852,25.9199,25.2768
rps-10;O01869,23.9475,23.4434,24.7256,24.7363,19.9336,20.8769,20.1151,20.2542
rps-10;O01869,33.4312,33.6246,33.6819,33.4036,34.5373,33.55,32.8446,32.857
rps-10;O01869,26.4286,26.3745,24.4404,23.8681,25.0244,23.3035,22.9681,23.0073
rps-10;O01869,25.6649,23.5198,25.4301,26.165,26.7669,23.9415,25.1251,25.553
rps-10;O01869,23.8736,25.3833,22.3412,24.9211,25.9279,24.257,23.4246,23.0521
rps-10;O01869,25.3848,26.6262,27.5617,27.476,21.4885,20.3824,21.353,21.1985
;O01893,24.1378,23.5574,23.2183,23.839,24.7269,21.8511,22.9548,22.8724
;O01893,26.289,25.7643,25.0773,26.2225,25.8997,25.8026,25.9778,25.1556
spin-1;O01927,20.8866,20.7469,20.273,21.5307,26.661,23.0703,23.6943,25.3099
spin-1;O01927,25.3248,24.8489,24.6621,25.741,27.3728,24.9664,25.4427,24.3838
spin-1;O01927,25.5472,23.8327,23.2947,24.9098,28.173,26.5944,26.4366,25.9009
;O01963,23.0485,23.3654,21.6875,21.8816,20.7997,20.709,20.8882,20.4622
cuti-1;O02051,23.2316,22.6546,19.3042,20.7716,24.0498,25.7937,23.3558,25.5015
rpl-4;O02056,22.8556,22.8171,23.0184,22.1077,23.8137,21.6865,21.0029,21.7013
rpl-4;O02056,20.2331,20.3524,21.0203,21.439,23.8962,24.5333,22.4348,23.4451
rpl-4;O02056,21.8309,21.4175,21.4745,20.4395,21.7309,20.3418,21.0756,21.2539
rpl-4;O02056,22.7669,22.379,23.2852,24.4758,26.025,25.0454,22.8065,25.0564
;O02082,25.7178,28.1647,25.7987,25.8753,28.8983,26.1294,25.4884,26.4105
rpb-4;O02092,21.442,21.6518,20.1077,21.388,23.5636,22.5588,22.5352,23.4687
pcn-1;O02115,21.2427,21.2404,19.7981,21.4429,21.9285,20.5057,21.2373,20.7941
pcn-1;O02115,20.9189,21.2123,20.621,21.4216,21.714,20.0054,20.858,20.9158
;O02155,21.6973,21.5883,20.998,20.7999,21.1134,21.2498,21.1876,21.3283
;O02155,21.3693,21.4908,19.8887,21.8023,23.9426,25.6549,24.6732,26.0366
pck-2;O02286,24.8265,25.7113,25.1764,25.6507,21.3781,21.0326,20.8318,21.2191
pck-2;O02286,20.8203,20.9871,20.4105,21.7129,20.6745,20.7507,20.6934,20.9993
eif-3.C;O02328,20.8741,21.631,21.2732,20.8164,24.1215,22.9999,22.9217,24.4425
nstp-5;O02345,21.6452,21.7673,20.0969,21.8291,20.0579,19.9506,21.0263,21.2751
nstp-5;O02345,23.7512,23.5217,22.4557,23.2944,24.9156,23.434,22.7424,24.3095
ifa-2;O02365,21.7631,21.4109,19.084,21.4321,21.6566,21.1985,20.2432,20.9601
ifa-2;ifa-3;O02365;Q21065,21.8192,19.9075,21.1373,20.8861,21.933,20.808,21.343,19.8194
ifa-2;O02365,20.6828,21.7709,19.0128,21.844,21.9416,21.1481,20.9172,20.7155
snb-1;O02495,31.1154,31.1267,30.3864,31.1665,31.0405,29.8486,29.1193,29.9302
snb-1;O02495,29.5597,23.6814,24.3235,25.3318,25.2447,23.6324,24.3361,24.2707
snb-1;O02495,28.4249,29.8396,27.8228,28.4543,28.5272,28.0998,29.1475,28.234
snb-1;O02495,25.8624,25.5395,25.0915,26.1356,27.0486,26.2581,27.8659,26.7562
snb-1;O02495,27.7605,25.9373,26.4616,26.6957,27.2444,24.8153,24.7768,24.818
snb-1;O02495,20.5463,21.5009,20.8442,21.4587,24.4753,21.3014,23.0313,22.3333
gpx-1;gpx-2;O02621;O62327,20.7949,21.2672,20.0771,20.3395,21.9202,20.7773,20.2238,21.0418
cyp-35a2;O02628,21.5295,21.2935,21.1088,21.2503,22.671,21.4051,21.5789,21.8884
rpl-19;O02639,22.5509,22.6259,22.1594,21.9596,23.0259,21.6701,23.7276,23.2411
rpl-19;O02639,20.8773,21.736,21.0638,21.0906,21.8556,20.7465,19.5404,20.4858
mdh-2;O02640,21.3447,20.969,21.4216,21.6686,21.9584,21.1712,21.229,21.0098
mdh-2;O02640,21.1031,20.2312,21.404,20.6173,20.3597,20.8337,21.0895,20.3914
cyp-33c8;O02641,22.8615,22.8975,23.1108,22.2273,20.7247,19.918,21.3405,21.0168
cyp-33c8;O02641,20.7034,20.627,21.5215,21.1019,20.6627,21.1591,21.2438,21.2511
unc-64;O16000,22.6706,22.1255,22.5239,23.1745,23.4386,25.0342,22.7569,23.2001
unc-64;O16000,24.0702,24.2704,22.6605,23.9614,20.4015,20.8101,21.2616,21.3817
;Q8MXK1,25.33,23.2515,24.6118,26.0016,26.3645,23.4275,21.7842,24.1432
mcm-7;O16297,21.0701,21.2448,20.6818,20.1264,23.292,21.9733,21.028,21.7146
dnj-19;O16303,23.5798,23.5703,23.1903,23.581,22.8573,20.7001,19.0712,21.5483
dnj-19;O16303,24.0063,24.2141,22.5282,23.0928,23.8007,23.7151,25.3083,24.3055
dnj-19;O16303,24.6248,24.6459,24.1494,22.9104,25.5961,23.2471,23.8306,25.1133
cmd-1;O16305,21.9447,20.5353,20.5391,21.6873,21.5246,20.4465,20.6853,21.1139
cmd-1;O16305,26.2454,25.0639,25.2593,24.8573,26.585,23.7617,26.9756,25.0883
cmd-1;O16305,23.5862,23.4099,23.1235,22.8857,21.7596,20.7413,21.2302,21.2175
cmd-1;O16305,27.4567,25.8086,24.4647,26.7734,25.9057,24.8368,25.3766,25.3397
cmd-1;O16305,23.7337,24.9374,24.7853,25.1522,21.1358,20.4219,20.6677,21.4124
catp-3;O16331,25.0218,24.7893,24.9436,25.736,23.987,22.1473,22.5899,22.5054
catp-3;O16331,19.8327,20.118,21.4106,21.457,21.4203,19.9191,20.2342,20.9022
rpt-2;O16368,21.7263,20.3041,20.6068,21.4232,21.3037,20.7875,20.9842,20.4941
rpt-2;O16368,21.7533,21.5543,20.3806,21.1485,21.8239,20.4574,21.333,21.3534
C36C5.12;O16406,23.9941,25.2113,24.8464,25.6299,25.0831,27.6623,26.3693,25.5298
tag-196;O16454,21.1177,21.6431,20.4661,20.3654,20.7892,20.7117,20.3612,21.0915
atp-4;O16517,21.4347,21.096,20.4758,21.5268,24.0005,23.8294,24.3304,23.1954
atp-4;O16517,21.4395,21.0715,20.8729,21.7691,21.1763,21.0463,21.1487,21.3967
atp-4;O16517,21.8757,21.2385,21.4553,21.4752,18.9675,20.8522,20.722,20.9776
alh-4;Q8MXJ7,21.6773,21.0349,20.0597,20.9796,26.2691,24.8837,24.0781,24.226
fbxc-50;O16541,21.7376,21.5894,21.1912,21.2312,21.7313,20.8454,20.9402,21.1871
;O16547,26.4786,26.6212,26.8181,26.9626,28.0877,25.5457,27.0617,27.8829
;O16547,20.729,21.5954,20.9402,21.6897,21.9748,21.2032,20.2143,21.0601
;O16547,21.7167,21.9467,23.1922,22.7284,21.6654,19.1847,20.8742,20.681
;O16680,21.0099,21.2941,20.1785,21.7005,27.1104,26.1578,24.6262,25.0978
;O16682,25.3601,25.5655,24.6888,24.8405,23.9551,23.6234,20.6295,21.4944
;O16682,21.9046,21.3327,21.3588,21.1088,26.4945,27.3936,25.8522,25.7528
;O16682,27.007,26.0055,26.4034,27.1692,21.3978,21.1944,21.3637,20.991
;O16682,24.6348,23.6671,22.5389,23.9957,24.5383,23.047,24.5984,25.3203
;O16682,26.7597,25.879,23.6604,24.2215,26.6264,23.7024,24.1593,23.257
;O16682,21.4183,21.7429,20.5268,20.5418,21.7329,20.9867,21.0261,21.1717
;O16682,26.2945,24.8506,25.4198,26.0341,23.136,22.2894,24.3813,23.598
;O16682,26.1977,26.8983,24.8446,26.2143,26.513,24.1966,25.0526,25.3321
;O16682,24.6663,25.1012,24.217,24.549,21.6205,21.0191,21.2727,19.9355
;O16682,23.2723,24.1078,25.1395,26.8284,21.7965,21.2229,21.3638,21.3015
;O16682,20.8225,21.7794,20.6042,22.2342,21.7036,20.0394,20.4571,20.7603
;O16684,24.4088,24.967,25.6801,25.7677,27.5897,25.0614,24.9704,25.2285
;O16697,21.177,21.3144,21.4766,21.8265,23.0213,21.1023,21.5792,21.2086
;O16697,21.8693,21.2877,19.9751,20.6554,23.0213,23.315,21.4681,22.4297
pat-6;O16785,20.8718,19.8416,20.9242,21.7402,23.4503,20.589,21.9703,21.7681
ugt-41;O16922,22.9174,22.8652,23.0315,23.051,23.8793,22.6655,23.0312,22.7559
ugt-41;O16922,23.5312,24.1293,24.1943,24.2586,23.9935,22.8076,22.4405,22.6725
;O16997,21.6848,21.0638,21.3525,21.1824,21.141,19.8705,19.9786,19.8873
;O16997,20.2734,21.3515,21.1085,21.8193,21.5233,21.168,21.2831,21.056
;O17069,26.0771,25.3819,24.734,26.188,22.6875,21.4924,22.5958,21.4251
;O17069,21.604,23.104,21.4029,24.0816,22.3702,23.1234,22.7004,22.4446
rpt-4;O17071,20.5653,20.6214,20.1967,20.3832,21.0218,20.6249,21.1219,21.3921
rpt-4;O17071,23.9155,25.5603,24.5639,23.6237,20.6829,21.1809,20.8968,21.2056
;O17167,24.8818,23.673,23.1202,24.1368,24.678,22.3178,21.9758,22.338
;O17168,21.1515,21.6664,20.4187,20.9137,19.6756,20.9505,21.3783,20.5359
fbxa-165;O17199,22.7208,22.1751,21.2992,22.3575,20.6444,21.0232,19.9777,21.2128
rps-22;O17218,24.8026,25.5166,25.2711,26.6813,26.2187,23.7765,23.3127,24.1173
rps-22;O17218,27.4999,26.3949,25.7324,26.9769,26.9266,23.1198,24.5465,23.9512
rps-22;O17218,20.9145,21.5082,19.7487,21.5707,25.0181,23.9374,24.1116,24.8876
mct-6;O17328,21.1038,21.5586,20.1693,21.8094,24.6719,22.3517,24.278,22.9503
mct-6;O17328,24.6875,24.6403,24.3512,23.9972,26.3892,23.4975,24.5822,24.5381
mct-6;O17328,23.4032,22.1699,22.3079,24.0177,23.4542,22.6004,22.3591,21.7892
mct-6;O17328,22.3726,22.1671,22.4494,22.6265,23.8131,23.6998,24.0195,23.5905
mct-6;O17328,21.4366,21.4987,21.5077,19.6814,21.8353,20.5863,20.9118,20.8907
mct-6;O17328,19.5643,21.5226,20.5006,20.9583,23.8953,24.5817,23.2011,26.1207
tth-1;O17389,24.3643,24.3428,22.0744,23.2195,21.8387,19.6184,20.6132,21.2324
tth-1;O17389,21.8524,21.571,20.878,20.5715,21.6456,20.916,21.2502,20.528
tth-1;O17389,21.4383,20.6536,19.9584,20.3937,21.8912,21.2521,20.1553,21.1671
tth-1;O17389,21.1976,21.5992,20.735,21.6066,21.5388,20.4385,21.3844,21.1398
tth-1;O17389,21.8045,21.6222,21.196,21.8419,21.5065,19.6875,21.3321,20.24
;O17390,22.3373,22.2716,22.182,24.108,21.8247,20.4925,21.5039,20.9495
F52H2.6;O17397,22.4985,22.0441,21.8168,21.8342,24.52,24.5224,24.7308,25.2193
F52H2.6;O17397,25.1064,24.2028,23.5593,24.7375,24.0776,23.2781,22.1798,24.7181
F52H2.6;O17397,20.993,21.1428,21.284,20.1507,23.7576,21.549,24.5135,23.0232
attf-2;O17406,21.4583,19.8605,20.9373,19.7263,21.6818,21.0264,20.9052,21.3717
attf-2;O17406,21.7255,21.0543,21.2873,21.1037,20.6979,21.0155,19.6385,20.8587
attf-2;O17406,21.8453,21.5693,20.2631,21.6156,23.3814,22.3028,21.7397,22.5361
attf-2;O17406,21.32,21.3422,20.3093,21.9028,21.0505,20.732,21.3604,21.0481
attf-2;O17406,23.5829,24.3,22.645,22.6791,21.3232,19.8116,21.2772,20.5155
attf-2;O17406,21.9272,21.5339,20.702,20.8826,21.0036,19.778,21.0574,20.6304
attf-2;O17406,21.8073,20.7702,21.2758,21.1256,20.4799,21.1577,21.2313,20.9715
attf-2;O17406,21.6444,22.976,21.6408,22.6178,22.8776,20.6525,22.9887,23.1282
;O17524,21.4313,21.284,20.4355,21.0422,21.9254,22.9588,24.3135,23.0985
rap-2;O17599,23.9375,21.6227,23.2593,23.6414,23.9747,23.2531,23.7671,23.8557
ruvb-1;O17607,24.0697,22.962,22.9291,23.1114,24.1473,25.0641,23.1361,24.4034
sams-1;O17680,20.3461,20.2226,20.7252,21.9263,23.682,20.1899,21.6183,21.6691
;O17682,20.4508,21.4798,20.0253,20.048,24.2324,24.3709,22.7704,24.5109
nasp-2;O17687,24.322,24.2368,23.5771,23.6913,21.8134,23.6969,23.5685,22.4525
nasp-2;O17687,22.5831,22.4205,23.5948,22.7077,21.8077,21.0012,21.3227,21.2399
nasp-2;O17687,24.2412,24.5746,24.0787,24.7575,21.1522,20.8079,20.905,19.7087
nasp-2;O17687,21.0379,20.5145,21.4868,21.363,21.5543,21.0923,20.4054,21.3903
nasp-2;O17687,23.3197,22.1177,23.0306,23.3093,20.7888,21.1914,21.354,19.9543
nasp-2;O17687,22.0413,21.1931,21.9629,21.8431,22.1365,23.8118,22.9951,23.1032
nasp-2;O17687,21.8408,20.6534,21.2942,20.6768,28.7964,27.737,23.5224,26.3082
nasp-2;O17687,24.6538,24.0361,24.0528,25.6338,23.3661,22.3111,21.3329,21.7314
nasp-2;O17687,20.7564,21.6043,21.3318,20.9906,21.6298,21.0301,21.0915,20.0864
nasp-2;O17687,26.9494,24.6629,25.5015,26.2512,21.5285,20.3215,20.3309,21.0023
nasp-2;O17687,21.9522,21.7826,21.07,21.9024,21.4925,20.1527,20.6503,20.9947
nasp-2;O17687,21.5157,21.1512,21.3415,20.386,20.3815,21.1525,20.3357,20.1911
nasp-2;O17687,21.6257,21.1138,20.5564,21.7969,21.6538,20.4733,19.8722,20.827
nasp-2;O17687,21.8668,21.0673,20.7306,19.1076,21.0189,20.9295,21.2873,20.6138
nasp-2;O17687,21.314,20.5434,20.2994,21.8902,21.8198,20.7793,20.2966,21.0559
hda-1;O17695,22.8475,22.9655,20.9725,22.031,21.8741,21.1881,19.2292,21.044
;O17742,24.9638,24.7815,23.8932,24.3124,21.6074,19.3993,19.6811,20.759
tkt-1;O17759,21.0062,21.3832,21.3497,21.3277,21.6634,20.7243,20.6279,21.4058
tkt-1;O17759,21.8306,21.2698,21.1233,21.203,21.3234,20.5246,21.2346,21.0643
;O17773,21.8199,21.7465,20.1727,21.0675,26.557,24.5442,24.4379,25.229
;O17785,25.4111,23.127,23.1055,23.5699,26.2103,25.2873,24.689,25.7169
;O17785,21.8985,21.713,19.8612,21.4861,21.9176,21.0509,20.9551,21.0949
;O17893,20.9883,20.9195,21.3265,21.682,21.7568,21.0533,20.5754,20.6956
ctg-1;O17907,21.8677,20.8772,21.4683,21.6928,21.1225,21.1264,21.1089,21.0974
ctg-1;O17907,21.4061,20.4535,19.9677,21.2665,22.5797,21.8037,21.8661,22.1666
ctg-1;O17907,21.58,20.9718,20.308,21.1535,21.7073,21.1836,20.6518,20.3204
ctg-1;O17907,21.1046,21.5998,20.4792,20.7291,24.1583,24.4385,23.7035,23.997
enu-3.6;enu-3.4;enu-3.5;enu-3.2;enu-3.3;O17914,26.4966,26.7966,26.4169,26.7311,26.7901,25.4821,24.631,25.2561
ran-1;O17915,21.3877,20.6995,19.5837,21.5955,25.2192,23.8814,23.7649,25.0018
ran-1;O17915,21.8602,20.5036,21.3073,21.8109,21.1449,20.2938,21.1626,21.1361
ran-1;O17915,21.5284,21.323,21.1919,21.1151,20.0108,20.449,20.9388,19.9621
K01G5.5;O17919,23.8191,22.4366,22.1828,22.827,26.3532,21.6902,24.2986,20.8895
tbb-1;O17921,21.9557,21.0506,20.4185,21.3804,21.8021,20.4722,21.1359,21.1392
tbb-1;tbb-2;O17921;P52275,24.1167,25.2443,25.6476,24.5519,23.7614,22.9003,22.4994,23.922
tbb-1;ben-1;O17921;Q18817,21.9276,21.5268,21.091,20.8282,21.482,20.8805,20.8833,19.9555
arrd-11;O17981,22.2158,22.8662,21.8367,23.434,20.0945,20.3566,21.2971,20.4938
;O18131,19.374,21.7745,21.1726,21.6832,20.2884,20.1657,19.8354,21.0777
ogt-1;O18158,21.6667,21.7215,21.5274,21.8171,24.0023,22.3324,22.9398,21.2745
ogt-1;O18158,22.9439,22.8011,21.8063,22.5792,21.969,20.9409,21.3489,21.3977
maea-1;O18188,21.7022,21.3839,21.2153,21.5528,21.7698,21.0381,21.3542,20.9888
;O18224,21.4573,21.7681,21.3743,21.3097,22.6628,21.3362,21.0397,22.2618
;O18224,21.6518,21.2377,21.3483,21.7604,21.7812,20.9254,19.8358,19.7213
Y57G11C.3;O18229,19.7644,21.2843,20.1135,20.5731,19.8455,20.2532,20.4939,19.1197
rps-18;O18240,24.8034,23.5559,24.1573,24.6744,25.5751,24.7183,22.9346,25.0113
rps-18;O18240,22.8811,21.4705,21.1984,21.2463,23.1396,22.6282,23.4434,22.244
;O18307,24.7566,24.475,23.9045,24.4369,21.0057,20.9424,20.7296,20.7779
;O18307,21.0997,21.2226,20.6197,20.5193,20.9375,19.9454,20.9786,20.9013
;O18307,20.9775,21.3446,21.3868,20.9887,22.3251,23.5896,24.6674,24.2095
;O18307,21.4661,20.8819,19.6447,21.1372,25.0762,23.6013,25.5801,23.9083
;O18307,21.9187,21.123,20.735,21.3605,22.9464,20.5634,22.8146,20.2134
rps-19;O18650,23.2667,24.4781,24.6769,24.9626,21.2889,20.8598,19.7231,20.4785
rps-19;O18650,26.3845,25.6063,24.882,26.2664,27.1425,25.4926,26.0171,26.2124
rps-19;O18650,21.3634,20.0991,21.1057,21.3337,21.8056,21.0178,21.1516,19.6297
rps-19;O18650,23.6955,26.5718,24.1506,23.1207,24.5885,25.2171,23.0145,25.677
rps-19;O18650,21.1981,19.8893,20.8364,20.6802,21.7309,20.8311,20.8522,21.142
rps-19;O18650,21.2641,21.2202,19.7861,20.6041,21.5834,21.2024,21.3328,20.6641
;U4PF18,22.0875,22.0522,21.7521,22.7181,23.303,22.139,24.1437,22.1802
perm-4;O44144,24.9259,24.94,22.3754,25.0536,21.955,23.087,22.1529,23.0158
perm-2;O44145,21.6423,21.6266,21.5111,19.9382,20.8296,20.7445,21.0492,21.0278
;O44154,21.3175,21.7455,21.321,20.7977,23.663,22.5568,21.003,23.6303
rfc-2;O44175,21.5366,20.7933,19.8346,21.4302,24.6512,24.6655,25.9655,25.1547
rme-2;V6CIR8,22.3198,23.1236,23.0942,22.732,22.3628,22.8071,23.2359,23.6815
F37C4.5;O44400,25.5047,24.9632,24.7763,25.6684,25.0968,24.16,22.6244,23.1754
F37C4.5;O44400,24.2052,24.1106,23.5675,24.8054,23.136,22.2409,22.6151,23.1089
F37C4.5;O44400,19.9519,21.6394,21.0001,20.8767,21.4225,21.014,20.7248,21.277
otub-4;U4PEY4,27.0283,28.0247,27.8369,28.82,29.1337,24.3127,23.8231,24.7608
May-02;O44441,21.9118,23.0121,22.6717,22.1573,23.1169,23.2528,22.6323,22.7119
May-02;O44441,21.3195,21.4052,21.1772,19.9463,20.9392,19.8067,21.1254,20.8404
;O44444,21.7153,20.6571,21.478,20.3198,21.7372,20.7919,20.3365,20.8014
snpn-1;O44445,20.921,21.7209,20.4188,21.2749,20.2851,19.9875,20.5748,20.8489
snpn-1;O44445,24.3741,24.043,22.9159,24.0031,24.2257,23.6829,22.7676,23.9001
rpl-20;O44480,23.8844,25.3022,24.092,24.5044,26.4476,25.5386,24.9841,25.8153
rpl-20;O44480,26.9007,26.6613,25.6138,26.0031,28.8471,25.4567,24.8414,25.7383
rpl-20;O44480,20.8291,20.2849,21.108,20.1076,21.9631,20.3861,21.138,20.6753
rpl-20;O44480,27.2882,27.696,26.4421,27.7939,28.8318,27.4728,26.6445,27.2044
rpl-20;O44480,24.2897,22.7587,22.0961,24.109,24.5884,23.9128,25.7726,25.0196
rpl-20;O44480,26.167,25.9305,24.9298,25.5658,26.2784,25.8358,26.3883,25.3095
rpl-20;O44480,22.9972,23.0498,23.0362,23.6316,23.6099,22.0255,22.3982,22.2649
rpl-20;O44480,19.4945,20.2946,21.1803,21.2198,21.717,20.7745,20.7202,19.3845
fnta-1;O44501,21.4725,21.565,20.543,21.1458,22.7575,21.9657,21.9411,22.9438
;O44557,21.9066,21.5651,21.2146,21.1003,21.7192,20.976,20.8806,21.0224
acs-3;O44560,21.1974,20.4035,21.444,20.2364,21.2768,20.5499,20.3459,21.141
tni-4;tni-3;O44572;Q9XUN9,22.9635,25.9406,25.1152,26.0891,26.3915,24.1229,26.7671,26.8936
hacd-1;O44608,21.8709,20.9384,20.6386,20.799,30.4982,27.0587,24.836,26.4134
;O44735,23.327,22.562,22.6506,22.7637,24.1435,21.8797,23.058,23.7988
;O44735,22.768,22.9289,23.9277,22.2067,21.6576,20.3701,21.2966,20.6741
;O44735,25.9155,25.1702,24.3189,25.4852,26.151,24.5667,24.8183,24.3069
bag-1;O44739,21.1246,21.0928,20.646,21.8332,21.5586,20.479,20.8214,21.2963
snf-1;O44752,25.8007,26.8418,25.9098,25.5796,25.7282,25.7946,24.0701,24.7215
;Q9BL61,26.2816,25.0922,26.0422,26.1205,28.6864,27.83,27.0549,27.8302
;Q9BL61,21.8855,21.4374,21.2402,21.4722,26.2184,25.0186,24.5973,24.0143
;Q9BL61,24.5864,24.7418,22.9265,25.2883,27.2631,25.715,25.359,25.9194
vpr-1;O44782,21.8806,21.409,21.4107,20.8477,24.1604,22.5072,21.3391,22.1531
fgt-1;O44827,23.4752,23.8351,20.9431,21.3998,25.5397,23.3274,22.9114,22.0895
arrd-1;O44847,21.8716,21.6909,21.0548,20.3958,21.9557,20.5738,21.2842,21.0502
arrd-1;O44847,25.0426,25.1281,25.1042,25.4899,26.4549,21.7934,23.2277,22.3688
arrd-1;O44847,20.4814,21.203,21.3075,20.9582,21.3192,20.4358,20.5529,21.0532
arrd-1;O44847,24.9023,24.697,23.7054,24.9816,21.3617,21.1386,20.5274,21.0411
arrd-1;O44847,21.881,21.2066,21.5252,21.3247,21.6034,20.0829,20.2957,20.8948
;O44885,20.5371,21.0144,21.0649,21.7772,21.8929,21.0351,20.8613,20.7665
inx-13;O44887,22.4208,22.3687,23.2427,22.2193,24.2156,24.8178,23.2809,22.4562
haf-9;O44897,21.9166,20.5853,21.3709,18.6099,24.2419,23.9939,23.5112,23.6575
haf-9;O44897,25.5014,25.3002,25.4315,24.8737,25.6432,24.6726,23.8043,24.0093
haf-9;O44897,23.1394,23.0349,22.2992,23.754,24.4265,22.39,23.0383,23.2408
;O44951,21.6965,20.6915,20.174,20.7242,21.7802,21.1632,20.6415,21.395
;O44990,24.514,24.8563,23.9864,23.6312,24.6591,22.0516,23.104,22.5113
;O44990,20.8779,21.2504,21.3352,21.8832,25.1212,23.1186,23.9262,22.8722
;O44995,25.6293,24.6027,23.9475,24.7844,25.5448,21.5087,21.6238,21.8136
nol-5;O45012,23.4655,22.8263,22.3238,22.4992,20.2059,19.9443,21.2985,22.6107
;O45060,24.593,23.9464,23.4905,24.2576,23.9209,25.9011,22.9094,22.67
;O45060,26.1064,26.9567,26.8522,27.1033,28.8675,25.9391,26.181,25.9755
;O45083,26.9242,24.9423,26.1206,24.4571,28.6094,25.4934,26.0432,24.4636
swt-1;O45102,23.651,24.6785,23.5575,24.4568,21.4765,20.7431,21.28,20.8211
swt-1;O45102,25.8475,24.7967,23.4136,25.9129,23.3963,23.5692,23.4134,22.8655
folt-2;O45166,25.8793,24.6091,24.8826,24.9846,27.8911,26.1148,24.4616,25.7312
folt-2;O45166,21.4478,21.0316,21.078,21.8579,20.5539,20.4671,19.5103,21.0508
tin-13;O45319,21.3542,21.6325,20.7752,21.1124,21.8509,20.6705,21.028,20.9109
fkb-6;O45418,21.1054,21.1269,21.3463,21.2871,23.8281,22.9575,25.3215,23.7344
clec-66;O45445,25.9275,23.7736,23.5753,26.1445,29.5652,29.6805,28.1273,28.5601
gst-38;O45451,25.3709,23.7294,23.762,24.0007,21.4552,20.554,20.8647,20.7241
oac-20;O45470,24.8614,25.3914,22.9328,25.028,25.5016,23.3053,24.2497,24.8492
oac-20;O45470,27.9332,27.3367,26.8525,27.8313,28.2385,27.4802,25.7133,27.162
oac-20;O45470,24.7619,24.3726,25.2717,25.5734,21.6567,20.5673,20.1773,21.0433
oac-20;O45470,22.0681,21.9413,20.8772,22.2959,22.9258,23.359,22.9773,22.3598
uev-1;O45495,21.932,21.5997,21.2713,20.6337,21.0996,19.6451,21.1588,20.8715
rps-26;O45499,20.4918,21.6733,20.5674,21.3068,21.426,20.7146,20.2946,21.3631
dnj-12;O45502,23.6286,22.8762,23.0984,22.3362,23.7258,23.4172,23.4275,22.1421
;O45562,21.6632,20.3616,20.1092,21.4116,20.4915,21.1651,20.6588,20.9527
cpf-2;O45577,21.3851,19.3944,21.3077,20.71,20.4691,21.0886,21.1805,21.4193
cpf-2;O45577,21.7272,21.7318,20.0403,20.6355,20.9858,20.5048,20.8973,20.8077
btb-20;O45593,21.2924,20.4226,21.277,21.0995,23.4937,21.9829,21.2723,21.9655
btb-20;O45593,22.181,22.2162,23.3568,22.2291,21.4061,21.1759,21.2187,20.9625
;O45665,20.0225,21.4744,20.8926,21.4238,21.0862,20.4131,20.9496,21.2733
;O45719,21.5534,21.771,21.4391,21.4322,21.1947,20.287,20.6494,20.3306
;Q6BEV8,22.5468,22.5033,24.0525,21.5177,21.5392,20.8856,20.911,21.2246
;O45723,24.1005,23.4335,23.6585,22.5119,24.5169,25.8895,24.5549,26.5344
;O45723,21.6757,20.8714,20.7517,20.7245,21.7131,20.915,19.732,20.5844
cpl-1;O45734,20.9041,21.41,20.4623,21.4374,20.6144,20.9787,20.5687,20.4111
;O45783,20.6361,21.7782,20.8629,21.5736,21.1442,21.2362,20.4303,20.6115
act-5;act-2;act-4;act-3;act-1;O45815;P10984;Q6A8K1,26.5845,26.3459,26.1541,26.7557,27.0623,26.5539,26.0812,25.2041
act-5;O45815,21.6935,21.2683,20.2436,21.68,26.2732,25.0896,24.6268,25.2408
act-5;O45815,26.5482,25.9486,24.8694,25.0702,25.8537,24.0122,24.1381,23.5319
act-5;act-2;act-4;act-3;act-1;O45815;P10984;Q6A8K1,25.3004,27.2355,24.1853,25.6038,27.4999,25.898,24.4458,27.8592
act-5;O45815,21.4828,21.6554,21.3005,21.3019,24.7366,23.6819,22.4295,23.5054
;O45841,27.6715,26.3265,25.7643,26.1912,22.8112,20.9381,22.2788,21.3823
ant-1.1;O45865,21.6073,21.4053,22.4052,22.5095,24.2857,22.531,25.4035,23.5873
;O45871,20.8533,19.8861,21.1555,21.4724,21.6201,21.2212,21.0458,20.4435
lec-1;O45904;P36573,26.0458,24.0898,23.9738,24.1204,25.6841,23.272,22.8818,22.0203
lec-1;O45904;P36573,21.8389,21.7363,20.9881,21.898,21.8371,19.3487,21.3331,21.0502
lec-1;O45904;P36573,21.7558,20.7616,20.5314,21.7628,25.232,25.4359,23.6088,25.1587
lec-1;O45904;P36573,21.1974,20.9631,20.379,21.8794,24.8047,22.211,24.238,22.8055
lec-1;O45904;P36573,25.5504,23.8042,25.0326,25.6495,25.7983,25.6784,24.1438,25.1199
lec-1;O45904;P36573,21.0176,20.3588,20.855,21.9283,22.0411,20.9295,21.3787,22.136
rpl-18;O45946,27.3319,27.5465,25.5453,27.1565,26.4493,24.591,22.8216,24.5652
rpl-18;O45946,20.9425,19.1311,21.2348,21.6231,26.4842,26.8686,25.0826,26.5772
rpl-18;O45946,27.3585,26.4847,25.6795,26.0863,27.5502,26.0851,25.4842,26.2639
rpl-18;O45946,25.049,25.0513,25.1362,24.1785,26.4983,23.8818,22.3208,23.5266
