geneName;Leading.proteins,log2 eat2_d15_01,log2 eat2_d15_02,log2 eat2_d15_03,log2 eat2_d15_04,log2 eat2_d10_01,log2 eat2_d10_02,log2 eat2_d10_03,log2 eat2_d10_04
;Q9N350,24.381,27.1767,26.3585,26.0858,24.3225,24.0131,23.8334,22.6783
;A0A1N7SYR3,21.6527,18.7842,20.7236,20.6829,21.9554,20.7005,21.2447,21.1244
;A1IMB7,20.1651,21.4032,20.405,20.527,22.3304,21.6851,23.3765,20.1465
;A3QMB7,20.7373,20.1265,19.4449,20.363,21.8719,19.609,20.6555,20.5194
;J7SF86,21.6992,19.8334,20.528,19.015,19.806,19.4739,20.628,19.5981
;U4PRJ1;Q95ZL3,20.3424,21.1414,21.6776,21.4089,21.5834,20.6769,19.9835,20.86
dhs-3;A5JYX4,25.0451,23.9429,23.8379,23.3846,21.6294,22.8169,21.5663,24.8026
dhs-3;A5JYX4,25.7235,27.2136,26.6909,26.9276,25.3725,25.0324,24.7491,25.1401
dhs-3;A5JYX4,21.1575,20.7076,21.5962,20.9997,20.8163,21.0768,21.1777,21.5562
dhs-3;A5JYX4,22.7036,24.2487,23.7622,25.1969,19.8254,20.2988,21.3845,20.4238
dhs-3;A5JYX4,22.7036,23.7003,24.2314,22.5855,20.5262,21.2221,21.5318,19.8052
;A5PEY0,23.403,24.0328,25.7259,23.9859,25.1976,23.7598,25.1641,22.4747
;I2HA81,21.0581,20.2849,19.3281,20.9725,25.8246,25.8714,27.0083,25.9346
;A5Z2W7,21.1554,22.6265,22.7661,22.033,24.6619,24.5041,23.8225,20.9875
;A5Z2W7,24.0147,24.2679,25.58,22.7831,24.5632,25.1548,24.4441,20.8372
;A6PVA5,21.8409,23.5633,24.0965,23.1731,22.4739,20.8005,21.6686,24.5479
;Q20621,23.8934,23.9373,24.0824,24.923,26.0135,25.5235,25.7943,21.1307
tag-296;A7DT41,20.992,20.3824,19.657,21.681,20.9843,20.4114,19.2772,19.7172
tag-296;A7DT41,21.2066,20.6973,21.3437,21.2599,21.2109,21.1785,21.7718,19.4215
tag-296;A7DT41,20.9432,18.7387,21.3275,21.4523,21.0691,21.0397,18.0407,20.128
tag-296;A7DT41,20.8964,19.8609,20.8022,19.31,20.9703,21.2433,20.2388,20.764
tag-296;A7DT41,20.6043,20.8339,20.6146,21.1435,20.9853,20.5556,19.6077,20.4815
tag-296;A7DT41,20.8753,18.8561,21.3432,21.0917,20.6182,21.3027,21.5734,20.5954
mrg-1;Q9XWW2,20.8231,21.5212,20.6574,21.6754,21.5353,21.0868,20.6244,20.2584
mrg-1;Q9XWW2,21.3114,18.261,20.5507,20.9375,20.5101,21.3649,19.961,19.6619
igcm-3;A7LPD6,25.3577,24.5915,22.9995,24.3284,20.99,20.6424,20.0063,21.5853
igcm-3;A7LPD6,25.6671,23.456,21.6948,23.5304,24.1857,24.8905,25.0602,28.2262
gpdh-2;A7LPE6,23.2776,26.6366,26.8808,25.5553,21.4304,20.3817,21.5546,19.9708
;Q5FC71,21.18,20.5198,20.3911,21.6162,20.7822,21.4339,21.8781,19.5548
;Q5FC71,20.7639,20.5807,21.0098,19.4139,21.4626,20.0995,21.0815,20.7424
;Q5FC71,21.8289,21.485,21.1998,21.5596,27.8768,27.0131,26.4436,27.0602
;Q5FC71,29.9646,29.1614,28.4394,27.7251,27.6564,26.5632,27.0377,25.0677
;Q5FC71,31.1305,32.3033,32.1706,23.7038,33.3555,33.4188,33.6814,28.1987
;Q5FC71,22.0454,21.1911,20.4814,21.1949,24.2607,23.9958,24.6922,27.0456
;A8WFH7,23.8858,24.9999,24.9737,23.5204,25.0506,25.2506,24.5741,21.1438
;A8WFH7,20.907,20.2394,20.6324,21.4894,25.379,25.1923,26.3474,23.1536
;A8WFH7,21.2492,24.6939,25.122,25.553,24.3052,24.029,24.2603,23.6969
;H2KYH9,21.2969,20.7897,20.8244,19.1231,21.5225,21.0172,20.8943,20.5508
mdt-28;A8WHP8;Q65ZB1,23.1619,22.8317,22.1447,22.7106,23.025,25.3287,22.4559,24.5313
mdt-28;A8WHP8;Q65ZB1,21.4583,20.6505,21.4453,21.1883,21.2604,21.5089,21.1721,21.0287
mdt-28;A8WHP8;Q65ZB1,23.1303,22.6735,23.4692,21.9141,21.7246,21.272,21.3048,20.635
mdt-28;A8WHP8;Q65ZB1,21.4823,19.5476,21.7658,21.1653,21.8548,21.3014,21.8023,21.4422
mdt-28;A8WHP8;Q65ZB1,21.9637,22.0137,22.2861,22.9176,22.8721,21.7956,23.8906,22.2759
mdt-28;A8WHP8;Q65ZB1,21.7561,20.04,21.5093,19.5039,20.5827,19.1302,20.1471,21.2666
mdt-28;A8WHP8;Q65ZB1,26.4881,21.3335,23.9101,25.2886,20.0063,20.9434,21.6443,19.7249
mdt-28;A8WHP8;Q65ZB1,21.0801,20.5858,21.0352,20.3379,23.6495,23.3839,23.9651,23.4029
mdt-28;A8WHP8;Q65ZB1,22.5417,21.4511,22.0691,21.6776,22.4982,22.8863,22.7306,20.3378
mdt-28;A8WHP8;Q65ZB1,24.6815,23.962,26.0082,23.7266,21.7567,20.974,21.275,21.41
;A9UJN7;Q7YXB8;Q18494,23.215,23.0289,23.0514,22.1979,21.6307,21.1563,21.0618,19.4438
;A9UJN7;Q7YXB8;Q18494,20.7697,21.3594,21.3015,19.535,21.7606,21.2241,20.6012,21.0253
;A9UJP1,21.5906,21.499,20.7047,21.494,20.8337,20.2516,21.7994,21.1831
;A9UJP1;Q95ZR6;Q9XVL1,20.2506,21.0321,20.7145,21.4523,21.6074,19.6301,21.3168,19.7908
;A9UJP1;Q95ZR6,21.5028,21.5451,19.4138,19.8022,25.4615,25.1134,25.633,27.1141
;A9UJP1;Q95ZR6;Q9XVL1,21.5209,19.799,21.7202,20.2947,25.1295,24.9643,25.4021,23.0182
;A9Z1K9,22.0807,20.7789,20.4122,20.0691,20.5842,20.7323,21.317,20.6205
hsp-43;B0M0L8;H2KYS1,22.2482,23.2929,23.418,22.296,20.6987,20.7027,20.309,20.7099
hsp-43;B0M0L8;H2KYS1,25.0547,24.0391,23.9533,24.3759,24.7927,25.2357,25.4779,26.086
hsp-43;B0M0L8;H2KYS1,21.3568,20.6489,21.7948,21.1252,20.7058,19.7031,21.8011,20.5861
hsp-43;B0M0L8;H2KYS1,21.1448,18.6417,19.8242,20.6551,25.474,25.5772,24.6546,21.5552
;B0M0N4,21.0359,20.9745,19.6175,20.3549,24.719,24.5634,24.7246,22.1008
;B0M0N4,20.7542,20.0336,20.038,18.9517,24.0699,24.1641,24.3997,24.0027
;B0M0N4,21.7548,20.1904,21.3833,20.5938,21.4247,20.8739,19.8761,21.0103
aat-6;B2D6M4,27.6548,27.3311,27.584,27.434,27.6832,26.0726,27.0805,26.0872
aat-6;B2D6M4,20.8768,20.2682,20.2449,20.1922,21.6725,20.2733,21.1519,20.2451
rmd-2;B2D6P1,24.4981,23.0686,23.1787,23.9531,21.5443,20.3561,21.313,19.9066
rmd-2;B2D6P1,24.4506,20.9849,22.1507,22.6162,21.9892,19.6764,21.8147,21.0431
urm-1;B3CKG1,27.2999,25.661,25.3296,26.1432,25.6141,23.7333,24.3491,24.1618
;B3WFT8,22.0012,22.6959,22.1929,22.1263,23.7266,24.2193,24.2031,23.4053
;E1B6S9,24.249,23.6046,24.2913,24.2745,20.866,18.9558,20.9479,20.9911
abts-1;G5EC65,22.0556,21.381,21.2617,21.2197,21.7818,21.4303,21.2461,21.3108
;B3WFW7,21.101,20.6637,21.735,20.5653,21.5579,22.4365,23.8335,22.577
;B3WFY5,20.4862,20.2767,21.8412,21.2993,23.8415,24.5537,24.4146,25.4662
;B3WFY5,24.8655,21.8924,26.0785,25.781,24.9195,23.0552,21.5764,24.172
;B3WFY5,21.9788,21.8769,23.0364,22.7919,19.7482,18.4664,21.4804,21.3404
ifg-1;B5BM23,21.4004,18.4321,21.0326,20.8444,24.0766,24.3701,23.9299,24.6628
ret-1;B5U8N2,25.606,24.3541,24.7975,23.9565,21.4913,21.2821,20.7489,20.5406
ret-1;B5U8N2;Q23187;Q23188;Q7JLB0,21.8163,18.9145,21.0268,20.94,20.4145,20.9176,21.7405,20.0991
ret-1;B5U8N2;Q23187;Q23188;Q7JLB0,22.7242,23.1932,23.5548,25.4057,22.4338,22.3162,23.341,22.5443
pgp-5;B6VQ78,25.0628,26.0294,25.7148,26.3512,23.5396,24.0538,24.027,24.4733
pgp-5;B6VQ78,22.895,26.3524,26.1879,24.1823,24.0253,24.1954,23.8341,24.7094
pgp-5;B6VQ78,21.0986,21.2985,21.5946,21.1327,21.642,20.6649,19.8164,20.3838
pgp-5;B6VQ78,19.8899,18.6924,20.4361,21.3514,23.6822,23.377,23.6016,23.0704
;D9PTN8,20.9566,18.7733,20.8016,21.1581,21.3977,21.2719,21.0537,21.2828
T05H10.4;B7WN71,23.1489,25.845,24.9966,23.8267,23.5192,22.6347,24.6094,23.4524
rpl-32;B7WN95;Q22716,22.8597,21.9995,21.2783,20.3977,21.6393,20.813,19.4023,21.1742
;B7WNA1,23.4342,26.3625,27.8663,27.7608,21.2993,19.6165,20.9416,20.8479
ztf-18;B9ZSG9,21.9632,20.988,21.3919,20.4921,21.1978,21.8127,22.4531,23.278
uba-1;C1P636,27.3936,22.2508,24.0562,23.2087,20.779,21.0683,20.7227,21.02
uba-1;C1P636,21.5017,20.6155,20.9376,20.8148,21.7447,20.9783,21.5709,20.5026
uba-1;C1P636,27.3016,27.091,26.9855,27.1379,30.0731,29.2611,30.0036,27.1609
uba-1;C1P636,20.7915,18.6303,21.4809,21.2311,20.6949,21.4646,21.6526,21.297
uba-1;C1P636,21.5846,20.2994,20.0581,19.0028,24.2267,23.6741,25.6649,25.6374
;C6KRI9,21.9266,19.3904,20.3025,21.3167,21.7316,22.0649,22.6537,22.0835
;C6KRJ1,25.9445,23.7488,23.1183,23.9353,25.2667,24.4006,24.3994,21.1837
;C6KRJ1,20.6562,21.2023,20.4001,21.4084,20.9254,21.2201,20.9721,21.3205
;C6KRL2,22.8889,21.835,24.3561,22.8322,21.3642,20.8587,21.6605,21.4991
;C6KRL2,25.5941,21.7457,22.4191,22.735,21.518,20.5641,20.9167,19.0885
;C6KRL2,21.2868,21.1702,20.1776,21.2708,20.9206,20.205,20.5774,20.9269
sao-1;C6KRN1,21.2725,20.4811,20.8668,19.7007,21.484,21.5206,21.2411,20.3934
sao-1;C6KRN1,22.4722,21.5802,20.6416,21.6901,21.796,20.2897,20.8251,20.2123
;C7GIK1,23.2566,25.7555,25.0678,24.4368,24.5533,24.9669,24.442,23.6684
fln-1;D0IMZ5;U4PM01,20.9664,21.1219,21.2973,20.5326,20.4063,20.9288,21.6402,21.1567
fln-1;D0IMZ5;U4PM01,21.7955,19.2461,21.4775,21.4753,21.5125,20.0789,20.6525,19.8493
laf-1;D0PV95,22.0229,19.7411,21.0967,21.6996,21.3794,21.5366,20.5142,21.3843
sql-1;D0Z5P0,21.4557,20.0335,20.3962,20.3614,20.4903,20.513,20.9884,20.1689
sql-1;D0Z5P0,20.359,19.1344,21.2743,20.7016,18.7222,20.8157,21.0419,20.9418
sql-1;D0Z5P0,20.301,21.1824,21.586,21.3731,21.6657,20.9494,20.5703,20.7088
;Q22832,21.7678,20.4897,21.5053,21.0149,25.4476,24.7667,25.5468,27.4295
;Q22832,21.2276,21.5547,20.6354,20.5055,20.76,19.8659,20.4732,20.4041
;Q22832,25.435,25.4003,25.6343,25.4797,24.0034,23.9793,23.6716,23.3197
;Q8WQB8,22.0855,20.489,19.631,21.2149,21.8786,19.1683,20.8092,20.9791
tag-349;D3NQB5,20.7621,21.519,19.6622,20.0074,25.1644,24.8759,24.9416,23.4658
cfp-1;D3YT77,19.7032,20.6854,20.0644,20.4718,21.9817,20.6194,21.2085,20.0378
cfp-1;D3YT77,19.9694,20.6495,20.7197,20.3783,21.9037,19.8792,20.6222,20.1827
dct-16;D4YWC3;Q9XX57,23.604,24.0338,23.7666,24.081,20.4978,17.9466,19.3766,21.2841
dct-16;D4YWC3;Q9XX57,24.4575,22.9531,21.5042,23.3842,21.9399,20.4445,21.6109,23.8536
dct-16;D4YWC3;Q9XX57,29.6367,25.1263,25.927,26.0358,20.8252,19.3187,20.7424,20.6136
dct-16;D4YWC3;Q9XX57,26.3752,24.0211,24.3202,23.3132,24.0414,23.2599,23.3684,23.8516
dct-16;D4YWC3;Q9XX57,28.3872,26.1729,26.5648,25.0929,23.9589,24.9347,24.7792,24.7218
dct-16;D4YWC3;Q9XX57,26.3976,23.2654,24.2041,23.7284,25.0168,22.7489,23.5382,24.3993
dct-16;D4YWC3;Q9XX57,22.0872,20.3755,21.199,21.0296,22.0108,20.7942,21.9539,25.7404
larp-1;D5MCN2,20.7793,19.1281,18.2763,20.6026,21.1054,19.6121,21.0601,21.4013
sup-26;D5MCQ2,23.4853,24.8378,25.0097,24.0681,21.0324,20.305,20.7311,21.2944
;O17698,22.1082,23.4655,25.0932,23.4196,21.2444,19.3065,21.5333,20.9985
mdt-9;D5SGZ9,25.0401,23.4298,22.9621,21.7778,21.3976,20.1255,20.0957,20.2174
mdt-9;D5SGZ9,21.6599,21.139,21.8208,20.6356,21.0542,19.9669,19.7995,20.951
mdt-9;D5SGZ9,22.1737,27.9752,27.8341,27.1099,21.7452,20.2396,19.7755,19.6621
nstp-10;C50F4.14;D6R8W5,21.4111,19.8683,20.5899,20.0127,21.4066,20.4052,21.1861,21.2875
math-38;D6VPA0,24.6351,22.9607,23.1795,24.7299,25.4788,24.3411,25.1425,21.151
;D7SFI3,21.7864,20.9101,20.8262,20.7634,20.5175,18.5403,21.6985,20.5181
gsto-1;D7SFI3;P34345,22.043,20.7618,20.7598,21.2172,20.1356,20.356,21.7148,21.1298
;D7SFI3,21.2841,21.0327,20.8541,21.3301,20.2683,19.922,20.0086,19.8927
;D7SFP5,20.7459,21.1784,20.0593,20.0774,21.6512,21.2143,21.8261,20.8225
;D7SFP5,21.7601,19.6512,21.4424,20.87,21.2036,21.166,21.5705,19.3383
cup-5;D7UU24,21.0685,20.3292,21.7643,19.8816,21.9611,21.138,20.075,20.4457
cup-5;D7UU24,21.1658,20.3953,20.8076,21.2648,20.816,20.0873,20.2643,20.2662
myrf-2;Q9U3I3,21.3365,20.1142,21.5621,20.1326,21.698,19.9376,19.6743,21.4237
snx-6;D9PTP5,21.1895,21.3824,20.7794,20.8273,22.7973,22.9719,24.6081,24.7735
snx-6;D9PTP5,21.9078,21.0749,20.6752,21.6477,22.7973,22.1919,22.3804,23.9722
snx-6;D9PTP5,23.4527,23.6869,25.4489,23.7594,21.3622,19.2111,20.0698,21.0408
;E0AHE1,21.3898,18.491,20.1687,19.5341,20.5217,19.3192,20.7679,20.4485
ent-7;Q20396,26.3412,24.9138,25.5935,25.8107,25.0589,24.8991,25.7743,25.6437
;E1B6S4,20.6296,20.8935,19.8945,21.0667,23.2166,22.5892,22.6245,25.0585
C27A7.1;E1B6U2,24.3201,24.1817,24.6763,23.9232,24.1822,23.1883,23.9172,24.5745
rsd-2;E1B6W0,24.9578,24.3201,24.1971,22.7185,27.0429,26.9682,27.715,25.5443
hpo-34;E3W743;Q93636;Q93637,21.9386,23.4778,24.4359,24.2272,23.4785,22.5451,22.2794,22.9017
hpo-34;E3W743;Q93636,19.5082,20.8382,21.6014,21.2696,20.5711,19.3733,21.3114,21.0815
hpo-34;E3W743;Q93636,20.0967,20.5342,21.3376,19.9676,21.9722,21.2444,18.8298,17.4473
hpo-34;E3W743;Q93636,21.0965,20.3727,20.8975,19.7538,21.0424,20.5026,21.4125,20.691
hpo-34;E3W743;Q93636,20.3161,20.8165,18.9292,21.2438,20.2654,19.2622,21.0751,20.4301
hpo-34;E3W743;Q93636,22.7731,22.9649,23.0483,23.8142,21.371,20.6411,20.6673,20.2437
hpo-34;E3W743;Q93637,19.8778,19.6808,20.2872,19.5568,21.3927,20.7671,21.0962,21.1604
hpo-34;E3W743;Q93637,20.3463,20.7011,20.9954,19.0019,20.4159,20.996,21.7019,19.666
hpo-34;E3W743;Q93637,23.3805,21.5589,22.1562,23.5521,20.8204,21.4409,18.7951,20.5006
hpo-34;E3W743;Q93636,21.6621,20.3521,21.3111,21.1318,20.0389,20.327,21.0417,19.6274
hpo-34;E3W743;Q93636,20.8658,19.8694,20.6688,19.3774,21.1276,21.52,19.9632,19.6248
hpo-34;E3W743;Q93636,21.0205,21.1301,19.5903,20.2084,20.9533,21.2277,21.0674,19.8928
hpo-34;E3W743;Q93636;Q93637,27.0915,24.7179,25.0206,26.8758,24.8303,23.2406,22.5627,26.9486
hpo-34;E3W743;Q93636,20.9259,19.2507,20.5517,20.661,23.0994,20.8578,22.7501,20.5856
;E3W759,20.5132,20.7883,21.8488,21.4643,21.006,20.2356,19.6376,21.0252
dnj-14;Q21162,22.0285,24.4394,23.5579,22.3935,20.4125,20.9919,20.1365,20.7898
dnj-14;Q21162,23.2265,25.4416,24.7661,24.9221,21.8611,20.4563,19.7144,21.3679
dnj-14;Q21162,24.9493,23.3104,23.4371,24.8981,25.6598,24.5876,26.5991,26.3522
dnj-14;Q21162,23.992,22.54,24.1117,23.0936,25.5786,26.6759,25.3105,24.6104
mca-1;F5GU98,21.3846,20.9293,21.5155,21.2786,21.6326,20.9995,20.4899,21.3964
mca-1;F5GU98,26.8549,23.2062,22.7867,23.1564,29.0581,28.6953,28.833,25.3364
mca-1;F5GU98,21.6217,21.2926,20.385,20.6937,20.8372,20.395,20.469,20.1997
mca-1;F5GU98,20.8656,21.1248,20.5603,20.9503,23.8003,23.1075,23.6058,27.0348
mca-1;F5GU98,20.4508,19.8037,19.5303,21.0572,21.7716,21.3662,20.3378,21.3412
;F5GUH0,21.3352,19.8311,20.9052,21.5067,25.4083,24.8316,24.7288,22.8805
;F5GUH0,23.0706,24.9485,25.6519,24.0355,24.2132,24.3688,25.0392,24.0397
;F5GUH0,24.4989,24.3886,24.4009,25.7436,25.0425,23.5921,24.0249,25.3588
lea-1;F5GUH5;H2FLK8;H2FLK9,22.3971,21.7024,23.008,23.2716,21.786,21.325,20.4004,19.5194
lea-1;F5GUH5,24.7102,23.6755,24.8627,25.3188,22.1746,22.106,23.2125,21.7074
lea-1;F5GUH5;H2FLK8;H2FLK9,23.3103,23.708,22.3517,22.6862,19.6649,19.5664,21.8065,19.7986
lea-1;F5GUH5,26.8608,26.5936,26.7202,26.0229,21.6614,20.1857,21.0012,21.3633
lea-1;F5GUH5,26.9483,24.938,24.9145,24.8782,23.447,22.021,23.0596,23.2056
lea-1;F5GUH5,21.0351,20.2858,21.4442,21.1238,22.4922,23.2017,22.7273,22.534
lea-1;F5GUH5;H2FLK8,28.0274,23.7744,23.6518,23.4601,21.6796,20.9741,19.8355,20.5693
lea-1;F5GUH5;H2FLK8,23.6029,25.8141,26.6963,25.9984,21.7716,21.5214,20.6574,20.3461
lea-1;F5GUH5,25.3681,21.7453,22.5474,24.1038,21.7432,19.9116,20.8119,19.822
lea-1;F5GUH5;H2FLK8;H2FLK9,26.5153,25.2969,25.8824,25.8314,22.7463,23.971,23.5518,25.4282
lea-1;F5GUH5;H2FLK8,24.3787,26.0296,26.4646,26.0389,22.6564,21.6212,22.3422,22.6022
lea-1;F5GUH5;H2FLK8,23.1722,23.9112,24.355,23.9757,18.8293,20.5273,20.3828,20.4852
