geneName;Leading.proteins,log2 daf2_d15_01,log2 daf2_d15_02,log2 daf2_d15_03,log2 daf2_d15_04,log2 eat2_d15_01,log2 eat2_d15_02,log2 eat2_d15_03,log2 eat2_d15_04
rpb-4;O02092,17.4809,20.6184,19.8565,21.7045,22.4383,24.919,25.4584,23.0437
pcn-1;O02115,21.3046,18.434,18.8145,18.8499,25.6585,29.2402,27.9874,26.8577
pcn-1;O02115,16.5055,18.1895,21.1607,19.2483,20.8559,20.2039,20.6784,20.8678
;O02155,19.3298,19.9097,20.687,18.6188,25.1006,24.4533,24.111,24.0387
;O02155,19.4448,21.4821,19.0648,20.0372,26.0424,23.7344,24.6976,24.2525
pck-2;O02286,18.9854,19.4063,20.6988,19.7169,24.2097,24.2786,24.3231,25.3091
pck-2;O02286,20.9422,20.2468,20.0049,17.4381,21.1378,21.2654,18.9413,19.962
eif-3.C;O02328,21.0759,20.3383,20.3416,20.9675,20.2946,20.3336,19.5564,21.5971
nstp-5;O02345,21.6313,20.273,21.0123,20.4078,21.7434,19.9971,21.8003,20.5241
nstp-5;O02345,23.0711,22.1331,23.7743,23.1756,25.7408,24.4662,24.4953,25.0571
ifa-2;O02365,20.1227,19.1248,18.2637,20.4548,20.2231,21.0266,19.1164,20.7046
ifa-2;ifa-3;O02365;Q21065,18.9846,20.1474,17.6082,20.2869,21.1615,21.081,21.064,20.5541
ifa-2;O02365,24.6447,24.4468,25.4168,24.3801,21.1968,21.3787,21.6626,20.1557
snb-1;O02495,30.1509,30.3425,30.3851,30.4032,30.3446,26.1459,26.0333,26.5006
snb-1;O02495,27.5434,28.188,26.6856,27.888,25.1863,20.5318,21.0241,21.0111
snb-1;O02495,26.8872,26.8917,26.962,27.208,28.8337,27.4575,27.0362,27.7928
snb-1;O02495,20.0518,18.7707,18.497,20.4744,27.0074,24.6068,22.8093,22.9955
snb-1;O02495,26.6339,26.6955,27.1692,25.2477,25.8968,21.1728,22.0904,22.2687
snb-1;O02495,21.024,19.0183,18.7798,19.5156,21.7248,19.9089,21.8362,21.6754
gpx-1;gpx-2;O02621;O62327,20.8918,20.5611,19.992,19.4997,21.0675,21.5607,20.7747,20.1815
cyp-35a2;O02628,20.601,19.0638,18.5208,21.6843,19.8052,21.4732,21.4463,21.0851
rpl-19;O02639,20.1684,19.503,19.1164,19.041,19.9608,19.5765,20.8593,20.7254
rpl-19;O02639,18.0606,19.1621,17.0019,18.5929,21.7407,22.2259,23.2005,22.7786
mdh-2;O02640,20.5835,19.1099,18.9996,20.728,21.0964,20.7099,21.319,21.0915
mdh-2;O02640,17.2661,20.391,21.0737,19.1763,22.0026,20.0033,19.9511,20.2857
cyp-33c8;O02641,21.2041,21.1754,21.0257,21.1463,21.5908,18.372,20.9192,21.0358
cyp-33c8;O02641,20.3555,18.3014,21.0968,18.7483,22.0438,21.4157,18.7741,21.2953
unc-64;O16000,17.9311,18.8428,19.7398,19.062,19.4013,21.1406,21.3354,21.2813
unc-64;O16000,20.3374,20.2511,18.7517,19.0895,21.8717,21.4519,20.8949,20.2069
;Q8MXK1,19.5592,18.3263,19.7226,20.7995,21.5281,20.9127,20.776,21.0577
mcm-7;O16297,20.7331,20.8693,19.5239,19.8586,21.3802,21.4883,21.181,20.8835
dnj-19;O16303,20.0727,19.1938,21.3769,20.9016,24.416,23.1616,22.4583,23.0164
dnj-19;O16303,20.7189,19.7314,20.5248,20.4122,20.8341,21.0592,21.6394,20.656
dnj-19;O16303,19.6917,20.4397,18.9699,20.4635,24.9585,25.7405,24.155,24.1993
cmd-1;O16305,19.2604,21.7612,20.4468,19.8345,22.5849,22.212,22.6695,23.6824
cmd-1;O16305,18.1409,18.4287,20.1475,17.9699,26.8997,26.2499,25.9005,26.4096
cmd-1;O16305,20.7742,21.5929,20.6371,22.3642,27.3664,25.0366,25.0092,27.0597
cmd-1;O16305,23.0076,23.6194,24.8754,22.3642,25.1189,27.8491,28.5769,27.9413
cmd-1;O16305,26.069,26.1057,25.6222,25.7723,26.1324,22.8656,22.718,25.7757
catp-3;O16331,20.1826,19.8139,21.2378,21.3608,20.728,20.7041,21.326,21.023
catp-3;O16331,23.9941,24.6384,26.6628,25.3999,21.3825,20.5326,20.2488,21.0562
rpt-2;O16368,18.6988,19.9742,20.2998,20.6077,22.4582,22.2214,24.5071,22.2269
rpt-2;O16368,20.552,19.9884,18.5712,20.8496,27.1333,23.9236,23.6929,25.2609
C36C5.12;O16406,20.052,19.7597,20.0601,18.4711,21.4504,20.7106,20.6658,21.0786
tag-196;O16454,20.372,19.9354,20.1566,21.4638,20.7232,21.5618,20.2351,21.5696
atp-4;O16517,20.7653,20.9529,19.6796,19.5867,20.8101,18.7723,19.8021,21.6911
atp-4;O16517,18.1953,21.6506,19.291,18.0314,21.958,19.8629,20.6462,21.1202
atp-4;O16517,19.5266,20.195,19.3141,19.5231,21.6706,21.3836,21.3083,19.923
alh-4;Q8MXJ7,20.2434,20.3291,21.3678,20.7513,24.1793,23.2928,22.7279,24.6841
fbxc-50;O16541,18.74,20.8107,20.5319,20.5845,20.7811,21.0958,20.7495,21.2703
;O16547,22.9734,25.2993,25.7272,25.6892,29.098,29.1735,28.6979,26.4687
;O16547,20.1665,19.2523,19.2767,20.0407,21.3665,21.0721,21.2388,19.7821
;O16547,21.0721,20.5746,18.9649,19.7862,22.1004,21.0358,21.2274,21.5127
;O16680,19.9632,21.3322,19.9363,18.9967,21.4938,20.5802,21.1621,21.2452
;O16682,17.6601,19.1729,18.2727,20.1703,22.0246,21.4698,19.6628,20.5013
;O16682,19.7243,19.2145,20.9942,19.2672,21.1077,20.1322,20.8274,21.7261
;O16682,19.6737,19.9926,20.1142,18.5669,21.3971,21.5565,19.9634,21.6441
;O16682,19.0954,21.3648,21.152,21.2765,21.9955,19.9226,20.6965,21.4371
;O16682,23.6871,23.0869,24.0422,22.9936,20.4352,19.8979,20.3045,21.4081
;O16682,19.7406,20.1115,20.6334,20.2159,21.9156,21.2165,21.2501,20.6405
;O16682,24.4818,24.83,25.9184,25.2657,21.0654,20.9397,20.7103,20.1422
;O16682,19.1985,21.1084,19.1959,17.6604,23.452,27.132,27.2197,27.3204
;O16682,21.2644,18.2671,19.0252,21.1201,20.7217,21.1193,21.1668,20.5879
;O16682,18.3094,19.8276,20.9413,19.8167,20.5699,20.6834,20.0884,20.9934
;O16682,18.7886,19.3907,20.8622,20.6913,19.5631,20.8891,20.8049,21.1201
;O16684,22.9146,24.3858,24.1628,23.3656,26.2511,22.5275,23.785,22.8764
;O16697,18.5621,18.6458,20.7551,20.551,20.3543,21.1482,21.6992,20.5111
;O16697,19.5499,20.2424,19.7155,19.1271,20.1442,20.5393,20.0131,21.2945
pat-6;O16785,17.9645,18.8586,21.5763,18.6214,21.7449,21.4665,20.3709,19.9491
ugt-41;O16922,19.672,20.321,18.8882,18.246,20.1891,21.1872,21.2569,20.2116
ugt-41;O16922,19.3431,20.2273,21.2573,21.2756,20.4993,20.3227,21.0747,21.3927
;O16997,19.532,19.7761,19.8558,20.9475,20.5108,20.2646,20.77,20.621
;O16997,19.3651,21.003,20.7189,17.6583,23.2221,21.7397,23.1951,21.1408
;O17069,23.8701,25.6519,24.9418,25.6689,24.2328,22.1306,22.5399,22.5373
;O17069,18.7696,18.5919,20.2701,21.6089,21.5882,19.2101,21.3167,20.7256
rpt-4;O17071,17.0351,19.6563,18.6349,20.754,21.6421,20.2751,21.0227,20.864
rpt-4;O17071,23.3937,24.0351,24.1524,24.067,18.7837,21.0385,21.0843,20.6061
;O17167,18.395,19.4551,18.3706,17.534,24.7723,26.3691,26.0519,25.1886
;O17168,20.2159,19.8119,18.8674,18.2378,21.8429,22.0429,22.6191,24.4055
fbxa-165;O17199,20.6523,19.444,20.2985,18.9213,21.0524,21.5736,21.6761,21.2735
rps-22;O17218,24.4165,24.016,22.3976,23.4096,21.6375,21.33,20.1909,21.3457
rps-22;O17218,22.0239,23.2006,23.3106,22.1742,20.1157,20.1899,20.8739,20.3023
rps-22;O17218,24.1803,25.6246,24.2003,25.5247,19.5487,19.7085,21.4442,20.097
mct-6;O17328,18.3111,20.5212,18.8645,20.3424,24.2105,25.6507,26.1563,23.7778
mct-6;O17328,21.9797,22.7403,23.0006,22.3851,25.9474,23.9757,23.8695,23.8954
mct-6;O17328,17.9252,19.5828,20.2805,19.6283,21.229,21.0831,21.4953,21.6184
mct-6;O17328,19.364,20.924,20.957,19.1381,23.344,23.7306,24.2098,24.1977
mct-6;O17328,18.8608,18.2022,17.1171,19.925,20.8613,20.0853,20.961,21.585
mct-6;O17328,21.0113,20.2682,20.3045,20.1584,22.0661,20.1866,21.1578,21.1633
tth-1;O17389,20.4476,19.2368,21.2798,18.5942,20.8854,21.5569,20.0426,19.9803
tth-1;O17389,18.1728,21.0345,19.8289,19.0566,19.3296,20.3949,20.9258,21.3709
tth-1;O17389,18.2296,19.3044,18.6079,19.9035,21.6764,21.3014,21.4626,18.1197
tth-1;O17389,21.2377,21.0443,20.7342,18.1033,21.7197,20.7281,20.7019,19.265
tth-1;O17389,22.4271,21.8926,21.7501,22.083,23.6632,24.8566,24.1486,26.755
;O17390,18.5503,20.1222,18.5587,20.3535,20.0685,19.3409,20.8487,20.7536
F52H2.6;O17397,20.059,19.2754,19.8653,19.5728,21.2298,20.9922,20.7357,21.3618
F52H2.6;O17397,24.9729,25.2637,24.634,25.2861,27.3577,26.611,25.8108,25.4068
F52H2.6;O17397,21.0613,20.3341,20.2758,20.5469,21.7244,19.0666,21.2651,20.9446
attf-2;O17406,20.1524,20.844,18.2617,20.5151,24.2529,24.7231,23.3152,23.1976
attf-2;O17406,19.455,18.6323,20.8041,18.295,22.0202,21.7694,23.3152,23.1938
attf-2;O17406,17.6511,18.9517,17.1408,20.0588,23.8191,26.0012,25.0613,24.5709
attf-2;O17406,18.1156,20.3902,19.8922,19.3309,25.7349,23.2555,23.0403,23.1409
attf-2;O17406,20.0536,21.8363,19.6356,18.9483,21.5401,20.4795,21.8196,20.7381
attf-2;O17406,20.5102,18.9101,20.766,20.1203,23.7213,22.5196,22.9373,23.2953
attf-2;O17406,19.6074,18.4481,19.0182,19.4654,23.4213,23.6529,23.1884,22.9455
attf-2;O17406,18.8816,20.6832,18.5153,20.7429,21.0605,20.919,20.1075,21.4335
;O17524,17.4187,21.1043,19.1673,19.998,21.4121,20.2773,21.7501,21.1525
rap-2;O17599,20.0853,21.3847,18.4939,19.7027,21.9796,20.2121,21.3672,19.6554
ruvb-1;O17607,17.8791,20.4497,20.2563,17.9344,23.7047,24.5486,24.3001,24.788
sams-1;O17680,19.2335,18.3784,19.2882,19.571,26.7625,21.5357,23.5271,23.2025
;O17682,20.8612,17.6995,18.207,19.5117,20.8594,20.3871,19.4863,20.0769
nasp-2;O17687,19.5383,19.6743,20.3749,20.9576,25.7969,25.4907,26.5188,25.3004
nasp-2;O17687,20.0689,21.5999,19.6384,19.1014,22.0965,20.4972,21.3969,21.1382
nasp-2;O17687,17.4704,19.6041,20.32,20.1005,24.7472,25.1871,25.428,25.2466
nasp-2;O17687,20.4616,18.9629,20.5025,19.4768,21.8936,19.2627,21.2859,20.9276
nasp-2;O17687,19.3051,17.7958,20.0277,21.279,22.9162,24.1685,26.6106,24.4761
nasp-2;O17687,16.9687,20.7141,19.4099,20.5822,21.5407,21.5013,21.4096,21.5683
nasp-2;O17687,25.317,26.4297,25.5968,26.0606,20.6943,21.5478,21.3704,21.5676
nasp-2;O17687,19.7607,21.1362,21.1552,18.356,19.9651,20.1362,20.8035,21.0113
nasp-2;O17687,24.9043,24.8479,23.0489,25.7089,20.856,21.0923,19.4191,21.3037
nasp-2;O17687,25.5884,24.8332,25.4655,24.77,23.2348,18.5416,19.1413,20.4119
nasp-2;O17687,19.0321,18.5487,19.3749,19.0137,20.2673,20.5352,21.5143,20.9523
nasp-2;O17687,19.3271,20.315,20.5129,21.2949,21.9399,19.9391,18.6293,20.3872
nasp-2;O17687,17.5015,20.4363,21.1629,17.654,25.3542,25.4854,26.1232,25.4897
nasp-2;O17687,20.4848,18.9536,19.9839,19.7864,19.2486,21.2499,20.515,21.7378
nasp-2;O17687,16.9044,18.5097,18.5503,17.3984,21.5699,19.954,19.5602,20.9888
hda-1;O17695,19.8364,19.9961,19.2897,19.002,21.2948,19.7682,20.5482,20.3358
;O17742,21.2753,19.9312,17.8177,17.2843,21.343,19.5841,20.5304,19.2559
tkt-1;O17759,22.263,24.2461,23.0439,23.5301,21.0974,20.0151,21.7458,20.226
tkt-1;O17759,20.372,19.8083,19.1343,19.2318,21.7564,21.4436,21.4589,21.3925
;O17773,18.298,18.7706,20.3628,19.3535,19.4761,20.5475,20.2413,19.4595
;O17785,19.9502,19.3995,19.739,19.7076,24.5636,23.2372,23.1487,22.8407
;O17785,19.4482,20.189,21.6151,17.692,20.507,20.5359,21.452,20.3993
;O17893,26.0863,27.3865,27.2396,25.2319,20.8794,21.2228,21.2071,21.2457
ctg-1;O17907,26.0292,24.3302,25.7031,25.7475,21.7229,21.2538,20.0263,20.9296
ctg-1;O17907,17.237,20.64,18.0202,18.4397,21.1601,19.343,21.1255,18.7102
ctg-1;O17907,20.6088,20.6435,20.1975,21.6811,21.6396,20.7892,20.9705,20.5138
ctg-1;O17907,23.1311,23.4397,23.0538,22.9784,20.9869,19.9446,21.1187,21.2892
enu-3.6;enu-3.4;enu-3.5;enu-3.2;enu-3.3;O17914,25.8665,25.0273,24.2854,24.533,26.0511,28.2505,26.6295,27.6245
ran-1;O17915,19.3978,19.9691,20.7532,19.1459,23.7224,21.8508,21.3345,21.6587
ran-1;O17915,21.2959,19.2299,18.7127,19.5089,23.5612,25.6801,24.2973,24.1633
ran-1;O17915,19.9873,20.4934,17.9266,19.8932,23.5612,23.253,23.3243,24.0154
K01G5.5;O17919,18.1891,20.1248,18.772,19.2444,23.7716,27.281,26.8652,27.3868
tbb-1;O17921,19.8653,20.3722,18.9424,20.2796,25.0761,23.9034,23.94,25.3034
tbb-1;tbb-2;O17921;P52275,26.1359,25.4624,24.2012,24.4587,24.2547,22.6435,23.9008,24.9761
tbb-1;ben-1;O17921;Q18817,21.2667,19.126,19.4894,21.5036,20.439,19.5727,21.5187,19.2217
arrd-11;O17981,24.0569,23.7229,22.4682,25.049,21.0716,21.0208,19.0994,21.1016
;O18131,20.2682,19.1247,21.5809,20.8164,21.7521,19.8526,21.263,20.3591
ogt-1;O18158,19.4257,20.7299,20.1119,20.332,21.2562,20.9342,20.3759,19.9126
ogt-1;O18158,22.6379,21.911,23.5312,21.0888,19.7124,19.8043,19.3445,18.0339
maea-1;O18188,19.6528,19.6938,19.6933,20.9264,20.9827,20.8215,19.9534,21.5856
;O18224,23.8729,24.9399,23.8468,23.2824,20.7622,20.6943,21.101,19.7631
;O18224,19.4108,19.4155,21.7869,18.7717,21.9194,21.3142,20.5795,19.3878
Y57G11C.3;O18229,19.4306,18.5574,21.8223,19.0847,21.8075,20.4498,20.3149,20.9867
rps-18;O18240,21.3947,19.894,18.5849,20.0041,20.5109,19.2817,21.2065,21.1283
rps-18;O18240,19.4202,18.6748,21.6287,19.867,20.5439,21.3727,21.0327,20.8343
;O18307,23.5711,24.1843,22.8174,24.784,24.2308,24.6783,24.623,23.0586
;O18307,25.7723,24.9985,24.322,24.784,24.2308,23.2096,23.7805,21.1186
;O18307,19.8392,21.6552,17.555,19.6341,23.6587,23.9424,23.4066,24.8298
;O18307,17.2441,18.7726,20.2111,18.741,21.9,19.7682,21.2705,21.6805
;O18307,19.0729,20.9299,17.9902,21.0474,21.2728,20.0206,20.7251,20.6649
rps-19;O18650,20.329,19.489,21.2008,20.3988,21.073,21.2535,21.762,20.907
rps-19;O18650,24.1212,23.497,22.4732,25.3725,25.5345,25.7374,27.4698,26.4663
rps-19;O18650,19.3381,19.4267,19.802,18.1266,21.9599,19.7898,18.9076,21.6871
rps-19;O18650,19.9786,20.7955,19.3079,19.4816,21.5957,18.922,20.9949,21.7282
rps-19;O18650,20.5108,19.1407,18.7421,19.9776,21.4547,21.3053,20.4255,21.3315
rps-19;O18650,18.5338,21.6754,20.585,19.7135,23.9831,20.7608,22.1275,21.9137
;U4PF18,22.7826,22.2481,23.9553,23.5698,20.942,19.0879,20.29,19.4687
perm-4;O44144,23.3958,25.8512,25.3735,26.2425,21.4224,21.4974,19.8071,21.2546
perm-2;O44145,22.7731,23.9386,22.0715,23.1402,20.8658,20.0864,21.6426,19.8454
;O44154,20.0295,19.9393,17.8312,20.1871,21.3488,20.1012,21.5865,21.3585
rfc-2;O44175,21.0125,19.248,20.5785,20.8313,21.8094,21.1212,21.4926,21.0846
rme-2;V6CIR8,20.1793,21.5411,19.4126,19.2752,27.3199,22.4866,22.0352,22.4395
F37C4.5;O44400,26.8723,24.6287,24.7833,24.8967,24.3623,22.8341,22.9033,23.182
F37C4.5;O44400,25.0145,24.5895,24.7076,24.2571,21.6474,19.0524,21.1495,21.6286
F37C4.5;O44400,19.7887,21.8219,19.9191,20.5794,21.6347,21.0756,20.3613,20.3117
otub-4;U4PEY4,28.1065,27.6859,28.7975,28.3981,26.5553,23.7014,25.2153,25.4766
May-02;O44441,18.2394,20.2356,19.3877,19.9831,21.1665,20.9267,20.4884,21.573
May-02;O44441,17.7939,20.6166,18.0707,18.9046,22.3655,21.237,20.2546,21.7218
;O44444,21.4653,18.1609,20.1025,20.3116,20.8673,19.9358,21.784,20.6086
snpn-1;O44445,21.5285,19.9223,19.6782,19.1678,21.5283,20.7597,21.6411,18.8253
snpn-1;O44445,22.5691,23.651,23.4846,23.7325,25.5797,24.4158,24.8225,24.8983
rpl-20;O44480,19.7493,20.6843,19.1705,19.7894,19.706,22.6276,21.3698,22.842
rpl-20;O44480,24.4342,23.4559,22.6057,24.0969,24.649,23.2137,24.4022,23.0071
rpl-20;O44480,18.4393,21.5484,19.0062,19.8835,21.3755,20.78,21.19,19.8722
rpl-20;O44480,22.6538,22.9915,23.6272,22.7961,25.1357,26.6413,26.6904,27.0885
rpl-20;O44480,16.5724,18.593,17.7688,19.5004,22.4953,22.2918,21.6141,21.7018
rpl-20;O44480,21.0119,22.4572,22.6852,24.5461,20.4799,21.1793,21.321,18.7785
rpl-20;O44480,19.6131,16.3233,21.2299,19.8133,20.5491,20.7617,20.6273,20.7696
rpl-20;O44480,17.2642,19.0605,19.1835,19.9614,23.6285,21.3823,20.0063,21.9121
fnta-1;O44501,19.1609,21.0839,21.2565,18.9178,21.9447,20.7103,21.4862,20.2411
;O44557,24.8394,25.6717,24.4984,24.753,20.2113,19.3393,21.4309,20.2853
acs-3;O44560,16.1723,17.5304,19.7091,18.6565,20.5779,20.9495,21.3469,20.2812
tni-4;tni-3;O44572;Q9XUN9,22.023,21.6766,22.2011,21.872,21.7099,19.3016,20.1859,20.6998
hacd-1;O44608,19.8334,19.5625,19.0602,19.6204,26.9799,25.9548,27.2902,26.7041
;O44735,23.7959,25.2882,24.9757,25.6348,26.673,26.4218,27.8093,29.2928
;O44735,23.0161,22.3151,21.8448,23.7187,22.5494,20.0156,21.568,22.1187
;O44735,25.7338,24.9609,25.124,25.6424,24.736,26.1509,25.0146,25.6868
bag-1;O44739,19.9223,18.6092,17.1508,17.9674,19.9365,19.8854,21.8392,21.2354
snf-1;O44752,25.3206,26.0109,23.9152,25.5264,19.7247,21.4092,19.9827,20.1119
;Q9BL61,19.0788,20.902,19.9107,18.6934,26.183,23.3268,23.8335,23.9312
;Q9BL61,18.5117,17.1642,17.4564,20.0711,20.2933,20.3847,21.0458,20.891
;Q9BL61,20.1383,19.095,18.1576,19.9174,22.7412,21.6309,24.4927,23.258
vpr-1;O44782,17.4075,19.4989,20.2152,20.2485,20.8247,21.2645,21.0771,20.8163
fgt-1;O44827,24.3039,23.4042,22.6434,23.8852,25.1564,23.2627,24.317,23.9078
arrd-1;O44847,18.6472,19.3083,19.7923,20.4429,19.8728,20.3635,20.9139,20.7394
arrd-1;O44847,19.4997,20.4854,21.1624,18.6851,27.2306,25.5384,26.2118,26.202
arrd-1;O44847,19.9411,19.8336,19.5166,18.1267,20.7761,19.4278,18.8107,18.4802
arrd-1;O44847,19.2477,19.6728,20.9433,18.5816,20.4439,19.7775,20.5866,21.0545
arrd-1;O44847,21.255,19.9831,21.0868,19.5952,21.6415,20.9429,21.0068,19.7134
;O44885,17.8366,20.3802,19.8063,19.3265,20.7395,21.3831,21.4472,18.7326
inx-13;O44887,24.4377,25.5516,24.4117,25.922,24.3676,24.0946,22.5405,23.6618
haf-9;O44897,19.225,18.1565,20.4071,19.2727,24.1833,22.5011,22.9005,22.7999
haf-9;O44897,24.5657,24.9216,24.7376,23.8189,26.7866,26.9292,26.9694,27.1887
haf-9;O44897,23.3432,24.942,24.0552,24.7616,21.0226,20.063,20.329,21.542
;O44951,20.3313,20.5716,20.0011,19.7376,19.8879,18.4273,21.499,19.7549
;O44990,20.6752,21.4729,16.9252,20.3483,20.1576,21.332,19.2067,20.6996
;O44990,19.3426,19.3237,19.084,17.7698,24.2864,22.296,22.4191,22.5767
;O44995,23.0998,23.1453,22.8239,22.9106,26.2112,25.6195,26.1386,24.9709
nol-5;O45012,21.0354,20.0038,19.5092,18.8869,20.1279,20.3104,21.6374,20.3382
;O45060,16.947,18.1697,19.0108,20.7135,23.8435,23.9351,23.6806,23.13
;O45060,26.3109,26.5399,25.8671,25.7485,25.2554,25.0072,22.7903,22.4231
;O45083,25.3231,25.9954,26.4401,26.7373,23.649,22.66,23.6708,23.8847
swt-1;O45102,18.6571,21.0956,18.4501,19.0371,20.3128,20.3977,19.4931,19.7481
swt-1;O45102,22.7027,21.7223,21.0962,22.7804,21.8726,20.0217,21.14,19.9482
folt-2;O45166,21.5988,21.6483,21.7773,21.3711,23.6624,21.7947,22.1138,21.7761
folt-2;O45166,20.604,19.2441,20.2424,18.8784,19.3479,21.0776,20.679,19.7556
tin-13;O45319,20.8296,20.6589,20.4394,20.3973,21.4267,20.8895,21.5799,19.7178
fkb-6;O45418,18.7474,21.4151,17.2954,20.6122,21.1189,20.9564,20.8321,19.649
clec-66;O45445,29.0681,29.1954,26.8604,29.2642,21.8324,21.3953,21.8555,20.4905
gst-38;O45451,20.2949,20.9444,19.4377,19.6327,20.9217,21.2423,21.0127,20.0461
oac-20;O45470,20.0649,19.2227,19.1368,19.3631,24.8419,22.1516,23.3384,23.1143
oac-20;O45470,24.2529,24.0907,24.4703,24.0386,22.7657,26.6428,26.4407,26.7244
oac-20;O45470,19.1969,20.4693,19.8988,19.2056,22.0022,20.7624,19.9383,21.2397
oac-20;O45470,16.7229,18.7262,18.6752,19.6399,21.1473,19.0254,21.1477,21.4292
uev-1;O45495,21.1436,20.8975,21.0304,18.9644,21.5336,20.2122,20.5902,21.0762
rps-26;O45499,21.3375,21.2059,20.8033,17.7089,21.2293,21.3079,21.8592,20.3612
dnj-12;O45502,18.3322,20.4998,20.9043,20.9665,21.2888,19.6685,20.3419,18.9821
;O45562,19.5236,19.0837,19.7943,20.7545,20.8892,20.82,20.0689,19.0316
cpf-2;O45577,18.29,20.4548,19.8077,18.7484,23.3087,24.7462,23.4341,23.4224
cpf-2;O45577,18.1456,18.9543,19.9901,20.3878,21.8727,21.0438,20.7746,21.2435
btb-20;O45593,20.9225,20.8375,18.2688,17.2217,20.8665,20.6925,20.9447,20.543
btb-20;O45593,19.465,19.2542,19.1275,19.1043,20.902,21.4801,21.3935,20.4057
;O45665,19.4462,18.2709,19.9296,17.8779,21.7931,21.2759,20.0025,21.2538
;O45719,18.4843,19.2069,19.9914,19.6486,21.0191,20.302,20.8608,20.9853
;Q6BEV8,20.8074,20.7105,18.7056,20.2476,21.1096,20.3957,21.7514,21.4467
;O45723,20.2872,21.6438,18.2171,19.3654,20.1875,19.5958,21.1153,21.6716
;O45723,15.555,19.2165,20.849,18.0769,23.9895,20.7812,21.7744,22.0055
cpl-1;O45734,19.1435,21.1236,19.6206,20.7082,23.8046,23.2697,23.1002,22.9518
;O45783,22.1991,23.6271,22.8346,24.3326,25.1861,21.4947,21.946,22.1598
act-5;act-2;act-4;act-3;act-1;O45815;P10984;Q6A8K1,24.8023,25.7806,25.0406,25.9602,26.7065,27.0367,26.5977,26.7808
act-5;O45815,19.1086,18.6835,20.0968,17.3018,24.0969,24.5166,23.2679,22.9485
act-5;O45815,23.3584,23.5075,24.8353,23.8483,27.2372,25.2946,27.8929,26.8031
act-5;act-2;act-4;act-3;act-1;O45815;P10984;Q6A8K1,24.9716,25.2153,24.5608,25.601,27.8198,23.463,23.1656,23.5382
act-5;O45815,19.5389,19.444,19.7028,20.7417,21.2817,19.6458,20.2272,21.1162
;O45841,19.0722,20.6519,17.9992,18.0068,21.8715,20.094,21.2832,21.7327
ant-1.1;O45865,20.9334,20.0932,18.7631,18.6209,21.2219,19.9497,21.0823,18.6269
;O45871,18.7325,19.3895,18.7705,20.566,25.9264,25.9556,25.5422,24.5194
lec-1;O45904;P36573,19.4769,19.1844,19.4301,20.7874,27.2888,28.2834,28.1067,28.1325
lec-1;O45904;P36573,20.447,21.6849,18.7555,19.5963,21.251,20.404,20.9117,20.9837
lec-1;O45904;P36573,19.4952,18.9422,19.4656,20.5182,21.8992,19.8877,21.6709,20.7533
lec-1;O45904;P36573,19.0188,20.2651,20.1554,20.3575,21.231,21.3862,21.3396,21.214
lec-1;O45904;P36573,23.8705,25.9498,25.631,25.2195,24.0491,20.9035,22.2759,21.9296
lec-1;O45904;P36573,18.8351,20.8036,18.2662,20.781,26.0137,24.3675,24.1856,23.441
rpl-18;O45946,23.1397,25.5439,25.365,24.7852,21.2502,19.9168,20.7215,19.6751
rpl-18;O45946,17.9764,19.3926,19.8811,19.8593,22.3418,24.1273,24.614,23.814
rpl-18;O45946,26.2105,25.3578,24.3655,25.3146,26.2954,26.806,25.9012,28.1946
rpl-18;O45946,19.7522,21.2267,18.8824,21.8167,24.6797,22.5189,23.1275,22.9058
rpl-18;O45946,26.3306,25.7375,25.5059,23.9158,24.8836,23.587,23.1618,23.6529
rpl-18;O45946,19.6614,19.8561,20.4142,20.9009,21.8784,21.0693,21.4396,20.556
;O45951,18.7907,20.7514,18.7743,19.5063,20.9135,20.6022,21.5552,21.1179
lgc-30;O61216,21.4257,18.6692,20.8477,17.3688,21.1717,20.5079,20.9924,21.5033
;O61217,20.0429,18.558,20.1597,18.9996,24.3572,21.5776,23.2929,24.2188
pqn-59;O61708,19.777,19.0321,18.1981,19.8348,23.0044,25.2135,26.3576,25.199
pqn-59;O61708,20.4071,19.2462,20.9176,20.0084,19.9074,21.4982,20.5478,20.6056
rpn-10;O61742,23.378,25.1624,24.4126,24.28,25.3433,20.5189,21.4799,22.1386
inx-15;O61786,21.3171,19.5035,18.4023,19.9701,20.9217,20.1504,19.9783,20.5983
rpn-8;O61792,24.5282,23.6303,21.8226,23.8242,21.1229,21.5481,20.4731,21.1397
eif-3.E;O61820,19.6278,19.5723,19.3628,19.3056,22.0289,21.4541,19.094,21.2079
arx-7;O61861,21.231,20.3333,21.0697,18.6938,22.9724,24.8937,23.9216,24.6865
;O61865,18.1277,19.0707,19.9182,19.2212,22.127,23.2164,23.0688,23.9538
;O61974,30.3592,32.0246,31.9416,32.3016,21.7225,21.0929,21.7,21.1825
C08F11.11;O62053,20.315,18.9457,19.2351,21.1402,21.4269,20.3351,21.0176,18.7501
;O62071,20.6327,17.7813,19.9573,20.18,24.223,26.8255,26.8202,25.2747
inx-14;O62136,19.6441,18.5533,19.692,19.3518,21.363,19.3355,20.5547,21.3389
scrm-4;O62149,24.6126,24.7753,24.9756,24.6426,22.0073,21.4074,21.7124,20.5785
scrm-4;O62149,19.4039,19.8735,21.4845,19.5483,21.118,21.012,20.9251,21.3479
