geneName,log2 daf2_d1_01,log2 daf2_d1_02,log2 daf2_d1_03,log2 daf2_d1_04,log2 eat2_d1_01,log2 eat2_d1_02,log2 eat2_d1_03,log2 eat2_d1_04
"F09G2,8",12.9191,12.8816,12.698,13.2322,13.9134,13.4169,12.995,13.8505
attf-2,18.0882,18.0345,18.104,17.6841,16.8595,16.6039,16.2858,16.8538
"CELE_F09G2,2",11.0013,10.5477,10.7795,10.7883,10.5811,10.3415,10.3488,10.5944
"CELE_W02D7,5",15.659,15.0298,15.1602,14.9324,15.3543,12.7554,14.9696,14.122
sel-9,16.2928,16.4185,16.4566,16.3717,17.233,16.0592,16.6692,16.6758
hil-4,15.9122,15.977,16.0581,15.9034,15.6126,15.3038,14.9741,15.3235
clec-223,14.6781,14.574,14.6765,14.6373,13.4212,13.4788,13.5178,12.9531
rpl-38,17.6833,17.9674,17.2123,16.6573,19.0919,17.8024,18.7579,18.82
pro-2,14.0157,13.98,14.2716,12.8453,14.4214,13.3357,13.6319,13.7965
pas-1,17.6998,17.5425,17.635,17.5658,17.642,17.8792,18.1109,17.8302
"C16C2,4",14.4839,14.277,14.5907,14.6471,14.398,13.2233,13.9376,13.9379
"C25A1,1",13.1767,13.2233,13.1372,13.4756,13.5071,10.8275,11.8305,12.461
"C27H6,8",15.8401,15.9224,16.0196,15.8991,16.073,16.1679,16.2552,16.3448
ruvb-1,15.768,15.7172,15.808,15.6227,16.1068,15.9579,16.1171,16.1241
"C29F3,7",14.9483,14.7545,14.8506,14.8348,14.2626,14.2594,14.367,14.3198
"C29F7,1",14.1006,14.4237,14.4061,13.8701,14.1237,13.9563,13.7513,15.055
"C29F7,2",16.4383,15.713,15.7541,15.7095,16.7699,16.6665,16.4886,16.6911
"C29F7,3",16.4897,16.1495,16.3046,16.3244,16.4613,16.4021,16.5159,16.6409
"C31C9,2",18.2551,18.1995,18.3035,18.0961,17.8105,17.5681,17.6232,17.7177
ethe-1,14.3764,14.5536,14.2221,14.3984,14.4708,14.7455,14.1949,14.9766
col-179,15.5033,15.6744,15.0176,15.1864,17.0293,12.5608,14.3108,17.5194
idh-2,16.3392,16.3622,16.2558,15.9364,17.0401,16.7953,16.7261,17.0447
aspm-1,11.7473,12.5084,12.0993,12.6801,12.2792,11.8013,12.3865,12.3363
sams-1,18.8833,18.7351,18.7827,18.5723,19.5877,19.8713,19.3683,19.7184
"C49F5,7",15.6969,16.0319,15.9974,15.9997,17.2076,15.6984,15.8546,16.7034
nasp-2,17.8652,17.7622,18.4492,17.6596,16.785,17.168,16.6167,16.93
ril-1,17.9478,18.1742,18.1243,18.4022,18.5856,18.4147,18.363,18.5326
hda-1,15.2017,15.0847,14.9507,15.0383,14.877,14.7337,14.6043,14.558
"CELE_D1086,3",17.1826,16.7627,16.709,16.7249,14.1744,14.4398,14.0326,14.273
"CELE_D1086,1",15.655,15.6319,15.7081,15.4666,14.1891,14.0595,14.2521,14.1709
"CELE_D1086,6",15.9094,15.5975,15.9117,15.8528,14.116,14.8417,15.0196,14.535
mpst-1,15.7756,15.704,15.8638,15.4707,16.2643,16.2839,16.3981,15.9159
"CELE_D2023,4",16.0441,15.7114,16.7421,15.5433,15.6584,15.4679,15.3224,15.2374
pyc-1,17.2536,17.1906,17.1501,16.7935,17.1035,17.565,17.2673,17.3761
"CELE_D2023,6",13.3396,12.3301,12.5252,12.406,13.6065,13.2447,13.5061,13.6002
clec-17,10.7392,10.7448,10.5639,10.6514,12.0596,11.5201,11.4873,11.4929
egl-21,15.0218,14.136,14.5525,14.3879,13.8287,13.7527,13.7403,13.535
tkt-1,20.6023,20.5506,20.5736,20.4018,20.1152,20.5255,20.3575,20.3341
ech-8,13.6811,13.5552,13.365,13.6751,12.2208,12.3007,12.8471,15.1679
lipl-7,16.3564,13.8432,13.7873,13.8986,13.4918,13.2589,13.2723,13.0623
pes-7,12.1685,12.6918,11.3208,10.7952,12.3848,12.6199,11.3045,12.6844
col-98,14.38,14.6791,14.3271,13.9621,13.3844,12.7691,14.1175,12.9111
"CELE_F15A4,6",12.3155,13.0309,13.173,13.4171,10.6614,10.3297,10.3771,10.623
"CELE_F21A3,3",12.1,12.4952,12.5962,12.0223,14.3406,13.9792,11.8714,13.7352
pyk-1,15.8403,16.4249,16.9674,15.9365,15.3855,14.6687,15.4143,15.599
mrpl-54,16.1524,16.047,16.004,15.5324,18.8935,15.0196,15.7473,15.2499
"F37H8,5",18.969,19.1371,19.1172,18.7174,17.9558,18.141,17.9473,18.1395
"CELE_F55B11,4",16.0453,15.193,14.8587,15.0586,10.8485,12.0935,14.4985,13.5363
"CELE_F55B11,2",17.7626,17.6593,17.7206,17.6739,16.3778,16.2204,16.8749,16.1752
xhd-1,15.8354,15.4188,15.3255,15.6695,16.1164,16.045,16.3636,16.1884
"CELE_F55B11,3",16.2632,16.2875,16.4685,16.3513,16.7828,17.3621,17.5238,16.9902
haf-3,14.1873,14.0735,13.8928,13.6895,14.5615,14.4773,14.0924,14.4987
copz-1,16.5389,16.3145,16.7857,16.6172,16.5591,16.4474,16.5943,17.0253
ctg-1,14.133,13.9301,13.9704,13.9912,14.4032,14.1909,13.6217,14.3855
ran-1,18.5569,18.4391,18.615,18.5767,19.4277,19.335,18.9133,19.2304
"K01G5,5",15.8363,15.3307,15.5846,15.2659,16.3293,16.1789,16.0532,15.9213
tbb-1,18.5123,18.4055,18.4759,18.1282,18.1508,18.4746,17.709,18.5173
aipl-1,14.8486,15.5531,14.5714,14.3598,15.0088,15.2363,15.0578,15.2732
"CELE_K10C3,5",14.1474,13.3814,13.4923,13.5129,14.4405,14.1713,13.9272,14.3298
dld-1,18.5882,18.5294,18.5312,18.5206,17.9811,18.1879,18.0874,17.9898
"CELE_LLC1,2",16.4231,16.2464,16.3595,16.0336,16.4309,16.2213,16.7024,16.6033
top-1,12.4522,11.8878,12.5289,13.4445,14.4326,13.6887,13.5329,14.343
arrd-14,14.0262,13.6486,13.7711,13.2894,14.4557,13.9038,14.0033,14.306
pes-9,18.4632,18.1202,18.0145,18.0948,18.8825,18.8333,18.6761,18.6728
"CELE_R11H6,4",15.2206,15.0413,15.1159,15.23,13.7451,13.6811,13.9373,13.7319
pde-12,14.4849,11.4298,12.3228,12.0415,14.7361,13.4385,14.0588,14.7482
grl-7,13.195,12.5457,12.161,12.5827,15.9115,13.6789,14.6522,14.0985
igdb-2,13.3965,13.156,13.1696,13.252,14.1712,13.4493,12.8092,13.9668
dhs-4,14.0159,14.2372,13.8342,14.0162,13.3927,11.7292,12.6765,12.5758
pfd-3,16.4458,16.2417,16.1233,16.3786,16.4946,16.5735,16.4411,16.4293
"CELE_T13F3,6",17.5895,17.5915,17.6157,17.4367,16.2761,16.5422,16.6261,16.5402
"CELE_T20F10,2",13.8117,13.5585,13.6595,14.4827,14.2632,14.1405,13.6365,14.2084
"CELE_T26E3,4",14.803,14.2919,14.4809,14.1472,13.6797,14.6006,14.2107,14.2424
tba-7,17.8023,18.0696,18.0429,17.7464,19.3136,18.4022,18.2544,18.8174
"CELE_T28D6,3",13.1963,12.5844,12.2421,12.7521,14.4746,13.4189,13.5347,13.8226
ogt-1,12.6035,12.4776,12.6198,13.062,12.5193,13.0182,12.9674,13.1069
pptr-1,15.7033,15.427,15.6134,15.6215,16.1894,16.4097,16.0176,16.4282
mrpl-12,18.0186,17.6599,18.2029,17.2511,16.2588,17.0779,16.5455,16.7893
"CELE_W09D10,1",14.1932,14.1261,14.7515,14.3519,14.9375,13.9361,14.1763,14.3053
"CELE_W09D10,5",11.0591,10.4695,10.65,10.6379,10.6755,10.3401,10.3527,10.6531
mrpl-37,14.3021,14.0533,14.0119,14.1744,14.7157,14.6447,14.4547,15.0265
"mop-25,2",14.736,15.3897,16.064,14.0619,12.3679,14.7031,13.6991,13.4263
"CELE_Y53C12B,1",13.5575,13.2252,12.8937,13.6873,13.9096,13.2255,13.9476,13.9349
pno-1,12.3454,11.577,11.4946,11.6854,13.0217,12.6254,13.1078,13.3569
nos-3,15.6728,15.6423,15.6402,15.1951,14.8406,14.596,14.3528,14.5937
"CELE_Y57G11A,4",12.1085,11.1786,12.2838,12.5852,14.3607,13.5747,13.4459,13.9909
"CELE_Y57G11B,5",16.472,16.3745,16.4665,16.2198,16.451,16.6312,16.8373,16.7598
"Y57G11C,3",15.5024,15.8942,15.5255,15.5685,15.6661,15.6321,15.363,16.0129
coq-3,14.6127,14.3261,14.2723,14.2575,14.5688,14.6915,14.616,14.3899
nuo-3,16.2628,16.3734,16.4571,16.5195,17.0794,17.0244,16.7569,16.7695
rps-18,20.2671,20.2333,20.0934,19.831,20.2324,20.2594,20.0587,20.019
"CELE_Y7A9A,1",12.8813,10.2916,11.4016,12.5407,12.928,11.9678,12.2132,12.0132
frg-1,12.7709,12.9907,13.0309,13.8797,14.4995,13.6424,14.1627,14.5357
"CELE_ZK909,3",15.2712,15.1526,14.6239,14.7953,14.7963,14.7351,14.4593,14.8716
rps-19,20.2003,20.1815,20.2644,19.2018,19.5457,19.8301,19.8563,19.8155
"CELE_F26E4,2",10.9622,10.7242,10.7736,9.61831,10.3359,9.47612,9.37542,9.99073
"CELE_F26E4,6",15.1663,16.6818,16.0554,16.6487,16.5306,16.2428,15.9275,15.6579
acs-2,14.6098,14.1245,14.0479,14.1427,15.1232,14.9778,15.0517,15.1573
lsm-5,15.4523,14.5404,14.3971,14.2416,14.9755,14.1557,14.16,14.8409
"C24D10,6",15.1237,14.6613,14.9853,15.0056,14.8815,15.2506,14.9487,15.5918
perm-4,19.25,19.1298,19.0963,19.0275,18.1938,17.972,18.6732,18.2008
perm-2,20.5869,20.4733,20.4542,20.5609,18.5682,18.8618,19.6741,18.7088
pas-6,16.8819,16.7088,17.112,17.0071,17.1729,17.1202,16.9602,17.1342
vps-37,14.8641,14.7818,14.9831,14.5713,14.6838,14.1801,14.6886,14.7084
"CD4,3",15.6167,14.4552,14.7916,14.8759,14.9288,14.9777,15.0032,15.3205
"CELE_F15B10,3",12.7879,12.5972,12.9266,12.9657,11.1554,11.679,11.5888,10.1178
rfc-2,14.8686,15.1372,15.102,14.6125,14.9491,14.8708,15.0143,15.2046
"CELE_ZC416,6",13.7239,13.226,13.5763,13.8258,14.5928,14.193,14.4566,14.3534
"F33D4,4",14.1328,13.5561,13.9536,13.4595,14.4658,13.195,12.8249,13.9218
rme-2,12.0796,12.0707,12.2169,12.9658,13.6435,13.3895,12.1641,13.4501
"CELE_ZK185,3",14.2817,13.9612,13.7156,13.4881,15.3467,14.4854,14.6251,14.9685
"F37C4,5",19.6254,19.5117,19.5574,19.4118,18.8096,18.9702,18.3661,18.8496
kgb-1,13.8269,14.0054,14.162,13.6947,15.1049,14.8603,14.5808,15.0744
"T07A9,8",12.7974,12.5388,12.8903,13.5355,15.1606,13.8278,13.1199,14.3167
nog-1,15.2173,14.6212,14.8335,14.8611,15.9111,16.2521,15.7997,15.9804
"CELE_T07A9,10",10.413,10.6988,10.638,10.8293,10.6294,10.1836,10.391,10.5775
May-02,21.8466,21.7095,21.8097,21.5053,20.979,20.9585,20.709,21.0329
"B0546,5;CELE_F16D3,6",11.0715,10.7251,10.7743,10.7154,14.4425,14.5413,14.2904,14.2831
"C02B10,3",15.3058,15.27,15.2306,15.5059,14.3948,14.6966,15.3304,14.0901
"C02B10,4",16.379,16.5985,16.6649,16.4741,15.4972,15.8109,15.9882,15.4333
snpn-1,16.6126,16.2215,16.1091,14.1579,15.058,16.847,15.4784,15.3988
pdhb-1,18.112,17.9416,17.9008,18.3932,17.6471,17.4022,17.0236,17.6476
grd-10,16.7949,16.8183,16.8563,17.3076,15.9953,15.3374,15.3916,15.5217
hoe-1,14.0656,13.8163,13.8798,12.9847,14.7385,13.6229,14.0732,14.4823
tim-17,14.1846,12.5868,12.4964,12.5316,13.0732,12.3568,12.7737,12.5747
rpl-20,18.7723,18.5204,18.7429,18.6194,17.5403,18.5754,17.843,17.3871
set-9,13.7378,13.3787,13.476,12.8024,15.0956,14.3395,13.9203,14.2771
fnta-1,14.7189,14.4024,14.8149,14.7844,14.3027,14.4215,14.2053,14.7186
cogc-8,11.0889,11.7891,11.276,11.5068,12.6077,11.5101,11.5293,11.2272
"CELE_R02D3,1",16.7483,16.718,16.8002,16.526,17.4766,17.7835,17.5993,18.0406
"CELE_F42G8,10",16.7121,16.3977,16.3962,15.9506,17.2016,16.6274,17.0388,16.8538
moc-3,12.6889,11.5405,11.4976,11.7085,12.1111,15.3891,9.83616,12.1096
sph-1,16.4284,15.3394,16.0199,15.2983,15.3707,15.4328,15.4295,16.0144
isp-1,20.3234,20.1128,20.2554,20.0402,19.205,20.1672,20.0926,19.8605
"CELE_F56A11,5",14.642,14.5533,14.4389,14.6586,15.574,16.8764,15.8377,16.4326
gex-2,13.9378,13.3078,12.8167,12.8792,13.1633,13.7921,13.6526,13.0794
acdh-3,17.609,17.4447,17.5438,17.2617,17.7243,17.6379,17.708,17.9379
"CELE_K06A5,2",11.0108,10.6888,10.5239,10.8089,13.9774,12.3839,12.9242,12.7285
alh-5,13.8857,14.1364,14.2567,13.784,14.7739,15.2244,14.5411,15.3251
"CELE_T22B11,4",13.5278,13.6224,13.8167,14.2319,14.9756,14.9647,13.8896,15.1268
lam-1,16.6377,16.7504,16.7072,16.649,16.7117,16.5979,16.5746,16.7751
"CELE_W03F8,4",15.5686,15.2332,15.4584,15.1074,15.6763,15.4264,15.4891,15.7144
"W03F8,3",11.0317,10.6689,10.7953,10.7999,11.5947,12.4228,11.9295,12.589
tni-4,13.9337,14.1199,14.4463,13.916,14.6034,14.1039,14.0476,14.6871
"CELE_F48G7,5;CELE_F48G7,8",14.5634,14.5127,14.5409,14.4374,14.0297,13.7168,13.787,13.8562
hacd-1,15.3403,15.6187,15.5776,15.3179,15.0413,16.2813,15.1506,15.7607
"CELE_K11D12,7",16.3629,16.2394,16.3035,16.0454,15.3026,15.54,15.5602,15.098
pqn-51,13.6096,13.9032,14.4318,13.6544,13.3708,13.6204,13.4172,14.088
cyp-35a5,12.3022,12.5716,12.1889,12.5234,0,8.01238,10.1847,8.1944
cyp-34a8,13.6359,13.7728,13.5994,13.6625,14.2364,13.9174,13.5468,13.6762
nlp-31;nlp-29;nlp-28,19.3225,17.9361,18.5577,18.4343,16.3962,15.7011,15.9874,16.2295
"C14C6,6",14.4561,14.9432,13.7246,13.9879,16.8676,16.6713,16.6669,16.5346
"C14C6,2",17.0143,16.4931,16.4445,17.076,12.9889,14.5154,16.134,13.7324
cpn-4,17.0734,17.0944,17.2331,17.0906,16.0922,17.6065,17.1984,17.3951
prp-17,12.8315,12.5784,12.7344,13.3474,14.3546,12.9515,13.1031,13.3162
zig-7,14.3895,15.1949,14.425,14.411,14.7484,13.7924,14.314,13.9622
"CELE_F54D7,2",15.4269,15.4808,15.4294,15.0821,15.8565,15.7457,15.1922,15.2318
"CELE_F57B10,8",11.7832,12.224,11.4498,12.5737,13.7007,13.4968,13.5905,13.7585
"CELE_F57B10,5",14.0483,13.8553,13.6208,13.9709,14.9567,15.437,15.4179,14.4865
bag-1,16.4674,15.9323,16.1373,16.2079,15.8776,16.0994,15.9288,16.0036
"CELE_F57B10,4",11.0302,10.6599,10.7963,10.7647,13.8159,13.674,12.6653,13.7684
app-1,15.8744,15.7924,15.9108,15.8546,16.6163,16.2006,16.3317,16.6607
"CELE_F33D11,10;CELE_Y65B4A,6",16.4557,16.4621,16.1871,16.4416,16.8911,17.0074,16.5214,17.2186
vpr-1,16.5276,16.1632,16.2707,16.1985,16.7822,16.5145,16.3351,16.6068
usp-39,13.8165,13.5977,14.4196,13.4168,14.0504,13.9656,13.9835,13.9028
bath-4,14.6488,12.5588,12.8678,10.405,14.2151,13.9526,9.9178,14.4808
fgt-1,15.7947,15.6311,15.6086,15.4188,16.3089,16.4163,16.3361,16.3059
nep-2,13.3947,13.5924,13.5765,13.4513,14.5798,14.1338,14.5567,15.1206
clec-150,16.5445,15.056,15.3711,15.1617,15.0341,14.3056,14.751,14.6487
inx-13,16.2368,16.2485,16.3109,16.3249,16.1202,15.3296,16.379,16.0415
"CELE_ZK484,3",15.1484,15.0987,15.1858,15.075,14.7087,13.9852,14.3154,14.0765
haf-9,15.2587,15.1854,15.1015,15.1385,16.1901,15.6381,15.5733,16.3072
msrp-2,16.8414,16.48,16.5513,16.2684,15.8961,15.7901,14.4698,15.9572
pck-1,19.5777,19.6203,19.5345,19.7096,18.2919,19.0179,18.3928,18.5625
"CELE_W10G11,19",11.8589,13.7125,12.9779,13.8991,14.7491,13.3645,13.432,14.477
"C17F3,1",13.9055,14.4281,14.4783,12.788,13.3762,13.1721,12.9706,13.3164
"C34B2,5",15.421,14.9578,15.2954,15.6385,14.7112,14.0862,14.3914,14.2115
lonp-1,15.2621,15.1424,15.2824,14.96,15.5451,15.6853,15.3403,15.7535
"C34B2,10",15.0267,14.1442,14.946,14.5297,15.2201,15.2224,14.7865,14.7262
sdha-2,16.1441,15.9326,15.9666,15.9773,15.9937,15.9934,15.638,15.5904
"C34B2,8",15.8452,15.5562,15.5322,15.5276,15.7244,16.4925,16.2697,15.8756
riok-1,14.8699,13.7014,14.1542,13.1862,13.4488,13.5288,13.1256,13.8721
"CELE_F56C11,3",13.8994,13.711,12.9642,13.4447,12.8798,12.7586,13.7739,13.7268
"CELE_K02F2,5",15.5335,15.3469,15.0717,16.3818,15.2394,15.2986,14.9886,15.7548
teg-4,14.9646,14.6045,14.4438,14.5,14.9981,14.6514,14.596,14.98
"CELE_K09H9,8",14.605,13.9002,14.5029,15.168,12.6475,13.9177,12.4057,11.3342
lpd-6,14.7789,14.1942,13.7094,14.0806,14.3336,14.3263,14.0476,14.4898
"CELE_K09H9,2",13.0967,13.0232,12.5747,12.6188,10.1146,12.0212,11.2964,11.0958
"CELE_K12C11,1",17.4616,17.5745,17.4743,17.4882,17.5921,17.595,17.7261,17.5688
"CELE_W10C8,5",18.2723,18.3582,18.0501,18.3441,18.4169,18.604,18.4522,18.1822
nol-5,16.6377,16.3704,16.5041,16.3445,17.3529,16.8896,17.2087,16.9697
"CELE_W01B11,6",16.8067,16.6723,16.6907,16.3186,15.0353,15.0839,15.1777,15.4591
"C35B1,5",19.0302,19.0272,18.9703,18.6163,18.6962,18.776,18.41,18.7851
"C11D2,4",13.491,12.761,12.6683,11.7772,13.512,13.119,13.0612,12.9134
"CELE_F53H1,3",10.8947,10.7027,10.2454,10.8295,10.5951,10.2762,10.2838,10.4147
"CELE_F53H1,4",13.9683,13.3522,13.6347,13.4191,14.1783,13.3121,13.8943,14.1901
"C17H12,8",13.6101,13.6749,13.5829,14.3257,14.7422,15.0216,15.1369,14.8023
"C17H12,11",13.4034,13.0502,13.0193,13.2697,13.8073,12.9945,13.5544,13.5544
"C17H12,4",14.1109,14.6582,14.9227,14.3954,13.476,13.7472,14.1402,13.8608
"C17H12,2",11.5594,12.5896,12.9135,12.8156,12.5949,12.0709,11.6305,12.5652
dyci-1,14.9673,14.944,14.7716,14.8525,15.6656,15.4123,15.3633,15.7884
faah-3,13.6982,12.8099,11.9622,13.1774,13.1772,12.708,12.3095,12.8329
"CELE_F57H12,6",17.3133,17.2677,17.4194,16.9244,15.9347,15.9352,16.161,16.1595
mec-17,13.7397,13.9277,13.7175,13.6624,13.7949,13.1106,12.5319,13.437
ech-5,17.379,17.1363,17.1649,17.2299,16.9815,17.3952,17.4097,17.4281
mrpl-2,15.3252,15.142,15.8046,14.3254,15.4715,15.1112,14.8132,15.1613
"C05D2,8",13.9756,13.6521,14.2949,14.1686,14.4107,14.5351,14.3043,13.9702
"C34H4,1",13.2709,12.157,12.936,12.6041,14.3072,14.2227,13.8016,13.919
era-1,13.4705,13.5621,13.7499,14.2484,13.7972,11.4707,13.034,12.3715
dlst-1,18.4452,18.4825,18.4693,18.263,17.3644,18.4961,17.3044,17.7556
sna-1,14.696,14.7043,14.642,14.6445,15.379,14.2788,14.859,13.6626
fbxa-65,13.6678,13.657,13.4666,13.4347,13.8426,13.5251,13.4771,14.018
folt-2,14.596,14.5062,14.1092,14.3271,14.5979,15.3566,14.9635,15.3083
ifc-1,15.1324,13.9226,14.0709,14.6252,16.1863,16.35,16.3628,16.4618
"CELE_K07H8,10",16.351,16.047,16.0025,15.8416,16.9626,16.9772,16.7337,17.0381
ads-1,15.9758,15.7165,16.2481,15.5847,16.2107,16.2605,16.1996,15.9345
rpl-29,15.9709,15.1184,15.9793,15.7456,16.3716,17.9579,17.1738,17.0735
"B0513,4",17.8161,17.7072,17.7919,17.8322,18.6285,17.7791,17.4853,18.1016
"B0513,5",15.1828,14.9583,15.0428,15.1221,15.6982,14.964,15.1708,15.1296
"C04H5,1",13.7099,13.8777,14.0719,13.5968,14.1146,14.0376,13.9978,13.7094
mog-4,13.0812,13.0325,12.1322,12.3443,13.4957,12.1741,12.3065,12.541
dlat-2,16.135,15.7762,15.8565,15.772,15.9741,15.9498,15.6341,16.1949
gly-8,18.6201,15.6902,15.7575,15.5842,15.8253,15.7056,15.8347,16.0047
ddo-1,14.2111,13.816,14.5148,13.9572,16.2226,15.3428,15.2227,14.816
"C49A1,10",15.2044,14.7789,15.0938,15.0965,15.5849,14.8179,14.5726,15.3715
"C54E10,6",13.5106,13.8646,13.4108,13.6965,11.6677,12.2525,11.8654,11.4883
tin-13,17.3526,16.9113,16.9589,16.7322,16.8592,16.5379,16.5715,16.495
osm-11,17.3064,17.206,17.1898,17.3705,15.3343,15.3085,16.2493,15.4936
"CELE_F14H3,6",14.5221,14.0613,14.1738,14.5631,14.521,13.7705,13.8251,13.6762
"CELE_F17B5,1",15.8245,15.4038,14.8833,13.7657,13.4345,13.6198,13.2906,13.6125
tps-2,14.6561,14.8708,14.6857,14.1466,14.4318,14.5533,14.4265,14.5108
mltn-9,13.868,13.7168,13.2371,13.6285,10.696,10.5024,10.3246,10.5397
"CELE_F21H7,5",14.4564,12.5851,13.7648,13.6209,14.8683,14.7352,14.4608,15.2718
"CELE_F22B8,7",15.4382,15.4373,15.3505,15.2317,15.7041,15.0824,14.8219,15.6258
"CELE_F22G12,4",13.2668,12.2969,11.3471,11.7998,13.005,12.5694,13.225,12.9791
exl-1,17.3049,15.563,16.2309,13.9961,13.2994,13.4977,13.9245,12.826
kbp-3,14.4044,13.3445,14.1835,13.5993,9.51058,10.3365,10.0285,10.5818
"CELE_F31D4,2",13.3392,13.6491,13.4469,13.2002,13.9484,14.0381,13.242,14.2186
fkb-6,17.4421,17.3309,17.3409,17.023,17.4604,17.355,17.6137,17.1345
mccc-1,17.2314,16.7707,16.5262,16.6201,17.4082,17.4739,17.1958,17.5398
"CELE_F32B6,3",14.0984,12.7504,13.1695,13.2866,14.1226,13.9019,13.7605,14.0625
clec-62,12.7324,12.6695,13.5397,12.7233,13.4579,12.8036,13.6953,14.5656
clec-65,16.6868,16.3969,16.8281,16.4085,16.973,16.11,16.6364,16.2952
clec-63,19.2763,19.146,19.4057,19.4214,19.8447,19.4113,19.8195,19.7057
clec-66,13.697,12.8987,13.7476,13.1994,13.5228,13.5176,13.4251,13.9047
gst-38,14.5768,13.9937,14.2684,13.5786,15.7011,15.7002,15.9235,16.0126
oac-20,13.1778,11.9762,12.4448,12.5457,12.5689,13.3174,12.5499,13.4212
uev-1,16.9543,16.5676,16.6631,16.5998,16.9629,17.1644,17.0357,17.5027
"CELE_F39B2,3",15.8943,15.6144,15.8528,15.3328,15.1258,15.1434,15.0449,15.2196
rps-26,21.2093,21.6212,21.7399,21.6628,21.2585,21.3929,21.5543,21.3661
dnj-12,16.1568,15.9798,15.9169,15.9489,16.2556,16.1192,15.8429,16.0366
mtx-1,15.1,15.2382,15.538,14.8086,15.4134,16.4308,15.3987,15.2985
argk-1,15.2211,12.3699,14.5334,14.6302,15.7401,16.3502,16.5264,16.6725
"CELE_F45H10,2",19.4536,19.1745,19.4377,19.261,18.6028,18.7855,18.4052,18.6295
lsy-27,13.4988,13.0098,13.4366,13.6051,12.2462,12.2701,12.8697,12.0063
dro-1,13.5383,13.071,12.9804,12.7429,14.0721,12.8406,13.409,14.2988
ife-1,15.6449,14.8551,14.8201,15.2733,15.1213,15.0211,14.8711,15.0979
acaa-2,18.9083,18.8323,18.9238,18.8932,18.2714,18.4798,18.402,18.3829
nep-17,17.0674,17.0044,16.9541,16.8969,17.5029,17.5682,17.6186,17.4533
cpf-2,15.4897,15.2004,15.3517,15.3216,14.998,14.5599,14.6123,14.9826
pot-2,10.6167,10.7216,10.6598,10.7799,13.5716,13.6212,13.5703,14.1078
"CELE_F57C2,4",11.0413,10.591,10.7785,10.6259,14.7644,13.7341,13.4778,14.0989
cbd-1,15.8376,15.8386,15.7772,15.4005,15.5083,15.3612,15.4986,15.5956
erfa-3,16.5764,16.2164,16.4917,16.2448,16.4476,17.2549,17.1089,16.5615
"CELE_H40L08,1",14.2569,14.2683,14.3319,14.8047,16.4118,16.0632,16.5787,14.9719
"CELE_K10D6,2",13.799,13.2022,12.8192,13.5933,12.3586,13.7832,13.0029,12.6608
cysl-2,17.6198,17.458,17.7296,17.6363,17.6348,17.4622,17.6644,17.8576
asah-1,12.6895,12.9599,12.7824,13.3428,13.6822,13.1004,13.1071,13.5913
"abhd-11,2",14.8973,13.9179,14.0411,13.2299,15.0611,14.2867,14.4048,14.5788
"CELE_R09B3,2",17.916,17.5845,17.7515,18.0354,17.957,16.9466,16.8786,17.4879
"CELE_R09B3,3",21.5716,21.3582,21.4898,21.3659,21.5916,20.6712,20.7321,20.7746
nud-2,14.2173,13.6024,13.4748,13.2817,13.3734,13.2043,12.3225,13.4871
"CELE_R11H6,2",14.0338,14.0758,14.2036,12.7813,13.096,12.8454,11.9188,13.1035
"CELE_R74,8",14.4189,13.1675,10.217,12.452,14.5184,12.3957,13.552,15.0809
pmp-4,13.3074,11.5269,13.3345,13.3058,15.4238,12.8748,14.1821,14.1579
cpl-1,19.3678,19.2635,19.3439,19.0054,19.066,18.4871,18.7335,18.6031
"CELE_T06E6,1",14.2531,14.4833,14.9888,14.3919,14.9353,14.5873,14.5247,14.3591
"CELE_T06E6,10",10.7564,10.6176,10.6526,10.6844,10.6783,10.1728,10.261,10.5997
"T10C6,5",15.7216,14.7531,14.5425,15.0918,14.6018,14.616,14.6455,14.713
drr-2,16.8522,16.6246,16.1062,16.6429,16.1649,16.3685,16.117,15.8384
"CELE_T12D8,5",19.4103,19.3836,19.4387,19.0759,17.7051,17.6578,17.4647,17.7362
"CELE_T23G11,7",14.994,14.2174,14.3195,14.7899,14.4267,14.3331,14.8271,14.8288
act-5,19.372,19.3591,19.3639,19.5142,20.0587,19.7135,19.6807,19.9919
gyg-2,15.214,15.0921,15.2239,15.5087,15.7303,15.531,15.3002,15.5102
"CELE_T27E7,1",13.648,13.1548,13.3644,13.5672,13.524,14.3373,14.6607,13.9314
"CELE_T27E9,2",19.2736,18.9499,18.7388,18.671,17.8006,17.3358,17.7817,17.8764
"ant-1,1",22.2964,22.2793,22.2701,21.9466,21.2311,21.8384,21.1979,21.4758
pars-2,13.2794,13.2615,13.5145,13.7365,13.9467,13.8663,13.7323,13.7394
"T27F6,6",12.4377,13.2358,12.9164,12.5959,12.9356,12.7438,12.7812,12.4417
"W09H1,5",16.0928,15.9658,16.1812,15.5731,15.8795,15.9941,15.732,16.1779
lec-1,17.5229,17.2327,17.4039,17.6057,17.9021,17.8392,17.9066,18.0478
"Y39E4A,3;bckd-1a",16.51,16.4185,16.7807,16.6077,17.3786,17.0984,16.9176,17.2581
npp-18,13.2403,12.9188,13.1635,13.8778,14.1376,13.9028,14.0752,14.0055
"CELE_Y43F4B,5",17.1507,17.1411,17.3569,17.338,16.9781,16.8171,16.8071,16.8228
klp-19,12.5887,12.2779,11.4467,12.14,12.8986,15.7092,13.4898,11.8828
