geneName;Leading.proteins,log2 eat2_d1_01,log2 eat2_d1_02,log2 eat2_d1_03,log2 eat2_d1_04,log2 N2_d1_01,log2 N2_d1_02,log2 N2_d1_03,log2 N2_d1_04
ppw-1;Q86NJ8,23.7876,22.9404,23.527,22.8156,24.0336,20.8186,21.3966,21.612
nab-1;Q5R3Y6,20.2526,20.5323,20.7002,20.1103,21.8672,21.0029,21.3766,21.1314
clec-266;H2KZ06,20.9494,19.9905,20.9134,19.7452,21.7853,21.053,20.9979,20.042
tat-4;H2KZ37,18.6526,21.8511,20.6774,19.7287,21.9071,20.7226,20.6704,21.271
;H2KZ48,24.7835,22.7167,23.011,24.1136,23.2378,23.4263,23.9267,23.3985
;H2KZ48,20.2953,20.7594,21.6281,20.7429,21.7732,20.8361,21.0482,19.3281
;H2KZ89,20.7137,20.0237,20.9791,21.3021,21.5597,21.2267,20.3224,21.0412
;Q95Q55,24.9527,24.6163,24.7191,24.8806,25.6667,24.9808,25.0807,24.7821
;Q95Q55,20.4027,21.563,21.6125,21.039,21.7552,20.9341,21.3548,20.9296
;H2KZA9,23.4492,23.0774,22.9279,22.6581,22.5388,22.0614,22.3796,21.5932
;H2KZA9,22.0292,24.3444,24.1031,23.2006,21.4486,20.8481,21.1207,20.9738
;H2KZC4,24.4156,23.0701,24.0558,22.9857,26.2202,22.5799,21.8089,22.2261
;H2KZD2,20.8387,21.9973,22.8431,20.8766,24.7724,22.7821,22.3916,24.0415
pmt-1;Q86NB3,23.1638,24.6703,24.7015,24.4128,24.2334,23.6807,23.3874,25.7638
aka-1;Q18930,19.7621,21.7001,21.6811,19.9721,21.5165,20.9368,21.2583,20.3377
praf-3;Q4TTA9,23.1242,22.6473,21.5962,22.1769,23.2016,21.8461,24.6455,22.0395
dpf-3;Q965K3,20.7312,23.4365,23.7803,23.7757,23.5947,23.3819,23.0361,23.7869
;Q688A5,23.6974,26.0774,27.9374,24.9521,25.0091,25.7902,25.1809,25.88
;Q9BL66,21.0245,20.6076,19.9572,21.2922,23.7604,23.9817,25.0631,25.2523
;H2KZN1,20.7922,20.0485,20.7743,20.5825,21.947,20.2036,19.6696,20.3412
slc-17.6;X5M917,20.9262,20.0029,20.235,21.0068,22.4305,20.6464,20.5851,22.1479
ifc-2;H2KZR4,20.7264,21.4035,20.0734,18.9569,20.8868,20.0813,20.6335,20.7865
ifc-2;H2KZR4,20.6406,20.4701,21.6003,19.7289,22.7831,20.3735,20.9772,21.8032
ifc-2;H2KZR4,20.8773,21.875,21.5788,20.8199,22.3352,19.724,20.8874,20.4748
;H2KZT9,24.8567,26.5422,26.0847,25.8546,27.8396,25.1638,26.7424,25.8783
cas-1;H2L023,23.1914,23.4055,23.002,22.6731,25.9733,23.9167,24.3685,24.4695
cas-1;H2L023,19.5767,21.6396,21.6513,20.6625,25.5454,23.2577,24.3962,23.3362
cas-1;H2L023,19.8468,20.2769,21.7668,20.2376,25.3595,23.2966,23.1131,21.6188
cas-1;H2L023,20.3611,20.8788,21.7122,20.2236,21.6416,20.8293,20.989,20.868
wht-7;H2L028,20.4789,21.6868,20.7691,20.6821,20.6295,20.8968,21.2504,21.418
pmp-5;H2L034,19.2097,20.2984,20.845,20.7082,20.2543,20.8874,21.3732,21.1848
pmp-5;H2L034,25.6826,23.6107,25.1211,23.5141,25.4863,25.8928,27.4105,26.1962
pmp-5;H2L034,24.3872,24.9456,25.8803,24.8273,25.2958,25.1836,24.0634,22.7286
;H2L048,19.992,21.2485,20.7787,20.6536,23.1819,20.5816,19.2938,20.6053
;H2L048,23.0842,24.9164,24.8497,22.6516,23.5502,22.2063,21.6067,21.1065
;H2L048,24.1641,23.7792,24.957,24.2873,21.8285,20.7944,20.8216,21.1983
;H2L048,26.0417,25.2919,23.8222,24.004,23.0994,20.797,20.3928,22.0212
;Q8MXS5,20.3765,20.3962,21.0285,19.9475,20.2894,20.6172,20.206,20.6263
;H2L0B6,22.8254,25.8048,24.2622,25.8168,21.2203,20.015,20.4746,21.3872
abts-4;H2L0C4,20.3818,22.8931,23.193,24.632,24.8129,24.1562,23.4688,24.5817
;H2L0D1,19.7675,21.3634,21.2759,21.0502,21.2609,20.9073,20.9988,20.9272
;H2L0D3,20.1963,21.9216,20.2898,21.0522,21.8759,20.7965,21.1323,21.3344
mis-12;H2L0D9,23.5994,23.7843,23.0513,24.5255,26.3589,23.7772,23.9684,24.6242
mis-12;H2L0D9,21.9124,23.7843,23.0513,22.5764,26.3589,24.7904,23.9684,24.8517
mct-4;H2L0E5,20.8784,20.5797,21.3498,20.1445,20.6483,21.24,21.0987,21.1234
mct-4;H2L0E5;H2L0E6,22.7359,24.8005,23.3918,23.6369,22.4213,22.9916,22.9702,21.1008
mct-4;H2L0E5;H2L0E6,20.2336,21.9185,19.9893,21.0112,21.9668,21.085,21.1867,21.2753
;Q9N5G9,24.114,24.5014,25.6306,24.7334,25.6322,23.5747,23.7051,24.0076
ptc-3;H2L0G5,23.8465,24.2261,23.6051,23.9869,26.7052,25.3161,25.7073,25.8813
chat-1;H2L0H3,23.57,24.1983,23.7977,23.2488,21.4427,20.8427,20.8954,21.0555
lfi-1;H2L0I2;H2L0I3,19.3626,21.3554,21.538,21.0834,21.7104,21.0176,21.1084,21.1625
lfi-1;H2L0I2;H2L0I3,23.384,23.9987,24.9932,23.8005,21.0578,21.003,21.0198,20.5293
lfi-1;H2L0I2;H2L0I3,23.3963,23.5986,22.5059,22.8924,19.8584,21.1003,20.1128,21.0711
lfi-1;H2L0I2;H2L0I3,20.9287,21.8693,21.855,21.0838,21.1248,20.8615,21.1587,20.9384
lfi-1;H2L0I2;H2L0I3,21.637,23.0026,22.7406,24.0452,21.3124,22.4714,22.128,22.8494
lfi-1;H2L0I2;H2L0I3,20.2887,21.5472,21.6251,20.2962,20.5645,19.5122,21.1252,21.0517
lfi-1;H2L0I2;H2L0I3,20.9448,21.1751,18.7902,21.425,21.2031,21.0102,20.6578,20.7801
;Q22095,21.0048,21.45,21.6938,21.3926,25.1006,25.3955,26.0466,26.1603
dhs-30;H2L0K8;Q65ZI3,22.3384,25.8194,24.7962,25.2468,20.5251,21.1097,20.8136,20.6494
pod-2;Q9GZI3,25.0412,25.8465,24.3681,23.8175,24.0526,22.4829,23.4418,23.0694
;H2L0R6,22.0882,23.7775,23.0898,21.9665,23.6685,22.6818,23.6012,24.2717
;H2L0R6,20.5679,22.5273,23.7873,21.7264,25.1149,22.8257,24.4357,24.2919
;H2L0R6,24.4806,23.2422,22.3582,23.4104,24.3944,24.0211,23.6525,23.943
;U4PC11,20.6731,21.6759,21.538,21.3181,20.9679,20.6993,21.3825,20.6752
tba-1;tba-2;O18688;P34690,21.4067,22.7182,24.106,21.8145,22.8094,23.4718,23.4736,22.0407
tba-1;tba-2;O18688;P34690,20.0791,21.9227,21.3173,20.7828,21.1783,19.1743,21.1446,20.4761
;H8W3X0,21.0923,19.8061,21.6101,21.0156,21.6059,20.9457,20.9843,21.3202
F08B12.4;H9G2R5;Q19191,19.3973,20.5823,21.4311,21.2988,21.7822,20.6178,20.9036,20.9903
F08B12.4;H9G2R5;Q19191,20.6737,21.6349,21.4838,20.9857,21.5163,21.0922,21.3895,19.8752
idh-1;Q21032,22.8158,25.0479,24.7306,25.0775,23.8068,22.0043,22.4521,20.67
idh-1;Q21032,27.1673,28.3451,27.4722,26.9331,27.8072,26.8229,26.0361,26.1485
pah-1;I2HA98,19.8995,21.3518,19.9007,20.4654,21.8761,20.7199,21.2784,21.0618
pah-1;I2HA98,24.0792,23.0795,23.072,23.0748,23.7607,22.3792,24.4153,21.4048
pah-1;I2HA98,22.3596,23.6993,22.776,22.561,23.431,22.9935,24.6606,24.5252
brp-1;I2HAF4,24.3792,26.1957,27.6707,26.9575,27.5741,26.1765,25.0996,26.5021
brp-1;I2HAF4,24.3792,27.7523,27.3571,25.7164,28.3841,27.515,27.9189,26.9343
brp-1;I2HAF4,23.6279,26.086,26.1162,25.5906,26.6911,24.9227,25.115,25.9601
rpl-30;I2HAJ2;Q9XWS4,24.6859,23.1444,24.0663,21.4611,25.8542,26.7714,25.1232,25.499
rpl-30;I2HAJ2,23.8163,24.001,24.2914,23.316,26.3505,27.6572,25.7535,26.4028
his-40;his-2;his-74;K7ZUH9;Q27532,20.2914,21.7694,20.365,21.4274,24.6812,24.6517,24.2452,23.1078
his-40;his-2;K7ZUH9,20.4444,21.0896,20.1402,21.2745,21.7306,19.3885,20.8958,19.8276
zbp-1;Q6A582,19.4055,21.3601,20.8273,20.9431,21.8288,21.2063,21.079,21.4972
cdh-12;K8F801,19.8629,21.7948,20.7729,20.0631,20.1656,20.9438,20.4563,20.3777
lev-11;K8FDX2,21.0669,23.8302,23.3265,24.4414,24.6141,25.8522,22.1535,24.2615
;K8FDZ1,20.5856,20.915,21.8843,19.9897,21.3465,20.4515,20.4952,20.2174
;K8FDZ1,19.9873,20.6694,21.2909,21.3338,21.6672,19.9899,20.1789,20.6102
;L8E833;Q23179,20.5947,20.5409,20.8593,20.7012,20.8694,21.1984,21.0989,21.4095
;L8E833;Q23179,27.7529,28.7552,29.6103,27.4908,24.1115,25.5092,25.554,25.7107
;L8E833;Q23179,20.2419,21.6968,21.3818,20.453,21.5755,21.0083,20.976,21.2848
;L8E833;Q23179,20.3969,21.533,21.6475,21.0349,21.0688,20.3741,21.2831,20.6245
;L8E833;Q23179,18.9094,20.569,22.5222,19.3997,23.1532,22.761,22.7636,23.2554
;L8E833;Q23179,20.6807,21.1631,21.7838,20.8636,24.1456,21.8109,21.4192,23.8825
;L8E833;Q23179,20.3742,20.0289,21.6348,19.4459,24.1456,23.3783,22.4725,23.7318
;L8E833;Q23179,20.9543,20.102,20.8099,20.7564,20.8339,20.3773,20.9298,20.7807
ZK688.5;L8EC34,23.0518,22.2709,21.636,22.2345,21.3848,20.5789,21.1499,20.035
ifb-2;M1Z854,23.8331,25.5165,26.3339,23.8051,26.0592,25.8296,25.8839,24.1376
ifb-2;M1Z854,26.0021,27.2265,25.1434,26.1452,23.7852,26.4245,24.3841,24.4299
ifb-2;M1Z854,20.3586,21.6822,21.6987,21.4203,23.2153,21.2249,20.8246,21.4291
;N1NSD4,20.8821,20.852,21.2042,20.1598,21.1614,20.8478,20.9716,21.2031
;O01477,20.0853,21.2009,19.9191,19.5266,23.2237,22.7519,22.2632,22.5168
soap-1;O01485,22.4665,25.2718,25.3415,24.2965,24.0712,22.5754,23.7638,22.992
stam-1;O01498,27.5703,29.0807,28.809,28.3604,29.4839,27.9092,27.0735,26.3375
stam-1;O01498,20.0788,20.9735,21.0147,21.2328,24.691,23.9117,23.6824,25.0324
stam-1;O01498,20.8103,21.7415,21.0008,18.5256,21.899,20.8423,20.74,20.5721
rpa-2;O01504,22.3117,23.9356,23.1993,22.9862,23.7157,22.8597,22.8486,23.0646
rpa-2;O01504,23.1001,24.1566,24.0447,22.3687,25.0283,21.9926,22.3747,21.5384
rpa-2;O01504,20.1762,19.527,20.6863,20.7148,21.3528,21.0196,20.7469,21.0106
rpa-2;O01504,21.7288,22.3488,23.7327,22.7293,24.0331,22.9061,20.5917,21.5617
aars-2;O01541,19.1462,21.2125,21.3788,20.3329,20.8028,21.0722,21.2955,20.9501
cpn-3;O01542,21.0733,21.5576,20.9913,20.6314,21.9566,21.0437,20.8955,20.6781
npp-11;O01576,20.9633,23.6041,23.1044,23.9566,24.4307,22.4486,22.2796,23.2074
npp-11;O01576,20.9153,21.5555,20.539,20.9204,21.5881,20.8804,20.7841,20.9844
unc-108;O01577,21.6202,24.5455,23.9554,23.2143,24.9985,23.3428,24.2372,23.9763
;O01591,23.4954,21.6635,21.1926,21.8029,24.2033,22.5361,22.9334,24.1014
T19H12.2;O01615,20.787,21.681,20.8638,20.6128,21.803,20.7057,19.9047,20.2738
T19H12.2;O01615,20.6769,21.2226,19.9206,21.2233,21.6901,20.5807,20.8579,20.1796
T19H12.2;O01615,20.5893,21.0484,21.029,21.2215,19.6058,21.2462,21.2526,20.7786
inx-12;O01634,20.8555,21.8006,22.6765,21.8913,22.9543,23.35,22.878,23.613
inx-12;O01634,24.4065,24.6866,24.3517,24.0986,26.3705,24.1115,26.5543,23.969
inx-12;O01634,21.3914,23.0195,22.4691,22.5246,22.1919,21.4456,20.8246,23.0531
;O01681,25.9869,26.0446,27.4155,26.0447,26.6133,25.3267,24.3521,25.4339
rps-17;O01692,22.4123,25.6801,23.7763,24.4984,24.5145,22.9211,23.6922,23.219
rps-17;O01692,20.0695,21.3828,21.8284,20.3983,21.7217,20.52,21.0943,20.9925
rps-17;O01692,19.955,23.9121,24.8141,22.2205,25.4704,24.2753,23.5161,22.1988
rps-17;O01692,20.4913,21.4265,21.1544,21.1393,21.8651,20.8067,20.498,21.1562
rps-17;O01692,26.4436,28.504,29.4869,26.5031,29.7815,27.1582,25.4228,24.7799
unc-89;O01761,22.6999,24.2102,24.7147,23.6159,24.9974,26.3831,25.899,26.7652
rpl-7;O01802,25.2553,25.5641,25.5998,26.0364,22.8436,21.9029,23.3265,23.4829
rpl-7;O01802,25.019,24.1438,22.5579,23.7331,24.5381,22.2582,23.9642,21.6373
rpl-7;O01802,22.6241,23.0848,23.0915,22.2391,23.3607,21.425,21.9898,21.8966
rpl-7;O01802,20.624,21.042,21.6979,21.0571,21.1894,20.9088,21.2462,20.9859
rpl-7;O01802,22.1557,23.6126,24.2457,24.7269,24.6546,22.94,23.3918,25.3807
rpl-7;O01802,20.9523,20.1834,21.2622,21.1579,21.9512,20.7604,21.0519,21.3885
rpl-7;O01802,23.588,25.7595,26.479,25.003,25.5892,24.3584,23.1655,22
acbp-1;O01805,20.5922,20.3811,21.1986,20.3134,21.4711,20.2594,20.5709,20.9205
acbp-1;O01805,19.1358,21.7818,20.7859,20.5683,22.8863,23.6177,24.0944,21.9442
acbp-1;O01805,19.6137,21.604,21.3053,21.1214,21.7499,20.6181,21.0187,20.6232
;O01806,21.0948,21.6745,20.5644,21.3426,21.5473,20.6606,20.781,20.7263
;O01806,22.704,22.9508,22.2515,22.6394,22.8232,23.1557,22.1184,25.3103
;O01806,23.885,23.7506,22.1298,23.4003,24.0466,23.2259,22.4206,22.7762
lbp-6;O01812,20.5145,20.6076,20.7705,19.7835,23.1701,20.1629,22.9893,21.5148
lbp-6;O01812,20.0605,21.4889,21.663,21.2685,24.8494,20.1833,21.007,21.997
rpl-24.1;O01868,19.3655,20.861,21.3363,21.3795,21.7412,20.984,21.3107,20.3239
rps-10;O01869,23.2393,25.0276,25.416,24.8351,27.1994,25.1535,24.9074,25.6296
rps-10;O01869,22.4256,25.7385,25.6341,24.1728,27.9237,25.6852,25.9199,25.2768
rps-10;O01869,20.6486,21.7211,21.3627,21.2226,19.9336,20.8769,20.1151,20.2542
rps-10;O01869,32.5198,34.39,34.1591,33.3558,34.5373,33.55,32.8446,32.857
rps-10;O01869,22.4023,24.2709,23.9266,22.6783,25.0244,23.3035,22.9681,23.0073
rps-10;O01869,24.7929,25.7304,26.5821,24.1701,26.7669,23.9415,25.1251,25.553
rps-10;O01869,25.2005,25.1259,25.833,23.5562,25.9279,24.257,23.4246,23.0521
rps-10;O01869,20.8799,20.8418,21.5792,21.0357,21.4885,20.3824,21.353,21.1985
;O01893,19.2232,21.4388,20.5629,19.8233,24.7269,21.8511,22.9548,22.8724
;O01893,21.318,23.0533,24.4132,22.3028,25.8997,25.8026,25.9778,25.1556
spin-1;O01927,23.4939,26.2836,25.5642,25.4619,26.661,23.0703,23.6943,25.3099
spin-1;O01927,25.465,27.228,26.7096,26.2049,27.3728,24.9664,25.4427,24.3838
spin-1;O01927,26.0247,27.2276,27.0918,26.1922,28.173,26.5944,26.4366,25.9009
;O01963,19.9533,21.2177,21.1053,20.8626,20.7997,20.709,20.8882,20.4622
cuti-1;O02051,20.9665,23.0181,22.6262,22.7752,24.0498,25.7937,23.3558,25.5015
rpl-4;O02056,24.165,24.8759,24.1504,23.3609,23.8137,21.6865,21.0029,21.7013
rpl-4;O02056,20.1721,21.1008,21.4453,21.4107,23.8962,24.5333,22.4348,23.4451
rpl-4;O02056,20.9326,20.3783,19.2257,20.638,21.7309,20.3418,21.0756,21.2539
rpl-4;O02056,22.8014,24.389,23.9452,23.9374,26.025,25.0454,22.8065,25.0564
;O02082,24.3468,27.2879,28.6288,27.1834,28.8983,26.1294,25.4884,26.4105
rpb-4;O02092,19.9798,21.3802,21.4675,20.9234,23.5636,22.5588,22.5352,23.4687
pcn-1;O02115,21.0943,21.0034,21.3272,21.2436,21.9285,20.5057,21.2373,20.7941
pcn-1;O02115,20.5405,21.5278,20.9636,20.4607,21.714,20.0054,20.858,20.9158
;O02155,20.7227,21.3504,20.6667,20.8892,21.1134,21.2498,21.1876,21.3283
;O02155,23.3242,24.3458,23.3045,23.9202,23.9426,25.6549,24.6732,26.0366
pck-2;O02286,26.6839,26.6171,26.6129,25.5652,21.3781,21.0326,20.8318,21.2191
pck-2;O02286,20.7371,21.295,21.1091,19.693,20.6745,20.7507,20.6934,20.9993
eif-3.C;O02328,20.2066,19.9433,20.8045,20.3075,24.1215,22.9999,22.9217,24.4425
nstp-5;O02345,20.7451,21.847,21.8381,20.4045,20.0579,19.9506,21.0263,21.2751
nstp-5;O02345,23.2838,24.4637,24.4338,23.9138,24.9156,23.434,22.7424,24.3095
ifa-2;O02365,20.8547,21.4421,20.9888,19.6367,21.6566,21.1985,20.2432,20.9601
ifa-2;ifa-3;O02365;Q21065,18.5656,21.8189,19.7827,21.0685,21.933,20.808,21.343,19.8194
ifa-2;O02365,20.532,19.5953,20.375,20.0716,21.9416,21.1481,20.9172,20.7155
snb-1;O02495,27.7836,29.9642,29.9941,28.9496,31.0405,29.8486,29.1193,29.9302
snb-1;O02495,22.792,24.6457,24.097,23.7281,25.2447,23.6324,24.3361,24.2707
snb-1;O02495,26.6858,28.6487,27.7005,23.3472,28.5272,28.0998,29.1475,28.234
snb-1;O02495,25.2098,27.004,26.9712,26.4569,27.0486,26.2581,27.8659,26.7562
snb-1;O02495,23.6962,26.6849,26.9928,25.8943,27.2444,24.8153,24.7768,24.818
snb-1;O02495,22.9909,23.8194,25.8555,23.5484,24.4753,21.3014,23.0313,22.3333
gpx-1;gpx-2;O02621;O62327,20.0592,21.0077,21.5777,20.7876,21.9202,20.7773,20.2238,21.0418
cyp-35a2;O02628,22.025,22.9976,22.5172,24.3256,22.671,21.4051,21.5789,21.8884
rpl-19;O02639,19.7377,21.4889,20.7421,20.3772,23.0259,21.6701,23.7276,23.2411
rpl-19;O02639,22.3416,22.9818,23.5756,21.699,21.8556,20.7465,19.5404,20.4858
mdh-2;O02640,20.6558,21.4408,21.2083,21.1497,21.9584,21.1712,21.229,21.0098
mdh-2;O02640,19.9964,21.1446,20.597,20.1618,20.3597,20.8337,21.0895,20.3914
cyp-33c8;O02641,20.1004,21.9216,21.8535,21.3708,20.7247,19.918,21.3405,21.0168
cyp-33c8;O02641,20.4636,20.6936,20.9152,20.4206,20.6627,21.1591,21.2438,21.2511
unc-64;O16000,24.6875,23.1081,23.1981,22.6699,23.4386,25.0342,22.7569,23.2001
unc-64;O16000,19.8358,21.3486,20.6292,19.5089,20.4015,20.8101,21.2616,21.3817
;Q8MXK1,23.8781,25.0621,24.4571,24.9293,26.3645,23.4275,21.7842,24.1432
mcm-7;O16297,19.0935,21.2335,20.6417,20.457,23.292,21.9733,21.028,21.7146
dnj-19;O16303,21.9528,23.3051,23.922,21.3546,22.8573,20.7001,19.0712,21.5483
dnj-19;O16303,20.4339,21.3508,21.768,19.3389,23.8007,23.7151,25.3083,24.3055
dnj-19;O16303,21.2688,24.4093,24.1757,23.0143,25.5961,23.2471,23.8306,25.1133
cmd-1;O16305,21.6469,21.1124,21.5705,21.1594,21.5246,20.4465,20.6853,21.1139
cmd-1;O16305,22.3235,24.8537,25.3422,23.2584,26.585,23.7617,26.9756,25.0883
cmd-1;O16305,19.934,21.7451,19.8527,21.1189,21.7596,20.7413,21.2302,21.2175
cmd-1;O16305,21.1745,24.3993,25.5178,22.2206,25.9057,24.8368,25.3766,25.3397
cmd-1;O16305,19.944,19.2569,21.4515,21.0783,21.1358,20.4219,20.6677,21.4124
catp-3;O16331,22.6793,22.3923,23.4544,22.741,23.987,22.1473,22.5899,22.5054
catp-3;O16331,20.9558,20.6974,21.7349,21.1235,21.4203,19.9191,20.2342,20.9022
rpt-2;O16368,19.3988,19.1526,21.276,19.3459,21.3037,20.7875,20.9842,20.4941
rpt-2;O16368,19.546,21.089,20.6338,21.3972,21.8239,20.4574,21.333,21.3534
C36C5.12;O16406,25.5515,26.0766,24.8308,27.4018,25.0831,27.6623,26.3693,25.5298
tag-196;O16454,21.0738,20.0176,21.8192,21.355,20.7892,20.7117,20.3612,21.0915
atp-4;O16517,21.4086,23.4745,24.274,21.7651,24.0005,23.8294,24.3304,23.1954
atp-4;O16517,20.5791,21.3979,21.013,20.9862,21.1763,21.0463,21.1487,21.3967
atp-4;O16517,20.4865,21.3359,21.261,21.131,18.9675,20.8522,20.722,20.9776
alh-4;Q8MXJ7,25.1273,25.0977,25.4441,24.9072,26.2691,24.8837,24.0781,24.226
fbxc-50;O16541,19.5596,21.3115,21.0091,20.0659,21.7313,20.8454,20.9402,21.1871
;O16547,25.4515,27.8561,27.8422,27.2132,28.0877,25.5457,27.0617,27.8829
;O16547,19.0838,21.0557,21.5868,20.8316,21.9748,21.2032,20.2143,21.0601
;O16547,24.0206,23.8972,24.6879,23.3669,21.6654,19.1847,20.8742,20.681
;O16680,23.0381,25.5229,25.8046,24.637,27.1104,26.1578,24.6262,25.0978
;O16682,26.4789,23.8158,22.1266,22.9617,23.9551,23.6234,20.6295,21.4944
;O16682,20.1324,21.2825,21.2522,20.1114,26.4945,27.3936,25.8522,25.7528
;O16682,24.7003,23.7814,23.23,23.1237,21.3978,21.1944,21.3637,20.991
;O16682,24.1696,24.1259,23.7345,22.6217,24.5383,23.047,24.5984,25.3203
;O16682,24.4686,25.5108,24.8689,23.5159,26.6264,23.7024,24.1593,23.257
;O16682,20.759,21.448,21.559,19.0668,21.7329,20.9867,21.0261,21.1717
;O16682,24.0075,27.0882,27.0472,25.7974,23.136,22.2894,24.3813,23.598
;O16682,23.0581,24.3396,24.1344,23.2299,26.513,24.1966,25.0526,25.3321
;O16682,20.9868,21.4071,21.5322,20.844,21.6205,21.0191,21.2727,19.9355
;O16682,20.5972,20.7465,21.8751,20.7044,21.7965,21.2229,21.3638,21.3015
;O16682,19.3177,20.6087,21.071,20.8735,21.7036,20.0394,20.4571,20.7603
;O16684,26.5106,27.2745,26.7294,25.7272,27.5897,25.0614,24.9704,25.2285
;O16697,22.5476,23.0412,22.2835,23.1807,23.0213,21.1023,21.5792,21.2086
;O16697,21.669,23.3181,22.2835,23.0599,23.0213,23.315,21.4681,22.4297
pat-6;O16785,22.4351,21.9699,22.0413,20.847,23.4503,20.589,21.9703,21.7681
ugt-41;O16922,20.5679,21.741,20.3051,20.1506,23.8793,22.6655,23.0312,22.7559
ugt-41;O16922,19.9157,23.4639,23.937,21.7932,23.9935,22.8076,22.4405,22.6725
;O16997,20.6741,20.8772,21.0576,20.9429,21.141,19.8705,19.9786,19.8873
;O16997,22.051,21.6322,22.7168,21.4687,21.5233,21.168,21.2831,21.056
;O17069,20.3677,21.2278,21.0571,19.906,22.6875,21.4924,22.5958,21.4251
;O17069,20.3186,21.2681,19.8131,20.8796,22.3702,23.1234,22.7004,22.4446
rpt-4;O17071,20.3676,21.8357,21.3054,20.3889,21.0218,20.6249,21.1219,21.3921
rpt-4;O17071,23.3716,23.8358,24.595,23.7757,20.6829,21.1809,20.8968,21.2056
;O17167,20.9004,20.1125,21.107,19.3936,24.678,22.3178,21.9758,22.338
;O17168,19.9043,21.0522,21.0834,20.248,19.6756,20.9505,21.3783,20.5359
fbxa-165;O17199,20.6885,20.8798,21.0258,20.4684,20.6444,21.0232,19.9777,21.2128
rps-22;O17218,20.5993,20.6396,20.0664,19.9241,26.2187,23.7765,23.3127,24.1173
rps-22;O17218,24.3168,23.4965,25.0045,24.5615,26.9266,23.1198,24.5465,23.9512
rps-22;O17218,25.3785,26.4431,24.0947,23.2292,25.0181,23.9374,24.1116,24.8876
mct-6;O17328,18.8558,19.8181,20.6706,21.199,24.6719,22.3517,24.278,22.9503
mct-6;O17328,22.2412,24.4798,24.7354,23.8787,26.3892,23.4975,24.5822,24.5381
mct-6;O17328,23.3224,24.0699,24.0665,23.0577,23.4542,22.6004,22.3591,21.7892
mct-6;O17328,19.7668,21.769,21.1384,20.1192,23.8131,23.6998,24.0195,23.5905
mct-6;O17328,23.3748,23.196,23.2144,22.6092,21.8353,20.5863,20.9118,20.8907
mct-6;O17328,23.3905,24.4342,24.3749,23.7594,23.8953,24.5817,23.2011,26.1207
tth-1;O17389,18.8082,20.6345,20.7635,21.0318,21.8387,19.6184,20.6132,21.2324
tth-1;O17389,19.9515,20.9637,20.9157,21.212,21.6456,20.916,21.2502,20.528
tth-1;O17389,20.428,21.3301,21.1329,21.3655,21.8912,21.2521,20.1553,21.1671
tth-1;O17389,20.7529,20.6697,21.3757,21.4375,21.5388,20.4385,21.3844,21.1398
tth-1;O17389,20.7939,21.5695,19.5684,21.2256,21.5065,19.6875,21.3321,20.24
;O17390,19.441,21.0452,20.8605,20.3978,21.8247,20.4925,21.5039,20.9495
F52H2.6;O17397,24.9207,23.8872,23.296,25.3224,24.52,24.5224,24.7308,25.2193
F52H2.6;O17397,23.3593,24.6277,25.0971,22.8128,24.0776,23.2781,22.1798,24.7181
F52H2.6;O17397,19.5122,21.6159,21.0936,20.6224,23.7576,21.549,24.5135,23.0232
attf-2;O17406,20.864,21.2223,21.6736,20.7041,21.6818,21.0264,20.9052,21.3717
attf-2;O17406,20.2329,21.629,21.695,20.7577,20.6979,21.0155,19.6385,20.8587
attf-2;O17406,21.0821,22.3347,23.0799,20.8449,23.3814,22.3028,21.7397,22.5361
attf-2;O17406,20.6953,20.1417,21.3379,20.2955,21.0505,20.732,21.3604,21.0481
attf-2;O17406,19.6134,21.6762,21.8152,21.4342,21.3232,19.8116,21.2772,20.5155
attf-2;O17406,18.9973,21.8973,20.1587,21.4134,21.0036,19.778,21.0574,20.6304
attf-2;O17406,20.4615,20.8191,20.3942,20.9239,20.4799,21.1577,21.2313,20.9715
attf-2;O17406,20.7382,21.1916,21.7942,20.915,22.8776,20.6525,22.9887,23.1282
;O17524,19.2866,21.5477,20.2655,21.4491,21.9254,22.9588,24.3135,23.0985
rap-2;O17599,19.3185,23.1852,23.1604,21.1444,23.9747,23.2531,23.7671,23.8557
ruvb-1;O17607,24.8227,24.2603,23.3388,26.4654,24.1473,25.0641,23.1361,24.4034
sams-1;O17680,21.8033,23.4919,24.0382,23.3928,23.682,20.1899,21.6183,21.6691
;O17682,24.2003,24.8948,24.8334,24.4487,24.2324,24.3709,22.7704,24.5109
nasp-2;O17687,20.3108,21.5265,19.4872,21.2515,21.8134,23.6969,23.5685,22.4525
nasp-2;O17687,20.1139,21.3189,20.2601,20.709,21.8077,21.0012,21.3227,21.2399
nasp-2;O17687,20.7357,21.0465,21.5282,21.3245,21.1522,20.8079,20.905,19.7087
nasp-2;O17687,20.5964,20.9784,21.6735,20.6745,21.5543,21.0923,20.4054,21.3903
nasp-2;O17687,20.444,20.5435,21.5934,20.9934,20.7888,21.1914,21.354,19.9543
nasp-2;O17687,19.2943,21.4317,20.0584,21.2626,22.1365,23.8118,22.9951,23.1032
nasp-2;O17687,20.9476,21.6669,21.7965,20.3541,28.7964,27.737,23.5224,26.3082
nasp-2;O17687,20.5219,21.7003,21.7123,20.8469,23.3661,22.3111,21.3329,21.7314
nasp-2;O17687,20.2071,19.7877,20.8254,20.8567,21.6298,21.0301,21.0915,20.0864
