geneName;Protein IDs,log2 rpn6_01,log2 rpn6_02,log2 rpn6_03,log2 ev_01,log2 ev_02,log2 ev_03
;Q8I4I4,26.2808,26.7877,26.8399,26.7516,26.9694,26.6027
;A6ZJ59,26.6597,27.0183,27.0569,25.2587,26.7959,25.8043
oxy-5;A7DT45,30.5462,31.0838,30.6086,29.2593,30.9361,31.1679
mrg-1;Q9XWW2,24.5068,24.9479,25.0054,27.0399,24.8059,22.508
;Q9U222,30.2036,31.0365,30.9949,28.4993,29.2752,29.3028
unc-16;S6FN04,25.9443,25.6626,26.012,25.9053,26.3177,25.9367
gpdh-2;A7LPE5,28.9601,30.1456,30.1845,30.2167,30.1079,29.5823
;Q5FC71,30.9079,31.4427,31.0812,31.5545,29.1927,29.0622
;A7LPH5,27.8768,28.9728,29.0731,27.7838,29.4217,29.4231
pnc-1;A7WK39,28.4079,28.534,29.5045,28.6959,28.3855,29.1922
mdt-28;Q65ZB1,31.5956,31.9874,32.0968,30.7602,31.2424,31.7112
;L8E811,27.1351,27.9131,27.552,27.3557,27.6792,27.7334
rps-22;A8WIR1,29.4916,29.8336,29.6355,31.3674,30.4786,31.056
;A8WIT0,25.9226,25.6222,25.5983,24.5581,24.2573,24.5592
;A9D0C6,23.878,25.0349,24.1612,25.7013,29.0812,29.3433
;O16376,24.8363,24.3996,24.0161,27.9294,28.4044,28.3196
;A9UJN7,31.0484,30.091,29.7916,30.253,29.9534,29.5735
hsp-43;H2KYS1,32.4146,32.5875,32.8411,32.3856,31.9911,31.957
;B0M0L9,26.4557,26.1131,25.9937,25.4338,25.366,25.959
;Q5FC40,31.0795,31.2784,31.609,31.5058,31.0936,31.3327
unc-57;B1V8A0,26.8026,27.8052,27.5539,25.5388,27.9594,27.4087
;B1V8K3,28.2692,26.5344,26.2865,24.5392,24.6444,24.5954
szy-20;G5EEB4,27.157,26.089,26.1417,26.0571,26.7768,26.4318
;B2D6L9,26.2135,26.1349,25.5957,26.3133,26.4889,25.936
rmd-2;B2D6P1,29.3586,29.3053,28.8991,29.5207,29.4568,29.7585
smc-3;B2FDA8,29.544,29.725,30.2642,27.3849,26.0594,25.9183
gcn-1;B3CJ34,28.6347,28.9222,28.3225,27.3003,27.1981,26.5441
;H2KYS2,30.6553,31.0279,30.8117,29.7218,30.9503,30.9359
abts-1;G5EC65,28.3413,27.4928,27.0172,27.0043,26.9204,27.0806
;Q7YTF9,26.3821,25.9404,26.2913,26.5073,26.6476,26.7113
ifg-1;B5BM23,26.1566,27.3128,27.8067,29.3309,29.4055,29.2951
;Q9XTY7,28.4905,27.5556,28.7339,25.6921,27.8516,27.6235
ret-1;B5U8N2,27.0217,27.804,25.573,28.0385,28.3019,28.1818
;J7SEY3,29.1156,29.3812,29.5023,29.2805,29.7761,28.8829
;Q21020,24.0522,23.7358,24.1551,26.8035,26.5388,26.9648
nep-17;B6VQ96,27.1695,26.3312,26.3759,27.5166,27.9101,27.918
mca-3;Q8MXS0,30.6893,30.2209,30.533,29.2873,29.9435,30.1618
;Q9XWX8,32.3396,32.1929,32.0735,31.5382,31.7242,31.9554
rpl-32;B7WN95,30.302,30.0585,30.4183,30.0901,32.1157,32.1474
pyk-1;Q3S1I8,30.8839,30.5399,30.948,31.0664,30.3454,31.0927
tnt-3;B9WRS6,29.5039,28.6129,29.7506,26.8339,28.848,25.3471
;C0Z3L6,30.4549,30.7221,31.2349,26.1201,27.3832,27.8834
taf-12;C0Z3M2,26.5636,27.5837,28.9022,26.7283,30.4047,29.9613
uba-1;Q3S1J5,29.1977,28.9534,28.2981,28.8329,28.0283,28.7585
;C6KRG1,28.6507,28.3933,28.694,25.6369,24.567,24.162
;C6KRI9,28.5312,28.0303,29.3675,27.1647,28.9498,28.6401
sao-1;C6KRN1,25.6828,25.9566,25.5159,24.5823,24.7514,25.4721
;C6KRN4,29.6361,30.7663,30.5251,30.1192,30.3354,30.5408
nid-1;C7FZU4,29.2616,29.246,28.7396,28.1702,29.7855,30.2205
;C7IVQ8,31.7649,31.994,31.8875,31.3421,31.7193,31.7057
fln-1;D0IMZ7,33.5094,33.6394,33.8654,33.1386,33.4456,33.5027
laf-1;D0PV95,27.9177,28.4572,28.87,27.7408,28.2256,28.108
tdp-1;D0VWM8,25.9491,26.3801,26.7062,24.5193,24.2132,24.6515
gpb-1;D1MN68,29.1209,28.8808,29.262,26.8414,27.9162,27.9834
hint-3;Q18227,30.3891,29.1018,29.2332,28.5701,27.7314,28.6973
dph-3;K01H12.1,27.7765,26.758,27.6961,28.0482,27.2754,27.6243
pyk-2;D3YT37,26.7422,25.3837,24.8288,25.5931,27.6477,26.5594
atx-2;G5ED29,27.8645,27.4797,28.5164,25.3489,27.3353,28.1987
dct-16;D4YWC3,33.5138,33.7524,33.6452,34.2373,34.5697,34.3321
larp-1;D5MCN2,28.7974,29.8634,29.4374,29.5203,28.4678,28.5193
sup-26;D5MCQ9,26.5659,26.4991,25.924,24.5353,24.6466,24.5144
gfrp-1;D6RYD9,26.5046,26.2336,26.8493,26.3628,26.523,27.3063
gsto-1;D7SFI3,30.3823,30.4672,30.7907,31.1459,31.2198,30.9734
emb-4;D8FRP9,24.0754,24.0523,24.1549,25.7314,26.0272,25.5063
unc-70;G5EG85,31.3837,31.248,31.8126,31.3252,31.4095,31.6502
iars-2;E2JL03,26.1265,25.6284,26.8334,25.4645,24.8108,25.5929
ttr-44;E3W741,29.0494,28.6712,28.7183,26.6324,26.4852,27.0511
hpo-34;E3W743,29.0209,28.9723,29.3699,30.0119,30.2358,29.7981
;E3W759,27.7204,27.5499,27.6453,27.4853,27.5267,27.3192
nstp-5;E5QCI0,23.8905,23.8901,24.1183,25.7472,25.8398,26.144
fkb-1;F1LIM6,26.8337,27.4271,27.3948,24.4637,24.5117,24.5586
spat-2;F3Y5Q4,23.9851,24.1203,24.0756,26.0512,27.2696,26.8695
otub-3;F5GU87,27.0686,27.6807,26.8498,25.626,27.0392,28.4589
mca-1;F5GU98,25.0932,25.6546,26.1487,25.3886,24.886,24.9056
;F5GUH1,26.1497,27.1476,27.5207,23.7871,24.6639,24.6191
iff-1;G1K0V8,30.9981,30.6615,30.4833,32.3088,32.4677,32.5672
pgp-6;pgp-7,30.1745,30.136,28.8978,27.9671,28.7301,28.3787
;G2HK16,27.4269,26.8053,26.7657,24.4179,23.9492,24.6364
gst-5;G3MTX8,27.9919,29.9114,29.3256,27.5127,27.3493,28.3294
gsp-1;G3MU14,27.3293,28.4832,27.7707,28.5304,28.3806,29.628
mif-2;G3MU38,33.5732,34.1651,34.1968,33.6325,33.5396,33.9764
alh-7;G3MU66,29.719,29.6065,29.9509,28.0389,26.7952,29.3436
math-33;usp-7,27.1261,27.0832,27.2545,26.5,27.6159,28.0817
sec-61;G3MU88,25.8524,28.8509,28.7704,29.5745,28.9688,30.2323
;G4RYA5,26.6132,26.5958,26.5857,26.5044,26.1872,26.1641
spc-1;G4S034,33.2678,32.9279,32.8518,32.8311,32.5661,32.5708
unc-36;G4S4A1,29.5186,29.5237,24.7279,29.0872,29.9396,29.9184
;G4SF79,30.2837,30.1021,30.3697,31.1103,31.1778,31.089
gei-15;G4SI07,30.3984,31.0632,30.9743,30.9169,31.3284,30.3344
;G4SKK4,24.8239,26.3117,25.3001,25.2864,26.6887,26.0058
pqn-52;G5EER0,31.5472,31.4669,31.2774,30.4305,31.0465,30.6981
ttn-1;G4SLH0,24.1332,24.1178,24.1125,26.2054,28.1961,27.3008
pud-2.1;G5EBF3,29.4853,29.3253,29.4993,30.1337,30.655,30.0053
;G5EBF4,29.6488,28.1724,28.6334,27.9516,28.7794,28.6945
rde-4;G5EBF5,26.6637,26.4961,26.6183,24.5297,24.4974,24.2889
sma-1;G5EBH3,28.1464,27.9209,28.025,27.1216,28.0932,26.8153
calu-1;G5EBH7,31.8121,30.2117,30.8643,32.1006,32.1231,32.2422
4D656;G5EBI0,29.2174,29.6644,29.1768,31.3091,30.7641,30.6548
msp-152;msp-63,33.4211,33.4851,33.8653,33.5039,33.6344,34.057
erm-1;G5EES2,31.5236,31.7978,31.8425,30.9128,31.5519,31.6607
;G5EBL8,30.3105,30.1873,30.3648,29.8925,30.5533,30.4615
snf-3;G5EBN9,27.8692,27.6518,27.6431,27.1771,27.5315,27.3356
frm-1;G5EEP9,30.3488,31.2686,31.3431,31.1079,30.5584,30.4956
;G5EBP5,31.8473,31.3838,31.748,27.2183,30.3588,29.7833
gdi-1;G5EBR1,30.827,30.9763,30.9246,30.5111,30.6645,30.6645
srp-7;G5EBT3,30.6267,30.1293,31.5075,30.2549,31.0048,31.0534
;G5EBU3,25.1019,24.2487,24.4969,25.861,24.7174,25.2153
;G5EBU8,28.8931,28.7048,28.8223,25.0452,25.8853,25.4083
pgl-3;Q965J2,24.9128,26.0151,24.9821,25.8667,27.3761,27.1012
rtfo-1;G5EBY0,27.3536,26.9524,27.1859,26.5213,28.0555,27.5938
nmy-2;G5EBY3,30.9951,31.8832,31.642,31.2165,31.811,31.5275
let-418;G5EBZ4,28.3111,28.9258,28.5523,26.713,27.473,26.8862
evl-14;G5EC05,27.9982,27.5363,27.6564,27.2531,26.8447,26.6554
smn-1;G5EC16,27.1268,25.9286,26.5248,24.1773,24.1473,24.6073
;G5EC22,28.3375,27.8177,27.6641,27.3741,27.5272,27.3843
alh-6;Q6A593,28.7994,28.6832,28.8191,27.3888,28.1053,28.4319
;G5EC45,27.8513,28.1491,28.1289,26.6595,27.2254,27.3689
2O16;G5EC67,26.2315,25.721,26.6777,25.7543,27.0463,27.3311
ubql-1;G5EG66,31.9443,31.9568,32.1599,32.1488,31.0707,31.3542
;G5EC87,30.636,29.988,30.0816,30.9464,30.7715,30.9922
dpy-11;G5EC91,28.3834,28.55,27.5182,27.4336,28.1924,28.5657
srap-1;G5EDB1,30.2275,29.8964,29.9597,30.0676,30.1806,29.9802
rme-1;Q9N5B7,30.7726,31.7164,31.6274,31.3139,31.5153,31.3274
lam-3;G5ECE3,25.4626,25.4988,26.2107,25.9917,25.3649,26.0415
rpl-3;G5EEC0,28.3779,28.4195,29.4307,30.3397,29.2757,29.0224
;G5ECE7,26.3982,25.7382,26.5732,28.8811,28.7658,28.189
;G5ECF8,29.6784,30.2255,28.7475,27.9375,27.444,27.6157
tac-1;G5ECG0,29.3997,29.4549,29.0178,29.194,28.9221,29.2317
vab-10;G5ECG8,27.4886,26.6908,26.5998,24.2747,24.5773,24.4609
;G5EEQ7,22.4864,27.7574,27.8095,27.7602,27.4457,27.4102
prp-21;G5ECL3,29.5571,29.5841,28.6114,29.4272,29.1726,29.1552
tufm-1;G5ECM6,32.0152,31.3711,31.2262,29.4164,29.4194,29.3307
cpi-2;G5ECM9,27.545,27.4897,27.3846,27.5779,28.0222,28.2411
vab-10;G5ECP9,34.3017,34.3402,34.4052,34.1602,33.8717,33.8893
sel-5;G5ECQ3,26.4053,25.7698,25.6308,25.228,25.6885,25.9039
;G5ECR0,28.1845,29.0722,27.3803,29.1803,29.261,29.2931
sod-4;G5ECR5,30.6167,30.8412,30.9786,27.8383,29.7688,27.1408
elb-1;G5ECR7,27.8113,27.1997,26.1941,29.4529,26.2715,25.6996
gpc-2;G5ECT6,32.2155,32.1708,31.6385,31.1108,29.9424,30.7221
skr-1;G5ECU1,29.4628,30.4009,28.6027,30.8993,29.2483,30.189
F01G4.6;G5ECU3,28.8113,29.0762,29.2656,29.6404,30.5972,30.2586
;G5ECU5,28.3365,29.0443,29.3279,27.8757,27.17,27.1043
alh-3;G5ECV9,29.454,29.5499,29.5623,29.2765,28.9365,30.6789
dlg-1;G5ECY0,31.9854,32.0803,31.7814,29.628,31.525,31.0128
ret-1;G5ECZ2,31.4942,30.9082,31.4972,31.0972,31.6883,31.3638
pdi-3;G5ED07,29.4078,30.7545,30.7548,31.1419,29.6261,30.6431
;H9G337,26.3153,26.4381,26.9457,26.0155,26.7548,26.4739
him-4;G5ED27,30.7639,30.8004,30.9804,31.0551,31.0947,31.3496
ucr-2.1;G5ED31,27.4746,26.8606,27.2749,24.5351,24.0917,24.6218
cua-1;G5ED40,24.282,24.9198,24.6559,24.5803,24.4829,24.5921
cand-1;G5ED41,28.7819,28.6413,28.6095,24.4577,28.5487,28.9006
eea-1;Q5FC45,28.1245,29.4075,28.5625,27.509,28.5137,28.6444
hcp-4;G5EDA3,26.3359,27.2167,26.3555,25.8975,26.6992,26.333
;G5EGA2,30.8071,29.6561,30.175,29.9303,30.025,29.6939
sftd-3;G5EDD5,23.9834,23.9595,23.9114,27.1882,26.6394,25.6647
skr-2;G5EDD8,29.1458,29.0365,28.7015,28.7688,29.3915,29.397
;G5EDE4,30.0138,30.139,30.3168,28.5174,28.4926,28.4391
tpxl-1;Q8WSN6,24.6394,25.0147,24.8344,25.7361,26.1602,25.953
ile-1;G5EDE8,24.1201,24.0338,24.061,28.7646,28.2643,28.7082
ent-1;ent-2,25.0109,24.0325,23.8299,24.2599,23.1599,23.9421
rilp-1;G5EDL7,28.3151,28.0387,27.3542,26.896,27.2227,27.4823
;G5EFP2,31.0139,30.8325,30.6782,29.1962,29.8568,29.6549
nrfl-1;X5LQ26,28.2598,29.0715,28.7314,26.0984,27.9172,27.8666
;G5EDP0,24.0714,23.9573,24.1586,27.5881,27.8546,27.8188
clh-1;G5EDQ0,27.9679,27.4591,27.5989,28.8689,27.8386,29.3069
hmg-12;G5EDQ2,29.3504,28.8843,29.1645,28.3149,27.1737,26.7351
cle-1;G5EDQ4,29.9319,29.7327,29.354,30.3551,30.2349,29.9607
sur-6;G5EDR3,29.224,29.3671,30.2682,29.1541,27.4249,27.7359
pod-1;G5EDS2,27.466,27.3969,27.4119,26.4881,26.4988,26.611
;G5EEP7,28.2655,29.2088,28.3892,30.1869,29.7313,29.5761
ubr-5;G5EDT9,25.685,25.7454,26.0327,25.8919,25.7903,25.452
pld-1;G5EDU3,27.2416,27.5133,27.4267,26.3893,26.06,26.5192
cey-4;G5EDV3,31.5454,31.4704,31.8072,29.3241,29.6189,29.9218
wars-1;G5EDY2,30.4217,30.802,30.8746,30.2327,30.0195,30.3538
skr-7;G5EDY3,29.2429,28.9515,29.0125,29.5948,28.9795,28.981
unc-43;G5EDZ5,25.8608,27.9693,26.2771,25.8266,25.6236,25.8663
cpi-1;G5EDZ9,25.5938,31.9711,31.8672,28.8246,30.473,30.4171
hip-1;G5EE04,30.8712,30.7151,30.6005,26.7971,30.0806,29.8132
cash-1;G5EE12,28.1706,27.9433,28.4865,28.6481,27.4997,27.7062
;G5EGD0,28.0764,26.6705,27.5325,28.0439,26.5756,26.7149
icp-1;X5M920,26.9902,27.7052,27.3607,27.5115,28.2081,28.4356
srp-1;G5EE40,25.927,27.5685,27.2595,26.8027,26.3027,27.8917
cuc-1;G5EE41,30.6312,32.3033,31.9201,30.1051,31.1728,31.3164
;G5EE46,26.1269,26.1578,26.3264,24.9889,26.247,25.3205
skr-3;G5EE67,27.6323,27.5336,27.6157,28.0821,27.3679,27.4981
nud-1;G5EE74,29.8984,30.2476,30.0219,29.8553,29.9166,29.6414
;G5EE80,27.0542,26.834,26.9037,27.8594,27.4935,27.6576
;G5EE90,24.1046,24.125,24.1069,27.8672,27.5738,27.658
;Q8I4F3,27.6033,27.6971,27.4993,26.9713,28.3755,27.6472
nex-1;G5EEA8,31.5836,31.4525,31.3759,30.8739,31.2445,31.202
scm-1;G5EED5,30.1036,29.8797,29.8778,30.602,30.6702,30.6919
npp-10;G5EEH9,28.681,28.9901,29.8288,28.5318,29.3114,29.4471
asp-1;G5EEI4,29.9017,30.5023,30.4048,29.5652,29.8895,30.4518
chp-1;G5EEI8,27.8163,27.5943,27.8387,24.5581,24.5482,24.5928
;G5EEI9,25.5065,27.1084,28.1173,27.1277,27.8342,28.0772
;G5EEK2,26.0737,25.9374,26.5371,26.8005,26.9774,27.1752
vha-5;G5EEK9,27.3975,27.4922,27.2236,27.662,27.5975,27.7365
hmg-11;G5EEL9,26.8875,27.7216,27.8452,28.3067,28.6102,27.7299
gmn-1;G5EEM1,25.9641,25.6536,26.5791,24.353,24.5819,24.5996
zyg-9;G5EEM5,27.846,27.5354,27.6944,26.7591,27.6488,27.4927
;G5EEQ8,27.9098,27.9514,28.0425,27.738,27.0655,27.0397
;G5EEW5,25.7813,26.042,26.8319,25.2068,26.8181,26.3801
sig-7;G5EEW6,25.923,25.9591,26.3183,26.6524,26.1864,26.2225
;G5EF05,29.5362,29.8042,29.8766,28.4043,29.4041,29.6958
ncx-1;Q1RPT9,29.7507,30.1426,30.5127,28.625,29.4735,29.6518
;G5EF26,28.5899,28.3881,27.6375,26.7116,27.3644,27.5976
npa-1;G5EF32,34.4018,34.2196,34.4504,33.6876,33.1667,33.4664
;G5EF59,25.8184,25.4003,25.1886,24.5573,24.5812,24.337
;G5EF86,29.4993,29.8816,29.9381,29.3323,29.4278,29.7634
;Q9U3L6,26.3084,28.6493,28.559,29.3349,28.2868,28.108
sfa-1;G5EF97,29.5782,26.5576,29.4841,29.8922,30.3993,30.1159
bir-1;G5EFA2,27.378,28.1219,28.3985,27.9352,25.117,25.1427
cpn-1;G5EFB5,27.6354,27.9154,28.377,28.8653,28.628,28.3128
rab-8;rab-1,31.1643,31.0889,31.1682,31.9623,31.5126,31.7217
;G5EFC4,28.1558,28.6542,28.0362,24.4169,24.6434,24.6136
dhhc-6;G5EFD8,25.2711,24.583,24.0893,24.3455,24.651,24.641
;G5EFE3,32.6116,32.7337,31.6589,32.7518,32.8557,32.9694
cbs-1;H9G2P9,27.7188,27.8054,28.1886,28.7223,26.957,27.4591
lec-5;G5EFI4,31.5546,31.6868,31.656,30.9871,30.5589,30.6049
;G5EFJ3,25.9152,25.5088,25.0646,29.1225,26.3741,26.5466
wdfy-3;G5EFJ7,30.7146,29.5097,30.3957,30.9751,30.5159,31.9169
arf-3;G5EFK4,31.7483,29.4513,31.4699,30.7441,31.9392,31.8003
hex-2;G5EFL1,25.5984,26.1453,25.723,26.1593,27.3693,27.8344
mdf-1;G5EFM0,27.7028,27.7903,27.7712,25.9934,26.0625,26.9581
;G5EFM7,23.9417,23.9041,24.1071,25.7841,25.9099,25.3699
;G5EFS5,29.2234,29.6332,29.2703,30.8159,29.9696,29.8898
hpl-2;G5EFS9,27.999,27.746,28.3069,25.9098,26.263,26.5177
ntl-3;G5EFX8,26.0402,25.6936,25.3238,27.204,26.1759,25.5908
sec-31;G5EFY6,26.0559,25.5484,25.6561,24.1121,24.5654,24.5621
ipgm-1;G5EFZ1,30.844,27.7036,28.0897,28.4537,27.3543,27.0024
cacn-1;G5EG14,27.6172,27.6812,27.611,26.9484,25.892,26.7229
crn-2;G5EG18,27.4007,27.239,26.2204,24.578,24.0591,24.2054
R151.8A;G5EG26,28.9149,28.9217,28.7407,27.0396,27.5135,27.6039
PRL-1;G5EG43,26.8536,27.6374,27.7352,26.6128,26.6927,26.7244
;G5EG50,27.4805,26.6193,26.8835,24.5644,24.5723,24.6261
pgp-9;G5EG58,24.9253,25.7965,25.598,26.5654,24.5949,25.9696
lec-2;G5EGB1,32.4515,31.9267,32.4815,31.5904,32.0275,32.0615
dpy-26;G5EGE9,26.1878,26.6512,27.0983,26.0494,26.7275,26.161
tln-1;Q95XN3,31.4313,31.3039,31.2283,31.0707,31.4746,31.5644
let-92;G5EGK8,29.7947,29.3155,29.2565,29.8613,28.9285,28.7504
;G5EGL2,28.8741,27.9112,28.1764,27.4646,27.0789,27.3627
cpz-1;G5EGP8,29.0999,28.8974,28.195,29.4055,29.0979,29.2672
iffb-1;G5EGT7,28.5911,28.4333,28.368,26.7296,27.8804,28.0237
egl-30;G5EGU1,28.5363,28.4352,28.5601,24.5678,24.6779,24.495
B0416.5;G8JXY9,28.2046,25.7327,27.3371,27.0017,28.4643,28.3113
K07C11.7;G8JY31,31.2044,31.08,31.4096,30.836,30.3401,30.4325
cpr-6;G8JY40,33.5539,34.0545,33.9791,32.9117,33.5329,33.6811
cct-6;G8JY43,30.5149,30.4309,30.1919,29.5415,29.4887,30.0793
aldo-2;G8JY45,32.3186,32.8713,32.6477,33.625,33.4163,33.6058
eef-1a.2;eft-3,35.9386,35.8011,35.7637,36.2555,36.36,36.2165
ubq-1;ubq-2,31.8133,31.7168,31.9336,32.3235,32.412,32.2184
ifc-2;G8JY94,30.0256,29.4247,29.9505,27.8142,29.13,28.9975
tbc-17;H1UBJ3,27.2612,27.2217,27.3615,26.4049,25.8044,26.3184
map-2;Q9U2V9,32.403,32.1941,32.1022,32.3714,32.6783,32.7069
F57C9.1;H1ZUV6,24.0884,23.9444,24.0249,28.2478,27.4012,27.3391
;H2FLK1,30.5466,30.1159,30.5812,28.5986,30.2973,28.7811
lea-1;H2FLK8,34.5364,34.6119,34.8243,34.9197,34.8918,34.9599
ain-2;Q95R18,28.6867,28.7116,28.5004,29.3595,29.047,29.0596
;H2KYA0,26.4306,26.3864,26.0902,27.0587,26.5592,26.7032
grld-1;Q8MXG5,26.7911,27.3887,27.0126,24.5697,24.644,24.6545
;Q86NI2,30.0539,30.4751,30.3455,30.7242,30.7032,30.6062
atg-18;H2KYN5,28.9704,28.6983,28.8226,29.2782,28.8444,28.9856
ncx-2;H2KYP3,28.6418,28.2091,28.6598,26.813,27.8532,26.7227
;H2KYQ2,25.7382,25.6911,25.5916,25.2525,25.1407,25.4189
gyg-1;H2KYQ5,31.0166,31.213,30.9985,31.1655,31.9004,31.85
vig-1;H2KYR1,33.5852,33.7433,33.4113,34.6268,33.6513,33.9676
srr-4;O44618,28.0411,28.442,27.4932,28.0731,27.7756,28.1555
cpna-1;H2KYS8,28.3952,27.8974,27.6124,27.5789,28.0935,27.9527
;Q18076,28.1217,27.8054,27.736,27.205,27.0893,27.0244
;Q8MNV5,28.3184,28.2964,27.5485,25.6789,27.3892,27.3018
;H2KYZ3,30.3514,30.3812,30.6037,28.1654,29.6545,29.6972
clec-266;Q7Z121,25.7995,26.6662,25.7946,27.7982,27.2379,27.2598
ampd-1;H2KZ18,30.202,30.0055,29.8653,28.9721,29.3691,29.534
tbc-7;Q8MQB0,26.6035,26.433,26.2883,23.791,24.5885,24.2361
noah-1;H2KZ73,24.1227,24.1078,24.1492,25.4943,26.1962,26.5254
