geneName,log2 eat2_d1_01,log2 eat2_d1_02,log2 eat2_d1_03,log2 eat2_d1_04,log2 N2_d1_01,log2 N2_d1_02,log2 N2_d1_03,log2 N2_d1_04
"CELE_T28D6,6",16.2064,15.8703,16.149,16.0047,16.3872,16.2,16.2252,16.0136
fat-6,14.8507,15.2187,15.298,15.852,14.688,15.1434,15.3121,14.9067
vha-6,16.6655,16.8241,16.5308,16.7645,16.6798,16.8861,16.926,16.8225
cpz-1,17.3102,17.1798,17.5197,17.2364,17.142,17.4149,17.0695,17.4907
"CELE_W02A11,1",14.3222,13.4264,14.1627,14.5149,14.6186,13.3647,13.8301,14.1979
gbf-1,14.0339,14.6566,14.7645,14.4491,13.9537,14.4671,14.4659,14.3385
syp-1,13.6193,13.5267,13.0255,13.7412,13.79,13.677,13.7219,14.1433
cyp-31a2;cyp-31a3,11.8618,12.5662,12.5148,11.9758,12.4311,12.871,12.8056,12.8718
iffb-1,15.526,15.5268,15.1951,15.2947,15.7525,15.5012,15.5697,15.7413
egl-30,15.7371,15.8623,15.7673,15.9283,15.9034,15.8224,15.9231,15.5265
"B0416,5",14.5755,14.5409,14.3199,14.2874,14.346,14.6203,14.5241,14.5202
pdxk-1,14.9038,14.7931,14.6338,14.2654,14.4483,14.7264,14.2118,14.2996
pcm-1,13.4453,12.0384,13.2164,12.7334,13.4903,10.9576,11.0153,12.7673
"CELE_K07C11,7;K07C11,7",16.2703,15.8558,16.1876,16.3828,15.8753,15.7154,16.4992,16.0391
ubq-1;ubq-1;ubq-2,21.0695,20.5123,20.8058,21.1033,21.2241,21.1824,21.2851,20.8963
asm-3,10.6579,10.0552,10.4173,10.61,12.6841,13.2007,12.6037,13.2551
ifc-2,18.0958,18.3398,18.2498,18.4373,18.8487,18.9397,18.9324,19.0402
"zfp-1;F54F2,2/F54F2,3/F54F2,4",12.3211,12.4946,12.2244,12.3186,12.3625,12.7954,12.6765,10.9864
"gcp-2,1",15.3311,15.2976,15.3092,15.2063,15.5021,15.3383,15.2546,15.6623
nxt-1,16.8647,16.2371,16.423,16.5382,16.4607,16.5154,16.5913,16.1213
vps-51,10.6211,10.3352,9.86462,10.5999,9.96615,9.92889,9.87726,9.5858
wdr-4,14.1462,14.8354,14.4791,14.2209,14.4724,14.6844,14.6033,14.3147
"CELE_Y48C3A,14",13.8669,12.4842,13.1746,13.031,13.7477,12.323,12.4999,13.8273
zoo-1,0,11.3854,11.8693,10.403,11.259,12.8273,13.2004,12.8702
"CELE_Y65B4BL,1",13.962,13.7066,14.0491,14.3096,14.6537,13.8897,14.2457,14.6757
"C06A1,2",15.1522,15.4488,14.8307,15.2435,15.6839,15.4155,15.6142,15.1895
stl-1,15.8434,15.9943,15.9189,16.25,15.6695,15.7803,15.8121,15.5192
lea-1,18.5298,18.4407,18.3774,18.5475,18.5173,18.6224,18.6658,18.728
lea-1,17.2308,16.2451,16.4643,16.6014,16.4204,15.979,16.0086,16.64
"CELE_T10C6,6",12.2222,11.3422,10.8521,11.8552,11.893,10.879,10.6549,12.1533
"CELE_Y38E10A,22",14.8312,14.7925,14.7482,14.9209,14.8355,14.7659,14.8106,14.7583
"CELE_Y48G10A,4",10.3143,12.0263,11.6397,8.99816,10.9717,11.4908,11.7121,11.3437
ain-2,15.6618,14.3077,15.064,14.6574,15.5603,14.4542,14.5202,15.0013
ain-2,13.9211,13.1631,12.9529,13.3153,13.0626,12.6813,13.0173,12.7115
cyp-34a9,13.3825,12.9103,13.544,12.6854,12.4897,13.0841,13.5186,13.1338
pqn-31,15.584,15.3808,15.2697,15.4663,15.5124,15.0683,15.2753,15.7807
"CELE_F56C9,10",13.8315,13.3755,13.7877,13.1384,13.8934,12.8865,13.9338,12.8756
"CELE_Y25C1A,7",13.6899,14.039,13.8796,14.0009,13.3848,14.036,13.9344,13.6339
unc-82,16.7377,17.3314,16.5875,17.4618,15.9023,15.7308,16.4469,16.2702
ttc-7,11.4538,12.3415,12.617,12.635,10.6547,11.715,11.9498,11.9909
grld-1,13.5597,14.3843,13.4781,13.9749,12.9796,13.2497,13.5819,13.5715
ajm-1,15.8186,15.5286,15.2365,15.6612,15.8461,15.9106,15.8261,15.7112
"C01B10,6",16.3138,14.7736,14.9341,15.1137,15.2614,14.8506,15.1241,15.3155
nra-4,16.1386,15.6868,15.9666,15.9035,16.0939,15.6598,15.7502,15.9898
"CELE_R11G1,6",14.4963,13.8394,14.7236,13.7067,14.3154,15.0089,13.089,14.0758
bas-1,13.8489,14.5644,14.5226,13.5819,14.8812,14.1978,14.1612,14.3991
"C05D9,9",14.006,14.1165,13.6861,13.6616,14.5929,14.4834,14.4096,14.261
"C07A12,7",16.0487,15.6993,15.7178,15.7355,15.7298,15.4367,15.4913,15.7593
"C06G3,5",17.2311,17.8063,16.9372,17.6271,17.7601,18.0775,17.6573,18.1401
ttr-59,16.3736,16.1169,16.0911,16.2352,15.7464,15.8935,15.8343,16.0831
mtch-1,17.3916,17.9715,18.0353,18.0047,17.4815,17.9614,17.9681,18.0259
tmd-2,12.9916,13.2362,12.8659,12.9935,12.3863,12.9042,13.092,12.5055
"C39D10,8",14.4193,14.3511,14.3581,14.4151,14.1606,14.4418,14.4879,14.2298
unc-73,14.1103,14.3419,13.766,14.5822,13.347,14.0041,14.5851,14.0166
vps-45,15.6495,16.1913,12.9498,15.6566,15.467,14.8938,14.9341,14.8398
acdh-13,16.694,15.2486,15.217,15.1495,14.1319,15.8701,14.3477,13.8097
atg-18,15.4165,15.3187,14.7916,15.0044,14.7831,14.8039,14.9742,14.4974
smk-1,12.4816,12.9003,13.1206,12.8594,11.7912,12.7135,12.4337,12.5796
lntl-1,14.6709,14.7441,14.9292,14.8989,14.3392,14.8929,14.7346,14.8737
ncx-2,16.6164,16.1433,16.1491,16.3932,16.3386,15.854,16.2192,16.4271
"C10G8,8",14.8716,14.209,14.5127,14.9292,14.4511,14.4488,14.6102,14.9495
pnk-1,14.1776,14.8467,13.641,15.7455,14.1343,15.1347,14.8728,14.498
"C12D12,1",15.9372,16.1891,16.2134,15.9489,15.8926,16.6922,16.4866,16.2041
gyg-1,17.2498,16.508,16.4513,16.68,16.9915,16.7475,16.7894,16.8279
vig-1,18.649,18.2521,17.9824,18.1648,18.5352,19.3353,18.5729,18.7751
srr-4,11.3598,12.7143,10.6485,10.8947,12.4589,12.1708,12.0878,12.8652
hsp-43,17.2751,17.2443,16.9256,17.2161,17.394,17.0294,17.0598,16.9022
cpna-1,15.0713,14.9174,14.7096,14.7516,15.0387,14.7363,14.7611,14.7003
"npl-4,1",15.45,15.2562,15.2934,15.5301,15.2035,15.0525,15.0679,15.1538
"C25H3,9",15.0841,15.1656,14.9423,14.9448,15.1834,15.3848,15.2633,14.9268
"C18C4,5",14.1736,14.0837,13.9756,14.2469,14.1766,14.217,14.3299,14.2788
ppw-1,14.5305,14.9932,14.8891,14.7669,14.3652,14.6129,14.6327,14.5066
"C23H3,2",15.8506,16.3716,16.1455,16.1318,16.0853,16.7045,16.3637,16.0804
"C23H5,8",15.7129,15.1788,14.8969,16.0277,15.1597,16.107,16.1228,15.2141
frm-4,14.4118,14.1656,14.1836,13.9924,13.9718,14.3048,14.4082,14.1744
"CELE_F55A12,2",14.0403,13.8697,13.3585,13.5154,16.8989,14.2334,13.9541,16.8807
"CELE_T05C3,6",15.4571,14.471,14.2532,15.1338,14.6566,14.1022,14.3547,14.9411
clec-266,15.4214,15.1275,14.9063,15.4258,14.7717,14.3359,14.3507,15.0626
ampd-1,16.6685,16.9217,16.7054,16.9903,17.0325,17.105,17.0951,17.0555
wip-1,15.5853,15.5287,15.2674,15.3715,15.1042,15.1602,15.4308,15.2617
"C27H5,2",12.0807,11.1692,12.6598,12.1535,12.274,12.6512,12.4142,12.9093
hpo-10,15.2185,17.8883,11.6634,15.0578,9.99035,9.76734,9.90596,9.9939
tat-4,16.0968,16.7742,16.4477,16.7347,16.0738,16.5071,16.5328,16.3036
"C30F12,5",13.6196,12.9459,13.4398,13.2586,13.8746,14.1195,14.6271,14.2792
mrpl-14,14.0145,12.9294,13.1756,13.7551,13.7172,13.1464,13.5026,13.5808
skpo-3,15.0205,14.0484,14.7699,14.859,14.4415,14.0903,14.412,14.7809
clec-88,14.9514,14.9766,14.6432,15.0554,14.5687,14.5687,14.5129,14.5822
"CELE_ZC477,3",14.5874,13.6105,13.5712,13.8826,13.4402,13.4072,13.7842,13.4983
noah-1,14.9108,14.5296,14.9185,14.4342,14.8723,14.6596,14.709,14.7279
col-107,12.3113,11.0671,11.3588,11.3572,9.9391,9.84159,9.85918,9.99752
"CELE_R02F11,3",13.2235,13.3539,12.2059,14.857,13.6392,13.4002,12.8118,13.1671
"CELE_Y48G9A,9",12.8276,14.0273,13.3751,12.8758,12.6669,13.3345,13.055,12.7977
"C41G11,1",15.3832,14.6233,14.9619,14.8974,14.9767,15.0971,14.8563,14.9546
"CELE_F38A5,2",15.2862,15.4149,15.1619,15.1111,15.1382,15.0406,15.1356,14.9573
"CELE_R148,3",15.5764,15.02,15.1657,15.2778,15.4187,15.1114,15.0221,15.2876
"CELE_R148,5",14.5975,14.626,14.1872,14.4521,14.2662,14.3644,14.3092,14.1706
"CELE_M01B12,4",14.2257,13.9914,13.4809,14.0492,13.9699,14.1178,13.7912,14.5401
"CELE_ZK154,6",12.3687,11.3153,11.222,11.6724,11.6424,10.8218,11.6003,12.1916
"CELE_F58F9,3",11.1232,11.9242,11.9574,10.9878,12.6628,12.3683,12.1029,11.9767
"CELE_F53C3,13",14.8178,14.4056,14.5041,14.2286,14.5481,14.7889,14.497,14.8737
csr-1,15.8721,16.0791,15.6619,15.8907,16.0561,16.615,16.3195,16.3641
"CELE_F48D6,4",15.8441,14.6485,14.1258,13.5699,14.6908,15.3336,14.8188,15.3134
"C53B7,3",14.1313,15.3099,13.4258,13.5076,16.8531,12.2746,13.7261,14.6123
pmt-1,16.7097,15.7754,16.493,16.2987,16.3327,15.7555,15.8959,15.672
test-1,12.1639,13.957,13.7231,13.4495,14.0738,15.2396,14.9569,14.1461
"CELE_T23F2,2",14.1812,13.5848,14.0729,14.3343,13.6672,13.1325,13.4326,13.4703
acdh-1,16.2158,16.6355,16.8164,16.3807,16.8985,17.2827,17.1168,16.9724
"CELE_F09F7,5",13.2222,13.4467,13.018,13.8361,11.682,13.6443,13.5842,13.4841
glrx-3,15.905,15.8826,15.4278,15.9339,16.0522,16.0613,15.7175,15.8148
praf-3,15.0429,15.2037,15.1432,15.0563,15.2894,15.6352,15.5565,15.3116
dpf-3,15.7353,14.7015,15.1631,15.0636,15.2532,14.8333,14.8846,14.9345
"CELE_Y54F10AL,1",14.3641,14.3744,13.3156,13.9405,14.2863,14.101,14.1238,14.048
"CELE_W04B5,3",15.5582,15.5756,15.4329,15.7646,15.481,15.7268,15.7175,15.409
yars-2,13.8208,15.2622,15.2093,14.3864,13.1057,12.3357,12.7715,13.2464
"CELE_ZK1055,6",12.4078,12.7077,12.7316,12.3746,12.2353,13.121,12.1975,11.8803
"CELE_F08F1,4",15.4563,15.9883,15.6442,16.2016,15.5728,16.0713,16.0204,15.4274
wrk-1,15.2848,15.5809,15.5508,15.5565,15.4308,15.7822,15.6935,15.6143
"CELE_K06A9,1",14.471,13.8427,13.901,13.9591,14.4854,14.2692,14.3621,14.8121
"CELE_ZK470,2",13.4516,13.7514,13.3234,13.5295,13.6602,13.9412,13.8405,13.4475
ugt-39,12.5794,13.6864,12.3955,12.7035,12.7199,13.79,13.4699,14.2814
"CELE_F11D5,1",12.8387,12.8926,12.9192,12.6214,13.2891,12.6187,13.0061,12.9749
"CELE_F13B9,1",13.5533,12.9253,12.954,13.1825,13.0059,13.7107,13.2015,13.3191
unc-96,14.573,14.2274,14.2239,14.6327,14.8211,14.5494,14.6334,14.7132
"CELE_T23E7,2",18.5135,18.189,18.2861,18.4834,18.3585,18.0945,18.2175,18.5799
larp-5,13.9453,14.6808,13.3424,12.7762,12.7484,13.1512,15.39,9.70625
svh-2,12.5051,13.9136,13.2723,13.4248,12.4748,12.3193,13.3926,12.671
"CELE_F23H11,4",9.27884,12.9321,5.78856,11.9746,9.30702,11.2558,10.7205,9.31812
"CELE_T21H3,1",18.0667,18.5551,18.2498,18.4918,18.4376,18.7363,18.6376,18.266
mlp-1,17.379,16.5757,16.1288,16.8385,15.9804,15.5434,15.1676,15.9053
"CELE_Y38C1AA,1",12.7702,12.0531,12.7277,12.9578,12.6207,11.633,11.8913,13.1159
flap-1,12.7469,13.9544,14.2796,13.6736,13.8551,13.8028,14.256,12.5373
"CELE_T13C2,6",14.2481,13.8642,14.4532,14.5407,13.8591,13.5852,13.8067,13.8589
"CELE_F47B7,2",13.8156,12.7541,13.5347,13.6381,13.7127,12.8828,13.5754,13.4005
marg-1,14.9648,14.2961,14.3008,14.3859,14.8917,14.2061,14.3331,14.3075
hlh-30,15.1153,14.346,15.0123,15.5597,15.0307,14.4334,15.2354,14.6132
lmd-3,14.9292,14.8469,14.5738,15.2748,14.3754,14.5641,14.6339,14.1835
cas-1,15.1942,14.7111,14.615,14.5616,15.5348,14.0893,14.4909,14.8394
tag-153,13.8153,12.6503,12.8667,12.4488,13.0742,12.7877,12.4431,13.5579
pmp-5,14.7656,14.5456,14.6646,14.6283,14.9641,15.0432,15.073,15.0812
pqn-52,17.4937,16.8711,17.0345,17.1723,16.6334,16.4727,16.6215,16.7212
"CELE_F46H5,7",16.6986,16.5293,16.5626,16.2968,16.5474,16.6221,16.4452,16.7371
mex-3,12.4991,11.5025,11.9122,11.737,14.3416,14.0467,14.8986,14.0965
"CELE_H14E04,2",14.8439,14.5648,14.568,14.7614,14.3664,14.2844,14.3876,14.1871
"CELE_H05C05,1",13.6383,13.1098,14.9157,13.3192,13.8575,14.2489,13.3191,13.7339
"CELE_R12C12,9",13.525,13.8177,13.911,14.253,13.555,13.8796,14.0657,13.8493
emc-1,15.0166,14.4284,14.4521,14.8364,14.8896,14.6206,14.5526,14.7939
"CELE_T02B11,3",13.6961,14.0896,14.3004,14.0748,14.6126,13.46,13.708,13.8875
ugt-29,14.9215,14.3655,14.2995,15.0479,14.9684,14.7327,14.9098,15.0572
"CELE_H28G03,2",10.6424,11.7719,10.8199,11.2694,11.0342,10.705,10.6039,10.5854
lron-7,14.4153,15.2368,14.9698,14.4678,14.791,15.6968,15.3045,15.2282
"CELE_Y47G6A,19",12.6945,13.3597,12.3621,13.6406,13.685,13.4976,13.4668,14.1393
"CELE_K04C2,3",10.5765,10.1795,10.3862,10.5559,12.4247,13.7207,14.2856,12.9204
mct-4,15.1498,15.4009,15.1966,15.2513,15.4066,15.5128,15.422,15.347
gei-4,14.436,13.6958,13.8995,14.606,14.4726,14.3432,14.4441,14.4242
"CELE_M01H9,3",14.4845,14.2044,14.1848,14.076,14.2903,14.1825,14.3035,13.9348
chat-1,14.1828,12.9431,13.0577,13.0419,13.5294,12.6166,11.6877,13.2782
wapl-1,12.3918,12.6856,11.9165,13.9986,12.67,12.1088,13.9012,14.5715
lfi-1,15.1591,15.8809,15.2697,14.9341,15.6221,15.0345,13.831,15.9808
lfi-1,17.511,17.4748,17.2846,17.538,17.6752,17.2889,17.3454,17.6191
hum-8,13.7917,13.4108,13.8685,13.8673,13.799,13.5797,13.4065,14.0578
"CELE_T06F4,1",10.5813,8.9295,10.2999,10.5527,10.9201,10.3136,10.1472,9.79538
"CELE_Y45G5AL,1",16.054,15.321,15.5452,15.8924,15.2317,15.695,15.2082,15.0712
seu-1,13.09,11.8966,12.6226,13.5456,12.4025,12.2478,13.6439,12.9472
"CELE_Y37E3,17",17.6412,17.6017,17.5338,17.4906,17.545,17.4526,17.411,17.5361
"CELE_ZK6,11",16.0716,15.85,15.9247,16.4691,16.8211,16.5855,16.729,16.9745
ral-1,15.3475,15.0667,15.1373,15.4789,15.7736,15.2122,15.1846,15.5006
"CELE_Y71H2AM,20",13.9358,12.6516,13.3207,12.0539,13.4197,10.8698,10.4022,12.5399
"CELE_Y71H2AM,15",13.7976,13.5459,13.9626,13.6172,14.3165,14.6677,14.2599,14.0777
"CELE_Y119D3B,12",13.3401,13.1245,13.5917,13.2082,13.1493,12.6692,13.1431,13.4579
cyld-1,12.8958,12.107,12.6121,13.5054,11.8477,13.7559,12.2004,11.2365
"CELE_F40F8,11",14.5995,14.3635,14.1681,14.6325,14.7723,15.0951,14.9263,14.6997
"CELE_F40F8,5",14.125,14.3638,14.4952,14.3972,15.6713,14.9144,14.9779,15.5232
"CELE_F19B6,1",14.0785,14.1821,14.3416,14.2699,14.7522,14.4876,14.3502,14.5361
atn-1,13.7875,12.5409,12.5505,13.0302,11.7421,12.4798,12.7312,12.6535
tba-1,19.8096,19.9147,19.6907,19.8716,19.84,19.9514,19.8939,19.9333
hmp-2,13.5751,12.2207,13.539,12.9829,12.7251,13.0513,13.2219,13.5325
"CELE_R05A10,1",12.013,15.9384,12.6309,14.9084,13.2003,12.5222,12.5744,13.0066
sms-1,10.5888,10.2085,10.278,10.5086,10.7276,10.1797,9.52996,10.7919
"CELE_Y11D7A,10",16.9464,15.774,16.0987,15.4594,16.5871,15.1039,14.9899,15.1718
"CELE_Y59A8B,19",7.44373,11.0244,9.06367,4.57417,12.5601,13.2911,12.6443,11.9897
"frm-5,1;frm-5,1;frm-5,2",13.2479,12.3826,12.5679,12.9471,12.8294,11.9112,12.1341,12.9564
"CELE_F08B12,4",10.6937,10.3376,10.3085,10.4119,10.0188,9.84884,9.96442,9.88787
idh-1,19.3758,19.3194,19.7347,19.4373,20.042,19.7861,19.1106,19.5237
dur-1,11.7466,13.1571,11.9339,12.7314,10.1023,10.6775,10.1337,9.71562
kin-20,13.7848,13.4301,13.2771,14.0556,13.5154,12.7757,13.3911,13.5567
mdt-28,12.6004,11.7252,11.326,12.2633,12.5536,12.5184,12.6471,12.1668
"CELE_R13H4,2",17.4664,17.2957,17.3615,17.5201,17.0051,17.0038,17.158,17.3039
mpst-3,15.6724,15.6177,15.3503,15.4984,15.3486,15.3664,15.3565,15.1144
"CELE_F54B8,4",14.7158,14.2903,14.53,15.1331,14.4705,14.4136,14.698,14.9637
acl-2,15.359,15.6658,15.3549,15.3914,14.911,15.1221,15.3772,15.5256
"CELE_F28C6,8",15.9211,15.9858,16.166,16.1355,15.7126,16.0236,15.6157,15.9095
col-184,15.8386,15.3312,15.363,16.2121,15.3116,14.9197,14.8759,14.9158
pah-1,16.4123,16.4491,16.4516,16.4061,16.1981,16.4116,16.3188,16.216
"CELE_F01G4,4",12.5902,12.3881,11.2454,12.141,14.0354,13.7755,12.702,13.8044
brp-1,14.8398,14.95,14.962,14.4163,15.0821,15.168,14.9539,15.2491
lec-3,17.682,17.964,17.7543,17.6241,17.963,18.1618,18.2068,18.1669
"C23H5,15",10.4843,0,0,10.6496,9.95503,9.85011,0,9.61293
"CELE_K07F5,15",14.4083,14.207,14.6185,14.903,16.0453,15.5711,15.713,15.326
"CELE_F54D11,4",15.2413,15.1493,14.8101,15.1216,14.6459,15.5926,14.4223,14.773
his-57;his-57;his-3;his-35,20.793,20.9144,20.9693,21.2839,21.043,21.4907,21.8991,21.6496
let-526,11.8285,10.4246,10.8255,11.321,11.5936,10.4352,11.5494,10.7578
"CELE_Y9C9A,16",12.6199,13.7979,13.6539,14.4406,13.4143,14.1117,13.2077,13.8529
his-40,10.5931,10.204,9.57955,10.4697,9.3441,9.80714,9.58718,9.62254
hpo-27,14.2206,14.4128,13.8728,14.3437,13.8662,14.2464,14.3705,14.3381
"CELE_F42A6,6",13.1111,11.4771,13.1538,13.3142,12.651,11.7842,11.0526,13.0174
tnt-4,17.2643,16.2456,16.4475,17.0643,17.1278,17.0628,16.8647,17.1525
"CELE_F13E9,11",12.0856,12.5006,12.0601,12.2552,12.9956,12.1434,12.8316,12.1049
"CELE_Y105E8A,1",13.8277,13.2066,14.0971,13.3019,14.7289,13.8858,13.7786,13.7099
lev-11,21.5064,22.4533,21.9056,21.7098,22.1716,22.5206,22.7062,22.1086
"atg-4,1",14.357,14.0328,14.0273,14.3031,13.9937,13.649,13.7871,13.864
cth-1,17.6152,17.7649,17.4658,17.5261,17.7544,17.4859,17.5432,17.2089
"CELE_F13D2,1",20.1897,16.1067,19.3008,17.8501,19.4367,16.674,22.6371,19.6537
"CELE_Y16B4A,2",16.2679,16.3688,16.5471,16.2262,16.1775,16.2618,16.1185,16.3442
"CELE_W07E11,1",11.5407,10.239,12.8095,11.8544,12.9388,11.7057,12.3848,12.6892
"CELE_Y73F8A,24",13.6137,13.022,12.755,12.6807,13.1641,12.6852,12.4556,12.7077
"CELE_Y69H2,7",13.6806,13.395,13.2286,13.6996,13.1879,13.2859,12.9443,13.2489
hpo-34,16.5189,16.7708,16.3051,16.7473,16.8653,16.4271,16.6266,16.8789
"C07E3,3",11.8199,11.1454,11.1448,11.4442,14.3051,12.7974,13.5295,13.7243
zbp-1,15.8334,15.7566,15.6689,16.049,15.691,15.7145,15.8293,16.0747
"CELE_T16G12,7",10.5597,10.1492,10.3788,10.4848,9.87947,9.91964,9.91714,9.8868
"CELE_Y54G2A,75",13.5661,13.074,12.8516,12.6827,13.3065,12.7904,12.7755,13.6597
"CELE_T23E7,2",13.7167,13.3308,14.2707,13.9418,14.6933,14.3186,14.8675,14.2187
"CELE_Y69H2,3",12.6729,14.1569,14.8434,14.064,16.2389,16.0552,16.1526,16.3699
"C09G9,1",15.2145,14.166,14.117,14.4842,14.3107,14.3029,14.2883,14.3422
"CELE_F55F10,1",10.7593,14.3406,12.5794,13.5583,12.6225,13.2445,13.5277,13.2328
"C34D10,2",13.3151,12.8607,13.0861,13.3792,13.6364,13.4382,14.1055,13.3077
"C54F6,18",6.87534,10.1905,10.3862,10.6617,14.0292,13.8875,14.4594,13.5683
"CELE_W05H9,1",14.0053,14.1417,13.3319,14.4396,14.1546,14.2472,13.9433,14.3277
"CELE_F42H10,3;F42H10,3",14.5355,14.4266,14.2614,15.1465,14.7001,14.625,14.6233,14.7105
"CELE_ZK688,5;ZK688,5",12.7748,13.0104,14.5886,11.9804,12.1742,11.597,13.6225,10.3802
ifb-2,18.3407,18.2756,18.2093,18.3842,19.0929,19.1663,19.0535,18.9232
npp-8,13.6327,13.1926,13.0045,13.9102,13.247,13.3574,13.0207,13.354
pud-4,15.788,16.3086,16.0595,16.4576,15.133,16.2087,15.7056,15.5817
"CELE_Y69A2AR,16",13.4599,13.9775,13.8857,13.8124,13.3533,14.0294,14.0267,13.6049
spk-1,14.1867,13.6226,13.4186,13.7555,14.218,13.8068,13.6354,13.7985
afd-1,13.0975,11.9661,12.4509,13.5623,10.4868,12.116,11.3143,12.3272
glo-2,11.0139,12.3603,11.8361,11.7498,11.4123,12.2104,12.8629,12.3189
"CELE_Y24F12A,1",9.86594,11.0535,11.0015,10.6712,10.2742,11.1216,10.6136,10.78
"C14C10,5",15.0871,15.3582,15.0144,15.2205,15.0344,15.3004,15.3091,15.3299
"CELE_F08H9,4",14.7691,14.8641,14.548,15.1015,10.0037,9.77558,9.94148,9.91723
"CELE_F17C11,4",12.3977,12.3513,12.1994,12.2272,13.2351,12.4492,12.9603,12.8987
lst-4,15.8933,16.718,16.4223,13.8258,14.6143,14.2672,14.4153,14.1383
rsp-7,14.8504,14.1819,14.0967,14.7791,14.3334,14.3365,14.4627,14.4506
"CELE_T20D3,2",17.6092,17.5808,18.698,18.3349,19.0981,18.8804,19.0169,19.3364
"CELE_T20D3,6",16.9088,16.3547,16.4462,16.5178,17.1341,16.7463,17.0413,17.1702
"hsp-12,1",15.1811,14.9503,14.7112,15.0829,15.4745,15.3707,15.3102,15.2673
"CELE_F09C8,1",15.5051,15.3567,15.4728,15.3296,15.4705,15.5429,15.2962,15.5712
cest-1,12.6504,12.1727,13.464,16.3046,14.2991,15.5596,15.3827,13.4146
"CELE_F02E9,1",12.9819,14.0114,13.0816,13.54,13.1735,14.1612,14.3388,13.4762
csn-2,14.979,14.3747,14.5608,14.8141,14.3738,14.1431,14.2098,14.1567
"B0207,6",14.6519,14.3013,14.8918,14.8986,14.6243,14.4635,14.6578,14.9103
air-2,12.2597,12.2544,11.435,11.6772,12.8481,12.3674,12.2257,12.1561
"B0261,7",12.3713,11.9268,11.826,12.0614,12.2244,12.4062,12.4505,11.8113
"C03G6,5",13.9593,14.5798,14.5982,12.4578,14.5397,14.6406,13.8775,15.0858
"C03G6,17",15.1208,15.0662,15.1767,15.5086,14.2798,14.4634,14.584,15.3382
unc-94,14.9326,13.9053,14.3341,13.7611,14.3022,13.8836,14.0942,14.4665
tyr-4,14.6956,14.108,15.3564,14.2082,15.0241,14.9139,15.2434,15.4592
stam-1,14.571,13.9207,14.2411,14.2844,13.8683,13.5451,13.3468,13.7702
rpa-2,20.2143,20.1703,19.9098,20.1419,20.4229,20.4672,20.3711,20.2151
"C48B6,2",15.2723,15.3011,15.3926,15.0696,15.3488,15.5687,15.5389,15.7661
"CELE_F19F10,3",15.369,14.9749,15.5555,15.4639,15.2219,15.1831,15.0709,15.1861
ttr-10,11.9938,11.9657,11.9015,11.6035,11.4423,12.9602,12.7148,12.6578
"CELE_F19F10,9",14.2783,13.7722,13.7133,14.1197,13.9314,13.769,13.8326,14.0258
asp-6,18.2171,18.8148,18.147,18.4171,18.4653,18.9771,19.2215,18.6124
asp-12,10.6855,7.897,10.4298,10.6333,6.13764,10.2271,8.89301,7.53135
asp-5,17.7108,17.3497,17.4106,17.6014,18.3512,18.3669,18.4061,18.5677
aars-2,17.8331,17.9846,17.7615,17.9047,17.7794,17.7724,17.9436,17.9963
cpn-3,20.8199,20.6582,20.852,20.6986,20.6162,20.6053,20.7876,20.597
mage-1,13.668,13.2573,13.3479,13.7219,13.31,12.7573,12.8337,12.1734
"CELE_F48C1,5",11.7681,12.7301,11.4075,11.4417,12.2926,12.3239,12.7716,12.5131
"CELE_F48C1,6",15.3081,15.1555,15.5788,15.707,15.7501,15.6755,15.7473,15.9387
npp-11,15.6136,14.9557,15.0829,15.2674,15.48,14.4859,14.8638,15.2209
unc-108,17.0736,16.2426,16.1603,16.5527,16.2848,16.1367,16.2977,16.3867
"F53F10,3",15.2683,15.3715,15.7139,15.2419,14.9587,15.461,15.3902,15.4286
"CELE_K09H11,1",14.1585,13.7219,13.9424,14.2847,13.8619,13.6505,13.8191,14.0362
"CELE_K09H11,7;CELE_F44E7,2;C53A3,2",11.1444,11.4019,11.2156,11.0486,11.9723,12.9848,12.8961,12.769
cysl-3,17.3189,17.1421,17.1686,17.1142,17.3833,17.3595,17.2557,17.2116
"CELE_R08E5,3",17.2341,16.9792,16.9647,17.5901,16.2056,17.1799,16.7753,16.9275
nuo-2,18.3106,17.3274,17.5606,17.624,17.5615,17.1641,17.2802,17.3892
"CELE_T10E9,3",13.2974,12.2003,13.6158,12.9967,13.6972,13.5394,14.0427,13.4479
ugt-12,14.2475,13.5259,14.0496,14.1745,14.4564,13.8674,14.2165,14.2099
"T19H12,2",17.4803,18.4709,18.0391,18.271,17.3506,18.2712,18.2122,17.96
inx-12,15.2824,15.5796,15.5606,15.632,15.2314,15.6277,15.7167,15.6453
jmjc-1,15.0739,14.7808,14.0602,14.5005,12.4529,12.2353,13.7934,13.6389
hmg-3,13.7194,13.5937,13.8135,13.8848,13.6201,13.4846,14.016,13.7742
"C32F10,8",17.6394,17.9,17.9621,17.9294,17.3973,18.0736,17.9188,17.6964
obr-4,13.9844,13.4763,13.259,13.3259,13.1776,13.0941,12.5409,13.2676
rps-17,19.4857,18.7618,18.482,19.3278,19.3171,18.4526,18.9742,18.4912
ddo-3,16.1611,15.885,15.9629,16.0422,15.3254,15.4457,15.5742,15.7136
apm-1,15.3261,14.2737,15.0716,15.118,15.0327,14.6034,14.812,15.1231
