geneName;Leading.proteins,log2 eat2_d15_01,log2 eat2_d15_02,log2 eat2_d15_03,log2 eat2_d15_04,log2 N2_d15_01,log2 N2_d15_02,log2 N2_d15_03,log2 N2_d15_04
acbp-1;O01805,19.5491,20.376,19.4858,19.4958,19.2014,18.8291,18.1303,20.509
acbp-1;O01805,20.6432,20.2789,20.8651,20.951,20.412,21.6915,18.4612,19.9285
acbp-1;O01805,26.2852,26.7475,27.5555,27.5959,21.4675,19.5963,18.6587,19.9371
;O01806,24.572,25.6629,25.7678,24.0068,25.5,25.1731,23.4925,24.6291
;O01806,21.937,19.6636,20.7573,19.8776,23.2339,24.1185,24.5,24.3121
;O01806,24.2594,25.3235,26.8497,26.2738,21.0991,21.6786,20.3986,18.5124
lbp-6;O01812,23.0776,22.0518,22.473,20.5481,20.5155,19.1895,21.217,20.392
lbp-6;O01812,24.6846,23.2419,24.8886,22.3349,19.4555,21.5012,18.5997,21.0656
rpl-24.1;O01868,24.4166,24.3213,25.7253,25.9202,21.2817,19.7868,18.8508,18.764
rps-10;O01869,25.9221,27.7832,26.9388,26.3049,19.7179,20.4934,20.3317,20.1147
rps-10;O01869,20.555,20.1712,20.6391,21.1057,19.3285,17.6252,18.089,17.3841
rps-10;O01869,20.8364,18.4154,20.563,20.8032,21.3837,20.9284,19.5891,18.9416
rps-10;O01869,35.242,29.7449,29.9375,29.6303,32.1226,32.8921,31.1602,31.5662
rps-10;O01869,23.4424,27.5704,26.7004,25.9842,19.8212,21.6752,19.3859,20.5037
rps-10;O01869,24.8923,25.585,25.529,23.8715,21.7916,22.633,22.6194,25.6585
rps-10;O01869,24.8923,24.4551,24.5041,24.8279,20.337,21.2567,18.9528,20.8105
rps-10;O01869,22.0856,21.2363,21.2203,19.315,20.5391,21.7822,19.5822,18.7018
;O01893,22.0572,20.265,20.647,19.1648,21.9587,21.3258,18.2802,21.2618
;O01893,21.973,21.5185,18.829,20.4269,26.7005,27.1477,24.3772,27.4659
spin-1;O01927,21.7957,21.295,19.4606,21.2711,19.4656,20.4579,18.7049,19.71
spin-1;O01927,26.0437,23.4747,23.7591,23.5908,24.6812,25.5357,23.5526,24.6081
spin-1;O01927,27.4613,27.0709,27.5671,27.2519,26.0303,25.6468,28.248,26.566
;O01963,21.4428,20.7681,19.5837,20.7204,19.3832,19.3067,19.2075,19.5534
cuti-1;O02051,20.8146,21.3673,20.6506,20.783,20.4997,21.1998,19.262,18.6115
rpl-4;O02056,21.2912,21.225,21.0007,20.715,20.8893,18.2295,19.8292,20.9472
rpl-4;O02056,21.4366,21.2594,20.5856,20.9885,24.4284,23.827,25.1142,24.888
rpl-4;O02056,21.0289,20.8693,20.9941,19.0437,19.5941,20.652,20.7292,19.7634
rpl-4;O02056,20.5927,20.4138,21.1069,20.1662,26.4536,25.0903,26.2331,25.0941
;O02082,27.1139,23.0082,22.6323,25.1384,19.5923,21.2607,19.476,18.7521
rpb-4;O02092,22.4383,24.919,25.4584,23.0437,25.4053,24.6607,24.5783,26.8859
pcn-1;O02115,25.6585,29.2402,27.9874,26.8577,20.5915,17.0136,20.598,21.2782
pcn-1;O02115,20.8559,20.2039,20.6784,20.8678,19.3394,21.9027,20.6111,18.6538
;O02155,25.1006,24.4533,24.111,24.0387,21.5234,19.1148,19.4094,19.9193
;O02155,26.0424,23.7344,24.6976,24.2525,23.578,22.2241,26.3856,20.7507
pck-2;O02286,24.2097,24.2786,24.3231,25.3091,20.0558,20.1763,20.6637,18.8526
pck-2;O02286,21.1378,21.2654,18.9413,19.962,18.8259,21.0724,19.6632,19.2548
eif-3.C;O02328,20.2946,20.3336,19.5564,21.5971,20.212,20.9862,19.9634,20.94
nstp-5;O02345,21.7434,19.9971,21.8003,20.5241,19.91,21.607,21.2078,20.2468
nstp-5;O02345,25.7408,24.4662,24.4953,25.0571,24.9278,24.2864,23.6834,25.3625
ifa-2;O02365,20.2231,21.0266,19.1164,20.7046,20.1973,19.1211,20.1837,18.1519
ifa-2;ifa-3;O02365;Q21065,21.1615,21.081,21.064,20.5541,19.4053,19.5653,21.4673,18.809
ifa-2;O02365,21.1968,21.3787,21.6626,20.1557,21.4243,19.7876,21.1868,21.0561
snb-1;O02495,30.3446,26.1459,26.0333,26.5006,31.0916,30.4218,29.6174,25.4694
snb-1;O02495,25.1863,20.5318,21.0241,21.0111,28.9333,24.754,24.2458,26.4958
snb-1;O02495,28.8337,27.4575,27.0362,27.7928,29.2261,29.3639,27.9258,28.7814
snb-1;O02495,27.0074,24.6068,22.8093,22.9955,18.1586,18.4276,19.6974,19.6164
snb-1;O02495,25.8968,21.1728,22.0904,22.2687,27.9521,26.2252,21.4373,27.2355
snb-1;O02495,21.7248,19.9089,21.8362,21.6754,23.6272,22.9994,21.3042,23.9709
gpx-1;gpx-2;O02621;O62327,21.0675,21.5607,20.7747,20.1815,18.7184,21.3883,20.4797,21.2022
cyp-35a2;O02628,19.8052,21.4732,21.4463,21.0851,20.461,20.432,18.1474,20.2548
rpl-19;O02639,19.9608,19.5765,20.8593,20.7254,17.5223,19.9015,18.4229,21.1385
rpl-19;O02639,21.7407,22.2259,23.2005,22.7786,20.3466,17.967,19.6035,19.3988
mdh-2;O02640,21.0964,20.7099,21.319,21.0915,20.3846,20.393,17.173,20.4787
mdh-2;O02640,22.0026,20.0033,19.9511,20.2857,20.5279,20.5131,19.1103,21.1345
cyp-33c8;O02641,21.5908,18.372,20.9192,21.0358,20.1289,18.5365,18.547,21.0011
cyp-33c8;O02641,22.0438,21.4157,18.7741,21.2953,22.2157,21.957,22.8195,24.409
unc-64;O16000,19.4013,21.1406,21.3354,21.2813,24.2375,23.6042,22.9906,22.7636
unc-64;O16000,21.8717,21.4519,20.8949,20.2069,26.0831,24.7078,23.7266,23.9876
;Q8MXK1,21.5281,20.9127,20.776,21.0577,26.087,26.9884,26.0239,25.2199
mcm-7;O16297,21.3802,21.4883,21.181,20.8835,18.7999,21.3993,20.975,19.8225
dnj-19;O16303,24.416,23.1616,22.4583,23.0164,21.217,19.1828,20.5235,18.2094
dnj-19;O16303,20.8341,21.0592,21.6394,20.656,20.794,20.8118,17.7254,21.0586
dnj-19;O16303,24.9585,25.7405,24.155,24.1993,19.6713,21.7707,19.51,18.0151
cmd-1;O16305,22.5849,22.212,22.6695,23.6824,20.0744,21.8199,21.6038,18.5979
cmd-1;O16305,26.8997,26.2499,25.9005,26.4096,22.853,23.5669,24.7921,22.644
cmd-1;O16305,27.3664,25.0366,25.0092,27.0597,25.0526,25.5773,25.365,25.9714
cmd-1;O16305,25.1189,27.8491,28.5769,27.9413,27.2462,26.9792,24.8107,27.5299
cmd-1;O16305,26.1324,22.8656,22.718,25.7757,26.4104,25.9604,24.2928,22.1947
catp-3;O16331,20.728,20.7041,21.326,21.023,24.7014,24.1996,23.3236,24.9619
catp-3;O16331,21.3825,20.5326,20.2488,21.0562,20.5219,20.4928,19.0659,18.8694
rpt-2;O16368,22.4582,22.2214,24.5071,22.2269,19.4495,19.7203,19.7762,20.3766
rpt-2;O16368,27.1333,23.9236,23.6929,25.2609,19.7616,20.2938,20.1048,20.9491
C36C5.12;O16406,21.4504,20.7106,20.6658,21.0786,19.5559,21.4662,17.9519,19.181
tag-196;O16454,20.7232,21.5618,20.2351,21.5696,19.4564,20.6654,19.9305,19.6958
atp-4;O16517,20.8101,18.7723,19.8021,21.6911,21.142,18.0773,20.2776,19.9308
atp-4;O16517,21.958,19.8629,20.6462,21.1202,20.1687,19.5282,19.847,20.0452
atp-4;O16517,21.6706,21.3836,21.3083,19.923,21.1297,20.5022,20.2393,18.7707
alh-4;Q8MXJ7,24.1793,23.2928,22.7279,24.6841,19.4091,20.1077,19.6068,20.6782
fbxc-50;O16541,20.7811,21.0958,20.7495,21.2703,20.8839,20.9498,20.4404,21.3799
;O16547,29.098,29.1735,28.6979,26.4687,27.206,26.5465,26.5877,26.6924
;O16547,21.3665,21.0721,21.2388,19.7821,18.1725,20.965,19.0021,20.4229
;O16547,22.1004,21.0358,21.2274,21.5127,20.3203,19.6044,19.8265,19.6373
;O16680,21.4938,20.5802,21.1621,21.2452,19.1538,19.9355,17.4077,18.7056
;O16682,22.0246,21.4698,19.6628,20.5013,19.2909,20.0096,19.7421,19.908
;O16682,21.1077,20.1322,20.8274,21.7261,21.7465,18.4869,18.2668,20.2581
;O16682,21.3971,21.5565,19.9634,21.6441,19.5658,21.0862,20.3273,20.7241
;O16682,21.9955,19.9226,20.6965,21.4371,18.6034,18.931,20.2098,19.3462
;O16682,20.4352,19.8979,20.3045,21.4081,18.4883,20.311,21.2098,18.5695
;O16682,21.9156,21.2165,21.2501,20.6405,19.818,19.01,20.1603,20.4822
;O16682,21.0654,20.9397,20.7103,20.1422,23.3429,22.4996,22.3061,22.2644
;O16682,23.452,27.132,27.2197,27.3204,21.2574,19.3827,21.4582,19.6089
;O16682,20.7217,21.1193,21.1668,20.5879,19.8977,20.1971,20.6555,20.9081
;O16682,20.5699,20.6834,20.0884,20.9934,19.8252,19.9806,19.7858,19.1331
;O16682,19.5631,20.8891,20.8049,21.1201,20.2159,21.0755,19.6479,20.3184
;O16684,26.2511,22.5275,23.785,22.8764,21.076,20.6654,20.0946,20.3118
;O16697,20.3543,21.1482,21.6992,20.5111,22.0309,20.1691,19.9683,17.7881
;O16697,20.1442,20.5393,20.0131,21.2945,19.2957,19.1222,20.1965,20.2602
pat-6;O16785,21.7449,21.4665,20.3709,19.9491,18.5082,20.5128,20.9438,20.2368
ugt-41;O16922,20.1891,21.1872,21.2569,20.2116,20.6661,21.6399,20.3582,20.6675
ugt-41;O16922,20.4993,20.3227,21.0747,21.3927,20.9838,17.5158,21.0114,18.8668
;O16997,20.5108,20.2646,20.77,20.621,18.4754,20.9127,19.935,20.5431
;O16997,23.2221,21.7397,23.1951,21.1408,20.2772,20.8307,20.9459,18.717
;O17069,24.2328,22.1306,22.5399,22.5373,22.0414,19.4862,18.9737,20.2982
;O17069,21.5882,19.2101,21.3167,20.7256,23.943,24.8364,21.3239,22.4681
rpt-4;O17071,21.6421,20.2751,21.0227,20.864,19.7193,17.408,19.7879,20.622
rpt-4;O17071,18.7837,21.0385,21.0843,20.6061,20.5893,21.6832,20.1291,21.0953
;O17167,24.7723,26.3691,26.0519,25.1886,24.1437,23.4881,22.752,24.8611
;O17168,21.8429,22.0429,22.6191,24.4055,19.4957,19.038,19.5383,21.0954
fbxa-165;O17199,21.0524,21.5736,21.6761,21.2735,19.9463,21.5365,20.3617,20.0519
rps-22;O17218,21.6375,21.33,20.1909,21.3457,24.2622,23.7334,23.5202,23.4177
rps-22;O17218,20.1157,20.1899,20.8739,20.3023,19.5766,19.724,18.0352,18.9107
rps-22;O17218,19.5487,19.7085,21.4442,20.097,19.5053,18.5867,21.1158,20.8525
mct-6;O17328,24.2105,25.6507,26.1563,23.7778,21.3836,19.7411,19.3269,21.7088
mct-6;O17328,25.9474,23.9757,23.8695,23.8954,21.6174,17.4062,20.022,20.2327
mct-6;O17328,21.229,21.0831,21.4953,21.6184,19.472,20.8017,19.0725,18.1165
mct-6;O17328,23.344,23.7306,24.2098,24.1977,21.7847,23.401,25.3113,23.5108
mct-6;O17328,20.8613,20.0853,20.961,21.585,21.4743,21.224,19.9284,20.3635
mct-6;O17328,22.0661,20.1866,21.1578,21.1633,24.119,22.4391,26.0589,24.2064
tth-1;O17389,20.8854,21.5569,20.0426,19.9803,20.8302,18.8137,20.2594,20.1488
tth-1;O17389,19.3296,20.3949,20.9258,21.3709,20.8447,21.2105,19.0956,19.4427
tth-1;O17389,21.6764,21.3014,21.4626,18.1197,21.1585,19.868,21.5911,20.8839
tth-1;O17389,21.7197,20.7281,20.7019,19.265,19.867,20.5688,19.4982,20.5307
tth-1;O17389,23.6632,24.8566,24.1486,26.755,18.889,19.6983,18.773,18.8732
;O17390,20.0685,19.3409,20.8487,20.7536,19.3038,18.7301,20.2216,19.6572
F52H2.6;O17397,21.2298,20.9922,20.7357,21.3618,20.7963,20.5078,20.5956,20.584
F52H2.6;O17397,27.3577,26.611,25.8108,25.4068,26.2371,24.178,27.9395,25.7428
F52H2.6;O17397,21.7244,19.0666,21.2651,20.9446,18.0492,18.5292,20.8818,20.5412
attf-2;O17406,24.2529,24.7231,23.3152,23.1976,19.6308,19.6214,18.7924,21.4546
attf-2;O17406,22.0202,21.7694,23.3152,23.1938,19.0642,19.2397,18.4486,17.8087
attf-2;O17406,23.8191,26.0012,25.0613,24.5709,18.7172,20.6659,19.218,20.8219
attf-2;O17406,25.7349,23.2555,23.0403,23.1409,19.5209,19.5041,18.5106,21.4166
attf-2;O17406,21.5401,20.4795,21.8196,20.7381,20.8598,18.4308,18.3828,20.0228
attf-2;O17406,23.7213,22.5196,22.9373,23.2953,20.3207,19.6363,21.5245,17.7702
attf-2;O17406,23.4213,23.6529,23.1884,22.9455,21.3976,19.9522,20.2804,17.5458
attf-2;O17406,21.0605,20.919,20.1075,21.4335,20.058,18.9306,20.3899,20.9242
;O17524,21.4121,20.2773,21.7501,21.1525,19.7253,21.0808,20.2477,19.7687
rap-2;O17599,21.9796,20.2121,21.3672,19.6554,21.3847,19.0972,18.9496,20.3983
ruvb-1;O17607,23.7047,24.5486,24.3001,24.788,20.5515,19.6692,20.2971,17.6988
sams-1;O17680,26.7625,21.5357,23.5271,23.2025,19.3649,21.4559,20.9493,19.4162
;O17682,20.8594,20.3871,19.4863,20.0769,19.4036,20.2589,18.0909,19.703
nasp-2;O17687,25.7969,25.4907,26.5188,25.3004,25.957,25.213,23.1155,27.5752
nasp-2;O17687,22.0965,20.4972,21.3969,21.1382,18.798,19.4988,18.6233,19.8831
nasp-2;O17687,24.7472,25.1871,25.428,25.2466,22.5761,23.203,23.092,25.94
nasp-2;O17687,21.8936,19.2627,21.2859,20.9276,20.2235,20.9513,20.0714,20.3864
nasp-2;O17687,22.9162,24.1685,26.6106,24.4761,25.1192,25.8877,26.5021,24.1321
nasp-2;O17687,21.5407,21.5013,21.4096,21.5683,21.308,18.9397,19.553,18.4806
nasp-2;O17687,20.6943,21.5478,21.3704,21.5676,26.0914,25.0945,24.7728,24.5459
nasp-2;O17687,19.9651,20.1362,20.8035,21.0113,21.1346,20.9902,20.5151,21.0782
nasp-2;O17687,20.856,21.0923,19.4191,21.3037,18.4573,21.891,20.4596,19.5396
nasp-2;O17687,23.2348,18.5416,19.1413,20.4119,26.1345,25.8957,25.5317,24.9739
nasp-2;O17687,20.2673,20.5352,21.5143,20.9523,23.9251,22.3842,23.0472,24.5851
nasp-2;O17687,21.9399,19.9391,18.6293,20.3872,20.1172,18.9014,20.5317,20.8503
nasp-2;O17687,25.3542,25.4854,26.1232,25.4897,24.9447,25.7303,23.2472,25.6075
nasp-2;O17687,19.2486,21.2499,20.515,21.7378,20.1602,19.8843,19.3038,20.2848
nasp-2;O17687,21.5699,19.954,19.5602,20.9888,20.2981,19.2472,17.6725,19.5244
hda-1;O17695,21.2948,19.7682,20.5482,20.3358,18.9515,21.4583,19.9653,19.8
;O17742,21.343,19.5841,20.5304,19.2559,24.1924,24.0344,22.9275,24.6422
tkt-1;O17759,21.0974,20.0151,21.7458,20.226,20.2981,18.7067,20.4929,19.7633
tkt-1;O17759,21.7564,21.4436,21.4589,21.3925,20.4932,19.5976,20.0482,19.3565
;O17773,19.4761,20.5475,20.2413,19.4595,20.9147,20.4768,19.0245,19.2711
;O17785,24.5636,23.2372,23.1487,22.8407,19.354,20.7517,20.851,21.0948
;O17785,20.507,20.5359,21.452,20.3993,21.1574,20.5489,21.273,20.4512
;O17893,20.8794,21.2228,21.2071,21.2457,19.682,19.2375,20.6036,20.6827
ctg-1;O17907,21.7229,21.2538,20.0263,20.9296,19.8679,21.6479,19.224,19.2738
ctg-1;O17907,21.1601,19.343,21.1255,18.7102,19.3034,21.4265,21.1726,18.908
ctg-1;O17907,21.6396,20.7892,20.9705,20.5138,21.4277,21.1965,19.2713,19.7905
ctg-1;O17907,20.9869,19.9446,21.1187,21.2892,22.5326,23.2459,22.804,23.1691
enu-3.6;enu-3.4;enu-3.5;enu-3.2;enu-3.3;O17914,26.0511,28.2505,26.6295,27.6245,22.7356,23.6659,21.9872,23.7528
ran-1;O17915,23.7224,21.8508,21.3345,21.6587,21.695,23.2445,22.7373,23.6123
ran-1;O17915,23.5612,25.6801,24.2973,24.1633,21.3621,20.0093,20.3176,19.3051
ran-1;O17915,23.5612,23.253,23.3243,24.0154,20.1585,18.6686,20.0386,20.4014
K01G5.5;O17919,23.7716,27.281,26.8652,27.3868,23.9638,23.6215,24.2487,22.4649
tbb-1;O17921,25.0761,23.9034,23.94,25.3034,19.4225,16.5213,18.9031,20.5173
tbb-1;tbb-2;O17921;P52275,24.2547,22.6435,23.9008,24.9761,24.6055,23.7469,23.7333,24.3036
tbb-1;ben-1;O17921;Q18817,20.439,19.5727,21.5187,19.2217,19.7148,21.1218,20.2741,21.7768
arrd-11;O17981,21.0716,21.0208,19.0994,21.1016,22.4873,24.3433,21.3338,25.249
;O18131,21.7521,19.8526,21.263,20.3591,21.6385,20.0222,18.1187,19.8865
ogt-1;O18158,21.2562,20.9342,20.3759,19.9126,17.589,20.4532,19.8673,19.4402
ogt-1;O18158,19.7124,19.8043,19.3445,18.0339,23.2509,23.1057,22.4984,26.1914
maea-1;O18188,20.9827,20.8215,19.9534,21.5856,21.6345,20.2048,20.8261,21.3706
;O18224,20.7622,20.6943,21.101,19.7631,24.7978,23.685,23.293,23.4559
;O18224,21.9194,21.3142,20.5795,19.3878,19.0361,19.6752,21.8507,19.2332
Y57G11C.3;O18229,21.8075,20.4498,20.3149,20.9867,19.7544,21.6149,21.3065,20.9192
rps-18;O18240,20.5109,19.2817,21.2065,21.1283,20.2792,18.5157,21.6023,19.2335
rps-18;O18240,20.5439,21.3727,21.0327,20.8343,20.4847,17.6073,20.4783,21.029
;O18307,24.2308,24.6783,24.623,23.0586,23.7919,22.8823,23.7464,22.3862
;O18307,24.2308,23.2096,23.7805,21.1186,24.5568,24.0337,23.8379,22.3862
;O18307,23.6587,23.9424,23.4066,24.8298,19.6377,20.1265,20.4631,18.6359
;O18307,21.9,19.7682,21.2705,21.6805,22.3605,21.8718,23.0069,20.8313
;O18307,21.2728,20.0206,20.7251,20.6649,18.0129,20.5562,20.3738,20.7127
rps-19;O18650,21.073,21.2535,21.762,20.907,17.9675,20.4512,19.5924,18.8438
rps-19;O18650,25.5345,25.7374,27.4698,26.4663,20.8027,21.021,21.2308,20.681
rps-19;O18650,21.9599,19.7898,18.9076,21.6871,19.6171,18.6347,17.814,19.5187
rps-19;O18650,21.5957,18.922,20.9949,21.7282,21.7253,18.6511,19.5233,20.2021
rps-19;O18650,21.4547,21.3053,20.4255,21.3315,20.9354,18.7271,20.4008,20.0393
rps-19;O18650,23.9831,20.7608,22.1275,21.9137,21.6997,20.8566,18.8344,20.5098
;U4PF18,20.942,19.0879,20.29,19.4687,25.6247,25.1035,24.6418,24.0196
perm-4;O44144,21.4224,21.4974,19.8071,21.2546,24.6346,23.8388,24.6662,24.9076
perm-2;O44145,20.8658,20.0864,21.6426,19.8454,26.8976,26.728,25.5861,22.5144
;O44154,21.3488,20.1012,21.5865,21.3585,19.0885,21.7206,18.6817,20.8497
rfc-2;O44175,21.8094,21.1212,21.4926,21.0846,21.7986,21.6141,18.3001,20.9103
rme-2;V6CIR8,27.3199,22.4866,22.0352,22.4395,21.3716,18.2416,19.2249,20.1995
F37C4.5;O44400,24.3623,22.8341,22.9033,23.182,25.8269,25.6286,23.8178,26.1482
F37C4.5;O44400,21.6474,19.0524,21.1495,21.6286,25.0967,24.5857,24.3964,25.084
F37C4.5;O44400,21.6347,21.0756,20.3613,20.3117,18.3241,20.3796,19.1965,19.9219
otub-4;U4PEY4,26.5553,23.7014,25.2153,25.4766,28.2624,27.4997,25.3112,28.2989
May-02;O44441,21.1665,20.9267,20.4884,21.573,21.1178,20.5546,20.1813,21.652
May-02;O44441,22.3655,21.237,20.2546,21.7218,19.9923,18.6174,19.5624,21.9276
;O44444,20.8673,19.9358,21.784,20.6086,20.5171,19.5365,21.089,20.7706
snpn-1;O44445,21.5283,20.7597,21.6411,18.8253,20.3458,20.353,19.2984,20.4325
snpn-1;O44445,25.5797,24.4158,24.8225,24.8983,23.4493,23.3724,21.2478,24.7368
rpl-20;O44480,19.706,22.6276,21.3698,22.842,21.9405,20.5388,21.6558,19.917
rpl-20;O44480,24.649,23.2137,24.4022,23.0071,18.0239,18.8821,20.2263,21.0756
rpl-20;O44480,21.3755,20.78,21.19,19.8722,21.8729,23.504,22.759,21.0835
rpl-20;O44480,25.1357,26.6413,26.6904,27.0885,25.7608,26.1542,25.5513,27.1887
rpl-20;O44480,22.4953,22.2918,21.6141,21.7018,20.0647,20.9971,21.1859,19.5182
rpl-20;O44480,20.4799,21.1793,21.321,18.7785,23.0107,24.6565,21.104,24.5881
rpl-20;O44480,20.5491,20.7617,20.6273,20.7696,20.1674,20.65,20.2923,21.1639
rpl-20;O44480,23.6285,21.3823,20.0063,21.9121,21.3187,17.7962,20.2485,19.1947
fnta-1;O44501,21.9447,20.7103,21.4862,20.2411,20.9867,21.2774,19.9808,20.2373
;O44557,20.2113,19.3393,21.4309,20.2853,21.7898,21.0094,20.8782,18.6724
acs-3;O44560,20.5779,20.9495,21.3469,20.2812,21.0575,20.6624,18.9115,20.1755
tni-4;tni-3;O44572;Q9XUN9,21.7099,19.3016,20.1859,20.6998,19.802,19.43,18.5516,21.0683
hacd-1;O44608,26.9799,25.9548,27.2902,26.7041,22.6618,22.4656,23.0536,23.2811
;O44735,26.673,26.4218,27.8093,29.2928,25.8202,25.4663,22.8061,26.5856
;O44735,22.5494,20.0156,21.568,22.1187,23.7903,24.255,24.0501,22.6006
;O44735,24.736,26.1509,25.0146,25.6868,27.114,26.987,26.3027,24.9089
bag-1;O44739,19.9365,19.8854,21.8392,21.2354,21.3326,20.4111,20.3504,20.6952
snf-1;O44752,19.7247,21.4092,19.9827,20.1119,27.4507,28.2822,27.0747,27.0306
;Q9BL61,26.183,23.3268,23.8335,23.9312,21.8661,21.6201,20.2329,23.0958
;Q9BL61,20.2933,20.3847,21.0458,20.891,19.7707,19.0562,18.1596,21.0495
;Q9BL61,22.7412,21.6309,24.4927,23.258,19.3576,19.3112,20.3475,21.3091
vpr-1;O44782,20.8247,21.2645,21.0771,20.8163,20.7843,19.329,20.5402,19.7318
fgt-1;O44827,25.1564,23.2627,24.317,23.9078,26.12,25.2232,23.8304,21.8378
arrd-1;O44847,19.8728,20.3635,20.9139,20.7394,20.7335,21.1931,18.4827,21.6721
arrd-1;O44847,27.2306,25.5384,26.2118,26.202,21.461,21.6962,19.8868,19.5147
arrd-1;O44847,20.7761,19.4278,18.8107,18.4802,19.5923,18.9462,17.7602,20.1187
arrd-1;O44847,20.4439,19.7775,20.5866,21.0545,21.9548,19.5508,20.9046,20.482
arrd-1;O44847,21.6415,20.9429,21.0068,19.7134,21.7287,19.4487,17.5742,19.0504
;O44885,20.7395,21.3831,21.4472,18.7326,21.7695,21.1589,20.268,19.7027
inx-13;O44887,24.3676,24.0946,22.5405,23.6618,21.9019,22.5397,22.6201,24.2703
haf-9;O44897,24.1833,22.5011,22.9005,22.7999,21.2966,20.9801,19.041,19.0933
haf-9;O44897,26.7866,26.9292,26.9694,27.1887,26.3662,27.7004,27.218,24.7812
haf-9;O44897,21.0226,20.063,20.329,21.542,24.4867,23.2336,24.6207,23.0022
;O44951,19.8879,18.4273,21.499,19.7549,19.4057,18.4254,19.4207,20.4562
;O44990,20.1576,21.332,19.2067,20.6996,25.596,22.4879,23.2949,24.0256
;O44990,24.2864,22.296,22.4191,22.5767,23.7578,22.9026,23.2643,23.8755
;O44995,26.2112,25.6195,26.1386,24.9709,25.7162,24.9328,25.1568,26.099
nol-5;O45012,20.1279,20.3104,21.6374,20.3382,21.3864,19.4287,19.802,19.5897
;O45060,23.8435,23.9351,23.6806,23.13,20.7038,21.7232,18.7968,19.4142
;O45060,25.2554,25.0072,22.7903,22.4231,25.5161,25.6414,24.8545,25.9254
;O45083,23.649,22.66,23.6708,23.8847,19.6261,19.7451,19.281,20.3801
swt-1;O45102,20.3128,20.3977,19.4931,19.7481,24.1808,23.2642,20.7194,24.9306
swt-1;O45102,21.8726,20.0217,21.14,19.9482,18.7971,20.8873,20.7288,20.8552
folt-2;O45166,23.6624,21.7947,22.1138,21.7761,23.5268,22.8358,24.2104,24.0997
folt-2;O45166,19.3479,21.0776,20.679,19.7556,19.919,19.0578,21.051,20.9597
tin-13;O45319,21.4267,20.8895,21.5799,19.7178,20.1205,20.3161,19.8081,21.5392
fkb-6;O45418,21.1189,20.9564,20.8321,19.649,21.6095,22.2153,22.409,20.4879
clec-66;O45445,21.8324,21.3953,21.8555,20.4905,29.1065,30.1553,30.2875,26.5236
gst-38;O45451,20.9217,21.2423,21.0127,20.0461,20.5335,20.365,18.8299,18.4309
oac-20;O45470,24.8419,22.1516,23.3384,23.1143,23.8558,24.7358,23.306,25.2742
oac-20;O45470,22.7657,26.6428,26.4407,26.7244,26.4962,26.1352,25.4502,26.4839
oac-20;O45470,22.0022,20.7624,19.9383,21.2397,23.7299,23.2726,21.045,23.1141
oac-20;O45470,21.1473,19.0254,21.1477,21.4292,20.0289,21.6979,20.1912,19.3496
uev-1;O45495,21.5336,20.2122,20.5902,21.0762,20.8041,19.5065,20.7893,19.4431
rps-26;O45499,21.2293,21.3079,21.8592,20.3612,22.8899,22.717,22.7777,23.1468
dnj-12;O45502,21.2888,19.6685,20.3419,18.9821,20.6662,19.4729,20.153,19.7018
;O45562,20.8892,20.82,20.0689,19.0316,21.0948,20.638,17.0549,18.7336
cpf-2;O45577,23.3087,24.7462,23.4341,23.4224,19.1973,17.4213,21.4462,17.8413
cpf-2;O45577,21.8727,21.0438,20.7746,21.2435,20.2218,18.5537,21.4626,21.8715
btb-20;O45593,20.8665,20.6925,20.9447,20.543,17.4136,20.16,19.6866,20.5415
btb-20;O45593,20.902,21.4801,21.3935,20.4057,19.8232,19.0993,20.8061,19.0414
;O45665,21.7931,21.2759,20.0025,21.2538,20.1044,19.1628,20.3844,21.7851
;O45719,21.0191,20.302,20.8608,20.9853,23.9123,23.7008,24.1389,24.5943
;Q6BEV8,21.1096,20.3957,21.7514,21.4467,23.0444,22.6535,21.276,23.3995
;O45723,20.1875,19.5958,21.1153,21.6716,19.0938,20.3239,20.5575,21.6237
;O45723,23.9895,20.7812,21.7744,22.0055,20.2765,20.2612,19.7127,21.1304
cpl-1;O45734,23.8046,23.2697,23.1002,22.9518,21.7665,21.28,20.606,19.6233
;O45783,25.1861,21.4947,21.946,22.1598,26.0412,27.8348,25.9257,24.0734
act-5;act-2;act-4;act-3;act-1;O45815;P10984;Q6A8K1,26.7065,27.0367,26.5977,26.7808,25.8029,25.6465,24.0742,27.5683
act-5;O45815,24.0969,24.5166,23.2679,22.9485,19.936,18.0916,21.4199,20.1869
act-5;O45815,27.2372,25.2946,27.8929,26.8031,25.6082,25.8625,26.0808,26.0397
act-5;act-2;act-4;act-3;act-1;O45815;P10984;Q6A8K1,27.8198,23.463,23.1656,23.5382,24.6034,24.7801,23.9084,25.5411
act-5;O45815,21.2817,19.6458,20.2272,21.1162,18.5897,20.3544,20.2054,21.4753
;O45841,21.8715,20.094,21.2832,21.7327,25.274,24.9293,26.0424,20.7456
ant-1.1;O45865,21.2219,19.9497,21.0823,18.6269,24.2719,23.0993,21.6543,23.7786
;O45871,25.9264,25.9556,25.5422,24.5194,20.3402,19.1455,20.7214,19.9164
lec-1;O45904;P36573,27.2888,28.2834,28.1067,28.1325,22.0275,20.4124,19.2724,19.3627
lec-1;O45904;P36573,21.251,20.404,20.9117,20.9837,21.296,18.8839,18.6103,20.4951
