geneName;Leading.proteins,log2 daf2_d5_01,log2 daf2_d5_02,log2 daf2_d5_03,log2 daf2_d5_04,log2 daf2_d1_01,log2 daf2_d1_02,log2 daf2_d1_03,log2 daf2_d1_04
lim-9;Q3S1I9,20.6548,18.3746,18.1842,19.5638,18.8384,18.4484,18.2648,17.5428
pgp-2;G5EDF9,20.7985,18.0818,17.7649,18.1729,19.5352,19.2865,16.8267,16.7708
pgp-2;G5EDF9,16.7509,19.2432,19.3601,18.186,19.6254,17.7227,18.0937,19.1357
pgp-2;G5EDF9,20.5993,20.0415,18.5054,19.6412,18.6314,18.2198,17.8122,17.6154
lev-11;A0A0K3AQS9;A0A0K3AQT4;A0A0K3ARB5;A0A0K3AUC2;A0A0K3AWP0;K8FDX2;Q22866;Q27249,19.186,17.8454,17.7487,18.7668,17.603,18.7267,19.615,20.1055
lev-11;A0A0K3AQS9;A0A0K3AWP0;K8FDX2;Q22866,18.1117,19.4842,18.0639,21.5604,17.0079,17.0877,17.5294,18.4891
lev-11;A0A0K3AQS9;A0A0K3AQT4;A0A0K3ARB5;A0A0K3AUC2;A0A0K3AWP0;Q22866,17.5341,20.0035,17.4432,17.5559,19.5435,18.3263,15.8761,18.4172
lev-11;A0A0K3AQS9;A0A0K3AQT4;A0A0K3AUC2;A0A0K3AWP0;K8FDX2;Q22866,16.8838,16.3927,18.4173,20.3876,14.8631,19.229,19.6763,19.8968
lev-11;A0A0K3AQS9;A0A0K3AQT4;A0A0K3ARB5;A0A0K3AUC2;A0A0K3AWP0;Q22866,20.257,16.6118,17.3617,19.52,19.8502,19.0791,15.407,19.3083
lev-11;A0A0K3AQS9;A0A0K3AQT4;A0A0K3ARB5;A0A0K3AUC2;Q22866;Q27249,23.3109,25.2438,23.1944,26.5361,24.8825,26.8821,24.532,25.1322
lev-11;A0A0K3AQS9;A0A0K3AQT4;A0A0K3ARB5;A0A0K3AUC2;Q22866;Q27249,25.2015,26.0473,26.1266,24.4081,23.0096,24.039,23.7708,23.1221
lev-11;A0A0K3AQT4;A0A0K3AUC2;A0A0K3AWP0;K8FDX2;Q22866,20.446,17.5303,19.9837,18.2597,16.5639,18.1063,20.4177,16.4886
lev-11;A0A0K3AQT4;A0A0K3AUC2;A0A0K3AWP0;K8FDX2;Q22866,17.9544,20.3465,16.8071,19.5737,19.0277,16.4604,19.6502,20.205
lev-11;A0A0K3AQT4;A0A0K3AUC2;A0A0K3AWP0;K8FDX2;Q22866,22.6691,22.8951,25.3383,23.8506,24.0873,26.5782,24.8889,25.4078
;A0A0K3AUF2,17.039,19.5895,18.5096,20.9444,18.1795,16.7184,16.7635,17.5669
lev-11;A0A0K3ARB5;Q27249,20.9408,18.3172,20.52,16.9115,18.875,19.2089,18.8931,21.167
lev-11;A0A0K3ARB5;Q27249,18.8849,18.4124,17.5616,19.8779,16.8625,16.3362,20.4867,17.3409
lev-11;A0A0K3ARB5;Q27249,18.536,18.0205,21.1036,20.2126,21.7176,17.9259,19.594,17.9442
egl-8;A0A0K3AS90,19.881,17.3405,19.4837,18.6014,19.9853,19.1169,16.5842,19.7021
ubxn-3;A0A0K3AWX1,19.2196,18.3801,18.4417,21.354,18.2363,16.0893,18.828,18.8605
ubxn-3;A0A0K3AWX1,18.8563,19.7672,17.2134,20.5817,16.5286,16.7494,20.1453,17.2836
;A0A0K3AVS5,17.4075,19.0627,16.5892,19.7017,19.7771,15.4372,16.464,14.9265
fln-2;A0A0K3AW96,17.0466,18.3825,17.123,17.3559,20.2924,19.9187,19.4777,18.0573
fln-2;A0A0K3AW96,19.7025,18.7605,18.238,16.5241,17.9081,17.6823,19.0514,19.7005
fln-2;A0A0K3AW96,16.9213,17.1014,16.9828,17.8156,24.7155,24.497,24.1469,24.3428
fln-2;A0A0K3AW96,20.5155,18.3212,18.2259,17.1078,18.9353,20.0953,19.3601,19.4865
oac-14;A0A0K3AWB0,21.2405,17.61,19.591,17.5333,19.7813,20.4972,18.563,17.0901
oac-14;A0A0K3AWB0,19.3238,18.6485,16.7509,18.2313,24.101,23.3889,22.388,23.7281
;A0A0K3AWM6,24.3182,23.8309,23.624,23.8596,23.678,22.2101,23.4154,23.2864
lsy-13;A0A0K3AXE0,19.1827,20.9926,18.2206,18.4044,16.7014,15.822,17.09,19.8284
;A0A0K3AXT9,20.0365,18.1778,17.9622,18.7099,18.2074,18.5787,18.5314,16.7152
;A0A0K3AXT9,16.5713,18.6699,15.6548,21.9286,18.4025,16.9469,18.6828,19.5663
;A0A0K3AXT9,21.7815,18.3722,17.4835,17.7571,20.0542,20.9535,20.8621,19.8291
;A0A0K3AXT9,21.474,21.7121,20.9384,22.1027,23.535,22.6793,21.5477,22.4001
;A0A0K3AY44;O44557,20.6445,18.7418,18.2268,18.4764,19.1045,16.4947,17.6107,18.1739
;A0A0K3AY44;O44557,18.0391,19.2965,20.0072,19.8983,19.1986,21.4812,20.9665,18.1993
oig-6;A0A0K3AY85;Q9BPN5,22.5305,22.4355,21.8409,22.5664,25.9454,24.3814,26.0678,24.6328
oig-6;A0A0K3AY85;Q9BPN5,17.9369,19.0789,18.4545,20.3351,14.3948,18.3315,17.3173,20.3628
;A0A0K3AYE8,27.0043,25.7892,23.7527,24.7778,18.3668,17.5142,20.8139,20.5446
;A0A0M7RFG7,18.279,17.1109,18.839,19.5352,17.2354,17.7319,21.8939,15.7625
;A0A0S4XRR1,18.383,18.8496,19.1691,20.1564,18.2786,19.8257,18.9918,19.0622
;A0A0T7CIX3,19.0703,17.7684,18.0017,21.3331,17.6419,15.7369,19.1335,17.8152
;A0A0T7CIX3,19.8083,18.61,17.6294,18.241,17.928,15.8865,18.2257,19.0344
;A0A0T7CIX3,16.6254,17.3712,18.3318,18.0732,22.3153,23.6387,25.56,21.9732
rpl-11.1;A0A131MBQ6;Q94300,23.085,23.843,23.8493,23.9922,18.819,18.9241,19.1981,16.4408
mdt-18;A0A131MCJ5,16.8112,19.2175,17.8232,20.7702,19.0749,17.2805,17.6864,17.6319
rnf-5;A0A131MD51,15.6383,17.2765,20.4582,20.3217,17.2094,21.3529,18.6864,19.1835
fipp-1;O16293,20.4965,17.461,18.4456,20.8863,20.4288,16.8812,15.7731,17.6074
;O02147,17.6753,20.5418,20.7526,20.047,16.6471,16.5986,17.5232,15.7265
spat-2;F3Y5Q3,25.0103,25.9812,23.979,25.2222,23.5195,24.0505,23.9401,24.3921
;Q9N350,18.6843,18.4944,16.3741,18.5412,17.9925,18.1336,17.8698,16.0204
;Q9N350,26.0506,24.1159,23.8858,23.7103,18.223,16.7634,18.7061,18.8272
;A0A1N7SYR3,15.4637,19.776,19.0483,18.9576,19.9284,16.0746,17.4457,21.3675
;A1IMB7,23.842,21.8753,21.3635,25.2033,17.6137,16.2196,17.9873,18.0177
;A3QMB7,18.4943,17.9493,18.4404,20.374,18.2404,19.1517,18.5459,17.1143
;J7SF86,19.07,17.8528,15.9237,18.4128,18.5131,15.9295,16.7924,18.8893
;U4PRJ1;Q95ZL3,17.4956,19.1253,20.5276,18.5927,17.6739,20.5709,18.6834,17.1073
dhs-3;A5JYX4,19.0347,18.3722,17.9498,17.9467,15.8591,18.2536,18.2596,17.0309
dhs-3;A5JYX4,25.1179,24.7363,28.4675,25.764,17.6546,18.8981,15.447,18.3201
dhs-3;A5JYX4,20.4409,17.8599,18.6158,16.5709,18.6665,18.1172,18.8853,17.6799
dhs-3;A5JYX4,17.7355,20.8947,18.7167,19.7196,19.0056,15.6309,19.8691,17.671
dhs-3;A5JYX4,16.8127,17.8255,18.3202,17.4077,16.4654,17.3029,19.1918,17.068
;A5PEY0,24.0885,22.7041,24.1687,24.9735,17.3816,17.7264,17.8202,16.5209
;I2HA81,24.822,25.496,25.6175,24.0186,24.0944,26.341,25.3171,25.1258
;A5Z2W7,24.2428,23.907,24.9455,23.5612,18.647,20.0237,17.5179,17.5502
;A5Z2W7,20.2105,14.3474,17.9709,18.8384,17.4493,16.6851,19.2948,20.4206
;A6PVA5,20.8349,17.6821,17.1269,18.2947,19.5992,17.1533,20.0019,17.3718
;Q20621,19.1263,16.5937,17.5827,18.7088,16.7016,18.5542,17.5189,17.9472
tag-296;A7DT41,20.0296,15.0793,18.7321,18.674,16.0578,19.7925,18.7766,19.1982
tag-296;A7DT41,21.1173,18.8486,15.9781,18.392,19.3238,17.7215,19.1374,17.0103
tag-296;A7DT41,16.7221,18.8498,21.0873,18.8114,21.955,21.9151,22.3214,22.7479
tag-296;A7DT41,21.6784,21.8198,22.3841,20.8957,17.7618,18.0225,19.0974,18.7176
tag-296;A7DT41,19.8239,17.6665,18.8585,17.2972,17.0682,18.5915,19.2448,17.8919
tag-296;A7DT41,17.9234,19.2442,19.9297,18.7569,21.7963,23.2136,24.5772,21.9635
mrg-1;Q9XWW2,19.2714,18.2567,17.4975,16.6185,17.3944,16.3736,16.7751,17.9778
mrg-1;Q9XWW2,19.697,17.1417,17.8927,18.2445,19.3277,15.9895,18.3958,19.0922
igcm-3;A7LPD6,19.0002,19.8925,15.6092,20.0064,15.9451,19.6048,19.3003,18.7618
igcm-3;A7LPD6,17.4404,20.4334,14.4332,15.3696,23.7459,23.6288,24.0346,22.4553
gpdh-2;A7LPE6,19.3542,18.0642,17.03,17.5164,18.0096,18.2239,17.8341,18.1462
;Q5FC71,19.7067,17.1465,17.943,18.0799,19.1099,19.8583,21.344,18.6697
;Q5FC71,18.7688,16.6564,18.0709,16.9071,18.3516,17.533,18.6161,17.6739
;Q5FC71,23.9384,25.3617,23.8403,24.2831,15.6631,18.0475,17.4507,18.2885
;Q5FC71,27.855,28.1488,28.5958,28.1301,17.8397,18.9099,16.8287,18.0884
;Q5FC71,29.4493,30.9056,30.3057,30.0428,27.0045,28.323,25.8017,27.5357
;Q5FC71,20.2914,17.1102,18.526,17.7471,16.2716,17.2125,17.2737,16.6483
;A8WFH7,23.9877,22.8495,23.6823,22.8308,22.5643,24.0001,21.6725,22.8817
;A8WFH7,22.9005,24.0089,23.7107,23.8066,19.6347,17.606,15.6609,17.1459
;A8WFH7,18.9813,19.3075,18.9286,18.4037,17.1084,18.2615,19.0927,17.0435
;H2KYH9,18.6498,17.7428,16.4725,15.2186,15.9268,18.8791,19.0479,18.6844
mdt-28;A8WHP8;Q65ZB1,26.0294,24.7471,24.907,23.8113,18.0862,20.7003,16.6657,18.8695
mdt-28;A8WHP8;Q65ZB1,15.5163,17.5576,17.6535,19.4812,17.2651,17.8724,19.9237,16.5159
mdt-28;A8WHP8;Q65ZB1,20.2686,18.3918,14.7708,19.9943,16.4139,14.4741,17.503,17.3345
mdt-28;A8WHP8;Q65ZB1,20.6282,18.4059,16.4887,17.2777,17.5167,16.6113,17.5731,17.7571
mdt-28;A8WHP8;Q65ZB1,21.0153,18.0229,18.6256,20.412,20.4217,17.8456,19.3533,15.5039
mdt-28;A8WHP8;Q65ZB1,16.5976,17.2555,19.7883,16.6368,19.6349,16.4658,19.1677,17.4659
mdt-28;A8WHP8;Q65ZB1,25.0651,26.5482,23.9107,25.0196,23.4111,24.0388,23.8164,23.4749
mdt-28;A8WHP8;Q65ZB1,24.8824,23.3085,21.8038,23.8712,20.7419,22.2576,23.8703,21.1095
mdt-28;A8WHP8;Q65ZB1,20.0211,16.5059,19.6575,18.4134,16.7429,18.0243,17.0813,19.0057
mdt-28;A8WHP8;Q65ZB1,19.5366,18.9367,16.8134,18.2423,17.7038,18.3006,19.4744,16.9199
;A9UJN7;Q7YXB8;Q18494,18.9089,16.6535,17.3624,19.9964,18.9899,17.6018,18.5144,16.8416
;A9UJN7;Q7YXB8;Q18494,20.1647,18.6402,17.7242,18.8989,17.7153,19.6786,19.7675,18.5137
;A9UJP1,17.9283,21.3924,18.0323,19.5474,18.6,18.5502,19.3091,19.1397
;A9UJP1;Q95ZR6;Q9XVL1,17.4413,20.1311,16.9306,17.3385,19.1098,16.4962,18.655,16.5827
;A9UJP1;Q95ZR6,19.8127,17.8057,19.3341,20.2748,14.5825,16.8062,20.0231,17.7743
;A9UJP1;Q95ZR6;Q9XVL1,17.9886,17.778,18.324,17.9868,22.6034,22.3056,20.3255,23.733
;A9Z1K9,18.1301,20.0545,18.6864,19.4421,18.3866,19.1054,17.9877,16.3741
hsp-43;B0M0L8;H2KYS1,18.0832,16.4154,17.3837,19.1975,17.857,18.7975,19.9887,20.9355
hsp-43;B0M0L8;H2KYS1,24.6997,22.9772,24.0043,23.8997,22.7903,24.7255,23.5835,23.3055
hsp-43;B0M0L8;H2KYS1,19.7149,17.9595,18.0715,18.7319,19.0626,19.5735,18.7121,19.4029
hsp-43;B0M0L8;H2KYS1,17.4149,18.5739,18.5097,19.7088,16.3137,17.1336,17.7465,17.0591
;B0M0N4,18.4716,16.5904,17.2929,21.5418,16.9701,19.1055,18.118,18.2541
;B0M0N4,23.3067,22.962,20.647,23.3457,23.2087,23.6756,25.4263,24.2614
;B0M0N4,19.4698,19.3389,19.1964,20.0044,16.6639,18.6498,17.8201,19.4437
aat-6;B2D6M4,25.2964,24.643,23.4756,23.7722,23.673,25.2946,26.4505,24.4428
aat-6;B2D6M4,20.0384,18.987,18.634,18.2785,16.5856,17.4055,20.2348,19.3342
rmd-2;B2D6P1,18.8033,18.9855,17.1526,18.3365,17.5904,20.1226,17.9621,17.7316
rmd-2;B2D6P1,16.4583,17.7869,16.6166,19.8956,18.9014,17.8063,20.1686,18.9247
urm-1;B3CKG1,22.1512,22.4292,23.1817,22.2618,19.2642,16.4014,19.5197,20.0294
;B3WFT8,23.7907,23.3437,22.6138,24.1685,18.0307,16.8844,17.1375,16.373
;E1B6S9,20.0604,18.5421,18.2087,17.9884,18.6026,16.8641,20.0172,19.0598
abts-1;G5EC65,17.6085,21.5815,18.2598,20.1804,18.1164,16.0998,18.1509,19.4079
;B3WFW7,16.9503,18.0369,19.4504,19.9794,21.3602,17.5718,18.9167,18.854
;B3WFY5,16.5449,18.2842,18.7127,20.5999,16.4401,19.6351,17.1878,16.9072
;B3WFY5,18.7586,19.4052,18.8725,19.8658,18.1912,17.2033,17.195,18.0567
;B3WFY5,19.9826,18.4677,18.3284,16.243,17.9842,19.554,16.4702,21.4069
ifg-1;B5BM23,26.1089,25.7739,28.2667,27.87,17.8374,16.927,18.273,18.5831
ret-1;B5U8N2,17.2964,19.4821,17.8265,21.8554,19.4225,17.1692,17.3141,17.4451
ret-1;B5U8N2;Q23187;Q23188;Q7JLB0,19.7921,18.4121,19.3331,21.5999,18.1712,18.5284,18.0341,20.4115
ret-1;B5U8N2;Q23187;Q23188;Q7JLB0,18.0863,16.8069,18.4124,16.8285,18.2079,18.1186,17.2369,19.1808
pgp-5;B6VQ78,19.2295,18.3622,18.3819,18.3734,14.8644,20.2146,18.2068,19.258
pgp-5;B6VQ78,19.0642,20.5474,18.8067,18.1017,20.5131,18.4541,17.9577,20.2613
pgp-5;B6VQ78,16.8218,19.9147,18.4577,19.9625,20.3277,18.1062,19.0267,18.2347
pgp-5;B6VQ78,16.7263,16.0561,19.4134,21.0679,18.1222,17.6773,19.499,18.2741
;D9PTN8,19.72,18.6937,15.0437,19.828,18.1468,15.2071,17.0486,17.6624
T05H10.4;B7WN71,20.1295,18.1714,16.6277,18.0424,17.925,16.6742,18.5905,19.6352
rpl-32;B7WN95;Q22716,18.6603,20.1285,18.2966,20.4123,21.7326,22.8559,27.0028,22.218
;B7WNA1,16.8647,19.0305,16.9214,17.6808,17.7647,18.5871,18.2033,17.8967
ztf-18;B9ZSG9,20.5432,18.5417,16.7774,17.5947,16.1226,19.1411,16.9976,16.6789
uba-1;C1P636,17.3157,18.8478,18.1833,21.483,25.7144,26.3304,25.4538,25.8301
uba-1;C1P636,18.7508,19.4518,18.9647,18.3812,15.9196,19.7251,17.0032,19.9054
uba-1;C1P636,25.1877,25.0023,23.1957,25.4774,25.064,24.3155,24.5389,24.8321
uba-1;C1P636,18.2157,17.5293,18.0968,18.5673,16.7576,21.2111,17.4887,18.5936
uba-1;C1P636,18.1637,16.9372,18.2516,18.6327,17.6087,20.229,17.1308,19.6554
;C6KRI9,20.1961,17.7619,16.2799,16.1577,18.1693,15.0907,16.4394,17.5768
;C6KRJ1,22.8552,24.3563,24.4903,25.2138,24.4326,24.4605,26.4846,24.3524
;C6KRJ1,17.9909,18.3753,18.5884,18.469,19.424,20.1725,20.1467,18.7584
;C6KRL2,18.5573,19.2276,18.4827,18.1175,16.7956,21.8184,19.1989,18.2664
;C6KRL2,18.0508,19.8054,17.1838,19.3248,20.7082,20.0066,18.1155,17.9902
;C6KRL2,21.1684,19.499,17.901,19.3144,18.1465,19.0307,16.6751,18.8534
sao-1;C6KRN1,18.4859,16.9813,17.0374,21.0926,19.3306,15.8292,18.8088,20.5486
sao-1;C6KRN1,16.6547,18.5443,16.0815,17.7385,17.6828,17.5006,16.4275,16.0409
;C7GIK1,22.2257,21.9651,21.0796,22.2299,25.3592,25.4251,28.9871,25.2176
fln-1;D0IMZ5;U4PM01,23.3442,22.874,23.689,23.8896,17.1889,18.2264,18.7215,17.5709
fln-1;D0IMZ5;U4PM01,18.0171,17.2613,18.8579,20.5255,19.2803,16.9583,16.9882,19.263
laf-1;D0PV95,18.456,19.6768,17.2619,17.5595,17.8211,16.5464,17.4694,17.8589
sql-1;D0Z5P0,20.0418,18.9095,19.3082,18.7228,17.411,17.9014,18.6556,19.2248
sql-1;D0Z5P0,21.092,16.867,20.6727,19.494,16.9003,18.0781,19.6056,17.9194
sql-1;D0Z5P0,17.5716,16.7928,19.0841,19.1684,16.6548,16.6767,20.199,18.4508
;Q22832,22.2082,20.8246,22.7351,21.787,17.5687,16.2136,16.8627,19.8625
;Q22832,23.3504,23.7692,24.3282,21.7121,20.3867,20.2048,20.7456,22.3366
;Q22832,24.3427,24.89,26.2767,24.6906,22.8951,23.158,24.4768,22.887
;Q8WQB8,19.0928,19.653,20.7014,19.2429,17.5912,18.6467,20.4481,18.8304
tag-349;D3NQB5,18.6507,19.1449,18.6933,18.5377,19.1845,17.8981,18.4627,16.621
cfp-1;D3YT77,18.895,18.6118,18.0457,18.1619,23.5158,24.3109,24.0186,24.4625
cfp-1;D3YT77,16.7591,19.3226,19.0201,18.46,25.8061,25.2083,24.9314,26.4041
dct-16;D4YWC3;Q9XX57,16.022,19.0653,18.9861,20.6764,16.8579,18.9977,18.1094,21.1243
dct-16;D4YWC3;Q9XX57,24.0681,23.6399,22.6042,25.1474,16.4288,18.1891,18.497,18.7978
dct-16;D4YWC3;Q9XX57,24.2521,21.9631,22.8151,24.209,24.3716,25.1142,25.2045,24.4069
dct-16;D4YWC3;Q9XX57,18.2788,19.6474,18.75,17.5209,17.2904,19.5027,19.6754,18.4348
dct-16;D4YWC3;Q9XX57,26.5906,26.2906,23.7506,27.1432,17.8019,21.0595,16.7837,16.963
dct-16;D4YWC3;Q9XX57,23.4818,24.1974,23.928,24.2857,17.0746,16.2047,18.3316,16.5852
dct-16;D4YWC3;Q9XX57,26.0116,25.8555,24.1559,24.3014,17.9078,18.8007,17.1994,17.885
larp-1;D5MCN2,17.2313,20.6695,18.3591,19.5717,18.4817,18.8316,15.6772,19.5832
sup-26;D5MCQ2,17.9227,19.9393,19.5391,17.3401,18.3212,17.9172,16.3847,18.5122
;O17698,23.0391,22.009,20.2045,23.8427,21.9131,23.5392,22.5392,23.2833
mdt-9;D5SGZ9,17.8236,16.838,17.7001,18.4325,19.1785,17.4938,18.295,18.9011
mdt-9;D5SGZ9,18.5782,19.1054,18.9314,19.7368,16.3839,17.2058,19.7448,17.9061
mdt-9;D5SGZ9,19.2124,18.363,19.9581,18.6648,17.9832,17.359,18.4486,20.0378
nstp-10;C50F4.14;D6R8W5,18.6919,16.7921,18.383,17.8697,16.2043,19.325,18.8588,18.2469
math-38;D6VPA0,18.6233,17.6865,16.5484,19.3795,22.7379,22.7649,23.5545,21.8104
;D7SFI3,19.2424,20.1849,18.4733,19.7762,18.0334,18.1742,16.4381,18.748
gsto-1;D7SFI3;P34345,23.9188,24.2242,21.5644,24.1572,17.7077,19.1202,18.0992,17.8227
;D7SFI3,16.7408,19.3416,20.1922,17.1592,21.5865,20.8103,17.4299,19.4012
;D7SFP5,19.9629,15.9795,19.2029,19.7663,18.7318,19.6653,18.0283,16.7016
;D7SFP5,18.4406,18.876,19.9751,19.434,18.3499,18.5536,18.3749,16.3886
cup-5;D7UU24,18.7199,20.1057,19.7472,17.1511,18.8284,20.5203,20.2781,17.8555
cup-5;D7UU24,20.6186,16.3164,19.3272,19.9648,17.3079,19.172,20.3262,16.5919
myrf-2;Q9U3I3,17.917,17.5194,19.6139,19.1015,17.7135,17.859,19.0451,19.3164
snx-6;D9PTP5,18.9501,17.4877,17.3676,18.2004,18.8612,17.8201,18.1309,16.5825
snx-6;D9PTP5,18.1982,17.1095,17.5436,18.7706,20.2684,17.699,20.4096,18.5692
snx-6;D9PTP5,20.1563,20.0681,17.6404,19.7356,19.5603,18.3735,16.5895,19.2143
;E0AHE1,19.4613,20.0602,20.3536,18.6439,19.6904,19.4901,17.4837,16.7939
ent-7;Q20396,20.207,18.4441,19.9087,18.6184,19.1852,18.9676,17.9874,17.431
;E1B6S4,19.3829,16.8624,17.6904,18.9784,18.79,17.7108,16.7027,19.9953
C27A7.1;E1B6U2,19.5296,21.1591,17.6789,19.306,18.7191,17.4653,18.7946,18.8198
rsd-2;E1B6W0,24.9551,24.1159,23.5002,25.2381,22.3618,24.9835,22.7879,23.3868
hpo-34;E3W743;Q93636;Q93637,19.547,19.9962,20.2106,19.1675,19.7766,18.6456,17.8215,16.8302
hpo-34;E3W743;Q93636,18.0582,19.2922,16.0016,19.4036,17.452,17.753,20.014,18.877
hpo-34;E3W743;Q93636,19.2044,16.8807,20.7064,18.7964,16.9017,18.4499,19.4578,18.3241
hpo-34;E3W743;Q93636,19.3432,17.6381,17.5407,18.7316,16.1404,19.4136,15.8382,20.2118
hpo-34;E3W743;Q93636,19.7452,16.765,17.7615,20.667,20.216,18.1136,18.836,20.9645
hpo-34;E3W743;Q93636,18.9018,19.1844,18.8953,19.7013,16.8635,17.0633,18.9258,18.2023
hpo-34;E3W743;Q93637,17.3879,16.4346,17.9881,19.1527,17.6605,18.4434,17.3271,18.2196
hpo-34;E3W743;Q93637,19.8213,18.8827,17.538,17.9822,19.1205,19.3037,17.3643,17.8703
hpo-34;E3W743;Q93637,20.517,15.8201,17.3967,17.0359,17.4035,19.2976,18.9258,16.5597
hpo-34;E3W743;Q93636,18.1945,19.3613,16.6316,19.4901,17.811,18.8737,18.0861,17.3906
hpo-34;E3W743;Q93636,19.0073,19.0653,19.073,19.9532,18.2107,16.8014,17.9402,16.2531
hpo-34;E3W743;Q93636,19.2338,19.1613,19.0069,19.3654,16.7619,18.1636,18.8676,19.0882
hpo-34;E3W743;Q93636;Q93637,24.9826,25.381,25.0634,25.6682,17.3845,18.7381,19.742,16.8438
hpo-34;E3W743;Q93636,18.7811,20.5743,16.772,17.5605,16.1093,16.8926,17.9966,17.0052
;E3W759,18.844,19.4638,17.8415,16.8116,18.4991,16.1048,18.2855,16.7717
dnj-14;Q21162,17.7303,18.5051,18.7712,15.91,18.359,19.9653,18.6789,18.5958
dnj-14;Q21162,19.632,18.302,16.8884,19.3154,18.4185,21.5596,20.1891,20.575
dnj-14;Q21162,23.2891,23.9078,21.9115,22.8533,22.0138,22.84,22.497,21.7357
dnj-14;Q21162,22.0779,22.4879,22.419,23.7866,18.4382,18.3235,16.863,19.6889
mca-1;F5GU98,19.2045,18.361,17.1598,17.9293,18.5784,19.4521,19.9061,19.4451
mca-1;F5GU98,20.2586,21.1184,18.8919,19.4559,18.5796,18.3756,18.0061,17.7713
mca-1;F5GU98,24.2671,25.8131,22.7794,24.4152,23.7159,22.7109,25.3643,24.1949
mca-1;F5GU98,19.6186,19.7369,17.9234,20.1187,20.0394,19.3792,18.7638,18.2218
mca-1;F5GU98,19.8305,17.5601,17.6381,19.0328,15.9018,19.2946,19.1418,17.5319
;F5GUH0,23.2868,22.652,20.3721,24.2007,23.0027,22.3128,23.279,22.3053
;F5GUH0,19.0757,17.1763,17.5026,19.1344,19.0854,18.5705,18.8809,18.8093
;F5GUH0,23.9683,22.2842,22.7994,23.0311,18.0343,15.6677,19.2851,19.5863
lea-1;F5GUH5;H2FLK8;H2FLK9,16.1282,19.0328,18.3836,17.9764,19.3211,18.6283,17.7929,17.7645
lea-1;F5GUH5,22.7953,21.1132,21.2569,23.2775,24.3025,24.7055,23.9551,25.6974
lea-1;F5GUH5;H2FLK8;H2FLK9,21.2695,18.3834,17.4933,19.8233,18.6445,16.2897,16.7828,18.1681
lea-1;F5GUH5,18.0157,16.3623,15.3168,18.8944,19.6396,18.3529,19.7333,15.466
lea-1;F5GUH5,23.3963,23.632,24.8505,24.2734,23.8217,25.7395,23.8625,22.5737
lea-1;F5GUH5,19.3429,19.1755,20.7787,18.059,15.5349,16.9526,17.845,20.0357
lea-1;F5GUH5;H2FLK8,20.0131,19.4438,17.116,16.232,17.0325,16.7836,16.8474,17.6723
lea-1;F5GUH5;H2FLK8,20.7027,15.6207,19.2839,18.6435,15.5414,21.0327,19.098,15.3359
lea-1;F5GUH5,28.2664,26.0812,23.9666,26.3468,17.5096,17.3465,18.3804,20.5667
lea-1;F5GUH5;H2FLK8;H2FLK9,19.5464,16.61,18.3565,20.6507,17.5646,19.2346,18.5736,20.376
lea-1;F5GUH5;H2FLK8,24.53,24.7951,26.9555,25.8081,18.3403,18.8694,20.1627,19.1008
lea-1;F5GUH5;H2FLK8,21.8704,20.0192,17.3414,17.6734,17.6824,20.5169,17.7661,18.259
