geneName;Leading.proteins,log2 eat2_d15_01,log2 eat2_d15_02,log2 eat2_d15_03,log2 eat2_d15_04,log2 eat2_d1_01,log2 eat2_d1_02,log2 eat2_d1_03,log2 eat2_d1_04
oig-6;A0A0K3AY85;Q9BPN5,24.5809,26.7236,25.768,26.3321,24.7656,24.4963,24.7206,24.5222
oig-6;A0A0K3AY85;Q9BPN5,19.8134,20.591,20.7853,20.8305,21.0927,21.2122,21.3657,20.2574
;A0A0K3AYE8,19.5271,20.8876,21.2137,21.3042,21.5262,22.4827,22.4416,24.4971
;A0A0M7RFG7,22.0768,20.8755,21.3311,21.0708,20.6771,20.6611,20.3198,20.9856
;A0A0S4XRR1,21.2132,21.1193,21.1607,21.0533,21.0429,20.6115,19.8162,21.3312
;A0A0T7CIX3,21.9368,18.5195,18.4005,21.0016,19.7109,21.4567,21.3905,20.6123
;A0A0T7CIX3,19.9278,21.4489,20.543,21.0004,20.1268,21.1031,21.6238,20.4548
;A0A0T7CIX3,21.146,20.5567,20.5375,20.7377,21.5981,23.4093,23.2447,21.5807
rpl-11.1;A0A131MBQ6;Q94300,21.7223,18.9888,20.0508,21.2503,22.5722,24.5823,25.1195,24.4063
mdt-18;A0A131MCJ5,20.2832,19.4886,19.8333,20.2595,20.3938,20.5954,20.445,20.7507
rnf-5;A0A131MD51,21.5559,21.5134,21.337,20.255,21.9222,22.6273,23.9803,23.7033
fipp-1;O16293,21.9782,18.3985,20.9695,21.0961,20.6063,19.3543,20.9579,20.2706
;O02147,21.4841,21.3722,20.0657,21.2176,22.3016,24.7085,25.9691,23.2469
spat-2;F3Y5Q3,23.8072,23.2767,21.9531,23.8411,20.7274,21.2712,21.8845,21.3061
;Q9N350,21.9322,24.0387,25.3652,24.8307,19.6511,20.5802,21.1492,20.5286
;Q9N350,24.381,27.1767,26.3585,26.0858,20.1667,20.9368,21.2222,20.33
;A0A1N7SYR3,21.6527,18.7842,20.7236,20.6829,19.2409,21.6692,20.9466,20.7021
;A1IMB7,20.1651,21.4032,20.405,20.527,21.5437,22.0336,22.2475,23.2573
;A3QMB7,20.7373,20.1265,19.4449,20.363,19.7862,20.3313,21.4998,21.0685
;J7SF86,21.6992,19.8334,20.528,19.015,20.2106,20.7925,21.2625,21.3095
;U4PRJ1;Q95ZL3,20.3424,21.1414,21.6776,21.4089,20.1385,21.0131,18.542,21.257
dhs-3;A5JYX4,25.0451,23.9429,23.8379,23.3846,23.1305,23.9312,23.8744,22.6587
dhs-3;A5JYX4,25.7235,27.2136,26.6909,26.9276,22.0736,23.9466,24.1974,23.8034
dhs-3;A5JYX4,21.1575,20.7076,21.5962,20.9997,19.8675,20.7706,20.9515,20.5536
dhs-3;A5JYX4,22.7036,24.2487,23.7622,25.1969,22.1988,22.4953,21.5202,22.1974
dhs-3;A5JYX4,22.7036,23.7003,24.2314,22.5855,22.1074,22.4953,21.5202,23.1808
;A5PEY0,23.403,24.0328,25.7259,23.9859,20.9131,21.3883,20.6974,20.9538
;I2HA81,21.0581,20.2849,19.3281,20.9725,22.8822,27.0794,27.0144,26.7743
;A5Z2W7,21.1554,22.6265,22.7661,22.033,20.7838,21.5025,21.4989,21.2999
;A5Z2W7,24.0147,24.2679,25.58,22.7831,19.3226,20.2489,21.1835,20.6749
;A6PVA5,21.8409,23.5633,24.0965,23.1731,23.262,23.2864,21.0682,22.9927
;Q20621,23.8934,23.9373,24.0824,24.923,23.2634,22.6777,22.0148,21.3952
tag-296;A7DT41,20.992,20.3824,19.657,21.681,18.8158,21.5728,21.7393,21.1376
tag-296;A7DT41,21.2066,20.6973,21.3437,21.2599,20.3176,21.194,20.477,20.8339
tag-296;A7DT41,20.9432,18.7387,21.3275,21.4523,23.8283,24.7014,25.0748,23.9268
tag-296;A7DT41,20.8964,19.8609,20.8022,19.31,20.5484,21.5432,21.2107,20.8539
tag-296;A7DT41,20.6043,20.8339,20.6146,21.1435,24.615,23.7201,24.2872,23.7657
tag-296;A7DT41,20.8753,18.8561,21.3432,21.0917,24.0827,23.2516,23.8585,22.1429
mrg-1;Q9XWW2,20.8231,21.5212,20.6574,21.6754,20.7063,21.5031,21.8584,20.2812
mrg-1;Q9XWW2,21.3114,18.261,20.5507,20.9375,19.1112,21.2878,21.6913,21.2726
igcm-3;A7LPD6,25.3577,24.5915,22.9995,24.3284,20.7658,20.7158,20.6376,20.3455
igcm-3;A7LPD6,25.6671,23.456,21.6948,23.5304,20.8353,20.6443,20.6382,21.3902
gpdh-2;A7LPE6,23.2776,26.6366,26.8808,25.5553,20.5485,21.0322,21.4446,20.9136
;Q5FC71,21.18,20.5198,20.3911,21.6162,20.8513,21.8524,21.4673,19.8916
;Q5FC71,20.7639,20.5807,21.0098,19.4139,20.0685,21.6842,20.4942,19.9995
;Q5FC71,21.8289,21.485,21.1998,21.5596,26.5943,28.3036,28.7584,26.3827
;Q5FC71,29.9646,29.1614,28.4394,27.7251,24.122,24.0926,24.8296,27.9515
;Q5FC71,31.1305,32.3033,32.1706,23.7038,29.3594,31.1211,30.7817,29.4716
;Q5FC71,22.0454,21.1911,20.4814,21.1949,21.0924,21.1527,21.2322,20.7167
;A8WFH7,23.8858,24.9999,24.9737,23.5204,23.4759,23.0125,22.4648,22.8125
;A8WFH7,20.907,20.2394,20.6324,21.4894,20.7436,20.9297,21.8716,21.0238
;A8WFH7,21.2492,24.6939,25.122,25.553,20.3805,22.665,24.4235,21.918
;H2KYH9,21.2969,20.7897,20.8244,19.1231,20.1333,20.809,20.2668,20.3764
mdt-28;A8WHP8;Q65ZB1,23.1619,22.8317,22.1447,22.7106,23.8438,22.9258,22.5875,22.9949
mdt-28;A8WHP8;Q65ZB1,21.4583,20.6505,21.4453,21.1883,20.588,21.3695,21.0452,21.043
mdt-28;A8WHP8;Q65ZB1,23.1303,22.6735,23.4692,21.9141,19.6432,21.2902,21.5098,20.3485
mdt-28;A8WHP8;Q65ZB1,21.4823,19.5476,21.7658,21.1653,20.2697,21.5125,21.7887,21.1808
mdt-28;A8WHP8;Q65ZB1,21.9637,22.0137,22.2861,22.9176,20.8158,21.1233,21.6061,21.1029
mdt-28;A8WHP8;Q65ZB1,21.7561,20.04,21.5093,19.5039,20.7415,20.7206,21.8826,21.3949
mdt-28;A8WHP8;Q65ZB1,26.4881,21.3335,23.9101,25.2886,21.4412,22.6873,22.6751,20.7767
mdt-28;A8WHP8;Q65ZB1,21.0801,20.5858,21.0352,20.3379,21.4907,21.462,20.2302,20.822
mdt-28;A8WHP8;Q65ZB1,22.5417,21.4511,22.0691,21.6776,23.114,23.335,21.5291,23.5152
mdt-28;A8WHP8;Q65ZB1,24.6815,23.962,26.0082,23.7266,20.9978,21.1914,21.0732,20.3696
;A9UJN7;Q7YXB8;Q18494,23.215,23.0289,23.0514,22.1979,20.3034,21.7889,20.2967,20.51
;A9UJN7;Q7YXB8;Q18494,20.7697,21.3594,21.3015,19.535,20.2461,21.3017,21.539,21.0835
;A9UJP1,21.5906,21.499,20.7047,21.494,19.0972,21.5018,21.4749,20.4262
;A9UJP1;Q95ZR6;Q9XVL1,20.2506,21.0321,20.7145,21.4523,20.7754,21.2796,21.4993,21.2506
;A9UJP1;Q95ZR6,21.5028,21.5451,19.4138,19.8022,22.3508,24.0385,24.6726,22.9248
;A9UJP1;Q95ZR6;Q9XVL1,21.5209,19.799,21.7202,20.2947,23.7969,24.428,24.7722,23.5462
;A9Z1K9,22.0807,20.7789,20.4122,20.0691,20.1415,21.4402,21.3336,21.2091
hsp-43;B0M0L8;H2KYS1,22.2482,23.2929,23.418,22.296,22.2206,23.0069,22.2746,22.6231
hsp-43;B0M0L8;H2KYS1,25.0547,24.0391,23.9533,24.3759,24.9529,25.1135,25.0916,24.3269
hsp-43;B0M0L8;H2KYS1,21.3568,20.6489,21.7948,21.1252,20.304,21.0669,20.6657,18.9223
hsp-43;B0M0L8;H2KYS1,21.1448,18.6417,19.8242,20.6551,22.9874,23.8159,23.6436,23.136
;B0M0N4,21.0359,20.9745,19.6175,20.3549,18.7555,21.9056,20.2279,20.4692
;B0M0N4,20.7542,20.0336,20.038,18.9517,24.3454,23.7015,23.1392,21.4984
;B0M0N4,21.7548,20.1904,21.3833,20.5938,20.7754,21.5527,21.8158,19.9556
aat-6;B2D6M4,27.6548,27.3311,27.584,27.434,24.9244,27.366,27.1777,25.6319
aat-6;B2D6M4,20.8768,20.2682,20.2449,20.1922,24.984,24.3233,25.3258,24.4813
rmd-2;B2D6P1,24.4981,23.0686,23.1787,23.9531,20.5095,21.199,20.8649,20.7348
rmd-2;B2D6P1,24.4506,20.9849,22.1507,22.6162,20.0498,21.5581,20.7946,20.5847
urm-1;B3CKG1,27.2999,25.661,25.3296,26.1432,19.3419,21.7821,20.0069,20.6851
;B3WFT8,22.0012,22.6959,22.1929,22.1263,24.8013,23.49,23.5209,23.1971
;E1B6S9,24.249,23.6046,24.2913,24.2745,20.5692,21.8788,20.6257,19.418
abts-1;G5EC65,22.0556,21.381,21.2617,21.2197,20.4316,20.9295,20.2328,21.3291
;B3WFW7,21.101,20.6637,21.735,20.5653,21.7908,21.7776,21.8369,19.7096
;B3WFY5,20.4862,20.2767,21.8412,21.2993,20.2881,21.8965,21.6186,20.5289
;B3WFY5,24.8655,21.8924,26.0785,25.781,21.9412,22.5069,22.4384,23.249
;B3WFY5,21.9788,21.8769,23.0364,22.7919,23.5732,23.558,23.4256,22.1002
ifg-1;B5BM23,21.4004,18.4321,21.0326,20.8444,19.7499,21.7201,21.2273,19.1894
ret-1;B5U8N2,25.606,24.3541,24.7975,23.9565,20.3902,21.6241,21.5243,21.2768
ret-1;B5U8N2;Q23187;Q23188;Q7JLB0,21.8163,18.9145,21.0268,20.94,20.2006,21.8813,21.6502,21.3221
ret-1;B5U8N2;Q23187;Q23188;Q7JLB0,22.7242,23.1932,23.5548,25.4057,20.9247,22.208,23.6637,22.5598
pgp-5;B6VQ78,25.0628,26.0294,25.7148,26.3512,20.7402,21.5127,21.0615,19.8414
pgp-5;B6VQ78,22.895,26.3524,26.1879,24.1823,20.565,21.215,19.9568,20.3054
pgp-5;B6VQ78,21.0986,21.2985,21.5946,21.1327,20.8063,21.7547,21.7957,19.9784
pgp-5;B6VQ78,19.8899,18.6924,20.4361,21.3514,20.1589,18.8541,20.92,20.1963
;D9PTN8,20.9566,18.7733,20.8016,21.1581,20.4975,21.8731,21.6907,20.9261
T05H10.4;B7WN71,23.1489,25.845,24.9966,23.8267,20.5753,21.8538,21.7585,20.5651
rpl-32;B7WN95;Q22716,22.8597,21.9995,21.2783,20.3977,22.1949,23.4438,24.3243,23.0751
;B7WNA1,23.4342,26.3625,27.8663,27.7608,25.9612,24.5155,26.1278,23.7499
ztf-18;B9ZSG9,21.9632,20.988,21.3919,20.4921,19.8703,21.3079,21.6396,20.3982
uba-1;C1P636,27.3936,22.2508,24.0562,23.2087,24.3829,27.3911,27.7469,24.7838
uba-1;C1P636,21.5017,20.6155,20.9376,20.8148,20.0767,20.7002,20.7928,20.7136
uba-1;C1P636,27.3016,27.091,26.9855,27.1379,26.7961,29.2473,28.5872,27.7194
uba-1;C1P636,20.7915,18.6303,21.4809,21.2311,20.095,21.0316,20.7677,21.2815
uba-1;C1P636,21.5846,20.2994,20.0581,19.0028,21.381,24.6498,24.5692,23.2222
;C6KRI9,21.9266,19.3904,20.3025,21.3167,23.4178,22.6652,22.4566,21.8489
;C6KRJ1,25.9445,23.7488,23.1183,23.9353,20.6147,24.5905,24.5901,23.698
;C6KRJ1,20.6562,21.2023,20.4001,21.4084,20.6628,21.0369,20.9473,20.4694
;C6KRL2,22.8889,21.835,24.3561,22.8322,20.8262,20.981,21.7895,20.1363
;C6KRL2,25.5941,21.7457,22.4191,22.735,22.9168,23.8624,23.4076,23.9452
;C6KRL2,21.2868,21.1702,20.1776,21.2708,20.2009,21.6174,21.8525,20.0957
sao-1;C6KRN1,21.2725,20.4811,20.8668,19.7007,23.1583,24.5248,25.9561,23.2362
sao-1;C6KRN1,22.4722,21.5802,20.6416,21.6901,22.1506,23.3214,24.4259,21.7815
;C7GIK1,23.2566,25.7555,25.0678,24.4368,23.3502,23.4996,22.6015,23.7689
fln-1;D0IMZ5;U4PM01,20.9664,21.1219,21.2973,20.5326,20.9014,21.698,19.3266,20.3338
fln-1;D0IMZ5;U4PM01,21.7955,19.2461,21.4775,21.4753,19.5755,21.3665,21.3168,19.8443
laf-1;D0PV95,22.0229,19.7411,21.0967,21.6996,19.336,21.5063,21.0711,20.7198
sql-1;D0Z5P0,21.4557,20.0335,20.3962,20.3614,20.5128,21.7192,21.6914,19.8671
sql-1;D0Z5P0,20.359,19.1344,21.2743,20.7016,20.1461,21.3154,21.7611,20.5787
sql-1;D0Z5P0,20.301,21.1824,21.586,21.3731,20.8005,23.2358,22.5839,23.7822
;Q22832,21.7678,20.4897,21.5053,21.0149,23.0661,24.3663,23.8804,23.8569
;Q22832,21.2276,21.5547,20.6354,20.5055,20.4505,20.5782,21.5406,21.0552
;Q22832,25.435,25.4003,25.6343,25.4797,22.5459,25.5605,25.091,24.0634
;Q8WQB8,22.0855,20.489,19.631,21.2149,20.2351,19.5339,19.8739,19.2225
tag-349;D3NQB5,20.7621,21.519,19.6622,20.0074,19.1156,21.4079,20.5093,21.0382
cfp-1;D3YT77,19.7032,20.6854,20.0644,20.4718,26.9154,24.1033,23.6747,25.4848
cfp-1;D3YT77,19.9694,20.6495,20.7197,20.3783,20.6808,21.1046,21.0922,20.269
dct-16;D4YWC3;Q9XX57,23.604,24.0338,23.7666,24.081,20.5166,21.2539,21.2144,20.885
dct-16;D4YWC3;Q9XX57,24.4575,22.9531,21.5042,23.3842,22.4424,22.9434,21.4398,21.4046
dct-16;D4YWC3;Q9XX57,29.6367,25.1263,25.927,26.0358,22.8801,23.3068,27.7911,25.1851
dct-16;D4YWC3;Q9XX57,26.3752,24.0211,24.3202,23.3132,23.5754,24.7777,25.0008,23.6026
dct-16;D4YWC3;Q9XX57,28.3872,26.1729,26.5648,25.0929,26.1208,25.6806,26.0864,27.6045
dct-16;D4YWC3;Q9XX57,26.3976,23.2654,24.2041,23.7284,21.8896,23.0164,23.8282,21.933
dct-16;D4YWC3;Q9XX57,22.0872,20.3755,21.199,21.0296,24.1722,24.9597,24.2955,24.4554
larp-1;D5MCN2,20.7793,19.1281,18.2763,20.6026,20.0091,21.4229,21.753,21.1571
sup-26;D5MCQ2,23.4853,24.8378,25.0097,24.0681,21.6908,21.6015,22.5819,20.5493
;O17698,22.1082,23.4655,25.0932,23.4196,23.0986,24.4448,22.2894,22.8749
mdt-9;D5SGZ9,25.0401,23.4298,22.9621,21.7778,21.7439,23.2456,22.6293,24.1669
mdt-9;D5SGZ9,21.6599,21.139,21.8208,20.6356,20.4144,20.3889,21.4911,19.3456
mdt-9;D5SGZ9,22.1737,27.9752,27.8341,27.1099,21.0305,21.5461,21.2657,20.4079
nstp-10;C50F4.14;D6R8W5,21.4111,19.8683,20.5899,20.0127,20.5775,20.6584,20.4089,20.089
math-38;D6VPA0,24.6351,22.9607,23.1795,24.7299,20.1119,20.988,21.5651,20.6464
;D7SFI3,21.7864,20.9101,20.8262,20.7634,20.6607,21.3496,20.2431,21.1154
gsto-1;D7SFI3;P34345,22.043,20.7618,20.7598,21.2172,20.6835,20.736,21.5539,19.5172
;D7SFI3,21.2841,21.0327,20.8541,21.3301,19.5614,21.8254,21.8673,18.672
;D7SFP5,20.7459,21.1784,20.0593,20.0774,20.8534,21.5535,21.5379,21.2778
;D7SFP5,21.7601,19.6512,21.4424,20.87,20.1464,20.9426,21.4599,20.0281
cup-5;D7UU24,21.0685,20.3292,21.7643,19.8816,22.3934,22.9942,22.3499,23.3506
cup-5;D7UU24,21.1658,20.3953,20.8076,21.2648,20.6237,20.117,20.3076,19.5204
myrf-2;Q9U3I3,21.3365,20.1142,21.5621,20.1326,20.8559,20.9348,20.5486,19.8233
snx-6;D9PTP5,21.1895,21.3824,20.7794,20.8273,20.9855,21.3954,20.5594,20.7183
snx-6;D9PTP5,21.9078,21.0749,20.6752,21.6477,20.8272,20.816,21.7892,21.195
snx-6;D9PTP5,23.4527,23.6869,25.4489,23.7594,19.7705,20.8345,21.7663,20.8192
;E0AHE1,21.3898,18.491,20.1687,19.5341,20.1416,21.7248,19.8681,21.1995
ent-7;Q20396,26.3412,24.9138,25.5935,25.8107,20.933,20.9969,19.6464,21.2581
;E1B6S4,20.6296,20.8935,19.8945,21.0667,21.0927,21.6643,21.327,21.0267
C27A7.1;E1B6U2,24.3201,24.1817,24.6763,23.9232,24.8068,22.1096,22.3523,22.1385
rsd-2;E1B6W0,24.9578,24.3201,24.1971,22.7185,25.7082,27.6887,27.6647,26.3795
hpo-34;E3W743;Q93636;Q93637,21.9386,23.4778,24.4359,24.2272,23.683,25.806,25.0407,23.0614
hpo-34;E3W743;Q93636,19.5082,20.8382,21.6014,21.2696,19.48,21.4577,21.0537,20.8928
hpo-34;E3W743;Q93636,20.0967,20.5342,21.3376,19.9676,23.8426,23.9153,24.3983,24.8814
hpo-34;E3W743;Q93636,21.0965,20.3727,20.8975,19.7538,22.7842,23.4928,22.6452,23.5871
hpo-34;E3W743;Q93636,20.3161,20.8165,18.9292,21.2438,20.7085,21.192,21.5474,20.3623
hpo-34;E3W743;Q93636,22.7731,22.9649,23.0483,23.8142,20.8697,19.7825,21.7638,21.0557
hpo-34;E3W743;Q93637,19.8778,19.6808,20.2872,19.5568,21.0332,21.2105,20.7529,19.7911
hpo-34;E3W743;Q93637,20.3463,20.7011,20.9954,19.0019,22.5866,23.5466,24.2028,22.9432
hpo-34;E3W743;Q93637,23.3805,21.5589,22.1562,23.5521,23.5746,23.2003,23.0437,22.3095
hpo-34;E3W743;Q93636,21.6621,20.3521,21.3111,21.1318,20.225,21.1236,21.6591,21.0512
hpo-34;E3W743;Q93636,20.8658,19.8694,20.6688,19.3774,27.083,23.8738,23.1201,22.3789
hpo-34;E3W743;Q93636,21.0205,21.1301,19.5903,20.2084,23.417,24.8483,24.9713,24.9752
hpo-34;E3W743;Q93636;Q93637,27.0915,24.7179,25.0206,26.8758,26.1476,27.7598,25.699,26.599
hpo-34;E3W743;Q93636,20.9259,19.2507,20.5517,20.661,19.5841,20.0197,21.4333,20.1896
;E3W759,20.5132,20.7883,21.8488,21.4643,20.7136,20.8377,21.7322,21.3593
dnj-14;Q21162,22.0285,24.4394,23.5579,22.3935,20.6212,21.3923,19.5863,21.4249
dnj-14;Q21162,23.2265,25.4416,24.7661,24.9221,20.7202,19.4023,21.1648,20.7119
dnj-14;Q21162,24.9493,23.3104,23.4371,24.8981,18.412,21.9761,22.437,20.9131
dnj-14;Q21162,23.992,22.54,24.1117,23.0936,21.3979,23.1015,23.6577,22.2046
mca-1;F5GU98,21.3846,20.9293,21.5155,21.2786,21.3739,22.7872,23.1814,22.0419
mca-1;F5GU98,26.8549,23.2062,22.7867,23.1564,26.039,28.0582,27.9882,26.886
mca-1;F5GU98,21.6217,21.2926,20.385,20.6937,26.3064,24.329,25.2574,25.1132
mca-1;F5GU98,20.8656,21.1248,20.5603,20.9503,19.8325,21.4652,19.5098,20.6719
mca-1;F5GU98,20.4508,19.8037,19.5303,21.0572,21.0236,21.0779,20.8861,21.0805
;F5GUH0,21.3352,19.8311,20.9052,21.5067,24.8774,26.1593,24.1917,25.0649
;F5GUH0,23.0706,24.9485,25.6519,24.0355,22.6943,22.5066,23.945,23.1711
;F5GUH0,24.4989,24.3886,24.4009,25.7436,19.8154,22.8482,22.7736,21.4886
lea-1;F5GUH5;H2FLK8;H2FLK9,22.3971,21.7024,23.008,23.2716,20.8572,21.1005,21.5266,20.4866
lea-1;F5GUH5,24.7102,23.6755,24.8627,25.3188,20.254,21.4854,19.9515,19.2787
lea-1;F5GUH5;H2FLK8;H2FLK9,23.3103,23.708,22.3517,22.6862,19.821,19.2827,21.5172,20.6672
lea-1;F5GUH5,26.8608,26.5936,26.7202,26.0229,21.7975,22.704,21.4572,23.3792
lea-1;F5GUH5,26.9483,24.938,24.9145,24.8782,20.9402,21.8762,21.1425,21.2165
lea-1;F5GUH5,21.0351,20.2858,21.4442,21.1238,20.3627,21.5457,21.0648,20.2835
lea-1;F5GUH5;H2FLK8,28.0274,23.7744,23.6518,23.4601,21.0545,21.8849,21.8216,20.093
lea-1;F5GUH5;H2FLK8,23.6029,25.8141,26.6963,25.9984,23.4186,24.4089,27.2696,24.4006
lea-1;F5GUH5,25.3681,21.7453,22.5474,24.1038,20.8985,21.3318,20.4516,20.5618
lea-1;F5GUH5;H2FLK8;H2FLK9,26.5153,25.2969,25.8824,25.8314,23.1031,22.9656,23.0712,20.7868
lea-1;F5GUH5;H2FLK8,24.3787,26.0296,26.4646,26.0389,21.0137,19.8782,20.768,21.1812
lea-1;F5GUH5;H2FLK8,23.1722,23.9112,24.355,23.9757,20.1489,21.6272,20.6154,20.4555
