geneName;Leading.proteins,log2 eat2_d10_01,log2 eat2_d10_02,log2 eat2_d10_03,log2 eat2_d10_04,log2 N2_d10_01,log2 N2_d10_02,log2 N2_d10_03,log2 N2_d10_04
lea-1;H2FLK8;H2FLK9,21.6663,21.7353,22.291,22.4756,22.1261,23.1286,22.9167,22.4652
lea-1;H2FLK8;H2FLK9,21.8256,19.6294,21.2534,21.2931,20.0802,17.7989,19.1645,16.9799
lea-1;H2FLK8;H2FLK9,21.512,20.3179,21.373,21.18,22.8424,23.1972,24.2851,22.0066
lea-1;H2FLK8;H2FLK9,21.3114,19.3428,20.2797,21.1511,18.1512,17.8127,19.6715,16.767
lea-1;H2FLK8;H2FLK9,20.7987,20.4086,21.2245,19.5763,21.3715,20.5005,21.6768,19.7176
lea-1;H2FLK8;H2FLK9,21.9938,19.8021,20.8332,21.2211,18.5447,19.8263,18.755,18.5264
lea-1;H2FLK8;H2FLK9,24.7851,24.687,23.5066,25.6779,19.4407,21.1774,20.2655,19.0165
lea-1;H2FLK8;H2FLK9,21.6061,20.2554,20.9703,20.7241,21.5527,23.625,23.1188,22.3247
lea-1;H2FLK8;H2FLK9,23.628,23.35,25.1112,24.342,24.3371,24.2924,24.7144,23.4024
lea-1;H2FLK8;H2FLK9,20.9332,21.673,22.4147,25.1651,23.1612,23.4633,24.3518,24.3159
lea-1;H2FLK8;H2FLK9,19.4904,20.4305,20.3681,21.4899,18.8718,20.9621,20.5145,18.0257
lea-1;H2FLK8;H2FLK9,20.8652,19.5069,21.2105,20.4079,19.4858,20.1093,20.5014,19.8301
lea-1;H2FLK8;H2FLK9,25.179,23.6052,23.5066,27.6026,19.6366,21.7554,21.1581,19.9532
lea-1;H2FLK8,20.9509,21.1766,20.75,20.0063,24.9767,24.7619,24.3006,23.1128
lea-1;H2FLK8;H2FLK9,20.6043,19.8154,21.3747,21.1945,22.7005,22.1486,23.8441,21.8118
lea-1;H2FLK8;H2FLK9,22.22,21.4587,23.889,22.5524,19.7228,20.0669,22.1027,19.5224
lea-1;H2FLK8;H2FLK9,22.8373,21.5364,23.4917,26.3247,25.1003,22.7742,24.7414,23.2155
lea-1;H2FLK8;H2FLK9,21.5933,19.2095,21.1785,21.3382,20.823,20.5206,20.6683,19.4241
lea-1;H2FLK8;H2FLK9,22.7269,21.488,21.1196,19.1438,25.5516,23.83,24.1553,23.7591
lea-1;H2FLK8;H2FLK9,21.3861,21.0013,21.4231,19.2068,18.1266,20.3942,19.4916,19.7337
lea-1;H2FLK9,21.9197,21.4265,21.526,21.2976,24.2544,25.6829,23.4268,23.6333
lea-1;H2FLK9,20.8738,19.8664,20.5415,21.0875,21.3474,24.1363,23.6546,23.1128
lea-1;H2FLK9,24.3286,22.7815,23.8546,23.8667,24.1739,24.2151,24.8932,24.5123
;H2KYH5,21.4789,20.7206,21.6877,20.2464,19.8549,19.4994,20.4002,19.375
;H2KYH5,21.72,20.9819,21.8724,20.3456,16.8804,20.3817,19.0707,20.7649
;H2KYH5,21.7423,20.0987,19.897,21.2983,21.0463,20.4892,19.9889,19.5062
;H2KYH5,29.219,28.7554,27.987,25.8933,28.6394,27.3979,28.9385,25.0433
;H2KYH5,26.7674,26.3618,26.2679,25.6633,23.4309,23.4778,23.7367,23.7892
;H2KYH5,20.1673,20.7722,21.0932,20.663,18.0343,20.1213,18.0792,21.279
;H2KYH5,21.89,20.4524,20.4363,21.1862,18.5498,18.8957,19.0357,18.8311
;H2KYH5,20.0742,21.5399,20.2577,20.467,19.2816,18.5964,18.4168,18.6868
;H2KYH5,23.8714,22.9046,22.9402,25.4217,23.1304,23.1344,22.4517,22.304
;H2KYH5,23.5266,22.868,23.1243,23.7625,20.8493,22.2289,24.2916,23.531
;H2KYH5,28.3069,28.1173,28.2073,23.3091,23.2352,29.2273,29.8561,30.0338
;H2KYH5,21.6229,20.9615,21.8675,19.8721,16.6661,17.7381,20.6748,19.8946
;H2KYH5,23.65,23.5842,24.6719,27.2674,19.8572,19.3437,18.8633,18.1565
;H2KYH5,20.7124,21.2008,20.4875,21.3802,19.6617,18.9439,19.528,21.4167
;H2KYH5,25.5279,26.4178,27.3381,23.4411,26.9506,27.2221,26.5227,25.8158
;H2KYH5,25.1091,24.6257,24.223,24.852,25.1753,25.1497,26.1176,25.6317
;H2KYH5,26.4287,25.2146,25.5278,22.0979,20.761,20.8656,21.4583,19.9541
;Q86NI2,20.7231,21.2065,21.7411,20.6278,20.6232,21.2598,19.4071,20.2656
;Q86NI2,20.878,21.3847,20.3772,20.8185,20.8976,18.8033,19.1359,18.9801
mtch-1;H2KYJ5,24.0429,23.737,24.3054,22.937,17.4574,20.6607,18.3397,17.1388
pkg-2;Q8MQE2,21.9542,19.6187,20.5797,20.913,21.4343,21.8471,21.8186,19.8554
smk-1;H2KYN7,21.6883,19.3567,20.9873,21.0825,18.9511,19.6886,20.187,18.9938
smk-1;H2KYN7,21.7482,20.0696,20.5113,21.3111,18.597,18.7605,21.3016,18.9114
ncx-2;H2KYP4,21.8816,21.153,20.8446,21.3906,19.9849,20.1991,17.5553,20.8596
ncx-2;H2KYP4,24.1414,23.2495,24.1391,18.0565,24.1244,23.5108,26.7366,24.6777
ncx-2;H2KYP4,23.9555,21.6514,22.9315,26.1822,20.9384,19.2386,21.3797,18.9204
vig-1;H2KYR1,20.2591,21.0773,20.725,21.1091,20.2046,19.5824,22.0884,18.792
vig-1;H2KYR1,24.275,24.8626,22.8921,20.4208,18.0713,20.5475,19.2494,19.7927
vig-1;H2KYR1,21.3912,21.2157,21.5121,20.4488,20.1835,18.189,20.6254,19.1037
vig-1;H2KYR1,21.8358,21.547,20.3458,21.3149,20.1755,20.9463,19.5954,18.7369
vig-1;H2KYR1,21.3668,20.7093,21.7877,19.9437,18.6477,21.6266,19.6781,20.8755
vig-1;H2KYR1,21.7251,18.5826,21.3445,20.4485,20.8964,20.4362,18.8374,20.023
vig-1;H2KYR1,20.0716,20.2547,21.1856,21.062,18.9909,18.5609,19.9017,20.5381
vig-1;H2KYR1,20.8854,21.5196,20.8403,20.8406,20.5514,19.3733,19.1526,18.9291
vig-1;H2KYR1,23.2243,22.2916,23.8503,24.6759,19.2693,18.5929,18.2842,17.526
vig-1;H2KYR1,20.4414,20.6537,21.2119,19.7688,19.658,18.3121,17.1421,19.225
vig-1;H2KYR1,21.6093,20.9716,21.2489,20.3856,19.9757,19.0654,20.3907,19.1065
vig-1;H2KYR1,20.5417,20.4927,21.2975,21.3947,17.9321,18.7023,18.5323,18.7742
srr-4;O44618,28.9647,27.7206,29.9676,21.8764,26.1204,24.4999,25.6695,22.2066
daf-9;H2KYS3,23.5879,23.2537,23.2266,22.1125,17.7056,18.9859,19.3423,19.5985
;Q8MNV5,20.5023,20.8978,19.9369,20.5215,20.4629,19.4962,21.1664,17.0076
ppw-1;Q86NJ8,20.9638,20.7652,21.4997,19.9665,20.076,20.4188,20.7699,18.6514
nab-1;Q5R3Y6,21.5819,20.9889,19.8912,19.3568,19.0253,18.708,20.3893,20.9847
clec-266;H2KZ06,20.9587,20.7427,21.7402,21.4398,19.616,17.8584,18.9323,17.8075
tat-4;H2KZ37,21.9967,22.284,22.3772,25.0222,23.8853,23.385,22.1207,21.8293
;H2KZ48,23.011,22.6979,23.0952,25.9137,18.6354,16.5205,18.7929,21.5897
;H2KZ48,20.1468,21.3551,21.8878,21.4589,18.1603,19.4128,19.7147,19.0684
;H2KZ89,21.6352,21.1927,20.7624,19.921,21.342,20.7532,19.8023,20.0311
;Q95Q55,26.4295,25.591,25.7168,22.7043,25.6698,25.6299,26.7999,26.5283
;Q95Q55,21.3453,20.0443,20.5215,20.1103,19.8751,19.1829,19.8684,18.762
;H2KZA9,24.0567,22.9327,22.4921,24.0453,24.7455,26.3587,25.0976,25.1642
;H2KZA9,20.7609,24.0253,24.8778,22.7694,18.4047,20.4535,20.3857,18.8748
;H2KZC4,23.0607,23.0948,23.99,25.2722,24.8891,25.58,26.2815,26.4137
;H2KZD2,22.0023,21.2431,21.2786,20.8954,17.1335,19.2155,18.0189,20.1421
pmt-1;Q86NB3,21.0878,19.7554,20.7929,21.4577,23.7672,24.8162,24.8434,24.7759
aka-1;Q18930,21.8235,20.3799,20.1957,19.4862,16.8891,18.6395,18.3732,20.7223
praf-3;Q4TTA9,23.6198,22.1717,22.1865,21.8796,18.2396,19.3531,20.4147,18.7896
dpf-3;Q965K3,20.1211,21.1418,19.5658,19.5985,20.9624,18.6149,17.6291,19.1857
;Q688A5,21.3161,20.2361,19.107,20.2612,21.3916,21.68,23.1698,22.0735
;Q9BL66,21.4949,21.108,18.8673,19.95,24.0474,24.7681,25.1235,24.1107
;H2KZN1,21.2053,21.0043,18.9268,20.4219,20.5676,18.5365,20.4484,18.0981
slc-17.6;X5M917,21.777,20.2712,20.4848,19.8135,18.3137,19.5042,21.9766,19.1177
ifc-2;H2KZR4,21.312,19.8918,20.9478,21.0419,24.1312,23.9671,23.4399,24.0555
ifc-2;H2KZR4,23.1616,22.2564,23.699,22.5014,19.0745,20.0619,21.8605,19.1474
ifc-2;H2KZR4,21.9909,21.0998,21.6868,20.9712,23.304,23.2241,23.2926,22.7019
;H2KZT9,27.9,27.2497,28.8947,26.7605,28.5818,28.8533,27.9082,27.5387
cas-1;H2L023,25.5973,25.0653,25.6626,28.2438,24.6499,23.5544,22.0687,22.3801
cas-1;H2L023,24.3368,23.5643,24.8729,26.2913,19.0501,20.966,19.1523,18.6027
cas-1;H2L023,25.5261,25.0666,24.9653,26.078,25.2923,26.576,26.844,25.7805
cas-1;H2L023,19.3935,21.179,21.6123,21.273,19.3082,20.5947,21.2447,20.1459
wht-7;H2L028,23.5682,23.896,22.6809,24.4525,19.4863,20.0469,18.9826,21.0442
pmp-5;H2L034,21.5283,19.4226,21.8176,19.0711,20.7018,18.7406,18.5331,19.1862
pmp-5;H2L034,21.7666,21.8526,21.6837,20.1734,18.9731,17.6724,21.1231,20.4944
pmp-5;H2L034,25.5788,24.6985,25.4165,22.7316,24.2301,26.0778,25.8649,24.5189
;H2L048,21.4781,21.4719,21.7702,20.0808,18.7451,17.9387,20.2445,20.6855
;H2L048,26.4656,25.2801,26.1779,25.1381,20.2194,21.139,18.89,19.6581
;H2L048,27.2468,25.6035,26.9391,22.6058,19.1075,17.4772,20.5499,19.1613
;H2L048,26.1657,24.3532,24.2235,21.8037,21.0014,18.1969,17.6301,20.2685
;Q8MXS5,26.2189,25.796,27.3314,27.1084,27.0668,26.0908,27.0226,25.5063
;H2L0B6,24.5146,24.9784,26.7132,26.003,26.4941,25.4826,27.6895,27.0049
abts-4;H2L0C4,24.7396,26.8068,26.0306,23.8831,26.398,25.2894,26.1483,25.913
;H2L0D1,21.7391,21.1509,22.9613,20.9355,18.8155,20.8161,19.6235,20.3243
;H2L0D3,21.8533,20.0698,20.8945,20.1793,20.9041,19.5171,21.0432,18.7956
mis-12;H2L0D9,28.3893,27.1379,27.9477,25.0264,20.3731,18.2565,18.6649,18.3747
mis-12;H2L0D9,28.3893,27.1379,27.9477,27.4428,19.4114,20.2895,20.4544,20.6974
mct-4;H2L0E5,22.7823,22.6474,22.0927,23.7026,24.1834,23.8232,23.7854,24.1796
mct-4;H2L0E5;H2L0E6,22.5116,22.731,23.3167,24.0061,20.3265,20.5008,19.4638,20.3668
mct-4;H2L0E5;H2L0E6,20.5554,21.5535,21.8674,21.0134,19.7457,16.0878,19.017,20.3405
;Q9N5G9,23.9667,24.5464,25.1833,26.4856,24.0738,25.0103,24.7929,24.8204
ptc-3;H2L0G5,24.9579,23.8529,23.8911,25.7381,25.0163,25.0816,25.3682,25.1607
chat-1;H2L0H3,21.3045,20.0968,21.1004,20.5629,19.2924,20.1337,20.5253,19.3583
lfi-1;H2L0I2;H2L0I3,20.6567,19.9004,21.2177,21.2546,17.9245,20.9271,20.7541,18.2702
lfi-1;H2L0I2;H2L0I3,20.9953,19.5419,21.5924,20.0329,20.1295,16.0832,21.8167,18.962
lfi-1;H2L0I2;H2L0I3,21.4343,21.3228,19.8921,20.6537,20.458,19.4987,18.9507,18.8796
lfi-1;H2L0I2;H2L0I3,21.5702,21.1319,20.2071,21.1503,18.4741,18.5551,18.9894,20.2534
lfi-1;H2L0I2;H2L0I3,24.8684,22.968,23.7271,22.7337,20.6875,18.2473,20.7654,18.2152
lfi-1;H2L0I2;H2L0I3,20.9728,21.19,21.32,19.803,18.1583,20.1747,20.0245,18.0405
lfi-1;H2L0I2;H2L0I3,21.7301,21.1902,21.8244,19.5523,18.3688,19.8097,20.7415,20.6068
;Q22095,20.918,21.0655,20.7686,19.8298,18.4104,19.7248,20.0143,20.8681
dhs-30;H2L0K8;Q65ZI3,20.5653,21.2437,20.5968,21.4147,20.4505,18.2496,19.7265,20.3222
pod-2;Q9GZI3,22.5448,21.9607,21.3499,22.3619,18.8392,18.7916,17.8388,19.3038
;H2L0R6,21.7106,21.3718,22.3384,22.8276,19.7185,20.2596,19.924,19.6237
;H2L0R6,24.2927,23.903,23.9759,22.621,19.1541,17.9269,19.3298,16.283
;H2L0R6,21.832,21.5034,21.2941,20.5154,20.5024,20.5721,20.587,19.699
;U4PC11,22.7856,23.7785,23.4543,24.7504,21.0084,20.427,17.5775,17.5485
tba-1;tba-2;O18688;P34690,21.0382,19.6505,20.4942,19.4156,19.3996,19.6778,19.2205,20.0812
tba-1;tba-2;O18688;P34690,25.6699,24.086,25.4094,26.2282,16.2102,20.369,19.1976,19.2548
;H8W3X0,20.6292,21.1883,18.2159,19.1327,19.8349,20.3933,20.6711,20.0596
F08B12.4;H9G2R5;Q19191,19.3553,20.1987,21.017,20.8584,20.4622,20.0619,19.133,17.4467
F08B12.4;H9G2R5;Q19191,21.6572,20.6241,21.5207,20.0034,19.7068,18.8806,19.0943,17.3645
idh-1;Q21032,24.3283,24.36,23.777,25.0704,19.1113,20.441,17.8554,19.5912
idh-1;Q21032,21.3446,21.4833,20.033,20.0219,16.7744,17.8757,20.6818,19.2322
pah-1;I2HA98,21.5936,21.0229,21.758,20.6323,20.546,19.8121,19.8322,19.8941
pah-1;I2HA98,24.8248,23.1821,24.4342,23.1389,23.9772,23.5414,24.8484,23.3062
pah-1;I2HA98,21.5556,20.6705,21.2313,19.4855,19.957,16.8568,19.2438,19.815
brp-1;I2HAF4,28.878,26.6034,28.9773,26.4915,24.5727,26.4144,26.5203,26.6137
brp-1;I2HAF4,30.3623,28.6197,29.7254,23.0283,28.8203,28.4431,25.8659,27.7574
brp-1;I2HAF4,29.6966,27.6825,29.4499,23.5137,25.5193,26.5543,26.7446,25.3305
rpl-30;I2HAJ2;Q9XWS4,23.746,22.935,22.58,22.9201,17.7525,18.4078,19.6949,18.0465
rpl-30;I2HAJ2,21.1778,18.6167,19.8871,21.0769,18.0398,20.048,19.5191,18.9663
his-40;his-2;his-74;K7ZUH9;Q27532,24.2519,23.1253,24.6867,26.9297,25.1776,25.3746,25.6027,25.3892
his-40;his-2;K7ZUH9,21.5497,21.526,20.4823,20.1306,20.887,20.1387,19.5196,20.7541
zbp-1;Q6A582,21.5652,20.1706,20.1489,19.6643,16.2185,19.7096,19.812,18.268
cdh-12;K8F801,21.7339,20.812,21.1264,21.2999,19.1139,20.2074,20.8603,17.4452
lev-11;K8FDX2,23.1448,22.6879,22.2772,22.0362,18.6376,19.3095,19.5379,18.2292
;K8FDZ1,21.4272,20.9109,18.9774,21.2319,20.027,19.6703,17.9732,19.4139
;K8FDZ1,20.4415,20.783,20.6819,18.8168,19.8807,18.9862,17.7976,18.3273
;L8E833;Q23179,20.0407,21.4057,21.5964,20.6448,18.0598,19.1143,19.0463,18.5
;L8E833;Q23179,28.7452,28.0867,30.2713,25.4999,34.4591,31.811,31.7194,32.4938
;L8E833;Q23179,19.6966,21.2924,19.9617,21.2224,23.4844,23.857,24.2304,23.6797
;L8E833;Q23179,21.8731,21.2612,20.6452,21.5381,19.3449,18.2856,19.094,20.227
;L8E833;Q23179,21.597,21.1049,21.5748,21.4683,24.3895,24.7059,25.1254,25.5894
;L8E833;Q23179,25.8152,26.6552,26.2874,23.0861,18.0407,19.5598,19.2987,16.8847
;L8E833;Q23179,25.8461,24.8004,24.2927,22.7334,20.0193,18.9986,20.6419,17.6995
;L8E833;Q23179,23.2035,21.7245,22.3961,20.5728,21.1089,17.7811,19.9942,19.6727
ZK688.5;L8EC34,22.7456,22.3969,23.9192,22.1658,17.4203,18.5292,18.3994,19.9014
ifb-2;M1Z854,26.98,25.8109,25.9481,23.4901,21.3026,21.7734,19.6956,20.2792
ifb-2;M1Z854,25.0254,23.4399,24.6443,22.4778,20.507,17.9028,18.0941,16.322
ifb-2;M1Z854,19.8136,21.164,21.0198,20.2752,20.7028,20.8281,20.268,19.5622
;N1NSD4,21.4935,19.8135,20.5065,20.969,23.223,22.7032,24.4482,23.9426
;O01477,20.1397,21.0051,21.4054,19.4153,23.4374,23.6132,23.0744,21.9769
soap-1;O01485,24.2269,23.949,24.4537,25.7355,17.0924,20.3874,19.4494,16.8017
stam-1;O01498,29.1797,28.4492,28.6697,22.9273,28.8327,29.6292,28.8785,29.3406
stam-1;O01498,20.5552,20.8113,21.298,21.198,19.1367,20.1626,18.7903,19.7519
stam-1;O01498,20.9769,20.8711,20.5461,20.7386,19.4738,21.1047,20.675,20.8497
rpa-2;O01504,22.6025,22.4752,21.8046,25.8196,18.8157,20.6029,20.8623,19.6161
rpa-2;O01504,21.1397,20.8935,20.2322,21.464,20.9363,20.5925,21.3862,20.0116
rpa-2;O01504,21.6462,21.3076,21.1961,20.2549,18.4267,19.8,17.9711,18.115
rpa-2;O01504,19.5457,20.7176,21.0725,20.442,19.3317,20.3979,18.1846,17.7582
aars-2;O01541,20.7131,19.3639,21.2704,19.2733,20.0984,21.6982,19.2755,21.4827
cpn-3;O01542,20.7968,20.1192,20.5389,20.6762,19.6585,17.9846,19.763,17.693
npp-11;O01576,19.6412,19.6369,20.7971,21.5314,18.4378,19.276,18.7068,18.9512
npp-11;O01576,21.3055,20.8005,21.0793,20.349,18.9974,20.7015,19.8961,18.0934
unc-108;O01577,22.722,23.4348,23.9981,22.9027,24.0427,25.6224,24.4393,25.376
;O01591,21.924,22.6902,21.9481,22.5841,19.8078,19.4387,18.4365,20.0809
T19H12.2;O01615,20.4829,19.5512,21.7696,21.0655,16.8142,19.8461,19.5486,18.1752
T19H12.2;O01615,21.584,21.2715,21.6391,21.4085,18.7103,20.539,20.5252,19.8283
T19H12.2;O01615,19.0117,21.0166,20.5096,21.3638,19.9773,20.7462,19.0667,20.1883
inx-12;O01634,24.0171,24.264,24.2656,24.8555,23.4635,23.1394,22.8387,23.0559
inx-12;O01634,26.7917,25.6998,25.3223,26.3821,27.3561,28.1397,27.8615,27.9433
inx-12;O01634,20.2166,20.6625,21.392,19.9056,19.4729,20.298,19.265,18.1112
;O01681,21.39,21.5461,20.3894,21.2149,16.8352,20.9418,20.2942,20.2316
rps-17;O01692,21.5267,20.6587,20.7434,20.7126,19.0458,19.849,19.8309,20.1929
rps-17;O01692,21.7574,20.7636,21.6681,21.0703,23.1871,24.0834,22.1521,21.8365
rps-17;O01692,21.078,20.9265,21.0849,20.0478,22.5286,23.1061,22.7036,23.3081
rps-17;O01692,20.6949,21.3368,21.0961,20.0842,19.0994,20.5256,18.6206,17.5691
rps-17;O01692,25.5879,24.7486,25.555,24.0513,20.3282,20.5419,18.0258,20.1996
unc-89;O01761,21.9404,20.7888,19.8485,20.8908,17.602,20.0258,18.3932,21.3496
rpl-7;O01802,20.6279,18.7339,20.5416,20.7856,19.1152,16.0393,22.0957,18.2767
rpl-7;O01802,22.9812,22.3089,23.2585,25.2432,18.1548,19.3659,18.0274,19.1905
rpl-7;O01802,20.9044,20.1346,20.3301,18.4839,18.0808,19.0545,20.8534,18.4453
rpl-7;O01802,21.5549,19.1492,21.5168,21.4412,21.2726,18.1634,21.4689,20.8032
rpl-7;O01802,21.423,19.9587,21.3202,20.5645,19.641,18.894,19.8602,19.8269
rpl-7;O01802,21.4896,20.2537,21.4241,21.4002,20.36,17.9223,18.8954,18.0498
rpl-7;O01802,31.2787,28.6049,27.1457,24.6086,17.8232,20.2146,20.0424,19.3438
acbp-1;O01805,20.6622,20.6899,20.3618,21.2127,19.2845,19.3906,21.7372,19.6128
acbp-1;O01805,21.2297,20.6048,19.6507,19.2778,22.0181,21.6826,21.7909,21.5301
acbp-1;O01805,21.8056,21.1063,21.7648,19.8155,18.578,16.8765,18.7802,17.8972
;O01806,23.2561,22.7934,24.4358,22.2757,24.7487,25.5504,24.3046,24.2282
;O01806,22.2874,22.026,23.383,24.3693,22.9613,23.0447,24.0357,24.0359
;O01806,21.1456,19.6504,19.8051,19.0288,18.0255,21.0822,19.8214,21.1854
lbp-6;O01812,21.3919,19.9626,20.2726,21.5759,18.1353,19.4044,19.0935,18.4725
lbp-6;O01812,21.7152,20.9994,21.6067,20.6505,19.8053,18.4749,21.9036,17.2955
rpl-24.1;O01868,20.8864,20.0016,20.7122,21.0625,19.647,18.5474,18.3403,19.7441
rps-10;O01869,21.4911,19.2027,20.3852,20.123,18.6046,18.9581,16.9002,19.8767
rps-10;O01869,21.1371,20.0095,20.7406,21.4969,19.9329,20.5882,17.3937,17.7711
rps-10;O01869,24.7935,22.27,23.9001,26.1036,17.2775,21.1098,18.3301,18.1688
rps-10;O01869,33.2064,33.7084,32.7827,27.963,31.1672,31.5308,32.0505,31.7115
rps-10;O01869,23.4771,23.7554,23.4781,24.0874,22.6124,22.0078,21.3256,22.4205
rps-10;O01869,20.8979,20.7551,21.2595,21.066,21.4821,21.2167,21.171,19.4177
rps-10;O01869,20.3036,20.0952,19.788,21.4218,19.1231,21.1817,18.8186,20.7585
rps-10;O01869,21.9265,19.8286,21.2543,20.0289,17.4774,20.2644,19.3324,18.8123
;O01893,21.7511,20.3103,21.7752,20.5983,19.2141,20.9056,19.2571,17.4404
;O01893,25.4294,25.3296,25.3304,23.6183,26.5508,27.2582,27.1613,26.1226
spin-1;O01927,23.875,25.3148,24.1744,25.5173,20.7623,19.186,18.7274,19.3126
spin-1;O01927,26.399,26.1566,26.4938,20.1883,25.6089,27.2342,26.7824,27.4822
spin-1;O01927,27.2451,26.2989,26.6686,27.0972,25.7645,25.8109,26.5578,25.8384
;O01963,21.6493,19.8612,20.7556,19.495,23.064,23.1301,23.7896,23.3314
cuti-1;O02051,21.8887,20.6826,21.7223,21.3888,22.8342,21.716,23.6407,23.4672
rpl-4;O02056,21.974,21.149,21.0746,19.5753,21.0092,18.4129,18.0128,19.378
rpl-4;O02056,21.702,20.9995,21.3152,19.8346,20.0942,20.7454,19.4135,18.5132
rpl-4;O02056,20.0208,18.9244,20.5336,21.0255,19.6219,20.8789,18.9249,18.9286
rpl-4;O02056,23.3986,21.8969,22.3972,24.7297,18.6131,20.3822,20.9133,18.942
;O02082,20.1778,20.3097,21.8026,21.4776,21.0462,18.5319,19.9548,19.5409
rpb-4;O02092,21.6522,21.0625,19.2135,20.9549,18.2871,19.6225,21.1009,19.4041
pcn-1;O02115,19.827,19.3079,19.7497,21.1473,20.4647,20.2485,19.4358,19.4011
pcn-1;O02115,20.3954,21.1105,21.016,20.8768,17.812,20.9405,19.6837,18.9892
;O02155,22.2859,20.8927,21.3223,24.1005,19.7839,18.3832,21.0539,16.6603
;O02155,21.5803,19.3937,20.7271,20.9264,20.6816,18.7522,19.7606,20.4364
pck-2;O02286,21.6856,21.1307,21.2084,21.2596,16.0215,18.6934,20.1066,20.0354
pck-2;O02286,21.4097,20.2256,20.8263,20.8249,16.3796,19.6199,17.9192,20.7597
eif-3.C;O02328,22.1255,21.4106,23.0757,23.4311,19.3705,19.1803,18.7146,20.488
nstp-5;O02345,20.9593,20.3489,21.0885,21.3038,18.4559,17.7908,21.1918,19.2631
nstp-5;O02345,25.2003,24.9363,25.2609,24.3381,24.4645,23.5893,24.548,24.6161
ifa-2;O02365,22.0419,21.1719,22.0005,27.329,20.8913,20.8822,17.8681,19.4763
ifa-2;ifa-3;O02365;Q21065,21.0596,19.9486,20.7839,21.3115,19.485,17.5787,20.6044,21.5367
ifa-2;O02365,19.9485,21.2826,21.5421,21.5464,18.4277,19.2374,21.1076,21.481
snb-1;O02495,25.4277,25.4035,26.2057,25.1639,26.3613,27.0321,26.3035,25.9558
snb-1;O02495,28.17,26.6083,27.8266,24.1628,23.3668,22.9133,23.8319,24.2873
snb-1;O02495,28.1798,29.318,29.4579,28.1589,29.2604,29.6292,28.5876,27.626
snb-1;O02495,20.7477,20.5976,20.1226,20.2094,18.4729,19.8705,20.5322,19.4241
snb-1;O02495,28.2194,27.6453,27.5313,27.3188,17.75,17.2617,20.5655,19.1059
snb-1;O02495,20.5758,21.2595,20.7028,19.9112,18.7535,17.9709,17.9544,18.8862
gpx-1;gpx-2;O02621;O62327,20.8804,21.1438,21.1387,20.2227,19.234,19.485,19.4214,18.2163
cyp-35a2;O02628,21.6684,20.7102,20.8668,20.5181,19.7986,19.9945,19.8514,18.6858
rpl-19;O02639,21.3884,20.8493,21.757,21.2045,19.927,19.9725,20.2598,19.8826
rpl-19;O02639,21.5581,20.9569,21.2622,21.5111,17.5463,19.3702,22.0847,18.6267
mdh-2;O02640,23.1862,23.2183,23.6352,23.1992,21.2451,19.363,21.3596,18.7391
mdh-2;O02640,21.1563,20.8842,21.0602,20.6551,19.7259,19.7644,18.5488,18.7164
cyp-33c8;O02641,21.1421,20.8879,20.0212,20.0745,22.9654,24.0689,24.3138,24.1455
cyp-33c8;O02641,21.9066,20.6025,21.2154,20.2441,23.3001,23.8061,23.6189,22.6515
unc-64;O16000,25.0727,24.9705,25.7999,24.282,23.431,23.8713,25.7026,23.5765
unc-64;O16000,24.4198,24.0979,24.9645,23.6543,23.0236,24.4844,23.4425,24.1308
;Q8MXK1,26.1485,26.2013,25.8339,26.1793,24.9943,26.39,25.7633,24.8179
mcm-7;O16297,23.2318,24.0159,25.1646,22.2267,21.1311,20.4564,20.7174,17.2951
dnj-19;O16303,24.3841,23.6805,24.6087,21.2195,22.6518,23.3392,23.6574,23.0168
dnj-19;O16303,25.0879,24.5396,23.8013,25.9675,19.0654,19.4102,18.335,19.556
dnj-19;O16303,25.749,24.8911,25.2919,25.8802,26.9831,25.6446,27.468,25.6345
cmd-1;O16305,21.9706,20.5639,20.0659,19.7823,25.4772,24.7385,24.7817,24.7149
cmd-1;O16305,24.1494,23.6774,21.6012,22.6071,20.6,17.8216,20.0648,20.6474
cmd-1;O16305,26.1471,23.8148,25.8954,24.9479,24.6613,25.1789,26.5259,24.6664
cmd-1;O16305,28.2267,26.4563,27.4044,24.1303,26.1725,27.7032,28.2003,27.3088
cmd-1;O16305,20.7901,20.4398,21.271,18.1298,25.8353,26.981,26.4015,26.139
catp-3;O16331,24.2306,23.5755,24.6477,22.8322,26.4531,25.1128,25.2129,24.1171
catp-3;O16331,21.951,19.378,21.4076,21.5218,19.1861,20.3075,19.9371,20.1917
rpt-2;O16368,21.3506,20.3771,21.7901,21.1252,18.8348,19.4393,20.5393,20.2503
rpt-2;O16368,21.2815,19.5729,18.8025,21.2727,17.9217,20.9733,21.1406,15.8832
C36C5.12;O16406,19.6267,18.569,21.7037,21.137,22.9814,23.7365,22.6194,21.8086
tag-196;O16454,21.4606,21.3273,20.9256,21.5629,20.2265,20.1981,20.7586,20.3197
atp-4;O16517,21.0688,20.7184,21.1523,21.5441,19.9452,18.7232,20.1065,19.4971
atp-4;O16517,19.7982,20.7237,21.7039,20.8433,20.3752,18.1659,18.7832,16.0568
atp-4;O16517,20.7375,20.18,21.375,21.5682,19.0269,19.2124,20.8853,18.861
alh-4;Q8MXJ7,22.4906,20.8055,21.511,22.1225,20.3734,20.9995,18.2718,20.4173
