geneName;Leading.proteins,log2 daf2_d10_01,log2 daf2_d10_02,log2 daf2_d10_03,log2 daf2_d10_04,log2 N2_d10_01,log2 N2_d10_02,log2 N2_d10_03,log2 N2_d10_04
F08B12.4;H9G2R5;Q19191,19.0605,20.6535,18.4693,21.3727,20.4622,20.0619,19.133,17.4467
F08B12.4;H9G2R5;Q19191,18.7187,21.6855,21.7513,21.1413,19.7068,18.8806,19.0943,17.3645
idh-1;Q21032,19.6112,19.3953,20.3228,18.0168,19.1113,20.441,17.8554,19.5912
idh-1;Q21032,20.121,21.0517,19.8951,20.5015,16.7744,17.8757,20.6818,19.2322
pah-1;I2HA98,17.3074,20.4318,19.9319,18.3599,20.546,19.8121,19.8322,19.8941
pah-1;I2HA98,17.597,19.4804,20.6119,17.3448,23.9772,23.5414,24.8484,23.3062
pah-1;I2HA98,20.5473,18.8435,18.053,18.9717,19.957,16.8568,19.2438,19.815
brp-1;I2HAF4,26.7085,26.1172,28.2031,27.1608,24.5727,26.4144,26.5203,26.6137
brp-1;I2HAF4,28.9706,28.2156,28.718,28.1642,28.8203,28.4431,25.8659,27.7574
brp-1;I2HAF4,25.7919,26.5525,25.3806,24.3415,25.5193,26.5543,26.7446,25.3305
rpl-30;I2HAJ2;Q9XWS4,19.7503,21.0624,18.8677,20.182,17.7525,18.4078,19.6949,18.0465
rpl-30;I2HAJ2,19.6513,18.8552,20.6306,20.6512,18.0398,20.048,19.5191,18.9663
his-40;his-2;his-74;K7ZUH9;Q27532,20.5848,20.1837,17.4635,19.4018,25.1776,25.3746,25.6027,25.3892
his-40;his-2;K7ZUH9,20.0058,18.5912,21.2942,20.108,20.887,20.1387,19.5196,20.7541
zbp-1;Q6A582,19.8313,21.0607,21.4521,20.4679,16.2185,19.7096,19.812,18.268
cdh-12;K8F801,21.5608,19.7274,19.3446,19.6352,19.1139,20.2074,20.8603,17.4452
lev-11;K8FDX2,22.0351,22.9814,22.9758,23.7478,18.6376,19.3095,19.5379,18.2292
;K8FDZ1,22.5571,23.333,22.9381,21.3822,20.027,19.6703,17.9732,19.4139
;K8FDZ1,24.8659,23.333,25.7644,24.2423,19.8807,18.9862,17.7976,18.3273
;L8E833;Q23179,20.5389,18.8528,21.2348,19.6844,18.0598,19.1143,19.0463,18.5
;L8E833;Q23179,27.1259,26.7992,29.6651,26.9343,34.4591,31.811,31.7194,32.4938
;L8E833;Q23179,20.9631,21.231,23.1787,21.6061,23.4844,23.857,24.2304,23.6797
;L8E833;Q23179,18.2113,19.5225,20.1327,18.6987,19.3449,18.2856,19.094,20.227
;L8E833;Q23179,17.9375,20.987,18.2636,18.8988,24.3895,24.7059,25.1254,25.5894
;L8E833;Q23179,25.5862,25.6882,25.6748,24.1669,18.0407,19.5598,19.2987,16.8847
;L8E833;Q23179,23.1896,24.1011,24.7018,23.1269,20.0193,18.9986,20.6419,17.6995
;L8E833;Q23179,24.2722,23.5014,23.9247,25.3675,21.1089,17.7811,19.9942,19.6727
ZK688.5;L8EC34,20.6149,19.3024,19.5213,19.9032,17.4203,18.5292,18.3994,19.9014
ifb-2;M1Z854,25.1895,24.7598,25.5455,25.1568,21.3026,21.7734,19.6956,20.2792
ifb-2;M1Z854,18.6301,21.6789,20.3209,17.99,20.507,17.9028,18.0941,16.322
ifb-2;M1Z854,21.2938,20.9688,20.7148,17.9281,20.7028,20.8281,20.268,19.5622
;N1NSD4,19.1466,17.7644,19.7001,20.1994,23.223,22.7032,24.4482,23.9426
;O01477,17.8276,19.5994,18.9222,21.7293,23.4374,23.6132,23.0744,21.9769
soap-1;O01485,17.8106,16.7332,18.6135,21.4923,17.0924,20.3874,19.4494,16.8017
stam-1;O01498,27.5408,27.2395,28.5219,26.1973,28.8327,29.6292,28.8785,29.3406
stam-1;O01498,21.312,18.7563,20.2194,20.276,19.1367,20.1626,18.7903,19.7519
stam-1;O01498,24.8328,23.286,26.0296,23.3069,19.4738,21.1047,20.675,20.8497
rpa-2;O01504,19.2768,20.6323,20.8261,17.2254,18.8157,20.6029,20.8623,19.6161
rpa-2;O01504,23.3432,23.1364,22.4133,24.4269,20.9363,20.5925,21.3862,20.0116
rpa-2;O01504,24.0772,23.8915,23.3848,23.9612,18.4267,19.8,17.9711,18.115
rpa-2;O01504,24.0665,23.6812,24.5275,25.5855,19.3317,20.3979,18.1846,17.7582
aars-2;O01541,19.5918,19.8774,17.8566,21.7037,20.0984,21.6982,19.2755,21.4827
cpn-3;O01542,19.0435,18.8856,21.1955,19.7271,19.6585,17.9846,19.763,17.693
npp-11;O01576,17.7468,18.1646,20.2337,20.0547,18.4378,19.276,18.7068,18.9512
npp-11;O01576,17.2742,20.6414,19.4443,18.3208,18.9974,20.7015,19.8961,18.0934
unc-108;O01577,24.3031,25.3551,23.5707,24.3356,24.0427,25.6224,24.4393,25.376
;O01591,18.906,19.5773,19.6912,17.4782,19.8078,19.4387,18.4365,20.0809
T19H12.2;O01615,20.5826,17.3538,20.7006,20.6452,16.8142,19.8461,19.5486,18.1752
T19H12.2;O01615,20.6603,20.1709,18.5043,20.8045,18.7103,20.539,20.5252,19.8283
T19H12.2;O01615,17.0964,18.7545,19.6975,19.0239,19.9773,20.7462,19.0667,20.1883
inx-12;O01634,20.2048,19.1306,21.2786,18.7128,23.4635,23.1394,22.8387,23.0559
inx-12;O01634,24.3214,23.8748,25.0342,23.9473,27.3561,28.1397,27.8615,27.9433
inx-12;O01634,20.0942,20.4529,19.9388,18.2986,19.4729,20.298,19.265,18.1112
;O01681,25.54,25.7674,27.0761,25.598,16.8352,20.9418,20.2942,20.2316
rps-17;O01692,19.9877,19.8691,20.5275,21.5646,19.0458,19.849,19.8309,20.1929
rps-17;O01692,17.5535,19.2789,18.8905,18.5078,23.1871,24.0834,22.1521,21.8365
rps-17;O01692,18.8391,20.4063,17.7527,18.9448,22.5286,23.1061,22.7036,23.3081
rps-17;O01692,18.2178,20.747,19.9952,18.4592,19.0994,20.5256,18.6206,17.5691
rps-17;O01692,24.1537,25.0774,25.2885,24.0625,20.3282,20.5419,18.0258,20.1996
unc-89;O01761,19.6394,20.1769,18.4869,18.0473,17.602,20.0258,18.3932,21.3496
rpl-7;O01802,25.7174,25.0883,24.8953,23.0581,19.1152,16.0393,22.0957,18.2767
rpl-7;O01802,20.2126,20.6117,21.2374,22.8969,18.1548,19.3659,18.0274,19.1905
rpl-7;O01802,19.2749,19.4952,20.8533,19.6049,18.0808,19.0545,20.8534,18.4453
rpl-7;O01802,18.6627,19.4475,19.481,19.2243,21.2726,18.1634,21.4689,20.8032
rpl-7;O01802,20.5597,18.827,20.3649,19.9784,19.641,18.894,19.8602,19.8269
rpl-7;O01802,17.1176,20.7777,19.408,18.0395,20.36,17.9223,18.8954,18.0498
rpl-7;O01802,19.7197,19.5836,19.9798,19.2245,17.8232,20.2146,20.0424,19.3438
acbp-1;O01805,21.333,20.7183,18.5259,16.9833,19.2845,19.3906,21.7372,19.6128
acbp-1;O01805,19.6182,21.4388,20.7977,19.7249,22.0181,21.6826,21.7909,21.5301
acbp-1;O01805,18.0796,16.7021,15.968,21.1013,18.578,16.8765,18.7802,17.8972
;O01806,21.6218,18.2613,19.1105,20.0553,24.7487,25.5504,24.3046,24.2282
;O01806,20.2578,20.4109,17.8118,20.1862,22.9613,23.0447,24.0357,24.0359
;O01806,23.1567,23.0038,23.1959,22.0599,18.0255,21.0822,19.8214,21.1854
lbp-6;O01812,18.6646,19.232,18.578,20.6791,18.1353,19.4044,19.0935,18.4725
lbp-6;O01812,19.423,19.1538,20.3945,20.1443,19.8053,18.4749,21.9036,17.2955
rpl-24.1;O01868,20.4789,18.9312,21.912,18.5602,19.647,18.5474,18.3403,19.7441
rps-10;O01869,24.2387,22.1634,22.1998,23.5108,18.6046,18.9581,16.9002,19.8767
rps-10;O01869,19.7913,20.6018,20.257,21.5233,19.9329,20.5882,17.3937,17.7711
rps-10;O01869,20.1833,21.341,19.6391,19.5986,17.2775,21.1098,18.3301,18.1688
rps-10;O01869,32.3373,33.198,32.3204,31.6386,31.1672,31.5308,32.0505,31.7115
rps-10;O01869,19.9533,19.1906,19.5653,18.7293,22.6124,22.0078,21.3256,22.4205
rps-10;O01869,25.2633,27.7465,24.7326,23.559,21.4821,21.2167,21.171,19.4177
rps-10;O01869,21.2404,18.4433,19.3286,19.9048,19.1231,21.1817,18.8186,20.7585
rps-10;O01869,19.434,18.3659,21.6377,20.5506,17.4774,20.2644,19.3324,18.8123
;O01893,19.0218,17.2163,20.2807,20.2837,19.2141,20.9056,19.2571,17.4404
;O01893,24.6787,24.1093,24.8984,24.5967,26.5508,27.2582,27.1613,26.1226
spin-1;O01927,18.6081,19.8598,19.318,20.6521,20.7623,19.186,18.7274,19.3126
spin-1;O01927,24.1857,23.0415,25.415,24.6071,25.6089,27.2342,26.7824,27.4822
spin-1;O01927,24.8982,24.0738,24.2662,24.4787,25.7645,25.8109,26.5578,25.8384
;O01963,20.08,19.302,18.8666,19.3975,23.064,23.1301,23.7896,23.3314
cuti-1;O02051,19.851,21.443,20.8359,19.5312,22.8342,21.716,23.6407,23.4672
rpl-4;O02056,19.5375,20.1813,20.4221,20.8184,21.0092,18.4129,18.0128,19.378
rpl-4;O02056,20.5031,18.8466,20.1856,18.5213,20.0942,20.7454,19.4135,18.5132
rpl-4;O02056,19.5254,20.8956,19.0308,19.4721,19.6219,20.8789,18.9249,18.9286
rpl-4;O02056,22.0888,22.1918,21.3351,21.3635,18.6131,20.3822,20.9133,18.942
;O02082,26.2049,26.0806,27.5625,26.2979,21.0462,18.5319,19.9548,19.5409
rpb-4;O02092,17.291,20.1999,18.148,19.0724,18.2871,19.6225,21.1009,19.4041
pcn-1;O02115,20.8637,19.4851,19.122,18.6099,20.4647,20.2485,19.4358,19.4011
pcn-1;O02115,18.9882,20.407,20.6758,18.1602,17.812,20.9405,19.6837,18.9892
;O02155,17.4675,20.1359,18.4717,20.1666,19.7839,18.3832,21.0539,16.6603
;O02155,23.9557,23.0809,22.7866,22.5035,20.6816,18.7522,19.7606,20.4364
pck-2;O02286,21.791,19.6611,20.7658,20.6975,16.0215,18.6934,20.1066,20.0354
pck-2;O02286,16.9636,18.4327,21.8406,21.1815,16.3796,19.6199,17.9192,20.7597
eif-3.C;O02328,20.2315,18.0604,16.5824,18.9358,19.3705,19.1803,18.7146,20.488
nstp-5;O02345,19.7211,20.2833,20.5499,18.8813,18.4559,17.7908,21.1918,19.2631
nstp-5;O02345,17.3694,18.715,20.3564,19.0052,24.4645,23.5893,24.548,24.6161
ifa-2;O02365,20.4346,20.173,18.8041,20.0457,20.8913,20.8822,17.8681,19.4763
ifa-2;ifa-3;O02365;Q21065,21.2521,21.1586,18.3777,19.5651,19.485,17.5787,20.6044,21.5367
ifa-2;O02365,23.4766,25.4963,23.4715,26.3174,18.4277,19.2374,21.1076,21.481
snb-1;O02495,29.4656,29.8004,30.573,28.8015,26.3613,27.0321,26.3035,25.9558
snb-1;O02495,22.8648,24.2147,24.0936,22.842,23.3668,22.9133,23.8319,24.2873
snb-1;O02495,27.1705,27.8202,27.8131,28.1966,29.2604,29.6292,28.5876,27.626
snb-1;O02495,25.8526,25.3807,25.9838,24.4132,18.4729,19.8705,20.5322,19.4241
snb-1;O02495,26.0409,25.984,27.0563,27.6962,17.75,17.2617,20.5655,19.1059
snb-1;O02495,20.6044,19.4455,22.6264,22.1646,18.7535,17.9709,17.9544,18.8862
gpx-1;gpx-2;O02621;O62327,19.9312,17.944,20.1456,19.509,19.234,19.485,19.4214,18.2163
cyp-35a2;O02628,18.467,17.6272,19.2838,18.6559,19.7986,19.9945,19.8514,18.6858
rpl-19;O02639,21.6884,20.066,21.3809,20.826,19.927,19.9725,20.2598,19.8826
rpl-19;O02639,20.3289,19.3747,19.0895,19.8994,17.5463,19.3702,22.0847,18.6267
mdh-2;O02640,17.6859,20.5602,18.8954,20.5573,21.2451,19.363,21.3596,18.7391
mdh-2;O02640,19.9576,21.293,20.7356,19.0147,19.7259,19.7644,18.5488,18.7164
cyp-33c8;O02641,20.0354,19.3504,21.0142,21.6801,22.9654,24.0689,24.3138,24.1455
cyp-33c8;O02641,20.6813,19.4734,20.934,17.9308,23.3001,23.8061,23.6189,22.6515
unc-64;O16000,20.2137,19.4555,19.4775,17.6395,23.431,23.8713,25.7026,23.5765
unc-64;O16000,19.5034,19.6951,20.7666,19.3251,23.0236,24.4844,23.4425,24.1308
;Q8MXK1,19.835,20.9209,19.1875,18.2808,24.9943,26.39,25.7633,24.8179
mcm-7;O16297,19.6131,18.3889,18.9912,20.621,21.1311,20.4564,20.7174,17.2951
dnj-19;O16303,20.1206,19.0741,18.8822,19.3342,22.6518,23.3392,23.6574,23.0168
dnj-19;O16303,19.7039,20.3573,19.9366,19.3428,19.0654,19.4102,18.335,19.556
dnj-19;O16303,22.2272,22.6938,22.2416,22.8826,26.9831,25.6446,27.468,25.6345
cmd-1;O16305,21.2423,19.6266,20.9125,19.2641,25.4772,24.7385,24.7817,24.7149
cmd-1;O16305,20.6908,19.9101,19.0269,19.9331,20.6,17.8216,20.0648,20.6474
cmd-1;O16305,18.4235,20.3022,18.7031,19.5088,24.6613,25.1789,26.5259,24.6664
cmd-1;O16305,19.5534,20.3244,19.8018,21.7641,26.1725,27.7032,28.2003,27.3088
cmd-1;O16305,23.9579,22.0438,24.3681,24.0502,25.8353,26.981,26.4015,26.139
catp-3;O16331,19.6631,19.0881,20.5538,17.5965,26.4531,25.1128,25.2129,24.1171
catp-3;O16331,24.1653,24.3051,24.6319,23.4716,19.1861,20.3075,19.9371,20.1917
rpt-2;O16368,18.2476,17.5856,20.14,19.494,18.8348,19.4393,20.5393,20.2503
rpt-2;O16368,16.9639,18.5839,19.6798,21.5093,17.9217,20.9733,21.1406,15.8832
C36C5.12;O16406,20.3883,19.5559,18.8212,20.2084,22.9814,23.7365,22.6194,21.8086
tag-196;O16454,19.7456,18.8249,20.893,21.5346,20.2265,20.1981,20.7586,20.3197
atp-4;O16517,19.5032,19.9534,18.5334,20.9107,19.9452,18.7232,20.1065,19.4971
atp-4;O16517,20.0363,18.1882,20.0405,19.0793,20.3752,18.1659,18.7832,16.0568
atp-4;O16517,18.9389,17.6134,20.9456,20.3858,19.0269,19.2124,20.8853,18.861
alh-4;Q8MXJ7,18.2866,17.2842,20.1947,19.485,20.3734,20.9995,18.2718,20.4173
fbxc-50;O16541,20.6452,18.8968,18.0645,21.4131,19.4542,19.3618,21.0717,20.5158
;O16547,25.3715,25.4839,26.4799,22.3655,22.8995,26.4369,27.8189,26.3136
;O16547,20.3012,16.7565,16.9534,19.5778,22.8995,23.0965,23.9806,23.4436
;O16547,19.7167,21.0709,17.2983,21.441,20.2092,20.1316,19.7446,20.5162
;O16680,18.6852,19.1549,19.7282,19.0255,21.14,19.2451,19.9692,16.5882
;O16682,21.277,20.1901,19.3535,20.9125,16.8024,20.0134,19.6335,17.1441
;O16682,23.4252,23.8315,23.3751,24.2387,19.7252,18.2333,20.2925,20.0529
;O16682,19.888,17.7968,20.132,18.2688,20.4253,19.0721,16.3372,18.7922
;O16682,20.0991,17.8198,18.473,19.2873,21.3816,18.3043,20.4909,18.0596
;O16682,19.4292,17.1836,19.1926,17.5685,17.5438,19.4905,20.5185,19.0827
;O16682,19.9701,19.5213,19.469,19.7279,19.1621,18.8823,20.9712,16.1402
;O16682,23.6854,23.6631,24.0486,23.6343,24.6845,24.8919,24.3313,23.9461
;O16682,18.9124,20.2879,18.3177,19.1812,19.4545,20.2373,18.5552,21.4073
;O16682,18.5507,19.7523,19.3576,17.6708,19.7986,20.2236,20.0491,18.6787
;O16682,20.5867,17.2147,21.7406,18.3136,17.7727,19.2092,19.632,18.2026
;O16682,19.0805,19.317,20.4117,19.8942,23.9481,23.6384,22.6116,21.9883
;O16684,25.9101,25.2389,26.2005,25.2203,17.2007,18.946,19.4429,19.8592
;O16697,19.2605,19.0834,21.1688,19.2447,22.321,24.1487,22.5124,23.7392
;O16697,16.7736,19.8356,19.6441,19.0682,25.5785,22.5931,22.5124,23.438
pat-6;O16785,20.256,17.3679,18.362,21.7688,17.5048,16.902,21.9488,18.2535
ugt-41;O16922,19.4233,17.5649,19.2942,20.5133,19.389,20.055,18.9344,17.1759
ugt-41;O16922,19.9444,19.1506,19.1008,19.6711,19.3354,20.1385,21.2505,17.6377
;O16997,19.5714,19.2604,19.1236,20.0259,20.5824,17.2258,19.0258,21.1559
;O16997,20.1312,21.6197,19.3078,19.0527,18.3656,16.4163,19.1337,19.5377
;O17069,25.6357,24.4815,26.4834,24.2817,18.3624,17.6729,20.1439,18.5263
;O17069,17.8176,20.465,18.7749,21.4097,18.187,20.4907,20.9156,19.4066
rpt-4;O17071,17.3362,20.1515,19.4123,20.2966,18.7439,17.2582,19.0964,17.9686
rpt-4;O17071,19.8516,18.4319,19.2604,19.6488,20.2591,21.2754,18.1958,19.4533
;O17167,19.1412,18.6146,19.076,20.7749,25.4187,26.7625,25.2219,26.3687
;O17168,19.491,19.4004,17.6381,21.2006,18.8674,18.6775,18.1993,20.1142
fbxa-165;O17199,21.0902,18.6587,17.5372,18.1891,23.4589,23.4636,24.5574,22.8433
rps-22;O17218,20.4362,21.4251,19.9304,19.6719,22.564,21.4892,21.3509,21.542
rps-22;O17218,23.5185,23.4081,23.7015,22.1148,23.3643,23.0871,21.9467,23.3483
rps-22;O17218,23.4368,23.8409,24.3546,23.5438,17.1577,20.6598,20.1339,19.182
mct-6;O17328,21.6628,22.6149,21.7319,20.3031,19.8196,19.2111,17.8079,19.1479
mct-6;O17328,21.3658,22.3254,23.5907,23.2136,24.8618,24.5645,25.3836,24.1112
mct-6;O17328,19.2263,18.1062,18.391,19.6301,18.1115,20.8733,20.1014,18.1585
mct-6;O17328,20.963,17.6426,19.7108,20.6188,23.9136,23.8849,24.4006,22.8292
mct-6;O17328,18.4808,20.8006,17.6658,19.7786,20.6363,18.3202,20.7633,20.5642
mct-6;O17328,19.3566,16.0657,20.7753,17.7811,19.2927,19.823,19.9038,19.8057
tth-1;O17389,18.3244,19.1703,17.2105,18.6304,22.2169,23.1828,23.7387,22.4042
tth-1;O17389,19.2811,19.6049,17.9443,19.7804,19.786,18.6968,19.5418,20.0811
tth-1;O17389,20.5109,19.25,19.9946,20.702,21.4234,19.7785,20.4367,19.5502
tth-1;O17389,20.2566,18.3185,20.156,18.6512,18.1496,18.961,19.2521,18.0643
tth-1;O17389,19.4887,17.7465,21.2374,21.0121,19.3998,18.429,18.0629,21.5621
;O17390,20.0873,20.0398,21.3124,19.4371,23.6434,24.4338,26.4734,25.5652
F52H2.6;O17397,21.6094,20.1196,18.2807,19.0162,21.8769,22.2107,23.8422,21.5791
F52H2.6;O17397,22.6206,24.6973,24.1582,23.9588,20.3648,19.2882,20.1929,17.2995
F52H2.6;O17397,20.7214,20.898,21.3627,19.103,20.0757,20.0182,18.9829,17.6614
attf-2;O17406,20.5951,18.1376,18.9672,19.3526,17.71,19.178,21.1419,17.8456
attf-2;O17406,18.9554,18.6423,20.3197,19.4028,20.7703,20.2638,20.2475,19.6176
attf-2;O17406,16.3136,21.4401,19.5602,20.1049,19.8279,19.1191,20.5468,20.0571
attf-2;O17406,18.9888,17.0985,18.7822,17.0477,16.2478,18.9069,18.8322,18.0716
attf-2;O17406,20.0057,18.3382,19.0887,19.8404,23.8421,24.2057,24.1812,23.8354
attf-2;O17406,21.0098,19.2888,20.9523,19.2308,19.3362,20.2575,18.522,20.2986
attf-2;O17406,18.3561,20.6673,20.2072,19.7442,20.1093,16.4787,20.2208,19.7277
attf-2;O17406,20.0852,18.9125,20.4602,18.6545,19.2842,17.5695,21.5371,18.6174
;O17524,21.0816,18.7748,20.6767,21.6595,20.7159,19.53,19.044,18.8715
rap-2;O17599,19.6331,20.8222,16.8664,17.6951,17.592,20.9511,19.9996,20.2049
ruvb-1;O17607,21.4854,22.6981,20.6307,21.0122,23.7789,24.4288,24.8639,23.4134
sams-1;O17680,21.564,18.6634,20.1623,21.5159,18.3854,21.6815,18.7007,19.7872
;O17682,20.9381,18.8606,19.9424,17.8356,17.839,19.1773,19.3055,17.5867
nasp-2;O17687,17.7002,17.8958,20.3755,18.0192,17.9477,20.3442,18.7153,18.9153
nasp-2;O17687,21.7981,18.5147,18.6677,19.4157,19.4762,19.3531,19.3958,18.9861
nasp-2;O17687,18.8437,17.5911,19.5762,21.0867,21.3907,17.7744,19.6695,21.1436
nasp-2;O17687,20.7595,17.6505,18.0829,17.4657,19.2454,20.0336,20.9362,19.5499
nasp-2;O17687,21.0026,18.5136,20.3572,20.9757,23.325,23.1692,23.659,23.1616
nasp-2;O17687,20.7682,19.8858,20.017,17.5003,19.4227,19.8914,19.0761,18.0603
nasp-2;O17687,24.8892,26.0467,24.6876,24.3825,19.3947,20.4012,20.9072,20.7582
nasp-2;O17687,18.7769,18.7725,18.2524,17.892,19.8264,21.0782,20.7199,19.8276
nasp-2;O17687,25.7963,24.6588,23.8436,26.2701,19.1657,18.9621,19.8807,18.1835
nasp-2;O17687,23.6607,23.8825,25.6205,22.26,17.5791,18.1284,20.5069,18.9397
nasp-2;O17687,17.4245,19.5921,18.4521,19.3419,24.1777,24.5407,23.3652,23.661
nasp-2;O17687,21.1339,18.2895,21.758,17.7962,24.7294,23.5772,23.2874,23.5298
nasp-2;O17687,21.2284,20.5109,20.1825,19.483,20.9637,18.8872,18.062,19.0323
nasp-2;O17687,18.0042,19.095,17.0033,16.0797,19.4,18.4969,17.7003,17.9901
nasp-2;O17687,19.4604,19.3986,20.6686,17.2884,20.7894,15.5384,20.4197,20.8315
hda-1;O17695,21.8621,19.5504,21.2023,19.9231,18.3003,19.3823,22.0218,18.0615
;O17742,19.1879,18.9635,18.9008,17.6487,24.3046,24.8827,25.4348,24.847
tkt-1;O17759,20.5276,18.3016,20.2172,19.9356,19.0839,20.4764,20.2739,21.4158
tkt-1;O17759,21.6622,18.3165,19.2398,20.8549,18.5875,17.5933,16.9593,20.6692
;O17773,17.3611,17.549,18.1672,19.2043,18.6071,19.4019,19.994,19.8454
;O17785,19.5447,19.9773,18.1771,18.6045,20.8762,22.7915,24.5856,21.9154
;O17785,20.6443,18.4771,19.0924,18.5803,17.4613,17.2283,19.9396,21.1861
;O17893,18.4672,19.3148,20.5988,20.0479,22.6267,22.3527,23.3114,20.8973
ctg-1;O17907,18.7079,17.369,16.8197,18.4309,19.8051,20.3186,19.7118,20.9417
ctg-1;O17907,20.0752,21.3696,19.0363,18.752,20.3088,20.3594,19.7684,18.9608
ctg-1;O17907,18.7519,19.492,20.2571,20.2702,20.7572,20.9064,20.4988,19.8795
ctg-1;O17907,22.1951,22.7658,23.0618,22.499,21.4978,21.2035,19.9953,18.0195
enu-3.6;enu-3.4;enu-3.5;enu-3.2;enu-3.3;O17914,23.9905,25.0868,25.9912,23.77,18.1857,19.8434,21.3468,20.6612
ran-1;O17915,22.2271,21.6238,24.001,21.9383,22.928,22.788,24.2146,22.2981
ran-1;O17915,20.621,20.159,19.3967,17.3375,21.4685,18.1619,19.7299,19.7064
ran-1;O17915,18.0864,20.9328,20.3768,20.3156,18.7083,17.5173,20.5854,19.7839
K01G5.5;O17919,20.9317,19.1173,17.8848,18.9139,20.2537,21.2204,19.6167,18.818
tbb-1;O17921,19.6724,19.7419,20.6088,21.7256,17.5827,17.8684,19.8149,19.8302
tbb-1;tbb-2;O17921;P52275,23.5686,23.1084,23.5415,21.3977,18.7215,18.2241,20.0243,18.9976
tbb-1;ben-1;O17921;Q18817,20.6906,20.7959,18.0109,20.0669,19.4522,19.2051,19.1734,16.1314
arrd-11;O17981,24.3927,25.7489,23.9621,24.1964,24.0775,23.533,23.6744,23.5058
;O18131,18.564,19.6772,19.7831,21.3884,16.1277,19.1511,20.4412,20.0983
ogt-1;O18158,24.7834,23.288,25.4898,26.1777,19.4024,20.1912,21.3683,16.7924
ogt-1;O18158,19.8696,21.3532,20.5662,20.3395,18.0295,18.5056,17.7284,20.827
maea-1;O18188,20.6022,20.4094,19.0609,19.4491,21.209,18.5833,20.2214,20.989
;O18224,18.2157,20.9752,20.9782,20.143,16.3567,20.9645,17.5933,20.7264
;O18224,19.4801,20.2047,18.9648,19.4906,18.4926,17.8813,18.0573,21.3372
Y57G11C.3;O18229,18.5167,21.291,19.7311,21.0004,18.6032,17.7503,20.4478,21.0796
rps-18;O18240,16.1807,18.7195,19.254,17.5494,19.588,18.0821,19.5714,19.1611
rps-18;O18240,21.0626,19.5913,20.1793,16.8435,18.6392,19.671,21.6804,19.9968
;O18307,24.5033,22.868,24.1348,24.0468,25.7396,25.7962,25.1162,24.7628
;O18307,19.9229,18.2607,18.7048,18.0791,19.0756,18.5436,20.0741,18.9263
;O18307,19.6919,21.5668,18.0894,21.0799,19.7596,18.4857,16.6664,18.768
;O18307,20.8146,18.325,19.0323,19.2124,18.038,19.9056,20.4905,19.5409
;O18307,18.2028,20.2743,21.3851,19.594,17.8635,18.8941,21.9051,18.8802
rps-19;O18650,20.9912,18.8771,20.3369,18.8841,19.0943,19.3756,18.3272,21.6262
rps-19;O18650,24.0224,24.6624,23.8549,22.9614,19.2496,21.2467,19.0728,19.6095
rps-19;O18650,19.6334,21.1807,18.0903,19.5862,20.3841,18.5645,20.171,19.2301
rps-19;O18650,24.1608,23.9521,21.808,25.2557,20.7865,19.7392,21.1644,18.831
rps-19;O18650,20.1587,19.2395,18.3471,18.6592,19.9531,17.9874,21.1922,19.9051
rps-19;O18650,18.9459,20.6956,19.3337,21.1836,16.5949,19.7119,21.3708,19.5921
;U4PF18,21.6822,18.0111,18.1063,18.6349,17.0592,20.4732,16.9668,19.1653
perm-4;O44144,18.367,21.0965,20.4538,17.9963,22.4658,23.9615,23.6607,23.7423
perm-2;O44145,22.1327,22.6758,21.4063,23.3699,20.3309,18.3167,18.5096,19.2108
;O44154,19.9634,19.9134,17.8062,20.9992,20.5467,19.3173,21.1261,19.5364
rfc-2;O44175,19.7741,19.4521,20.3914,17.7348,20.2415,21.4932,18.37,17.8248
rme-2;V6CIR8,22.5888,22.1712,22.3712,22.33,22.2794,23.1054,22.3014,23.2023
F37C4.5;O44400,24.3179,24.947,24.5334,22.482,23.2144,25.2072,25.9098,25.1499
F37C4.5;O44400,24.8807,24.6436,25.1363,23.0757,22.1711,22.8468,23.4337,22.7552
F37C4.5;O44400,18.3511,20.211,19.8672,18.5736,16.7955,19.3379,19.665,19.8821
otub-4;U4PEY4,23.7996,25.578,26.9525,26.463,24.9697,25.7569,24.1544,25.9575
May-02;O44441,18.3613,20.1695,20.6683,21.6752,20.1055,18.8868,16.8908,17.9777
May-02;O44441,20.2937,19.5846,20.6936,19.0042,23.0328,21.7492,22.9449,23.5711
;O44444,19.7257,21.1446,21.859,19.178,19.1022,20.4489,18.2658,18.6079
snpn-1;O44445,20.5548,19.0082,21.7166,16.9412,18.1321,17.0632,19.9457,19.7157
snpn-1;O44445,22.6021,23.1082,23.0357,23.9579,24.5975,25.2474,24.6675,25.202
rpl-20;O44480,18.4835,20.6139,20.8117,20.4087,18.701,17.9932,20.3731,20.2395
rpl-20;O44480,23.2389,24.8167,23.1314,22.9462,20.4559,19.8691,19.0549,19.9368
rpl-20;O44480,19.2367,21.0212,20.7745,21.1058,20.1489,21.5618,20.4102,20.321
rpl-20;O44480,23.636,24.0944,23.1953,21.7888,26.7124,26.8967,26.8924,27.2378
rpl-20;O44480,19.3193,21.0845,20.5539,21.6693,18.5368,18.8743,17.6414,18.126
rpl-20;O44480,23.9624,23.0926,23.3349,22.223,21.6177,24.4125,23.598,23.898
rpl-20;O44480,20.3645,18.6106,19.3841,17.7923,22.7973,23.9416,23.4808,23.9341
rpl-20;O44480,20.0071,21.3339,19.3801,19.4198,15.028,17.338,19.2069,17.461
