geneName,log2 daf2_d5_01,log2 daf2_d5_02,log2 daf2_d5_03,log2 daf2_d5_04,log2 daf2_d1_01,log2 daf2_d1_02,log2 daf2_d1_03,log2 daf2_d1_04
oac-59,13.1444,13.2048,12.6314,12.7681,11.0661,10.8012,10.3498,10.7525
"C42C1,8",13.6985,15.0083,13.7606,15.2508,12.6456,12.9428,12.7097,12.9055
"C42C1,11;AP-1",15.1091,15.6009,14.9778,15.2949,14.6765,14.3188,14.3926,14.3582
rpl-34,17.1285,16.8625,17.655,18.0225,19.5652,19.4955,19.399,19.6166
erl-1,15.6124,16.4046,16.1948,16.2143,14.4387,14.419,14.2626,14.5015
tag-335,15.3179,15.1994,15.238,14.655,13.9153,13.5012,13.6391,13.7501
fbxa-6,14.0005,13.6527,13.2647,13.6851,14.1002,13.482,14.2028,14.0387
"CELE_cTel55X,1",12.8093,13.302,12.6293,12.6953,14.2225,14.3629,14.544,14.6483
"C44C10,9",14.3795,14.4339,13.9266,13.6695,15.1902,14.5167,15.212,14.454
"CELE_F14D7,12",12.7957,13.016,12.6351,13.0049,12.9113,12.0042,12.782,12.9307
"CELE_D1086,17",13.0042,13.3308,13.0335,12.8024,11.0698,10.7264,10.7121,10.7648
"CELE_W06G6,15;CELE_Y70C5B,2",12.9708,13.156,12.8178,13.0243,12.7203,12.6388,12.7956,11.736
"CELE_Y71F9AR,4",12.5769,13.3474,12.3411,12.7264,13.1601,13.6086,12.8662,13.4453
"CELE_Y47G6A,33",16.7815,16.182,15.9714,16.6896,15.6256,15.8359,15.3576,15.225
"CELE_ZK813,7",19.9388,20.1218,20.893,20.7351,17.8415,17.9864,17.8462,17.6544
"CELE_T28A11,2",16.3293,16.4814,16.7128,16.9541,14.0736,13.6944,13.9573,14.3946
guk-1,16.2039,16.8,16.8613,17.0391,16.5998,16.5146,16.4876,16.1897
"CELE_Y53C10A,6",12.6442,12.8762,13.0543,12.9848,10.9374,10.7436,10.7154,10.7589
"CELE_Y48C3A,18",12.4206,12.429,12.9918,12.7778,11.0432,10.599,10.7511,10.7269
"CELE_Y39B6A,3",13.722,14.2463,15.0963,14.6482,14.1434,14.1578,14.2195,14.6301
dab-1,15.0229,15.5429,16.5326,15.2277,14.1256,14.4991,14.5643,14.6989
"CELE_F25H8,1",13.0852,13.171,12.9509,12.9207,13.3366,11.8957,12.4142,12.8967
swsn-9,16.1223,16.7127,15.3695,15.853,13.474,13.4911,13.3346,13.9429
"CELE_ZC434,7",15.0436,15.5575,15.1552,15.8105,13.552,13.8637,13.7331,13.7471
rad-50,12.9569,13.3048,12.9959,12.9625,10.9721,10.6103,10.7281,10.8314
"C25F9,11",13.5509,14.9179,14.1587,13.9736,13.4741,13.3233,13.2217,13.7609
sin-3,12.8229,13.3883,12.6937,12.601,13.187,11.6217,15.2142,13.0748
hmp-1,15.0407,14.7433,17.0032,17.2491,15.0707,16.247,16.4734,14.7152
dhs-3,17.5699,17.4296,17.4031,17.6217,16.9409,16.7647,16.7677,16.7128
nra-2,15.1105,15.4396,15.1025,15.2569,14.7414,14.776,14.5038,14.5177
"CELE_Y37H2A,14",15.321,15.9662,15.3175,15.0593,12.7057,12.8296,12.8398,12.2515
"CELE_F27E5,7",16.0243,16.7885,14.5097,15.507,13.6331,13.4758,12.3074,13.6437
saps-1,14.2699,14.7796,14.6508,15.8696,14.3216,13.8438,13.6291,13.6957
"CELE_ZK809,8",12.9802,13.4272,12.719,13.0068,13.1543,12.576,12.2292,12.4502
"CELE_D1081,7",13.1119,13.2847,12.8668,13.0715,13.252,12.1051,12.8852,12.5483
aph-2,13.0445,13.3234,13.0667,13.0411,13.3522,12.0507,10.9389,13.0104
"CELE_F15B9,10",14.5628,17.1171,15.6987,15.8676,14.1555,14.3339,14.627,14.3633
"C27A7,5",13.1401,12.9968,12.8392,12.3034,12.4841,12.9282,12.6733,13.0203
"CELE_F30A10,13",16.5538,16.5783,15.4204,15.5615,13.9482,13.6368,13.5306,13.0255
"CELE_F30A10,14",17.3493,17.8046,17.959,18.1023,13.8644,13.9001,13.7352,14.0697
"C04H5,7",13.142,13.2514,12.4691,12.4414,12.201,12.6418,12.621,12.8181
"C13B4,1",16.483,16.7528,16.2636,16.0414,13.2131,12.9238,12.6891,13.3037
"CELE_F02E9,10",14.8329,15.3626,14.7295,15.2374,13.7785,13.9841,13.231,14.028
"CELE_R13H4,2",15.3467,14.5551,15.0076,15.0411,13.4987,13.3026,15.2309,13.162
"CELE_ZK228,4",12.9336,13.3772,12.8842,13.0426,13.3276,12.8095,13.3328,13.4258
"CELE_K02B7,3",16.9592,17.3141,17.1982,17.1259,15.3166,15.5945,15.5352,15.5535
nuo-3,16.1672,16.4317,14.8305,16.1235,14.9476,14.6438,13.794,14.5605
"C44E4,5",13.1601,13.0714,14.5676,14.113,12.2093,12.8376,12.8926,12.3777
"CELE_F49E2,2",16.1032,17.0594,15.1026,16.064,14.9962,14.738,14.7141,14.4689
"T07A5,7",13.1318,13.1353,12.736,12.926,15.466,14.5943,14.839,14.029
"CELE_T04F8,7",12.9389,13.2706,12.9413,12.8962,13.8782,13.4211,13.6128,13.867
"gpb5;CELE_T23B12,8",12.7291,13.6358,14.0757,13.0755,10.7624,10.419,10.6895,10.3945
"CELE_F49D11,10",16.8063,16.5166,15.9331,15.74,13.9478,14.2657,14.24,14.3678
oxy-5,18.813,19.1901,18.2274,18.6896,17.4948,17.2857,17.2052,17.9088
mrg-1,15.8274,15.5545,16.0409,15.9705,15.3223,15.1584,15.1985,15.1915
obr-1,13.0332,13.268,12.8954,12.1354,11.0492,10.7062,10.6238,10.5307
igcm-3,14.6854,14.9583,14.7177,15.3303,13.7174,13.5886,13.2598,12.9549
unc-16,13.8726,13.1919,13.2512,13.7115,13.1145,12.9692,12.7061,12.6746
gpdh-2,18.5633,18.4478,18.4301,18.4484,18.0555,17.834,18.2106,17.7454
sly-1,16.0324,15.9459,15.162,15.3402,14.0864,14.436,14.2718,14.3005
"B0393,9",15.3762,14.8583,15.3091,15.1983,15.2155,15.1101,14.9456,14.9085
cisd-1,18.9913,19.2481,19.3309,19.5815,18.6432,18.2269,18.4732,17.9192
"CELE_F09E8,2",15.4541,15.6355,16.1624,15.6997,14.1795,13.7306,13.9281,14.3406
lsy-22,16.5937,17.897,15.7558,16.6846,14.3953,14.0322,13.9197,14.0495
"C24H11,5",13.0818,13.3426,13.0405,12.7657,13.644,13.6715,13.4762,12.9892
"CELE_F10A3,17",15.9852,15.4612,15.4171,15.3744,14.9793,14.781,14.7792,14.5743
pnc-1,16.5974,17.7286,16.2115,16.4234,14.695,14.4949,13.4953,14.2289
"CELE_Y94H6A,12",12.8606,13.4104,13.0322,12.7936,10.8975,10.7117,10.6244,10.6808
"CELE_F56C9,6",15.6014,16.2499,14.8267,15.4045,14.7381,14.876,15.3822,14.5868
"CELE_T28D9,4;T28D9,4",14.7436,13.7647,15.1409,15.6361,14.4001,14.347,14.2851,14.17
"C28G1,5",14.8929,14.8659,14.961,15.5647,13.9695,13.779,14.0849,14.4343
gpx-7,12.7785,13.8817,13.6017,13.7694,13.5858,13.5105,13.5996,13.4334
"CELE_F41D9,2",14.8782,15.9473,13.3482,16.5375,15.1638,14.78,14.9172,14.4964
"CELE_T04F8,8",15.6791,16.1589,16.4309,16.864,16.3995,16.2506,15.8983,15.5812
"CELE_ZK856,16",16.0173,16.253,17.007,17.3473,14.6105,13.9262,14.3213,15.032
"CELE_F23B12,4",13.1341,13.4257,12.696,12.8617,15.0211,14.3646,14.8787,14.5395
"CELE_K09A9,6",13.0836,13.3216,12.8632,12.7979,13.1505,13.7095,13.5203,13.456
"CELE_H14N18,4",12.3351,13.3813,12.8068,13.0463,11.1903,12.5758,12.2474,12.8934
"CELE_T12B5,15",12.86,13.2781,12.9257,12.6171,12.7115,13.5679,13.0404,14.2705
"CELE_Y17G7B,20",14.8047,15.1124,14.4509,15.3668,12.9785,12.9381,12.4669,13.1314
"CELE_E01A2,1",13.5055,12.7029,12.5736,12.8329,14.022,14.0249,13.6116,13.3781
"CELE_T02H6,1",14.0975,14.9118,13.7559,13.5899,14.1397,13.6495,13.7438,13.6861
"CELE_Y37E3,11",16.8137,16.2133,17.2123,15.9924,15.3855,15.4338,15.3519,15.6178
"CELE_M03F8,3",12.896,13.3659,12.9565,12.9126,13.5188,13.5085,13.326,12.9378
"CELE_F55B12,10",15.7405,14.6986,15.2145,15.9035,16.3103,15.348,16.0219,16.001
pptr-2,14.3601,14.1521,15.0532,14.5272,14.5366,14.4084,14.2659,14.2909
"maph-1,2",16.4752,16.8223,16.4792,16.853,15.2624,15.2391,15.3012,15.3769
"CELE_K09G1,1",12.7793,13.2196,12.3409,12.9997,13.5487,13.4959,13.4155,12.2788
"B0303,7",16.2117,16.3816,16.1003,15.88,13.6323,13.1551,13.6418,12.5017
"C23H3,3",13.9686,14.0559,13.4374,14.183,13.386,13.8413,13.6312,14.1013
"C17C3,1",13.3619,13.5964,13.4345,13.5351,13.9212,13.7297,14.0825,14.0016
glna-1,12.9859,13.3544,13.0117,13.0199,14.3243,13.4045,13.541,14.4802
"CELE_Y61A9LA,11",13.0439,13.4257,12.3035,13.0602,12.3233,12.5652,10.562,12.513
"CELE_F41E6,5",12.5598,13.3938,13.0617,12.937,13.5182,14.1879,13.5641,13.3849
"CELE_T25B2,2",17.0805,16.6036,17.1596,17.3488,14.3139,14.0676,13.384,13.8438
trpp-1,13.0291,13.15,12.901,12.8031,11.5468,12.0543,12.109,12.0444
tsp-10,13.0789,13.2041,12.7063,12.8878,11.0296,10.5724,10.9716,10.8374
ugt-26,16.1929,16.2029,16.1446,16.897,14.2374,14.4072,14.2201,14.3813
"C14H10,3",14.6345,15.5736,14.3517,13.533,14.5629,14.0832,14.3098,14.0185
"CELE_D1086,10",19.9963,20.0103,19.6325,19.8193,19.0606,18.6365,18.5932,17.9868
poml-3,16.8777,16.3685,15.8772,16.4513,15.0236,14.8729,15.2785,14.8224
unc-57,17.1517,17.4588,16.857,17.1118,15.8508,15.5103,15.6409,15.7983
szy-20,15.9856,16.6144,17.9625,16.5612,14.7523,14.5845,14.966,14.3452
"CELE_T06E4,14",13.0774,12.9902,12.4875,12.9277,13.6381,11.9806,12.187,12.5953
"CELE_F13G3,10",12.5129,12.9887,13.0143,12.7307,11.0535,10.654,10.7677,10.7712
rmd-2,18.1434,17.8381,18.525,18.3382,17.048,16.6238,16.6206,16.4927
smc-3,15.6024,15.7746,15.078,15.8921,14.1992,14.0961,14.3852,14.2033
ntl-2,14.5941,14.8531,14.2035,14.668,14.3545,13.5404,13.7936,14.1143
gcn-1,15.7754,15.5507,15.7951,15.8896,15.9975,15.9046,15.9043,16.004
urm-1,18.1438,18.1976,18.3832,18.7141,16.5223,16.365,16.2912,16.2962
nono-1,16.4315,16.2988,15.8685,16.4711,16.0672,15.7803,15.941,15.8021
atf-7,13.1239,13.312,12.9029,13.0705,12.1542,11.5851,12.4554,11.7655
vps-26,15.0307,15.2588,15.877,16.3041,14.0937,13.8686,13.8968,14.1038
ndx-9,16.5558,16.6943,15.76,15.8055,14.7006,14.5652,14.6398,14.4495
"C14F11,4",16.9351,17.4484,16.223,16.2772,16.2963,16.124,16.1602,16.1137
abts-1,14.9082,15.726,15.5864,14.8705,14.9569,15.1018,14.9727,15.2814
"CELE_ZK858,6",14.7834,15.139,14.8066,14.5363,14.5469,14.8052,15.0242,15.1452
"C41G7,9",19.4722,20.1656,18.4635,17.628,18.0534,17.7467,18.1292,17.5874
lin-10,14.7805,14.7908,14.2388,14.5273,13.1888,13.3974,13.6139,13.3455
"CELE_M04C9,3",13.0603,13.408,12.8191,13.0433,13.6648,14.3612,13.743,12.9402
"C31H5,6",13.0798,13.4121,13.0392,12.7918,15.0567,14.0759,13.9081,13.3779
"CELE_ZK355,8",18.7249,19.5607,19.7109,19.8675,17.1943,17.1733,17.1351,17.1767
spds-1,16.1867,15.689,16.6937,16.5207,14.9413,15.2559,14.8876,14.0936
nxf-1,13.7299,14.4623,14.1894,14.444,14.9338,14.4403,14.5966,14.5602
"CELE_F38A6,5",12.152,13.6929,13.1243,13.4914,12.4959,12.6887,13.2726,12.5096
"CELE_T03D8,6",15.5997,15.8864,15.4929,15.9246,14.7634,14.6414,14.6748,14.5718
ret-1,17.4001,18.013,17.5113,17.4751,16.2783,16.0695,16.1009,15.9884
"CELE_D1086,12",15.8176,15.0673,16.0434,15.2894,14.0207,13.4326,13.0335,12.7755
"CELE_F52C12,6",13.6729,15.4948,16.1789,16.5155,13.4759,13.3975,13.8272,13.4996
"CELE_Y40B1A,3",16.2118,15.8323,16.0385,15.7001,13.3224,13.3233,13.1558,13.9415
pals-37,20.4114,20.7502,20.6265,19.9756,16.7302,16.1097,16.1813,15.5322
"CELE_F59A2,2",15.1133,15.44,14.8557,14.867,14.2548,13.7749,14.2605,14.4148
ptr-24,13.1401,12.8758,12.9223,12.8773,16.4546,15.2917,16.1591,16.3991
"CELE_F11C1,5",12.0933,14.5732,14.4365,14.3477,13.5519,13.1656,12.7553,13.242
"CELE_Y43F8B,1",18.8891,18.841,19.2274,19.3188,18.3606,17.8679,17.8961,17.7207
sam-10,13.0476,13.4206,13.0436,12.9128,12.5398,12.7169,12.7857,12.5558
dic-1,18.0754,18.1891,18.1522,19.6352,18.0828,17.6037,18.0075,17.787
unc-68,13.0759,13.231,12.6154,12.969,13.3129,12.6644,13.2767,13.1083
"CELE_T05H10,4;T05H10,4",14.4011,14.6479,15.5634,13.3412,14.9103,15.3823,15.2194,15.5609
"CELE_M05D6,5",15.3661,15.4515,15.713,15.7918,15.9185,16.0734,16.0548,15.9746
ctg-2,14.4582,14.8873,14.3879,15.3911,14.406,14.3978,14.8199,13.9477
rpl-32,18.1137,17.9064,17.9827,18.7288,20.4185,20.3278,20.4358,20.2701
"CELE_F37H8,3",14.6714,15.0149,14.2591,13.7468,13.9035,14.6082,13.983,13.7726
clec-146,15.4512,14.8623,13.9801,13.7379,15.0847,15.1447,14.4015,14.9989
tnt-3,16.4974,17.0799,16.2796,16.3893,16.4588,16.2426,16.2004,16.2984
mlt-11,15.1827,15.5988,15.3569,15.7079,13.0696,12.8837,13.1357,13.3025
hrpu-1,13.0514,13.0758,13.035,13.0213,11.9291,14.4872,13.1592,12.62
kcc-2,15.9924,15.9276,13.5813,14.2658,14.2145,13.8797,14.5963,14.0579
ced-7,12.9223,13.1435,13.0287,12.7964,13.8636,13.1838,13.2636,12.4758
"CELE_F17C8,9",15.4222,15.7818,14.9892,15.0749,14.9144,14.576,14.6614,14.7743
unc-119,13.0842,13.3969,12.6241,13.053,13.7482,13.8337,14.2917,13.2776
mrpl-46,15.7649,16.2221,16.7317,16.7056,15.3442,15.2691,15.4186,15.5139
"CELE_F40G9,5",12.8526,13.405,12.6614,12.9304,13.1061,12.8239,12.9646,12.9823
"CELE_F40G9,17",13.4242,14.7974,15.0223,14.2874,14.5196,14.8244,14.8007,14.2243
"CELE_Y54G11A,17",14.5487,14.0785,13.5669,13.6132,14.3242,14.6794,14.5636,14.7817
let-767,17.1269,17.419,16.6056,18.1997,18.3827,18.4976,18.538,18.6693
dnj-16,14.2134,14.3862,14.4507,14.5381,14.775,14.7863,14.6674,14.4458
cfim-2,15.9337,15.9838,16.1309,16.1767,14.6911,14.3486,14.2773,14.3731
magi-1,12.8485,13.2515,10.5774,12.3824,16.4737,16.0604,16.0995,15.4772
"CELE_F55D12,2",13.1255,12.7998,12.8736,12.853,13.1691,12.9089,13.2531,13.4495
"C39B5,5",14.4407,14.9412,15.0758,15.0352,15.8412,15.6527,15.9799,15.762
"CELE_Y32H12A,2",13.1346,13.3788,13.0612,12.7915,14.5873,13.5538,13.1651,13.3193
smg-3,12.8526,12.8634,12.8045,12.7234,13.9746,14.018,14.2354,14.1482
"CELE_F56B3,4",15.4044,15.551,15.5999,15.2472,12.4518,12.6587,12.7483,13.8014
"CELE_Y34B4A,8",12.9187,13.3826,12.2587,12.6921,10.9701,10.6883,10.7858,10.7712
csn-6,15.3776,15.8474,15.1804,15.5119,14.7055,14.5919,14.5038,14.4766
marg-1,15.0083,15.2012,15.0727,15.337,15.53,15.548,15.5799,15.6006
grsp-2,18.7493,18.997,18.667,18.5994,16.105,15.8034,15.5936,16.2589
"CELE_T28C6,7",16.4694,16.678,16.3024,16.8309,14.7601,14.2574,14.0531,15.2222
"CELE_T20D3,3",16.0832,16.5455,16.0015,16.5609,14.984,14.2234,14.8031,14.3934
"CELE_R102,4;R102,4",17.1781,17.3517,17.5161,18.0551,15.7688,15.9853,16.4009,16.0228
sao-1,16.274,16.2693,16.5374,17.2164,15.1745,14.9672,14.989,14.8551
"CELE_D1086,11",19.0839,19.5251,18.991,18.9998,16.7282,16.7591,16.6606,16.9086
sqrd-1,16.3531,16.7601,16.6129,17.3137,15.6728,15.5437,15.7386,15.4955
