geneName;Leading.proteins,log2 N2_d15_01,log2 N2_d15_02,log2 N2_d15_03,log2 N2_d15_04,log2 N2_d5_01,log2 N2_d5_02,log2  N2_d5_03,log2 N2_d5_04
;K8FDZ1,18.3357,18.4254,20.4056,20.71,19.5417,20.7795,21.5348,20.3938
;L8E833;Q23179,19.3605,21.0966,20.8708,19.6716,21.737,22.157,23.2602,22.6771
;L8E833;Q23179,31.0056,30.4705,29.9988,30.4131,25.5837,25.7443,25.7397,25.2246
;L8E833;Q23179,22.5523,23.3938,24.1864,24.7677,23.743,23.1713,22.1711,21.8451
;L8E833;Q23179,23.342,23.3938,24.4293,24.7677,21.6008,20.0305,21.0157,21.2162
;L8E833;Q23179,24.5805,25.3487,24.9102,26.1107,24.6476,24.1266,24.9369,24.9413
;L8E833;Q23179,26.534,26.1866,25.8315,26.4144,27.1748,26.888,27.4237,28.1007
;L8E833;Q23179,25.2796,24.1843,25.5491,26.0952,26.1451,23.8351,24.072,26.3522
;L8E833;Q23179,19.3188,19.7659,18.9946,17.8667,23.6895,24.0222,22.9848,22.9495
ZK688.5;L8EC34,24.3853,23.1271,25.0663,24.1671,20.9972,20.9976,21.4079,20.7874
ifb-2;M1Z854,24.7684,25.5516,22.643,24.078,25.2325,27.7158,26.5433,27.1718
ifb-2;M1Z854,19.9321,20.4272,18.4628,21.6141,20.5958,21.513,21.1599,20.6997
ifb-2;M1Z854,18.9395,21.236,18.7842,19.8453,19.6692,21.3553,20.2458,21.7728
;N1NSD4,17.3884,20.1696,21.2298,19.3101,21.3062,20.4169,21.4101,20.6339
;O01477,21.4721,20.1075,19.8276,21.7543,22.7137,23.1949,21.9758,23.022
soap-1;O01485,18.9393,20.3502,21.5734,19.2112,24.2205,24.8576,23.3624,23.6644
stam-1;O01498,29.113,28.2956,27.664,23.697,28.3146,27.2027,27.2565,28.5252
stam-1;O01498,18.6269,20.315,20.4946,20.3825,21.5938,21.1069,20.891,21.6115
stam-1;O01498,20.8952,18.6835,17.9781,19.0145,21.6266,20.6847,21.5055,21.6343
rpa-2;O01504,21.6765,19.5926,19.2372,18.3913,24.9123,25.1607,23.3824,24.7818
rpa-2;O01504,20.3136,19.7885,20.6632,17.3686,25.1011,23.505,24.185,23.8544
rpa-2;O01504,18.8245,18.5145,19.35,21.3475,24.3498,23.5907,22.381,22.0766
rpa-2;O01504,20.7869,20.7215,17.4114,20.7655,26.2378,26.0583,25.4256,26.0313
aars-2;O01541,21.3029,21.2511,22.3679,22.8424,21.3054,20.5234,20.2326,21.1607
cpn-3;O01542,19.7191,18.5067,19.9731,20.0351,21.9138,21.3336,21.1454,21.4419
npp-11;O01576,19.7343,18.4284,18.5753,19.2311,20.935,19.93,20.1735,21.2752
npp-11;O01576,20.6996,21.2783,21.5629,20.3827,21.3151,20.5844,21.425,21.5287
unc-108;O01577,25.8803,26.8299,26.419,24.4778,22.1408,23.3561,25.1868,24.4273
;O01591,21.3425,19.1416,19.8257,19.3734,21.6058,20.8553,20.2781,21.1227
T19H12.2;O01615,21.1526,21.3663,18.0885,19.2664,21.7882,20.7191,21.238,20.4646
T19H12.2;O01615,17.4268,20.9684,20.4297,17.2577,20.7665,20.1618,19.9858,21.5487
T19H12.2;O01615,20.8312,19.7386,18.3303,19.6241,21.5683,19.7646,20.1083,21.1494
inx-12;O01634,23.4737,23.6457,23.6813,23.221,21.3148,21.4081,20.1342,20.6929
inx-12;O01634,27.4116,27.097,26.2607,28.3488,21.9405,21.5377,20.6008,21.8988
inx-12;O01634,22.066,22.5942,21.9004,20.3068,21.5469,21.3296,21.1396,21.001
;O01681,25.5804,25.2241,24.834,25.4806,26.1101,26.2921,26.121,26.8622
rps-17;O01692,21.4694,21.1221,19.8831,20.2246,24.2347,24.0929,25.2744,24.6457
rps-17;O01692,18.9032,18.8655,19.358,20.1329,21.4188,20.8761,21.5219,21.118
rps-17;O01692,19.7138,21.141,18.2546,19.848,23.8972,24.7764,24.8168,24.8587
rps-17;O01692,20.5101,20.1661,19.1933,19.7041,21.8108,21.1734,20.7924,21.076
rps-17;O01692,21.3848,19.612,19.8023,20.0266,26.4366,24.5804,25.691,26.9839
unc-89;O01761,24.59,26.6407,24.8797,25.6587,23.5664,24.2186,24.2538,24.0032
rpl-7;O01802,20.5798,19.6873,21.4184,20.8292,20.4662,21.1003,21.1341,21.285
rpl-7;O01802,20.2663,20.0631,20.2118,20.5083,20.063,21.0109,20.266,20.7577
rpl-7;O01802,18.6875,19.811,20.7563,20.8184,20.8914,20.424,21.5314,21.1747
rpl-7;O01802,21.5627,21.081,19.3516,19.7787,20.7889,21.6167,18.8656,21.8279
rpl-7;O01802,19.8265,18.2381,19.7614,20.1758,23.2041,21.6648,21.6986,21.4805
rpl-7;O01802,29.0759,28.863,26.3556,27.4044,21.1807,21.5565,19.1193,21.6439
rpl-7;O01802,19.6433,19.6253,21.2774,21.4863,21.5803,21.2694,21.2875,21.3718
acbp-1;O01805,19.2014,18.8291,18.1303,20.509,21.4372,21.4643,20.9233,20.3615
acbp-1;O01805,20.412,21.6915,18.4612,19.9285,22.0696,22.294,21.6773,21.1188
acbp-1;O01805,21.4675,19.5963,18.6587,19.9371,25.3131,25.2224,25.4414,26.1744
;O01806,25.5,25.1731,23.4925,24.6291,23.9831,23.1273,21.8849,22.7512
;O01806,23.2339,24.1185,24.5,24.3121,21.7746,21.5036,21.3638,20.9434
;O01806,21.0991,21.6786,20.3986,18.5124,21.936,22.498,21.957,22.9243
lbp-6;O01812,20.5155,19.1895,21.217,20.392,20.607,21.4994,20.9088,20.8246
lbp-6;O01812,19.4555,21.5012,18.5997,21.0656,21.0395,21.3857,21.2765,21.2368
rpl-24.1;O01868,21.2817,19.7868,18.8508,18.764,21.6382,20.6609,20.775,21.7504
rps-10;O01869,19.7179,20.4934,20.3317,20.1147,28.0862,28.3045,28.0922,29.0901
rps-10;O01869,19.3285,17.6252,18.089,17.3841,29.1674,29.2827,28.687,29.7963
rps-10;O01869,21.3837,20.9284,19.5891,18.9416,23.9475,23.4434,24.7256,24.7363
rps-10;O01869,32.1226,32.8921,31.1602,31.5662,33.4312,33.6246,33.6819,33.4036
rps-10;O01869,19.8212,21.6752,19.3859,20.5037,26.4286,26.3745,24.4404,23.8681
rps-10;O01869,21.7916,22.633,22.6194,25.6585,25.6649,23.5198,25.4301,26.165
rps-10;O01869,20.337,21.2567,18.9528,20.8105,23.8736,25.3833,22.3412,24.9211
rps-10;O01869,20.5391,21.7822,19.5822,18.7018,25.3848,26.6262,27.5617,27.476
;O01893,21.9587,21.3258,18.2802,21.2618,24.1378,23.5574,23.2183,23.839
;O01893,26.7005,27.1477,24.3772,27.4659,26.289,25.7643,25.0773,26.2225
spin-1;O01927,19.4656,20.4579,18.7049,19.71,20.8866,20.7469,20.273,21.5307
spin-1;O01927,24.6812,25.5357,23.5526,24.6081,25.3248,24.8489,24.6621,25.741
spin-1;O01927,26.0303,25.6468,28.248,26.566,25.5472,23.8327,23.2947,24.9098
;O01963,19.3832,19.3067,19.2075,19.5534,23.0485,23.3654,21.6875,21.8816
cuti-1;O02051,20.4997,21.1998,19.262,18.6115,23.2316,22.6546,19.3042,20.7716
rpl-4;O02056,20.8893,18.2295,19.8292,20.9472,22.8556,22.8171,23.0184,22.1077
rpl-4;O02056,24.4284,23.827,25.1142,24.888,20.2331,20.3524,21.0203,21.439
rpl-4;O02056,19.5941,20.652,20.7292,19.7634,21.8309,21.4175,21.4745,20.4395
rpl-4;O02056,26.4536,25.0903,26.2331,25.0941,22.7669,22.379,23.2852,24.4758
;O02082,19.5923,21.2607,19.476,18.7521,25.7178,28.1647,25.7987,25.8753
rpb-4;O02092,25.4053,24.6607,24.5783,26.8859,21.442,21.6518,20.1077,21.388
pcn-1;O02115,20.5915,17.0136,20.598,21.2782,21.2427,21.2404,19.7981,21.4429
pcn-1;O02115,19.3394,21.9027,20.6111,18.6538,20.9189,21.2123,20.621,21.4216
;O02155,21.5234,19.1148,19.4094,19.9193,21.6973,21.5883,20.998,20.7999
;O02155,23.578,22.2241,26.3856,20.7507,21.3693,21.4908,19.8887,21.8023
pck-2;O02286,20.0558,20.1763,20.6637,18.8526,24.8265,25.7113,25.1764,25.6507
pck-2;O02286,18.8259,21.0724,19.6632,19.2548,20.8203,20.9871,20.4105,21.7129
eif-3.C;O02328,20.212,20.9862,19.9634,20.94,20.8741,21.631,21.2732,20.8164
nstp-5;O02345,19.91,21.607,21.2078,20.2468,21.6452,21.7673,20.0969,21.8291
nstp-5;O02345,24.9278,24.2864,23.6834,25.3625,23.7512,23.5217,22.4557,23.2944
ifa-2;O02365,20.1973,19.1211,20.1837,18.1519,21.7631,21.4109,19.084,21.4321
ifa-2;ifa-3;O02365;Q21065,19.4053,19.5653,21.4673,18.809,21.8192,19.9075,21.1373,20.8861
ifa-2;O02365,21.4243,19.7876,21.1868,21.0561,20.6828,21.7709,19.0128,21.844
snb-1;O02495,31.0916,30.4218,29.6174,25.4694,31.1154,31.1267,30.3864,31.1665
snb-1;O02495,28.9333,24.754,24.2458,26.4958,29.5597,23.6814,24.3235,25.3318
snb-1;O02495,29.2261,29.3639,27.9258,28.7814,28.4249,29.8396,27.8228,28.4543
snb-1;O02495,18.1586,18.4276,19.6974,19.6164,25.8624,25.5395,25.0915,26.1356
snb-1;O02495,27.9521,26.2252,21.4373,27.2355,27.7605,25.9373,26.4616,26.6957
snb-1;O02495,23.6272,22.9994,21.3042,23.9709,20.5463,21.5009,20.8442,21.4587
gpx-1;gpx-2;O02621;O62327,18.7184,21.3883,20.4797,21.2022,20.7949,21.2672,20.0771,20.3395
cyp-35a2;O02628,20.461,20.432,18.1474,20.2548,21.5295,21.2935,21.1088,21.2503
rpl-19;O02639,17.5223,19.9015,18.4229,21.1385,22.5509,22.6259,22.1594,21.9596
rpl-19;O02639,20.3466,17.967,19.6035,19.3988,20.8773,21.736,21.0638,21.0906
mdh-2;O02640,20.3846,20.393,17.173,20.4787,21.3447,20.969,21.4216,21.6686
mdh-2;O02640,20.5279,20.5131,19.1103,21.1345,21.1031,20.2312,21.404,20.6173
cyp-33c8;O02641,20.1289,18.5365,18.547,21.0011,22.8615,22.8975,23.1108,22.2273
cyp-33c8;O02641,22.2157,21.957,22.8195,24.409,20.7034,20.627,21.5215,21.1019
unc-64;O16000,24.2375,23.6042,22.9906,22.7636,22.6706,22.1255,22.5239,23.1745
unc-64;O16000,26.0831,24.7078,23.7266,23.9876,24.0702,24.2704,22.6605,23.9614
;Q8MXK1,26.087,26.9884,26.0239,25.2199,25.33,23.2515,24.6118,26.0016
mcm-7;O16297,18.7999,21.3993,20.975,19.8225,21.0701,21.2448,20.6818,20.1264
dnj-19;O16303,21.217,19.1828,20.5235,18.2094,23.5798,23.5703,23.1903,23.581
dnj-19;O16303,20.794,20.8118,17.7254,21.0586,24.0063,24.2141,22.5282,23.0928
dnj-19;O16303,19.6713,21.7707,19.51,18.0151,24.6248,24.6459,24.1494,22.9104
cmd-1;O16305,20.0744,21.8199,21.6038,18.5979,21.9447,20.5353,20.5391,21.6873
cmd-1;O16305,22.853,23.5669,24.7921,22.644,26.2454,25.0639,25.2593,24.8573
cmd-1;O16305,25.0526,25.5773,25.365,25.9714,23.5862,23.4099,23.1235,22.8857
cmd-1;O16305,27.2462,26.9792,24.8107,27.5299,27.4567,25.8086,24.4647,26.7734
cmd-1;O16305,26.4104,25.9604,24.2928,22.1947,23.7337,24.9374,24.7853,25.1522
catp-3;O16331,24.7014,24.1996,23.3236,24.9619,25.0218,24.7893,24.9436,25.736
catp-3;O16331,20.5219,20.4928,19.0659,18.8694,19.8327,20.118,21.4106,21.457
rpt-2;O16368,19.4495,19.7203,19.7762,20.3766,21.7263,20.3041,20.6068,21.4232
rpt-2;O16368,19.7616,20.2938,20.1048,20.9491,21.7533,21.5543,20.3806,21.1485
C36C5.12;O16406,19.5559,21.4662,17.9519,19.181,23.9941,25.2113,24.8464,25.6299
tag-196;O16454,19.4564,20.6654,19.9305,19.6958,21.1177,21.6431,20.4661,20.3654
atp-4;O16517,21.142,18.0773,20.2776,19.9308,21.4347,21.096,20.4758,21.5268
atp-4;O16517,20.1687,19.5282,19.847,20.0452,21.4395,21.0715,20.8729,21.7691
atp-4;O16517,21.1297,20.5022,20.2393,18.7707,21.8757,21.2385,21.4553,21.4752
alh-4;Q8MXJ7,19.4091,20.1077,19.6068,20.6782,21.6773,21.0349,20.0597,20.9796
fbxc-50;O16541,20.8839,20.9498,20.4404,21.3799,21.7376,21.5894,21.1912,21.2312
;O16547,27.206,26.5465,26.5877,26.6924,26.4786,26.6212,26.8181,26.9626
;O16547,18.1725,20.965,19.0021,20.4229,20.729,21.5954,20.9402,21.6897
;O16547,20.3203,19.6044,19.8265,19.6373,21.7167,21.9467,23.1922,22.7284
;O16680,19.1538,19.9355,17.4077,18.7056,21.0099,21.2941,20.1785,21.7005
;O16682,19.2909,20.0096,19.7421,19.908,25.3601,25.5655,24.6888,24.8405
;O16682,21.7465,18.4869,18.2668,20.2581,21.9046,21.3327,21.3588,21.1088
;O16682,19.5658,21.0862,20.3273,20.7241,27.007,26.0055,26.4034,27.1692
;O16682,18.6034,18.931,20.2098,19.3462,24.6348,23.6671,22.5389,23.9957
;O16682,18.4883,20.311,21.2098,18.5695,26.7597,25.879,23.6604,24.2215
;O16682,19.818,19.01,20.1603,20.4822,21.4183,21.7429,20.5268,20.5418
;O16682,23.3429,22.4996,22.3061,22.2644,26.2945,24.8506,25.4198,26.0341
;O16682,21.2574,19.3827,21.4582,19.6089,26.1977,26.8983,24.8446,26.2143
;O16682,19.8977,20.1971,20.6555,20.9081,24.6663,25.1012,24.217,24.549
;O16682,19.8252,19.9806,19.7858,19.1331,23.2723,24.1078,25.1395,26.8284
;O16682,20.2159,21.0755,19.6479,20.3184,20.8225,21.7794,20.6042,22.2342
;O16684,21.076,20.6654,20.0946,20.3118,24.4088,24.967,25.6801,25.7677
;O16697,22.0309,20.1691,19.9683,17.7881,21.177,21.3144,21.4766,21.8265
;O16697,19.2957,19.1222,20.1965,20.2602,21.8693,21.2877,19.9751,20.6554
pat-6;O16785,18.5082,20.5128,20.9438,20.2368,20.8718,19.8416,20.9242,21.7402
ugt-41;O16922,20.6661,21.6399,20.3582,20.6675,22.9174,22.8652,23.0315,23.051
ugt-41;O16922,20.9838,17.5158,21.0114,18.8668,23.5312,24.1293,24.1943,24.2586
;O16997,18.4754,20.9127,19.935,20.5431,21.6848,21.0638,21.3525,21.1824
;O16997,20.2772,20.8307,20.9459,18.717,20.2734,21.3515,21.1085,21.8193
;O17069,22.0414,19.4862,18.9737,20.2982,26.0771,25.3819,24.734,26.188
;O17069,23.943,24.8364,21.3239,22.4681,21.604,23.104,21.4029,24.0816
rpt-4;O17071,19.7193,17.408,19.7879,20.622,20.5653,20.6214,20.1967,20.3832
rpt-4;O17071,20.5893,21.6832,20.1291,21.0953,23.9155,25.5603,24.5639,23.6237
;O17167,24.1437,23.4881,22.752,24.8611,24.8818,23.673,23.1202,24.1368
;O17168,19.4957,19.038,19.5383,21.0954,21.1515,21.6664,20.4187,20.9137
fbxa-165;O17199,19.9463,21.5365,20.3617,20.0519,22.7208,22.1751,21.2992,22.3575
rps-22;O17218,24.2622,23.7334,23.5202,23.4177,24.8026,25.5166,25.2711,26.6813
rps-22;O17218,19.5766,19.724,18.0352,18.9107,27.4999,26.3949,25.7324,26.9769
rps-22;O17218,19.5053,18.5867,21.1158,20.8525,20.9145,21.5082,19.7487,21.5707
mct-6;O17328,21.3836,19.7411,19.3269,21.7088,21.1038,21.5586,20.1693,21.8094
mct-6;O17328,21.6174,17.4062,20.022,20.2327,24.6875,24.6403,24.3512,23.9972
mct-6;O17328,19.472,20.8017,19.0725,18.1165,23.4032,22.1699,22.3079,24.0177
mct-6;O17328,21.7847,23.401,25.3113,23.5108,22.3726,22.1671,22.4494,22.6265
mct-6;O17328,21.4743,21.224,19.9284,20.3635,21.4366,21.4987,21.5077,19.6814
mct-6;O17328,24.119,22.4391,26.0589,24.2064,19.5643,21.5226,20.5006,20.9583
tth-1;O17389,20.8302,18.8137,20.2594,20.1488,24.3643,24.3428,22.0744,23.2195
tth-1;O17389,20.8447,21.2105,19.0956,19.4427,21.8524,21.571,20.878,20.5715
tth-1;O17389,21.1585,19.868,21.5911,20.8839,21.4383,20.6536,19.9584,20.3937
tth-1;O17389,19.867,20.5688,19.4982,20.5307,21.1976,21.5992,20.735,21.6066
tth-1;O17389,18.889,19.6983,18.773,18.8732,21.8045,21.6222,21.196,21.8419
;O17390,19.3038,18.7301,20.2216,19.6572,22.3373,22.2716,22.182,24.108
F52H2.6;O17397,20.7963,20.5078,20.5956,20.584,22.4985,22.0441,21.8168,21.8342
F52H2.6;O17397,26.2371,24.178,27.9395,25.7428,25.1064,24.2028,23.5593,24.7375
F52H2.6;O17397,18.0492,18.5292,20.8818,20.5412,20.993,21.1428,21.284,20.1507
attf-2;O17406,19.6308,19.6214,18.7924,21.4546,21.4583,19.8605,20.9373,19.7263
attf-2;O17406,19.0642,19.2397,18.4486,17.8087,21.7255,21.0543,21.2873,21.1037
attf-2;O17406,18.7172,20.6659,19.218,20.8219,21.8453,21.5693,20.2631,21.6156
attf-2;O17406,19.5209,19.5041,18.5106,21.4166,21.32,21.3422,20.3093,21.9028
attf-2;O17406,20.8598,18.4308,18.3828,20.0228,23.5829,24.3,22.645,22.6791
attf-2;O17406,20.3207,19.6363,21.5245,17.7702,21.9272,21.5339,20.702,20.8826
attf-2;O17406,21.3976,19.9522,20.2804,17.5458,21.8073,20.7702,21.2758,21.1256
attf-2;O17406,20.058,18.9306,20.3899,20.9242,21.6444,22.976,21.6408,22.6178
;O17524,19.7253,21.0808,20.2477,19.7687,21.4313,21.284,20.4355,21.0422
rap-2;O17599,21.3847,19.0972,18.9496,20.3983,23.9375,21.6227,23.2593,23.6414
ruvb-1;O17607,20.5515,19.6692,20.2971,17.6988,24.0697,22.962,22.9291,23.1114
sams-1;O17680,19.3649,21.4559,20.9493,19.4162,20.3461,20.2226,20.7252,21.9263
;O17682,19.4036,20.2589,18.0909,19.703,20.4508,21.4798,20.0253,20.048
nasp-2;O17687,25.957,25.213,23.1155,27.5752,24.322,24.2368,23.5771,23.6913
nasp-2;O17687,18.798,19.4988,18.6233,19.8831,22.5831,22.4205,23.5948,22.7077
nasp-2;O17687,22.5761,23.203,23.092,25.94,24.2412,24.5746,24.0787,24.7575
nasp-2;O17687,20.2235,20.9513,20.0714,20.3864,21.0379,20.5145,21.4868,21.363
nasp-2;O17687,25.1192,25.8877,26.5021,24.1321,23.3197,22.1177,23.0306,23.3093
nasp-2;O17687,21.308,18.9397,19.553,18.4806,22.0413,21.1931,21.9629,21.8431
nasp-2;O17687,26.0914,25.0945,24.7728,24.5459,21.8408,20.6534,21.2942,20.6768
nasp-2;O17687,21.1346,20.9902,20.5151,21.0782,24.6538,24.0361,24.0528,25.6338
nasp-2;O17687,18.4573,21.891,20.4596,19.5396,20.7564,21.6043,21.3318,20.9906
nasp-2;O17687,26.1345,25.8957,25.5317,24.9739,26.9494,24.6629,25.5015,26.2512
nasp-2;O17687,23.9251,22.3842,23.0472,24.5851,21.9522,21.7826,21.07,21.9024
nasp-2;O17687,20.1172,18.9014,20.5317,20.8503,21.5157,21.1512,21.3415,20.386
nasp-2;O17687,24.9447,25.7303,23.2472,25.6075,21.6257,21.1138,20.5564,21.7969
nasp-2;O17687,20.1602,19.8843,19.3038,20.2848,21.8668,21.0673,20.7306,19.1076
nasp-2;O17687,20.2981,19.2472,17.6725,19.5244,21.314,20.5434,20.2994,21.8902
hda-1;O17695,18.9515,21.4583,19.9653,19.8,22.8475,22.9655,20.9725,22.031
;O17742,24.1924,24.0344,22.9275,24.6422,24.9638,24.7815,23.8932,24.3124
tkt-1;O17759,20.2981,18.7067,20.4929,19.7633,21.0062,21.3832,21.3497,21.3277
tkt-1;O17759,20.4932,19.5976,20.0482,19.3565,21.8306,21.2698,21.1233,21.203
;O17773,20.9147,20.4768,19.0245,19.2711,21.8199,21.7465,20.1727,21.0675
;O17785,19.354,20.7517,20.851,21.0948,25.4111,23.127,23.1055,23.5699
;O17785,21.1574,20.5489,21.273,20.4512,21.8985,21.713,19.8612,21.4861
;O17893,19.682,19.2375,20.6036,20.6827,20.9883,20.9195,21.3265,21.682
ctg-1;O17907,19.8679,21.6479,19.224,19.2738,21.8677,20.8772,21.4683,21.6928
ctg-1;O17907,19.3034,21.4265,21.1726,18.908,21.4061,20.4535,19.9677,21.2665
ctg-1;O17907,21.4277,21.1965,19.2713,19.7905,21.58,20.9718,20.308,21.1535
ctg-1;O17907,22.5326,23.2459,22.804,23.1691,21.1046,21.5998,20.4792,20.7291
enu-3.6;enu-3.4;enu-3.5;enu-3.2;enu-3.3;O17914,22.7356,23.6659,21.9872,23.7528,26.4966,26.7966,26.4169,26.7311
ran-1;O17915,21.695,23.2445,22.7373,23.6123,21.3877,20.6995,19.5837,21.5955
ran-1;O17915,21.3621,20.0093,20.3176,19.3051,21.8602,20.5036,21.3073,21.8109
ran-1;O17915,20.1585,18.6686,20.0386,20.4014,21.5284,21.323,21.1919,21.1151
K01G5.5;O17919,23.9638,23.6215,24.2487,22.4649,23.8191,22.4366,22.1828,22.827
tbb-1;O17921,19.4225,16.5213,18.9031,20.5173,21.9557,21.0506,20.4185,21.3804
tbb-1;tbb-2;O17921;P52275,24.6055,23.7469,23.7333,24.3036,24.1167,25.2443,25.6476,24.5519
tbb-1;ben-1;O17921;Q18817,19.7148,21.1218,20.2741,21.7768,21.9276,21.5268,21.091,20.8282
arrd-11;O17981,22.4873,24.3433,21.3338,25.249,22.2158,22.8662,21.8367,23.434
;O18131,21.6385,20.0222,18.1187,19.8865,19.374,21.7745,21.1726,21.6832
ogt-1;O18158,17.589,20.4532,19.8673,19.4402,21.6667,21.7215,21.5274,21.8171
ogt-1;O18158,23.2509,23.1057,22.4984,26.1914,22.9439,22.8011,21.8063,22.5792
maea-1;O18188,21.6345,20.2048,20.8261,21.3706,21.7022,21.3839,21.2153,21.5528
;O18224,24.7978,23.685,23.293,23.4559,21.4573,21.7681,21.3743,21.3097
;O18224,19.0361,19.6752,21.8507,19.2332,21.6518,21.2377,21.3483,21.7604
Y57G11C.3;O18229,19.7544,21.6149,21.3065,20.9192,19.7644,21.2843,20.1135,20.5731
rps-18;O18240,20.2792,18.5157,21.6023,19.2335,24.8034,23.5559,24.1573,24.6744
rps-18;O18240,20.4847,17.6073,20.4783,21.029,22.8811,21.4705,21.1984,21.2463
;O18307,23.7919,22.8823,23.7464,22.3862,24.7566,24.475,23.9045,24.4369
;O18307,24.5568,24.0337,23.8379,22.3862,21.0997,21.2226,20.6197,20.5193
;O18307,19.6377,20.1265,20.4631,18.6359,20.9775,21.3446,21.3868,20.9887
;O18307,22.3605,21.8718,23.0069,20.8313,21.4661,20.8819,19.6447,21.1372
;O18307,18.0129,20.5562,20.3738,20.7127,21.9187,21.123,20.735,21.3605
rps-19;O18650,17.9675,20.4512,19.5924,18.8438,23.2667,24.4781,24.6769,24.9626
rps-19;O18650,20.8027,21.021,21.2308,20.681,26.3845,25.6063,24.882,26.2664
rps-19;O18650,19.6171,18.6347,17.814,19.5187,21.3634,20.0991,21.1057,21.3337
rps-19;O18650,21.7253,18.6511,19.5233,20.2021,23.6955,26.5718,24.1506,23.1207
rps-19;O18650,20.9354,18.7271,20.4008,20.0393,21.1981,19.8893,20.8364,20.6802
rps-19;O18650,21.6997,20.8566,18.8344,20.5098,21.2641,21.2202,19.7861,20.6041
;U4PF18,25.6247,25.1035,24.6418,24.0196,22.0875,22.0522,21.7521,22.7181
perm-4;O44144,24.6346,23.8388,24.6662,24.9076,24.9259,24.94,22.3754,25.0536
perm-2;O44145,26.8976,26.728,25.5861,22.5144,21.6423,21.6266,21.5111,19.9382
;O44154,19.0885,21.7206,18.6817,20.8497,21.3175,21.7455,21.321,20.7977
rfc-2;O44175,21.7986,21.6141,18.3001,20.9103,21.5366,20.7933,19.8346,21.4302
rme-2;V6CIR8,21.3716,18.2416,19.2249,20.1995,22.3198,23.1236,23.0942,22.732
F37C4.5;O44400,25.8269,25.6286,23.8178,26.1482,25.5047,24.9632,24.7763,25.6684
F37C4.5;O44400,25.0967,24.5857,24.3964,25.084,24.2052,24.1106,23.5675,24.8054
F37C4.5;O44400,18.3241,20.3796,19.1965,19.9219,19.9519,21.6394,21.0001,20.8767
otub-4;U4PEY4,28.2624,27.4997,25.3112,28.2989,27.0283,28.0247,27.8369,28.82
May-02;O44441,21.1178,20.5546,20.1813,21.652,21.9118,23.0121,22.6717,22.1573
May-02;O44441,19.9923,18.6174,19.5624,21.9276,21.3195,21.4052,21.1772,19.9463
;O44444,20.5171,19.5365,21.089,20.7706,21.7153,20.6571,21.478,20.3198
snpn-1;O44445,20.3458,20.353,19.2984,20.4325,20.921,21.7209,20.4188,21.2749
snpn-1;O44445,23.4493,23.3724,21.2478,24.7368,24.3741,24.043,22.9159,24.0031
rpl-20;O44480,21.9405,20.5388,21.6558,19.917,23.8844,25.3022,24.092,24.5044
rpl-20;O44480,18.0239,18.8821,20.2263,21.0756,26.9007,26.6613,25.6138,26.0031
rpl-20;O44480,21.8729,23.504,22.759,21.0835,20.8291,20.2849,21.108,20.1076
rpl-20;O44480,25.7608,26.1542,25.5513,27.1887,27.2882,27.696,26.4421,27.7939
rpl-20;O44480,20.0647,20.9971,21.1859,19.5182,24.2897,22.7587,22.0961,24.109
rpl-20;O44480,23.0107,24.6565,21.104,24.5881,26.167,25.9305,24.9298,25.5658
rpl-20;O44480,20.1674,20.65,20.2923,21.1639,22.9972,23.0498,23.0362,23.6316
rpl-20;O44480,21.3187,17.7962,20.2485,19.1947,19.4945,20.2946,21.1803,21.2198
fnta-1;O44501,20.9867,21.2774,19.9808,20.2373,21.4725,21.565,20.543,21.1458
;O44557,21.7898,21.0094,20.8782,18.6724,21.9066,21.5651,21.2146,21.1003
acs-3;O44560,21.0575,20.6624,18.9115,20.1755,21.1974,20.4035,21.444,20.2364
tni-4;tni-3;O44572;Q9XUN9,19.802,19.43,18.5516,21.0683,22.9635,25.9406,25.1152,26.0891
hacd-1;O44608,22.6618,22.4656,23.0536,23.2811,21.8709,20.9384,20.6386,20.799
;O44735,25.8202,25.4663,22.8061,26.5856,23.327,22.562,22.6506,22.7637
;O44735,23.7903,24.255,24.0501,22.6006,22.768,22.9289,23.9277,22.2067
;O44735,27.114,26.987,26.3027,24.9089,25.9155,25.1702,24.3189,25.4852
bag-1;O44739,21.3326,20.4111,20.3504,20.6952,21.1246,21.0928,20.646,21.8332
snf-1;O44752,27.4507,28.2822,27.0747,27.0306,25.8007,26.8418,25.9098,25.5796
;Q9BL61,21.8661,21.6201,20.2329,23.0958,26.2816,25.0922,26.0422,26.1205
;Q9BL61,19.7707,19.0562,18.1596,21.0495,21.8855,21.4374,21.2402,21.4722
;Q9BL61,19.3576,19.3112,20.3475,21.3091,24.5864,24.7418,22.9265,25.2883
vpr-1;O44782,20.7843,19.329,20.5402,19.7318,21.8806,21.409,21.4107,20.8477
fgt-1;O44827,26.12,25.2232,23.8304,21.8378,23.4752,23.8351,20.9431,21.3998
arrd-1;O44847,20.7335,21.1931,18.4827,21.6721,21.8716,21.6909,21.0548,20.3958
arrd-1;O44847,21.461,21.6962,19.8868,19.5147,25.0426,25.1281,25.1042,25.4899
arrd-1;O44847,19.5923,18.9462,17.7602,20.1187,20.4814,21.203,21.3075,20.9582
arrd-1;O44847,21.9548,19.5508,20.9046,20.482,24.9023,24.697,23.7054,24.9816
arrd-1;O44847,21.7287,19.4487,17.5742,19.0504,21.881,21.2066,21.5252,21.3247
