geneName;Leading.proteins,log2 N2_d15_01,log2 N2_d15_02,log2 N2_d15_03,log2 N2_d15_04,log2 N2_d5_01,log2 N2_d5_02,log2  N2_d5_03,log2 N2_d5_04
pfd-6;P52554,20.9321,19.2357,19.5238,20.0984,21.3661,18.7155,20.3502,20.9209
T24H10.1;P52652,20.4578,19.8771,19.2808,20.8965,20.8479,21.0524,21.4867,21.4937
tars-1;trs-1;Q86D21,19.6931,19.3945,21.2749,19.5689,21.8262,22.8426,22.3742,22.1211
tars-1;trs-1;Q86D21,28.4814,27.6203,20.917,27.6221,28.8428,29.0821,29.1943,29.6122
F41C3.5;P52717,18.6833,19.6305,19.5004,19.2297,21.6541,20.7801,20.4373,21.4092
rpl-22;P52819,24.1562,23.7743,23.2109,24.3543,25.4726,24.6594,24.802,24.0466
rpl-22;P52819,20.4585,20.3619,20.3266,20.4306,25.1311,23.0341,24.3049,24.518
rpl-22;P52819,19.4771,19.5825,20.4949,20.8502,22.3212,23.2532,22.5322,22.8583
rpl-22;P52819,19.2597,19.8668,17.5194,20.7809,25.7319,25.163,24.1813,25.3551
rpl-22;P52819,19.6942,19.3435,19.3287,21.8491,24.1065,24.5366,21.8215,23.3204
rpl-22;P52819,21.0055,21.0353,17.9983,19.8011,23.8022,23.2971,23.1476,25.1375
rpl-22;P52819,20.0117,21.3534,19.3331,21.4619,26.8337,25.0581,25.1294,26.4496
rpl-22;P52819,19.7526,19.4632,19.521,20.8636,20.3665,21.3534,21.2701,21.8749
rps-25;P52821,25.165,25.1412,24.1361,26.1046,25.2925,25.0659,24.8893,25.984
dad-1;P52872,18.7066,17.6899,18.8185,21.3697,25.4419,24.7084,24.795,25.1126
rer-1;P52879,19.7324,18.901,17.4434,20.518,23.7589,23.6029,23.2285,23.7802
eft-3;eef-1a.2;P53013;Q86NF3,27.2471,27.8449,26.6019,26.817,26.1566,26.5719,25.2069,26.3218
eft-3;eef-1a.2;P53013,24.1298,24.0925,24.8966,23.8323,21.5667,20.7839,21.0886,21.7529
eft-3;eef-1a.2;P53013,27.2477,25.8859,26.4781,24.8843,24.6774,24.5328,24.7536,25.0747
eft-3;eef-1a.2;P53013,26.0782,26.2716,25.6524,26.8361,23.5357,23.0362,24.4286,23.9826
eft-3;eef-1a.2;P53013,25.5474,26.0253,26.0048,25.8516,23.71,23.963,24.5203,23.9792
eft-3;eef-1a.2;P53013,29.114,28.3281,27.9599,25.5442,25.8551,25.4388,25.5861,25.7305
eft-3;eef-1a.2;P53013,27.7361,28.7858,26.8741,28.8125,26.8705,27.2759,26.7272,27.6304
eft-3;eef-1a.2;P53013,19.6866,21.6092,18.2083,21.6403,23.755,23.4959,23.2386,23.6046
mlc-3;P53014,21.9116,20.9557,18.9011,19.6864,19.9392,20.1615,20.2021,21.6841
mlc-3;P53014,20.027,19.5851,19.3699,21.4177,21.9292,21.3401,21.1475,21.0933
mlc-3;P53014,20.6857,20.92,17.6514,20.5726,21.8984,21.5565,20.6171,20.2677
mlc-3;P53014,20.3229,19.8092,19.7529,20.5612,20.4813,21.5912,21.2718,21.2612
mlc-3;P53014,18.0529,18.8724,20.2994,20.0684,24.2197,21.994,22.0001,24.1022
D1005.1;P53585,21.4142,21.079,20.1253,20.1248,23.7504,24.1556,23.6532,24.1332
F47B10.1;P53588,19.5397,21.2697,20.8692,21.3889,21.4214,20.0604,21.2519,21.7484
hint-1;P53795,20.3611,19.2079,17.7391,20.7772,24.7904,25.8863,24.982,25.1103
hint-1;P53795,21.0308,20.9877,20.8056,19.3343,24.993,24.3265,22.7237,24.0544
F44G4.1;P54073,21.0176,22.3877,21.759,24.9267,21.8978,20.301,20.5954,19.9815
aldo-1;P54216,21.339,18.6846,20.7378,21.8362,21.5619,20.687,20.7085,21.3858
aldo-1;P54216,22.0352,20.5919,17.2845,20.2432,20.7852,21.4634,20.1267,21.3009
aldo-1;P54216,18.7339,19.9029,20.5163,20.9585,21.9169,21.7895,19.7134,21.8268
aldo-1;P54216,19.5142,20.9252,17.9039,21.3915,21.3041,21.2789,20.4755,21.7711
cdc-48.1;P54811,22.1555,22.9228,23.2736,24.101,23.0723,21.1608,23.0179,23.7991
cdc-48.1;P54811,20.8092,19.8197,19.9008,16.4536,24.8997,25.0999,24.5413,24.9578
cdc-48.1;cdc-48.2;P54811;P54812,21.0299,19.0825,18.4518,21.1078,21.2855,20.5923,21.3436,21.1959
cdc-48.1;P54811,19.9841,20.4321,19.2582,19.0978,21.2188,21.7741,21.5201,21.739
cdc-48.1;P54811,20.9353,22.2174,22.4368,24.7838,20.9043,21.6204,21.3704,21.8626
cdc-48.1;P54811,19.2964,17.5094,20.9605,19.2761,21.2291,19.4296,20.8707,21.3556
cdc-48.1;cdc-48.2;P54811;P54812,20.0304,19.7363,21.3324,19.4774,21.9538,21.3943,20.0019,20.9756
cdc-48.1;cdc-48.2;P54811;P54812,19.98,20.5143,18.5404,20.1701,21.636,21.0412,20.7956,20.1414
vit-1;P55155,19.7083,18.6399,19.5086,20.3773,21.2983,21.64,20.9132,20.7743
cth-2;P55216,20.9325,20.5349,19.8283,19.0923,25.2376,25.1465,24.4994,24.6788
cth-2;P55216,25.2618,23.9076,26.0083,23.6855,23.2841,23.9723,23.7871,24.5482
cth-2;P55216,19.5035,18.5561,18.3571,19.5833,20.0992,20.7896,21.2573,21.8097
cth-2;P55216,19.5626,19.3901,19.2214,20.086,26.1866,23.483,23.3692,25.0536
cth-2;P55216,25.1952,23.6489,25.8089,24.6407,24.5528,25.6345,23.878,24.4082
cth-2;P55216,20.8684,20.4322,20.91,19.3762,19.5689,21.5618,21.4905,20.965
F13E6.1;P55326,26.4663,25.8393,25.0769,26.1953,27.4372,27.263,26.8282,27.5787
F13E6.1;P55326,21.0483,19.931,21.5632,19.8689,21.7428,21.4076,20.1272,21.1217
F13E6.1;P55326,19.5833,22.7589,19.908,26.9143,25.202,26.9437,28.0269,21.3866
F13E6.1;P55326,20.4757,19.0994,20.1011,19.9925,21.1265,20.4326,21.206,21.9037
F13E6.1;P55326,20.5331,20.7643,19.4741,20.2707,19.7016,21.3977,20.8762,20.056
F13E6.1;P55326,21.5672,20.0069,19.9094,20.4772,23.9782,23.4889,23.5969,24.0261
F13E6.1;P55326,18.9946,20.7126,19.6291,18.4704,25.7776,24.5547,22.4268,24.6537
F13E6.1;P55326,23.7732,22.0984,23.7123,24.2046,25.792,26.0866,24.3818,24.3082
F13E6.1;P55326,24.1163,24.7503,23.4094,26.4614,30.3568,30.2463,29.9929,29.826
F13E6.1;P55326,21.3858,18.2546,20.44,20.4064,24.6901,24.6116,23.9817,24.9816
smo-1;P55853,22.0104,20.0141,21.0673,19.1037,22.2767,22.8226,23.3618,23.2879
smo-1;P55853,20.8052,18.9509,19.8425,19.0571,22.3951,21.7266,21.7559,21.7579
smo-1;P55853,19.124,19.6814,19.1889,19.1988,23.5189,24.8742,23.07,25.5315
rpl-12;P61866,21.6441,19.1951,20.5068,18.1773,21.8211,21.1045,21.2814,20.4463
rpl-12;P61866,21.6989,20.283,20.3175,19.8819,21.9197,21.7254,20.3956,21.9172
rpl-12;P61866,20.3454,20.1061,19.1399,20.8604,22.7136,21.6528,21.4992,21.8026
rpl-12;P61866,19.8554,21.593,21.5411,17.9653,22.9082,22.0998,22.1445,21.8243
his-1;P62784,27.0103,26.4443,24.4386,27.19,26.045,25.3094,25.3493,25.2804
his-1;P62784,20.4411,19.3839,18.3545,20.1833,22.6374,20.8826,21.1596,22.8436
acly-2;P90731,24.7262,25.3606,23.8062,25.4608,23.1711,22.2533,22.1144,24.5444
eat-6;P90735,20.6275,20.7779,19.0158,19.2707,21.8335,20.8538,20.2855,21.8416
eat-6;P90735,18.3511,19.6606,19.7495,17.9384,21.0538,20.8375,21.4171,21.1182
wht-2;P90746,21.721,19.2789,21.2966,21.9352,22.3795,22.2406,22.7658,22.9387
;P90862,20.8822,20.1426,19.4011,19.1054,23.0672,22.3742,23.1836,22.3697
pbs-7;P90868,18.7145,18.2597,21.3123,20.3173,21.9095,21.0534,20.4229,21.2034
;P90879,23.9472,23.4841,22.3849,22.8041,24.0907,23.5981,22.3457,23.9637
ifa-4;P90900,19.0637,18.934,20.0028,19.4206,21.3392,21.5654,20.1836,20.7312
ifa-4;P90900,24.3058,23.0982,24.3434,25.4571,22.8976,22.7641,22.7556,22.6577
ifa-4;P90900,21.4495,20.5516,21.3404,20.4125,24.2532,25.2146,24.6906,25.0614
ifa-4;P90900,21.2274,19.2882,18.7981,18.5273,21.5483,21.5258,20.2135,21.3962
clic-1;P90961,20.2429,20.0966,20.778,21.142,21.1186,21.541,20.4404,20.9754
clic-1;P90961,18.3308,19.814,17.8909,20.215,23.1704,23.6976,24.7837,24.7481
clic-1;P90961,18.5935,20.6352,21.0371,18.1268,20.8871,21.1959,20.6192,21.4298
clic-1;P90961,19.7563,19.9375,20.459,19.3579,21.1844,21.1723,21.082,21.372
clic-1;P90961,20.2042,20.8438,21.6244,19.8682,20.5758,20.521,20.4628,21.7768
clic-1;P90961,18.6967,19.4164,21.1557,20.402,21.1505,21.5779,20.0853,21.7818
clic-1;P90961,21.5917,20.2786,20.8831,21.1318,20.613,20.2074,20.2514,21.2359
csn-5;P91001,21.2621,21.4844,19.2632,18.6815,24.0746,24.5795,24.1737,25.3468
;P91020,18.507,19.6228,19.501,18.6855,23.9975,23.1211,23.7558,23.6206
chdp-1;P91027,19.9226,20.5211,19.8339,20.4183,20.4167,19.3123,20.9186,20.9339
chdp-1;P91027,18.2174,20.0722,20.9625,21.2816,21.2785,20.4667,21.1024,21.5211
chdp-1;P91027,19.9789,19.087,19.1015,17.9231,22.1225,23.1375,22.8817,23.896
chdp-1;P91027,19.7299,21.4926,20.7604,20.3373,21.51,20.7756,21.541,20.6813
chdp-1;P91027,18.9479,19.8257,19.8591,19.928,20.6062,21.021,21.3826,21.661
chdp-1;P91027,19.5862,19.3226,18.5216,18.8956,21.2439,20.0039,20.3055,21.4557
chdp-1;P91027,24.753,23.811,24.3989,23.1652,26.5354,27.3868,25.4975,26.7392
chdp-1;P91027,20.3504,20.3971,19.6154,18.0977,20.0255,20.4817,20.1969,21.7506
chdp-1;P91027,18.4945,18.68,19.2036,20.7136,21.352,20.2448,20.7175,21.7428
chdp-1;P91027,20.3116,18.2376,17.6101,19.1727,26.0849,26.8284,27.6992,26.7214
;P91055,19.4579,20.1034,18.073,18.5742,20.6058,20.5883,21.3594,20.9535
fbxc-15;P91116,22.162,21.9851,24.9029,22.3386,21.0258,21.178,20.9004,21.8218
rpl-13;P91128,21.8688,20.6085,17.3551,21.5827,23.4997,22.9023,23.2133,22.9619
rpl-13;P91128,21.6254,19.6411,19.4987,20.5296,21.8193,20.8933,20.031,20.2538
rpl-13;P91128,17.3795,20.5568,20.1139,21.1983,21.8761,21.3285,20.5294,21.6099
rpl-13;P91128,26.4579,24.5592,25.211,26.6195,21.4085,19.8878,21.0232,20.1786
rpl-13;P91128,20.9176,19.965,21.6345,21.8554,21.7076,20.6891,20.8837,21.7311
rpl-13;P91128,25.5846,24.8638,22.5612,27.0343,26.9859,27.811,25.6132,28.124
ptr-2;P91129,21.9013,22.5046,22.8098,22.7534,21.3384,20.4209,20.9515,20.2578
col-20;P91249,26.1835,26.6251,25.0757,25.8867,28.4126,27.0487,23.3852,26.1941
col-20;P91249,21.1111,21.0708,19.516,20.9318,23.263,24.4096,22.2524,24.9495
;P91269,25.605,25.9656,22.7265,25.4651,24.743,26.124,24.1098,22.0851
;P91277,20.1645,19.6608,19.6602,18.1416,21.2152,21.6293,21.0109,21.6236
;P91280,27.7008,26.3937,25.9957,26.0652,24.9794,24.4218,22.1484,25.0302
;P91297,19.7685,20.1933,18.004,18.9659,21.3801,21.7035,21.0857,21.9025
vha-10;P91303,20.5427,20.0011,20.49,20.3241,22.8811,23.1806,22.6875,23.4204
vha-10;P91303,20.8824,21.0297,19.5814,21.7445,24.4521,24.3761,23.5533,24.045
vha-10;P91303,17.323,21.5354,17.5861,19.452,21.57,21.6187,20.6461,21.415
vha-10;P91303,20.0395,20.1094,19.1691,17.9794,23.143,22.5118,21.6983,23.8241
vha-10;P91303,20.1506,20.577,21.144,19.2879,24.921,23.8814,24.7916,24.1301
cey-2;P91306,22.4526,22.2954,22.0114,23.8064,21.031,20.7636,20.9863,19.757
cey-2;P91306,24.2416,22.5475,24.0319,24.3564,23.8161,23.1437,22.5224,23.4546
cey-2;P91306,18.7316,20.8922,20.361,18.6344,21.5787,20.6685,21.1907,21.3361
;P91354,23.2506,23.0107,23.031,23.895,21.9659,21.0164,20.9727,21.7687
cpd-1;P91359,24.1465,23.7244,22.8347,24.9567,20.6053,20.5262,20.8391,21.4019
rpl-15;P91374,24.6934,24.7294,24.2074,24.493,25.1812,24.088,23.9291,24.9272
rpl-15;P91374,21.867,21.1156,19.9926,20.2196,25.0283,24.6815,24.0039,24.6428
rpl-15;P91374,22.283,23.6434,25.1424,22.1904,23.13,22.0556,21.9319,23.0642
rpl-15;P91374,19.9865,20.6523,19.6805,19.8508,25.119,23.5071,24.5674,22.6686
rpl-15;P91374,25.3452,25.4118,23.5796,25.5054,26.9919,26.1138,26.1643,26.0622
rpl-15;P91374,21.0654,20.1868,20.3634,19.6026,26.4752,25.6975,25.0542,26.9362
rpl-15;P91374,21.3868,21.8687,19.9087,18.2612,22.9514,22.1904,23.9804,23.8077
rpl-15;P91374,20.6612,20.6116,20.9473,19.4912,21.7229,21.2765,19.926,20.8875
cey-3;P91398,18.4495,20.6783,19.7928,19.1019,21.6855,20.4159,20.985,21.6134
;P91423,20.0621,19.3205,18.8235,19.4783,19.7245,20.8034,20.4248,20.7208
;P91482,21.1879,19.9461,19.5078,20.566,22.9438,23.3247,22.73,23.0275
;P91482,17.9789,19.7701,19.548,20.869,20.2572,21.062,21.011,21.6469
;P91491,32.1038,31.8702,30.5679,24.2893,30.765,31.2988,29.9207,30.944
usp-5;P91502,21.9005,18.9249,18.6808,20.3512,20.1767,21.316,21.0927,21.7283
usp-5;P91502,27.2588,28.5804,25.6343,24.1847,28.5341,27.8245,27.9966,28.4139
usp-5;P91502,20.3825,19.7038,19.9677,21.1307,24.0706,25.1163,24.3354,24.1903
usp-5;P91502,20.8366,20.028,19.2542,19.1937,21.6817,20.2234,21.3751,21.8866
usp-5;P91502,20.4095,19.5598,19.0787,20.1002,21.0006,21.4479,20.4625,21.6022
usp-5;P91502,25.7358,25.4598,24.687,26.6953,24.2888,24.058,22.5974,23.1968
usp-5;P91502,20.2553,21.275,20.4524,20.6135,20.7789,21.1682,21.2448,21.5058
usp-5;P91502,24.6952,24.2762,22.7138,21.4293,24.4747,24.3643,23.4713,23.8824
usp-5;P91502,19.726,18.1242,19.393,21.2923,21.4649,21.4812,20.3678,21.3534
set-18;P91821,20.1025,18.651,16.7131,21.3018,21.517,21.6682,20.5107,21.2709
F26H9.5;P91856,21.2205,18.6972,19.0601,21.2443,23.8405,23.7944,25.8485,24.7032
rab-5;P91857,19.4404,20.675,17.8663,19.4702,20.6255,20.1508,21.0018,21.4867
rla-1;P91913,20.0782,21.3056,20.5844,19.1422,19.6202,21.0997,21.2804,21.8599
rla-1;P91913,20.2992,21.6411,18.7891,20.2278,20.9309,21.1432,19.6437,21.4806
rla-1;P91913,23.5644,23.3328,24.2114,23.7948,26.3572,25.671,25.2295,26.7974
rla-1;P91913,22.3965,23.3328,23.2856,23.4324,26.3572,25.671,25.2295,26.7974
rpl-27;P91914,21.0689,21.0447,18.7194,21.3274,24.5224,21.6089,21.9659,22.1456
rpl-27;P91914,19.9836,20.1776,17.9112,21.3866,21.9065,20.9108,20.3411,21.6133
rpl-27;P91914,18.3547,20.0292,19.4676,20.7334,23.4677,22.8879,22.2994,22.8554
ola-1;P91917,19.7454,20.8388,18.2265,20.827,21.7169,21.73,20.2281,20.9196
snr-2;P91918,19.5454,17.5398,18.0582,21.2439,24.2713,25.2527,22.9431,23.6489
snr-2;P91918,21.694,18.3445,19.933,19.4605,23.5634,24.0692,22.772,23.9172
ZK370.8;Q02335,19.2756,20.1113,19.5102,21.0023,20.4603,19.0122,21.1699,21.4531
ZK370.8;Q02335,22.829,22.5364,20.9024,21.1069,24.625,23.9152,23.3529,24.6223
ced-10;rac-2;Q03206,19.4973,17.9485,19.8693,19.2399,21.6147,21.5621,20.4981,21.0881
bre-3;Q03562,21.1331,20.2702,18.929,21.8058,21.6235,21.1243,21.4531,21.1534
B0464.6;Q03564,21.9467,18.957,20.5149,21.1926,20.6341,20.8834,20.8865,19.7532
C38C10.2;Q03567,24.3462,22.7439,21.996,24.6428,20.5668,21.6133,21.0254,21.5694
C38C10.2;Q03567,28.5565,27.1956,27.4209,28.1592,26.8958,26.3438,25.9812,27.4918
nhl-1;Q03601,20.365,18.3892,19.0156,18.0647,21.7609,21.057,20.5402,20.2329
lrp-1;Q04833,21.6812,19.4431,20.6861,19.7177,21.8768,21.1432,21.1596,21.4247
C30C11.4;Q05036,19.442,18.5543,19.9584,20.459,21.219,20.215,20.9791,21.4629
C30C11.4;Q05036,21.0486,21.4707,19.9875,19.6988,21.7127,20.484,20.9492,21.4838
cdc-42;Q05062,23.2186,25.8048,24.6192,24.1202,23.4053,26.762,25.7891,25.8203
cdc-42;Q05062,20.4579,18.1394,20.4607,21.4794,21.0937,20.9081,19.6078,20.5181
cdc-42;Q05062,21.6471,19.0237,20.5843,19.3854,20.7181,21.7721,20.8766,21.6212
cdc-42;Q05062,19.762,19.4384,21.586,19.5808,20.6151,19.0118,19.9756,21.0055
;Q067X2,19.5729,18.1841,19.2905,21.359,21.0679,21.6262,19.8885,20.5914
unc-60;Q07750,19.6275,21.7706,19.5052,20.7653,21.9171,21.0024,20.9463,19.3991
unc-60;Q07750,19.4467,19.2592,19.6899,21.0717,23.8364,25.1532,23.319,22.8261
B0495.8;Q09217,19.139,20.2102,21.1584,20.0389,21.2377,21.2195,20.9475,21.1903
C13B9.3;Q09236,19.606,19.7712,18.0633,20.6413,21.4927,20.1232,21.0048,21.5717
C13B9.3;Q09236,19.4872,20.7434,18.4042,20.7717,21.7655,20.4269,21.4393,20.5944
C13B9.3;Q09236,18.6239,21.5802,19.7521,21.0133,21.3603,20.5569,20.5221,21.5378
C18H9.3/C18H9.2;Q09237,21.4806,18.9117,19.3592,19.3978,21.8171,20.7312,20.7334,21.3989
C18H9.3/C18H9.2;Q09237,20.3995,19.818,20.1727,18.2589,21.7873,20.1829,20.7815,21.4715
dnc-2;Q09248,18.4489,19.3965,20.1832,20.5994,20.7881,21.4053,20.8519,21.8162
C16C10.4;Q09250,18.3263,21.7281,19.6804,20.6362,19.4022,20.8983,20.8429,21.68
C34C12.4;Q09269,23.2435,24.4114,24.792,24.5468,23.9435,23.0606,24.6165,24.1853
C56G2.7;Q09289,26.0821,24.8962,24.0096,27.0612,27.3436,26.5215,26.6384,28.0036
C56G2.7;Q09289,23.3493,23.86,23.8649,24.1672,25.8201,26.366,25.4153,25.4902
C56G2.7;Q09289,26.6628,25.9846,24.6079,26.8781,27.2236,27.0334,26.4603,27.3577
C56G2.7;Q09289,18.9295,21.1933,19.0141,20.4199,21.8253,19.9633,21.4144,21.6235
C56G2.7;Q09289,24.2432,24.1364,25.0218,24.6434,25.0947,26.2323,25.1486,25.9832
C56G2.7;Q09289,20.5014,20.672,21.0986,17.4112,25.1915,24.0685,25.0744,26.1693
C56G2.7;Q09289,23.4856,23.2087,24.4015,22.8287,24.4698,24.5817,23.7429,24.5389
C56G2.7;Q09289,19.7545,21.5147,20.292,18.6971,19.7063,21.1614,20.9809,21.6906
T09B9.4;Q09350,20.2681,17.4138,21.011,21.739,21.79,21.7042,20.2374,21.6356
K07E1.1;Q09407,22.0466,21.0142,18.961,20.9783,22.8648,21.7319,23.4378,22.3061
pgam-5;Q09422,24.708,24.6976,25.2424,21.5455,23.2289,23.8667,24.2731,24.6017
pgam-5;Q09422,20.1447,19.2746,20.0261,20.6522,22.6661,23.3512,23.5767,23.32
pgam-5;Q09422,18.3925,19.8827,20.3676,20.2555,24.9441,25.053,24.3512,23.43
mex-6;mex-5;Q09436;Q9XUB2,19.1002,19.918,19.8427,19.872,21.5966,22.062,22.4209,21.7027
ubh-4;Q09444,20.8804,21.6655,20.0105,17.8677,21.7808,21.2577,20.8945,21.4368
ubh-4;Q09444,19.7137,20.6731,17.4009,19.6511,26.5123,26.2729,25.8947,25.4987
ubh-4;Q09444,21.3161,20.8469,19.9923,20.7713,20.422,20.5756,20.5462,20.526
ubh-4;Q09444,20.7579,19.9537,21.5225,18.0002,24.5587,26.2242,24.8071,25.4893
;Q09489,19.3151,20.9534,18.2707,20.1468,21.8486,21.396,20.9305,21.2583
;Q09489,20.4352,20.4902,20.8033,20.8765,20.2207,21.4093,21.3975,21.155
lgg-1;Q09490,19.9092,19.5205,21.3468,19.1125,21.778,20.9631,20.2899,21.3661
lgg-1;Q09490,19.1122,18.4139,18.721,20.8399,23.8512,24.5921,23.8083,23.2528
rpl-10;Q09533,20.1012,18.9414,18.4568,18.4853,21.0084,22.2594,23.0647,22.7569
rpl-10;Q09533,20.2558,21.1203,20.9943,19.4291,21.8724,22.3936,21.2062,22.8632
rpl-10;Q09533,20.5575,21.6223,18.5383,20.2126,21.4504,21.7381,20.5311,21.3715
rpl-10;Q09533,19.0598,20.8927,20.8796,21.6057,24.4709,24.7254,23.6096,23.0352
F36G3.1;Q09560,21.3292,18.4688,21.4632,18.3341,21.6781,21.7403,20.6152,21.3579
F48E8.6;Q09568,25.4964,24.9161,23.8969,23.4082,25.0025,24.7122,25.4282,25.5567
lec-3;Q09581,21.4838,19.725,19.6504,19.6735,21.8224,21.1346,20.6016,21.7169
lec-3;Q09581,20.5439,19.8449,21.0377,18.9887,20.8066,19.841,20.3305,19.0786
lec-3;Q09581,19.7022,21.7267,20.3433,20.4697,19.9673,20.5383,21.2747,21.1439
lec-3;Q09581,25.8132,25.6169,24.3843,25.4069,24.1867,23.6514,23.5594,23.4557
lec-3;Q09581,20.457,20.4955,20.7762,19.4014,20.8858,19.9747,21.4961,21.1585
ptc-1;Q09614,25.9523,24.724,23.6258,25.3625,26.1895,25.6678,25.2964,25.804
tnc-2;Q09665,21.1571,19.7458,19.0513,19.2214,21.246,21.7005,19.8638,21.6449
ptr-13;Q09934,19.4314,16.5488,20.7658,20.6088,21.9493,20.3438,21.1078,21.1829
ptr-13;Q09934,19.802,21.4708,19.1231,20.2765,23.9143,24.0775,24.5608,24.3775
ptr-13;Q09934,21.666,21.0287,22.9095,22.66,21.2838,22.2187,22.6419,22.3959
C53C9.2;Q09936,20.1985,20.2855,19.5501,19.069,20.6213,21.1532,19.6193,21.288
C53C9.2;Q09936,20.1692,20.4218,19.9491,18.1928,21.813,21.5677,20.7655,21.6036
C53C9.2;Q09936,18.6224,18.5542,20.5798,21.467,20.2802,21.2439,20.1239,21.1562
C53C9.2;Q09936,20.1131,21.2208,20.0718,21.0187,24.1134,23.3346,24.8635,24.6527
C53C9.2;Q09936,20.8108,20.8721,20.8598,19.7125,20.3589,20.1163,20.4932,21.2999
egg-1;Q09967,24.6558,23.494,22.9039,20.5928,24.3759,24.7269,26.4459,26.0786
egg-1;Q09967,26.6956,26.655,25.338,21.5907,30.1119,29.4823,28.6608,30.3245
;Q09EE6,27.511,27.502,26.2555,27.5602,26.2678,27.0152,27.1577,26.7887
;Q09EE6,18.0445,19.5551,18.1975,19.5136,21.7718,21.2255,20.6632,21.4538
;Q09EE6,23.4994,23.6566,23.5587,21.6121,23.9147,24.0271,23.3001,24.9486
F13H10.3;Q0G831,18.5944,21.4031,19.7787,20.7469,20.9708,21.4652,19.4843,20.9462
mdt-9;Y62E10A.11;Q0KHC0,20.3158,21.1993,19.9871,18.9906,23.2383,23.0789,23.0709,23.2482
T19C3.4;Q10010,24.6404,24.8113,28.0567,23.764,23.4753,22.834,22.7098,23.2051
T28D9.1;Q10020,20.829,20.3455,17.8878,18.6832,20.8862,21.7265,20.6054,21.7422
T28D9.1;Q10020,20.4639,21.5532,21.3635,18.8138,22.4183,23.5562,22.4471,23.5808
T28D9.1;Q10020,24.1028,23.5255,21.8359,23.0616,24.153,24.5647,22.7561,24.128
T28D9.1;Q10020,23.5843,23.7531,22.3992,23.0616,24.153,22.743,22.7561,24.128
F15G9.1;Q10033,20.3795,19.4346,20.0077,18.4131,21.1915,21.4483,21.3528,21.2486
R10H1.1;Q10043,20.482,19.5233,18.8516,20.895,23.6207,25.1612,23.0959,22.7965
vglu-3;Q10046,19.7188,19.9382,19.4028,20.2576,25.1906,23.6034,24.7227,23.1672
C23G10.2;Q10121,20.4546,18.7546,18.5496,18.9787,20.11,21.6499,20.7937,20.4679
C23G10.2;Q10121,20.8267,19.8613,19.6067,21.0757,21.7385,21.5572,21.4254,21.8852
C23G10.2;Q10121,21.7492,22.4412,21.4592,24.9076,24.6447,23.6836,25.0163,24.7012
C23G10.2;Q10121,20.5542,18.9083,18.3945,20.6799,21.0974,19.7266,21.3048,21.3687
dhs-5;Q10130,20.022,19.4274,21.6647,20.9357,21.6778,21.1002,19.5098,21.408
dhs-5;Q10130,20.7917,21.6891,21.6196,17.3884,21.0214,20.6112,20.0386,21.5781
F46H5.3;Q10454,18.0317,20.2793,21.1104,20.1506,20.4679,21.177,21.3491,21.6962
F46H5.3;Q10454,21.8609,19.8273,19.7229,20.0665,21.6744,21.0516,21.5141,20.8159
F46H5.3;Q10454,19.4226,20.4165,17.7997,20.3234,21.6739,20.7674,21.4731,20.9648
F46H5.3;Q10454,26.2043,24.6483,23.9477,25.8478,28.0005,27.7453,26.3237,27.3986
F46H5.3;Q10454,20.1529,17.8073,18.7569,19.1232,21.8356,21.7717,21.3876,20.5017
F46H5.3;Q10454,18.3763,19.9098,19.4263,19.9141,19.4114,20.8034,20.6746,21.9228
F46H5.3;Q10454,19.4353,21.4814,20.3527,20.6249,21.347,21.2135,21.2534,21.2138
F46H5.3;Q10454,18.8703,19.9384,18.8168,18.6709,20.8696,21.1825,19.5977,21.2217
F46H5.3;Q10454,19.7681,19.9292,19.3502,18.0719,21.972,21.6945,20.1362,21.1147
B0286.3;Q10457,18.3216,20.4712,19.53,20.9764,21.7333,20.5132,21.2536,21.144
rpb-2;Q10578,20.4824,20.2448,19.5945,20.2851,23.5489,23.447,22.895,23.3589
rpb-2;Q10578,20.2459,20.3879,19.265,19.0166,23.7059,23.7554,23.4672,23.7841
rpb-2;Q10578,20.3741,21.31,20.1154,21.5412,24.7521,23.9724,22.7459,24.7656
rpb-2;Q10578,18.0994,17.6938,17.9345,19.2791,22.2376,21.1138,23.2306,22.8671
apl-1;Q10651,17.7458,19.5248,18.9248,18.9219,24.7173,23.6121,23.415,24.9424
elt-2;Q10655,20.082,21.38,19.8341,21.5717,20.8113,24.2367,23.101,24.6403
tpi-1;Q10657,24.1007,26.0132,25.0216,25.7043,28.2037,29.1149,28.1895,28.7289
glt-1;Q10901,27.1903,26.5578,27.7211,26.4585,25.2441,25.9425,26.4599,25.4915
arf-1.2;Q10943,19.7356,19.4227,19.4137,21.2046,21.1179,21.5503,20.8131,21.6659
tmbi-4;Q11080,24.3149,24.2449,24.218,24.9205,24.9951,24.0019,23.707,25.3859
C02F12.5;Q11101,21.1977,20.2492,19.8259,17.106,20.4168,20.7658,21.056,20.5961
unc-78;Q11176,21.884,18.7645,19.3391,19.4615,25.6274,25.2491,24.2297,25.4774
sodh-1;Q17334,21.3495,19.4091,18.8623,20.1267,21.8372,21.5182,21.0002,21.7502
sodh-1;Q17334,22.3682,21.5991,22.1296,24.6283,21.7867,23.3336,22.6346,23.8513
sodh-1;Q17334,20.3542,17.6985,21.156,18.0746,26.0621,26.3011,25.8968,27.1858
